til	pour	til	pour	ADV	ADP
voldsomt	violente	voldsomt	violent	ADV	ADJ;FEM;SG
borgerlige	civisme	borgerlig	civisme	ADJ;PL	N;MASC;SG
borgerlige	citoyenne	borgerlig	citoyen	ADJ;PL	ADJ;FEM;SG
borgerlige	civique	borgerlig	civique	ADJ;PL	ADJ;MASC;SG
anmeldelse	rapports	anmeldelse	rapport	N;INDF;MASC+FEM;SG	N;MASC;PL
anmeldelse	reportages	anmeldelse	reportage	N;INDF;MASC+FEM;SG	N;MASC;PL
anmeldelse	signaler	anmeldelse	signaler	N;INDF;MASC+FEM;SG	V;NFIN
himlen	heaven	himmel	heaven	N;DEF;MASC+FEM;SG	PROPN
himlen	cieux	himmel	ciel	N;DEF;MASC+FEM;SG	N;MASC;PL
himlen	sky	himmel	sky	N;DEF;MASC+FEM;SG	PROPN
himlen	ciels	himmel	ciel	N;DEF;MASC+FEM;SG	N;MASC;PL
papir	papiers	papir	papier	N;INDF;NEUT;SG	N;MASC;PL
adskilt	séparées	adskille	séparer	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
adskilt	séparés	adskille	séparer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
adskilt	distinct	adskille	distinct	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG
adskilt	séparés	adskille	séparer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
adskilt	séparées	adskille	séparer	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
french	francais	french	francais		ADJ;MASC;SG
french	française	french	français		ADJ;FEM;SG
french	français	french	français		ADJ;MASC;SG
french	françaises	french	français		ADJ;FEM;PL
klosteret	monastères	klostere	monastère	N;DEF;NEUT;SG	N;MASC;PL
aksel	essieux	aksel	essieux	N;INDF;MASC+FEM;SG	N;MASC;PL
ånd	spirit	ånd	spirit	N;INDF;MASC+FEM;SG	PROPN
hanne	hanne	hanne	hanne	N;INDF;MASC+FEM;SG	PROPN
kunstneriske	artistique	kunstnerisk	artistique	ADJ;PL	ADJ;MASC;SG
glas	verres	glas	verre	N;INDF;NEUT;SG	N;MASC;PL
stranden	plages	strand	plage	N;DEF;MASC+FEM;SG	N;FEM;PL
churchill	churchill	churchill	churchill	N;INDF;MASC+FEM;SG	PROPN
udstillinger	exposition	udstilling	exposition	N;INDF;MASC+FEM;PL	N;FEM;SG
gordon	gordon	gordon	gordon		PROPN
ødelægge	ruine	ødelægge	ruine	V;NFIN;ACT	N;FEM;SG
overdraget	confiés	overdrage	confier	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
dave	dave	dave	dave		PROPN
kasper	kasper	kaspe	kasper	N;INDF;MASC+FEM;SG	PROPN
stanley	yves	stanley	yve	N;INDF;MASC+FEM;SG	PROPN
stanley	stanley	stanley	stanley	N;INDF;MASC+FEM;SG	PROPN
lærere	enseignant	lærer	enseignant	N;INDF;MASC+FEM;PL	N;MASC;SG
kommentar	commente	kommentar	commenter	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
kommentar	commenter	kommentar	commenter	N;INDF;MASC+FEM;SG	V;NFIN
hart	hart	hart	hart		PROPN
generel	généraux	generel	général	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
generel	généralités	generel	généralité	ADJ;INDF;MASC+FEM;SG	N;FEM;PL
generel	général	generel	général	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
olav	olav	olav	olav	PROPN	PROPN
truet	menacées	true	menacer	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
truet	menacés	true	menacer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
truet	menacés	true	menacer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
truet	menacées	true	menacer	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
christiansborg	christiansborg	christiansborg	christiansborg	N;INDF;MASC+FEM;SG	PROPN
ligget	lain	ligge	lain	V;INDF;SG;PST;V.PTCP	PROPN
nederste	fond	ned	fond	ADJ;DEF;RL	N;MASC;SG
moore	moore	moore	moore		PROPN
battle	bataille	battel	bataille		N;FEM;SG
battle	combat	battel	combat		N;MASC;SG
kød	viandes	kød	viande	N;INDF;NEUT;SG	N;FEM;PL
flytter	déménagement	flytte	déménagement	V;IND;PRS;FIN;ACT	N;MASC;SG
vid	vid	vid	vid	ADV	
ice	verglas	ice	verglas		N;MASC;SG
ice	ice	ice	ice		N;MASC;SG
ice	glace	ice	glace		N;FEM;SG
kvalificeret	qualifications	kvalificere	qualification	V;INDF;SG;PST;V.PTCP	N;FEM;PL
kvalificeret	qualification	kvalificere	qualification	V;INDF;SG;PST;V.PTCP	N;FEM;SG
kvalificeret	qualifiés	kvalificere	qualifier	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
kvalificeret	qualifiées	kvalificere	qualifier	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
liggende	mensonge	ligge	mensonge	V;PRS;V.PTCP	N;MASC;SG
liggende	menteur	ligge	menteur	V;PRS;V.PTCP	N;MASC;SG
las	las	las	el		PROPN
kvindelig	femelles	kvindelig	femelle	ADJ;INDF;MASC+FEM;SG	N;FEM;PL
kvindelig	femmes	kvindelig	femme	ADJ;INDF;MASC+FEM;SG	N;FEM;PL
kvindelig	femme	kvindelig	femme	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
allen	allen	al	allen		PROPN
sporet	suivis	spor	suivre	N;DEF;NEUT;SG	V;MASC;PL;PST;V.PTCP
sporet	chenilles	spor	chenille	N;DEF;NEUT;SG	N;FEM;PL
sporet	retracé	spor	retracer	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP
lørdag	saturday	lørdag	saturday	N;INDF;MASC+FEM;SG	PROPN
bevidst	sciemment	bevidst	sciemment	ADJ;INDF;SG	ADV
bevidst	consciemment	bevidst	consciemment	ADJ;INDF;SG	ADV
bevidst	conscientes	bevidst	conscient	ADJ;INDF;SG	ADJ;FEM;PL
bevidst	conscients	bevidst	conscient	ADJ;INDF;SG	ADJ;MASC;PL
bevidst	délibérément	bevidst	délibérément	ADJ;INDF;SG	ADV
bevidst	sciemment	bevidst	sciemment	ADJ;INDF;SG	ADV
bevidst	consciemment	bevidst	consciemment	ADJ;INDF;SG	ADV
bevidst	intentionnellement	bevidst	intentionnellement	ADJ;INDF;SG	ADV
bevidst	intentionnels	bevidst	intentionnel	ADJ;INDF;SG	ADJ;MASC;PL
præcist	précises	præcist	précis	ADV	ADJ;FEM;PL
præcist	précis	præcist	précis	ADV	ADJ;MASC;SG
præcist	précise	præcist	précis	ADV	ADJ;FEM;SG
dine	vôtre	din	vôtre	PRO;ACC;MASC+FEM;PL;1	INTJ
busser	bus	bus	bus	N;INDF;MASC+FEM;PL	N;MASC;SG
busser	autobus	bus	autobus	N;INDF;MASC+FEM;PL	N;MASC;SG
tilbud	offre	tilbud	offre	N;INDF;NEUT;PL	N;FEM;SG
tilbud	offrir	tilbud	offrir	N;INDF;NEUT;PL	V;NFIN
tilbud	offre	tilbud	offre	N;INDF;NEUT;PL	N;FEM;SG
fiktiv	fictifs	fiktiv	fictif	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
bruxelles	bruxelles	bruxelles	bruxelle	N;INDF;MASC+FEM;PL	ADJ;MASC;PL
brahe	brahe	brahe	brahe	N;INDF;NEUT;SG	PROPN
træning	pratiquer	træning	pratiquer	N;INDF;MASC+FEM;SG	V;NFIN
træning	pratique	træning	pratique	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
træning	pratiques	træning	pratique	N;INDF;MASC+FEM;SG	N;FEM;PL
skjult	cachés	skjult	cacher	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
skjult	masqués	skjult	masquer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
mac	mac	mac	mac		N;MASC;SG
gennemsnit	moyen	gennemsnit	moyen	N;INDF;NEUT;SG	ADJ;MASC;SG
gennemsnit	moyennes	gennemsnit	moyen	N;INDF;NEUT;SG	ADJ;FEM;PL
christmas	noël	christmas	noël		PROPN
christmas	noel	christmas	noel		N;MASC;SG
dybde	profondeurs	dybde	profondeur	N;INDF;MASC+FEM;SG	N;FEM;PL
palæstina	palestine	palæstina	palestin	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
palæstina	palestinienne	palæstina	palestinien	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
palæstina	palestinien	palæstina	palestinien	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
palæstina	palestinienne	palæstina	palestinien	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
palæstina	palestinien	palæstina	palestinien	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
palæstina	palestiniens	palæstina	palestinien	N;INDF;MASC+FEM;SG	ADJ;MASC;PL
argument	arguments	argument	argument	N;INDF;NEUT;SG	N;MASC;PL
olaf	olaf	olaf	olaf		PROPN
stuttgart	stuttgart	stuttgart	stuttgart	N;INDF;NEUT;SG	PROPN
tilstrækkeligt	suffisantes	tilstrækkeligt	suffisant	ADV	ADJ;FEM;PL
tilstrækkeligt	suffisants	tilstrækkeligt	suffisant	ADV	ADJ;MASC;PL
tilstrækkeligt	suffisant	tilstrækkeligt	suffisant	ADV	ADJ;MASC;SG
tilstrækkeligt	suffisante	tilstrækkeligt	suffisant	ADV	ADJ;FEM;SG
stavanger	stavanger	stavanger	stavanger	N;INDF;MASC+FEM;SG	PROPN
moon	lunaire	moon	lunaire		ADJ;MASC;SG
moon	lune	moon	lune		N;FEM;SG
moon	moon	moon	moon		PROPN
filosofiske	philosophique	filosofisk	philosophique	ADJ;PL	ADJ;MASC;SG
ron	ron	ron	ron		PROPN
skak	échecs	skak	échec	N;INDF;MASC+FEM;SG	N;MASC;PL
opgivet	abandonnés	opgive	abandonner	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
opgivet	abandonnées	opgive	abandonner	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
sejle	voiles	sejle	voile	V;NFIN;ACT	N;FEM;PL
sejle	voilier	sejle	voilier	V;NFIN;ACT	N;MASC;SG
sejle	voile	sejle	voile	V;NFIN;ACT	N;FEM;SG
sejle	voile	sejle	voile	V;NFIN;ACT	N;FEM;SG
kritiske	critique	kritisk	critique	ADJ;PL	ADJ;MASC;SG
kritiske	critiques	kritisk	critique	ADJ;PL	N;MASC;PL
australsk	australiens	australsk	australien	ADJ;INDF;SG	ADJ;MASC;PL
australsk	australie	australsk	australie	ADJ;INDF;SG	PROPN
tusinde	millier	tusinde	millier	N;INDF;NEUT;PL	N;MASC;SG
tusinde	mille	tusinde	mille	N;INDF;NEUT;PL	NUM
idømt	condamnés	idømme	condamner	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
kejserlige	impérial	kejserlig	impérial	ADJ;PL	ADJ;MASC;SG
kejserlige	impériale	kejserlig	impérial	ADJ;PL	ADJ;FEM;SG
kejserlige	impérialiste	kejserlig	impérialiste	ADJ;PL	ADJ;MASC;SG
kejserlige	imperial	kejserlig	imperial	ADJ;PL	PROPN
slam	boues	slam	boue	N;INDF;NEUT;SG	N;FEM;PL
apple	pommes	apple	pomme	N;INDF;MASC+FEM;SG	N;FEM;PL
apple	apple	apple	apple	N;INDF;MASC+FEM;SG	PROPN
licens	permis	lic	permettre	N;INDF;MASC+FEM;SG	V;MASC;SG;PST;V.PTCP
licens	licences	lic	licence	N;INDF;MASC+FEM;SG	N;FEM;PL
licens	permis	lic	permettre	N;INDF;MASC+FEM;SG	V;MASC;SG;PST;V.PTCP
licens	licencié	lic	licencier	N;INDF;MASC+FEM;SG	V;MASC;SG;PST;V.PTCP
licens	agréé	lic	agrée	N;INDF;MASC+FEM;SG	V;MASC;SG;PST;V.PTCP
frygt	fear	frygt	fear	N;INDF;MASC+FEM;SG	PROPN
frygt	craintes	frygt	crainte	N;INDF;MASC+FEM;SG	N;FEM;PL
frygt	peurs	frygt	peurs	N;INDF;MASC+FEM;SG	N;FEM;PL
frygt	craintes	frygt	crainte	N;INDF;MASC+FEM;SG	N;FEM;PL
negative	négative	negativ	négatif	ADJ;PL	ADJ;FEM;SG
negative	négatif	negativ	négatif	ADJ;PL	ADJ;MASC;SG
lübeck	lübeck	lübeck	lübeck		PROPN
dennis	dennis	dennis	dennis		PROPN
dennis	denis	dennis	denis		PROPN
mississippi	mississippi	mississippi	mississippi		N;MASC;SG
bekendt	familières	bekendt	familier	ADJ;INDF;SG	ADJ;FEM;PL
bekendt	familiers	bekendt	familier	ADJ;INDF;SG	ADJ;MASC;PL
bekendt	connaissance	bekendt	connaissance	ADJ;INDF;SG	N;FEM;SG
viktor	viktor	viktor	viktor	N;INDF;MASC+FEM;SG	PROPN
viktor	viktor	viktor	viktor	N;INDF;MASC+FEM;SG	PROPN
vente	attente	vente	attente	V;NFIN;ACT	N;FEM;SG
henriksen	henriksen	henriksen	henriksen	N;DEF;MASC+FEM;SG	PROPN
russell	russell	russell	russell	N;INDF;MASC+FEM;SG	PROPN
hunde	chiens	hund	chien	N;INDF;MASC+FEM;SG	N;MASC;PL
ønsket	souhaitait	ønske	souhaiter	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
ønsket	souhaités	ønske	souhaiter	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
albrecht	albrecht	albrecht	albrecht		PROPN
jonathan	jonathan	jonathan	jonathan		PROPN
motorvej	autoroutes	motorvej	autoroute	N;INDF;MASC+FEM;SG	N;FEM;PL
motorvej	autoroutes	motorvej	autoroute	N;INDF;MASC+FEM;SG	N;FEM;PL
afsløret	découverts	afsløre	découvrir	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
afsløret	révélés	afsløre	révéler	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
afsløret	révélées	afsløre	révéler	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
afsløret	exposées	afsløre	exposer	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
afsløret	exposés	afsløre	exposer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
paven	papes	pave	pape	N;DEF;MASC+FEM;SG	N;MASC;PL
sicilien	sicile	sicilie	sicile	N;DEF;MASC+FEM;SG	ADJ;FEM;SG
mercedes	mercedes	mercede	mercede	N;INDF;MASC+FEM;SG	N;FEM;PL
diplomat	diplomates	diplomat	diplomate	N;INDF;MASC+FEM;SG	N;MASC;PL
vejr	intempéries	vejr	intempérie	N;INDF;NEUT;SG	ADJ;FEM;PL
interesserede	intéressée	interessere	intéresser	V;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
interesserede	intéressé	interessere	intéresser	V;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
stiger	échelles	stige	échelle	V;IND;PRS;FIN;ACT	N;FEM;PL
stiger	hausse	stige	hausse	V;IND;PRS;FIN;ACT	N;FEM;SG
stiger	rising	stige	rising	V;IND;PRS;FIN;ACT	PROPN
stiger	montante	stige	montant	V;IND;PRS;FIN;ACT	ADJ;FEM;SG
stiger	hausses	stige	hausse	V;IND;PRS;FIN;ACT	N;FEM;PL
prince	prince	prince	prince		N;MASC;SG
ungarske	hongroise	ungarsk	hongrois	ADJ;PL	ADJ;FEM;SG
ungarske	hongrois	ungarsk	hongrois	ADJ;PL	ADJ;MASC;SG
enorme	énorme	enorm	énorme	ADJ;PL	ADJ;MASC;SG
enorme	immense	enorm	immense	ADJ;PL	ADJ;MASC;SG
blood	sang	blood	sang		N;MASC;SG
blood	sanguin	blood	sanguin		ADJ;MASC;SG
blood	blood	blood	blood		PROPN
dam	dam	dam	dam		N;MASC;SG
dam	barrage	dam	barrage		N;MASC;SG
dam	digue	dam	digue		N;FEM;SG
dam	dames	dam	dame		N;FEM;PL
dam	étang	dam	étang		N;MASC;SG
værste	pire	slem	pire	ADJ;DEF;RL	INTJ
tegnede	drew	tegne	drew	V;IND;PST;FIN;ACT	PROPN
læst	lecture	læse	lecture	V;INDF;SG;PST;V.PTCP	N;FEM;SG
læst	lisez	læse	lire	V;INDF;SG;PST;V.PTCP	V;IMP;PL;2;PRS;FIN
læst	lis	læse	lire	V;INDF;SG;PST;V.PTCP	V;IND;SG;1;PRS;FIN
valley	valley	valley	valley	N;INDF;MASC+FEM;SG	PROPN
illinois	illinois	illinois	illinois		PROPN
malmö	malmö	malmö	malmö	PROPN	PROPN
keith	keith	keith	keith	PROPN	PROPN
nettet	réseaux	net	réseau	N;DEF;NEUT;SG	N;MASC;PL
alderen	âges	alder	âge	N;DEF;MASC+FEM;SG	N;MASC;PL
turné	tournée	turné	tourner	N;INDF;MASC+FEM;SG	V;FEM;SG;PST;V.PTCP
filip	philippe	filip	philippe		N;MASC;SG
filip	philip	filip	philip		PROPN
filip	filip	filip	filip		PROPN
sammenligning	comparaisons	sammenligning	comparaison	N;INDF;MASC+FEM;SG	N;FEM;PL
læser	lecture	læse	lecture	V;IND;PRS;FIN;ACT	N;FEM;SG
læser	lecteur	læse	lecteur	V;IND;PRS;FIN;ACT	N;MASC;SG
vincent	vincent	vincent	vincent		N;MASC;SG
vinduer	windows	vindue	window	N;INDF;NEUT;PL	N;MASC;SG
retninger	itinéraire	retning	itinéraire	N;INDF;MASC+FEM;PL	N;MASC;SG
fakultet	professeurs	fakulte	professeur	N;DEF;NEUT;SG	N;MASC;PL
ruslands	russie	rusland	russie	PROPN;GEN	PROPN
vandløb	ruisseaux	vandløb	ruisseau	N;INDF;NEUT;SG	N;MASC;PL
vandløb	fleuves	vandløb	fleuve	N;INDF;NEUT;SG	N;MASC;PL
vandløb	rivières	vandløb	rivière	N;INDF;NEUT;SG	N;FEM;PL
spring	sauter	spring	sauter		V;NFIN
spring	saute	spring	sauter		V;IND;SG;3;PRS;FIN
spring	jump	spring	jump		N;MASC;SG
spring	saut	spring	saut		N;MASC;SG
spring	bondir	spring	bondir		V;NFIN
spring	saut	spring	saut		N;MASC;SG
spring	saut	spring	saut		N;MASC;SG
spring	skip	spring	skip		
spring	ignorer	spring	ignorer		V;NFIN
spring	sauter	spring	sauter		V;NFIN
spring	saute	spring	sauter		V;IND;SG;3;PRS;FIN
gustaf	gustaf	gustaf	gustaf		PROPN
andré	andré	andré	andré	N;INDF;MASC+FEM;SG	PROPN
andré	andré	andré	andré	N;INDF;MASC+FEM;SG	PROPN
network	reseau	network	reseau		N;MASC;SG
network	réseaux	network	réseau		N;MASC;PL
network	réseau	network	réseau		N;MASC;SG
udnytte	exploit	udnytte	exploit	V;NFIN;ACT	N;MASC;SG
nelson	nelson	nelson	nelson	N;INDF;MASC+FEM;SG	PROPN
musical	musicale	musical	musical	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
musical	musical	musical	musical	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
beta	beta	beta	beta		N;FEM;SG
beta	bêta	beta	bêta		N;FEM;SG
beta	béta	beta	béter		N;FEM;SG
guinea	guinée	guinea	guiné	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
guinea	guinéen	guinea	guinéen	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
guinea	guinéenne	guinea	guinéen	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
remix	remix	remix	remix	N;INDF;NEUT;SG	PROPN
venus	venus	venus	venir	N;INDF;MASC+FEM;SG	V;MASC;PL;PST;V.PTCP
venus	vénus	venus	vénu	N;INDF;MASC+FEM;SG	PROPN
underskrevet	signées	underskrive	signée	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
underskrevet	signés	underskrive	signer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
danskerne	danois	dansker	danois	N;DEF;MASC+FEM;PL	ADJ;MASC;SG
kommercielle	commercial	kommerciel	commercial	ADJ;PL	ADJ;MASC;SG
kommercielle	commerciale	kommerciel	commercial	ADJ;PL	ADJ;FEM;SG
velkommen	bienvenues	velkommen	bienvenue	ADJ;INDF;MASC+FEM;SG	V;FEM;PL;PST;V.PTCP
velkommen	bienvenus	velkommen	bienvenu	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
angives	précisez	angive	préciser	V;IND;PRS;FIN;PASS	V;IMP;PL;2;PRS;FIN
opvokset	soulevées	opvokset	soulever	ADJ;INDF;SG	V;FEM;PL;PST;V.PTCP
kirkelige	ecclésiastique	kirkelig	ecclésiastique	ADJ;PL	ADJ;MASC;SG
our	notre	our	son		DET;MASC;SG
our	nos	our	son		DET;MASC;PL
frederikke	anastasia	frederikke	anastasia	N;INDF;MASC+FEM;SG	PROPN
uddelt	distribués	uddele	distribuer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
uddelt	distribuées	uddele	distribuer	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
uddelt	décernés	uddele	décerner	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
vietnam	vietnam	vietnam	vietnam		N;MASC;SG
vietnam	viêtnam	vietnam	viêtnam		N;MASC;SG
sælger	fournisseur	sælge	fournisseur	V;IND;PRS;FIN;ACT	N;MASC;SG
sælger	vendeur	sælge	vendeur	V;IND;PRS;FIN;ACT	N;MASC;SG
sælger	vendeur	sælge	vendeur	V;IND;PRS;FIN;ACT	N;MASC;SG
skyde	shoot	skyde	shoot	V;NFIN;ACT	N;MASC;SG
skyde	fusillade	skyde	fusillade	V;NFIN;ACT	N;FEM;SG
skyde	tirs	skyde	tir	V;NFIN;ACT	N;MASC;PL
skyde	tournage	skyde	tournage	V;NFIN;ACT	N;MASC;SG
skyde	tir	skyde	tir	V;NFIN;ACT	N;MASC;SG
trussel	menaces	trussel	menace	N;INDF;MASC+FEM;SG	N;FEM;PL
inc	inc	inc	inc		
ahlefeldt	ahlefeldt	ahlefelde	ahlefeldt	N;INDF;MASC+FEM;SG	PROPN
foredrag	conférences	foredrag	conférence	N;INDF;NEUT;SG	N;FEM;PL
flyve	mouches	flyve	mouche	V;NFIN;ACT	N;FEM;PL
flyve	mouche	flyve	mouche	V;NFIN;ACT	N;FEM;SG
flyve	volants	flyve	volant	V;NFIN;ACT	N;MASC;PL
flyve	volant	flyve	volant	V;NFIN;ACT	N;MASC;SG
lassen	lassen	lass	lassen	N;DEF;MASC+FEM;SG	PROPN
præmie	primes	præmie	prime	N;INDF;MASC+FEM;SG	N;FEM;PL
præmie	premium	præmie	premium	N;INDF;MASC+FEM;SG	
bell	cloche	bell	cloche		N;FEM;SG
bell	clochette	bell	clochette		N;FEM;SG
bell	bell	bell	bell		PROPN
konkrete	concret	konkret	concret	ADJ;PL	ADJ;MASC;SG
konkrete	béton	konkret	béton	ADJ;PL	N;MASC;SG
astronomiske	astronomique	astronomisk	astronomique	ADJ;PL	ADJ;MASC;SG
monteret	montées	monter	monter	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
monteret	montés	monter	monter	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
monteret	installées	monter	installer	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
monteret	installés	monter	installer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
run	courir	run	courir		V;NFIN
run	exécuter	run	exécuter		V;NFIN
shorts	shorts	shorts	short	N;INDF;MASC+FEM;SG	N;MASC;PL
flugt	échapper	flugt	échapper	N;INDF;MASC+FEM;SG	V;NFIN
indendørs	intérieur	indendørs	intérieur	ADJ	N;MASC;SG
banken	banques	bank	banque	N;DEF;MASC+FEM;SG	N;FEM;PL
rækkevidde	portée	rækkevidde	porter	N;INDF;MASC+FEM;SG	V;FEM;SG;PST;V.PTCP
rækkevidde	portée	rækkevidde	porter	N;INDF;MASC+FEM;SG	V;FEM;SG;PST;V.PTCP
rækkevidde	portée	rækkevidde	porter	N;INDF;MASC+FEM;SG	V;FEM;SG;PST;V.PTCP
rækkevidde	atteindre	rækkevidde	atteindre	N;INDF;MASC+FEM;SG	V;NFIN
forskelligt	différentes	forskelligt	différent	ADV	ADJ;FEM;PL
forskelligt	différente	forskelligt	différent	ADV	ADJ;FEM;SG
forskelligt	différents	forskelligt	différent	ADV	ADJ;MASC;PL
forskelligt	différent	forskelligt	différent	ADV	ADJ;MASC;SG
forskelligt	diverses	forskelligt	divers	ADV	ADJ;FEM;PL
forskelligt	divers	forskelligt	divers	ADV	ADJ;MASC;PL
italia	italia	italia	italier		PROPN
tillæg	annexes	tillæg	annexe	N;INDF;NEUT;SG	N;FEM;PL
tillæg	appendices	tillæg	appendre	N;INDF;NEUT;SG	N;MASC;PL
richards	richards	richard	richard		PROPN
malmø	malmö	malmø	malmö	PROPN	PROPN
philadelphia	philly	philadelphia	philly	N;INDF;MASC+FEM;SG	PROPN
philadelphia	philadelphia	philadelphia	philadelphia	N;INDF;MASC+FEM;SG	PROPN
gerhard	gerhard	gerhard	gerhard	N;INDF;MASC+FEM;SG	PROPN
sygehus	hôpitaux	sygehus	hôpital	N;INDF;NEUT;SG	N;MASC;PL
glæde	joy	glæde	joy	N;INDF;MASC+FEM;SG	PROPN
datavalue	datavalue	datavalue	datavalue	N;INDF;MASC+FEM;SG	PROPN
straf	pénalités	straf	pénalité	N;INDF;MASC+FEM;SG	N;FEM;PL
straf	punitions	straf	punition	N;INDF;MASC+FEM;SG	N;FEM;PL
kunsten	artistique	kunst	artistique	N;DEF;MASC+FEM;SG	ADJ;MASC;SG
stik	connecteurs	stik	connecteur	N;INDF;NEUT;SG	N;MASC;PL
stik	poignarder	stik	poignarder	N;INDF;NEUT;SG	V;NFIN
stik	poignarde	stik	poignarde	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
stik	piquer	stik	piquer	N;INDF;NEUT;SG	V;NFIN
stik	sting	stik	sting	N;INDF;NEUT;SG	PROPN
specifikke	spécifique	specifikke	spécifique	ADJ;PL	ADJ;MASC;SG
kvalifikation	qualifications	kvalifikation	qualification	N;INDF;MASC+FEM;SG	N;FEM;PL
skiftende	alternée	skifte	alterner	V;PRS;V.PTCP	V;FEM;SG;PST;V.PTCP
skiftende	alternance	skifte	alternance	V;PRS;V.PTCP	N;FEM;SG
svagt	faiblesse	svag	faiblesse	ADJ;INDF;NEUT;SG	N;FEM;SG
svagt	faibles	svag	faible	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
brothers	freres	brothe	frer		N;MASC;PL
brothers	frères	brothe	frère		N;MASC;PL
brothers	brothers	brothe	brother		PROPN
robinson	robinson	robinson	robinson	N;INDF;MASC+FEM;SG	PROPN
box	coffret	box	coffret		N;MASC;SG
box	boîte	box	boîte		N;FEM;SG
box	boite	box	boîte		N;FEM;SG
dorothea	dorothée	dorothea	dorother	N;INDF;MASC+FEM;SG	PROPN
dorothea	dorothea	dorothea	dorothea	N;INDF;MASC+FEM;SG	PROPN
head	head	head	head		PROPN
head	tête	head	tête		N;FEM;SG
head	têtes	head	tête		N;FEM;PL
forsvundet	manquants	forsvinde	manquant	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL
forsvundet	manquante	forsvinde	manquant	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG
forsvundet	manque	forsvinde	manque	V;INDF;SG;PST;V.PTCP	N;MASC;SG
forsvundet	manquant	forsvinde	manquer	V;INDF;SG;PST;V.PTCP	V;PRS;V.PTCP
forsvundet	disparues	forsvinde	disparu	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL
