med	med	med	mest	ADP	
närliggande	netālu	närliggande	netālu	ADJ;NOM;PRS;V.PTCP	ADV
närliggande	tuvumā	närliggande	tuvums	ADJ;NOM;PRS;V.PTCP	N;ESS;MASC;SG
handling	dokumentu	handling	dokuments	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
brothers	brāļi	broth	brālis	N;GEN;INDF;MASC+FEM;SG	N;NOM;MASC;PL
tidpunkt	laika	tidpunkt	laiks	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
skadade	ievainoti	skada	ievainot	ADJ;NOM;PL;PST;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
skadade	bojāta	skada	bot	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;FEM;SG
skadade	bojāts	skada	bojāts	ADJ;NOM;PL;PST;V.PTCP	N;NOM;MASC;SG
skadade	bojāti	skada	bot	ADJ;NOM;PL;PST;V.PTCP	N;NOM;MASC;PL
skadade	ievainots	skada	ievainot	ADJ;NOM;PL;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
kammare	kameras	kammare	kamera	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
kammare	palātas	kammare	palāta	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
relevanta	attiecīgais	relevant	attiecīgs	ADJ;NOM;PL	ADJ;NOM;MASC;SG
lager	slānis	lag	slānis	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
lager	noliktavā	lag	noliktava	N;NOM;INDF;MASC+FEM;PL	N;ESS;FEM;SG
lager	noliktava	lag	noliktava	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
lager	krājums	lag	krājums	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
lager	krājumu	lag	krājums	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;SG
påverka	ietekme	påverka	ietekme	V;IMP;FIN;ACT	N;NOM;FEM;SG
elektriska	elektrisko	elektrisk	elektriska	ADJ;NOM;PL	ADJ;ACC;MASC;SG
elektriska	elektriskais	elektrisk	elektrisks	ADJ;NOM;PL	ADJ;NOM;MASC;SG
elektriska	elektriskā	elektrisk	elektriska	ADJ;NOM;PL	ADJ;NOM;FEM;SG
elektriska	elektrisko	elektrisk	elektriska	ADJ;NOM;PL	ADJ;ACC;MASC;SG
byggda	celta	bygga	celt	ADJ;NOM;PL;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
byggda	būvēts	bygga	būvēt	ADJ;NOM;PL;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
byggda	uzbūvēts	bygga	uzbūvēt	ADJ;NOM;PL;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
byggda	veidots	bygga	veidot	ADJ;NOM;PL;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
byggda	būvēti	bygga	būvēt	ADJ;NOM;PL;PST;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
byggda	būvēta	bygga	būvēt	ADJ;NOM;PL;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
parque	parque	parque	parque	N;NOM;INDF;MASC+FEM;SG	
biblioteket	bibliotēkā	bibliotek	bibliotēka	N;NOM;DEF;NEUT;SG	N;ESS;FEM;SG
biblioteket	bibliotēku	bibliotek	bibliotēka	N;NOM;DEF;NEUT;SG	N;ACC;FEM;SG
biblioteket	bibliotēkas	bibliotek	bibliotēka	N;NOM;DEF;NEUT;SG	N;NOM;FEM;PL
hart	hart	hart	hart	N;NOM;INDF;MASC+FEM;SG	
intryck	iespaidu	intryck	iespaidīt	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
intryck	iespaida	intryck	iespaidīt	N;NOM;INDF;NEUT;SG	N;GEN;MASC;SG
side	pusē	side	puse	PROPN;NOM	N;ESS;FEM;SG
side	side	side	side	PROPN;NOM	
domstol	tiesām	domstol	tiesām	N;NOM;INDF;MASC+FEM;SG	N;DAT;FEM;PL
domstol	tiesas	domstol	tiesa	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
medicinska	medicīnas	medicinsk	medicīna	ADJ;NOM;PL	N;NOM;FEM;PL
medicinska	medicīniskā	medicinsk	medicīniska	ADJ;NOM;PL	ADJ;NOM;FEM;SG
nuevo	nuevo	nuevo	nulot	N;NOM;INDF;NEUT;SG	
xiv	xiv	xiv	xiv	PROPN;NOM	NUM
järn	dzelzi	järn	dzelze	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
springs	atsperes	spring	atspere	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
ana	ana	ana	ana	V;IMP;FIN;ACT	
sts	sts	st	sts	PROPN;NOM	PROPN
stanna	pietura	stanna	pieturt	V;IMP;FIN;ACT	N;NOM;FEM;SG
rena	attīrīt	rena	attīrīt	ADJ;NOM;PL	V;POS;NFIN
rena	tīra	rena	tīra	ADJ;NOM;PL	ADJ;NOM;FEM;SG
rena	tīrs	rena	tīrs	ADJ;NOM;PL	ADJ;NOM;MASC;SG
rena	tīrīt	rena	tīrīt	ADJ;NOM;PL	V;POS;NFIN
rena	tīra	rena	tīra	ADJ;NOM;PL	ADJ;NOM;FEM;SG
rena	tīri	rena	tīri	ADJ;NOM;PL	ADV
rena	tīrs	rena	tīrs	ADJ;NOM;PL	ADJ;NOM;MASC;SG
rena	pure	rena	pure	ADJ;NOM;PL	
shaw	šovs	shaw	šovs	PROPN;NOM	N;NOM;MASC;SG
shaw	šova	shaw	šovs	PROPN;NOM	N;NOM;MASC;SG
troligtvis	visticamāk	troligtvis	ticami	ADV	ADV;RL
konung	king	konung	king	N;NOM;INDF;MASC+FEM;SG	
köln	ķelnē	köln	ķelne	PROPN;NOM	PROPN;ESS;FEM;SG
köln	ķelni	köln	ķelns	PROPN;NOM	N;ACC;FEM;SG
köln	ķelnes	köln	ķelne	PROPN;NOM	PROPN;NOM;FEM;SG
köln	köln	köln	köln	PROPN;NOM	
bildad	izglītoti	bilda	izglītot	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
ken	ken	ken	ken	PROPN;NOM	
matematiker	matemātiķis	matematik	matemātiķis	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
hanna	hanna	hanna	hanna	PROPN;NOM	N;NOM;FEM;SG
hanna	hanna	hanna	hanna	PROPN;NOM	N;NOM;FEM;SG
fiender	pretinieks	fiende	pretinieks	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
fiender	ienaidnieks	fiende	ienaidnieks	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
ingvar	ingvar	ingvar	ingvar	PROPN;NOM	PROPN
tydlig	skaidri	tydlig	skaidri	ADJ;NOM;INDF;MASC+FEM;SG	ADV
rafael	rafaēls	rafael	rafaēls	PROPN;NOM	N;NOM;MASC;SG
rafael	rafaels	rafael	rafaels	PROPN;NOM	N;NOM;MASC;SG
deutsche	deutsche	deutsche	deutsche	PROPN;NOM	
global	globālā	global	globāls	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
global	globālie	global	globāls	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL
global	globāli	global	globālis	N;NOM;INDF;MASC+FEM;SG	ADV
global	globālais	global	globāls	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
global	globāla	global	globāls	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
petrus	pīters	petrus	pīters	PROPN;NOM	N;NOM;MASC;SG
petrus	pēteris	petrus	pēteris	PROPN;NOM	N;NOM;MASC;SG
kanoner	lielgabalu	kanon	lielgabals	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;SG
dream	sapņot	dream	sapņot	N;NOM;INDF;MASC+FEM;SG	V;POS;NFIN
edition	edition	edition	edition	N;NOM;INDF;MASC+FEM;SG	
självmord	pašnāvības	självmord	pašnāvība	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
självmord	pašnāvību	självmord	pašnāvība	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
neutral	neitrāli	neutral	neitrāli	ADJ;NOM;INDF;MASC+FEM;SG	ADV
positiv	pozitīvi	positiv	pozitīvi	ADJ;NOM;INDF;MASC+FEM;SG	ADV
positiv	pozitīvas	positiv	pozitīva	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
ice	ledu	ice	ledus	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC
ice	ice	ice	ice	N;NOM;INDF;MASC+FEM;SG	
ice	ledus	ice	ledus	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC
positiva	pozitīvi	positiv	pozitīvi	ADJ;NOM;PL	ADV
positiva	pozitīvā	positiv	pozitīvs	ADJ;NOM;PL	ADJ;NOM;FEM;SG
positiva	pozitīva	positiv	pozitīvs	ADJ;NOM;PL	ADJ;NOM;FEM;SG
positiva	pozitīvais	positiv	pozitīvs	ADJ;NOM;PL	ADJ;NOM;MASC;SG
positiva	pozitīvs	positiv	pozitīvs	ADJ;NOM;PL	ADJ;NOM;MASC;SG
succé	veiksmes	succé	veiksme	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
succé	panākumi	succé	panākums	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
succé	veiksmīgi	succé	veiksmīgi	N;NOM;INDF;MASC+FEM;SG	ADV
succé	panākumus	succé	panākums	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;PL
succé	veiksmīga	succé	veiksmīga	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
uppdaterad	atjaunināts	uppdaterad	atjaunināt	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
uppdaterad	atjaunināta	uppdaterad	atjaunināt	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
uppdaterad	atjaunināti	uppdaterad	atjaunināt	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
uppdaterad	atjaunots	uppdaterad	atjaunot	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
ocampo	ocampo	ocampo	ocampot	NUM;NOM	
mason	meisons	mason	meisons	PROPN;NOM	N;NOM;MASC;SG
kommissionen	komisijas	kommission	komisija	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
rörelser	kustība	rörelse	kustība	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
rörelser	kustību	rörelse	kustība	N;NOM;INDF;MASC+FEM;PL	N;ACC;FEM;SG
cay	cay	cay	cay	N;NOM;INDF;MASC+FEM;SG	
vilar	atpūtas	vila	atpūta	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
fifa	fifa	fifa	fifa	PROPN;NOM	PROPN
westfalen	vestfālenē	cestfal	vestfālene	N;NOM;DEF;MASC+FEM;SG	N;ESS;FEM;SG
starkare	spēcīgāk	stark	spēcīgi	ADJ;NOM;CMPR	ADV;CMPR
omgångar	kārtās	omgång	kārta	N;NOM;INDF;MASC+FEM;PL	N;ESS;FEM;PL
kazakstan	kazahstāna	kamakstad	kazahstāns	PROPN;NOM	PROPN;NOM;FEM;SG
utgåva	atlaist	utgåva	atlaist	N;NOM;INDF;MASC+FEM;SG	V;POS;NFIN
utgåva	atbrīvot	utgåva	atbrīvot	N;NOM;INDF;MASC+FEM;SG	V;POS;NFIN
utgåva	edition	utgåva	edition	N;NOM;INDF;MASC+FEM;SG	
utställningar	izstādēs	utställning	izstāde	N;NOM;INDF;MASC+FEM;PL	N;ESS;FEM;PL
utställningar	piemīt	utställning	piemist	N;NOM;INDF;MASC+FEM;PL	V;FH;IND;3;POS;PRS;FIN;ACT
studie	pētījuma	studium	pētījums	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
leddjur	posmkāju	leddjur	posmkāt	N;NOM;INDF;NEUT;PL	N;ACC;MASC;SG
förändring	mainīt	förändring	mainīt	N;NOM;INDF;MASC+FEM;SG	V;POS;NFIN
förändring	izmaiņas	förändring	izmaiņa	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
förändring	pārmaiņas	förändring	pārmaiņa	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
front	priekšējais	front	priekšējs	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
front	priekšpusē	front	priekšpuse	N;NOM;INDF;MASC+FEM;SG	N;ESS;FEM;SG
front	priekšā	front	priekšā	N;NOM;INDF;MASC+FEM;SG	ADV
front	priekšējie	front	priekšējs	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL
arméns	armijas	arm	armija	N;GEN;INDF;MASC+FEM;SG	N;NOM;FEM;PL
arméns	armija	arm	armija	N;GEN;INDF;MASC+FEM;SG	N;NOM;FEM;SG
bonde	zemnieku	bonde	zemnieks	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
bonde	zemnieki	bonde	zemnieks	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
foundation	foundation	foundation	foundation	N;NOM;INDF;MASC+FEM;SG	
existerar	eksistē	existera	eksistēt	V;IND;PRS;FIN;ACT	V;IMP;SG;2;POS;PRS;FIN;ACT
existerar	eksistē	existera	eksistēt	V;IND;PRS;FIN;ACT	V;IMP;SG;2;POS;PRS;FIN;ACT
beräknas	aprēķinātais	beräkna	aprēķināt	V;IND;PRS;FIN;PASS	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP
beräknas	aprēķinātas	beräkna	aprēķināt	V;IND;PRS;FIN;PASS	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
beräknas	aprēķināts	beräkna	aprēķināt	V;IND;PRS;FIN;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
beräknas	aprēķinātā	beräkna	aprēķināt	V;IND;PRS;FIN;PASS	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP
beräknas	aprēķināta	beräkna	aprēķināt	V;IND;PRS;FIN;PASS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
rösta	balso	rösta	balss	V;IMP;FIN;ACT	V;FH;IND;SG;2;POS;PRS;FIN;ACT
rösta	balsošana	rösta	balsošana	V;IMP;FIN;ACT	N;NOM;FEM;SG
rösta	balsojums	rösta	balsojums	V;IMP;FIN;ACT	N;NOM;MASC;SG
rösta	balsojam	rösta	balsot	V;IMP;FIN;ACT	V;FH;IND;PL;1;POS;PRS;FIN;ACT
stenar	akmeņiem	sten	akmens	N;NOM;INDF;MASC+FEM;PL	N;DAT;MASC;PL
dåliga	slikts	dålig	slikts	ADJ;NOM;PL	ADJ;NOM;MASC;SG
dåliga	slikta	dålig	slikta	ADJ;NOM;PL	ADJ;NOM;FEM;SG
dåliga	slikti	dålig	slikti	ADJ;NOM;PL	ADV
hantera	pārvalda	hantera	pārvaldīt	V;IMP;FIN;ACT	V;FH;IND;3;POS;PRS;FIN;ACT
hantera	rokturi	hantera	rokture	V;IMP;FIN;ACT	N;NOM;MASC;SG
hantera	rokturis	hantera	rokturis	V;IMP;FIN;ACT	N;NOM;MASC;SG
vila	vila	vila	vila	V;IMP;FIN;ACT	
vila	atpūta	vila	atpūst	V;IMP;FIN;ACT	N;NOM;FEM;SG
fenomen	parādības	fenom	parādība	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL
pågår	turpinās	pågå	turpināt	V;IND;PRS;FIN;ACT	V;FH;IND;3;POS;FUT;FIN;ACT
ffffff	ffffff	ffffff	ffffff	N;NOM;INDF;MASC+FEM;SG	
rik	bagātas	rik	bagāta	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
rik	bagāti	rik	bagāts	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL
vilda	wild	vilja	wildēt	ADJ;NOM;PL	
vilda	savvaļas	vilja	savvaļa	ADJ;NOM;PL	N;NOM;FEM;PL
vilda	savvaļā	vilja	savvaļa	ADJ;NOM;PL	N;ESS;FEM;SG
vilda	savage	vilja	savage	ADJ;NOM;PL	
passar	der	passa	derēt	V;IND;PRS;FIN;ACT	INTJ
passar	derīgas	passa	derīga	V;IND;PRS;FIN;ACT	ADJ;NOM;FEM;PL
passar	fit	passa	fit	V;IND;PRS;FIN;ACT	
passar	kostīmi	passa	kostīmi	V;IND;PRS;FIN;ACT	N;NOM;MASC;PL
utställning	izstādē	utställning	izstāde	N;NOM;INDF;MASC+FEM;SG	N;ESS;FEM;SG
utställning	izstādes	utställning	izstāde	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
definieras	definēta	definiera	definēt	V;IND;PRS;FIN;PASS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
definieras	definētas	definiera	definēt	V;IND;PRS;FIN;PASS	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
definieras	definē	definiera	definēt	V;IND;PRS;FIN;PASS	V;FH;IND;3;POS;PRS;FIN;ACT
definieras	definēti	definiera	definēt	V;IND;PRS;FIN;PASS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
definieras	definēts	definiera	definēt	V;IND;PRS;FIN;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
pågående	turpinās	pågående	turpināt	ADJ;NOM;PRS;V.PTCP	V;FH;IND;3;POS;FUT;FIN;ACT
främmande	svešzemju	främmande	svešzemes	ADJ;NOM	N;GEN;FEM;PL
främmande	ārvalstu	främmande	ārvalsts	ADJ;NOM	N;GEN;FEM;PL
främmande	ārzemju	främmande	ārzemes	ADJ;NOM	N;GEN;FEM
edwin	edvīns	edwin	edvīns	PROPN;NOM	N;NOM;MASC;SG
sol	sun	sol	suns	N;NOM;INDF;MASC+FEM;SG	
sol	saulē	sol	saule	N;NOM;INDF;MASC+FEM;SG	N;ESS;FEM;SG
sol	saules	sol	saule	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
sol	sol	sol	sol	N;NOM;INDF;MASC+FEM;SG	
sol	saules	sol	saule	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
lucien	lucien	lucien	lucien	N;NOM;DEF;MASC+FEM;SG	
östersund	estešunda	östersund	estešunda	PROPN;NOM	N;NOM;FEM;SG
händelse	incidentu	händelse	incidents	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
viii	viii	viii	viis	PROPN;NOM	ADJ
rangers	rangers	rang	rangers	N;GEN;INDF;MASC+FEM;SG	N;NOM;MASC;SG
lorenzo	lorenco	lorenzo	lorenco	PROPN;NOM	PROPN
steven	stīvens	stev	stīvens	PROPN;NOM	PROPN;NOM;MASC;SG
tillgängliga	pieejams	tillgänglig	pieiet	ADJ;NOM;PL	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS
tillgängliga	pieejami	tillgänglig	pieejams	ADJ;NOM;PL	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS
tillgängliga	pieejamas	tillgänglig	pieejama	ADJ;NOM;PL	V;NOM;INDF;FEM;PL;PRS;V.PTCP;PASS
tillgängliga	pieejama	tillgänglig	pieejama	ADJ;NOM;PL	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
tillgängliga	pieejamie	tillgänglig	pieiet	ADJ;NOM;PL	V;NOM;DEF;MASC;PL;PRS;V.PTCP;PASS
beatles	beatles	beatla	beatle	PROPN;NOM	N;NOM;FEM;PL
datorer	datoriem	dator	dators	N;NOM;INDF;MASC+FEM;PL	N;DAT;MASC;PL
datorer	datorus	dator	dators	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
värd	uzņēmēja	värd	uzņēmējs	ADJ;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
värd	dators	värd	dators	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG
värd	uzņem	värd	uzņemt	ADJ;NOM;INDF;MASC+FEM;SG	V;IMP;SG;2;POS;FIN;ACT
värd	rīko	värd	rīkot	ADJ;NOM;INDF;MASC+FEM;SG	V;IMP;SG;2;POS;FIN;ACT
värd	uzņēma	värd	uzņemt	ADJ;NOM;INDF;MASC+FEM;SG	V;FH;IND;3;POS;PST;FIN;ACT
värd	rīkoja	värd	rīkot	ADJ;NOM;INDF;MASC+FEM;SG	V;FH;IND;3;POS;PST;FIN;ACT
nacional	nacional	nacional	nacional	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
poesi	dzejas	poesi	dzeja	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
take	ņemt	take	ņemt	N;NOM;INDF;MASC+FEM;SG	V;POS;NFIN
take	ņem	take	ņemt	N;NOM;INDF;MASC+FEM;SG	V;IMP;SG;2;POS;FIN;ACT
läkemedel	medicīna	läkemedel	medicīna	N;NOM;INDF;NEUT;PL	N;NOM;FEM;SG
block	blokiem	block	bloks	N;NOM;INDF;NEUT;SG	N;DAT;MASC;PL
block	blokus	block	bloks	N;NOM;INDF;NEUT;SG	N;ACC;MASC;PL
block	bloki	block	bloks	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
block	bloku	block	bloka	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
block	blokam	block	bloks	N;NOM;INDF;NEUT;SG	N;DAT;MASC;SG
block	bloķēt	block	bloķēt	N;NOM;INDF;NEUT;SG	V;POS;NFIN
gammalt	veci	gammal	vecs	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;PL
salu	izpārdošana	salu	izpārdošana	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
salu	pārdošana	salu	pārdošana	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
psalmer	hymns	psalm	hymns	N;NOM;INDF;MASC+FEM;PL	
listor	sarakstus	listor	saraksts	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
listor	sarakstiem	listor	saraksts	N;NOM;INDF;MASC+FEM;PL	N;DAT;MASC;PL
brant	brant	brant	brant	ADJ;NOM;INDF;NEUT;SG	
brant	stāvu	brant	stāvēt	ADJ;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
willis	vilis	willis	vilis	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
ludvika	ludvika	ludvika	ludvika	PROPN;NOM	N;NOM;FEM;SG
santos	santos	santos	sants	PROPN;NOM	
försäljning	noiets	försäljning	noiet	N;NOM;INDF;MASC+FEM;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
indisk	indiešu	indisk	indietis	ADJ;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;PL
indisk	indijas	indisk	indija	ADJ;NOM;INDF;MASC+FEM;SG	PROPN;NOM;FEM;PL
undervisning	mācību	undervisning	mācība	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;PL
musikgrupp	joslas	musikgrupp	josla	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
project	projekta	project	projekts	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
stödja	atbalstīšana	stödja	atbalstīšana	V;IMP;FIN;ACT	N;NOM;FEM;SG
stödja	atbalstu	stödja	atbalsts	V;IMP;FIN;ACT	N;ACC;MASC;SG
stödja	atbalsts	stödja	atbalsts	V;IMP;FIN;ACT	N;NOM;MASC;SG
stödja	atbalsta	stödja	atbalstīt	V;IMP;FIN;ACT	V;FH;IND;3;POS;PRS;FIN;ACT
fördel	priekšrocības	fördel	priekšrocība	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
kandahar	kandahāras	kandah	kandahāra	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
basket	basketbola	bask	basketbols	N;NOM;INDF;NEUT;SG	N;GEN;MASC;SG
warner	warner	warner	warner	PROPN;NOM	
xinjiang	siņdzjanas	xinjiang	siņdzjana	PROPN;NOM	N;NOM;FEM;PL
rådgivare	padomnieks	rådgivare	padomnieks	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
rådgivare	padomdevējs	rådgivare	padomdevējs	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
rådgivare	konsultants	rådgivare	konsultants	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
rådgivare	padomdevējiem	rådgivare	padomdevējs	N;NOM;INDF;MASC+FEM;PL	N;DAT;MASC;PL
rådgivare	padomdevējs	rådgivare	padomdevējs	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
rådgivare	konsultants	rådgivare	konsultants	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
rådgivare	padomnieks	rådgivare	padomnieks	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
stoppa	apstāšanās	stoppa	apstāšanās	V;IMP;FIN;ACT	N;NOM;FEM;SG
stoppa	pārtraukšanas	stoppa	pārtraukšana	V;IMP;FIN;ACT	N;NOM;FEM;PL
stoppa	apturēšana	stoppa	apturēšana	V;IMP;FIN;ACT	N;NOM;FEM;SG
stoppa	pietura	stoppa	pieturt	V;IMP;FIN;ACT	N;NOM;FEM;SG
robertson	robertsons	robertson	robertsons	PROPN;NOM	PROPN;NOM;MASC;SG
congress	kongresa	congress	kongress	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
martins	martins	marti	martins	PROPN;GEN	PROPN;NOM;MASC;SG
professionella	profesionālā	professionell	profesionāla	ADJ;NOM;PL	ADJ;NOM;FEM;SG
professionella	profesionāls	professionell	profesionāls	ADJ;NOM;PL	ADJ;NOM;MASC;SG
professionella	profesionāli	professionell	profesionāli	ADJ;NOM;PL	ADV
professionella	profesionālais	professionell	profesionāls	ADJ;NOM;PL	ADJ;NOM;MASC;SG
professionella	speciālists	professionell	speciālists	ADJ;NOM;PL	N;NOM;MASC;SG
professionella	profesionāla	professionell	profesionāla	ADJ;NOM;PL	ADJ;NOM;FEM;SG
professionella	profesionāļiem	professionell	profesionālis	ADJ;NOM;PL	N;DAT;MASC;PL
professionella	profesionāļi	professionell	profesionālis	ADJ;NOM;PL	N;NOM;MASC;PL
vinster	uzvar	vinst	uzvarēt	N;NOM;INDF;MASC+FEM;PL	V;FH;IND;3;POS;PRS;FIN;ACT
vinster	uzvarēs	vinst	uzvarēt	N;NOM;INDF;MASC+FEM;PL	V;FH;IND;3;POS;FUT;FIN;ACT
vinster	peļņa	vinst	peļņa	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
leddes	led	leda	led	V;IND;PST;FIN;PASS	N
leddes	vadīja	leda	vadīt	V;IND;PST;FIN;PASS	V;FH;IND;3;POS;PST;FIN;ACT
patrik	patriks	patrik	patrikt	PROPN;NOM	PROPN;NOM;MASC;SG
patrik	patriks	patrik	patrikt	PROPN;NOM	PROPN;NOM;MASC;SG
stranden	pludmales	strand	pludmale	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
stranden	beach	strand	beach	N;NOM;DEF;MASC+FEM;SG	
försvara	jāaizstāv	försvara	aizstāvēt	V;IMP;NFIN;ACT	V;POS;FIN;ACT
försvara	aizstāv	försvara	aizstāvēt	V;IMP;NFIN;ACT	V;FH;IND;3;POS;PRS;FIN;ACT
räknar	skaitīšana	räkna	skaitīšana	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
räknar	skaitīšanas	räkna	skaitīšana	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
