til	בשביל	til	בשביל	ADV	ADP
vera	וירה	vera	וירה	N;INDF;MASC+FEM;SG	PROPN
hjertet	הלב	hjerte	הלב	N;DEF;NEUT;SG	
hjertet	לב	hjerte	לב	N;DEF;NEUT;SG	PROPN
variation	מגוון	variation	מגוון	N;INDF;MASC+FEM;SG	
fordeling	פירוט	fordeling	פירוט	N;INDF;MASC+FEM;SG	
fordeling	הקצאת	fordeling	הקצאה	N;INDF;MASC+FEM;SG	N;PSSD;FEM;SG
astrid	אסטריד	astrid	אסטריד		PROPN
foden	פוט	foden	פוט	N;DEF;MASC+FEM;SG	PROPN
foden	רגל	foden	רגל	N;DEF;MASC+FEM;SG	
inspirerede	בהשראת	inspirere	בהשראת	V;PL;PST;V.PTCP	ADP
inspirerede	השראה	inspirere	השראה	V;PL;PST;V.PTCP	N;FEM;SG
indledt	יזם	indlede	יזם	V;INDF;SG;PST;V.PTCP	PROPN
lyden	סאונד	lyd	סאונד	N;DEF;MASC+FEM;SG	PROPN
lyden	קול	lyd	קול	N;DEF;MASC+FEM;SG	
marius	מריוס	marius	מריוס	N;INDF;MASC+FEM;SG	PROPN
baltiske	הבלטי	baltisk	הבלטי	ADJ;PL	PROPN
motorvejen	כביש	motorvej	כביש	N;DEF;MASC+FEM;SG	PROPN
hemmelighed	סודית	hemmelighed	סודית	N;INDF;MASC+FEM;SG	ADV
hemmelighed	סוד	hemmelighed	סוד	N;INDF;MASC+FEM;SG	
hemmelighed	חשאיות	hemmelighed	חשאי	N;INDF;MASC+FEM;SG	N;FEM;PL
deep	עמוקים	deep	עמוק		ADJ;MASC;PL
deep	עמוקה	deep	עמוק		ADV
deep	עמוק	deep	עמוק		
protest	המחאה	protest	המחאה	N;INDF;MASC+FEM;SG	PROPN
protest	מחאות	protest	מחאות	N;INDF;MASC+FEM;SG	N;FEM;PL
taiwan	טייוואן	taiwan	טייוואן		PROPN
endt	הסתיימו	ende	הסתיים	V;INDF;SG;PST;V.PTCP	V;PL;3;PST
enestående	ייחודית	enestående	ייחודי	ADJ	ADV
banker	בנקס	bank	בנקס	N;INDF;MASC+FEM;PL	PROPN
simpel	פשוטות	simpel	פשוט	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
simpel	פשוט	simpel	פשוט	ADJ;INDF;MASC+FEM;SG	
simpel	פשוטים	simpel	פשוט	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
full	מלא	full	מלא		
full	מלאים	full	מלא		ADJ;MASC;PL
full	מלאה	full	מלא		ADV
sænket	טבעה	sænke	טבעה	V;INDF;SG;PST;V.PTCP	N;FEM;SG
flertydig	מעורפל	flertydig	עורפל	ADJ;INDF;MASC+FEM;SG	V;MASC;SG;V.PTCP;PASS
flertydig	פירושונים	flertydig	פירושונים	ADJ;INDF;MASC+FEM;SG	N
opsat	קין	opsætte	קין	V;INDF;SG;PST;V.PTCP	PROPN
forside	קדמי	forside	קדם	V;IMP	PROPN
forside	החזית	forside	החזית	V;IMP	ADV
forside	חזית	forside	חזית	V;IMP	N;FEM;SG
forside	לחזית	forside	לחזית	V;IMP	ADV
costa	קוסטה	costa	קוסטה		PROPN
afgørelse	ההחלטה	afgørelse	ההחלטה	N;INDF;MASC+FEM;SG	PROPN
destroyere	משמידים	destroyere	השמיד	N;INDF;MASC+FEM;PL	V;MASC;PL;V.PTCP;ACT
systematisk	בשיטתיות	systematisk	בשיטתי	ADV	N;FEM;PL
systematisk	שיטתי	systematisk	שיטתי	ADV	ADJ;MASC;SG
ungarsk	הונגרית	ungarsk	הונגרית	ADJ;INDF;SG	PROPN
ungarsk	הונגרי	ungarsk	הונגרי	ADJ;INDF;SG	PROPN
lovende	מבטיח	lovende	הבטיח	ADJ	V;MASC;SG;V.PTCP;ACT
lovende	מבטיחות	lovende	הבטיח	ADJ	V;FEM;PL;V.PTCP;ACT
haag	הייג	haag	הייג		PROPN
haag	האג	haag	האג		PROPN
columbus	קולומבוס	columbus	קולומבוס		PROPN
slovenien	סלובניה	slovenie	סלובניה	N;DEF;MASC+FEM;SG	PROPN
deling	השיתוף	deling	השיתוף	N;INDF;MASC+FEM;SG	PROPN
deling	משתפת	deling	משתף	N;INDF;MASC+FEM;SG	V;FEM;SG;V.PTCP
deling	משתף	deling	שיתף	N;INDF;MASC+FEM;SG	V;MASC;SG;V.PTCP;ACT
deling	לשתף	deling	שיתף	N;INDF;MASC+FEM;SG	V;NFIN;ACT
deling	שתף	deling	שתף	N;INDF;MASC+FEM;SG	ADV
deling	שתפו	deling	שתף	N;INDF;MASC+FEM;SG	V;PL;1;PST;ACT
konstrueret	עיצב	konstruere	עיצב	V;INDF;SG;PST;V.PTCP	PROPN
konstrueret	בנויה	konstruere	בנה	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG
udtales	מבוטא	udtale	הבוטא	V;IND;PRS;FIN;PASS	PROPN
warren	וורן	warren	וורן		PROPN
mer	מר	mer	מר	N;INDF;MASC+FEM;SG	PROPN
dokument	המסמך	dokument	המסמך	N;INDF;NEUT;SG	PROPN
monte	מונטי	monte	מונטי		PROPN
monte	מונטה	monte	מונטה		PROPN
maurice	מוריס	maurice	הוריס		PROPN
sammenslutning	מיזוג	sammenslutning	מיזוג	N;INDF;MASC+FEM;SG	
sammenslutning	האגודה	sammenslutning	האגודה	N;INDF;MASC+FEM;SG	PROPN
fernando	פרננדו	fernando	פרננדו		PROPN
romeo	רומיאו	romeo	רומיא	N;INDF;MASC+FEM;SG	PROPN
romeo	רומאו	romeo	רומא	N;INDF;MASC+FEM;SG	PROPN
creek	קריק	creek	קריק		PROPN
creek	נחל	creek	נחל		
beskyttede	מוגן	beskytte	מוגן	V;PL;PST;V.PTCP	ADJ;MASC;SG
beskyttede	מוגנים	beskytte	הוגן	V;PL;PST;V.PTCP	ADJ;MASC;PL
beskyttede	מוגנת	beskytte	הוגן	V;PL;PST;V.PTCP	ADJ;FEM;SG
beskyttede	המוגן	beskytte	המוגן	V;PL;PST;V.PTCP	ADJ;MASC;SG
bass	בס	bass	בס		
bass	באס	bass	None		PROPN
novgorod	נובגורוד	novgorod	נובגורוד		PROPN
indgang	הכניסה	indgang	הכניס	N;INDF;MASC+FEM;SG	V;FEM;SG;3;PST;ACT
brasiliansk	ברזילאית	brasiliansk	ברזילאית	ADJ;INDF;SG	PROPN
brasiliansk	ברזילאי	brasiliansk	ברזילאי	ADJ;INDF;SG	PROPN
betalt	בתשלום	betale	בתשלום	V;INDF;SG;PST;V.PTCP	ADV
betalt	משולם	betale	משולם	V;INDF;SG;PST;V.PTCP	PROPN
betalt	שולם	betale	שולם	V;INDF;SG;PST;V.PTCP	PROPN
malaysia	מלזיה	malaysia	מלזיה		PROPN
svømning	לשחות	svømning	לשחות	N;INDF;MASC+FEM;SG	V;NFIN;ACT
svømning	שוחה	svømning	שוחה	N;INDF;MASC+FEM;SG	V;MASC;SG;V.PTCP;ACT
lind	לינד	lind	לינד		PROPN
menneskelig	אנוש	menneskelig	אנוש	ADJ;INDF;MASC+FEM;SG	
menneskelig	אדם	menneskelig	אדם	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
uheld	תאונות	uheld	תאונה	N;INDF;NEUT;SG	N;FEM;PL
udkast	טיוטות	udkast	טיוטה	N;INDF;NEUT;SG	N;FEM;PL
påvirker	השפעות	påvirke	השפעה	V;IND;PRS;FIN;ACT	N;FEM;PL
lovgivende	המחוקקת	lovgivende	המחוקק	ADJ	N;FEM;SG
lovgivende	המחוקקת	lovgivende	המחוקק	ADJ	N;FEM;SG
fornyet	מחודשת	forny	מחודש	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG
røg	סמוק	røg	סמוק	N;INDF;MASC+FEM;SG	PROPN
forår	מעיין	forår	מעיין	N;INDF;NEUT;SG	PROPN
forår	האביב	forår	האביב	N;INDF;NEUT;SG	V;MASC;SG;3;PST;ACT
def	דף	def	דף	N;INDF;NEUT;SG	
lotte	לוטי	lotte	לוטי		
lotte	לוטי	lotte	לוטי		
klimaet	האקלים	klima	האקלים	N;DEF;NEUT;SG	N;MASC;PL
krabbe	קראב	krabbe	קראב	N;INDF;MASC+FEM;SG	PROPN
perry	פרי	perry	פרי		
dakota	דקוטה	dakota	דקוט	N;INDF;NEUT;SG	PROPN
hjørnet	לפינה	hjørne	לפינה	N;DEF;NEUT;SG	
hjørnet	פינה	hjørne	פינה	N;DEF;NEUT;SG	
pan	פאן	pan	פאן		
pan	פן	pan	פן		
pan	מחבת	pan	מחבת		N;FEM;SG
margaret	מרגרט	margar	מרגרט	N;DEF;NEUT;SG	PROPN
fjende	האויב	fjende	האויב	N;INDF;MASC+FEM;SG	PROPN
fjende	אוייב	fjende	אויב	N;INDF;MASC+FEM;SG	
manga	מנגה	manga	גיגה		PROPN
univers	יקום	univers	יקום	N;INDF;NEUT;SG	PROPN
univers	היקום	univers	היקום	N;INDF;NEUT;SG	
forstod	הבין	forstå	הבין	V;IND;PST;FIN;ACT	ADV
forstod	מובן	forstå	הובן	V;IND;PST;FIN;ACT	V;MASC;SG;V.PTCP;PASS
nürnberg	נירנברג	nürnberg	נירנברג		PROPN
unesco	אונסקו	unesco	אונסקו		PROPN
hip	היפ	hip	היפ	N;INDF;NEUT;SG	
hip	ירך	hip	ירך	N;INDF;NEUT;SG	PROPN
hip	הירך	hip	הירך	N;INDF;NEUT;SG	
rejsende	נוסעים	rejse	נוסע	V;PRS;V.PTCP	N;MASC;PL
tallinn	טאלין	tallinn	טאלין		PROPN
etablering	הקמת	etablering	הקמה	N;INDF;MASC+FEM;SG	N;PSSD;FEM;SG
auto	אוטומטי	auto	אוטומטי	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
auto	אוטו	auto	אוטו	N;INDF;MASC+FEM;SG	PROPN
glat	חלקות	glat	חלקת	ADJ;INDF;MASC+FEM;SG	N;FEM;PL
glat	חלקה	glat	חלקה	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
glat	חלק	glat	חלק	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
trone	כס	trone	כס	N;INDF;MASC+FEM;SG	
alternativt	אלטרנטיבי	alternativt	אלטרנטיבי	ADV	PROPN
alternativt	חלופה	alternativt	חלופה	ADV	N;FEM;SG
alternativt	האלטרנטיבי	alternativt	האלטרנטיבי	ADV	PROPN
alternativt	אלטרנטיבה	alternativt	אלטרנטיבה	ADV	N;FEM;SG
alternativt	אלטרנטיבי	alternativt	אלטרנטיבי	ADV	PROPN
alternativt	חלופי	alternativt	חלופי	ADV	ADJ;MASC;SG
betragtning	רסיטל	betragtning	רסיטל	N;INDF;MASC+FEM;SG	PROPN
opfinder	להמציא	opfinder	המציא	N;INDF;MASC+FEM;SG	V;NFIN;ACT
opfinder	ממציא	opfinder	ממציא	N;INDF;MASC+FEM;SG	PROPN
opfinder	הממציא	opfinder	הממציא	N;INDF;MASC+FEM;SG	PROPN
afstamning	הירידה	afstamning	הירידה	N;INDF;MASC+FEM;SG	V;FEM;SG;3;PST;ACT
tilhænger	חסיד	tilhænge	חסיד	N;INDF;MASC+FEM;SG	
tilhænger	עוקב	tilhænge	עקב	N;INDF;MASC+FEM;SG	V;MASC;SG;V.PTCP;ACT
tilhænger	תומך	tilhænge	תמך	N;INDF;MASC+FEM;SG	V;MASC;SG;V.PTCP;ACT
faglige	מקצועיות	faglig	מקצועיות	ADJ;PL	N;FEM;PL
faglige	מקצוען	faglig	מקצוען	ADJ;PL	PROPN
faglige	מקצועית	faglig	מקצועי	ADJ;PL	ADV
faglige	מקצועי	faglig	מקצועי	ADJ;PL	ADJ;MASC;SG
interessante	מענין	interessant	None	ADJ;PL	V;MASC;SG;V.PTCP;ACT
interessante	מעניינות	interessant	מעניין	ADJ;PL	
interessante	מעניינת	interessant	עניין	ADJ;PL	V;FEM;SG;V.PTCP;ACT
interessante	מעניינים	interessant	מעניין	ADJ;PL	N;MASC;PL
interessante	מעניין	interessant	מעניין	ADJ;PL	ADJ;MASC;SG
usædvanligt	חריגה	usædvanlig	חריגה	ADJ;INDF;NEUT;SG	N;FEM;SG
dialekt	ניב	dialekt	ניב	N;INDF;MASC+FEM;SG	PROPN
terry	מושלג	terry	מושלג		V;MASC;SG;V.PTCP;PASS
terry	טרי	terry	טרי		
fremmed	חייזר	fremmed	חייזר	ADJ;INDF;MASC+FEM;SG	PROPN
fremmed	חייזרית	fremmed	חייזרי	ADJ;INDF;MASC+FEM;SG	ADV
fremmed	זרה	fremmed	זרה	ADJ;INDF;MASC+FEM;SG	
fremmed	זרות	fremmed	זרות	ADJ;INDF;MASC+FEM;SG	
machine	המכונה	machine	המכון		
machine	מכונת	machine	מכונה		N;FEM;SG
machine	מכונה	machine	כונה		V;MASC;SG;V.PTCP;PASS
agnes	אגנס	agne	אגנס	N;INDF;MASC+FEM;SG	PROPN
udformning	יצירתית	udformning	יצירתי	N;INDF;MASC+FEM;SG	ADV
udformning	יצירתי	udformning	יצירה	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
forbedring	משתפרת	forbedring	השתפר	N;INDF;MASC+FEM;SG	V;FEM;SG;V.PTCP
forbedring	משתפר	forbedring	השתפר	N;INDF;MASC+FEM;SG	V;MASC;SG;V.PTCP
grande	גרנדה	grand	גרנדה		PROPN
damer	גבירותיי	dame	גבירותיי	N;INDF;MASC+FEM;PL	PROPN
værdien	הערך	værdi	הערך	N;DEF;MASC+FEM;SG	
hævn	נקם	hævn	נקם	N;INDF;MASC+FEM;SG	
hævn	נקמת	hævn	נקמה	N;INDF;MASC+FEM;SG	
dræber	רוצח	dræbe	רצח	V;IND;PRS;FIN;ACT	PROPN
dræber	הריגות	dræbe	הריגה	V;IND;PRS;FIN;ACT	N;FEM;PL
dræber	הורג	dræbe	הרג	V;IND;PRS;FIN;ACT	PROPN
dræber	הרג	dræbe	הרג	V;IND;PRS;FIN;ACT	N;MASC;SG
dræber	הריגה	dræbe	הריגה	V;IND;PRS;FIN;ACT	N;FEM;SG
dræber	הורג	dræbe	הרג	V;IND;PRS;FIN;ACT	PROPN
birmingham	בירמינגהם	birmingham	בירמינגהם	N;INDF;MASC+FEM;SG	PROPN
helsingborg	הלסינגבורג	helsingborg	הלסינגבורג		PROPN
accepteret	שהתקבלו	acceptere	שהתקבל	V;INDF;SG;PST;V.PTCP	V;PL;3;PST
accepteret	מקובלת	acceptere	מקובל	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG
accepteret	מקובל	acceptere	מקובל	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG
kolonien	מושבת	kolonie	מושבת	N;DEF;MASC+FEM;SG	PROPN
kolonien	המושבה	kolonie	המושבה	N;DEF;MASC+FEM;SG	PROPN
bit	ביט	bit	ביט		PROPN
bit	סיביות	bit	סיביות		N;FEM;PL
bit	סיביות	bit	סיביות		N;FEM;PL
stemt	הצבעת	stemme	הצבעה	V;INDF;SG;PST;V.PTCP	N;PSSD;FEM;SG
stemt	הצביעו	stemme	הצביע	V;INDF;SG;PST;V.PTCP	V;PL;3;PST;ACT
morris	מוריס	morris	הוריס		PROPN
senator	סנטור	senator	סנטור	N;INDF;MASC+FEM;SG	PROPN
stråling	הקרנות	stråling	הקרנה	N;INDF;MASC+FEM;SG	N;FEM;PL
schweizisk	שוויצרי	schweizisk	שוויצרי	ADJ;INDF;SG	PROPN
uret	שעון	uret	שעון	N;DEF;NEUT;SG	PROPN
flad	דירה	flad	דירה	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
flad	שטוחה	flad	שטוח	ADJ;INDF;MASC+FEM;SG	
flad	במול	flad	במול	ADJ;INDF;MASC+FEM;SG	PROPN
flad	שטוח	flad	שטוח	ADJ;INDF;MASC+FEM;SG	
flad	נשבר	flad	נשבר	ADJ;INDF;MASC+FEM;SG	V;MASC;SG;3;PST;MID
flad	שבר	flad	שבר	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
reaktioner	תגובה	reaktion	תגובה	N;INDF;MASC+FEM;PL	N;FEM;SG
synlige	גלויה	synlig	גלוי	ADJ;PL	N;FEM;SG
synlige	גלוי	synlig	גלוי	ADJ;PL	ADJ;MASC;SG
indonesien	אינדונזיה	indonesie	אינדונזיה		PROPN
express	אקספרס	express	אקספרס		PROPN
danse	דאנס	danse	דאנס	V;NFIN;ACT	PROPN
danse	ריקוד	danse	ריקוד	V;NFIN;ACT	N;MASC;SG
danse	מחול	danse	מחול	V;NFIN;ACT	PROPN
danse	ריקודים	danse	ריקוד	V;NFIN;ACT	N;MASC;PL
danse	רוקדים	danse	רקד	V;NFIN;ACT	N;MASC;PL
danse	ריקוד	danse	ריקוד	V;NFIN;ACT	N;MASC;SG
danse	רוקד	danse	רוקד	V;NFIN;ACT	PROPN
landevej	כביש	landevej	כביש	N;INDF;MASC+FEM;SG	PROPN
landevej	כביש	landevej	כביש	N;INDF;MASC+FEM;SG	PROPN
kernen	ליבה	kerne	ליבה	N;DEF;MASC+FEM;SG	PROPN
kernen	ליבת	kerne	ליבה	N;DEF;MASC+FEM;SG	PROPN
toronto	טורונטו	toronto	טורונטו		PROPN
kaukasus	הקווקז	kaukasus	הקווקז		PROPN
bekræftede	מאושר	bekræfte	מאושר	V;IND;PST;FIN;ACT	ADJ;MASC;SG
bekræftede	אושר	bekræfte	אושר	V;IND;PST;FIN;ACT	PROPN
bekræftede	אושרה	bekræfte	אושר	V;IND;PST;FIN;ACT	V;FEM;SG;3;PST;PASS
mot	מות	mot	מוות		
kat	קאט	kat	קאט	N;INDF;MASC+FEM;SG	PROPN
kat	חתול	kat	חתול	N;INDF;MASC+FEM;SG	PROPN
kat	קט	kat	קט	N;INDF;MASC+FEM;SG	
frivilligt	מרצון	frivilligt	מרצון	ADV	
frivilligt	מרצון	frivilligt	מרצון	ADV	
frivilligt	אופציונלי	frivilligt	אופציונלי	ADV	ADJ;MASC;SG
frivilligt	התנדבות	frivilligt	התנדבות	ADV	N;FEM;SG
frivilligt	להתנדב	frivilligt	התנדב	ADV	V;NFIN
frivilligt	מתנדבת	frivilligt	מתנדב	ADV	V;FEM;SG;V.PTCP
frivilligt	מתנדב	frivilligt	מתנדב	ADV	V;MASC;SG;V.PTCP
estiske	אסטונית	estisk	אסטוני	ADJ;PL	PROPN
designer	מעצבים	designe	מעצב	N;INDF;MASC+FEM;SG	V;MASC;PL;V.PTCP;ACT
designer	מעצבת	designe	עיצב	N;INDF;MASC+FEM;SG	V;FEM;SG;V.PTCP;ACT
designer	מעצב	designe	מעצב	N;INDF;MASC+FEM;SG	
server	שרת	server	שרת	N;INDF;MASC+FEM;SG	PROPN
server	השרת	server	השרה	N;INDF;MASC+FEM;SG	PROPN
grundlov	החוקה	grundlov	החוקה	N;INDF;MASC+FEM;SG	ADV
anslået	אומדן	anslå	אומדן	V;INDF;SG;PST;V.PTCP	N;MASC;SG
anslået	משוער	anslå	משוער	V;INDF;SG;PST;V.PTCP	PROPN
opret	צרי	opre	צרי	V;IMP	
opret	צור	opre	צור	V;IMP	PROPN
tomme	סנטימטר	tom	סנטימטר	ADJ;PL	N;MASC;SG
tomme	ריקה	tom	ריק	ADJ;PL	PROPN
tomme	ריק	tom	ריק	ADJ;PL	
ministre	השרים	minister	השרים	N;INDF;MASC+FEM;PL	ADV
flertallet	הרוב	flertal	הרוב	N;DEF;NEUT;SG	
benzin	בנזין	benzin	בנזין	N;INDF;MASC+FEM;SG	PROPN
benzin	בנזין	benzin	בנזין	N;INDF;MASC+FEM;SG	PROPN
bülow	בילוב	bülow	בילוב	N;INDF;MASC+FEM;SG	PROPN
forretning	עסקים	forretning	עסק	N;INDF;MASC+FEM;SG	N;MASC;PL
marseille	מרסיי	marseille	מרסיי		PROPN
marseille	מרסיי	marseille	מרסיי		PROPN
opposition	האופוזיציה	opposition	האופוזיציה	N;INDF;MASC+FEM;SG	PROPN
besejre	תבוסה	besejre	תבוסה	V;NFIN;ACT	N;FEM;SG
flyvning	עפה	flyvning	עפה	N;INDF;MASC+FEM;SG	PROPN
understøttelse	תומך	understøttelse	תמך	N;INDF;MASC+FEM;SG	V;MASC;SG;V.PTCP;ACT
understøttelse	התמיכה	understøttelse	התמיך	N;INDF;MASC+FEM;SG	V;FEM;SG;3;PST;ACT
indgangen	הכניסה	indgang	הכניס	N;DEF;MASC+FEM;SG	V;FEM;SG;3;PST;ACT
oplevet	מנוסים	opleve	מנוסה	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL
oplevet	מנוסה	opleve	מנוסה	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG
urban	עירונית	urban	עירוני		ADV
urban	עירוני	urban	עירוני		PROPN
isoleret	מבודד	isolere	מבודד	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG
isoleret	מבודד	isolere	מבודד	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG
isoleret	מבודדים	isolere	מבודד	V;INDF;SG;PST;V.PTCP	
isoleret	מבודדת	isolere	מבודד	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG
respektive	בהתאמה	respektive	בהתאם	ADJ;PL	ADV
grønt	גרין	grøn	מה"גרין	ADJ;INDF;NEUT;SG	PROPN
ltd	ltd	ltd	ltd		PROPN
ken	קן	ken	קן		PROPN
dallas	דאלאס	dallas	דאלאס		PROPN
salget	מכירות	salg	מכירה	N;DEF;NEUT;SG	N;FEM;PL
hjemmesiden	האתר	hjemmeside	האתר	N;DEF;MASC+FEM;SG	
forsvarer	מגן	forsvare	מגן	V;IND;PRS;FIN;ACT	PROPN
protestantiske	פרוטסטנטי	protestantisk	פרוטסטנטי	ADJ;PL	PROPN
protester	המחאה	protest	המחאה	N;INDF;MASC+FEM;PL	PROPN
protester	מחאה	protest	מחאה	N;INDF;MASC+FEM;PL	N;FEM;SG
protester	מחאה	protest	מחאה	N;INDF;MASC+FEM;PL	N;FEM;SG
muhammed	מוחמד	muhammed	מוחמד	N;INDF;MASC+FEM;SG	PROPN
muhammed	מוחמד	muhammed	מוחמד	N;INDF;MASC+FEM;SG	PROPN
marco	מרקו	marco	מרק	PROPN	PROPN
fastlagt	מוגדרים	fastlægge	הוגדר	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP;PASS
fastlagt	שנקבע	fastlægge	שנקבע	V;INDF;SG;PST;V.PTCP	
fastlagt	נחוש	fastlægge	נחוש	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG
irish	אירי	irish	אירי		PROPN
irish	אירית	irish	אירי		PROPN
skadet	נפצעו	skad	נפצע	V;INDF;SG;PST;V.PTCP	V;PL;3;PST;MID
skadet	פצוע	skad	פצוע	V;INDF;SG;PST;V.PTCP	N;MASC;SG
skadet	פצועים	skad	פצוע	V;INDF;SG;PST;V.PTCP	N;MASC;PL
skadet	פצועה	skad	פצע	V;INDF;SG;PST;V.PTCP	N;FEM;SG
skadet	פגומה	skad	פגום	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG
skadet	פגום	skad	פגום	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG
skadet	נזק	skad	נזק	V;INDF;SG;PST;V.PTCP	N;MASC;SG
watson	ווטסון	watson	ווטסון		PROPN
vig	ויג	vig	ויג	N;INDF;MASC+FEM;SG	PROPN
kvarteret	שכונת	kvarter	שכונה	N;DEF;NEUT;SG	PROPN
kvarteret	השכונה	kvarter	השכונה	N;DEF;NEUT;SG	
hjul	גלגל	hjul	גלגל	N;INDF;NEUT;PL	N;MASC;SG
hjul	גלגלי	hjul	גלגלי	N;INDF;NEUT;PL	PROPN
toyota	טויוטה	toyota	טויוטה	N;INDF;MASC+FEM;SG	PROPN
elleve	eleven	elleve	eleven	NUM	
montenegro	מונטנגרו	montenegro	מונטנגרו	PROPN	PROPN
høst	הקציר	høst	הקציר	N;INDF;MASC+FEM;SG	V;MASC;SG;3;PST;ACT
høst	קציר	høst	קציר	N;INDF;MASC+FEM;SG	
budapest	בודפשט	budapest	בודפשט	N;INDF;MASC+FEM;SG	PROPN
campbell	קמבל	campbell	קמבל		PROPN
campbell	קמפבל	campbell	קמפבל		PROPN
ivrig	חרד	ivrig	חרד	ADJ;INDF;MASC+FEM;SG	
ivrig	חרדה	ivrig	חרדה	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
ivrig	חרדים	ivrig	חרדי	ADJ;INDF;MASC+FEM;SG	N;MASC;PL
ivrig	להוט	ivrig	היוט	ADJ;INDF;MASC+FEM;SG	
ivrig	להוטה	ivrig	להוט	ADJ;INDF;MASC+FEM;SG	
ivrig	להוטים	ivrig	הוטים	ADJ;INDF;MASC+FEM;SG	V;NFIN;ACT
ivrig	קין	ivrig	קין	ADJ;INDF;MASC+FEM;SG	PROPN
nigeria	ניגריה	nigeria	ניגריה		PROPN
udpræget	מבוטא	udpræge	הבוטא	V;INDF;SG;PST;V.PTCP	PROPN
armstrong	ארמסטרונג	armstrong	ארמסטרונג	N;INDF;MASC+FEM;SG	PROPN
nul	זירו	nul	זירו	N;INDF;NEUT;SG	PROPN
nul	אפס	nul	אפס	N;INDF;NEUT;SG	
islamisk	האסלאמית	islamisk	האסלאמית	ADJ;INDF;SG	PROPN
etiopien	אתיופיה	etiopie	אתיופיה	PROPN	PROPN
mitchell	מיטשל	mitchell	מיטשל		PROPN
tilføjede	נוספו	tilføje	נוסף	V;IND;PST;FIN;ACT	V;PL;3;PST;MID
tilføjede	נוספה	tilføje	נוסף	V;IND;PST;FIN;ACT	V;FEM;SG;3;PST;MID
tilføjede	נוסף	tilføje	None	V;IND;PST;FIN;ACT	ADP
vrede	כעס	vred	כעס	ADJ;PL	N;MASC;SG
vrede	כעס	vred	כעס	ADJ;PL	N;MASC;SG
vrede	כועסת	vred	כעס	ADJ;PL	V;FEM;SG;V.PTCP;ACT
vrede	כועס	vred	כעס	ADJ;PL	V;MASC;SG;V.PTCP;ACT
vrede	זעמו	vred	זעם	ADJ;PL	
vrede	זעם	vred	זעם	ADJ;PL	N;MASC;SG
medaljen	מדליית	medalje	מדליה	N;DEF;MASC+FEM;SG	N;PSSD;FEM;SG
carter	קרטר	carter	קרטר	N;INDF;MASC+FEM;SG	PROPN
udbruddet	פרוץ	udbrud	None	N;DEF;NEUT;SG	
akademiske	אקדמי	akademisk	אקדמי	ADJ;PL	ADJ;MASC;SG
akademiske	אקדמית	akademisk	אקדמי	ADJ;PL	ADV
forstærket	מחוזקים	forstærke	מחוזק	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP;PASS
køber	קנה	købe	קנה	V;IND;PRS;FIN;ACT	N;MASC;SG
køber	קנייה	købe	קנייה	V;IND;PRS;FIN;ACT	N;FEM;SG
køber	תקנה	købe	תקנה	V;IND;PRS;FIN;ACT	N;FEM;SG
køber	קונים	købe	קונה	V;IND;PRS;FIN;ACT	N;MASC;PL
køber	קניין	købe	קניין	V;IND;PRS;FIN;ACT	N;MASC;SG
køber	הקונה	købe	הקונה	V;IND;PRS;FIN;ACT	N;FEM;SG
køber	קנייה	købe	קנייה	V;IND;PRS;FIN;ACT	N;FEM;SG
letlands	לטביה	letlands	לטביה	N;GEN;INDF;NEUT;SG	PROPN
letlands	לטביה	letlands	לטביה	N;GEN;INDF;NEUT;SG	PROPN
nova	נובה	nova	נובה		PROPN
row	שורה	row	שורה		N;FEM;SG
inviteret	מוזמנים	invitere	הוזמן	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP;PASS
voksen	גדל	voksen	גדל	ADJ;INDF;MASC+FEM;SG	
voksen	בוגרת	voksen	בוגר	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
voksen	בוגר	voksen	בוגר	ADJ;INDF;MASC+FEM;SG	
abu	אבו	abu	אבו	PROPN	PROPN
dean	דין	dean	דין		PROPN
dean	דיקן	dean	דיקן		PROPN
mind	אכפת	mind	אכפת		
