til	pentru	til	pentru	ADV	ADP;ACC
introducerede	introdus	introducere	introduce	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
palæstina	palestina	palæstina	palestina	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
palæstina	palestiniene	palæstina	palestinian	N;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
palæstina	palestiniana	palæstina	palestinian	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
palæstina	palestinieni	palæstina	palestinian	N;INDF;MASC+FEM;SG	ADJ;INDF;MASC;PL
palæstina	palestinian	palæstina	palestinian	N;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
argument	argumentul	argument	argument	N;INDF;NEUT;SG	N;DEF;MASC;SG
historikere	istoricii	historiker	istoric	N;INDF;MASC+FEM;PL	N;DEF;MASC;PL
olaf	olaf	olaf	olaf		N;INDF;MASC;SG
stuttgart	stuttgart	stuttgart	stuttgart	N;INDF;NEUT;SG	PROPN
tilstrækkeligt	suficiente	tilstrækkeligt	suficient	ADV	ADJ;INDF;FEM;PL
tilstrækkeligt	suficienta	tilstrækkeligt	suficient	ADV	ADJ;DEF;FEM;SG
vurdering	evaluarea	vurdering	evaluare	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
vurdering	evaluarea	vurdering	evaluare	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
moon	luna	moon	lună		N;DEF;FEM;SG
moon	luna	moon	lună		N;DEF;FEM;SG
moon	moon	moon	moon		N;INDF;MASC;SG
stub	ciot	stub	ciot	N;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
stub	ciot	stub	ciot	N;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
roosevelt	roosevelt	roosevelt	roosevelt	N;INDF;MASC+FEM;SG	PROPN
ron	ron	ron	ron		
skak	sah	skak	sah	N;INDF;MASC+FEM;SG	
skak	sah	skak	sah	N;INDF;MASC+FEM;SG	
skak	sah	skak	sah	N;INDF;MASC+FEM;SG	
opgivet	abandonat	opgive	abandona	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
opgivet	abandonata	opgive	abandonat	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
opgivet	abandonate	opgive	abandona	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
opgivet	abandonata	opgive	abandonat	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
sejle	navigatie	sejle	navigatie	V;NFIN;ACT	N;INDF;FEM;SG
bokser	boxerul	bokse	boxer	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
bokser	luptatorul	bokse	luptator	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
kritiske	critica	kritisk	critică	ADJ;PL	N;DEF;FEM;SG
kritiske	critic	kritisk	critic	ADJ;PL	ADJ;INDF;MASC;SG
kritiske	critica	kritisk	critică	ADJ;PL	N;DEF;FEM;SG
australsk	australiana	australsk	australian	ADJ;INDF;SG	N;DEF;FEM;SG
australsk	australieni	australsk	australian	ADJ;INDF;SG	ADJ;INDF;MASC;PL
konsensus	consens	konsensus	consens	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
tusinde	mii	tusinde	mie	N;INDF;NEUT;PL	NUM;INDF;FEM;PL
tusinde	mii	tusinde	mie	N;INDF;NEUT;PL	NUM;INDF;FEM;PL
tusinde	miile	tusinde	mie	N;INDF;NEUT;PL	NUM;DEF;FEM;PL
venlig	fel	venlig	fel	ADJ;INDF;MASC+FEM;SG	N;INDF;MASC;SG
venlig	prietenoasa	venlig	prietenos	ADJ;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
venlig	amical	venlig	amical	ADJ;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kejserlige	imperiala	kejserlig	imperial	ADJ;PL	ADJ;DEF;FEM;SG
kejserlige	imperial	kejserlig	imperial	ADJ;PL	ADJ;INDF;MASC;SG
slam	namol	slam	namol	N;INDF;NEUT;SG	
apple	mar	apple	mar	N;INDF;MASC+FEM;SG	
apple	mere	apple	mere	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
apple	mar	apple	mar	N;INDF;MASC+FEM;SG	
licens	licenta	lic	licentă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
licens	licenta	lic	licentă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
licens	licenta	lic	licentă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
licens	licenta	lic	licentă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
licens	licenta	lic	licentă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
forsvarede	aparat	forsvare	aparat	V;IND;PST;FIN;ACT	N;INDF;MASC;SG
forsvarede	aparata	forsvare	aparata	V;IND;PST;FIN;ACT	N;DEF;FEM;SG
konstruktion	proiectarea	konstruktion	proiectare	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
frygt	frica	frygt	frică	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
frygt	teama	frygt	teamă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
frygt	frica	frygt	frică	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
frygt	teama	frygt	teamă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
frygt	temeri	frygt	temere	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
frygt	temerile	frygt	teme	N;INDF;MASC+FEM;SG	N;DEF;FEM;PL
negative	negativa	negativ	negativa	ADJ;PL	ADJ;DEF;FEM;SG
negative	negativ	negativ	negativ	ADJ;PL	ADV
landsbyerne	sate	landsby	sat	N;DEF;MASC+FEM;PL	N;INDF;FEM;PL
lübeck	lübeck	lübeck	lübeck		PROPN
betingelser	conditiile	betingelse	conditie	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
betingelser	conditiile	betingelse	conditie	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
formen	formular	formen	formular	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
dennis	dennis	dennis	dennis		PROPN
mississippi	mississippi	mississippi	mississipp		PROPN
biblioteket	librarie	bibliotek	librarie	N;DEF;NEUT;SG	N;INDF;FEM;SG
bekendt	familiar	bekendt	familiar	ADJ;INDF;SG	ADV
bekendt	familiara	bekendt	familiar	ADJ;INDF;SG	ADJ;DEF;FEM;SG
bekendt	familiare	bekendt	familiar	ADJ;INDF;SG	ADJ;INDF;FEM;PL
bekendt	cunostinta	bekendt	cunostinta	ADJ;INDF;SG	N;DEF;FEM;SG
bekendt	cunostinta	bekendt	cunostinta	ADJ;INDF;SG	N;DEF;FEM;SG
viktor	victor	viktor	victor	N;INDF;MASC+FEM;SG	PROPN
viktor	viktor	viktor	viktor	N;INDF;MASC+FEM;SG	PROPN
vente	astept	vente	astept	V;NFIN;ACT	
vente	astept	vente	astept	V;NFIN;ACT	
vente	asteptare	vente	asteptare	V;NFIN;ACT	N;INDF;FEM;SG
henriksen	henriksen	henriksen	henriksen	N;DEF;MASC+FEM;SG	PROPN
russell	russel	russell	russel	N;INDF;MASC+FEM;SG	PROPN
russell	russell	russell	russell	N;INDF;MASC+FEM;SG	PROPN
ombygning	conversia	ombygning	conversie	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
hunde	caini	hund	cain	N;INDF;MASC+FEM;SG	N;INDF;MASC;PL
hunde	cainii	hund	caine	N;INDF;MASC+FEM;SG	N;DEF;MASC;PL
hunde	caini	hund	cain	N;INDF;MASC+FEM;SG	N;INDF;MASC;PL
ønsket	dorit	ønske	dorit	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
ønsket	dorita	ønske	dorita	V;INDF;SG;PST;V.PTCP	
ønsket	dorit	ønske	dorit	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
ønsket	dorita	ønske	dorita	V;INDF;SG;PST;V.PTCP	
ønsket	dorite	ønske	dorit	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
albrecht	albrecht	albrecht	albrecht		PROPN
jonathan	jonathan	jonathan	jonathan		PROPN
motorvej	autostrada	motorvej	autostradă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
motorvej	autostrada	motorvej	autostradă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
motorvej	autostrada	motorvej	autostradă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
motorvej	autostrada	motorvej	autostradă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
motorvej	autostrada	motorvej	autostradă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
motorvej	highway	motorvej	highway	N;INDF;MASC+FEM;SG	PROPN
afsløret	descoperit	afsløre	descoperit	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
afsløret	dezvaluit	afsløre	dezvalui	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
afsløret	dezvaluita	afsløre	dezvaluita	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
afsløret	dezvaluit	afsløre	dezvalui	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
afsløret	dezvaluita	afsløre	dezvaluita	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
afsløret	dezvaluit	afsløre	dezvalui	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
afsløret	expus	afsløre	expune	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
afsløret	expusa	afsløre	expune	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
afsløret	expuse	afsløre	expune	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
paven	papa	pave	papă	N;DEF;MASC+FEM;SG	
paven	pope	pave	popă	N;DEF;MASC+FEM;SG	
paven	papa	pave	papă	N;DEF;MASC+FEM;SG	
fysiker	fizicianul	fysiker	fizician	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
sicilien	sicilia	sicilie	sicilie	N;DEF;MASC+FEM;SG	PROPN
diplomat	diplomatul	diplomat	diplomat	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
vejr	vremea	vejr	vreme	N;INDF;NEUT;SG	N;DEF;FEM;SG
interesserede	interesate	interessere	interesat	V;PL;PST;V.PTCP	ADJ;INDF;FEM;PL
interesserede	interesat	interessere	interesat	V;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
interesserede	interesati	interessere	interesat	V;PL;PST;V.PTCP	V;IND;PL;2;PRS;FIN
interesserede	interesata	interessere	interesat	V;PL;PST;V.PTCP	ADJ;DEF;FEM;SG
stiger	scari	stige	scară	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
fætter	varul	fætter	var	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
fætter	vere	fætter	vere	N;INDF;MASC+FEM;SG	
fætter	vere	fætter	vere	N;INDF;MASC+FEM;SG	
prince	printul	prince	print		N;DEF;MASC;SG
prince	printul	prince	print		N;DEF;MASC;SG
prince	print	prince	print		N;INDF;MASC;SG
prince	print	prince	print		N;INDF;MASC;SG
prince	print	prince	print		N;INDF;MASC;SG
prince	prince	prince	prince		N;INDF;MASC;SG
ungarske	ungara	ungarsk	ungar	ADJ;PL	N;DEF;FEM;SG
ungarske	maghiara	ungarsk	maghiară	ADJ;PL	N;DEF;FEM;SG
ungarske	maghiar	ungarsk	maghiar	ADJ;PL	ADJ;INDF;MASC;SG
enorme	enorma	enorm	enorm	ADJ;PL	ADJ;DEF;FEM;SG
enorme	enorm	enorm	enorm	ADJ;PL	
enorme	enorma	enorm	enorm	ADJ;PL	ADJ;DEF;FEM;SG
enorme	imensa	enorm	imens	ADJ;PL	ADJ;DEF;FEM;SG
enorme	imens	enorm	imens	ADJ;PL	ADJ;INDF;MASC;SG
blood	blood	blood	blood		N;INDF;MASC;SG
blood	sangele	blood	sange		N;DEF;MASC;SG
blood	sange	blood	sange		
blood	sange	blood	sange		
karakteristisk	caracteristica	karakteristisk	caracteristică	ADJ;INDF;SG	N;DEF;FEM;SG
karakteristisk	caracteristica	karakteristisk	caracteristică	ADJ;INDF;SG	N;DEF;FEM;SG
karakteristisk	caracteristic	karakteristisk	caracteristic	ADJ;INDF;SG	ADV
dam	dam	dam	da		
dam	baraj	dam	baraj		N;INDF;MASC;SG
dam	barajul	dam	baraj		N;DEF;MASC;SG
dam	dame	dam	damă		N;INDF;FEM;PL
dam	pond	dam	pond		N;INDF;MASC;SG
dam	balta	dam	baltă		N;DEF;FEM;SG
dam	iazul	dam	iaz		N;DEF;MASC;SG
dam	iaz	dam	iaz		N;INDF;MASC;SG
tegnede	drew	tegne	drew	V;IND;PST;FIN;ACT	PROPN
tegnede	subscris	tegne	subscrie	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
myndighed	autoritatea	myndighed	autoritate	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
kunde	clientul	kunde	client	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
kunde	clientul	kunde	client	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
læst	citire	læse	citire	V;INDF;SG;PST;V.PTCP	N;INDF;FEM;SG
læst	citeste	læse	citesc	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN
læst	citeste	læse	citesc	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN
boet	traia	bo	trai	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
boet	traita	bo	traita	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
valley	valea	valley	vale	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
valley	valley	valley	valley	N;INDF;MASC+FEM;SG	PROPN
illinois	illinois	illinois	illinois		PROPN
malmö	malmö	malmö	malmö	PROPN	PROPN
keith	keith	keith	keith	PROPN	PROPN
nettet	network	net	network	N;DEF;NEUT;SG	N;INDF;MASC;SG
alderen	age	alder	age	N;DEF;MASC+FEM;SG	
turné	turul	turné	tur	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
filip	philip	filip	philip		PROPN
filip	filip	filip	filip		PROPN
filip	filip	filip	filip		PROPN
sammensætning	compozitia	sammensætning	compozitie	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
sammensætning	compozitia	sammensætning	compozitie	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
minut	minutul	minut	minut	N;INDF;NEUT;SG	N;DEF;MASC;SG
sammenligning	comparatia	sammenligning	comparatie	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
sammenligning	compararea	sammenligning	comparare	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
læser	citirea	læse	citire	V;IND;PRS;FIN;ACT	N;DEF;FEM;SG
læser	citire	læse	citire	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
læser	lectura	læse	lectură	V;IND;PRS;FIN;ACT	N;DEF;FEM;SG
læser	cititorul	læse	cititor	V;IND;PRS;FIN;ACT	N;DEF;MASC;SG
læser	cititor	læse	cititor	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
vincent	vincent	vincent	vincent		PROPN
konsekvenser	consecintele	konsekvens	consecint	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
konsekvenser	consecinte	konsekvens	consecint	N;INDF;MASC+FEM;PL	
konsekvenser	consecinte	konsekvens	consecint	N;INDF;MASC+FEM;PL	
vinduer	windows	vindue	windows	N;INDF;NEUT;PL	PROPN
vinduer	ferestrele	vindue	fereastră	N;INDF;NEUT;PL	N;DEF;FEM;PL
fakultet	facultate	fakulte	facultate	N;DEF;NEUT;SG	N;INDF;FEM;SG
ruslands	rusia	rusland	rusie	PROPN;GEN	PROPN
vii	vii	vii	viu	NUM	ADJ;INDF;PL
vandløb	fluxuri	vandløb	flux	N;INDF;NEUT;SG	N;INDF;FEM;PL
vandløb	raurilor	vandløb	raură	N;INDF;NEUT;SG	N;DEF;FEM;PL
vandløb	rivers	vandløb	rivers	N;INDF;NEUT;SG	PROPN
vandløb	raurile	vandløb	raură	N;INDF;NEUT;SG	N;DEF;FEM;PL
vandløb	rauri	vandløb	raură	N;INDF;NEUT;SG	N;INDF;FEM;PL
spring	sari	spring	sare		
spring	salt	spring	salt		N;INDF;MASC;SG
spring	skip	spring	skip		
gustaf	gustaf	gustaf	gustaf		PROPN
andré	andre	andré	andre	N;INDF;MASC+FEM;SG	PROPN
andré	andré	andré	andré	N;INDF;MASC+FEM;SG	PROPN
andré	andré	andré	andré	N;INDF;MASC+FEM;SG	PROPN
network	reteaua	network	retea		N;DEF;FEM;SG
network	retea	network	retea		N;DEF;FEM;SG
network	retea	network	retea		N;DEF;FEM;SG
network	network	network	network		N;INDF;MASC;SG
udnytte	exploatarea	udnytte	exploatare	V;NFIN;ACT	N;DEF;FEM;SG
nelson	nelson	nelson	nelson	N;INDF;MASC+FEM;SG	PROPN
kommandant	comandantul	kommandant	comandant	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
management	conducerea	management	conducere	N;INDF;NEUT;SG	N;DEF;FEM;SG
management	managementul	management	management	N;INDF;NEUT;SG	N;DEF;MASC;SG
management	gestionarea	management	gestionare	N;INDF;NEUT;SG	N;DEF;FEM;SG
chelsea	chelsea	chelsea	chelsea	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
musical	muzical	musical	muzical	N;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
beta	beta	beta	beta		N;INDF;MASC
erindringer	amintirile	erindring	amintire	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
erindringer	memoriile	erindring	memorie	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
erindringer	memoriile	erindring	memorie	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
remix	remix	remix	remix	N;INDF;NEUT;SG	
underskrevet	semnat	underskrive	semna	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
underskrevet	semnate	underskrive	semnat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
underskrevet	semnata	underskrive	semnată	V;INDF;SG;PST;V.PTCP	N;DEF;FEM;SG
danskerne	danes	dansker	danes	N;DEF;MASC+FEM;PL	PROPN
danskerne	danezi	dansker	danezi	N;DEF;MASC+FEM;PL	V;IND;PL;2;IPFV;FIN
nationalcaps	nationalcaps	nationalcaps	nationalcaps	N;GEN;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
kommercielle	comercial	kommerciel	comercial	ADJ;PL	ADJ;INDF;MASC;SG
kommercielle	reclama	kommerciel	reclama	ADJ;PL	N;DEF;FEM;SG
kommercielle	comerciala	kommerciel	comercial	ADJ;PL	ADJ;DEF;FEM;SG
geografi	geografia	geografi	geografie	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
angives	precizeaza	angive	precizează	V;IND;PRS;FIN;PASS	V;IND;SG;3;IPFV;FIN
angives	specifica	angive	specifica	V;IND;PRS;FIN;PASS	N;DEF;FEM;SG
angives	specifica	angive	specifica	V;IND;PRS;FIN;PASS	N;DEF;FEM;SG
opvokset	crescuta	opvokset	crescut	ADJ;INDF;SG	ADJ;DEF;FEM;SG
opvokset	ridicata	opvokset	ridicată	ADJ;INDF;SG	ADJ;DEF;FEM;SG
our	our	our	our		N;INDF;MASC;SG
our	noastra	our	meu		N;DEF;FEM;SG
our	noastra	our	meu		N;DEF;FEM;SG
our	nostru	our	meu		DET;MASC;SG;1
our	noastre	our	meu		DET;FEM;PL;1
frederikke	anastasia	frederikke	anastasie	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
uddelt	distribuite	uddele	distribuit	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
uddelt	distribuita	uddele	distribuita	V;INDF;SG;PST;V.PTCP	N;DEF;FEM;SG
uddelt	premiat	uddele	premia	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
uddelt	acordat	uddele	acordat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
vietnam	vietnam	vietnam	vietnam		PROPN
vietnam	vietnamul	vietnam	vietnam		N;DEF;MASC;SG
sælger	vand	sælge	vand	V;IND;PRS;FIN;ACT	
sælger	vand	sælge	vand	V;IND;PRS;FIN;ACT	
sælger	vind	sælge	vinde	V;IND;PRS;FIN;ACT	
sælger	vand	sælge	vand	V;IND;PRS;FIN;ACT	
sælger	vind	sælge	vinde	V;IND;PRS;FIN;ACT	
sælger	vand	sælge	vand	V;IND;PRS;FIN;ACT	
sælger	vanzator	sælge	vanzator	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
sælger	vanzator	sælge	vanzator	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
sælger	vanzatorul	sælge	vanzator	V;IND;PRS;FIN;ACT	N;DEF;MASC;SG
skyde	fotografiere	skyde	fotografier	V;NFIN;ACT	N;INDF;FEM;SG
inc	inc	inc	inc		N;INDF;MASC;SG
nationalgoals	nationalgoals	nationalgoal	nationalgoals	N;GEN;INDF;MASC+FEM;SG	ADV
foredrag	prelegeri	foredrag	prelegere	N;INDF;NEUT;SG	N;INDF;FEM;PL
flyve	fly	flyve	fly	V;NFIN;ACT	
flyve	musca	flyve	musca	V;NFIN;ACT	N;DEF;FEM;SG
flyve	zbor	flyve	zbor	V;NFIN;ACT	N;INDF;MASC;SG
flyve	zburand	flyve	zbura	V;NFIN;ACT	N;INDF;MASC;SG
flyve	zbor	flyve	zbor	V;NFIN;ACT	N;INDF;MASC;SG
lassen	lassen	lass	lassen	N;DEF;MASC+FEM;SG	
præmie	premium	præmie	premium	N;INDF;MASC+FEM;SG	
præmie	prima	præmie	prim	N;INDF;MASC+FEM;SG	NUM;DEF;FEM;SG
præmie	premiul	præmie	premiu	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
bell	clopot	bell	clopot		N;INDF;MASC;SG
bell	clopotul	bell	clopot		N;DEF;MASC;SG
bell	bell	bell	bell		PROPN
konkrete	concret	konkret	concret	ADJ;PL	ADJ;INDF;MASC;SG
konkrete	beton	konkret	beton	ADJ;PL	N;INDF;MASC;SG
astronomiske	astronomic	astronomisk	astronomic	ADJ;PL	ADJ;INDF;MASC;SG
chance	sansa	chance	sansa	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
chance	sanse	chance	sansă	N;INDF;MASC+FEM;SG	
chance	sanse	chance	sansă	N;INDF;MASC+FEM;SG	
chance	sansa	chance	sansa	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
monteret	montat	monter	montat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
monteret	montata	monter	montata	V;INDF;SG;PST;V.PTCP	N;DEF;FEM;SG
monteret	montate	monter	monta	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
monteret	montat	monter	montat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
monteret	montate	monter	monta	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
monteret	instalat	monter	instala	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
monteret	instalata	monter	instalat	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
monteret	instalate	monter	instala	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
run	ruleaza	run	rulează		V;IND;SG;3;IPFV;FIN
run	fugi	run	fugi		
flugt	evadarea	flugt	evadare	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
youthyears	youthyears	youthyears	youthyears		N;INDF;MASC;SG
banken	bank	bank	bank	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
rækkevidde	intervalul	rækkevidde	interval	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
rækkevidde	impactul	rækkevidde	impact	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
forskelligt	diferit	forskelligt	diferit	ADV	ADJ;INDF;MASC;SG
forskelligt	diferite	forskelligt	diferit	ADV	ADJ;INDF;FEM;PL
forskelligt	diferita	forskelligt	diferita	ADV	ADJ;DEF;FEM;SG
forskelligt	diferita	forskelligt	diferita	ADV	ADJ;DEF;FEM;SG
forskelligt	diverse	forskelligt	divers	ADV	ADJ;INDF;FEM;PL
italia	italia	italia	italia		PROPN
tillæg	anexa	tillæg	anexă	N;INDF;NEUT;SG	N;DEF;FEM;SG
tillæg	apendicele	tillæg	apendice	N;INDF;NEUT;SG	N;DEF;MASC;SG
richards	richards	richard	richards		PROPN
malmø	malmö	malmø	malmö	PROPN	PROPN
philadelphia	philly	philadelphia	philly	N;INDF;MASC+FEM;SG	
philadelphia	philadelphia	philadelphia	philadelphie	N;INDF;MASC+FEM;SG	PROPN
gerhard	gerhard	gerhard	gerhard	N;INDF;MASC+FEM;SG	PROPN
sygehus	spitalul	sygehus	spital	N;INDF;NEUT;SG	N;DEF;MASC;SG
ringen	ring	ring	ring	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
ringen	inel	ring	inel	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
glæde	bucuria	glæde	bucurie	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
glæde	fericirea	glæde	fericire	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
forrige	anterior	forrige	anterior	ADJ	ADV
forrige	precedent	forrige	precedent	ADJ	N;INDF;MASC;SG
straf	pedeapsa	straf	pedeapsă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
straf	pedeapsa	straf	pedeapsă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
straf	pedeapsa	straf	pedeapsă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
straf	pedeapsa	straf	pedeapsă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
straf	teza	straf	teză	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
straf	fraza	straf	frază	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
straf	sentinta	straf	sentintă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
wimbledon	wimbledon	wimbledon	wimbledon	N;INDF;MASC+FEM;SG	PROPN
tilvækst	cresterea	tilvækst	crestere	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
tilvækst	cresterea	tilvækst	crestere	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
kunsten	art	kunst	art	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
besked	mesajul	besked	mesaj	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
stik	injunghie	stik	injunghie	N;INDF;NEUT;SG	
stik	sting	stik	stinge	N;INDF;NEUT;SG	
specifikke	specific	specifikke	specific	ADJ;PL	ADJ;INDF;MASC;SG
specifikke	specifica	specifikke	specifica	ADJ;PL	N;DEF;FEM;SG
kvalifikation	calificarea	kvalifikation	calificare	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
svagt	slaba	svag	slab	ADJ;INDF;NEUT;SG	ADJ;DEF;FEM;SG
svagt	slabit	svag	slabi	ADJ;INDF;NEUT;SG	N;INDF;MASC;SG
svagt	slab	svag	slab	ADJ;INDF;NEUT;SG	ADV
svagt	slaba	svag	slab	ADJ;INDF;NEUT;SG	ADJ;DEF;FEM;SG
brothers	frati	brothe	frate		
brothers	fratii	brothe	frate		N;DEF;MASC;PL
brothers	fratii	brothe	frate		N;DEF;MASC;PL
brothers	fratilor	brothe	frate		N;DEF;MASC;PL
box	casuta	box	casut		N;DEF;FEM;SG
box	cutie	box	cutie		N;INDF;FEM;SG
box	cutia	box	cutie		N;DEF;FEM;SG
dorothea	dorothea	dorothea	dorothea	N;INDF;MASC+FEM;SG	PROPN
head	cap	head	cap		N;INDF;MASC;SG
head	capul	head	cap		N;DEF;MASC;SG
indføre	introducerea	indføre	introducere	V;NFIN;ACT	N;DEF;FEM;SG
