contraste	contrastes	contraste	contraste	N;MASC;SG	N;MASC;PL
secundárias	secundarios	secundário	secundario	ADJ;FEM;PL	N;MASC;PL
fenômenos	fenómeno	fenômeno	fenómeno	N;MASC;PL	N;MASC;SG
fenômenos	fenómeno	fenômeno	fenómeno	N;MASC;PL	N;MASC;SG
enterrado	sepultado	enterrar	sepultado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
enterrado	enterrada	enterrar	enterrado	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
enterrado	enterrados	enterrar	enterrar	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
enterrado	enterrado	enterrar	enterrado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
líbia	libia	líbia	libia	N;FEM;SG	ADJ;FEM;SG
líbia	libia	líbia	libia	N;FEM;SG	ADJ;FEM;SG
pouso	aterrizando	pouso	aterrizar	N;MASC;SG	V;V.MSDR
pouso	aterrizar	pouso	aterrizar	N;MASC;SG	V;NFIN
nascente	naciente	nascente	naciente	N;MASC;SG	ADJ;SG
confrontos	confrontación	confronto	confrontación	N;MASC;PL	N;FEM;SG
confrontos	enfrentamiento	confronto	enfrentamiento	N;MASC;PL	N;MASC;SG
euro	euros	euro	euro	N;MASC;SG	N;MASC;PL
parágrafo	apartado	parágrafo	apartado	N;MASC;SG	ADJ;MASC;SG;V.PTCP
parágrafo	párrafos	parágrafo	párrafo	N;MASC;SG	N;MASC;PL
tigre	tigres	tigre	tigre	N;MASC;SG	N;MASC;PL
operar	operativo	operar	operativo	V;NFIN	ADJ;MASC;SG
operar	operativa	operar	operativo	V;NFIN	ADJ;FEM;SG
operar	funcionamiento	operar	funcionamiento	V;NFIN	N;MASC;SG
temática	temático	temático	temático	N;FEM;SG	ADJ;MASC;SG
temática	temáticas	temático	temático	N;FEM;SG	ADJ;FEM;PL
temática	temáticos	temático	temático	N;FEM;SG	ADJ;MASC;PL
derivados	derivados	derivar	derivado	V;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
derivados	derivadas	derivar	derivado	V;MASC;PL;V.PTCP	ADJ;FEM;PL;V.PTCP
oficina	talleres	oficina	taller	N;FEM;SG	N;MASC;PL
estêvão	esteban	estêvão	estar	N;MASC;SG	PROPN
estêvão	esteban	estêvão	estar	N;MASC;SG	PROPN
dinamarquês	danesa	dinamarquês	danés	N;MASC;SG	ADJ;FEM;SG
dinamarquês	daneses	dinamarquês	danés	N;MASC;SG	N;MASC;PL
invenção	inventos	invenção	invento	N;FEM;SG	N;MASC;PL
invenção	inventada	invenção	inventado	N;FEM;SG	ADJ;FEM;SG;V.PTCP
invenção	inventado	invenção	inventado	N;FEM;SG	ADJ;MASC;SG;V.PTCP
invenção	inventó	invenção	inventar	N;FEM;SG	V;IND;SG;3;PST;FIN
invenção	inventamos	invenção	inventar	N;FEM;SG	V;IND;PL;1;PRS;FIN
perdida	perdido	perder	perdido	V;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
perdida	lost	perder	lost	V;FEM;SG;V.PTCP	N
perdida	perdida	perder	perdido	V;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
perdida	perdidos	perder	perdido	V;FEM;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
perdida	perdidas	perder	perdido	V;FEM;SG;V.PTCP	ADJ;FEM;PL;V.PTCP
bactérias	bacteriana	bactéria	bacteriano	N;FEM;PL	ADJ;FEM;SG
bactérias	bacterianas	bactéria	bacteriano	N;FEM;PL	ADJ;FEM;PL
bactérias	bacteria	bactéria	bacteria	N;FEM;PL	N;FEM;SG
progressivo	progresivas	progressivo	progresivo	ADJ;MASC;SG	ADJ;FEM;PL
progressivo	progresista	progressivo	progresista	ADJ;MASC;SG	N;SG
progressivo	progresivos	progressivo	progresivo	ADJ;MASC;SG	ADJ;MASC;PL
colaborou	colaborado	colaborar	colaborar	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
colaborou	colaboraron	colaborar	colaborar	V;IND;SG;3;PST;FIN	V;IND;PL;3;PST;FIN
colaborou	cooperado	colaborar	cooperado	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
tentaram	intenté	tentar	intentar	V;IND;PL;3;FIN	V;IND;SG;1;PST;FIN
tentaram	intentado	tentar	intentar	V;IND;PL;3;FIN	ADJ;MASC;SG;V.PTCP
tentaram	probado	tentar	probado	V;IND;PL;3;FIN	ADJ;MASC;SG;V.PTCP
reeleito	reelegido	reeleger	reelegido	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
futuros	futuro	futuro	futuro	ADJ;MASC;PL	N;MASC;SG
futuros	future	futuro	future	ADJ;MASC;PL	N
futuros	futura	futuro	futuro	ADJ;MASC;PL	ADJ;FEM;SG
futuros	porvenir	futuro	porvenir	ADJ;MASC;PL	N;MASC;SG
futuros	futuro	futuro	futuro	ADJ;MASC;PL	N;MASC;SG
impróprio	inadecuados	impróprio	inadecuado	ADJ;MASC;SG	ADJ;MASC;PL
impróprio	inapropiados	impróprio	inapropiado	ADJ;MASC;SG	ADJ;MASC;PL;V.PTCP
inferiores	inferior	inferior	inferior	ADJ;MASC;PL	ADJ;SG
fiéis	fidelidad	fiel	fidelidad	N;MASC;PL	N;FEM;SG
fiéis	fiel	fiel	fiel	N;MASC;PL	ADJ;SG
toque	toques	toque	toque	N;MASC;SG	N;MASC;PL
toque	tap	toque	tap	N;MASC;SG	
toque	toca	toque	tocar	N;MASC;SG	V;IND;SG;3;PRS;FIN
encontros	saliendo	encontro	salir	N;MASC;PL	V;V.MSDR
subiu	escalado	subir	escalado	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
votado	votada	votar	votado	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
votado	votado	votar	votado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
viajar	viajes	viajar	viaje	V;NFIN	N;MASC;PL
viajar	viaje	viajar	viaje	V;NFIN	N;MASC;SG
cds	cds	cd	cds	N;MASC;SG	N;MASC;PL
incorporada	incorporado	incorporar	incorporado	V;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
incorporada	incorporada	incorporar	incorporado	V;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
incorporada	incorporados	incorporar	incorporado	V;FEM;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
incorporada	incrustado	incorporar	incrustar	V;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
primárias	primarios	primária	primario	N;FEM;PL	ADJ;MASC;PL
primárias	primario	primária	primario	N;FEM;PL	ADJ;MASC;SG
primárias	primarios	primária	primario	N;FEM;PL	ADJ;MASC;PL
primárias	primaria	primária	primario	N;FEM;PL	N;FEM;SG
observado	observados	observar	observado	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
observado	observado	observar	observar	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
observado	observada	observar	observado	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
pertencem	perteneces	pertencer	pertenez	V;IND;PL;3;PRS;FIN	V;IND;SG;2;PRS;FIN
pecuária	ganado	pecuário	ganado	N;FEM;SG	ADJ;MASC;SG;V.PTCP
hills	colinas	hills	colina	N;MASC;SG	N;FEM;PL
hills	cerros	hills	cerros	N;MASC;SG	N;MASC;PL
absoluto	absolutas	absoluto	absoluto	ADJ;MASC;SG	ADJ;FEM;PL
absoluto	absolutos	absoluto	absoluto	ADJ;MASC;SG	ADJ;MASC;PL
crenças	creencia	crença	creencia	N;FEM;PL	N;FEM;SG
compreender	comprensión	compreender	comprensión	V;NFIN	N;FEM;SG
compreender	entendimiento	compreender	entendimiento	V;NFIN	N;MASC;SG
denis	denis	denis	denis	N;MASC;SG	PROPN
patinação	patinando	patinação	patinar	N;FEM;SG	V;V.MSDR
patinação	patinar	patinação	patinar	N;FEM;SG	V;NFIN
airlines	airlines	airline	airlín	N;MASC;SG	N;MASC;PL
airlines	aerolíneas	airline	aerolínea	N;MASC;SG	N;FEM;PL
sobrevivência	sobrevivir	sobrevivência	sobrevivir	N;FEM;SG	V;NFIN
acidentes	accidente	acidente	accidente	N;MASC;PL	N;MASC;SG
continha	contenidas	conter	contenido	V;IND;SG;3;IPFV;FIN	ADJ;FEM;PL;V.PTCP
continha	contenida	conter	contenido	V;IND;SG;3;IPFV;FIN	ADJ;FEM;SG;V.PTCP
vermelhas	rojo	vermelho	rojo	N;FEM;PL	N;MASC;SG
vermelhas	rojas	vermelho	rojo	N;FEM;PL	ADJ;FEM;PL
vermelhas	roja	vermelho	rojo	N;FEM;PL	ADJ;FEM;SG
vermelhas	red	vermelho	red	N;FEM;PL	N;FEM;SG
negativa	negativa	negativa	negativo	N;FEM;SG	ADJ;FEM;SG
negativa	negativas	negativa	negativo	N;FEM;SG	ADJ;FEM;PL
negativa	negativos	negativa	negativo	N;FEM;SG	ADJ;MASC;PL
negativa	negativo	negativa	negativo	N;FEM;SG	ADJ;MASC;SG
orgânica	orgánica	orgânico	orgánico	N;FEM;SG	ADJ;FEM;SG
orgânica	orgánicos	orgânico	orgánico	N;FEM;SG	ADJ;MASC;PL
orgânica	orgánicas	orgânico	orgánico	N;FEM;SG	ADJ;FEM;PL
orgânica	orgánico	orgânico	orgánico	N;FEM;SG	ADJ;MASC;SG
raro	raros	raro	raro	ADJ;MASC;SG	ADJ;MASC;PL
raro	raras	raro	raro	ADJ;MASC;SG	ADJ;FEM;PL
caracterizado	destacada	caracterizado	destacado	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
caracterizado	destacado	caracterizado	destacado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
caracterizado	destacados	caracterizado	destacado	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
caracterizado	destacadas	caracterizado	destacado	V;MASC;SG;V.PTCP	ADJ;FEM;PL;V.PTCP
caracterizado	caracterizada	caracterizado	caracterizado	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
caracterizado	caracterizado	caracterizado	caracterizar	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
caracterizado	caracterizados	caracterizado	caracterizado	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
aparecida	aparecida	aparecer	aparecido	N;FEM;SG	ADJ;FEM;SG;V.PTCP
mariposa	polillas	mariposa	polilla	N;FEM;SG	N;FEM;PL
perfeita	perfect	perfazer	perfect	V;FEM;SG;V.PTCP	N
perfeita	perfectos	perfazer	perfecto	V;FEM;SG;V.PTCP	ADJ;MASC;PL
perfeita	perfecto	perfazer	perfecto	V;FEM;SG;V.PTCP	ADJ;MASC;SG
perfeita	perfecta	perfazer	perfecto	V;FEM;SG;V.PTCP	ADJ;FEM;SG
perfeita	perfectas	perfazer	perfecto	V;FEM;SG;V.PTCP	ADJ;FEM;PL
bush	bush	bush	bush	PROPN;MASC;SG	PROPN
bush	arbusto	bush	arbusto	PROPN;MASC;SG	N;MASC;SG
redonda	redondo	redonda	redondo	N;FEM;SG	ADJ;MASC;SG
redonda	redondos	redonda	redondo	N;FEM;SG	ADJ;MASC;PL
quadrado	cuadrada	quadrado	cuadrado	N;MASC;SG	ADJ;FEM;SG
rodríguez	rodriguez	rodríguez	rodriguez	N;MASC;SG	PROPN
atacou	atacado	atacar	atacar	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
atacou	atacados	atacar	atacar	V;IND;SG;3;PST;FIN	ADJ;MASC;PL;V.PTCP
atacou	atacada	atacar	atacado	V;IND;SG;3;PST;FIN	ADJ;FEM;SG;V.PTCP
sin	sin	sin	sin	N;MASC;SG	ADP
normais	normalidad	normal	normalidad	ADJ;MASC;PL	N;FEM;SG
normais	normal	normal	normal	ADJ;MASC;PL	ADJ;SG
amistoso	amigable	amistoso	amigable	N;MASC;SG	ADJ;SG
amistoso	amigables	amistoso	amigable	N;MASC;SG	ADJ;PL
amistoso	amistosos	amistoso	amistoso	N;MASC;SG	ADJ;MASC;PL
amistoso	amistoso	amistoso	amistoso	N;MASC;SG	ADJ;MASC;SG
amistoso	amistosa	amistoso	amistoso	N;MASC;SG	ADJ;FEM;SG
atitudes	actitud	atitude	actitud	N;FEM;PL	N;FEM;SG
obtidos	obtenida	obter	obtenido	V;MASC;PL;V.PTCP	ADJ;FEM;SG;V.PTCP
obtidos	obtenidos	obter	obtenido	V;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
obtidos	obtenidas	obter	obtenido	V;MASC;PL;V.PTCP	ADJ;FEM;PL;V.PTCP
obtidos	obtenido	obter	obtenido	V;MASC;PL;V.PTCP	ADJ;MASC;SG;V.PTCP
medeiros	medeiros	medeiro	medeiro	N;MASC;SG	PROPN
eyes	ojitos	eyes	ojito	N;MASC;SG	N;MASC;PL
eyes	ojos	eyes	ojo	N;MASC;SG	N;MASC;PL
básicas	básicos	básico	básico	N;FEM;PL	ADJ;MASC;PL
básicas	básico	básico	básico	N;FEM;PL	ADJ;MASC;SG
básicas	básica	básico	básico	N;FEM;PL	ADJ;FEM;SG
básicas	básicos	básico	básico	N;FEM;PL	ADJ;MASC;PL
básicas	basic	básico	basic	N;FEM;PL	N;SG
básicas	básicas	básico	básico	N;FEM;PL	ADJ;FEM;PL
básicas	básico	básico	básico	N;FEM;PL	ADJ;MASC;SG
ilegal	ilegales	ilegal	ilegal	ADJ;MASC;SG	ADJ;PL
vítor	victor	vítor	victor	N;MASC;SG	PROPN
sugeriu	sugerida	sugerir	sugerido	V;IND;SG;3;PST;FIN	ADJ;FEM;SG;V.PTCP
sugeriu	sugerido	sugerir	sugerir	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
submarino	submarinos	submarino	submarino	N;MASC;SG	N;MASC;PL
mudado	cambiado	mudar	cambiar	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
mudado	cambiada	mudar	cambiado	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
intenso	intensivos	intenso	intensivo	ADJ;MASC;SG	N;MASC;PL
intenso	intensos	intenso	intenso	ADJ;MASC;SG	ADJ;MASC;PL
intenso	intensas	intenso	intenso	ADJ;MASC;SG	ADJ;FEM;PL
assistir	watch	assistir	watch	V;NFIN	N
assistir	reloj	assistir	reloj	V;NFIN	N;MASC;SG
expandir	expansión	expandir	expansión	V;NFIN	N;FEM;SG
existiu	existido	existir	existir	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
existiu	existía	existir	existir	V;IND;SG;3;PST;FIN	V;IND;SG;3;IPFV;FIN
existiu	existieron	existir	existir	V;IND;SG;3;PST;FIN	V;IND;PL;3;PST;FIN
existiu	existían	existir	existir	V;IND;SG;3;PST;FIN	V;IND;PL;3;IPFV;FIN
favoráveis	favorable	favorável	favorable	ADJ;MASC;PL	ADJ;SG
favoráveis	favorable	favorável	favorable	ADJ;MASC;PL	ADJ;SG
opa	uy	opa	uyo	N;MASC;SG	INTJ
opa	oops	opa	oops	N;MASC;SG	
opa	uy	opa	uyo	N;MASC;SG	INTJ
opa	oops	opa	oops	N;MASC;SG	
sudão	sudan	sudão	sudar	N;MASC;SG	V;IND;PL;3;PRS;FIN
apareceram	apareció	aparecer	aparecer	V;IND;PL;3;FIN	V;IND;SG;3;PST;FIN
apareceram	aparecido	aparecer	aparecido	V;IND;PL;3;FIN	ADJ;MASC;SG;V.PTCP
verbo	verbos	verbo	verbo	N;MASC;SG	N;MASC;PL
móvel	celulares	móvel	celular	N;MASC;SG	N;PL
móvel	celular	móvel	celular	N;MASC;SG	ADJ;SG
móvel	móviles	móvel	móvil	N;MASC;SG	N;MASC;PL
ampliação	aumentos	ampliação	aumento	N;FEM;SG	N;MASC;PL
ampliação	ampliar	ampliação	ampliar	N;FEM;SG	V;NFIN
ampliação	amplía	ampliação	ampliar	N;FEM;SG	V;IND;SG;3;PRS;FIN
abraço	abrazar	abraço	abrazar	N;MASC;SG	V;NFIN
vestido	vestida	vestir	vestida	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
vestido	vestidos	vestir	vestido	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
vestido	vestido	vestir	vestido	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
vestido	vestimenta	vestir	vestimenta	V;MASC;SG;V.PTCP	N;FEM;SG
vestido	vestidos	vestir	vestido	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
vestido	vestido	vestir	vestido	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
identificado	etiquetados	identificar	etiquetado	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
identificado	etiquetado	identificar	etiquetado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
identificado	etiquetada	identificar	etiquetado	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
identificado	identificado	identificar	identificado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
identificado	identificadas	identificar	identificado	V;MASC;SG;V.PTCP	ADJ;FEM;PL;V.PTCP
identificado	identificada	identificar	identificado	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
identificado	identificados	identificar	identificado	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
residencial	residencial	residencial	residencial	N;MASC;SG	ADJ;SG
residencial	residenciales	residencial	residencial	N;MASC;SG	ADJ;PL
bastos	bastos	basto	bastos	N;MASC;SG	N;MASC;PL
delegação	delegaciones	delegação	delegación	N;FEM;SG	N;FEM;PL
expresso	expresas	expresso	expresa	V;MASC;SG;V.PTCP	ADJ;FEM;PL
expresso	express	expresso	express	V;MASC;SG;V.PTCP	N;MASC
expresso	expreso	expresso	expreso	V;MASC;SG;V.PTCP	ADJ;MASC;SG
expresso	exprés	expresso	exprés	V;MASC;SG;V.PTCP	
expresso	espresso	expresso	espresso	V;MASC;SG;V.PTCP	N;MASC;SG
expresso	expreso	expresso	expreso	V;MASC;SG;V.PTCP	ADJ;MASC;SG
expresso	expresadas	expresso	expresado	V;MASC;SG;V.PTCP	ADJ;FEM;PL;V.PTCP
expresso	expresada	expresso	expresado	V;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
expresso	expresado	expresso	expresado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
expresso	expresados	expresso	expresado	V;MASC;SG;V.PTCP	ADJ;MASC;PL;V.PTCP
human	humano	human	humano	N;MASC;SG	ADJ;MASC;SG
human	humanas	human	humano	N;MASC;SG	ADJ;FEM;PL
human	humana	human	humano	N;MASC;SG	ADJ;FEM;SG
precipitação	precipitaciones	precipitação	precipitación	N;FEM;SG	N;FEM;PL
espíritos	aguardiente	espírito	aguardiente	N;MASC;PL	N;MASC;SG
ritual	ritual	ritual	ritual	N;MASC;SG	ADJ;SG
ritual	rituales	ritual	ritual	N;MASC;SG	ADJ;PL
procurou	buscado	procurar	buscado	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
procurou	buscada	procurar	buscado	V;IND;SG;3;PST;FIN	ADJ;FEM;SG;V.PTCP
procurou	buscado	procurar	buscado	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
procurou	busqué	procurar	busqué	V;IND;SG;3;PST;FIN	V;IND;SG;1;PST;FIN
concluir	acabado	concluir	acabar	V;NFIN	ADJ;MASC;SG;V.PTCP
teto	tejados	teto	tejado	N;MASC;SG	N;MASC;PL
teto	tejado	teto	tejado	N;MASC;SG	ADJ;MASC;SG;V.PTCP
cozinha	cocinando	cozinha	cocinar	N;FEM;SG	V;V.MSDR
cozinha	cocinar	cozinha	cocinar	N;FEM;SG	V;NFIN
introduziu	introducido	introduzir	introducir	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
introduziu	introducidos	introduzir	introducido	V;IND;SG;3;PST;FIN	ADJ;MASC;PL;V.PTCP
introduziu	introducida	introduzir	introducido	V;IND;SG;3;PST;FIN	ADJ;FEM;SG;V.PTCP
explorar	exploración	explorar	exploración	V;NFIN	N;FEM;SG
delgada	delgado	delgada	delgado	N;FEM;SG	ADJ;MASC;SG
delgada	delgada	delgada	delgada	N;FEM;SG	ADJ;FEM;SG
delgada	delgados	delgada	delgado	N;FEM;SG	ADJ;MASC;PL;V.PTCP
gaspar	gaspar	gaspar	gaspar	N;MASC;SG	PROPN
comer	coma	comer	coma	V;NFIN	
mísseis	misil	míssil	misil	N;MASC;PL	N;MASC;SG
dívida	deudas	dívida	deuda	N;FEM;SG	N;FEM;PL
complementar	complementarias	complementar	complementario	ADJ;MASC;SG	ADJ;FEM;PL
complementar	complementariedad	complementar	complementariedad	ADJ;MASC;SG	N;FEM;SG
complementar	complementarios	complementar	complementario	ADJ;MASC;SG	ADJ;MASC;PL
complementar	complemento	complementar	complemento	ADJ;MASC;SG	N;MASC;SG
complementar	complementar	complementar	complementar	ADJ;MASC;SG	V;NFIN
definidos	definida	definir	definido	V;MASC;PL;V.PTCP	ADJ;FEM;SG;V.PTCP
definidos	definidos	definir	definido	V;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
definidos	definidas	definir	definido	V;MASC;PL;V.PTCP	ADJ;FEM;PL;V.PTCP
definidos	definido	definir	definido	V;MASC;PL;V.PTCP	ADJ;MASC;SG;V.PTCP
albânia	albaneses	albânia	albanés	N;FEM;SG	N;MASC;PL
second	segundos	second	segundo	N;MASC;SG	N;MASC;PL
second	segunda	second	segundo	N;MASC;SG	ADJ;FEM;SG
second	segundas	second	segundo	N;MASC;SG	ADJ;FEM;PL
second	segundo	second	segundo	N;MASC;SG	ADJ;MASC;SG
únicas	único	único	único	ADJ;FEM;PL	ADJ;MASC;SG
únicas	unica	único	unico	ADJ;FEM;PL	N;FEM;SG
únicas	única	único	único	ADJ;FEM;PL	ADJ;FEM;SG
quebec	québec	quebec	québec	N;MASC;SG	PROPN
quebec	quebec	quebec	quebec	N;MASC;SG	PROPN
luigi	luigi	luigi	luigi	PROPN;MASC;SG	PROPN
navarra	navarra	navarra	navarra	N;FEM;SG	ADJ;FEM;SG
navarra	navarra	navarra	navarra	N;FEM;SG	ADJ;FEM;SG
amar	cariñosa	amar	cariñoso	V;NFIN	ADJ;FEM;SG
amar	blogspot	amar	blogspot	V;NFIN	N;MASC;SG
amar	amorosa	amar	amoroso	V;NFIN	ADJ;FEM;SG
amar	amoroso	amar	amoroso	V;NFIN	ADJ;MASC;SG
fio	alambres	fio	alambre	N;MASC;SG	N;MASC;PL
fio	hilos	fio	hilo	N;MASC;SG	N;MASC;PL
infecção	infecciones	infecção	infección	N;FEM;SG	N;FEM;PL
aparelhos	aparato	aparelho	aparato	N;MASC;PL	N;MASC;SG
ideais	ideales	ideal	ideal	N;MASC;PL	ADJ;PL
ideais	ideal	ideal	ideal	N;MASC;PL	ADJ;SG
ideais	ideales	ideal	ideal	N;MASC;PL	ADJ;PL
vizinha	vecina	vizinha	vecino	N;FEM;SG	ADJ;FEM;SG
vizinha	vecina	vizinha	vecino	N;FEM;SG	ADJ;FEM;SG
move	movimientos	mover	movimiento	V;IMP;SG;3;PRS;FIN	N;MASC;PL
move	mudanzas	mover	mudanza	V;IMP;SG;3;PRS;FIN	N;FEM;PL
biografias	biografia	biografia	biografia	N;FEM;PL	N;FEM;SG
main	principales	main	principal	N;MASC;SG	ADJ;PL
main	principal	main	principal	N;MASC;SG	ADJ;SG
sabor	degustar	sabor	degustar	N;MASC;SG	V;NFIN
sabor	gustos	sabor	gusto	N;MASC;SG	N;MASC;PL
negativo	negativas	negativo	negativo	ADJ;MASC;SG	ADJ;FEM;PL
negativo	negativos	negativo	negativo	ADJ;MASC;SG	ADJ;MASC;PL
causado	causado	causar	causado	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
protestantes	protestante	protestante	protestante	N;MASC;PL	ADJ;SG
cantada	cantada	cantar	cantado	V;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
cantada	sung	cantar	sung	V;FEM;SG;V.PTCP	N
cantada	cantado	cantar	cantar	V;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
inês	inez	inês	inez	N;FEM;SG	PROPN
bonita	guapas	bonito	guapa	ADJ;FEM;SG	N;FEM;PL
bonita	pretty	bonito	pretty	ADJ;FEM;SG	N
bonita	bastante	bonito	bastante	ADJ;FEM;SG	ADV
úteis	util	útil	util	N;MASC;PL	ADJ;SG
úteis	utilidad	útil	utilidad	N;MASC;PL	N;FEM;SG
úteis	útil	útil	útil	N;MASC;PL	ADJ;SG
úteis	útiles	útil	útil	N;MASC;PL	ADJ;PL
úteis	servicial	útil	servicial	N;MASC;PL	ADJ;SG
úteis	útil	útil	útil	N;MASC;PL	ADJ;SG
úteis	útiles	útil	útil	N;MASC;PL	ADJ;PL
vaz	vaz	vazer	vaz	N;MASC;SG	
passe	paso	passar	paso	V;SBJV;SG;3;PRS;FIN	N;MASC;SG
passe	pasa	passar	pasar	V;SBJV;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
passe	pasen	passar	pasar	V;SBJV;SG;3;PRS;FIN	V;IMP;PL;3;FIN
anfíbio	anfibios	anfíbio	anfibio	N;MASC;SG	N;MASC;PL
anfíbio	anfibio	anfíbio	anfibio	N;MASC;SG	ADJ;MASC;SG
anfíbio	anfibios	anfíbio	anfibio	N;MASC;SG	N;MASC;PL
anfíbio	anfibio	anfíbio	anfibio	N;MASC;SG	ADJ;MASC;SG
remo	remar	remo	remar	N;MASC;SG	V;NFIN
remo	remando	remo	remar	N;MASC;SG	V;V.MSDR
remo	remo	remo	remo	N;MASC;SG	
remo	remo	remo	remo	N;MASC;SG	
remo	remo	remo	remo	N;MASC;SG	
remo	remo	remo	remo	N;MASC;SG	
silver	plateado	silver	plateado	N;MASC;SG	ADJ;MASC;SG;V.PTCP
ralph	ralph	ralph	ralph	N;MASC;SG	PROPN
entende	entienda	entender	entender	V;IND;SG;3;PRS;FIN	V;IMP;SG;3;FIN
entende	comprenda	entender	comprender	V;IND;SG;3;PRS;FIN	V;IMP;SG;3;FIN
responde	respuesta	responder	respuesta	V;IND;SG;3;PRS;FIN	N;FEM;SG
responde	contestación	responder	contestación	V;IND;SG;3;PRS;FIN	N;FEM;SG
responde	respuesta	responder	respuesta	V;IND;SG;3;PRS;FIN	N;FEM;SG
responde	respondan	responder	responder	V;IND;SG;3;PRS;FIN	V;IMP;PL;3;FIN
responde	responda	responder	responder	V;IND;SG;3;PRS;FIN	V;IMP;SG;3;FIN
georg	georg	georg	georg	N;MASC;SG	PROPN
fixo	corregido	fixo	corregido	N;MASC;SG	ADJ;MASC;SG;V.PTCP
fixo	fijo	fixo	fijo	N;MASC;SG	ADJ;MASC;SG
fixo	fijos	fixo	fijo	N;MASC;SG	ADJ;MASC;PL
fixo	fijado	fixo	fijado	N;MASC;SG	ADJ;MASC;SG;V.PTCP
fixo	fijas	fixo	fijo	N;MASC;SG	ADJ;FEM;PL
penas	pluma	pena	pluma	N;FEM;PL	N;FEM;SG
gardens	jardín	gardem	jardín	N;MASC;PL	N;MASC;SG
gardens	gardens	gardem	garden	N;MASC;PL	N;MASC;SG
segura	hold	seguro	hold	ADJ;FEM;SG	N
segura	aguanta	seguro	aguantar	ADJ;FEM;SG	V;IND;SG;3;PRS;FIN
segura	sostenga	seguro	sostener	ADJ;FEM;SG	V;IMP;SG;3;FIN
segura	safe	seguro	safir	ADJ;FEM;SG	N
info	info	info	info	ADJ;FEM;SG	N;FEM;SG
info	información	info	información	ADJ;FEM;SG	N;FEM;SG
info	informacion	info	informacion	ADJ;FEM;SG	N;FEM;SG
