筋	τένοντες	筋	τένω	N	ADJ;NOM;MASC;PL
力學	μηχανική	力學	μηχανικός	N	ADJ;NOM;FEM;SG
力學	μηχανικοί	力學	μηχανικός	N	ADJ;NOM;MASC;PL
工匠	τεχνίτης	工匠	τεχνίτης	N	ADJ;NOM;MASC;SG
處罰	πέναλτι	處罰	πέναλτι	N	
代理	πρακτορείο	代理	πρακτορείο	V	N;NOM;NEUT;SG
代理	υπηρεσία	代理	υπηρεσία	V	N;NOM;FEM;SG
代理	οργανισμός	代理	οργανισμός	V	N;NOM;MASC;SG
代理	παράγοντες	代理	παράγοντας	V	N;NOM;MASC;PL
代理	πράκτορες	代理	πράκτορας	V	N;NOM;MASC;PL
代理	πράκτορας	代理	πράκτορας	V	N;NOM;MASC;SG
代理	πράκτορα	代理	πράκτορα	V	N;ACC;MASC;SG
舒適	άνεση	舒適	άνεση	ADJ	N;ACC;FEM;SG
舒適	παρηγοριά	舒適	παρηγοριά	ADJ	N;NOM;FEM;SG
舒適	άνετα	舒適	άνετα	ADJ	ADV
舒適	άνετα	舒適	άνετα	ADJ	ADV
充電	φόρτιση	充電	φόρτιση	V	N;ACC;FEM;SG
充電	χρέωση	充電	χρέωση	V	N;ACC;FEM;SG
充電	φόρτιση	充電	φόρτιση	V	N;ACC;FEM;SG
充電	χρέωσης	充電	χρέωση	V	N;GEN;FEM;SG
飛翔	πετάξει	飛翔	πετώ	N	V;PFV;NFIN;ACT
飛翔	πέταξε	飛翔	πετώ	N	V;PFV;IND;SG;3;PST;FIN;ACT
飛翔	πετώντας	飛翔	πετώ	N	V;IPFV;V.CVB;ACT
谷地	valley	谷地	valley	N	
谷地	βάλεϊ	谷地	βάλεϊ	N	
桃子	πιτς	桃子	πιτς	N	
電纜	καλωδιακή	電纜	καλωδιακός	N	ADJ;NOM;FEM;SG
腐敗	διεφθαρμένη	腐敗	διεφθαρμένος	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
腐敗	διεφθαρμένοι	腐敗	διεφθαρμένος	N	ADJ;NOM;MASC;PL
腐敗	διεφθαρμένο	腐敗	διεφθαρμένος	N	ADJ;NOM;NEUT;SG
腐敗	διεφθαρμένος	腐敗	διεφθαρμένος	N	ADJ;NOM;MASC;SG
少數	μειοψηφία	少數	μειοψηφία	ADJ	N;NOM;FEM;SG
少數	μειονότητα	少數	μειονότητα	ADJ	N;ACC;FEM;SG
少數	μειονοτήτων	少數	μειονότητα	ADJ	N;GEN;FEM;PL
少數	μειονότητες	少數	μειονότητα	ADJ	N;NOM;FEM;PL
無聊	βαρετή	無聊	βαρετός	V	ADJ;NOM;FEM;SG
無聊	βαρετός	無聊	βαρετός	V	ADJ;NOM;MASC;SG
無聊	βαρετό	無聊	βαρετό	V	ADJ;NOM;NEUT;SG
藉口	δικαιολογίες	藉口	δικαιολογία		N;NOM;FEM;PL
造船	shipyard	造船	shipyard	V	
造船	ναυπηγείο	造船	ναυπηγείο	V	N;NOM;NEUT;SG
政治	πολιτικά	政治	πολιτικός	N	ADV
飛碟	ufo	飛碟	ufo	N	
飛碟	ufo	飛碟	ufo	N	
供給	εφοδιασμού	供給	εφοδιασμός	V	N;GEN;MASC;SG
供給	εφοδιασμός	供給	εφοδιασμός	V	N;NOM;MASC;SG
請願	αναφορές	請願	αναφορά	V	N;NOM;FEM;PL
請願	αναφορών	請願	αναφορά	V	N;GEN;FEM;PL
偽造	πλαστογραφία	偽造	πλαστογραφία	V	N;NOM;FEM;SG
偽造	πλαστά	偽造	πλαστά	V	N;NOM;NEUT;PL
偽造	σφυρηλάτηση	偽造	σφυρηλάτηση	V	N;ACC;FEM;SG
鹿特丹	ρότερνταμ	鹿特丹	ρότερνταμα	PROPN	ADV;CMPR
好奇	περίεργος	好奇	περίεργος	ADJ	N;NOM;MASC;SG
好奇	περιέργεια	好奇	περιέργεια	ADJ	N;NOM;FEM;SG
好奇	περιέργεια	好奇	περιέργεια	ADJ	N;NOM;FEM;SG
盎司	ουγγιά	盎司	ουγγιά	N	
放逐	εξορία	放逐	εξορία	V	N;ACC;FEM;SG
打壓	καταπίεση	打壓	καταπίεση	V	N;ACC;FEM;SG
打壓	καταστολή	打壓	καταστολή	V	N;ACC;FEM;SG
打壓	καταστολή	打壓	καταστολή	V	N;ACC;FEM;SG
耦合	ζεύξη	耦合	ζεύξη		N;ACC;FEM;SG
耦合	ζεύξης	耦合	ζεύξη		N;GEN;FEM;SG
耦合	σύζευξη	耦合	σύζευξη		N;ACC;FEM;SG
超	υπερφυσική	超	υπερφυσικός	PROPN	ADJ;NOM;FEM;SG
超	υπερφυσικό	超	υπερφυσικός	PROPN	ADJ;NOM;NEUT;SG
成龍	τζάκι	成龍	τζάκι	PROPN	N;NOM;NEUT;SG
成龍	τζάκυ	成龍	τζάκυ	PROPN	N
成龍	jackie	成龍	jackie	PROPN	
猶太	εβραίοι	猶太	εβραίος	PROPN	ADJ;NOM;MASC;PL
猶太	εβραίος	猶太	εβραίος	PROPN	ADJ;NOM;MASC;SG
猶太	εβραϊκό	猶太	εβραϊκός	PROPN	ADJ;NOM;NEUT;SG
猶太	εβραία	猶太	εβραία	PROPN	N;NOM;FEM;SG
猶太	ιουδαϊσμό	猶太	ιουδαϊσμός	PROPN	N;ACC;MASC;SG
凜	ριν	凜	ριν	PROPN	N
愛人	ερωμένες	愛人	ερώνω	N	V;PFV;NOM;FEM;PL;V.PTCP;PASS
愛人	ερωμένη	愛人	ερώνω	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
無奈	αβοήθητος	無奈	αβοήθητος	N	ADJ;NOM;MASC;SG
演示	demo	演示	demo	V	
演示	δοκιμαστικό	演示	δοκιμαστικός	V	ADJ;NOM;NEUT;SG
演示	ντέμο	演示	ντέμο	V	
演示	διαδήλωση	演示	διαδήλωση	V	N;ACC;FEM;SG
演示	επίδειξη	演示	επίδειξη	V	N;ACC;FEM;SG
游擊	κομματική	游擊	κομματικός	N	ADJ;NOM;FEM;SG
定罪	καταδίκες	定罪	καταδίκα	V	N;NOM;FEM;PL
定罪	πεποιθήσεις	定罪	πεποίθηση	V	N;NOM;FEM;PL
定罪	καταδίκη	定罪	καταδίκη	V	N;ACC;FEM;SG
定罪	πεποίθηση	定罪	πεποίθηση	V	N;ACC;FEM;SG
聘用	πρόσληψη	聘用	πρόσληψη	V	N;ACC;FEM;SG
聘用	προσλήψεις	聘用	πρόσληψη	V	N;NOM;FEM;PL
聘用	μίσθωση	聘用	μίσθωση	V	N;NOM;FEM;SG
盒子	box	盒子	box	N	
盒子	κουτι	盒子	κουτι	N	
液態	υγρή	液態	υγρή	N	ADJ;NOM;FEM;SG
液態	υγρός	液態	υγρός	N	ADJ;NOM;MASC;SG
棄權	αποχές	棄權	αποχή	V	N;NOM;FEM;PL
棄權	αποχή	棄權	αποχή	V	N;ACC;FEM;SG
棄權	παραίτηση	棄權	παραίτηση	V	N;ACC;FEM;SG
棄權	αποχή	棄權	αποχή	V	N;ACC;FEM;SG
博弈	παιχνίδι	博弈	παιχνίδι	V	N;NOM;NEUT;SG
博弈	game	博弈	game	V	
博弈	παιχνιδι	博弈	παιχνιδι	V	
百分	ποσοστιαία	百分	ποσοστιαίος	N	ADJ;NOM;FEM;SG
製造	κατασκευή	製造	κατασκευή	V	N;NOM;FEM;SG
製造	μεταποίηση	製造	μεταποίηση	V	N;NOM;FEM;SG
妥協	συμβιβαστική	妥協	συμβιβαστικός	N	ADJ;NOM;FEM;SG
解雇	απόλυση	解雇	απόλυση	V	N;ACC;FEM;SG
阻塞	απόφραξη	阻塞	απόφραξη	V	N;ACC;FEM;SG
狙擊	σκοπευτής	狙擊	σκοπευτής	V	N;NOM;MASC;SG
評判	κρίνοντας	評判	κρίνω	N	V;IPFV;V.CVB;ACT
奉獻	αφοσιωμένος	奉獻	αφοσιωμένος	N	V;PFV;NOM;MASC;SG;V.PTCP;PASS
奉獻	αφοσιωμένη	奉獻	αφοσιώνω	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
奉獻	αφοσιωμένο	奉獻	αφοσιωμένος	N	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
奉獻	αφιερωμένη	奉獻	αφιερώνω	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
奉獻	αφιερωμένο	奉獻	αφιερώνω	N	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
藥品	ιατρική	藥品	ιατρικός	N	ADJ;NOM;FEM;SG
藥品	ναρκωτικά	藥品	ναρκωτικά	N	ADV
清新	φρέσκος	清新	φρέσκος	N	PROPN;NOM;MASC;SG
升起	άνοδος	升起	άνοδος	V	N;NOM;FEM;SG
憂鬱	μελαγχολική	憂鬱	μελαγχολικός	N	ADJ;NOM;FEM;SG
創始	ιδρυτικό	創始	ιδρυτικός	V	ADJ;NOM;NEUT;SG
創始	ίδρυση	創始	ίδρυση	V	N;NOM;FEM;SG
詐騙	απάτες	詐騙	απάτη	V	N;NOM;FEM;PL
詐騙	απάτη	詐騙	απάτη	V	N;NOM;FEM;SG
詐騙	απάτη	詐騙	απάτη	V	N;NOM;FEM;SG
偷渡	λαθρεμπόριο	偷渡	λαθρεμπόριο	V	N;NOM;NEUT;SG
任用	ραντεβού	任用	ραντεβός	V	N;NOM;NEUT;SG
任用	διορισμός	任用	διορισμός	V	N;NOM;MASC;SG
反彈	ριμπάουντ	反彈	ριμπάουντ	V	
反彈	αναπήδηση	反彈	αναπήδηση	V	N;NOM;FEM;SG
孤兒	ορφανά	孤兒	ορφανός	N	ADV
孤兒	ορφανή	孤兒	ορφανής	N	ADJ;NOM;FEM;SG
孤兒	ορφανός	孤兒	ορφανός	N	ADJ;NOM;MASC;SG
孤兒	ορφανά	孤兒	ορφανός	N	ADV
離散	διακριτική	離散	διακριτικός	N	ADJ;NOM;FEM;SG
離散	διακριτά	離散	διακριτός	N	ADV
離散	διακριτικός	離散	διακριτικός	N	ADJ;NOM;MASC;SG
週	πεμ	週	πεμ	N	
黨派	κομματική	黨派	κομματικός	N	ADJ;NOM;FEM;SG
協奏	κονσέρτο	協奏	κονσέρτο	V	N;NOM;NEUT;SG
希伯	εβραϊκή	希伯	εβραϊκός	PROPN	ADJ;NOM;FEM;SG
希伯	εβραϊκά	希伯	εβραϊκά	PROPN	ADV
希伯	εβραϊκό	希伯	εβραϊκός	PROPN	ADJ;NOM;NEUT;SG
電子	email	電子	email	N	
高能	ενεργητικός	高能	ενεργητικός	N	ADJ;NOM;MASC;SG
招聘	πρόσληψη	招聘	πρόσληψη	V	N;ACC;FEM;SG
招聘	στρατολόγηση	招聘	στρατολόγηση	V	N;ACC;FEM;SG
招聘	προσλήψεις	招聘	πρόσληψη	V	N;NOM;FEM;PL
招聘	στρατολόγηση	招聘	στρατολόγηση	V	N;ACC;FEM;SG
招聘	πρόσληψη	招聘	πρόσληψη	V	N;ACC;FEM;SG
招聘	προσλήψεις	招聘	πρόσληψη	V	N;NOM;FEM;PL
招聘	μίσθωση	招聘	μίσθωση	V	N;NOM;FEM;SG
加	επιτάχυνση	加	επιτάχυνση	V	N;ACC;FEM;SG
喇叭	χορν	喇叭	χορν	N	
貝勒	μπελ	貝勒	μπελ	PROPN	
貝勒	μπέιλορ	貝勒	μπέιλορ	PROPN	N
不平	ανισότητα	不平	ανισότητα	ADJ	N;ACC;FEM;SG
不平	άνιση	不平	άνιση	ADJ	N;NOM;FEM;SG
不平	ανισότητες	不平	ανισότητα	ADJ	N;NOM;FEM;PL
晶體	κρίσταλ	晶體	κρίσταλ	N	
晶體	κρυσταλλική	晶體	κρυσταλλικός	N	ADJ;NOM;FEM;SG
開花	ανθοφορίας	開花	ανθοφορία	V	N;GEN;FEM;SG
開花	μπλουμ	開花	μπλουμ	V	
白話	καθομιλουμένη	白話	καθομιλώ	N	ADJ;NOM;FEM;SG
廉價	φθηνό	廉價	φτηνός	N	ADJ;NOM;NEUT;SG
廉價	φτηνή	廉價	φτηνός	N	ADJ;NOM;FEM;SG
廉價	φτηνό	廉價	φτηνός	N	ADJ;NOM;NEUT;SG
收養	υιοθέτηση	收養	υιοθέτηση	V	N;ACC;FEM;SG
收養	έγκριση	收養	έγκριση	V	N;ACC;FEM;SG
收養	υιοθεσία	收養	υιοθεσία	V	N;NOM;FEM;SG
音訊	ηχητική	音訊	ηχητικός	N	ADJ;NOM;FEM;SG
叛逆	επαναστατική	叛逆	επαναστατικός	N	ADJ;NOM;FEM;SG
密封	seal	密封	seal	N	
快車	express	快車	express	N	
快車	εκφράσω	快車	εκφράζω	N	V;PFV;IND;SG;1;FIN;ACT
重現	επανεμφάνιση	重現	επανεμφάνιση	V	N;ACC;FEM;SG
重現	υποτροπή	重現	υποτροπή	V	N;ACC;FEM;SG
重現	επανάληψης	重現	επανάληψη	V	N;GEN;FEM;SG
信賴	έμπιστος	信賴	έμπιστος	V	ADJ;NOM;MASC;SG
信賴	έμπιστο	信賴	έμπιστος	V	ADJ;NOM;NEUT;SG
兩	αμφίβια	兩	αμφίβια	NUM	N;NOM;NEUT;PL
撞球	μπιλιάρδο	撞球	μπιλιάρδο	N	
剝奪	στέρηση	剝奪	στέρηση	V	N;ACC;FEM;SG
鼓舞	εμπνευσμένο	鼓舞	εμπνεύω	N	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
鼓舞	εμπνέει	鼓舞	εμπνέω	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
關稅	τελωνειακές	關稅	τελωνειακός	N	ADJ;NOM;FEM;PL
定性	ποιοτικές	定性	ποιοτικός	N	ADJ;NOM;FEM;PL
定性	ποιοτικά	定性	ποιοτικός	N	ADV
定性	ποιοτική	定性	ποιοτικός	N	ADJ;NOM;FEM;SG
讀取	ανάγνωση	讀取	ανάγνωση	V	N;NOM;FEM;SG
讀取	διαβάστε	讀取	διαβάζω	V	N
讀取	ανάγνωση	讀取	ανάγνωση	V	N;NOM;FEM;SG
讀取	διάβασμα	讀取	διάβασμα	V	N;NOM;NEUT;SG
調動	αναδιάταξη	調動	αναδιάταξη	V	N;ACC;FEM;SG
調動	ανακατανομή	調動	ανακατανομή	V	N;NOM;FEM;SG
調動	κινητοποίηση	調動	κινητοποίηση	V	N;ACC;FEM;SG
調動	κινητικότητα	調動	κινητικότητα	V	N;ACC;FEM;SG
調動	κινητικότητας	調動	κινητικότητα	V	N;GEN;FEM;SG
獨唱	σολίστ	獨唱	σολίστ	N	
獨唱	σόλο	獨唱	σόλος	N	
光電	φωτοβολταϊκών	光電	φωτοβολταϊκός	N	ADJ;GEN;NEUT;PL
十字	σταυροφόροι	十字	σταυροφόρος	N	ADJ;NOM;MASC;PL
十字	σταυροφόρος	十字	σταυροφόρος	N	ADJ;NOM;MASC;SG
平均	μέσος	平均	μέσος	ADJ	N;NOM;MASC;SG
平均	μέση	平均	μέσο	ADJ	N;NOM;FEM;SG
不敗	αήττητος	不敗	αήττητος	N	ADJ;NOM;MASC;SG
興奮	ενθουσιασμένη	興奮	ενθουσιάζω	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
興奮	ενθουσιασμένος	興奮	ενθουσιασμένος	N	V;PFV;NOM;MASC;SG;V.PTCP;PASS
興奮	ενθουσιασμένοι	興奮	ενθουσιάζω	N	V;PFV;NOM;MASC;PL;V.PTCP;PASS
希臘	ελληνική	希臘	ελληνικός	PROPN	ADJ;NOM;FEM;SG
希臘	ελληνικά	希臘	ελληνικός	PROPN	ADV
希臘	ελληνίδα	希臘	ελληνίδα	PROPN	N;NOM;FEM;SG
希臘	ελληνικό	希臘	ελληνικός	PROPN	ADJ;NOM;NEUT;SG
希臘	ελληνικα	希臘	ελληνικα	PROPN	N;NOM;NEUT;PL
投注	στοιχήματα	投注	στοίχημα	V	N;NOM;NEUT;PL
投注	στοιχημάτων	投注	στοίχημα	V	N;GEN;NEUT;PL
孤獨	μοναχικά	孤獨	μοναχικός	N	ADJ;NOM;NEUT;PL
孤獨	μοναχικό	孤獨	μοναχικός	N	ADJ;NOM;NEUT;SG
孤獨	μοναχικός	孤獨	μοναχικός	N	ADJ;NOM;MASC;SG
老	βετεράνους	老	βετέρανος	PART	PROPN;ACC;MASC;PL
老	βετεράνος	老	βετεράνος	PART	N;NOM;MASC;SG
老	βετεράνους	老	βετέρανος	PART	PROPN;ACC;MASC;PL
老	βετεράνοι	老	βετεράνος	PART	N;NOM;MASC;PL
更低	κάτω	更低	κάτω	ADJ	ADV
更低	κατώτερη	更低	κατώς	ADJ	N;NOM;FEM;SG
更低	χαμηλότερα	更低	χαμηλά	ADJ	ADV;CMPR
天秤	ζυγό	天秤	ζυγός	PROPN	N;ACC;MASC;SG
天秤	ζυγός	天秤	ζυγός	PROPN	N;NOM;MASC;SG
過濾	φιλτραρισμένο	過濾	φιλτραρισμένος	N	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
黃道	εκλειπτική	黃道	εκλειπτικός	N	ADJ;ACC;FEM;SG
黃道	zodiac	黃道	zodiac	N	
駕駛	πιλοτήριο	駕駛	πιλοτήριο	V	N;NOM;NEUT;SG
甘地	γκάντι	甘地	γκάντι	PROPN	
救護	ασθενοφόρο	救護	ασθενοφόρο	V	N;NOM;NEUT;SG
提問	ερώτηση	提問	ερώτηση	V	N;ACC;FEM;SG
提問	ερώτημα	提問	ερώτημα	V	N;NOM;NEUT;SG
袋鼠	καγκουρό	袋鼠	καγκουρός	N	PROPN;NOM;NEUT;SG
袋鼠	καγκουρό	袋鼠	καγκουρός	N	PROPN;NOM;NEUT;SG
弱勢	ευάλωτη	弱勢	ευάλωτος	N	ADJ;NOM;FEM;SG
弱勢	ευάλωτα	弱勢	ευάλωτα	N	ADJ;NOM;NEUT;PL
弱勢	ευάλωτος	弱勢	ευάλωτος	N	ADJ;NOM;MASC;SG
弱勢	ευάλωτοι	弱勢	ευάλωτος	N	ADJ;NOM;MASC;PL
弱勢	ευάλωτες	弱勢	ευάλωτος	N	ADJ;NOM;FEM;PL
開羅	κάιρο	開羅	κάιρος	PROPN	PROPN;NOM;NEUT;SG
不	ταλαιπωρία	不	ταλαιπωρία	ADV;NEG	N;NOM;FEM;SG
不	ενόχληση	不	ενόχληση	ADV;NEG	N;ACC;FEM;SG
不	δυσφορία	不	δυσφορία	ADV;NEG	N;ACC;FEM;SG
服從	υπακοή	服從	υπακοή	V	N;ACC;FEM;SG
水力	hydro	水力	hydro	N	
水力	υδραυλικά	水力	υδραυλικά	N	ADV
水力	υδραυλικός	水力	υδραυλικός	N	ADJ;NOM;MASC;SG
水力	υδραυλικά	水力	υδραυλικά	N	ADV
水力	υδραυλικό	水力	υδραυλικός	N	ADJ;NOM;NEUT;SG
水力	υδροηλεκτρική	水力	υδροηλεκτρικός	N	ADJ;NOM;FEM;SG
向	ηλιοτρόπια	向	ηλιοτρόπιο	ADP	N;NOM;NEUT;PL
向	ηλιοτρόπιο	向	ηλιοτρόπιο	ADP	N;NOM;NEUT;SG
轉讓	μεταφορά	轉讓	μεταφορά	V	N;NOM;FEM;SG
轉讓	μετάθεση	轉讓	μετάθεση	V	N;ACC;FEM;SG
轉讓	μεταβίβαση	轉讓	μεταβίβαση	V	N;ACC;FEM;SG
轉讓	εκχώρηση	轉讓	εκχώρηση	V	N;ACC;FEM;SG
轉讓	ανάθεση	轉讓	ανάθεση	V	N;ACC;FEM;SG
轉讓	μεταβιβάσεις	轉讓	μεταβίβαση	V	N;NOM;FEM;PL
轉讓	μεταφορές	轉讓	μεταφορά	V	N;NOM;FEM;PL
反對	αντιπολίτευσης	反對	αντιπολίτευση	V	N;GEN;FEM;SG
反對	αντίθεση	反對	αντίθεση	V	N;ACC;FEM;SG
反對	αντιπολίτευση	反對	αντιπολίτευση	V	N;NOM;FEM;SG
冒犯	προσβλητικό	冒犯	προσβλητικός	V	ADJ;NOM;NEUT;SG
冒犯	προσβλητική	冒犯	προσβλητικός	V	ADJ;NOM;FEM;SG
動力	δυναμική	動力	δυναμικός	N	ADJ;NOM;FEM;SG
緯度	λατ	緯度	λατ	N	
靈活	ευελιξία	靈活	ευελιξία	ADJ	N;ACC;FEM;SG
靈活	ελαστικότητα	靈活	ελαστικότητα	ADJ	N;ACC;FEM;SG
薩姆	sam	薩姆	sam	PROPN	
薩姆	σαμ	薩姆	σαμ	PROPN	
扣留	παρακράτηση	扣留	παρακράτηση	V	N;ACC;FEM;SG
凍結	κατεψυγμένα	凍結	κατεψυγμένος	V	N;NOM;NEUT;PL
凍結	παγωνιά	凍結	παγωνία	V	N;NOM;FEM;SG
凍結	πάγωμα	凍結	πάγωμα	V	N;NOM;NEUT;SG
凍結	κατάψυξη	凍結	κατάψυξη	V	N;ACC;FEM;SG
凍結	ακίνητος	凍結	ακίνητος	V	ADJ;NOM;MASC;SG
副	αντιγραφή	副	αντιγραφή	PART	N;NOM;FEM;SG
副	αντίγραφο	副	αντίγραφο	PART	N;NOM;NEUT;SG
副	αντίγραφα	副	αντίγραφο	PART	N;NOM;NEUT;PL
副	αντίτυπα	副	αντίτυπο	PART	N;NOM;NEUT;PL
橫向	οριζόντιο	橫向	οριζόντιος	N	ADJ;NOM;NEUT;SG
橫向	οριζόντιες	橫向	οριζόντιος	N	ADJ;NOM;FEM;PL
橫向	οριζόντια	橫向	οριζόντια	N	ADV
橫向	πλευρική	橫向	πλευρικός	N	ADJ;NOM;FEM;SG
水壩	dam	水壩	dam	N	
典範	υποδειγματική	典範	υποδειγματικός	N	ADJ;NOM;FEM;SG
雄心	φιλόδοξη	雄心	φιλόδοξος	N	ADJ;NOM;FEM;SG
雄心	φιλόδοξοι	雄心	φιλόδοξος	N	ADJ;NOM;MASC;PL
癱瘓	παραλύσει	癱瘓	παραλύω	N	V;PFV;NFIN;ACT
癱瘓	παράλυτος	癱瘓	παράλυτος	N	ADJ;NOM;MASC;SG
癱瘓	παραλύσει	癱瘓	παραλύω	N	V;PFV;NFIN;ACT
開關	διακόπτες	開關	διακόπτης	V	N;NOM;MASC;PL
開關	διακόπτης	開關	διακόπτης	V	N;NOM;MASC;SG
開關	διακόπτη	開關	διακόπτης	V	N;NOM;NEUT;SG
開關	εναλλαγή	開關	εναλλαγή	V	N;NOM;FEM;SG
以色列	ισραηλινοί	以色列	ισραηλινός	PROPN	PROPN;NOM;MASC;PL
錄取	παραδοχή	錄取	παραδοχή	V	N;NOM;FEM;SG
肯亞	κένυα	肯亞	κένυα	PROPN	PROPN;NOM;FEM;SG
扔	πέτα	扔	πέτα	V	N
硫化	θειούχο	硫化	θειούχος	N	ADJ;NOM;NEUT;SG
影射	υπονοούμενα	影射	υπονοούμενος	N	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
巧合	σύμπτωση	巧合	σύμπτωση		N;NOM;FEM;SG
巧合	συμπτώσεις	巧合	σύμπτωση		N;NOM;FEM;PL
代謝	μεταβολισμός	代謝	μεταβολισμός	V	N;NOM;MASC;SG
代謝	μεταβολισμό	代謝	μεταβολισμός	V	N;ACC;MASC;SG
代謝	μεταβολική	代謝	μεταβολικός	V	ADJ;NOM;FEM;SG
大	δυνατά	大	δυνατός	PART	ADV
堪薩斯	κάνσας	堪薩斯	κάνσας	PROPN	PROPN;NOM;FEM;SG
進食	σίτιση	進食	σίτιση	V	N;NOM;FEM;SG
新	στρατολογήσει	新	στρατολογώ	PART	V;PFV;NFIN;ACT
上線	διαδικτυακή	上線	διαδικτυακός	V	ADJ;NOM;FEM;SG
上線	διαδικτυακά	上線	διαδικτυακός	V	N;NOM;NEUT;PL
上線	online	上線	online	V	
老年	τελειόφοιτοι	老年	τελειόφοιτος	N	ADJ;NOM;MASC;PL
幸存	επιζήσαντες	幸存	επιζήσαν	V	ADJ;NOM;MASC;PL
幸存	επιζώντες	幸存	επιζώ	V	ADJ;NOM;MASC;PL
幸存	επιζών	幸存	επιζός	V	N;NOM;MASC;SG
幸存	survivor	幸存	survivor	V	
煎	φράι	煎	φράι	N	
遙控	απομακρυσμένο	遙控	απομακρύσμενος	N	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
遙控	απομακρυσμένα	遙控	απομακρύσμενος	N	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
遙控	απομακρυσμένη	遙控	απομακρύω	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
輝煌	λαμπρό	輝煌	λαμπρός	N	ADJ;NOM;NEUT;SG
輝煌	λαμπρά	輝煌	λαμπρά	N	ADV
多餘	έξτρα	多餘	έξτρο	ADV	N
多餘	extra	多餘	extra	ADV	
多餘	περιττή	多餘	περιττής	ADV	ADJ;NOM;FEM;SG
多餘	περιττή	多餘	περιττής	ADV	ADJ;NOM;FEM;SG
多餘	περιττό	多餘	περιττό	ADV	N;NOM;NEUT;SG
多餘	υπέρβαση	多餘	υπέρβαση	ADV	N;ACC;FEM;SG
多餘	υπερβολή	多餘	υπερβολή	ADV	N;NOM;FEM;SG
受害	θύματα	受害	θύμα	V	N;NOM;NEUT;PL
受害	θύμα	受害	θύμα	V	N;NOM;NEUT;SG
美學	αισθητική	美學	αισθητικός	N	ADJ;NOM;FEM;SG
美學	αισθητική	美學	αισθητικός	N	ADJ;NOM;FEM;SG
政客	πολιτικούς	政客	πολιτικός	N	ADJ;NOM;MASC;PL
政客	πολιτικοί	政客	πολιτικός	N	ADJ;NOM;MASC;PL
政客	πολιτικό	政客	πολιτικός	N	ADJ;NOM;NEUT;SG
政客	πολιτικός	政客	πολιτικός	N	ADJ;NOM;MASC;SG
季刊	τριμηνιαία	季刊	τριμηνιαίος	N	ADJ;NOM;FEM;SG
上級	ανώτερη	上級	ανώτερος	N	ADJ;NOM;FEM;SG
上級	ανώτερος	上級	άνω	N	ADJ;NOM;MASC;SG
震動	τρέμουλο	震動	τρέμουλος	V	N;NOM;NEUT;SG
震動	τρόμος	震動	τρόμος	V	N;NOM;MASC;SG
震動	δόνηση	震動	δόνηση	V	N;ACC;FEM;SG
震動	κραδασμούς	震動	κραδασμός	V	N;ACC;MASC;PL
震動	δονήσεις	震動	δόνηση	V	N;NOM;FEM;PL
病理	παθολογική	病理	παθολογικός	N	ADJ;NOM;FEM;SG
嫌犯	ύποπτοι	嫌犯	ύποπτος	N	ADJ;NOM;MASC;PL
嫌犯	ύποπτους	嫌犯	ύποπτος	N	ADJ;NOM;MASC;PL
嫌犯	υπόπτους	嫌犯	ύποπτος	N	ADJ;NOM;MASC;PL
嫌犯	ύποπτος	嫌犯	ύποπτος	N	ADJ;NOM;MASC;SG
嫌犯	ύποπτο	嫌犯	ύποπτος	N	ADJ;NOM;NEUT;SG
嫌犯	ύποπτη	嫌犯	ύποπτος	N	ADJ;NOM;FEM;SG
妨礙	παρεμπόδιση	妨礙	παρεμπόδιση	V	N;ACC;FEM;SG
妨礙	απόφραξη	妨礙	απόφραξη	V	N;ACC;FEM;SG
妨礙	εμπόδιο	妨礙	εμπόδιο	V	N;NOM;NEUT;SG
埋伏	ενέδρα	埋伏	ενδρα	V	N;NOM;MASC;SG
抵押	εξασφαλίσεις	抵押	εξασφάλιση	V	N;NOM;FEM;PL
抵押	υποθήκη	抵押	υποθήκη	V	N;NOM;FEM;SG
扣押	κατάσχεση	扣押	κατάσχεση	V	N;ACC;FEM;SG
元老	σύγκλητος	元老	σύγκλητος	N	ADJ;NOM;MASC;SG
天真	αφελή	天真	αφελός	ADJ	N;VOC;MASC;SG
天真	αφελείς	天真	αφελές	ADJ	N;NOM;MASC;PL
美化	κηπουρική	美化	κηπουρικός	V	ADJ;NOM;FEM;SG
配方	formula	配方	formula	N	
備忘	υπόμνημα	備忘	υπόμνημα	V	N;NOM;NEUT;SG
備忘	μνημόνιο	備忘	μνημόνιο	V	N;NOM;NEUT;SG
備忘	υπόμνημα	備忘	υπόμνημα	V	N;NOM;NEUT;SG
許可	δίπλωμα	許可	δίπλωμα	V	N;NOM;NEUT;SG
