din	du	din	du	ADP;ACC	DET;MASC;SG
citat	cotation	cita	cotation	ADJ;INDF;MASC;SG	N;FEM;SG
citat	citation	cita	citation	ADJ;INDF;MASC;SG	N;FEM;SG
citat	devis	cita	devis	ADJ;INDF;MASC;SG	N;MASC;SG
citat	citer	cita	citer	ADJ;INDF;MASC;SG	V;NFIN
citat	cite	cita	citer	ADJ;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
baze	baze	bază	baze	N;INDF;FEM;PL	PROPN
caldura	thermique	caldura	thermique	N;DEF;FEM;SG	ADJ;MASC;SG
caldura	chauffer	caldura	chauffer	N;DEF;FEM;SG	V;NFIN
caldura	thermique	caldura	thermique	N;DEF;FEM;SG	ADJ;MASC;SG
caldura	chauffer	caldura	chauffer	N;DEF;FEM;SG	V;NFIN
caldura	thermique	caldura	thermique	N;DEF;FEM;SG	ADJ;MASC;SG
caldura	chauffer	caldura	chauffer	N;DEF;FEM;SG	V;NFIN
apus	coucher	apus	coucher	N;INDF;MASC;SG	V;NFIN
apus	sunset	apus	sunset	N;INDF;MASC;SG	PROPN
diplomat	diplomates	diplomat	diplomate	N;INDF;MASC;SG	N;MASC;PL
campo	campo	campo	campo	PROPN	PROPN
selectie	sélections	selectie	sélection	N;INDF;FEM;SG	N;FEM;PL
grigorescu	grigorescu	grigorescu	grigorescu	PROPN	PROPN
folclor	folklorique	folclor	folklorique	N;INDF;MASC;SG	ADJ;MASC;SG
verona	vérone	verona	vérone	PROPN	PROPN
sarah	sarah	sarah	sarah	PROPN	PROPN
baroc	baroque	baroc	baroque	N;INDF;MASC;SG	ADJ;MASC;SG
baroc	baroques	baroc	baroque	N;INDF;MASC;SG	ADJ;MASC;PL
xxi	xxi	xxi	xxi		NUM
xxi	xxie	xxi	xxie		N;MASC;SG
xxi	xxième	xxi	xxième		ADJ;MASC;SG
newton	newton	newton	newton	PROPN	PROPN
köln	cologne	köln	cologne	PROPN	PROPN
fair	justes	fair	juste	N;INDF;MASC;SG	ADJ;MASC;PL
fair	équitable	fair	équitable	N;INDF;MASC;SG	ADJ;MASC;SG
fair	équitables	fair	équitable	N;INDF;MASC;SG	ADJ;MASC;PL
turcii	turques	turc	turc	N;DEF;MASC;PL	ADJ;FEM;PL
turcii	turque	turc	turc	N;DEF;MASC;PL	ADJ;FEM;SG
incendiu	incendies	incendiu	incendie	N;INDF;MASC;SG	N;MASC;PL
filosofia	philosophique	filosofie	philosophique	N;DEF;FEM;SG	ADJ;MASC;SG
inter	inter	inter	inter	N;INDF;MASC;SG	PROPN
occident	occidentale	occident	occidental	N;INDF;MASC;SG	ADJ;FEM;SG
occident	west	occident	west	N;INDF;MASC;SG	PROPN
filmat	filmés	filmat	filmer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
filmat	filmé	filmat	filmer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
filmat	tourné	filmat	tourner	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
filmat	filmées	filmat	filmer	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
filmat	filmée	filmat	filmer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
supus	soumise	supus	soumettre	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
supus	soumis	supus	soumettre	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
supus	soumises	supus	soumettre	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
dovedeste	prouvez	dovedest	prouver	V;IND;SG;3;PRS;FIN	V;IMP;PL;2;PRS;FIN
clasificata	classées	clasificat	classer	ADJ;DEF;FEM;SG	V;FEM;PL;PST;V.PTCP
clasificata	classifié	clasificat	classifier	ADJ;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
clasificata	classés	clasificat	classer	ADJ;DEF;FEM;SG	V;MASC;PL;PST;V.PTCP
clasificata	classé	clasificat	classer	ADJ;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
voluntari	volontaires	voluntar	volontaire	N;INDF;MASC;PL	ADJ;MASC;PL
voluntari	bénévole	voluntar	bénévole	N;INDF;MASC;PL	ADJ;MASC;SG
voluntari	bénévoles	voluntar	bénévole	N;INDF;MASC;PL	ADJ;MASC;PL
gavriil	gavriil	gavriil	gavriil	N;DEF;MASC;PL	PROPN
beton	concret	beton	concret	N;INDF;MASC;SG	ADJ;MASC;SG
beton	concrètes	beton	concret	N;INDF;MASC;SG	ADJ;FEM;PL
declaratia	énoncé	declaratie	énoncer	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
emilia	emilia	emilie	emilia	N;DEF;FEM;SG	PROPN
kitami	kitami	kitami	kitami		PROPN
tetragnatha	tetragnatha	tetragnatha	tetragnatha	N;DEF;FEM;SG	PROPN
scoate	enlèvent	scoate	enlever	V;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN
scoate	supprimez	scoate	supprimer	V;IND;SG;3;PRS;FIN	V;IMP;PL;2;PRS;FIN
pronuntat	prononcée	pronuntat	prononcer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
pronuntat	prononcé	pronuntat	prononcer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
pronuntat	prononcés	pronuntat	prononcer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
pronuntat	prononcée	pronuntat	prononcer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
pronuntat	prononcé	pronuntat	prononcer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
pronuntat	prononcés	pronuntat	prononcer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
spirituala	spirituelles	spiritual	spirituel	ADJ;DEF;FEM;SG	ADJ;FEM;PL
spirituala	spirituelles	spiritual	spirituel	ADJ;DEF;FEM;SG	ADJ;FEM;PL
caracteristicile	caractéristiques	caracteristică	caractéristique	N;DEF;FEM;PL	ADJ;FEM;PL
walker	walker	walker	walker	PROPN	PROPN
walker	rôdeur	walker	rôdeur	PROPN	N;MASC;SG
salerno	salerno	salerno	salerno	PROPN	PROPN
auzit	entendues	auzi	entendre	V;MASC;SG;V.PTCP	V;FEM;PL;PST;V.PTCP
auzit	entendus	auzi	entendre	V;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
jeff	jeff	jeff	jeff	PROPN	PROPN
interesat	intéressée	interesat	intéresser	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
interesat	intéressés	interesat	intéresser	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
interesat	intéressées	interesat	intéresser	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
interesat	intéressé	interesat	intéresser	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
malla	malla	malla	malla	N;INDF;MASC;SG	PROPN
semi	semi	semi	semi		N;MASC;SG
plastic	plastique	plastic	plastique	N;INDF;MASC;SG	ADJ;MASC;SG
plastic	plastiques	plastic	plastique	N;INDF;MASC;SG	ADJ;MASC;PL
plastic	plastique	plastic	plastique	N;INDF;MASC;SG	ADJ;MASC;SG
plastic	plastiques	plastic	plastique	N;INDF;MASC;SG	ADJ;MASC;PL
malik	malik	malik	malik	PROPN	PROPN
blaga	blaga	blagă	blaga	N;DEF;FEM;SG	PROPN
arnold	arnold	arnold	arnold	N;INDF;MASC;SG	PROPN
procesele	processus	proces	processus	N;DEF;FEM;PL	N;MASC;SG
probe	preuve	probă	preuve	N;INDF;FEM;PL	N;FEM;SG
limitat	limitée	limita	limiter	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
limitat	limitées	limita	limiter	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
limitat	limité	limita	limiter	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
limitat	limités	limita	limiter	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
expus	exposées	expune	exposer	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
expus	exposés	expune	exposer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
expus	exposé	expune	exposer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
johnny	johnny	johnny	johnny	PROPN	PROPN
mile	mile	milă	mile		N;MASC;SG
mile	milles	milă	mille		N;MASC;PL
mile	kilomètres	milă	kilomètre		N;MASC;PL
mile	miles	milă	mile		N;MASC;PL
sotii	époux	sot	époux	N;DEF;MASC;PL	N;MASC;SG
sotii	conjoints	sot	conjoint	N;DEF;MASC;PL	ADJ;MASC;PL
kent	kent	kent	kent	N;INDF;MASC;SG	PROPN
israelian	israéliens	israelian	israélien	ADJ;INDF;MASC;SG	ADJ;MASC;PL
israelian	israéliennes	israelian	israélien	ADJ;INDF;MASC;SG	ADJ;FEM;PL
ghirardi	ghirardi	ghirard	ghirardi		PROPN
introduse	introduit	introduce	introduire	V;IND;PL;3;PST;FIN	V;MASC;SG;PST;V.PTCP
santiago	santiago	santiago	santiago	PROPN	PROPN
kelly	kelly	kelly	kelly	PROPN	PROPN
bei	bei	bea	bei	V;IND;SG;2;PRS;FIN	PROPN
bei	bei	bea	bei	V;IND;SG;2;PRS;FIN	PROPN
nelson	nelson	nelson	nelson	PROPN	PROPN
aviv	aviv	aviv	aviv	PROPN	PROPN
gazda	hôtesses	gazdă	hôtesse	N;DEF;FEM;SG	N;FEM;PL
timpurile	fois	timp	fois	N;DEF;FEM;PL	N;FEM;SG
declansat	déclenché	declansa	déclencher	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
declansat	déclenchée	declansa	déclencher	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
pan	pan	pan	pan		N;MASC;SG
pan	casserole	pan	casserole		N;FEM;SG
sarba	serbe	sarbă	serbe	N;DEF;FEM;SG	ADJ;MASC;SG
sarba	serbes	sarbă	serbe	N;DEF;FEM;SG	ADJ;MASC;PL
distincte	distinct	distinct	distinct	ADJ;INDF;FEM;PL	ADJ;MASC;SG
distincte	distincte	distinct	distinct	ADJ;INDF;FEM;PL	ADJ;FEM;SG
reflecta	reflètent	reflecta	refléter	V;IND;SG;3;IPFV;FIN	V;IND;PL;3;PRS;FIN
reflecta	reflète	reflecta	refléter	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
reflecta	reflètent	reflecta	refléter	V;IND;SG;3;IPFV;FIN	V;IND;PL;3;PRS;FIN
fructe	fruitières	fruct	fruitier	N;INDF;FEM;PL	ADJ;FEM;PL
rezolvat	résolus	rezolva	résoudre	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
rezolvat	résolues	rezolva	résoudre	ADJ;INDF;MASC;SG	ADJ;FEM;PL
rezolvat	résolu	rezolva	résoudre	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
rezolvat	résolue	rezolva	résoudre	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
rezolvat	résolus	rezolva	résoudre	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
rezolvat	résolues	rezolva	résoudre	ADJ;INDF;MASC;SG	ADJ;FEM;PL
rezolvat	résolu	rezolva	résoudre	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
rezolvat	résolue	rezolva	résoudre	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
piele	cuirs	piele	cuir	N;INDF;FEM;SG	N;MASC;PL
temperaturi	température	temperatură	température	N;INDF;FEM;PL	N;FEM;SG
rachete	roquette	rachet	roquette	N;INDF;FEM;PL	N;FEM;SG
distruge	détruisez	distruge	détruire	V;IND;SG;3;PRS;FIN	V;IMP;PL;2;PRS;FIN
transnistria	transnistrie	transnistrie	transnistrie	PROPN	N;FEM;SG
definitie	définitions	definitie	définition	N;INDF;FEM;SG	N;FEM;PL
dos	dos	dos	dos		N;MASC;SG
lat	lat	lat	lat	ADJ;INDF;MASC;SG	
lat	lats	lat	lat	ADJ;INDF;MASC;SG	N;MASC;SG
chimic	chimiques	chimic	chimique	ADJ;INDF;MASC;SG	ADJ;MASC;PL
chimic	chimiquement	chimic	chimiquement	ADJ;INDF;MASC;SG	ADV
particule	particule	particulă	particule	N;INDF;FEM;PL	N;FEM;SG
expuse	exposé	expune	exposer	V;IND;PL;3;PST;FIN	V;MASC;SG;PST;V.PTCP
dif	différence	dif	différence		N;FEM;SG
dif	diff	dif	diff		
spunand	disant	spuna	dire		V;PRS;V.PTCP
spunand	dicton	spuna	dicton		N;MASC;SG
criticat	critiquée	criticat	critiquer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
criticat	critiqué	criticat	critiquer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
criticat	critiqués	criticat	critiquer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
criticat	critiquée	criticat	critiquer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
criticat	critiqué	criticat	critiquer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
criticat	critiqués	criticat	critiquer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
igor	igor	igor	igor	PROPN	PROPN
prost	imbécile	prost	imbécile	ADV	ADJ;MASC;SG
prost	idiot	prost	idiot	ADV	ADJ;MASC;SG
prost	idiote	prost	idiote	ADV	ADJ;FEM;SG
prost	stupide	prost	stupide	ADV	ADJ;MASC;SG
costin	costin	costin	costin	PROPN	PROPN
müller	müller	müller	müller	PROPN	PROPN
orhei	orhei	orhă	orhei	PROPN	PROPN
inconjurat	entourés	inconjura	entourer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
inconjurat	encerclé	inconjura	encercler	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
inconjurat	encerclés	inconjura	encercler	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
inconjurat	entourée	inconjura	entourer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
inconjurat	entouré	inconjura	entourer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
inconjurat	entourés	inconjura	entourer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
inconjurat	encerclé	inconjura	encercler	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
inconjurat	encerclés	inconjura	encercler	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
inconjurat	entourée	inconjura	entourer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
inconjurat	entouré	inconjura	entourer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
kong	kong	kong	kong	N;INDF;MASC;SG	PROPN
sexuala	sexuel	sexual	sexuel	N;DEF;FEM;SG	ADJ;MASC;SG
sexuala	sexuelles	sexual	sexuel	N;DEF;FEM;SG	ADJ;FEM;PL
sexuala	sexuelle	sexual	sexuel	N;DEF;FEM;SG	ADJ;FEM;SG
sexuala	sexuel	sexual	sexuel	N;DEF;FEM;SG	ADJ;MASC;SG
sexuala	sexuelles	sexual	sexuel	N;DEF;FEM;SG	ADJ;FEM;PL
sexuala	sexuelle	sexual	sexuel	N;DEF;FEM;SG	ADJ;FEM;SG
dificil	difficiles	dificil	difficile	ADV	ADJ;MASC;PL
dificil	difficile	dificil	difficile	ADV	ADJ;MASC;SG
leo	léon	leo	léon	PROPN	N;MASC;SG
leo	léo	leo	léo	PROPN	PROPN
leo	leo	leo	leo	PROPN	PROPN
pastrate	gardé	pastra	garder	ADJ;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
pastrate	préservée	pastra	préserver	ADJ;INDF;FEM;PL	V;FEM;SG;PST;V.PTCP
pastrate	préservé	pastra	préserver	ADJ;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
pastrate	conservés	pastra	conserver	ADJ;INDF;FEM;PL	V;MASC;PL;PST;V.PTCP
pastrate	préservés	pastra	préserver	ADJ;INDF;FEM;PL	V;MASC;PL;PST;V.PTCP
pastrate	conservées	pastra	conserver	ADJ;INDF;FEM;PL	V;FEM;PL;PST;V.PTCP
pastrate	préservées	pastra	préserver	ADJ;INDF;FEM;PL	V;FEM;PL;PST;V.PTCP
marcus	marcus	marcus	marcus	N;INDF;MASC;SG	PROPN
dureaza	dure	durează	dur	V;IND;SG;3;IPFV;FIN	ADJ;FEM;SG
dureaza	dure	durează	dur	V;IND;SG;3;IPFV;FIN	ADJ;FEM;SG
dimensiune	tailles	dimensiune	taille	N;INDF;FEM;SG	N;FEM;PL
vanzari	vente	vanzar	vente	N;INDF;MASC;PL	N;FEM;SG
vanzari	vente	vanzar	vente	N;INDF;MASC;PL	N;FEM;SG
vanzari	vente	vanzar	vente	N;INDF;MASC;PL	N;FEM;SG
sfatul	conseils	sfat	conseil	N;DEF;MASC;SG	N;MASC;PL
combustibil	combustible	combustibil	combustible	N;INDF;MASC;SG	ADJ;MASC;SG
sin	pêché	sin	pêcher		V;MASC;SG;PST;V.PTCP
sin	pécher	sin	pécher		V;NFIN
sin	péché	sin	pécher		V;MASC;SG;PST;V.PTCP
sin	sin	sin	sin		PROPN
sin	péchés	sin	péché		V;MASC;PL;PST;V.PTCP
copyright	copyright	copyright	copyright	ADJ;INDF;MASC;SG	N;MASC;SG
arabia	arabie	arabia	arabie	PROPN	PROPN
arabia	saoudite	arabia	saoudite	PROPN	N;MASC;SG
padurile	forêt	pad	forêt	N;DEF;FEM;PL	N;FEM;SG
jonathan	jonathan	jonathan	jonathan	PROPN	PROPN
distins	distinguées	distins	distinguer	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
distins	distingués	distins	distinguer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
distins	distinguée	distins	distinguer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
distins	distingué	distins	distinguer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
unelte	outillage	unealtă	outillage	N;INDF;FEM;PL	N;MASC;SG
ucide	kill	ucide	kill	V;IND;SG;3;PRS;FIN	PROPN
ucide	tuez	ucide	tuer	V;IND;SG;3;PRS;FIN	V;IMP;PL;2;PRS;FIN
nucleara	nucléaires	nucleară	nucléaire	N;DEF;FEM;SG	ADJ;MASC;PL
nucleara	nucléaire	nucleară	nucléaire	N;DEF;FEM;SG	ADJ;MASC;SG
nucleara	nucléaires	nucleară	nucléaire	N;DEF;FEM;SG	ADJ;MASC;PL
nucleara	nucléaire	nucleară	nucléaire	N;DEF;FEM;SG	ADJ;MASC;SG
conservator	véranda	conservator	véranda	ADJ;INDF;MASC;SG	N;FEM;SG
conservator	conservatoire	conservator	conservatoire	ADJ;INDF;MASC;SG	N;MASC;SG
conservator	conservatisme	conservator	conservatisme	ADJ;INDF;MASC;SG	N;MASC;SG
conservator	conservateur	conservator	conservateur	ADJ;INDF;MASC;SG	N;MASC;SG
conservator	conservateurs	conservator	conservateur	ADJ;INDF;MASC;SG	N;MASC;PL
annonaceae	annonaceae	annonaceae	annonaceae	N;DEF;FEM;SG	PROPN
terra	terra	terru	terra	N;DEF;FEM;SG	PROPN
adoptata	adoptées	adopta	adopter	N;DEF;FEM;SG	V;FEM;PL;PST;V.PTCP
adoptata	adoptée	adopta	adopter	N;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
adoptata	adopté	adopta	adopter	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
adoptata	adoptés	adopta	adopter	N;DEF;FEM;SG	V;MASC;PL;PST;V.PTCP
incercand	essayant	incercand	essayer		V;PRS;V.PTCP
incercand	essayer	incercand	essayer		V;NFIN
semnarea	signer	semnare	signer	N;DEF;FEM;SG	V;NFIN
semnarea	signant	semnare	signer	N;DEF;FEM;SG	V;PRS;V.PTCP
portalul	portal	portal	portal	N;DEF;MASC;SG	PROPN
dimensiunile	dimension	dimensiune	dimension	N;DEF;FEM;PL	N;FEM;SG
limitele	limite	limită	limite	N;DEF;FEM;PL	N;FEM;SG
insemnat	signifiait	insemna	signifier	ADJ;INDF;MASC;SG	V;IND;SG;3;IPFV;FIN
cade	cade	cădea	cader	V;IND;SG;3;PRS;FIN	N;MASC;SG
cade	chutes	cădea	chute	V;IND;SG;3;PRS;FIN	N;FEM;PL
cade	falls	cădea	falls	V;IND;SG;3;PRS;FIN	PROPN
moore	moore	muor	moore	PROPN	PROPN
cornelis	cornelis	cornelis	cornelis	PROPN	N;MASC;SG
dulce	doux	dulce	doux		ADJ;MASC;SG
dulce	sucré	dulce	sucrer		V;MASC;SG;PST;V.PTCP
dulce	douce	dulce	doux		ADJ;FEM;SG
dulce	sweet	dulce	sweet		PROPN
istván	istván	istván	istván	PROPN	N;MASC;SG
domnie	régner	domnie	régner	N;INDF;FEM;SG	V;NFIN
bayern	bayern	bayern	bayern	PROPN	N;MASC;SG
unu	un	unu	un	NUM;MASC;SG	PRO;MASC;SG
unu	une	unu	un	NUM;MASC;SG	DET;INDF;FEM;SG
unu	one	unu	one	NUM;MASC;SG	PROPN
trofeul	trophées	trofeu	trophée	N;DEF;MASC;SG	N;MASC;PL
marshall	marshall	marshall	marshall	PROPN	ADJ;MASC;SG
dimensiunea	tailles	dimensiune	taille	N;DEF;FEM;SG	N;FEM;PL
luata	prises	lua	prendre	ADJ;DEF;FEM;SG	V;FEM;PL;PST;V.PTCP
luata	taken	lua	taken	ADJ;DEF;FEM;SG	N;MASC;SG
luata	pris	lua	prendre	ADJ;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
luata	prise	lua	prendre	ADJ;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
difera	diffère	difera	différer	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
difera	diffèrent	difera	différer	V;IND;SG;3;IPFV;FIN	V;IND;PL;3;PRS;FIN
difera	diffèrent	difera	différer	V;IND;SG;3;IPFV;FIN	V;IND;PL;3;PRS;FIN
hassan	hassan	hassan	hassan	PROPN	PROPN
antiohia	antioche	antiohie	antioche	PROPN	N;MASC;SG
mini	mini	min	mini		N;MASC;SG
mentinerea	maintenir	mentinere	maintenir	N;DEF;FEM;SG	V;NFIN
atestat	attestation	atestat	attestation	ADJ;INDF;MASC;SG	N;FEM;SG
atestat	attesté	atestat	attester	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
atestat	attestée	atestat	attester	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
irlandei	irlande	irlandă	irlande	PROPN;DEF;FEM;SG	N;MASC;SG
angel	angélique	angel	angélique	N;INDF;MASC;SG	ADJ;MASC;SG
angel	angel	angel	angel	N;INDF;MASC;SG	PROPN
angel	anges	angel	ange	N;INDF;MASC;SG	N;MASC;PL
alternativa	alternative	alternativă	alternative	N;DEF;FEM;SG	ADJ;FEM;SG
alternativa	alternatif	alternativă	alternatif	N;DEF;FEM;SG	ADJ;MASC;SG
alternativa	alternative	alternativă	alternative	N;DEF;FEM;SG	ADJ;FEM;SG
alternativa	alternatif	alternativă	alternatif	N;DEF;FEM;SG	ADJ;MASC;SG
mixt	mélangé	mixt	mélanger	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
mixt	mixtes	mixt	mixte	ADJ;INDF;MASC;SG	ADJ;MASC;PL
mixt	mélangés	mixt	mélanger	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
harris	harris	harris	harris	PROPN	PROPN
marcheaza	marque	marcheaza	marque	V;IND;SG;3;IPFV;FIN	N;FEM;SG
marcheaza	mark	marcheaza	mark	V;IND;SG;3;IPFV;FIN	PROPN
regionala	régionales	regional	régional	N;DEF;FEM;SG	ADJ;FEM;PL
regionala	régionaux	regional	régional	N;DEF;FEM;SG	ADJ;MASC;PL
regionala	régional	regional	régional	N;DEF;FEM;SG	ADJ;MASC;SG
janeiro	janeiro	janeiro	janeiro	N;INDF;MASC;SG	PROPN
indoiala	doute	indoială	doute	ADJ;DEF;FEM;SG	N;MASC;SG
indoiala	doutes	indoială	doute	ADJ;DEF;FEM;SG	N;MASC;PL
indoiala	douter	indoială	douter	ADJ;DEF;FEM;SG	V;NFIN
indoiala	doutez	indoială	douter	ADJ;DEF;FEM;SG	V;IMP;PL;2;PRS;FIN
indoiala	doute	indoială	doute	ADJ;DEF;FEM;SG	N;MASC;SG
indoiala	doutes	indoială	doute	ADJ;DEF;FEM;SG	N;MASC;PL
indoiala	douter	indoială	douter	ADJ;DEF;FEM;SG	V;NFIN
indoiala	doutez	indoială	douter	ADJ;DEF;FEM;SG	V;IMP;PL;2;PRS;FIN
indoiala	doute	indoială	doute	ADJ;DEF;FEM;SG	N;MASC;SG
indoiala	doutes	indoială	doute	ADJ;DEF;FEM;SG	N;MASC;PL
indoiala	douter	indoială	douter	ADJ;DEF;FEM;SG	V;NFIN
indoiala	doutez	indoială	douter	ADJ;DEF;FEM;SG	V;IMP;PL;2;PRS;FIN
ross	ross	ross	ross	PROPN	PROPN
inregistrata	enregistrée	inregistrat	enregistrer	N;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
inregistrata	inscrits	inregistrat	inscrire	N;DEF;FEM;SG	V;MASC;PL;PST;V.PTCP
inregistrata	enregistrés	inregistrat	enregistrer	N;DEF;FEM;SG	V;MASC;PL;PST;V.PTCP
inregistrata	enregistré	inregistrat	enregistrer	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
inregistrata	inscrit	inregistrat	inscrire	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
inregistrata	enregistrées	inregistrat	enregistrer	N;DEF;FEM;SG	V;FEM;PL;PST;V.PTCP
inregistrata	enregistrée	inregistrat	enregistrer	N;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
inregistrata	enregistrés	inregistrat	enregistrer	N;DEF;FEM;SG	V;MASC;PL;PST;V.PTCP
inregistrata	enregistré	inregistrat	enregistrer	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
serios	sérieux	serios	sérieux	ADV	ADJ;MASC;SG
serios	serieux	serios	serieux	ADV	ADJ;MASC;SG
serios	graves	serios	grave	ADV	ADJ;MASC;PL
serios	grave	serios	grave	ADV	ADJ;MASC;SG
serios	sérieuse	serios	sérieux	ADV	ADJ;FEM;SG
serios	sérieux	serios	sérieux	ADV	ADJ;MASC;SG
serios	serieux	serios	serieux	ADV	ADJ;MASC;SG
dramatic	dramatiques	dramatic	dramatique	ADJ;INDF;MASC;SG	ADJ;MASC;PL
dramatic	considérablement	dramatic	considérablement	ADJ;INDF;MASC;SG	ADV
dramatic	dramatiquement	dramatic	dramatiquement	ADJ;INDF;MASC;SG	ADV
leonardo	léonard	leonardo	léonard	PROPN	PROPN
leonardo	leonardo	leonardo	leonardo	PROPN	PROPN
alla	alla	alla	aller	N;INDF;MASC;SG	V;IND;SG;3;PST;FIN
corespunzator	appropriées	corespunzator	approprier	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
corespunzator	appropriés	corespunzator	approprié	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
corespunzator	appropriée	corespunzator	approprier	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
corespunzator	correspondant	corespunzator	correspondre	ADJ;INDF;MASC;SG	V;PRS;V.PTCP
mali	malien	mali	malien	PROPN	ADJ;MASC;SG
mali	mali	mali	mali	PROPN	N;MASC;SG
vina	blâmer	vină	blâmer	N;DEF;FEM;SG	V;NFIN
girls	filles	girls	fille	N;INDF;MASC;SG	N;FEM;PL
hesse	hesse	hesse	hesse	N;INDF;MASC;SG	PROPN
