間	przerwa	間	przerwa	N	
全景	panorama	全景	panoram	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
佐賀	saga	佐賀	sagać	PROPN	
後宮	haremu	後宮	harem	N	
佛羅里達	florydy	佛羅里達	floryda	PROPN	
佛羅里達	floryda	佛羅里達	floryd	PROPN	
誤導	mylące	誤導	mylący	V	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
比丘	picchu	比丘	picch	PROPN	N;NOM;MASC;SG
腎	nerki	腎	nerka	N	
腎	nerek	腎	nerek	N	
腎	nerki	腎	nerka	N	
腎	nerki	腎	nerka	N	
腎	nerek	腎	nerek	N	
波恩	bonn	波恩	bonn	PROPN	PROPN;NOM;MASC;SG
回憶	pamiętniki	回憶	pamiętnik	V	N;ACC;MASC;PL
鈎	hook	鈎	hook	N	
鈎	haka	鈎	hak	N	
觸發	spust	觸發	spust	V	
觸發	zapalnik	觸發	zapalnik	V	N;ACC;MASC;SG
觸發	wywołanie	觸發	wywołać	V	N;PFV;NOM;NEUT;SG;POS;V.MSDR
觸發	uruchomione	觸發	uruchomić	V	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
觸發	wywołane	觸發	wywołać	V	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
仁愛	życzliwość	仁愛	życzliwość	PROPN	N;NOM;FEM;SG
未婚	kawaler	未婚	kawaler	V	N;NOM;MASC;SG
未婚	niezamężna	未婚	niezamężny	V	
香水	zapachowych	香水	zapachowy	N	ADJ;GEN;MASC;PL
香水	perfum	香水	perfum	N	
美式	amerykańska	美式	amerykański	N	ADJ;NOM;FEM;SG
美式	american	美式	american	N	
美式	amerykański	美式	amerykański	N	ADJ;NOM;MASC;SG
美式	amerykańskie	美式	amerykański	N	ADJ;NOM;NEUT;SG
診	klinika	診	klinika	N	
大膽	śmiała	大膽	śmiać	N	V;IPFV;FEM;IND;SG;PST;FIN;ACT
大膽	odważne	大膽	odważny	N	ADJ;NOM;NEUT;SG
大膽	śmiał	大膽	śmiać	N	V;IPFV;MASC;IND;SG;PST;FIN;ACT
大膽	odważny	大膽	odważny	N	ADJ;NOM;MASC;SG
大膽	śmiały	大膽	śmiać	N	V;IPFV;MASC;IND;SG;PST;FIN;ACT
胚胎	zarodkowy	胚胎	zarodkowy	N	ADJ;NOM;MASC;SG
違規	naruszenia	違規	naruszenie	V	N;GEN;NEUT;SG
違規	naruszenie	違規	naruszenie	V	N;NOM;NEUT;SG
違規	naruszenie	違規	naruszenie	V	N;NOM;NEUT;SG
鈣	wapnia	鈣	wapniać	N	
關節	joint	關節	joint	N	
關節	wspólnego	關節	wspólny	N	ADJ;ACC;MASC;SG
關節	wspólny	關節	wspólny	N	ADJ;NOM;MASC;SG
關節	wspólna	關節	wspólny	N	ADJ;NOM;FEM;SG
淡出	fade	淡出	fada	V	
煤礦	węgla	煤礦	węgiel	N	
宣揚	kazania	宣揚	kazanie	V	N;NOM;NEUT;SG
占卜	wróżenie	占卜	wróżenie	V	N;NOM;NEUT;SG
侵蝕	erozji	侵蝕	erozja	V	
後勤	logistyczne	後勤	logistyczny	N	ADJ;NOM;NEUT;SG
後勤	logistyczne	後勤	logistyczny	N	ADJ;NOM;NEUT;SG
固體	stał	固體	stać	N	V;IPFV;MASC;IND;SG;PST;FIN;ACT
固體	solidne	固體	solidny	N	ADJ;NOM;NEUT;SG
固體	solidna	固體	solidny	N	ADJ;NOM;FEM;SG
固體	solidny	固體	solidny	N	ADJ;NOM;MASC;SG
寄宿	mieszkaniowe	寄宿	mieszkaniowy	N	ADJ;NOM;NEUT;SG
寄宿	mieszkalnych	寄宿	mieszkalny	N	ADJ;GEN;MASC;PL
鼻子	nosie	鼻子	nos	N	V;IPFV;IND;SG;PRS;FIN;ACT
芝麻	sezam	芝麻	sezać	N	
瓷器	porcelany	瓷器	porcelać	N	
訂單	porządek	訂單	porządek	V	N;NOM;MASC;SG
訂單	zamówienie	訂單	zamówienie	V	N;NOM;NEUT;SG
訂單	kolejność	訂單	kolejność	V	N;NOM;FEM;SG
訂單	rozkazy	訂單	rozkaz	V	N;NOM;MASC;PL
訂單	zamówienia	訂單	zamówienie	V	N;NOM;NEUT;SG
水解	hydrolizy	水解	hydroliza	N	
朝陽	chaoyang	朝陽	chaoyang	PROPN	
常任	osiadłego	常任	osiądły	N	ADJ;ACC;MASC;SG
日內瓦	genewie	日內瓦	genew	PROPN	N;NOM;MASC;SG
梅森	masona	梅森	masona	PROPN	N;ACC;MASC;SG
梅森	mason	梅森	mason	PROPN	PROPN;NOM;MASC;SG
擁抱	przytul	擁抱	przytul	N	V;IPFV;IMP;SG;2;FIN;ACT
擁抱	objąć	擁抱	objąć	N	V;PFV;NFIN;ACT
西邊	zachodnia	西邊	zachodni	N	
西邊	west	西邊	wysta	N	
滑行	glide	滑行	glidy	N	
出國	zagranicą	出國	zagranica	V	N;INS;FEM;SG
出國	zagranicy	出國	zagranica	V	N;GEN;FEM;SG
耐心	cierpliwość	耐心	cierpliwość	ADJ	N;NOM;FEM;SG
耐心	cierpliwości	耐心	cierpliwość	ADJ	N;GEN;FEM;SG
紡織	włókiennicze	紡織	włókieniczy	N	ADJ;NOM;NEUT;SG
紡織	włókienniczych	紡織	włókieniczy	N	ADJ;GEN;MASC;PL
潛水	nurkowanie	潛水	nurkować	V	N;PFV;NOM;NEUT;SG;POS;V.MSDR
潛水	zanurzenie	潛水	zanurzenie	V	N;NOM;NEUT;SG
潛水	nurkowanie	潛水	nurkować	V	N;PFV;NOM;NEUT;SG;POS;V.MSDR
合法	legitymacja	合法	legitymacja	V	N;NOM;FEM;SG
合法	zasadność	合法	zasadność	V	N;ACC;FEM;SG
合法	legitymacji	合法	legitymacja	V	N;GEN;FEM;SG
合法	legalności	合法	legalność	V	N;GEN;FEM;SG
竇	zatok	竇	zatok	PROPN	
竇	psie	竇	pić	PROPN	N;NOM;MASC;SG
竇	psy	竇	pies	PROPN	N;NOM;MASC;PL
竇	pies	竇	pies	PROPN	N;NOM;MASC;SG
竇	piesek	竇	piesek	PROPN	N;NOM;MASC;SG
竇	dou	竇	dona	PROPN	
擾亂	zakłócenie	擾亂	zakłócenie	V	N;NOM;NEUT;SG
同源	homologiczne	同源	homologiczny	N	ADJ;NOM;NEUT;SG
吸引	atrakcyjności	吸引	atrakcyjność	V	N;GEN;FEM;SG
吸引	atrakcyjność	吸引	atrakcyjność	V	N;NOM;FEM;SG
吸引	atrakcja	吸引	atrakcja	V	N;NOM;FEM;SG
吸引	przyciąganie	吸引	przyciągać	V	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
吸引	atrakcyjność	吸引	atrakcyjność	V	N;NOM;FEM;SG
吸引	atrakcje	吸引	atrakcja	V	N;ACC;FEM;PL
吸引	atrakcyjne	吸引	atrakcyjny	V	ADJ;NOM;NEUT;SG
吸引	atrakcyjnych	吸引	atrakcyjny	V	ADJ;GEN;MASC;PL
吸引	atrakcyjne	吸引	atrakcyjny	V	ADJ;NOM;NEUT;SG
吸引	atrakcyjna	吸引	atrakcyjny	V	ADJ;NOM;FEM;SG
吸引	atrakcyjny	吸引	atrakcyjny	V	ADJ;NOM;MASC;SG
甘蔗	trzciny	甘蔗	trzcin	N	
哭	płacz	哭	płaczyć	V	
哭	płacz	哭	płaczyć	V	
賭博	gamble	賭博	gamble	N	
成型	stanowiących	成型	stanowić	N	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
酷刑	tortur	酷刑	tortur	N	
口服	ustne	口服	ustny	N	
口服	doustne	口服	doustny	N	ADJ;NOM;NEUT;SG
口服	doustnie	口服	doustnąć	N	ADV
廣東	kantoński	廣東	kantoński	PROPN	ADJ;NOM;MASC;SG
三	trójząb	三	trójząb	NUM	V;IPFV;IND;SG;PRS;FIN;ACT
仰光	rangun	仰光	rangun	PROPN	N;NOM;MASC;SG
豁免	wyłączenie	豁免	wyłączyć		N;PFV;NOM;NEUT;SG;POS;V.MSDR
豁免	zwolnienie	豁免	zwolnienie		N;NOM;NEUT;SG;V.MSDR
豁免	wyłączenia	豁免	wyłączyć		N;PFV;GEN;NEUT;SG;POS;V.MSDR
豁免	zwolnienia	豁免	zwolnienie		N;NOM;NEUT;SG
豁免	odporność	豁免	odporność		N;ACC;FEM;SG
豁免	immunitet	豁免	immunitet		N;NOM;MASC;SG
豁免	wyłączenia	豁免	wyłączyć		N;PFV;GEN;NEUT;SG;POS;V.MSDR
豁免	zwolnienia	豁免	zwolnienie		N;NOM;NEUT;SG
豁免	immunitetów	豁免	immunitet		N;GEN;MASC;PL
南昌	nanchang	南昌	nanchang	PROPN	V;IPFV;IND;SG;PST;FIN;ACT
反	asw	反	aswa	V	
史詩	epic	史詩	epic	N	
暹羅	syjamskie	暹羅	syjamski	PROPN	ADJ;NOM;NEUT;SG
暹羅	siam	暹羅	siam	PROPN	
鑄造	casting	鑄造	casting	V	
淮海	huaihai	淮海	huaiha	PROPN	
礦物	mineralnych	礦物	mineralny	N	ADJ;GEN;MASC;PL
礦物	mineralne	礦物	mineralny	N	ADJ;NOM;NEUT;SG
加深	pogłębienia	加深	pogłębienie	V	N;GEN;NEUT;SG
加深	pogłębienia	加深	pogłębienie	V	N;GEN;NEUT;SG
攝政	regent	攝政	regent	N	
芳香	aromatycznych	芳香	aromatyczny	N	ADJ;GEN;MASC;PL
芳香	aromatyczne	芳香	aromatyczny	N	ADJ;NOM;NEUT;SG
民謠	ballada	民謠	ballada	N	
民謠	folk	民謠	folk	N	
民謠	ludowa	民謠	ludowy	N	ADJ;NOM;FEM;SG
明文	wyraźna	明文	wyraźny	N	ADJ;NOM;FEM;SG
明文	wyraźne	明文	wyraźny	N	ADJ;NOM;NEUT;SG
服務	usługi	服務	usługa	V	N;NOM;FEM;PL
守衛	straże	守衛	straż	V	N;NOM;MASC;PL
守衛	straż	守衛	straż	V	N;NOM;FEM;SG
守衛	strażnicy	守衛	strażnica	V	N;NOM;FEM;PL
守衛	straż	守衛	straż	V	N;NOM;FEM;SG
守衛	strażnik	守衛	strażnik	V	N;NOM;MASC;SG
籃板	reb	籃板	reb	N	
遣返	repatriacji	遣返	repatriacja	V	N;GEN;FEM;SG
倫理	etycznych	倫理	etyczny	N	ADJ;GEN;MASC;PL
倫理	etyczne	倫理	etyczny	N	ADJ;NOM;NEUT;SG
倫理	etyki	倫理	etyk	N	
一	scena	一	scena	NUM	N;NOM;FEM;SG
摸	touch	摸	tou	V	
摸	dotyk	摸	dotyk	V	
推論	następstwem	推論	następstwo	V	N;INS;NEUT;SG
投放	dostawa	投放	dostawa	V	
投放	przesyłka	投放	przesyłkać	V	N;NOM;FEM;SG
投放	dostarczanie	投放	dostarczać	V	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
投放	dostawy	投放	dostawa	V	N;ACC;MASC;SG
憲政	konstytucyjnego	憲政	konstytucyjny	N	ADJ;ACC;MASC;SG
瀋陽	shenyang	瀋陽	shenyang	PROPN	N;NOM;MASC;SG
艾瑪	emma	艾瑪	emma	PROPN	PROPN;NOM;FEM;SG
類比	analogiczny	類比	analogiczny	N	ADJ;NOM;MASC;SG
類比	analogiczne	類比	analogiczny	N	ADJ;NOM;NEUT;SG
類比	analogowe	類比	analogowy	N	ADJ;NOM;NEUT;SG
雅加達	dżakarcie	雅加達	dżakartia	PROPN	
對照	przeciwieństwie	對照	przeciwieństwo		N;DAT;NEUT;SG
對照	kontrast	對照	kontrast		N;NOM;MASC;SG
膨脹	rozszerzenie	膨脹	rozszerzenie	V	N;NOM;NEUT;SG
膨脹	rozbudowa	膨脹	rozbudowy	V	
膨脹	ekspansji	膨脹	ekspansja	V	N;GEN;FEM;SG
營利	profit	營利	profit	N	
招標	przetargu	招標	przetarg	V	N;GEN;MASC;SG
招標	przetarg	招標	przetarg	V	N;NOM;MASC;SG
招標	przetarg	招標	przetarg	V	N;NOM;MASC;SG
招標	przetargi	招標	przetarga	V	N;NOM;MASC;PL
傳道	głosić	傳道	głosić	N	V;IPFV;NFIN;ACT
波羅	bałtyckiego	波羅	bałtycki	PROPN	ADJ;ACC;MASC;SG
花生	orzechowe	花生	orzechowy	N	ADJ;NOM;NEUT;SG
花生	orzeszki	花生	orzeszek	N	V;IPFV;IND;PL;3;PRS;FIN;ACT
花生	orzeszki	花生	orzeszek	N	V;IPFV;IND;PL;3;PRS;FIN;ACT
閃光	błysk	閃光	błysk	N	
閃光	flash	閃光	flash	N	
和弦	akord	和弦	akord	N	
子	vicomte	子	vicomte	N	
削減	cięcie	削減	cięcie	V	
削減	cięcia	削減	cięcie	V	
削減	cięcie	削減	cięcie	V	
削減	cięcia	削減	cięcie	V	
削減	nacięcia	削減	nacięcie	V	N;NOM;NEUT;PL
視察	kontrole	視察	kontrola	V	N;NOM;FEM;PL
視察	inspekcje	視察	inspekcja	V	N;NOM;FEM;PL
視察	inspekcja	視察	inspekcja	V	N;NOM;FEM;SG
視察	kontrola	視察	kontrola	V	N;NOM;FEM;SG
視察	inspekcje	視察	inspekcja	V	N;NOM;FEM;PL
視察	inspekcji	視察	inspekcja	V	N;GEN;FEM;SG
髮型	sierść	髮型	sierść	N	
里根	reagan	里根	reagan	PROPN	PROPN;NOM;MASC;SG
殘酷	okrucieństwo	殘酷	okrucieństwo	ADJ	N;NOM;NEUT;SG
殘酷	okrucieństwo	殘酷	okrucieństwo	ADJ	N;NOM;NEUT;SG
殘酷	okrucieństwa	殘酷	okrucieństwo	ADJ	N;GEN;NEUT;SG
牧場	ranczo	牧場	ranczo	N	
單身	jednolitego	單身	jednolity	N	ADJ;GEN;MASC;SG
單身	single	單身	singło	N	
單身	pojedynczy	單身	pojedynczy	N	ADJ;NOM;MASC;SG
單身	pojedyncze	單身	pojedynczy	N	ADJ;NOM;NEUT;SG
大	natura	大	natura	ADJ	
大	charakter	大	charakter	ADJ	N;NOM;MASC;SG
大	przyroda	大	przyroda	ADJ	N;NOM;FEM;SG
大	natury	大	natura	ADJ	
九	dziewięciu	九	dziewięć	NUM	
九	nine	九	niny	NUM	
九	dziewięć	九	dziewięć	NUM	
雇用	wynajem	雇用	wynaj	V	N;NOM;MASC;SG
雇用	wynajęcie	雇用	wynająć	V	N;PFV;NOM;NEUT;SG;POS;V.MSDR
雇用	zatrudnienie	雇用	zatrudnienie	V	N;NOM;NEUT;SG
雇用	zatrudniania	雇用	zatrudniać	V	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
悲傷	smutno	悲傷	smutno	N	ADV
悲傷	smutne	悲傷	smutny	N	ADJ;NOM;NEUT;SG
悲傷	smutny	悲傷	smutny	N	ADJ;NOM;MASC;SG
悲傷	smutna	悲傷	smutny	N	ADJ;NOM;FEM;SG
僧侶	monk	僧侶	monk	N	
沒收	konfiskaty	沒收	konfiskat	V	N;ACC;MASC;PL
沒收	skonfiskowane	沒收	skonfiskować	V	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
粉紅	różowy	粉紅	różowy	N	
粉紅	różowa	粉紅	różowy	N	ADJ;NOM;FEM;SG
粉紅	róż	粉紅	róż	N	
粉紅	różowe	粉紅	różowy	N	ADJ;NOM;NEUT;SG
粉紅	różowo	粉紅	różowo	N	ADV
反向	odwrócić	反向	odwrócić	N	V;PFV;NFIN;ACT
北九	kitakyūshū	北九	kitakyńsh	PROPN	
原油	surowy	原油	surowy	N	ADJ;NOM;MASC;SG
原油	prymitywne	原油	prymitywny	N	ADJ;NOM;NEUT;SG
原油	surowe	原油	surowy	N	ADJ;NOM;NEUT;SG
原油	naftowej	原油	naftowy	N	ADJ;GEN;FEM;SG
原油	surowa	原油	surowy	N	ADJ;NOM;FEM;SG
浴	kąpiel	浴	kąpiel	N	
浴	kąpiel	浴	kąpiel	N	
感恩	wdzięczność	感恩	wdzięczność		N;NOM;FEM;SG
感恩	wdzięczności	感恩	wdzięczność		N;GEN;FEM;SG
感恩	wdzięczny	感恩	wdzięczny		ADJ;NOM;MASC;SG
感恩	wdzięczna	感恩	wdzięczny		ADJ;NOM;FEM;SG
感恩	wdzięczny	感恩	wdzięczny		ADJ;NOM;MASC;SG
感恩	wdzięczna	感恩	wdzięczny		ADJ;NOM;FEM;SG
感恩	dziękczynienia	感恩	dziękczynienie		N;NOM;NEUT;SG
生氣	zła	生氣	zły	N	
生氣	wściekły	生氣	wściekły	N	V;PFV;MASC;IND;SG;PST;FIN;ACT
生氣	zły	生氣	zły	N	
星期	niedziele	星期	niedziela	N	
星期	sunday	星期	sunday	N	
星期	niedziela	星期	niedziela	N	
星期	niedzielny	星期	niedzielny	N	ADJ;NOM;MASC;SG
塵埃	pył	塵埃	pyć	N	
塵埃	kurz	塵埃	kurz	N	
塵埃	fallout	塵埃	fallout	N	
平滑	gładkie	平滑	gładki	N	ADJ;NOM;NEUT;SG
平滑	gładka	平滑	gładka	N	ADJ;NOM;FEM;SG
平滑	sprawne	平滑	sprawny	N	ADJ;NOM;NEUT;SG
加速	akceleratora	加速	akcelerator	V	N;ACC;MASC;SG
穆爾	moore	穆爾	moory	PROPN	
薄弱	słabość	薄弱	słabość	ADJ	N;ACC;FEM;SG
薄弱	słabości	薄弱	słabość	ADJ	N;GEN;FEM;SG
薄弱	osłabienie	薄弱	osłabić	ADJ	N;NOM;NEUT;SG
薄弱	słabo	薄弱	słabo	ADJ	ADV
諸葛	zhuge	諸葛	zhugi	PROPN	
謊言	kłamać	謊言	kłamać	N	V;IPFV;NFIN;ACT
宙斯	zeusa	宙斯	zeusa	PROPN	
宙斯	zeus	宙斯	zeus	PROPN	PROPN;NOM;MASC;SG
野獸	bestii	野獸	bestia	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
填充	wypełnianie	填充	wypełniać	V	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
填充	napełniania	填充	napełniać	V	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
填充	wypełnienie	填充	wypełnić	V	N;PFV;NOM;NEUT;SG;POS;V.MSDR
起因	powoduje	起因	powodować	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
水分	wilgoć	水分	wilgoć	N	
縫	szycia	縫	szycie	N	V;IPFV;IND;SG;PRS;FIN;ACT
高	polimer	高	polimer	PART	
反省	odbicie	反省	odbić	V	N;PFV;NOM;NEUT;SG;POS;V.MSDR
反省	odbicia	反省	odbić	V	N;PFV;GEN;NEUT;SG;POS;V.MSDR
反省	refleksji	反省	refleksja	V	
敲	puk	敲	puk	V	
頂端	top	頂端	top	N	
頂端	góra	頂端	góra	N	
淋巴	limfatyczny	淋巴	limfatyczny	N	ADJ;NOM;MASC;SG
郵輪	cruise	郵輪	cruis	N	
燈光	light	燈光	light	N	
燈光	lekka	燈光	lekki	N	ADJ;NOM;FEM;SG
燈光	lekki	燈光	lekki	N	ADJ;NOM;MASC;SG
瑪利亞	mario	瑪利亞	mario	PROPN	
瑪利亞	marii	瑪利亞	maria	PROPN	
瑪利亞	maria	瑪利亞	maria	PROPN	PROPN;NOM;FEM;SG
太陽	słoneczna	太陽	słoneczny	N	ADJ;NOM;FEM;SG
太陽	słoneczny	太陽	słoneczny	N	ADJ;NOM;MASC;SG
太陽	słoneczne	太陽	słoneczny	N	ADJ;NOM;NEUT;SG
儲備	rezerwy	儲備	rezerwa	N	
儲備	rezerw	儲備	rezerw	N	
儲備	rezerwy	儲備	rezerwa	N	
反對	opozycja	反對	opozycja	V	N;NOM;FEM;SG
反對	opozycji	反對	opozycja	V	N;GEN;FEM;SG
反對	sprzeciw	反對	sprzeciw	V	N;NOM;MASC;SG
藤本	fujimoto	藤本	fujimoto	N	
舵	ster	舵	ster	N	
舵	helm	舵	helm	N	
舵	ster	舵	ster	N	
講話	mowa	講話	mowa	N	
離任	wychodzących	離任	wychodzić	V	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
離任	wychodzące	離任	wychodzić	V	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
激發	inspire	激發	inspira	V	
激發	wzbudzenia	激發	wzbudzić	V	N;GEN;NEUT;SG
激發	pobudzenie	激發	pobudzić	V	N;NOM;NEUT;SG
激發	stymulowanie	激發	stymulować	V	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
禁忌	zabronione	禁忌	zabronić	N	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
禁忌	zakazany	禁忌	zakazać	N	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
禁忌	zakazane	禁忌	zakazać	N	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
禁忌	tabu	禁忌	tab	N	
邪教	sekty	邪教	sekt	N	
邪教	kultu	邪教	kult	N	
醚	eteru	醚	eter	N	
醚	etery	醚	etery	N	
孢子	spore	孢子	spory	N	
噴	spray	噴	sprać	V	
榮耀	chwała	榮耀	chwały	N	V;IPFV;FEM;IND;SG;PST;FIN;ACT
榮耀	chwały	榮耀	chwały	N	
榮耀	glory	榮耀	glora	N	
偽裝	przebrania	偽裝	przebranie	V	N;NOM;NEUT;PL
偽裝	kamuflaż	偽裝	kamuflaż	V	N;NOM;MASC;SG
偽裝	przebraniu	偽裝	przebranie	V	N;DAT;NEUT;SG
偽裝	kamuflaż	偽裝	kamuflaż	V	N;NOM;MASC;SG
偽裝	przebrania	偽裝	przebranie	V	N;NOM;NEUT;PL
鳩	dove	鳩	dóv	PROPN	
鳩	gołąb	鳩	gołąb	PROPN	N;NOM;MASC;SG
波動	wahania	波動	wahanie	N	
波動	lotnych	波動	lotny	N	ADJ;GEN;MASC;PL
波動	wahania	波動	wahanie	N	
層次	warstw	層次	warstwo	N	
矽	krzemu	矽	krzym	N	
繡	haftowane	繡	haftować	N	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
匹茲堡	pittsburghu	匹茲堡	pittsburgh	PROPN	N;DAT;MASC;SG
笨	głupie	笨	głupi	PART	V;IPFV;IND;SG;FIN;ACT
笨	głupi	笨	głupi	PART	V;IPFV;IND;SG;PST;FIN;ACT
少	mniej	少	mało	ADJ	ADV;CMPR
康復	leczenie	康復	leczenie	V	N;NOM;NEUT;SG
康復	rehabilitację	康復	rehabilitacja	V	N;ACC;FEM;SG
康復	rehabilitacji	康復	rehabilitacja	V	N;GEN;FEM;SG
康復	odzyskanie	康復	odzyskać	V	N;PFV;NOM;NEUT;SG;POS;V.MSDR
康復	odzysk	康復	odzysk	V	N;NOM;MASC;SG
康復	odzyskiwanie	康復	odzyskiwać	V	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
康復	odzysku	康復	odzysk	V	N;GEN;MASC;SG
布希	bush	布希	bush	PROPN	PROPN;NOM;MASC;SG
布希	buszu	布希	busz	PROPN	N;GEN;MASC;SG
布希	krzaki	布希	krzak	PROPN	N;NOM;MASC;PL
莊園	manor	莊園	manor	N	V;IPFV;IND;SG;PRS;FIN;ACT
欺騙	oszust	欺騙	oszust	V	N;NOM;MASC;SG
欺騙	oszukiwanie	欺騙	oszukiwać	V	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
欺騙	podstęp	欺騙	podstęp	V	N;NOM;MASC;SG
欺騙	oszukiwanie	欺騙	oszukiwać	V	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
欺騙	oszustwo	欺騙	oszustwo	V	
欺騙	oszustwa	欺騙	oszustwo	V	
磁性	magnetyczne	磁性	magnetyczny	N	ADJ;NOM;NEUT;SG
磁性	magnetyczny	磁性	magnetyczny	N	ADJ;NOM;MASC;SG
內政	wnętrz	內政	wnętrz	N	
內政	wewnętrzne	內政	wewnętrzny	N	ADJ;NOM;NEUT;SG
花朵	kwiecie	花朵	kwiecie	N	
造訪	zwiedzanie	造訪	zwiedzać	V	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
造訪	odwiedziny	造訪	odwiedzina	V	N;NOM;FEM;SG
炸藥	wybuchowe	炸藥	wybuchowy	N	ADJ;NOM;NEUT;SG
古人	pradawnych	古人	pradawny	N	ADJ;GEN;MASC;PL
親戚	względne	親戚	względny	N	ADJ;NOM;NEUT;SG
親戚	względna	親戚	względny	N	ADJ;NOM;FEM;SG
結晶	krystalizacji	結晶	krystalizacja	V	N;GEN;FEM;SG
橢	owalne	橢	owalny	PART	ADJ;NOM;NEUT;SG
追查	śledzenia	追查	śledzić	V	N;GEN;NEUT;SG
追查	śledzenie	追查	śledzenie	V	N;NOM;NEUT;SG;POS;V.MSDR
疑慮	wątpliwość	疑慮	wątpliwość	V	N;NOM;FEM;SG
疑慮	wątpliwości	疑慮	wątpliwość	V	N;ACC;FEM;SG
疑慮	wątpliwość	疑慮	wątpliwość	V	N;NOM;FEM;SG
疑慮	wątpliwości	疑慮	wątpliwość	V	N;ACC;FEM;SG
上學	szkoły	上學	szkoła	V	N;GEN;FEM;SG
上學	szkoła	上學	szkoła	V	N;NOM;FEM;SG
窯	ware	窯	war	N	
窯	pieca	窯	pieca	N	
紅十	mkck	紅十	Mkck	PROPN	
乳房	pierś	乳房	pierś	N	
乳房	piersi	乳房	pierś	N	
乳房	piersi	乳房	pierś	N	
正宗	autentyczne	正宗	autentyczny	N	ADJ;NOM;NEUT;SG
正宗	autentycznie	正宗	autentycznie	N	ADV
正宗	autentyczny	正宗	autentyczny	N	ADJ;NOM;MASC;SG
流血	krwawienie	流血	krwawić	V	N;NOM;NEUT;SG
流血	krwotok	流血	krwotok	V	N;NOM;MASC;SG
流血	krwawienia	流血	krwawień	V	N;NOM;NEUT;SG
凍	mróz	凍	mróz	N	
諾亞	noe	諾亞	noe	PROPN	
諾亞	noah	諾亞	noa	PROPN	PROPN;NOM;MASC;SG
歸屬	atrybucji	歸屬	atrybucja	V	
歸屬	przypisanie	歸屬	przypisać	V	N;PFV;NOM;NEUT;SG;POS;V.MSDR
歸屬	przydzielenie	歸屬	przydzielenie	V	N;PFV;NOM;NEUT;SG;POS;V.MSDR
感	zainteresowanych	感	zainteresować	N	ADJ;PFV;ACC;MASC;PL;POS;V.PTCP;PASS
感	zainteresowane	感	zainteresować	N	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
感	zainteresowani	感	zainteresować	N	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
感	zainteresowana	感	zainteresować	N	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
感	zainteresowany	感	zainteresować	N	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
泳池	bilard	泳池	bilard	N	
舉例	przykładów	舉例	przykład	V	N;GEN;MASC;PL
舉例	przykłady	舉例	przykład	V	N;NOM;MASC;PL
黏	lepkie	黏	lepki	N	ADJ;NOM;NEUT;SG
牙買加	jamajka	牙買加	jamajka	PROPN	N;NOM;FEM;SG
主宰	zdominować	主宰	zdominować	N	V;PFV;NFIN;ACT
迦太基	carthage	迦太基	carthaga	PROPN	N;NOM;MASC;SG
渡假	urlop	渡假	urlop	V	N;NOM;MASC;SG
渡假	wakacji	渡假	wakacje	V	N;GEN;NEUT;PL
陰影	cieni	陰影	cień	N	
陰影	cień	陰影	cień	N	
陰影	shadow	陰影	shadow	N	
陰影	cień	陰影	cień	N	
陰影	cień	陰影	cień	N	
驚訝	zaskoczeni	驚訝	zaskoczyć	N	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
驚訝	zaskoczony	驚訝	zaskoczyć	N	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
驚訝	zdziwiony	驚訝	zdziwiony	N	ADJ;NOM;MASC;SG
驚訝	zaskoczona	驚訝	zaskoczyć	N	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
幾內亞	gwinei	幾內亞	gwiny	PROPN	
幾內亞	gwinea	幾內亞	gwin	PROPN	N;NOM;FEM;SG
籽	ziarna	籽	ziarny	N	
