valoroase	قيمة	valoros	قِيمَة	ADJ;INDF;FEM;PL	N;NOM;INDF;SG
sentimentele	مشاعر	sentiment	مَشعَر	N;DEF;FEM;PL	N;NOM;INDF;PL
tamara	تمارا	tamară	تَمَار	N;DEF;FEM;SG	
violoncel	التشيلو	violoncel	تَشَيُّل	N;INDF;MASC;SG	N;NOM;DEF;SG
pază	الامن	pază	أَمن	N;INDF;FEM;SG	N;NOM;DEF;SG
pază	الامنية	pază	أُمنِيَّة	N;INDF;FEM;SG	N;NOM;DEF;SG
experimentale	تجريبية	experimental	تَجرِيبِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
experimentale	تجريبي	experimental	تجريبي	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
sad	حزن	sad	حُزن	N;INDF;MASC;SG	
sad	حزينة	sad	حِزِّينَة	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
mătase	سيلك	măta	سيلك	N;INDF;MASC;SG	
mătase	حرير	măta	حَرِير	N;INDF;MASC;SG	
mătase	الحرير	măta	حَرِير	N;INDF;MASC;SG	N;NOM;DEF;SG
tatiana	تاتيانا	tatiană	تاتيانا	N;DEF;FEM;SG	
rezoluția	قرار	rezoluție	قَرَار	N;DEF;FEM;SG	N;NOM;INDF;SG
rezoluția	القرار	rezoluție	قَرَار	N;DEF;FEM;SG	N;NOM;DEF;SG
anatolia	الاناضول	anatolie	الاناضول	N;DEF;FEM;SG	N;NOM;DEF;SG
scufundat	الغارقة	scufundat	غَارِق	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
scufundat	المغمورة	scufundat	مَغمُور	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
urmări	مسار	urmări	مَسَار		N;NOM;INDF;SG
urmări	المسار	urmări	مَسَار		N;NOM;DEF;SG
urmări	المقطوعة	urmări	مَقطُوع		
mason	ماسون	mason	ماسون	N;INDF;MASC;SG	
mason	مايسن	mason	مايسن	N;INDF;MASC;SG	
mason	مايسون	mason	مايسون	N;INDF;MASC;SG	
mason	ميسن	mason	ميسن	N;INDF;MASC;SG	
mason	ميسون	mason	ميسون	N;INDF;MASC;SG	
specialitatea	التخصص	specialitate	تَخَصُّص	N;DEF;FEM;SG	N;NOM;DEF;SG
specialitatea	تخصص	specialitate	خَصَّص	N;DEF;FEM;SG	N;NOM;INDF;SG
perfectă	مثالي	perfect	مثالي	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
perfectă	مثالية	perfect	مُثَالِيَة	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
perfectă	الكمال	perfect	كَمَال	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
perfectă	ممتاز	perfect	مُمتَاز	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
constructor	البناء	constructor	بِنَاء	N;INDF;MASC;SG	N;NOM;DEF;SG
capabile	قادر	capabil	قَادِر	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
capabile	قادرة	capabil	قَادِر	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
pură	خالص	pur	خالص	ADJ;INDF;FEM;SG	
pură	نقي	pur	نَقي	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
pură	نقية	pur	نَقِيَّة	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
ecologice	الايكولوجية	ecologic	إِيكُولُوجِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;FEM;SG
ecologice	الايكولوجي	ecologic	إِيكُولُوجِيّ	ADJ;INDF;FEM;PL	
pisa	بيزا	pisa	بَيز	N;DEF;FEM;SG	
conservatoare	محافظ	conservator	مُحَافِظ	ADJ;INDF;FEM	N;NOM;INDF;SG
conservatoare	محافظة	conservator	مُحَافَظَة	ADJ;INDF;FEM	N;NOM;INDF;SG
conservatoare	المحافظة	conservator	مُحَافَظَة	ADJ;INDF;FEM	N;NOM;DEF;SG
crescută	رفعت	crescut	رَفَع	ADJ;INDF;FEM;SG	V;PFV;FEM;SG;3;ACT
crescută	اثير	crescut	أَثِير	ADJ;INDF;FEM;SG	
crescută	زاد	crescut	زَاد	ADJ;INDF;FEM;SG	V;PFV;MASC;SG;3;ACT
intensitatea	الشدة	intensitate	شِدَّة	N;DEF;FEM;SG	N;NOM;DEF;SG
intensitatea	شدة	intensitate	شِدَّة	N;DEF;FEM;SG	N;NOM;INDF;SG
intensitatea	كثافة	intensitate	كَثَافَة	N;DEF;FEM;SG	N;NOM;INDF;SG
intensitatea	الكثافة	intensitate	كَثَّافَة	N;DEF;FEM;SG	N;NOM;DEF;SG
lacurile	البحيرات	lac	بُحَيرَة	N;DEF;FEM;PL	N;NOM;DEF;PL
crystal	كريستال	crystal	كرِيستَال	N;INDF;MASC;SG	
crystal	الكريستال	crystal	كُرَيستَال	N;INDF;MASC;SG	N;NOM;DEF;SG
identifică	التعرف	identifica	تَعَرُّف	V;IND;SG;3;PST;FIN	N;NOM;DEF;SG
maturitate	الاستحقاق	maturitate	اِستِحقَاق	N;INDF;FEM;SG	N;NOM;DEF;SG
maturitate	النضج	maturitate	نَضج	N;INDF;FEM;SG	N;NOM;DEF;SG
maturitate	نضج	maturitate	نَضج	N;INDF;FEM;SG	N;NOM;INDF;SG
maturitate	استحقاق	maturitate	اِستِحقَاق	N;INDF;FEM;SG	N;NOM;INDF;SG
maturitate	النضوج	maturitate	نُضُوج	N;INDF;FEM;SG	N;NOM;DEF;SG
cabana	الكوخ	cabană	الكوخ	N;DEF;FEM;SG	N;NOM;DEF;SG
cabana	الكوخ	cabană	الكوخ	N;DEF;FEM;SG	N;NOM;DEF;SG
cabana	كابينة	cabană	كابينة	N;DEF;FEM;SG	N;NOM;INDF;SG
cabana	مقصورة	cabană	مَقصُور	N;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
cabana	كوخ	cabană	كوخ	N;DEF;FEM;SG	
cabana	المقصورة	cabană	مَقصُورَة	N;DEF;FEM;SG	N;NOM;DEF;SG
bakr	بكر	bakr	بكر	PROPN	
elită	نخبة	elită	نُخبَة	N;INDF;FEM;SG	N;NOM;INDF;SG
elită	النخبة	elită	نُخبَة	N;INDF;FEM;SG	N;NOM;DEF;SG
disputa	نزاع	disputa	نِزَاع	V;IND;SG;3;IPFV;FIN	N;NOM;INDF;SG
disputa	النزاع	disputa	نِزَاع	V;IND;SG;3;IPFV;FIN	N;NOM;DEF;SG
organice	العضوية	organic	عُضوِيَّة	ADJ;INDF;FEM;PL	N;NOM;DEF;SG
organice	عضوية	organic	عُضوِيَّة	ADJ;INDF;FEM;PL	N;NOM;INDF;SG
organice	عضوي	organic	عُضوِيّ	ADJ;INDF;FEM;PL	
detaliile	تفاصيل	detaliu	تَفصِيل	N;DEF;FEM;PL	N;NOM;INDF;PL
detaliile	التفاصيل	detaliu	تَفصِيل	N;DEF;FEM;PL	N;NOM;DEF;PL
detaliile	للتفاصيل	detaliu	للتفاصيل	N;DEF;FEM;PL	N;GEN;DEF;SG
rată	المعدل	rată	مُعَدَّل	N;INDF;FEM;SG	N;NOM;DEF;SG
rată	معدل	rată	مُعَدَّل	N;INDF;FEM;SG	N;NOM;INDF;SG
rată	البطة	rată	بَطَّة	N;INDF;FEM;SG	N;NOM;DEF;SG
rată	بط	rată	بَطّ	N;INDF;FEM;SG	
rată	داك	rată	دَاك	N;INDF;FEM;SG	
rată	بطة	rată	بَطَّة	N;INDF;FEM;SG	
rect	المستقيم	rect	مُستَقِيم	N;INDF;MASC;SG	
islamul	الاسلام	islam	الاسلام	N;DEF;MASC;SG	
islamul	اسلام	islam	اسلام	N;DEF;MASC;SG	
culte	الطوائف	cult	طَائِفَة	N;INDF;FEM;PL	N;NOM;DEF;PL
orgă	العضو	orgă	عُضو	N;INDF;FEM;SG	N;NOM;DEF;SG
poetică	شاعري	poetic	شَاعِرِيّ	ADJ;INDF;FEM;SG	
sună	اتصل	suna	اِتَّصَل	V;IND;SG;3;PST;FIN	
sună	مكالمة	suna	مُكَالَمَة	V;IND;SG;3;PST;FIN	N;NOM;INDF;SG
sună	نداء	suna	نِدَاء	V;IND;SG;3;PST;FIN	N;NOM;INDF;SG
sună	الاتصال	suna	اِتِّصَال	V;IND;SG;3;PST;FIN	N;NOM;DEF;SG
circulația	تداول	circulație	تَدَاوُل	N;DEF;FEM;SG	N;NOM;INDF;SG
teama	خو	teamă	خو	N;DEF;FEM;SG	
teama	الخوف	teamă	خَوف	N;DEF;FEM;SG	N;NOM;DEF;SG
teama	خوف	teamă	خَائِف	N;DEF;FEM;SG	N;NOM;INDF;SG
pisica	القط	pisică	قَطّ	N;DEF;FEM;SG	
pisica	قطة	pisică	قُطَّة	N;DEF;FEM;SG	N;NOM;INDF;SG
pisica	قط	pisică	قَطّ	N;DEF;FEM;SG	
pisica	القطة	pisică	قُطَّة	N;DEF;FEM;SG	N;NOM;DEF;SG
pisica	كات	pisică	كَات	N;DEF;FEM;SG	
tancurile	دبابات	tanc	دَبَّابَة	N;DEF;FEM;PL	N;NOM;INDF;PL
tancurile	الدبابات	tanc	دَبَّابَة	N;DEF;FEM;PL	N;NOM;DEF;PL
tancurile	الخزانات	tanc	خِزَانَة	N;DEF;FEM;PL	N;NOM;DEF;PL
declin	الانحدار	declin	اِنحِدَار	N;INDF;MASC;SG	N;NOM;DEF;SG
dante	دانتي	dante	دَانتِي		
suflete	النفوس	suflet	نَفس	N;INDF;FEM;PL	N;NOM;DEF;PL
suflete	الارواح	suflet	رُوح	N;INDF;FEM;PL	N;NOM;DEF;PL
porți	البوابات	poartă	بَوَّابَة	N;INDF;FEM;PL	N;NOM;DEF;PL
porți	غيتس	poartă	غيتس	N;INDF;FEM;PL	
exclus	استبعاد	exclude	اِستِبعَاد	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
integrată	متكاملة	integra	مُتَكَامِل	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
integrată	متكامل	integra	مُتَكَامِل	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
luarea	اخذ	luare	أَخذ	N;DEF;FEM;SG	V;PFV;MASC;SG;3;ACT
fra	fra	fră	ذِيَا		
plasate	موضوعة	plasa	مَوضُوع	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
instrumentele	صكوك	instrument	صَكّ	N;DEF;FEM;PL	N;NOM;INDF;PL
instrumentele	الصكوك	instrument	صَكّ	N;DEF;FEM;PL	N;NOM;DEF;PL
instrumentele	الالات	instrument	آلَة	N;DEF;FEM;PL	N;NOM;DEF;PL
identifica	التعرف	identifica	تَعَرُّف	V;IND;SG;3;IPFV;FIN	N;NOM;DEF;SG
flux	التدفق	flux	تَدَفُّق	N;INDF;MASC;SG	N;NOM;DEF;SG
componentele	عناصر	componentă	عُنصُر	N;DEF;FEM;PL	N;NOM;INDF;PL
componentele	المكونات	componentă	مُكَوِّن	N;DEF;FEM;PL	N;NOM;DEF;PL
componentele	العناصر	componentă	عُنصُر	N;DEF;FEM;PL	N;NOM;DEF;PL
componentele	مكونات	componentă	مُكَوِّن	N;DEF;FEM;PL	N;NOM;INDF;PL
ziarele	الصحف	ziar	صَحِيفَة	N;DEF;FEM;PL	N;NOM;DEF;PL
ziarele	صحف	ziar	صَحِيفَة	N;DEF;FEM;PL	N;NOM;INDF;PL
ziarele	الجرائد	ziar	جَرِيدَة	N;DEF;FEM;PL	N;NOM;DEF;PL
scut	شيلد	scut	شيلد	N;INDF;MASC;SG	
scut	الدرع	scut	دَرع	N;INDF;MASC;SG	N;NOM;DEF;SG
scut	درعا	scut	دَرَّع	N;INDF;MASC;SG	
scut	درع	scut	دَرع	N;INDF;MASC;SG	
patrie	وطن	patrie	وَطَن	N;INDF;FEM;SG	N;NOM;INDF;SG
arhiducesa	archduch	arhiduce	archduch	N;DEF;FEM;SG	
transmisie	الارسال	transmisie	إِرسَال	N;INDF;FEM;SG	N;NOM;DEF;SG
transmisie	ارسال	transmisie	ارسال	N;INDF;FEM;SG	
transmisie	بث	transmisie	بَثّ	N;INDF;FEM;SG	N;NOM;INDF;SG
transmisie	البث	transmisie	بَثّ	N;INDF;FEM;SG	N;NOM;DEF;SG
practici	التدريب	practică	تَدرِيب	N;INDF;FEM;PL	N;NOM;DEF;SG
practici	ممارسة	practică	مُمَارَسَة	N;INDF;FEM;PL	N;NOM;INDF;SG
practici	الممارسة	practică	مُمَارَسَة	N;INDF;FEM;PL	N;NOM;DEF;SG
practici	التمرين	practică	تَمرِين	N;INDF;FEM;PL	N;NOM;DEF;SG
practici	تدريب	practică	تَدرِيب	N;INDF;FEM;PL	N;NOM;INDF;SG
practici	الممارسات	practică	مُمَارَسَة	N;INDF;FEM;PL	N;NOM;DEF;PL
motoarele	محركات	motor	مُحَرَّك	N;DEF;FEM;PL	N;NOM;INDF;PL
motoarele	المحركات	motor	مُحَرِّك	N;DEF;FEM;PL	N;NOM;DEF;PL
hotărâre	الحكم	hotărâre	حُكم	N;INDF;FEM;SG	N;NOM;DEF;SG
drepte	مباشرة	drept	مُبَاشَرَة	ADJ;INDF;FEM;PL	N;NOM;INDF;SG
drepte	مستقيم	drept	مُستَقِيم	ADJ;INDF;FEM;PL	
divertisment	للترفيه	divertisment	للترفيه	N;INDF;MASC;SG	N;GEN;DEF;SG
divertisment	الترفيه	divertisment	تَرفِيه	N;INDF;MASC;SG	N;NOM;DEF;SG
acvatice	المائية	acvatic	مَائِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;FEM;SG
molii	العث	moală	عَثّ	N;INDF;MASC;PL	N;NOM;DEF;SG
stanga	اليسار	stanga	يَسَار	N;DEF;FEM;SG	N;NOM;DEF;SG
stanga	يسار	stanga	سَار	N;DEF;FEM;SG	
kazahstan	كازاخستان	kazahstan	كازاخستان	PROPN	
obiceiuri	العادات	obicei	عَادَة	N;INDF;FEM;PL	N;NOM;DEF;PL
obiceiuri	الجمارك	obicei	جُمرُك	N;INDF;FEM;PL	N;NOM;DEF;PL
obiceiuri	العادات	obicei	عَادَة	N;INDF;FEM;PL	N;NOM;DEF;PL
vitamina	فيتامين	vitamina	فيتامين	N;DEF;FEM;SG	
cardinalul	الكاردينال	cardinal	كَارِدِينَال	N;DEF;MASC;SG	
cardinalul	كاردينال	cardinal	كاردينال	N;DEF;MASC;SG	
radar	الرادار	radar	رَادَار	N;INDF;MASC;SG	N;NOM;DEF;SG
copac	الشجرة	copac	شُجرَة	N;INDF;MASC;SG	N;NOM;DEF;SG
homer	هومر	homer	هُومُر		
marți	الثلاثاء	marți	ثُلَاثَاء		N;NOM;DEF;SG
gazda	المضيف	gazdă	مُضِيف	N;DEF;FEM;SG	ADJ;NOM;DEF;MASC;SG
gazda	مضيف	gazdă	مُضِيف	N;DEF;FEM;SG	N;NOM;INDF;SG
gazda	المضيفة	gazdă	مُضِيف	N;DEF;FEM;SG	ADJ;NOM;DEF;FEM;SG
gazda	مضيفة	gazdă	مُضِيف	N;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
gazda	المضيفة	gazdă	مُضِيف	N;DEF;FEM;SG	ADJ;NOM;DEF;FEM;SG
întreprins	الاضطلاع	întreprinde	اِضطِلَاع	V;MASC;SG;V.PTCP	N;NOM;DEF;SG
furat	سرقت	furat	سَرَق	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;3;ACT
furat	مسروق	furat	مَسرُوق	ADJ;INDF;MASC;SG	
furat	المسروقة	furat	مَسرُوق	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
furat	سرق	furat	سِرق	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
furat	سرقت	furat	سَرَق	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;3;ACT
furat	سرق	furat	سِرق	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
rogers	روجرز	rogers	رُوجرِز	PROPN	
laser	الليزر	laser	لِيزِر	N;INDF;MASC;SG	N;NOM;DEF;SG
laser	ليزر	laser	ليزر	N;INDF;MASC;SG	
proaspăt	طازج	proaspăt	طَازَج	ADV	N;NOM;INDF;SG
proaspăt	طازجة	proaspăt	طَازِج	ADV	ADJ;NOM;INDF;FEM;SG
învinsă	هزم	învinge	هَزم	ADJ;INDF;FEM;SG	V;PFV;MASC;SG;3;ACT
învinsă	هزمت	învinge	هَزم	ADJ;INDF;FEM;SG	V;PFV;FEM;SG;3;ACT
rapoarte	التقارير	raport	تَقرِير	N;INDF;FEM;PL	N;NOM;DEF;PL
pachet	الحزمة	pachet	حُزمَة	N;INDF;MASC;SG	N;NOM;DEF;SG
pachet	الحزمة	pachet	حُزمَة	N;INDF;MASC;SG	N;NOM;DEF;SG
pachet	الطرد	pachet	طَرد	N;INDF;MASC;SG	N;NOM;DEF;SG
climatice	المناخية	climatic	مُنَاخِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;FEM;SG
climatice	المناخ	climatic	مُنَاخ	ADJ;INDF;FEM;PL	N;NOM;DEF;SG
climatice	مناخ	climatic	مُنَاخ	ADJ;INDF;FEM;PL	N;NOM;INDF;SG
mercury	الزئبق	mercury	زَئبَق	PROPN	N;NOM;DEF;SG
che	تشي	che	تشي		
posibilități	الامكانات	posibilitate	إِمكَان	N;INDF;FEM;PL	N;NOM;DEF;PL
posibilități	الامكانيات	posibilitate	إِمكَانِيَّة	N;INDF;FEM;PL	N;NOM;DEF;PL
posibilități	الاحتمالات	posibilitate	اِحتِمَال	N;INDF;FEM;PL	N;NOM;DEF;PL
pasiune	شغف	pasiune	شغف	N;INDF;FEM;SG	
pasiune	الهوى	pasiune	هُوَيّ	N;INDF;FEM;SG	N;NOM;DEF;SG
pasiune	العاطفة	pasiune	عَاطِفَة	N;INDF;FEM;SG	N;NOM;DEF;SG
pasiune	الشغف	pasiune	شَغف	N;INDF;FEM;SG	N;NOM;DEF;SG
pasiune	الهيام	pasiune	هَيَام	N;INDF;FEM;SG	N;NOM;DEF;SG
înlocuitor	الاستبدال	înlocuitor	اِستِبدَال	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
înlocuitor	البديل	înlocuitor	بَدِيل	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
înlocuitor	استبدال	înlocuitor	اِستِبدَال	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
înlocuitor	بديل	înlocuitor	بَدِيل	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
supravegherea	رقابة	supraveghere	رَقَابَة	N;DEF;FEM;SG	N;NOM;INDF;SG
supravegherea	الاشراف	supraveghere	إِشرَاف	N;DEF;FEM;SG	N;NOM;DEF;SG
supravegherea	الرقابة	supraveghere	رَقَابَة	N;DEF;FEM;SG	N;NOM;DEF;SG
supravegherea	اشراف	supraveghere	اشراف	N;DEF;FEM;SG	
supravegherea	الاشراف	supraveghere	إِشرَاف	N;DEF;FEM;SG	N;NOM;DEF;SG
supravegherea	اشراف	supraveghere	اشراف	N;DEF;FEM;SG	
supravegherea	المراقبة	supraveghere	مُرَاقَبَة	N;DEF;FEM;SG	N;NOM;DEF;SG
supravegherea	مراقبة	supraveghere	مُرَاقَبَة	N;DEF;FEM;SG	N;NOM;INDF;SG
biblice	التوراتي	biblic	تُورَاتِيّ	ADJ;INDF;FEM;PL	
sistematic	منهجي	sistematic	مَنهَجِيّ	ADV	ADJ;NOM;INDF;MASC;SG
sistematic	منهجية	sistematic	مُنهَجِيّ	ADV	N;NOM;INDF;SG
westminster	ويستمنستر	westminster	ويستمنستر	PROPN	
pietrele	الاحجار	pietru	حَجَر	N;DEF;FEM;PL	
pietrele	الحجارة	pietru	حَجَّارَة	N;DEF;FEM;PL	N;NOM;DEF;SG
pietrele	احجار	pietru	إِحجَار	N;DEF;FEM;PL	
pietrele	حجارة	pietru	حجارة	N;DEF;FEM;PL	N;NOM;INDF;SG
flăcări	لهب	flacără	لَهَب	N;INDF;FEM;PL	
magda	ماجدا	magda	مَاجدَا	N;DEF;FEM;SG	ADJ;ACC;INDF;MASC;SG
magda	ماجدة	magda	ماجدة	N;DEF;FEM;SG	
speed	سبيد	speed	سبيد	N;INDF;MASC;SG	
speed	السرعة	speed	سُرعَة	N;INDF;MASC;SG	N;NOM;DEF;SG
arhivă	ارشيف	arhivă	ارشيف	N;INDF;FEM;SG	
arhivă	الارشيف	arhivă	اَلأَرشِيف	N;INDF;FEM;SG	N;NOM;DEF;SG
arhivă	المحفوظات	arhivă	مَحفُوظ	N;INDF;FEM;SG	N;NOM;DEF;PL
arhivă	محفوظات	arhivă	مَحفُوظ	N;INDF;FEM;SG	ADJ;NOM;INDF;FEM;PL
arhivă	الارشيف	arhivă	اَلأَرشِيف	N;INDF;FEM;SG	N;NOM;DEF;SG
mergând	مشي	merge	مَشي	V;V.MSDR	
mergând	امشي	merge	امشي	V;V.MSDR	
mergând	المشي	merge	مُشِيّ	V;V.MSDR	N;NOM;DEF;SG
mergând	ذهاب	merge	ذَهَاب	V;V.MSDR	N;NOM;INDF;SG
mergând	ذاهب	merge	ذَاهِب	V;V.MSDR	
mergând	ذاهبة	merge	ذَاهِبَة	V;V.MSDR	ADJ;NOM;INDF;FEM;SG
wind	الرياح	wind	رِيح	PROPN	N;NOM;DEF;PL
wind	الريح	wind	رَيح	PROPN	N;NOM;DEF;SG
wind	ريح	wind	ريح	PROPN	
wind	رياح	wind	رِيح	PROPN	N;NOM;INDF;PL
jonas	يونس	jonas	يُونِس	PROPN	
jonas	جوناس	jonas	جُونَاس	PROPN	
cucerită	غزا	cucerit	غَز	ADJ;INDF;FEM;SG	V;PFV;MASC;SG;3;ACT
newman	نيومان	newman	نِيُومَان	PROPN	
podgorica	بودغوريكا	podgorică	بُودغُورِيكَا	N;DEF;FEM;SG	
comis	ارتكبت	comite	اِرتَكَب	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;3;ACT
parametri	البارامترات	parametru	بَارَامِتر	N;INDF;MASC;PL	
credincios	مخلص	credincios	مُخَلَّص	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
credincios	المؤمنين	credincios	مُؤَمِّن	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;PL
credincios	مخلصة	credincios	مخلصة	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
credincios	المؤمن	credincios	مُؤَمِّن	N;INDF;MASC;SG	N;NOM;DEF;SG
credincios	مؤمن	credincios	مؤمن	N;INDF;MASC;SG	
frică	خو	frică	خو	N;INDF;FEM;SG	
frică	الخوف	frică	خَوف	N;INDF;FEM;SG	N;NOM;DEF;SG
frică	خوف	frică	خَائِف	N;INDF;FEM;SG	N;NOM;INDF;SG
dominantă	المهيمنة	dominant	مُهَيَّم	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
dominantă	المهيمن	dominant	المهيمن	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
dezbateri	المناقشات	dezbatere	مُنَاقَشَة	N;INDF;FEM;PL	N;NOM;DEF;PL
dezbateri	النقاشات	dezbatere	نِقَاش	N;INDF;FEM;PL	N;NOM;DEF;PL
dezbateri	النقاش	dezbatere	النقاش	N;INDF;FEM;PL	
dezbateri	مناقشة	dezbatere	مُنَاقَشَة	N;INDF;FEM;PL	N;NOM;INDF;SG
dezbateri	المناظرة	dezbatere	مُنَاظَرَة	N;INDF;FEM;PL	N;NOM;DEF;SG
dezbateri	نقاش	dezbatere	نِقَاش	N;INDF;FEM;PL	N;NOM;INDF;SG
dezbateri	المناقشة	dezbatere	مُنَاقَشَة	N;INDF;FEM;PL	N;NOM;DEF;SG
cuantice	كمي	cuantic	كمي	ADJ;INDF;FEM;PL	N;NOM;INDF;SG
rotterdam	روتردام	rotterdam	رُورِدَام	PROPN	
corona	كورونا	corona	كورونا	N;DEF;FEM;SG	
dortmund	دورتموند	dortmunde	دورتموند	PROPN	
îngustă	ضيق	îngust	ضيق	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
îngustă	تضييق	îngust	تَضيِيق	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
russula	r	russula	لَ	N;DEF;FEM;SG	
actualizat	تحديث	actualizat	تَحدِيث	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
bonn	بون	bonn	بون	PROPN	
campioni	الابطال	campion	بَطَل	N;INDF;MASC;PL	N;NOM;DEF;PL
strauss	ستراوس	strauss	ستراوس	PROPN	
înțelept	الحكيم	înțelept	الحكيم	ADJ;INDF;MASC;SG	
înțelept	حكيم	înțelept	حكيم	ADJ;INDF;MASC;SG	
boulogne	بولوني	boulogn	بولوني	PROPN	
celebră	شهيرة	celebră	شَهِيرَة	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
celebră	مشهور	celebră	مَشهُور	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
celebră	شهير	celebră	شَهِير	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
celebră	مشهورة	celebră	مَشهُور	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
celebră	الشهيرة	celebră	شَهِير	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
protector	واقي	protector	واقي	ADJ;INDF;MASC;SG	
protector	حامي	protector	حامي	ADJ;INDF;MASC;SG	
protector	الحامية	protector	حَامِي	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
solidă	صلبة	solid	صُلبَة	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
solidă	متين	solid	متين	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
solidă	الصلبة	solid	صَلبَة	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
solidă	صلب	solid	صُلب	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
guardian	الوصي	guardian	وَصي	N;INDF;MASC;SG	N;NOM;DEF;SG
guardian	وصي	guardian	وَصي	N;INDF;MASC;SG	
braille	بريل	braillă	بَرِيل		
operațiune	العملية	operațiune	عَمَلِيَّة	N;INDF;FEM;SG	N;NOM;DEF;SG
operațiune	العمليات	operațiune	عَمَلِيَّة	N;INDF;FEM;SG	N;NOM;DEF;PL
operațiune	عملية	operațiune	عَمَلِيَّة	N;INDF;FEM;SG	N;NOM;INDF;SG
grădini	جنات	grădină	جِنَة	N;INDF;FEM;PL	
grădini	الحدائق	grădină	حَدِيقَة	N;INDF;FEM;PL	N;NOM;DEF;PL
doamnă	مدام	doamnă	مَدَام	N;INDF;FEM;SG	
doamnă	سيدتي	doamnă	سيدتي	N;INDF;FEM;SG	
doamnă	السيدة	doamnă	سَيِّدَة	N;INDF;FEM;SG	N;NOM;DEF;SG
doamnă	سيدة	doamnă	سَيِّدَة	N;INDF;FEM;SG	N;NOM;INDF;SG
editori	الناشرين	editor	نَاشِر	N;INDF;MASC;PL	N;NOM;DEF;PL
editori	المحررين	editor	مُحَرِّر	N;INDF;MASC;PL	N;NOM;DEF;PL
rudele	اقارب	rudă	أَقرَب	N;DEF;FEM;PL	N;NOM;INDF;PL
rudele	الاقارب	rudă	أَقرَب	N;DEF;FEM;PL	N;NOM;DEF;PL
razboi	الحرب	razboi	حَرب	N;INDF;MASC;SG	N;NOM;DEF;SG
sentiment	الاحساس	sentiment	إِحسَاس	N;INDF;MASC;SG	N;NOM;DEF;SG
sentiment	اشعر	sentiment	أَشعَر	N;INDF;MASC;SG	
sentiment	الشعور	sentiment	شُعُور	N;INDF;MASC;SG	N;NOM;DEF;SG
kafka	كافكا	kafka	كَافكَا	PROPN	
audiență	جمهور	audiență	جُمهُور	N;INDF;FEM;SG	N;NOM;INDF;SG
audiență	الجمهور	audiență	جُمهُور	N;INDF;FEM;SG	N;NOM;DEF;SG
