tennessee	теннесси	tennessa	теннесси	ADV	N;INAN;NOM;MASC;SG
pacific	pacific	pacific	pacific	N;INAN;NOM;MASC;SG	PROPN
prítomný	подарок	prítomný	подарок	ADJ;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
povrchové	поверхностные	povrchový	поверхностный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
pomocné	вспомогательные	pomocný	вспомогательный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
pomocné	вспомогательных	pomocný	вспомогательный	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
pracujúcich	трудящиеся	pracujúci	трудящийся	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	N;ANIM;NOM;MASC;PL
pracujúcich	работники	pracujúci	работник	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	N;ANIM;NOM;MASC;PL
pracujúcich	рабочие	pracujúci	рабочий	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	N;ANIM;NOM;MASC;PL
pracujúcich	работников	pracujúci	работник	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	N;ANIM;GEN;MASC;PL
pracujúcich	трудящихся	pracujúci	трудящийся	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	N;ANIM;GEN;MASC;PL
víťazný	победителями	víťazný	победитель	ADJ;ANIM;NOM;MASC;SG	N;ANIM;INS;MASC;PL
nissan	nissan	nissan	nissan	N;INAN;NOM;MASC;SG	PROPN
kanálov	каналы	kanál	канал	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL
vysielať	трансляция	vysielať	трансляция	V;IPFV;POS;NFIN	N;INAN;NOM;FEM;SG
vysielať	трансляции	vysielať	трансляция	V;IPFV;POS;NFIN	N;INAN;NOM;FEM;PL
vysielať	вещание	vysielať	вещание	V;IPFV;POS;NFIN	N;INAN;NOM;NEUT;SG
vysielať	вещания	vysielať	вещание	V;IPFV;POS;NFIN	N;INAN;NOM;NEUT;PL
vysielať	вещание	vysielať	вещание	V;IPFV;POS;NFIN	N;INAN;NOM;NEUT;SG
une	une	uňa	une		PROPN
lietadlom	плоскость	lietadlo	плоскость	N;INS;NEUT;SG	N;INAN;NOM;FEM;SG
lietadlom	самолет	lietadlo	самолет	N;INS;NEUT;SG	N;INAN;NOM;MASC;SG
lietadlom	плоскости	lietadlo	плоскость	N;INS;NEUT;SG	N;INAN;NOM;FEM;PL
lietadlom	самолёт	lietadlo	самолет	N;INS;NEUT;SG	N;INAN;NOM;MASC;SG
lietadlom	самолет	lietadlo	самолет	N;INS;NEUT;SG	N;INAN;NOM;MASC;SG
lietadlom	самолёт	lietadlo	самолет	N;INS;NEUT;SG	N;INAN;NOM;MASC;SG
churchill	черчилль	churchill	черчилль	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
kenneth	кеннет	kenneth	кеннуть	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
larry	лари	larra	лари	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
larry	ларри	larra	ларри	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
mitchell	митчел	mitchell	митчел	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
mitchell	митчелл	mitchell	митчелл	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
viet	приговоры	vedieť	приговор	N;GEN;FEM;PL	N;INAN;NOM;MASC;PL
gibson	гибсон	gibson	гибсон	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
veselý	веселые	veselý	веселый	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;PL
absolútna	абсолютной	absolútny	абсолютный	ADJ;NOM;FEM;SG	ADJ;INS;FEM;SG
ball	бал	ball	бал		N;INAN;NOM;MASC;SG
ball	шар	ball	шар		N;INAN;NOM;MASC;SG
ball	мяч	ball	мяч		N;INAN;NOM;MASC;SG
ann	энн	ann	энн	PROPN;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
ann	анн	ann	анна	PROPN;NOM;FEM;SG	N;INAN;NOM;FEM;SG
občianskych	гражданская	občiansky	гражданский	ADJ;GEN;MASC;PL	ADJ;NOM;FEM;SG
občianskych	гражданского	občiansky	гражданский	ADJ;GEN;MASC;PL	ADJ;GEN;MASC;SG
občianskych	гражданские	občiansky	гражданский	ADJ;GEN;MASC;PL	ADJ;NOM;PL
občianskych	гражданское	občiansky	гражданский	ADJ;GEN;MASC;PL	ADJ;NOM;NEUT;SG
občianskych	гражданский	občiansky	гражданский	ADJ;GEN;MASC;PL	ADJ;NOM;MASC;SG
patent	патента	patent	патент	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
dievčatá	girls	dievča	girls	N;NOM;NEUT;PL	PROPN
dievčatá	девочек	dievča	девочка	N;NOM;NEUT;PL	N;ANIM;GEN;FEM;PL
prijíma	принимаю	prijímať	принимать	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
prijíma	принимаем	prijímať	принимать	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;PL;1;PRS;FIN;ACT
ahl	ахл	ahl	ахл	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG
bielkovín	белок	bielkovina	белок	N;GEN;FEM;PL	N;INAN;NOM;MASC;SG
bielkovín	белка	bielkovina	белок	N;GEN;FEM;PL	N;INAN;GEN;MASC;SG
bielkovín	белки	bielkovina	белок	N;GEN;FEM;PL	N;INAN;NOM;MASC;PL
kat	палач	kat	палач		N;ANIM;NOM;MASC;SG
kat	палач	kat	палач		N;ANIM;NOM;MASC;SG
kat	кэт	kat	кэт		N;ANIM;NOM;FEM;SG
novinárov	журналисты	novinár	журналист	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
ukázala	показали	ukázať	показать	V;PFV;FEM;SG;POS;PST;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
pokusov	испытания	pokus	испытание	N;INAN;GEN;MASC;PL	N;INAN;NOM;NEUT;PL
pokusov	попытки	pokus	попытка	N;INAN;GEN;MASC;PL	N;INAN;NOM;FEM;PL
čaká	ожидание	čakať	ожидание	V;IPFV;IND;SG;3;POS;PRS;FIN	N;INAN;NOM;NEUT;SG
čaká	ждём	čakať	ждем	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;PL;1;PRS;FIN;ACT
čaká	жду	čakať	ждать	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
čaká	ждем	čakať	ждать	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;PL;1;PRS;FIN;ACT
písomné	написано	písomný	писать	ADJ;NOM;NEUT;SG	V;PFV;NEUT;SG;PST;V.PTCP;PASS
písomné	письменные	písomný	письменный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
huby	грибок	huby	грибок	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG
huby	гриб	huby	гриб	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG
pomohli	помогло	pomôcť	помочь	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN;ACT
pomohli	помог	pomôcť	помочь	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
pomohli	помогла	pomôcť	помочь	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
orbiter	orbiter	orbiter	orbiter	N;INAN;NOM;MASC;SG	PROPN
role	роль	role	роль	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
role	ролях	role	роль	N;NOM;FEM;PL	N;INAN;ESS;FEM;PL
prispeli	способствовало	prispieť	способствовать	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
prispeli	пожертвовал	prispieť	жертвовать	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
prispeli	безвозмездно	prispieť	безвозмездно	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADV
automatické	auto	automatický	auto	ADJ;NOM;NEUT;SG	PROPN
automatické	авто	automatický	авто	ADJ;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
automatické	автоматические	automatický	автоматический	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
automatické	автоматического	automatický	автоматический	ADJ;NOM;NEUT;SG	ADJ;GEN;MASC;SG
automatické	автоматически	automatický	автоматически	ADJ;NOM;NEUT;SG	ADV
volal	называется	volať	называться	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;MID
volal	позвонил	volať	звонить	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
asistenti	помощников	asistent	помощник	N;ANIM;NOM;MASC;PL	N;ANIM;ACC;MASC;PL
detský	дитя	detský	дитя	ADJ;ANIM;NOM;MASC;SG	N;INAN;NOM;NEUT;SG
detský	ребенок	detský	ребенок	ADJ;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
detský	ребёнок	detský	ребёнок	ADJ;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
detský	ребенка	detský	ребенок	ADJ;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
vystavené	воздействию	vystavený	воздействие	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	N;INAN;DAT;NEUT;SG
čestné	честным	čestný	честный	ADJ;NOM;NEUT;SG	ADJ;INS;NEUT;SG
čestné	честно	čestný	честно	ADJ;NOM;NEUT;SG	ADV
čínskych	китайская	čínsky	китайский	ADJ;GEN;MASC;PL	ADJ;NOM;FEM;SG
čínskych	китайское	čínsky	китайский	ADJ;GEN;MASC;PL	ADJ;NOM;NEUT;SG
čínskych	китайцы	čínsky	китаец	ADJ;GEN;MASC;PL	N;ANIM;NOM;MASC;PL
čínskych	китайский	čínsky	китайский	ADJ;GEN;MASC;PL	ADJ;NOM;MASC;SG
čínskych	китая	čínsky	китай	ADJ;GEN;MASC;PL	N;INAN;GEN;MASC;SG
zranenia	травм	zranenie	травма	N;NOM;NEUT;PL	N;INAN;GEN;FEM;PL
čelo	виолончели	čelo	виолончель	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
dverí	двери	dvere	дверь	N;GEN;FEM;PL	N;INAN;NOM;FEM;PL
dverí	дверь	dvere	дверь	N;GEN;FEM;PL	N;INAN;NOM;FEM;SG
dverí	двери	dvere	дверь	N;GEN;FEM;PL	N;INAN;NOM;FEM;PL
zlý	bad	zlý	bad	ADJ;ANIM;NOM;MASC;SG	PROPN
ovplyvnili	повлияла	ovplyvniť	влиять	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
strela	застрелил	strieť	застрелить	N;NOM;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
strela	застрелен	strieť	застрелить	N;NOM;FEM;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
strela	пулю	strieť	пуля	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
podzemných	подполье	podzemný	подполье	ADJ;GEN;MASC;PL	N;INAN;NOM;NEUT;SG
podzemných	подземные	podzemný	подземный	ADJ;GEN;MASC;PL	ADJ;NOM;PL
podzemných	метро	podzemný	метро	ADJ;GEN;MASC;PL	N;INAN;NOM;NEUT;SG
podzemných	подземный	podzemný	подземный	ADJ;GEN;MASC;PL	ADJ;NOM;MASC;SG
norma	норм	norma	норма	N;NOM;FEM;SG	N;INAN;GEN;FEM;PL
norma	нормой	norma	норма	N;NOM;FEM;SG	N;INAN;INS;FEM;SG
norma	нормы	norma	норма	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
norma	стандартные	norma	стандартный	N;NOM;FEM;SG	ADJ;NOM;PL
norma	стандартная	norma	стандартный	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
norma	стандартный	norma	стандартный	N;NOM;FEM;SG	ADJ;NOM;MASC;SG
norma	standard	norma	standard	N;NOM;FEM;SG	PROPN
početných	многочисленные	početný	многочисленный	ADJ;GEN;MASC;PL	ADJ;NOM;PL
paolo	паоло	paonúť	пайть	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
aer	aer	aer	aer	PROPN;ANIM;NOM;MASC;SG	PROPN
rosa	розу	rosa	роза	N;NOM;FEM;SG	N;ANIM;ACC;FEM;SG
zvuky	звучит	zvuk	звучать	N;INAN;NOM;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
canaveral	канаверал	canaverať	канаверал	PROPN;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
uznané	признан	uznaný	признать	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
uznané	признано	uznaný	признать	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
uznané	признали	uznaný	признать	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN;ACT
uznané	признанных	uznaný	признать	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;GEN;PL;PST;V.PTCP;PASS
uznané	признан	uznaný	признать	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
uznané	признано	uznaný	признать	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
uznané	признал	uznaný	признать	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
uznané	признана	uznaný	признать	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
uznané	признали	uznaný	признать	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN;ACT
uznané	признала	uznaný	признать	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
uznané	признано	uznaný	признать	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
uznané	признана	uznaný	признать	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
uznané	признанные	uznaný	признать	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
uznané	признали	uznaný	признать	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN;ACT
uznané	признанных	uznaný	признать	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;GEN;PL;PST;V.PTCP;PASS
recenzie	обзоров	recenzia	обзор	N;NOM;FEM;PL	N;INAN;GEN;MASC;PL
valcov	баллоны	valec	баллон	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL
chvíle	moments	chvíľa	moments	N;NOM;FEM;PL	PROPN
eugene	евгений	eugeň	евгений	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
eugene	юджин	eugeň	юджин	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
úpadok	распада	úpadok	распад	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
úpadok	банкротства	úpadok	банкротство	N;INAN;NOM;MASC;SG	N;INAN;NOM;NEUT;PL
palestíny	палестину	palestína	палестина	N;NOM;FEM;PL	N;INAN;ACC;FEM;SG
palestíny	палестина	palestína	палестина	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
minimum	минимальный	minimum	минимальный	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
minimum	минимальное	minimum	минимальный	N;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
minimum	минимальная	minimum	минимальный	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
minimum	минимум	minimum	минимум	N;NOM;NEUT;SG	N;INAN;ACC;MASC;SG
zmenený	измененный	zmenený	изменить	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
zmenený	измененные	zmenený	изменить	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
zmenený	изменена	zmenený	изменить	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
zmenený	изменено	zmenený	изменить	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
zmiešané	смешанных	zmiešaný	смешанный	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;GEN;PL
zmiešané	смешанная	zmiešaný	смешанный	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
zmiešané	смешанные	zmiešaný	смешанный	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;PL
laboratórium	лаборатории	laboratórium	лаборатория	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
laboratórium	lab	laboratórium	lab	N;NOM;NEUT;SG	PROPN
cover	обложки	cover	обложка		N;INAN;NOM;FEM;PL
cover	прикрытие	cover	прикрытие		N;INAN;NOM;NEUT;SG
cover	обложка	cover	обложка		N;INAN;NOM;FEM;SG
cover	обложку	cover	обложка		N;INAN;ACC;FEM;SG
cover	покрытия	cover	покрытие		N;INAN;NOM;NEUT;PL
miguel	мигель	miguel	мигель	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
limit	ограничить	limit	ограничить	N;INAN;NOM;MASC;SG	V;PFV;NFIN;ACT
che	че	che	что	PROPN;ANIM;NOM;MASC;SG	
obnova	восстановления	obnova	восстановление	N;NOM;FEM;SG	N;INAN;GEN;NEUT;SG
míľ	майлс	míľ	майлс	N;GEN;FEM;SG	N;ANIM;NOM;MASC;SG
míľ	мили	míľ	мили	N;GEN;FEM;SG	N;INAN;NOM;MASC;PL
míľ	миль	míľ	миля	N;GEN;FEM;SG	N;INAN;GEN;FEM;PL
míľ	майлз	míľ	майлз	N;GEN;FEM;SG	N;ANIM;NOM;MASC;SG
base	тюрьме	basa	тюрьма	PROPN;ANIM;NOM;MASC;SG	N;INAN;DAT;FEM;SG
base	тюрьма	basa	тюрьма	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;FEM;SG
misií	миссии	misia	миссия	N;GEN;FEM;PL	N;INAN;NOM;FEM;PL
guvernér	губернатор	guvernér	губернатор	ADJ;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
kolá	обход	kolo	обход	N;NOM;NEUT;PL	N;INAN;NOM;MASC;SG
kolá	раундов	kolo	раунд	N;NOM;NEUT;PL	N;INAN;GEN;MASC;PL
vnímanie	восприятия	vnímanie	восприятие	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
full	полный	full	полный		ADJ;NOM;MASC;SG
full	полные	full	полный		ADJ;NOM;PL
full	полное	full	полный		ADJ;NOM;NEUT;SG
full	полного	full	полный		ADJ;GEN;MASC;SG
full	полная	full	полный		ADJ;NOM;FEM;SG
námorná	морские	námorný	морской	ADJ;NOM;FEM;SG	ADJ;NOM;PL
stewart	стюарт	stewart	стюарт	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
clark	кларк	clark	кларк	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
clark	кларк	clark	кларк	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
clark	кларка	clark	кларк	PROPN;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
lane	канату	lana	канат	N;NOM;FEM;SG	N;INAN;DAT;MASC;SG
fyzické	физические	fyzický	физический	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
fyzické	физической	fyzický	физический	ADJ;NOM;NEUT;SG	ADJ;INS;FEM;SG
harrison	харрисон	harrison	харрисон	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
harrison	гаррисон	harrison	гаррисон	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
turíne	турине	turína	турина	N;INAN;NOM;MASC;SG	N;INAN;ESS;MASC;SG
morských	морские	morský	морской	ADJ;GEN;MASC;PL	ADJ;NOM;PL
morských	морской	morský	морской	ADJ;GEN;MASC;PL	ADJ;NOM;MASC;SG
morských	морская	morský	морской	ADJ;GEN;MASC;PL	ADJ;NOM;FEM;SG
čitateľov	читатели	čitateľ	читатель	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
autobusov	автобусы	autobus	автобус	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL
baran	овен	baran	овен	N;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
znamenie	подписать	znamenie	подписать	N;NOM;NEUT;SG	V;PFV;NFIN;ACT
stepanovič	степанович	stepanovič	степанович	N;ANIM;DAT;MASC;SG	N;ANIM;NOM;MASC;SG
wagner	вагнер	wagner	вагнер	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
javu	явление	jav	явление	N;INAN;GEN;MASC;SG	N;INAN;NOM;NEUT;SG
javu	феномен	jav	феномен	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG
vzorky	образец	vzorka	образец	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG
vzorky	выборка	vzorka	выборка	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
meraní	измерений	meranie	измерение	N;NOM;NEUT;PL	N;INAN;GEN;NEUT;PL
poradca	консультанта	poradca	консультант	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
poradca	советника	poradca	советник	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
dobrovoľne	вызвался	dobrovoľne	вызваться	ADV	V;PFV;MASC;IND;SG;PST;FIN;MID
rozpočtu	бюджет	rozpočet	бюджет	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG
katastrofy	катастроф	katastrofy	катастрофа	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
koncentrácia	концентрации	koncentrácia	концентрация	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
koncentrácia	концентрации	koncentrácia	концентрация	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
čiernu	чёрное	čierny	черный	N;ACC;FEM;SG	ADJ;NOM;NEUT;SG
čiernu	черный	čierny	черный	N;ACC;FEM;SG	ADJ;NOM;MASC;SG
čiernu	black	čierny	black	N;ACC;FEM;SG	PROPN
čiernu	чёрные	čierny	черный	N;ACC;FEM;SG	ADJ;NOM;PL
čiernu	чёрный	čierny	чёрный	N;ACC;FEM;SG	ADJ;NOM;MASC;SG
koleso	колеса	koleso	колесо	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
kant	кант	kant	кант	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
aus	aus	aus	aus	PROPN;ANIM;NOM;MASC;SG	PROPN
masaryk	масарик	masaryk	масарик	N;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
pohlavné	венерических	pohlavný	венерический	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
diera	дыру	diera	дыра	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
jedlo	продовольственной	jedlo	продовольственный	N;NOM;NEUT;SG	ADJ;INS;FEM;SG
jedlo	еды	jedlo	еда	N;NOM;NEUT;SG	N;INAN;GEN;FEM;SG
infekcie	инфекций	infekcia	инфекция	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
infekcie	инфекция	infekcia	инфекция	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
félix	феликса	félix	феликс	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
optické	оптических	optický	оптический	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
summer	лето	summer	лето	INTJ	N;INAN;NOM;NEUT;SG
summer	summer	summer	summer	INTJ	PROPN
summer	саммер	summer	саммер	INTJ	N;INAN;NOM;FEM;SG
summer	летний	summer	летний	INTJ	ADJ;NOM;MASC;SG
edmonton	эдмонтон	edmonton	эдмонтон	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
spomenúť	упоминание	spomenúť	упоминание	V;PFV;POS;NFIN	N;INAN;NOM;NEUT;SG
potvrdené	подтверждена	potvrdený	подтвердить	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
potvrdené	подтверждено	potvrdený	подтвердить	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
potvrdené	подтверждаю	potvrdený	подтверждать	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;1;PRS;FIN;ACT
komerčné	коммерции	komerčný	коммерция	ADJ;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
komerčné	торговля	komerčný	торговля	ADJ;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
komerčné	коммерческие	komerčný	коммерческий	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
povie	рассказывает	povedať	рассказывать	V;PFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
spôsobov	способы	spôsob	способ	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL
spôsobov	пути	spôsob	путь	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL
obnovený	возобновил	obnovený	возобновить	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
obnovený	восстановлено	obnovený	восстановить	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
obnovený	восстановлен	obnovený	восстановить	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
obnovený	восстановлены	obnovený	восстановить	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
vietnam	вьетнам	vieton	вьетный	N;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;PL
dodatočne	модернизирована	dodatočne	модернизировать	ADV	V;PFV;FEM;SG;PST;V.PTCP;PASS
cudzie	иностранных	cudzí	иностранный	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
stratégie	стратегия	stratégia	стратегия	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
výrobné	производство	výrobný	производство	ADJ;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
výrobné	изготовление	výrobný	изготовление	ADJ;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
jednotlivca	индивидуальные	jednotlivec	индивидуальный	N;ANIM;ACC;MASC;SG	ADJ;NOM;PL
jednotlivca	отдельных	jednotlivec	отдельный	N;ANIM;ACC;MASC;SG	ADJ;GEN;PL
jednotlivca	индивидуальное	jednotlivec	индивидуальный	N;ANIM;ACC;MASC;SG	ADJ;NOM;NEUT;SG
jednotlivca	индивидуальный	jednotlivec	индивидуальный	N;ANIM;ACC;MASC;SG	ADJ;NOM;MASC;SG
