что	o	что	o	PRO;NOM	DET
якоб	xacob	якоб	xacob	N;ANIM;NOM;MASC;SG	V
женщину	unha	женщина	un	N;ANIM;ACC;FEM;SG	DET
мальчиков	os	мальчик	o	N;ANIM;GEN;MASC;PL	DET
успешного	éxito	успешный	éxito	ADJ;GEN;MASC;SG	N
черт	carallo	черт	carallo	N;ANIM;NOM;MASC;SG	ADV
греческая	grego	греческий	grego	ADJ;NOM;FEM;SG	N
частное	raso	частный	raso	ADJ;NOM;NEUT;SG	N
частное	soldado	частный	soldar	ADJ;NOM;NEUT;SG	V
риска	en	риск	en	N;INAN;GEN;MASC;SG	ADP
риска	arriscar	риск	arriscar	N;INAN;GEN;MASC;SG	V
зеркало	o	зеркало	o	N;INAN;NOM;NEUT;SG	DET
регулярный	regularmente	регулярный	regular	ADJ;NOM;MASC;SG	ADV
регулярный	de	регулярный	de	ADJ;NOM;MASC;SG	ADP
регулярный	taxis	регулярный	taxis	ADJ;NOM;MASC;SG	N
регулярный	regular	регулярный	regular	ADJ;NOM;MASC;SG	V
грей	gris	грей	gris	N;INAN;NOM;MASC;SG	PROPN
грей	é	грей	ser	N;INAN;NOM;MASC;SG	V
правду	a	правда	o	N;INAN;ACC;FEM;SG	DET
разнообразие	de	разнообразие	de	N;INAN;NOM;NEUT;SG	ADP
поворот	a	поворот	o	N;INAN;NOM;MASC;SG	DET
дэйв	dave	дэйв	dave	N;ANIM;NOM;MASC;SG	PROPN
коричневые	brown	коричневый	brown	ADJ;NOM;PL	PROPN
коричневые	marróns	коричневый	marrón	ADJ;NOM;PL	N
коричневые	marrón	коричневый	marrón	ADJ;NOM;PL	N
саймон	simon	саймон	ser	N;ANIM;NOM;MASC;SG	PROPN
саид	dixo	саид	dicir	N;ANIM;NOM;MASC;SG	V
саид	dixeron	саид	dacer	N;ANIM;NOM;MASC;SG	V
саид	dixen	саид	dixir	N;ANIM;NOM;MASC;SG	V
саид	que	саид	que	N;ANIM;NOM;MASC;SG	PRO
низким	pouco	низкий	pouco	ADJ;INS;NEUT;SG	ADV
низким	baixo	низкий	baixo	ADJ;INS;NEUT;SG	ADP
низким	baixa	низкий	baixa	ADJ;INS;NEUT;SG	N
низким	baixas	низкий	baixa	ADJ;INS;NEUT;SG	N
низким	baixos	низкий	baixo	ADJ;INS;NEUT;SG	N
повсеместно	todas	повсеместно	todo	ADV	DET
повсеместно	as	повсеместно	o	ADV	DET
повсеместно	partes	повсеместно	parte	ADV	N
повсеместно	por	повсеместно	por	ADV	ADP
повсеместно	en	повсеместно	en	ADV	ADP
повсеместно	everywhere	повсеместно	everywhere	ADV	PROPN
повсеместно	todo	повсеместно	todo	ADV	DET
повсеместно	todos	повсеместно	todo	ADV	DET
джеффри	geoffrey	джеффри	geoffrey	N;ANIM;NOM;MASC;SG	PROPN
блюз	esa	блюзо	ese	N;INAN;NOM;MASC;SG	DET
нефть	de	нефть	de	N;INAN;NOM;FEM;SG	ADP
существенное	máis	существенный	máis	ADJ;NOM;NEUT;SG	ADV
снег	impecable	снег	impecable	N;INAN;NOM;MASC;SG	ADJ
виа	via	виа	via	N;INAN;NOM;MASC;SG	PROPN
детройт	detroit	детройт	detroit	N;INAN;NOM;MASC;SG	PROPN
показывать	espectáculo	показывать	espectáculo	V;IPFV;NFIN;ACT	N
целые	todo	целый	todo	ADJ;NOM;PL	DET
целые	toda	целый	todo	ADJ;NOM;PL	DET
целые	a	целый	o	ADJ;NOM;PL	DET
целые	enteiro	целый	enteiro	ADJ;NOM;PL	N
целые	toda	целый	todo	ADJ;NOM;PL	DET
целые	todo	целый	todo	ADJ;NOM;PL	DET
целые	enteiro	целый	enteiro	ADJ;NOM;PL	N
целые	a	целый	o	ADJ;NOM;PL	DET
преступников	delincuentes	преступник	delincuente	N;ANIM;GEN;MASC;PL	ADJ
воля	vai	воля	ir	N;INAN;NOM;FEM;SG	V
подарок	presentar	подарок	presentar	N;INAN;NOM;MASC;SG	V
подарок	actual	подарок	actual	N;INAN;NOM;MASC;SG	ADJ
подарок	presente	подарок	presente	N;INAN;NOM;MASC;SG	ADJ
подарок	presentes	подарок	presente	N;INAN;NOM;MASC;SG	ADJ
подарок	regalo	подарок	regalo	N;INAN;NOM;MASC;SG	PROPN
очко	arranxar	очко	arranxar	N;INAN;NOM;NEUT;SG	V
жидкость	líquida	жидкость	líquida	N;INAN;NOM;FEM;SG	ADJ
этаж	andar	этаж	andar	N;INAN;NOM;MASC;SG	V
курорт	recorren	курорт	recorrer	N;INAN;NOM;MASC;SG	V
курорт	recorrer	курорт	recorrer	N;INAN;NOM;MASC;SG	V
закончить	a	закончить	o	V;PFV;NFIN;ACT	DET
закончить	unllas	закончить	unlla	V;PFV;NFIN;ACT	N
нож	mackie	нож	mackie	N;INAN;NOM;MASC;SG	PROPN
уменьшение	a	уменьшение	o	N;INAN;NOM;NEUT;SG	DET
уменьшение	reducir	уменьшение	reducir	N;INAN;NOM;NEUT;SG	V
уменьшение	diminúe	уменьшение	diminuír	N;INAN;NOM;NEUT;SG	V
рей	ray	рей	ray		PROPN
индивидуальные	persoa	индивидуальный	persoa	ADJ;NOM;PL	N
индивидуальные	cada	индивидуальный	cada	ADJ;NOM;PL	DET
индивидуальные	individuo	индивидуальный	individuo	ADJ;NOM;PL	N
индивидуальные	tipo	индивидуальный	tipo	ADJ;NOM;PL	N
спасение	aforrando	спасение	aforrar	N;INAN;NOM;NEUT;SG	V
спасение	salvar	спасение	salvar	N;INAN;NOM;NEUT;SG	V
спасение	aforraban	спасение	aforrar	N;INAN;NOM;NEUT;SG	V
спасение	de	спасение	de	N;INAN;NOM;NEUT;SG	ADP
спасение	de	спасение	de	N;INAN;NOM;NEUT;SG	ADP
кросс	cruzar	кросс	cruzar	N;INAN;NOM;MASC;SG	V
кросс	atravesar	кросс	atravesar	N;INAN;NOM;MASC;SG	V
кросс	crosstree	кросс	crosstree	N;INAN;NOM;MASC;SG	PROPN
нельсон	nelson	нельсон	nelson	N;ANIM;NOM;MASC;SG	PROPN
закончилось	ao	закончиться	ao	V;PFV;NEUT;IND;SG;PST;FIN;MID	PROPN
пал	amigo	пасть	amigo	V;PFV;MASC;IND;SG;PST;FIN;ACT	N
химическая	químicas	химический	química	ADJ;NOM;FEM;SG	N
держит	a	держать	o	V;IPFV;IND;SG;3;PRS;FIN;ACT	DET
держит	así	держать	así	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADV
четверть	cuarto	четверть	cuarto	N;INAN;NOM;FEM;SG	ADJ
защищает	a	защищать	o	V;IPFV;IND;SG;3;PRS;FIN;ACT	DET
ген	xenéticas	ген	xenético	N;INAN;NOM;MASC;SG	ADJ
ген	xen	ген	xen	N;INAN;NOM;MASC;SG	PROPN
неизвестный	descoñecido	неизвестный	descoñecido	ADJ;NOM;MASC;SG	N
буш	bush	буш	bush	N;ANIM;NOM;MASC;SG	PROPN
тенденция	coa	тенденция	coar	N;INAN;NOM;FEM;SG	V
биг	grande	биг	grande		ADJ
биг	grandes	биг	grande		ADJ
биг	gran	биг	gran		ADJ
потребности	precisa	потребность	preciso	N;INAN;NOM;FEM;PL	ADJ
потребности	ten	потребность	ter	N;INAN;NOM;FEM;PL	V
потребности	necesita	потребность	necesitar	N;INAN;NOM;FEM;PL	V
кен	ken	кен	ker	N;ANIM;NOM;MASC;SG	PROPN
дольше	tempo	долго	tempo	ADV;CMPR	N
дольше	non	долго	non	ADV;CMPR	PART
дольше	a	долго	o	ADV;CMPR	DET
стандартный	estándar	стандартный	estándar	ADJ;NOM;MASC;SG	V
стандартный	de	стандартный	de	ADJ;NOM;MASC;SG	ADP
чистый	rede	чистый	rede	ADJ;NOM;MASC;SG	N
чистый	limpar	чистый	limpar	ADJ;NOM;MASC;SG	V
чистый	puro	чистый	puro	ADJ;NOM;MASC;SG	N
чистый	pura	чистый	puro	ADJ;NOM;MASC;SG	N
чистый	puros	чистый	puro	ADJ;NOM;MASC;SG	N
тепло	calefacción	теплый	calefacción	ADJ;NEUT;SG	N
тепло	calor	теплый	calor	ADJ;NEUT;SG	N
тепло	o	теплый	o	ADJ;NEUT;SG	DET
тепло	calor	теплый	calor	ADJ;NEUT;SG	N
тепло	quente	теплый	quente	ADJ;NEUT;SG	N
тепло	calor	теплый	calor	ADJ;NEUT;SG	N
погода	♫	погода	♫	N;INAN;NOM;FEM;SG	PROPN
погода	do	погода	do	N;INAN;NOM;FEM;SG	PROPN
погода	este	погода	este	N;INAN;NOM;FEM;SG	DET
погода	ben	погода	ben	N;INAN;NOM;FEM;SG	ADV
раннее	cedo	ранний	cedo	ADJ;NOM;NEUT;SG	ADV
длинная	moito	длинный	moito	ADJ;NOM;FEM;SG	ADV
длинная	tempo	длинный	tempo	ADJ;NOM;FEM;SG	N
дождь	chove	дождь	chove	N;INAN;NOM;MASC;SG	V
дождь	a	дождь	o	N;INAN;NOM;MASC;SG	DET
дождь	chover	дождь	chover	N;INAN;NOM;MASC;SG	V
дождь	chove	дождь	chove	N;INAN;NOM;MASC;SG	V
дождь	nos	дождь	nos	N;INAN;NOM;MASC;SG	PRO
дождь	topásemos	дождь	topásemo	N;INAN;NOM;MASC;SG	V
дождь	con	дождь	con	N;INAN;NOM;MASC;SG	ADP
дождь	outras	дождь	outro	N;INAN;NOM;MASC;SG	DET
дождь	chover	дождь	chover	N;INAN;NOM;MASC;SG	V
дождь	a	дождь	o	N;INAN;NOM;MASC;SG	DET
рено	renault	рено	renault	N;INAN;NOM;MASC;SG	PROPN
федеральное	circuíto	федеральный	circuíto	ADJ;NOM;NEUT;SG	N
прибыла	á	прибыть	á	V;PFV;FEM;IND;SG;PST;FIN;ACT	N
прибыла	a	прибыть	o	V;PFV;FEM;IND;SG;PST;FIN;ACT	DET
сохранять	salvalo	сохранять	salvalo	V;IPFV;NFIN;ACT	N
шум	son	шум	ser	N;INAN;NOM;MASC;SG	V
сталь	de	сталь	de	N;INAN;NOM;FEM;SG	ADP
сталь	o	сталь	o	N;INAN;NOM;FEM;SG	DET
говард	howard	говард	howard	N;ANIM;NOM;MASC;SG	PROPN
скот	scott	скот	scott	N;INAN;NOM;MASC;SG	PROPN
кусок	unha	кусок	un	N;INAN;NOM;MASC;SG	DET
ева	eva	ева	eve	N;ANIM;NOM;FEM;SG	PROPN
ева	noitevella	ева	noitevella	N;ANIM;NOM;FEM;SG	PROPN
паркер	parker	паркер	parker	N;ANIM;NOM;MASC;SG	PROPN
справедливо	bastante	справедливый	bastante	ADJ;NEUT;SG	ADV
справедливо	xusto	справедливый	xusto	ADJ;NEUT;SG	ADV
справедливо	feira	справедливый	feira	ADJ;NEUT;SG	N
цифра	figura	цифра	figurar	N;INAN;NOM;FEM;SG	V
цифра	que	цифра	que	N;INAN;NOM;FEM;SG	PRO
цифра	descubrir	цифра	descubrir	N;INAN;NOM;FEM;SG	V
цифра	pensar	цифра	pensar	N;INAN;NOM;FEM;SG	V
кэти	cathy	кэть	cathy	N;ANIM;NOM;FEM;SG	PROPN
водителя	de	водитель	de	N;ANIM;ACC;MASC;SG	ADP
водителя	o	водитель	o	N;ANIM;ACC;MASC;SG	DET
серого	gris	серый	gris	ADJ;GEN;MASC;SG	PROPN
величайших	máis	великий	máis	ADJ;GEN;RL;PL	ADV
джорджия	georgia	джорджия	georgia	N;INAN;NOM;FEM;SG	PROPN
норт	ao	норт	ao	N;INAN;NOM;MASC;SG	PROPN
норт	do	норт	do	N;INAN;NOM;MASC;SG	PROPN
нести	a	нести	o	V;IPFV;NFIN;ACT	DET
побег	escapar	побег	escapar	N;INAN;NOM;MASC;SG	V
побег	da	побег	da	N;INAN;NOM;MASC;SG	V
побег	fuxir	побег	fuxir	N;INAN;NOM;MASC;SG	V
визита	visitar	визит	visitar	N;INAN;GEN;MASC;SG	V
ввод	entrar	ввод	entrar	N;INAN;NOM;MASC;SG	V
ввод	entrar	ввод	entrar	N;INAN;NOM;MASC;SG	V
заняты	moi	занять	moi	V;PFV;PL;PST;V.PTCP;PASS	ADV
заняты	ocupado	занять	ocupar	V;PFV;PL;PST;V.PTCP;PASS	ADJ
заняты	ocupados	занять	ocupado	V;PFV;PL;PST;V.PTCP;PASS	ADJ
заняты	negocios	занять	negocio	V;PFV;PL;PST;V.PTCP;PASS	N
существенные	máis	существенный	máis	ADJ;NOM;PL	ADV
двигаться	moverse	двигаться	moverse	V;IPFV;NFIN;MID	PROPN
двигаться	a	двигаться	o	V;IPFV;NFIN;MID	DET
двигаться	aquí	двигаться	aquí	V;IPFV;NFIN;MID	ADV
двигаться	de	двигаться	de	V;IPFV;NFIN;MID	ADP
уважение	respectar	уважение	respectar	N;INAN;NOM;NEUT;SG	V
уважение	respéctanme	уважение	respéctanme	N;INAN;NOM;NEUT;SG	ADV
самоубийство	suicidarse	самоубийство	suicidarse	N;INAN;NOM;NEUT;SG	V
определены	con	определить	con	V;PFV;PL;PST;V.PTCP;PASS	ADP
голландский	dutch	голландский	dutch	ADJ;NOM;MASC;SG	PROPN
живые	vivir	живой	vivir	ADJ;NOM;PL	V
живые	vivindo	живой	vivir	ADJ;NOM;PL	V
живые	vida	живой	vida	ADJ;NOM;PL	N
живые	vida	живой	vida	ADJ;NOM;PL	N
живые	con	живой	con	ADJ;NOM;PL	ADP
фбр	fbi	фбраценица	ser	N;INAN;NOM;NEUT;SG	PROPN
авария	de	авария	de	N;INAN;NOM;FEM;SG	ADP
вождь	o	вождь	o	N;ANIM;NOM;MASC;SG	DET
квартале	cuarto	квартал	cuarto	N;INAN;ESS;MASC;SG	ADJ
редактировать	edit	редактировать	edit	V;IPFV;NFIN;ACT	PROPN
походы	acampando	поход	acampar	N;INAN;NOM;MASC;PL	V
потеря	perdendo	потеря	perder	N;INAN;NOM;FEM;SG	V
потеря	a	потеря	o	N;INAN;NOM;FEM;SG	DET
потеря	perder	потеря	perder	N;INAN;NOM;FEM;SG	V
потеря	perdeu	потеря	perder	N;INAN;NOM;FEM;SG	V
французское	franceses	французский	francese	ADJ;NOM;NEUT;SG	N
французское	francés	французский	francés	ADJ;NOM;NEUT;SG	N
имеющихся	dispoñibles	иметься	dispoñible	V;IPFV;GEN;PL;PRS;V.PTCP;PASS	ADJ
имеющихся	dispoñible	иметься	dispoñible	V;IPFV;GEN;PL;PRS;V.PTCP;PASS	ADJ
имеющихся	dispoñíbel	иметься	dispoñíbel	V;IPFV;GEN;PL;PRS;V.PTCP;PASS	ADJ
имеющихся	dispoñíbeis	иметься	dispoñíbel	V;IPFV;GEN;PL;PRS;V.PTCP;PASS	ADJ
чужой	descoñecido	чужой	descoñecido	ADJ;NOM;MASC;SG	N
лоуренс	lawrence	лоуренс	lawrence	N;ANIM;NOM;MASC;SG	PROPN
полицейские	poli	полицейский	poli	N;ANIM;NOM;MASC;PL	PROPN
собственная	propio	собственный	propio	ADJ;NOM;FEM;SG	DET
собственная	propia	собственный	propio	ADJ;NOM;FEM;SG	DET
собственная	seu	собственный	seu	ADJ;NOM;FEM;SG	DET
аппараты	as	аппарат	o	N;INAN;NOM;MASC;PL	DET
медицинское	medicina	медицинский	medicina	ADJ;NOM;NEUT;SG	N
медицинское	médico	медицинский	médico	ADJ;NOM;NEUT;SG	N
медицинское	médicos	медицинский	médico	ADJ;NOM;NEUT;SG	N
медицинское	médica	медицинский	médica	ADJ;NOM;NEUT;SG	N
эрнест	ernest	эрнест	ernest	N;ANIM;NOM;MASC;SG	PROPN
уверены	seguros	уверенный	seguro	ADJ;PL	N
уверены	seguro	уверенный	seguro	ADJ;PL	N
дональд	donald	дональд	donald	N;ANIM;NOM;MASC;SG	PROPN
необходимое	é	необходимый	ser	ADJ;NOM;NEUT;SG	V
предки	devanceiros	предок	devanceiro	N;ANIM;NOM;MASC;PL	ADJ
предки	os	предок	o	N;ANIM;NOM;MASC;PL	DET
черный	negra	черный	negro	ADJ;NOM;MASC;SG	N
черный	negro	черный	negro	ADJ;NOM;MASC;SG	N
черный	negros	черный	negro	ADJ;NOM;MASC;SG	N
кении	kenia	кения	kenia	N;INAN;NOM;FEM;PL	PROPN
раса	a	раса	o	N;INAN;NOM;FEM;SG	DET
раса	internacional	раса	internacional	N;INAN;NOM;FEM;SG	ADJ
точные	exacto	точный	exacto	ADJ;NOM;PL	N
обещал	prometín	обещать	prometín	V;IPFV;MASC;IND;SG;PST;FIN;ACT	PROPN
обещал	prometinlle	обещать	prometinlle	V;IPFV;MASC;IND;SG;PST;FIN;ACT	PROPN
обещал	prometéronme	обещать	prometéronme	V;IPFV;MASC;IND;SG;PST;FIN;ACT	PROPN
обещал	prometíchesme	обещать	prometíchesme	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N
ближнем	media	ближний	media	ADJ;ESS;MASC;SG	N
ближнем	medio	ближний	medio	ADJ;ESS;MASC;SG	N
ближнем	oriente	ближний	oriente	ADJ;ESS;MASC;SG	N
непрерывно	continuo	непрерывно	continuo	ADV	ADJ
непрерывно	continua	непрерывно	continuo	ADV	ADJ
шеф	o	шеф	o	N;ANIM;NOM;MASC;SG	DET
исчезает	desaparición	исчезать	desaparición	V;IPFV;IND;SG;3;PRS;FIN;ACT	N
пособия	os	пособие	o	N;INAN;NOM;NEUT;PL	DET
ничто	non	ничто	non	PRO;NOM	PART
новость	novas	новость	novo	N;INAN;NOM;FEM;SG	ADJ
тепла	o	тепло	o	N;INAN;GEN;NEUT;SG	DET
бернард	bernard	бернард	bernard	N;ANIM;NOM;MASC;SG	V
смита	smith	смита	smith	N;ANIM;ACC;MASC;SG	PROPN
смита	veña	смита	vir	N;ANIM;ACC;MASC;SG	V
задних	fila	задний	fila	ADJ;GEN;PL	N
задних	parte	задний	parte	ADJ;GEN;PL	N
задних	traseira	задний	traseiro	ADJ;GEN;PL	N
принимая	a	принимать	o	V;IPFV;PRS;V.CVB;ACT	DET
платить	a	платить	o	V;IPFV;NFIN;ACT	DET
платить	atención	платить	atención	V;IPFV;NFIN;ACT	N
платить	pagalas	платить	pagala	V;IPFV;NFIN;ACT	N
платить	pagalo	платить	pagalo	V;IPFV;NFIN;ACT	PROPN
враги	inimigo	враг	inimigo	N;ANIM;NOM;MASC;PL	ADJ
враги	inimigos	враг	inimigo	N;ANIM;NOM;MASC;PL	ADJ
враги	inimigos	враг	inimigo	N;ANIM;NOM;MASC;PL	ADJ
соломон	solomon	соломон	solomon	N;ANIM;NOM;MASC;SG	PROPN
передние	diante	передний	diante	ADJ;NOM;PL	ADV
передние	fronte	передний	fronte	ADJ;NOM;PL	N
помогло	a	помочь	o	V;PFV;NEUT;IND;SG;PST;FIN;ACT	DET
помогло	axuda	помочь	axuda	V;PFV;NEUT;IND;SG;PST;FIN;ACT	N
помогло	axudounos	помочь	axudounos	V;PFV;NEUT;IND;SG;PST;FIN;ACT	N
мэй	poden	мэй	poder	N;ANIM;NOM;FEM;SG	V
мэй	pode	мэй	poder	N;ANIM;NOM;FEM;SG	V
мэй	que	мэй	que	N;ANIM;NOM;FEM;SG	PRO
мэй	podo	мэй	podar	N;ANIM;NOM;FEM;SG	V
содержащих	que	содержать	que	V;IPFV;GEN;PL;PRS;V.PTCP;ACT	PRO
текущее	que	текущий	que	ADJ;NOM;NEUT;SG	PRO
текущее	súa	текущий	seu	ADJ;NOM;NEUT;SG	DET
ранены	feridos	ранить	ferido	V;PFV;PL;PST;V.PTCP;PASS	N
ранены	feridos	ранить	ferido	V;PFV;PL;PST;V.PTCP;PASS	N
ранены	ferido	ранить	ferido	V;PFV;PL;PST;V.PTCP;PASS	N
серые	gris	серый	gris	ADJ;NOM;PL	PROPN
серые	gris	серый	gris	ADJ;NOM;PL	PROPN
серые	é	серый	ser	ADJ;NOM;PL	V
помогли	a	помочь	o	V;PFV;IND;PL;PST;FIN;ACT	DET
помогли	axuda	помочь	axuda	V;PFV;IND;PL;PST;FIN;ACT	N
помогли	axudounos	помочь	axudounos	V;PFV;IND;PL;PST;FIN;ACT	N
хелен	helen	хеленый	helar	N;ANIM;NOM;FEM;SG	PROPN
симптомы	os	симптом	o	N;INAN;NOM;MASC;PL	DET
лошадь	cabalo	лошадь	cabalo	N;ANIM;NOM;FEM;SG	PROPN
лошадь	kingston	лошадь	kingston	N;ANIM;NOM;FEM;SG	PROPN
ника	nick	ник	nick	N;ANIM;NOM;MASC;SG	PROPN
коммерческие	anuncio	коммерческий	anuncio	ADJ;NOM;PL	N
хуана	juan	хуан	juan	N;ANIM;ACC;MASC;SG	PROPN
баланс	o	баланс	o	N;INAN;NOM;MASC;SG	DET
низ	do	низ	do	N;INAN;NOM;MASC;SG	PROPN
низ	inferior	низ	inferior	N;INAN;NOM;MASC;SG	ADJ
низ	abaixo	низ	abaixo	N;INAN;NOM;MASC;SG	ADV
низ	todo	низ	todo	N;INAN;NOM;MASC;SG	DET
гомер	homer	гомер	homer	N;ANIM;NOM;MASC;SG	PROPN
поступления	os	поступление	o	N;INAN;NOM;NEUT;PL	DET
поступления	do	поступление	do	N;INAN;NOM;NEUT;PL	PROPN
патент	patente	патент	patente	N;INAN;NOM;MASC;SG	ADJ
патент	patentar	патент	patentar	N;INAN;NOM;MASC;SG	V
читайте	leo	читать	lear	V;IPFV;IMP;PL;2;FIN;ACT	PROPN
читайте	le	читать	le	V;IPFV;IMP;PL;2;FIN;ACT	PROPN
зимбабве	cimbabue	зимбабве	cimbabue	N;INAN;NOM;MASC;SG	PROPN
зимбабве	zimbabwe	зимбабве	zimbabwe	N;INAN;NOM;MASC;SG	PROPN
уши	oídos	ухо	oír	N;INAN;NOM;NEUT;PL	V
нагрузка	carguen	нагрузка	carguen	N;INAN;NOM;FEM;SG	V
обычная	cotiáns	обычный	cotián	ADJ;NOM;FEM;SG	N
обычная	era	обычный	ser	ADJ;NOM;FEM;SG	V
обычная	normais	обычный	normal	ADJ;NOM;FEM;SG	N
стекло	de	стекло	de	N;INAN;NOM;NEUT;SG	ADP
совершено	cometiches	совершить	cometiche	V;PFV;NEUT;SG;PST;V.PTCP;PASS	N
совершено	cometeses	совершить	cometer	V;PFV;NEUT;SG;PST;V.PTCP;PASS	N
совершено	compromiso	совершить	compromiso	V;PFV;NEUT;SG;PST;V.PTCP;PASS	N
нпо	ngo	нпо	ngo	N;INAN;NOM;NEUT;SG	PROPN
жив	vida	живой	vida	ADJ;MASC;SG	N
жив	con	живой	con	ADJ;MASC;SG	ADP
искусственный	artifical	искусственный	artifical	ADJ;NOM;MASC;SG	N
членство	de	членство	de	N;INAN;NOM;NEUT;SG	ADP
норман	norman	норман	normar	N;ANIM;NOM;MASC;SG	V
товарищи	dos	товарищ	dos	N;ANIM;NOM;MASC;PL	PROPN
слушателей	quen	слушатель	quen	N;ANIM;GEN;MASC;PL	PRO
слушателей	escoita	слушатель	escoita	N;ANIM;GEN;MASC;PL	V
слушателей	ouvintes	слушатель	ouvinte	N;ANIM;GEN;MASC;PL	ADJ
роже	roger	рожа	roger	N;INAN;NOM;MASC;SG	PROPN
общаться	forma	общаться	forma	V;IPFV;NFIN;MID	N
общаться	comunicarse	общаться	comunicarse	V;IPFV;NFIN;MID	PROPN
общаться	comunicarnos	общаться	comunicarno	V;IPFV;NFIN;MID	N
общаться	comunicación	общаться	comunicación	V;IPFV;NFIN;MID	N
билет	para	билет	para	N;INAN;NOM;MASC;SG	ADP
билет	liscar	билет	liscar	N;INAN;NOM;MASC;SG	V
диски	conduce	диск	conducir	N;INAN;NOM;MASC;PL	V
восточное	este	восточный	este	ADJ;NOM;NEUT;SG	DET
крыши	nos	крыша	nos	N;INAN;NOM;FEM;PL	PRO
крыши	tellados	крыша	tellar	N;INAN;NOM;FEM;PL	V
крыши	tellado	крыша	tellado	N;INAN;NOM;FEM;PL	V
потребность	precisamos	потребность	precisar	N;INAN;NOM;FEM;SG	V
потребность	necesitamos	потребность	necesitar	N;INAN;NOM;FEM;SG	V
потребность	que	потребность	que	N;INAN;NOM;FEM;SG	PRO
потребность	preciso	потребность	preciso	N;INAN;NOM;FEM;SG	ADJ
бег	correr	бег	correr	N;INAN;NOM;MASC;SG	V
бег	correndo	бег	correr	N;INAN;NOM;MASC;SG	V
бег	a	бег	o	N;INAN;NOM;MASC;SG	DET
песнь	cantar	песнь	cantar	N;INAN;NOM;FEM;SG	V
песнь	canto	песнь	canto	N;INAN;NOM;FEM;SG	PRO
рауль	raúl	рауль	raúl	N;ANIM;NOM;MASC;SG	PROPN
скала	de	скала	de	N;INAN;NOM;FEM;SG	ADP
совместный	antro	совместный	antro	ADJ;NOM;MASC;SG	N
улучшать	a	улучшать	o	V;IPFV;NFIN;ACT	DET
абсолютная	absoluta	абсолютный	absoluta	ADJ;NOM;FEM;SG	N
абсолютная	absolutamente	абсолютный	absolutamente	ADJ;NOM;FEM;SG	ADV
духовный	senda	духовный	senda	ADJ;NOM;MASC;SG	N
владельцы	os	владелец	o	N;ANIM;NOM;MASC;PL	DET
кожа	o	кожа	o	N;INAN;NOM;FEM;SG	DET
дельта	mekong	дельт	mekong	N;INAN;NOM;FEM;SG	PROPN
пак	park	пак	park	N;INAN;NOM;MASC;SG	PROPN
систематически	pór	систематически	pór	ADV	V
систематически	práctica	систематически	práctica	ADV	N
японцы	xaponés	японец	xaponés	N;ANIM;NOM;MASC;PL	PROPN
отрицательно	negativo	отрицательно	negativo	ADV	ADJ
синие	azul	синий	azul	ADJ;NOM;PL	N
синие	azuis	синий	azuis	ADJ;NOM;PL	N
хаус	casa	хаус	casa	INTJ	N
найдена	que	найти	que	V;PFV;FEM;SG;PST;V.PTCP;PASS	PRO
бедных	pobres	бедный	pobre	ADJ;GEN;PL	N
гражданское	civís	гражданский	civir	ADJ;NOM;NEUT;SG	N
отдых	descansar	отдых	descansar	N;INAN;NOM;MASC;SG	V
отдых	demais	отдых	demais	N;INAN;NOM;MASC;SG	DET
отдых	de	отдых	de	N;INAN;NOM;MASC;SG	ADP
забыли	as	забыть	o	V;PFV;IND;PL;PST;FIN;ACT	DET
забыли	esquecino	забыть	esquecino	V;PFV;IND;PL;PST;FIN;ACT	ADJ
пули	as	пуля	o	N;INAN;NOM;FEM;PL	DET
ирландский	irlandés	ирландский	irlandés	ADJ;NOM;MASC;SG	PROPN
ирландский	irlandeses	ирландский	irlander	ADJ;NOM;MASC;SG	N
совместных	antro	совместный	antro	ADJ;GEN;PL	N
пустой	valeiro	пустой	valeiro	ADJ;NOM;MASC;SG	N
уничтожена	con	уничтожить	con	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADP
уничтожена	destruírono	уничтожить	destruírono	V;PFV;FEM;SG;PST;V.PTCP;PASS	PROPN
кэмпбелл	campbell	кэмпбелл	campbell	N;ANIM;NOM;MASC;SG	PROPN
практическая	práctica	практический	práctica	ADJ;NOM;FEM;SG	N
зло	mal	зло	mal	N;INAN;NOM;NEUT;SG	ADV
зло	malo	зло	malo	N;INAN;NOM;NEUT;SG	PROPN
зло	malvado	зло	malvado	N;INAN;NOM;NEUT;SG	ADJ
зло	malvados	зло	malvado	N;INAN;NOM;NEUT;SG	ADJ
успешное	éxito	успешный	éxito	ADJ;NOM;NEUT;SG	N
мат	oficial	мат	oficial	N;INAN;NOM;MASC;SG	ADJ
комната	cuarto	комната	cuarto	N;INAN;NOM;FEM;SG	ADJ
труба	con	труба	con	N;INAN;NOM;FEM;SG	ADP
труба	esta	труба	este	N;INAN;NOM;FEM;SG	DET
ставка	de	ставка	de	N;INAN;NOM;FEM;SG	ADP
ставка	aposta	ставка	apostar	N;INAN;NOM;FEM;SG	V
ставка	apostar	ставка	apostar	N;INAN;NOM;FEM;SG	V
ставка	a	ставка	o	N;INAN;NOM;FEM;SG	DET
ставка	que	ставка	que	N;INAN;NOM;FEM;SG	PRO
эмма	emma	эмма	emma	N;ANIM;NOM;FEM;SG	PROPN
выходные	de	выходной	de	N;INAN;NOM;MASC;PL	ADP
