par	pour	par	pour		ADP
novērojams	observables	novērot	observable	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	ADJ;MASC;PL
gribu	veulent	gribēt	vouloir	V;FH;IND;SG;1;POS;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
gribu	envie	gribēt	envie	V;FH;IND;SG;1;POS;PRS;FIN;ACT	N;FEM;SG
gribu	voulez	gribēt	vouloir	V;FH;IND;SG;1;POS;PRS;FIN;ACT	V;IMP;PL;2;PRS;FIN
nepieciešamība	besoins	nepieciešamība	besoin	N;NOM;FEM;SG	N;MASC;PL
konstatēts	détectées	konstatēt	détecter	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
konstatēts	détectés	konstatēt	détecter	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
infrastruktūras	infrastructure	infrastruktūra	infrastructure	N;NOM;FEM;PL	N;FEM;SG
kaļiņingradas	kaliningrad	kaļiņingrada	kaliningrad	N;NOM;FEM;PL	PROPN
aitas	mouton	aita	mouton	N;NOM;FEM;PL	N;MASC;SG
pilnīga	complets	pilnīga	complet	ADJ;NOM;FEM;SG	ADJ;MASC;PL
pilnīga	complètes	pilnīga	complet	ADJ;NOM;FEM;SG	ADJ;FEM;PL
haiti	haiti	haiti	haitir	PROPN	PROPN
haiti	haïti	haiti	haïti	PROPN	PROPN
haiti	haïtienne	haiti	haïtien	PROPN	ADJ;FEM;SG
haiti	haïtien	haiti	haïtien	PROPN	ADJ;MASC;SG
haiti	haïtiens	haiti	haïtien	PROPN	ADJ;MASC;PL
rozā	rose	rozā	rose	N	ADJ;FEM;SG
rozā	rosé	rozā	rosé	N	V;MASC;SG;PST;V.PTCP
bumba	ball	bumba	ball	N;NOM;FEM;SG	PROPN
bumba	bombes	bumba	bombe	N;NOM;FEM;SG	N;FEM;PL
ref	réf	ref	réf		
ref	ref	ref	ref		N;FEM;SG
ref	arbitre	ref	arbitre		N;MASC;SG
cūku	porcins	cūka	porcin	N;ACC;FEM;SG	N;MASC;PL
cūku	porcin	cūka	porcin	N;ACC;FEM;SG	ADJ;MASC;SG
cūku	porcins	cūka	porcin	N;ACC;FEM;SG	N;MASC;PL
cūku	porcs	cūka	porc	N;ACC;FEM;SG	N;MASC;PL
zaķis	hare	zaķis	hare	N;NOM;MASC;SG	PROPN
zaķis	bunny	zaķis	bunny	N;NOM;MASC;SG	PROPN
bizness	affaires	bizness	affaire	N;NOM;MASC;SG	N;FEM;PL
bizness	entreprise	bizness	entreprendre	N;NOM;MASC;SG	V;FEM;SG;PST;V.PTCP
bizness	entreprises	bizness	entreprise	N;NOM;MASC;SG	N;FEM;PL
klaipēdas	klaipėda	klaipēda	klaipėda	PROPN;NOM;FEM;SG	PROPN
lampas	lampe	lampa	lampe	N;NOM;FEM;PL	N;FEM;SG
lampas	lampe	lampa	lampe	N;NOM;FEM;PL	N;FEM;SG
xviii	xviii	kviis	xviii		NUM
džou	zhou	džoa	zhou	PROPN	PROPN
lotus	lotus	lots	lotus	N;NOM;MASC;SG	PROPN
students	étudiante	students	étudiant	N;NOM;MASC;SG	ADJ;FEM;SG
students	étudiants	students	étudiant	N;NOM;MASC;SG	N;MASC;PL
maksimāli	maximale	maksimāli	maximal	ADV	ADJ;FEM;SG
maksimāli	maximal	maksimāli	maximal	ADV	ADJ;MASC;SG
maksimāli	maximales	maksimāli	maximal	ADV	ADJ;FEM;PL
maksimāli	maximum	maksimāli	maximum	ADV	ADJ;MASC;SG
bosnijas	bosniaques	bosnija	bosniaque	PROPN;NOM;FEM;SG	ADJ;MASC;PL
bosnijas	bosniaque	bosnija	bosniaque	PROPN;NOM;FEM;SG	ADJ;MASC;SG
elektronikas	electronique	elektronika	electronique	N;NOM;FEM;PL	ADJ;MASC;SG
elektronikas	électronique	elektronika	électronique	N;NOM;FEM;PL	ADJ;MASC;SG
aparatūras	quincaillerie	aparatūra	quincaillerie	N;NOM;FEM;PL	N;FEM;SG
aparatūras	matériel	aparatūra	matériel	N;NOM;FEM;PL	N;MASC;SG
aparatūras	matériels	aparatūra	matériel	N;NOM;FEM;PL	ADJ;MASC;PL
kopienu	communautaire	kopiena	communautaire	N;ACC;MASC;SG	ADJ;MASC;SG
profesionāli	professionnels	profesionāli	professionnel	ADV	ADJ;MASC;PL
profesionāli	professionnelle	profesionāli	professionnel	ADV	ADJ;FEM;SG
profesionāli	professionnel	profesionāli	professionnel	ADV	ADJ;MASC;SG
profesionāli	professionnelles	profesionāli	professionnel	ADV	ADJ;FEM;PL
garīgās	mentale	garīga	mental	ADJ;NOM;FEM;PL	ADJ;FEM;SG
garīgās	mental	garīga	mental	ADJ;NOM;FEM;PL	ADJ;MASC;SG
vienkārša	simples	vienkārša	simple	ADJ;NOM;FEM;SG	ADJ;MASC;PL
vienkārša	plaine	vienkārša	plaine	ADJ;NOM;FEM;SG	N;FEM;SG
izvēlēta	sélectionnés	izvēlēt	sélectionner	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
izvēlēta	sélectionnées	izvēlēt	sélectionné	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
ienaidnieki	ennemies	ienaidnieks	ennemi	N;NOM;MASC;PL	ADJ;FEM;PL
ienaidnieki	ennemis	ienaidnieks	ennemi	N;NOM;MASC;PL	ADJ;MASC;PL
tatra	tatra	tatra	tatra	N;NOM;MASC;SG	PROPN
matemātikā	mathématiques	matemātika	mathématique	N;ESS;FEM;SG	N;FEM;PL
disertāciju	thèses	disertācija	thèse	N;ACC;FEM;SG	N;FEM;PL
horvātu	croates	horvāts	croate	N;ACC;MASC;SG	ADJ;MASC;PL
horvātu	croate	horvāts	croate	N;ACC;MASC;SG	ADJ;MASC;SG
nejauši	random	nejauši	random	ADV	PROPN
nejauši	hasard	nejauši	hasard	ADV	N;MASC;SG
nejauši	aléatoire	nejauši	aléatoire	ADV	ADJ;MASC;SG
nejauši	aléatoires	nejauši	aléatoire	ADV	ADJ;MASC;PL
nejauši	accidentels	nejauši	accidentel	ADV	ADJ;MASC;PL
nejauši	accidentel	nejauši	accidentel	ADV	ADJ;MASC;SG
nejauši	accidentelle	nejauši	accidentel	ADV	ADJ;FEM;SG
sestais	sixth	sests	sixth	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP	PROPN
sestais	sixième	sests	sixième	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP	ADJ;MASC;SG
hamburgas	hambourg	hamburga	hambourg	PROPN;NOM;FEM;SG	PROPN
hamburgas	hamburg	hamburga	hamburg	PROPN;NOM;FEM;SG	PROPN
izgatavo	fabriqués	izgatavot	fabriquer	V;IMP;SG;2;POS;FIN;ACT	V;MASC;PL;PST;V.PTCP
fjodors	fiodor	fjodors	fiodor	PROPN;NOM;MASC;SG	PROPN
godam	joliment	gods	joliment	N;DAT;MASC;SG	ADV
godam	merveilleusement	gods	merveilleusement	N;DAT;MASC;SG	ADV
godam	magnifiquement	gods	magnifiquement	N;DAT;MASC;SG	ADV
oksfordas	oxford	oksforda	oxford	PROPN;NOM;FEM;PL	PROPN
etnisko	ethniques	etniska	ethnique	ADJ;ACC;MASC;SG	ADJ;MASC;PL
sportistiem	sportifs	sportists	sportif	N;DAT;MASC;PL	ADJ;MASC;PL
ganību	herbages	ganība	herbage	N;ACC;FEM;SG	N;MASC;PL
ganību	pâturages	ganība	pâturage	N;ACC;FEM;SG	N;MASC;PL
ganību	paître	ganība	paître	N;ACC;FEM;SG	V;NFIN
ganību	effleuré	ganība	effleurer	N;ACC;FEM;SG	V;MASC;SG;PST;V.PTCP
pasniedzēji	enseignant	pasniedzējs	enseignant	N;NOM;MASC;PL	N;MASC;SG
über	über	bbert	über		
dobumā	cavités	dobums	cavité	N;ESS;MASC;SG	N;FEM;PL
kompleksā	complexe	komplekss	complexe	N;ESS;MASC;SG	ADJ;MASC;SG
kompleksā	complexes	komplekss	complexe	N;ESS;MASC;SG	ADJ;MASC;PL
egļu	sapin	egle	sapin	N;GEN;MASC;PL	N;MASC;SG
brauciens	chevaucher	brauciens	chevaucher	N;NOM;MASC;SG	V;NFIN
ietilpība	capacités	ietilpība	capacité	N;NOM;FEM;SG	N;FEM;PL
revīzijas	audit	revīzija	audit	N;NOM;FEM;PL	N;MASC;SG
revīzijas	vérification	revīzija	vérification	N;NOM;FEM;PL	N;FEM;SG
revīzijas	audit	revīzija	audit	N;NOM;FEM;PL	N;MASC;SG
mod	mod	mod	mod		N;MASC;SG
ieeja	entrée	ieeja	entrer	N;NOM;FEM;SG	V;FEM;SG;PST;V.PTCP
smadzenes	cerveaux	smadzenes	cerveau	N;NOM;FEM	N;MASC;PL
smadzenes	cérébrale	smadzenes	cérébral	N;NOM;FEM	ADJ;FEM;SG
smadzenes	cerveau	smadzenes	cerveau	N;NOM;FEM	N;MASC;SG
smadzenes	cervelle	smadzenes	cervelle	N;NOM;FEM	N;FEM;SG
smadzenes	cerveaux	smadzenes	cerveau	N;NOM;FEM	N;MASC;PL
smadzenes	cerveau	smadzenes	cerveau	N;NOM;FEM	N;MASC;SG
smadzenes	cervelle	smadzenes	cervelle	N;NOM;FEM	N;FEM;SG
autonomā	autonomes	autonoms	autonome	N;NOM;FEM;SG	ADJ;MASC;PL
autonomā	autonome	autonoms	autonome	N;NOM;FEM;SG	ADJ;MASC;SG
priekšroku	préférences	priekšroka	préférence	N;ACC;FEM;SG	N;FEM;PL
aktīvā	actives	aktīva	actif	ADJ;NOM;FEM;SG	ADJ;FEM;PL
aktīvā	actifs	aktīva	actif	ADJ;NOM;FEM;SG	ADJ;MASC;PL
iedarbības	exposition	iedarbība	exposition	N;NOM;FEM;PL	N;FEM;SG
mongolijas	mongol	mongolija	mongol	N;NOM;FEM;PL	N;MASC;SG
mongolijas	mongolie	mongolija	mongolie	N;NOM;FEM;PL	N;FEM;SG
mongolijas	mongole	mongolija	mongol	N;NOM;FEM;PL	ADJ;FEM;SG
mongolijas	mongolie	mongolija	mongolie	N;NOM;FEM;PL	N;FEM;SG
apdraudēta	menacées	apdraudēt	menacer	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
apdraudēta	menacés	apdraudēt	menacer	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
apdraudēta	menacés	apdraudēt	menacer	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
apdraudēta	menacées	apdraudēt	menacer	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
apdraudēta	compromis	apdraudēt	compromis	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	N;MASC;SG
apdraudēta	compromises	apdraudēt	compromettre	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
olbaltumvielu	protéines	olbaltumviela	protéine	N;ACC;FEM;SG	N;FEM;PL
olbaltumvielu	protéique	olbaltumviela	protéique	N;ACC;FEM;SG	ADJ;MASC;SG
apm	env	apm	env		N;MASC;SG
moriss	maurice	moriss	maurice	PROPN;NOM;MASC;SG	N;MASC;SG
piekraste	rivages	piekraste	rivage	N;NOM;FEM;SG	N;MASC;PL
piekraste	shore	piekraste	shore	N;NOM;FEM;SG	PROPN
piekraste	côtes	piekraste	côte	N;NOM;FEM;SG	N;FEM;PL
delegācijas	délégations	delegācija	délégation	N;NOM;FEM;SG	N;FEM;PL
žoržs	georges	žoržs	george	PROPN;NOM;MASC;SG	N;MASC;SG
izsūtīts	exilés	izsūtīt	exiler	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
mavericks	mavericks	mavericks	maverick	N;NOM;MASC;SG	N;MASC;PL
kamerūnas	cameroun	kamerūna	cameroun	PROPN;NOM;FEM;PL	N;MASC;SG
zaļa	vertes	zaļš	vert	ADJ;NOM;FEM;SG	ADJ;FEM;PL
sekretāra	secrétaires	sekretārs	secrétaire	N;NOM;MASC;SG	N;MASC;PL
baktēriju	bactérien	baktērija	bactérien	N;ACC;MASC;SG	ADJ;MASC;SG
baktēriju	bactérienne	baktērija	bactérien	N;ACC;MASC;SG	ADJ;FEM;SG
baktēriju	bactériennes	baktērija	bactérien	N;ACC;MASC;SG	ADJ;FEM;PL
baktēriju	bactériennes	baktērija	bactérien	N;ACC;MASC;SG	ADJ;FEM;PL
baktēriju	bactérienne	baktērija	bactérien	N;ACC;MASC;SG	ADJ;FEM;SG
baktēriju	bactéries	baktērija	bactérie	N;ACC;MASC;SG	N;FEM;PL
klientiem	clientèle	klients	clientèle	N;DAT;MASC;PL	N;FEM;SG
malaizijas	malaisien	malaizija	malaisien	N;NOM;FEM;PL	ADJ;MASC;SG
malaizijas	malaisie	malaizija	malaisie	N;NOM;FEM;PL	PROPN
malaizijas	malaisien	malaizija	malaisien	N;NOM;FEM;PL	ADJ;MASC;SG
malaizijas	malaisienne	malaizija	malaisien	N;NOM;FEM;PL	ADJ;FEM;SG
resursus	ressources	resursi	ressource	N;ACC;MASC	N;FEM;PL
kijevā	kiev	kijeva	kiev	PROPN;ESS;FEM;SG	PROPN
serveri	server	serveris	server	N;NOM;MASC;PL	PROPN
serveri	serveur	serveris	serveur	N;NOM;MASC;PL	N;MASC;SG
serveri	serveur	serveris	serveur	N;NOM;MASC;PL	N;MASC;SG
skar	touches	skart	touche	V;FH;IND;3;POS;PRS;FIN;ACT	N;FEM;PL
kopijas	copie	kopija	copie	N;NOM;FEM;PL	N;FEM;SG
sauber	sauber	saubert	sauber		PROPN
stad	stad	stad	stad		PROPN
grifs	vautours	grifs	vautours	N;NOM;MASC;SG	N;MASC;PL
grifs	griff	grifs	griff	N;NOM;MASC;SG	PROPN
acīmredzot	manifestement	acīmredzot	manifestement		ADV
acīmredzot	evidemment	acīmredzot	evidemment		ADV
acīmredzot	visiblement	acīmredzot	visiblement		ADV
acīmredzot	évidemment	acīmredzot	évidemment		ADV
acīmredzot	apparemment	acīmredzot	apparemment		ADV
acīmredzot	apparement	acīmredzot	apparement		ADV
aprakstīts	décrites	aprakstīt	décrire	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
aprakstīts	décrits	aprakstīt	décrire	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
bernhards	bernhard	bernhards	bernhard	PROPN;NOM;MASC;SG	PROPN
los	los	los	el		PROPN
sestā	sixth	sests	sixth	NUM;NOM;FEM;SG	PROPN
sestā	sixième	sests	sixième	NUM;NOM;FEM;SG	ADJ;MASC;SG
vēju	éolienne	vējš	éolien	N;ACC;MASC;SG	ADJ;FEM;SG
vēju	vents	vējš	vent	N;ACC;MASC;SG	N;MASC;PL
izpildīts	exécutés	izpildīt	exécuter	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
izpildīts	satisfaites	izpildīt	satisfait	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
izpildīts	remplies	izpildīt	remplir	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
izpildīts	accomplis	izpildīt	accomplir	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
gerhards	gerhard	gerhards	gerhard	PROPN;NOM;MASC;SG	PROPN
pēdu	pieds	pēda	pied	N;ACC;FEM;SG	N;MASC;PL
simptomi	symptôme	simptoms	symptôme	N;NOM;MASC;PL	N;MASC;SG
volfgangs	wolfgang	volfgangs	wolfgang	PROPN;NOM;MASC;SG	PROPN
ticība	faith	ticība	faire	N;NOM;FEM;SG	PROPN
javas	coulis	java	couli	N;NOM;FEM;PL	N;MASC;SG
javas	mortier	java	mortier	N;NOM;FEM;PL	N;MASC;SG
ārpuses	extérieur	ārpuse	extérieur	N;NOM;FEM;PL	N;MASC;SG
ārpuses	dehors	ārpuse	dehors	N;NOM;FEM;PL	ADV
ārpuses	exterieur	ārpuse	exterieur	N;NOM;FEM;PL	ADJ;MASC;SG
ārpuses	extérieurs	ārpuse	extérieur	N;NOM;FEM;PL	ADJ;MASC;PL
ārpuses	extérieur	ārpuse	extérieur	N;NOM;FEM;PL	N;MASC;SG
ārpuses	extérieures	ārpuse	extérieur	N;NOM;FEM;PL	ADJ;FEM;PL
ārpuses	exterieur	ārpuse	exterieur	N;NOM;FEM;PL	ADJ;MASC;SG
ārpuses	extérieure	ārpuse	extérieur	N;NOM;FEM;PL	ADJ;FEM;SG
irāna	iranienne	irāns	iranien	N;NOM;FEM;SG	ADJ;FEM;SG
irāna	iran	irāns	iran	N;NOM;FEM;SG	PROPN
alfonso	alphonse	alfonso	alphonse	PROPN;NOM;MASC;SG	N;MASC;SG
alfonso	alfonso	alfonso	alfonso	PROPN;NOM;MASC;SG	PROPN
maiju	mayas	maijs	maya	N;ACC;MASC;SG	N;MASC;PL
maiju	maya	maijs	maya	N;ACC;MASC;SG	PROPN
maiju	mayas	maijs	maya	N;ACC;MASC;SG	N;MASC;PL
ajax	ajax	ajaļ	ajax		PROPN
zondes	sonde	zonde	sonde	N;NOM;FEM;PL	N;FEM;SG
dzeltens	jaunes	dzeltens	jaune	ADJ;NOM;MASC;SG	ADJ;MASC;PL
narvas	narva	narva	narva	PROPN;NOM;FEM;SG	PROPN
himalaju	himalaya	himala	himalaya	ADJ;ACC;MASC;SG	PROPN
irākā	irak	irāka	irak	N;ESS;FEM;SG	PROPN
irākā	iraq	irāka	iraq	N;ESS;FEM;SG	PROPN
publicēšana	publier	publicēšana	publier	N;NOM;FEM;SG	V;NFIN
uzmanības	attention	uzmanība	attention	N;NOM;FEM;PL	N;FEM;SG
uzmanības	projecteur	uzmanība	projecteur	N;NOM;FEM;PL	N;MASC;SG
slīpi	incliné	slīpi	incliner	N;NOM;MASC;PL	V;MASC;SG;PST;V.PTCP
vienkāršas	simple	vienkārša	simple	ADJ;NOM;FEM;PL	ADJ;MASC;SG
krūtis	mammaire	krūts	mammaire	N;NOM;FEM;PL	ADJ;FEM;SG
tatjana	tatiana	tatjana	tatiana	N;NOM;FEM;SG	PROPN
tatjana	tatjana	tatjana	tatjana	N;NOM;FEM;SG	PROPN
tatjana	tatyana	tatjana	tatyana	N;NOM;FEM;SG	PROPN
tatjana	tatiana	tatjana	tatiana	N;NOM;FEM;SG	PROPN
akadēmiskā	académiques	akadēmiska	académique	ADJ;NOM;FEM;SG	ADJ;MASC;PL
akadēmiskā	universitaires	akadēmiska	universitaire	ADJ;NOM;FEM;SG	ADJ;MASC;PL
malta	malte	malts	malte	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	PROPN
edvīns	edwin	edvīns	edwin	N;NOM;MASC;SG	PROPN
endrū	andrew	endrū	andrew	PROPN	PROPN
endrū	andré	endrū	andré	PROPN	PROPN
miers	paix	miers	paix	N;NOM;MASC	N;FEM;SG
reāli	réel	reāli	réel	ADV	ADJ;MASC;SG
reāli	réelle	reāli	réel	ADV	ADJ;FEM;SG
reāli	véritable	reāli	véritable	ADV	ADJ;MASC;SG
reāli	vrai	reāli	vrai	ADV	ADJ;MASC;SG
reāli	vraie	reāli	vrai	ADV	ADJ;FEM;SG
reāli	réaliste	reāli	réaliste	ADV	ADJ;MASC;SG
reāli	réalisme	reāli	réalisme	ADV	N;MASC;SG
reāli	réalistes	reāli	réaliste	ADV	ADJ;MASC;PL
galaktikas	galactique	galaktika	galactique	N;NOM;FEM;PL	ADJ;MASC;SG
ziema	hivers	ziema	hiver	N;NOM;FEM;SG	N;MASC;PL
grodņas	grodno	grodņa	grodno	PROPN;NOM;FEM;SG	PROPN
aizsargātu	protège	aizsargāt	protéger	V;PFV;ACC;INDF;MASC;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN
aizsargātu	protégez	aizsargāt	protéger	V;PFV;ACC;INDF;MASC;SG;PST;V.PTCP	V;IMP;PL;2;PRS;FIN
aizsargātu	protègent	aizsargāt	protéger	V;PFV;ACC;INDF;MASC;SG;PST;V.PTCP	V;IND;PL;3;PRS;FIN
sponsors	parrainer	sponsors	parrainer	N;NOM;MASC;SG	V;NFIN
matemātika	mathématiques	matemātika	mathématique	N;NOM;FEM;SG	N;FEM;PL
matemātika	mathématique	matemātika	mathématique	N;NOM;FEM;SG	ADJ;MASC;SG
matemātika	mathématiques	matemātika	mathématique	N;NOM;FEM;SG	N;FEM;PL
matemātika	maths	matemātika	math	N;NOM;FEM;SG	N;MASC;PL
matemātika	mathématique	matemātika	mathématique	N;NOM;FEM;SG	ADJ;MASC;SG
matemātika	mathématiques	matemātika	mathématique	N;NOM;FEM;SG	N;FEM;PL
slavena	célèbres	slavena	célèbre	ADJ;NOM;FEM;SG	ADJ;MASC;PL
pārtraukuma	interruptions	pārtraukums	interruption	N;GEN;MASC;SG	N;FEM;PL
trīsdesmit	thirty	trīsdesmit	thirty	NUM;PL	PROPN
palātas	chambers	palāta	chamber	N;NOM;FEM;PL	PROPN
tiešsaistes	online	tiešsaiste	online	ADJ;NOM;FEM;PL	N;MASC;SG
holivudas	hollywood	holivuda	hollywood	N;NOM;FEM;PL	N;MASC;SG
pārliecinoši	concluant	pārliecinoši	conclure	ADV	V;PRS;V.PTCP
pārliecinoši	concluants	pārliecinoši	concluant	ADV	ADJ;MASC;PL
pārliecinoši	concluante	pārliecinoši	concluante	ADV	ADJ;FEM;SG
pārliecinoši	concluantes	pārliecinoši	concluant	ADV	ADJ;FEM;PL
pārliecinoši	convaincre	pārliecinoši	convaincre	ADV	V;NFIN
pārliecinoši	convaincante	pārliecinoši	convaincant	ADV	ADJ;FEM;SG
pārliecinoši	convaincant	pārliecinoši	convaincant	ADV	ADJ;MASC;SG
pārliecinoši	convaincants	pārliecinoši	convaincant	ADV	ADJ;MASC;PL
pārliecinoši	rassurant	pārliecinoši	rassurer	ADV	ADJ;MASC;SG
pārliecinoši	rassurer	pārliecinoši	rassurer	ADV	V;NFIN
pārliecinoši	rassurante	pārliecinoši	rassurant	ADV	ADJ;FEM;SG
lietuviešiem	lituaniens	lietuvietis	lituanien	N;DAT;MASC;PL	ADJ;MASC;PL
marko	marko	markot	marko	PROPN	PROPN
marko	marco	markot	marco	PROPN	PROPN
kvalifikācija	qualifications	kvalifikācija	qualification	N;NOM;FEM;SG	N;FEM;PL
kvalifikācija	qualifications	kvalifikācija	qualification	N;NOM;FEM;SG	N;FEM;PL
simons	simon	simons	simon	PROPN;NOM;MASC;SG	N;MASC;SG
simons	simón	simons	simón	PROPN;NOM;MASC;SG	PROPN
ray	raie	ray	raie		N;FEM;SG
ray	ray	ray	ray		PROPN
bagāta	riches	bagāta	riche	ADJ;NOM;FEM;SG	ADJ;MASC;PL
bagāta	rich	bagāta	rich	ADJ;NOM;FEM;SG	PROPN
kvalitāte	qualite	kvalitāte	qualite	N;NOM;FEM;SG	ADJ;FEM;SG
benedikts	benedict	benedikts	benedict	N;NOM;MASC;SG	PROPN
zirgus	cheval	zirgs	cheval	N;ACC;MASC;PL	N;MASC;SG
bebru	castors	bebrs	castor	N;ACC;MASC;SG	N;MASC;PL
gotfrīds	gottfried	gotfrīds	gottfried	N;NOM;MASC;SG	PROPN
leņķi	angles	leņķis	angle	N;ACC;MASC;SG	N;MASC;PL
debija	debbie	debūt	debbie	N;NOM;FEM;SG	PROPN
pelēkais	gris	pelēks	gris	ADJ;NOM;MASC;SG	N;MASC;SG
strazds	starling	strazds	starling	N;NOM;MASC;SG	PROPN
slēgts	fermés	slēgt	fermer	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
slēgts	clos	slēgt	clore	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;MASC;SG
moldovas	moldave	moldova	moldave	PROPN;NOM;FEM;SG	ADJ;MASC;SG
moldovas	moldova	moldova	moldova	PROPN;NOM;FEM;SG	PROPN
moldovas	moldavie	moldova	moldavie	PROPN;NOM;FEM;SG	PROPN
zīdītāji	mammifère	zīdītājs	mammifère	N;NOM;MASC;PL	N;MASC;SG
zīdītāji	mammifère	zīdītājs	mammifère	N;NOM;MASC;PL	N;MASC;SG
zīdītāji	mammifère	zīdītājs	mammifère	N;NOM;MASC;PL	N;MASC;SG
čūska	serpents	čūska	serpent	N;NOM;FEM;SG	N;MASC;PL
point	point	point	point		N;MASC;SG
meklējumos	quest	meklējums	quest	N;ESS;MASC;PL	N;MASC;SG
meklējumos	quête	meklējums	quête	N;ESS;MASC;PL	N;FEM;SG
nepāra	etrange	nepārs	etrange		ADJ;MASC;SG
nepāra	impair	nepārs	impair		N;MASC;SG
nepāra	étrange	nepārs	étrange		ADJ;MASC;SG
nepāra	bizarre	nepārs	bizarre		ADJ;MASC;SG
nepāra	odd	nepārs	odd		PROPN
faktors	factor	faktors	factor	N;NOM;MASC;SG	PROPN
ses	ess	ses	ess		PROPN
ses	ses	ses	son		DET;MASC;PL
ses	cer	ses	cer		PROPN
ses	cers	ses	cers		N;MASC;SG
natālija	natalie	natālija	natalie	N;NOM;FEM;SG	ADJ;FEM;SG
natālija	nathalie	natālija	nathalie	N;NOM;FEM;SG	PROPN
natālija	natalia	natālija	natalia	N;NOM;FEM;SG	ADJ;FEM;SG
atmiņa	souvenir	atmiņa	souvenir	N;NOM;FEM;SG	V;NFIN
atmiņa	souvenirs	atmiņa	souvenir	N;NOM;FEM;SG	N;MASC;PL
kristāla	cristalline	kristāls	cristallin	N;GEN;MASC;SG	ADJ;FEM;SG
kristāla	cristaux	kristāls	cristal	N;GEN;MASC;SG	N;MASC;PL
fragmenti	extraits	fragments	extraire	N;NOM;MASC;PL	V;MASC;PL;PST;V.PTCP
lejup	aval	lejup	aval	ADV	N;MASC;SG
lejup	down	lejup	down	ADV	PROPN
lejup	descendre	lejup	descendre	ADV	V;NFIN
lejup	descente	lejup	descente	ADV	N;FEM;SG
inga	inga	inga	inga	PROPN;NOM;FEM;SG	PROPN
cūkas	cochon	cūka	cochon	N;NOM;FEM;PL	N;MASC;SG
cūkas	porc	cūka	porc	N;NOM;FEM;PL	N;MASC;SG
cūkas	porcine	cūka	porcin	N;NOM;FEM;PL	N;FEM;SG
cūkas	porcin	cūka	porcin	N;NOM;FEM;PL	ADJ;MASC;SG
cūkas	porcine	cūka	porcin	N;NOM;FEM;PL	N;FEM;SG
hits	frappe	hits	frapper	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
hits	hits	hits	hit	N;NOM;MASC;SG	N;MASC;PL
strāva	actuel	strāva	actuel	N;NOM;FEM;SG	ADJ;MASC;SG
strāva	courant	strāva	courir	N;NOM;FEM;SG	V;PRS;V.PTCP
strāva	actuels	strāva	actuel	N;NOM;FEM;SG	ADJ;MASC;PL
strāva	actuelle	strāva	actuel	N;NOM;FEM;SG	ADJ;FEM;SG
licences	permis	licence	permettre	N;NOM;FEM;PL	V;MASC;SG;PST;V.PTCP
licences	licence	licence	licence	N;NOM;FEM;PL	N;FEM;SG
ice	verglas	ice	verglas		N;MASC;SG
ice	ice	ice	ice		N;MASC;SG
ice	glace	ice	glace		N;FEM;SG
rīko	hébergeur	rīkot	hébergeur	V;IMP;SG;2;POS;FIN;ACT	N;MASC;SG
rīko	hébergement	rīkot	hébergement	V;IMP;SG;2;POS;FIN;ACT	N;MASC;SG
mītnes	siège	mītne	siège	N;NOM;FEM;PL	N;MASC;SG
nemieri	riot	nemiers	riot	N;NOM;MASC;PL	
nemieri	émeute	nemiers	émeute	N;NOM;MASC;PL	N;FEM;SG
