πολύχρωμα	رنگین	πολύχρωμα	رنگین	ADJ;NOM;NEUT;PL	PROPN;NOM;MASC;SG;3
ενδιάμεσος	زمانہ	ενδιάμεσος	زمانہ	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
ενδιάμεσος	وسطی.	ενδιάμεσος	وسطی.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
ενδιάμεσος	ثالث	ενδιάμεσος	ثالث	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
ενδιάμεσος	پنچ	ενδιάμεσος	پنچ	ADJ;NOM;MASC;SG	
ενδιάμεσος	حکَم.	ενδιάμεσος	حکَم.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
γυμνές	تبصرے	γυμνά	تبصرا	N;NOM;FEM;PL	N;NOM;MASC;SG;3
γυμνές	کھلا	γυμνά	کھل	N;NOM;FEM;PL	V;PFV;MASC;SG;V.PTCP;ACT
γυμνές	مبرّا.	γυμνά	مبرّا.	N;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
γυμνές	سادہ	γυμνά	سادہ	N;NOM;FEM;PL	ADJ
γυμνές	پتّیوں	γυμνά	پتلی	N;NOM;FEM;PL	N;ACC;MASC;PL;3
γυμνές	(	γυμνά	(	N;NOM;FEM;PL	
γυμνές	آشکارا	γυμνά	آشکارا	N;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
γυμνές	بالوں	γυμνά	بال	N;NOM;FEM;PL	N;ACC;MASC;PL;3
γυμνές	کھلا.	γυμνά	کھلا.	N;NOM;FEM;PL	
γυμνές	عریاں.	γυμνά	عریاںؤ	N;NOM;FEM;PL	V;MASC;PL;FIN;ACT
γυμνές	تبصرے	γυμνά	تبصرا	N;NOM;FEM;PL	N;NOM;MASC;SG;3
γυμνές	کھلا	γυμνά	کھل	N;NOM;FEM;PL	V;PFV;MASC;SG;V.PTCP;ACT
γυμνές	مبرّا.	γυμνά	مبرّا.	N;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
γυμνές	سادہ	γυμνά	سادہ	N;NOM;FEM;PL	ADJ
γυμνές	پتّیوں	γυμνά	پتلی	N;NOM;FEM;PL	N;ACC;MASC;PL;3
γυμνές	ننگا	γυμνά	ننگا	N;NOM;FEM;PL	N;NOM;MASC;SG;3
γυμνές	عاری	γυμνά	عاری	N;NOM;FEM;PL	ADJ
γυμνές	برہنہ	γυμνά	برہنہ	N;NOM;FEM;PL	ADJ
γυμνές	(	γυμνά	(	N;NOM;FEM;PL	
γυμνές	آشکارا	γυμνά	آشکارا	N;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
γυμνές	بالوں	γυμνά	بال	N;NOM;FEM;PL	N;ACC;MASC;PL;3
γυμνές	کھلا.	γυμνά	کھلا.	N;NOM;FEM;PL	
γυμνές	عریاں.	γυμνά	عریاںؤ	N;NOM;FEM;PL	V;MASC;PL;FIN;ACT
γυμνές	عور.	γυμνά	عور.	N;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
γυμνές	عور.	γυμνά	عور.	N;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
γυμνές	برہنہ	γυμνά	برہنہ	N;NOM;FEM;PL	ADJ
γυμνές	ننگا	γυμνά	ننگا	N;NOM;FEM;PL	N;NOM;MASC;SG;3
προσβλητική	(	προσβλητικός	(	ADJ;NOM;FEM;SG	
ταράτσα	over	ταράτσα	over	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
ταράτσα	بام	ταράτσα	بام	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
ταράτσα	over	ταράτσα	over	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
ταράτσα	چھانا	ταράτσα	چھانا	N;ACC;FEM;SG	V;SG;NFIN;ACT
ταράτσα	بام	ταράτσα	بام	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
ρουτίνας	روایتی	ρουτίνα	روایتی	N;GEN;FEM;SG	ADJ
ρουτίνας	معیاری	ρουτίνα	معیاری	N;GEN;FEM;SG	ADJ
ρουτίνας	رقص	ρουτίνα	رقص	N;GEN;FEM;SG	N;NOM;MASC;SG;3
ρουτίνας	ڈرامہ	ρουτίνα	ڈرامہ	N;GEN;FEM;SG	N;NOM;MASC;SG;3
απόσβεση	تخفیف	απόσβεση	تخفیف	N;ACC;FEM;SG	N;NOM;MASC;SG;3
απόσβεση	تخفیف	απόσβεση	تخفیف	N;ACC;FEM;SG	N;NOM;MASC;SG;3
απόσβεση	گھٹاؤ	απόσβεση	گھٹاؤ	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
ιεραπόστολος	مبلّغ.	ιεραπόστολος	مبلّغ.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
χαλαρό	منتشر.	χαλαρός	منتشر.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
χαλαρό	آزاد	χαλαρός	آزاد	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
χαλαρό	ناوابستہ.	χαλαρός	ناوابستہ.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
χαλαρό	(	χαλαρός	(	ADJ;NOM;NEUT;SG	
χαλαρό	چھوڑنا.	χαλαρός	چھوڑنا.	ADJ;NOM;NEUT;SG	V;NFIN;ACT
χαλαρό	اوباش	χαλαρός	اوباش	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
χαλαρό	بھربھرا.	χαλαρός	بھربھرا.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
χαλαρό	بافراغت	χαλαρός	بافراغت	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
χαλαρό	چلانا.	χαλαρός	چلاناؤ	ADJ;NOM;NEUT;SG	V;MASC;SG;NFIN;ACT
χαλαρό	لاپروا	χαλαρός	لاپروا	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
χαλαρό	کاہل.	χαλαρός	کاہل.	ADJ;NOM;NEUT;SG	
χαλαρό	لاپروا	χαλαρός	لاپروا	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
χαλαρό	آہستہ	χαλαρός	آہستہ	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
χαλαρό	کاہل.	χαλαρός	کاہل.	ADJ;NOM;NEUT;SG	
τίμιο	واقعی.	τίμιο	واقعی.	ADJ;NOM;MASC;SG	N;SG
τίμιο	مخلص.	τίμιο	مخلص.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
τίμιο	دھوکے	τίμιο	دھوکا	ADJ;NOM;MASC;SG	V;PFV;MASC;PL;V.PTCP;ACT
τίμιο	خالص	τίμιο	خالص	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
προνύμφη	غوکچہ.	προνύμφη	غوکچہ.	N;NOM;NEUT;SG	
αντιπροσώπευση	مورت	αντιπροσώπευση	مورت	N;NOM;FEM;SG	
μεταξωτό	حریر.	μεταξωτός	حریر.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
μεταξωτό	حریری	μεταξωτός	حریری	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
μεταξωτό	حریر.	μεταξωτός	حریر.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
μεταξωτό	ریشم	μεταξωτός	ریشم	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
μεταξωτό	حریری	μεταξωτός	حریری	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
λιτότητα	سختی	λιτότητα	سختی	N;ACC;FEM;SG	N;NOM;MASC;SG;3
αποθετήριο	برتن.	αποθετήριο	برتن.	N;NOM;NEUT;SG	
αποθετήριο	ظرف	αποθετήριο	ظرف	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
αποθετήριο	برتن.	αποθετήριο	برتن.	N;NOM;NEUT;SG	
αποθετήριο	مخزن	αποθετήριο	مخزن	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
αποθετήριο	ظرف	αποθετήριο	ظرف	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
φαινόλη	نمگیر	φαινόλης	نمگیر	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
αθάνατο	جاودانی	αθάνατος	جاودانی	N;NOM;NEUT;SG	ADJ
αθάνατο	لازوال	αθάνατος	لازوال	N;NOM;NEUT;SG	V;PFV;FEM;SG;V.PTCP;ACT
αθάνατο	خداوندی.	αθάνατος	خداوندین	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
ευέλικτη	سیدھا	ευέλικτος	سیدھا	ADJ;NOM;FEM;SG	V;ACT
πολιομυελίτιδα	(	πολιομυελίτιδα	(	N;NOM;FEM;SG	
κάρλ	نفر.	κάρλ	نفر.		PROPN;NOM;MASC;SG;3
κάρλ	آدمی	κάρλ	آدمی		N;NOM;MASC;SG;3
κάρλ	بندہ	κάρλ	بندہ		PROPN;NOM;MASC;SG;3
δεξίωση	استقبال	δεξίωση	استقبال	N;ACC;FEM;SG	N;NOM;MASC;SG;3
δεξίωση	استقبالیہ.	δεξίωση	استقبالیہ.	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
δεξίωση	استقبال	δεξίωση	استقبال	N;ACC;FEM;SG	N;NOM;MASC;SG;3
δεξίωση	استقبالیہ.	δεξίωση	استقبالیہ.	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
δεξίωση	پذیرائی	δεξίωση	پذیرائی	N;ACC;FEM;SG	N;NOM;FEM;SG;3
σχ	حالت	σχ	حالت	N;GEN;FEM;SG	N;NOM;FEM;SG;3
σχ	لباس	σχ	لباس	N;GEN;FEM;SG	N;NOM;MASC;SG;3
σχ	کیفیت	σχ	کیفیت	N;GEN;FEM;SG	N;NOM;FEM;SG;3
ιδιοφυΐα	نابغہ.	ιδιοφυΐα	نابغہ.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ιδιοφυΐα	عبقری	ιδιοφυΐα	عبقری	N;NOM;FEM;SG	ADJ
ιδιοφυΐα	نابغہ.	ιδιοφυΐα	نابغہ.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
βολικό	کارآمد.	βολικός	کارآمد.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
βολικό	مفید.	βολικός	مفید.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
μάγειρας	بگاڑنا	μάγειρα	بگاڑ	N;NOM;MASC;SG	V;NFIN;ACT
μάγειρας	طباخ	μάγειρα	طباخ	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
μάγειρας	بگاڑنا	μάγειρα	بگاڑ	N;NOM;MASC;SG	V;NFIN;ACT
μάγειρας	باورچی	μάγειρα	باورچی	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
μάγειρας	طباخ	μάγειρα	طباخ	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
μπαζ	گنگنانا.	μπαζ	گنگنانا.		PROPN;NOM;MASC;SG;3
νυχτερίδες	باؤلا.	νυχτερίδα	باؤلا.	N;NOM;FEM;PL	
ευάλωτα	عاجز	ευάλωτα	عاجز	ADJ;NOM;NEUT;PL	N;NOM;MASC;SG;3
συσχετισμό	ارتباط	συσχετισμός	ارتباط	N;ACC;MASC;SG	N;NOM;MASC;SG;3
συσχετισμό	تعلق.	συσχετισμός	تعلق.	N;ACC;MASC;SG	
συσχετισμό	رشتہ	συσχετισμός	رشتہ	N;ACC;MASC;SG	N;NOM;MASC;SG;3
τσάντα	تھیلا.	τσάντα	تھیلا.	N;NOM;FEM;SG	
τσάντα	بٹوا	τσάντα	بٹوا	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
τσάντα	پتلون	τσάντα	پتلون	N;NOM;FEM;SG	V;MASC;SG;ACT
τσάντα	تحقیرکرنا	τσάντα	تحقیرکرنا	N;NOM;FEM;SG	V;NFIN;ACT
τσάντα	پاجامہ	τσάντα	پاجامہ	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
τσάντα	پھلانا	τσάντα	پھلانا	N;NOM;FEM;SG	V;MASC;SG;V.PTCP;ACT
τσάντα	سرمایہ.	τσάντα	سرمایہ.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
τσάντα	جُھریانا.	τσάντα	جُھریان	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
τσάντα	کیسہ.	τσάντα	کیسہ.	N;NOM;FEM;SG	
τσάντα	سکڑنا	τσάντα	سکڑ	N;NOM;FEM;SG	V;NFIN;ACT
έμμεσο	پنہاں	έμμεσος	پنہاں	ADJ;NOM;NEUT;SG	
γιγαντιαίο	دیو	γιγαντιαίος	دیو	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
γιγαντιαίο	جن.	γιγαντιαίος	جن.	ADJ;NOM;NEUT;SG	
γιγαντιαίο	جنّاتی.	γιγαντιαίος	جنیاتی	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
γιγαντιαίο	زبردست.	γιγαντιαίος	زبردست.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
γιγαντιαίο	دیوسمان	γιγαντιαίος	دیوسمان	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
γιγαντιαίο	جنّاتی.	γιγαντιαίος	جنیاتی	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
γιγαντιαίο	زبردست.	γιγαντιαίος	زبردست.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
γιγαντιαίο	دیوسمان	γιγαντιαίος	دیوسمان	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
γιγαντιαίο	دیوپیکر	γιγαντιαίος	دیوپیکر	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
μάθεις	ہدایت	μάθη	ہدایت	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;NOM;FEM;SG;3
μάθεις	واقف	μάθη	واقف	V;IPFV;IND;SG;1;PRS;FIN;ACT	ADJ
ράφτη	خیّاط.	ράφτης	خیّاط.	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
ράφτη	درزی	ράφτης	درزی	PROPN;NOM;MASC;SG	N;NOM;MASC;SG;3
ράφτη	خیّاط.	ράφτης	خیّاط.	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
ξαφνικό	معاً	ξαφνικός	معاً	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
ξαφνικό	اچانک	ξαφνικός	اچانک	ADJ;NOM;NEUT;SG	ADV
ξαφνικό	یکایک	ξαφνικός	یکایک	ADJ;NOM;NEUT;SG	V;SG;V.PTCP;ACT
λιπιδίων	دُہنیات	λιπίδιο	دُہنیات	N;GEN;NEUT;PL	PROPN;NOM;MASC;SG;3
εκρηκτικές	اشتعال	εκρηκτικός	اشتعال	ADJ;NOM;FEM;PL	N;NOM;MASC;SG;3
εκρηκτικές	آتشگیر.	εκρηκτικός	آتشگیر.	ADJ;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
εκρηκτικές	انفجاری	εκρηκτικός	انفجاری	ADJ;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
μπέιλ	مصیبت	μπέιλ	مصیبت		N;NOM;FEM;SG;3
μπέιλ	ابتلا	μπέιλ	ابتلا		
μπέιλ	نحوست	μπέιλ	نحوست		PROPN;NOM;MASC;SG;3
μπέιλ	مصیبت	μπέιλ	مصیبت		N;NOM;FEM;SG;3
μπέιλ	ابتلا	μπέιλ	ابتلا		
μπέιλ	نحوست	μπέιλ	نحوست		PROPN;NOM;MASC;SG;3
μπέιλ	گانٹھ	μπέιλ	گانٹھ		
αρχειοθέτηση	بُرادہ	αρχειοθέτηση	بُرادہ	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
ήσυχα	خاموشی	ησύχα	خاموشی	ADV	N;NOM;MASC;SG;3
ήσυχα	متین.	ησύχα	متین.	ADV	PROPN;NOM;MASC;SG;3
ήσυχα	سادہ	ησύχα	سادہ	ADV	ADJ
ήσυχα	سکون	ησύχα	سکون	ADV	
ήσυχα	ساکن	ησύχα	ساکن	ADV	N;NOM;MASC;SG;3
ήσυχα	ٹھہراؤ.	ησύχα	ٹھہراؤ.	ADV	PROPN;NOM;MASC;SG;3
ήσυχα	خاموش	ησύχα	خاموش	ADV	ADJ
ήσυχα	خاموشی	ησύχα	خاموشی	ADV	N;NOM;MASC;SG;3
ήσυχα	متین.	ησύχα	متین.	ADV	PROPN;NOM;MASC;SG;3
ήσυχα	سادہ	ησύχα	سادہ	ADV	ADJ
ήσυχα	سکون	ησύχα	سکون	ADV	
ήσυχα	ساکن	ησύχα	ساکن	ADV	N;NOM;MASC;SG;3
ήσυχα	ٹھہراؤ.	ησύχα	ٹھہراؤ.	ADV	PROPN;NOM;MASC;SG;3
ονομα	معروف.	ονομα	معروف.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
ονομα	بتانا	ονομα	بتا	N;NOM;NEUT;SG	V;MASC;SG;NFIN;ACT
ονομα	دینا.	ονομα	دینا.	N;NOM;NEUT;SG	
ενοχλητικό	جھلّا	ενοχλητικός	جھلّا	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
πολύτιμος	نہایت	πολύτιμος	نہایت	ADJ;NOM;MASC;SG	ADV
ατυχής	افسردہ.	ατυχής	افسردہ.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ζεστή	(	ζεστός	(	ADJ;NOM;FEM;SG	
ζεστή	تاؤ	ζεστός	تاؤ	ADJ;NOM;FEM;SG	
ζεστή	ادماتا.	ζεστός	ادمات	ADJ;NOM;FEM;SG	V;IPFV;MASC;SG;V.PTCP;ACT
ζεστή	عمل	ζεστός	عمل	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
ζεστή	سخت-	ζεστός	سخت-	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ζεστή	(	ζεστός	(	ADJ;NOM;FEM;SG	
ζεστή	تاؤ	ζεστός	تاؤ	ADJ;NOM;FEM;SG	
ζεστή	ادماتا.	ζεστός	ادمات	ADJ;NOM;FEM;SG	V;IPFV;MASC;SG;V.PTCP;ACT
ζεστή	عمل	ζεστός	عمل	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
ζεστή	سخت-	ζεστός	سخت-	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ελαστική	سیدھا	ελαστικός	سیدھا	ADJ;NOM;FEM;SG	V;ACT
ελαστική	لچکیلا	ελαστικός	لچکیلا	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
παραπλανητική	بہکانے	παραπλανητικός	بہکا	ADJ;NOM;FEM;SG	V;NFIN;ACT
παραπλανητική	بھٹکانے	παραπλανητικός	بھٹکا	ADJ;NOM;FEM;SG	V;ACC;NFIN
παραπλανητική	بھٹکانے	παραπλανητικός	بھٹکا	ADJ;NOM;FEM;SG	V;ACC;NFIN
φιλόδοξος	پُرعزیمت.	φιλόδοξος	پُرعزیمت.	N;NOM;MASC;SG	ADJ
αλήτης	اناڑی	αλήτη	اناڑی	N;NOM;MASC;SG	ADJ
αλήτης	مفعول.	αλήτη	مفعول.	N;NOM;MASC;SG	ADJ
αλήτης	غنڈا	αλήτη	غنڈا	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
αλήτης	نکمّا	αλήτη	نکمیا	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
αλήτης	ناکارہ.	αλήτη	ناکارہ.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
αλήτης	سْرین.	αλήτη	سْرین.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
αλήτης	بدمعاش	αλήτη	بدمعاش	N;NOM;MASC;SG	V;ACT
αλήτης	گھٹیا.	αλήτη	گھٹیا.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
περιπετειώδης	دلیرانہ.	περιπετειώδης	دلیرانہ.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
κακία	بدمعاشی	κακία	بدمعاشی	N;ACC;FEM;SG	ADJ
κακία	بدمعاشی	κακία	بدمعاشی	N;ACC;FEM;SG	ADJ
κακία	بدی	κακία	بدی	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
κακία	کپٹ	κακία	کپٹ	N;ACC;FEM;SG	
συμβίωση	مطابقت	συμβίωση	مطابقت	N;ACC;FEM;SG	ADP
συμβίωση	مقاربت	συμβίωση	مقاربت	N;ACC;FEM;SG	N;NOM;MASC;SG;3
σάλιο	رال.	σάλιος	رال.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
σάλιο	تھوک	σάλιος	تھوک	N;NOM;NEUT;SG	
λογιστικό	محاسبی.	λογιστικός	محاسبی.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
ορδή	بھیڑ	ορδή	بھیڑ	N;NOM;FEM;SG	
ορδή	گلّہ	ορδή	گلّہ	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ορδή	دل	ορδή	دل	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ορδή	بھیڑ	ορδή	بھیڑ	N;NOM;FEM;SG	
ορδή	گلّہ	ορδή	گلّہ	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
μεταγλωττιστή	مولف.	μεταγλωττιστής	مولف.	N;NOM;NEUT;SG	ADJ
μεταγλωττιστή	مرتب	μεταγλωττιστής	مرتب	N;NOM;NEUT;SG	ADJ
μεταγλωττιστή	مدوّن	μεταγλωττιστής	مدوّن	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
βορεια	شمالی	βορεια	شمالی	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
πολωνικές	جِلاکاری.	πολωνικός	جِلاکاری.	ADJ;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
όσφρηση	سونگھنا	όσφρηση	سونگھنا	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
όσφρηση	شامّہ.	όσφρηση	شامّہ.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
όσφρηση	سونگھنا	όσφρηση	سونگھنا	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
όσφρηση	شمیم	όσφρηση	شمیم	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
όσφρηση	شامّہ.	όσφρηση	شامّہ.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
βήχας	کھانسنا	βήχας	کھانسنا	N;NOM;MASC;SG	V;SG;ACT
βήχας	سُعال.	βήχας	سُعال.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
βήχας	کھنکارنا.	βήχας	کھنکارنا.	N;NOM;MASC;SG	V;MASC;SG;NFIN;ACT
βήχας	کھانسنا	βήχας	کھانسنا	N;NOM;MASC;SG	V;SG;ACT
βήχας	سُعال.	βήχας	سُعال.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
βήχας	کھنکارنا.	βήχας	کھنکارنا.	N;NOM;MASC;SG	V;MASC;SG;NFIN;ACT
δαπανηρή	گراں.	δαπανηρός	گراں.	ADJ;NOM;FEM;SG	
δαπανηρή	قیمتی.	δαπανηρός	قیمتی.	ADJ;NOM;FEM;SG	N;NOM;MASC;PL;3
δαπανηρή	گراں.	δαπανηρός	گراں.	ADJ;NOM;FEM;SG	
δαπανηρή	قیمتی.	δαπανηρός	قیمتی.	ADJ;NOM;FEM;SG	N;NOM;MASC;PL;3
όχλος	بھیڑ	όχλος	بھیڑ	N;NOM;MASC;SG	
όχλος	مجمع.	όχλος	مجمع.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
όχλος	جتھا	όχλος	جتھا	N;NOM;MASC;SG	
όχλος	جمگھٹا.	όχλος	جمگھٹا.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
όχλος	دھڑا	όχλος	دھڑا	N;NOM;MASC;SG	
όχλος	بھیڑ	όχλος	بھیڑ	N;NOM;MASC;SG	
όχλος	اکٹھ	όχλος	اکٹھ	N;NOM;MASC;SG	
όχλος	ٹولا	όχλος	ٹولا	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
όχλος	ریوڑ.	όχλος	ریوڑ.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
παντελόνια	پاجامہ.	παντελόνιος	پاجامہ.	N;NOM;NEUT;PL	PROPN;NOM;MASC;SG;3
επιδιώξει	علاج	επιδιώκω	علاج	V;PFV;IND;3;NFIN;ACT	N;NOM;MASC;SG;3
πάπια	دُبکنا	πάπια	دُبکنا	N;NOM;FEM;SG	V;SG;NFIN;ACT
πάπια	بچنا	πάπια	بچ	N;NOM;FEM;SG	V;MASC;SG;NFIN;ACT
πάπια	پیارے	πάπια	پیارا	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
λαβύρινθο	جنجال	λαβύρινθος	جنجال	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
λαβύρινθο	چکّر	λαβύρινθος	چکّر	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
λαβύρινθο	پھیر	λαβύρινθος	پھیر	N;NOM;NEUT;SG	V;ACT
προληπτική	تدبیر	προληπτικός	تدبیر	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
προληπτική	روکنے	προληπτικός	روک	ADJ;NOM;FEM;SG	V;ACC;NFIN
προληπτική	تدبیر	προληπτικός	تدبیر	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
προληπτική	مانع	προληπτικός	مانع	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
προληπτική	روکنے	προληπτικός	روک	ADJ;NOM;FEM;SG	V;ACC;NFIN
εκκρεμεί	متوقع	εκκρέπω	متوقع	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ
ημιτελή	ادھورا.	ημιτελής	ادھورا.	ADV	PROPN;NOM;MASC;SG;3
ημιτελή	نامکمل	ημιτελής	نامکمل	ADV	ADJ
ημιτελή	ادھورا.	ημιτελής	ادھورا.	ADV	PROPN;NOM;MASC;SG;3
αμηχανία	الجھن	αμηχανία	الجھن	N;ACC;FEM;SG	N;NOM;MASC;SG;3
αμηχανία	پھوہڑ.	αμηχανία	پھوہڑ.	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
αμηχανία	الجھن	αμηχανία	الجھن	N;ACC;FEM;SG	N;NOM;MASC;SG;3
αμηχανία	بھونڈا	αμηχανία	بھونڈا	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
αμηχανία	پھوہڑ.	αμηχανία	پھوہڑ.	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
κουπέ	پھل	κουπέ	پھل		N;NOM;MASC;SG;3
σαρ	چا	σαρ	چا	N	V;ACT
σαρ	جلنا	σαρ	جل	N	V;MASC;SG;NFIN;ACT
σαρ	(	σαρ	(	N	
έμφυτη	قدرتی.	έμφυτος	قدرتی.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
καθυστερημένα	معذور.	καθυστερώ	معذور.	ADV	PROPN;NOM;MASC;SG;3
παλμός	دھڑکنا.	παλμός	دھڑکنا.	N;NOM;MASC;SG	
παλμός	لہر.	παλμός	لہر.	N;NOM;MASC;SG	
παλμός	موج.	παλμός	موج.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
παλμός	دالوں	παλμός	دال	N;NOM;MASC;SG	N;ACC;MASC;PL;3
παλμός	امنگ	παλμός	امنگ	N;NOM;MASC;SG	
παλμός	دال	παλμός	دال	N;NOM;MASC;SG	V;MASC;SG;ACT
ξεκούραση	on	ξεκούραση	on	N;NOM;FEM;SG	
