から	din	から	din	CONJ	ADP;ACC
寄与	contributie	寄与	contributie	V	N;INDF;FEM;SG
寄与	contribuția	寄与	contribuție	V	N;DEF;FEM;SG
寄与	contribuție	寄与	contribuție	V	N;INDF;FEM;SG
繁栄	prosperitatea	繁栄	prosperitate	V	N;DEF;FEM;SG
繁栄	prosperitate	繁栄	prosperitate	V	N;INDF;FEM;SG
本物	real	本物	real	N	ADJ;INDF;MASC;SG
本物	reale	本物	real	N	ADJ;INDF;FEM;PL
本物	reală	本物	real	N	ADJ;INDF;FEM;SG
本物	autentic	本物	autentic	N	ADV
本物	veritabil	本物	veritabil	N	ADJ;INDF;MASC;SG
本物	autentică	本物	autentic	N	ADJ;INDF;FEM;SG
加算	adăugarea	加算	adăugare	V	N;DEF;FEM;SG
加算	adăugare	加算	adăugare	V	N;INDF;FEM;SG
加算	add	加算	add	V	
通知	notificare	通知	notificare	V	N;INDF;FEM;SG
通知	notificare	通知	notificare	V	N;INDF;FEM;SG
通知	notificări	通知	notificare	V	N;INDF;FEM;PL
通知	notificarea	通知	notificare	V	N;DEF;FEM;SG
通知	notificările	通知	notificare	V	N;DEF;FEM;PL
通知	notificări	通知	notificare	V	N;INDF;FEM;PL
ウォーズ	războaiele	ウォーズ	război	PROPN	N;DEF;FEM;PL
ウォーズ	razboaie	ウォーズ	razboi	PROPN	ADJ;INDF;FEM
ウォーズ	războaie	ウォーズ	război	PROPN	N;INDF;FEM;PL
名目	nominal	名目	nominal	N	ADJ;INDF;MASC;SG
名目	nominală	名目	nominal	N	ADJ;INDF;FEM;SG
ジュン	joon	ジュン	joon	PROPN	PROPN
神道	shinto	神道	shinto	N	
フアン	juan	フアン	juan	PROPN	PROPN
吾妻	azuma	吾妻	azuma	PROPN	
スパルタ	sparta	スパルタ	spart	PROPN	
サムネイル	miniatura	サムネイル	miniatură	PROPN	N;DEF;FEM;SG
サムネイル	miniatură	サムネイル	miniatură	PROPN	N;INDF;FEM;SG
プライベート	privată	プライベート	privat	N	ADJ;INDF;FEM;SG
プライベート	privat	プライベート	privat	N	ADJ;INDF;MASC;SG
プライベート	private	プライベート	privat	N	ADJ;INDF;FEM;PL
マツダ	mazda	マツダ	mazdă	PROPN	N
エニックス	enix	エニックス	enix	PROPN	N;INDF;MASC;SG
収益	profit	収益	profit	V	N;INDF;MASC;SG
収益	profitul	収益	profit	V	N;DEF;MASC;SG
収益	veniturile	収益	venit	V	N;DEF;FEM;PL
収益	venituri	収益	venit	V	N;INDF;FEM;PL
阿蘇	aso	阿蘇	aso	PROPN	
ロッド	rod	ロッド	rod	N	
ロッド	dic	ロッド	dic	N	
白川	shirakawa	白川	shirakadă	PROPN	PROPN
ブラザーズ	frați	ブラザーズ	frate	PROPN	N;INDF;MASC;PL
ブラザーズ	fratii	ブラザーズ	frate	PROPN	N;DEF;MASC;PL
ブラザーズ	frații	ブラザーズ	frate	PROPN	N;DEF;MASC;PL
ブラザーズ	fratilor	ブラザーズ	frate	PROPN	N;DEF;MASC;PL
水力	hidroelectrice	水力	hidroelectric	N	ADJ;INDF;FEM;PL
富士	fujitsu	富士	fujitsu	PROPN	N;INDF;MASC;SG
歩く	mersul	歩く	mers	V	N;DEF;MASC;SG
歩く	plimbare	歩く	plimbare	V	N;INDF;FEM;SG
歩く	walk	歩く	walk	V	N;INDF;MASC;SG
由美	yumi	由美	yum	PROPN	N;INDF;MASC;SG
ダッシュ	dash	ダッシュ	dash	N	
最上	mogami	最上	mogam	N	
絶望	disperare	絶望	disperare	V	N;INDF;FEM;SG
絶望	disperarea	絶望	disperare	V	N;DEF;FEM;SG
サミュエル	samuel	サミュエル	samuel	PROPN	PROPN
ひょう	grindină	ひょう	grindină	PROPN	N;INDF;FEM;SG
ヘッセン	hessa	ヘッセン	hessa	PROPN	N;INDF;MASC;SG
ヘッセン	hesse	ヘッセン	hesse	PROPN	N;INDF;MASC;SG
ユニフォーム	uniform	ユニフォーム	uniform	N	ADV
短歌	tanka	短歌	tankă	N	
先住	indigene	先住	indigen	N	ADJ;INDF;FEM;PL
石垣	ishigaki	石垣	ishigaki	PROPN	
沿革	istoric	沿革	istoric	N	ADJ;INDF;MASC;SG
カンボジア	cambodgia	カンボジア	cambodgie	PROPN	PROPN
カンボジア	cambodgian	カンボジア	cambodgian	PROPN	ADJ;INDF;MASC;SG
カンボジア	cambodgia	カンボジア	cambodgie	PROPN	PROPN
呪い	blestem	呪う	blea	V	N;INDF;MASC;SG
呪い	blestemul	呪う	blestem	V	N;DEF;MASC;SG
ルドルフ	rudolph	ルドルフ	rudolph	PROPN	PROPN
ルドルフ	rudolf	ルドルフ	rudolf	PROPN	PROPN
ルドルフ	rudolf	ルドルフ	rudolf	PROPN	PROPN
モル	mor	モル	muri	PROPN	V;IND;PL;3;PRS;FIN
モル	mol	モル	mol	PROPN	N;INDF;MASC;SG
東海道	tōkaidō	東海道	tōkaidō	PROPN	
美穂	miho	美穂	miho	PROPN	
アンディ	andy	アンディ	andy	PROPN	PROPN
クリーブランド	cleveland	クリーブランド	cleveland	PROPN	PROPN
ブロー	suflă	ブロー	suflă	PROPN	V;IND;SG;3;PST;FIN
ブロー	sufla	ブロー	sufla	PROPN	V;IND;SG;3;IPFV;FIN
注文	comanda	注文	comandă	V	N;DEF;FEM;SG
注文	ordinea	注文	ordine	V	N;DEF;FEM;SG
注文	comandă	注文	comandă	V	N;INDF;FEM;SG
注文	ordine	注文	ordine	V	N;INDF;FEM;SG
注文	ordin	注文	ordin	V	N;INDF;MASC;SG
注文	ordine	注文	ordine	V	N;INDF;FEM;SG
注文	ordinele	注文	ordin	V	N;DEF;FEM;PL
注文	comenzi	注文	comandă	V	N;INDF;FEM;PL
デート	data	デート	dată		N;DEF;FEM;SG
デート	dată	デート	dată		N;INDF;FEM;SG
デート	datând	デート	data		V;V.MSDR
デート	dating	デート	datinge		N;INDF;MASC;SG
デート	intalniri	デート	intalnire		N;INDF;FEM;PL
気分	simt	気分	simți	N	V;IND;PL;3;PRS;FIN
オークランド	oakland	オークランド	oakland	PROPN	PROPN
オークランド	auckland	オークランド	auckla	PROPN	PROPN
モニター	monitoriza	モニター	monitoriza	N	V;IND;SG;3;IPFV;FIN
モニター	monitorizează	モニター	monitoriza	N	V;IND;3;PRS;FIN
ソロモン	solomon	ソロモン	solomon	PROPN	PROPN
適応	adaptat	適応	adaptat	V	ADJ;INDF;MASC;SG
適応	adaptate	適応	adaptat	V	ADJ;INDF;FEM;PL
適応	adaptată	適応	adaptat	V	ADJ;INDF;FEM;SG
適応	adaptarea	適応	adaptare	V	N;DEF;FEM;SG
適応	adaptare	適応	adaptare	V	N;INDF;FEM;SG
ビクター	victor	ビクター	victor	PROPN	PROPN
長崎市	nagasaki	長崎市	nagasaki	PROPN	PROPN
リッチ	bogata	リッチ	bogat	N	ADJ;DEF;FEM;SG
リッチ	bogată	リッチ	bogat	N	ADJ;INDF;FEM;SG
リッチ	rich	リッチ	rich	N	PROPN
リッチ	bogat	リッチ	bogat	N	ADJ;INDF;MASC;SG
愛する	iubitoare	愛する	iubitor	V	ADJ;INDF;FEM
愛する	iubitor	愛する	iubitor	V	ADJ;INDF;MASC;SG
グルジア	georgia	グルジア	georgie	PROPN	PROPN
難民	refugiat	難民	refugiat	N	ADJ;INDF;MASC;SG
難民	refugiati	難民	refugia	N	ADJ;INDF;MASC;PL
難民	refugiați	難民	refugia	N	V;IND;PL;2;IPFV;FIN
予言	previziuni	予言	previziune	V	N;INDF;FEM;PL
シロ	shiro	シロ	shiro	PROPN	
パッ	puf	パッ	pufe	ADV	N;INDF;MASC;SG
武藤	muto	武藤	muto	PROPN	
ドライ	usca	ドライ	usca	N	V;IND;SG;3;IPFV;FIN
ドライ	uscate	ドライ	uscat	N	ADJ;INDF;FEM;PL
ドライ	uscat	ドライ	uscat	N	ADJ;INDF;MASC;SG
ドライ	uscată	ドライ	uscat	N	ADJ;INDF;FEM;SG
オックス	oxford	オックス	oxford	PROPN	N;INDF;MASC;SG
健太	kenta	健太	kenta	PROPN	
チカ	chica	チカ	chică	PROPN	N;DEF;FEM;SG
桃山	momoyama	桃山	momoyamă	PROPN	
オト	oto	オト	oto	PROPN	
えり	eri	えり	eri	PROPN	
括弧	paranteze	括弧	paranteză	V	N;INDF;FEM;PL
括弧	braț	括弧	braț	V	N;INDF;MASC;SG
括弧	paranteze	括弧	paranteză	V	N;INDF;FEM;PL
歩き	plimbare	歩く	plimbare	V	N;INDF;FEM;SG
歩き	walk	歩く	walk	V	N;INDF;MASC;SG
浪人	ronin	浪人	ronin	N	
メンタル	mintală	メンタル	mintal	N	ADJ;INDF;FEM;SG
メンタル	mentale	メンタル	mental	N	ADJ;INDF;FEM;PL
メンタル	mental	メンタル	mental	N	ADJ;INDF;MASC;SG
メンタル	mentală	メンタル	mental	N	ADJ;INDF;FEM;SG
花園	hanazono	花園	hanazono	PROPN	
イスラム	musulmană	イスラム	musulmană	N	ADJ;INDF;FEM;SG
イスラム	musulmani	イスラム	musulman	N	ADJ;INDF;MASC;PL
イスラム	musulmane	イスラム	musulman	N	ADJ;INDF;FEM;PL
イスラム	musulman	イスラム	musulman	N	ADJ;INDF;MASC;SG
イスラム	musulmani	イスラム	musulman	N	ADJ;INDF;MASC;PL
みず	mizuho	みず	mizuho	PROPN	
迷惑	enervant	迷惑	enervant	N	ADV
迷惑	enervante	迷惑	enervant	N	ADJ;INDF;FEM;PL
迷惑	enervantă	迷惑	enervant	N	ADJ;INDF;FEM;SG
迷惑	enervat	迷惑	enervat	N	ADJ;INDF;MASC;SG
リンゴ	mar	リンゴ	mar	N	
計測	măsura	計測	măsură	V	N;DEF;FEM;SG
計測	măsură	計測	măsură	V	N;INDF;FEM;SG
計測	masura	計測	masură	V	N;DEF;FEM;SG
クレア	claire	クレア	clair	PROPN	PROPN
関節	comune	関節	comun	N	ADJ;INDF;FEM;PL
免疫	imuni	免疫	imun	N	ADJ;INDF;MASC;PL
免疫	imună	免疫	imun	N	ADJ;INDF;FEM;SG
免疫	imunitar	免疫	imunitar	N	ADJ;INDF;MASC;SG
免疫	imun	免疫	imun	N	ADJ;INDF;MASC;SG
混同	confuzia	混同	confuzie	V	N;DEF;FEM;SG
混同	confuzie	混同	confuzie	V	N;INDF;FEM;SG
混同	confuzii	混同	confuz	V	N;INDF;FEM;PL
桃太郎	momotaro	桃太郎	momotaro	PROPN	N;INDF;MASC;SG
離陸	decolare	離陸	decolare	V	N;INDF;FEM;SG
離陸	decolarea	離陸	decolare	V	N;DEF;FEM;SG
有形	corporale	有形	corporal	N	ADJ;INDF;FEM;PL
有形	tangibile	有形	tangibil	N	ADJ;INDF;FEM;PL
カタルーニャ	catalunya	カタルーニャ	catalunya	PROPN	PROPN
天津	tianjin	天津	tianjin	PROPN	PROPN
ジャングル	jungla	ジャングル	junglă	PROPN	N;DEF;FEM;SG
ジャングル	junglă	ジャングル	junglă	PROPN	N;INDF;FEM;SG
ジャングル	jungle	ジャングル	junglă	PROPN	
堀川	horikawa	堀川	horikadă	PROPN	N;DEF;FEM;SG
ナウ	acum	ナウ	acum	PROPN	ADV
坂口	sakaguchi	坂口	sakaguch	PROPN	
レフ	lev	レフ	lev	PROPN	PROPN
稲荷	inari	稲荷	inari	N	
天狗	tengu	天狗	tengu	N	
ロビン	robin	ロビン	robin	PROPN	PROPN
グラント	subvenție	グラント	subvenție	PROPN	N;INDF;FEM;SG
グラント	grant	グラント	grant	PROPN	N;INDF;MASC;SG
ブレーブス	braves	ブレーブス	braves	PROPN	
ドナルド	donald	ドナルド	donald	PROPN	PROPN
鉱業	miniere	鉱業	minier	N	ADJ;INDF;FEM;PL
アルベルト	albert	アルベルト	albert	PROPN	PROPN
アルベルト	alberto	アルベルト	alberto	PROPN	PROPN
氏族	clan	氏族	clan		N;INDF;MASC;SG
氏族	clanul	氏族	clan		N;DEF;MASC;SG
氏族	clanurile	氏族	clan		N;DEF;FEM;PL
氏族	clanuri	氏族	clan		N;INDF;FEM;PL
パブリック	publice	パブリック	public	N	ADJ;INDF;FEM;PL
パブリック	public	パブリック	public	N	ADJ;INDF;MASC;SG
パブリック	publică	パブリック	publica	N	V;IND;SG;3;PST;FIN
手順	pasi	手順	pas	N	
ケンブリッジ	cambridge	ケンブリッジ	cambridge	PROPN	N;INDF;MASC;SG
すき	suki	すく	suki	V	N;INDF;MASC;SG
イーグル	eagle	イーグル	eaglă	PROPN	
イーグル	vultur	イーグル	vultur	PROPN	N;INDF;MASC;SG
イーグル	vulturul	イーグル	vultur	PROPN	N;DEF;MASC;SG
キミ	kimi	キミ	kimi	N	
マルク	marc	マルク	marc	PROPN	PROPN
マルク	marcu	マルク	marcu	PROPN	
マルク	marchează	マルク	marca	PROPN	V;IND;3;PRS;FIN
マルク	marca	マルク	marcă	PROPN	N;DEF;FEM;SG
マルク	mark	マルク	mark	PROPN	PROPN
高麗	goryeo	高麗	goryeo	PROPN	N;INDF;MASC;SG
処女	virgină	処女	virgină	N	ADJ;INDF;FEM;SG
処女	fecioară	処女	fecior	N	
処女	fecioară	処女	fecior	N	
処女	maiden	処女	maiden	N	PROPN
栄光	glorioasă	栄光	glorios	N	ADJ;INDF;FEM;SG
栄光	glorios	栄光	glorios	N	ADJ;INDF;MASC;SG
晴れ	soare	晴れる	soare	V	N;INDF;MASC;SG
晴れ	însorită	晴れる	însori	V	ADJ;INDF;FEM;SG
晴れ	însorit	晴れる	însori	V	ADJ;INDF;MASC;SG
晴れ	sunny	晴れる	sunny	V	N;INDF;MASC;SG
ディック	sculă	ディック	sculă	PROPN	N;INDF;FEM;SG
ディック	dick	ディック	dick	PROPN	PROPN
ディック	pula	ディック	pula	PROPN	N;DEF;FEM;SG
ディック	pulă	ディック	pulă	PROPN	N;INDF;FEM;SG
信夫	nobuo	信夫	nobuo	PROPN	
微分	derivate	微分	derivat	N	ADJ;INDF;FEM;PL
微分	derivat	微分	derivat	N	ADJ;INDF;MASC;SG
ボスニア	bosnia	ボスニア	bosnie	PROPN	PROPN
失踪	disparitia	失踪	disparitie	V	N;DEF;FEM;SG
失踪	dispariția	失踪	dispariție	V	N;DEF;FEM;SG
失踪	disparitie	失踪	disparitie	V	N;INDF;FEM;SG
宮田	miyata	宮田	miyată	PROPN	
革新	inovator	革新	inovator	V	ADJ;INDF;MASC;SG
革新	inovatoare	革新	inovator	V	N;INDF;FEM;PL
革新	reformei	革新	reformă	V	N;DEF;FEM;SG
革新	reforma	革新	reformă	V	N;DEF;FEM;SG
革新	reformă	革新	reformă	V	N;INDF;FEM;SG
革新	inovare	革新	inovare	V	N;INDF;FEM;SG
革新	inovarea	革新	inovare	V	N;DEF;FEM;SG
菊地	kikuchi	菊地	kikuchi	PROPN	
可変	variabil	可変	variabil	N	ADJ;INDF;MASC;SG
担保	garanție	担保	garanție	V	N;INDF;FEM;SG
担保	garanții	担保	garanție	V	N;INDF;FEM;PL
担保	colaterale	担保	colateral	V	ADJ;INDF;FEM;PL
逃走	evadare	逃走	evadare	V	N;INDF;FEM;SG
横田	yokota	横田	yokota	PROPN	
インストール	instalează	インストール	instala	N	V;IND;3;PRS;FIN
アロー	săgeată	アロー	săgea	N	ADJ;INDF;FEM;SG
中国人	chineză	中国人	chinez	N	ADJ;INDF;FEM;SG
中国人	chinezesc	中国人	chinezesc	N	ADJ;INDF;MASC;SG
中国人	chinez	中国人	chinez	N	ADJ;INDF;MASC;SG
中国人	chinezi	中国人	chinez	N	ADJ;INDF;MASC;PL
デビッド	david	デビッド	david	PROPN	PROPN
サックス	saci	サックス	sac	PROPN	N;INDF;MASC;PL
サックス	saxofon	サックス	saxofon	PROPN	N;INDF;MASC;SG
サックス	saxofon	サックス	saxofon	PROPN	N;INDF;MASC;SG
聖子	seiko	聖子	seiko	PROPN	N;INDF;MASC;SG
流入	aflux	流入	aflux	V	N;INDF;MASC;SG
灰色	gray	灰色	gray	N	PROPN
灰色	gri	灰色	gri	N	
灰色	grey	灰色	grey	N	PROPN
灰色	gri	灰色	gri	N	
神谷	kamiya	神谷	kamiya	PROPN	
オールスターズ	allstars	オールスターズ	allstars	PROPN	N;INDF;MASC;SG
ウォルター	walter	ウォルター	walter	PROPN	PROPN
オレゴン	oregon	オレゴン	oregon	PROPN	PROPN
侯爵	marchiz	侯爵	marchiz		N;INDF;MASC;SG
侯爵	marchiz	侯爵	marchiz		N;INDF;MASC;SG
侯爵	marchizul	侯爵	marchiz		N;DEF;MASC;SG
森山	moriyama	森山	moriyamă	PROPN	N;INDF;MASC;SG
ネルソン	nelson	ネルソン	nelson	PROPN	PROPN
コンゴ	congo	コンゴ	congo	PROPN	PROPN
除外	excluderea	除外	excludere	V	N;DEF;FEM;SG
除外	excludere	除外	excludere	V	N;INDF;FEM;SG
除外	exclus	除外	exclude	V	ADJ;INDF;MASC;SG
除外	exclusă	除外	exclus	V	ADJ;INDF;FEM;SG
アンソニー	anthony	アンソニー	anthony	PROPN	PROPN
ハッチ	hatch	ハッチ	hatch	PROPN	N;INDF;MASC;SG
ハッチ	trapa	ハッチ	trapă	PROPN	N;DEF;FEM;SG
孤立	izolare	孤立	izolare	V	N;INDF;FEM;SG
孤立	izolarea	孤立	izolare	V	N;DEF;FEM;SG
コーラ	cola	コーラ	cola	N	
コーラ	cola	コーラ	cola	N	
キャロル	carol	キャロル	carol	PROPN	N;INDF;MASC;SG
岩井	iwai	岩井	iwai	PROPN	
ネズミ	rat	ネズミ	rat	N	
青色	albastră	青色	albastru	N	ADJ;INDF;FEM;SG
青色	albastru	青色	albastru	N	ADJ;INDF;MASC;SG
想像	imaginatie	想像	imaginatie	V	N;INDF;FEM;SG
想像	imaginat	想像	imagina	V	ADJ;INDF;MASC;SG
暴行	atac	暴行	atac	V	N;INDF;MASC;SG
暴行	asalt	暴行	asalt	V	N;INDF;MASC;SG
ゴードン	gordon	ゴードン	gordon	PROPN	PROPN
シチリア	sicilia	シチリア	sicilie	PROPN	PROPN
オーク	stejarul	オーク	stejar	PROPN	N;DEF;MASC;SG
オーク	stejar	オーク	stejar	PROPN	N;INDF;MASC;SG
オーク	oak	オーク	oak	PROPN	N;INDF;MASC;SG
尊敬	respectul	尊敬	respect	V	N;DEF;MASC;SG
尊敬	respect	尊敬	respect	V	N;INDF;MASC;SG
ブロードウェイ	broadway	ブロードウェイ	broadway	PROPN	PROPN
拉致	răpit	拉致	răpi	N	ADJ;INDF;MASC;SG
拉致	răpită	拉致	răpit	N	ADJ;INDF;FEM;SG
拉致	răpească	拉致	răpi	N	V;SBJV;3;PRS;FIN
知り合い	cunostinte	知り合い	cunoaște	N	
ゲオルク	georg	ゲオルク	georg	PROPN	PROPN
スティーブ	steve	スティーブ	stev	PROPN	PROPN
カウンター	contra	カウンター	contra	N	
サラブレッド	pursânge	サラブレッド	pursânge	N	
ルネサンス	renascentist	ルネサンス	renascentist	PROPN	ADJ;INDF;MASC;SG
三次	cubi	三次	cub	PROPN	N;INDF;MASC;PL
クラリネット	clarinet	クラリネット	clarinet	PROPN	N;INDF;MASC;SG
ジェームス	james	ジェームス	james	PROPN	PROPN
ジェームス	iacov	ジェームス	iacov	PROPN	PROPN
ジェームス	iacob	ジェームス	iacob	PROPN	PROPN
勝者	învingători	勝者	învingător	N	ADJ;INDF;MASC;PL
エチオピア	etiopia	エチオピア	etiopia	PROPN	N;DEF;FEM;SG
エチオピア	etiopian	エチオピア	etiopian	PROPN	ADJ;INDF;MASC;SG
アイヌ	ainu	アイヌ	ainu	N	
デリー	delhi	デリー	delhi	PROPN	N;INDF;MASC;SG
デリー	derry	デリー	derry	PROPN	PROPN
自信	încrezătoare	自信	încrezător	N	ADJ;INDF;FEM
自信	încrezător	自信	încrezător	N	ADJ;INDF;MASC;SG
自信	încrezători	自信	încrezător	N	V;IND;PL;2;IPFV;FIN
ラッキー	norocoasă	ラッキー	norocos	PROPN	ADJ;INDF;FEM;SG
ラッキー	norocos	ラッキー	norocos	PROPN	ADJ;INDF;MASC;SG
誘惑	ispită	誘惑	ispita	V	N;INDF;FEM;SG
誘惑	ispita	誘惑	ispita	V	N;DEF;FEM;SG
ユキ	yuki	ユキ	yuki	PROPN	PROPN
グスタフ	gustav	グスタフ	gustav	PROPN	PROPN
孤独	singuratic	孤独	singuratic	N	ADJ;INDF;MASC;SG
孤独	singur	孤独	singur	N	ADJ;INDF;MASC;SG
押す	push	押す	push	V	
ハイウェイ	highway	ハイウェイ	highway	N	PROPN
パーフェクト	perfect	パーフェクト	perfect	N	ADV
パーフェクト	perfecte	パーフェクト	perfect	N	ADJ;INDF;FEM;PL
パーフェクト	perfecta	パーフェクト	perfecta	N	
パーフェクト	perfectă	パーフェクト	perfect	N	ADJ;INDF;FEM;SG
アイスランド	islanda	アイスランド	islanda	PROPN	PROPN
クン	kung	クン	kung	PROPN	N;INDF;MASC;SG
カスタム	personalizată	カスタム	personaliza	N	ADJ;INDF;FEM;SG
カスタム	personalizate	カスタム	personalizat	N	ADJ;INDF;FEM;PL
カスタム	personalizat	カスタム	personaliza	N	ADJ;INDF;MASC;SG
アルバート	albert	アルバート	albert	PROPN	PROPN
ケルン	koln	ケルン	koln	PROPN	PROPN
ケルン	köln	ケルン	köln	PROPN	PROPN
青島	qingdao	青島	qingdao	PROPN	PROPN
コリン	collin	コリン	collin	PROPN	PROPN
コリン	colin	コリン	colin	PROPN	PROPN
告発	acuzatii	告発	acuzat	V	N;INDF;FEM;PL
告発	acuzații	告発	acuzație	V	N;INDF;FEM;PL
カウ	vacă	カウ	vacă	PROPN	N;INDF;FEM;SG
カウ	vaca	カウ	vacă	PROPN	N;DEF;FEM;SG
キングス	regilor	キングス	regilor	PROPN	N;DEF;MASC;PL
キングス	kings	キングス	kings	PROPN	N;INDF;MASC;SG
キングス	regii	キングス	regie	PROPN	N;INDF;MASC;PL
キングス	regi	キングス	rege	PROPN	N;INDF;MASC;PL
ミラクル	minune	ミラクル	minune	PROPN	
ミラクル	miracol	ミラクル	miracol	PROPN	N;INDF;MASC;SG
ミラクル	miracolul	ミラクル	miracol	PROPN	N;DEF;MASC;SG
バク	tapir	バク	tapir	PROPN	
ピート	pete	ピート	pată	PROPN	N;INDF;FEM;PL
幸子	sachiko	幸子	sachiko	PROPN	
駿河	suruga	駿河	suruga	PROPN	
アピール	recurs	アピール	recurs	V	N;INDF;MASC;SG
アピール	apel	アピール	apel	V	N;INDF;MASC;SG
悲しみ	tristete	悲しむ	tristet	V	N;INDF;FEM;SG
悲しみ	întristat	悲しむ	întristat	V	ADJ;INDF;MASC;SG
ポプラ	poplar	ポプラ	poplar	PROPN	PROPN
スターリン	stalin	スターリン	stalin	PROPN	PROPN
武道	budo	武道	budo	N	
コカ	coca	コカ	coca	PROPN	N;DEF;FEM;SG
十八	eighteen	十八	eighteen	NUM	
パレスチナ	palestina	パレスチナ	palestina	PROPN	N;DEF;FEM;SG
パレスチナ	palestiniene	パレスチナ	palestinian	PROPN	ADJ;INDF;FEM;PL
パレスチナ	palestiniană	パレスチナ	palestinian	PROPN	ADJ;INDF;FEM;SG
パレスチナ	palestinieni	パレスチナ	palestinian	PROPN	ADJ;INDF;MASC;PL
パレスチナ	palestinian	パレスチナ	palestinian	PROPN	ADJ;INDF;MASC;SG
正直	sincer	正直	sincer	CONJ	ADV
正直	sinceritatea	正直	sinceritate	CONJ	N;DEF;FEM;SG
正直	cinstea	正直	cinstea	CONJ	N;DEF;FEM;SG
正直	onestitate	正直	onestitate	CONJ	N;INDF;FEM;SG
正直	sinceritate	正直	sinceritate	CONJ	N;INDF;FEM;SG
正直	onest	正直	onest	CONJ	ADJ;INDF;MASC;SG
正直	sincer	正直	sincer	CONJ	ADV
正直	cinstit	正直	cinsti	CONJ	ADJ;INDF;MASC;SG
スマイル	zâmbește	スマイル	zâmbi	N	V;IND;SG;3;PRS;FIN
美咲	misaki	美咲	misak	PROPN	PROPN
ゴシック	gotic	ゴシック	gotic	PROPN	N;INDF;MASC;SG
サイレント	tăcut	サイレント	tăcut	N	ADJ;INDF;MASC;SG
根岸	negishi	根岸	negishi	PROPN	
調節	reglare	調節	reglare	V	N;INDF;FEM;SG
調節	ajustarea	調節	ajustare	V	N;DEF;FEM;SG
調節	ajustare	調節	ajustare	V	N;INDF;FEM;SG
コロン	colón	コロン	colón	PROPN	PROPN
コロン	colonul	コロン	colon	PROPN	N;DEF;MASC;SG
コロン	colon	コロン	colon	PROPN	N;INDF;MASC;SG
内装	interioare	内装	interior	N	ADJ;INDF;FEM;PL
ムスリム	musulmană	ムスリム	musulmană	N	ADJ;INDF;FEM;SG
ムスリム	musulmani	ムスリム	musulman	N	ADJ;INDF;MASC;PL
ムスリム	musulmane	ムスリム	musulman	N	ADJ;INDF;FEM;PL
ムスリム	musulman	ムスリム	musulman	N	ADJ;INDF;MASC;SG
ムスリム	musulmani	ムスリム	musulman	N	ADJ;INDF;MASC;PL
プラスチック	plastice	プラスチック	plastic	N	ADJ;INDF;FEM;PL
血管	vasculare	血管	vascular	N	ADJ;INDF;FEM;PL
血管	vasculară	血管	vascula	N	ADJ;INDF;FEM;SG
サイモン	simon	サイモン	simon	PROPN	PROPN
コパ	copa	コパ	copa	PROPN	N;SG
ベートーヴェン	beethoven	ベートーヴェン	beethoven	PROPN	PROPN
ウラ	ulla	ウラ	ulla	PROPN	PROPN
中井	nakai	中井	nakai	PROPN	
麻薬	narcotice	麻薬	narcotic	N	ADJ;INDF;FEM;PL
麻薬	narcotic	麻薬	narcotic	N	ADV
間接	indirect	間接	indirect	N	ADV
間接	indirectă	間接	indirect	N	ADJ;INDF;FEM;SG
間接	indirecte	間接	indirect	N	ADJ;INDF;FEM;PL
感動	impresionat	感動	impresiona	V	ADJ;INDF;MASC;SG
感動	impresionată	感動	impresiona	V	ADJ;INDF;FEM;SG
感動	atingeri	感動	atinge	V	N;INDF;FEM;PL
感動	atingerea	感動	atingere	V	N;DEF;FEM;SG
おんな	onna	おんな	onna	PROPN	N;DEF;FEM;SG
高地	upland	高地	upla	N	
高地	highlands	高地	highlands	N	PROPN
ピッツバーグ	pittsburgh	ピッツバーグ	pittsburgh	PROPN	PROPN
ウェイン	wayne	ウェイン	waynă	PROPN	PROPN
プライム	prime	プライム	primă		N;INDF;FEM;PL
プライム	prim	プライム	prim		NUM;INDF;MASC;SG
賠償	compensare	賠償	compensare	V	N;INDF;FEM;SG
賠償	compensații	賠償	compensație	V	N;INDF;FEM;PL
賠償	despăgubire	賠償	despăgubire	V	N;INDF;FEM;SG
賠償	compensație	賠償	compensație	V	N;INDF;FEM;SG
テラ	tera	テラ	tăra	N	
補償	compensare	補償	compensare	V	N;INDF;FEM;SG
補償	compensații	補償	compensație	V	N;INDF;FEM;PL
補償	despăgubire	補償	despăgubire	V	N;INDF;FEM;SG
補償	compensație	補償	compensație	V	N;INDF;FEM;SG
ティム	tim	ティム	tim	PROPN	PROPN
パナマ	panama	パナマ	panamă	PROPN	PROPN
ウラン	uraniu	ウラン	uraniu	PROPN	N;INDF;MASC;PL
摂取	aportul	摂取	aport	V	N;DEF;MASC;SG
摂取	admisie	摂取	admisie	V	N;INDF;FEM;SG
摂取	ingerat	摂取	ingera	V	ADJ;INDF;MASC;SG
摂取	ingerarea	摂取	ingerare	V	N;DEF;FEM;SG
タラ	tara	タラ	tară	PROPN	N;DEF;FEM;SG
タラ	cod	タラ	cod	PROPN	
ねこ	neko	ねこ	neko	PROPN	
ねこ	pisica	ねこ	pisică	PROPN	N;DEF;FEM;SG
ねこ	pisică	ねこ	pisică	PROPN	N;INDF;FEM;SG
ねこ	cat	ねこ	cat	PROPN	
誠一	seiichi	誠一	seiichi	PROPN	
だっ	deoarece	だ	deoarece	CONJ	CONJ;POS
モーリス	morris	モーリス	morri	PROPN	PROPN
