月	moon	月	moon	N	
精確	nøjagtig	精確	nøjagtig	N	ADJ;INDF;MASC+FEM;SG
精確	nøjagtige	精確	nøjagtig	N	ADJ;PL
精確	korrekt	精確	korrekt	N	ADJ;INDF;SG
精確	præcis	精確	præcis	N	ADV
精確	nøjagtig	精確	nøjagtig	N	ADJ;INDF;MASC+FEM;SG
精確	præcis	精確	præcis	N	ADV
精確	nøjagtigt	精確	nøjagtigt	N	ADV
諷刺	ironiske	諷刺	ironisk	V	ADJ;PL
諷刺	ironisk	諷刺	ironisk	V	ADJ;INDF;SG
諷刺	sarkasme	諷刺	sarkasme	V	N;INDF;MASC+FEM;SG
諷刺	ironi	諷刺	ironi	V	N;INDF;MASC+FEM;SG
冰島	island	冰島	island	PROPN	
冰島	islands	冰島	islands	PROPN	N;INDF;MASC+FEM;SG
排放	emission	排放	emission	V	N;INDF;MASC+FEM;SG
排放	udledning	排放	udledning	V	N;INDF;MASC+FEM;SG
排放	udslip	排放	udslip	V	N;INDF;NEUT;SG
排放	udledninger	排放	udledning	V	N;INDF;MASC+FEM;PL
排放	emissioner	排放	emission	V	N;INDF;MASC+FEM;PL
排放	emission	排放	emission	V	N;INDF;MASC+FEM;SG
原生	indfødt	原生	indføde	N	ADJ;INDF;SG
原生	indfødte	原生	indføde	N	V;PL;PST;V.PTCP
原生	hjemmehørende	原生	hjemmehørende	N	ADJ
交響	symfoni	交響	symfoni	V	N;INDF;MASC+FEM;SG
彎	bøje	彎	bøje	N	V;NFIN;ACT
彎	bøj	彎	bøj	N	V;IMP
彎	buk	彎	buk	N	ADJ;INDF;MASC+FEM;SG
彎	bent	彎	bente	N	PROPN
彎	bøjet	彎	byje	N	V;INDF;SG;PST;V.PTCP
梳	comb	梳	comb	N	
梳	kam	梳	kamme	N	
製片	producenter	製片	producent	V	N;INDF;MASC+FEM;PL
製片	producenterne	製片	producent	V	N;DEF;MASC+FEM;PL
製片	producent	製片	producent	V	N;INDF;MASC+FEM;SG
製片	producenten	製片	producent	V	N;DEF;MASC+FEM;SG
製片	producer	製片	producer	V	N;INDF;MASC+FEM;SG
棕色	brun	棕色	brun	N	ADJ;INDF;MASC+FEM;SG
棕色	brune	棕色	brune	N	ADJ;PL
棕色	brunt	棕色	brun	N	ADJ;INDF;NEUT;SG
棕色	brown	棕色	brown	N	
稍	lidt	稍	lidt	ADJ	ADV
依賴	afhængige	依賴	afhængig	V	ADJ;PL
依賴	afhængig	依賴	afhængig	V	ADJ;INDF;MASC+FEM;SG
依賴	afhængighed	依賴	afhængighed	V	N;INDF;MASC+FEM;SG
依賴	afhængigheden	依賴	afhængighed	V	N;DEF;MASC+FEM;SG
依賴	afhængighed	依賴	afhængighed	V	N;INDF;MASC+FEM;SG
緬	burma	緬	burma	PROPN	
投影	fremskrivning	投影	fremskrivning	V	N;INDF;MASC+FEM;SG
投影	projektion	投影	projektion	V	N;INDF;MASC+FEM;SG
龔	gong	龔	gong	PROPN	
洛陽	luoyang	洛陽	luoyang	PROPN	N;INDF;MASC+FEM;SG
皇冠	crown	皇冠	crown	N	
統治	magthavere	統治	magthaver	V	N;INDF;MASC+FEM;PL
統治	herskere	統治	herskere	V	N;INDF;MASC+FEM;PL
統治	regent	統治	regent	V	N;INDF;MASC+FEM;SG
統治	hersker	統治	herske	V	N;INDF;MASC+FEM;SG
豪華	luksuriøse	豪華	luksuriøse	N	ADJ;PL
認真	alvorlige	認真	alvorlig	N	ADJ;PL
認真	seriøst	認真	seriøst	N	ADV
認真	seriøs	認真	seriøs	N	ADJ;INDF;MASC+FEM;SG
認真	alvorlig	認真	alvorlig	N	ADJ;INDF;MASC+FEM;SG
認真	alvorligt	認真	alvorligt	N	ADV
認真	seriøse	認真	seriøs	N	ADJ;PL
認真	seriøst	認真	seriøst	N	ADV
認真	alvorligt	認真	alvorligt	N	ADV
全能	almægtige	全能	almægtig	N	ADJ;PL
電動	elektriske	電動	elektrisk	N	ADJ;PL
電動	elektrisk	電動	elektrisk	N	ADJ;INDF;SG
戀人	elskende	戀人	elske	N	V;PRS;V.PTCP
小野	ono	小野	ono	PROPN	
指派	overdragelse	指派	overdragelse	V	N;INDF;MASC+FEM;SG
指派	opgave	指派	opgave	V	N;INDF;MASC+FEM;SG
毒性	giftige	毒性	giftig	N	ADJ;PL
毒性	giftig	毒性	giftig	N	ADJ;INDF;MASC+FEM;SG
毒性	giftigt	毒性	giftig	N	ADJ;INDF;NEUT;SG
毒性	toksisk	毒性	toksisk	N	ADJ;INDF;SG
太太	fru	太太	frue	N	
刷	børste	刷	børste	PROPN	N;INDF;MASC+FEM;SG
刷	pensel	刷	pensel	PROPN	N;INDF;MASC+FEM;SG
盟友	allierede	盟友	alliere	N	V;PL;PST;V.PTCP
盟友	allieret	盟友	alliere	N	V;INDF;SG;PST;V.PTCP
盟友	allierede	盟友	alliere	N	V;PL;PST;V.PTCP
墨爾本	melbourne	墨爾本	melbourn	PROPN	N;INDF;MASC+FEM;SG
桶	tønder	桶	tønde	PROPN	N;INDF;MASC+FEM;PL
桶	tønde	桶	tønde	PROPN	N;INDF;MASC+FEM;SG
桶	spand	桶	spand	PROPN	N;INDF;MASC+FEM;SG
桶	spanden	桶	spand	PROPN	N;DEF;MASC+FEM;SG
桶	spande	桶	spand	PROPN	N;INDF;NEUT;PL
桶	spande	桶	spand	PROPN	N;INDF;NEUT;PL
對立	antagonisme	對立	antagonisme	V	N;INDF;MASC+FEM;SG
對立	fjendskab	對立	fjendskab	V	N;INDF;NEUT;SG
對立	rivalisering	對立	rivalisering	V	N;INDF;MASC+FEM;SG
對立	konfrontationer	對立	konfrontation	V	N;INDF;MASC+FEM;PL
對立	konfrontation	對立	konfrontation	V	N;INDF;MASC+FEM;SG
對立	modsætninger	對立	modsætning	V	N;INDF;MASC+FEM;PL
男生	boys	男生	boys	N	
惡化	forværring	惡化	forværring	V	N;INDF;MASC+FEM;SG
休閒	uforpligtende	休閒	uforpligtende	N	V;PRS;V.PTCP
休閒	afslappet	休閒	afslappet	N	ADJ;INDF;SG
犯人	fange	犯人	fange	N	V;NFIN;ACT
犯人	indsatte	犯人	indsætte	N	V;PL;PST;V.PTCP
犯人	fængslede	犯人	fængsel	N	V;PL;PST;V.PTCP
同	følgeskab	同	følgeskab	DET	N;INDF;NEUT;SG
同	følgesvend	同	følgesvend	DET	N;INDF;MASC+FEM;SG
同	ledsager	同	ledsag	DET	N;INDF;MASC+FEM;PL
壓縮	komprimering	壓縮	komprimering	V	N;INDF;MASC+FEM;SG
缺席	fraværende	缺席	fraværende	V	ADJ
缺席	mangel	缺席	mangel	V	N;INDF;MASC+FEM;SG
缺席	fravær	缺席	fravær	V	N;INDF;NEUT;SG
基輔	kiev	基輔	kiev	PROPN	PROPN
綁	bortførelser	綁	bortførelse	V	N;INDF;MASC+FEM;PL
綁	bortførelse	綁	bortførelse	V	N;INDF;MASC+FEM;SG
綁	kidnapningen	綁	kidnapning	V	N;DEF;MASC+FEM;SG
綁	kidnapning	綁	kidnapning	V	N;INDF;MASC+FEM;SG
綁	bortførelse	綁	bortførelse	V	N;INDF;MASC+FEM;SG
反叛	rebel	反叛	rebel	V	N;INDF;MASC+FEM;SG
反叛	oprører	反叛	oprøre	V	N;INDF;MASC+FEM;SG
反叛	oprør	反叛	oprør	V	N;INDF;NEUT;SG
反叛	oprøret	反叛	oprør	V	N;DEF;NEUT;SG
西班牙	spanske	西班牙	spansk	PROPN	ADJ;PL
西班牙	spansk	西班牙	spansk	PROPN	N;INDF;NEUT;SG
西班牙	spaniere	西班牙	spanier	PROPN	N;INDF;MASC+FEM;PL
修理	reparation	修理	reparation	V	N;INDF;MASC+FEM;SG
修理	reparationer	修理	reparation	V	N;INDF;MASC+FEM;PL
修理	udbedring	修理	udbedring	V	N;INDF;MASC+FEM;SG
修理	reparation	修理	reparation	V	N;INDF;MASC+FEM;SG
修理	reparationer	修理	reparation	V	N;INDF;MASC+FEM;PL
丹佛	denver	丹佛	denve	PROPN	
近海	offshore	近海	offshore	N	
阿部	abe	阿部	abe	PROPN	N;INDF;MASC+FEM;SG
衰退	recession	衰退	recession	V	N;INDF;MASC+FEM;SG
衰退	lavkonjunktur	衰退	lavkonjunktur	V	N;INDF;MASC+FEM;SG
衰退	recessionen	衰退	recession	V	N;DEF;MASC+FEM;SG
玻利維亞	bolivia	玻利維亞	bolivia	PROPN	
墜毀	crash	墜毀	crash	V	N;INDF;MASC+FEM;SG
墜毀	styrt	墜毀	styre	V	N;INDF;NEUT;SG
墜毀	sammenbrud	墜毀	sammenbrud	V	N;INDF;NEUT;SG
恐懼	frygter	恐懼	frygte	N	V;IND;PRS;FIN;ACT
數千	tusinde	數千	tusinde	NUM	N;INDF;NEUT;PL
數千	tusindvis	數千	tusindvis	NUM	ADV
數千	tusinder	數千	tusinde	NUM	N;INDF;NEUT;PL
徽章	skilt	徽章	skilt	N	V;INDF;SG;PST;V.PTCP
排版	indretning	排版	indretning	V	N;INDF;MASC+FEM;SG
排版	layout	排版	layout	V	N;INDF;NEUT;SG
浸	dip	浸	dip	PROPN	N;INDF;MASC+FEM;SG
浸	dyppe	浸	dyppe	PROPN	V;NFIN;ACT
滿洲	manchuriet	滿洲	manchuri	PROPN	N;DEF;NEUT;SG
及	rettidig	及	rettidig	ADP	ADJ;INDF;MASC+FEM;SG
瀏覽	gennemse	瀏覽	gennemse	V	
瀏覽	visning	瀏覽	visning	V	N;INDF;MASC+FEM;SG
瀏覽	gennemsyn	瀏覽	gennemsyn	V	N;INDF;NEUT;SG
瀏覽	browsing	瀏覽	browsing	V	N;INDF;MASC+FEM;SG
瀏覽	vis	瀏覽	vis	V	N;INDF;MASC+FEM;SG
瀏覽	udsigt	瀏覽	udsigt	V	N;INDF;MASC+FEM;SG
姊姊	sis	姊姊	sis	N	
姊姊	sister	姊姊	siste	N	
山崎	yamazaki	山崎	yamazaki	PROPN	
哈薩克	kasakhstan	哈薩克	kasakhstan	PROPN	
貸款	låne	貸款	lån	N	V;NFIN;ACT
黑山	montenegros	黑山	montenegros	PROPN	N;INDF;MASC+FEM;SG
黑山	montenegro	黑山	montenegro	PROPN	PROPN
常規	rutinemæssig	常規	rutinemæssig	N	ADJ;INDF;MASC+FEM;SG
開心	lykkelig	開心	lykkelig	N	ADJ;INDF;MASC+FEM;SG
開心	glade	開心	glad	N	ADJ;PL
開心	tilfreds	開心	tilfreds	N	ADJ;INDF;MASC+FEM;SG
開心	glad	開心	glad	N	ADJ;INDF;SG
開心	happy	開心	happy	N	
畢業	kandidater	畢業	kandidat	V	N;INDF;MASC+FEM;PL
畢業	universitetsuddannelse	畢業	universitetsuddannelse	V	N;INDF;MASC+FEM;SG
畢業	kandidateksamen	畢業	kandidateksamen	V	N;DEF;MASC+FEM;SG
骨骼	bone	骨骼	bone	N	
孔	påfugl	孔	påfugl	PROPN	N;INDF;MASC+FEM;SG
跟	follow	跟	follow	V	
跟	følge	跟	følge	V	N;INDF;MASC+FEM;SG
汞	mercury	汞	mercury	N	
預設	default	預設	default	V	N;INDF;MASC+FEM;SG
預設	misligholdelse	預設	misligholdelse	V	N;INDF;MASC+FEM;SG
預設	standard	預設	standard	V	N;INDF;MASC+FEM;SG
雷霆	thunder	雷霆	thinde	PROPN	N;INDF;MASC+FEM;SG
雷霆	torden	雷霆	torden	PROPN	N;INDF;MASC+FEM;SG
變動	forandringer	變動	forandring	V	N;INDF;MASC+FEM;PL
變動	ændringer	變動	ændringe	V	N;INDF;MASC+FEM;PL
湘潭	xiangtan	湘潭	xiangtan	PROPN	N;INDF;MASC+FEM;SG
爛	rådne	爛	rådne		ADJ;PL
爛	rådden	爛	råd		ADJ;INDF;MASC+FEM;SG
爛	råddent	爛	råddent		ADJ;INDF;NEUT;SG
鞍	sadel	鞍	sadel	PROPN	N;INDF;MASC+FEM;SG
鞍	saddel	鞍	saddel	PROPN	N;INDF;MASC+FEM;SG
鞍	sadlen	鞍	sadle	PROPN	N;DEF;MASC+FEM;SG
北極	arktisk	北極	arktisk	PROPN	ADJ;INDF;SG
北極	arktiske	北極	arktisk	PROPN	ADJ;PL
北極	arktis	北極	arktis	PROPN	N;INDF;MASC+FEM;SG
變換	omdannelse	變換	omdannelse	V	N;INDF;MASC+FEM;SG
變換	forvandling	變換	forvandling	V	N;INDF;MASC+FEM;SG
變換	transformation	變換	transformation	V	N;INDF;MASC+FEM;SG
岐阜	gifu	岐阜	gifu	PROPN	
戈爾	gore	戈爾	gor	PROPN	
戈爾	gores	戈爾	gores	PROPN	N;GEN;INDF;MASC+FEM;SG
瓦特	watt	瓦特	watt	PROPN	N;INDF;MASC+FEM;SG
瓦特	watt	瓦特	watt	PROPN	N;INDF;MASC+FEM;SG
瓦特	watts	瓦特	watts	PROPN	
聊天	chatte	聊天	chatte	N	V;NFIN;ACT
橋	hashimoto	橋	hashimoto	N	
漂亮	smukt	漂亮	smuk	N	ADJ;INDF;NEUT;SG
漂亮	smukke	漂亮	smukke	N	ADJ;PL
漂亮	smuk	漂亮	smuk	N	ADJ;INDF;MASC+FEM;SG
漂亮	smukkeste	漂亮	smuk	N	ADJ;DEF;RL
漂亮	smukke	漂亮	smukke	N	ADJ;PL
漂亮	smuk	漂亮	smuk	N	ADJ;INDF;MASC+FEM;SG
漂亮	pæn	漂亮	pæn	N	ADJ;INDF;MASC+FEM;SG
歡	huan	歡	huan		
與	imens	與	imens	ADP	ADV
三	delta	三	delta	NUM	
媒介	media	媒介	media	N	
媒介	mellemstor	媒介	mellemstor	N	ADJ;INDF;MASC+FEM;SG
民事	civil	民事	civil	N	
民事	civile	民事	civil	N	ADJ;PL
叔叔	uncle	叔叔	uncle	N	
外星	alien	外星	alie	N	
外星	fremmed	外星	fremmed	N	ADJ;INDF;MASC+FEM;SG
宮城	miyagi	宮城	miyagi	PROPN	
邪惡	ond	邪惡	ond	N	ADJ;INDF;MASC+FEM;SG
邪惡	onde	邪惡	ond	N	ADJ;PL
邪惡	evil	邪惡	evil	N	
邪惡	ondt	邪惡	ondt	N	ADV
邪惡	ond	邪惡	ond	N	ADJ;INDF;MASC+FEM;SG
邪惡	onde	邪惡	ond	N	ADJ;PL
少校	major	少校	major	N	
預言	profetier	預言	profeti	V	N;INDF;MASC+FEM;PL
預言	profeti	預言	profeti	V	N;INDF;MASC+FEM;SG
預言	profetien	預言	profeti	V	N;DEF;MASC+FEM;SG
譴責	fordømmelse	譴責	fordømmelse	V	N;INDF;MASC+FEM;SG
譴責	reprimande	譴責	reprimand	V	N;INDF;MASC+FEM;SG
石化	petrokemiske	石化	petrokemisk	V	ADJ;PL
溫帶	tempereret	溫帶	temperere	N	V;INDF;SG;PST;V.PTCP
肺	lung	肺	lung	N	
製片	producent	製片	producent	V	N;INDF;MASC+FEM;SG
製片	producenten	製片	producent	V	N;DEF;MASC+FEM;SG
製片	producer	製片	producer	V	N;INDF;MASC+FEM;SG
合適	egnede	合適	egne	ADJ	V;PL;PST;V.PTCP
合適	egnet	合適	egne	ADJ	V;INDF;SG;PST;V.PTCP
故鄉	homeland	故鄉	homeland	N	
極端	ekstremer	極端	ekstrem		N;INDF;NEUT;PL
極端	ekstrem	極端	ekstrem		ADJ;INDF;MASC+FEM;SG
極端	ekstremt	極端	ekstremt		ADJ;INDF;SG
極端	ekstreme	極端	ekstrem		ADJ;PL
假名	kana	假名	kana	N	
閔	min	閔	min	PROPN	DET;MASC+FEM;SG;1
斑點	spottet	斑點	spottet	N	V;INDF;SG;PST;V.PTCP
斑點	plettet	斑點	plet	N	V;INDF;SG;PST;V.PTCP
斑點	opdaget	斑點	opdage	N	V;INDF;SG;PST;V.PTCP
斑點	set	斑點	se	N	V;INDF;SG;PST;V.PTCP
恨	hadefuld	恨	hadefuld	N	ADJ;INDF;MASC+FEM;SG
恨	hade	恨	hade	N	V;NFIN;ACT
恨	hate	恨	hate	N	
恨	hader	恨	hade	N	V;IND;PRS;FIN;ACT
降水	nedbør	降水	nedbør	V	N;INDF;MASC+FEM;SG
提取	ekstraktion	提取	ekstraktion	V	N;INDF;MASC+FEM;SG
提取	udtrækning	提取	udtrækning	V	N;INDF;MASC+FEM;SG
提取	udtræk	提取	udtræk	V	N;INDF;NEUT;SG
提取	udvinding	提取	udvinding	V	N;INDF;MASC+FEM;SG
提取	uddrag	提取	uddrag	V	N;INDF;NEUT;SG
提取	ekstrakt	提取	ekstrakt	V	N;INDF;MASC+FEM;SG
提取	udtræk	提取	udtræk	V	N;INDF;NEUT;SG
提取	udtrækning	提取	udtrækning	V	N;INDF;MASC+FEM;SG
提取	udvinding	提取	udvinding	V	N;INDF;MASC+FEM;SG
社會	sociologiske	社會	sociologisk	N	ADJ;PL
幽靈	ghost	幽靈	ghost	N	
射線	rokker	射線	rokke	N	V;IND;PRS;FIN;ACT
否決	veto	否決	veto	V	N;INDF;NEUT;SG
否決	vetoret	否決	vetor	V	N;DEF;NEUT;SG
瑪麗亞	maria	瑪麗亞	maria	PROPN	
喬治亞	georgia	喬治亞	georgia	PROPN	
喬治亞	georgien	喬治亞	georgi	PROPN	PROPN
手工	håndlavede	手工	håndlavet	N	ADJ;PL
破裂	sprængning	破裂	sprængning	V	N;INDF;MASC+FEM;SG
困境	knibe	困境	knib	N	V;NFIN;ACT
渦輪	turbo	渦輪	turbo	N	
漏	lække	漏	lække	N	V;NFIN;ACT
中性	neutral	中性	neutral	N	ADJ;INDF;MASC+FEM;SG
中性	neutralt	中性	neutralt	N	ADJ;INDF;NEUT;SG
中性	neutrale	中性	neutral	N	ADJ;PL
天生	born	天生	born	N	
天生	fødte	天生	føde	N	V;IND;PST;FIN;ACT
天生	født	天生	føde	N	V;INDF;SG;PST;V.PTCP
陪同	eskorte	陪同	eskort	V	N;INDF;MASC+FEM;SG
家屬	family	家屬	family	N	
圖形	grafisk	圖形	grafisk	N	ADV
圖形	grafisk	圖形	grafisk	N	ADV
微笑	smiler	微笑	smile	N	V;IND;PRS;FIN;ACT
微笑	smile	微笑	smile	N	V;NFIN;ACT
微笑	smiler	微笑	smile	N	V;IND;PRS;FIN;ACT
微笑	smilende	微笑	smile	N	V;PRS;V.PTCP
石頭	stone	石頭	stone	N	
石頭	klippe	石頭	klippe	N	V;NFIN;ACT
石頭	rokke	石頭	rokke	N	V;NFIN;ACT
魔力	magic	魔力	magic	N	
魔力	magiske	魔力	magisk	N	ADJ;PL
魔力	magisk	魔力	magisk	N	ADJ;INDF;SG
有	organisk	有	organisk	V	ADV
有	organiske	有	organisk	V	ADJ;PL
有	økologisk	有	økologisk	V	ADV
有	økologiske	有	økologisk	V	ADJ;PL
泰坦	titan	泰坦	titan	PROPN	
橙	orange	橙	orange	N	ADJ
啓	kai	啓	kai	V	
皇	kronprinsen	皇	kronprins	PROPN	N;DEF;MASC+FEM;SG
向	udad	向	udad	ADP	N;INDF
幾何	geometrisk	幾何	geometrisk	N	ADJ;INDF;SG
幾何	geometriske	幾何	geometrisk	N	ADJ;PL
延遲	forsinkelse	延遲	forsinkelse	V	N;INDF;MASC+FEM;SG
延遲	forsinkelser	延遲	forsinkelse	V	N;INDF;MASC+FEM;PL
延遲	forsinkelse	延遲	forsinkelse	V	N;INDF;MASC+FEM;SG
延遲	forsinkelser	延遲	forsinkelse	V	N;INDF;MASC+FEM;PL
揭幕	afsløringen	揭幕	afsløring	V	N;DEF;MASC+FEM;SG
揭幕	afsløring	揭幕	afsløring	V	N;INDF;MASC+FEM;SG
署名	tilskrivning	署名	tilskrivning	V	N;INDF;MASC+FEM;SG
海灘	beach	海灘	beach	N	
研討	seminarer	研討	seminar	V	N;INDF;MASC+FEM;PL
研討	workshop	研討	workshop	V	N;INDF;MASC+FEM;SG
研討	værkstedet	研討	værksted	V	N;DEF;NEUT;SG
研討	værksted	研討	værksted	V	N;INDF;NEUT;SG
研討	seminar	研討	seminar	V	N;INDF;NEUT;SG
研討	seminaret	研討	seminar	V	N;DEF;NEUT;SG
馬匹	horse	馬匹	horse	N	
打點	rbi	打點	rbi	N	
露西	lucy	露西	lucy	PROPN	
引爆	detonation	引爆	detonation	V	N;INDF;MASC+FEM;SG
說服	overtal	說服	overtal	V	N;INDF;NEUT;SG
鶯	warbler	鶯	warbler	PROPN	N;INDF;MASC+FEM;PL
娃娃	dukker	娃娃	dukke	N	V;IND;PRS;FIN;ACT
娃娃	dukke	娃娃	dukke	N	V;NFIN;ACT
專注	fokus	專注	fokus	V	N;INDF;NEUT;SG
專注	focus	專注	focus	V	N;INDF;MASC+FEM;SG
毗鄰	tilstødende	毗鄰	tilstødende	N	ADJ
毗鄰	tilstødende	毗鄰	tilstødende	N	ADJ
毗鄰	tilgrænsende	毗鄰	tilgrænsende	N	V;PRS;V.PTCP
秋天	falder	秋天	falde	N	V;IND;PRS;FIN;ACT
秋天	falde	秋天	falde	N	V;NFIN;ACT
耶和華	jehova	耶和華	jehova	PROPN	N;INDF;NEUT;SG
懷孕	graviditet	懷孕	graviditet	V	N;INDF;MASC+FEM;SG
懷孕	gravide	懷孕	gravid	V	ADJ;SG
懷孕	drægtige	懷孕	drægtig	V	ADJ;PL
懷孕	gravid	懷孕	gravid	V	ADJ;INDF;MASC+FEM;SG
逃離	flugtforsøg	逃離	flugtforsøg	V	N;INDF;NEUT;SG
逃離	flygt	逃離	flygt	V	N;INDF;NEUT;SG
逃離	flugt	逃離	flugt	V	N;INDF;MASC+FEM;SG
發掘	udgravning	發掘	udgravning	V	N;INDF;MASC+FEM;SG
立體	stereo	立體	stereo	N	
傾斜	vip	傾斜	vip	V	
最愛	yndlings	最愛	yndling	N	
猶太	jøde	猶太	jøde	PROPN	N;INDF;MASC+FEM;SG
猶太	jødisk	猶太	jødisk	PROPN	ADJ;INDF;SG
猶太	jøder	猶太	jøde	PROPN	N;INDF;MASC+FEM;PL
猶太	jødiske	猶太	jødisk	PROPN	ADJ;PL
猶太	jøder	猶太	jøde	PROPN	N;INDF;MASC+FEM;PL
猶太	jøderne	猶太	jøde	PROPN	N;DEF;MASC+FEM;PL
蓮花	lotus	蓮花	lotus	PROPN	
冕	corona	冕	corona	N	
拍賣	auktion	拍賣	auktion	V	N;INDF;MASC+FEM;SG
拍賣	auktioner	拍賣	auktion	V	N;INDF;MASC+FEM;PL
拍賣	auktionen	拍賣	auktion	V	N;DEF;MASC+FEM;SG
拍賣	auktioner	拍賣	auktion	V	N;INDF;MASC+FEM;PL
比	andel	比	andel	ADP	N;INDF;MASC+FEM;SG
駕駛	chauffør	駕駛	chauffør	V	N;INDF;MASC+FEM;SG
駕駛	føreren	駕駛	fører	V	N;DEF;MASC+FEM;SG
駕駛	styrmand	駕駛	styrmand	V	N;INDF;MASC+FEM;SG
駕駛	pilot	駕駛	pilot	V	N;INDF;MASC+FEM;SG
聚合	sammenlægning	聚合	sammenlægning	V	N;INDF;MASC+FEM;SG
稀有	sjælden	稀有	sjælden	N	ADJ;INDF;MASC+FEM;SG
稀有	sjældne	稀有	sjælden	N	ADJ;PL
稀有	sjældent	稀有	sjældent	N	ADV
普爾	poole	普爾	poole	PROPN	N;INDF;MASC+FEM;SG
炸	blæse	炸	blæse	N	V;NFIN;ACT
炸	blæs	炸	blæs	N	V;IMP
炸	stegt	炸	stege	N	V;INDF;SG;PST;V.PTCP
炸	stegte	炸	stege	N	V;PL;PST;V.PTCP
上次	sidste	上次	sidste	N	ADJ
上次	sidst	上次	sidst	N	ADV
診斷	diagnoser	診斷	diagnos	V	N;INDF;MASC+FEM;PL
診斷	diagnostik	診斷	diagnostik	V	N;INDF;MASC+FEM;SG
診斷	diagnose	診斷	diagnose	V	N;INDF;MASC+FEM;SG
診斷	diagnosticering	診斷	diagnosticering	V	N;INDF;MASC+FEM;SG
診斷	diagnosen	診斷	diagnos	V	N;DEF;MASC+FEM;SG
診斷	diagnoser	診斷	diagnos	V	N;INDF;MASC+FEM;PL
診斷	diagnostiske	診斷	diagnostisk	V	ADJ;PL
診斷	diagnostisk	診斷	diagnostisk	V	ADV
信件	beskeden	信件	beskeden	N	ADJ;INDF;MASC+FEM;SG
擲	smider	擲	smide	N	V;IND;PRS;FIN;ACT
擲	kaste	擲	kaste	N	V;NFIN;ACT
擲	smide	擲	smide	N	V;NFIN;ACT
擲	smid	擲	smid	N	V;IMP
近日	nyligt	近日	nyligt	N	ADV
主機	host	主機	host	N	
世俗	verdslige	世俗	verdslig	N	ADJ;PL
世俗	verdslige	世俗	verdslig	N	ADJ;PL
錄音	atelier	錄音	atelier	V	N;INDF;NEUT;SG
錄音	studio	錄音	studio	V	
錄音	studie	錄音	studie	V	N;INDF;NEUT;SG
錄音	studiet	錄音	studium	V	N;DEF;NEUT;SG
罷工	strike	罷工	strike	N	
屋頂	tag	屋頂	tage	N	V;IMP
屋頂	taget	屋頂	tage	N	V;INDF;SG;PST;V.PTCP
偏向	forudindtaget	偏向	forudindtage		ADJ;INDF;SG
偏向	partisk	偏向	partisk		ADJ;INDF;SG
偏向	skævhed	偏向	skævhed		N;INDF;MASC+FEM;SG
偏向	bias	偏向	bias		N;INDF;MASC+FEM;SG
新星	nova	新星	nova	N	
烏拉圭	uruguay	烏拉圭	uruguay	PROPN	PROPN
微	mikroorganismer	微	mikroorganisme	PART	N;INDF;MASC+FEM;PL
微	mikroorganisme	微	mikroorganisme	PART	N;INDF;MASC+FEM;SG
微	mikrobiel	微	mikrobiel	PART	N;INDF;MASC+FEM;SG
付費	løn	付費	løn	V	N;INDF;MASC+FEM;SG
付費	pay	付費	pay	V	N;INDF;MASC+FEM;SG
強迫	påtvunget	強迫	påtvunget		V;INDF;SG;PST;V.PTCP
強迫	tvungen	強迫	tvinge		V;V.MSDR
強迫	tvunget	強迫	tvinge		V;INDF;SG;PST;V.PTCP
強迫	tvang	強迫	tvinge		N;INDF;MASC+FEM;SG
強迫	tvungne	強迫	tvinge		V;PL;PST;V.PTCP
強迫	tvang	強迫	tvinge		N;INDF;MASC+FEM;SG
強迫	fortryllelse	強迫	fortryllelse		N;INDF;MASC+FEM;SG
強迫	tvang	強迫	tvinge		N;INDF;MASC+FEM;SG
俘虜	fange	俘虜	fange	N	V;NFIN;ACT
俘虜	bundne	俘虜	bundne	N	V;PL;PST;V.PTCP
殭屍	zombie	殭屍	zombie		N;INDF;MASC+FEM;SG
立體	stereo	立體	stereo	N	
假定	formodet	假定	formode	V	N;DEF;NEUT;SG
假定	antagelser	假定	antagelse	V	N;INDF;MASC+FEM;PL
假定	formodninger	假定	formodning	V	N;INDF;MASC+FEM;PL
假定	forudsætninger	假定	forudsætning	V	N;INDF;MASC+FEM;PL
假定	hypoteser	假定	hypotese	V	N;INDF;MASC+FEM;PL
假定	antagelse	假定	antagelse	V	N;INDF;MASC+FEM;SG
假定	formodning	假定	formodning	V	N;INDF;MASC+FEM;SG
假定	formodet	假定	formode	V	N;DEF;NEUT;SG
波羅	østersøen	波羅	østersøen	PROPN	N;DEF;MASC+FEM;SG
波羅	baltikum	波羅	baltikum	PROPN	N;INDF;NEUT;SG
波羅	baltiske	波羅	baltisk	PROPN	ADJ;PL
菩薩	bodhisattva	菩薩	bodhisattva	N	
競技	arena	競技	arena	V	N;INDF;MASC+FEM;SG
珊瑚	rev	珊瑚	rive	N	V;IND;PST;FIN;ACT
珊瑚	revet	珊瑚	rive	N	V;INDF;SG;PST;V.PTCP
珊瑚	rev	珊瑚	rive	N	V;IND;PST;FIN;ACT
立方	kubisk	立方	kubisk	N	ADJ;INDF;SG
無線	radioen	無線	radio	V	N;DEF;MASC+FEM;SG
無線	radio	無線	radio	V	N;INDF;MASC+FEM;SG
捐贈	donation	捐贈	donation	V	N;INDF;MASC+FEM;SG
捐贈	donationer	捐贈	donation	V	N;INDF;MASC+FEM;PL
捐贈	donation	捐贈	donation	V	N;INDF;MASC+FEM;SG
