auseinander	בנפרד	auseinander	בנפרד	ADV	PROPN
weiterbildung	אימונים	weiterbildung	אימון	ADJ	N;MASC;PL
weiterbildung	אימון	weiterbildung	אימון	ADJ	N;MASC;SG
weiterbildung	הכשרה	weiterbildung	הכשרה	ADJ	N;FEM;SG
weiterbildung	השכלה	weiterbildung	השכלה	ADJ	N;FEM;SG
weiterbildung	חינוך	weiterbildung	חינוך	ADJ	N;MASC;SG
weiterbildung	ממשיכים	weiterbildung	המשיך	ADJ	V;MASC;PL;V.PTCP;ACT
weiterbildung	ממשיך	weiterbildung	המשיך	ADJ	V;MASC;SG;V.PTCP;ACT
formulierungen	ניסוח	formulierung	ניסוח	N;NOM;FEM;PL	N;MASC;SG
formulierungen	הניסוח	formulierung	הניסוח	N;NOM;FEM;PL	PROPN
formulierungen	ניסוח	formulierung	ניסוח	N;NOM;FEM;PL	N;MASC;SG
charaktere	דמויות	charakt	דמות	ADJ;NOM;PL	N;FEM;PL
charaktere	תווים	charakt	תווים	ADJ;NOM;PL	N;MASC;PL
torhüter	שוער	torhüter	שוער		N;MASC;SG
summer	זמזם	summer	זמזם	PROPN	
lords	הלורדים	lords	הלורדים	PROPN;NOM	N;MASC;PL
neutralität	הנייטרליות	neutralität	הנייטרליות	ADJ	N;FEM;SG
after	אחרי	aft	אחרי	PROPN;NOM;SG	ADP
after	לאחר	aft	לאחר	PROPN;NOM;SG	ADP
ignaz	איגנטיוס	ignaz	איגנטיוס	PROPN;NOM;MASC;SG	PROPN
true	נכונות	treen	נכונות		N;FEM;SG
true	אמת	treen	אמת		N;FEM;SG
true	נכון	treen	נכון		ADJ;MASC;SG
wohnhäuser	מגורים	wohnhaus	מגורים		N;MASC;PL
qualitätssicherung	איכות	qualitätssicherung	איכות	ADJ	N;FEM;SG
qualitätssicherung	באיכות	qualitätssicherung	באיכות	ADJ	
qualitätssicherung	הבטחה	qualitätssicherung	הבטחה	ADJ	N;FEM;SG
automatische	אוטומטי	automatisch	אוטומטי	ADJ;NOM;FEM;PL	ADJ;MASC;SG
automatische	אוטומט	automatisch	אוטומט	ADJ;NOM;FEM;PL	PROPN
automatische	אוטומטית	automatisch	אוטומטית	ADJ;NOM;FEM;PL	ADV
quartett	רביעיית	quartett	רביעיית	V;IND;SG;3;PRS;FIN	N;FEM;SG
flandern	פלנדרס	flandern	פלנדרס	N;NOM;FEM;PL	PROPN
flandern	פלמית	flandern	פלמי	N;NOM;FEM;PL	PROPN
viola	ויולה	viola	ויולה		PROPN
bristol	בריסטול	bristol	בריסטול	PROPN	PROPN
namibia	נמיביה	namibia	נמיב	PROPN;NOM;MASC;SG	PROPN
gottesdienst	לסגוד	gottesdienst	סגד	ADJ	V;NFIN;ACT
gottesdienst	סוגדים	gottesdienst	סוגד	ADJ	V;MASC;PL;V.PTCP;ACT
gottesdienst	פולחן	gottesdienst	פולחן	ADJ	N;MASC;SG
bergwerk	מוקש	bergwerk	מוקש	N;NOM;NEUT;SG	V;MASC;SG;V.PTCP;PASS
bergwerk	שלי	bergwerk	שלי	N;NOM;NEUT;SG	
bergwerk	מכרות	bergwerk	מכרה	N;NOM;NEUT;SG	PROPN
bergwerk	מוקשים	bergwerk	מקשה	N;NOM;NEUT;SG	V;MASC;PL;V.PTCP;PASS
verteilen	התפשטות	verteilen	התפשטות	V;NFIN	N;FEM;SG
univ	univ	univ	univ		PROPN
salomon	סלומון	salomon	סלומון	PROPN;NOM;SG	PROPN
salomon	שלמה	salomon	שלמה	PROPN;NOM;SG	PROPN
salomon	סולומון	salomon	סולומון	PROPN;NOM;SG	PROPN
greifen	האחיזה	greifen	האחיז	V;NFIN	N;FEM;SG
greifen	אחיזת	greifen	אחיזה	V;NFIN	N;FEM;SG
greifen	אחיזה	greifen	אחיזה	V;NFIN	N;FEM;SG
litt	ליט	leiden	ליט	V;IND;SG;3;PST;FIN	PROPN
litt	סבלה	leiden	סבלה	V;IND;SG;3;PST;FIN	N;FEM;SG
erika	אריקה	erika	אריקה	PROPN;NOM;FEM;SG	PROPN
erika	אריקה	erika	אריקה	PROPN;NOM;FEM;SG	PROPN
negativen	שלילית	negativ	שלילי	ADJ	ADV
lauten	רם	lauten	רם	V;NFIN	PROPN
tatsächliche	בפועל	tatsächlich	בפועל	ADJ;NOM;FEM;PL	ADV
haase	האזה	haasen	האזה	PROPN;NOM;MASC;SG	PROPN
abwarten	חכה	abwarten	חכה	V;NFIN	
abwarten	רגע	abwarten	רגע	V;NFIN	N;MASC;SG
but	אך	bun	אך		CONJ
but	אבל	bun	אבל		CONJ
atlantik	האטלנטי	atlantik	האטלנטי		PROPN
atlantik	אטלנטיק	atlantik	אטלנטיק		PROPN
wettbewerben	תחרויות	wettbewerben	תחרות	V;NFIN	N;FEM;PL
pont	פונט	pont	פונט	PROPN;NOM;MASC;SG	PROPN
geburtsdatum	יומולדת	geburtsdatum	יומולד	ADJ	PROPN
une	une	une	une		PROPN
zusammenbruch	קריסה	zusammenbruch	קריסה	ADJ	N;FEM;SG
zusammenbruch	התמוטטות	zusammenbruch	התמוטטות	ADJ	N;FEM;SG
zusammenbruch	הקריסה	zusammenbruch	הקריס	ADJ	V;FEM;SG;3;PST;ACT
draußen	בחוץ	draußen	בחוץ	ADV	
draußen	מחוץ	draußen	מחוץ	ADV	
draußen	בחוץ	draußen	בחוץ	ADV	
marina	מרינה	marina	מרינה	PROPN;NOM;SG	PROPN
gehalt	המשכורת	halten	המשכורת		PROPN
gehalt	שכר	halten	שכר		N;MASC;SG
gehalt	משכורת	halten	משכורת		N;FEM;SG
gehalt	התוכן	halten	התוכן		N;MASC;SG
gehalt	תוכן	halten	תוכן		N;MASC;SG
gehalt	משכורות	halten	משכורת		N;FEM;PL
sauber	סאובר	sauber	סאובר	ADJ	PROPN
sauber	נקיה	sauber	נקיה	ADJ	
flöte	חליל	flöt	חליל	N;NOM;FEM;PL	PROPN
forstwirtschaft	יערות	forstwirtschaft	עירה	ADJ	N;MASC;PL
forstwirtschaft	יער	forstwirtschaft	יער	ADJ	
forstwirtschaft	היער	forstwirtschaft	היער	ADJ	
ideologie	אידיאולוגי	ideologie	אידיאולוגי	N;NOM;FEM;SG	ADJ;MASC;SG
herzogin	דוכסית	herzogin	דוכסי	PROPN;NOM;SG	PROPN
herzogin	הדוכסית	herzogin	הדוכסי	PROPN;NOM;SG	PROPN
metropolitan	המטרופולין	metropolitan	המטרופולין	PROPN	PROPN
harrison	הריסון	harrison	הריסון	PROPN;NOM;MASC;SG	PROPN
harrison	האריסון	harrison	האריסון	PROPN;NOM;MASC;SG	PROPN
dietmar	דיטמר	dietmar	דטמר	PROPN;NOM;MASC;SG	PROPN
diana	דיאנה	diana	דיאנה	PROPN;NOM;FEM;SG	PROPN
nazis	נאצית	nazis	נאצי		PROPN
nazis	נאצי	nazis	נאצי		PROPN
nazis	נאצים	nazis	נאצי		N;MASC;PL
nazis	הנאצים	nazis	הנאץ		N;MASC;PL
ron	רון	ron	רון	PROPN;NOM;MASC;SG	PROPN
landwirt	איכרים	landwiren	איכר		N;MASC;PL
landwirt	חקלאים	landwiren	חקלאי		N;MASC;PL
landwirt	חוואים	landwiren	חוואה		N;MASC;PL
landwirt	חוואי	landwiren	חוואי		PROPN
landwirt	פארמר	landwiren	פארמר		PROPN
landwirt	חקלאי	landwiren	חקלאי		N;MASC;SG
mehrzahl	רוב	mehrzahl	רוב	ADJ	N;MASC;SG
mehrzahl	הרוב	mehrzahl	הרוב	ADJ	
mehrzahl	ברבים	mehrzahl	ברבי	ADJ	
mehrzahl	רבים	mehrzahl	רב	ADJ	V;MASC;PL;V.PTCP;ACT
regierungszeit	שלטונו	regierungszeit	שלטונו	ADJ	
heilig	קדושה	heilig	קדוש	ADJ	PROPN
heilig	מקודשת	heilig	קודש	ADJ	V;FEM;SG;V.PTCP;PASS
heilig	מקודש	heilig	קודש	ADJ	V;MASC;SG;V.PTCP;PASS
heilig	קדוש	heilig	קדוש	ADJ	
heilig	קדושה	heilig	קדוש	ADJ	PROPN
heilig	קודש	heilig	קודש	ADJ	
heilig	קדוש	heilig	קדוש	ADJ	
heilig	קדושים	heilig	קדוש	ADJ	N;MASC;PL
geholfen	עזר	helfen	עזר	V;V.PTCP	
sorge	דאגה	sorgen	דאגה		N;FEM;SG
sorge	הדאגה	sorgen	הדאגה		N;FEM;SG
sorge	דאגה	sorgen	דאגה		N;FEM;SG
malaysia	מלזיה	malaysia	מלזיה	PROPN;NOM;SG	PROPN
augustus	אוגוסטוס	augustus	אוגוסטוס	PROPN;NOM;MASC;SG	PROPN
strahlung	הקרנות	strahlung	הקרנה	PROPN	N;FEM;PL
strahlung	קרינה	strahlung	קרינה	PROPN	N;FEM;SG
eintragung	כניסה	eintragung	כניסה	ADJ	N;FEM;SG
eintragung	רשומה	eintragung	רשומה	ADJ	N;FEM;SG
eintragung	רישום	eintragung	רישום	ADJ	N;MASC;SG
eintragung	הרשמה	eintragung	הרשמה	ADJ	N;FEM;SG
eintragung	להרשמה	eintragung	הרשמם	ADJ	N;FEM;SG
vera	ורה	vera	ורה	PROPN;NOM;SG	PROPN
vera	וורה	vera	וורה	PROPN;NOM;SG	PROPN
vera	וירה	vera	וירה	PROPN;NOM;SG	PROPN
internen	פנימית	intern	פנימי		ADV
internen	פנימיות	intern	פנימייה		N;FEM;PL
alexandria	אלכסנדריה	alexandria	אלכסנדריה	PROPN;NOM;MASC;SG	PROPN
folgend	עוקבים	folgend	עקב	ADJ	V;MASC;PL;V.PTCP;ACT
folgend	עוקבת	folgend	עקב	ADJ	V;FEM;SG;V.PTCP;ACT
folgend	עוקב	folgend	עקב	ADJ	V;MASC;SG;V.PTCP;ACT
ergänzungen	תוספות	ergänzung	תוספת	V;NFIN	N;FEM;PL
ergänzungen	תוספי	ergänzung	תוספי	V;NFIN	PROPN
psychiatrie	פסיכיאטריה	psychiatrie	פסיכיאטריה	PROPN;NOM;SG	N
psychiatrie	פסיכיאטרית	psychiatrie	פסיכיאטרי	PROPN;NOM;SG	ADJ
psychiatrie	פסיכיאטרי	psychiatrie	פסיכיאטרי	PROPN;NOM;SG	N
abends	ערב	abends	ערב	ADV	
ohren	אוזן	ohr	אוזן	N;NOM;NEUT;PL	
ohren	האוזן	ohr	האוזן	N;NOM;NEUT;PL	PROPN
ohren	האוזניים	ohr	האוזניים	N;NOM;NEUT;PL	N;MASC;DU
ruft	צעקות	rufen	צעקה	V;IND;SG;3;PRS;FIN	N;FEM;PL
ruft	שיחות	rufen	שיחה	V;IND;SG;3;PRS;FIN	N;FEM;PL
ruft	קריאות	rufen	קריאה	V;IND;SG;3;PRS;FIN	N;FEM;PL
ruft	מתקשרת	rufen	התקשר	V;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP
ruft	מתקשר	rufen	התקשר	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP
ruft	קורא	rufen	קורא	V;IND;SG;3;PRS;FIN	N;MASC;SG
bösen	רשע	böse	רשע	PROPN	PROPN
bösen	הרוע	böse	הרוע	PROPN	N;MASC;SG
bösen	רוע	böse	רוע	PROPN	
bösen	רשע	böse	רשע	PROPN	PROPN
bösen	רשעים	böse	רשעים	PROPN	N;MASC;PL
bösen	מרושע	böse	מרושע	PROPN	V;MASC;SG;V.PTCP;PASS
trennt	מחלק	trennen	מחלק	V;IND;SG;3;PRS;FIN	
trennt	מפריד	trennen	הפריד	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
bush	בוש	bush	בוש	PROPN;NOM;MASC;SG	PROPN
bush	שיח	bush	שיח	PROPN;NOM;MASC;SG	PROPN
belastung	עומס	belastung	עומס	ADJ	N;MASC;SG
belastung	טען	belastung	טען	ADJ	V;MASC;SG;3;PST;ACT
belastung	לטעון	belastung	טען	ADJ	V;NFIN;ACT
belastung	מתח	belastung	מתח	ADJ	N;MASC;SG
belastung	דחק	belastung	דחק	ADJ	
belastung	לחץ	belastung	לחץ	ADJ	N;MASC;SG
belastung	עול	belastung	עול	ADJ	
belastung	נטל	belastung	נטל	ADJ	N;MASC;SG
verbundene	מקושר	verbunden	מקושר	ADJ;NOM;FEM;SG	PROPN
verbundene	מחוברים	verbunden	מחובר	ADJ;NOM;FEM;SG	V;MASC;PL;V.PTCP;PASS
verbundene	מחובר	verbunden	חובר	ADJ;NOM;FEM;SG	V;MASC;SG;V.PTCP;PASS
verbundene	מחוברת	verbunden	מחובר	ADJ;NOM;FEM;SG	PROPN
verbundene	קשורות	verbunden	קשר	ADJ;NOM;FEM;SG	V;FEM;PL;V.PTCP;ACT
verbundene	קשור	verbunden	קשר	ADJ;NOM;FEM;SG	V;MASC;SG;V.PTCP;ACT
verbundene	קשורה	verbunden	קשר	ADJ;NOM;FEM;SG	V;FEM;SG;V.PTCP;ACT
verbundene	קשורים	verbunden	קשר	ADJ;NOM;FEM;SG	V;MASC;PL;V.PTCP;ACT
umfassend	מקיפה	umfassend	מקיף	ADJ	N;FEM;SG
umfassend	מקיף	umfassend	מקיף	ADJ	
umfassend	נרחבת	umfassend	נרחב	ADJ	V;FEM;SG;V.PTCP;MID
umfassend	ממצה	umfassend	מיצה	ADJ	
vorherige	קודמת	vorherig	קודם	ADJ;NOM;FEM;PL	ADJ;FEM;SG
vorherige	הקודמת	vorherig	הקודם	ADJ;NOM;FEM;PL	N;FEM;SG
vorherige	הקודם	vorherig	הקודם	ADJ;NOM;FEM;PL	PROPN
vorherige	קודמים	vorherig	קדם	ADJ;NOM;FEM;PL	V;MASC;PL;V.PTCP;ACT
bordeaux	בורדו	bordeaux	בורדו	PROPN	PROPN
erscheinungsbild	מראה	erscheinungsbild	מראה	ADJ	N;MASC;SG
erscheinungsbild	הופעה	erscheinungsbild	הופעה	ADJ	N;FEM;SG
elite	עילית	elite	עילה	PROPN;NOM	PROPN
elite	האליטה	elite	האליט	PROPN;NOM	N;FEM;SG
elite	עלית	elite	עלית	PROPN;NOM	PROPN
realen	ריאל	real	ריאל	ADJ;SG	PROPN
realen	אמיתית	real	אמיתי	ADJ;SG	ADV
realen	אמיתיים	real	אמיתי	ADJ;SG	ADJ;MASC;PL
realen	אמיתיות	real	אמיתי	ADJ;SG	ADJ;FEM;PL
elias	אליאס	elias	אליאס	PROPN;NOM;MASC;SG	PROPN
elias	איליה	elias	איליה	PROPN;NOM;MASC;SG	PROPN
astronomen	אסטרונומים	astronom	אסטרונום	ADJ	N;MASC;PL
astronomen	אסטרונום	astronom	אסטרונום	ADJ	PROPN
hochwasser	שטפונות	hochwasser	שטפון		N;MASC;PL
hochwasser	הצפה	hochwasser	הצפה		N;FEM;SG
hochwasser	שיטפון	hochwasser	שיטפון		N;MASC;SG
hochwasser	להציף	hochwasser	הציף		V;NFIN;ACT
vertraut	מוכר	vertraut	מוכר	ADJ	
vertraut	מהימן	vertraut	מהימן	ADJ	N;MASC;SG
vertraut	בטחה	vertraut	בטח	ADJ	PROPN
erleben	ניסיון	erleben	ניסיון	V;NFIN	N;MASC;SG
erleben	חוויה	erleben	חוויה	V;NFIN	N;FEM;SG
erleben	נסיון	erleben	ניסיון	V;NFIN	N;MASC;SG
erleben	התנסות	erleben	התנסות	V;NFIN	N;FEM;SG
abwesenheit	נעדר	abwesenheit	נעדר	ADJ	
abwesenheit	היעדר	abwesenheit	היעדר	ADJ	
abwesenheit	היעדרות	abwesenheit	היעדרות	ADJ	N;FEM;SG
abwesenheit	היעדרויות	abwesenheit	היעדרויות	ADJ	N;FEM;PL
gerichtshof	משפט	gerichtshof	משפט	PROPN	N;MASC;SG
rallye	ראלי	rallye	ראלי		PROPN
willkommen	מוזמנים	willkommen	הוזמן	ADJ	V;MASC;PL;V.PTCP;PASS
willkommen	בברכה	willkommen	בברכה	ADJ	
abb	תאנה	abb	תאנה		PROPN
abb	איור	abb	איור		PROPN
kraus	קראוס	kraus	קראוס	PROPN;NOM;SG	PROPN
bezahlen	שלם	bezahlen	שלם	V;NFIN	ADJ;MASC;SG
bezahlen	שלמי	bezahlen	שלמי	V;NFIN	
pädagogischen	הפדגוגית	pädagogisch	הפדגוגית	ADJ;NOM	PROPN
automobil	מכונית	automobil	מכונית	ADJ	N;FEM;SG
automobil	רכב	automobil	רכב	ADJ	N;MASC;SG
automobil	אוטו	automobil	אוטו	ADJ	PROPN
gemahlin	אשה	gemahlin	איש		N;FEM;SG
gemahlin	רעיה	gemahlin	רעיה		PROPN
gemahlin	אישה	gemahlin	איש		N;FEM;SG
einstein	אינשטיין	einstein	אינשטיין		PROPN
einstein	איינשטיין	einstein	איינשטיין		PROPN
motivation	מוטיבציה	motivation	מוטיבציה	ADJ	N;FEM;SG
motivation	מניע	motivation	מניע	ADJ	N;MASC;SG
einnahme	צריכת	einnehmen	צריך		N;FEM;SG
islamische	האסלאמית	islamisch	האסלאמית	ADJ;NOM;FEM;PL	PROPN
islamische	האסלאם	islamisch	האסלאם	ADJ;NOM;FEM;PL	PROPN
islamische	האיסלאם	islamisch	האיסלאם	ADJ;NOM;FEM;PL	PROPN
islamische	אסלאם	islamisch	אסלאם	ADJ;NOM;FEM;PL	PROPN
finnische	פיני	finnisch	פיני	ADJ;NOM;FEM;PL	PROPN
finnische	פינית	finnisch	פיני	ADJ;NOM;FEM;PL	PROPN
spalten	טורים	spalten	טור	V;NFIN	N;MASC;PL
spalten	עמודים	spalten	עמוד	V;NFIN	N;MASC;PL
spalten	עמודות	spalten	עמוד	V;NFIN	N;FEM;PL
spalten	פיצול	spalten	פיצול	V;NFIN	N;MASC;SG
wolfsburg	וולפסבורג	wolfsburg	וולפסבורג	ADJ	PROPN
singer	זמרת	singer	זמרת	PROPN;SG	PROPN
singer	זמר	singer	זמר	PROPN;SG	PROPN
widmen	מסור	widmen	מסור	V;NFIN	
widmen	מסורה	widmen	מסורה	V;NFIN	N;FEM;SG
widmen	ייעודי	widmen	ייעודי	V;NFIN	ADJ;MASC;SG
widmen	מקדיש	widmen	הקדיש	V;NFIN	ADV
widmen	מקדיש	widmen	הקדיש	V;NFIN	ADV
widmen	הקדש	widmen	הקדש	V;NFIN	PROPN
aufsicht	מפקח	aufsichen	מפקח		N;MASC;SG
aufsicht	מפקחת	aufsichen	פיקח		V;FEM;SG;V.PTCP;ACT
aufsicht	השגחה	aufsichen	השגחה		N;FEM;SG
aufsicht	פיקוח	aufsichen	פיקוח		N;MASC;SG
aufsicht	השגחה	aufsichen	השגחה		N;FEM;SG
aufsicht	פיקוח	aufsichen	פיקוח		N;MASC;SG
middle	אמצע	middle	אמצע	PROPN	N;MASC;SG
middle	ביניים	middle	ביניים	PROPN	
middle	התיכון	middle	התיכון	PROPN	PROPN
middle	האמצע	middle	האמצע	PROPN	
feder	נוצה	feder	נוצה		N;MASC;SG
feder	עט	feder	עט		PROPN
feder	קוויל	feder	קוויל		PROPN
eurovision	האירוויזיון	eurovision	האירוויזיון	PROPN;NOM;SG	PROPN
gutachten	דעות	gutacht	דעה	V;NFIN	N;FEM;PL
gutachten	דעה	gutacht	דעה	V;NFIN	N;FEM;SG
gutachten	ייעוץ	gutacht	ייעוץ	V;NFIN	N;MASC;SG
gutachten	דעת	gutacht	דעה	V;NFIN	N;FEM;SG
gutachten	דיעה	gutacht	דעה	V;NFIN	N;FEM;SG
gutachten	דעה	gutacht	דעה	V;NFIN	N;FEM;SG
gutachten	הדעה	gutacht	הדעה	V;NFIN	ADV
vermerkt	נרשם	vermerken	נרשם	ADJ;V.PTCP	V;MASC;SG;3;PST;MID
vermerkt	ציין	vermerken	ציין	ADJ;V.PTCP	V;MASC;SG;3;PST;ACT
vermerkt	נרשמה	vermerken	נרשם	ADJ;V.PTCP	V;FEM;SG;3;PST;MID
vermerkt	צוין	vermerken	צוין	ADJ;V.PTCP	V;MASC;SG;3;PST;PASS
prima	פרימה	prima	פרימה	ADJ	
match	גפרור	match	גפרור	PROPN	N;MASC;SG
match	התאמה	match	התאמה	PROPN	N;FEM;SG
match	התאמת	match	התאמה	PROPN	N;FEM;SG
erneuerung	לחדש	Erneuerung	חידש	ADJ;NOM;FEM;SG	V;NFIN;ACT
erneuerung	התחדשות	Erneuerung	התחדשות	ADJ;NOM;FEM;SG	N;FEM;SG
erneuerung	התחדשות	Erneuerung	התחדשות	ADJ;NOM;FEM;SG	N;FEM;SG
erneuerung	חידוש	Erneuerung	חידוש	ADJ;NOM;FEM;SG	N;MASC;SG
entzogen	מסוגר	entziehen	מסוגר	V;V.PTCP	ADJ;MASC;SG
firefox	firefox	firefox	firefox	PROPN	PROPN
colin	קולין	colin	קולין	PROPN	PROPN
phasen	שלבים	phasen	שלב	V;NFIN	N;MASC;PL
phasen	שלבים	phasen	שלב	V;NFIN	N;MASC;PL
kombiniert	משלב	kombinieren	שילב	V;V.PTCP	N;MASC;SG
kombiniert	משולב	kombinieren	משולב	V;V.PTCP	PROPN
kombiniert	בשילוב	kombinieren	בשילוב	V;V.PTCP	PROPN
brecht	ברכט	brecht	ברכט	PROPN	PROPN
olga	אולגה	olga	אולגה	PROPN;NOM;FEM;SG	PROPN
italiener	איטלקים	italiener	איטלקי		N;MASC;PL
italiener	האיטלקים	italiener	האיטלקי		PROPN
italiener	פיצה	italiener	פיצה		N;FEM;SG
italiener	איטלקית	italiener	איטלקית		PROPN
italiener	איטלקי	italiener	איטלקי		PROPN
auftritten	הופעות	auftreten	הופעה	V;IND;PL;3;FIN	N;FEM;PL
prägte	שנטבע	prägen	שנטבע	V;IND;SG;3;PST;FIN	PROPN
entnommen	חולץ	entnehmen	חולץ	V;V.PTCP	PROPN
gewährleisten	ודא	gewährleisten	ודא	V;NFIN	ADV
industrielle	תעשייתית	industriell	תעשייתי	ADJ;NOM;FEM;PL	ADV
industrielle	תעשייתי	industriell	תעשייתי	ADJ;NOM;FEM;PL	ADJ;MASC;SG
industrielle	תעשיינים	industriell	תעשיין	ADJ;NOM;FEM;PL	N;MASC;PL
industrielle	תעשיין	industriell	תעשיין	ADJ;NOM;FEM;PL	N;MASC;SG
gezeichnet	מנוי	zeichnen	מנוי	V;V.PTCP	PROPN
gefühle	הרגש	gefühlen	הרגש	ADJ	
gefühle	רגש	gefühlen	רגש	ADJ	N;MASC;SG
gefühle	הרגשה	gefühlen	הרגשה	ADJ	N;FEM;SG
gefühle	מרגישה	gefühlen	הרגיש	ADJ	V;FEM;SG;V.PTCP;ACT
gefühle	מרגיש	gefühlen	הרגיש	ADJ	V;MASC;SG;V.PTCP;ACT
gefühle	תחושה	gefühlen	תחושה	ADJ	N;FEM;SG
gefühle	רגשות	gefühlen	רגש	ADJ	N;MASC;PL
gefühle	תחושות	gefühlen	תחושה	ADJ	N;FEM;PL
gefühle	רגשות	gefühlen	רגש	ADJ	N;MASC;PL
atlantic	האטלנטי	atlantic	האטלנטי	PROPN	PROPN
atlantic	אטלנטיק	atlantic	אטלנטיק	PROPN	PROPN
steffen	קתרין	steffen	קתרין	PROPN	PROPN
steffen	רונלד	steffen	רונלד	PROPN	PROPN
steffen	פרדי	steffen	פרדי	PROPN	PROPN
sozialistische	סוציאליסטים	sozialistisch	סוציאליסט	ADJ;NOM;FEM;PL	N;MASC;PL
sozialistische	הסוציאליסטית	sozialistisch	הסוציאליסטי	ADJ;NOM;FEM;PL	ADV
sozialistische	סוציאליזם	sozialistisch	סוציאליזם	ADJ;NOM;FEM;PL	N;MASC;SG
verweise	הפניות	verweisen	הפניה		N;FEM;PL
verweise	המלצות	verweisen	המלצה		N;FEM;PL
verweise	הפניות	verweisen	הפניה		N;FEM;PL
verweise	קישורים	verweisen	קישורים		N;MASC;PL
anhang	תוספתן	anhang	תוספתן		PROPN
anhang	נספח	anhang	נספח		N;MASC;SG
anhang	מצורף	anhang	מצורף		V;MASC;SG;V.PTCP;PASS
schulden	חובות	schulden	חוב	V;NFIN	N;MASC;PL
schulden	חוב	schulden	חוב	V;NFIN	N;MASC;SG
schulden	חובי	schulden	חובי	V;NFIN	PROPN
nebel	ערפל	nebel	ערפל		PROPN
nebel	ערפל	nebel	ערפל		PROPN
nebel	ערפילית	nebel	ערפילי		PROPN
nebel	ערפילים	nebel	ערפיל		N;MASC;PL
carmen	קרמן	carme	קרמן	PROPN;NOM	PROPN
carmen	כרמן	carme	כרמן	PROPN;NOM	PROPN
codex	קודקס	codex	קודקס	PROPN	
turniere	טורנירים	turnieren	טורניר		N;MASC;PL
turniere	הטורניר	turnieren	הטורניר		PROPN
turniere	טורניר	turnieren	טורניר		N;MASC;SG
überlebenden	שורדים	überlebend	שרד	V;IND;PL;3;FIN	V;MASC;PL;V.PTCP;ACT
überlebenden	ניצולי	überlebend	ניצול	V;IND;PL;3;FIN	PROPN
überlebenden	ניצולים	überlebend	ניצול	V;IND;PL;3;FIN	N;MASC;PL
überlebenden	שורדת	überlebend	שרד	V;IND;PL;3;FIN	V;FEM;SG;V.PTCP;ACT
überlebenden	שורד	überlebend	שורד	V;IND;PL;3;FIN	PROPN
überlebenden	הישרדות	überlebend	הישרדות	V;IND;PL;3;FIN	N;FEM;SG
überlebenden	שורדים	überlebend	שרד	V;IND;PL;3;FIN	V;MASC;PL;V.PTCP;ACT
überlebenden	הישרדות	überlebend	הישרדות	V;IND;PL;3;FIN	N;FEM;SG
überlebenden	ניצול	überlebend	ניצול	V;IND;PL;3;FIN	N;MASC;SG
gesichtet	זוהתה	sichten	זוהה	V;V.PTCP	
gesichtet	אותר	sichten	אותר	V;V.PTCP	PROPN
gesichtet	רואי	sichten	רואה	V;V.PTCP	PROPN
kirchturm	צריח	kirchturm	צריח	ADJ	N;MASC;SG
endgültigen	סופית	endgültig	סופית	ADJ	ADV
endgültigen	סופי	endgültig	סופי	ADJ	
endgültigen	סופיות	endgültig	סופיות	ADJ	N;FEM;PL
endgültigen	גמר	endgültig	גמר	ADJ	N;MASC;SG
león	לאון	león	לאון	PROPN;NOM;MASC;SG	PROPN
león	לאון	león	לאון	PROPN;NOM;MASC;SG	PROPN
león	ליאון	león	ליאון	PROPN;NOM;MASC;SG	PROPN
caesar	קיסר	caesar	קיסר	PROPN;NOM;SG	PROPN
gerichtsbarkeit	שיפוט	gerichtsbarkeit	שיפוט	ADJ;NOM;FEM	N;MASC;SG
hedwig	הדוויג	hedwig	הדוויג	PROPN;NOM;SG	PROPN
bundesländer	מחוזות	bundesland	מחוז	ADJ;NOM;PL	N;MASC;PL
bundesländer	הנחתת	bundesland	הנחתה	ADJ;NOM;PL	N;PSSD;FEM;SG
susan	סוזאן	susan	סוזאן	PROPN;NOM;SG	PROPN
susan	סוזן	susan	סוזן	PROPN;NOM;SG	PROPN
unrecht	עוולות	unrecht	עוולה	ADJ	N;FEM;PL
unrecht	טועה	unrecht	טעה	ADJ	V;MASC;SG;V.PTCP;ACT
unrecht	שגוי	unrecht	שגוי	ADJ	
unrecht	טעות	unrecht	טעות	ADJ	N;FEM;SG
unrecht	עוול	unrecht	עוול	ADJ	
analysen	אנליטי	analyse	אנליטי	V;NFIN	N;MASC;SG
analysen	ניתוחים	analyse	ניתוח	V;NFIN	N;MASC;PL
analysen	אנליזה	analyse	אנליזה	V;NFIN	N;FEM;SG
analysen	ניתוח	analyse	ניתוח	V;NFIN	N;MASC;SG
analysen	אנליזה	analyse	אנליזה	V;NFIN	N;FEM;SG
treppe	מדרגות	treppe	מדרגה		N;FEM;PL
treppe	צעדים	treppe	צעד		N;MASC;PL
treppe	צעדי	treppe	צעד		PROPN
treppe	שלבים	treppe	שלב		N;MASC;PL
treppe	מדרגות	treppe	מדרגה		N;FEM;PL
treppe	מדרגות	treppe	מדרגה		N;FEM;PL
diplomatischen	דיפלומטית	diplomatisch	דיפלומטי	ADJ;NOM;MASC;SG	ADV
diplomatischen	דיפלומטיה	diplomatisch	דיפלומטיה	ADJ;NOM;MASC;SG	PROPN
