伴侶	partenere	伴侶	partenere	N	ADJ;INDF;FEM;PL
招聘	angajarea	招聘	angajare	V	N;DEF;FEM;SG
招聘	angajări	招聘	angajare	V	N;INDF;FEM;PL
加	accelerarea	加	accelerare	V	N;DEF;FEM;SG
加	accelerare	加	accelerare	V	N;INDF;FEM;SG
貝勒	belle	貝勒	belle	PROPN	N;INDF;MASC;SG
貝勒	baylor	貝勒	baylor	PROPN	PROPN
不平	inegalitatea	不平	inegalitate	ADJ	N;DEF;FEM;SG
開花	înflorire	開花	înflorire	V	N;INDF;FEM;SG
開花	bloom	開花	bloom	V	N;INDF;MASC;SG
化解	dezamorsarea	化解	dezamorsare	V	N;DEF;FEM;SG
廉價	zgârcit	廉價	zgârci	N	ADJ;INDF;MASC;SG
廉價	ieftin	廉價	ieftin	N	ADV
廉價	ieftină	廉價	ieftină	N	ADJ;INDF;FEM;SG
空心	hollow	空心	hollow	N	PROPN
收養	adoptarea	收養	adoptare	V	N;DEF;FEM;SG
收養	adoptare	收養	adoptare	V	N;INDF;FEM;SG
桂林	guilin	桂林	guilin	PROPN	N;INDF;MASC;SG
叛逆	rebelă	叛逆	rebel	N	ADJ;INDF;FEM;SG
快車	exprim	快車	exprima	N	V;IND;SG;1;PRS;FIN
快車	expres	快車	expres	N	ADV
快車	exprimă	快車	exprima	N	V;IND;SG;3;PST;FIN
快車	exprima	快車	exprima	N	V;IND;SG;3;IPFV;FIN
重現	reapariție	重現	reapariție	V	N;INDF;FEM;SG
兩	amfibiu	兩	amfibiu	NUM	ADJ;INDF;MASC;SG
神道	shinto	神道	shinto	N	
剝奪	privarea	剝奪	privare	V	N;DEF;FEM;SG
後援	rezervă	後援	rezerva	N	V;IND;SG;3;PST;FIN
關稅	vamale	關稅	vamal	N	ADJ;INDF;FEM;PL
定性	calitativ	定性	calitativ	N	ADV
定性	calitativă	定性	calitativ	N	ADJ;INDF;FEM;SG
定性	calitative	定性	calitativ	N	ADJ;INDF;FEM;PL
讀取	citire	讀取	citire	V	N;INDF;FEM;SG
讀取	citirea	讀取	citire	V	N;DEF;FEM;SG
讀取	citire	讀取	citire	V	N;INDF;FEM;SG
讀取	lectură	讀取	lectură	V	N;INDF;FEM;SG
調動	mobilizare	調動	mobilizare	V	N;INDF;FEM;SG
調動	mobilizarea	調動	mobilizare	V	N;DEF;FEM;SG
調動	mobilitatea	調動	mobilitate	V	N;DEF;FEM;SG
調動	mobilitate	調動	mobilitate	V	N;INDF;FEM;SG
光電	fotovoltaice	光電	fotovoltaic	N	ADJ;INDF;FEM;PL
十字	cruciat	十字	cruciat	N	ADJ;INDF;MASC;SG
平均	medii	平均	medie	ADJ	N;INDF;FEM;PL
平均	medie	平均	medie	ADJ	N;INDF;FEM;SG
平均	mediile	平均	medie	ADJ	N;DEF;FEM;PL
興奮	încântată	興奮	încânta	N	ADJ;INDF;FEM;SG
興奮	entuziasmat	興奮	entuziasma	N	ADJ;INDF;MASC;SG
興奮	încântat	興奮	încânta	N	ADJ;INDF;MASC;SG
希臘	greci	希臘	grec	PROPN	N;INDF;MASC;PL
希臘	grecesc	希臘	grecesc	PROPN	ADJ;INDF;MASC;SG
希臘	grec	希臘	grec	PROPN	N;INDF;MASC;SG
希臘	greacă	希臘	greacă	PROPN	N;INDF;FEM;SG
希臘	greaca	希臘	greacă	PROPN	N;DEF;FEM;SG
大	daisuke	大	daisuk	ADJ	
投注	pariuri	投注	pariu	V	N;INDF;FEM;PL
孤獨	singuratic	孤獨	singuratic	N	ADJ;INDF;MASC;SG
孤獨	singur	孤獨	singur	N	ADJ;INDF;MASC;SG
老	veterinari	老	veterinar	PART	ADJ;INDF;MASC;PL
老	veterani	老	veteran	PART	N;INDF;MASC;PL
老	veteran	老	veteran	PART	N;INDF;MASC;SG
老	veteranii	老	veteran	PART	N;DEF;MASC;PL
老	veteranilor	老	veteran	PART	N;DEF;MASC;PL
老	veterani	老	veteran	PART	N;INDF;MASC;PL
天秤	balanta	天秤	balantă	PROPN	N;DEF;FEM;SG
過濾	filtrează	過濾	filtra	N	V;IND;3;PRS;FIN
過濾	filtrat	過濾	filtrat	N	ADJ;INDF;MASC;SG
黃道	ecliptică	黃道	ecliptic	N	ADJ;INDF;FEM;SG
駕駛	carlingă	駕駛	carlingă	V	N;INDF;FEM;SG
甘地	gandhi	甘地	gandhi	PROPN	PROPN
救護	ambulanță	救護	ambulanță	V	N;INDF;FEM;SG
加法	aditiv	加法	aditiv	V	N;INDF;MASC;SG
提問	întrebare	提問	întrebare	V	N;INDF;FEM;SG
提問	întrebarea	提問	întrebare	V	N;DEF;FEM;SG
提問	intrebare	提問	intrebare	V	N;INDF;FEM;SG
遼寧	liaoning	遼寧	liaoning	PROPN	N;INDF;MASC;SG
袋鼠	wallaby	袋鼠	wallaby	N	PROPN
弱勢	vulnerabili	弱勢	vulnerabil	N	ADJ;INDF;MASC;PL
弱勢	vulnerabile	弱勢	vulnerabil	N	ADJ;INDF;FEM;PL
弱勢	vulnerabilă	弱勢	vulnerabil	N	ADJ;INDF;FEM;SG
弱勢	vulnerabil	弱勢	vulnerabil	N	ADJ;INDF;MASC;SG
開羅	cairo	開羅	cairo	PROPN	PROPN
不	disconfort	不	disconfort	ADV;NEG	N;INDF;MASC;SG
服從	supunerea	服從	supunere	V	N;DEF;FEM;SG
水力	hidro	水力	hidro	N	
水力	hidraulic	水力	hidraulic	N	ADJ;INDF;MASC;SG
水力	hidraulice	水力	hidraulic	N	ADJ;INDF;FEM;PL
水力	hidraulică	水力	hidraulică	N	ADJ;INDF;FEM;SG
水力	hidraulic	水力	hidraulic	N	ADJ;INDF;MASC;SG
水力	hidroelectrice	水力	hidroelectric	N	ADJ;INDF;FEM;PL
轉讓	transfer	轉讓	transfer	V	N;INDF;MASC;SG
轉讓	transferul	轉讓	transfer	V	N;DEF;MASC;SG
轉讓	misiuni	轉讓	misiune	V	N;INDF;FEM;PL
轉讓	transferuri	轉讓	transfer	V	N;INDF;FEM;PL
轉讓	transferurile	轉讓	transfer	V	N;DEF;FEM;PL
駐軍	garrison	駐軍	garrison	N	PROPN
反對	opoziția	反對	opoziție	V	N;DEF;FEM;SG
反對	opozitie	反對	opozitie	V	N;INDF;FEM;SG
反對	opoziție	反對	opoziție	V	N;INDF;FEM;SG
冒犯	ofensator	冒犯	ofensator	V	ADJ;INDF;MASC;SG
冒犯	ofensiv	冒犯	ofensiv	V	ADJ;INDF;MASC;SG
冒犯	jignitor	冒犯	jignitor	V	ADJ;INDF;MASC;SG
冒犯	ofensiva	冒犯	ofensiva	V	N;DEF;FEM;SG
冒犯	ofensivă	冒犯	ofensiv	V	N;INDF;FEM;SG
緯度	lat	緯度	lat	N	ADJ;INDF;MASC;SG
靈活	flexibilitate	靈活	flexibilitate	ADJ	N;INDF;FEM;SG
靈活	flexibilitatea	靈活	flexibilitate	ADJ	N;DEF;FEM;SG
薩姆	sam	薩姆	sam	PROPN	
凍結	congelate	凍結	congelat	V	ADJ;INDF;FEM;PL
凍結	înghețat	凍結	înghețat	V	ADJ;INDF;MASC;SG
凍結	congelată	凍結	congela	V	ADJ;INDF;FEM;SG
凍結	congelat	凍結	congela	V	N;INDF;MASC;SG
凍結	congelare	凍結	congelare	V	N;INDF;FEM;SG
副	copia	副	copie	PART	N;DEF;FEM;SG
副	copiere	副	copiere	PART	N;INDF;FEM;SG
副	copie	副	copie	PART	N;INDF;FEM;SG
副	copiază	副	copia	PART	V;IND;3;PRS;FIN
副	copiile	副	copie	PART	N;DEF;FEM;PL
橫向	orizontal	橫向	orizontal	N	ADV
橫向	orizontale	橫向	orizontal	N	ADJ;INDF;FEM;PL
橫向	orizontală	橫向	orizontal	N	ADJ;INDF;FEM;SG
橫向	lateral	橫向	lateral	N	ADV
橫向	laterală	橫向	lateral	N	ADJ;INDF;FEM;SG
辻	tsuji	辻	tsuji	PROPN	
水壩	dam	水壩	da	N	
典範	exemplară	典範	exemplar	N	ADJ;INDF;FEM;SG
雄心	ambițios	雄心	ambițios	N	ADJ;INDF;MASC;SG
癱瘓	paralizează	癱瘓	paraliza	N	V;IND;3;PRS;FIN
癱瘓	paraliza	癱瘓	paraliza	N	V;IND;SG;3;IPFV;FIN
癱瘓	paralizat	癱瘓	paraliza	N	ADJ;INDF;MASC;SG
癱瘓	paralizată	癱瘓	paraliza	N	ADJ;INDF;FEM;SG
開關	întreruperi	開關	întrerupere	V	N;INDF;FEM;PL
開關	întrerupătoare	開關	întrerupător	V	N;INDF;FEM
開關	comutator	開關	comutator	V	N;INDF;MASC;SG
開關	comutare	開關	comutare	V	N;INDF;FEM;SG
主婦	casnice	主婦	casnic	N	ADJ;INDF;FEM;PL
填寫	umple	填寫	umple	V	
填寫	umplere	填寫	umplere	V	N;INDF;FEM;SG
疣	negi	疣	negi	N	
扣除	deducerea	扣除	deducere	V	N;DEF;FEM;SG
扣除	deducere	扣除	deducere	V	N;INDF;FEM;SG
扣除	dedus	扣除	deduce	V	ADJ;INDF;MASC;SG
以色列	israelienii	以色列	israelian	PROPN	N;DEF;MASC;PL
以色列	israelieni	以色列	israelian	PROPN	ADJ;INDF;MASC;PL
錄取	admiterea	錄取	admitere	V	N;DEF;FEM;SG
錄取	internare	錄取	internare	V	N;INDF;FEM;SG
錄取	admitere	錄取	admitere	V	N;INDF;FEM;SG
肯亞	kenya	肯亞	kenya	PROPN	PROPN
母音	vocală	母音	vocal	N	ADJ;INDF;FEM;SG
巧合	coincidență	巧合	coincidență		N;INDF;FEM;SG
巧合	coincidenta	巧合	coincident		ADJ;DEF;FEM;SG
代謝	metabolismul	代謝	metabolism	V	N;DEF;MASC;SG
代謝	metabolizarea	代謝	metabolizare	V	N;DEF;FEM;SG
代謝	metabolizare	代謝	metabolizare	V	N;INDF;FEM;SG
代謝	metabolism	代謝	metabolism	V	N;INDF;MASC;SG
代謝	metabolică	代謝	metabolic	V	ADJ;INDF;FEM;SG
代謝	metabolice	代謝	metabolic	V	ADJ;INDF;FEM;PL
大	tare	大	tare	PART	ADV
堪薩斯	kansas	堪薩斯	kansas	PROPN	PROPN
進食	hrănirea	進食	hrănire	V	N;DEF;FEM;SG
進食	hrănire	進食	hrănire	V	N;INDF;FEM;SG
進食	alimentatie	進食	alimentatie	V	N;INDF;FEM;SG
新	recrut	新	recrut	PART	N;INDF;MASC;SG
新	recrutează	新	recruta	PART	V;IND;3;PRS;FIN
新	recruta	新	recruta	PART	V;IND;SG;3;IPFV;FIN
上線	online	上線	online	V	ADJ
老年	vârstnici	老年	vârstnic	N	ADJ;INDF;MASC;PL
幸存	supravietuitori	幸存	supravietuitor	V	N;INDF;MASC;PL
幸存	survivor	幸存	survivor	V	N;INDF;MASC;SG
水災	inundă	水災	inunda	N	V;IND;SG;3;PST;FIN
水災	potop	水災	potop	N	
貂	mink	貂	mink	N	
遙控	distant	遙控	distant	N	ADJ;INDF;MASC;SG
輝煌	genial	輝煌	genial	N	ADJ;INDF;MASC;SG
多餘	suplimentar	多餘	suplimentar	ADV	ADJ;INDF;MASC;SG
多餘	extra	多餘	extra	ADV	
多餘	redundant	多餘	redundant	ADV	ADJ;INDF;MASC;SG
多餘	exces	多餘	exces	ADV	N;INDF;MASC;SG
多餘	excesul	多餘	exces	ADV	N;DEF;MASC;SG
受害	victime	受害	victimă	V	N;INDF;FEM;PL
受害	victimele	受害	victimă	V	N;DEF;FEM;PL
受害	victimă	受害	victimă	V	N;INDF;FEM;SG
受害	victima	受害	victimă	V	N;DEF;FEM;SG
美學	estetică	美學	estetic	N	ADJ;INDF;FEM;SG
美學	estetice	美學	estetic	N	ADJ;INDF;FEM;PL
美學	estetică	美學	estetic	N	ADJ;INDF;FEM;SG
美學	estetic	美學	estetic	N	ADV
堅強	strong	堅強	strong	ADJ	
季刊	trimestriale	季刊	trimestrial	N	ADJ;INDF;FEM;PL
上級	superior	上級	superior	N	ADJ;INDF;CMPR;MASC;SG
上級	superioare	上級	superior	N	
上級	superioară	上級	superior	N	ADJ;INDF;FEM;SG
震動	tremor	震動	tremor	V	N;INDF;MASC;SG
震動	tremur	震動	tremur	V	N;INDF;MASC;SG
病理	patologică	病理	patologic	N	ADJ;INDF;FEM;SG
病理	patologic	病理	patologic	N	ADJ;INDF;MASC;SG
嫌犯	suspect	嫌犯	suspect	N	ADJ;INDF;MASC;SG
元氣	genki	元氣	genki	N	
發聲	sonoră	發聲	sonor	V	N;INDF;FEM;SG
發聲	sonor	發聲	sonor	V	ADJ;INDF;MASC;SG
後果	consecinte	後果	consecint	N	
埋伏	ambuscada	埋伏	ambuscada	V	N;DEF;FEM;SG
埋伏	ambuscadă	埋伏	ambuscadă	V	N;INDF;FEM;SG
抵押	garanții	抵押	garanție	V	N;INDF;FEM;PL
抵押	colaterale	抵押	colateral	V	ADJ;INDF;FEM;PL
抵押	ipotecar	抵押	ipotecar	V	N;INDF;MASC;SG
抵押	ipoteca	抵押	ipotecă	V	N;DEF;FEM;SG
抵押	ipotecare	抵押	ipotecare	V	N;INDF;FEM;SG
抵押	ipotecă	抵押	ipotecă	V	N;INDF;FEM;SG
扣押	criză	扣押	criză	V	N;INDF;FEM;SG
扣押	convulsii	扣押	convulsie	V	N;INDF;FEM;PL
扣押	sechestru	扣押	sechestru	V	
備忘	memoriu	備忘	memoriu	V	N;INDF;MASC;SG
備忘	memo	備忘	memo	V	
備忘	memorandumul	備忘	memorandum	V	N;DEF;MASC;SG
備忘	memorandum	備忘	memorandum	V	N;INDF;MASC;SG
許可	licență	許可	licență	V	N;INDF;FEM;SG
許可	licența	許可	licență	V	N;DEF;FEM;SG
許可	licenta	許可	licentă	V	N;DEF;FEM;SG
許可	permisele	許可	permite	V	N;DEF;FEM;PL
許可	licență	許可	licență	V	N;INDF;FEM;SG
許可	licența	許可	licență	V	N;DEF;FEM;SG
許可	licențe	許可	licență	V	N;INDF;FEM;PL
合法	legalizat	合法	legaliza	V	ADJ;INDF;MASC;SG
巴塞隆納	barcelona	巴塞隆納	barcelonă	PROPN	N;DEF;FEM;PL
強硬	greu	強硬	greu	N	ADV
強硬	dur	強硬	dur	N	ADJ;INDF;MASC;SG
強硬	dură	強硬	dur	N	ADJ;INDF;FEM;SG
素質	calitati	素質	calitati	N	
突變	mutant	突變	mutant	V	N;INDF;MASC;SG
突變	mutant	突變	mutant	V	N;INDF;MASC;SG
高	flak	高	flak	PART	N;INDF;MASC;SG
塞內加爾	senegal	塞內加爾	senegal	PROPN	N;INDF;MASC;SG
琥珀	amber	琥珀	amber	PROPN	N;INDF;MASC;SG
琥珀	chihlimbar	琥珀	chihlimbar	PROPN	N;INDF;MASC;SG
活潑	vioi	活潑	vioi	N	
菊花	daisy	菊花	daisy	N	PROPN
氙	xenon	氙	xenon	N	ADJ
漂	plutitoare	漂	plutitor	N	ADJ;INDF;FEM
漂	plutind	漂	pluti	N	V;V.MSDR
漂	derivă	漂	deriv	N	V;IND;SG;3;PST;FIN
失明	orbire	失明	orbire	V	N;INDF;FEM;SG
失明	orbirea	失明	orbire	V	N;DEF;FEM;SG
白雪	snowy	白雪	snowy	N	
神田	kanda	神田	kanda	PROPN	
病房	ward	病房	ward	N	PROPN
突尼西亞	tunisia	突尼西亞	tunisie	PROPN	PROPN
突尼西亞	tunis	突尼西亞	tunis	PROPN	N;INDF;MASC;SG
平野	hirano	平野	hirano	PROPN	N;INDF;MASC;SG
縱火	incendiere	縱火	incendiere	V	N;INDF;FEM;SG
縱火	incendierea	縱火	incendiere	V	N;DEF;FEM;SG
零星	sporadice	零星	sporadic	N	ADJ;INDF;FEM;PL
族裔	etnică	族裔	etnic	N	ADJ;INDF;FEM;SG
族裔	etnic	族裔	etnic	N	ADJ;INDF;MASC;SG
族裔	etnice	族裔	etnic	N	ADJ;INDF;FEM;PL
正直	integritatea	正直	integritate	ADJ	N;DEF;FEM;SG
正直	integritate	正直	integritate	ADJ	N;INDF;FEM;SG
傷心	trista	傷心	trist	N	ADJ;DEF;FEM;SG
傷心	tristă	傷心	tristă	N	ADJ;INDF;FEM;SG
傷心	triste	傷心	trist	N	ADJ;INDF;FEM;PL
傷心	trist	傷心	trist	N	ADJ;INDF;MASC;SG
敦促	îndemn	敦促	îndemn	V	N;INDF;MASC;SG
固態	solid	固態	solid	N	ADJ;INDF;MASC;SG
固態	solidă	固態	solid	N	ADJ;INDF;FEM;SG
固態	solide	固態	solid	N	ADJ;INDF;FEM;PL
避難	azilul	避難	azil	V	N;DEF;MASC;SG
避難	azil	避難	azil	V	N;INDF;MASC;SG
避難	refugiu	避難	refugiu	V	N;INDF;MASC;SG
避難	refugiul	避難	refugiu	V	N;DEF;MASC;SG
唐人	chinatown	唐人	chinatown	PROPN	N;INDF;MASC;SG
從來	niciodata	從來	niciodata	ADV	
延誤	întârziere	延誤	întârziere	V	N;INDF;FEM;SG
延誤	întârzieri	延誤	întârziere	V	N;INDF;FEM;PL
延誤	întârzierile	延誤	întârziere	V	N;DEF;FEM;PL
延誤	amânată	延誤	amâna	V	ADJ;INDF;FEM;SG
延誤	întârziată	延誤	întârziat	V	ADJ;INDF;FEM;SG
延誤	amânat	延誤	amâna	V	ADJ;INDF;MASC;SG
延誤	întârziat	延誤	întârziat	V	ADJ;INDF;MASC;SG
獲利	profit	獲利	profit	V	N;INDF;MASC;SG
獲利	profitul	獲利	profit	V	N;DEF;MASC;SG
獲利	rentabilitate	獲利	rentabilitate	V	N;INDF;FEM;SG
獲利	profitabilitatea	獲利	profitabilitate	V	N;DEF;FEM;SG
獲利	rentabilitatea	獲利	rentabilitate	V	N;DEF;FEM;SG
領事	consulare	領事	consular	N	ADJ;INDF;FEM;PL
愛滋	sida	愛滋	sidă	N	
無窮	infinit	無窮	infinit	ADJ	ADV
無窮	infinit	無窮	infinit	ADJ	ADV
新	cenozoic	新	cenozoic	PART	ADV
美咲	misaki	美咲	misak	PROPN	PROPN
寫入	scrierea	寫入	scriere	V	N;DEF;FEM;SG
寫入	scriere	寫入	scriere	V	N;INDF;FEM;SG
競爭	competitivă	競爭	competitiv	V	ADJ;INDF;FEM;SG
競爭	competitiv	競爭	competitiv	V	ADJ;INDF;MASC;SG
競爭	competitivitate	競爭	competitivitate	V	N;INDF;FEM;SG
競爭	competitivitatea	競爭	competitivitate	V	N;DEF;FEM;SG
親密	intim	親密	intim	N	ADJ;INDF;MASC;SG
親密	intimi	親密	intim	N	
親密	intimă	親密	intim	N	ADJ;INDF;FEM;SG
親密	intime	親密	intim	N	ADJ;INDF;FEM;PL
義工	voluntar	義工	voluntar	N	ADJ;INDF;MASC;SG
矩形	dreptunghiulară	矩形	dreptunghiular	N	ADJ;INDF;FEM;SG
貪	lacom	貪	lacom	N	ADJ;INDF;MASC;SG
貪	lacomi	貪	lacom	N	ADJ;INDF;MASC;PL
貪	lacomă	貪	lacomă	N	ADJ;INDF;FEM;SG
野蠻	savage	野蠻	savag	N	PROPN
野蠻	sălbatic	野蠻	sălbatic	N	ADV
野蠻	salbatic	野蠻	salbatic	N	ADJ;INDF;MASC;SG
野蠻	barbar	野蠻	barbar	N	ADJ;INDF;MASC;SG
野蠻	brutală	野蠻	brutal	N	ADJ;INDF;FEM;SG
野蠻	brutal	野蠻	brutal	N	ADV
脆	crisp	脆	crisp	N	
毆打	atac	毆打	atac		N;INDF;MASC;SG
毆打	asalt	毆打	asalt		N;INDF;MASC;SG
毆打	bătând	毆打	bate		V;V.MSDR
毆打	bătăi	毆打	bătăi		N;INDF;FEM;PL
大	taisha	大	taishă	ADJ	
倚	înclinat	倚	înclina	V	ADJ;INDF;MASC;SG
慈善	filantrop	慈善	filantrop	PROPN	N;INDF;MASC;SG
慈善	filantropi	慈善	filantrop	PROPN	N;INDF;MASC;PL
援引	invocare	援引	invocare	V	N;INDF;FEM;SG
援引	invocarea	援引	invocare	V	N;DEF;FEM;SG
底片	negative	底片	negativ	N	ADJ;INDF;FEM;PL
葡萄牙	portughez	葡萄牙	portughez	PROPN	ADJ;INDF;MASC;SG
葡萄牙	portugheza	葡萄牙	portugheza	PROPN	N;DEF;FEM;SG
葡萄牙	portugheză	葡萄牙	portugheză	PROPN	N;INDF;FEM;SG
傑克遜	jackson	傑克遜	jackson	PROPN	PROPN
獲釋	lansat	獲釋	lansat	V	ADJ;INDF;MASC;SG
獲釋	eliberat	獲釋	elibera	V	ADJ;INDF;MASC;SG
獲釋	eliberată	獲釋	elibera	V	ADJ;INDF;FEM;SG
橫掃	zdrobitoare	橫掃	zdrobitor		ADJ;INDF;FEM
橫掃	matura	橫掃	matur		N;DEF;FEM;SG
梵蒂	vaticanul	梵蒂	vatican	PROPN	N;DEF;MASC;SG
梵蒂	vaticanului	梵蒂	vatican	PROPN	N;DEF;MASC;SG
梵蒂	vatican	梵蒂	vatican	PROPN	N;INDF;MASC;SG
寮國	lao	寮國	lao	PROPN	
寮國	laos	寮國	laos	PROPN	ADV
騷亂	revoltele	騷亂	revolt	V	N;DEF;FEM;PL
騷亂	revolte	騷亂	revolta	V	N;INDF;FEM;PL
騷亂	revolta	騷亂	revolta	V	N;DEF;FEM;SG
騷亂	revoltă	騷亂	revolta	V	N;INDF;FEM;SG
淺野	asano	淺野	asano	PROPN	
午	pranz	午	pranz	N	
亞當斯	adams	亞當斯	adams	PROPN	PROPN
徘徊	rătăcind	徘徊	rătăci	N	V;V.MSDR
夜行	nocturne	夜行	nocturn	N	ADJ;INDF;FEM;PL
夜行	nocturn	夜行	nocturn	N	ADJ;INDF;MASC;SG
可樂	cola	可樂	cola	N	
軍閥	warlord	軍閥	warlord	N	PROPN
蜂蜜	dragă	蜂蜜	drag	N	ADJ;INDF;FEM;SG
玄武	xuanwu	玄武	xuanwu	PROPN	
稱	desemnarea	稱	desemnare	V	N;DEF;FEM;SG
稱	desemnare	稱	desemnare	V	N;INDF;FEM;SG
受益	beneficiu	受益	beneficiu	V	N;INDF;MASC;SG
受益	beneficii	受益	beneficiu	V	N;INDF;FEM;PL
受益	beneficiul	受益	beneficiu	V	N;DEF;MASC;SG
樂觀	optimist	樂觀	optimist	N	ADJ;INDF;MASC;SG
樂觀	optimiste	樂觀	optimist	N	ADJ;INDF;FEM;PL
樂觀	optimistă	樂觀	optimist	N	ADJ;INDF;FEM;SG
樂觀	optimist	樂觀	optimist	N	ADJ;INDF;MASC;SG
異性	heterosexual	異性	heterosexual	N	ADJ;INDF;MASC;SG
活著	vie	活著	viu	V	
活著	viu	活著	viu	V	ADJ;INDF;MASC;SG
遺留	mostenire	遺留	mostenire	V	N;INDF;FEM;SG
遺留	moștenire	遺留	moștenire	V	N;INDF;FEM;SG
遺留	moștenirea	遺留	moștenire	V	N;DEF;FEM;SG
烹飪	gătesc	烹飪	găti	N	V;IND;PL;3;PRS;FIN
摩登	moderni	摩登	modern	PROPN	ADJ;INDF;MASC;PL
摩登	moderna	摩登	moderna	PROPN	ADJ;DEF;FEM;SG
摩登	modern	摩登	modern	PROPN	ADJ;INDF;MASC;SG
摩登	moderne	摩登	modern	PROPN	ADJ;INDF;FEM;PL
摩登	modernă	摩登	modern	PROPN	ADJ;INDF;FEM;SG
裝修	renovat	裝修	renovat	N	ADJ;INDF;MASC;SG
救濟	relief	救濟	relief	V	N;INDF;MASC;SG
跟蹤	urmarire	跟蹤	urmarire	V	N;INDF;FEM;SG
跟蹤	urmărire	跟蹤	urmărire	V	N;INDF;FEM;SG
跟蹤	urmărirea	跟蹤	urmărire	V	N;DEF;FEM;SG
天國	rai	天國	rai	N	
喝酒	bea	喝酒	bea	V	
喝酒	băutură	喝酒	băutură	V	N;INDF;FEM;SG
多樣	diversitatea	多樣	diversitate	ADJ	N;DEF;FEM;SG
多樣	diversitate	多樣	diversitate	ADJ	N;INDF;FEM;SG
檀	honolulu	檀	honolulu	PROPN	N;DEF;MASC;SG
處置	eliminare	處置	eliminare	V	N;INDF;FEM;SG
處置	eliminarea	處置	eliminare	V	N;DEF;FEM;SG
處置	dispoziție	處置	dispoziție	V	N;INDF;FEM;SG
處置	cedări	處置	cedăre	V	N;INDF;FEM;PL
玲奈	rena	玲奈	rena	PROPN	
量度	măsoară	量度	măsura	N	V;IND;3;PRS;FIN
按	masaje	按	masaj	ADP	N;INDF;FEM;PL
按	masajul	按	masaj	ADP	N;DEF;MASC;SG
按	masaj	按	masaj	ADP	N;INDF;MASC;SG
林	woodland	林	woodland	PROPN	PROPN
為	dece	為	dece	ADP	
煽動	incitare	煽動	incitare	V	N;INDF;FEM;SG
煽動	incitarea	煽動	incitare	V	N;DEF;FEM;SG
煽動	răzvrătire	煽動	răzvrătire	V	N;INDF;FEM;SG
應變	tulpină	應變	tulpină	V	N;INDF;FEM;SG
應變	tulpina	應變	tulpină	V	N;DEF;FEM;SG
保養	întreținerea	保養	întreținere	V	N;DEF;FEM;SG
保養	intretinere	保養	intretinere	V	N;INDF;FEM;SG
保養	întreținere	保養	întreținere	V	N;INDF;FEM;SG
家庭	guvernantă	家庭	guvernant	N	ADJ;INDF;FEM;SG
萃取	extragerea	萃取	extragere	V	N;DEF;FEM;SG
萃取	extracție	萃取	extracție	V	N;INDF;FEM;SG
萃取	extragere	萃取	extragere	V	N;INDF;FEM;SG
萃取	extracția	萃取	extracție	V	N;DEF;FEM;SG
萃取	extragere	萃取	extragere	V	N;INDF;FEM;SG
萃取	extras	萃取	extras	V	ADJ;INDF;MASC;SG
萃取	extract	萃取	extract	V	N;INDF;MASC;SG
壓迫	reprimarea	壓迫	reprimare	V	N;DEF;FEM;SG
壓迫	represiune	壓迫	represiune	V	N;INDF;FEM;SG
壓迫	represiunea	壓迫	represiune	V	N;DEF;FEM;SG
壓迫	opresiune	壓迫	opresiune	V	N;INDF;FEM;SG
跨度	span	跨度	span	V	
填補	umplutură	填補	umplutură	V	N;INDF;FEM;SG
填補	umplere	填補	umplere	V	N;INDF;FEM;SG
填補	umple	填補	umple	V	
填補	umplere	填補	umplere	V	N;INDF;FEM;SG
困惑	confuzia	困惑	confuzie	V	N;DEF;FEM;SG
困惑	confuzie	困惑	confuzie	V	N;INDF;FEM;SG
困惑	confuzii	困惑	confuz	V	N;INDF;FEM;PL
困惑	derutat	困惑	deruta	V	ADJ;INDF;MASC;SG
困惑	confuzi	困惑	confuz	V	
困惑	confuz	困惑	confuz	V	ADJ;INDF;MASC;SG
困惑	confuză	困惑	confuz	V	ADJ;INDF;FEM;SG
困惑	confuză	困惑	confuz	V	ADJ;INDF;FEM;SG
困惑	derutant	困惑	derutant	V	ADV
困惑	confuze	困惑	confuz	V	ADJ;INDF;FEM;PL
困惑	confuz	困惑	confuz	V	ADJ;INDF;MASC;SG
聖地亞哥	santiago	聖地亞哥	santiago	PROPN	PROPN
樂天	lotte	樂天	lott	N	PROPN
堵塞	înfundat	堵塞	înfundat	V	ADJ;INDF;MASC;SG
融化	topirea	融化	topire	V	N;DEF;FEM;SG
融化	topire	融化	topir	V	N;INDF;FEM;SG
融化	topită	融化	topit	V	ADJ;INDF;FEM;SG
融化	topit	融化	topi	V	ADJ;INDF;MASC;SG
融化	topire	融化	topir	V	N;INDF;FEM;SG
嫉妒	geloasa	嫉妒	gelos	V	N;DEF;FEM;SG
嫉妒	geloasă	嫉妒	gelos	V	ADJ;INDF;FEM;SG
嫉妒	gelos	嫉妒	gelos	V	ADJ;INDF;MASC;SG
嫉妒	gelozie	嫉妒	gelozie	V	N;INDF;FEM;SG
嫉妒	gelozia	嫉妒	gelozie	V	N;DEF;FEM;SG
共	coexista	共	coexista	ADV	V;IND;SG;3;IPFV;FIN
放大	amp	放大	amp	V	N;INDF;MASC;SG
放大	amplificator	放大	amplificator	V	N;INDF;MASC;SG
放大	amplificator	放大	amplificator	V	N;INDF;MASC;SG
放大	amplificatoare	放大	amplificator	V	ADJ;INDF;FEM
放大	amperi	放大	amperi	V	N;INDF;MASC;PL
