til	برای	til	برای	ADV	ADP
apollo	آپولو	apollo	None		N;SG
apollo	شفاخانه	apollo	شفاخانه		N;SG
svage	ناتوان	svag	None	ADJ;PL	N;SG
svage	ضعیفی	svag	ضعیفی	ADJ;PL	N;SG
missouri	میزوری	missouri	میزوری		N;SG
hartmann	هارتمن	hartmann	هارتمن		N;SG
masser	قرعه	masse	قرعه	N;INDF;MASC+FEM;PL	N;SG
sofia	سوفیا	sofia	سوفیا		N;SG
landsdækkende	نشنال	landsdækkende	نشنال	ADJ	N;SG
alfa	آلفا	alfa	آلفا		N;SG
minimum	کمترین	minimum	کم	N;INDF;NEUT;SG	ADJ;RL
minimum	کمینه	minimum	کمینه	N;INDF;NEUT;SG	
socialistiske	سوسیالیستی	socialistisk	سوسیالیستی	ADJ;PL	N;SG
socialistiske	سوسیالیست	socialistisk	سوسیالیست	ADJ;PL	N;SG
hop	جهش	hop	None	V;IMP	N;SG
hop	پرش	hop	None	V;IMP	N;SG
hop	پرشی	hop	پرشی	V;IMP	N;SG
fiktive	خیالی	fiktiv	خیالی	ADJ;PL	N;SG
sydpå	ساوت	sydpå	ساوت	ADV	N;SG
sydpå	جنوب	sydpå	جنوب	ADV	N;SG
sydpå	جنوبی	sydpå	جنوبی	ADV	N;SG
call	بخوانید	call	خواند#خوان	N;INDF;NEUT;SG	V;SBJV;PL;2;PRS
argumenter	آرگومان	argument	آرگوم	N;INDF;NEUT;PL	N;SG
argumenter	استدلال	argument	استدلال	N;INDF;NEUT;PL	N;SG
tyskere	آلمانیا	tysker	آلمانیا	N;INDF;MASC+FEM;PL	N;SG
negativ	نگاتیو	negativ	نگتیو	ADJ;INDF;MASC+FEM;SG	N;SG
pink	پینک	pink	پینک		N;SG
pink	صورتی	pink	صورت		N;SG
integreret	انتگرال	integrere	انتگرال	V;INDF;SG;PST;V.PTCP	N;SG
integreret	مجتمع	integrere	مجتمع	V;INDF;SG;PST;V.PTCP	N;SG
integreret	یکپارچه	integrere	یکپارچه	V;INDF;SG;PST;V.PTCP	ADJ
globe	گلوب	glob	گلوب	ADJ;INDF;MASC+FEM;SG	N;SG
atp	atp	atp	atp		N;SG
drikke	نوشیدن	drikke	نوشیدن	V;NFIN;ACT	N;SG
drikke	آشامیدنی	drikke	آشامیدنی	V;NFIN;ACT	N;SG
drikke	نوشیدن	drikke	نوشیدن	V;NFIN;ACT	N;SG
drikke	بنوشید	drikke	None	V;NFIN;ACT	N;SG
nutiden	حاضر	nutid	حاضر	N;DEF;MASC+FEM;SG	ADJ
yde	گرنت	yde	گرنت	V;NFIN;ACT	N;SG
yde	گرانت	yde	گرانت	V;NFIN;ACT	N;SG
yde	اعطای	yde	اعطا	V;NFIN;ACT	N;SG
detroit	دیترویت	detroit	دیترویت		N;SG
mario	ماریو	mario	ماریو		N;SG
kendetegn	مشخصات	kendetegn	مشخصه	N;INDF;NEUT;SG	N;PL
são	سائو	são	سائو		N;SG
sandsynligt	احتمالی	sandsynlig	احتمالی	ADJ;INDF;NEUT;SG	N;SG
casper	کاسپر	caspe	کاسپر		N;SG
nederlandske	هلندی	nederlandsk	هلندی	ADJ;PL	N;SG
nederlandske	داچ	nederlandsk	داچ	ADJ;PL	N;SG
nederlandske	هلند	nederlandsk	هلند	ADJ;PL	N;SG
gate	دروازه	gate	دروازه		N;SG
gate	گیت	gate	گرفت#گیر		N;SG
gate	دری	gate	دری		N;SG
spillerne	بازیکن	spiller	بازیکن	N;DEF;MASC+FEM;PL	N;SG
saudi	عربستان	saudi	عربستان		N;SG
instruktion	دستورالعملها	instruktion	دستورالع	N;INDF;MASC+FEM;SG	N;PL
føderale	فدرال	føderal	فدرال	ADJ;PL	N;SG
stifter	سنجاق	stift	سنجاق	N;INDF;MASC+FEM;PL	N;SG
stifter	بنیانگذار	stift	بنیانگذار	N;INDF;MASC+FEM;PL	N;SG
stifter	موسس	stift	موسس	N;INDF;MASC+FEM;PL	N;SG
sene	تاندون	sene	تاندون	ADJ	N;SG
betaling	اجری	betaling	اجری	N;INDF;MASC+FEM;SG	
santiago	سانتیاگو	santiago	سانتیاگو		N;SG
vurdere	ارزیابی	vurdere	ارزیابی	V;NFIN;ACT	N;SG
vurdere	تعیین	vurdere	تعیین	V;NFIN;ACT	N;SG
strenge	اکید	streng	اکید	ADJ;PL	N;SG
congo	کنگو	congo	کنگو		N;SG
hawaii	هاوایی	hawaii	هاوایی		N;SG
værktøj	ابزارها	værktøj	ابزار	N;INDF;NEUT;SG	N;PL
værktøj	ابزارهای	værktøj	ابزار	N;INDF;NEUT;SG	N;PL
maritime	دریانوردی	maritim	دریانوردی	ADJ;PL	N;SG
løs	شل	løs	None	ADJ;INDF;SG	N;SG
løs	شُل	løs	شُل	ADJ;INDF;SG	N;SG
løs	حل	løs	حل	ADJ;INDF;SG	N;SG
nordpå	شمالی	nordpå	شمالی	ADV	N;SG
nordpå	نورث	nordpå	نورث	ADV	N;SG
nordpå	شمال	nordpå	شمال	ADV	N;SG
udfører	نمایشی	udføre	نمایشی	V;IND;PRS;FIN;ACT	N;SG
mindretal	اقلیتهای	mindretal	اقلیت	N;INDF;NEUT;SG	N;PL
wolf	گرگ	wolf	گرگ		N;SG
wolf	وولف	wolf	وولف		N;SG
wolf	گرگه	wolf	گرگه		N;SG
wolf	ولف	wolf	ولف		N;SG
basel	بازل	basel	بازل		N;SG
udnævnte	معین	udnævne	معین	V;IND;PST;FIN;ACT	N;SG
bekæmpe	مقابله	bekæmpe	مقابله	V;NFIN;ACT	N;SG
bekæmpe	نبرد	bekæmpe	None	V;NFIN;ACT	N;SG
underviser	تدریس	undervise	تدریس	V;IND;PRS;FIN;ACT	N;SG
underviser	educator	undervise	educator	V;IND;PRS;FIN;ACT	N;SG
smuk	زیباست	smuk	زیباست	ADJ;INDF;MASC+FEM;SG	N;SG
smuk	خوشگل	smuk	خوشگل	ADJ;INDF;MASC+FEM;SG	N;SG
smuk	خوشگل	smuk	خوشگل	ADJ;INDF;MASC+FEM;SG	N;SG
smuk	خوشگله	smuk	خوشگله	ADJ;INDF;MASC+FEM;SG	N;SG
smuk	خیلی	smuk	خیلی	ADJ;INDF;MASC+FEM;SG	ADV
hensigt	قصدم	hensigt	قصدم	N;INDF;MASC+FEM;SG	ADV
jerry	جری	jerry	جری		N;SG
eleverne	مردمک	elev	مردمک	N;DEF;MASC+FEM;PL	N;SG
wright	رایت	wright	رایت		N;SG
imponerende	ابهت	imponerende	ابهت	ADJ	N;SG
imponerende	موثر	imponerende	موثر	ADJ	N;SG
materiel	مواد	materiel	ماده	N;INDF;NEUT;SG	N;PL
materiel	مصالح	materiel	مصالح	N;INDF;NEUT;SG	N;PL
fjendtlige	خصومت	fjendtlig	خصومت	ADJ;PL	N;SG
fjendtlige	دشمنی	fjendtlig	دشمنی	ADJ;PL	N;SG
dal	دال	dal	دال	N;INDF;MASC+FEM;SG	
hære	سپاه	hære	سپاه	N;INDF;MASC+FEM;PL	N;SG
ledige	بیکار	ledig	بیکار	ADJ;PL	N;SG
khan	khan	khan	khan	PROPN	N;SG
khan	خان	khan	خان	PROPN	N;SG
khan	هانگ	khan	هانگ	PROPN	N;SG
erhvervede	بدست	erhvervet	بدست	V;IND;PST;FIN;ACT	N;SG
erhvervede	اکتسابی	erhvervet	اکتسابی	V;IND;PST;FIN;ACT	N;SG
magdalene	مگدالن	magdal	مگدالن	N;DEF;NEUT;PL	N;SG
niveauer	سطح	niveaue	سطح	N;INDF;NEUT;PL	N;SG
kansas	کانزاس	kansas	کانزاس		N;SG
bruno	برونو	bruno	برونو		N;SG
relaterede	مربوط	relatere	مربوط	V;PL;PST;V.PTCP	ADJ
relaterede	مرتبط	relatere	مرتبط	V;PL;PST;V.PTCP	N;SG
stars	ستارگان	stars	None	N;INDF;NEUT;SG	N;PL
administratorer	admins	administrator	admins	N;INDF;MASC+FEM;PL	N;SG
vilnius	ویلنیوس	vilnius	ویلنیوس		N;SG
gifte	married	gifte	married	V;NFIN;ACT	N;SG
gifte	متاهل	gifte	متاهل	V;NFIN;ACT	N;SG
gifte	ازدواج	gifte	ازدواج	V;NFIN;ACT	N;SG
øjnene	چشم	øje	چشم	N;DEF;NEUT;PL	N;SG
landskaber	عرضی	landskaber	عرضی	N;INDF;NEUT;PL	N;SG
landskaber	منظره	landskaber	منظره	N;INDF;NEUT;PL	N;SG
indtægter	درامد	indtægte	درامد	N;INDF;MASC+FEM;PL	N;SG
indtægter	درآمدی	indtægte	درآمدی	N;INDF;MASC+FEM;PL	N;SG
indtægter	درآمد	indtægte	درآمد	N;INDF;MASC+FEM;PL	N;SG
indtægter	فاکتور	indtægte	فاکتور	N;INDF;MASC+FEM;PL	N;SG
indtægter	درآمد	indtægte	درآمد	N;INDF;MASC+FEM;PL	N;SG
guy	گای	guy	گا		N;SG
guy	یارو	guy	یارو		N;SG
håndtere	گرداندن	håndtere	None	V;NFIN;ACT	N;SG
håndtere	دستگیره	håndtere	دستگیره	V;NFIN;ACT	N;SG
relationer	رابطه	relation	رابطه	N;INDF;MASC+FEM;PL	N;SG
relationer	رابطه	relation	رابطه	N;INDF;MASC+FEM;PL	N;SG
mini	mini	mini	mini		N;SG
mini	مینی	mini	مینی		N;SG
vokse	رشد	vokse	رشد	V;NFIN;ACT	N;SG
odder	سمور	odder	سمور		N;SG
odder	شنگ	odder	شنگ		N;SG
odder	اوتر	odder	اوتر		
persiske	پرشین	persisk	پرشین	ADJ;PL	N;SG
persiske	ایرانیان	persisk	ایرانی	ADJ;PL	N;PL
persiske	ایرانی	persisk	ایرانی	ADJ;PL	N;SG
persiske	فارسی	persisk	فارسی	ADJ;PL	N;SG
tyve	دزدان	tyve	دزد	NUM	N;PL
tyve	دزدها	tyve	دزد	NUM	N;PL
tyve	دزد	tyve	دزد	NUM	N;SG
felix	فلیکس	felix	فلیکس		N;SG
felix	فیلیکس	felix	فیلیکس		N;SG
kaste	پرتاب	kaste	None	V;NFIN;ACT	N;SG
kaste	کاست	kaste	کاست#کار	V;NFIN;ACT	N;SG
kaste	رحمت	kaste	رحمت	V;NFIN;ACT	N;SG
sas	ساس	sas	ساس	PROPN	N;SG
vurderet	میزان	vurdere	میزان	V;INDF;SG;PST;V.PTCP	N;SG
komplekse	هرات	komplekse	هرات	ADJ;PL	N;SG
libanon	لبنان	libanon	لبنان	PROPN	N;SG
gray	خاکستری	gray	خاکستری		N;SG
udgravninger	excavations	udgravning	excavations	N;INDF;MASC+FEM;PL	N;SG
formet	شکل	formet	شکل	V;INDF;SG;PST;V.PTCP	N;SG
simpelthen	سادگی	simpelthen	سادگی	ADV	N;SG
simpelthen	ساده	simpelthen	ساده	ADV	ADJ
ibn	ابن	ibn	ابن	PROPN	
birk	بیرک	birk	بیرک		N;SG
birk	توس	birk	توس		N;SG
birk	برچ	birk	برچ		
inger	اینگر	inger	اینگر	PROPN	N;SG
jomfru	باکرگی	jomfru	باکرگی	ADJ;INDF;MASC+FEM;SG	N;SG
jomfru	باکره	jomfru	باکره	ADJ;INDF;MASC+FEM;SG	N;SG
jomfru	ویرجین	jomfru	ویرجین	ADJ;INDF;MASC+FEM;SG	N;SG
hale	hale	hale	hale	N;INDF;MASC+FEM;SG	
huller	شکاف	huller	شکاف	N;INDF;MASC+FEM;PL	N;SG
behandler	درمان	behandle	درمان	V;IND;PRS;FIN;ACT	N;SG
behandler	درمانش	behandle	درمانش	V;IND;PRS;FIN;ACT	
behandler	درمان	behandle	درمان	V;IND;PRS;FIN;ACT	N;SG
luis	لویس	luis	لویس		N;SG
linda	لیندا	linda	لیندا		N;SG
tilbudt	امانت	tilbudt	امانت	V;INDF;SG;PST;V.PTCP	N;SG
mislykkedes	خرابی	mislykkes	خرابی	V;IND;PST;FIN;ACT	N;SG
valencia	والنسیا	valencia	والنسیا	PROPN	N;SG
uenighed	اختلافات	uenighed	اختلاف	N;INDF;MASC+FEM;SG	N;PL
rune	رونه	rune	رونه		N;SG
overbevist	قانع	overbevise	None	V;INDF;SG;PST;V.PTCP	ADJ
overbevist	متقاعد	overbevise	متقاعد	V;INDF;SG;PST;V.PTCP	N;SG
raymond	ریموند	raymond	ریموند		N;SG
skarp	شارپ	skarp	شارپ	ADJ;INDF;MASC+FEM;SG	N;SG
skarp	تیزی	skarp	تیز	ADJ;INDF;MASC+FEM;SG	N;SG
skarp	هشیار	skarp	هشیار	ADJ;INDF;MASC+FEM;SG	N;SG
skarp	تیز	skarp	تیز	ADJ;INDF;MASC+FEM;SG	N;SG
felter	فیلدز	felter	فیلدز	N;INDF;NEUT;PL	N;SG
pattedyr	ممل	pattedyr	ممل	N;INDF;NEUT;PL	N;SG
pattedyr	پستاندار	pattedyr	پستاندار	N;INDF;NEUT;PL	N;SG
besiddelser	هولدینگز	besiddelse	هولدینگز	N;INDF;MASC+FEM;PL	N;SG
kobber	مس	kobber	مس	N;INDF;MASC+FEM;PL	N;SG
abc	ab	abc	ab		INTJ
resultaterne	نتیجه	resultat	نتیجه	N;DEF;NEUT;PL	N;SG
middelalderlige	mediaeval	middelalderlig	mediaeval	ADJ;PL	N;SG
tegnefilm	کارتون	tegnefilm	کارتون	N;INDF;MASC+FEM;PL	N;SG
tegnefilm	کارتون	tegnefilm	کارتون	N;INDF;MASC+FEM;PL	N;SG
hjemmehørende	بومی	hjemmehørende	بومی	ADJ	N;SG
mønter	سکه	mønt	سکه	N;INDF;MASC+FEM;PL	N;SG
mønter	سکه	mønt	سکه	N;INDF;MASC+FEM;PL	N;SG
pia	پیا	pia	پیا	PROPN	
nederlandsk	هلندی	nederlandsk	هلندی	ADJ;INDF;SG	N;SG
nederlandsk	داچ	nederlandsk	داچ	ADJ;INDF;SG	N;SG
nederlandsk	هلند	nederlandsk	هلند	ADJ;INDF;SG	N;SG
dramatisk	دراماتیک	dramatisk	دراماتیک	ADJ;INDF;SG	N;SG
nina	نینا	nina	نینا		N;SG
nederst	تهش	nederst	تهش	ADV	
nederst	مفعول	nederst	مفعول	ADV	N;SG
nederst	باتوم	nederst	باتوم	ADV	N;SG
viii	هشتم	viii	هشتم	NUM	ADJ
variationer	تنوع	variation	تنوع	N;INDF;MASC+FEM;PL	N;SG
oversætter	translator	oversætte	translator	V;IND;PRS;FIN;ACT	N;SG
oversætter	مترجم	oversætte	مترجم	V;IND;PRS;FIN;ACT	N;SG
oversætter	ترجمه	oversætte	ترجمه	V;IND;PRS;FIN;ACT	N;SG
centimeter	اینچ	centimeter	اینچ	N;INDF;MASC+FEM;PL	N;SG
centimeter	سانتیمتر	centimeter	سانتیمتر	N;INDF;MASC+FEM;PL	N;SG
centimeter	سانتیمتر	centimeter	سانتیمتر	N;INDF;MASC+FEM;PL	N;SG
hals	نک	hals	نک	N;INDF;MASC+FEM;SG	
sans	sans	sans	sans	N;INDF;MASC+FEM;SG	
præcise	دقیقی	præcis	دقیقی	ADJ;PL	N;SG
præcise	دقیق	præcis	دقیق	ADJ;PL	ADV
tænder	دندون	tand	دندون	N;INDF;MASC+FEM;PL	N;SG
tænder	دندان	tand	دندان	N;INDF;MASC+FEM;PL	N;SG
bagfra	عقبگرد	bagfra	عقبگرد	ADV	N;SG
specifikt	خاص	specifikt	خاص	ADV	N;SG
specifikt	مشخص	specifikt	مشخص	ADV	ADJ
poly	پلی	poly	پلی		N;SG
dyre	گران	dyr	گران	ADJ;PL	N;SG
dyre	گرونه	dyr	گرونه	ADJ;PL	N;SG
insee	insee	inse	insee		N;SG
matematiske	ریاضی	matematisk	ریاضی	ADJ;PL	N;SG
matematiske	ریاضیات	matematisk	ریاضی	ADJ;PL	N;SG
harold	هارولد	harold	هارولد		N;SG
harold	هرولد	harold	هرولد		N;SG
foreløbig	موقت	foreløbig	None	ADV	N;SG
foreløbig	مقدماتی	foreløbig	مقدمه	ADV	N;PL
nazi	نازی	nazi	نازی		N;SG
wall	وال	wall	وال		
wall	دیواری	wall	دیواری		N;SG
wall	دیوار	wall	دیوار		N;SG
lettiske	لتونی	lettisk	لتونی	ADJ;PL	N;SG
fremskridt	پیشرفت	fremskridt	پیشرفت	N;INDF;NEUT;PL	N;SG
fremskridt	پیشرفتی	fremskridt	پیشرفتی	N;INDF;NEUT;PL	N;SG
trade	تجارت	trade	تجارت		N;SG
flanke	پهلوها	flanke	پهلو	N;INDF;MASC+FEM;SG	N;PL
teoretisk	نظری	teoretisk	نظری	ADV	N;SG
forelæsninger	منبر	forelæsning	منبر	N;INDF;MASC+FEM;PL	N;SG
parallelt	موازی	parallelt	موازی	ADV	N;SG
temperaturer	دما	temperatur	دما	N;INDF;MASC+FEM;PL	N;SG
colombia	کلمبیا	colombia	کلمبیا		N;SG
donald	دونالد	donald	دونالد		N;SG
bytte	درندگان	bytte	درنده	N;INDF;MASC+FEM;SG	N;PL
beskytter	محافظت	beskytte	محافظت	V;IND;PRS;FIN;ACT	N;SG
beskytter	سروری	beskytte	سروری	V;IND;PRS;FIN;ACT	N;SG
springer	اسپرینگر	springe	اسپرینگر	V;IND;PRS;FIN;ACT	N;SG
springer	شوالیه	springe	شوالیه	V;IND;PRS;FIN;ACT	N;SG
springer	نایت	springe	نایت	V;IND;PRS;FIN;ACT	N;SG
springer	جهش	springe	None	V;IND;PRS;FIN;ACT	N;SG
springer	پریدن	springe	پریدن	V;IND;PRS;FIN;ACT	N;SG
springer	جهنده	springe	جهنده	V;IND;PRS;FIN;ACT	N;SG
oplysning	اطلاعات	oplysning	اطلاع	N;INDF;MASC+FEM;SG	N;PL
oplysning	معلومات	oplysning	معلوم	N;INDF;MASC+FEM;SG	N;PL
tiger	ببر	tige	None	N;INDF;MASC+FEM;SG	V;IMP;SG;2
tiger	ببری	tige	ببری	N;INDF;MASC+FEM;SG	V;SBJV;SG;2
engageret	engaged	engagere	engaged	V;INDF;SG;PST;V.PTCP	N;SG
engageret	نامزد	engagere	نامزد	V;INDF;SG;PST;V.PTCP	N;SG
engageret	متعهد	engagere	None	V;INDF;SG;PST;V.PTCP	ADJ
jagger	جگر	jagge	جگر	N;INDF;MASC+FEM;PL	N;SG
its	its	itse	its		
silver	نقره	silve	نقره		N;SG
silver	سیمین	silve	سیمین		N;SG
silver	سیلور	silve	سیلور		N;SG
camp	اردوگاه	camp	اردوگاه		N;SG
camp	اردو	camp	اردو		N;SG
camp	کمپ	camp	کمپ		N;SG
skelne	تفصیل	skelne	تفصیل	V;NFIN;ACT	N;SG
parametre	پارامتر	parametre	پارامتر	N;INDF;MASC+FEM;PL	N;SG
måle	پیمانه	måle	پیمانه	V;NFIN;ACT	N;SG
måle	پیمانه	måle	پیمانه	V;NFIN;ACT	N;SG
stige	نردبان	stige	نردب	V;NFIN;ACT	N;SG
stige	نردبانی	stige	نردبانی	V;NFIN;ACT	N;SG
fremover	اینده	fremover	اینده	ADV	
fremover	future	fremover	future	ADV	N;SG
fremover	آینده	fremover	آینده	ADV	N;SG
optagelser	رکوردینگز	optagelse	رکوردینگز	N;INDF;MASC+FEM;PL	N;SG
litauiske	لیتوانی	litauisk	لیتوانی	ADJ;PL	N;SG
bestemmelser	آذوقه	bestemmelse	آذوقه	N;INDF;MASC+FEM;PL	N;SG
edinburgh	ادینبورگ	edinburgh	ادینبورگ	PROPN	N;SG
svær	شدید	svær	شدید	ADJ;INDF;MASC+FEM;SG	N;SG
svær	سخت	svær	سخت	ADJ;INDF;MASC+FEM;SG	ADV
svær	سخت	svær	سخت	ADJ;INDF;MASC+FEM;SG	ADV
svær	سختی	svær	سختی	ADJ;INDF;MASC+FEM;SG	N;SG
enge	مدوز	enge	مدوز	N;INDF;MASC+FEM;SG	
bolivia	بولیوی	bolivia	بولیوی		N;SG
astrid	استرید	astrid	استرید		N;SG
inspirerede	الهام	inspirere	None	V;PL;PST;V.PTCP	N;SG
caspar	کاسپار	caspar	کاسپار		N;SG
baltiske	بالتیک	baltisk	بالتیک	ADJ;PL	N;SG
hemmelighed	محرمانه	hemmelighed	محرمانه	N;INDF;MASC+FEM;SG	ADJ
deep	اعماق	deep	عمق		N;PL
deep	ژرف	deep	ژرف		N;SG
deep	عمیق	deep	عمیق		ADJ
levere	تحویل	levere	تحویل	V;NFIN;ACT	N;SG
levere	رساندن	levere	رساندن	V;NFIN;ACT	N;SG
protest	اعتراضات	protest	اعتراض	N;INDF;MASC+FEM;SG	N;PL
protest	اعتراضات	protest	اعتراض	N;INDF;MASC+FEM;SG	N;PL
taiwan	تایوان	taiwan	تایوان		N;SG
banker	بنک	bank	بنک	N;INDF;MASC+FEM;PL	N;SG
banker	بانک	bank	بانک	N;INDF;MASC+FEM;PL	N;SG
banker	بنکس	bank	بنکس	N;INDF;MASC+FEM;PL	N;SG
full	پر	full	پر		N;SG
full	کاملش	full	کاملش		N;SG
full	سرشار	full	سرشار		ADJ
full	فول	full	فول		N;SG
full	پره	full	پره		N;SG
flertydig	ابهامزدایی	flertydig	ابهامزدایی	ADJ;INDF;MASC+FEM;SG	N;SG
forside	جبهه	forside	جبهه	V;IMP	N;SG
forside	جلو	forside	جلو	V;IMP	N;SG
costa	کوستا	costa	کوستا		N;SG
costa	کاستا	costa	کاستا		N;SG
systematisk	سیستماتیک	systematisk	سیستماتیک	ADV	N;SG
systematisk	اصولی	systematisk	اصولی	ADV	N;SG
ungarsk	مجاری	ungarsk	مجاری	ADJ;INDF;SG	N;SG
ungarsk	مجارستانی	ungarsk	مجارستانی	ADJ;INDF;SG	N;SG
ungarsk	مجارستان	ungarsk	مجارستان	ADJ;INDF;SG	N;SG
haag	هیگ	haag	هیگ		N;SG
columbus	کلمبوس	columbus	کلمبوس		N;SG
warren	وارن	warren	وارن		N;SG
mer	مر	mer	مر	N;INDF;MASC+FEM;SG	
monte	مونته	monte	مونته		N;SG
rangers	تکاور	range	تکاور	N;GEN;INDF;MASC+FEM;PL	N;SG
maurice	موریس	maurice	موریس		N;SG
fernando	فرناندو	fernando	فرناندو		N;SG
creek	کریک	creek	کریک		N;SG
creek	نهر	creek	نهر		N;SG
beskyttede	محفوظ	beskytte	None	V;PL;PST;V.PTCP	ADJ
bass	بیس	bass	بیس		N;SG
bass	باس	bass	باس		N;SG
novgorod	نووگورود	novgorod	نووگورود		N;SG
indgang	اینلت	indgang	اینلت	N;INDF;MASC+FEM;SG	
brasiliansk	برزیلی	brasiliansk	برزیلی	ADJ;INDF;SG	N;SG
brasiliansk	برزیل	brasiliansk	برزیل	ADJ;INDF;SG	N;SG
betalt	پرداخت	betale	پرداخت	V;INDF;SG;PST;V.PTCP	N;SG
malaysia	مالزی	malaysia	مالزی		N;SG
malaysia	iran	malaysia	iran		
svømning	شنای	svømning	شنا	N;INDF;MASC+FEM;SG	N;PL
svømning	شنای	svømning	شنا	N;INDF;MASC+FEM;SG	N;PL
menneskelig	انسان	menneskelig	انسان	ADJ;INDF;MASC+FEM;SG	N;SG
menneskelig	انسانی	menneskelig	انسانی	ADJ;INDF;MASC+FEM;SG	N;SG
menneskelig	بشر	menneskelig	بشر	ADJ;INDF;MASC+FEM;SG	N;SG
uheld	تصادفات	uheld	تصادف	N;INDF;NEUT;SG	N;PL
uheld	حوادث	uheld	حوادث	N;INDF;NEUT;SG	N;PL
ammunition	مهمات	ammunition	مهمه	N;INDF;MASC+FEM;SG	N;PL
lovgivende	قانونگذاری	lovgivende	قانونگذاری	ADJ	N;SG
lone	لون	lone	لون		N;SG
lotte	لوت	lotte	لوت		N;SG
lotte	لاتی	lotte	لاتی		N;SG
lotte	لوتی	lotte	لوتی		N;SG
perry	پری	perry	پری		N;SG
pan	پان	pan	پان		N;SG
pan	پن	pan	پن		N;SG
manga	مانگا	manga	مانگا		N;SG
univers	کائنات	univers	کائن	N;INDF;NEUT;SG	N;PL
nürnberg	نورنبرگ	nürnberg	نورنبرگ		N;SG
unesco	یونسکو	unesco	یونسکو		N;SG
forestiller	تصور	forestille	تصور	V;IND;PRS;FIN;ACT	N;SG
rejsende	مسافرین	rejse	مسافرین	V;PRS;V.PTCP	N;PL
rejsende	مسافران	rejse	مسافر	V;PRS;V.PTCP	N;PL
rejsende	مسافری	rejse	مسافری	V;PRS;V.PTCP	N;SG
rejsende	رهگذران	rejse	رهگذان	V;PRS;V.PTCP	N;PL
rejsende	مسافر	rejse	مسافر	V;PRS;V.PTCP	N;SG
rejsende	مسافران	rejse	مسافر	V;PRS;V.PTCP	N;PL
tallinn	تالین	tallinn	تالین		N;SG
glat	نرم	glat	نرم	ADJ;INDF;MASC+FEM;SG	N;SG
alternativt	جایگزین	alternativt	جایگزین	ADV	ADJ
alternativt	متناوب	alternativt	متناوب	ADV	N;SG
opfinder	بندند	opfinder	داد#ده	N;INDF;MASC+FEM;SG	V;SBJV;PL;3;PRS
faglige	حرفهای	faglig	حرف	ADJ;PL	N;PL
interessante	جالبی	interessant	جالب	ADJ;PL	N;SG
interessante	جالبه	interessant	جالبه	ADJ;PL	N;SG
terry	برفی	terry	برفی		N;SG
fremmed	alien	fremmed	alien	ADJ;INDF;MASC+FEM;SG	N;SG
fremmed	فضایی	fremmed	فضا	ADJ;INDF;MASC+FEM;SG	N;SG
fremmed	غریبه	fremmed	غریبه	ADJ;INDF;MASC+FEM;SG	N;SG
machine	ماشینی	machine	ماشینی		N;SG
machine	ماشین	machine	ماشین		N;SG
machine	دستگاه	machine	دستگاه		N;SG
agnes	اگنس	agne	اگنس	N;INDF;MASC+FEM;SG	
udformning	خلاقانه	udformning	خلاقانه	N;INDF;MASC+FEM;SG	ADJ
grande	گرانده	grand	گراند#گران		N;SG
grande	گراند	grand	گراند#گران		N;SG
damer	خانما	dame	خانما	N;INDF;MASC+FEM;PL	N;SG
stridigheder	مجادله	stridighed	مجادله	N;INDF;MASC+FEM;PL	N;SG
dræber	قاتل	dræbe	قاتل	V;IND;PRS;FIN;ACT	N;SG
dræber	میکشه	dræbe	میکشه	V;IND;PRS;FIN;ACT	V;SBJV;SG;2;PRS
dræber	کشتن	dræbe	کشتن	V;IND;PRS;FIN;ACT	N;SG
helsingborg	هلسینگبورگ	helsingborg	هلسینگبورگ		N;SG
bit	بیت	bit	بیت		N;SG
bit	ذره	bit	ذره		N;SG
stemt	رای	stemme	None	V;INDF;SG;PST;V.PTCP	N;SG
stemt	رأی	stemme	رأی	V;INDF;SG;PST;V.PTCP	N;SG
morris	موریس	morris	موریس		N;SG
schweizisk	سوئیسی	schweizisk	سوئیسی	ADJ;INDF;SG	N;SG
schweizisk	سوئیس	schweizisk	سوئیس	ADJ;INDF;SG	N;SG
højden	قد	højde	قد	N;DEF;MASC+FEM;SG	
flad	مسطح	flad	مسطح	ADJ;INDF;MASC+FEM;SG	N;SG
flad	فلت	flad	فلت	ADJ;INDF;MASC+FEM;SG	N;SG
bede	دعا	bede	None	V;NFIN;ACT	N;SG
reaktioner	واکنشی	reaktion	واکنش	N;INDF;MASC+FEM;PL	N;SG
reaktioner	واکنش	reaktion	واکنش	N;INDF;MASC+FEM;PL	N;SG
egnet	مناسب	egne	مناسب	V;INDF;SG;PST;V.PTCP	ADJ
egnet	مناسبه	egne	مناسبه	V;INDF;SG;PST;V.PTCP	N;SG
synlige	مرئی	synlig	مرئی	ADJ;PL	N;SG
indonesien	اندونزی	indonesie	اندونزی		N;SG
inge	اینگه	inge	اینگه		
express	اکسپرس	express	اکسپرس		N;SG
danse	dance	danse	dance	V;NFIN;ACT	N;SG
danse	رقص	danse	رقص	V;NFIN;ACT	N;SG
danse	رقص	danse	رقص	V;NFIN;ACT	N;SG
danse	رقصیدن	danse	رقصیدن	V;NFIN;ACT	N;SG
toronto	toronto	toronto	toronto		N;SG
toronto	تورنتو	toronto	تورنتو		N;SG
kaukasus	قفقاز	kaukasus	قفقاز		N;SG
frivilligt	داوطلبانه	frivilligt	داوطلبانه	ADV	ADJ
frivilligt	اختیاری	frivilligt	اختیار	ADV	N;SG
