של	shel	של	shel	PART;GEN	N;NOM;INDF;MASC+FEM;SG
קונסטנטין	constantine	קונסטנטין	constantine	PROPN	PROPN;NOM
קונסטנטין	constantin	קונסטנטין	constantin	PROPN	PROPN;NOM
אסיסטים	bistår	אסיסט	bistå	N;MASC;PL	V;IND;PRS;FIN;ACT
רובינסון	robinson	רובינסון	robinson	PROPN	N;NOM;INDF;MASC+FEM;SG
יבש	torrt	יבש	torr		ADJ;NOM;INDF;NEUT;SG
יבש	torka	יבש	torka		V;IMP;FIN;ACT
יבש	torra	יבש	torr		ADJ;NOM;PL
יבש	torr	יבש	torr		ADJ;NOM;INDF;MASC+FEM;SG
רעב	hungrig	רעב	hungrig	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
רעב	hungriga	רעב	hungrig	N;MASC;SG	ADJ;NOM;PL
מוח	hjärna	מוח	hjärna		N;NOM;INDF;MASC+FEM;SG
מוח	hjärnan	מוח	hjärna		N;NOM;DEF;MASC+FEM;SG
מוח	brain	מוח	brain		N;NOM;INDF;MASC+FEM;SG
מוח	hjärna	מוח	hjärna		N;NOM;INDF;MASC+FEM;SG
מוח	hjärnor	מוח	hjärna		N;NOM;INDF;MASC+FEM;PL
נחש	gissning	נחש	gissning		N;NOM;INDF;MASC+FEM;SG
נחש	gissar	נחש	giss		V;IND;PRS;FIN;ACT
נחש	gissa	נחש	giss		V;IMP;FIN;ACT
נחש	orm	נחש	orm		N;NOM;INDF;MASC+FEM;SG
נחש	ormen	נחש	orm		N;NOM;DEF;MASC+FEM;SG
נחש	snake	נחש	snake		N;NOM;INDF;MASC+FEM;SG
נחש	orm	נחש	orm		N;NOM;INDF;MASC+FEM;SG
נחש	ormen	נחש	orm		N;NOM;DEF;MASC+FEM;SG
זמרי	sångare	זמר	sång	PROPN	N;NOM;INDF;MASC+FEM;SG
שארית	återstod	שארית	återstod	ADV	V;IND;PST;FIN;ACT
שארית	rester	שארית	rest	ADV	N;NOM;INDF;MASC+FEM;PL
שארית	återstoden	שארית	återstod	ADV	N;NOM;DEF;MASC+FEM;SG
שארית	återstående	שארית	återstående	ADV	ADJ;NOM
שארית	resterande	שארית	resterande	ADV	ADJ;NOM;PRS;V.PTCP
שארית	kvarvarande	שארית	kvarvarande	ADV	ADJ;NOM
שארית	resterande	שארית	resterande	ADV	ADJ;NOM;PRS;V.PTCP
למקומות	platser	למקום	plats		N;NOM;INDF;MASC+FEM;PL
למקומות	ställen	למקום	ställe		N;NOM;INDF;NEUT;PL
שווי	cap	שווי	cap		N;NOM;INDF;MASC+FEM;SG
שווי	mössa	שווי	möss		N;NOM;INDF;MASC+FEM;SG
שווי	keps	שווי	keps		N;NOM;INDF;MASC+FEM;SG
שווי	värt	שווי	värd		ADJ;NOM;INDF;MASC+FEM;SG
שווי	värd	שווי	värd		ADJ;NOM;INDF;MASC+FEM;SG
שווי	worth	שווי	worth		PROPN;NOM
מכוסה	täcks	מכוסה	täcka	ADJ;MASC;SG	V;IND;PRS;FIN;PASS
מכוסה	täckta	מכוסה	täckt	ADJ;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
מכוסה	täckte	מכוסה	täcka	ADJ;MASC;SG	V;IND;PST;FIN;ACT
מסוכן	farliga	מסוכן	farlig	ADJ;MASC;SG	ADJ;NOM;PL
מסוכן	riskfyllda	מסוכן	riskfylld	ADJ;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
אדריכל	arkitekter	אדריכל	arkitekt	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
עמיר	amir	עמיר	ami	PROPN	PROPN;NOM
קרדיט	kredit	קרדיט	kredit	PROPN	N;NOM;INDF;MASC+FEM;SG
קרדיט	credit	קרדיט	credit	PROPN	N;NOM;INDF;MASC+FEM;SG
הזנב	svans	הזנב	svans	PROPN	N;NOM;INDF;MASC+FEM;SG
הזנב	stjärt	הזנב	stjärta	PROPN	N;NOM;INDF;MASC+FEM;SG
הזנב	svansen	הזנב	svans	PROPN	N;NOM;DEF;MASC+FEM;SG
הקונפדרציה	konfederationen	הקונפדרציה	konfederation	PROPN	N;NOM;DEF;MASC+FEM;SG
הקונפדרציה	edsförbundet	הקונפדרציה	edsförbund	PROPN	N;NOM;DEF;NEUT;SG
הקונפדרציה	konfedererade	הקונפדרציה	konfederera	PROPN	ADJ;NOM;PL;PST;V.PTCP
האריס	harris	האריס	harris	PROPN	N;NOM;INDF;MASC+FEM;SG
פילוסוף	filosof	פילוסוף	filosof	PROPN	N;NOM;INDF;MASC+FEM;SG
פילוסוף	filosofen	פילוסוף	filosof	PROPN	N;NOM;DEF;MASC+FEM;SG
להשקיע	invest	השקיע	invest	V;NFIN;ACT	PROPN;NOM
מולדובה	moldavien	מולדובה	moldavien	PROPN	PROPN;NOM
מולדובה	moldova	מולדובה	moldova	PROPN	N;NOM;INDF;MASC+FEM;SG
בורג	borg	בורג	borg	PROPN	N;NOM;INDF;MASC+FEM;SG
נייט	nate	נייט	nate	PROPN	PROPN;NOM
סיביות	bet	סיביות	bet	N;FEM;PL	V;IMP;FIN;ACT
סיביות	bits	סיביות	bits	N;FEM;PL	V;IMP;FIN;ACT
זורם	flöden	זרם	flöd	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;NEUT;PL
עז	getter	עז	gett		N;NOM;INDF;MASC+FEM;PL
עז	get	עז	ge		N;NOM;INDF;MASC+FEM;SG
מחיקת	borttagning	חיקה	borttagning	N;PSSD;FEM;SG	N;NOM;INDF;MASC+FEM;SG
מחיקת	radera	חיקה	radera	N;PSSD;FEM;SG	V;IMP;FIN;ACT
דמשק	damaskus	דמשק	damaskus	PROPN	PROPN;NOM
טיעון	argument	טיעון	argument	N;MASC;SG	N;NOM;INDF;NEUT;PL
מנהלים	chefer	ניהל	chef	V;MASC;PL;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;PL
מנהלים	administratörer	ניהל	administratör	V;MASC;PL;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;PL
מנהלים	handläggare	ניהל	handläggare	V;MASC;PL;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;PL
מנהלים	administratörer	ניהל	administratör	V;MASC;PL;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;PL
מנהלים	chefer	ניהל	chef	V;MASC;PL;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;PL
הושלם	slutfört	הושלם	slutföra	V;MASC;SG;3;PST;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
הושלם	avslutad	הושלם	avsluta	V;MASC;SG;3;PST;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
הושלם	avslutade	הושלם	avsluta	V;MASC;SG;3;PST;PASS	V;IND;PST;FIN;ACT
הושלם	slutförd	הושלם	slutföra	V;MASC;SG;3;PST;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
הושלם	avslutat	הושלם	avsluta	V;MASC;SG;3;PST;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
הושלם	kompletta	הושלם	komplett	V;MASC;SG;3;PST;PASS	ADJ;NOM;PL
הושלם	fullständigt	הושלם	fullständig	V;MASC;SG;3;PST;PASS	ADV
הושלם	slutför	הושלם	slutför	V;MASC;SG;3;PST;PASS	V;IMP;FIN;ACT
הושלם	komplett	הושלם	komplett	V;MASC;SG;3;PST;PASS	ADJ;NOM;INDF;MASC+FEM;SG
הושלם	fullständig	הושלם	fullständig	V;MASC;SG;3;PST;PASS	ADJ;NOM;INDF;MASC+FEM;SG
קארי	kerry	קארי	kerry	PROPN	PROPN;NOM
קארי	curry	קארי	curry	PROPN	N;NOM;INDF;MASC+FEM;SG
קארי	carrie	קארי	carrie	PROPN	PROPN;NOM
עכבר	möss	עכבר	möss	N;MASC;SG	N;NOM;INDF;NEUT;PL
חזיר	griskött	חזיר	griskött		N;NOM;INDF;NEUT;SG
חזיר	fläsk	חזיר	fläsk		N;NOM;INDF;NEUT;SG
חזיר	fläskkött	חזיר	fläskkött		N;NOM;INDF;NEUT;SG
חזיר	svin	חזיר	svin		N;NOM;INDF;NEUT;SG
חזיר	skinka	חזיר	skinka		N;NOM;INDF;MASC+FEM;SG
חזיר	ham	חזיר	ham		PROPN;NOM
חזיר	grisen	חזיר	gris		N;NOM;DEF;MASC+FEM;SG
חזיר	gris	חזיר	gris		N;NOM;INDF;MASC+FEM;SG
חזיר	svin	חזיר	svin		N;NOM;INDF;NEUT;SG
הראשונית	ursprungligt	הראשונית	ursprunglig	ADV	ADJ;NOM;INDF;NEUT;SG
הראשונית	initial	הראשונית	initial	ADV	N;NOM;INDF;MASC+FEM;SG
הראשונית	ursprunglig	הראשונית	ursprunglig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
הראשונית	inledande	הראשונית	inledande	ADV	ADJ;NOM;PRS;V.PTCP
זית	olive	זית	oli		PROPN;NOM
הדמוקרטיה	demokratin	הדמוקרטיה	demokrati	PROPN	N;NOM;DEF;MASC+FEM;SG
הדמוקרטיה	demokrati	הדמוקרטיה	demokrati	PROPN	N;NOM;INDF;MASC+FEM;SG
יוסטון	houston	יוסטון	houston	PROPN	PROPN;NOM
פיו	usch	פיו	usch		INTJ
קרוס	cross	קרוס	cross	PROPN	N;NOM;INDF;MASC+FEM;SG
קרוס	kryss	קרוס	kryss	PROPN	N;NOM;INDF;NEUT;SG
קרוס	korsa	קרוס	korsa	PROPN	V;IMP;FIN;ACT
קרוס	kors	קרוס	kors	PROPN	N;NOM;INDF;NEUT;SG
מעשית	praktiska	מעשי	praktisk	ADJ;FEM;SG	ADJ;NOM;PL
נישואין	äktenskap	נישואין	äktenskap	N;MASC;PL	N;NOM;INDF;NEUT;SG
נישואין	äktenskapet	נישואין	äktenskap	N;MASC;PL	N;NOM;DEF;NEUT;SG
נישואין	giftermål	נישואין	giftermål	N;MASC;PL	N;NOM;INDF;NEUT;SG
פריצת	genombrottet	פריצה	genombrott	N;PSSD;FEM;SG	N;NOM;DEF;NEUT;SG
פריצת	genombrott	פריצה	genombrott	N;PSSD;FEM;SG	N;NOM;INDF;NEUT;SG
מציעה	erbjudande	הציע	erbjudande	V;FEM;SG;V.PTCP;ACT	ADJ;NOM;PRS;V.PTCP
אשור	ashur	אשור	ashur	PROPN	N;NOM;INDF;MASC+FEM;SG
דיג	fiska	דיג	fisk	N;MASC;SG	V;NFIN;ACT
דיג	fiskar	דיג	fisk	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
חופשיים	fri	חופשי	fri	ADJ;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
חופשיים	free	חופשי	free	ADJ;MASC;PL	V;IMP;FIN;ACT
חופשיים	ledig	חופשי	ledig	ADJ;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
חופשיים	fritt	חופשי	fri	ADJ;MASC;PL	ADV
שותפים	samarbetspartners	שותף	samarbetspartners	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
שותפים	samarbetspartner	שותף	samarbetspartner	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
שותפים	partner	שותף	partner	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
הליכה	gående	הליכה	gå	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
הליכה	vandrande	הליכה	vandrande	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
הליכה	promenerar	הליכה	promenera	N;FEM;SG	V;IND;PRS;FIN;ACT
הליכה	vandrar	הליכה	vandra	N;FEM;SG	V;IND;PRS;FIN;ACT
הליכה	vandra	הליכה	vandra	N;FEM;SG	V;IMP;FIN;ACT
הליכה	promenera	הליכה	promenera	N;FEM;SG	V;IMP;FIN;ACT
בוסניה	bosnien	בוסניה	bosnie	PROPN	N;NOM;INDF;MASC+FEM;SG
בצל	lökar	בצל	löka		N;NOM;INDF;MASC+FEM;PL
בצל	lök	בצל	lök		N;NOM;INDF;MASC+FEM;SG
בצל	lök	בצל	lök		N;NOM;INDF;MASC+FEM;SG
כתובה	skriftliga	כתוב	skriftlig	N;FEM;SG	ADJ;NOM;PL
כתובה	skrivet	כתוב	skriva	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
כתובה	skrivit	כתוב	skriva	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
כתובה	skriftligt	כתוב	skriftlig	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG
כתובה	skrivna	כתוב	skrivna	N;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
חימוש	försvarsmateriel	חימוש	försvarsmateriel	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
מסתבר	tydligen	הסתבר	tydligen	V;MASC;SG;V.PTCP	ADV
מסתבר	uppenbarligen	הסתבר	uppenbarligen	V;MASC;SG;V.PTCP	ADV
אנדי	andy	אנדי	andy	PROPN	PROPN;NOM
דניס	denise	דניס	denise	PROPN	PROPN;NOM
דניס	dennis	דניס	dennis	PROPN	PROPN;NOM
דניס	denis	דניס	denia	PROPN	PROPN;NOM
זוכים	vinnare	זכה	vinnare	V;MASC;PL;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
זוכים	vinnarna	זכה	vinna	V;MASC;PL;V.PTCP;ACT	N;NOM;DEF;MASC+FEM;PL
איטי	slow	איטי	slow	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
איטי	långsamt	איטי	långsam	ADJ;MASC;SG	ADV
איטי	sakta	איטי	sakta	ADJ;MASC;SG	V;IMP;FIN;ACT
איטי	långsamma	איטי	långsam	ADJ;MASC;SG	ADJ;NOM;PL
שנקבע	beslutsam	שנקבע	beslutsam		ADJ;NOM;INDF;MASC+FEM;SG
שנקבע	fastställd	שנקבע	fastställd		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
שנקבע	bestämd	שנקבע	bestämd		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מתמטיקאי	matematiker	מתמטיקני	matematik	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
מתמטיקאי	matematiker	מתמטיקני	matematik	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
ברנרד	bernard	ברנרד	bernard	PROPN	N;NOM;INDF;MASC+FEM;SG
ברנרד	bernhard	ברנרד	bernhard	PROPN	N;NOM;INDF;MASC+FEM;SG
בקרה	kontrollera	בקרה	kontrollera	N;FEM;SG	V;IMP;FIN;ACT
בקרה	bestämmande	בקרה	bestämmande	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
לוטננט	löjtnant	לוטננט	löjtnant	PROPN	N;NOM;INDF;MASC+FEM;SG
ענן	cloud	ענן	cloud		N;NOM;INDF;MASC+FEM;SG
ענן	moln	ענן	moln		N;NOM;INDF;NEUT;SG
מאדים	mars	מאדים	mars	PROPN	N;NOM;INDF;MASC+FEM;SG
מוגבלות	begränsat	מוגבל	begränsad	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
מוגבלות	begränsade	מוגבל	begränsad	N;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
מוגבלות	begränsad	מוגבל	begränsad	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מוגבלות	begränsad	מוגבל	begränsad	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מוגבלות	begränsade	מוגבל	begränsad	N;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
מוגבלות	begränsat	מוגבל	begränsad	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
שודר	sändes	שודר	sända	PROPN	V;IND;PST;FIN;PASS
תיירים	turist	תייר	turist	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
מחליף	ersättning	החליף	ersättning	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
מחליף	ersättande	החליף	ersätta	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;PRS;V.PTCP
מחליף	ersättare	החליף	ersättare	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;PL
לילי	lili	לילי	lili	PROPN	PROPN;NOM
לילי	lilly	לילי	lilly	PROPN	N;NOM;INDF;MASC+FEM;SG
לילי	lily	לילי	lily	PROPN	N;NOM;INDF;MASC+FEM;SG
לילי	lilja	לילי	lilja	PROPN	N;NOM;INDF;MASC+FEM;SG
ביטויים	uttryck	ביטוי	uttryck	N;MASC;PL	N;NOM;INDF;NEUT;SG
אדומה	röda	אדום	röd	N;FEM;SG	ADJ;NOM;PL
אדומה	rött	אדום	rött	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG
אדומה	röd	אדום	röd	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
תחתית	nedre	תחתית	nedre	N;FEM;SG	ADJ;NOM;CMPR
תחתית	nerifrån	תחתית	nerifrån	N;FEM;SG	ADV
עדיפות	prioriterat	עדיפות	prioriterad	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
עדיפות	prioriterad	עדיפות	prioriterad	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
עדיפות	preferenser	עדיפות	preferens	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
גליל	rulla	גליל	rulla	N;MASC;SG	V;IMP;FIN;ACT
בדיונית	påhittad	בדיוני	påhittad	PROPN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
בדיונית	fiktiv	בדיוני	fiktiv	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
בדיונית	fiktiva	בדיוני	fiktiv	PROPN	ADJ;NOM;PL
דאג	doug	דאג	doug	PROPN	PROPN;NOM
יקר	kära	יקר	kära	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
יקר	älskade	יקר	älskad	ADJ;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
יקר	precious	יקר	precious	ADJ;MASC;SG	N;NOM;INDF;NEUT;SG
יקר	dyra	יקר	dyr	ADJ;MASC;SG	ADJ;NOM;PL
שומרון	samaria	שומרון	samaria	PROPN	PROPN;NOM
מתמטית	matematiska	מתמטי	matematisk	N;FEM;SG	ADJ;NOM;PL
מתמטית	matematiskt	מתמטי	matematisk	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG
מתמטית	matematiskt	מתמטי	matematisk	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG
בלארוס	vitryssland	בלארוס	vitryssland	PROPN	PROPN;NOM
בלארוס	vitryska	בלארוס	vitrysk	PROPN	N;NOM;INDF;MASC+FEM;SG
בלארוס	vitryssland	בלארוס	vitryssland	PROPN	PROPN;NOM
תאגיד	företagens	תאגיד	företag	N;MASC;SG	N;GEN;DEF;NEUT;PL
ליידי	dam	ליידי	dam	PROPN	N;NOM;INDF;MASC+FEM;SG
ליידי	damen	ליידי	dam	PROPN	N;NOM;DEF;MASC+FEM;SG
ליידי	lady	ליידי	lady	PROPN	N;NOM;INDF;MASC+FEM;SG
פנסילבניה	pennsylvania	פנסילבניה	pennsylvani	PROPN	N;NOM;INDF;MASC+FEM;SG
איוואן	ivan	איוואן	ivan	PROPN	PROPN;NOM
באג	bugg	באג	bugg	PROPN	N;NOM;INDF;MASC+FEM;SG
באג	bug	באג	bug	PROPN	N;NOM;INDF;NEUT;SG
הצהריים	middagstid	הצהריים	middagstid	N;MASC;DU	N;NOM;INDF;MASC+FEM;SG
הצהריים	noon	הצהריים	noon	N;MASC;DU	N;NOM;INDF;MASC+FEM;SG
אירי	irländskt	אירי	irländsk	PROPN	ADJ;NOM;INDF;NEUT;SG
אירי	iriska	אירי	irisk	PROPN	N;NOM;INDF;MASC+FEM;SG
אירי	irländare	אירי	irländare	PROPN	N;NOM;INDF;MASC+FEM;PL
אירי	irländsk	אירי	irländsk	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
אירי	irländska	אירי	irländsk	PROPN	ADJ;NOM;PL
אירי	erie	אירי	erie	PROPN	PROPN;NOM
קתרין	kathryn	קתרין	kathryn	PROPN	PROPN;NOM
קתרין	katherine	קתרין	katherine	PROPN	PROPN;NOM
קתרין	catherine	קתרין	catherine	PROPN	PROPN;NOM
קתרין	katarina	קתרין	katarin	PROPN	N;NOM;INDF;MASC+FEM;SG
מצר	sundet	מצר	sund	PROPN	N;NOM;DEF;NEUT;SG
מצר	sund	מצר	sund	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
מיתר	snöre	מיתר	snöra		N;NOM;INDF;NEUT;SG
מיתר	sträng	מיתר	sträng		N;NOM;INDF;MASC+FEM;SG
מיתר	string	מיתר	string		N;NOM;INDF;MASC+FEM;SG
רפי	rafi	רפי	rafi	PROPN	PROPN;NOM
לחן	melodi	לחן	melodi	PROPN	N;NOM;INDF;MASC+FEM;SG
לחן	melody	לחן	melody	PROPN	PROPN;NOM
לחן	melodin	לחן	melodin	PROPN	N;NOM;DEF;MASC+FEM;SG
לחן	stäm	לחן	stäm	PROPN	V;IMP;FIN;ACT
קלוד	claude	קלוד	claude		PROPN;NOM
בניה	byggande	בניה	bygga	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
מריו	mario	מריו	mario	PROPN	PROPN;NOM
כיתות	klassrum	כיתות	klassrum	N;FEM;PL	N;NOM;INDF;NEUT;SG
השייך	tillhörighet	השייך	tillhörighet	PROPN	N;NOM;INDF;MASC+FEM;SG
בגדים	klädesplagg	בגד	klädesplagg	N;MASC;PL	N;NOM;INDF;NEUT;SG
חגיגות	firande	חגיגה	firande	N;FEM;PL	N;NOM;INDF;NEUT;SG
חגיגות	firandet	חגיגה	firande	N;FEM;PL	N;NOM;DEF;NEUT;SG
בואינג	boeing	בואינג	boeing	PROPN	PROPN;NOM
חובבי	entusiaster	חובבי	entusiast	PROPN	N;NOM;INDF;MASC+FEM;PL
שייח	sheikh	שייח	sheikh	PROPN	PROPN;NOM
שייח	shejk	שייח	shejk	PROPN	N;NOM;INDF;MASC+FEM;SG
מנהטן	manhattan	מנהטן	manhattan	PROPN	N;NOM;DEF;MASC+FEM;SG
ויק	vic	ויק	vic		PROPN;NOM
משולב	integrerade	משולב	integrera	PROPN	ADJ;NOM;PL;PST;V.PTCP
משולב	integrerad	משולב	integrerad	PROPN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
משולב	integrerat	משולב	integrerad	PROPN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
משולב	kombinerade	משולב	kombinera	PROPN	V;NOM;PL;PST;V.PTCP
משולב	kombinerad	משולב	kombinerad	PROPN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
משולב	kombinerat	משולב	kombinera	PROPN	N;NOM;INDF;NEUT;SG
זמין	tillgängliga	זמין	tillgänglig	ADJ;MASC;SG	ADJ;NOM;PL
סול	sol	סול	sol		N;NOM;INDF;MASC+FEM;SG
סול	saul	סול	saul		PROPN;NOM
חלבון	proteiner	חלבון	protein	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
דקל	palm	דקל	palm	PROPN	N;NOM;INDF;NEUT;SG
דקל	handflata	דקל	handflata	PROPN	N;NOM;INDF;MASC+FEM;SG
בונד	bond	בונד	bond	PROPN	PROPN;NOM
סבלה	lidit	סבלה	lida	N;FEM;SG	V;V.CVB;ACT
המזכיר	sekreteraren	המזכיר	sekreterare	PROPN	N;NOM;DEF;MASC+FEM;SG
המזכיר	sekreterare	המזכיר	sekreterare	PROPN	N;NOM;INDF;MASC+FEM;PL
הקושי	svårighet	הקושי	svårighet	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
הקושי	svårigheter	הקושי	svårighet	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;PL
הקושי	svårighetsgrad	הקושי	svårighetsgrad	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
מאיה	mya	מאיה	mya	PROPN	
מאיה	maia	מאיה	maia	PROPN	PROPN;NOM
מאיה	maya	מאיה	maya	PROPN	N;NOM;INDF;MASC+FEM;SG
תלויים	beroende	תלוי	beroende	V;MASC;PL;V.PTCP;ACT	ADJ;NOM;PRS;V.PTCP
תלויים	avhängiga	תלוי	avhängig	V;MASC;PL;V.PTCP;ACT	ADJ;NOM;PL
ניקולס	nicolas	ניקולס	nicola	PROPN	PROPN;NOM
ניקולס	nikolaj	ניקולס	nikolaj	PROPN	PROPN;NOM
ניקולס	nicholas	ניקולס	nichola	PROPN	PROPN;NOM
ניקולס	nichols	ניקולס	nichols	PROPN	PROPN;NOM
חזקות	starkt	חזק	stark	ADJ;FEM;PL	ADV
חזקות	strong	חזק	strong	ADJ;FEM;PL	N;NOM;INDF;MASC+FEM;SG
חזקות	stark	חזק	stark	ADJ;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
יתרונות	proffs	יתרון	proff	N;MASC;PL	N;NOM;INDF;NEUT;SG
בשורות	evangelier	בשורה	evangeli		N;NOM;INDF;MASC+FEM;PL
בשורות	nyheter	בשורה	nyhet		N;NOM;INDF;MASC+FEM;PL
בשורות	news	בשורה	news		N;NOM;INDF;MASC+FEM;SG
בשורות	nyhet	בשורה	nyhet		N;NOM;INDF;MASC+FEM;SG
בשורות	nyheterna	בשורה	nyhet		N;NOM;DEF;MASC+FEM;PL
השערה	gissningar	השערה	gissning	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
הירושה	följd	הירושה	följd		N;NOM;INDF;MASC+FEM;SG
הירושה	arv	הירושה	arv		N;NOM;INDF;NEUT;SG
היציאה	avsluta	היציא	avsluta	N;FEM;SG	V;IMP;FIN;ACT
פלדה	steel	פלד	steel	N;FEM;SG	PROPN;NOM
יהודיה	judinna	None	judin	PROPN	N;NOM;INDF;MASC+FEM;SG
יהודיה	judiskt	None	judisk	PROPN	ADJ;NOM;INDF;NEUT;SG
יהודיה	judiska	None	judisk	PROPN	ADJ;NOM;PL
יהודיה	judisk	None	judisk	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
הפסיקה	styrande	הפסיק	styra	V;FEM;SG;3;PST;ACT	ADJ;NOM;PRS;V.PTCP
הובס	hobbs	הובס	hobb	V;MASC;SG;3;PST;PASS	PROPN;NOM
הובס	hobbes	הובס	hobbes	V;MASC;SG;3;PST;PASS	N;NOM;INDF;MASC+FEM;SG
הובס	besegrade	הובס	besegrad	V;MASC;SG;3;PST;PASS	V;IND;PST;FIN;ACT
הובס	besegrat	הובס	besegrad	V;MASC;SG;3;PST;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
הובס	besegrad	הובס	besegrad	V;MASC;SG;3;PST;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
אמני	artister	אמן	artist	N;PSSD;MASC;PL	N;NOM;INDF;MASC+FEM;PL
אמני	konstnärer	אמן	konstnr	N;PSSD;MASC;PL	N;NOM;INDF;MASC+FEM;PL
פרנקל	frankel	פרנקל	frankel	PROPN	PROPN;NOM
ספג	absorberas	ספג	absorbera	V;MASC;SG;3;PST;ACT	V;NFIN;PASS
ספג	absorberade	ספג	absorberad	V;MASC;SG;3;PST;ACT	ADJ;NOM;PL;PST;V.PTCP
גוון	gwen	גוון	gwen	N;MASC;SG	PROPN;NOM
חלש	svimmar	חלש	svimma	ADJ;MASC;SG	V;IND;PRS;FIN;ACT
חלש	svaga	חלש	svag	ADJ;MASC;SG	ADJ;NOM;PL
תעודות	intyg	תעודה	intyg	N;FEM;PL	N;NOM;INDF;NEUT;SG
תעודות	certifikat	תעודה	certifika	N;FEM;PL	N;NOM;INDF;NEUT;SG
קולי	sonic	קולי	sonic	PROPN	PROPN;NOM
קולי	röst	קולי	röst	PROPN	N;NOM;INDF;MASC+FEM;SG
קולי	voice	קולי	voice	PROPN	N;NOM;INDF;MASC+FEM;SG
