של	shel	של	shel	PART;GEN	N;INDF;MASC;SG
קש	paie	קש	pai		N;INDF;FEM;PL
הלייבור	muncitoresc	הלייבור	muncitoresc	PROPN	ADJ;INDF;MASC;SG
עיתונות	apasa	עיתונות	apasa	N;FEM;SG	V;IND;SG;3;IPFV;FIN
עיתונות	apăsați	עיתונות	apăsa	N;FEM;SG	V;IND;PL;2;IPFV;FIN
עיתונות	apasă	עיתונות	apăsa	N;FEM;SG	V;IND;3;PRS;FIN
יורד	descendent	ירד	descendent	V;MASC;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
תצוגה	afișează	תצוגה	afișa	N;FEM;SG	V;IND;3;PRS;FIN
תצוגה	vizualizează	תצוגה	vizualiza	N;FEM;SG	V;IND;3;PRS;FIN
סרגיי	sergei	סרגיי	serge	PROPN	PROPN
סרגיי	serghei	סרגיי	serghea	PROPN	PROPN
סרגיי	serghei	סרגיי	serghea	PROPN	PROPN
שחייה	înotând	שחייה	înota	N;FEM;SG	V;V.MSDR
באיכות	calitate	באיכות	calitate		N;INDF;FEM;SG
באיכות	calitatea	באיכות	calitate		N;DEF;FEM;SG
פלורידה	florida	פלורידה	florida	PROPN	N;DEF;FEM;SG
תחושה	simt	תחושה	simți	N;FEM;SG	V;IND;PL;3;PRS;FIN
אספקה	proviziile	אספקה	provizie	N;FEM;SG	N;DEF;FEM;PL
אספקה	provizii	אספקה	providiu	N;FEM;SG	N;INDF;FEM;PL
אספקה	dispoziții	אספקה	dispoziție	N;FEM;SG	N;INDF;FEM;PL
אספקה	prevederi	אספקה	prevedere	N;FEM;SG	N;INDF;FEM;PL
אספקה	provizioane	אספקה	provizion	N;FEM;SG	N;INDF;FEM;PL
חיידקים	bacteriană	חיידק	bacterian	N;MASC;PL	ADJ;INDF;FEM;SG
חיידקים	bacterie	חיידק	bacterie	N;MASC;PL	N;INDF;FEM;SG
חיידקים	bacteria	חיידק	bacterie	N;MASC;PL	N;DEF;FEM;SG
צילומי	fotografică	צילום	fotografic	PROPN	ADJ;INDF;FEM;SG
צילומי	fotografice	צילום	fotografic	PROPN	ADJ;INDF;FEM;PL
מניות	stocul	מנייה	stoc	N;FEM;PL	N;DEF;MASC;SG
מניות	stoc	מנייה	stoc	N;FEM;PL	N;INDF;MASC;SG
זקן	bătrân	זקן	bătrân		ADJ;INDF;MASC;SG
זקן	vechi	זקן	vechi		ADJ;INDF;MASC;SG
זקן	old	זקן	old		N;INDF;MASC;SG
זקן	veche	זקן	vechi		ADJ;INDF;FEM;SG
זקן	bătrâne	זקן	bătrâne		ADJ;INDF;FEM;PL
זקן	barba	זקן	barbă		N;DEF;FEM;SG
זקן	barbă	זקן	barbă		N;INDF;FEM;SG
מצודת	cetate	מצודה	cetate	N;FEM;SG	
שבויים	captivi	שבוי	captiv	N;MASC;PL	ADJ;INDF;MASC;PL
מיל	mill	מיל	mill	PROPN	N;INDF;MASC;SG
מיל	moară	מיל	muri	PROPN	V;SBJV;3;PRS;FIN
מיל	moara	מיל	moară	PROPN	N;DEF;FEM;SG
מיל	mil	מיל	mil	PROPN	N
יתכן	posibil	יתכן	posibil	V;SG;3;FUT	ADV
הושפע	influentat	הושפע	influenta	V;MASC;SG;3;PST;PASS	ADJ;INDF;MASC;SG
הושפע	influențat	הושפע	influența	V;MASC;SG;3;PST;PASS	ADJ;INDF;MASC;SG
הושפע	afectate	הושפע	afectat	V;MASC;SG;3;PST;PASS	ADJ;INDF;FEM;PL
הושפע	afectat	הושפע	afecta	V;MASC;SG;3;PST;PASS	ADJ;INDF;MASC;SG
הושפע	afectata	הושפע	afectată	V;MASC;SG;3;PST;PASS	N;DEF;FEM;SG
הושפע	afectată	הושפע	afecta	V;MASC;SG;3;PST;PASS	ADJ;INDF;FEM;SG
המאפשרת	permițând	המאפשר	permite	PROPN	V;V.MSDR
הפקות	productions	הפקה	productions	N;FEM;PL	N;INDF;MASC;SG
אופנה	moda	אופנה	moda	PROPN	N;DEF;FEM;SG
אופנה	modei	אופנה	modă	PROPN	N;DEF;FEM;SG
אופנה	modă	אופנה	modă	PROPN	N;INDF;FEM;SG
אופנה	fashion	אופנה	fashion	PROPN	N;INDF;MASC;SG
הורדוס	irod	הורדוס	irod	PROPN	
מצבה	tombstone	ציבה	tombston		N;INDF;MASC;SG
טוקיו	tokio	טוקיו	tokio	PROPN	PROPN
טוקיו	tokyo	טוקיו	tokyo	PROPN	PROPN
ילדות	girls	ילד	girls	N;FEM;PL	N;INDF;MASC;SG
ילדות	copilărie	ילד	copilărie	N;FEM;PL	N;INDF;FEM;SG
ילדות	copilarie	ילד	copilarie	N;FEM;PL	N;INDF;FEM;SG
ילדות	copilăria	ילד	copilărie	N;FEM;PL	N;DEF;FEM;SG
ילדות	copilaria	ילד	copilarie	N;FEM;PL	N;DEF;FEM;SG
חווה	eva	חווה	eva	N;FEM;SG	PROPN
חזון	vizionar	חזון	vizionar		ADJ;INDF;MASC;SG
חזון	viziune	חזון	viziune		N;INDF;FEM;SG
חזון	viziunea	חזון	viziune		N;DEF;FEM;SG
מובהק	distincte	מובהק	distinct	ADJ;MASC;SG	ADJ;INDF;FEM;PL
רום	rom	רום	rom	PROPN	N;INDF;MASC;SG
רום	rom	רום	rom	PROPN	N;INDF;MASC;SG
מפיץ	distribuitor	מפיץ	distribuitor	V;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
הושלמה	realizat	הושלם	realiza	V;FEM;SG;3;PST;PASS	ADJ;INDF;MASC;SG
הושלמה	încheiat	הושלם	încheia	V;FEM;SG;3;PST;PASS	ADJ;INDF;MASC;SG
הושלמה	finalizat	הושלם	finaliza	V;FEM;SG;3;PST;PASS	ADJ;INDF;MASC;SG
הושלמה	completat	הושלם	completa	V;FEM;SG;3;PST;PASS	ADJ;INDF;MASC;SG
הושלמה	finalizată	הושלם	finaliza	V;FEM;SG;3;PST;PASS	ADJ;INDF;FEM;SG
סודאן	sudan	סודאן	sudan	PROPN	N;INDF;MASC;SG
סודאן	sudanului	סודאן	sudan	PROPN	N;DEF;MASC;SG
סודאן	sudanul	סודאן	sudan	PROPN	N;DEF;MASC;SG
האופוזיציה	opoziția	האופוזיציה	opoziție	PROPN	N;DEF;FEM;SG
האופוזיציה	opozitie	האופוזיציה	opozitie	PROPN	N;INDF;FEM;SG
האופוזיציה	opoziție	האופוזיציה	opoziție	PROPN	N;INDF;FEM;SG
לאחור	inapoi	לאחור	inapoi	ADV	
לאחור	back	לאחור	back	ADV	
לאחור	spate	לאחור	spate	ADV	N;INDF;MASC;SG
מלכות	reginele	מלכה	regină		N;DEF;FEM;PL
מלכות	regine	מלכה	regine		N;INDF;FEM;PL
מלכות	queens	מלכה	queens		N;INDF;MASC;SG
עגנון	agnon	עגנון	agnon	PROPN	
בלט	balet	בלט	balet		N;INDF;MASC;SG
בלט	baletul	בלט	balet		N;DEF;MASC;SG
שרדו	supraviețuit	שרד	supraviețui	V;PL;3;PST;ACT	ADJ;INDF;MASC;SG
שרדו	supravietuit	שרד	supravietui	V;PL;3;PST;ACT	ADJ;INDF;MASC;SG
אנדרה	andre	אנדרה	andre	PROPN	PROPN
אנדרה	andré	אנדרה	andré	PROPN	PROPN
אנדרה	andré	אנדרה	andré	PROPN	PROPN
חור	gaură	חור	gaură		N;INDF;FEM;SG
חור	gaura	חור	gaură		N;DEF;FEM;SG
מדרגות	pasi	מדרגה	pas	N;FEM;PL	
שואה	shoah	שואה	shoah	N;FEM;SG	
מסמל	semnificând	מסמל	sămnifica		V;V.MSDR
מסמל	simbolizează	מסמל	simboliza		V;IND;3;PRS;FIN
מחולקת	împărțit	חולק	împărți	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
מחולקת	divizat	חולק	diviza	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
מחולקת	divizată	חולק	diviza	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
קופר	cooper	קופר	cooper	PROPN	N;INDF;MASC;SG
שואל	întrebând	שאל	întrebând	V;MASC;SG;V.PTCP;ACT	
תפס	apucat	תפס	apuca	PROPN	ADJ;INDF;MASC;SG
תפס	prinsă	תפס	prinde	PROPN	ADJ;INDF;FEM;SG
תפס	prins	תפס	prinde	PROPN	ADJ;INDF;MASC;SG
תפס	confiscate	תפס	confisca	PROPN	ADJ;INDF;FEM;PL
תפס	confiscat	תפס	confisca	PROPN	ADJ;INDF;MASC;SG
תפס	confiscată	תפס	confisca	PROPN	ADJ;INDF;FEM;SG
דרישות	cerinte	דרישה	cerint	N;FEM;PL	
נסיכות	principatul	נסיכה	principat	PROPN	N;DEF;MASC;SG
נסיכות	principat	נסיכה	principa	PROPN	N;INDF;MASC;SG
שלבי	shelby	שלב	shelby	N;MASC;PL	PROPN
האוסטרלי	australiană	האוסטרלי	australian	PROPN	ADJ;INDF;FEM;SG
האוסטרלי	australian	האוסטרלי	australian	PROPN	ADJ;INDF;MASC;SG
האוסטרלי	australieni	האוסטרלי	australian	PROPN	ADJ;INDF;MASC;PL
נדירים	rar	נדיר	rar	ADJ;MASC;PL	ADV
נדירים	rară	נדיר	rar	ADJ;MASC;PL	ADJ;INDF;FEM;SG
נדירים	rara	נדיר	rar	ADJ;MASC;PL	ADJ;DEF;FEM;SG
בוטל	anulate	בוטל	anula	V;MASC;SG;3;PST;PASS	ADJ;INDF;FEM;PL
בוטל	anulată	בוטל	anula	V;MASC;SG;3;PST;PASS	ADJ;INDF;FEM;SG
בוטל	anulat	בוטל	anula	V;MASC;SG;3;PST;PASS	ADJ;INDF;MASC;SG
בוטל	anulate	בוטל	anula	V;MASC;SG;3;PST;PASS	ADJ;INDF;FEM;PL
בוטל	anulată	בוטל	anula	V;MASC;SG;3;PST;PASS	ADJ;INDF;FEM;SG
בוטל	anulat	בוטל	anula	V;MASC;SG;3;PST;PASS	ADJ;INDF;MASC;SG
הוט	cald	הוט	cald		ADJ;INDF;MASC;SG
מייצגת	reprezintă	ייצג	reprezenta	V;FEM;SG;V.PTCP;ACT	V;IND;3;PRS;FIN
מייצגת	reprezinta	ייצג	reprezinta	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;IPFV;FIN
יציב	stabile	יציב	stabil	ADJ;MASC;SG	ADJ;INDF;FEM;PL
יציב	grajd	יציב	grajd	ADJ;MASC;SG	N;INDF;MASC;SG
ההולנדי	olandeză	ההולנד	olandez	PROPN	ADJ;INDF;FEM;SG
ההולנדי	olandezi	ההולנד	olandez	PROPN	ADJ;INDF;MASC;PL
ההולנדי	olandez	ההולנד	olandez	PROPN	ADJ;INDF;MASC;SG
ההולנדי	dutch	ההולנד	dutch	PROPN	N;INDF;MASC;SG
מיידית	imediată	מיידי	imediat	ADV	ADJ;INDF;FEM;SG
מיידית	imediate	מיידי	imediat	ADV	ADJ;INDF;FEM;PL
דיוויד	david	דיוויד	david	PROPN	PROPN
וסט	west	וסט	west	PROPN	PROPN
וסט	vest	וסט	vest	PROPN	N;INDF;MASC;SG
וסט	occident	וסט	occident	PROPN	N;INDF;MASC;SG
וסט	vestul	וסט	vest	PROPN	N;DEF;MASC;SG
וסט	vestă	וסט	vestă	PROPN	N;INDF;FEM;SG
וסט	vesta	וסט	vestă	PROPN	N;DEF;FEM;SG
מכירה	vânzările	מכירה	vânzare	N;FEM;SG	N;DEF;FEM;PL
מכירה	vanzari	מכירה	vanzar	N;FEM;SG	N;INDF;MASC;PL
מכירה	vânzări	מכירה	vânzare	N;FEM;SG	N;INDF;FEM;PL
מכירה	vânzări	מכירה	vânzare	N;FEM;SG	N;INDF;FEM;PL
מכירה	știu	מכירה	ști	N;FEM;SG	V;IND;SG;1;PRS;FIN
מרכיבים	ingrediente	הרכיב	ingredient	V;MASC;PL;V.PTCP;ACT	N;INDF;FEM;PL
מרכיבים	ingredientele	הרכיב	ingredient	V;MASC;PL;V.PTCP;ACT	N;DEF;FEM;PL
חיוביות	pozitiv	חיובי	pozitiv	ADJ;FEM;PL	ADJ;INDF;MASC;SG
חיוביות	pozitivă	חיובי	pozitiv	ADJ;FEM;PL	ADJ;INDF;FEM;SG
פשוטים	simplu	פשוט	simplu	ADJ;MASC;PL	ADV
פשוטים	simplă	פשוט	simplu	ADJ;MASC;PL	ADJ;INDF;FEM;SG
קליפ	clip	קליפ	clip	PROPN	N;INDF;MASC;SG
קן	ken	קן	ken	PROPN	PROPN
קן	cuib	קן	cuib	PROPN	N;INDF;MASC;SG
קן	cuibul	קן	cuib	PROPN	N;DEF;MASC;SG
חסות	sponsorizate	חסות	sponsoriza	N;FEM;SG	ADJ;INDF;FEM;PL
חסות	sponsorizat	חסות	sponsoriza	N;FEM;SG	ADJ;INDF;MASC;SG
חסות	sponsorizată	חסות	sponsoriza	N;FEM;SG	ADJ;INDF;FEM;SG
בישול	gătesc	בישול	găti	N;MASC;SG	V;IND;PL;3;PRS;FIN
אוליבר	oliver	אוליבר	oliver	PROPN	PROPN
ירח	lună	ירח	lună	PROPN	N;INDF;FEM;SG
ירח	luna	ירח	lună	PROPN	N;DEF;FEM;SG
ירח	moon	ירח	moon	PROPN	N;INDF;MASC;SG
גרעינית	nuclear	גרעיני	nuclear	ADV	ADJ;INDF;MASC;SG
גרעינית	nucleare	גרעיני	nuclear	ADV	ADJ;INDF;FEM;PL
גרעינית	nucleara	גרעיני	nucleară	ADV	N;DEF;FEM;SG
גרעינית	nucleară	גרעיני	nuclear	ADV	ADJ;INDF;FEM;SG
שייכים	aparțin	שייך	aparține	ADJ;MASC;PL	V;IND;PL;3;PRS;FIN
הבת	fica	הבת	fice		N;DEF;FEM;SG
הבת	fiica	הבת	fiică		N;DEF;FEM;SG
הבת	fiică	הבת	fiică		N;INDF;FEM;SG
זקוק	nevoie	None	nevoie	ADJ;MASC;SG	N;INDF;FEM;SG
נמכרו	vandut	נמכר	vandut	V;PL;3;PST;MID	ADJ;INDF;MASC;SG
נמכרו	vândute	נמכר	vinde	V;PL;3;PST;MID	ADJ;INDF;FEM;PL
נמכרו	vândută	נמכר	vânde	V;PL;3;PST;MID	ADJ;INDF;FEM;SG
נמכרו	vândut	נמכר	vinde	V;PL;3;PST;MID	ADJ;INDF;MASC;SG
אירו	euro	אירו	euro	PROPN	N;INDF;MASC
עתיקות	antică	עתיקות	antic		ADJ;INDF;FEM;SG
עתיקות	antice	עתיקות	antic		ADJ;INDF;FEM;PL
עתיקות	antic	עתיקות	antic		ADJ;INDF;MASC;SG
בחסות	sponsorizate	בחסות	sponsoriza		ADJ;INDF;FEM;PL
בחסות	sponsorizat	בחסות	sponsoriza		ADJ;INDF;MASC;SG
בחסות	sponsorizată	בחסות	sponsoriza		ADJ;INDF;FEM;SG
נוזל	fluide	נוזל	fluid	N;MASC;SG	N;INDF;FEM;PL
נוזל	lichide	נוזל	lichid	N;MASC;SG	N;INDF;FEM;PL
נוזל	lichidă	נוזל	lichidă	N;MASC;SG	ADJ;INDF;FEM;SG
הטבלה	botezul	הטבלה	botez	PROPN	N;DEF;MASC;SG
הטבלה	botez	הטבלה	botez	PROPN	N;INDF;MASC;SG
חילופי	schimburi	חילופי	schimb	ADJ;MASC;PL	N;INDF;FEM;PL
חילופי	schimburile	חילופי	schimb	ADJ;MASC;PL	N;DEF;FEM;PL
הועלו	încărcate	הועלה	încărca	V;PL;3;PST;PASS	ADJ;INDF;FEM;PL
הועלו	încărcat	הועלה	încărca	V;PL;3;PST;PASS	ADJ;INDF;MASC;SG
הזוכה	câștigător	הזוך	câștigător	ADV	N;INDF;MASC;SG
הזוכה	învingător	הזוך	învingător	ADV	N;INDF;MASC;SG
הזוכה	castigator	הזוך	castigator	ADV	N;INDF;MASC;SG
קפריסין	ciprul	קפריסין	cipru	PROPN	N;DEF;MASC;SG
קפריסין	cipru	קפריסין	cipru	PROPN	PROPN
מלכה	regină	מלכה	regina	PROPN	ADJ;INDF;FEM;SG
מלכה	damă	מלכה	damă	PROPN	N;INDF;FEM;SG
מלכה	regina	מלכה	regină	PROPN	N;DEF;FEM;SG
מלכה	queen	מלכה	queen	PROPN	N;INDF;MASC;SG
מלכה	malka	מלכה	malka	PROPN	
אחות	sis	אחות	sis	N;FEM;SG	
מחודש	reînnoit	מחודש	reînnoi	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
מחודש	reînnoite	מחודש	reînnoi	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
מחודש	reînnoită	מחודש	reînnoi	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
צבר	sabra	צבר	sabră	N;MASC;SG	
לעודד	majorete	עודד	majoret	V;NFIN;ACT	N;INDF;FEM;PL
אפי	epic	אפי	epic		N;INDF;MASC;SG
אפי	epică	אפי	epic		ADJ;INDF;FEM;SG
רובינשטיין	rubenstein	רובינשטיין	rubenstein	PROPN	N;INDF;MASC;SG
רובינשטיין	rubinstein	רובינשטיין	rubinstein	PROPN	PROPN
שלילית	negativă	שלילי	negativ	ADV	ADJ;INDF;FEM;SG
שלילית	negative	שלילי	negativ	ADV	ADJ;INDF;FEM;PL
להאמין	crezand	האמין	crezand	V;NFIN;ACT	
נר	lumânarea	נר	lumânare		N;DEF;FEM;SG
נר	lumânare	נר	lumânar		N;INDF;FEM;SG
ניק	nick	ניק	nick		PROPN
צלזיוס	celsius	צלזיוס	celsius	PROPN	PROPN
נושאת	purtător	נשא	purtător	V;FEM;SG;V.PTCP;ACT	N;INDF;MASC;SG
נושאת	transportator	נשא	transportator	V;FEM;SG;V.PTCP;ACT	N;INDF;MASC;SG
נושאת	portavion	נשא	portavion	V;FEM;SG;V.PTCP;ACT	N;INDF;MASC;SG
כנף	aripă	כנף	aripă		N;INDF;FEM;SG
כנף	wing	כנף	wing		PROPN
כנף	aripa	כנף	aripă		N;DEF;FEM;SG
גורן	goren	גורן	goren	PROPN	
תאומות	gemeni	תאומה	gemen	N;FEM;PL	
חלום	visează	חלום	visa	N;MASC;SG	V;IND;3;PRS;FIN
חלום	viseaza	חלום	visează	N;MASC;SG	V;IND;SG;3;IPFV;FIN
אקדמי	academice	אקדמי	academic	ADJ;MASC;SG	ADJ;INDF;FEM;PL
רובי	ruby	רובה	ruby	PROPN	N;INDF;MASC;SG
רובי	robbie	רובה	robbie	PROPN	N;INDF;MASC;SG
חרקים	bugs	חרק	bugs	N;MASC;PL	PROPN
מעולה	mare	מעולה	mare		ADJ;INDF;MASC;SG
מעולה	excelent	מעולה	excelent		ADJ;INDF;MASC;SG
מרקו	marko	מרק	marko	PROPN	PROPN
מרקו	marco	מרק	marco	PROPN	PROPN
ברברה	barbara	ברבר	barbară	PROPN	N;DEF;FEM;SG
פרה	vacă	פרה	vacă		N;INDF;FEM;SG
פרה	vaca	פרה	vacă		N;DEF;FEM;SG
מיקרוסופט	microsoft	מיקרוסופט	microsoft	PROPN	N;INDF;MASC;SG
האמין	crezut	האמין	crede	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
אוגוסטוס	augustus	אוגוסטוס	augustus	PROPN	PROPN
יורה	trăgătorul	יורה	trăgător	PROPN	N;DEF;MASC;SG
יורה	shooter	יורה	shooter	PROPN	N;INDF;MASC;SG
יורה	trăgător	יורה	trăgător	PROPN	N;INDF;MASC;SG
הקדיש	dedicată	הקדיש	dedica	V;MASC;SG;3;PST;ACT	ADJ;INDF;FEM;SG
הקדיש	dedicate	הקדיש	dedica	V;MASC;SG;3;PST;ACT	ADJ;INDF;FEM;PL
הקדיש	dedicat	הקדיש	dedica	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
הופעתה	apariția	הופעה	apariție	V;FEM;SG;3;PST;PASS	N;DEF;FEM;SG
אקראי	random	אקראי	random	ADJ;MASC;SG	V;IND;SG;3;PRS;FIN
אקראי	aleatoare	אקראי	aleator	ADJ;MASC;SG	N;INDF;FEM;PL
אקראי	aleatoriu	אקראי	aleatoriu	ADJ;MASC;SG	ADV
אקראי	aleator	אקראי	aleatoriu	ADJ;MASC;SG	ADV
אקראי	aleatorie	אקראי	aleatoriu	ADJ;MASC;SG	N;INDF;FEM;SG
קלאסי	clasic	קלאסי	clasic	ADJ;MASC;SG	ADV
קלאסי	clasic	קלאסי	clasic	ADJ;MASC;SG	ADV
קלאסי	clasic	קלאסי	clasic	ADJ;MASC;SG	ADV
קלאסי	classic	קלאסי	classic	ADJ;MASC;SG	PROPN
מופעים	arată	מופע	arăta	N;MASC;PL	V;IND;3;PRS;FIN
מדויקת	precise	מדויק	precis	ADJ;FEM;SG	ADJ;INDF;FEM;PL
מדויקת	precis	מדויק	precis	ADJ;FEM;SG	ADV
מדויקת	precise	מדויק	precis	ADJ;FEM;SG	ADJ;INDF;FEM;PL
נלסון	nelson	נלסון	nelson	PROPN	PROPN
שירו	cântă	שירו	cânta		V;IND;SG;3;PST;FIN
שירו	canta	שירו	cantă		V;IND;SG;3;IPFV;FIN
שירו	cânta	שירו	cânta		V;IND;SG;3;IPFV;FIN
מחשבה	gândit	מחשבה	gândi	N;FEM;SG	ADJ;INDF;MASC;SG
מחשבה	crezut	מחשבה	crede	N;FEM;SG	ADJ;INDF;MASC;SG
ברח	evadat	ברח	evada		ADJ;INDF;MASC;SG
אודי	odie	אודי	odie	PROPN	
רז	rez	רז	rez	PROPN	
רז	raz	רז	raz	PROPN	
מועמדות	aplicate	הועמד	aplicat		ADJ;INDF;FEM;PL
מועמדות	aplicat	הועמד	aplicat		ADJ;INDF;MASC;SG
מועמדות	aplicată	הועמד	aplica		ADJ;INDF;FEM;SG
מועמדות	candidatura	הועמד	candidatură		N;DEF;FEM;SG
מועמדות	candidati	הועמד	candidat		N;INDF;MASC;PL
מועמדות	candidați	הועמד	candidat		N;INDF;MASC;PL
מועמדות	candidate	הועמד	candidat		ADJ;INDF;FEM;PL
מועמדות	nominalizată	הועמד	nominaliza		ADJ;INDF;FEM;SG
מועמדות	nominalizat	הועמד	nominalizat		ADJ;INDF;MASC;SG
סגנונות	styles	סגנון	styles	N;MASC;PL	PROPN
שביל	cărare	שביל	cărare		N;INDF;FEM;SG
שביל	cale	שביל	cale		N;INDF;FEM;SG
שביל	calea	שביל	cale		N;DEF;FEM;SG
שביל	bill	שביל	bill		PROPN
שביל	factură	שביל	factură		N;INDF;FEM;SG
המטופל	pacienta	המטופל	pacientă	PROPN	N;DEF;FEM;SG
המטופל	pacientul	המטופל	pacient	PROPN	N;DEF;MASC;SG
המטופל	pacientă	המטופל	pacientă	PROPN	N;INDF;FEM;SG
המטופל	pacient	המטופל	pacient	PROPN	N;INDF;MASC;SG
סבסטיאן	sebastian	סבסטיאן	sebastian	PROPN	N;INDF;MASC;SG
אלקטרונית	electronice	אלקטרוני	electronic	ADV	ADJ;INDF;FEM;PL
אלקטרונית	electronică	אלקטרוני	electronic	ADV	ADJ;INDF;FEM;SG
אלקטרונית	electronic	אלקטרוני	electronic	ADV	ADJ;INDF;MASC;SG
לאן	unde	לאן	unde	ADV	ADV
פרטיות	intimitate	פרטי	intimitate	ADJ;FEM;PL	N;INDF;FEM;SG
פרטיות	confidențialitate	פרטי	confidențialitate	ADJ;FEM;PL	N;INDF;FEM;SG
פרטיות	confidențialitatea	פרטי	confidențialitate	ADJ;FEM;PL	N;DEF;FEM;SG
בוטלה	anulate	בוטל	anula	V;FEM;SG;3;PST;PASS	ADJ;INDF;FEM;PL
בוטלה	anulată	בוטל	anula	V;FEM;SG;3;PST;PASS	ADJ;INDF;FEM;SG
בוטלה	anulat	בוטל	anula	V;FEM;SG;3;PST;PASS	ADJ;INDF;MASC;SG
בוטלה	anulate	בוטל	anula	V;FEM;SG;3;PST;PASS	ADJ;INDF;FEM;PL
בוטלה	anulată	בוטל	anula	V;FEM;SG;3;PST;PASS	ADJ;INDF;FEM;SG
בוטלה	anulat	בוטל	anula	V;FEM;SG;3;PST;PASS	ADJ;INDF;MASC;SG
נחמד	nice	נחמד	nice	ADJ;MASC;SG	
פרנקפורט	frankfurt	פרנקפורט	frankfurt	PROPN	PROPN
פרנקפורט	frankfort	פרנקפורט	frankfort	PROPN	
מרובה	multiplu	מרובה	multiplu	ADJ;FEM;SG	
מרובה	multiple	מרובה	multiplu	ADJ;FEM;SG	ADJ;INDF;FEM;PL
נוכח	cadou	נוכח	cadou		N;INDF;MASC;SG
נוכח	prezente	נוכח	prezent		V;IND;PL;3;PRS;FIN
נוכח	prezentul	נוכח	prezent		N;DEF;MASC;SG
נוכח	prezent	נוכח	prezent		N;INDF;MASC;SG
נוכח	prezentă	נוכח	prezent		ADJ;INDF;FEM;SG
הקליט	înregistrate	הקליט	înregistra	V;MASC;SG;3;PST;ACT	ADJ;INDF;FEM;PL
הקליט	înregistrată	הקליט	înregistrat	V;MASC;SG;3;PST;ACT	ADJ;INDF;FEM;SG
הקליט	înregistrat	הקליט	înregistrat	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
הקליט	inregistrat	הקליט	inregistra	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
קולונל	colonel	קולונל	colonel	PROPN	N;INDF;MASC;SG
יודעת	știu	ידע	ști	V;FEM;SG;V.PTCP;ACT	V;IND;SG;1;PRS;FIN
יבנה	construieste	יבנה	construi	PROPN	V;IND;SG;3;PRS;FIN
יבנה	construi	יבנה	construi	PROPN	V;IND;SG;3;PRS;FIN
יבנה	construiesc	יבנה	construi	PROPN	V;IND;PL;3;PRS;FIN
נשמר	salvate	נשמר	salva	V;MASC;SG;3;PST;MID	ADJ;INDF;FEM;PL
נשמר	salvată	נשמר	salva	V;MASC;SG;3;PST;MID	ADJ;INDF;FEM;SG
נשמר	salvat	נשמר	salva	V;MASC;SG;3;PST;MID	ADJ;INDF;MASC;SG
חריף	picante	חריף	picant	N;MASC;SG	ADJ;INDF;FEM;PL
חריף	condimentat	חריף	condimentat	N;MASC;SG	ADJ;INDF;MASC;SG
סטון	piatră	סטון	piatră	PROPN	N;INDF;FEM;SG
סטון	stone	סטון	stonă	PROPN	PROPN
סטון	piatra	סטון	piatră	PROPN	N;DEF;FEM;SG
באים	vin	בא	veni	V;MASC;PL;V.PTCP;ACT	V;IND;PL;3;PRS;FIN
קץ	sfârșit	קץ	sfârșit		N;INDF;MASC;SG
קץ	final	קץ	final		N;INDF;MASC;SG
דוב	dov	דוב	dov	PROPN	PROPN
דוב	ursul	דוב	urs	PROPN	N;DEF;MASC;SG
דוב	ursu	דוב	ursu	PROPN	PROPN
דוב	bear	דוב	bear	PROPN	N;INDF;MASC;SG
דוב	urs	דוב	urs	PROPN	N;INDF;MASC;SG
טכני	tehnice	טכני	tehnic	N;MASC;SG	ADJ;INDF;FEM;PL
טכני	tehnic	טכני	tehnic	N;MASC;SG	ADJ;INDF;MASC;SG
יומן	journal	יומן	journal	PROPN	N;INDF;MASC;SG
יומן	jurnalul	יומן	jurnal	PROPN	N;DEF;MASC;SG
יומן	jurnal	יומן	jurnal	PROPN	N;INDF;MASC;SG
יומן	jurnalul	יומן	jurnal	PROPN	N;DEF;MASC;SG
יומן	jurnal	יומן	jurnal	PROPN	N;INDF;MASC;SG
יומן	log	יומן	log	PROPN	N;INDF;MASC;SG
יומן	jurnal	יומן	jurnal	PROPN	N;INDF;MASC;SG
ביי	pa	בייא	pa	PROPN	
האסלאמית	islamic	האסלאמית	islamic	PROPN	N;INDF;MASC;SG
האסלאמית	islamice	האסלאמית	islamic	PROPN	ADJ;INDF;FEM;PL
האסלאמית	islamică	האסלאמית	islamic	PROPN	ADJ;INDF;FEM;SG
מחייב	legare	חייב	legare	V;MASC;SG;V.PTCP;ACT	N;INDF;FEM;SG
מחייב	legarea	חייב	legare	V;MASC;SG;V.PTCP;ACT	N;DEF;FEM;SG
האן	hahn	האן	hahn	PROPN	PROPN
האן	han	האן	han	PROPN	N;INDF;MASC;SG
