бретань	bretagne	бретання	bretagny	PROPN;INAN;NOM;MASC;SG	
удари	stawianie	удар	stawiać	N;INAN;NOM;MASC;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
удари	umieszczenie	удар	umieszczenie	N;INAN;NOM;MASC;PL	N;PFV;NOM;NEUT;SG;POS;V.MSDR
холодний	zimno	холодний	zimno	ADJ;NOM;MASC;SG	
холодний	chłód	холодний	chłód	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
холодний	zimny	холодний	zimny	ADJ;NOM;MASC;SG	
холодний	zimna	холодний	zimny	ADJ;NOM;MASC;SG	
кавалерії	kawaleria	кавалерія	kawalerium	N;INAN;ACC;FEM;PL	N;NOM;FEM;SG
кавалерії	kawalerii	кавалерія	kawaleria	N;INAN;ACC;FEM;PL	N;GEN;FEM;SG
епізоди	odcinków	епізод	odcinek	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
відпочинок	wypoczynek	відпочинок	wypoczynek	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
відпочинок	odpoczynek	відпочинок	odpoczynek	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
відпочинок	rekreacji	відпочинок	rekreacja	N;INAN;NOM;MASC;SG	N;GEN;FEM;SG
відпочинок	wypoczynek	відпочинок	wypoczynek	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
відпочинок	odpoczynek	відпочинок	odpoczynek	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
автомат	machine	автомат	machina	N;INAN;NOM;MASC;SG	
автомат	maszyny	автомат	maszyna	N;INAN;NOM;MASC;SG	N;ACC;FEM;PL
апостол	posłańca	апостол	posłaniec	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
липа	tilia	липа	tilia	N;INAN;NOM;FEM;SG	
калію	potasu	калія	potas	N;INAN;ACC;FEM;SG	N;NOM;MASC;SG
кінцівок	kończyny	кінцівка	kończyna	N;INAN;GEN;FEM;PL	N;ACC;FEM;PL
пилип	filipp	пилип	filipp	N;ANIM;NOM;MASC;SG	
цифр	cyfr	цифра	cyfra	N;INAN;GEN;FEM;PL	
цифр	cyfry	цифра	cyfra	N;INAN;GEN;FEM;PL	
змінився	zmienione	змінитися	zmienić	V;PFV;MASC;IND;SG;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
змінився	zmieniony	змінитися	zmienić	V;PFV;MASC;IND;SG;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
замінено	zastąpiony	замінити	zastąpić	V;PFV;IND;0;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
замінено	zastąpiona	замінити	zastąpić	V;PFV;IND;0;FIN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
замінено	zastąpione	замінити	zastąpić	V;PFV;IND;0;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
пів	pół	пів	pół		
пів	połowa	пів	połowy		
подвійний	podwójnie	подвійний	podwójnie	ADJ;NOM;MASC;SG	ADV
вирішують	rozwiązać	вирішувати	rozwiązać	V;IPFV;IND;PL;3;PRS;FIN	V;PFV;NFIN;ACT
нараховується	udzielone	нараховуватися	udzielić	V;IPFV;IND;SG;3;PRS;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
нараховується	przyznana	нараховуватися	przyznać	V;IPFV;IND;SG;3;PRS;FIN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
нараховується	przyznane	нараховуватися	przyznać	V;IPFV;IND;SG;3;PRS;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
нараховується	przyznany	нараховуватися	przyznać	V;IPFV;IND;SG;3;PRS;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
нараховується	przyznano	нараховуватися	przyznać	V;IPFV;IND;SG;3;PRS;FIN	V;PFV;IND;0;PST;FIN;ACT
сортування	sortowania	сортування	sortować	N;INAN;NOM;NEUT;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
організми	organizmy	організм	organizm	N;INAN;NOM;MASC;PL	V;IPFV;IMP;PL;1;FIN;ACT
організми	organizmów	організм	organizm	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
красний	krasny	красний	krasny	ADJ;NOM;MASC;SG	
десант	napaści	десант	napaść	N;INAN;NOM;MASC;SG	
десант	napaść	десант	napaść	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
більшим	większy	більший	duży	ADJ;INS;RL;NEUT;SG	ADJ;NOM;CMPR;MASC;SG
більшим	większa	більший	duży	ADJ;INS;RL;NEUT;SG	ADJ;NOM;CMPR;FEM;SG
більшим	większego	більший	duży	ADJ;INS;RL;NEUT;SG	ADJ;ACC;CMPR;MASC;SG
більшим	większe	більший	duży	ADJ;INS;RL;NEUT;SG	ADJ;NOM;CMPR;NEUT;SG
місій	misje	місія	misja	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
путін	putin	путін	putin	N;INAN;NOM;MASC;SG	
кравчук	krawczuk	кравчук	krawczuk	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
юридичні	legalnie	юридичний	legalnie	ADJ;NOM;PL	ADV
юридичні	prawny	юридичний	prawny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
юридичні	prawne	юридичний	prawny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
юридичні	legalne	юридичний	legalny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
труси	majtki	труси	majtka	N;INAN;NOM	
труси	majtki	труси	majtka	N;INAN;NOM	
труси	bokserki	труси	bokserka	N;INAN;NOM	
пишеться	zaklęcie	писатися	zaklęty	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
пишеться	zaklęcia	писатися	zaklęcie	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;NEUT;PL
пишеться	czar	писатися	czar	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;MASC;SG
організували	ułożone	організувати	ułożyć	V;PFV;IND;PL;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
барбара	barbary	барбар	barbara	N;ANIM;NOM;FEM;SG	
барбара	barbara	барбар	barbar	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
барбара	barbaro	барбар	barbaro	N;ANIM;NOM;FEM;SG	
виняток	wyjątku	виняток	wyjątek	ADV	N;GEN;MASC;SG
виняток	wyjątkiem	виняток	wyjątek	ADV	N;INS;MASC;SG
виняток	wyjątki	виняток	wyjątek	ADV	N;NOM;MASC;PL
виняток	wyjątek	виняток	wyjątek	ADV	N;ACC;MASC;SG
колу	koksu	коло	koks		N;ACC;MASC;SG
колу	koks	коло	koks		N;NOM;MASC;SG
колу	koka	коло	kok		
колу	cola	коло	cola		
сосни	pines	сосна	pines	N;INAN;NOM;FEM;PL	V;IPFV;IND;SG;PRS;FIN;ACT
сосни	sosny	сосна	sosna	N;INAN;NOM;FEM;PL	
копіювання	skopiuj	копіювання	skopiuj	N;INAN;NOM;NEUT;SG	V;PFV;IMP;SG;2;FIN;ACT
копіювання	kopiuj	копіювання	kopiuj	N;INAN;NOM;NEUT;SG	V;IPFV;IMP;SG;2;FIN;ACT
копіювання	kopiowania	копіювання	kopiować	N;INAN;NOM;NEUT;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
подарунок	prezentu	подарунок	prezent	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
подарунок	podarunek	подарунок	podarunek	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
подарунок	prezenty	подарунок	prezent	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
подарунок	obecny	подарунок	obecny	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
подарунок	obecni	подарунок	obecny	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
подарунок	obecna	подарунок	obecny	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
подарунок	obecne	подарунок	obecny	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
буркіна	burkina	буркін	burkina	N;INAN;NOM;FEM;SG	
польова	arvense	польова	arvens	ADJ;NOM;FEM;SG	
блиск	shine	блиска	shina	N;INAN;NOM;MASC;SG	
обстеження	oceniane	обстеження	oceniać	N;INAN;NOM;NEUT;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
осип	osip	осип	osią	PROPN;ANIM;NOM;MASC;SG	
аркадій	arkadij	аркадія	arkadia	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
помічника	asystent	помічник	asystent	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
помічника	pomocnik	помічник	pomocnik	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
помічника	asystentka	помічник	asystentka	N;ANIM;ACC;MASC;SG	N;NOM;FEM;SG
стамбул	stambule	стамбула	stambuł	PROPN;INAN;NOM;MASC;SG	N;NOM;MASC;SG
рівність	równości	рівність	równość	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
захоплено	oddaje	захоплено	oddawać	V;PFV;IND;0;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
захоплено	ujmuje	захоплено	ujmowa	V;PFV;IND;0;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
фаза	fazy	фаза	faza	N;INAN;NOM;FEM;SG	N;ACC;FEM;PL
відчуває	zmysłów	відчувати	zmysł	V;IPFV;IND;SG;3;PRS;FIN	N;GEN;MASC;PL
відчуває	zmysły	відчувати	zmysł	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;MASC;PL
прочитати	czytaj	прочитати	czytać	V;PFV;NFIN	V;IPFV;IMP;SG;2;FIN;ACT
прочитати	czytać	прочитати	czytać	V;PFV;NFIN	V;IPFV;NFIN;ACT
існуючі	istniejące	існуюча	istnieć	ADJ;IPFV;NOM;PL;PRS;V.PTCP;ACT	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
існуючі	istniejąca	існуюча	istnieć	ADJ;IPFV;NOM;PL;PRS;V.PTCP;ACT	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;ACT
існуючі	istniejących	існуюча	istnieć	ADJ;IPFV;NOM;PL;PRS;V.PTCP;ACT	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
існуючі	istniejący	існуюча	istnieć	ADJ;IPFV;NOM;PL;PRS;V.PTCP;ACT	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
костенко	kostenko	костенко	kostenko	PROPN;ANIM;NOM;FEM;SG	
електроніка	elektronika	електроніка	elektronik	N;INAN;NOM;FEM;SG	
електроніка	elektroniczne	електроніка	elektroniczny	N;INAN;NOM;FEM;SG	ADJ;NOM;NEUT;SG
електроніка	elektroniczna	електроніка	elektroniczny	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;SG
електроніка	elektroniczny	електроніка	elektroniczny	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;SG
зімбабве	łotwa	зімбабве	łotwy	PROPN;INAN;NOM;MASC;SG	
зімбабве	zimbabwe	зімбабве	zimbabwy	PROPN;INAN;NOM;MASC;SG	
координації	koordynacja	координація	koordynacja	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG
перетворити	konwersji	перетворити	konwersja	V;PFV;NFIN	
перетворити	konwersja	перетворити	konwersja	V;PFV;NFIN	
перетворити	przemiana	перетворити	przemiać	V;PFV;NFIN	N;NOM;FEM;SG
перетворити	transformacja	перетворити	transformacja	V;PFV;NFIN	N;NOM;FEM;SG
зварювання	spawania	зварювання	spawać	N;INAN;NOM;NEUT;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
ескадрильї	eskadra	ескадрилья	eskadra	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
партнерів	kumple	партнер	kumpal	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
дощів	deszczowe	дощ	deszczowy	N;INAN;GEN;MASC;PL	ADJ;NOM;NEUT;SG
дощів	deszczowy	дощ	deszczowy	N;INAN;GEN;MASC;PL	ADJ;NOM;MASC;SG
цинку	cynku	цинка	cynek	N;INAN;ACC;FEM;SG	N;GEN;MASC;SG
цинку	cynk	цинка	cynk	N;INAN;ACC;FEM;SG	N;NOM;MASC;SG
узагальнення	uogólnienia	узагальнення	uogólnienie	N;INAN;NOM;NEUT;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
комуністи	komunistów	комуніст	komunista	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
судові	dwór	судовий	dwór	ADJ;NOM;PL	N;NOM;MASC;SG
судові	sądu	судовий	sąd	ADJ;NOM;PL	N;GEN;MASC;SG
судові	sąd	судовий	sąd	ADJ;NOM;PL	N;NOM;MASC;SG
судові	court	судовий	court	ADJ;NOM;PL	
судові	trybunał	судовий	trybunał	ADJ;NOM;PL	N;ACC;MASC;SG
ленін	lenin	ленін	lenin	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
говорили	mówienie	говорити	mówić	V;IPFV;IND;PL;PST;FIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
фрукти	owoców	фрукт	owóc	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
фрукти	owoc	фрукт	owoc	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
фрукти	owoców	фрукт	owóc	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
марсі	marcy	марсі	marka	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
міф	mity	міф.	mit	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
промені	belki	промений	belka	N;INAN;NOM;MASC;PL	
партнер	partnerem	партнер	partner	N;ANIM;NOM;MASC;SG	N;INS;MASC;SG
партнер	partnera	партнер	partner	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
дельта	delta	дельта	delt		
чудовий	cudownie	чудовий	cudownie	ADJ;NOM;MASC;SG	ADV
очікування	czeka	очікування	czekać	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
очікування	czekamy	очікування	czekać	N;INAN;NOM;NEUT;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
очікування	czekam	очікування	czekać	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
налаштування	konfiguracji	налаштування	konfiguracja	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
налаштування	preferencji	налаштування	preferencja	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
налаштування	preferencje	налаштування	preferencja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
рушій	silnika	рушія	silnik	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
рушій	silniki	рушія	silnik	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
старші	starsza	старший	stary	ADJ;NOM;RL;PL	ADJ;NOM;CMPR;FEM;SG
старші	starsze	старший	stary	ADJ;NOM;RL;PL	ADJ;NOM;CMPR;NEUT;SG
старші	starsi	старший	stary	ADJ;NOM;RL;PL	ADJ;NOM;CMPR;MASC;PL
старші	starszy	старший	stary	ADJ;NOM;RL;PL	ADJ;NOM;CMPR;MASC;SG
навички	umiejętności	навичка	umiejętność	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
завдали	spowodowane	завдати	spowodować	V;PFV;IND;PL;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
завдали	wywołane	завдати	wywołać	V;PFV;IND;PL;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
завдали	spowodował	завдати	spowodować	V;PFV;IND;PL;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
завдали	spowodowało	завдати	spowodować	V;PFV;IND;PL;PST;FIN	V;PFV;NEUT;IND;SG;PST;FIN;ACT
завдали	spowodowała	завдати	spowodować	V;PFV;IND;PL;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN;ACT
зустрічей	spotkania	зустріч	spotkanie	N;INAN;GEN;FEM;PL	N;NOM;NEUT;PL
зустрічей	zebrania	зустріч	zebraniać	N;INAN;GEN;FEM;PL	N;NOM;NEUT;SG
зустрічей	spotkania	зустріч	spotkanie	N;INAN;GEN;FEM;PL	N;NOM;NEUT;PL
зустрічей	posiedzenia	зустріч	posiedzenie	N;INAN;GEN;FEM;PL	N;NOM;NEUT;SG
діалог	dialogu	діалог	dialog	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
едо	edo	едо	edo		
порошенко	poroszenko	порошенко	poroszenko	PROPN;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG
купити	zakup	купити	zakup	V;PFV;NFIN	N;NOM;MASC;SG
купити	zakupu	купити	zakup	V;PFV;NFIN	N;GEN;MASC;SG
купити	kupno	купити	kupno	V;PFV;NFIN	N;NOM;NEUT;SG
цивільний	obywatelskiego	цивільний	obywatelski	ADJ;NOM;MASC;SG	ADJ;ACC;MASC;SG
цивільний	cywile	цивільний	cywile	ADJ;NOM;MASC;SG	N;NOM;MASC;PL
цивільний	cywil	цивільний	cywil	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
цивільний	cywilnej	цивільний	cywilny	ADJ;NOM;MASC;SG	ADJ;GEN;FEM;SG
потяги	pociągów	потяг	pociąg	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
принцеси	księżniczki	принцес	księżniczka	N;ANIM;NOM;FEM;PL	N;GEN;FEM;SG
доставки	wysyłki	доставка	wysyłek	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
підводного	podwodny	підводний	podwodny	ADJ;GEN;MASC;SG	ADJ;NOM;MASC;SG
підводного	podwodne	підводний	podwodny	ADJ;GEN;MASC;SG	ADJ;NOM;NEUT;SG
завершується	końce	завершуватися	konka	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;MASC;PL
завершується	zakończenie	завершуватися	zakończyć	V;IPFV;IND;SG;3;PRS;FIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
редакторів	redaktorzy	редактор	redaktor	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
редакторів	wydawcy	редактор	wydawca	N;ANIM;ACC;MASC;PL	N;NOM;MASC;SG
організаціях	pozarządowe	організація	pozarządowy	N;INAN;ESS;FEM;PL	ADJ;NOM;NEUT;SG
організаціях	pozarządowych	організація	pozarządowy	N;INAN;ESS;FEM;PL	ADJ;GEN;MASC;PL
шини	opon	шина	opon	N;INAN;NOM;FEM;PL	
шини	autobusem	шина	autobus	N;INAN;NOM;FEM;PL	N;INS;MASC;SG
шини	autobus	шина	autobus	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
продовжили	wznowione	продовжити	wznowić	V;PFV;IND;PL;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
захисники	obrońcy	захисник	obrońca	N;ANIM;NOM;MASC;PL	N;NOM;MASC;SG
захисники	obrońców	захисник	obrońca	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
переробка	recyklingu	переробка	recykling	N;INAN;NOM;FEM;SG	N;GEN;MASC;SG
переробка	recykling	переробка	recykling	N;INAN;NOM;FEM;SG	
дане	dane	дане	dana	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS	N;NOM;FEM;PL
житель	obywatele	житель	obywatele	N;ANIM;NOM;MASC;SG	N;NOM;MASC;PL
житель	obywatela	житель	obywatela	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
брокгауза	efron	брокгауза	efron	N;INAN;NOM;MASC;SG	
демократичний	demokratów	демократичний	demokrat	ADJ;NOM;MASC;SG	N;ACC;MASC;PL
демократичний	demokraci	демократичний	demokraty	ADJ;NOM;MASC;SG	N;NOM;MASC;PL
сирія	syrii	сирія	syria	N;INAN;NOM;FEM;SG	PROPN;GEN;FEM;SG
індіана	indiana	індіаний	indiany	PROPN;INAN;NOM;MASC;SG	
боже	jezu	бог	jezus		
боже	ojej	бог	ojej		
боже	bóg	бог	bóg		N;NOM;MASC;SG
боже	boże	бог	boży		
ситуаціях	sytuacje	ситуація	sytuacja	N;INAN;ESS;FEM;PL	N;NOM;FEM;PL
зараження	zarażony	зараження	zarazić	N;INAN;NOM;NEUT;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
зараження	zakażonych	зараження	zakazić	N;INAN;NOM;NEUT;SG	ADJ;PFV;ACC;MASC;PL;POS;V.PTCP;PASS
зараження	fallout	зараження	fallout	N;INAN;NOM;NEUT;SG	
захисників	obrońcy	захисник	obrońca	N;ANIM;ACC;MASC;PL	N;NOM;MASC;SG
форд	forda	форд	ford		N;ACC;MASC;SG
форд	ford	форд	ford		
фірмі	firma	фірма	firma	N;INAN;DAT;FEM;SG	N;NOM;FEM;SG
фірмі	kancelaria	фірма	kancelaria	N;INAN;DAT;FEM;SG	N;NOM;FEM;SG
юхимович	rasputin	юхимович	rasputin	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
лід	prowadź	лід	prowadzić	N;INAN;NOM;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
лід	ołowiu	лід	ołowiek	N;INAN;NOM;MASC;SG	
лід	lód	лід	lód	N;INAN;NOM;MASC;SG	
лід	ice	лід	icey	N;INAN;NOM;MASC;SG	
лід	lodu	лід	lód	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
дунай	dunaju	дунай	dunaj	PROPN;INAN;NOM;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
демо	demo	дема	demo		
демо	demonstracja	дема	demonstracja		N;NOM;FEM;SG
троїцький	troicki	троїцький	troicki	ADJ;NOM;MASC;SG	
прибрати	czysty	прибрати	czysty	V;PFV;NFIN	ADJ;NOM;MASC;SG
прибрати	czysta	прибрати	czysty	V;PFV;NFIN	
прибрати	czyste	прибрати	czysty	V;PFV;NFIN	ADJ;NOM;NEUT;SG
палаті	ward	палата	warda	N;INAN;DAT;FEM;SG	PROPN;NOM;MASC;SG
темний	dark	темний	dark	ADJ;NOM;MASC;SG	
темний	ciemno	темний	ciemno	ADJ;NOM;MASC;SG	ADV
мусульмани	muzułmańskich	мусульман	muzułmański	N;ANIM;NOM;MASC;PL	ADJ;GEN;MASC;PL
мусульмани	muzułmanów	мусульман	muzułmanin	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
видобування	ekstrakcji	видобування	ekstrakcja	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
видобування	wydobycia	видобування	wydobyć	N;INAN;NOM;NEUT;SG	N;GEN;NEUT;SG
ходів	ruchy	хід	ruch	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
ніколас	nicolás	ніколас	nicolás	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
ніколас	nicholas	ніколас	nicholas	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
ніколас	mikołaj	ніколас	mikołaj	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
брами	gates	брама	gates	N;INAN;NOM;FEM;PL	
брами	bramy	брама	brama	N;INAN;NOM;FEM;PL	
брами	bram	брама	brama	N;INAN;NOM;FEM;PL	
баррі	barry	барр	barry	PROPN;ANIM;NOM;MASC;SG	
лувр	louvre	лувр	louvre		
фішер	fisher	фішер	fisher	PROPN;ANIM;NOM;MASC;SG	
фішер	fishera	фішер	fisher	PROPN;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
фішер	fischer	фішер	fischer	PROPN;ANIM;NOM;MASC;SG	
додаткова	ekstra	додатковий	ekstra	ADJ;NOM;FEM;SG	
додаткова	extra	додатковий	extra	ADJ;NOM;FEM;SG	
додаткова	uzupełnienie	додатковий	uzupełnić	ADJ;NOM;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
припинено	przerwany	припинути	przerwać	V;PFV;IND;0;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
припинено	przerwana	припинути	przerwać	V;PFV;IND;0;FIN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
припинено	przerwane	припинути	przerwać	V;PFV;IND;0;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
казані	kazań	казан	kazanie	PROPN;INAN;GEN;MASC;SG	N;GEN;NEUT;PL
казані	kazan	казан	kazan	PROPN;INAN;GEN;MASC;SG	PROPN;NOM;MASC;SG
гарно	fajny	гарно	fajny	ADV	ADJ;NOM;MASC;SG
гарно	fajna	гарно	fajny	ADV	ADJ;NOM;FEM;SG
гарно	fajne	гарно	fajny	ADV	ADJ;NOM;NEUT;SG
гарно	ładne	гарно	ładny	ADV	ADJ;NOM;NEUT;SG
перетворено	konwersja	перетворити	konwersja	V;PFV;IND;0;FIN	
перетворено	przekształcone	перетворити	przekształcić	V;PFV;IND;0;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
геологічних	geologiczne	геологічний	geologiczny	ADJ;GEN;PL	ADJ;NOM;NEUT;SG
перекласти	tłumaczyć	перекласти	tłumaczyć	V;PFV;NFIN	V;IPFV;NFIN;ACT
перекласти	tłumacz	перекласти	tłumacz	V;PFV;NFIN	V;IPFV;IND;SG;PST;FIN;ACT
корі	corey	кора	cor		
корі	cory	кора	cor		
корі	cori	кора	corić		
перемагає	wygraną	перемагати	wygrana	V;IPFV;IND;SG;3;PRS;FIN	N;ACC;FEM;SG
перемагає	wygrana	перемагати	wygrać	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
перемагає	wygrywają	перемагати	wygrywać	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
груди	skrzynia	груди	skrzyniać	N;INAN;NOM	N;NOM;FEM;SG
груди	piersi	груди	pierś	N;INAN;NOM	
груди	biust	груди	biust	N;INAN;NOM	N;NOM;MASC;SG
груди	pierś	груди	pierś	N;INAN;NOM	
груди	piersi	груди	pierś	N;INAN;NOM	
допоміжні	asystentów	допоміжний	asystent	ADJ;NOM;PL	N;ACC;MASC;PL
допоміжні	asystentki	допоміжний	asystentka	ADJ;NOM;PL	N;GEN;FEM;PL
вченим	uczony	вчений	uczony	ADJ;PFV;INS;MASC;SG;V.PTCP;PASS	ADJ;NOM;MASC;SG
птаха	ptak	птах	ptak	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
птаха	bird	птах	bird	N;ANIM;ACC;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
птаха	ptaszek	птах	ptaszek	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
стадія	etapie	стадія	etap	N;INAN;NOM;FEM;SG	N;INS;MASC;SG
повідомили	poinformowała	повідомити	poinformować	V;PFV;IND;PL;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN;ACT
повідомили	poinformował	повідомити	poinformować	V;PFV;IND;PL;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
повідомили	poinformowany	повідомити	poinformować	V;PFV;IND;PL;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
повідомили	poinformowana	повідомити	poinformować	V;PFV;IND;PL;PST;FIN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
пояснив	wyjaśnione	пояснити	wyjaśnić	V;PFV;MASC;IND;SG;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
автоматична	automat	автоматичний	automat	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
автоматична	automatycznie	автоматичний	automatycznie	ADJ;NOM;FEM;SG	ADV
партизани	partyzantów	партизаний	partyzant	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
