در	drzwi	در	drzwi	ADP	N;NOM;NEUT;PL
پیکان	arrow	پیکان	arrow	N;SG	
پیکان	strzała	پیکان	strzał	N;SG	
اندرسون	anderson	None	anderson	N;SG	PROPN;NOM;MASC;SG
اندرسون	andersona	None	andersić	N;SG	
مسافرت	podróże	مسافرت	podróż	N;SG	N;ACC;FEM;PL
مسافرت	podróże	مسافرت	podróż	N;SG	N;ACC;FEM;PL
شاخ	rogi	شاخ	róg	N;SG	N;NOM;MASC;PL
شاخ	rogów	شاخ	róg	N;SG	N;GEN;MASC;PL
شاخ	shake	شاخ	shaka	N;SG	
میخائیل	michaił	میخائیل	michaić	N;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
دوام	wytrzymały	دوام	wytrzymać	N;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
دوام	trwał	دوام	trwać	N;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
دوام	trwała	دوام	trwać	N;SG	V;IPFV;FEM;IND;SG;PST;FIN;ACT
دوام	trwały	دوام	trwać	N;SG	V;IPFV;FEM;IND;PL;PST;FIN;ACT
ریال	rial	ریال	rial	N;SG	
ناشناس	anonimowy	ناشناس	anonimowy	N;SG	ADJ;NOM;MASC;SG
ناشناس	anonimowych	ناشناس	anonimowy	N;SG	ADJ;GEN;MASC;PL
ناشناس	anonimowe	ناشناس	anonimowy	N;SG	ADJ;NOM;NEUT;SG
ناشناس	incognito	ناشناس	incognito	N;SG	
حدوداً	około	حدوداً	około	ADV	PART
ارتقا	promocja	ارتقا	promocja	N;SG	
ارتقا	promocje	ارتقا	promocja	N;SG	N;NOM;FEM;PL
ارتقا	promować	ارتقا	promować	N;SG	V;IPFV;NFIN;ACT
ارتقا	promować	ارتقا	promować	N;SG	V;IPFV;NFIN;ACT
آش	bhp	آش	bhp	N;SG	
آش	ash	آش	ash	N;SG	PROPN;NOM;MASC;SG
غروب	wieczorny	غروب	wieczorny	N;SG	ADJ;NOM;MASC;SG
غروب	zmierzch	غروب	zmierzch	N;SG	
غروب	sunset	غروب	sunset	N;SG	
کارتر	carter	کار	carter	N;SG	
زیتون	olive	None	oliv	N;SG	
زیتون	oliwki	None	oliwka	N;SG	
زیتون	oliwek	None	oliwek	N;SG	N;GEN;FEM;PL
زیتون	oliwek	None	oliwek	N;SG	N;GEN;FEM;PL
زیتون	oliwki	None	oliwka	N;SG	
لامپ	żarówki	لامپ	żarówka	N;SG	N;ACC;FEM;PL
لامپ	lampy	لامپ	lampa	N;SG	N;ACC;FEM;PL
ارقام	cyfr	رقم	cyfra	N;PL	
ارقام	cyfry	رقم	cyfra	N;PL	
ارقام	liczby	رقم	liczba	N;PL	N;ACC;FEM;SG
معاهده	traktaty	معاهده	traktaty	N;SG	N;NOM;MASC;PL
شفیلد	sheffield	شفیلد	sheffield	N;SG	PROPN;NOM;MASC;SG
کیسه	torby	کیسه	torba	N;SG	N;NOM;FEM;PL
کیسه	worki	کیسه	worek	N;SG	N;NOM;MASC;PL
کیسه	torby	کیسه	torba	N;SG	N;NOM;FEM;PL
کیسه	torebki	کیسه	torebka	N;SG	N;ACC;FEM;PL
غیرفعال	biernego	غیرفعال	bierny	N;SG	
غیرفعال	wyłączony	غیرفعال	wyłączyć	N;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
غیرفعال	niepełnosprawnych	غیرفعال	niepełnosprawny	N;SG	ADJ;GEN;MASC;PL
غیرفعال	wyłączona	غیرفعال	wyłączyć	N;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
غیرفعال	wyłączone	غیرفعال	wyłączyć	N;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
غیرفعال	nieaktywne	غیرفعال	nieaktywny	N;SG	ADJ;NOM;NEUT;SG
ببر	tygrys	None	tygrys	V;IMP;SG;2	N;NOM;MASC;SG
ببر	tiger	None	tiger	V;IMP;SG;2	
آمازون	amazon	آمازون	amazon	N;SG	
یادداشت	uwaga	یادداشت	uwaga	N;SG	
یادداشت	memo	یادداشت	memo	N;SG	
متناوب	alternatywny	متناوب	alternatywny	N;SG	ADJ;NOM;MASC;SG
متناوب	zastępców	متناوب	zastępca	N;SG	N;ACC;MASC;PL
متناوب	alternatywne	متناوب	alternatywny	N;SG	ADJ;NOM;NEUT;SG
متناوب	alternatywna	متناوب	alternatywny	N;SG	ADJ;NOM;FEM;SG
متناوب	okresowo	متناوب	okresowo	N;SG	ADV
متناوب	okresowe	متناوب	okresowy	N;SG	ADJ;NOM;NEUT;SG
حجاب	welon	None	welon	N;SG	
مکانیسم	mechanizmy	None	mechanizm	N;SG	N;NOM;MASC;PL
مکانیسم	mechanizmów	None	mechanizm	N;SG	N;GEN;MASC;PL
مکانیسم	mechanizmy	None	mechanizm	N;SG	N;NOM;MASC;PL
شکاف	slot	شکاف	slot	N;SG	
شکاف	rift	شکاف	rift	N;SG	
شکاف	luk	شکاف	luk	N;SG	
شکاف	luki	شکاف	luk	N;SG	
شکاف	crack	شکاف	cracki	N;SG	
دونالد	donalda	دونالد	donalda	N;SG	
دونالد	donald	دونالد	donald	N;SG	
کاشت	implant	کاشت#کار	implant	N;SG	
کاشت	implanty	کاشت#کار	implant	N;SG	N;ACC;MASC;PL
پاکسازی	czystki	پاکسازی	czystka	N;SG	N;NOM;FEM;PL
فسفات	fosforan	فسفات	fosforan	N;PL	N;NOM;MASC;SG
نیکلاس	niklas	نیکلاس	niklas	N;SG	PROPN;NOM;MASC;SG
کنوانسیون	konwencje	کنوانسیون	konwencja	N;SG	N;NOM;FEM;PL
خوشه	uszy	خوشه	ucho	N;SG	
گنجینه	skarby	گنجینه	skarba	N;SG	N;NOM;MASC;PL
جاناتان	jonathan	جانات	jonathan	N;PL	N;NOM;MASC;SG
سیبری	syberyjski	سیبری	syberyjski	N;SG	ADJ;NOM;MASC;SG
بنزین	benzyna	None	benzyna	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
بنزین	benzyny	None	benzyna	N;SG	
تجویز	przepisać	تجویز	przepisać	N;SG	V;PFV;NFIN;ACT
هارد	hurd	هارد	hurd	N;SG	
ماسه	piach	ماسه	pie	N;SG	
ویرجین	dziewicze	ویرجین	dziewicz	N;SG	
عبارات	terminologii	عبارت	terminologia	N;PL	N;GEN;FEM;SG
نیلوفر	lotus	نیلوفر	lotus	N;SG	
اسکاتلندی	szkot	اسکاتلندی	szkot	N;SG	PROPN;NOM;MASC;SG
اسکاتلندی	szkotów	اسکاتلندی	szkot	N;SG	N;GEN;MASC;PL
کرون	krone	کرون	krone	N;SG	
کرون	crown	کرون	crowny	N;SG	
کوری	cory	کوری	cor	N;SG	
ناموفق	nieudane	ناموفق	nieudany	N;SG	ADJ;NOM;NEUT;SG
ناموفق	nieskuteczne	ناموفق	nieskuteczny	N;SG	ADJ;NOM;NEUT;SG
استنفورد	stanford	None	stanford	N;SG	PROPN;NOM;MASC;SG
اسطوره	legendy	اسطوره	legenda	N;SG	
اسطوره	legend	اسطوره	legend	N;SG	
اسطوره	mity	اسطوره	mit	N;SG	N;NOM;MASC;PL
لاکهید	lockheed	لاکهید	lockheed	N;SG	
شعبان	szaban	None	szaban	N;SG	
سیا	spi	سیا	spa	N;SG	V;IPFV;IND;SG;PRS;FIN;ACT
گرا	ukierunkowana	گرا	ukierunkować	N;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
گرا	gera	گرا	gerać	N;SG	PROPN;NOM;MASC;SG
باختر	zachodnia	باخت#باز	zachodni	N;SG	
باختر	west	باخت#باز	wysta	N;SG	
کاندیدای	kandydaci	کاندیدا	kandydat	N;SG	N;NOM;MASC;PL
رنه	rené	رنه	rena	N;SG	PROPN;NOM;MASC;SG
رنه	rene	رنه	reny	N;SG	PROPN;NOM;MASC;SG
رنه	renee	رنه	renee	N;SG	PROPN;NOM;FEM;SG
رنه	rené	رنه	rena	N;SG	PROPN;NOM;MASC;SG
رنه	rene	رنه	reny	N;SG	PROPN;NOM;MASC;SG
رنه	renee	رنه	renee	N;SG	PROPN;NOM;FEM;SG
آخوند	mułła	آخوند	mułeć	N;SG	V;IPFV;FEM;IND;SG;PST;FIN;ACT
شهادت	zeznawać	شهادت	zeznawać	N;SG	V;IPFV;NFIN;ACT
شهادت	świadkowie	شهادت	świadkowie	N;SG	N;NOM;MASC;PL
شهادت	zeznania	شهادت	zeznanie	N;SG	N;NOM;NEUT;PL
آزادراه	autostradzie	آزادراه	autostrada	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
آزادراه	autostrady	آزادراه	autostrada	N;SG	
صخره	urwiska	None	urwisko	N;SG	
صخره	cliff	None	cliffa	N;SG	PROPN;NOM;MASC;SG
صخره	skały	None	skała	N;SG	N;ACC;FEM;PL
صخره	rock	None	rock	N;SG	
آتلانتیک	atlantic	آتلانتیک	atlantic	N;SG	
آتلانتیک	atlantyk	آتلانتیک	atlantyk	N;SG	
آتلانتیک	atlantycki	آتلانتیک	atlantycki	N;SG	ADJ;NOM;MASC;SG
جالبی	interesujące	جالب	interesujący	N;SG	ADJ;NOM;NEUT;SG
جالبی	ciekawe	جالب	ciekawy	N;SG	ADJ;NOM;NEUT;SG
جالبی	interesujący	جالب	interesujący	N;SG	ADJ;NOM;MASC;SG
جالبی	ciekawie	جالب	ciekawie	N;SG	ADV
اظهارات	stwierdzenia	اظهار	stwierdzić	N;PL	N;GEN;NEUT;SG
اظهارات	oświadczenia	اظهار	oświadczenie	N;PL	N;NOM;NEUT;SG
اظهارات	deklaracja	اظهار	deklaracja	N;PL	N;NOM;FEM;SG
اظهارات	oświadczenie	اظهار	oświadczenie	N;PL	N;NOM;NEUT;SG
اظهارات	oświadczenia	اظهار	oświadczenie	N;PL	N;NOM;NEUT;SG
اظهارات	stwierdzenie	اظهار	stwierdzenie	N;PL	N;NOM;NEUT;SG
عضلانی	mięśni	عضلانی	mięsień	N;SG	N;GEN;MASC;PL
پیغام	wiadomości	پیغام	wiadomość	N;SG	N;ACC;FEM;PL
ایرباس	airbus	ایرباس	airbus	N;SG	
قوس	arc	قوس	arc	N;SG	
لوئیز	luiz	لوئیز	luiz	N;SG	PROPN;NOM;MASC;SG
لوئیز	ludwika	لوئیز	ludwik	N;SG	
لوئیز	louise	لوئیز	louis	N;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
تابلو	tableau	تابلو	tablea	N;SG	
یونگ	młoda	یونگ	młody	N;SG	ADJ;NOM;FEM;SG
یونگ	młody	یونگ	młody	N;SG	ADJ;NOM;MASC;SG
یونگ	młode	یونگ	młody	N;SG	ADJ;NOM;NEUT;SG
یونگ	młodzi	یونگ	młody	N;SG	N;NOM;MASC;PL
یونگ	young	یونگ	young	N;SG	
یونگ	jung	یونگ	junga	N;SG	PROPN;NOM;MASC;SG
دزد	złodzieje	دزد	złodziej	N;SG	N;NOM;MASC;PL
دزد	złodziei	دزد	złodziej	N;SG	
پروازی	latające	پروازی	latać	N;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
پروازی	pływające	پروازی	pływać	N;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
پروازی	latający	پروازی	latać	N;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
پروازی	latanie	پروازی	latan	N;SG	
تحریر	tahrir	تحریر	tahrir	N;SG	
تحریر	pisać	تحریر	pisać	N;SG	V;IPFV;NFIN;ACT
حاد	ostre	None	ostry	N;SG	
حاد	ostry	None	ostry	N;SG	
حاد	ostrej	None	ostry	N;SG	ADJ;GEN;FEM;SG
حاد	ostra	None	ostry	N;SG	
بورگس	burgess	بورگس	burgess	N;SG	
پشم	wełny	پشم	wełny	N;SG	
پشم	wełna	پشم	wziąć	N;SG	
تکراری	duplikat	تکراری	duplikat	ADJ	N;ACC;MASC;SG
والنسیا	valencia	والنسیا	valencia	N;SG	
سالار	salar	سالار	salar	N;SG	
هرودوت	herodot	هرودوت	herodot	N;SG	PROPN;NOM;MASC;SG
پرینستون	princeton	پرینستون	princeton	N;SG	
باهاما	bahamy	باهاما	bahać	N;SG	N;ACC;MASC;PL
دعا	modlitw	None	modlitwa	N;SG	
دعا	modły	None	moda	N;SG	V;IPFV;MASC;IND;PL;PST;FIN;ACT
دیوانه	szalona	دیوانه	szalony	N;SG	ADJ;NOM;FEM;SG
دیوانه	szalony	دیوانه	szalony	N;SG	ADJ;NOM;MASC;SG
دیوانه	szalone	دیوانه	szalony	N;SG	ADJ;NOM;NEUT;SG
دیوانه	szalona	دیوانه	szalony	N;SG	ADJ;NOM;FEM;SG
دیوانه	szalone	دیوانه	szalony	N;SG	ADJ;NOM;NEUT;SG
دیوانه	szalony	دیوانه	szalony	N;SG	ADJ;NOM;MASC;SG
دیوانه	mad	دیوانه	mad	N;SG	
دیوانه	szalony	دیوانه	szalony	N;SG	ADJ;NOM;MASC;SG
بصره	basrze	بصره	basra	N;SG	
قرص	tabletki	قرص	tabletka	N;SG	N;ACC;FEM;PL
قرص	pigułki	قرص	pigułek	N;SG	N;NOM;FEM;PL
قرص	pigułki	قرص	pigułek	N;SG	N;NOM;FEM;PL
عادت	niewykorzystane	عادت	wykorzystać	N;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
عادت	nawyki	عادت	nawyk	N;SG	N;NOM;MASC;PL
گیم	game	گیم	gam	N;SG	
گیم	gry	گیم	gra	N;SG	
گیم	gra	گیم	grać	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
ساقه	prześladować	None	prześladować	N;SG	V;IPFV;NFIN;ACT
ساقه	macierzystych	None	macierzysty	N;SG	ADJ;GEN;MASC;PL
راهپیمایی	marzec	راهپیمایی	marzec	N;SG	
راهپیمایی	marca	راهپیمایی	marza	N;SG	
نروژی	norweskie	نروژی	norweski	N;SG	ADJ;NOM;NEUT;SG
نروژی	norweskiego	نروژی	norweski	N;SG	ADJ;ACC;MASC;SG
نروژی	norweski	نروژی	norweski	N;SG	ADJ;NOM;MASC;SG
سرگذشت	kroniki	سرگذشت	kronik	N;SG	
سرگذشت	chronicles	سرگذشت	chronicles	N;SG	
ویولن	skrzypce	ویولن	skrzypce	N;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
شجاع	dzielny	None	dzielny	N;SG	ADJ;NOM;MASC;SG
شجاع	odważny	None	odważny	N;SG	ADJ;NOM;MASC;SG
شجاع	dzielna	None	dzielny	N;SG	
شجاع	odważna	None	odważny	N;SG	ADJ;NOM;FEM;SG
شجاع	odważny	None	odważny	N;SG	ADJ;NOM;MASC;SG
شجاع	odważne	None	odważny	N;SG	ADJ;NOM;NEUT;SG
بکر	becker	بکر	becker	N;SG	
بکر	bakr	بکر	bakr	N;SG	
بکر	backer	بکر	backer	N;SG	
باربری	towarowy	باربری	towarowy	N;SG	ADJ;NOM;MASC;SG
سیگار	papierosy	سیگار	papieros	N;SG	
سیگار	papierosy	سیگار	papieros	N;SG	
بازماندگان	ocalałych	None	ocalały	N;PL	ADJ;GEN;MASC;PL
توربین	turbiny	توربین	turbina	N;SG	N;ACC;FEM;PL
رهنمود	wytyczne	رهنمود	wytyczny	N;SG	ADJ;NOM;NEUT;SG
منعکس	odzwierciedlają	منعکس	odzwierciedlać	ADJ	V;IPFV;IND;PL;3;PRS;FIN;ACT
منعکس	odzwierciedlenie	منعکس	odzwierciedlenie	ADJ	N;NOM;NEUT;SG
رافائل	raphael	رافائل	raphael	N;SG	PROPN;NOM;MASC;SG
رافائل	rafał	رافائل	rafać	N;SG	PROPN;NOM;MASC;SG
رافائل	rafael	رافائل	rafael	N;SG	PROPN;NOM;MASC;SG
رافائل	rafał	رافائل	rafać	N;SG	PROPN;NOM;MASC;SG
قاب	rama	None	rama	N;SG	
قاب	ramy	None	ramy	N;SG	N;ACC;NEUT;PL
جنوبگان	antarktyda	جنوبه	antarktyda	N;SG	
اشعه	promienie	None	promień	N;SG	N;NOM;MASC;PL
ادگار	edgar	ادگار	edgar	N;SG	PROPN;NOM;MASC;SG
لطفی	przysługi	لطفی	przysługa	N;SG	N;ACC;FEM;PL
راین	ryan	راین	ryan	N;SG	PROPN;NOM;MASC;SG
راین	ren	راین	ren	N;SG	
راین	renie	راین	rena	N;SG	
راین	rayne	راین	rayny	N;SG	
سطر	row	سطر	row	N;SG	
حوض	zbiorniki	None	zbiornik	N;SG	N;NOM;MASC;PL
حوض	zbiorników	None	zbiornik	N;SG	N;GEN;MASC;PL
بصری	wizualne	بصری	wizualny	N;SG	ADJ;NOM;NEUT;SG
یار	yar	یار	yar	N;SG	
ترینیداد	trynidad	ترینیداد	trynidad	N;SG	PROPN;NOM;MASC;SG
باورهای	przekonania	باور	przekonanie	N;PL	N;NOM;NEUT;SG
تهاجم	napaści	تهاجم	napaść	N;SG	
کلن	kolonii	کلن	kolonia	N;SG	
کلن	köln	کلن	köln	N;SG	PROPN;NOM;MASC;SG
نیسان	nissan	هست	nissany	N;SG	
دشمنی	wrogowie	دشمنی	wróg	N;SG	N;NOM;MASC;PL
دشمنی	wroga	دشمنی	wróg	N;SG	
دشمنی	wrogo	دشمنی	wrogo	N;SG	ADV
دشمنی	wrogie	دشمنی	wrogi	N;SG	
شوخی	zart	شوخی	zart	N;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
شوخی	żart	شوخی	żart	N;SG	
شوخی	żart	شوخی	żart	N;SG	
یورک	york	یورک	york	N;SG	
بازنشستگی	emerytury	بازنشستگی	emerytura	N;SG	N;ACC;FEM;PL
عروق	naczyniowe	عروق	naczyniowy	N;PL	ADJ;NOM;NEUT;SG
ورشو	warszawa	ورشو	warszawa	N;SG	
مخصوصا	zwłaszcza	مخصوصا	zwłaszcza	ADV	PART
داود	dawid	داود	dawid	N;SG	PROPN;NOM;MASC;SG
داود	david	داود	david	N;SG	PROPN;NOM;MASC;SG
جادویی	magiczne	جادویی	magiczny	N;SG	ADJ;NOM;NEUT;SG
جادویی	czary	جادویی	czar	N;SG	N;NOM;MASC;PL
جادویی	magic	جادویی	magica	N;SG	
جادویی	magiczna	جادویی	magiczny	N;SG	ADJ;NOM;FEM;SG
جادویی	magiczne	جادویی	magiczny	N;SG	ADJ;NOM;NEUT;SG
جادویی	magicznie	جادویی	magicznie	N;SG	ADV
جادویی	magiczny	جادویی	magiczny	N;SG	ADJ;NOM;MASC;SG
وینسنت	vincent	وینسنت	vincent	N;SG	PROPN;NOM;MASC;SG
فقیر	biedny	None	biedny	N;SG	ADJ;NOM;MASC;SG
فقیر	biedne	None	biedny	N;SG	ADJ;NOM;NEUT;SG
فقیر	biedna	None	biedny	N;SG	ADJ;NOM;FEM;SG
فقیر	biedniejszych	None	biedny	N;SG	ADJ;ACC;CMPR;MASC;PL
برون	out	برون	out	N;SG	
افلاطون	platon	افلاطون	platon	N;SG	PROPN;NOM;MASC;SG
گریز	uciec	گریز	uciec	N;SG	V;PFV;NFIN;ACT
عمود	prostopadła	عمود	prostopaść	N;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
مجاری	węgierskiej	مجاری	węgierski	N;SG	ADJ;GEN;FEM;SG
مجاری	węgierskie	مجاری	węgierski	N;SG	ADJ;NOM;NEUT;SG
مجاری	węgierski	مجاری	węgierski	N;SG	ADJ;NOM;MASC;SG
مجاری	węgier	مجاری	węgier	N;SG	
مجاری	węgierska	مجاری	węgierski	N;SG	ADJ;NOM;FEM;SG
گله	stado	گله	stado	N;SG	
گله	stada	گله	stadać	N;SG	
گله	stado	گله	stado	N;SG	
گله	stada	گله	stadać	N;SG	
دومینیکن	dominikany	دومینیکن	dominikany	ADJ;RL	
تفلیس	tbilisi	تفلیس	tbilis	N;SG	PROPN;NOM;MASC;SG
موی	włosy	مو	włos	N;SG	N;NOM;MASC;PL
موی	sierść	مو	sierść	N;SG	
موی	włosów	مو	włos	N;SG	N;GEN;MASC;PL
موی	mui	مو	jua	N;SG	
هورمون	hormonów	هورمون	hormon	N;SG	N;GEN;MASC;PL
هورمون	hormony	هورمون	hormon	N;SG	N;NOM;MASC;PL
تاتی	tat	تاتی	tat	N;SG	
خشن	przemoc	None	przemoc	ADJ	
خشن	przemocy	None	przemoc	ADJ	V;IPFV;IND;SG;3;PRS;FIN;ACT
پستان	sutki	پستان	sutka	N;SG	N;NOM;MASC;PL
پستان	pierś	پستان	pierś	N;SG	
پستان	piersi	پستان	pierś	N;SG	
راهبردی	strategicznych	راهبرد	strategiczny	N;SG	ADJ;GEN;MASC;PL
راهبردی	strategiczne	راهبرد	strategiczny	N;SG	ADJ;NOM;NEUT;SG
راهبردی	strategiczny	راهبرد	strategiczny	N;SG	ADJ;NOM;MASC;SG
پرسنل	personelu	پرسنل	personel	N;PL	N;GEN;MASC;SG
پرسنل	personel	پرسنل	personel	N;PL	N;NOM;MASC;SG
غلام	ghulam	غلام	ghulać	N;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
مارکس	marquez	None	marquez	N;SG	PROPN;NOM;MASC;SG
مارکس	marx	None	marna	N;SG	PROPN;NOM;MASC;SG
مارکس	marks	None	marks	N;SG	PROPN;NOM;MASC;SG
مارکس	marek	None	marek	N;SG	PROPN;NOM;MASC;SG
مارکس	znaki	None	znak	N;SG	N;NOM;MASC;PL
مارکس	ślady	None	ślad	N;SG	N;NOM;MASC;PL
مارکس	marks	None	marks	N;SG	PROPN;NOM;MASC;SG
هاینریش	heinrich	هاینریش	heźnrich	N;SG	PROPN;NOM;MASC;SG
تکواندو	taekwondo	تکواندو	taekwondo	N;SG	
آرمسترانگ	armstrong	None	armstrong	N;SG	
برنارد	bernard	رفت#رن	bernard	N;SG	PROPN;NOM;MASC;SG
آجری	brick	آجری	brick	N;SG	
آجری	cegły	آجری	cegły	N;SG	
لئو	leo	لئو	leo	N;SG	
سکوی	platformy	سکوی	platforma	N;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
سکوی	platform	سکوی	platform	N;SG	
گیل	gill	گیل	gill	N;SG	PROPN;NOM;MASC;SG
گیل	gil	گیل	gil	N;SG	PROPN;NOM;MASC;SG
گیل	gail	گیل	gail	N;SG	PROPN;NOM;FEM;SG
آتلانتا	atlanty	آتلانتا	atlant	N;SG	
دایر	dyer	دایر	dyer	ADJ	PROPN;NOM;MASC;SG
کروم	chrome	کروم	chromać	N;SG	
رحم	macicy	رحم	macica	N;SG	
رحم	łona	رحم	łona	N;SG	
سانتیاگو	santiago	سانتیاگو	santia	N;SG	V;IPFV;IND;SG;PRS;FIN;ACT
وعده	obiecuje	وعده	obiecywać	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
وعده	obietnic	وعده	obietnic	N;SG	
وعده	obietnice	وعده	obietnica	N;SG	N;NOM;FEM;PL
بشکه	beczki	بشکه	beczka	N;SG	N;ACC;FEM;PL
بشکه	lufy	بشکه	lufa	N;SG	N;GEN;FEM;PL
بشکه	lufy	بشکه	lufa	N;SG	N;GEN;FEM;PL
فاکتور	wpływy	فاکتور	wpływ	N;SG	N;NOM;MASC;PL
فاکتور	rachunki	فاکتور	rachunek	N;SG	N;NOM;MASC;PL
هندوراس	honduras	هندوراس	honduras	N;SG	V;IPFV;IND;SG;PRS;FIN;ACT
بیننده	widzowie	بیننده	widzowo	N;SG	N;NOM;MASC;PL
بیننده	widzów	بیننده	widz	N;SG	N;ACC;MASC;PL
عبدالعزیز	abdulaziz	عبدالعزیز	abdulaziz	N;SG	
باس	bass	باس	bass	N;SG	
باس	bas	باس	bas	N;SG	
باس	bas	باس	bas	N;SG	
نصر	nasr	نصر	nasr	N;SG	
هوگو	hugo	هوگو	hugo	N;SG	
خودی	przyjacielski	خودی	przyjacielski	N;SG	ADJ;NOM;MASC;SG
خودی	przyjazny	خودی	przyjazny	N;SG	ADJ;NOM;MASC;SG
خودی	przyjazna	خودی	przyjazny	N;SG	ADJ;NOM;FEM;SG
خودی	przyjazne	خودی	przyjazny	N;SG	ADJ;NOM;NEUT;SG
خودی	friendly	خودی	friendla	N;SG	
بیماریهای	chorób	بیماری	chorób	N;PL	
اوگاندا	ugandzie	اوهاندا	uganda	N;SG	PROPN;NOM;MASC;SG
نوآوری	innowacje	None	innowacja	N;SG	N;NOM;FEM;PL
نوآوری	innowacje	None	innowacja	N;SG	N;NOM;FEM;PL
لنین	lenin	لنین	lenin	N;SG	PROPN;NOM;MASC;SG
خالق	twórcy	None	twórca	N;SG	N;NOM;MASC;PL
نیوتن	newtona	نیوتن	newton	N;SG	
نیوتن	newton	نیوتن	newton	N;SG	PROPN;NOM;MASC;SG
گوگنهایم	guggenheim	گوگن	guggenheim	N;PL	N;NOM;MASC;SG
کنده	conde	None	condy	V;SG;3;V.PTCP	
کنده	pień	None	pień	V;SG;3;V.PTCP	N;NOM;MASC;SG
کنده	stump	None	stumpa	V;SG;3;V.PTCP	
همیلتون	hamilton	همیلتون	hamilton	N;SG	
گرانشی	grawitacyjne	گرانشی	grawitacyjny	N;SG	ADJ;NOM;NEUT;SG
آنری	henri	آنری	henria	N;SG	PROPN;NOM;MASC;SG
آنری	henryka	آنری	henryka	N;SG	
آنری	henryk	آنری	henryk	N;SG	PROPN;NOM;MASC;SG
آنری	henry	آنری	henry	N;SG	PROPN;NOM;MASC;SG
دوش	prysznice	None	prysznica	N;SG	N;NOM;FEM;PL
دوش	ulewy	None	ulewa	N;SG	N;ACC;FEM;PL
قیر	smoła	قیر	smoła	N;SG	
قیر	smoły	قیر	smoła	N;SG	
خرگوش	królików	خرگوش	królik	N;SG	N;ACC;MASC;PL
خرگوش	króliki	خرگوش	królika	N;SG	N;NOM;MASC;PL
خرگوش	rabbit	خرگوش	rabbit	N;SG	
خرگوش	króliki	خرگوش	królika	N;SG	N;NOM;MASC;PL
طالب	pragnienia	None	pragnienie	N;SG	N;NOM;NEUT;PL
طالب	pragnienia	None	pragnienie	N;SG	N;NOM;NEUT;PL
طالب	pragnień	None	pragnienie	N;SG	N;GEN;NEUT;PL
صرفه	oszczędnie	صرفه	oszczędnie	N;SG	ADV
صرفه	oszczędny	صرفه	oszczędny	N;SG	ADJ;NOM;MASC;SG
تد	ted	تد	ted	N;SG	
لیون	lyon	لیون	lyon	N;SG	PROPN;NOM;MASC;SG
لیون	leona	لیون	leon	N;SG	
لیون	leon	لیون	leon	N;SG	PROPN;NOM;MASC;SG
رایش	rzeszy	رایش	rzeszyć	N;SG	
سلولهای	ogniwa	None	ogniwy	N;PL	
حوضه	basin	حوضه	basina	N;SG	
اسکان	osady	اسکان	osada	N;PL	
اسکان	ugoda	اسکان	ugoda	N;PL	N;NOM;FEM;SG
اسکان	rozliczenie	اسکان	rozliczyć	N;PL	N;PFV;NOM;NEUT;SG;POS;V.MSDR
اسکان	osada	اسکان	osada	N;PL	N;NOM;FEM;SG
اسکان	rozrachunku	اسکان	rozrachunek	N;PL	N;GEN;MASC;SG
اسکان	kolonizacji	اسکان	kolonizacja	N;PL	N;GEN;FEM;SG
انتگرال	integralną	انتگرال	integralny	N;SG	ADJ;ACC;FEM;SG
تایپ	wpisz	تایپ	wpić	N;SG	V;PFV;IMP;SG;2;FIN;ACT
تایپ	typ	تایپ	typ	N;SG	
تایپ	pisać	تایپ	pisać	N;SG	V;IPFV;NFIN;ACT
بخارا	buchary	بخارا	buchar	N;SG	
صلاح	salah	None	salah	N;SG	PROPN;NOM;MASC;SG
قریه	town	قریه	town	N;SG	
نوشیدنی	napoje	نوشیدنی	napój	N;SG	N;NOM;MASC;PL
نوشیدنی	napojów	نوشیدنی	napój	N;SG	N;GEN;MASC;PL
ارتقای	promocja	ارتقا	promocja	N;SG	
ارتقای	promocje	ارتقا	promocja	N;SG	N;NOM;FEM;PL
قانع	przekonał	None	przekonać	ADJ	V;PFV;MASC;IND;SG;PST;FIN;ACT
