در	porta	در	porta	ADP	N;FEM;SG
دراماتیک	dramático	دراماتیک	dramático	N;SG	ADJ;MASC;SG
شهاب	meteoros	شهاب	meteoro	N;SG	N;MASC;PL
امپراطوری	imperiais	امپراطوری	imperial	N;SG	N;MASC;PL
حیاتی	vital	حیاتی	vital	N;SG	ADJ;MASC;SG
حیاتی	vitais	حیاتی	vital	N;SG	ADJ;MASC;PL
حیاتی	críticas	حیاتی	crítica	N;SG	N;FEM;PL
حیاتی	critica	حیاتی	criticar	N;SG	V;IND;SG;3;PRS;FIN
حیاتی	críticos	حیاتی	crítico	N;SG	N;MASC;PL
آرامی	aramaico	آرامی	aramaico	ADV	N;MASC;SG
آنی	annie	None	annie		N;FEM;SG
صادقی	sincero	صادقی	sincero	N;SG	ADJ;MASC;SG
صادقی	honesto	صادقی	honesto	N;SG	ADJ;MASC;SG
صادقی	honesta	صادقی	honesto	N;SG	ADJ;FEM;SG
صادقی	sincera	صادقی	sincer	N;SG	ADJ;FEM;SG
چالش	desafios	چالش	desafio	N;SG	N;MASC;PL
چالش	desafiante	چالش	desafiante	N;SG	ADJ;MASC;SG
چالش	desafiador	چالش	desafiador	N;SG	ADJ;MASC;SG
چالش	desafiar	چالش	desafiar	N;SG	V;NFIN
چالش	desafiando	چالش	desafiar	N;SG	V;V.MSDR
تازگی	recentemente	تازگی	recentemente	N;SG	ADV
فان	carrinha	فان	carrinha		N;FEM;SG
فان	van	فان	van		N;MASC;SG
فان	fauno	فان	fauno		N;MASC;SG
شو	apanha	None	apanhar	V;IMP;SG;2	V;IND;SG;3;PRS;FIN
شو	obtenha	None	obter	V;IMP;SG;2	V;SBJV;SG;3;PRS;FIN
شو	receba	None	receber	V;IMP;SG;2	V;SBJV;SG;3;PRS;FIN
الیاف	fibras	الیاف	fibra	N;SG	N;FEM;PL
الیاف	fibras	الیاف	fibra	N;SG	N;FEM;PL
الیاف	fibras	الیاف	fibra	N;SG	N;FEM;PL
فضانورد	astronautas	فضانورد	astronauta	N;SG	N;MASC;PL
فضانورد	astronautas	فضانورد	astronauta	N;SG	N;MASC;PL
دائم	constante	دائم	constante		ADJ;MASC;SG
دائم	constantes	دائم	constante		ADJ;MASC;PL
دائم	permanente	دائم	permanente		ADJ;MASC;SG
دائم	permanentes	دائم	permanente		ADJ;MASC;PL
مکرر	inquéritos	مکرر	inquérito	ADJ	N;MASC;PL
عاج	presas	عاج	prender	N;SG	V;FEM;PL;V.PTCP
لوئی	luiz	لوئی	luiz	N;SG	PROPN;MASC;SG
پرتغالی	portugueses	پرتغالی	português	N;SG	N;MASC;PL
کروز	cruzeiros	کروز	cruzeiro	N;SG	N;MASC;PL
سرب	liderar	سرب	liderar	N;SG	V;NFIN
تعمیر	reparar	تعمیر	reparar	N;SG	V;NFIN
تعمیر	reparações	تعمیر	reparação	N;SG	N;FEM;PL
تعمیر	reparada	تعمیر	reparar	N;SG	V;FEM;SG;V.PTCP
تعمیر	reparado	تعمیر	reparar	N;SG	V;MASC;SG;V.PTCP
حدس	adivinhar	حدس	adivinhar	N;SG	V;NFIN
قریب	iminentes	قریب	iminente	N;SG	ADJ;MASC;PL
قریب	iminente	قریب	iminente	N;SG	ADJ;MASC;SG
کویر	desertos	کویر	deserto	N;SG	N;MASC;PL
پیست	adereços	پیست	adereço	N;SG	N;MASC;PL
تحسین	admire	تحسین	admirir	N;SG	V;SBJV;SG;3;PRS;FIN
تحسین	admiro	تحسین	admirar	N;SG	V;IND;SG;1;PRS;FIN
تحسین	admirar	تحسین	admirar	N;SG	V;NFIN
تحسین	admirava	تحسین	admirar	N;SG	V;IND;SG;3;IPFV;FIN
تحسین	admirado	تحسین	admirar	N;SG	V;MASC;SG;V.PTCP
تحسین	admirada	تحسین	admirar	N;SG	V;FEM;SG;V.PTCP
اردوگاه	acampamentos	اردوگاه	acampamento	N;SG	N;MASC;PL
موبایل	móveis	None	móvel	N;SG	N;MASC;PL
امان	seguros	امان	seguro	N;SG	N;MASC;PL
امان	segura	امان	seguro	N;SG	ADJ;FEM;SG
دوشنبه	segunda	دوشنبه	segundo	N;SG	ADJ;FEM;SG
متوالی	consecutivas	متوالی	consecutivo	N;SG	N;FEM;PL
متوالی	consecutivo	متوالی	consecutivo	N;SG	ADJ;MASC;SG
متوالی	consecutivos	متوالی	consecutivo	N;SG	N;MASC;PL
مسلم	muçulmano	مسلم	muçulmano	ADJ	N;MASC;SG
مسلم	muçulmanos	مسلم	muçulmano	ADJ	N;MASC;PL
مسلم	muçulmanas	مسلم	muçulmano	ADJ	N;FEM;PL
مسلم	muçulmana	مسلم	muçulmano	ADJ	N;FEM;SG
موثر	efetivamente	موثر	efetivamente	N;SG	ADV
موثر	eficazmente	موثر	eficazmente	N;SG	ADV
موثر	impressionante	موثر	impressionante	N;SG	ADJ;MASC;SG
موثر	impressionantes	موثر	impressionante	N;SG	ADJ;MASC;PL
موثر	efectivo	موثر	efectivo	N;SG	ADJ;MASC;SG
موثر	eficazes	موثر	eficaz	N;SG	ADJ;FEM;PL
موثر	efetivo	موثر	efetivo	N;SG	ADJ;MASC;SG
موثر	eficaz	موثر	eficaz	N;SG	ADJ;FEM;SG
گران	dispendioso	گران	dispendioso	N;SG	ADJ;MASC;SG
گران	caro	گران	caro	N;SG	ADJ;MASC;SG
گران	dispendioso	گران	dispendioso	N;SG	ADJ;MASC;SG
گران	caros	گران	caro	N;SG	ADJ;MASC;PL
غرق	afogar	غرق	afogar	ADJ	V;NFIN
غرق	afogando	غرق	afogar	ADJ	V;V.MSDR
غرق	afogamento	غرق	afogamento	ADJ	N;MASC;SG
غرق	afogados	غرق	afogar	ADJ	V;MASC;PL;V.PTCP
غرق	afogar	غرق	afogar	ADJ	V;NFIN
غرق	afoga	غرق	afogar	ADJ	V;IND;SG;3;PRS;FIN
کارمند	trabalhadores	کارمند	trabalhador	N;SG	N;MASC;PL
کارمند	assalariados	کارمند	assalariado	N;SG	V;MASC;PL;V.PTCP
کارمند	funcionários	کارمند	funcionário	N;SG	N;MASC;PL
کارمند	empregados	کارمند	empregado	N;SG	N;MASC;PL
کاشی	azulejos	کاشی	azulejo	N;SG	N;MASC;PL
دکترا	medicos	دکترا	medico	N;SG	N;MASC;PL
دکترا	doutores	دکترا	doutor	N;SG	N;MASC;PL
دکترا	médicos	دکترا	médico	N;SG	N;MASC;PL
لوک	lucas	لوک	luca	N;SG	N;MASC;PL
نامدار	nomeada	نامدار	nomear	N;SG	V;FEM;SG;V.PTCP
نامدار	nomeado	نامدار	nomear	N;SG	V;MASC;SG;V.PTCP
عزل	depor	عزل	depor	N;SG	V;NFIN
عزل	destroçar	عزل	destroçar	N;SG	V;NFIN
عزل	dispensados	عزل	dispensar	N;SG	V;MASC;PL;V.PTCP
عزل	dispensado	عزل	dispensar	N;SG	V;MASC;SG;V.PTCP
عزل	demitido	عزل	demitir	N;SG	V;MASC;SG;V.PTCP
صدام	saddam	صدام	saddar	N;SG	N;MASC;PL
دوستانه	amigáveis	دوستانه	amigável	N;SG	ADJ;MASC;PL
دوستانه	amigável	دوستانه	amigável	N;SG	ADJ;MASC;SG
نصف	meio	None	meio	N;SG	ADV
استعداد	talentos	استعداد	talento	N;SG	N;MASC;PL
استعداد	talentos	استعداد	talento	N;SG	N;MASC;PL
استعداد	talentosa	استعداد	talentoso	N;SG	ADJ;FEM;SG
استعداد	talentosas	استعداد	talentoso	N;SG	ADJ;FEM;PL
استعداد	talentosos	استعداد	talentoso	N;SG	ADJ;MASC;PL
استعداد	talentoso	استعداد	talentoso	N;SG	ADJ;MASC;SG
مولکول	moléculas	مولکول	molécula	N;SG	N;FEM;PL
مولکول	moléculas	مولکول	molécula	N;SG	N;FEM;PL
زاگرس	zagros	None	zagro	N;SG	N;MASC;PL
دایناسورهای	raptors	دایناسور	raptor	N;PL	N;MASC;SG
رانش	ancas	رانش	anco	N;SG	N;FEM;PL
رانش	quadris	رانش	quadri	N;SG	N;MASC;PL
هجدهم	eighteenth	هجدهم	eighteenth	ADJ	N;MASC;SG
شنیدن	ouvir	شنیدن	ouvir	N;SG	V;NFIN
دلخواه	arbitrária	دلخواه	arbitrário	N;SG	ADJ;FEM;SG
دلخواه	arbitrários	دلخواه	arbitrário	N;SG	ADJ;MASC;PL
دلخواه	arbitrariamente	دلخواه	arbitrariamente	N;SG	ADV
دلخواه	arbitrárias	دلخواه	arbitrário	N;SG	ADJ;FEM;PL
دلخواه	arbitrário	دلخواه	arbitrário	N;SG	ADJ;MASC;SG
هندو	hindus	هندو	hindu	N;SG	N;MASC;PL
نشسته	sab	نشست#نشین	sab	V;SG;3;V.PTCP	N;MASC;SG
نشسته	sentei	نشست#نشین	sentar	V;SG;3;V.PTCP	V;IND;SG;1;PST;FIN
نشسته	sáb	نشست#نشین	sábado	V;SG;3;V.PTCP	N;MASC;SG
نشسته	sat	نشست#نشین	sat	V;SG;3;V.PTCP	N;MASC;SG
نشسته	sentados	نشست#نشین	sentar	V;SG;3;V.PTCP	V;MASC;PL;V.PTCP
نادیده	ignorando	نادیده	ignorar	ADJ	V;V.MSDR
نوا	neva	نوا	nevar	N;SG	V;IND;SG;3;PRS;FIN
نوا	nova	نوا	novo	N;SG	ADJ;FEM;SG
محاسباتی	computacional	محاسبه	computacional	N;PL	ADJ;MASC;SG
پرش	ignorar	None	ignorar	N;SG	V;NFIN
پرش	saltar	None	saltar	N;SG	V;NFIN
پرش	pular	None	pular	N;SG	V;NFIN
پرش	saltar	None	saltar	N;SG	V;NFIN
پرش	pula	None	pular	N;SG	V;IND;SG;3;PRS;FIN
پرش	pular	None	pular	N;SG	V;NFIN
پرش	pulando	None	pular	N;SG	V;V.MSDR
زرشک	falsa	زرشک	falso	N;SG	ADJ;FEM;SG
زرشک	falsos	زرشک	falso	N;SG	N;MASC;PL
زرشک	falso	زرشک	falso	N;SG	ADJ;MASC;SG
سیال	fluido	سیال	fluido	N;SG	V;MASC;SG;V.PTCP
سیال	fluidos	سیال	fluido	N;SG	N;MASC;PL
گو	goh	گفت#گو	goh	V;IMP;SG;2	N;MASC;SG
ثبات	regista	ثبات	registar	N;SG	V;IND;SG;3;PRS;FIN
ثبات	registrar	ثبات	registrar	N;SG	V;NFIN
ثبات	registar	ثبات	registar	N;SG	V;NFIN
ثبات	registos	ثبات	registo	N;SG	N;MASC;PL
کول	cole	کول	cole	N;SG	V;SBJV;SG;3;PRS;FIN
لانگ	pulmões	لانگ	pulmão	N;SG	N;MASC;PL
لانگ	longa	لانگ	longo	N;SG	ADJ;FEM;SG
لانگ	longos	لانگ	longo	N;SG	ADJ;MASC;PL
لانگ	longo	لانگ	longo	N;SG	ADV
اژدها	dragões	اژد	dragão	N;SG	N;MASC;PL
کریستال	cristais	کریستال	cristal	N;SG	N;MASC;PL
یاران	companheirismo	یار	companheirismo	N;PL	N;MASC;SG
یاران	irmandade	یار	irmandade	N;PL	N;FEM;SG
رنسانس	renascentista	رنسانس	renascentista	N;SG	ADJ;MASC;SG
محرک	estímulos	محرک	estímulo	N;SG	N;MASC;PL
محرک	afetiva	محرک	afetivo	N;SG	ADJ;FEM;SG
محرک	provocador	محرک	provocador	N;SG	ADJ;MASC;SG
محرک	provocadora	محرک	provocadora	N;SG	ADJ;FEM;SG
محرک	provocante	محرک	provocante	N;SG	ADJ;FEM;SG
محرک	estimulante	محرک	estimulante	N;SG	ADJ;MASC;SG
محرک	estimulantes	محرک	estimulante	N;SG	N;MASC;PL
بحرانی	críticas	بحرانی	crítica	N;SG	N;FEM;PL
بحرانی	critica	بحرانی	criticar	N;SG	V;IND;SG;3;PRS;FIN
بحرانی	críticos	بحرانی	crítico	N;SG	N;MASC;PL
بحرانی	crises	بحرانی	crise	N;SG	N;FEM;PL
ایدز	ajudas	ایدز	ajuda	N;SG	N;FEM;PL
ایدز	auxílios	ایدز	auxílio	N;SG	N;MASC;PL
خوراک	alimentos	خوراک	alimento	N;SG	N;MASC;PL
سوسیال	sociais	سوسیال	social	N;SG	ADJ;MASC;PL
سوسیال	social	سوسیال	social	N;SG	ADJ;MASC;SG
جامائیکا	jamaicanos	جامائیکا	jamaicano	N;SG	N;MASC;PL
گمشده	ausente	گمشده	ausente	N;SG	ADJ;MASC;SG
گمشده	faltam	گمشده	faltar	N;SG	V;IND;PL;3;PRS;FIN
گمشده	faltando	گمشده	faltar	N;SG	V;V.MSDR
بانو	saudades	بانو	saudade	N;SG	N;FEM;PL
مطلع	informada	مطلع	informar	N;SG	V;FEM;SG;V.PTCP
مطلع	informados	مطلع	informar	N;SG	V;MASC;PL;V.PTCP
مطلع	informado	مطلع	informar	N;SG	V;MASC;SG;V.PTCP
چهارشنبه	quarta	چهارشنبه	quarto	N;SG	ADJ;FEM;SG
برداشتن	escolhe	برداشت	escolher	N;SG	V;IND;SG;3;PRS;FIN
لوگو	logo	لوگو	logo	N;SG	ADV
استراتژیک	estratégico	استراتژیک	estratégico	N;SG	ADJ;MASC;SG
استراتژیک	estratégica	استراتژیک	estratégico	N;SG	ADJ;FEM;SG
استراتژیک	estratégicos	استراتژیک	estratégico	N;SG	ADJ;MASC;PL
تای	tailandeses	None	tailandês	N;SG	N;MASC;PL
برآورده	cumprindo	None	cumprir	ADJ;SG;3;V.PTCP	V;V.MSDR
هریک	cada	هریک	cada	N;SG	DET;FEM;SG
لیبرال	liberais	لیبرال	liberal	N;SG	N;MASC;PL
لیبرال	liberal	لیبرال	liberal	N;SG	ADJ;MASC;SG
سلامتی	felicidades	سلامتی	felicidade	N;SG	N;FEM;PL
انتقادی	críticas	انتقاد	crítica	N;SG	N;FEM;PL
انتقادی	critica	انتقاد	criticar	N;SG	V;IND;SG;3;PRS;FIN
انتقادی	críticos	انتقاد	crítico	N;SG	N;MASC;PL
طالبان	talibã	طالبان	talibã	N;PL	N;MASC;SG
طالبان	taliban	طالبان	taliban	N;PL	N;MASC;SG
خیانت	traições	None	traição	N;SG	N;FEM;PL
کر	surdos	کر	surdo	N;SG	N;MASC;PL
کر	surdas	کر	surdo	N;SG	N;FEM;PL
کوسه	tubarões	کوسه	tubarão	N;SG	N;MASC;PL
کوسه	tubarão	کوسه	tubar	N;SG	V;IND;PL;3;FUT;FIN
آهنی	ferrosos	آهنی	ferroso	N;SG	N;MASC;PL
اقلیت	minorias	اقلیت	minoria	N;SG	N;FEM;PL
تلخ	amargo	تلخ	amargo	ADJ	N;MASC;SG
تلخ	amargas	تلخ	amarga	ADJ	N;FEM;PL
سیل	inundações	سیل	inundação	N;SG	N;FEM;PL
آموخت	ensinei	آموخت	ensinir	V;SG;3;PST	V;IND;SG;1;PST;FIN
آموخت	ensinados	آموخت	ensinar	V;SG;3;PST	V;MASC;PL;V.PTCP
بان	banir	بان	banir	N;SG	V;NFIN
تأسیسات	facilidades	تأسیسات	facilidade	N;SG	N;FEM;PL
تأسیسات	instalações	تأسیسات	instalação	N;SG	N;FEM;PL
آزمایشگاهی	laboratórios	آزمایشگاهی	laboratório	N;SG	N;MASC;PL
فوقانی	superior	فوقانی	alto	N;SG	ADJ;MASC;SG
پله	degraus	پله	degrau	N;SG	N;MASC;PL
پله	escadarias	پله	escadaria	N;SG	N;FEM;PL
پله	escadas	پله	escada	N;SG	N;FEM;PL
هرمز	ormisdas	هرمز	ormisda	N;SG	N;FEM;PL
فریاد	grite	فریاد	grite	N;SG	V;SBJV;SG;3;PRS;FIN
فریاد	grita	فریاد	grita	N;SG	V;IND;SG;3;PRS;FIN
فریاد	gritar	فریاد	gritar	N;SG	V;NFIN
جلوه	parecendo	جلوه	parecer	N;SG	V;V.MSDR
انار	romãs	None	romã	N;SG	N;FEM;PL
شکوه	glórias	شکوه	glória	N;SG	N;FEM;PL
رسوم	etiqueta	رسم	etiqueta	N;PL	N;FEM;SG
هردو	ambos	هردو	ambos		PRO;MASC;PL
هردو	ambas	هردو	ambos		DET;FEM;PL
عرفانی	místico	عرفانی	místico	N;SG	ADJ;MASC;SG
عرفانی	místicos	عرفانی	místico	N;SG	N;MASC;PL
بز	caprinos	بز	caprino	N;SG	N;MASC;PL
بز	cabras	بز	cabra	N;SG	N;FEM;PL
بز	bodes	بز	bodes	N;SG	N;MASC;PL
عایق	vidraças	عایق	vidraça	N;SG	N;FEM;PL
مشاوره	consultas	مشاوره	consulta	N;SG	N;FEM;PL
مشاوره	consultar	مشاوره	consultar	N;SG	V;NFIN
مشاوره	consulte	مشاوره	consultar	N;SG	V;SBJV;SG;3;PRS;FIN
کفش	sapatos	None	sapato	N;SG	N;MASC;PL
کفش	calçados	None	calçar	N;SG	N;MASC;PL
قارچ	fungos	قارچ	fungo	N;SG	N;MASC;PL
قارچ	cogumelos	قارچ	cogumelo	N;SG	N;MASC;PL
قارچ	cogumelos	قارچ	cogumelo	N;SG	N;MASC;PL
زنانه	feminino	None	feminino	N;SG	ADJ;MASC;SG
زنانه	femininos	None	feminino	N;SG	N;MASC;PL
متفقین	aliado	متفقین	aliar	N;PL	V;MASC;SG;V.PTCP
متفقین	aliadas	متفقین	aliar	N;PL	V;FEM;PL;V.PTCP
متفقین	aliada	متفقین	aliar	N;PL	V;FEM;SG;V.PTCP
متفقین	aliados	متفقین	aliado	N;PL	V;MASC;PL;V.PTCP
متفقین	aliados	متفقین	aliado	N;PL	V;MASC;PL;V.PTCP
پشته	empilhar	پشته	empilhar	N;SG	V;NFIN
زخم	lesões	زخم	lesão	N;SG	N;FEM;PL
زخم	ferida	زخم	ferir	N;SG	V;FEM;SG;V.PTCP
خم	dobre	خم	dobre	N;SG	V;SBJV;SG;3;PRS;FIN
خم	dobrar	خم	dobrar	N;SG	V;NFIN
صومعه	mosteiros	صومعه	mosteiro	N;SG	N;MASC;PL
پالایشگاه	refinarias	پالایشگاه	refinaria	N;SG	N;FEM;PL
کمیاب	raros	کمیاب	raro	N;SG	ADJ;MASC;PL
کمیاب	rara	کمیاب	raro	N;SG	ADJ;FEM;SG
کمیاب	raras	کمیاب	raro	N;SG	ADJ;FEM;PL
کمیاب	raro	کمیاب	raro	N;SG	ADJ;MASC;SG
بلور	cristais	None	cristal	N;SG	N;MASC;PL
نهنگ	baleias	نهنگ	baleia	N;SG	N;FEM;PL
بلوغ	maduros	بلوغ	maduro	N;SG	ADJ;MASC;PL
بلوغ	maduro	بلوغ	maduro	N;SG	ADJ;MASC;SG
بلوغ	madura	بلوغ	madura	N;SG	ADJ;FEM;SG
کان	kahn	None	kahn		N;MASC;SG
کان	kan	None	kan		N;MASC;SG
بگویید	say	None	say	V;SBJV;PL;2;PRS	N;MASC;SG
بگویید	digam	None	dizer	V;SBJV;PL;2;PRS	V;SBJV;PL;3;PRS;FIN
بگویید	diga	None	dizer	V;SBJV;PL;2;PRS	V;SBJV;SG;3;PRS;FIN
بگویید	diz	None	dizer	V;SBJV;PL;2;PRS	V;IND;SG;3;PRS;FIN
منحل	dissolvida	None	dissolver	ADJ	V;FEM;SG;V.PTCP
یادآوری	lembretes	یادآوری	lembrete	N;SG	N;MASC;PL
عضلات	músculo	عضله	músculo	N;PL	N;MASC;SG
عضلات	muscular	عضله	muscular	N;PL	N;MASC;SG
جسمی	físicas	None	físico	N;SG	N;FEM;PL
جسمی	físicos	None	físico	N;SG	N;MASC;PL
احاطه	circundante	احاطه	circundante	N;SG	ADJ;MASC;SG
احاطه	cercar	احاطه	cercar	N;SG	V;NFIN
احاطه	cercam	احاطه	cercar	N;SG	V;IND;PL;3;PRS;FIN
احاطه	rodear	احاطه	rodear	N;SG	V;NFIN
آلپ	alpes	آلپ	alpes	N;SG	N;MASC;PL
آلپ	alpes	آلپ	alpes	N;SG	N;MASC;PL
شکستن	quebrar	شکستن	quebrar	N;SG	V;NFIN
شکستن	quebrando	شکستن	quebrar	N;SG	V;V.MSDR
شکستن	quebrar	شکستن	quebrar	N;SG	V;NFIN
تحقق	preenchidas	تحقق	preencher	N;SG	V;FEM;PL;V.PTCP
تحقق	cumprida	تحقق	cumprir	N;SG	V;FEM;SG;V.PTCP
تحقق	cumprido	تحقق	cumprir	N;SG	V;MASC;SG;V.PTCP
سنتر	centralizar	سنتر	centralizar	N;SG	V;NFIN
سنتر	centrar	سنتر	centrar	N;SG	V;NFIN
سنتر	centrar	سنتر	centrar	N;SG	V;NFIN
سنتر	centralizar	سنتر	centralizar	N;SG	V;NFIN
ممتاز	distintos	ممتاز	distinto	N;SG	ADJ;MASC;PL
ممتاز	distinguido	ممتاز	distinguir	N;SG	V;MASC;SG;V.PTCP
ممتاز	distinto	ممتاز	distinto	N;SG	ADJ;MASC;SG
فراگیر	penetrante	None	penetrante	N;SG	ADJ;MASC;SG
فراگیر	esmagadora	None	esmagador	N;SG	ADJ;FEM;SG
فراگیر	esmagador	None	esmagador	N;SG	ADJ;MASC;SG
فراگیر	cercar	None	cercar	N;SG	V;NFIN
فراگیر	cercam	None	cercar	N;SG	V;IND;PL;3;PRS;FIN
فراگیر	rodear	None	rodear	N;SG	V;NFIN
خوانندگی	cantando	خوانندگی	cantar	N;SG	V;V.MSDR
خوانندگی	cantar	خوانندگی	cantar	N;SG	V;NFIN
غلظت	concentrações	None	concentração	N;SG	N;FEM;PL
تنفس	inspira	تنفس	inspirar	N;SG	V;IND;SG;3;PRS;FIN
تنفس	inalar	تنفس	inalar	N;SG	V;NFIN
تنفس	respirar	تنفس	respirar	N;SG	V;NFIN
تنفس	respirando	تنفس	respirar	N;SG	V;V.MSDR
محتویات	teor	محتویه	teor	N;PL	N;MASC;SG
محتویات	conteúdo	محتویه	conteúdo	N;PL	N;MASC;SG
محتویات	conteúdo	محتویه	conteúdo	N;PL	N;MASC;SG
انگور	uvas	انگور	uva	N;SG	N;FEM;PL
انگور	uvas	انگور	uva	N;SG	N;FEM;PL
سحر	mágicas	سحر	mágico	N;SG	N;FEM;PL
معتبری	válidos	معتبر	válido	N;SG	ADJ;MASC;PL
معتبری	válido	معتبر	válido	N;SG	ADJ;MASC;SG
معتبری	válida	معتبر	válido	N;SG	ADJ;FEM;SG
معتبری	válidas	معتبر	válido	N;SG	ADJ;FEM;PL
بودایی	budista	بودا	budista	N;SG	ADJ;MASC;SG
بودایی	budistas	بودا	budista	N;SG	N;MASC;PL
تعویض	alternar	None	alternar	N;SG	V;NFIN
تعویض	troque	None	trocar	N;SG	V;SBJV;SG;3;PRS;FIN
تعویض	trocar	None	trocar	N;SG	V;NFIN
شمارش	conte	شمارش	conte	N;SG	V;SBJV;SG;3;PRS;FIN
شمارش	contando	شمارش	contar	N;SG	V;V.MSDR
شمارش	contar	شمارش	contar	N;SG	V;NFIN
دگرگونی	transformações	دگرگونی	transformação	N;SG	N;FEM;PL
کاندید	indico	کاند#کان	indico	N;SG	V;IND;SG;1;PRS;FIN
کاندید	nomear	کاند#کان	nomear	N;SG	V;NFIN
کاندید	candidatos	کاند#کان	candidato	N;SG	N;MASC;PL
ته	tah	None	tah	N;SG	INTJ
بالگرد	helicópteros	بالگرد	helicóptero	N;SG	N;MASC;PL
رهایی	redimir	رهایی	redimir	N;SG	V;NFIN
رهایی	resgatar	رهایی	resgatar	N;SG	V;NFIN
داروها	remédio	دارو	remédio	N;PL	N;MASC;SG
داروها	medicina	دارو	medicina	N;PL	N;FEM;SG
تمیز	limpe	تمیز	limpe	ADJ	V;SBJV;SG;3;PRS;FIN
تمیز	limpar	تمیز	limpar	ADJ	V;NFIN
سالیانه	anualmente	سالیانه	anualmente	ADJ	ADV
سالیانه	anuais	سالیانه	anual	ADJ	N;MASC;PL
مبارک	abençoado	مبارک	abençoar	N;SG	V;MASC;SG;V.PTCP
مبارک	abençoados	مبارک	abençoar	N;SG	V;MASC;PL;V.PTCP
مبارک	abençoada	مبارک	abençoar	N;SG	V;FEM;SG;V.PTCP
مبارک	feliz	مبارک	feliz	N;SG	ADJ;MASC;SG
مبارک	felizes	مبارک	feliz	N;SG	ADJ;MASC;PL
انحصاری	exclusivo	انحصاری	exclusivo	N;SG	ADJ;MASC;SG
انحصاری	exclusiva	انحصاری	exclusivo	N;SG	ADJ;FEM;SG
انحصاری	exclusivas	انحصاری	exclusivo	N;SG	ADJ;FEM;PL
انحصاری	exclusivos	انحصاری	exclusivo	N;SG	ADJ;MASC;PL
شیرینی	rebuçados	شیرینی	rebuçado	N;SG	N;MASC;PL
شیرینی	doces	شیرینی	doce	N;SG	N;MASC;PL
ارامنه	armênios	ارامنه	armênio	N;SG	N;MASC;PL
ارامنه	arménios	ارامنه	arménio	N;SG	N;MASC;PL
دلفین	golfinhos	دلفین	golfinho	N;SG	N;MASC;PL
شانگهای	shanghai	شانگ	shanghai	N;PL	N;MASC;SG
شانگهای	xangai	شانگ	xangai	N;PL	N;MASC;SG
استوایی	equatorial	استوایی	equatorial	N;SG	ADJ;MASC;SG
صف	filas	صف	fila	N;SG	N;FEM;PL
صف	linhas	صف	linha	N;SG	N;FEM;PL
صف	fileiras	صف	fileira	N;SG	N;FEM;PL
صف	fileiras	صف	fileira	N;SG	N;FEM;PL
انکار	negue	انکار	negar	N;SG	V;SBJV;SG;3;PRS;FIN
انکار	negar	انکار	negar	N;SG	V;NFIN
انکار	nega	انکار	negar	N;SG	V;IND;SG;3;PRS;FIN
انکار	negar	انکار	negar	N;SG	V;NFIN
انکار	negando	انکار	negar	N;SG	V;V.MSDR
بس	bess	بس	bess		N;FEM;SG
پایینی	inferior	پایینی	inferior	N;SG	ADJ;MASC;SG
الماس	diamantes	None	diamante	N;SG	N;MASC;PL
الماس	diamantes	None	diamante	N;SG	N;MASC;PL
الماس	ouros	None	ouro	N;SG	N;MASC;PL
اینچ	polegadas	اینچ	polegada	N;SG	N;FEM;PL
اینچ	polegadas	اینچ	polegada	N;SG	N;FEM;PL
اینچ	centímetros	اینچ	centímetro	N;SG	N;MASC;PL
یکشنبه	domingos	یکشنبه	domingo	N;SG	N;MASC;PL
راضی	satisfeito	راضی	satisfeito	ADJ	V;MASC;SG;V.PTCP
راضی	satisfeitos	راضی	satisfeito	ADJ	V;MASC;PL;V.PTCP
راضی	satisfeita	راضی	satisfazer	ADJ	V;FEM;SG;V.PTCP
کیفی	qualitativo	کیفی	qualitativo	N;SG	ADJ;MASC;SG
کیفی	qualitativos	کیفی	qualitativo	N;SG	ADJ;MASC;PL
بید	licitar	بید#بین	licitar	N;SG	V;NFIN
خونریزی	sangrar	None	sangrar	N;SG	V;NFIN
خونریزی	hemorragias	None	hemorragia	N;SG	N;FEM;PL
تکمیلی	complementar	تکمیلی	complementar	N;SG	ADJ;MASC;SG
تکمیلی	suplementar	تکمیلی	suplementar	N;SG	ADJ;MASC;SG
تکمیلی	operadoras	تکمیلی	operadora	N;SG	N;FEM;PL
تکمیلی	operadores	تکمیلی	operador	N;SG	N;MASC;PL
انحراف	desvios	انحراف	desvio	N;SG	N;MASC;PL
پیاپی	consecutivas	پیاپی	consecutivo	N;SG	N;FEM;PL
پیاپی	consecutivo	پیاپی	consecutivo	N;SG	ADJ;MASC;SG
پیاپی	consecutivos	پیاپی	consecutivo	N;SG	N;MASC;PL
صبر	pacientes	None	paciente	N;SG	N;MASC;PL
صبر	doente	None	doente	N;SG	ADJ;MASC;SG
نما	vista	نما	vista		N;FEM;SG
نما	ver	نما	ver		V;NFIN
نما	visualizar	نما	visualizar		V;NFIN
اعتراف	confesso	اعتراف	confessar	N;SG	V;IND;SG;1;PRS;FIN
اعتراف	confessar	اعتراف	confessar	N;SG	V;NFIN
اعتراف	confesse	اعتراف	confessar	N;SG	V;SBJV;SG;3;PRS;FIN
اعتراف	confessa	اعتراف	confessar	N;SG	V;IND;SG;3;PRS;FIN
تبعیض	discriminações	تبعیض	discriminação	N;SG	N;FEM;PL
همبستگی	solidária	همبستگی	solidário	N;SG	ADJ;FEM;SG
شناور	flutuantes	None	flutuante	N;SG	N;MASC;PL
