von	출신	von	출신	ADP	N
merkmal	특성	merkmal	특성	ADJ	N
merkmal	특징	merkmal	특징	ADJ	N
merkmal	기능	merkmal	기능	ADJ	N
engineering	공학	engineering	공학	PROPN	N
engineering	엔지니어링	engineering	엔지니어링	PROPN	
rechnung	계좌	rechnung	계좌	PROPN;SG	N
rechnung	계정	rechnung	계정	PROPN;SG	N
rechnung	청구	rechnung	청구	PROPN;SG	N
rechnung	윌리엄	rechnung	윌리엄	PROPN;SG	PROPN
browser	브라우저	brows	브라우저	ADJ	PROPN
browser	브라우저	brows	브라우저	ADJ	PROPN
konsul	영사	konsul	영사		N
stab	지팡이	stab	지팡이		N
draft	초안	drafen	초안	PROPN;NOM;SG	N
draft	드래프트	drafen	드래프트	PROPN;NOM;SG	N
draft	임시	drafen	임시	PROPN;NOM;SG	
wertung	득점권	wertung	득점권	N;FEM;SG	
wertung	평가하기	wertung	평가+하+기	N;FEM;SG	V
wertung	별점	wertung	별점	N;FEM;SG	
wertung	평점	wertung	평점	N;FEM;SG	
vorschriften	규정	vorschreifen	규정	V;NFIN	N
vorschriften	규칙	vorschreifen	규칙	V;NFIN	N
vorschriften	요구사항	vorschreifen	요구사항	V;NFIN	N
vorschriften	사양	vorschreifen	사양	V;NFIN	N
vorschriften	조항	vorschreifen	조항	V;NFIN	N
eintracht	하모니	eintrachen	하모+니	PROPN	
eintracht	조화	eintrachen	조화	PROPN	N
eintracht	화합	eintrachen	화합	PROPN	
eintragen	레지스터	eintragen	레지스터	V;NFIN	N
eintragen	등록	eintragen	등록	V;NFIN	N
eintragen	입력	eintragen	입력	V;NFIN	N
rad	바퀴	raden	바퀴		N
vfb	vfb	vfb	vf+의	PROPN;NOM;MASC;SG	
lucas	루카스	lucas	루카스	PROPN;NOM;MASC;SG	PROPN
lucas	루커스	lucas	루커스	PROPN;NOM;MASC;SG	PROPN
schiedsrichter	심판	schiedsrichter	심판	ADJ	N
schiedsrichter	ref	schiedsrichter	ref	ADJ	
dünn	얇은	dünn	얇+은	ADJ	
bestimmungen	규정	bestimmung	규정	V;NFIN	N
bestimmungen	조항	bestimmung	조항	V;NFIN	N
mauern	성벽	mauern	성벽	V;NFIN	
verlieren	lose	verlieren	lose	V;NFIN	
gefangenschaft	포로	gefangenschaft	포로	ADJ	N
gefangenschaft	포로	gefangenschaft	포로	ADJ	N
gefangenschaft	감금	gefangenschaft	감금	ADJ	N
comics	코믹스	comic	코믹스	PROPN	N
comics	만화	comic	만화	PROPN	N
comics	만화가	comic	만화+가	PROPN	N
comics	만화	comic	만화	PROPN	N
comics	만화가	comic	만화+가	PROPN	N
comics	코믹	comic	코믹	PROPN	
umfassenden	포괄적	umfassend	포괄+적	V;FIN	N
wem	who	wer	who	ADV	
teufel	지옥	teufel	지옥		N
teufel	악마	teufel	악마		N
leinwand	화면	leinwand	화면		N
hauptdarsteller	주연	hauptdarsteller	주연	ADJ	N
hauptdarsteller	출연	hauptdarsteller	출연	ADJ	N
rugby	럭비	rugby	럭비	PROPN	N
riga	리가	riga	리+가	PROPN;NOM;SG	
gültigen	유효합니다	gültig	유효+하+ㅂ니다	ADJ	V
gültigen	유효	gültig	유효	ADJ	
gültigen	유효한	gültig	유효+하+ㄴ	ADJ	V
kameramann	카메라맨	kameramann	카메라맨	ADJ	
madonna	성모	madonna	성모	PROPN;NOM;SG	N
madonna	마돈나	madonna	마돈+나	PROPN;NOM;SG	
wohnen	생활	wohnen	생활	V;NFIN	N
wohnen	주택	wohnen	주택	V;NFIN	N
wohnen	숙소	wohnen	숙소	V;NFIN	N
wohnen	생방송	wohnen	생방송	V;NFIN	N
wohnen	라이브	wohnen	라이브	V;NFIN	
ressourcen	자원	ressourc	자원	V;NFIN	N
ressourcen	리소스	ressourc	리소스	V;NFIN	N
ressourcen	자원	ressourc	자원	V;NFIN	N
ressourcen	리소스	ressourc	리소스	V;NFIN	N
zeichnen	추첨	zeichnen	추첨	V;NFIN	N
zeichnen	스케치	zeichnen	스케치	V;NFIN	N
bürgerschaft	시민	bürgerschaft	시민	ADJ	N
bürgerschaft	시민권	bürgerschaft	시민권	ADJ	N
vorträge	강의	vortragen	강+의	ADJ;NOM;PL	
vorträge	강연	vortragen	강연	ADJ;NOM;PL	N
vorträge	연설	vortragen	연설	ADJ;NOM;PL	N
vorträge	컨퍼런스	vortragen	컨퍼런스	ADJ;NOM;PL	
vorträge	회의	vortragen	회의	ADJ;NOM;PL	
vorträge	프레젠테이션	vortragen	프레젠테이션	ADJ;NOM;PL	PROPN
vorträge	발표	vortragen	발표	ADJ;NOM;PL	N
vorträge	회담	vortragen	회담	ADJ;NOM;PL	N
vorträge	강의	vortragen	강+의	ADJ;NOM;PL	
vorträge	강연	vortragen	강연	ADJ;NOM;PL	N
haushalten	가구	haushalten	가구	V;NFIN	N
marianne	마리안	marianne	마리안	N;NOM;FEM;SG	
wilde	야생	wilden	야생		N
österreichisch	오스트리아인	österreichisch	오스트리아인	ADJ	V
klarer	선명하게	klar	선명+하+게	ADJ	CONJ
rumpf	몸통	rumpf	몸통	ADJ	N
rumpf	트렁크	rumpf	트렁크	ADJ	N
rumpf	trunk	rumpf	trunk	ADJ	
anfangen	시작	anfangen	시작	V;NFIN	N
anfangen	시작	anfangen	시작	V;NFIN	N
arabische	아랍인	arabisch	아랍인	ADJ;NOM;FEM;PL	
arabische	아랍	arabisch	아랍	ADJ;NOM;FEM;PL	PROPN
arabische	아라비아어	arabisch	아라비아어	ADJ;NOM;FEM;PL	
arabische	아라비아	arabisch	아라비아	ADJ;NOM;FEM;PL	PROPN
arabische	아랍어	arabisch	아랍어	ADJ;NOM;FEM;PL	
arabische	아라비아어	arabisch	아라비아어	ADJ;NOM;FEM;PL	
arabische	아라비아	arabisch	아라비아	ADJ;NOM;FEM;PL	PROPN
lyrik	문학	lyrik	문학		N
wahlbezirk	선거구	wahlbezirk	선거구		N
belgrad	베오그라드	belgrad	베오그라드	PROPN;NOM;SG	PROPN
maryland	메릴랜드	maryland	메릴랜드	PROPN;NOM;MASC;SG	PROPN
abhängigkeit	종속	abhängigkeit	종속	V;SG;FIN	
abhängigkeit	의존	abhängigkeit	의존	V;SG;FIN	N
abhängigkeit	의존성	abhängigkeit	의존성	V;SG;FIN	N
abhängigkeit	중독증	abhängigkeit	중독증	V;SG;FIN	
abhängigkeit	중독	abhängigkeit	중독	V;SG;FIN	N
abhängigkeit	의존	abhängigkeit	의존	V;SG;FIN	N
abhängigkeit	의존성	abhängigkeit	의존성	V;SG;FIN	N
ankunft	도착하다	ankunft	도착+하+다	N;FEM;SG	V
gerichte	접시	gericht	접시		N
mörder	킬러	mörder	키+러+오+아	ADJ	
mörder	킬러스	mörder	킬러스	ADJ	
mörder	살인범	mörder	살인범	ADJ	N
mörder	킬러	mörder	키+러+오+아	ADJ	
mörder	살인범	mörder	살인범	ADJ	N
mörder	살인자	mörder	살인자	ADJ	
mörder	살인범	mörder	살인범	ADJ	N
mörder	살인자	mörder	살인자	ADJ	
mörder	살인자	mörder	살인자	ADJ	
mörder	암살	mörder	암살	ADJ	N
mörder	암살자	mörder	암살자	ADJ	N
sofia	소피아	sofia	소피아	PROPN;SG	PROPN
verändern	변경	verändern	변경	V;NFIN	N
verändern	수정	verändern	수정	V;NFIN	N
abu	abu	abu	abu	PROPN;NOM;MASC;SG	
glasgow	글래스고	glasgow	글래스+고	PROPN;NOM;SG	PROPN
stürmer	스트라이커	stürm	스트라이커	ADJ	
stürmer	스트라이커	stürm	스트라이커	ADJ	
heller	밝게	hell	밝+게	ADJ	
heller	밝은	hell	밝+ㄴ	ADJ	
befreit	면제	befreien	면제	V;V.PTCP	N
emanuel	이매뉴얼	emanuel	이매+선그	PROPN;NOM;MASC;SG	
naturschutz	보존	naturschutz	보존	ADJ	N
naturschutz	보전	naturschutz	보전	ADJ	N
naturschutz	자연	naturschutz	자연	ADJ	N
kohle	석탄	kohl	석탄		N
kohle	반죽을	kohl	반죽+을		N
kohle	반죽이	kohl	반죽+이		N
kohle	반죽	kohl	반죽		N
erteilt	발급	erteilen	발급	V;V.PTCP	N
erteilt	발행	erteilen	발행	V;V.PTCP	N
graham	그레이엄	graham	그레이엄	PROPN;NOM;SG	PROPN
hauptsitz	본부	hauptsitz	본부	V;V.PTCP	N
hauptsitz	본사	hauptsitz	본사	V;V.PTCP	N
caroline	캐럴라인	caroline	캐숙라인	PROPN;NOM;FEM;SG	
caroline	캐롤라인	caroline	캐롤라인	PROPN;NOM;FEM;SG	
kaiserreich	엠파이어	kaiserreich	엠파+이+어	PROPN	
kaiserreich	제국	kaiserreich	제국	PROPN	N
kaiserreich	임페리얼	kaiserreich	임페리얼	PROPN	
konzern	기업인	konzern	기업인		V
konzern	기업	konzern	기업		N
konzern	집단	konzern	집단		N
konzern	코퍼레이션	konzern	코퍼레이션		PROPN
konzern	주식회사	konzern	주식회사		N
marokko	모로코	marokko	모로코	PROPN	PROPN
nordischen	노르드어	nordisch	노르드어	ADJ	
nordischen	노르드	nordisch	노르드	ADJ	PROPN
nordischen	노르딕	nordisch	노르딕	ADJ	
nordischen	스칸디나비아	nordisch	스칸디나비아	ADJ	PROPN
gebeten	기도	bitten	기도	V;V.PTCP	N
wörtlich	말그대로	wörtlich	말그대로	ADJ	ADV
wrestling	레슬링	wrestlingen	레슬링	ADJ	N
ryan	라이언	ryan	라이언	PROPN;NOM;MASC;SG	PROPN
manga	만화	manga	만화		N
manga	만화가	manga	만화+가		N
demo	데모	demo	데모		N
renault	르노	renaulen	르노	PROPN;SG	PROPN
turner	터너	turn	터너	PROPN;NOM;SG	
einnahmen	소득	einnehmen	소득	V;NFIN	N
einnahmen	수입	einnehmen	수입	V;NFIN	N
einnahmen	수익	einnehmen	수익	V;NFIN	N
einnahmen	수입	einnehmen	수입	V;NFIN	N
einnahmen	수익금	einnehmen	수익금	V;NFIN	N
einnahmen	수익	einnehmen	수익	V;NFIN	N
einnahmen	영수증	einnehmen	영수증	V;NFIN	N
einnahmen	수익	einnehmen	수익	V;NFIN	N
kritiken	리뷰	kritik	리뷰	ADJ;PL	
kritiken	비평가	kritik	비평가	ADJ;PL	N
kritiken	비판	kritik	비판	ADJ;PL	N
kritiken	평론	kritik	평론	ADJ;PL	N
kritiken	비판	kritik	비판	ADJ;PL	N
kritiken	비평	kritik	비평	ADJ;PL	N
kreuzung	건널	kreuzung	건너+ㄹ		
kreuzung	건널목	kreuzung	건널목		N
kreuzung	건너	kreuzung	건너+어		
kreuzung	교차로	kreuzung	교차+로		ADV
kreuzung	교차	kreuzung	교차		
kreuzung	교차점	kreuzung	교차점		
kreuzung	교차로	kreuzung	교차+로		ADV
kreuzung	크로스로드	kreuzung	크로스로드		PROPN
kreuzung	교차로	kreuzung	교차+로		ADV
gilbert	길버트	gilbern	길버트	PROPN	
verschwunden	gone	verschwinden	gone	V;V.PTCP	
aufeinander	연속	aufeinander	연속	ADV	N
benennung	약속	benennung	약속	ADJ	
benennung	예약	benennung	예약	ADJ	N
benennung	명명	benennung	명명	ADJ	
benennung	명명법	benennung	명명법	ADJ	N
benennung	명명	benennung	명명	ADJ	
captain	캡틴	captain	캡틴	PROPN;NOM;MASC;SG	
captain	대위	captain	대위	PROPN;NOM;MASC;SG	N
captain	선장	captain	선장	PROPN;NOM;MASC;SG	N
ausgang	출력	ausgang	출력		N
ausgang	송신	ausgang	송신		N
ausgang	발신	ausgang	발신		N
ausgang	종료	ausgang	종료		N
ausgang	출구	ausgang	출구		N
ausgang	나가기	ausgang	나가+기		
ausgang	exit	ausgang	exit		
ausgang	끝내기	ausgang	끝내+기		V
ausgang	출구	ausgang	출구		N
estland	에스토니아	estlind	에스토니아		PROPN
startet	시작	starten	시작	V;IND;SG;3;PRS;FIN	N
clara	클라라	clara	클라+라	PROPN;NOM;SG	
älterer	이전	alt	이전	ADJ	N
erwachsenen	성인	erwachsen	성인	ADJ	
erwachsenen	어른	erwachsen	어른	ADJ	
erwachsenen	성인	erwachsen	성인	ADJ	
erwachsenen	어른	erwachsen	어른	ADJ	
anzeige	표시하기	anzeig	표시+하+기		V
anzeige	디스플레이	anzeig	디스플레이		N
anzeige	광고	anzeig	광고		N
anzeige	디스플레이	anzeig	디스플레이		N
systemen	체계	systemen	체계	V;NFIN	N
systemen	시스템	systemen	시스템	V;NFIN	N
sierra	시에라	sierra	시+이+라	PROPN;NOM;SG	
trennen	분리	trennen	분리	V;NFIN	
trennen	분리	trennen	분리	V;NFIN	
trennen	따로따로	trennen	따로따로	V;NFIN	
trennen	따로	trennen	따로	V;NFIN	ADV
zwingend	필수	zwingend	필수	ADJ	
spezialisiert	전문	spezialisieren	전문	V;V.PTCP	N
innenraum	인테리어	innenraum	인테리어	ADJ	
innenraum	내부	innenraum	내부	ADJ	N
innenraum	인테리어	innenraum	인테리어	ADJ	
innenraum	실내	innenraum	실내	ADJ	
kennedy	케네디	kennedy	케네디	PROPN;NOM;MASC;SG	
karin	카린	karin	카리+ㄴ	PROPN;NOM;FEM;SG	
händler	딜러	händler	딜러	ADJ	
händler	딜러	händler	딜러	ADJ	
beförderung	마차	beförderung	마차	ADJ	
beförderung	홍보	beförderung	홍보	ADJ	N
beförderung	프로모션	beförderung	프로모션	ADJ	
beförderung	승진	beförderung	승진	ADJ	N
germanistik	게르만어	germanistik	게르만어	ADJ	PROPN
germanistik	게르만	germanistik	게르만	ADJ	PROPN
benachbarte	인접	benachbart	인접	ADJ;NOM;FEM;PL	
benachbarte	인접한	benachbart	인접+하+ㄴ	ADJ;NOM;FEM;PL	V
durchschnitt	평균	durchschneiden	평균		N
durchschnitt	평균	durchschneiden	평균		N
singen	sing	singen	sing	V;NFIN	
singen	노래	singen	노래	V;NFIN	N
singen	노래	singen	노래	V;NFIN	N
gefecht	전투	fechen	전투		N
campbell	캠벨	campbell	캠벨	PROPN	
mind	마음	mind	마음		N
mind	민아	mind	민+아		
mind	민지	mind	민지		
mind	민수	mind	민수		
anführer	리더	anführer	리더	ADJ	
anführer	지도자	anführer	지도자	ADJ	N
anführer	리더	anführer	리더	ADJ	
anführer	지도자	anführer	지도자	ADJ	N
lig	lig	lig	lig	PROPN;SG	
techniken	기법	technik	기법	V;NFIN	N
techniken	테크닉	technik	테크닉	V;NFIN	N
techniken	기법	technik	기법	V;NFIN	N
asteroiden	소행성	asteroiden	소행성		N
asteroiden	소행성	asteroiden	소행성		N
woher	어떻게	woher	어떻+게	ADV	CONJ
franco	프랑코	franco	프랑코	PROPN;NOM;MASC;SG	PROPN
franco	프랭코	franco	프랭코	PROPN;NOM;MASC;SG	
überprüfung	검토하기	überprüfung	검토+하+기	N;NOM;FEM;SG	V
überprüfung	리뷰	überprüfung	리뷰	N;NOM;FEM;SG	
überprüfung	인증	überprüfung	인증	N;NOM;FEM;SG	
böden	토양	böden	토양		N
ägyptischen	이집트	ägyptisch	이집트	ADJ;PL	PROPN
ägyptischen	이집트어	ägyptisch	이집트어	ADJ;PL	
lukas	루가	lukas	루+가	PROPN;NOM;MASC;SG	
lukas	루크	lukas	루크	PROPN;NOM;MASC;SG	
lukas	루카스	lukas	루카스	PROPN;NOM;MASC;SG	PROPN
lukas	루커스	lukas	루커스	PROPN;NOM;MASC;SG	PROPN
morgan	모건	morgan	모건	PROPN;NOM;SG	
ständigen	standing	ständig	standing	ADJ	
ständigen	스탠딩	ständig	스탠딩	ADJ	
ständigen	영구적	ständig	영구적	ADJ	N
ständigen	영구	ständig	영구	ADJ	
bühnen	스테이지	bühnen	스테이+지	N;NOM;PL	
porsche	포르쉐	porsch	포르쉐	PROPN;NOM;SG	PROPN
beurteilung	심판	beurteilung	심판	ADJ;NOM;FEM;SG	N
beurteilung	판단	beurteilung	판단	ADJ;NOM;FEM;SG	
beurteilung	평가	beurteilung	평가	ADJ;NOM;FEM;SG	N
flecken	얼룩	flecken	얼룩	V;NFIN	N
flecken	패치	flecken	패치	V;NFIN	N
flecken	스팟	flecken	스팟	V;NFIN	
flecken	반점	flecken	반점	V;NFIN	
japanisch	일본어	japanisch	일본+어	ADJ	
japanisch	일본	japanisch	일본	ADJ	PROPN
japanisch	일본인	japanisch	일본인	ADJ	
gewählten	선출	gewählt	선출	ADJ;PL	N
fliehen	탈출	fliehen	탈출	V;NFIN	N
fliehen	탈출	fliehen	탈출	V;NFIN	N
erkenntnis	지각	erkenntnis	지각	V;IND;SG;3;PRS;FIN	
erkenntnis	인식	erkenntnis	인식	V;IND;SG;3;PRS;FIN	N
erkenntnis	인식	erkenntnis	인식	V;IND;SG;3;PRS;FIN	N
erkenntnis	통찰력	erkenntnis	통찰력	V;IND;SG;3;PRS;FIN	N
erkenntnis	인사이트	erkenntnis	인사+이트	V;IND;SG;3;PRS;FIN	
fraglich	의심스럽다	fraglich	의심+스럽+다	ADJ	V
fraglich	의심	fraglich	의심	ADJ	
steven	스티븐스	steven	스티븐스	PROPN;NOM;SG	PROPN
steven	스티븐	steven	스티븐	PROPN;NOM;SG	
parker	파커	park	파커	PROPN	
empfangen	받음	empfangen	받+ㅁ	V;V.PTCP	
empfangen	수신	empfangen	수신	V;V.PTCP	N
diff	diff	diff	diff		
pflicht	듀티	pflicht	듀티	ADJ	N
pflicht	의무	pflicht	의무	ADJ	N
pflicht	의무	pflicht	의무	ADJ	N
pflicht	필수	pflicht	필수	ADJ	
talent	재능	talent	재능	ADJ	N
talent	탤런트	talent	탤런트	ADJ	N
talent	재능	talent	재능	ADJ	N
talent	탤런트	talent	탤런트	ADJ	N
fire	화재	fein	화재		N
fire	불화	fein	불화		N
türkisch	터키식	türkisch	터키식	ADJ	
türkisch	터키어	türkisch	터키+어	ADJ	
türkisch	터키	türkisch	터키	ADJ	
passagiere	승객	passagieren	승객		N
passagiere	여객	passagieren	여객		N
passagiere	승객	passagieren	승객		N
generalsekretär	비서	generalsekretär	비서	ADJ	N
schnellen	빨라	schnell	빠르+아	ADJ	
schnellen	빠름	schnell	빠르+ㅁ	ADJ	
bahnen	기차	bahnen	기차	V;NFIN	
bahnen	열차	bahnen	열차	V;NFIN	N
theologische	신학	theologisch	신학	ADJ;NOM;FEM;PL	N
thompson	톰프슨	thompson	톰프슨	PROPN;NOM;SG	PROPN
konstantinopel	콘스탄티노	konstantinopel	콘스탄티노	PROPN;NOM;MASC;SG	
konstantinopel	이스탄불	konstantinopel	이스탄불	PROPN;NOM;MASC;SG	PROPN
henriette	헨리에타	henrieten	헨리에타	PROPN;NOM;FEM;SG	PROPN
dichtung	접착	dichtung	접착		N
dichtung	문학	dichtung	문학		N
dichtung	물개	dichtung	물개		N
theoretisch	이론	theoretisch	이론	ADJ	N
robinson	로빈슨	robinson	로빈슨	PROPN;NOM;SG	
decken	천장	decken	천장	V;NFIN	N
decken	커버	decken	커버	V;NFIN	
decken	덮개	decken	덮개	V;NFIN	
decken	표지	decken	표지	V;NFIN	
hop	힙합	hopen	힙합	PROPN;NOM;SG	N
legend	전설	legend	전설	ADJ	N
legend	레전드	legend	레전드	ADJ	
persönlicher	개인적	persönlich	개인+적	ADJ	N
persönlicher	개인적인	persönlich	개인+적+이+ㄴ	ADJ	V
persönlicher	개인용	persönlich	개인용	ADJ	
persönlicher	개인	persönlich	개인	ADJ	
wünsche	소원	wünschen	소원	;SG	
wünsche	소망	wünschen	소망	;SG	
wünsche	소원	wünschen	소원	;SG	
wünsche	욕망	wünschen	욕망	;SG	
wünsche	욕구	wünschen	욕구	;SG	N
dennis	데니스	dennis	데니스	PROPN;NOM;MASC;SG	
nachbarn	이웃들	nachbarn	이웃+들	ADJ	N
nachbarn	이웃	nachbarn	이웃	ADJ	N
nachbarn	이웃	nachbarn	이웃	ADJ	N
nachbarn	이웃	nachbarn	이웃	ADJ	N
nachbarn	이웃집	nachbarn	이웃집	ADJ	N
ernährung	영양실조	Ernährung	영양+실조	N;NOM;FEM;SG	
ernährung	식이	Ernährung	식+이	N;NOM;FEM;SG	
ernährung	다이어트	Ernährung	다이어트	N;NOM;FEM;SG	
bologna	볼로냐	bologna	볼+로+이+냐	PROPN	
vergleichen	비교	vergleichen	비교	V;NFIN	N
vergleichen	비교	vergleichen	비교	V;NFIN	N
vergleichen	diff	vergleichen	diff	V;NFIN	
vergleichen	차이점	vergleichen	차이점	V;NFIN	
vergleichen	비교	vergleichen	비교	V;NFIN	N
lebensweise	라이프스타일	lebensweise	라이프스타일	N	V
gestrichen	취소	gestrechen	취소	V;V.PTCP	N
kolumbien	콜롬비아	kolumbien	콜롬비아	PROPN;NOM;NEUT;SG	PROPN
kolumbien	콜럼비아	kolumbien	콜럼비아	PROPN;NOM;NEUT;SG	PROPN
kolumbien	컬럼비아	kolumbien	컬럼비아	PROPN;NOM;NEUT;SG	PROPN
kolumbien	콜롬비아	kolumbien	콜롬비아	PROPN;NOM;NEUT;SG	PROPN
tafel	칠판	tafel	칠판		N
verabschiedet	채택	verabschieden	채택	V;V.PTCP	N
verabschiedet	입양	verabschieden	입양	V;V.PTCP	N
geistliche	신부	geistlich	신부	ADJ;NOM;FEM;PL	
geistliche	성직자	geistlich	성직자	ADJ;NOM;FEM;PL	N
geistliche	정신적	geistlich	정신+적	ADJ;NOM;FEM;PL	N
geistliche	사제들	geistlich	사제+들	ADJ;NOM;FEM;PL	N
geistliche	성직자	geistlich	성직자	ADJ;NOM;FEM;PL	N
dublin	더블린	dublin	더블린	PROPN;NOM;SG	PROPN
planck	플랑크	planck	플랑크	PROPN;NOM;SG	N
fantasy	판타지	fantasy	판타지	PROPN	
fantasy	환상	fantasy	환상	PROPN	
springen	점프	springen	점프	V;NFIN	N
springen	장애물	springen	장애물	V;NFIN	N
springen	점핑	springen	점핑	V;NFIN	
springen	점프	springen	점프	V;NFIN	N
interessierte	관심사	interessieren	관심사	V;IND;SG;3;PST;FIN	N
interessierte	관심	interessieren	관심	V;IND;SG;3;PST;FIN	N
aktivität	활동	aktivität	활동	ADJ	N
ära	era	ära	era	N;NOM;FEM;SG	
annehmen	수락	annehmen	수락	V;NFIN	
gedruckt	인쇄물	drucken	인쇄물	V;V.PTCP	N
gedruckt	인쇄	drucken	인쇄	V;V.PTCP	N
störungen	간섭	störung	간섭	V;NFIN	N
sportarten	스포츠	sportarten	스포츠	V;NFIN	N
sportarten	스포츠	sportarten	스포츠	V;NFIN	N
halbe	하프웨이	halb	하프웨이	ADJ;NOM;FEM;PL	
halbe	절반	halb	절반	ADJ;NOM;FEM;PL	
louisiana	루이지애나	louisiana	루이지애나	PROPN;NOM;NEUT;SG	PROPN
taiwan	타이완	taiwan	타이완	PROPN;NOM;MASC;SG	PROPN
taiwan	대만	taiwan	대만	PROPN;NOM;MASC;SG	
kritischen	크리티컬	kritisch	크리티컬	ADJ	N
obergeschoss	윗층	oberschossen	윗층	ADJ	
obergeschoss	위층	oberschossen	위층	ADJ	
vorzeitig	조산	vorzeitig	조산	ADJ	N
sturz	몰락	sturz	몰락		N
sturz	폭포	sturz	폭포		N
sturz	떨어지지	sturz	떨어지+지		V
sturz	떨어지는	sturz	떨어지+는		V
aufzeichnungen	레코드	aufzeichnangen	레코드	V;NFIN	N
aufzeichnungen	녹음	aufzeichnangen	녹음	V;NFIN	N
aufzeichnungen	레코딩스	aufzeichnangen	레코딩스	V;NFIN	
aufzeichnungen	레코딩	aufzeichnangen	레코딩	V;NFIN	N
aufzeichnungen	레코드	aufzeichnangen	레코드	V;NFIN	N
teilgenommen	참가	teilnehmen	참가	V;V.PTCP	N
befestigt	첨부	befestigen	첨부	V;V.PTCP	
administrative	행정	administrativ	행정	ADJ;NOM;FEM;PL	N
shakespeare	셰익스피어	shakespeare	셰익스피어	N;NOM;MASC;SG	PROPN
stadtmauer	성벽	stadtmau	성벽		
stadtmauer	성벽	stadtmau	성벽		
beantwortet	답글	beantworten	답글	V;V.PTCP	
beantwortet	답변	beantworten	답변	V;V.PTCP	N
labor	실험실	labor	실험실		N
labor	연구소	labor	연구소		N
labor	연구실	labor	연구실		N
labor	연구실	labor	연구실		N
labor	실험실	labor	실험실		N
labor	노동	labor	노동		N
samstag	토요일	samstag	토요일	ADV	
samstag	토요일	samstag	토요일	ADV	
classic	클래식	classic	클래식	PROPN	
classic	고전	classic	고전	PROPN	
wirtschafts	경제	wirtschafts	경제	PROPN	N
oberste	슈프림	ober	슈프림	ADJ;NOM	
berühmt	유명한	berühmt	유명+하+ㄴ	ADJ	V
berühmt	유명해	berühmt	유명+하+어	ADJ	V
berühmt	유명인	berühmt	유명+이+ㄴ	ADJ	V
berühmt	유명하다	berühmt	유명+하+다	ADJ	V
berühmt	유명	berühmt	유명	ADJ	
berühmt	연예인	berühmt	연예+이+ㄴ	ADJ	V
berühmt	명성	berühmt	명성	ADJ	
berühmt	페임	berühmt	페임	ADJ	
jonas	조나스	jonas	조나스	PROPN;NOM;MASC;SG	PROPN
jonas	조너스	jonas	조너스	PROPN;NOM;MASC;SG	
umzug	이사	umzugen	이사	N;SG	
umzug	움직임	umzugen	움직이+ㅁ	N;SG	
umzug	퍼레이드	umzugen	퍼레이드	N;SG	
niedrigen	low	niedrig	low	ADJ	
ski	스키	ski	스키		N
ski	스키	ski	스키		N
weichen	스위치	weichen	스위치	V;NFIN	N
ansprechen	대응	ansprechen	대응	V;NFIN	N
ansprechen	반응	ansprechen	반응	V;NFIN	N
ansprechen	응답	ansprechen	응답	V;NFIN	N
held	히어로	held	히어+로	PROPN;SG	
held	영웅	held	영웅	PROPN;SG	N
erhöhung	고도	erhöhung	고도	N;NOM;FEM;SG	
kfz	자동차	kfz	자동차		N
wüste	사막	wüst	사막		N
wüste	사막	wüst	사막		N
verkauften	판매	verkaufen	판매	V;IND;PL;3;PST;FIN	N
mhz	mhz	mhz	mhz		
uci	uci	uci	uci	PROPN;NOM;SG	
carter	카터	carter	카터	PROPN;NOM;SG	
princeton	프린스턴	princeton	프린스턴	PROPN;NOM;SG	PROPN
latein	라틴	latein	라틴	ADJ	
latein	라틴어	latein	라틴어	ADJ	PROPN
tschechische	체코	tschechisch	체코	ADJ;NOM;FEM;PL	PROPN
tschechische	체코어	tschechisch	체코어	ADJ;NOM;FEM;PL	
politisches	정치	politisch	정치	ADJ;NOM;NEUT;SG	N
politisches	정치적	politisch	정치+적	ADJ;NOM;NEUT;SG	N
atlanta	애틀랜타	atlanta	애틀+선타	PROPN	PROPN
atlanta	아틀란타	atlanta	아틀란타	PROPN	
atlanta	애틀란타	atlanta	애틀+란타	PROPN	PROPN
hip	엉덩이	hip	엉덩이	ADJ	
antwerpen	앤트워프	antwerpen	앤트워프		PROPN
invasion	침략	invasion	침략		N
invasion	침공	invasion	침공		N
invasion	침략	invasion	침략		N
antonius	안토니우스	antonius	안토니우스	PROPN;NOM;MASC;SG	PROPN
antonius	앤서니	antonius	뛰서+니	PROPN;NOM;MASC;SG	
antonius	안토니우스	antonius	안토니우스	PROPN;NOM;MASC;SG	PROPN
muhammad	무하마드	muhammad	무하마드	PROPN;NOM;SG	PROPN
muhammad	무함마드	muhammad	무함마드	PROPN;NOM;SG	PROPN
gegenwärtig	현재	gegenwärtig	현재	ADJ	N
northern	북부	northern	북부	PROPN	N
julian	율리우스	julian	율리우스	PROPN;NOM;MASC;SG	PROPN
julian	율리아누스	julian	율리아누스	PROPN;NOM;MASC;SG	
julian	율리안	julian	율리안	PROPN;NOM;MASC;SG	
selbständige	독립	selbständig	독립	ADJ;NOM;FEM;PL	N
selbständige	독립적	selbständig	독립+적	ADJ;NOM;FEM;PL	N
güterverkehr	화물	güterverkehr	화물	ADJ	N
güterverkehr	운송	güterverkehr	운송	ADJ	N
alternativen	대안	alternativ	대안	ADJ	N
alternativen	얼터너티브	alternativ	얼터너티브	ADJ	
alternativen	대안	alternativ	대안	ADJ	N
abc	abc	abc	abc		
schaffung	만들기	schaffung	만들+기	N	V
