hábito	o	hábito	o	N;MASC;SG	DET
calzado	zapatos	calzado	zapato	ADJ;MASC;SG;V.PTCP	N
calzado	os	calzado	o	ADJ;MASC;SG;V.PTCP	DET
calzado	botas	calzado	bota	ADJ;MASC;SG;V.PTCP	N
calzado	tenis	calzado	tenis	ADJ;MASC;SG;V.PTCP	N
lucharon	contra	luchar	contra	V;IND;PL;3;PST;FIN	ADP
decorada	condecorado	decorado	condecorar	ADJ;FEM;SG;V.PTCP	V
lesionado	feridos	lesionado	ferido	ADJ;MASC;SG;V.PTCP	N
edith	edith	edith	edithr	N;FEM;SG	PROPN
inocencia	inocente	inocencia	inocente	N;FEM;SG	ADJ
inocencia	inocentes	inocencia	inocente	N;FEM;SG	ADJ
persigue	persecución	perseguir	persecución	V;IND;SG;3;PRS;FIN	N
liberada	liberado	liberado	liberado	ADJ;FEM;SG;V.PTCP	V
liberada	liberados	liberado	liberar	ADJ;FEM;SG;V.PTCP	V
liberada	editaron	liberado	editar	ADJ;FEM;SG;V.PTCP	V
reposo	resto	reposo	resto		N
reposo	descansar	reposo	descansar		V
reposo	demais	reposo	demais		DET
reposo	descanso	reposo	descanso		N
obvio	fixo	obvio	facer	ADJ;MASC;SG	V
flying	a	flying	o	N;SG	DET
flying	voando	flying	voar	N;SG	V
flying	voar	flying	voar	N;SG	V
preocupado	preocupa	preocupado	preocupo	ADJ;MASC;SG;V.PTCP	V
preocupado	preocupados	preocupado	preocupar	ADJ;MASC;SG;V.PTCP	V
preocupado	como	preocupado	como	ADJ;MASC;SG;V.PTCP	PRO
preocupado	preocupado	preocupado	preocupar	ADJ;MASC;SG;V.PTCP	V
preocupado	por	preocupado	por	ADJ;MASC;SG;V.PTCP	ADP
preocupado	medo	preocupado	medo	ADJ;MASC;SG;V.PTCP	N
preocupado	preocupada	preocupado	preocupar	ADJ;MASC;SG;V.PTCP	V
gritos	berran	grito	berrar	N;MASC;PL	V
gritos	chora	grito	chora	N;MASC;PL	V
gritos	os	grito	o	N;MASC;PL	DET
gritos	berrando	grito	berrar	N;MASC;PL	V
gritos	berrar	grito	berrar	N;MASC;PL	V
numerosa	moitas	numeroso	moito	ADJ;FEM;SG	DET
tiras	de	tira	de	N;FEM;PL	ADP
ucraniana	ucraniano	ucraniano	ucraniano	ADJ;FEM;SG	PROPN
alone	soa	alone	só	INTJ	DET
alone	só	alone	só	INTJ	ADV
alone	sós	alone	só	INTJ	PROPN
alone	soas	alone	so	INTJ	N
alone	en	alone	en	INTJ	ADP
alone	paz	alone	paz	INTJ	N
vestíbulo	lobby	vestíbulo	lobby	N;MASC;SG	PROPN
vestíbulo	hall	vestíbulo	hall	N;MASC;SG	PROPN
vestíbulo	civil	vestíbulo	civil	N;MASC;SG	ADJ
truth	a	truth	o	N	DET
bonita	moi	bonito	moi	ADJ;FEM;SG	ADV
bonita	bastante	bonito	bastante	ADJ;FEM;SG	ADV
bonita	bonita	bonito	bonita	ADJ;FEM;SG	N
bonita	ben	bonito	ben	ADJ;FEM;SG	ADV
bonita	bonito	bonito	bonito	ADJ;FEM;SG	N
bonita	ben	bonito	ben	ADJ;FEM;SG	ADV
bonita	bonita	bonito	bonita	ADJ;FEM;SG	N
electronic	electrónica	electronic	electrónico	N;MASC;SG	ADJ
electronic	electrónico	electronic	electrónico	N;MASC;SG	ADJ
copiar	copia	copiar	copia	V;NFIN	N
doc	doc	doc	doc		PROPN
cascadas	cae	cascado	caer	N;FEM;PL	V
avanzadas	avanzado	avanzado	avanzar	ADJ;FEM;PL;V.PTCP	V
avanzadas	avanzada	avanzado	avanzar	ADJ;FEM;PL;V.PTCP	V
sacrificios	sacrificar	sacrificio	sacrificar	N;MASC;PL	V
sacrificios	zugue	sacrificio	zugue	N;MASC;PL	PROPN
sacrificios	o	sacrificio	o	N;MASC;PL	DET
literal	literalmente	literal	literal	ADJ;SG	ADV
confirmada	confirmado	confirmado	confirmar	ADJ;FEM;SG;V.PTCP	V
champaña	champán	champaña	champán	N;FEM;SG	PROPN
fallecida	falecido	fallecido	falecer	ADJ;FEM;SG;V.PTCP	V
muchachos	os	muchacho	o	N;MASC;PL	DET
dem	eses	dem	ese		DET
travis	travis	travis	travis	N;SG	PROPN
kingston	kingston	kingston	kingston	N;MASC;SG	PROPN
haven	aínda	haver	aínda	N;MASC	ADV
haven	non	haver	non	N;MASC	PART
haven	teño	haver	ter	N;MASC	V
cimientos	foundation	cimiento	foundation	N;MASC;PL	PROPN
cimientos	transformado	cimiento	transformar	N;MASC;PL	V
ordenados	que	ordenado	que	ADJ;MASC;PL;V.PTCP	PRO
ordenados	atención	ordenado	atención	ADJ;MASC;PL;V.PTCP	N
ordenados	pedimos	ordenado	pedir	ADJ;MASC;PL;V.PTCP	V
preparando	para	preparar	para	V;V.MSDR	ADP
preparando	a	preparar	o	V;V.MSDR	DET
perdidas	perdas	perdido	perda	ADJ;FEM;PL;V.PTCP	N
perdidas	as	perdido	o	ADJ;FEM;PL;V.PTCP	DET
perdidas	perdeu	perdido	perder	ADJ;FEM;PL;V.PTCP	V
perdidas	perderon	perdido	perder	ADJ;FEM;PL;V.PTCP	V
perdidas	perdín	perdido	perder	ADJ;FEM;PL;V.PTCP	V
perdidas	perdemos	perdido	perder	ADJ;FEM;PL;V.PTCP	V
perdidas	perdido	perdido	perdido	ADJ;FEM;PL;V.PTCP	V
jump	así	jump	así	N	ADV
jump	saltar	jump	saltar	N	V
jump	chimpa	jump	chimpa	N	PROPN
hat	o	haber	o	N	DET
hat	sombreiriño	haber	sombreiriño	N	PROPN
gone	marchou	gone	marchar	N	V
tejado	tellado	tejado	tellado	ADJ;MASC;SG;V.PTCP	V
tejado	teito	tejado	teito	ADJ;MASC;SG;V.PTCP	N
dakar	dakar	dakar	dakar	N;SG	PROPN
esperaban	se	esperar	se	V;IND;PL;3;IPFV;FIN	CONJ
esperaban	que	esperar	que	V;IND;PL;3;IPFV;FIN	PRO
shock	de	shock	de	N;MASC;SG	ADP
soltera	cada	soltera	cada	N;FEM;SG	DET
soltera	simple	soltera	simple	N;FEM;SG	ADJ
soltera	soa	soltera	só	N;FEM;SG	DET
soltera	só	soltera	só	N;FEM;SG	ADV
soltera	única	soltera	único	N;FEM;SG	ADJ
soltera	único	soltera	único	N;FEM;SG	ADJ
baila	baile	bailar	baile	V;IND;SG;3;PRS;FIN	N
baila	danza	bailar	danza	V;IND;SG;3;PRS;FIN	N
irish	irlandés	irish	irlandés	N	PROPN
irish	irlandesa	irish	irlandesa	N	ADJ
paseos	camiña	paseo	camiñar	N;MASC;PL	V
malvado	mal	malvar	mal	ADJ;MASC;SG;V.PTCP	ADV
malvado	malo	malvar	malo	ADJ;MASC;SG;V.PTCP	PROPN
malvado	maldade	malvar	maldade	ADJ;MASC;SG;V.PTCP	N
malvado	malo	malvar	malo	ADJ;MASC;SG;V.PTCP	PROPN
ganadoras	gañadores	ganador	gañador	ADJ;FEM;PL	N
self	eu	self	eu	N	PRO
self	presente	self	presente	N	ADJ
atacados	atacado	atacar	atacar	ADJ;MASC;PL;V.PTCP	V
pecados	agarimosa	pecado	agarimosar	N;MASC;PL	ADJ
distante	afastado	distante	afastar	ADJ;SG	V
permanecido	ficou	permanecer	ficar	ADJ;MASC;SG;V.PTCP	V
permanecido	por	permanecer	por	ADJ;MASC;SG;V.PTCP	ADP
partitura	arranxar	partitura	arranxar	N;FEM;SG	V
virtuales	virtual	virtual	virtual	ADJ;PL	N
billete	para	billete	para	N;MASC;SG	ADP
billete	liscar	billete	liscar	N;MASC;SG	V
destruyendo	destrución	destruir	destrución	V;V.MSDR	N
casar	con	casar	con	V;NFIN	ADP
olvidado	esqueceu	olvidado	esquecer	ADJ;MASC;SG;V.PTCP	V
olvidado	esquecín	olvidado	esquecín	ADJ;MASC;SG;V.PTCP	V
olvidado	as	olvidado	o	ADJ;MASC;SG;V.PTCP	DET
olvidado	esquece	olvidado	esquecer	ADJ;MASC;SG;V.PTCP	V
olvidado	esqueceu	olvidado	esquecer	ADJ;MASC;SG;V.PTCP	V
olvidado	esqueciches	olvidado	esqueciches	ADJ;MASC;SG;V.PTCP	V
olvidado	esquecín	olvidado	esquecín	ADJ;MASC;SG;V.PTCP	V
plásticos	os	plástico	o	N;MASC;PL	DET
plásticos	de	plástico	de	N;MASC;PL	ADP
marty	marty	marty	marty	PROPN	PROPN
vacía	valeiro	vacío	valeiro	ADJ;FEM;SG	N
afiliación	de	afiliación	de	N;FEM;SG	ADP
admitió	mañá	admitir	mañá	V;IND;SG;3;PST;FIN	ADV
continuado	continuou	continuado	continuar	ADJ;MASC;SG;V.PTCP	V
reportajes	sobre	reportaje	sobre	N;MASC;PL	ADP
stein	stein	stein	star	N;FEM;SG	PROPN
conectada	conectados	conectado	conectar	ADJ;FEM;SG;V.PTCP	V
conectada	conectada	conectado	conectar	ADJ;FEM;SG;V.PTCP	V
conectada	conectado	conectado	conectar	ADJ;FEM;SG;V.PTCP	V
conectada	con	conectado	con	ADJ;FEM;SG;V.PTCP	ADP
conectada	conectadas	conectado	conectar	ADJ;FEM;SG;V.PTCP	V
conectada	conectan	conectado	conectar	ADJ;FEM;SG;V.PTCP	V
alcaldesa	o	alcaldesa	o	N;FEM;SG	DET
raros	pouco	raro	pouco	ADJ;MASC;PL	ADV
alternativos	alternativa	alternativo	alternativa	ADJ;MASC;PL	N
destruidas	destruídos	destruido	destruír	ADJ;FEM;PL;V.PTCP	V
destruidas	destruíron	destruido	destruír	ADJ;FEM;PL;V.PTCP	V
destruidas	destruído	destruido	destruír	ADJ;FEM;PL;V.PTCP	V
destruidas	con	destruido	con	ADJ;FEM;PL;V.PTCP	ADP
destruidas	destruírono	destruido	destruírono	ADJ;FEM;PL;V.PTCP	PROPN
destruidas	destruír	destruido	destruír	ADJ;FEM;PL;V.PTCP	V
very	moi	ver	moi	N	ADV
destituido	retirarse	destituido	retirar	ADJ;MASC;SG;V.PTCP	V
admitido	mañá	admitir	mañá	ADJ;MASC;SG;V.PTCP	ADV
amenazadas	ameazada	amenazado	ameazar	ADJ;FEM;PL;V.PTCP	V
medicamento	baseada	medicamento	basear	N;MASC;SG	V
medicamento	mellor	medicamento	mellor	N;MASC;SG	ADJ
gata	ao	gata	ao	N;FEM;SG	PROPN
holy	sagrado	holy	sagrar	N	ADJ
holy	santo	holy	santo	N	ADJ
holy	sagrada	holy	sagrar	N	V
elevar	os	elevar	o	V;NFIN	DET
limitar	límite	limitar	límite	V;NFIN	N
rompiendo	mesmo	romper	mesmo	V;V.MSDR	DET
abogada	fiscal	abogada	fiscal	N;FEM;SG	ADJ
abogada	avogadiño	abogada	avogadiño	N;FEM;SG	PROPN
adquiridos	adquirían	adquirido	adquirir	ADJ;MASC;PL;V.PTCP	V
fine	ben	fine	ben	N	ADV
fine	moi	fine	moi	N	ADV
saldo	o	saldo	o	N;MASC;SG	DET
carnes	a	carne	o	N;FEM;PL	DET
mass	masiva	mass	masivo	N	ADJ
mass	de	mass	de	N	ADP
administra	se	administrar	se	V;IND;SG;3;PRS;FIN	CONJ
administra	facelo	administrar	facelo	V;IND;SG;3;PRS;FIN	N
pasillo	hall	pasillo	hall	N;MASC;SG	PROPN
pasillo	civil	pasillo	civil	N;MASC;SG	ADJ
robado	roubado	robado	roubado	ADJ;MASC;SG;V.PTCP	V
robado	datos	robado	dato	ADJ;MASC;SG;V.PTCP	N
robado	roubada	robado	roubada	ADJ;MASC;SG;V.PTCP	V
robado	roubei	robado	roubar	ADJ;MASC;SG;V.PTCP	PROPN
robado	roubaron	robado	roubar	ADJ;MASC;SG;V.PTCP	V
robado	roubaches	robado	roubaches	ADJ;MASC;SG;V.PTCP	N
robado	o	robado	o	ADJ;MASC;SG;V.PTCP	DET
robado	roubou	robado	roubar	ADJ;MASC;SG;V.PTCP	V
robado	estola	robado	estola	ADJ;MASC;SG;V.PTCP	N
robado	rouboume	robado	rouboume	ADJ;MASC;SG;V.PTCP	PROPN
stock	depósito	stock	depósito		N
homicidio	cometidos	homicidio	cometer	N;MASC;SG	V
homicidio	un	homicidio	un	N;MASC;SG	DET
bonnie	coelliño	bonnie	coelliño	N;FEM;SG	PROPN
bonnie	encol	bonnie	encol	N;FEM;SG	V
bonnie	bonnie	bonnie	bonnie	N;FEM;SG	PROPN
concluido	concluíu	concluido	concluír	ADJ;MASC;SG;V.PTCP	V
nine	9	nine	9	N	NUM
pata	unha	pata	un	N;FEM;SG	DET
desorden	boa	desorden	bo	N;MASC;SG	ADJ
desorden	lea	desorden	lea	N;MASC;SG	PROPN
desorden	porcallada	desorden	porcallar	N;MASC;SG	V
prometido	promesa	prometer	promesar	ADJ;MASC;SG;V.PTCP	N
prometido	prometer	prometer	prometer	ADJ;MASC;SG;V.PTCP	V
prometido	prométolle	prometer	prométolle	ADJ;MASC;SG;V.PTCP	PROPN
prometido	prometo	prometer	prometo	ADJ;MASC;SG;V.PTCP	V
prometido	prométocho	prometer	prométocho	ADJ;MASC;SG;V.PTCP	N
prometido	prometeron	prometer	prometer	ADJ;MASC;SG;V.PTCP	V
prometido	prometín	prometer	prometín	ADJ;MASC;SG;V.PTCP	PROPN
prometido	prometinlle	prometer	prometinlle	ADJ;MASC;SG;V.PTCP	PROPN
prometido	prometéronme	prometer	prometéronme	ADJ;MASC;SG;V.PTCP	PROPN
prometido	prometida	prometer	prometer	ADJ;MASC;SG;V.PTCP	V
prometido	prometíchesme	prometer	prometíchesme	ADJ;MASC;SG;V.PTCP	N
prometido	prometo	prometer	prometo	ADJ;MASC;SG;V.PTCP	V
prometido	prometera	prometer	prometer	ADJ;MASC;SG;V.PTCP	V
generada	neuronas	generado	neurona	ADJ;FEM;SG;V.PTCP	N
generada	xerado	generado	xerar	ADJ;FEM;SG;V.PTCP	V
preparada	preparada	preparado	preparada	ADJ;FEM;SG;V.PTCP	V
preparada	listo	preparado	listo	ADJ;FEM;SG;V.PTCP	N
preparada	preparado	preparado	preparado	ADJ;FEM;SG;V.PTCP	N
killer	do	killer	do	N;SG	PROPN
falló	non	fallar	non	V;IND;SG;3;PST;FIN	PART
universe	universo	universe	universo		N
universe	do	universe	do		PROPN
explosivo	explosivos	explosivo	explosivo	ADJ;MASC;SG	N
andres	andrew	andres	andrew	PROPN	PROPN
exigir	que	exigir	que	V;NFIN	PRO
exigir	demanda	exigir	demanda	V;NFIN	N
complicada	complicado	complicado	complicar	ADJ;FEM;SG;V.PTCP	V
complicada	complexas	complicado	complexo	ADJ;FEM;SG;V.PTCP	N
complicada	complicadas	complicado	complicar	ADJ;FEM;SG;V.PTCP	V
matado	a	matar	o	ADJ;MASC;SG;V.PTCP	DET
matado	mataron	matar	matar	ADJ;MASC;SG;V.PTCP	V
matado	matou	matar	matar	ADJ;MASC;SG;V.PTCP	V
matado	asasinado	matar	asasinar	ADJ;MASC;SG;V.PTCP	V
matado	mortos	matar	morto	ADJ;MASC;SG;V.PTCP	N
atribuciones	poderes	atribución	poder	N;FEM;PL	V
incorrecto	mal	incorrecto	mal	ADJ;MASC;SG	ADV
incorrecto	malo	incorrecto	malo	ADJ;MASC;SG	PROPN
fascismo	o	fascismo	o	N;MASC;SG	DET
amada	me	amado	me	ADJ;FEM;SG;V.PTCP	PRO
amada	queridos	amado	querer	ADJ;FEM;SG;V.PTCP	V
amada	amas	amado	ama	ADJ;FEM;SG;V.PTCP	N
amada	amaba	amado	amabar	ADJ;FEM;SG;V.PTCP	V
amada	encantábache	amado	encantábache	ADJ;FEM;SG;V.PTCP	PROPN
amada	amado	amado	amado	ADJ;FEM;SG;V.PTCP	N
amada	querido	amado	querer	ADJ;FEM;SG;V.PTCP	V
limpiar	a	limpiar	o	V;NFIN	DET
limpiar	limpeza	limpiar	limpeza	V;NFIN	N
limpiar	limpa	limpiar	limpo	V;NFIN	ADJ
limpiar	limpo	limpiar	limpo	V;NFIN	ADJ
altiplano	altas	altiplano	alto	N;MASC;SG	ADJ
altiplano	altas	altiplano	alto	N;MASC;SG	ADJ
think	que	think	que	N	PRO
think	penso	think	penso	N	V
think	pensar	think	pensar	N	V
think	creo	think	creo	N	V
curar	cura	curar	curo	V;NFIN	N
curar	curación	curar	curación	V;NFIN	N
curar	interesábame	curar	interesábame	V;NFIN	PROPN
bacteria	as	bacteria	o	N;FEM;SG	DET
dispuesta	dispostos	dispuesto	dispor	ADJ;FEM;SG;V.PTCP	V
dispuesta	a	dispuesto	o	ADJ;FEM;SG;V.PTCP	DET
dispuesta	disposto	dispuesto	dispor	ADJ;FEM;SG;V.PTCP	V
dispuesta	dispostas	dispuesto	dispor	ADJ;FEM;SG;V.PTCP	V
dispuesta	deus	dispuesto	daus	ADJ;FEM;SG;V.PTCP	N
dispuesta	quere	dispuesto	querer	ADJ;FEM;SG;V.PTCP	V
dispuesta	querería	dispuesto	querer	ADJ;FEM;SG;V.PTCP	V
dispuesta	disposta	dispuesto	disposta	ADJ;FEM;SG;V.PTCP	V
pandilla	forzados	pandilla	forzar	N;FEM;SG	V
nationale	biblioteca	nationale	biblioteca	ADJ;SG	N
bombardero	bomber	bombardero	bomber	N;MASC;SG	PROPN
diseñadas	deseñados	diseñado	deseñar	ADJ;FEM;PL;V.PTCP	V
diseñadas	para	diseñado	para	ADJ;FEM;PL;V.PTCP	ADP
diseñadas	deseñadas	diseñado	deseñar	ADJ;FEM;PL;V.PTCP	V
diseñadas	deseñado	diseñado	deseñar	ADJ;FEM;PL;V.PTCP	V
diseñadas	deseñamos	diseñado	deseñar	ADJ;FEM;PL;V.PTCP	V
latinas	latín	latina	latín	ADJ;FEM;PL	N
watch	ver	watch	ver	N	V
watch	mirade	watch	mirade	N	V
watch	ten	watch	ter	N	V
mejoramiento	mellora	mejoramiento	mellorar	N;MASC;SG	V
mejoramiento	mellor	mejoramiento	mellor	N;MASC;SG	ADJ
reclamar	a	reclamar	o	V;NFIN	DET
reclamar	que	reclamar	que	V;NFIN	PRO
buscado	quería	buscado	querer	ADJ;MASC;SG;V.PTCP	V
buscado	que	buscado	que	ADJ;MASC;SG;V.PTCP	PRO
buscado	quixen	buscado	quixir	ADJ;MASC;SG;V.PTCP	V
bolsas	de	bolsa	de	N;FEM;PL	ADP
crianza	de	crianza	de	N;FEM;SG	ADP
brother	meu	brother	meu	N	DET
michele	michele	michele	michele	PROPN	PROPN
reagan	reagan	reagar	reagar	N;FEM;SG	PROPN
gerencia	de	gerencia	de	N;FEM;SG	ADP
gerencia	a	gerencia	o	N;FEM;SG	DET
atractiva	á	atractivo	á	ADJ;FEM;SG	N
fijación	arranxar	fijación	arranxar	N;FEM;SG	V
empleadas	empregados	empleada	empregado	ADJ;FEM;PL;V.PTCP	N
empleadas	os	empleada	o	ADJ;FEM;PL;V.PTCP	DET
step	un	step	un	N	DET
carabineros	soldados	carabinero	soldar	N;MASC;PL	V
cooperativas	dos	cooperativo	dos	N;FEM;PL	PROPN
inside	dentro	insidir	dentro	INTJ	ADV
inside	interior	insidir	interior	INTJ	ADJ
chemical	químico	chemical	químico	N;SG	ADJ
caídas	cae	caído	caer	ADJ;FEM;PL;V.PTCP	V
forzados	obrigado	forzado	obrigar	ADJ;MASC;PL;V.PTCP	V
forzados	a	forzado	o	ADJ;MASC;PL;V.PTCP	DET
forzados	forzado	forzado	forzar	ADJ;MASC;PL;V.PTCP	V
forzados	todo	forzado	todo	ADJ;MASC;PL;V.PTCP	DET
forzados	obrigoume	forzado	obrigoume	ADJ;MASC;PL;V.PTCP	V
forzados	recrutado	forzado	recrutar	ADJ;MASC;PL;V.PTCP	V
baron	ao	bar	ao	N;MASC;SG	PROPN
gafas	as	gafas	o	N;FEM;PL	DET
ruanda	ruanda	ruanda	ruanda	N;FEM;SG	PROPN
guns	as	guns	o	N	DET
penny	a	penny	o	N;FEM;SG	DET
penny	penny	penny	penny	N;FEM;SG	PROPN
everything	todo	everything	todo	N	DET
everything	o	everything	o	N	DET
wings	as	wings	o	N	DET
flotante	flotante	flotante	flotante	ADJ;SG	N
flotante	aboiando	flotante	aboiar	ADJ;SG	V
fast	rápido	fast	rápido	N	ADJ
revancha	vingar	revancha	vingar	N;FEM;SG	V
bangladés	bangladesh	bangladés	bangladesh	ADJ;MASC;SG	N
desafortunadamente	por	desafortunadamente	por	ADV	ADP
desafortunadamente	desgraza	desafortunadamente	desgraza	ADV	N
abstracto	abstracta	abstracto	abstractar	ADJ;MASC;SG	N
obediencia	obedecer	obediencia	obedecer	N;FEM;SG	V
ruby	ruby	ruby	ruby	N;SG	PROPN
strange	estraño	strange	estraño	N	ADJ
strange	estraña	strange	estraña	N	ADJ
strange	extraño	strange	extraño	N	ADJ
strange	moi	strange	moi	N	ADV
strange	rara	strange	raro	N	ADJ
strange	raro	strange	raro	N	ADJ
dirty	sucio	dirty	sucio	N	ADJ
midnight	medianoite	midnight	medianoite	N;FEM;SG	PROPN
midnight	da	midnight	da	N;FEM;SG	V
impact	impacto	impact	impacto	PROPN	N
impact	un	impact	un	PROPN	DET
impact	na	impact	na	PROPN	N
impact	prazo	impact	prazo	PROPN	N
impact	efecto	impact	efecto	PROPN	N
impact	mellora	impact	mellorar	PROPN	V
clínicos	clínicos	clínico	clínico	N;MASC;PL	ADJ
clínicos	clínicas	clínico	clínico	N;MASC;PL	ADJ
clínicos	clínico	clínico	clínico	N;MASC;PL	ADJ
quemado	queimado	quemado	queimar	ADJ;MASC;SG;V.PTCP	V
quemado	queimaron	quemado	queimar	ADJ;MASC;SG;V.PTCP	V
quemado	queimou	quemado	queimar	ADJ;MASC;SG;V.PTCP	V
quemado	queimados	quemado	queimar	ADJ;MASC;SG;V.PTCP	V
candy	candy	candy	candy	N	PROPN
cure	cura	cure	curo	V;IMP;SG;3;FIN	N
cure	curación	cure	curación	V;IMP;SG;3;FIN	N
cure	interesábame	cure	interesábame	V;IMP;SG;3;FIN	PROPN
freddie	freddie	freddie	freddiae	PROPN	PROPN
hablada	falei	hablado	falel	ADJ;FEM;SG;V.PTCP	V
poetisa	o	poetisa	o	N;FEM;SG	DET
forzar	a	forzar	o	V;NFIN	DET
forzar	todo	forzar	todo	V;NFIN	DET
forzar	a	forzar	o	V;NFIN	DET
forzar	forza	forzar	forza	V;NFIN	N
forzar	a	forzar	o	V;NFIN	DET
forzar	policía	forzar	policía	V;NFIN	N
forzar	exército	forzar	exército	V;NFIN	N
fijado	conxunto	fijado	conxunto	ADJ;MASC;SG;V.PTCP	N
charly	charlie	charly	charlie	N;MASC;SG	PROPN
charly	non	charly	non	N;MASC;SG	PART
suicida	suicidarse	suicida	suicidarse	N;SG	V
transformada	transformar	transformado	transformar	ADJ;FEM;SG;V.PTCP	V
abanico	fan	abanico	facer	N;MASC;SG	V
cool	xenial	cool	xenial	N	ADJ
cool	ben	cool	ben	N	ADV
entrenado	adestrados	entrenado	adestrar	ADJ;MASC;SG;V.PTCP	V
entrenado	para	entrenado	para	ADJ;MASC;SG;V.PTCP	ADP
entrenado	adestrada	entrenado	adestrar	ADJ;MASC;SG;V.PTCP	V
entrenado	adestrado	entrenado	adestrar	ADJ;MASC;SG;V.PTCP	V
aprende	a	aprender	o	V;IND;SG;3;PRS;FIN	DET
vih	vih	vih	vih	N;MASC;SG	PROPN
vih	o	vih	o	N;MASC;SG	DET
sobrevive	á	sobrevivir	á	V;IND;SG;3;PRS;FIN	N
sobrevive	sobreviva	sobrevivir	sobrevivo	V;IND;SG;3;PRS;FIN	N
sobrevive	humano	sobrevivir	humano	V;IND;SG;3;PRS;FIN	ADJ
amenazado	ameazada	amenazar	ameazar	ADJ;MASC;SG;V.PTCP	V
false	falsa	false	falsa	N	ADJ
false	falso	false	falso	N	ADJ
pretty	moi	pretty	moi	N	ADV
pretty	bastante	pretty	bastante	N	ADV
pretty	ben	pretty	ben	N	ADV
capturada	capturado	capturado	capturado	ADJ;FEM;SG;V.PTCP	V
capturada	capturados	capturado	capturar	ADJ;FEM;SG;V.PTCP	V
capturada	prisioneiro	capturado	prisioneiro	ADJ;FEM;SG;V.PTCP	N
sing	cantar	sing	cantar		V
sing	canta	sing	canta		N
sing	cante	sing	cante		N
ocupadas	moi	ocupado	moi	ADJ;FEM;PL;V.PTCP	ADV
ocupadas	negocios	ocupado	negocio	ADJ;FEM;PL;V.PTCP	N
ocupadas	ocupada	ocupado	ocupado	ADJ;FEM;PL;V.PTCP	V
ocupadas	ocupada	ocupado	ocupado	ADJ;FEM;PL;V.PTCP	V
pistolas	as	pistola	o	N;FEM;PL	DET
apropiada	para	apropiado	para	ADJ;FEM;SG;V.PTCP	ADP
apropiada	máis	apropiado	máis	ADJ;FEM;SG;V.PTCP	ADV
mayoritario	maioría	mayoritario	maioría	ADJ;MASC;SG	N
shirley	shirley	shirley	shirley	N;FEM;SG	PROPN
turn	a	turn	o	N	DET
urgencia	urxente	urgencia	urxente	N;FEM;SG	ADJ
urgencia	de	urgencia	de	N;FEM;SG	ADP
evolucionado	evolucionou	evolucionar	evolucionar	ADJ;MASC;SG;V.PTCP	V
together	xuntos	together	xunto	N	ADJ
abrigo	o	abrigo	o	N;MASC;SG	DET
kilos	case	kilo	case	N;MASC;PL	ADV
lines	de	lín	de	N	ADP
tambien	tamén	tambien	tamén		ADV
tambien	tamén	tambien	tamén		ADV
tambien	demasiado	tambien	demasiado		ADV
tambien	moi	tambien	moi		ADV
caminando	pola	caminar	pola	V;V.MSDR	N
caminando	polas	caminar	pola	V;V.MSDR	N
wanna	quero	wanna	quero	N	V
wanna	queres	wanna	quere	N	V
wanna	quere	wanna	querer	N	V
cerdos	os	cerdo	o	N;MASC;PL	DET
creative	creativo	creative	creativo	N;FEM;SG	ADJ
creative	creativos	creative	creativo	N;FEM;SG	ADJ
creative	creativa	creative	creativo	N;FEM;SG	ADJ
creative	creativas	creative	creativo	N;FEM;SG	ADJ
procesado	procesando	procesado	procesar	ADJ;MASC;SG;V.PTCP	V
procesado	procesamento	procesado	procesamento	ADJ;MASC;SG;V.PTCP	N
diente	os	diente	o	N;MASC;SG	DET
celdas	as	celda	o	N;FEM;PL	DET
voló	sobre	volar	sobre	V;IND;SG;3;PST;FIN	ADP
vision	vision	vision	vision	N;FEM;SG	PROPN
pelaje	o	pelaje	o	N;MASC;SG	DET
restablecer	a	restablecer	o	V;NFIN	DET
condecorado	condecorado	condecorado	condecorar	ADJ;MASC;SG;V.PTCP	V
regatas	de	regata	de	N;FEM;PL	ADP
bebe	beber	beber	beber	N;MASC;SG	V
manantial	a	manantial	o	N;MASC;SG	DET
normalidad	normal	normalidad	normal	N;FEM;SG	ADJ
ateniense	ateniense	ateniense	ateniense	ADJ;SG	PROPN
escalar	escala	escalar	escala	V;NFIN	N
please	por	please	por	N	ADP
