leningrad	lenjingrad	leningrad	lenjingrad		N;NOM;MASC;SG
beslenir	hrani	besle	hrana	V;IPFV;IND;SG;3;POS;PASS	N;DAT;FEM;SG
üstte	top	üst	top	ADJ;ESS;SG;3	N;NOM;MASC;SG
üstte	vrh	üst	vrh	ADJ;ESS;SG;3	N;NOM;MASC;SG
angela	anđela	angela	anđeo		N;ACC;MASC;SG
angela	angela	angela	angela		N;NOM;FEM;SG
ihmal	propust	ihmal	propust		N;NOM;MASC;SG
ihmal	zanemario	ihmal	zanemariti		V;MASC;SG;PST;V.PTCP;ACT
ihmal	nemar	ihmal	nemar		N;NOM;MASC;SG
ihmal	zanemarivanje	ihmal	zanemarivanje		N;NOM;NEUT;SG
ihmal	nemar	ihmal	nemar		N;NOM;MASC;SG
geometri	geometrija	geometri	geometrija		N;NOM;FEM;SG
oynamak	igranje	oyna	igranje	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;NEUT;SG
chiba	chiba	chiba	chiba	PROPN;NOM;SG;3	N;NOM;MASC;SG
görkemli	majestic	görkemli	majestic		N;NOM;MASC;SG
görkemli	veličanstveno	görkemli	veličanstven		ADV
görkemli	slavno	görkemli	slavno		ADJ;NOM;DEF;NEUT;SG
ekledi	dodali	ekle	dodati	V;PFV;IND;SG;3;POS;PST	V;MASC;PL;PST;V.PTCP;ACT
ers	ers	ers	ers		N
seyir	navigacija	seyir	navigacija		N;NOM;FEM;SG
seyir	krstarenja	seyir	krstarenje		N;NOM;NEUT;PL
seyir	krstarenje	seyir	krstarenje		N;NOM;NEUT;SG
rolleri	uloge	rol	uloga	N;ACC;PL;3	N;NOM;FEM;PL
kaydedildi	snimljeno	kaydet	snimiti	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
kaydedildi	zabilježeno	kaydet	zabilježiti	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;NEUT;SG;V.PTCP;PASS
kaydedildi	spašen	kaydet	spašiti	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
kaydedildi	spasio	kaydet	spasiti	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP;ACT
kaydedildi	spremljena	kaydet	spremiti	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP
kalanlar	ostatke	kalan	ostatak	N;NOM;PL;3	N;ACC;MASC;PL
ritim	ritam	ritim	ritam		N;NOM;MASC;SG
cnn	cnn	cin	cnn		N;NOM;MASC;SG
mount	mount	mount	mount	PROPN;NOM;SG;3	N;NOM;MASC;SG
mount	planina	mount	planina	PROPN;NOM;SG;3	N;NOM;FEM;SG
danışman	savjetnik	danış	savjetnik		N;NOM;MASC;SG
danışman	konzultant	danış	konzultant		N;NOM;MASC;SG
danışman	savjetnik	danış	savjetnik		N;NOM;MASC;SG
danışman	savjetnik	danış	savjetnik		N;NOM;MASC;SG
danışman	savjetnik	danış	savjetnik		N;NOM;MASC;SG
sertifika	potvrde	sertifika	potvrditi	N;NOM;SG;3	N;NOM;FEM;PL
sertifika	potvrde	sertifika	potvrditi	N;NOM;SG;3	N;NOM;FEM;PL
dinar	dinara	dinar	dinar		N;NOM;MASC;SG
dinar	dinara	dinar	dinar		N;NOM;MASC;SG
kirli	prljavo	kirli	prljavo		ADJ;NOM;NEUT;SG
kirli	prljavi	kirli	prljava		ADJ;NOM;DEF;MASC;SG
kirli	prljava	kirli	prljav		ADJ;NOM;DEF;FEM;SG
kirli	nečisti	kirli	nečist		ADJ;NOM;DEF;MASC;SG
deutsche	deutsche	deutsche	deutsch	PROPN;NOM;SG;3	ADP
foton	fotoni	foton	foton		N;NOM;MASC;PL
objektif	leća	objektif	leće		N;NOM;NEUT;PL
objektif	objektiv	objektif	objektiv		N;NOM;MASC;SG
objektif	cilj	objektif	cilj		N;NOM;MASC;SG
tanzanya	tanzaniji	tanzan	tanzanija	PROPN;NOM;SG;3	ADJ;DAT;DEF;CMPR;FEM;SG
zaragoza	zaragozi	zaragoz	zaragog	PROPN;NOM;SG;3	N;DAT;FEM;SG
korur	štiti	koru	štititi	V;IPFV;IND;SG;3;POS	V;IND;SG;3;PRS;FIN
troll	trol	troll	trol		N;NOM;MASC;SG
troll	trolovi	troll	trol		N;NOM;MASC;PL
illeri	provincija	il	provincija	N;ACC;PL;3	N;NOM;FEM;SG
illeri	pokrajine	il	pokrajina	N;ACC;PL;3	N;NOM;FEM;PL
illeri	provincije	il	provincija	N;ACC;PL;3	N;NOM;FEM;PL
aç	otvori	aç	otvoriti		V;IND;SG;3;PRS;FIN
aç	gladan	aç	gladan		ADJ;NOM;INDF;MASC;SG
aç	gladni	aç	gladan		ADJ;NOM;DEF;MASC;PL
sözcükler	rijeci	sözcük	rijeka	N;NOM;PL;3	N;DAT;FEM;SG
tiberius	tiberije	tiberius	tiberija		N;NOM;MASC;SG
incir	smokve	incir	smokva		N;NOM;FEM;PL
kayıplar	gubitke	kayıp	gubitak	N;NOM;PL;3	N;ACC;MASC;PL
kayıplar	gubitaka	kayıp	gubitak	N;NOM;PL;3	N;GEN;MASC;PL
delhi	delhi	delhi	delhi	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG
dana	danu	dan	dan		N;DAT;MASC;SG
dana	dana	dan	dan		N;GEN;MASC;PL
hiçbiri	nijedan	hiçbiri	nijedan	PRO;NOM;SG;3	ADJ;NOM;INDF;MASC;SG
hiçbiri	nijedna	hiçbiri	nijedan	PRO;NOM;SG;3	ADJ;NOM;DEF;FEM;SG
bağırsak	crijeva	bağır	crijevo	V;PFV;PL;1;POS;PRS	N;NOM;NEUT;SG
bağırsak	crijeva	bağır	crijevo	V;PFV;PL;1;POS;PRS	N;NOM;NEUT;SG
bağırsak	crijeva	bağır	crijevo	V;PFV;PL;1;POS;PRS	N;NOM;NEUT;SG
bağırsak	crijeva	bağır	crijevo	V;PFV;PL;1;POS;PRS	N;NOM;NEUT;SG
kalacak	ostaje	kal	ostajati	V;PFV;IND;SG;3;POS;FUT	V;IND;SG;3;PRS;FIN
jeoloji	geološki	jeoloji	geološki		ADV
jeoloji	geologija	jeoloji	geologija		N;NOM;FEM;SG
dem	dem	de	dem		ADP
bilhassa	osobito	bilhassa	osobito		ADV
bilhassa	posebno	bilhassa	posebno		ADV
bilhassa	naročito	bilhassa	naročito		ADV
bilhassa	pogotovo	bilhassa	pogotovo		ADV
gençleri	tinejdžeri	genç	tinejdžer	ADJ;ACC;PL;3	N;NOM;MASC;PL
rom	rome	rom	rom		N;NOM;MASC;SG
rom	rom	rom	rom		N;NOM;MASC;SG
rom	ruma	rom	ruma		N;NOM;MASC;SG
rom	rum	rom	rum		N;NOM;MASC;SG
sofia	sofija	sofia	sofija		N;NOM;FEM;SG
sofia	sofiji	sofia	sofija		N;DAT;FEM;SG
sofia	sofia	sofia	sofia		N;NOM;FEM;SG
grey	sivo	grey	sivo		ADJ;NOM;NEUT;SG
grey	siva	grey	siv		N;NOM;FEM;SG
grey	grey	grey	grey		PROPN;NOM;MASC;SG
grey	sivi	grey	siv		ADJ;NOM;DEF;MASC;SG
devasa	ogromna	devasa	ogroman		ADJ;NOM;DEF;FEM;SG
devasa	golemo	devasa	golem		ADJ;NOM;DEF;NEUT;SG
devasa	ogroman	devasa	ogroman		ADJ;NOM;INDF;MASC;SG
devasa	divovski	devasa	divovski		ADJ;NOM;DEF;MASC;SG
devasa	masivni	devasa	masivan		ADJ;NOM;DEF;MASC;SG
devasa	massive	devasa	massiv		N;NOM;MASC;SG
devasa	ogromna	devasa	ogroman		ADJ;NOM;DEF;FEM;SG
devasa	ogroman	devasa	ogroman		ADJ;NOM;INDF;MASC;SG
ghost	duh	ghost	duh		N;NOM;MASC;SG
ghost	ghost	ghost	ghost		ADP
dre	dre	dre	dre		N;NOM;MASC;SG
düşüş	smanji	düşüş	smanjiti		V;IND;SG;3;PRS;FIN
düşüş	odbiti	düşüş	odbiti		V;NFIN
düşüş	jesen	düşüş	jesen		N;ACC;FEM;SG
düşüş	pad	düşüş	pad		N;NOM;MASC;SG
vekil	regent	vekil	regent		N;NOM;MASC;SG
vekil	proxy	vekil	proxy		N;NOM;MASC;SG
vekil	zamjenik	vekil	zamjenik		N;NOM;MASC;SG
kalsiyum	kalcij	kalsiyum	kalcij		N;NOM;MASC;SG
kalsiyum	kalcija	kalsiyum	kalcij		N;GEN;MASC;SG
rocky	rocky	rocky	rocky		PROPN;NOM;MASC;SG
ideoloji	ideologija	ideoloji	ideologija		N;NOM;FEM;SG
koy	stavi	koy	stav	V;PFV;IMP;SG;2;POS;PRS	V;IND;SG;3;PRS;FIN
koy	stavite	koy	staviti	V;PFV;IMP;SG;2;POS;PRS	V;IMP;PL;2;FIN
plaka	tablice	plaka	tablica		N;NOM;FEM;PL
plaka	tanjuri	plaka	tanjur		N;NOM;MASC;PL
plaka	tanjur	plaka	tanjur		N;NOM;MASC;SG
vista	vista	vista	vista		N;NOM;FEM;SG
saltanatı	vladavinu	saltanat	vladavina	N;NOM;SG;3	N;ACC;FEM;SG
levi	levi	levi	leva		N;NOM;MASC;SG
alışık	navikla	alışık	navikao	ADJ	V;FEM;SG;PST;V.PTCP;ACT
alışık	navikli	alışık	naviknuti	ADJ	V;MASC;PL;PST;V.PTCP;ACT
metropolitan	metropolitan	metropolitan	metropolitan		PROPN;NOM;MASC;SG
kapıları	kapije	kapı	kapo	N;ACC;PL;3	N;NOM;FEM;PL
kapıları	gates	kapı	gates	N;ACC;PL;3	N;NOM;MASC;SG
kapıları	vrata	kapı	vrata	N;ACC;PL;3	N;NOM;NEUT;PL
slogan	moto	slogan	moto		N;NOM;MASC;SG
slogan	slogan	slogan	slogan		N;NOM;MASC;SG
hero	junak	hero	junak		N;NOM;MASC;SG
hero	heroju	hero	heroj		N;DAT;MASC;SG
hero	heroj	hero	heroj		N;NOM;MASC;SG
rex	rex	rex	rex		PROPN;NOM;MASC;SG
şahit	svjedoci	şahit	svjedok		N;NOM;MASC;PL
şahit	svjedok	şahit	svjedok		N;NOM;MASC;SG
vfl	vfl	vfl	vfl		PROPN;NOM;MASC;SG
tez	disertaciju	tez	disertacija		N;ACC;FEM;SG
tez	teze	tez	teza		N;NOM;FEM;PL
tez	tezi	tez	teza		N;DAT;FEM;SG
tez	tezu	tez	teza		N;ACC;FEM;SG
tez	teza	tez	teza		N;NOM;FEM;SG
mevki	položaj	mevki	položaj		N;NOM;MASC;SG
mevki	pozicija	mevki	pozicija		N;NOM;FEM;SG
lil	lil	lil	lil		PROPN;NOM;MASC;SG
lionel	lionel	lionel	lionel		N;NOM;MASC;SG
mısırlı	egipatski	mısırlı	egipatski		ADJ;NOM;DEF;MASC;SG
homo	homo	homo	homo		N;NOM;MASC;SG
kullanışlı	zgodno	kullanışlı	zgodno		ADV
kullanışlı	prikladno	kullanışlı	prikladno		ADJ;NOM;DEF;NEUT;SG
kullanışlı	korisne	kullanışlı	koristan		ADJ;NOM;DEF;FEM;PL
kullanışlı	koristan	kullanışlı	koristan		ADJ;NOM;INDF;MASC;SG
kullanışlı	korisno	kullanışlı	korisno		ADJ;NOM;DEF;NEUT;SG
kullanışlı	korisna	kullanışlı	koristan		ADJ;NOM;DEF;FEM;SG
kullanışlı	korisni	kullanışlı	koristan		ADJ;NOM;DEF;MASC;PL
drake	drake	drake	drak		PROPN;NOM;MASC;SG
keşfedildi	otkriveno	keşfet	otkriti	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
keşfedildi	otkriven	keşfet	otkriti	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
keşfedildi	otkrio	keşfet	otkriti	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP;ACT
keşfedildi	otkriveni	keşfet	otkriti	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;DEF;MASC;PL;V.PTCP
keşfedildi	otkrivena	keşfet	otkriti	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP
pul	pečat	pul	pečat		N;NOM;MASC;SG
pul	žig	pul	žig		N;NOM;MASC;SG
pul	marke	pul	marka		N;NOM;FEM;PL
pul	ljuske	pul	ljuska		N;NOM;FEM;PL
pul	vage	pul	vag		N;NOM;FEM;PL
gözlemevi	opservatoriju	gözlemevi	opservatorij		N;DAT;MASC;SG
panathinaikos	panathinaikos	panathinaikos	panathinaikos	PROPN;NOM;SG;3	N;NOM;MASC;SG
earl	earl	earl	earl		N;NOM;MASC;SG
pazartesi	ponedjeljkom	pazartesi	ponedjeljak		N;INS;MASC;SG
pazartesi	ponedjeljak	pazartesi	ponedjeljak		N;NOM;MASC;SG
hamlet	hamleta	hamlet	hamlet		N;ANIM;ACC;MASC;SG
hamlet	hamlet	hamlet	hamlet		N;NOM;MASC;SG
reed	reed	reed	reed		PROPN;NOM;MASC;SG
trick	trick	trick	trick		N;NOM;MASC;SG
trick	trik	trick	trik		N;NOM;MASC;SG
eintracht	eintracht	eintracht	eintracht	PROPN;NOM;SG;3	N;NOM;MASC;SG
dante	dante	dant	danta		N;NOM;MASC;SG
mississippi	mississippi	mississippi	mississipp	N;NOM;SG;3	PROPN;NOM;MASC;SG
mağarası	pećini	mağara	pećina	N;NOM;SG;3	N;DAT;FEM;SG
marina	marina	marina	marina	N;DAT;SG;3	N;NOM;FEM;SG
marina	marine	marina	marina	N;DAT;SG;3	N;NOM;FEM;PL
marina	marinu	marina	marina	N;DAT;SG;3	N;ACC;FEM;SG
spesifik	specifično	spesifik	specifičan		ADJ;NOM;NEUT;SG
spesifik	specifične	spesifik	specifičan		ADJ;NOM;DEF;FEM;PL
spesifik	specifičan	spesifik	specifičan		ADJ;NOM;INDF;MASC;SG
spesifik	specifična	spesifik	specifičan		ADJ;NOM;DEF;FEM;SG
bilinç	svijest	bilinç	svijest		N;NOM;FEM;SG
bilinç	svijesti	bilinç	svijest		N;DAT;FEM;SG
ideolojik	ideološki	ideolojik	ideološki		ADV
etli	mesnati	etli	mesnati		ADJ;NOM;DEF;MASC;SG
sms	sms	sms	sms		N;NOM;MASC;SG
hendek	jarak	hendek	jarak		N;NOM;MASC;SG
hendek	jarku	hendek	jarka		N;DAT;MASC;SG
hendek	jarka	hendek	jarka		N;ACC;MASC;SG
hendek	rov	hendek	rov		N;NOM;MASC;SG
hendek	jarak	hendek	jarak		N;NOM;MASC;SG
hendek	rov	hendek	rov		N;NOM;MASC;SG
eğri	eger	eğri	eger		N;NOM;MASC;SG
eğri	pokvareni	eğri	pokvaren		ADJ;NOM;DEF;MASC;PL
eğri	zavoj	eğri	zav		N;NOM;MASC;SG
nesneler	objekte	nesne	objekt	N;NOM;PL;3	N;ACC;MASC;PL
odun	drvena	odun	drven		ADJ;NOM;DEF;FEM;SG
odun	drva	odun	drvo		N;NOM;NEUT;PL
odun	wood	odun	wood		PROPN;NOM;MASC;SG
odun	drvo	odun	drvo		N;NOM;NEUT;SG
içten	iskreni	içten	iskren		ADJ;NOM;DEF;MASC;PL
içten	iskrena	içten	iskren		ADJ;NOM;DEF;FEM;SG
içten	iskrene	içten	iskren		N;NOM;FEM;PL
içten	iskren	içten	iskren		ADJ;NOM;INDF;MASC;SG
linda	linda	linda	linda		N;NOM;FEM;SG
rahatsızlık	neugodnosti	rahatsızlık	neugodnost	N;NOM;SG;3	N;NOM;FEM;PL
rahatsızlık	nelagodu	rahatsızlık	nelagoda	N;NOM;SG;3	N;ACC;FEM;SG
panorama	panorama	panor	panora	N;NOM;SG;3	N;NOM;FEM;PL
bira	piva	bira	pivo		N;NOM;NEUT;SG
bira	pivo	bira	pivo		N;NOM;NEUT;SG
bira	pivu	bira	piv		N;DAT;MASC;SG
bira	pive	bira	piviti		N;NOM;FEM;PL
bira	ale	bira	ale		N;NOM;MASC;SG
bira	piva	bira	pivo		N;NOM;NEUT;SG
bira	pive	bira	piviti		N;NOM;FEM;PL
yang	jang	yang	jang		N;NOM;MASC;SG
yang	yang	yang	yang		PROPN;NOM;MASC;SG
yurtdışı	international	yurtdışı	international		ADP
yurtdışı	međunarodna	yurtdışı	međunarodan		ADJ;NOM;FEM;SG
yurtdışı	međunarodni	yurtdışı	međunarodan		ADJ;NOM;DEF;MASC;SG
yurtdışı	inozemstvo	yurtdışı	inozemstvo		N;NOM;NEUT;SG
yurtdışı	inozemstvu	yurtdışı	inozemstvo		N;DAT;NEUT;SG
yurtdışı	inozemstvo	yurtdışı	inozemstvo		N;NOM;NEUT;SG
denetleme	revizija	denetle	revizija	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;FEM;SG
denetleme	revizije	denetle	revizija	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;FEM;PL
denetleme	inspekcija	denetle	inspekcija	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;FEM;SG
timberlake	timberlake	timberlake	timberlak		N;NOM;MASC;SG
basında	press	bas	press	N;ESS;SG;3	ADP
basında	pritisnite	bas	pritisnuti	N;ESS;SG;3	V;IMP;PL;2;FIN
basında	pritisni	bas	pritisan	N;ESS;SG;3	V;IMP;SG;2;PRS;FIN
basında	novinari	bas	novinar	N;ESS;SG;3	N;NOM;MASC;PL
basında	media	bas	media	N;ESS;SG;3	PROPN;NOM;MASC;SG
basında	mediji	bas	medij	N;ESS;SG;3	N;NOM;MASC;PL
basında	medijski	bas	medijski	N;ESS;SG;3	ADJ;NOM;DEF;MASC;SG
shaw	shaw	shaw	shaw		N;NOM;MASC;SG
shaw	šo	shaw	šo		PROPN;NOM;MASC;SG
işlev	funkcija	işlev	funkcija		N;NOM;FEM;SG
işlev	funkcije	işlev	funkcija		N;NOM;FEM;PL
işlev	funkciju	işlev	funkcija		N;ACC;FEM;SG
çevrede	oko	çevre	oko	N;ESS;SG;3	ADV
mikro	mikro	mikro	mikro		N;NOM;MASC;SG
armut	kruške	armut	kruški		N;NOM;FEM;PL
hopkins	hopkins	hopkins	hopkins		N;NOM;MASC;SG
atlantic	atlantic	atlantic	atlantic	PROPN;NOM;SG;3	N;NOM;MASC;SG
atlantic	atlantik	atlantic	atlantik	PROPN;NOM;SG;3	N;NOM;MASC;SG
sorumluluğu	odgovornosti	sorumluluk	odgovornost	N;ACC;SG;3	N;NOM;FEM;PL
sorumluluğu	odgovornost	sorumluluk	odgovornost	N;ACC;SG;3	N;NOM;FEM;SG
evlat	dečko	evlat	dečko		N;NOM;MASC;SG
evlat	momak	evlat	momak		N;NOM;MASC;SG
evlat	dječak	evlat	dječak		N;NOM;MASC;SG
evlat	sinko	evlat	sinko		N;NOM;MASC;SG
evlat	sine	evlat	sina		INTJ
evlat	sin	evlat	sin		N;NOM;MASC;SG
string	string	string	string		N;NOM;MASC;SG
gündelik	opušteno	gündelik	opušteno		ADV
gündelik	povremeni	gündelik	povremen		ADJ;NOM;DEF;MASC;SG
çaldı	ukrali	çal	ukrasti	V;PFV;IND;SG;3;POS;PST	V;MASC;PL;PST;V.PTCP;ACT
kızılderilileri	indijanci	kızılderili	indijanac	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;MASC;PL
mar	mar	mar	mar		PROPN;NOM;MASC;SG
çevik	okretan	çevik	okretan		ADJ;NOM;INDF;MASC;SG
çevik	okretan	çevik	okretan		ADJ;NOM;INDF;MASC;SG
basılmış	iskovan	basıl	iskovan	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP
basılmış	tiskana	basıl	tiskana	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
bach	bach	bach	bach		N;NOM;MASC;SG
mitolojik	mitološki	mitolojik	mitološki		ADJ;NOM;DEF;MASC;SG
orantılı	proporcionalan	orantılı	proporcionalan		ADJ;NOM;INDF;MASC;SG
gurur	ponosa	gurur	ponos		N;GEN;MASC;SG
gurur	pride	gurur	pride		N;NOM;MASC;SG
gurur	ponos	gurur	ponos		N;NOM;MASC;SG
gurur	ponosna	gurur	ponosan		ADJ;NOM;DEF;FEM;SG
gurur	ponosan	gurur	ponosan		ADJ;NOM;INDF;MASC;SG
gurur	ponosni	gurur	ponosan		ADJ;NOM;DEF;MASC;PL
edmund	edmund	ed	edmund		N;NOM;MASC;SG
restorasyon	obnovu	restorasyon	obnova	N;NOM;SG;3	N;ACC;FEM;SG
ziyareti	posjeti	ziyaret	posjeta	N;ACC;SG;3	N;NOM;MASC;SG
ziyareti	posjeta	ziyaret	posjet	N;ACC;SG;3	N;GEN;MASC;SG
sergio	sergio	sergio	sergiti		PROPN;NOM;MASC;SG
delil	dokaz	delil	dokaz		N;NOM;MASC;SG
delil	dokazi	delil	dokaz		N;NOM;MASC;PL
delil	dokazi	delil	dokaz		N;NOM;MASC;PL
delil	dokaz	delil	dokaz		N;NOM;MASC;SG
kentler	gradove	kent	grad	N;NOM;PL;3	N;ACC;MASC;PL
kentler	gradova	kent	grad	N;NOM;PL;3	N;GEN;MASC;PL
izole	izolirana	izole	izolirati		ADJ;NOM;DEF;FEM;SG;V.PTCP
izole	izolacija	izole	izolacija		N;NOM;FEM;SG
izole	izolacije	izole	izolacija		N;NOM;FEM;PL
izole	izolirati	izole	izolirati		V;NFIN
izole	izolirani	izole	izolirati		ADJ;NOM;DEF;MASC;PL;V.PTCP
izole	izolirana	izole	izolirati		ADJ;NOM;DEF;FEM;SG;V.PTCP
izole	izoliran	izole	izolirati		ADJ;NOM;MASC;SG;V.PTCP;PASS
izole	izolirano	izole	izolirati		ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
senatör	senator	senatör	senator		N;NOM;MASC;SG
senatör	senatore	senatör	senator		N;ACC;MASC;PL
varisi	nasljednika	vari	nasljednik	N;NOM;SG;3	N;ANIM;ACC;MASC;SG
tiger	tiger	tiger	tiger		ADP
tiger	tigrica	tiger	tigrica		N;NOM;FEM;SG
tiger	tigar	tiger	tigar		N;NOM;MASC;SG
tiger	tigre	tiger	tigar		PROPN;NOM;MASC;SG
turbo	turbo	turbo	turbo		N;NOM;MASC;SG
olgun	zrelosti	olgun	zrelost		N;NOM;FEM;PL
olgun	zrelost	olgun	zrelost		N;NOM;FEM;SG
olgun	blagim	olgun	blag		ADJ;INS;DEF;MASC;SG
olgun	zrela	olgun	zrela		ADJ;NOM;DEF;FEM;SG
olgun	zreli	olgun	zreti		ADJ;NOM;DEF;MASC;PL
olgun	zrele	olgun	zrela		N;NOM;FEM;PL
olgun	zreo	olgun	zreo		ADJ;NOM;INDF;MASC;SG
olgun	zrela	olgun	zrela		ADJ;NOM;DEF;FEM;SG
olgun	zrele	olgun	zrela		N;NOM;FEM;PL
olgun	zrelo	olgun	zrelo		ADJ;NOM;DEF;NEUT;SG
sadri	sadri	sadri	sadra		N;NOM;MASC;SG
kendimi	sebi	kendi	sebe	PRO;ACC;SG;1;REFL	PRO;DAT;REFL
topal	bezveze	topal	bezveza		N;NOM;FEM;SG
topal	jadno	topal	jadno		ADJ;NOM;DEF;NEUT;SG
maymun	majmune	maymun	majmun	N;NOM;SG;3	N;ACC;MASC;PL
maymun	majmune	maymun	majmun	N;NOM;SG;3	N;ACC;MASC;PL
kabuğu	ljuske	kabuk	ljuska	N;NOM;SG;3	N;NOM;FEM;PL
suzuki	suzuki	suzuki	suzuki		N;NOM;MASC;SG
toplandı	prikupio	topla	prikupiti	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP;ACT
toplandı	okupljeni	topla	okupljen	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;DEF;MASC;PL;V.PTCP
toplandı	okupio	topla	okupiti	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP;ACT
toplandı	sastavljen	topla	sastaviti	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
toplandı	okupljeni	topla	okupljen	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;DEF;MASC;PL;V.PTCP
fischer	fischer	fischer	fischer	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG
ayrık	diskretno	ayrık	diskretno		ADV
ayrık	diskretna	ayrık	diskretan		ADJ;NOM;DEF;FEM;SG
ayrık	diskretni	ayrık	diskretan		ADJ;NOM;DEF;MASC;SG
honduras	hondurasu	honduras	honduras	PROPN;NOM;SG;3	N;DAT;MASC;SG
cesaret	crijeva	cesaret	crijevo		N;NOM;NEUT;SG
cesaret	hrabrosti	cesaret	hrabrost		N;NOM;FEM;PL
cesaret	hrabrost	cesaret	hrabrost		N;NOM;FEM;SG
bristol	bristol	bristol	bristol	PROPN;NOM;SG;3	N;NOM;MASC;SG
giles	giles	gil	giles		N;NOM;MASC;SG
endişe	tjeskoba	endiş	tjeskoba		N;NOM;FEM;SG
endişe	uznemirenost	endiş	uznemirenost		N;NOM;FEM;SG
endişe	nervoza	endiş	nervoz		N;NOM;FEM;SG
endişe	tjeskobe	endiş	tjeskoba		N;NOM;FEM;PL
endişe	zabrinuto	endiş	zabrinut		ADJ;NOM;DEF;NEUT;SG
endişe	zabrinuta	endiş	zabrinut		ADJ;NOM;FEM;SG;V.PTCP
endişe	zabrinut	endiş	zabrinut		ADJ;NOM;INDF;MASC;SG
endişe	zabrinuti	endiş	zabrinut		ADJ;NOM;DEF;MASC;PL
endişe	zabrinuta	endiş	zabrinut		ADJ;NOM;FEM;SG;V.PTCP
endişe	zabrinut	endiş	zabrinut		ADJ;NOM;INDF;MASC;SG
endişe	zabrinuti	endiş	zabrinut		ADJ;NOM;DEF;MASC;PL
endişe	brige	endiş	briga		N;NOM;FEM;PL
endişe	brine	endiş	brinuti		V;IND;SG;3;PRS;FIN
endişe	brini	endiş	brina		INTJ
endişe	zabrinutost	endiş	zabrinutost		N;NOM;FEM;SG
schmidt	schmidt	schmidt	schmidt		N;NOM;MASC;SG
sánchez	sánchez	sánchez	sánchez	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG
çoğul	množina	çoğul	množina		N;NOM;FEM;SG
vicente	vicente	vicen	vicent	PROPN;NOM;SG;3	N;NOM;MASC;SG
öğle	ručak	öğle	ručak		N;NOM;MASC;SG
öğle	ručka	öğle	ručak		N;GEN;MASC;SG
öğle	podne	öğle	podne		N;NOM;FEM;SG
pistons	klipovi	pistons	klip		N;NOM;MASC;PL
pen	olovka	pen	olovak		N;NOM;FEM;SG
pen	olovku	pen	olovka		N;ACC;FEM;SG
pen	pen	pen	pen		PROPN;NOM;MASC;SG
pen	pero	pen	pero		N;NOM;MASC;SG
durur	staje	dur	stajati	V;IPFV;IND;SG;3;POS	V;IND;SG;3;PRS;FIN
durur	prestaje	dur	prestajati	V;IPFV;IND;SG;3;POS	V;IND;SG;3;PRS;FIN
durur	zaustavlja	dur	zaustavljati	V;IPFV;IND;SG;3;POS	V;IND;SG;3;PRS;FIN
storm	oluje	stor	oloj		N;NOM;FEM;PL
storm	oluja	stor	oluja		N;NOM;FEM;SG
storm	storm	stor	storm		ADP
oyuncak	igračku	oyuncak	igračka	N;NOM;SG;3	N;ACC;FEM;SG
oyuncak	igračke	oyuncak	igračka	N;NOM;SG;3	N;NOM;FEM;PL
kaş	obrve	kaş	obrva		N;NOM;FEM;PL
kaş	obrva	kaş	obrva		N;NOM;FEM;SG
kaş	mišići	kaş	mišić		N;NOM;MASC;PL
kaş	mišić	kaş	mišić		N;NOM;MASC;SG
kaş	mišića	kaş	mišić		N;NOM;NEUT;SG
kaş	obrve	kaş	obrva		N;NOM;FEM;PL
kaş	obrva	kaş	obrva		N;NOM;FEM;SG
