категорія	kategori	категорія	kategori	N;INAN;NOM;FEM;SG	
обробка	işlem	обробка	işlem	N;INAN;NOM;FEM;SG	
бойового	morali	бойовий	morali	ADJ;GEN;MASC;SG	
бойового	moral	бойовий	moral	ADJ;GEN;MASC;SG	
верховна	verkhovna	верховний	verkhovna	ADJ;NOM;FEM;SG	
тролейбус	troleybüs	тролейбус	troleybüs	N;INAN;NOM;MASC;SG	
горького	gorky	горький	gorky	ADJ;GEN;MASC;SG	
щоправда	gerçi	щоправда	gerçi	ADV	
культурні	kültür	культурний	kültür	ADJ;NOM;PL	
міфологія	mitoloji	міфологія	mitoloji	N;INAN;NOM;FEM;SG	
дійсний	geçerli	дійсний	geçerli	ADJ;NOM;MASC;SG	
дійсний	geçerlidir	дійсний	geç	ADJ;NOM;MASC;SG	
арк	ark	арк	ark		
арк	arc	арк	arc		
арк	yay	арк	yay		
зареєстровано	kayıtlı	зареєстровано	kayıtlı	V;PFV;IND;0;FIN	
майдан	dolambaçlı	майдан	dolambaçlı	N;INAN;NOM;MASC;SG	
колеса	tekerlekler	колесо	tekerlek	N;INAN;NOM;NEUT;SG	N;NOM;PL;3
колеса	çark	колесо	çark	N;INAN;NOM;NEUT;SG	
вірменська	ermeni	вірменський	ermen	ADJ;NOM;FEM;SG	
збільшується	arttırır	збільшуватися	art	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;CAUS
товари	mallar	товар	mal	N;INAN;NOM;MASC;PL	
товари	mal	товар	mal	N;INAN;NOM;MASC;PL	
виконати	çalıştır	виконати	çalış	V;PFV;NFIN	
виконати	idam	виконати	idam	V;PFV;NFIN	
виконати	run	виконати	run	V;PFV;NFIN	
виконати	kaç	виконати	kaç	V;PFV;NFIN	ADJ
виконати	koş	виконати	koş	V;PFV;NFIN	
кіл	halkalar	коло	halka	N;INAN;GEN;FEM;PL	N;NOM;PL;3
кіл	daireler	коло	daire	N;INAN;GEN;FEM;PL	N;NOM;PL;3
кіл	kazığı	коло	kazık	N;INAN;GEN;FEM;PL	
кіл	kazık	коло	kazık	N;INAN;GEN;FEM;PL	
художні	artistik	художній	artistik	ADJ;NOM;PL	
календар	takvim	календар	takvim	N;INAN;NOM;MASC;SG	
кракові	krakow	крак	krakow	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;SG;3
пошуки	aramaları	пошук	ara	N;INAN;NOM;MASC;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
пошуки	aramalar	пошук	ara	N;INAN;NOM;MASC;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
розділи	bölümleri	розділ	bölüm	N;INAN;NOM;MASC;PL	N;ACC;PL;3
розділи	bölümleri	розділ	bölüm	N;INAN;NOM;MASC;PL	N;ACC;PL;3
дошки	kurulu	дошка	kurulu	N;INAN;NOM;FEM;PL	
дошки	kurul	дошка	kurul	N;INAN;NOM;FEM;PL	
дошки	tahta	дошка	tahta	N;INAN;NOM;FEM;PL	
поетів	şairler	поет	şair	N;ANIM;ACC;MASC;PL	N;NOM;PL;3
увага	uyarı	увага	uyar	N;INAN;NOM;FEM;SG	
прапори	bayrak	прапор	bayrak	N;INAN;NOM;MASC;PL	
прапори	bayrakları	прапор	bayrak	N;INAN;NOM;MASC;PL	N;ACC;PL;3
діви	virginis	дива	virginis	PROPN;ANIM;NOM;FEM;SG	N;ACC;SG;3
чорне	black	чорний	black	ADJ;NOM;NEUT;SG	
чорне	siyah	чорний	siyah	ADJ;NOM;NEUT;SG	
чорне	kara	чорний	kara	ADJ;NOM;NEUT;SG	
перенесення	iletim	перенесення	iletim	N;INAN;NOM;NEUT;SG	
перенесення	transfer	перенесення	transfer	N;INAN;NOM;NEUT;SG	
перенесення	transfer	перенесення	transfer	N;INAN;NOM;NEUT;SG	
перенесення	aktarım	перенесення	aktarım	N;INAN;NOM;NEUT;SG	
перенесення	transfer	перенесення	transfer	N;INAN;NOM;NEUT;SG	
прибули	vardım	прибути	var	V;PFV;IND;PL;PST;FIN	V;PFV;IND;SG;1;POS;PST
прибули	geldi	прибути	gel	V;PFV;IND;PL;PST;FIN	V;PFV;IND;SG;3;POS;PST
спільнота	gurup	спільнота	gur	N;INAN;NOM;FEM;SG	
спільнота	grup	спільнота	grup	N;INAN;NOM;FEM;SG	
спільнота	grubu	спільнота	grup	N;INAN;NOM;FEM;SG	
спільнота	topluluk	спільнота	topluluk	N;INAN;NOM;FEM;SG	
спільнота	toplum	спільнота	toplum	N;INAN;NOM;FEM;SG	
спільнота	ümmet	спільнота	ümmet	N;INAN;NOM;FEM;SG	
спільнота	cemaat	спільнота	cemaat	N;INAN;NOM;FEM;SG	
важливо	önemlidir	важливо	önemli	ADV	
важливо	onemli	важливо	onemli	ADV	ADJ
важливо	önemli	важливо	önemli	ADV	
почати	başla	почати	başla	V;PFV;NFIN	
почати	başlangıç	почати	başlangıç	V;PFV;NFIN	
почати	başlat	почати	başlat	V;PFV;NFIN	
розуміє	anlıyor	розуміти	anla	V;IPFV;IND;SG;3;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
абу	ebu	абий	ebu		
абу	abu	абий	abu		PROPN;NOM;SG;3
абу	abou	абий	abou		PROPN;NOM;SG;3
розвиваються	geliştirme	розвиватися	geliş	V;IPFV;IND;PL;3;PRS;FIN	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
розвиваються	gelişmekte	розвиватися	geliş	V;IPFV;IND;PL;3;PRS;FIN	V;PROG;IND;SG;3;POS;FORM;PRS
розвиваються	geliştirmek	розвиватися	geliş	V;IPFV;IND;PL;3;PRS;FIN	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
побудувати	inşa	побудувати	inşa	V;PFV;NFIN	
побудувати	inşa	побудувати	inşa	V;PFV;NFIN	
організовано	sıralanmış	організовано	sırala	V;PFV;IND;0;FIN	V;PFV;NFH;IND;SG;3;POS;PST;PASS
конгрес	kongre	конгрес	kongre	N;INAN;NOM;MASC;SG	
конгрес	meclis	конгрес	meclis	N;INAN;NOM;MASC;SG	
гімн	ilahi	гімн	ilahi	N;INAN;NOM;MASC;SG	
гімн	marşı	гімн	marş	N;INAN;NOM;MASC;SG	
гімн	marş	гімн	marş	N;INAN;NOM;MASC;SG	
лейтенанта	teğmen	лейтенант	teğmen	N;ANIM;ACC;MASC;SG	
лейтенанта	komiser	лейтенант	komiser	N;ANIM;ACC;MASC;SG	
географічні	coğrafi	географічний	coğrafi	ADJ;NOM;PL	
географічні	coğrafi	географічний	coğrafi	ADJ;NOM;PL	
хана	han	хана	han	PROPN;ANIM;NOM;MASC;SG	
знов	tekrar	знов	tekrar	ADV	
кріс	chris	кріс	chris	PROPN;ANIM;NOM;MASC;SG	
кріс	kris	кріс	kris	PROPN;ANIM;NOM;MASC;SG	
скотт	scott	скотт	scott	PROPN;ANIM;NOM;MASC;SG	
католики	katolik	католик	katolik	N;ANIM;NOM;MASC;PL	
передати	pas	передати	pas	V;PFV;NFIN	
передати	geçiş	передати	geçiş	V;PFV;NFIN	
охолодження	soğutma	охолодження	soğut	N;INAN;NOM;NEUT;SG	
оскар	oscar	оскар	oscar	PROPN;INAN;NOM;MASC;SG	
оскар	oskar	оскар	oskar	PROPN;INAN;NOM;MASC;SG	
оскар	oskar	оскар	oskar	PROPN;INAN;NOM;MASC;SG	
геннадій	gennady	геннадій	gennady	PROPN;ANIM;NOM;MASC;SG	
відповідності	yazışmaları	відповідність	yazış	N;INAN;GEN;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
відповідності	eşleşen	відповідність	eşleş	N;INAN;GEN;FEM;SG	ADJ
відповідності	eşleştirme	відповідність	eşleş	N;INAN;GEN;FEM;SG	V;PFV;NOM;IND;SG;2;POS;PRS;V.MSDR;CAUS
голосу	sesi	голос	ses	N;INAN;GEN;MASC;SG	N;NOM;SG;3
голосу	ses	голос	ses	N;INAN;GEN;MASC;SG	N;NOM;SG;3
голосу	sesli	голос	sesli	N;INAN;GEN;MASC;SG	
клієнтів	müşteri	клієнт	müşteri	N;ANIM;ACC;MASC;PL	N;NOM;SG;3
клієнтів	müşteriler	клієнт	müşteri	N;ANIM;ACC;MASC;PL	N;NOM;PL;3
клієнтів	müşteriler	клієнт	müşteri	N;ANIM;ACC;MASC;PL	N;NOM;PL;3
підтримую	destekle	підтримувати	destek	V;IPFV;IND;SG;1;PRS;FIN	N;INS;SG;3
підтримую	desteği	підтримувати	destek	V;IPFV;IND;SG;1;PRS;FIN	N;NOM;SG;3
підтримую	destek	підтримувати	destek	V;IPFV;IND;SG;1;PRS;FIN	
підтримую	onayla	підтримувати	ona	V;IPFV;IND;SG;1;PRS;FIN	
підтримую	onaylamak	підтримувати	onayla	V;IPFV;IND;SG;1;PRS;FIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
підтримую	destekleyen	підтримувати	destekle	V;IPFV;IND;SG;1;PRS;FIN	V;PFV;IND;POS;PRS;V.PTCP
підтримую	destek	підтримувати	destek	V;IPFV;IND;SG;1;PRS;FIN	
підтримую	destekleyici	підтримувати	destekleyici	V;IPFV;IND;SG;1;PRS;FIN	N;NOM;SG;3
прагнення	hırsları	прагнення	hırs	N;INAN;NOM;NEUT;SG	N;ACC;PL;3
фінансові	finans	фінансовий	finans	ADJ;NOM;PL	
фінансові	mali	фінансовий	mali	ADJ;NOM;PL	
записав	kaydedilen	записати	kaydet	V;PFV;MASC;IND;SG;PST;FIN	V;PFV;IND;POS;PRS;V.PTCP;PASS
поведінка	davranışlar	поведінка	davranış	N;INAN;NOM;FEM;SG	N;NOM;PL;3
поведінка	davranışları	поведінка	davranış	N;INAN;NOM;FEM;SG	N;NOM;PL;3
поведінка	davranışlar	поведінка	davranış	N;INAN;NOM;FEM;SG	N;NOM;PL;3
поведінка	fazilet	поведінка	fazilet	N;INAN;NOM;FEM;SG	
поведінка	erdem	поведінка	erdem	N;INAN;NOM;FEM;SG	
поведінка	davranışı	поведінка	davranış	N;INAN;NOM;FEM;SG	N;ACC;SG;3
поведінка	davranışlar	поведінка	davranış	N;INAN;NOM;FEM;SG	N;NOM;PL;3
поведінка	davranışları	поведінка	davranış	N;INAN;NOM;FEM;SG	N;NOM;PL;3
стандартів	standartları	стандарт	standart	N;INAN;GEN;MASC;PL	ADJ;NOM;PL;3
стандартів	standartlara	стандарт	standart	N;INAN;GEN;MASC;PL	ADJ;DAT;PL;3
стандартів	standartlar	стандарт	standart	N;INAN;GEN;MASC;PL	ADJ;NOM;PL;3
важливий	önemlidir	важливий	önemli	ADJ;NOM;MASC;SG	
важливий	önemli	важливий	önemli	ADJ;NOM;MASC;SG	
страхування	sigorta	страхування	sigorta	N;INAN;NOM;NEUT;SG	
кін	keen	кін	keen		
кін	quin	кін	quin		
кін	keane	кін	keane		
інтерфейс	arayüzü	інтерфейс	arayüz	N;INAN;NOM;MASC;SG	N;ACC;SG;3
ядерної	nükleer	ядерний	nükle	ADJ;GEN;FEM;SG	
пані	madam	пані	madam	N;ANIM;NOM;FEM;SG	
пані	hanımlar	пані	hanım	N;ANIM;NOM;FEM;SG	N;NOM;PL;3
пані	bayanlar	пані	bayan	N;ANIM;NOM;FEM;SG	N;NOM;PL;3
пані	lady	пані	lady	N;ANIM;NOM;FEM;SG	
пані	hanım	пані	hanım	N;ANIM;NOM;FEM;SG	
пані	bayan	пані	bayan	N;ANIM;NOM;FEM;SG	
пані	mrs	пані	mrs	N;ANIM;NOM;FEM;SG	
літопис	chronicle	літопис	chronic	N;INAN;NOM;MASC;SG	
важкі	deutschland	важкий	deutschland	ADJ;NOM;PL	PROPN;NOM;SG;3
султан	sultana	султан	sulta	N;ANIM;NOM;MASC;SG	N;DAT;SG;3
султан	sultan	султан	sultan	N;ANIM;NOM;MASC;SG	
султан	sultan	султан	sultan	N;ANIM;NOM;MASC;SG	
промислові	endüstriyel	промисловий	endüstriyel	ADJ;NOM;PL	N;NOM;SG;3
промислові	endüstri	промисловий	endüstri	ADJ;NOM;PL	
промислові	sanayii	промисловий	sanayii	ADJ;NOM;PL	
промислові	sanayi	промисловий	sanayi	ADJ;NOM;PL	
грали	oynadı	грати	oyna	V;IPFV;IND;PL;PST;FIN	V;PFV;IND;SG;3;POS;PST
грецький	yunanlı	грецький	yunanlı	ADJ;NOM;MASC;SG	
грецький	yunan	грецький	yunan	ADJ;NOM;MASC;SG	
грецький	yunanca	грецький	yunanca	ADJ;NOM;MASC;SG	V;PFV;IND;POS;PRS;PASS
корони	tacı	корона	tacı	N;INAN;NOM;FEM;PL	
корони	taç	корона	taç	N;INAN;NOM;FEM;PL	
корони	crown	корона	crown	N;INAN;NOM;FEM;PL	
марина	marina	марина	marina	N;ANIM;NOM;FEM;SG	N;DAT;SG;3
кухня	mutfağı	кухня	mutfak	N;INAN;NOM;FEM;SG	N;ACC;SG;3
кухня	mutfak	кухня	mutfak	N;INAN;NOM;FEM;SG	
кухня	mutfak	кухня	mutfak	N;INAN;NOM;FEM;SG	
містяться	içerdiği	міститися	içer	V;IPFV;IND;PL;3;PRS;FIN	V;PFV;IND;POS;PST;V.PTCP
містяться	içerir	міститися	içeri	V;IPFV;IND;PL;3;PRS;FIN	
містяться	içeriyor	міститися	içer	V;IPFV;IND;PL;3;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
дисертації	tez	дисертація	tez	N;INAN;NOM;FEM;PL	
дисертації	tezi	дисертація	tez	N;INAN;NOM;FEM;PL	
плавець	yüzücü	плавець	yüzücü	N;INAN;NOM;MASC;SG	
плавець	cankurtaran	плавець	cankurtar	N;INAN;NOM;MASC;SG	V;PFV;IND;POS;PRS;V.CVB;CAUS
фантастичні	şahane	фантастичний	şahane	ADJ;NOM;PL	
фантастичні	fantastik	фантастичний	fantastik	ADJ;NOM;PL	
убитий	öldürülen	убитий	öl	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
убитий	öldürüldü	убитий	öl	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
убитий	öldürülmüş	убитий	öl	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
рухів	hareketler	рух	hareket	N;INAN;GEN;MASC;PL	N;NOM;PL;3
мирний	huzur	мирний	huzur	ADJ;NOM;MASC;SG	
мирний	huzurlu	мирний	huzurlu	ADJ;NOM;MASC;SG	
мирний	barışçıl	мирний	barışçıl	ADJ;NOM;MASC;SG	
досягли	ulaştı	досягти	ulaş	V;PFV;IND;PL;PST;FIN	V;PFV;IND;SG;3;POS;PST
армійський	ordu	армійський	ordu	ADJ;NOM;MASC;SG	
суддів	hakemler	суддя	hakem	N;ANIM;ACC;MASC;PL	N;NOM;PL;3
суддів	yargıçlar	суддя	yargıç	N;ANIM;ACC;MASC;PL	N;NOM;PL;3
суддів	hakimler	суддя	hakim	N;ANIM;ACC;MASC;PL	N;NOM;PL;3
батареї	batarya	батарея	batar	N;INAN;NOM;FEM;PL	N;NOM;SG;3
батареї	pil	батарея	pil	N;INAN;NOM;FEM;PL	
батареї	akü	батарея	ki	N;INAN;NOM;FEM;PL	
релігійна	dindar	релігійний	dindar	ADJ;NOM;FEM;SG	
релігійна	dinsel	релігійний	dinsel	ADJ;NOM;FEM;SG	
релігійна	dini	релігійний	din	ADJ;NOM;FEM;SG	
сектор	sektörü	сектор	sektör	N;INAN;NOM;MASC;SG	
сектор	sektör	сектор	sektör	N;INAN;NOM;MASC;SG	
техас	teksas	техас	teksas	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;SG;3
техас	texas	техас	texas	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;SG;3
браун	brown	брауна	brown	PROPN;ANIM;NOM;MASC;SG	
браун	kumral	брауна	kumral	PROPN;ANIM;NOM;MASC;SG	
браун	kahverengi	брауна	kahverengi	PROPN;ANIM;NOM;MASC;SG	
браун	esmer	брауна	esmer	PROPN;ANIM;NOM;MASC;SG	
браун	braun	брауна	braun	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG;3
друзі	dostlar	друг	dost	N;ANIM;NOM;MASC;PL	ADJ;NOM;PL;3
друзі	arkadaş	друг	arkadaş	N;ANIM;NOM;MASC;PL	
обчислення	hesapla	обчислення	hesap	N;INAN;NOM;NEUT;SG	N;INS;SG;3
обчислення	hesaplama	обчислення	hesaplama	N;INAN;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
обчислення	hesaplama	обчислення	hesaplama	N;INAN;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
обчислення	hesap	обчислення	hesap	N;INAN;NOM;NEUT;SG	
обчислення	hesaplamalar	обчислення	hesapla	N;INAN;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
обчислення	hesaplama	обчислення	hesaplama	N;INAN;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
янський	jansky	янський	jansky	ADJ;NOM;MASC;SG	
авто	auto	авто	auto	N;INAN;NOM;NEUT;SG	
авто	otomatik	авто	otomatik	N;INAN;NOM;NEUT;SG	
авто	oto	авто	oto	N;INAN;NOM;NEUT;SG	
авто	araba	авто	araba	N;INAN;NOM;NEUT;SG	
авто	araç	авто	araç	N;INAN;NOM;NEUT;SG	
злочини	suç	злочин	suç	N;INAN;NOM;MASC;PL	
злочини	katliamı	злочин	katlia	N;INAN;NOM;MASC;PL	N;ACC;SG;3
злочини	katliam	злочин	katlia	N;INAN;NOM;MASC;PL	
злочини	suçları	злочин	suç	N;INAN;NOM;MASC;PL	N;ACC;PL;3
спеціалістів	profesyoneller	спеціаліст	profesyon	N;ANIM;ACC;MASC;PL	N;NOM;PL;3
спеціалістів	profesyonel	спеціаліст	profesyonel	N;ANIM;ACC;MASC;PL	
кладовище	mezarlıkta	кладовище	mezarlık	N;INAN;NOM;NEUT;SG	N;ESS;SG;3
дід	dede	дід	de	N;ANIM;NOM;MASC;SG	
дід	büyükbaba	дід	büyükbaba	N;ANIM;NOM;MASC;SG	
звинувачення	suçlamalar	звинувачення	suçla	N;INAN;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
звинувачення	suçlamaları	звинувачення	suçla	N;INAN;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
звинувачення	itham	звинувачення	itham	N;INAN;NOM;NEUT;SG	
звинувачення	suçlama	звинувачення	suçla	N;INAN;NOM;NEUT;SG	
звинувачення	itham	звинувачення	itham	N;INAN;NOM;NEUT;SG	
звинувачення	suçlamalar	звинувачення	suçla	N;INAN;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
намагаючись	denemek	намагатися	de	V;IPFV;PRS;V.CVB	V;PFV;NOM;IND;POS;PRS;V.MSDR
копій	kopyalar	копія	kopya	N;INAN;GEN;FEM;PL	N;NOM;PL;3
копій	kopyaları	копія	kopya	N;INAN;GEN;FEM;PL	N;ACC;PL;3
бойовики	eylem	бойовик	eylem	N;ANIM;NOM;MASC;PL	
бойовики	motor	бойовик	motor	N;ANIM;NOM;MASC;PL	
бойовики	aksiyon	бойовик	aksiyon	N;ANIM;NOM;MASC;PL	
ена	aisne	ена	aisne		
ена	ana	ена	ana		
повідомляє	anlatıyor	повідомляти	anlat	V;IPFV;IND;SG;3;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
ввп	gsyih	ввп	gsyih	N;INAN;NOM;MASC;SG	
здібності	güçleri	здібність	güç	N;INAN;NOM;FEM;PL	ADJ;ACC;PL;3
здібності	güçler	здібність	güç	N;INAN;NOM;FEM;PL	ADJ;NOM;PL;3
здібності	powers	здібність	powers	N;INAN;NOM;FEM;PL	
ростуть	büyümek	ростуть	büyü	V;IPFV;IND;PL;3;PRS;FIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
ростуть	büyür	ростуть	büyür	V;IPFV;IND;PL;3;PRS;FIN	
ростуть	büyü	ростуть	büy	V;IPFV;IND;PL;3;PRS;FIN	
множина	set	множина	set	N;INAN;NOM;FEM;SG	
множина	seti	множина	set	N;INAN;NOM;FEM;SG	
автомобільна	otomotiv	автомобільний	otomotiv	ADJ;NOM;FEM;SG	
автомобільна	otomobil	автомобільний	otomobil	ADJ;NOM;FEM;SG	N;NOM;SG;3
іслам	islam	іслам	islam	N;INAN;NOM;MASC;SG	
максима	maxima	максим	masim	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG;3
валенсія	valencia	валенсія	valencia	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;SG;3
завантаження	yükleyin	завантаження	yükle	N;INAN;NOM;NEUT;SG	V;PFV;IMP;PL;2;POS;PRS
завантаження	yükle	завантаження	yükle	N;INAN;NOM;NEUT;SG	
завантаження	yük	завантаження	yük	N;INAN;NOM;NEUT;SG	
завантаження	yükleme	завантаження	yükle	N;INAN;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
завантаження	yükleniyor	завантаження	yükle	N;INAN;NOM;NEUT;SG	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
завантаження	bot	завантаження	bot	N;INAN;NOM;NEUT;SG	
завантаження	çizme	завантаження	çiz	N;INAN;NOM;NEUT;SG	
цін	qing	ціна	qing		PROPN;NOM;SG;3
дисципліни	disiplin	дисципліна	dis	N;INAN;NOM;FEM;PL	N;NOM;SG;3
дисципліни	disiplini	дисципліна	disipl	N;INAN;NOM;FEM;PL	N;ACC;SG;3
дисципліни	disipline	дисципліна	dis	N;INAN;NOM;FEM;PL	N;DAT;SG;3
дисципліни	disiplinli	дисципліна	disiplinli	N;INAN;NOM;FEM;PL	ADJ
включені	dâhil	включений	dâhil	ADJ;PFV;NOM;PL;V.PTCP;PASS	
включені	dahil	включений	dahil	ADJ;PFV;NOM;PL;V.PTCP;PASS	
операцію	aktarım	операція	aktarım	N;INAN;ACC;FEM;SG	
операцію	işlem	операція	işlem	N;INAN;ACC;FEM;SG	
механізми	mekanizma	механізм	mekanizma	N;INAN;NOM;MASC;PL	
вагою	ağırlığında	вага	ağırlık	N;INAN;INS;FEM;SG	N;ESS;SG;3
традиція	gelenektir	традиція	gelenek	N;INAN;NOM;FEM;SG	
показати	ekran	показати	ekran	V;PFV;NFIN	N;NOM;SG;3
показати	teşhir	показати	teşhir	V;PFV;NFIN	
показати	görünüm	показати	görün	V;PFV;NFIN	N;NOM;SG;3
показати	şov	показати	şov	V;PFV;NFIN	
показати	gösteri	показати	göster	V;PFV;NFIN	
показати	show	показати	show	V;PFV;NFIN	
форум	forum	форум	forum	N;INAN;NOM;MASC;SG	
капітал	başkent	капітал	başkent	N;INAN;NOM;MASC;SG	
капітал	sermaye	капітал	sermaye	N;INAN;NOM;MASC;SG	
капітал	stok	капітал	stok	N;INAN;NOM;MASC;SG	
капітал	müdire	капітал	müdire	N;INAN;NOM;MASC;SG	
капітал	müdür	капітал	müdür	N;INAN;NOM;MASC;SG	
бургундія	burgundy	бургундія	burgundy	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;SG;3
бургундія	bordo	бургундія	bordo	PROPN;INAN;NOM;FEM;SG	
легка	easy	легка	easy	ADJ;NOM;FEM;SG	
ознакою	belirtiler	ознака	belir	N;INAN;INS;FEM;SG	N;NOM;PL;3
онтаріо	ontario	онтаріо	ontario	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;SG;3
мілан	milan	мілан	milan	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;SG;3
мілан	milano	мілан	milano	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;SG;3
мілан	milano	мілан	milano	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;SG;3
спостережень	gözlemler	спостереження	gözlem	N;INAN;GEN;NEUT;PL	N;NOM;PL;3
канали	kanal	канати	kanal	N;INAN;NOM;MASC;PL	
канали	kanalları	канати	kanal	N;INAN;NOM;MASC;PL	N;ACC;PL;3
невідомі	bilinmiyor	невідомий	bil	ADJ;NOM;PL	V;PROG;IND;SG;3;NEG;INFM;PRS;PASS
невідомі	bilinmeyen	невідомий	bil	ADJ;NOM;PL	V;PFV;IND;NEG;PRS;V.PTCP;PASS
згоден	kabul	згодений	kabul	V;PFV;IND;SG;3;FUT;FIN	N;NOM;SG;3
згоден	katılıyorum	згодений	kat	V;PFV;IND;SG;3;FUT;FIN	V;PROG;IND;SG;1;POS;INFM;PRS;PASS
дол	dol	дол.	dol	INTJ	
лікарів	doktorlar	лікар	doktor	N;ANIM;ACC;MASC;PL	N;NOM;PL;3
стратегії	stratejileri	стратегія	strateji	N;INAN;NOM;FEM;PL	N;ACC;PL;3
стратегії	strateji	стратегія	strateji	N;INAN;NOM;FEM;PL	N;NOM;SG;3
стратегії	stratejisi	стратегія	strateji	N;INAN;NOM;FEM;PL	N;NOM;SG;3
казки	masalları	казка	masal	N;INAN;NOM;FEM;PL	N;ACC;PL;3
завершено	tamamlanmış	завершити	tamamla	V;PFV;IND;0;FIN	V;PFV;NFH;IND;SG;3;POS;PST;PASS
завершено	tamamlandı	завершити	tamamla	V;PFV;IND;0;FIN	V;PFV;IND;SG;3;POS;PST;PASS
завершено	tamamladım	завершити	tamamla	V;PFV;IND;0;FIN	V;PFV;IND;SG;1;POS;PST
завершено	bitmiş	завершити	bit	V;PFV;IND;0;FIN	V;PFV;NFH;IND;SG;3;POS;PST
завершено	bitti	завершити	bit	V;PFV;IND;0;FIN	V;PFV;IND;SG;3;POS;PST
завершено	bitirdim	завершити	bitir	V;PFV;IND;0;FIN	V;PFV;IND;SG;1;POS;PST
завершено	tamamlandı	завершити	tamamla	V;PFV;IND;0;FIN	V;PFV;IND;SG;3;POS;PST;PASS
азія	anadolu	азія	anadolu	N;INAN;NOM;FEM;SG	
азія	asya	азія	asya	N;INAN;NOM;FEM;SG	
представляють	temsil	представляти	temsil	V;IPFV;IND;PL;3;PRS;FIN	
розроблено	geliştirilmiş	розробити	geliş	V;PFV;IND;0;FIN	V;PFV;NFH;IND;SG;3;POS;PST;PASS
розроблено	geliştirildi	розробити	geliş	V;PFV;IND;0;FIN	V;PFV;IND;SG;3;POS;PST;PASS
розроблено	dizayn	розробити	dizayn	V;PFV;IND;0;FIN	N;NOM;SG;3
розроблено	tasarlandı	розробити	tasarla	V;PFV;IND;0;FIN	V;PFV;IND;SG;3;POS;PST;PASS
колі	collie	коло	collie	N;INAN;NOM;NEUT;SG	
входу	giriş	вхід	giriş	N;INAN;GEN;MASC;SG	
входу	girişi	вхід	giriş	N;INAN;GEN;MASC;SG	
зіграла	alçı	зіграти	alçı	V;PFV;FEM;IND;SG;PST;FIN	
зіграла	döküm	зіграти	dök	V;PFV;FEM;IND;SG;PST;FIN	
зіграла	atın	зіграти	at	V;PFV;FEM;IND;SG;PST;FIN	
кароліна	caroline	каролін	carol	N;INAN;NOM;FEM;SG	N;DAT;SG;3
кароліна	carolina	каролін	carol	N;INAN;NOM;FEM;SG	PROPN;NOM;SG;3
атмосфери	atmosfer	атмосфера	atmosfer	N;INAN;NOM;FEM;PL	
близький	yakın	близький	yakın	ADJ;NOM;MASC;SG	
близький	kapat	близький	kapat	ADJ;NOM;MASC;SG	V;PFV;IMP;SG;2;POS;PRS
близький	yakına	близький	yakın	ADJ;NOM;MASC;SG	
близький	yakin	близький	yakin	ADJ;NOM;MASC;SG	
підтримувати	destekleyici	підтримувати	destekleyici	V;IPFV;NFIN	N;NOM;SG;3
хвиля	dalga	хвиля	dalga	N;INAN;NOM;FEM;SG	
стародавній	eskiler	стародавний	eskile	ADJ;NOM;FEM;SG	ADJ;NOM;PL;3
стародавній	antik	стародавний	antik	ADJ;NOM;FEM;SG	
