til	for	til	for	ADV	
bekendt	ismerős	bekendt	ismerős	ADJ;INDF;SG	
viktor	victor	viktor	victor	N;INDF;MASC+FEM;SG	
viktor	viktor	viktor	viktor	N;INDF;MASC+FEM;SG	
viktor	viktor	viktor	viktor	N;INDF;MASC+FEM;SG	
vente	várakozás	vente	várakozás	V;NFIN;ACT	N;NOM;SG
henriksen	henriksen	henriksen	henriksen	N;DEF;MASC+FEM;SG	
russell	russel	russell	rus	N;INDF;MASC+FEM;SG	
russell	russell	russell	russell	N;INDF;MASC+FEM;SG	
ombygning	konverziós	ombygning	konverziós	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
hunde	kutyák	hund	kutya	N;INDF;MASC+FEM;SG	N;NOM;PL
hunde	kutyáknak	hund	kutya	N;INDF;MASC+FEM;SG	N;DAT;PL
ønsket	kívánta	ønske	kíván	V;INDF;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
ønsket	kívántam	ønske	kíván	V;INDF;SG;PST;V.PTCP	V;DEF;IND;SG;1;PST;FIN;ACT
ønsket	kívánt	ønske	kíván	V;INDF;SG;PST;V.PTCP	
ønsket	kívánatos	ønske	kívánatos	V;INDF;SG;PST;V.PTCP	ADJ;NOM;SG
albrecht	albrecht	albrecht	albrecht		
jonathan	jonathan	jonathan	jonathan		
afsløret	felfedte	afsløre	felfed	V;INDF;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
afsløret	lepel	afsløre	lepel	V;INDF;SG;PST;V.PTCP	N;NOM;SG
paven	pápa	pave	pápa	N;DEF;MASC+FEM;SG	
paven	pope	pave	pope	N;DEF;MASC+FEM;SG	
sicilien	szicíliai	sicilie	szicíliai	N;DEF;MASC+FEM;SG	ADJ;NOM;SG
mercedes	merci	mercede	merci	N;INDF;MASC+FEM;SG	
interesserede	érdeklődő	interessere	érdeklődő	V;PL;PST;V.PTCP	ADJ;NOM;SG
interesserede	érdekel	interessere	érdekel	V;PL;PST;V.PTCP	V;INDF;IND;SG;3;PRS;FIN;ACT
interesserede	érdekelt	interessere	érdekelt	V;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
interesserede	érdekelne	interessere	érdekel	V;PL;PST;V.PTCP	V;INDF;COND;SG;3;PRS;FIN;ACT
stiger	létra	stige	lét	V;IND;PRS;FIN;ACT	N;ON+ALL;SG
stiger	létrák	stige	létra	V;IND;PRS;FIN;ACT	N;NOM;PL
stiger	emelkedő	stige	emelkedő	V;IND;PRS;FIN;ACT	ADJ;NOM;SG
prince	herceg	prince	herceg		N;NOM;SG
prince	prince	prince	prince		
ungarske	magyarul	ungarsk	magyar	ADJ;PL	
ungarske	magyarok	ungarsk	magyar	ADJ;PL	N;NOM;PL
ungarske	magyar	ungarsk	magyar	ADJ;PL	ADJ;NOM;SG
ungarske	hungarian	ungarsk	hungarian	ADJ;PL	
blood	vér	blood	vér		N;NOM;SG
blood	véres	blood	véres		
blood	blood	blood	blood		
karakteristisk	jellegzetes	karakteristisk	jellegzetes	ADJ;INDF;SG	
dam	gátat	dam	gátat		N;ACC;SG
dam	gát	dam	gá		N;NOM;SG
dam	dáma	dam	dáma		
dam	tó	dam	tó		N;NOM;SG
værste	legrosszabb	slem	legrosszabb	ADJ;DEF;RL	
tegnede	drew	tegne	drew	V;IND;PST;FIN;ACT	N;NOM;SG
kunde	ügyfél	kunde	ügyfél	N;INDF;MASC+FEM;SG	
kunde	vevő	kunde	vevő	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
kunde	vásárlói	kunde	vásárlói	N;INDF;MASC+FEM;SG	N;NOM;PL
kunde	vásárló	kunde	vásárló	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
kunde	ügyfél	kunde	ügyfél	N;INDF;MASC+FEM;SG	
valley	valley	valley	valley	N;INDF;MASC+FEM;SG	
illinois	illinois	illinois	illinois		
malmö	malmö	malmö	malmö	PROPN	PROPN;NOM;SG
keith	keith	keith	keith	PROPN	
nettet	network	net	network	N;DEF;NEUT;SG	
turné	tour	turné	tour	N;INDF;MASC+FEM;SG	
filip	fülöp	filip	fülöp		
filip	philip	filip	philip		
filip	filip	filip	filip		
sammenligning	összehasonlítás	sammenligning	összehasonlítás	N;INDF;MASC+FEM;SG	
læser	olvas	læse	olvas	V;IND;PRS;FIN;ACT	
læser	olvasás	læse	olvasás	V;IND;PRS;FIN;ACT	N;NOM;SG
læser	olvasó	læse	olvasó	V;IND;PRS;FIN;ACT	N;NOM;SG
vincent	vincent	vincent	vincen		
konsekvenser	következmény	konsekvens	következmény	N;INDF;MASC+FEM;PL	N;NOM;SG
vinduer	windows	vindue	windows	N;INDF;NEUT;PL	N;NOM;SG
vinduer	ablak	vindue	ablak	N;INDF;NEUT;PL	
ruslands	oroszország	rusland	oroszország	PROPN;GEN	N;NOM;SG
vii	vii	vii	vii	NUM	
vandløb	patakok	vandløb	patak	N;INDF;NEUT;SG	N;NOM;PL
vandløb	folyók	vandløb	folyó	N;INDF;NEUT;SG	N;NOM;PL
vandløb	rivers	vandløb	rivers	N;INDF;NEUT;SG	
spring	ugorj	spring	ugorj		V;INDF;IND;SG;1;PRS;FIN;ACT
spring	ugrás	spring	ugrás		N;NOM;SG
spring	skip	spring	skip		
gustaf	gustaf	gustaf	gustaf		PROPN;NOM;SG
andré	andre	andré	andre	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
andré	andré	andré	andré	N;INDF;MASC+FEM;SG	
andré	andre	andré	andre	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
andré	andré	andré	andré	N;INDF;MASC+FEM;SG	
network	hálózat	network	hálózat		N;NOM;SG
network	hálózati	network	hálózat		N;NOM;SG
network	network	network	network		
udnytte	kiaknázása	udnytte	kiaknázás	V;NFIN;ACT	N;NOM;SG
nelson	nelson	nelson	nelson	N;INDF;MASC+FEM;SG	
management	irányítási	management	irányítási	N;INDF;NEUT;SG	ADJ;NOM;SG
musical	zenei	musical	zenei	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
beta	béta	beta	béta		
erindringer	emlék	erindring	emlék	N;INDF;MASC+FEM;PL	N;NOM;SG
erindringer	emlékirat	erindring	emlékirat	N;INDF;MASC+FEM;PL	N;NOM;SG
guinea	guinea	guinea	guinea	N;INDF;MASC+FEM;SG	
guinea	guineai	guinea	guineai	N;INDF;MASC+FEM;SG	
underskrevet	aláírva	underskrive	aláírva	V;INDF;SG;PST;V.PTCP	ADV;V.CVB
underskrevet	aláírás	underskrive	aláírás	V;INDF;SG;PST;V.PTCP	N;NOM;SG
kommercielle	reklám	kommerciel	reklám	ADJ;PL	N;NOM;SG
kommercielle	kereskedelmi	kommerciel	kereskedelmi	ADJ;PL	ADJ;NOM;SG
angives	meghatározza	angive	meghatároz	V;IND;PRS;FIN;PASS	V;DEF;IND;SG;3;PRS;FIN;ACT
opvokset	felemelt	opvokset	felemelt	ADJ;INDF;SG	
opvokset	nevelt	opvokset	nevel	ADJ;INDF;SG	V;INDF;IND;SG;3;PST;FIN;ACT
opvokset	felvetett	opvokset	felvet	ADJ;INDF;SG	
opvokset	emelt	opvokset	emelt	ADJ;INDF;SG	
uddelt	elosztva	uddele	elosztva	V;INDF;SG;PST;V.PTCP	ADV;V.CVB
vietnam	vietnam	vietnam	viet		
vietnam	vietnami	vietnam	vietnami		
sælger	eladás	sælge	eladás	V;IND;PRS;FIN;ACT	
sælger	eladási	sælge	eladási	V;IND;PRS;FIN;ACT	ADJ;NOM;SG
sælger	eladás	sælge	eladás	V;IND;PRS;FIN;ACT	
sælger	értékesítő	sælge	értékesítő	V;IND;PRS;FIN;ACT	ADJ;NOM;SG
sælger	árus	sælge	árus	V;IND;PRS;FIN;ACT	N;NOM;SG
skyde	lövöldözés	skyde	lövöldözés	V;NFIN;ACT	N;NOM;SG
skyde	lövés	skyde	lövés	V;NFIN;ACT	N;NOM;SG
skyde	forgatás	skyde	forgatás	V;NFIN;ACT	N;NOM;SG
inc	inc	inc	inc		PROPN;NOM;SG
foredrag	előadások	foredrag	előadás	N;INDF;NEUT;SG	N;NOM;PL
flyve	repülés	flyve	repülés	V;NFIN;ACT	N;NOM;SG
flyve	repülés	flyve	repülés	V;NFIN;ACT	N;NOM;SG
flyve	repülő	flyve	repülő	V;NFIN;ACT	
lassen	lassen	lass	lass	N;DEF;MASC+FEM;SG	
præmie	prémium	præmie	prémium	N;INDF;MASC+FEM;SG	
præmie	felár	præmie	felár	N;INDF;MASC+FEM;SG	
bell	csengő	bell	csengő		
bell	bell	bell	bell		
bell	harang	bell	harang		N;NOM;SG
konkrete	beton	konkret	beton	ADJ;PL	N;NOM;SG
konkrete	konkrét	konkret	konkrét	ADJ;PL	
fuldstændigt	teljesen	fuldstændigt	teljes	ADV	ADJ;FRML;SG
chance	chance	chance	chance	N;INDF;MASC+FEM;SG	
monteret	szerelt	monter	szerel	V;INDF;SG;PST;V.PTCP	
monteret	szerelve	monter	szerelve	V;INDF;SG;PST;V.PTCP	ADV;V.CVB
monteret	felszerelve	monter	felszerelve	V;INDF;SG;PST;V.PTCP	ADV;V.CVB
monteret	telepítve	monter	telepítve	V;INDF;SG;PST;V.PTCP	N;NOM;SG
run	futás	run	futás		N;NOM;SG
ejendomme	tulajdonság	ejendom	tulajdonság	N;INDF;MASC+FEM;PL	N;NOM;SG
flugt	menekülő	flugt	menekülő	N;INDF;MASC+FEM;SG	
flugt	megszökni	flugt	meg+szök	N;INDF;MASC+FEM;SG	V;NFIN;ACT
indendørs	beltéri	indendørs	beltéri	ADJ	N;NOM;SG
indendørs	beltéri	indendørs	beltéri	ADJ	N;NOM;SG
indendørs	fedett	indendørs	fedett	ADJ	
indendørs	benti	indendørs	bent	ADJ	
rækkevidde	elérni	rækkevidde	el+ér	N;INDF;MASC+FEM;SG	V;NFIN;ACT
forskelligt	más	forskelligt	más	ADV	PRO;NOM;SG;3
forskelligt	különböző	forskelligt	különböző	ADV	
forskelligt	eltérő	forskelligt	eltérő	ADV	ADJ;NOM;SG
forskelligt	egyéb	forskelligt	egyéb	ADV	
forskelligt	egyebek	forskelligt	egyéb	ADV	
forskelligt	különféle	forskelligt	különféle	ADV	
forskelligt	vegyes	forskelligt	vegyes	ADV	
italia	italia	italia	italia		
tillæg	függelék	tillæg	függelék	N;INDF;NEUT;SG	
tillæg	függelékek	tillæg	függelék	N;INDF;NEUT;SG	N;NOM;PL
richards	richards	richard	richards		
malmø	malmö	malmø	malmö	PROPN	PROPN;NOM;SG
philadelphia	philly	philadelphia	philly	N;INDF;MASC+FEM;SG	
philadelphia	philadelphia	philadelphia	philadelphia	N;INDF;MASC+FEM;SG	
philadelphia	philadelphiában	philadelphia	philadelpha	N;INDF;MASC+FEM;SG	PROPN;IN+ESS;SG
philadelphia	philadelphia	philadelphia	philadelphia	N;INDF;MASC+FEM;SG	
gerhard	gerhard	gerhard	gerhard	N;INDF;MASC+FEM;SG	
sygehus	kórházi	sygehus	kórházi	N;INDF;NEUT;SG	
ringen	ring	ring	ring	N;DEF;MASC+FEM;SG	
ringen	gyűrűs	ring	gyűrűs	N;DEF;MASC+FEM;SG	
glæde	joy	glæde	joy	N;INDF;MASC+FEM;SG	
glæde	öröm	glæde	öröm	N;INDF;MASC+FEM;SG	
forrige	előző	forrige	előző	ADJ	
forrige	korábbi	forrige	korábbi	ADJ	ADJ;NOM;CMPR;SG
straf	büntető	straf	büntető	N;INDF;MASC+FEM;SG	
kunsten	art	kunst	ar	N;DEF;MASC+FEM;SG	
stik	csatlakozó	stik	csatlakozó	N;INDF;NEUT;SG	ADJ;NOM;SG
stik	szúrt	stik	szúrt	N;INDF;NEUT;SG	V;INDF;IND;SG;3;PST;FIN;ACT
stik	szúr	stik	szúr	N;INDF;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
stik	sting	stik	sting	N;INDF;NEUT;SG	
specifikke	specifikus	specifikke	specifikus	ADJ;PL	ADJ;NOM;SG
specifikke	konkrét	specifikke	konkrét	ADJ;PL	
kvalifikation	minősítési	kvalifikation	minősítési	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
skiftende	váltakozó	skifte	váltakozó	V;PRS;V.PTCP	
rådgiver	tanácsadó	rådgive	tanácsadó	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
rådgiver	tanácsadó	rådgive	tanácsadó	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
rådgiver	tanácsadó	rådgive	tanácsadó	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
svagt	gyenge	svag	gyenge	ADJ;INDF;NEUT;SG	
svagt	gyengék	svag	gyengék	ADJ;INDF;NEUT;SG	N;NOM;PL
brothers	testvérek	brothe	testvér		N;NOM;PL
robinson	robinson	robinson	robins	N;INDF;MASC+FEM;SG	
box	box	box	box		
box	rovat	box	rovat		
box	láda	box	lád		N;NOM;SG
box	doboz	box	doboz		N;NOM;SG
head	fejet	head	féj		N;ACC;SG
head	fej	head	fej		N;NOM;SG
head	fejét	head	feje		N;ACC;SG
indføre	bevezetése	indføre	bevezetés	V;NFIN;ACT	N;NOM;SG
forsvundet	hiányzik	forsvinde	hiányzik	V;INDF;SG;PST;V.PTCP	V;INDF;IND;SG;3;PRS;FIN;ACT
forsvundet	hiányzó	forsvinde	hiányzó	V;INDF;SG;PST;V.PTCP	ADJ;NOM;SG
vedvarende	kitartó	vedvarende	kitartó	ADJ	
vedvarende	megújuló	vedvarende	megújuló	ADJ	
vedvarende	tartós	vedvarende	tartós	ADJ	
milan	milánó	milan	milánó	PROPN	N;NOM;SG
milan	milan	milan	milan	PROPN	
milan	milánói	milan	milánó	PROPN	
embedsmand	hivatalos	embedsmand	hivatalos	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
tivoli	tivoli	tivoli	tivoli	N;INDF;MASC+FEM;SG	
medarbejder	alkalmazott	medarbejder	alkalmazott	N;INDF;MASC+FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
medarbejder	alkalmazottak	medarbejder	alkalmazott	N;INDF;MASC+FEM;SG	N;NOM;PL
medarbejder	társult	medarbejder	társul	N;INDF;MASC+FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
mount	mount	mount	mount		N;NOM;SG
mount	hegy	mount	hegy		N;NOM;SG
dansker	dane	dansker	dane	N;INDF;MASC+FEM;SG	
dansker	dán	dansker	dán	N;INDF;MASC+FEM;SG	
bakterier	baktérium	bakterie	baktérium	N;INDF;MASC+FEM;PL	N;NOM;SG
forgæves	hiába	forgæves	hiába	V;NFIN;PASS	ADV
forgæves	hiú	forgæves	hiú	V;NFIN;PASS	
forgæves	hiábavaló	forgæves	hiábavaló	V;NFIN;PASS	ADJ;NOM;SG
fredag	péntek	fredag	pén	N;INDF;MASC+FEM;SG	
fredag	pénteki	fredag	pénteki	N;INDF;MASC+FEM;SG	
eksisteret	léteztek	eksistere	létezik	V;INDF;SG;PST;V.PTCP	V;INDF;IND;PL;3;PST;FIN;ACT
sammenhængende	koherens	sammenhængende	koherens	ADJ	
sammenhængende	következetes	sammenhængende	következetes	ADJ	
sammenhængende	összetartó	sammenhængende	összetartó	ADJ	
sammenhængende	összefüggő	sammenhængende	összefüggő	ADJ	
neutral	semleges	neutral	semleges	ADJ;INDF;MASC+FEM;SG	
formue	szerencse	formue	szerencse	N;INDF;MASC+FEM;SG	
hogan	hogan	hogan	hogan		
båd	hajós	båd	hajós	N;INDF;MASC+FEM;SG	
rené	rené	rené	rené	N;INDF;MASC+FEM;SG	
zur	zur	zur	zur		
fyrste	prince	fyrste	prince	N;INDF;MASC+FEM;SG	
napoli	nápolyi	napoli	nápolyi		
napoli	nápoly	napoli	nápoly		
napoli	napoli	napoli	napoli		N;NOM;SG
napoli	nápoly	napoli	nápoly		
jeff	jeff	jeff	jeff	PROPN	
bevis	bizonyítékok	bevis	bizonyítékok	N;INDF;NEUT;SG	N;NOM;PL
eksil	száműzött	eksil	száműzött	N;INDF;NEUT;SG	V;INDF;IND;SG;3;PST;FIN;ACT
mick	mick	mick	mick	PROPN	
bull	bull	bull	bull	N;INDF;MASC+FEM;SG	
marx	marx	marx	marx		
senior	senior	senior	senior	N;INDF;MASC+FEM;SG	
antages	feltételezett	antage	feltételezett	V;NFIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
antages	feltételeztem	antage	feltételez	V;NFIN;PASS	V;DEF;IND;SG;1;PST;FIN;ACT
liberal	liberális	liberal	liberális	N;INDF;MASC+FEM;SG	
reserve	tartalék	reserve	tartalék	N;INDF;MASC+FEM;SG	
økonomien	gazdaságos	økonomi	gazdaságos	N;DEF;MASC+FEM;SG	ADJ;NOM;SG
omgange	kör	omgange	kör	N;INDF;MASC+FEM;PL	N;NOM;SG
mose	marsh	mose	marsh	N;INDF;MASC+FEM;SG	
ulrich	ulrich	ulrich	ulrich		
dødsfald	halál	dødsfald	halál	N;INDF;NEUT;PL	N;NOM;SG
dødsfald	haláleset	dødsfald	haláleset	N;INDF;NEUT;PL	N;NOM;SG
militært	katonaság	militært	katonaság	ADJ;INDF;NEUT;SG	N;NOM;SG
militært	hadsereg	militært	hadsereg	ADJ;INDF;NEUT;SG	N;NOM;SG
skagen	skagen	skag	skagen	N;DEF;MASC+FEM;SG	PROPN;NOM;SG
claude	claude	claude	claud		
brændt	pörkölt	brænde	pörkölt	V;INDF;SG;PST;V.PTCP	N;NOM;SG
anført	felsorolt	anføre	fel+sorol	V;INDF;SG;PST;V.PTCP	
kendetegnet	jellemez	kendetegn	jellem	V;INDF;SG;PST;V.PTCP	
angive	jelezze	angive	jelez	V;NFIN;ACT	
nil	nílus	nil	nílus		
sigurd	sigurd	sigurd	sigurd	N;INDF;MASC+FEM;SG	
bobby	bobby	bobby	bobby		
syge	beteg	syg	beteg	ADJ;PL	N;NOM;SG
syge	beteg	syg	beteg	ADJ;PL	N;NOM;SG
syge	betegek	syg	beteg	ADJ;PL	N;NOM;PL
chan	chan	chan	chan		PROPN;NOM;SG
løbe	futás	løbe	futás	V;NFIN;ACT	N;NOM;SG
løbe	futó	løbe	futó	V;NFIN;ACT	
løbe	futás	løbe	futás	V;NFIN;ACT	N;NOM;SG
kro	fogadó	kro	fogadó	N;INDF;MASC+FEM;SG	
kro	inn	kro	inn	N;INDF;MASC+FEM;SG	
salzburg	salzburg	salzburg	salzburg	N;INDF;MASC+FEM;SG	
fænomen	jelenségek	fænomen	jelenség	N;INDF;NEUT;SG	N;NOM;PL
nice	szep	nice	szep		
nice	szép	nice	szép		
medicinsk	orvosi	medicinsk	orvosi	ADV	ADJ;NOM;SG
adolph	adolph	adolph	adolph	N;INDF;MASC+FEM;SG	
markerede	jelölt	markere	jelöl	V;IND;PST;FIN;ACT	
markerede	megjelölt	markere	megjelölt	V;IND;PST;FIN;ACT	
markerede	megjelölve	markere	megjelölve	V;IND;PST;FIN;ACT	ADV;V.CVB
tiderne	idők	tid	idő	N;DEF;MASC+FEM;PL	
tiderne	times	tid	times	N;DEF;MASC+FEM;PL	N;NOM;SG
hills	dombok	hills	domb	N;INDF;MASC+FEM;SG	N;NOM;PL
hills	hills	hills	hills	N;INDF;MASC+FEM;SG	
kommunale	önkormányzati	kommunal	önkormányzati	ADJ;PL	ADJ;NOM;SG
princip	elv	princip	elv	N;INDF;NEUT;SG	
pension	nyugdíjak	pension	nyugdíj	N;INDF;MASC+FEM;SG	N;NOM;PL
pension	nyugdíjak	pension	nyugdíj	N;INDF;MASC+FEM;SG	N;NOM;PL
sara	sara	sara	sara		V;DEF;IND;SG;3;PRS;FIN;ACT
socialt	társadalmilag	socialt	társadalmi	ADJ;INDF;NEUT;SG	
socialt	szociális	socialt	szociális	ADJ;INDF;NEUT;SG	N;NOM;SG
barbara	barbara	barbara	barbara		
opretholde	fenntartása	opretholde	fenntartás	V;NFIN;ACT	N;NOM;SG
danser	táncos	danse	táncos	V;IND;PRS;FIN;ACT	N;NOM;SG
danser	táncosnő	danse	táncosnő	V;IND;PRS;FIN;ACT	N;NOM;SG
danser	tánc	danse	tánc	V;IND;PRS;FIN;ACT	N;NOM;SG
dybe	mély	dyb	mély	ADJ;PL	
overraskende	meglepően	overraske	meglepő	V;PRS;V.PTCP	
overraskende	meglepő	overraske	meglepő	V;PRS;V.PTCP	
overraskende	meglepő	overraske	meglepő	V;PRS;V.PTCP	
fin	fin	fin	fin	ADJ;INDF;MASC+FEM;SG	
bosnien	boszniai	bosni	boszniai	N;DEF;MASC+FEM;SG	ADJ;NOM;SG
erfaringer	élmény	erfaring	élmény	N;INDF;MASC+FEM;PL	N;NOM;SG
erfaringer	tapasztalat	erfaring	tapasztalat	N;INDF;MASC+FEM;PL	N;NOM;SG
erfaringer	tapasztalattal	erfaring	tapasztalat	N;INDF;MASC+FEM;PL	N;INS;SG
kaas	kaas	kaas	kaas		PROPN;NOM;SG
belgisk	belga	belgisk	belga	ADJ;INDF;SG	
harris	harris	harris	harris		
lawrence	lawrence	lawrence	lawrence		
rigt	gazdag	rigt	gazdag	ADJ;INDF;NEUT;SG	
rigt	gazdagok	rigt	gazdag	ADJ;INDF;NEUT;SG	N;NOM;PL
rigt	rich	rigt	rich	ADJ;INDF;NEUT;SG	
indfødte	bennszülött	indføde	bennszülött	V;PL;PST;V.PTCP	
indfødte	őshonos	indføde	őshonos	V;PL;PST;V.PTCP	
indfødte	belföldi	indføde	belföldi	V;PL;PST;V.PTCP	
indfødte	őslakos	indføde	őslakos	V;PL;PST;V.PTCP	
indfødte	bennszülött	indføde	bennszülött	V;PL;PST;V.PTCP	
indfødte	őslakos	indføde	őslakos	V;PL;PST;V.PTCP	
indfødte	őshonos	indføde	őshonos	V;PL;PST;V.PTCP	
grove	grove	grov	grove	ADJ;PL	
grove	durva	grov	durva	ADJ;PL	
eddie	eddie	eddie	eddie		
fest	party	fest	party	N;INDF;MASC+FEM;SG	
fest	parti	fest	parti	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
oplevelser	kaland	oplevelse	kaland	N;INDF;MASC+FEM;PL	N;NOM;SG
matematisk	matematika	matematisk	matematika	ADV	N;NOM;SG
matematisk	matematikai	matematisk	matematikai	ADV	N;NOM;SG
matematisk	matek	matematisk	ma	ADV	N;NOM;SG
matematisk	matematika	matematisk	matematika	ADV	N;NOM;SG
matematisk	matematikailag	matematisk	matematikai	ADV	
bush	bush	bush	bush	PROPN	
bush	bokor	bush	bokor	PROPN	
optagelse	felvételi	optagelse	felvételi	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
peru	perui	peru	perui	PROPN	
peru	peru	peru	peru	PROPN	PROPN;NOM;SG
herudover	ezenfelül	herudover	ezenfelül	ADV	
herudover	továbbá	herudover	továbbá	ADV	
wolfgang	wolfgang	wolfgang	wolfgang	N;INDF;MASC+FEM;SG	
udskiftet	helyébe	udskifte	hely	V;INDF;SG;PST;V.PTCP	N;IN+ALL;SG
havne	kikötő	havne	kikötő	N;INDF;MASC+FEM;PL	N;NOM;SG
havne	port	havne	por	N;INDF;MASC+FEM;PL	
klein	klein	klein	kl	N;INDF;MASC+FEM;SG	
asp	asp	asp	asp		
bekræftet	megerősítve	bekræfte	megerősítve	V;INDF;SG;PST;V.PTCP	ADV;V.CVB
bekræftet	megerősítette	bekræfte	meg+erősít	V;INDF;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
bekræftet	ellenőrizve	bekræfte	ellenőrizve	V;INDF;SG;PST;V.PTCP	N;NOM;SG
ekstremt	rendkívül	ekstremt	rendkívül	ADJ;INDF;SG	
ekstremt	extrém	ekstremt	extrém	ADJ;INDF;SG	
sværd	kardok	sværd	kard	N;INDF;NEUT;SG	N;NOM;PL
opus	opus	opus	opus	N;INDF;NEUT;SG	
eriksen	eriksen	erikse	eriks	N;DEF;MASC+FEM;SG	
dyrkede	kulturált	dyrke	kulturál	V;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
dyrkede	termesztett	dyrke	termesztett	V;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
dyrkede	művelt	dyrke	művelt	V;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
sportsgrene	sport	sportsgen	sport	N;DEF;NEUT;PL	
sportsgrene	sportban	sportsgen	sport	N;DEF;NEUT;PL	N;IN+ESS;SG
imperium	empire	imperium	empi	N;INDF;NEUT;SG	
mikael	mikael	mikael	mikael		
præster	papság	præste	papság	N;INDF;MASC+FEM;PL	N;NOM;SG
alperne	alpok	alperne	alp	N;DEF;MASC+FEM;PL	N;NOM;SG
alperne	alpesi	alperne	alpesi	N;DEF;MASC+FEM;PL	
stopper	megállás	stoppe	megállás	V;IND;PRS;FIN;ACT	
olympic	olimpiai	olympic	olimpiai		ADJ;NOM;SG
nødvendig	szükségesek	nødvendig	szükséges	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
nødvendig	kellett	nødvendig	kell	ADJ;INDF;MASC+FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
mellemrum	távolság	mellemrum	távolság	N;INDF;NEUT;PL	N;NOM;SG
mellemrum	űr	mellemrum	űr	N;INDF;NEUT;PL	N;NOM;SG
mellemrum	tér	mellemrum	tér	N;INDF;NEUT;PL	N;NOM;SG
glad	boldogság	glad	boldogság	ADJ;INDF;SG	N;NOM;SG
glad	boldog	glad	boldog	ADJ;INDF;SG	
pilot	pilot	pilot	pilot	N;INDF;MASC+FEM;SG	
deltagende	részvétel	deltagende	részvétel	ADJ	N;NOM;SG
interne	belső	interne	belső	ADJ;PL	
pas	útlevelek	pas	útlevél	N;INDF;NEUT;SG	N;NOM;PL
bonde	paraszt	bond	paraszt	N;INDF;MASC+FEM;SG	
bonde	gyalog	bond	gyalog	N;INDF;MASC+FEM;SG	
bonde	gazda	bond	gazda	N;INDF;MASC+FEM;SG	
bonde	farmer	bond	farmer	N;INDF;MASC+FEM;SG	
giovanni	giovanni	giovanni	giovan		
foreslår	javaslom	foreslå	javaslom	V;IND;PRS;FIN;ACT	V;DEF;IMP;SG;1;PRS;FIN;ACT
schweiziske	svájc	schweizisk	svájc	ADJ;PL	
schweiziske	svájci	schweizisk	svájci	ADJ;PL	
indsatte	rab	indsætte	rab	V;PL;PST;V.PTCP	
indsatte	fegyenc	indsætte	fegyenc	V;PL;PST;V.PTCP	
indsatte	rabok	indsætte	rab	V;PL;PST;V.PTCP	N;NOM;PL
indsatte	foglyok	indsætte	fogyy	V;PL;PST;V.PTCP	N;NOM;PL
indsatte	rabok	indsætte	rab	V;PL;PST;V.PTCP	N;NOM;PL
indsatte	fegyencek	indsætte	fegyenc	V;PL;PST;V.PTCP	N;NOM;PL
indsatte	elítéltek	indsætte	elítél	V;PL;PST;V.PTCP	N;NOM;PL
sekondløjtnant	zászlós	sekondløjtnan	zászlós	N;INDF;MASC+FEM;SG	
bryan	bryan	bryan	bryan		
württemberg	württemberg	württemberg	württemberg		N;NOM;SG
spise	evés	spise	evés	V;NFIN;ACT	N;NOM;SG
spise	enni	spise	ez	V;NFIN;ACT	
deltagerne	résztvevő	deltager	résztvevő	N;DEF;MASC+FEM;PL	
rosa	rosa	rosa	rosa		
stål	steel	stål	steel	N;INDF;MASC+FEM;SG	
lyon	lyon	lyon	lyon		
lyon	lyons	lyon	lyons		
bowl	tál	bowl	tál		N;NOM;SG
bowl	bowl	bowl	bowl		
behandlet	feldolgozott	behandle	feldolgozott	V;INDF;SG;PST;V.PTCP	
midlertidigt	ideiglenesen	midlertidigt	ideiglenes	ADV	ADJ;FRML;SG
midlertidigt	átmenetileg	midlertidigt	átmeneti	ADV	ADJ;FRML;SG
midlertidigt	ideiglenesen	midlertidigt	ideiglenes	ADV	ADJ;FRML;SG
midlertidigt	ideiglenes	midlertidigt	ideiglenes	ADV	ADJ;NOM;SG
