kategória	kategorii	kategória	kategoria	N;NOM;FEM;SG	N;GEN;FEM;SG
rose	rose	ros	rós	PROPN;NOM;FEM;SG	
rose	róża	ros	róża	PROPN;NOM;FEM;SG	
volebné	wyborczych	volebný	wyborczy	ADJ;NOM;NEUT;SG	ADJ;GEN;MASC;PL
nezávislý	niezależnych	nezávislý	niezależny	ADJ;ANIM;NOM;MASC;SG	ADJ;GEN;MASC;PL
nezávislý	niezależni	nezávislý	niezależni	ADJ;ANIM;NOM;MASC;SG	N;NOM;MASC;PL
predstavený	przedstawiono	predstavený	przedstawić	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
horský	mountain	horský	mountain	ADJ;ANIM;NOM;MASC;SG	
horský	góra	horský	góra	ADJ;ANIM;NOM;MASC;SG	
horský	góry	horský	góra	ADJ;ANIM;NOM;MASC;SG	N;NOM;FEM;PL
predaja	sprzedaż	predaj	sprzedaż	N;INAN;GEN;MASC;SG	
predaja	sprzedaży	predaj	sprzedaż	N;INAN;GEN;MASC;SG	
princípy	zasady	princíp	zasada	N;INAN;NOM;MASC;PL	N;ACC;FEM;PL
princípy	zasadami	princíp	zasada	N;INAN;NOM;MASC;PL	N;INS;FEM;PL
albrecht	albrecht	albrecht	albrecht	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
zúčastniť	uczestniczyć	zúčastniť	uczestniczyć	V;PFV;POS;NFIN	V;IPFV;NFIN;ACT
zúčastniť	uczestniczyć	zúčastniť	uczestniczyć	V;PFV;POS;NFIN	V;IPFV;NFIN;ACT
okraj	marży	okraj	marżyć	N;INAN;NOM;MASC;SG	
okraj	edge	okraj	edga	N;INAN;NOM;MASC;SG	
okraj	krawędzi	okraj	krawądzić	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
okná	windows	okno	windows	N;NOM;NEUT;PL	
okná	okien	okno	okno	N;NOM;NEUT;PL	
colorado	kolorado	colorado	kolorado	N;ANIM;NOM;MASC;SG	
čiary	wiersz	čiara	wiersz	N;NOM;FEM;PL	N;NOM;MASC;SG
čiary	linia	čiara	linia	N;NOM;FEM;PL	N;NOM;FEM;SG
čiary	line	čiara	liny	N;NOM;FEM;PL	
čiary	linii	čiara	linia	N;NOM;FEM;PL	N;GEN;FEM;SG
čiary	linii	čiara	linia	N;NOM;FEM;PL	N;GEN;FEM;SG
čiary	linijki	čiara	linijka	N;NOM;FEM;PL	N;ACC;FEM;PL
expedícia	wyprawy	expedícia	wyprawa	N;NOM;FEM;SG	N;ACC;FEM;PL
expedícia	ekspedycje	expedícia	ekspedycja	N;NOM;FEM;SG	N;NOM;FEM;PL
expedícia	wyprawy	expedícia	wyprawa	N;NOM;FEM;SG	N;ACC;FEM;PL
komora	komory	komora	komora	N;NOM;FEM;SG	N;ACC;FEM;PL
komora	izbie	komora	izba	N;NOM;FEM;SG	N;DAT;FEM;SG
chcem	chcesz	chcieť	chcieć	V;IPFV;IND;SG;1;POS;PRS;FIN	V;IPFV;IND;SG;2;PRS;FIN;ACT
chcem	chce	chcieť	chcieć	V;IPFV;IND;SG;1;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
argentíny	argentyna	argentína	argentyna	N;NOM;FEM;PL	
felix	felix	felix	felix	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
ariel	ariel	ariel	ariel	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
najdôležitejšie	podkreśla	dôležitý	podkreślać	ADV;RL	V;IPFV;IND;SG;3;PRS;FIN;ACT
zvláštne	dziwnie	zvláštny	dziwnie	ADJ;NOM;NEUT;SG	ADV
zvláštne	dziwnie	zvláštny	dziwnie	ADJ;NOM;NEUT;SG	ADV
kozmického	kosmiczne	kozmický	kosmiczny	ADJ;GEN;NEUT;SG	ADJ;NOM;NEUT;SG
kozmického	kosmiczna	kozmický	kosmiczny	ADJ;GEN;NEUT;SG	ADJ;NOM;FEM;SG
kozmického	kosmiczny	kozmický	kosmiczny	ADJ;GEN;NEUT;SG	ADJ;NOM;MASC;SG
organizátorom	organizatorów	organizátor	organizator	N;ANIM;INS;MASC;SG	N;ACC;MASC;PL
organizátorom	organizatorzy	organizátor	organizator	N;ANIM;INS;MASC;SG	N;NOM;MASC;PL
technológia	technologii	technológia	technologia	N;NOM;FEM;SG	N;GEN;FEM;SG
technológia	technologie	technológia	technologia	N;NOM;FEM;SG	N;NOM;FEM;PL
chapelle	chapelle	chapelle	chapelle	N;NOM;FEM;SG	
platne	płyty	platňa	płyta	N;NOM;FEM;PL	N;ACC;FEM;PL
platne	płytka	platňa	płytki	N;NOM;FEM;PL	ADJ;NOM;FEM;SG
platne	talerz	platňa	talerz	N;NOM;FEM;PL	N;NOM;MASC;SG
platne	płyta	platňa	płyta	N;NOM;FEM;PL	N;NOM;FEM;SG
platne	records	platňa	records	N;NOM;FEM;PL	
hlasy	głosów	hlas	głos	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
hlasy	głosowania	hlas	głosować	N;INAN;NOM;MASC;PL	N;GEN;NEUT;SG
hlasy	głosów	hlas	głos	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
hlasy	voices	hlas	voices	N;INAN;NOM;MASC;PL	
javy	java	jav	java	N;INAN;NOM;MASC;PL	
javy	fenomen	jav	fenomen	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
javy	zjawisk	jav	zjawisko	N;INAN;NOM;MASC;PL	N;GEN;NEUT;PL
javy	zjawisko	jav	zjawisko	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG
vytvorí	tworzy	vytvoriť	tworzyć	V;PFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
vytvorí	stwarza	vytvoriť	stwarz	V;PFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
bang	bang	bang	bang	PROPN;ANIM;NOM;MASC;SG	
starosta	burmistrza	starosta	burmistrz	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
suchý	pralnia	suchý	pralniać	ADJ;ANIM;NOM;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
suchý	sucha	suchý	suchy	ADJ;ANIM;NOM;MASC;SG	
suchý	suche	suchý	suchy	ADJ;ANIM;NOM;MASC;SG	
suchý	sucho	suchý	sucho	ADJ;ANIM;NOM;MASC;SG	
príjem	spożycia	príjem	spożyć	N;INAN;NOM;MASC;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
príjem	przychody	príjem	przychody	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
príjem	dochody	príjem	dochód	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
príjem	rachunek	príjem	rachunek	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
príjem	paragon	príjem	paragon	N;INAN;NOM;MASC;SG	
príjem	otrzymaniu	príjem	otrzymać	N;INAN;NOM;MASC;SG	N;PFV;DAT;NEUT;SG;POS;V.MSDR
príjem	recepcji	príjem	recepcja	N;INAN;NOM;MASC;SG	N;GEN;FEM;SG
príjem	przychody	príjem	przychody	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
príjem	dochodów	príjem	dochód	N;INAN;NOM;MASC;SG	N;GEN;MASC;PL
príjem	dochody	príjem	dochód	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
rytierov	rycerze	rytier	rycerz	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
mláďatá	młode	mláďatý	młody	N;NOM;NEUT;PL	ADJ;NOM;NEUT;SG
kniežatstvo	księstwa	kniežatstvo	księstwo	N;NOM;NEUT;SG	N;GEN;NEUT;SG
ochorenia	choroba	ochorenie	choroba	N;NOM;NEUT;PL	N;NOM;FEM;SG
ochorenia	choroby	ochorenie	choroba	N;NOM;NEUT;PL	N;ACC;FEM;PL
ochorenia	choroby	ochorenie	choroba	N;NOM;NEUT;PL	N;ACC;FEM;PL
ochorenia	chorób	ochorenie	chorób	N;NOM;NEUT;PL	
ochorenia	choroba	ochorenie	choroba	N;NOM;NEUT;PL	N;NOM;FEM;SG
ochorenia	choroby	ochorenie	choroba	N;NOM;NEUT;PL	N;ACC;FEM;PL
krtíš	krtíš	krtiť	krtszyć	N;INAN;NOM;MASC;SG	
zavedenie	przedstawiam	zavedenie	przedstawiać	N;NOM;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
zavedenie	przedstawiamy	zavedenie	przedstawiać	N;NOM;NEUT;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
zavedenie	wprowadzające	zavedenie	wprowadzać	N;NOM;NEUT;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
obal	opakowania	obať	opakowanie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;PL
hod	rzuć	hod	rzuć		V;PFV;IMP;SG;2;FIN;ACT
hod	rzut	hod	rzut		N;NOM;MASC;SG
slávnostne	uroczyste	slávnostne	uroczysty	ADV	ADJ;NOM;NEUT;SG
slávnostne	uroczyste	slávnostne	uroczysty	ADV	ADJ;NOM;NEUT;SG
slávnostne	świąteczny	slávnostne	świąteczny	ADV	ADJ;NOM;MASC;SG
krízy	kryzysów	kríza	kryzys	N;NOM;FEM;PL	N;GEN;MASC;PL
krízy	kryzys	kríza	kryzys	N;NOM;FEM;PL	N;NOM;MASC;SG
krízy	kryzysu	kríza	kryzys	N;NOM;FEM;PL	N;GEN;MASC;SG
dôkazy	dowód	dôkaz	dowód	N;INAN;NOM;MASC;PL	N;ACC;MASC;SG
dôkazy	dowód	dôkaz	dowód	N;INAN;NOM;MASC;PL	N;ACC;MASC;SG
over	ponad	over	ponad		PART
over	over	over	over		
over	odbiór	over	odbiór		N;NOM;MASC;SG
daroval	przekazał	darovať	przekazać	V;ANIM;MASC;SG;POS;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
speváka	singer	spevák	singer	N;ANIM;ACC;MASC;SG	
speváka	piosenkarz	spevák	piosenkarz	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
speváka	wokalista	spevák	wokalista	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
speváka	piosenkarka	spevák	piosenkarka	N;ANIM;ACC;MASC;SG	N;NOM;FEM;SG
cache	cache	cach	cachy	N;NOM;FEM;PL	
wall	ściany	wall	ściana		N;ACC;FEM;PL
wall	ściana	wall	ściana		N;NOM;FEM;SG
wall	mur	wall	mur		N;NOM;MASC;SG
wall	mury	wall	mur		N;NOM;MASC;PL
wall	ścianie	wall	ściana		N;DAT;FEM;SG
wall	tablica	wall	tablica		N;NOM;FEM;SG
vyzerá	wygląd	vyzerať	wygląd	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;MASC;SG
výhodou	przewaga	výhoda	przewaga	N;INS;FEM;SG	N;NOM;FEM;SG
výhodou	korzyść	výhoda	korzyść	N;INS;FEM;SG	N;NOM;FEM;SG
výhodou	przewagę	výhoda	przewaga	N;INS;FEM;SG	N;ACC;FEM;SG
karta	karcie	karta	karta	N;NOM;FEM;SG	
karta	kartę	karta	karta	N;NOM;FEM;SG	N;ACC;FEM;SG
karta	karty	karta	karta	N;NOM;FEM;SG	N;ACC;FEM;SG
stena	ściany	stena	ściana	N;NOM;FEM;SG	N;ACC;FEM;PL
stena	mury	stena	mur	N;NOM;FEM;SG	N;NOM;MASC;PL
stena	ścianie	stena	ściana	N;NOM;FEM;SG	N;DAT;FEM;SG
miliardy	miliard	miliarda	miliard	N;NOM;FEM;PL	
miliardy	mld	miliarda	mld	N;NOM;FEM;PL	
miliardy	miliardy	miliarda	miliarda	N;NOM;FEM;PL	
miliardy	miliardów	miliarda	miliard	N;NOM;FEM;PL	N;GEN;MASC;PL
miliardy	miliardy	miliarda	miliarda	N;NOM;FEM;PL	
opava	opava	opava	opava	PROPN;INAN;NOM;MASC;SG	
zakladateľov	założycieli	zakladateľ	założyciel	N;ANIM;ACC;MASC;PL	V;PFV;MASC;IND;PL;PST;FIN;ACT
zakladateľov	założyciele	zakladateľ	założyciel	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
konať	act	konať	act	V;IPFV;POS;NFIN	
konať	akt	konať	akt	V;IPFV;POS;NFIN	N;NOM;MASC;SG
najbližšie	najbliższy	blízky	bliski	ADV;RL	ADJ;NOM;CMPR;MASC;SG
najbližšie	najbliższa	blízky	bliski	ADV;RL	ADJ;NOM;CMPR;FEM;SG
najbližšie	najbliższej	blízky	bliski	ADV;RL	ADJ;GEN;CMPR;FEM;SG
najbližšie	najbliższe	blízky	bliski	ADV;RL	ADJ;NOM;CMPR;NEUT;SG
najbližšie	najbliższy	blízky	bliski	ADV;RL	ADJ;NOM;CMPR;MASC;SG
najbližšie	najbliższych	blízky	bliski	ADV;RL	ADJ;ACC;CMPR;MASC;PL
najbližšie	najbliższe	blízky	bliski	ADV;RL	ADJ;NOM;CMPR;NEUT;SG
povinnosti	odpowiedzialności	povinnosť	odpowiedzialność	N;NOM;FEM;PL	N;GEN;FEM;SG
povinnosti	odpowiedzialność	povinnosť	odpowiedzialność	N;NOM;FEM;PL	N;NOM;FEM;SG
povinnosti	cła	povinnosť	cza	N;NOM;FEM;PL	
štvrtá	czwartego	štvrť	czwarty	ADJ;NOM;FEM;SG	ADJ;ACC;MASC;SG
štvrtá	czwarte	štvrť	czwarty	ADJ;NOM;FEM;SG	
štvrtá	czwarta	štvrť	czwarty	ADJ;NOM;FEM;SG	
screen	ekran	screen	ekran		N;NOM;MASC;SG
screen	ekranu	screen	ekran		N;GEN;MASC;SG
screen	ekranie	screen	ekran		N;INS;MASC;SG
usd	usd	usdo	usić	N;NOM;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
wien	wien	wien	wien	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
potvrdenie	walidacji	potvrdenie	walidacja	N;NOM;NEUT;SG	N;GEN;FEM;SG
potvrdenie	potwierdzenia	potvrdenie	potwierdzenie	N;NOM;NEUT;SG	N;GEN;NEUT;SG
potvrdenie	certyfikat	potvrdenie	certyfikat	N;NOM;NEUT;SG	N;ACC;MASC;SG
potvrdenie	certyfikaty	potvrdenie	certyfikat	N;NOM;NEUT;SG	N;NOM;MASC;PL
potvrdenie	potwierdzić	potvrdenie	potwierdzić	N;NOM;NEUT;SG	V;PFV;NFIN;ACT
potvrdenie	potwierdzam	potvrdenie	potwierdzać	N;NOM;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
dan	dan	dan	dana	PROPN;ANIM;NOM;MASC;SG	
nútený	zmuszeni	nútený	zmusić	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;MASC;IND;PL;PST;FIN;ACT
napísať	piszcie	napísať	pisać	V;PFV;POS;NFIN	V;IPFV;IMP;PL;2;FIN;ACT
napísať	pisać	napísať	pisać	V;PFV;POS;NFIN	V;IPFV;NFIN;ACT
napísať	pisz	napísať	pisać	V;PFV;POS;NFIN	V;IPFV;IMP;SG;2;FIN;ACT
napísať	komponować	napísať	komponować	V;PFV;POS;NFIN	V;IPFV;NFIN;ACT
kalendár	kalendarza	kalendár	kalendarz	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
tvár	face	tvár	faka	N;NOM;FEM;SG	
kláštore	klasztoru	kláštor	klasztor	N;INAN;ESS;MASC;SG	N;GEN;MASC;SG
kláštore	klasztor	kláštor	klasztor	N;INAN;ESS;MASC;SG	N;NOM;MASC;SG
kláštore	klasztorze	kláštor	klasztor	N;INAN;ESS;MASC;SG	N;DAT;MASC;SG
kláštore	klasztoru	kláštor	klasztor	N;INAN;ESS;MASC;SG	N;GEN;MASC;SG
kláštore	klasztor	kláštor	klasztor	N;INAN;ESS;MASC;SG	N;NOM;MASC;SG
kláštore	klasztorze	kláštor	klasztor	N;INAN;ESS;MASC;SG	N;DAT;MASC;SG
kríza	kryzysu	kríza	kryzys	N;NOM;FEM;SG	N;GEN;MASC;SG
orange	pomarańczowy	oranga	pomarańczowy	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
orange	orange	oranga	oranga	N;INAN;NOM;MASC;SG	
orange	pomarańczowe	oranga	pomarańczowy	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
orange	pomarańczowa	oranga	pomarańczowy	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
protokol	protokołu	protoknúť	protokół	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
protokol	protokoły	protoknúť	protokół	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
vnútorný	wewnętrznego	vnútorný	wewnętrzny	ADJ;ANIM;NOM;MASC;SG	ADJ;ACC;MASC;SG
drží	trzymanie	držať	trzymać	V;IPFV;IND;SG;3;POS;PRS;FIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
drží	gospodarstwa	držať	gospodarstwo	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;NEUT;SG
drží	gospodarstwo	držať	gospodarstwo	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;NEUT;SG
klasická	klasycznego	klasický	klasyczny	ADJ;NOM;FEM;SG	ADJ;ACC;MASC;SG
klasická	klasyka	klasický	klasyka	ADJ;NOM;FEM;SG	
klasická	klasyk	klasický	klasyk	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
klasická	klasyka	klasický	klasyka	ADJ;NOM;FEM;SG	
klasická	classic	klasický	classicie	ADJ;NOM;FEM;SG	
vlak	pociągiem	vlak	pociąg	N;INAN;NOM;MASC;SG	N;INS;MASC;SG
vlak	pociągu	vlak	pociąg	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
vlak	pociągi	vlak	pociąg	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
jednota	jedności	jednota	jedność	N;NOM;FEM;SG	N;GEN;FEM;SG
doktorát	doktorat	doktorát	doktorat	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
blízke	pobliżu	blízky	pobliże	ADJ;NOM;NEUT;PL	N;ACC;NEUT;SG
blízke	niedaleko	blízky	niedaleko	ADJ;NOM;NEUT;PL	
zaujímavosti	interesujące	zaujímavosť	interesujący	N;NOM;FEM;PL	ADJ;NOM;NEUT;SG
zaujímavosti	ciekawe	zaujímavosť	ciekawy	N;NOM;FEM;PL	ADJ;NOM;NEUT;SG
zaujímavosti	interesujący	zaujímavosť	interesujący	N;NOM;FEM;PL	ADJ;NOM;MASC;SG
zaujímavosti	ciekawie	zaujímavosť	ciekawie	N;NOM;FEM;PL	ADV
zaujímavosti	atrakcji	zaujímavosť	atrakcja	N;NOM;FEM;PL	N;GEN;FEM;PL
zaujímavosti	atrakcje	zaujímavosť	atrakcja	N;NOM;FEM;PL	N;ACC;FEM;PL
herbert	herbert	herbert	herbert	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
rafael	rafael	rafael	rafael	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
rafael	rafał	rafael	rafać	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
leto	summer	leto	summer	N;NOM;NEUT;SG	
leto	letnie	leto	letni	N;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
leto	letni	leto	letni	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
leto	lato	leto	lato	N;NOM;NEUT;SG	
silver	srebro	silver	srebro	N;ANIM;NOM;MASC;SG	
silver	srebrny	silver	srebrny	N;ANIM;NOM;MASC;SG	
silver	srebra	silver	srebro	N;ANIM;NOM;MASC;SG	
silver	srebrna	silver	srebrny	N;ANIM;NOM;MASC;SG	
silver	silver	silver	silver	N;ANIM;NOM;MASC;SG	
mlyn	mill	mlyn	mill	N;INAN;NOM;MASC;SG	
viem	know	vedieť	know	V;IPFV;IND;SG;1;POS;PRS;FIN	
singles	singles	singles	singles	N;INAN;NOM;MASC;SG	
singles	single	singles	singło	N;INAN;NOM;MASC;SG	
singles	jedynki	singles	jedynki	N;INAN;NOM;MASC;SG	
typicky	zazwyczaj	typicky	zazwyczaj	ADV	
typicky	zwykle	typicky	zwykle	ADV	
typicky	typowo	typicky	typowo	ADV	
typicky	typowe	typicky	typowy	ADV	ADJ;NOM;NEUT;SG
typicky	typowa	typicky	typowy	ADV	ADJ;NOM;FEM;SG
typicky	typowo	typicky	typowo	ADV	
typicky	typowy	typicky	typowy	ADV	ADJ;NOM;MASC;SG
hdp	pkb	hdp	pkb	N;INAN;NOM;MASC;SG	
pevné	stał	pevný	stać	ADJ;NOM;NEUT;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
zelené	zieleń	zelený	zieleń	ADJ;NOM;NEUT;SG	
zelené	zielony	zelený	zielony	ADJ;NOM;NEUT;SG	
zelené	zielono	zelený	zielono	ADJ;NOM;NEUT;SG	
zelené	zielona	zelený	zielony	ADJ;NOM;NEUT;SG	
zelené	zielone	zelený	zielony	ADJ;NOM;NEUT;SG	
široká	szerokiej	široký	szeroki	ADJ;NOM;FEM;SG	ADJ;GEN;FEM;SG
široká	szeroko	široký	szeroko	ADJ;NOM;FEM;SG	ADV
são	são	são	são	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
zástupcovia	agentów	zástupca	agent	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
zástupcovia	przedstawicieli	zástupca	przedstawiciel	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
zástupcovia	reprezentantów	zástupca	reprezentant	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
moderný	nowocześnie	moderný	nowocześnie	ADJ;ANIM;NOM;MASC;SG	ADV
moderný	współczesna	moderný	współczesny	ADJ;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
francesco	francesco	francesco	francesco	PROPN;ANIM;NOM;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
mandát	mandat	mandát	mandat	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
mandát	mandatu	mandát	mandat	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
prejavy	przemowy	prejav	przemowy	N;INAN;NOM;MASC;PL	N;ACC;FEM;PL
prejavy	wystąpienia	prejav	wystąpienie	N;INAN;NOM;MASC;PL	N;GEN;NEUT;SG
kontroly	sterowanie	kontrola	sterować	N;NOM;FEM;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
kontroly	czeki	kontrola	czekać	N;NOM;FEM;PL	
vybrané	wybrano	vybraný	wybrać	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
dánska	dania	dánsky	danie	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
dánska	danii	dánsky	danie	ADJ;NOM;FEM;SG	
dánska	duńskim	dánsky	duński	ADJ;NOM;FEM;SG	ADJ;INS;MASC;SG
milión	milion	milión	milion	NUM;NOM;NEUT;SG	
milión	mln	milión	mlna	NUM;NOM;NEUT;SG	
milión	miliony	milión	miliony	NUM;NOM;NEUT;SG	
boys	boys	boys	boys	PROPN;ANIM;NOM;MASC;SG	
boys	chłopcy	boys	chłopiec	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;PL
boys	chłopaki	boys	chłopak	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;PL
producenti	producentów	producent	producent	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
producenti	producentom	producent	producent	N;ANIM;NOM;MASC;PL	N;DAT;MASC;PL
kss	kss	kss	ksiądz		
diskusiu	dyskusja	diskusia	dyskusja	N;ACC;FEM;SG	N;NOM;FEM;SG
diskusiu	omówienie	diskusia	omówienie	N;ACC;FEM;SG	N;NOM;NEUT;SG
diskusiu	dyskusji	diskusia	dyskusja	N;ACC;FEM;SG	N;GEN;FEM;SG
diskusiu	dyskusje	diskusia	dyskusja	N;ACC;FEM;SG	N;NOM;FEM;PL
set	ustaw	set	ustawa	N;INAN;NOM;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
set	set	set	set	N;INAN;NOM;MASC;SG	
spôsoby	maniery	spôsob	manier	N;INAN;NOM;MASC;PL	
spôsoby	metody	spôsob	metoda	N;INAN;NOM;MASC;PL	N;ACC;FEM;PL
spôsoby	metod	spôsob	metod	N;INAN;NOM;MASC;PL	N;GEN;FEM;PL
dosiahnutie	dotarcie	dosiahnutie	dotarcie	N;NOM;NEUT;SG	
syndróm	syndrom	syndróm	syndrom	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
individuálne	indywidualny	individuálne	indywidualny	ADV	ADJ;NOM;MASC;SG
individuálne	indywidualne	individuálne	indywidualny	ADV	ADJ;NOM;NEUT;SG
individuálne	poszczególnych	individuálne	poszczególny	ADV	ADJ;GEN;MASC;PL
pravdy	prawda	pravda	prawda	N;GEN;FEM;SG	N;NOM;FEM;SG
pravdy	prawdy	pravda	prawda	N;GEN;FEM;SG	
iau	iau	iau	ien	N;NOM;MASC;SG	
písmen	pisma	písmen	pismo	N;NOM;NEUT;PL	N;NOM;NEUT;SG
písmen	liter	písmen	liter	N;NOM;NEUT;PL	N;GEN;FEM;PL
písmen	listy	písmen	list	N;NOM;NEUT;PL	
písmen	litery	písmen	litera	N;NOM;NEUT;PL	N;ACC;FEM;PL
software	oprogramowania	softareň	oprogramowanie	N;INAN;NOM;MASC;SG	N;GEN;NEUT;SG
software	software	softareň	softwary	N;INAN;NOM;MASC;SG	
demo	demo	demo	demo	INTJ	
demo	demonstracja	demo	demonstracja	INTJ	N;NOM;FEM;SG
grafické	grafiki	grafický	grafika	ADJ;NOM;NEUT;SG	N;GEN;FEM;PL
grafické	grafika	grafický	grafika	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
grafické	grafiki	grafický	grafika	ADJ;NOM;NEUT;SG	N;GEN;FEM;PL
grafické	grafika	grafický	grafika	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
záliv	cove	záliv	cov	N;INAN;NOM;MASC;SG	
záliv	zatoce	záliv	zatoc	N;INAN;NOM;MASC;SG	
záliv	zatoki	záliv	zatok	N;INAN;NOM;MASC;SG	
záliv	bay	záliv	bać	N;INAN;NOM;MASC;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
romány	powieści	román	powieść	N;INAN;NOM;MASC;PL	N;GEN;FEM;SG
moon	księżyca	moon	księżyc	PROPN;ANIM;NOM;MASC;SG	N;GEN;MASC;SG
moon	moon	moon	moon	PROPN;ANIM;NOM;MASC;SG	
moon	księżycu	moon	księżyc	PROPN;ANIM;NOM;MASC;SG	N;GEN;MASC;SG
moon	księżyc	moon	księżyc	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
izraela	izrael	izrael	izrael	N;NOM;FEM;SG	PROPN;NOM;MASC;SG
spravodlivosti	sprawiedliwości	spravodlivosť	sprawiedliwość	N;NOM;FEM;PL	N;GEN;FEM;SG
spravodlivosti	sprawiedliwość	spravodlivosť	sprawiedliwość	N;NOM;FEM;PL	N;NOM;FEM;SG
spravodlivosti	uczciwość	spravodlivosť	uczciwość	N;NOM;FEM;PL	N;NOM;FEM;SG
regióny	regionów	región	region	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
kurt	kurt	kurt	kurt	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
kurt	kurta	kurt	kurta	PROPN;ANIM;NOM;MASC;SG	
samovraždu	samobójstwo	samovražda	samobójstwo	N;ACC;FEM;SG	N;NOM;NEUT;SG
samovraždu	samobójstwa	samovražda	samobójstwo	N;ACC;FEM;SG	N;GEN;NEUT;SG
osobu	osoba	osoba	osoba	N;ACC;FEM;SG	N;NOM;FEM;SG
osobu	osoby	osoba	osoba	N;ACC;FEM;SG	N;NOM;FEM;PL
