और	oraz	और	oraz		CONJ
उपग्रहों	satelitarnej	उपग्रह	satelitarny	N;ACC;MASC;PL;3	ADJ;GEN;FEM;SG
उपग्रहों	satelitarna	उपग्रह	satelitarny	N;ACC;MASC;PL;3	ADJ;NOM;FEM;SG
नम	wilgotna	नम	wilgotny		ADJ;NOM;FEM;SG
नम	wilgotne	नम	wilgotny		ADJ;NOM;NEUT;SG
नम	wilgotna	नम	wilgotny		ADJ;NOM;FEM;SG
नम	wilgotne	नम	wilgotny		ADJ;NOM;NEUT;SG
परमात्मा	bosko	परमात्मा	bosko	PROPN;NOM;FEM;SG;3	
परमात्मा	boskie	परमात्मा	boski	PROPN;NOM;FEM;SG;3	ADJ;NOM;NEUT;SG
परमात्मा	boska	परमात्मा	boska	PROPN;NOM;FEM;SG;3	
परमात्मा	boski	परमात्मा	bosk	PROPN;NOM;FEM;SG;3	ADJ;NOM;MASC;SG
वाक्यांश	zwrotów	वाक्यांश	zwrót	N;NOM;MASC;SG;3	N;GEN;MASC;PL
वाक्यांश	zwroty	वाक्यांश	zwrót	N;NOM;MASC;SG;3	N;NOM;MASC;PL
वाक्यांश	strun	वाक्यांश	struna	N;NOM;MASC;SG;3	
मकबरा	grobie	मकबरा	grób	PROPN;NOM;MASC;SG;3	N;DAT;MASC;SG
मकबरा	nagrobek	मकबरा	nagrobek	PROPN;NOM;MASC;SG;3	N;ACC;MASC;SG
मकबरा	grób	मकबरा	grób	PROPN;NOM;MASC;SG;3	N;ACC;MASC;SG
मकबरा	grobowiec	मकबरा	grobowiec	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
मकबरा	pomnik	मकबरा	pomnik	PROPN;NOM;MASC;SG;3	N;ACC;MASC;SG
मकबरा	mauzoleum	मकबरा	mauzoleum	PROPN;NOM;MASC;SG;3	
सराहना	doceniam	सराहना	doceniać	N;NOM;FEM;SG;3	V;IPFV;IND;SG;1;PRS;FIN;ACT
मार्केट	rynku	मार्केट	rynek	N;NOM;MASC;SG;3	N;GEN;MASC;SG
मार्केट	market	मार्केट	market	N;NOM;MASC;SG;3	
मंगलवार	wtorek	मंगलवार	wtorek	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
मंगलवार	wtorki	मंगलवार	wtorek	PROPN;NOM;MASC;SG;3	N;ACC;MASC;PL
जाहिर	najwidoczniej	जाहिर	dydotocznie	ADJ	ADV;CMPR
जाहिर	najwyraźniej	जाहिर	wyraźnie	ADJ	ADV;RL
जाहिर	widocznie	जाहिर	widocznie	ADJ	ADV
किताबें	książek	किताब	książka	N;NOM;FEM;PL;3	N;GEN;FEM;PL
हिटलर	hitlera	हिटलर	hitler	PROPN;NOM;MASC;SG;3	N;ACC;MASC;SG
हिटलर	hitler	हिटलर	hitler	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
सीख	nauka	सीख	nauka	V;FIN;ACT	N;NOM;FEM;SG
वैन	vana	वैन	van	N;NOM;FEM;SG;3	N;ACC;MASC;SG
वैन	van	वैन	van	N;NOM;FEM;SG;3	PROPN;NOM;MASC;SG
सीईओ	ceo	सीईओ	ceo	N;NOM;MASC;SG;3	
विस्फोटक	wybuchowe	विस्फोटक	wybuchowy	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
जीवविज्ञान	biologii	जीवविज्ञान	biologia	N;NOM;FEM;SG;3	N;GEN;FEM;SG
वृत्तचित्र	dokument	वृत्तचित्र	dokument	N;NOM;MASC;SG;3	N;ACC;MASC;SG
आपातकालीन	nagł	आपातकालीन	nagł	N;NOM;MASC;SG;3	V;PFV;MASC;IND;SG;PST;FIN;ACT
आपातकालीन	awaryjne	आपातकालीन	awaryjny	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
सनातन	wiecznego	सनातन	wieczny	PROPN;NOM;MASC;SG;3	ADJ;ACC;MASC;SG
सनातन	wieczne	सनातन	wieczny	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
सनातन	wieczna	सनातन	wieczna	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
सनातन	wieczny	सनातन	wieczny	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
तुर्क	turcja	तुर्क	turcja	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
तुर्क	indyk	तुर्क	indyk	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
तुर्क	turcji	तुर्क	turcja	PROPN;NOM;MASC;SG;3	PROPN;GEN;FEM;SG
तुर्क	turka	तुर्क	turka	PROPN;NOM;MASC;SG;3	
तुर्क	turk	तुर्क	turk	PROPN;NOM;MASC;SG;3	
संकर	hybrydowy	संकर	hybrydowy		ADJ;NOM;MASC;SG
प्रो	prof	प्रो	prof	PROPN;NOM;MASC;SG;3	
प्रो	zawodowiec	प्रो	zawodowiec	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
प्रो	pro	प्रो	pro	PROPN;NOM;MASC;SG;3	
बोस्टन	bostonie	बोस्टन	boston	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
बोस्टन	boston	बोस्टन	boston	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
बोस्टन	bostonu	बोस्टन	boston	PROPN;NOM;MASC;SG;3	N;GEN;MASC;SG
स्तन	piersi	स्तन	pierś	N;NOM;MASC;SG;3	
स्तन	piersi	स्तन	pierś	N;NOM;MASC;SG;3	
स्तन	pierś	स्तन	pierś	N;NOM;MASC;SG;3	
स्तन	piersi	स्तन	pierś	N;NOM;MASC;SG;3	
आदिम	prymitywne	आदिम	prymitywny		ADJ;NOM;NEUT;SG
आदिम	prymitywny	आदिम	prymitywny		ADJ;NOM;MASC;SG
लिखकर	pisanie	लिख	pisać	V;V.CVB	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
लिखकर	pismo	लिख	pismo	V;V.CVB	N;NOM;NEUT;SG
सल्तनत	sułtanat	सल्तनत	sułtanat	PROPN;NOM;FEM;SG;3	N;NOM;MASC;SG
वाटर	wody	वाटर	woda	N;NOM;MASC;SG;3	N;GEN;FEM;SG
सूरी	suri	सूरी	suria	PROPN;NOM;FEM;SG;3	
प्रथाओं	konwencje	प्रथा	konwencja	N;ACC;MASC;PL;3	N;NOM;FEM;PL
प्रथाओं	konwencji	प्रथा	konwencja	N;ACC;MASC;PL;3	N;GEN;FEM;SG
नाईट	rycerze	नाईट	rycerz	N;NOM;FEM;SG;3	N;NOM;MASC;PL
नाईट	knight	नाईट	knight	N;NOM;FEM;SG;3	
रॉ	surowy	रॉ	surowy	N;NOM;FEM;SG;3	ADJ;NOM;MASC;SG
रॉ	surowego	रॉ	surowy	N;NOM;FEM;SG;3	ADJ;ACC;MASC;SG
रॉ	surowe	रॉ	surowy	N;NOM;FEM;SG;3	ADJ;NOM;NEUT;SG
रॉ	surowa	रॉ	surowy	N;NOM;FEM;SG;3	ADJ;NOM;FEM;SG
औरत	kobiety	औरत	kobieta	N;NOM;FEM;SG;3	N;NOM;FEM;PL
चाँद	księżyca	चाँद	księżyc	N;NOM;MASC;SG;3	N;GEN;MASC;SG
चाँद	moon	चाँद	moon	N;NOM;MASC;SG;3	
चाँद	księżycu	चाँद	księżyc	N;NOM;MASC;SG;3	N;GEN;MASC;SG
निकासी	ewakuacji	निकासी	ewakuacja	N;NOM;FEM;SG;3	N;GEN;FEM;SG
भूटान	bhutan	भूटान	bhutan	PROPN;NOM;MASC;SG;3	
जॉनसन	johnsona	जॉनसन	johnsona	PROPN;NOM;MASC;SG;3	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
जॉनसन	johnson	जॉनसन	johnson	PROPN;NOM;MASC;SG;3	
त्रिकोण	trójkąta	त्रिकोण	trójkąty	N;NOM;MASC;SG;3	
त्रिकोण	trójkąt	त्रिकोण	trójkąt	N;NOM;MASC;SG;3	N;ACC;MASC;SG
साइबेरिया	syberii	साइबेरिया	syberia	PROPN;NOM;MASC;SG;3	N;GEN;FEM;SG
विकृति	warp	विकृति	warp	N;NOM;FEM;SG;3	
हिंदुओं	hindusi	हिंदू	hindus	N;ACC;MASC;PL;3	N;NOM;MASC;PL
सारांश	streszczenie	सारांश	streszczenie	PROPN;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
सारांश	streszczenie	सारांश	streszczenie	PROPN;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
सारांश	zestawienie	सारांश	zestawienie	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
सारांश	podsumowanie	सारांश	podsumowanie	PROPN;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
नियामक	regulacyjny	नियामक	regulacyjny	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
नियामक	regulacyjnych	नियामक	regulacyjny	N;NOM;MASC;SG;3	ADJ;GEN;MASC;PL
नियामक	regulacyjne	नियामक	regulacyjny	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
संवेदनशीलता	wrażliwości	संवेदनशीलता	wrażliwość	N;NOM;FEM;SG;3	N;GEN;FEM;SG
सुगंधित	pachnące	सुगंधित	pachnąć	N;NOM;MASC;SG;3	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
दूरस्थ	zdalne	दूरस्थ	zdalny		ADJ;NOM;NEUT;SG
दूरस्थ	zdalnego	दूरस्थ	zdalny		ADJ;ACC;MASC;SG
दूरस्थ	odległy	दूरस्थ	odlec		V;PFV;MASC;IND;SG;PST;FIN;ACT
दूरस्थ	pilot	दूरस्थ	pilot		N;NOM;MASC;SG
करेगी	will	कर	will	V;FEM;IND;SG;3;FUT;FIN;ACT	V;PFV;IND;SG;2;PRS;FIN;ACT
करेगी	willa	कर	willa	V;FEM;IND;SG;3;FUT;FIN;ACT	N;NOM;FEM;SG
अपराधों	zbrodnie	अपराध	zbrodnie	N;ACC;MASC;PL;3	N;NOM;FEM;SG
अपराधों	przestępstwa	अपराध	przestępstwo	N;ACC;MASC;PL;3	N;NOM;NEUT;SG
अपराधों	zbrodni	अपराध	zbrodnia	N;ACC;MASC;PL;3	
अपराधों	przestępstwo	अपराध	przestępstwo	N;ACC;MASC;PL;3	N;NOM;NEUT;SG
अपराधों	przestępczość	अपराध	przestępczość	N;ACC;MASC;PL;3	N;NOM;FEM;SG
अपराधों	przestępstwa	अपराध	przestępstwo	N;ACC;MASC;PL;3	N;NOM;NEUT;SG
अपराधों	zbrodnie	अपराध	zbrodnie	N;ACC;MASC;PL;3	N;NOM;FEM;SG
अपराधों	zbrodni	अपराध	zbrodnia	N;ACC;MASC;PL;3	
अपराधों	zbrodnia	अपराध	zbrodnia	N;ACC;MASC;PL;3	N;NOM;FEM;SG
लौकिक	kosmiczne	लौकिक	kosmiczny	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
लौकिक	kosmiczna	लौकिक	kosmiczny	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
लौकिक	kosmiczny	लौकिक	kosmiczny	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
शिक्षकों	nauczycielom	शिक्षक	nauczyciel	N;ACC;MASC;PL;3	N;DAT;MASC;PL
शिक्षकों	nauczyciele	शिक्षक	nauczyciel	N;ACC;MASC;PL;3	N;NOM;MASC;PL
शिक्षकों	nauczycielki	शिक्षक	nauczycielka	N;ACC;MASC;PL;3	N;GEN;FEM;PL
चिड़ियाघर	zoo	चिड़ियाघर	zoo	N;NOM;MASC;SG;3	
मेजबान	gospodarza	मेजबान	gospodarz	N;NOM;MASC;SG;3	N;ACC;MASC;SG
मेजबान	przyjmujące	मेजबान	przyjmujący	N;NOM;MASC;SG;3	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
सतीश	satish	सतीश	satish	PROPN;NOM;MASC;SG;3	
दूरबीन	lornetkę	दूरबीन	lornetka	N;NOM;FEM;SG;3	N;ACC;FEM;SG
बालू	piasek	बालू	piasek		N;NOM;MASC;SG
बालू	piasku	बालू	piasek		N;GEN;MASC;SG
चार्ज	ładunek	चार्ज	ładunek	N;NOM;MASC;SG;3	N;ACC;MASC;SG
चार्ज	naładowane	चार्ज	naładować	N;NOM;MASC;SG;3	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
इक्विटी	kapitałowych	इक्विटी	kapitałowy	N;NOM;FEM;SG;3	ADJ;GEN;MASC;PL
लोड	obciążenia	लोड	obciążenie	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
लोड	ładunek	लोड	ładunek	N;NOM;MASC;SG;3	N;ACC;MASC;SG
सूरत	surat	सूरत	surat	N;NOM;FEM;SG;3	V;IPFV;IND;SG;2;PRS;FIN;ACT
मणि	mani	मणि	manić	PROPN;NOM;FEM;SG;3	
उद्धरण	cytaty	उद्धरण	cytat	N;NOM;MASC;SG;3	N;NOM;MASC;PL
उद्धरण	cytuję	उद्धरण	cytować	N;NOM;MASC;SG;3	V;IPFV;IND;SG;1;PRS;FIN;ACT
मार्क्सवादी	marksistowsko	मार्क्सवादी	marksistowsko	PROPN;NOM;MASC;SG;3	ADV
नकली	fałszerstwo	नकली	fałszerstwo		N;NOM;NEUT;SG
नकली	fałszywy	नकली	fałszywa		ADJ;NOM;MASC;SG
नकली	fałszywe	नकली	fałszywy		ADJ;NOM;NEUT;SG
नकली	fałszywa	नकली	fałszywać		ADJ;NOM;FEM;SG
पूर्वानुमान	przepowiednie	पूर्वानुमान	przepowiednia	N;NOM;MASC;SG;3	N;NOM;FEM;PL
पूर्वानुमान	prognozy	पूर्वानुमान	prognoza	N;NOM;MASC;SG;3	N;ACC;FEM;PL
पूर्वानुमान	prognozy	पूर्वानुमान	prognoza	N;NOM;MASC;SG;3	N;ACC;FEM;PL
सुदृढ़	solidne	सुदृढ़	solidny		ADJ;NOM;NEUT;SG
स्वयंसेवक	chętnych	स्वयंसेवक	chętny	N;NOM;MASC;SG;3	N;GEN;MASC;PL
स्वयंसेवक	ochotnicy	स्वयंसेवक	ochotnik	N;NOM;MASC;SG;3	N;NOM;MASC;PL
स्वयंसेवक	wolontariuszy	स्वयंसेवक	wolontariusz	N;NOM;MASC;SG;3	N;GEN;MASC;PL
स्वयंसेवक	ochotników	स्वयंसेवक	ochotnik	N;NOM;MASC;SG;3	N;ACC;MASC;PL
स्वयंसेवक	ochotnika	स्वयंसेवक	ochotnik	N;NOM;MASC;SG;3	N;ACC;MASC;SG
ईंट	cegła	ईंट	cegła		N;NOM;FEM;SG
ईंट	diamenty	ईंट	diament		N;ACC;MASC;PL
दस्तावेज़	dokumenty	दस्तावेज़	dokument	N;NOM;MASC;SG;3	N;NOM;MASC;PL
दस्तावेज़	dokument	दस्तावेज़	dokument	N;NOM;MASC;SG;3	N;ACC;MASC;SG
दस्तावेज़	dokumentu	दस्तावेज़	dokument	N;NOM;MASC;SG;3	N;GEN;MASC;SG
दस्तावेज़	dokumenty	दस्तावेज़	dokument	N;NOM;MASC;SG;3	N;NOM;MASC;PL
दस्तावेज़	dokumentów	दस्तावेज़	dokument	N;NOM;MASC;SG;3	N;GEN;MASC;PL
दस्तावेज़	doc	दस्तावेज़	doc	N;NOM;MASC;SG;3	
पासवर्ड	haseł	पासवर्ड	haseł	N;NOM;MASC;SG;3	N;GEN;FEM;PL
परिश्रम	staranności	परिश्रम	staranność		N;GEN;FEM;SG
ड्रैगन	smoka	ड्रैगन	smoka	PROPN;NOM;MASC;SG;3	N;ACC;MASC;SG
ड्रैगन	smok	ड्रैगन	smok	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
ड्रैगन	dragon	ड्रैगन	dragon	PROPN;NOM;MASC;SG;3	
रोजर	roger	रोजर	roger	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
स्कैन	skanowania	स्कैन	skanowanie	N;NOM;MASC;SG;3	N;GEN;NEUT;SG
जिक्र	wspomnieć	जिक्र	wspomnieć	N;NOM;MASC;SG;3	V;PFV;NFIN;ACT
हान	hana	हान	han		V;IPFV;IND;SG;PRS;FIN;ACT
हान	han	हान	han		PROPN;NOM;MASC;SG
पेट्रोल	benzyna	पेट्रोल	benzyna	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PRS;FIN;ACT
पेट्रोल	benzyny	पेट्रोल	benzyna	N;NOM;MASC;SG;3	
पेट्रोल	benzyna	पेट्रोल	benzyna	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PRS;FIN;ACT
पेट्रोल	benzyny	पेट्रोल	benzyna	N;NOM;MASC;SG;3	
इंटरफेस	interfejsu	इंटरफेस	interfejs	N;NOM;MASC;SG;3	N;GEN;MASC;SG
इंटरफेस	tłumacz	इंटरफेस	tłumacz	N;NOM;MASC;SG;3	V;IPFV;IND;SG;PST;FIN;ACT
इंटरफेस	tłumacza	इंटरफेस	tłumacz	N;NOM;MASC;SG;3	
इंटरफेस	przechwycić	इंटरफेस	przechwycić	N;NOM;MASC;SG;3	V;PFV;NFIN;ACT
इंटरफेस	ingerencji	इंटरफेस	ingerencja	N;NOM;MASC;SG;3	N;DAT;FEM;SG
इंटरफेस	zakłócenia	इंटरफेस	zakłócenie	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
नायिका	bohatera	नायिका	bohatera	N;NOM;FEM;SG;3	N;ACC;MASC;SG
नायिका	hero	नायिका	hero	N;NOM;FEM;SG;3	
नायिका	bohaterze	नायिका	bohatera	N;NOM;FEM;SG;3	N;DAT;MASC;SG
फॉक्स	lisie	फॉक्स	lisa	PROPN;NOM;MASC;SG;3	
फॉक्स	fox	फॉक्स	fox	PROPN;NOM;MASC;SG;3	
फॉक्स	lis	फॉक्स	lis	PROPN;NOM;MASC;SG;3	
हड़ताल	strike	हड़ताल	strik	N;NOM;FEM;SG;3	
यमन	jemenie	यमन	jemen	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
आश्रित	zależny	आश्रित	zależny		ADJ;NOM;MASC;SG
आश्रित	zależne	आश्रित	zależny		ADJ;NOM;NEUT;SG
स्टैनफोर्ड	stanford	स्टैनफोर्ड	stanford	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
चार्ली	charlie	चार्ली	charlie	PROPN;NOM;MASC;SG;3	
चार्ली	charliego	चार्ली	charlić	PROPN;NOM;MASC;SG;3	
रावल	rawal	रावल	rawal	PROPN;NOM;MASC;SG;3	
पेशी	mięśnie	पेशी	mięsień	N;NOM;FEM;SG;3	N;NOM;MASC;PL
पेशी	mięśni	पेशी	mięsień	N;NOM;FEM;SG;3	N;GEN;MASC;PL
मीरा	meera	मीरा	meer	PROPN;NOM;FEM;SG;3	
स्टोरी	story	स्टोरी	stora	N;NOM;FEM;SG;3	
सिपाही	żołnierz	सिपाही	żołnierz	N;NOM;MASC;PL;3	N;NOM;MASC;SG
सिपाही	żołnierzu	सिपाही	żołnierz	N;NOM;MASC;PL;3	N;DAT;MASC;SG
फ्लैश	platformie	फ्लैश	platforma	N;NOM;MASC;SG;3	N;ACC;MASC;SG
फ्लैश	błysk	फ्लैश	błysk	N;NOM;MASC;SG;3	
फ्लैश	flash	फ्लैश	flash	N;NOM;MASC;SG;3	
निरन्तर	ciągła	निरन्तर	ciągły		V;IPFV;FEM;IND;SG;PST;FIN;ACT
निरन्तर	ciągł	निरन्तर	ciąg		V;IPFV;MASC;IND;SG;PST;FIN;ACT
निरन्तर	ciągły	निरन्तर	ciągły		N;NOM;MASC;SG
निरन्तर	ciągłego	निरन्तर	ciągły		ADJ;ACC;MASC;SG
दीन	deen	दीन	deen	PROPN;NOM;MASC;SG;3	
दीन	din	दीन	din	PROPN;NOM;MASC;SG;3	
संग	śpiewała	संग	śpiewać	N;NOM;MASC;SG;3	V;IPFV;FEM;IND;SG;PST;FIN;ACT
संग	sang	संग	sang	N;NOM;MASC;SG;3	
संग	śpiewał	संग	śpiewać	N;NOM;MASC;SG;3	V;IPFV;MASC;IND;SG;PST;FIN;ACT
जिमी	jimmy	जिमी	jimmy	PROPN;NOM;MASC;SG;3	V;IPFV;IND;SG;PRS;FIN;ACT
मुलायम	miękka	मुलायम	miękki	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
मुलायम	miękkie	मुलायम	miękki	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
मुलायम	miękki	मुलायम	miękki	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
दही	jogurt	दह	jogurt	PROPN;NOM;MASC;SG;3	N;ACC;MASC;SG
दही	twaróg	दह	twaróg	PROPN;NOM;MASC;SG;3	N;ACC;MASC;SG
टर्मिनस	terminus	टर्मिनस	terminus	PROPN;NOM;MASC;SG;3	V;IPFV;IND;SG;PRS;FIN;ACT
चटर्जी	chatterjee	चटर्जी	chatterja	PROPN;NOM;SG;3	
अमीरात	emirat	अमीरात	emirat	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
अमीरात	emiraty	अमीरात	emirat	PROPN;NOM;MASC;SG;3	
एंटी	anty	एंटी	ant	N;NOM;MASC;SG;3	
महिमा	chwała	महिमा	chwały	PROPN;NOM;FEM;SG;3	V;IPFV;FEM;IND;SG;PST;FIN;ACT
महिमा	chwały	महिमा	chwały	PROPN;NOM;FEM;SG;3	
महिमा	glory	महिमा	glora	PROPN;NOM;FEM;SG;3	
शेक्सपियर	szekspira	शेक्सपियर	szekspira	PROPN;NOM;MASC;SG;3	
शेक्सपियर	shakespeare	शेक्सपियर	shakespeare	PROPN;NOM;MASC;SG;3	V;IPFV;IND;SG;PRS;FIN;ACT
शेक्सपियर	szekspir	शेक्सपियर	szekspir	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
अवशोषित	wchłonąć	अवशोषित	wchłonąć	ADJ	V;PFV;NFIN;ACT
दर्शाती	wystawy	दर्शा	wystawa	V;IPFV;FEM;SG;V.PTCP;ACT	N;ACC;FEM;SG
मिथुन	gemini	मिथुन	gemin	PROPN;NOM;MASC;SG;3	
मिथुन	bliźnięta	मिथुन	bliźnąć	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
रूट	trasy	रूट	trasa	N;NOM;MASC;SG;3	N;ACC;FEM;PL
रूट	szlaki	रूट	szlak	N;NOM;MASC;SG;3	N;NOM;MASC;PL
रूट	tras	रूट	tras	N;NOM;MASC;SG;3	N;GEN;FEM;PL
रूट	drodze	रूट	droga	N;NOM;MASC;SG;3	N;DAT;FEM;SG
रूट	trasy	रूट	trasa	N;NOM;MASC;SG;3	N;ACC;FEM;PL
रूट	root	रूट	root	N;NOM;MASC;SG;3	
आकस्मिक	przypadkowe	आकस्मिक	przypadkowy	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
आकस्मिक	przypadkowa	आकस्मिक	przypadkowy	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
आकस्मिक	przypadkowy	आकस्मिक	przypadkowy	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
फिलिप्स	philips	फिलिप्स	philips	N;NOM;MASC;SG;3	
सार्वभौमिक	uniwersalne	सार्वभौमिक	uniwersalny	PROPN;NOM;SG;3	ADJ;NOM;NEUT;SG
सार्वभौमिक	universal	सार्वभौमिक	universal	PROPN;NOM;SG;3	
सार्वभौमिक	uniwersalny	सार्वभौमिक	uniwersalny	PROPN;NOM;SG;3	ADJ;NOM;MASC;SG
सार्वभौमिक	powszechnej	सार्वभौमिक	powszechny	PROPN;NOM;SG;3	ADJ;GEN;FEM;SG
सार्वभौमिक	powszechne	सार्वभौमिक	powszechny	PROPN;NOM;SG;3	ADJ;NOM;NEUT;SG
डाक्टर	doktorze	डाक्टर	doktor	N;NOM;MASC;SG;3	
व्यर्थ	daremne	व्यर्थ	daremny	ADP	
व्यर्थ	bezużyteczny	व्यर्थ	bezużyteczny	ADP	ADJ;NOM;MASC;SG
व्यर्थ	bezużyteczne	व्यर्थ	bezużyteczny	ADP	ADJ;NOM;NEUT;SG
महाद्वीपीय	continental	महाद्वीपीय	continental	ADJ;NOM	
इस्तीफा	rezygnacji	इस्तीफा	rezygnacja	N;NOM;MASC;SG;3	N;GEN;FEM;SG
इस्तीफा	rezygnację	इस्तीफा	rezygnacja	N;NOM;MASC;SG;3	N;ACC;FEM;SG
इस्तीफा	zrezygnować	इस्तीफा	zrezygnować	N;NOM;MASC;SG;3	V;PFV;NFIN;ACT
गिरा	upadek	गिर	upadek	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;MASC;SG
गिरा	jesień	गिर	jesień	V;PFV;MASC;SG;V.PTCP;ACT	
ध्येय	powoduje	ध्येय	powodować	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PRS;FIN;ACT
ध्येय	przyczyny	ध्येय	przyczyna	N;NOM;MASC;SG;3	N;ACC;FEM;PL
ध्येय	przyczyn	ध्येय	przyczyna	N;NOM;MASC;SG;3	N;GEN;FEM;PL
ताइवान	tajwan	ताइवान	tajwan	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
ताइवान	tajwanu	ताइवान	tajwan	PROPN;NOM;MASC;SG;3	PROPN;GEN;MASC;SG
ताइवान	taipei	ताइवान	taipea	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
पल	moments	पल	moments	N;NOM;MASC;SG;3	
पल	chwil	पल	chwila	N;NOM;MASC;SG;3	N;GEN;FEM;PL
पल	momenty	पल	moment	N;NOM;MASC;SG;3	N;NOM;MASC;PL
पल	momentami	पल	moment	N;NOM;MASC;SG;3	N;INS;MASC;PL
पल	chwili	पल	chwila	N;NOM;MASC;SG;3	N;GEN;FEM;SG
पहुँचे	osiągnięta	पहुँच	osiągnąć	V;PFV;MASC;PL;V.PTCP;ACT	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
पहुँचे	osiągnięte	पहुँच	osiągnąć	V;PFV;MASC;PL;V.PTCP;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
पहुँचे	osiągnął	पहुँच	osiągnąć	V;PFV;MASC;PL;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
पहुँचे	osiągnięty	पहुँच	osiągnięty	V;PFV;MASC;PL;V.PTCP;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
डाले	daley	डाल	dale	V;PFV;MASC;PL;V.PTCP;ACT	
कलाम	kalam	कलाम	kalać	PROPN;NOM;MASC;SG;3	
उच्चतर	wyżej	उच्चतर	wysoko		ADV;CMPR
उच्चतर	wyższe	उच्चतर	wysoki		ADJ;NOM;CMPR;NEUT;SG
उच्चतर	wyższy	उच्चतर	wysoki		ADJ;NOM;CMPR;MASC;SG
उच्चतर	wyższa	उच्चतर	wysoki		ADJ;NOM;CMPR;FEM;SG
अयस्क	ruda	अयस्क	rudy	N;NOM;MASC;SG;3	
अयस्क	rudy	अयस्क	ruda	N;NOM;MASC;SG;3	
अभिनेताओं	aktorzy	अभिनेता	aktor	N;ACC;MASC;PL;3	N;NOM;MASC;PL
अत्याचार	okrucieństwa	अत्याचार	okrucieństwo	N;NOM;MASC;SG;3	N;GEN;NEUT;SG
बहाव	drift	बहाव	drift	N;NOM;MASC;SG;3	
ट्यूमर	guza	ट्यूमर	guz	N;NOM;MASC;SG;3	N;GEN;MASC;SG
दाँत	zęba	दाँत	zęba	N;NOM;MASC;SG;3	
हिन्दुस्तानी	hindustani	हिन्दुस्तानी	hindustan	PROPN;NOM;MASC;SG;3	
एबरडीन	aberdeen	एबरडीन	aberdeen	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
इंकार	odmówić	इंकार	odmówić	N;NOM;MASC;SG;3	V;PFV;NFIN;ACT
गोविंद	govind	गोविंद	govind	PROPN;NOM;MASC;SG;3	
