और	ve	और	ve		CONJ
सूचक	pointer	सूचक	pointer		N;NOM;SG;3
प्रतियोगिताओं	yarışmalar	प्रतियोगिता	yarış	N;ACC;FEM;PL;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
प्रतियोगिताओं	yarışmaları	प्रतियोगिता	yarış	N;ACC;FEM;PL;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
दलित	dalit	दलित	dalit	N;NOM;MASC;SG;3	
दलित	mazlum	दलित	mazlum	N;NOM;MASC;SG;3	
सुई	iğne	सुई	iğne		N;NOM;SG;3
होगन	hogan	होगन	hogan	PROPN;NOM;MASC;SG;3	
प्रोजेक्ट	proje	प्रोजेक्ट	proje	N;NOM;MASC;SG;3	
प्रोजेक्ट	projelerin	प्रोजेक्ट	proje	N;NOM;MASC;SG;3	N;GEN;PL;3
प्रोजेक्ट	proje	प्रोजेक्ट	proje	N;NOM;MASC;SG;3	
प्रोजेक्ट	projeleri	प्रोजेक्ट	proje	N;NOM;MASC;SG;3	N;ACC;PL;3
प्रोजेक्ट	projeler	प्रोजेक्ट	proje	N;NOM;MASC;SG;3	N;NOM;PL;3
संज्ञानात्मक	bilişsel	संज्ञानात्मक	bilişsel	N;NOM;MASC;SG;3	
फिलिप	phillip	फिलिप	phillip	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
फिलिप	philip	फिलिप	phil	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
फिलिप	filip	फिलिप	fil	PROPN;NOM;MASC;SG;3	
शोधकर्ताओं	araştırmacılar	शोधकर्ता	araştır	N;ACC;MASC;PL;3	N;NOM;PL;3
स्कॉटिश	iskoç	स्कॉटिश	iskoç	PROPN;NOM;MASC;SG;3	
कस्बा	town	कस्बा	town	N;NOM;MASC;SG;3	PROPN;NOM;SG;3
कस्बा	kasaba	कस्बा	kasaba	N;NOM;MASC;SG;3	
कस्बा	şehir	कस्बा	şehir	N;NOM;MASC;SG;3	
आरेख	diyagramı	आरेख	diyagram	N;NOM;MASC;SG;3	N;ACC;SG;3
बैडमिंटन	badminton	बैडमिंटन	badminton	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
फ्री	ücretsiz	फ्री	ücretsiz		ADJ
वास्तु	mimar	वास्तु	mimar	N;NOM;MASC;SG;3	
वास्तु	mimarlık	वास्तु	mimarlık	N;NOM;MASC;SG;3	
वास्तु	mimari	वास्तु	mimar	N;NOM;MASC;SG;3	
मिर्च	biber	मिर्च	biber	N;NOM;FEM;SG;3	
मणिपुर	manipur	मणिपुर	manipur	PROPN;NOM;MASC;SG;3	
स्थिरता	istikrar	स्थिरता	istikrar	N;NOM;FEM;SG;3	
स्थिरता	kararlılık	स्थिरता	kararlılık	N;NOM;FEM;SG;3	
स्थिरता	sürdürülebilirlik	स्थिरता	sür	N;NOM;FEM;SG;3	V;IPFV;POT;SG;3;POS
फ्रैंक	frank	फ्रैंक	frank	PROPN;NOM;MASC;SG;3	
चिली	şili	चिली	şili	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
स्राव	boşaltma	स्राव	boşal	N;NOM;MASC;SG;3	V;PFV;IMP;SG;2;NEG;PRS;CAUS
स्राव	tahliye	स्राव	tahli	N;NOM;MASC;SG;3	
स्राव	terhis	स्राव	terhis	N;NOM;MASC;SG;3	
स्राव	taburcu	स्राव	taburcu	N;NOM;MASC;SG;3	
स्राव	salgı	स्राव	salgı	N;NOM;MASC;SG;3	
देरी	erteleme	देरी	ertele	N;NOM;FEM;SG;3	
देरी	gecikme	देरी	gecik	N;NOM;FEM;SG;3	
देरी	gec	देरी	gec	N;NOM;FEM;SG;3	
देरी	geç	देरी	geç	N;NOM;FEM;SG;3	
देरी	gecikmeler	देरी	gecik	N;NOM;FEM;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
देरी	gecikmiş	देरी	gecik	N;NOM;FEM;SG;3	V;PFV;NFH;IND;SG;3;POS;PST
देरी	gecikti	देरी	gecik	N;NOM;FEM;SG;3	
देरी	ertelendi	देरी	ertele	N;NOM;FEM;SG;3	V;PFV;IND;SG;3;POS;PST;PASS
नारंगी	orange	नारंगा	orange	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
नारंगी	portakal	नारंगा	portakal	PROPN;NOM;MASC;SG;3	
नारंगी	turuncu	नारंगा	turuncu	PROPN;NOM;MASC;SG;3	
नारियल	hindistancevizi	नारियल	hindistanceviz	N;NOM;MASC;SG;3	N;ACC;SG;3
प्रतिनिधियों	temsilcileri	प्रतिनिधि	temsilci	N;ACC;MASC;PL;3	N;NOM;PL;3
प्रतिनिधियों	temsilciler	प्रतिनिधि	temsilci	N;ACC;MASC;PL;3	N;NOM;PL;3
बॉन्ड	senet	बॉन्ड	senet	PROPN;NOM;MASC;SG;3	
बॉन्ड	bağ	बॉन्ड	bağ	PROPN;NOM;MASC;SG;3	
बॉन्ड	tahvil	बॉन्ड	tahvil	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
बॉन्ड	bond	बॉन्ड	bond	PROPN;NOM;MASC;SG;3	
चयनित	seçilmiş	चयनित	seç	PROPN;NOM;MASC;SG;3	V;PFV;NFH;IND;SG;3;POS;PST;PASS
चयनित	seçilen	चयनित	seç	PROPN;NOM;MASC;SG;3	V;PFV;IND;POS;PRS;V.PTCP;PASS
चयनित	seçili	चयनित	seçili	PROPN;NOM;MASC;SG;3	
चयनित	seçildi	चयनित	seç	PROPN;NOM;MASC;SG;3	V;PFV;IND;SG;3;POS;PST;PASS
भेदभाव	ayrım	भेदभाव	ayrım	N;NOM;MASC;SG;3	
आदर	saygılar	आदर	saygı		N;NOM;PL;3
आदर	revere	आदर	rever		PROPN;NOM;SG;3
घट	pot	घट	pot	V;SG;ACT	
घट	ot	घट	ot	V;SG;ACT	
घट	esrar	घट	esrar	V;SG;ACT	
जोसेफ	yusuf	जोसेफ	yusuf	PROPN;NOM;MASC;SG;3	
जोसेफ	joseph	जोसेफ	joseph	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
घंटा	saatleri	घंटा	saat	N;NOM;MASC;SG;3	N;ACC;PL;3
घंटा	saatlerce	घंटा	saatlerce	N;NOM;MASC;SG;3	ADV
घंटा	saatler	घंटा	saat	N;NOM;MASC;SG;3	N;NOM;PL;3
घंटा	saat	घंटा	saat	N;NOM;MASC;SG;3	
मुखिया	şef	मुखिया	şef	N;NOM;MASC;SG;3	
मुखिया	reis	मुखिया	reis	N;NOM;MASC;SG;3	
मानवता	insanlığı	मानवता	insanlık	N;NOM;FEM;SG;3	N;ACC;SG;3
सहकारी	işbirlikçi	सहकारी	işbirlikçi	N;NOM	
दुश्मन	düşman	दुश्मन	düşman	N;NOM;MASC;SG;3	
दुश्मन	düşman	दुश्मन	düşman	N;NOM;MASC;SG;3	
लीटर	litre	लीटर	litre	N;NOM;MASC;SG;3	
लीटर	litre	लीटर	litre	N;NOM;MASC;SG;3	
गुर्दे	böbrekleri	गुर्दा	böbrek	N;NOM;MASC;SG;3	N;ACC;PL;3
गुर्दे	böbrek	गुर्दा	böbrek	N;NOM;MASC;SG;3	
मीनार	minar	मीनार	minar	N;NOM;FEM;SG;3	
मीनार	kule	मीनार	kule	N;NOM;FEM;SG;3	
द्वितीयक	ikincil	द्वितीयक	ikincil	N;NOM;MASC;SG;3	
वक़्त	vakit	वक़्त	vakit	N;NOM;MASC;SG;3	
वक़्त	time	वक़्त	tim	N;NOM;MASC;SG;3	
आस्ट्रेलिया	avusturalya	आस्ट्रेलिया	avusturalya	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
आस्ट्रेलिया	avustralya	आस्ट्रेलिया	avustralya	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
कॉफी	kahve	कॉफी	kahve		N;NOM;SG;3
विशेषज्ञता	konsantre	विशेषज्ञता	konsantre	N;NOM;FEM;SG;3	
विशेषज्ञता	konsantrasyon	विशेषज्ञता	konsantrasyon	N;NOM;FEM;SG;3	
विशेषज्ञता	toplama	विशेषज्ञता	toplama	N;NOM;FEM;SG;3	
विनिर्माण	imalat	विनिर्माण	imalat	N;NOM;MASC;SG;3	
विनिर्माण	imalatı	विनिर्माण	imalat	N;NOM;MASC;SG;3	
विनिर्माण	üretim	विनिर्माण	üretim	N;NOM;MASC;SG;3	
फाइबर	lif	फाइबर	lif	N;NOM;MASC;SG;3	
फाइबर	fiber	फाइबर	fiber	N;NOM;MASC;SG;3	
परेशानी	güçlük	परेशानी	güçlük	N;NOM;FEM;SG;3	
परेशानी	sıkıntı	परेशानी	sıkıntı	N;NOM;FEM;SG;3	
परेशानी	zorluklar	परेशानी	zorluk	N;NOM;FEM;SG;3	N;NOM;PL;3
परेशानी	sıkıntı	परेशानी	sıkıntı	N;NOM;FEM;SG;3	
परेशानी	bela	परेशानी	bela	N;NOM;FEM;SG;3	
परेशानी	dert	परेशानी	dert	N;NOM;FEM;SG;3	
परेशानी	sorun	परेशानी	sorun	N;NOM;FEM;SG;3	
संतुलित	dengede	संतुलित	denge	ADJ	N;ESS;SG;3
संतुलित	dengeli	संतुलित	dengel	ADJ	
जंग	jung	जंग	jung	N;NOM;FEM;SG;3	
संक्रामक	bulaşıcı	संक्रामक	bulaşıcı	N;NOM;MASC;SG;3	
संक्रामक	bulaşıcı	संक्रामक	bulaşıcı	N;NOM;MASC;SG;3	
दिमाग	beyin	दिमाग	beyin	N;NOM;MASC;SG;3	
दिमाग	brain	दिमाग	brain	N;NOM;MASC;SG;3	
दिमाग	akıl	दिमाग	akıl	N;NOM;MASC;SG;3	
दिमाग	beyin	दिमाग	beyin	N;NOM;MASC;SG;3	
वयस्कों	yetişkin	वयस्क	yetişkin	N;ACC;MASC;PL;3	
वयस्कों	büyükler	वयस्क	büyük	N;ACC;MASC;PL;3	ADJ;NOM;PL;3
वयस्कों	yetişkinler	वयस्क	yetişkin	N;ACC;MASC;PL;3	N;NOM;PL;3
वयस्कों	yetişkinlere	वयस्क	yetişkin	N;ACC;MASC;PL;3	N;DAT;PL;3
सहन	durdukça	सहन	dur		V;PFV;IND;POS;PRS;V.CVB
बरकरार	bozulmamış	बरकरार	boz	ADV	V;PFV;NFH;IND;SG;3;NEG;PST;PASS
टेबल	masalar	टेबल	masa		N;NOM;PL;3
टेबल	tablolar	टेबल	tablo		N;NOM;PL;3
टेबल	masaları	टेबल	masa		N;ACC;PL;3
स्कॉट	scott	स्कॉट	scott	PROPN;NOM;MASC;SG;3	
मैड्रिड	madrid	मैड्रिड	madrid	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
गढ़	bastion	गढ़	bastion	N;NOM;MASC;SG;3	
जागरूकता	farkındalık	जागरूकता	farkındalık	N;NOM;FEM;SG;3	N;ESS;SG;3
हांगकांग	hongkong	हांगकांग	hongkong	PROPN;NOM;MASC;SG;3	
अस्थि	kemik	अस्थि	kemik	N;NOM;MASC;SG;3	
अस्थि	bone	अस्थि	bone	N;NOM;MASC;SG;3	
सीबीएस	cbs	सीबीएस	cbs	PROPN;NOM;MASC;SG;3	
कुंजी	anahtarları	कुंजी	anahtar	N;NOM;FEM;SG;3	N;NOM;PL;3
कुंजी	anahtarlar	कुंजी	anahtar	N;NOM;FEM;SG;3	N;NOM;PL;3
कुंजी	key	कुंजी	key	N;NOM;FEM;SG;3	
रोटी	ekmek	रोटी	ekmek	PROPN;NOM;FEM;SG;3	
स्क्वायर	karesi	स्क्वायर	kare	N;NOM;MASC;SG;3	
स्क्वायर	meydan	स्क्वायर	meydan	N;NOM;MASC;SG;3	
स्क्वायर	kare	स्क्वायर	kare	N;NOM;MASC;SG;3	
स्क्वायर	skype	स्क्वायर	skype	N;NOM;MASC;SG;3	
निर्देशांक	koordine	निर्देशांक	koord	N;NOM;MASC;SG;3	N;DAT;SG;3
निर्देशांक	koordinatları	निर्देशांक	koordinat	N;NOM;MASC;SG;3	N;NOM;PL;3
निर्देशांक	koordinatlar	निर्देशांक	koordinat	N;NOM;MASC;SG;3	N;NOM;PL;3
मिमी	mimi	मिमी	mimi	N;NOM;MASC;SG;3	
जरुरत	gereksinim	जरुरत	gereksin	N;NOM;FEM;SG;3	
जरुरत	şart	जरुरत	şart	N;NOM;FEM;SG;3	
इराक	irak	इराक	irak	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
प्रशंसक	taraftar	प्रशंसक	taraf	N;NOM;MASC;PL;3	N;NOM;SG;3
प्रशंसक	hayranları	प्रशंसक	hayran	N;NOM;MASC;PL;3	ADJ;NOM;PL;3
प्रशंसक	hayran	प्रशंसक	hayran	N;NOM;MASC;PL;3	
प्रशंसक	hayranlar	प्रशंसक	hayran	N;NOM;MASC;PL;3	ADJ;NOM;PL;3
प्रशंसक	taraftar	प्रशंसक	taraf	N;NOM;MASC;PL;3	N;NOM;SG;3
प्रशंसक	fan	प्रशंसक	fan	N;NOM;MASC;PL;3	
प्रशंसक	hayran	प्रशंसक	hayran	N;NOM;MASC;PL;3	
निवेशकों	yatırımcı	निवेशक	yatırımcı	N;ACC;MASC;PL;3	N;NOM;SG;3
निवेशकों	yatırımcı	निवेशक	yatırımcı	N;ACC;MASC;PL;3	N;NOM;SG;3
निवेशकों	yatırımcıların	निवेशक	yatırımcı	N;ACC;MASC;PL;3	N;GEN;PL;3
निवेशकों	yatırımcılar	निवेशक	yatırımcı	N;ACC;MASC;PL;3	N;NOM;PL;3
सेठ	seth	सेठ	seth	PROPN;NOM;MASC;SG;3	
आँकड़े	istatistikleri	आँकडा	ista	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;PL;3
आँकड़े	istatistik	आँकडा	istatistik	V;PFV;MASC;SG;V.PTCP;ACT	
आँकड़े	istatistikler	आँकडा	istatistik	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;PL;3
आँकड़े	istatistikleri	आँकडा	ista	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;PL;3
आँकड़े	istatistik	आँकडा	istatistik	V;PFV;MASC;SG;V.PTCP;ACT	
आँकड़े	istatistikler	आँकडा	istatistik	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;PL;3
औजार	alet	औजार	alet	N;NOM;MASC;SG;3	
औजार	aracı	औजार	araç	N;NOM;MASC;SG;3	N;ACC;SG;3
औजार	araç	औजार	araç	N;NOM;MASC;SG;3	
प्रसंस्करण	işlenmesi	प्रसंस्करण	işle	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
प्रसंस्करण	işleme	प्रसंस्करण	işle	N;NOM;MASC;SG;3	
प्रसंस्करण	işlem	प्रसंस्करण	işlem	N;NOM;MASC;SG;3	
मन्त्र	mantra	मन्त्र	mantra	N;NOM;MASC;SG;3	
मन्त्र	mantralar	मन्त्र	mantra	N;NOM;MASC;SG;3	N;NOM;PL;3
उदार	cömert	उदार	cömert	PROPN;NOM;MASC;SG;3	
उदार	cömertçe	उदार	cömertçe	PROPN;NOM;MASC;SG;3	
उदार	liberal	उदार	liberal	PROPN;NOM;MASC;SG;3	
मूर्तियों	putlara	मूर्ति	put	N;ACC;FEM;PL;3	N;DAT;PL;3
मुद्दा	sorun	मुद्दा	sorun	N;NOM;MASC;SG;3	
मुद्दा	mesele	मुद्दा	mesele	N;NOM;MASC;SG;3	
स्वाधीनता	liberty	स्वाधीनता	liberty	N;NOM;FEM;SG;3	PROPN;NOM;SG;3
भाषाएं	dil	भाषा	dil	N;NOM;FEM;PL;3	
एयरलाइन	airbus	एयरलाइन	airbus	N;NOM;FEM;SG;3	
एयरलाइन	havayolları	एयरलाइन	havayol	N;NOM;FEM;SG;3	N;NOM;PL;3
एयरलाइन	havayolları	एयरलाइन	havayol	N;NOM;FEM;SG;3	N;NOM;PL;3
तस्वीरें	fotoğraf	तस्वीर	fotoğraf	N;NOM;FEM;PL;3	
ग्रेड	notları	ग्रेड	not	N;NOM;MASC;SG;3	N;ACC;PL;3
ग्रेड	notlar	ग्रेड	not	N;NOM;MASC;SG;3	N;NOM;PL;3
सब्जी	sebze	सब्जी	sebze	N;NOM;FEM;SG;3	
सब्जी	bitkisel	सब्जी	bitkisel	N;NOM;FEM;SG;3	
बोइंग	boeing	बोइंग	boeing	N;NOM;MASC;SG;3	
आत्मकथा	otobiyografi	आत्मकथा	otobiyografi	N;NOM;FEM;SG;3	
सवारी	binme	सवारी	bin	N;NOM;FEM;SG;3	
सवारी	sür	सवारी	sür	N;NOM;FEM;SG;3	
कपड़ा	tekstil	कपडा	tekstil	N;NOM;MASC;SG;3	
कपड़ा	kumaş	कपडा	kumaş	N;NOM;MASC;SG;3	
कपड़ा	tekstil	कपडा	tekstil	N;NOM;MASC;SG;3	
गंध	kokusu	गंध	koku	PROPN;NOM;FEM;SG;3	N;NOM;SG;3
गंध	koku	गंध	koku	PROPN;NOM;FEM;SG;3	
अंटार्कटिका	antarktika	अंटार्कटिका	antarktika	PROPN;NOM;FEM;SG;3	
गोद	turlar	गोद	tur	N;NOM;FEM;SG;3	N;NOM;PL;3
छुट्टी	tatil	छुट्टी	tatil	N;NOM;FEM;SG;3	
छुट्टी	tatil	छुट्टी	tatil	N;NOM;FEM;SG;3	
छुट्टी	bayram	छुट्टी	bayram	N;NOM;FEM;SG;3	
अल्लाह	allahım	अल्लाह	allah	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
अल्लाह	allah	अल्लाह	allah	PROPN;NOM;MASC;SG;3	
अल्लाह	tanrı	अल्लाह	tanrı	PROPN;NOM;MASC;SG;3	
अल्लाह	allah	अल्लाह	allah	PROPN;NOM;MASC;SG;3	
सम्पत्ति	mülk	सम्पत्ति	mülk	N;NOM;FEM;SG;3	
सम्पत्ति	özellik	सम्पत्ति	özellik	N;NOM;FEM;SG;3	
पेट्रोलियम	petrol	पेट्रोलियम	petrol	N;NOM;MASC;SG;3	
प्रस्थान	gidiş	प्रस्थान	gitiş	N;NOM;MASC;SG;3	
दहन	yanma	दहन	yan	N;NOM;MASC;SG;3	
आंख	göz	आंख	göz		N;NOM;SG;3
आंख	gözü	आंख	göz		N;NOM;SG;3
आंख	gözün	आंख	göz		N;GEN;SG;3
पालतू	pet	पालतू	pet	N;NOM;MASC;SG;3	
पालतू	hayvan	पालतू	hayvan	N;NOM;MASC;SG;3	
पालतू	hayvanlar	पालतू	hayvan	N;NOM;MASC;SG;3	ADJ;NOM;PL;3
संचित	birikmiş	संचित	birik	ADP	V;PFV;NFH;IND;POS;PST;V.PTCP
संचित	consolidated	संचित	consolidated	ADP	N;ESS;SG;3
लाला	lala	लाला	lal	PROPN;NOM;MASC;SG;3	
अनुभवी	deneyimli	अनुभवी	deneyimli	PROPN;NOM;MASC;SG;3	
अनुभवी	tecrübeli	अनुभवी	tecrübeli	PROPN;NOM;MASC;SG;3	
टोनी	tony	टोनी	tony	PROPN;NOM;MASC;SG;3	
सजीव	yaşamak	सजीव	yaşa		V;PFV;NOM;IND;POS;PRS;V.MSDR
सजीव	yaşayan	सजीव	yaşa		V;PFV;IND;POS;PRS;V.PTCP
सजीव	yaşıyorum	सजीव	yaşa		V;PROG;IND;SG;1;POS;INFM;PRS
सजीव	organizmalar	सजीव	organizma		N;NOM;PL;3
यूनिट	ekipler	यूनिट	ekip	N;NOM;FEM;SG;3	N;NOM;PL;3
यूनिट	birimler	यूनिट	birim	N;NOM;FEM;SG;3	
यूनिट	birim	यूनिट	birim	N;NOM;FEM;SG;3	
यूनिट	birlikler	यूनिट	birlik	N;NOM;FEM;SG;3	N;NOM;PL;3
यूनिट	birlik	यूनिट	birlik	N;NOM;FEM;SG;3	
यूनिट	birim	यूनिट	birim	N;NOM;FEM;SG;3	
यूनिट	ünite	यूनिट	ünite	N;NOM;FEM;SG;3	
शायर	shire	शायर	shire	N;NOM;MASC;SG;3	PROPN;NOM;SG;3
कविताएँ	şiir	कविता	şiir	N;NOM;FEM;PL;3	
दीर्घा	galeri	दीर्घा	galer	N;NOM;FEM;SG;3	
दीर्घा	galerisi	दीर्घा	galeri	N;NOM;FEM;SG;3	N;ACC;PL;3
शॉट	vuruldu	शॉट	vur	N;NOM;MASC;SG;3	V;PFV;IND;SG;3;POS;PST
शॉट	atış	शॉट	atış	N;NOM;MASC;SG;3	
शॉट	vurdu	शॉट	vur	N;NOM;MASC;SG;3	V;PFV;IND;SG;3;POS;PST
शॉट	atışlar	शॉट	atış	N;NOM;MASC;SG;3	N;NOM;PL;3
शॉट	çekimler	शॉट	çekim	N;NOM;MASC;SG;3	N;NOM;PL;3
शॉट	atış	शॉट	atış	N;NOM;MASC;SG;3	
मिस्टर	beyefendi	मिस्टर	beyefendi	PROPN;NOM;MASC;SG;3	
मिस्टर	beyim	मिस्टर	beyi	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
लता	lata	लता	lata	PROPN;NOM;FEM;SG;3	
थाई	thai	थाई	thai		N;NOM;SG;3
कोर्स	rota	कोर्स	rota	N;NOM;MASC;SG;3	
चिकित्सकों	tedavi	चिकित्सक	tedavi	N;ACC;MASC;PL;3	N;NOM;SG;3
चिकित्सकों	terapi	चिकित्सक	terapi	N;ACC;MASC;PL;3	N;NOM;SG;3
चिकित्सकों	doktorlar	चिकित्सक	doktor	N;ACC;MASC;PL;3	N;NOM;PL;3
वॉशिंगटन	washington	वॉशिंगटन	washington	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
फैसले	kararları	फैसला	karar	N;NOM;MASC;PL;3	N;ACC;PL;3
फैसले	karar	फैसला	karar	N;NOM;MASC;PL;3	N;NOM;SG;3
भोज	ziyafet	भोज	ziyafet	N;NOM;MASC;SG;3	
भोज	şölen	भोज	şöl	N;NOM;MASC;SG;3	
परिधि	çevresi	परिधि	çevre		N;NOM;SG;3
उपेक्षा	ihmal	उपेक्षा	ihmal	N;NOM;FEM;SG;3	
कराते	karate	करा	karat	V;IPFV;MASC;PL;V.PTCP;ACT	
उत्तेजित	hiper	उत्तेजित	hiper	ADJ	
उत्तेजित	heyecanla	उत्तेजित	heyecan	ADJ	N;INS;SG;3
उत्तेजित	heyecanlıyım	उत्तेजित	heyecanlı	ADJ	N;NOM;SG;3
अनावश्यक	istenmeyen	अनावश्यक	iste	ADP	V;PFV;IND;NEG;PRS;V.PTCP;PASS
अनावश्यक	gereksiz	अनावश्यक	gereksiz	ADP	
अनावश्यक	gereksiz	अनावश्यक	gereksiz	ADP	
अनावश्यक	lüzumsuz	अनावश्यक	lüzumsuz	ADP	
क्षतिग्रस्त	hasarlı	क्षतिग्रस्त	hasarlı	ADJ	
क्षतिग्रस्त	hasar	क्षतिग्रस्त	hasar	ADJ	
सेवक	hizmetli	सेवक	hizmetli	N;NOM;MASC;SG;3	
सेवक	uşak	सेवक	uşak	N;NOM;MASC;SG;3	
सेवक	görevli	सेवक	görevli	N;NOM;MASC;SG;3	
सेवक	görevlisi	सेवक	görevli	N;NOM;MASC;SG;3	ADJ;NOM;SG;3
नाव	kayık	नाव	kayık	N;NOM;FEM;SG;3	
नाव	tekne	नाव	tekne	N;NOM;FEM;SG;3	
नाव	sandal	नाव	sandal	N;NOM;FEM;SG;3	
नाव	bot	नाव	bot	N;NOM;FEM;SG;3	
नाव	gemi	नाव	gemi	N;NOM;FEM;SG;3	
फिल्मी	filim	फिल्मी	filim	ADJ;NOM	N;NOM;SG;3
फिल्मी	film	फिल्मी	film	ADJ;NOM	
पंच	yumrukla	पंच	yumruk		ADJ;INS;SG;3
बोला	bola	बोल	bola	V;PFV;MASC;SG;V.PTCP;ACT	
बोला	konuşulan	बोल	konuş	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;IND;POS;PRS;V.PTCP;PASS
बोला	söylenmiş	बोल	söyle	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;NFH;IND;SG;3;POS;PST;PASS
विघटन	dağılması	विघटन	dağıl	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
विघटन	parçalanma	विघटन	parçala	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
अनौपचारिक	gayriresmi	अनौपचारिक	gayriresm	N;NOM;MASC;SG;3	
स्तूप	stupa	स्तूप	stup	N;NOM;MASC;SG;3	
साम्यवादी	komünizm	साम्यवादी	komün	PROPN;NOM;SG;3	
प्रासंगिक	alaka	प्रासंगिक	alaka	ADJ	
प्रासंगिक	ilgisi	प्रासंगिक	ilgi	ADJ	N;NOM;SG;3
प्रासंगिक	alakalı	प्रासंगिक	alakalı	ADJ	
लहर	dalga	लहर	dalga	N;NOM;FEM;SG;3	
सल्फेट	sülfat	सल्फेट	sülfat	N;NOM;MASC;SG;3	
कूद	atlama	कूद	atla	N;NOM;FEM;SG;3	
कूद	atla	कूद	atla	N;NOM;FEM;SG;3	
कूद	atlamış	कूद	atla	N;NOM;FEM;SG;3	V;PFV;NFH;IND;SG;3;POS;PST
कूद	atladı	कूद	atla	N;NOM;FEM;SG;3	V;PFV;IND;SG;3;POS;PST
कूद	atladım	कूद	atla	N;NOM;FEM;SG;3	V;PFV;IND;SG;1;POS;PST
कूद	atlamak	कूद	atla	N;NOM;FEM;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
प्रत्यय	soneki	प्रत्यय	sonek	N;NOM;MASC;SG;3	
परंपराओं	gelenek	परंपरा	gelenek	N;ACC;FEM;PL;3	N;NOM;SG;3
परंपराओं	gelenekler	परंपरा	gelenek	N;ACC;FEM;PL;3	N;NOM;PL;3
ऊन	postu	ऊन	post	N;NOM;MASC;SG;3	N;ACC;SG;3
ऊन	yün	ऊन	yün	N;NOM;MASC;SG;3	
नासा	nasa	नासा	nasa	PROPN;NOM;FEM;SG;3	
ब्रह्मांड	kainat	ब्रह्मांड	kainat	N;NOM;MASC;SG;3	
ब्रह्मांड	evren	ब्रह्मांड	evren	N;NOM;MASC;SG;3	
ब्रह्मांड	evren	ब्रह्मांड	evren	N;NOM;MASC;SG;3	
ब्रह्मांड	kainat	ब्रह्मांड	kainat	N;NOM;MASC;SG;3	
ब्रह्मांड	cosmos	ब्रह्मांड	cosmos	N;NOM;MASC;SG;3	
हीरो	hero	हीरो	hero	N;NOM;MASC;SG;3	
हीरो	kahraman	हीरो	kahraman	N;NOM;MASC;SG;3	
हीरो	yiğit	हीरो	yiğit	N;NOM;MASC;SG;3	
विराम	virgül	विराम	virgül	N;NOM;MASC;SG;3	
रियो	rio	रियो	rio	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
पंचम	beşinci	पंचम	beşinci	PROPN;NOM;MASC;SG;3	
विकृत	yozlaşmış	विकृत	yozlaş	ADJ	V;PFV;NFH;IND;POS;PST;V.PTCP
सांख्यिकीय	istatistiksel	सांख्यिकीय	istatistiksel	N;NOM;3	ADJ
सैम	şam	सैम	şam	N;NOM;MASC;SG;3	
सैम	sam	सैम	sam	N;NOM;MASC;SG;3	
एयरपोर्ट	havalimanı	एयरपोर्ट	havaliman	N;NOM;MASC;SG;3	N;ACC;SG;3
एयरपोर्ट	havaalanları	एयरपोर्ट	havaalan	N;NOM;MASC;SG;3	N;NOM;PL;3
हू	hoo	हू	hoo	PROPN;NOM;MASC;SG;3	
रिक्त	boş	रिक्त	boş		ADJ
रिक्त	boş	रिक्त	boş		ADJ
बडी	buddy	बडी	buddy	ADJ;NOM;FEM;SG	
बडी	kanka	बडी	kanka	ADJ;NOM;FEM;SG	
वादक	davulcu	वादक	davulcu	N;NOM;MASC;SG;3	
रैंकिंग	sıralama	रैंकिंग	sıralama	N;NOM;FEM;SG;3	
रैंकिंग	rütbeli	रैंकिंग	rütbeli	N;NOM;FEM;SG;3	
संवर्धन	zenginleştirme	संवर्धन	zenginleş	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
