skapande	creación	skapande	creación	ADJ;NOM;PRS;V.PTCP	N
förebygga	que	förebygga	que	V;IMP;NFIN;ACT	PRO
förebygga	prevención	förebygga	prevención	V;IMP;NFIN;ACT	N
kortet	de	kort	de	N;NOM;DEF;NEUT;SG	ADP
kortet	unha	kort	un	N;NOM;DEF;NEUT;SG	DET
åtkomst	aos	åtkomst	aos	N;NOM;INDF;MASC+FEM;SG	PROPN
avancerat	avanzado	avancera	avanzar	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
avancerat	avanzada	avancera	avanzar	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
läder	o	lad	o	N;NOM;INDF;NEUT;SG	DET
logiskt	lóxica	logisk	lóxica	ADJ;NOM;INDF;NEUT;SG	N
jagger	jagger	jagga	jagger	N;NOM;INDF;MASC+FEM;PL	PROPN
vincenzo	vincenzo	vincenzo	vincenzo	PROPN;NOM	N
helgen	de	helg	de	N;NOM;DEF;MASC+FEM;SG	ADP
tittade	cara	titta	cara	V;IND;PST;FIN;ACT	N
tittade	ollos	titta	ollo	V;IND;PST;FIN;ACT	N
kamrater	dos	kamrat	dos	N;NOM;INDF;MASC+FEM;PL	PROPN
marty	marty	marty	marty	PROPN;NOM	PROPN
lyssnar	a	lyssna	o	V;IND;PRS;FIN;ACT	DET
rök	fumar	rök	fumar	N;NOM;INDF;MASC+FEM;SG	V
rök	para	rök	para	N;NOM;INDF;MASC+FEM;SG	ADP
medicinskt	medicina	medicinsk	medicina	ADJ;NOM;INDF;NEUT;SG	N
medicinskt	médico	medicinsk	médico	ADJ;NOM;INDF;NEUT;SG	N
medicinskt	médicos	medicinsk	médico	ADJ;NOM;INDF;NEUT;SG	N
medicinskt	médica	medicinsk	médica	ADJ;NOM;INDF;NEUT;SG	N
candy	candy	candy	candy	N;NOM;INDF;MASC+FEM;SG	PROPN
lura	parva	lura	parva	V;IMP;FIN;ACT	N
lura	parvo	lura	parvo	V;IMP;FIN;ACT	N
lura	idiota	lura	idiota	V;IMP;FIN;ACT	N
lura	toleaches	lura	toleache	V;IMP;FIN;ACT	N
lura	paspán	lura	paspán	V;IMP;FIN;ACT	PROPN
lura	tomo	lura	tomo	V;IMP;FIN;ACT	N
lura	ridículo	lura	ridículo	V;IMP;FIN;ACT	N
ränta	interesa	ränta	interesar	N;NOM;INDF;MASC+FEM;SG	V
norma	norma	norma	norma	PROPN;NOM	N
foder	comer	for	comer	N;NOM;INDF;NEUT;SG	V
foder	alimentar	for	alimentar	N;NOM;INDF;NEUT;SG	V
foder	poderán	for	poder	N;NOM;INDF;NEUT;SG	V
foder	de	for	de	N;NOM;INDF;NEUT;SG	ADP
foder	manter	for	manter	N;NOM;INDF;NEUT;SG	V
smile	sorrir	smile	sorrir	N;NOM;INDF;NEUT;SG	V
smile	sorrí	smile	sorrí	N;NOM;INDF;NEUT;SG	V
tjänat	gañaba	tjäna	gañar	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
tårar	chorar	tår	chorar	N;NOM;INDF;MASC+FEM;PL	V
hatten	o	hatt	o	N;NOM;DEF;MASC+FEM;SG	DET
hatten	sombreiriño	hatt	sombreiriño	N;NOM;DEF;MASC+FEM;SG	PROPN
feeling	sentir	feeling	sentir	N;NOM;INDF;MASC+FEM;SG	V
deal	tratar	deal	tratar	N;NOM;INDF;MASC+FEM;SG	V
förnuft	que	förnuft	que	N;NOM;INDF;NEUT;SG	PRO
förnuft	ten	förnuft	ter	N;NOM;INDF;NEUT;SG	V
kastas	toneladas	kasta	tonelada	V;NFIN;PASS	N
bekymmer	os	bekymmer	o	N;NOM;INDF;NEUT;SG	DET
beställning	para	beställning	para	N;NOM;INDF;MASC+FEM;SG	ADP
svält	de	svält	de	N;NOM;INDF;MASC+FEM;SG	ADP
arbetsplats	de	arbetsplats	de	N;NOM;INDF;MASC+FEM;SG	ADP
öppnat	e	öppna	e	V;V.CVB;ACT	CONJ
svarat	responderon	svara	responder	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
lothar	lothar	lotha	lothar	PROPN;NOM	PROPN
trappor	as	trappa	o	N;NOM;INDF;MASC+FEM;PL	DET
avery	avery	avery	avery	PROPN;NOM	PROPN
mötas	con	möta	con	V;NFIN;PASS	ADP
reparation	reparar	reparation	reparar	N;NOM;INDF;MASC+FEM;SG	V
slutgiltigt	final	slutgiltig	final	ADV	N
slutgiltigt	derradeira	slutgiltig	derradeiro	ADV	ADJ
slutgiltigt	último	slutgiltig	último	ADV	ADJ
slutgiltigt	axuntémonos	slutgiltig	axuntémonos	ADV	V
slutgiltigt	todos	slutgiltig	todo	ADV	DET
slutgiltigt	definitivo	slutgiltig	definitivo	ADV	ADJ
millers	miller	mill	miller	PROPN;GEN	PROPN
fischeri	fischeri	fischeri	fischeri	N;NOM;INDF;MASC+FEM;SG	PROPN
lyckat	éxito	lyckad	éxito	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N
lyckat	éxito	lyckad	éxito	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N
lyckat	con	lyckad	con	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADP
evenemanget	de	evenemang	de	N;NOM;DEF;NEUT;SG	ADP
glömt	esqueceu	glömma	esquecer	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
glömt	esquecín	glömma	esquecín	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
glömt	as	glömma	o	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	DET
glömt	esquece	glömma	esquecer	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
glömt	esqueceu	glömma	esquecer	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
glömt	esqueciches	glömma	esqueciches	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
glömt	esquecín	glömma	esquecín	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
camping	acampando	camping	acampar	N;NOM;INDF;MASC+FEM;SG	V
glömma	non	glömma	non	V;IMP;FIN;ACT	PART
glömma	a	glömma	o	V;IMP;FIN;ACT	DET
glömma	o	glömma	o	V;IMP;FIN;ACT	DET
elefanter	marchar	elefant	marchar	N;NOM;INDF;MASC+FEM;PL	V
worth	ser	worth	ser	PROPN;NOM	V
worth	a	worth	o	PROPN;NOM	DET
worth	pena	worth	pena	PROPN;NOM	N
worth	paga	worth	pagar	PROPN;NOM	V
worth	valor	worth	valor	PROPN;NOM	N
worth	vale	worth	valar	PROPN;NOM	V
sortera	unha	sortera	un	V;IMP;FIN;ACT	DET
sortera	como	sortera	como	V;IMP;FIN;ACT	PRO
sortera	de	sortera	de	V;IMP;FIN;ACT	ADP
sortera	tipo	sortera	tipo	V;IMP;FIN;ACT	N
sortera	especie	sortera	especie	V;IMP;FIN;ACT	N
utformat	deseñados	utforma	deseñar	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
utformat	para	utforma	para	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADP
utformat	deseñadas	utforma	deseñar	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
utformat	deseñado	utforma	deseñar	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
utformat	deseñamos	utforma	deseñar	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
sömn	durmir	sömn	durmir	N;NOM;INDF;MASC+FEM;SG	V
sömn	durmindo	sömn	durmindo	N;NOM;INDF;MASC+FEM;SG	V
sömn	durmir	sömn	durmir	N;NOM;INDF;MASC+FEM;SG	V
tuff	aproximada	tuff	aproximar	ADJ;NOM;INDF;MASC+FEM;SG	V
tuff	vaga	tuff	vagar	ADJ;NOM;INDF;MASC+FEM;SG	N
tuff	mal	tuff	mal	ADJ;NOM;INDF;MASC+FEM;SG	ADV
tuff	moi	tuff	moi	ADJ;NOM;INDF;MASC+FEM;SG	ADV
tuff	dura	tuff	durar	ADJ;NOM;INDF;MASC+FEM;SG	V
tuff	por	tuff	por	ADJ;NOM;INDF;MASC+FEM;SG	ADP
tillhandahålla	a	tillhandahålla	o	V;IMP;FIN;ACT	DET
spy	espía	spy	espe	V;IMP;FIN;ACT	N
framme	cheguei	framme	chegar	ADV	V
framme	á	framme	á	ADV	N
framme	chegou	framme	chegar	ADV	V
framme	chegamos	framme	chegar	ADV	V
framme	chegaron	framme	chegar	ADV	V
framme	a	framme	o	ADV	DET
framme	chegar	framme	chegar	ADV	V
stal	roubei	stal	roubar	V;IMP;FIN;ACT	PROPN
stal	roubaches	stal	roubaches	V;IMP;FIN;ACT	N
stal	o	stal	o	V;IMP;FIN;ACT	DET
stal	estola	stal	estola	V;IMP;FIN;ACT	N
stal	rouboume	stal	rouboume	V;IMP;FIN;ACT	PROPN
söt	moi	söta	moi	ADJ;NOM;INDF;MASC+FEM;SG	ADV
söt	moi	söta	moi	ADJ;NOM;INDF;MASC+FEM;SG	ADV
söt	bastante	söta	bastante	ADJ;NOM;INDF;MASC+FEM;SG	ADV
söt	bonita	söta	bonita	ADJ;NOM;INDF;MASC+FEM;SG	N
söt	ben	söta	ben	ADJ;NOM;INDF;MASC+FEM;SG	ADV
söt	sweet	söta	sweet	ADJ;NOM;INDF;MASC+FEM;SG	PROPN
söt	doces	söta	doce	ADJ;NOM;INDF;MASC+FEM;SG	N
söt	doce	söta	doce	ADJ;NOM;INDF;MASC+FEM;SG	N
avbildningar	as	avbildning	o	N;NOM;INDF;MASC+FEM;PL	DET
jätte	un	jätte	un	N;NOM;INDF;MASC+FEM;SG	DET
jätte	xigantes	jätte	xigante	N;NOM;INDF;MASC+FEM;SG	ADJ
jätte	xigante	jätte	xigante	N;NOM;INDF;MASC+FEM;SG	ADJ
lenny	lenny	lenny	lenny	PROPN;NOM	PROPN
picnic	picnic	picnic	picnic	N;NOM;INDF;MASC+FEM;SG	PROPN
försiktig	coidado	försiktig	coidado	ADJ;NOM;INDF;MASC+FEM;SG	N
försiktig	ten	försiktig	ter	ADJ;NOM;INDF;MASC+FEM;SG	V
försiktig	con	försiktig	con	ADJ;NOM;INDF;MASC+FEM;SG	ADP
försiktig	tede	försiktig	teder	ADJ;NOM;INDF;MASC+FEM;SG	ADV
försiktig	conta	försiktig	conta	ADJ;NOM;INDF;MASC+FEM;SG	N
försiktig	atento	försiktig	atento	ADJ;NOM;INDF;MASC+FEM;SG	N
applikationer	para	applikation	para	N;NOM;INDF;MASC+FEM;PL	ADP
trygghet	de	trygghet	de	N;NOM;INDF;MASC+FEM;SG	ADP
förstört	destruídos	förstöra	destruír	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
förstört	destruíron	förstöra	destruír	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
förstört	destruído	förstöra	destruír	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
förstört	con	förstöra	con	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADP
förstört	destruírono	förstöra	destruírono	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	PROPN
förstört	destruír	förstöra	destruír	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
utmanade	a	utmana	o	V;IND;PST;V.PTCP;ACT	DET
snäll	tipo	snäll	tipo	ADJ;NOM;INDF;MASC+FEM;SG	N
snäll	como	snäll	como	ADJ;NOM;INDF;MASC+FEM;SG	PRO
snäll	clase	snäll	clase	ADJ;NOM;INDF;MASC+FEM;SG	N
ensamt	soa	ensam	só	ADJ;NOM;INDF;NEUT;SG	DET
ensamt	só	ensam	só	ADJ;NOM;INDF;NEUT;SG	ADV
ensamt	soa	ensam	só	ADJ;NOM;INDF;NEUT;SG	DET
ensamt	só	ensam	só	ADJ;NOM;INDF;NEUT;SG	ADV
ensamt	sós	ensam	só	ADJ;NOM;INDF;NEUT;SG	PROPN
ensamt	soas	ensam	so	ADJ;NOM;INDF;NEUT;SG	N
ensamt	en	ensam	en	ADJ;NOM;INDF;NEUT;SG	ADP
ensamt	paz	ensam	paz	ADJ;NOM;INDF;NEUT;SG	N
överlägset	superior	överlägs	superior	N;NOM;DEF;NEUT;SG	ADJ
överlägset	superiores	överlägs	superior	N;NOM;DEF;NEUT;SG	ADJ
inhemsk	caseira	inhemsk	caseira	ADJ;NOM;INDF;MASC+FEM;SG	N
mekaniskt	mecánica	mekanisk	mecánica	ADJ;NOM;INDF;NEUT;SG	N
mekaniskt	mecánico	mekanisk	mecánico	ADJ;NOM;INDF;NEUT;SG	N
mandela	mandela	mandel	mandela	N;NOM;INDF;MASC+FEM;SG	PROPN
lagra	tenda	lag	tenda	V;IMP;FIN;ACT	N
lagra	almacéns	lag	almacén	V;IMP;FIN;ACT	N
lagra	almacén	lag	almacén	V;IMP;FIN;ACT	N
nyhet	novo	nyhet	novo	N;NOM;INDF;MASC+FEM;SG	ADJ
nyhet	novas	nyhet	novo	N;NOM;INDF;MASC+FEM;SG	ADJ
nyhet	nova	nyhet	novo	N;NOM;INDF;MASC+FEM;SG	ADJ
nyhet	novos	nyhet	novo	N;NOM;INDF;MASC+FEM;SG	ADJ
nyhet	novas	nyhet	novo	N;NOM;INDF;MASC+FEM;SG	ADJ
orolig	preocupa	orolig	preocupo	ADJ;NOM;INDF;MASC+FEM;SG	V
orolig	preocupados	orolig	preocupar	ADJ;NOM;INDF;MASC+FEM;SG	V
orolig	como	orolig	como	ADJ;NOM;INDF;MASC+FEM;SG	PRO
orolig	preocupado	orolig	preocupar	ADJ;NOM;INDF;MASC+FEM;SG	V
orolig	por	orolig	por	ADJ;NOM;INDF;MASC+FEM;SG	ADP
orolig	medo	orolig	medo	ADJ;NOM;INDF;MASC+FEM;SG	N
orolig	preocupada	orolig	preocupar	ADJ;NOM;INDF;MASC+FEM;SG	V
uncle	tonton	uncle	tontor	N;NOM;INDF;MASC+FEM;SG	PROPN
offret	da	offreta	da	N;NOM;DEF;NEUT;SG	V
magisk	maxia	magisk	maxia	ADJ;NOM;INDF;MASC+FEM;SG	N
manskap	as	manskap	o	N;NOM;INDF;NEUT;SG	DET
manskap	os	manskap	o	N;NOM;INDF;NEUT;SG	DET
mister	cabaleiro	mister	cabaleiro	N;NOM;INDF;MASC+FEM;SG	ADJ
mister	mire	mister	mirar	N;NOM;INDF;MASC+FEM;SG	V
dekorerade	condecorado	dekorera	condecorar	ADJ;NOM;PL;PST;V.PTCP	V
raketer	pasaron	raket	pasar	N;NOM;INDF;MASC+FEM;PL	V
smälta	fusión	smälta	fusión	V;IMP;FIN;ACT	N
billiga	barato	billig	barato	ADJ;NOM;PL	N
flöde	comer	flö	comer	N;NOM;INDF;NEUT;SG	V
flöde	alimentar	flö	alimentar	N;NOM;INDF;NEUT;SG	V
flöde	poderán	flö	poder	N;NOM;INDF;NEUT;SG	V
flöde	de	flö	de	N;NOM;INDF;NEUT;SG	ADP
flöde	manter	flö	manter	N;NOM;INDF;NEUT;SG	V
nätter	as	natt	o	N;NOM;INDF;MASC+FEM;PL	DET
slagfältet	de	slagfält	de	N;NOM;DEF;NEUT;SG	ADP
övertygade	de	övertyga	de	ADJ;NOM;PL;PST;V.PTCP	ADP
övertygade	convencido	övertyga	convencer	ADJ;NOM;PL;PST;V.PTCP	V
förtryck	da	förtryck	da	N;NOM;INDF;NEUT;SG	V
förstörda	destruídos	förstöra	destruír	ADJ;NOM;PL;PST;V.PTCP	V
förstörda	destruíron	förstöra	destruír	ADJ;NOM;PL;PST;V.PTCP	V
förstörda	destruído	förstöra	destruír	ADJ;NOM;PL;PST;V.PTCP	V
förstörda	con	förstöra	con	ADJ;NOM;PL;PST;V.PTCP	ADP
förstörda	destruírono	förstöra	destruírono	ADJ;NOM;PL;PST;V.PTCP	PROPN
förstörda	destruír	förstöra	destruír	ADJ;NOM;PL;PST;V.PTCP	V
relaterat	coa	relatera	coar	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
gudstjänst	de	gudstjänst	de	N;NOM;INDF;MASC+FEM;SG	ADP
tystnad	o	tystnad	o	N;NOM;INDF;MASC+FEM;SG	DET
relativ	parente	relativ	parente	ADJ;NOM;INDF;MASC+FEM;SG	N
superior	superior	superio	superior	N;NOM;INDF;MASC+FEM;PL	ADJ
superior	superiores	superio	superior	N;NOM;INDF;MASC+FEM;PL	ADJ
tjockt	groso	tjocka	groso	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N
överlevnad	infantil	överlevnad	infantil	N;NOM;INDF;MASC+FEM;SG	ADJ
överlevnad	sobreviven	överlevnad	sobrevivir	N;NOM;INDF;MASC+FEM;SG	V
slav	de	slav	de	ADJ;NOM;INDF;MASC+FEM;SG	ADP
slav	escravos	slav	escravo	ADJ;NOM;INDF;MASC+FEM;SG	N
uppenbar	fixo	uppenbar	facer	ADJ;NOM;INDF;MASC+FEM;SG	V
verktyget	de	verktyg	de	N;NOM;DEF;NEUT;SG	ADP
brottslingar	delincuentes	brottsling	delincuente	N;NOM;INDF;MASC+FEM;PL	ADJ
samvete	a	samvete	o	N;NOM;INDF;NEUT;SG	DET
samvete	da	samvete	da	N;NOM;INDF;NEUT;SG	V
komponent	compoñente	komponent	compoñente	N;NOM;INDF;MASC+FEM;SG	ADJ
välstånd	coa	välstånd	coar	N;NOM;INDF;NEUT;SG	V
bridges	bridges	bridg	bridge	PROPN;NOM	PROPN
bridges	pontes	bridg	ponte	PROPN;NOM	N
kommando	de	kommando	de	N;NOM;INDF;NEUT;SG	ADP
kommando	comando	kommando	comar	N;NOM;INDF;NEUT;SG	V
länkade	conectadas	länka	conectar	ADJ;NOM;PL;PST;V.PTCP	V
hemligheter	os	hemlighet	o	N;NOM;INDF;MASC+FEM;PL	DET
hemligheter	poden	hemlighet	poder	N;NOM;INDF;MASC+FEM;PL	V
hemligheter	adoptar	hemlighet	adoptar	N;NOM;INDF;MASC+FEM;PL	V
drömmer	de	drömma	de	V;IND;PRS;FIN;ACT	ADP
drömmer	ensueños	drömma	ensueño	V;IND;PRS;FIN;ACT	N
garantera	garantía	garantera	garantía	V;IMP;FIN;ACT	N
stöld	un	stöld	un	N;NOM;INDF;MASC+FEM;SG	DET
stöld	roubar	stöld	roubar	N;NOM;INDF;MASC+FEM;SG	V
stöld	roubando	stöld	roubar	N;NOM;INDF;MASC+FEM;SG	V
helvetet	carallo	helveten	carallo	N;NOM;DEF;NEUT;SG	ADV
väntat	agardaba	vänta	agardar	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
trappan	as	trappa	o	N;NOM;DEF;MASC+FEM;SG	DET
kick	unha	kick	un	N;NOM;INDF;MASC+FEM;SG	DET
kick	dáme	kick	dáme	N;NOM;INDF;MASC+FEM;SG	V
kick	una	kick	unir	N;NOM;INDF;MASC+FEM;SG	V
kick	botar	kick	botar	N;NOM;INDF;MASC+FEM;SG	V
simmar	piscina	simma	piscina	V;IND;PRS;FIN;ACT	N
simmar	á	simma	á	V;IND;PRS;FIN;ACT	N
simmar	a	simma	o	V;IND;PRS;FIN;ACT	DET
cage	gaiola	cage	gaiola	PROPN;NOM	N
isolerad	illado	isolerad	illar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
isolerad	illada	isolerad	illado	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
snälla	por	snälla	por	ADJ;NOM;PL	ADP
snälla	favor	snälla	favor	ADJ;NOM;PL	N
färgad	cor	färgad	cor	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N
färgad	de	färgad	de	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADP
slagits	contra	sla	contra	V;V.CVB;PASS	ADP
siden	de	sid	de	N;NOM;DEF;MASC+FEM;SG	ADP
driven	conducido	driv	conducir	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
judge	xulgar	judge	xulgar	N;NOM;INDF;MASC+FEM;SG	V
gående	camiñando	gå	camiñar	ADJ;NOM;PRS;V.PTCP	V
gående	pola	gå	pola	ADJ;NOM;PRS;V.PTCP	N
gående	andar	gå	andar	ADJ;NOM;PRS;V.PTCP	V
gående	andando	gå	andar	ADJ;NOM;PRS;V.PTCP	V
gående	subindo	gå	subir	ADJ;NOM;PRS;V.PTCP	V
gående	camiñaba	gå	camiñar	ADJ;NOM;PRS;V.PTCP	V
gående	camiñar	gå	camiñar	ADJ;NOM;PRS;V.PTCP	V
gående	polas	gå	pola	ADJ;NOM;PRS;V.PTCP	N
kosmos	cosmos	kosmos	cosmo	N;NOM;INDF;NEUT;SG	V
medvetandet	a	medvetande	o	N;NOM;DEF;NEUT;SG	DET
medvetandet	da	medvetande	da	N;NOM;DEF;NEUT;SG	V
gömd	oculto	gömd	oculto	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N
gömd	oculta	gömd	oculto	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
gömd	ocultas	gömd	oculto	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N
gömd	escondidos	gömd	esconder	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
gömd	escondidas	gömd	esconder	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
tanner	tanner	tanner	tanner	PROPN;NOM	PROPN
massmedia	mediática	massmedium	mediática	N;NOM;INDF;NEUT;PL	ADJ
massmedia	de	massmedium	de	N;NOM;INDF;NEUT;PL	ADP
massmedia	dos	massmedium	dos	N;NOM;INDF;NEUT;PL	PROPN
fotspår	pequena	fotspå	pequeno	N;NOM;INDF;MASC+FEM;SG	ADJ
kortspel	as	kortspel	o	N;NOM;INDF;NEUT;SG	DET
dyrt	caro	dyr	caro	ADJ;NOM;INDF;NEUT;SG	N
dyrt	cara	dyr	cara	ADJ;NOM;INDF;NEUT;SG	N
nötter	tola	nött	tola	N;NOM;INDF;MASC+FEM;PL	PROPN
stängt	pechada	stänga	pechada	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
stängt	pechado	stänga	pechado	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N
stängt	pechou	stänga	pechar	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
stängt	pechados	stänga	pechar	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
stängt	sondaxes	stänga	sondaxe	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N
moor	páramo	moor	páramo	PROPN;NOM	N
solidaritet	a	solidaritet	o	N;NOM;INDF;MASC+FEM;SG	DET
ubuntu	ubuntu	ubuntu	ubuntu	PROPN;NOM	N
formar	formas	form	forma	V;IND;PRS;FIN;ACT	N
formar	a	form	o	V;IND;PRS;FIN;ACT	DET
kulor	as	kula	o	N;NOM;INDF;MASC+FEM;PL	DET
kulor	as	kula	o	N;NOM;INDF;MASC+FEM;PL	DET
inbjudna	convidei	inbjuda	convidir	ADJ;NOM;PL;PST;V.PTCP	PROPN
inbjudna	a	inbjuda	o	ADJ;NOM;PL;PST;V.PTCP	DET
inbjudna	invitamos	inbjuda	invetar	ADJ;NOM;PL;PST;V.PTCP	V
inbjudna	invitoume	inbjuda	invitoume	ADJ;NOM;PL;PST;V.PTCP	V
inbjudna	invitado	inbjuda	invitado	ADJ;NOM;PL;PST;V.PTCP	V
inbjudna	convidado	inbjuda	convidar	ADJ;NOM;PL;PST;V.PTCP	V
inbjudna	convidou	inbjuda	convidar	ADJ;NOM;PL;PST;V.PTCP	V
enade	dos	enade	dos	N;NOM;INDF;MASC+FEM;SG	PROPN
enade	nos	enade	nos	N;NOM;INDF;MASC+FEM;SG	PRO
enade	unidos	enade	unir	N;NOM;INDF;MASC+FEM;SG	V
enade	unidas	enade	unir	N;NOM;INDF;MASC+FEM;SG	V
enade	ficade	enade	ficade	N;NOM;INDF;MASC+FEM;SG	PROPN
enade	ee	enade	ee	N;NOM;INDF;MASC+FEM;SG	PROPN
enade	eua	enade	eua	N;NOM;INDF;MASC+FEM;SG	PROPN
cowboy	de	cowboy	de	N;NOM;INDF;MASC+FEM;SG	ADP
ockuperat	ocupada	ockupera	ocupado	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
brennan	brennan	brenna	brennan	N;NOM;DEF;MASC+FEM;SG	V
melody	melodía	melody	melodía	PROPN;NOM	N
liza	liza	liza	liza	N;NOM;INDF;MASC+FEM;SG	PROPN
levererar	pásao	leverera	pásao	V;IND;PRS;FIN;ACT	PROPN
cent	cincuenta	cent	cincuenta	N;NOM;INDF;NEUT;SG	NUM
befintlig	telescopios	befintlig	telescopio	ADJ;NOM;INDF;MASC+FEM;SG	N
stroke	cerebral	stroke	cerebral	N;NOM;INDF;MASC+FEM;SG	ADJ
soft	suave	soft	suave	N;NOM;INDF;MASC+FEM;SG	ADJ
inlagd	no	lägga_in	no	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
grekiskt	grego	grekisk	grego	ADJ;NOM;INDF;NEUT;SG	N
hängning	pendurada	hängning	pendurar	N;NOM;INDF;MASC+FEM;SG	V
hängning	a	hängning	o	N;NOM;INDF;MASC+FEM;SG	DET
hängning	colgar	hängning	colgar	N;NOM;INDF;MASC+FEM;SG	V
fife	vida	fife	vida	PROPN;NOM	N
mage	o	mage	o	N;NOM;INDF;MASC+FEM;SG	DET
upprörd	moi	uppröra	moi	ADJ;NOM;INDF;MASC+FEM;SG	ADV
upprörd	preocupada	uppröra	preocupar	ADJ;NOM;INDF;MASC+FEM;SG	V
upprörd	anoxado	uppröra	anoxar	ADJ;NOM;INDF;MASC+FEM;SG	V
upprörd	está	uppröra	estar	ADJ;NOM;INDF;MASC+FEM;SG	V
upprörd	enfade	uppröra	enfade	ADJ;NOM;INDF;MASC+FEM;SG	PROPN
upprörd	enfades	uppröra	enfade	ADJ;NOM;INDF;MASC+FEM;SG	N
villig	dispostos	villig	dispor	ADJ;NOM;INDF;MASC+FEM;SG	V
villig	a	villig	o	ADJ;NOM;INDF;MASC+FEM;SG	DET
villig	disposto	villig	dispor	ADJ;NOM;INDF;MASC+FEM;SG	V
villig	dispostas	villig	dispor	ADJ;NOM;INDF;MASC+FEM;SG	V
villig	deus	villig	daus	ADJ;NOM;INDF;MASC+FEM;SG	N
villig	quere	villig	querer	ADJ;NOM;INDF;MASC+FEM;SG	V
villig	querería	villig	querer	ADJ;NOM;INDF;MASC+FEM;SG	V
villig	disposta	villig	disposta	ADJ;NOM;INDF;MASC+FEM;SG	V
låtsas	que	låtsas	que	V;NFIN;PASS	PRO
federalt	circuíto	federal	circuíto	ADJ;NOM;INDF;NEUT;SG	N
nyskapande	innovación	nyskapande	innovación	ADJ;NOM;PRS;V.PTCP	N
distinkt	entre	distinkt	entre	ADJ;NOM;INDF;NEUT;SG	ADP
konstgjord	artifical	konstgjord	artifical	ADJ;NOM;INDF;MASC+FEM;SG	N
rötterna	as	rot	o	N;NOM;DEF;MASC+FEM;PL	DET
kommunismen	o	kommunism	o	N;NOM;DEF;MASC+FEM;SG	DET
avel	de	avel	de	N;NOM;INDF;MASC+FEM;SG	ADP
batteriet	batería	batteri	bater	N;NOM;DEF;NEUT;SG	V
hjärna	cerebral	hjärna	cerebral	N;NOM;INDF;MASC+FEM;SG	ADJ
hjärna	os	hjärna	o	N;NOM;INDF;MASC+FEM;SG	DET
internationalen	international	international	international	N;NOM;DEF;MASC+FEM;SG	PROPN
internationalen	internacional	international	internacional	N;NOM;DEF;MASC+FEM;SG	ADJ
internationalen	internacionais	international	internacional	N;NOM;DEF;MASC+FEM;SG	ADJ
internationalen	o	international	o	N;NOM;DEF;MASC+FEM;SG	DET
amazing	incrible	amazing	incrible	N;NOM;INDF;NEUT;SG	ADJ
amazing	incribles	amazing	incrible	N;NOM;INDF;NEUT;SG	ADJ
