iranian	پشتو	iranian	پشتو	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
pupa	پشت.	pupă	پشت.	V;IND;SG;3;IPFV;FIN	PROPN;NOM;MASC;SG;3
pupa	پچھاڑی	pupă	پچھاڑی	V;IND;SG;3;IPFV;FIN	PROPN;NOM;MASC;SG;3
trestie	گنا	trestie	گنا	N;INDF;FEM;SG	N;NOM;MASC;SG;3
incomplet	نامکمل	incomplet	نامکمل	ADV	ADJ
incomplet	ادھورا.	incomplet	ادھورا.	ADV	PROPN;NOM;MASC;SG;3
clic	کھٹکا	clic	کھٹکا		V;PFV;MASC;SG;V.PTCP;ACT
domestic	پالتو	domestic	پالتو	ADJ;INDF;MASC;SG	N;NOM;MASC;SG;3
neterminat	ادھورا.	netermina	ادھورا.	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
rat	بھگوڑا	rat	بھگوڑا		PROPN;NOM;MASC;SG;3
rat	موش	rat	موش		PROPN;NOM;MASC;SG;3
sălbăticie	تشدد	sălbăticie	تشدد	N;INDF;FEM;SG	N;NOM;MASC;SG;3
sălbăticie	ظلم	sălbăticie	ظلم	N;INDF;FEM;SG	N;NOM;MASC;SG;3
sălbăticie	دشت	sălbăticie	دشت	N;INDF;FEM;SG	N;NOM;MASC;SG;3
sălbăticie	بیابان.	sălbăticie	بیابان.	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
sălbăticie	ویرانہ	sălbăticie	ویرانہ	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
sălbăticie	(	sălbăticie	(	N;INDF;FEM;SG	
lada	ڈھوڈا.	ladă	ڈھوڈا.	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
lada	ڈھانچا	ladă	ڈھانچا	N;DEF;FEM;SG	
recomanda	(	recomanda	(	V;IND;SG;3;IPFV;FIN	
capturează	گرفتہ	captura	گرفتہ	V;IND;3;PRS;FIN	PROPN;NOM;MASC;SG;3
capturează	تسخیر	captura	تسخیر	V;IND;3;PRS;FIN	N;NOM;MASC;SG;3
capturează	قبضے	captura	قبضہ	V;IND;3;PRS;FIN	N;NOM;MASC;SG;3
nirvana	نروان	nirvană	نروان	N;DEF;FEM;SG	N;NOM;MASC;SG;3
vertebrate	خزندے	vertebra	خزندہ	ADJ;INDF;FEM;PL	N;NOM;MASC;PL;3
vertebrate	فقاریہ	vertebra	فقاریہ	ADJ;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
vertebrate	خزندے	vertebra	خزندہ	ADJ;INDF;FEM;PL	N;NOM;MASC;PL;3
resursă	آسرا.	resursa	آسرا.	N;INDF;FEM;SG	
migrație	مہاجرت	migrație	مہاجرت	N;INDF;FEM;SG	N;NOM;MASC;SG;3
fury	طوفان	fury	طوفان	PROPN	N;NOM;MASC;SG;3
fury	ہیجان	fury	ہیجان	PROPN	N;NOM;MASC;SG;3
fury	ہلچل.	fury	ہلچل.	PROPN	PROPN;NOM;MASC;SG;3
fury	جھکّڑ	fury	جھکّڑ	PROPN	PROPN;NOM;MASC;SG;3
chipurile	الزاماً.	chipurile	الزاماً.	N;DEF;FEM;PL	ADV
hook	پنجہ.	hook	پنجہ.	PROPN	PROPN;NOM;MASC;SG;3
hook	جال.	hook	جال.	PROPN	
hook	چرانا	hook	چرانا	PROPN	V;MASC;SG;NFIN;ACT
hook	آنکڑا.	hook	آنکڑا.	PROPN	PROPN;NOM;MASC;SG;3
hook	درانتی	hook	درانتی	PROPN	ADJ
hook	پھندا	hook	پھندا	PROPN	V;MASC;SG;V.PTCP;ACT
lamb	مسکین	lamb	مسکین	PROPN	PROPN;NOM;MASC;SG;3
supunerea	اطاعت.	supunere	اطاعت.	N;DEF;FEM;SG	ADJ
cocos	نارجیل	cocos	نارجیل	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
alegeți	چنیدہ	alege	چنیدہ	V;IND;PL;2;PRS;FIN	
alegeți	چننا	alege	چننا	V;IND;PL;2;PRS;FIN	V;MASC;SG;NFIN;ACT
alegeți	منتخب.	alege	منتخب.	V;IND;PL;2;PRS;FIN	ADJ
estonă	ایسٹونیائی.	estonă	ایسٹونیائی.	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
pată	رنگنے	pată	رنگ	N;INDF;FEM;SG	V;NFIN;ACT
pată	عیب	pată	عیب	N;INDF;FEM;SG	N;NOM;MASC;SG;3
pată	روغن	pată	روغن	N;INDF;FEM;SG	N;NOM;MASC;SG;3
pată	(	pată	(	N;INDF;FEM;SG	
pată	رنگنے	pată	رنگ	N;INDF;FEM;SG	V;NFIN;ACT
pată	داغ	pată	داغ	N;INDF;FEM;SG	N;NOM;MASC;SG;3
pată	دھبّا	pată	دھبّا	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
pată	عیب	pată	عیب	N;INDF;FEM;SG	N;NOM;MASC;SG;3
pată	روغن	pată	روغن	N;INDF;FEM;SG	N;NOM;MASC;SG;3
pată	(	pată	(	N;INDF;FEM;SG	
varză	کاہل	varză	کاہل	N;INDF;FEM;SG	
maturitatea	پختگی	maturitate	پختگی	N;DEF;FEM;SG	N;NOM;MASC;SG;3
maturitatea	بلوغ	maturitate	بلوغ	N;DEF;FEM;SG	
maturitatea	پختگی	maturitate	پختگی	N;DEF;FEM;SG	N;NOM;MASC;SG;3
maturitatea	بلوغ	maturitate	بلوغ	N;DEF;FEM;SG	
maturitatea	رسیدگی	maturitate	رسیدگی	N;DEF;FEM;SG	N;NOM;MASC;SG;3
corporale	ملموس.	corporal	ملموس.	ADJ;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
corporale	محکم	corporal	محکم	ADJ;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
acre	میدان.	acru	میدان.		PROPN;NOM;MASC;SG;3
diagramă	نقشہ	diagramă	نقشہ	N;INDF;FEM;SG	N;NOM;MASC;SG;3
diagramă	ترسیم	diagramă	ترسیم	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
diagramă	تصویر	diagramă	تصویر	N;INDF;FEM;SG	N;NOM;MASC;SG;3
planetare	دنیوی.	planetare	دنیوی.	ADJ;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
fosilă	پنجر	fosil	پنجر	N;INDF;FEM;SG	
fosilă	پرانا	fosil	پرانا	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
fosilă	بوسیدہ.	fosil	بوسیدہ.	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
fosilă	متحجر	fosil	متحجر	N;INDF;FEM;SG	ADJ
fosilă	فوصل.	fosil	فوصل.	N;INDF;FEM;SG	
imobil	قائم.	imobil	قائم.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
puritate	پاک.	puritate	پاک.	N;INDF;FEM;SG	
puritate	طہارت.	puritate	طہارت.	N;INDF;FEM;SG	V;IPFV;MASC;SG;V.PTCP;ACT
puritate	صفائی	puritate	صفائی	N;INDF;FEM;SG	N;NOM;MASC;SG;3
puritate	پاکیزگی	puritate	پاکیزگی	N;INDF;FEM;SG	N;NOM;MASC;SG;3
puritate	پاک.	puritate	پاک.	N;INDF;FEM;SG	
puritate	طہارت.	puritate	طہارت.	N;INDF;FEM;SG	V;IPFV;MASC;SG;V.PTCP;ACT
neterminată	ادھورا.	neterminat	ادھورا.	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
joaca	پھرتیلی	joacă	پھرتیلی	N;DEF;FEM;SG	ADJ
joaca	on	joacă	on	N;DEF;FEM;SG	
joaca	چال	joacă	چال	N;DEF;FEM;SG	;MASC;SG;3
joaca	عمل	joacă	عمل	N;DEF;FEM;SG	N;NOM;MASC;SG;3
joaca	سرگرمی	joacă	سرگرم	N;DEF;FEM;SG	N;NOM;MASC;SG;3
joaca	پھرتیلی	joacă	پھرتیلی	N;DEF;FEM;SG	ADJ
joaca	on	joacă	on	N;DEF;FEM;SG	
joaca	کھیل	joacă	کھیل	N;DEF;FEM;SG	N;NOM;MASC;SG;3
joaca	چال	joacă	چال	N;DEF;FEM;SG	;MASC;SG;3
joaca	عمل	joacă	عمل	N;DEF;FEM;SG	N;NOM;MASC;SG;3
joaca	سرگرمی	joacă	سرگرم	N;DEF;FEM;SG	N;NOM;MASC;SG;3
cânepă	قِنّب.	cânepă	قِنّب.	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
cânepă	چرس	cânepă	چرس	N;INDF;FEM;SG	N;NOM;MASC;SG;3
cânepă	گانجا	cânepă	گانجا	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
disponibilitatea	دستیابی	disponibilitate	دستیابی	N;DEF;FEM;SG	ADJ
zeitate	اُلوہیت	zeitate	اُلوہیت	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
zeitate	خدا.	zeitate	خدا.	N;INDF;FEM;SG	
exploziv	اشتعال	exploziv	اشتعال	ADJ;INDF;MASC;SG	N;NOM;MASC;SG;3
exploziv	آتشگیر.	exploziv	آتشگیر.	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
exploziv	انفجاری	exploziv	انفجاری	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
banner	نمایاں	banner	نمایاں	N;INDF;MASC;SG	ADJ
sentimentală	جذباتی	sentimental	جذباتی	ADJ;INDF;FEM;SG	ADJ;NOM
profite	آلینا	profit	آلینا		PROPN;NOM;MASC;SG;3
profite	اٹکنا	profit	اٹک		V;NFIN;ACT
profite	آلینا	profit	آلینا		PROPN;NOM;MASC;SG;3
profite	اٹکنا	profit	اٹک		V;NFIN;ACT
profite	ہتھیانا	profit	ہتھیانا		PROPN;NOM;MASC;SG;3
panglică	فیتہ	panglic	فیتہ	N;INDF;FEM;SG	
panglică	لیرے	panglic	لیرا	N;INDF;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
opusul	ڈنڈی	opus	ڈنڈی	N;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
siberian	سائبیریائی.	siberian	سائبیریائی.	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
sharp	ترش	sharp	ترش	N;INDF;MASC;SG	ADJ
sharp	اچانک	sharp	اچانک	N;INDF;MASC;SG	ADV
sharp	کائیاں	sharp	کائی	N;INDF;MASC;SG	N;NOM;MASC;PL;3
sharp	اشتہا	sharp	اشتہا	N;INDF;MASC;SG	ADJ
sharp	چنٹ.	sharp	چنٹ.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
sharp	نکیلا.	sharp	نکیل	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
sharp	عیار	sharp	عیار	N;INDF;MASC;SG	
sharp	طاقتور.	sharp	طاقتور.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
sharp	معاً	sharp	معاً	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
sharp	سیدھے	sharp	سیدھے	N;INDF;MASC;SG	V;ACT
sharp	چالاک	sharp	چالاک	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
sharp	سخت	sharp	سخت	N;INDF;MASC;SG	ADJ
sharp	سڈول	sharp	سڈول	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
sharp	ڈھالو	sharp	ڈھالو	N;INDF;MASC;SG	
sharp	ترش	sharp	ترش	N;INDF;MASC;SG	ADJ
sharp	اچانک	sharp	اچانک	N;INDF;MASC;SG	ADV
sharp	کائیاں	sharp	کائی	N;INDF;MASC;SG	N;NOM;MASC;PL;3
sharp	اشتہا	sharp	اشتہا	N;INDF;MASC;SG	ADJ
sharp	چنٹ.	sharp	چنٹ.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
sharp	نکیلا.	sharp	نکیل	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
sharp	عیار	sharp	عیار	N;INDF;MASC;SG	
sharp	تیز	sharp	تیز	N;INDF;MASC;SG	ADJ
sharp	طاقتور.	sharp	طاقتور.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
sharp	معاً	sharp	معاً	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
sharp	سیدھے	sharp	سیدھے	N;INDF;MASC;SG	V;ACT
sharp	چالاک	sharp	چالاک	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
sharp	سخت	sharp	سخت	N;INDF;MASC;SG	ADJ
sharp	سڈول	sharp	سڈول	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
sharp	ڈھالو	sharp	ڈھالو	N;INDF;MASC;SG	
sharp	ذکی	sharp	ذکی	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
singurătate	تنہائی.	singurătate	تنہائی.	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
pac	بہتر	pac	بہتر		ADJ
dansează	ناچ.	dansa	ناچ.	V;IND;3;PRS;FIN	PROPN;NOM;MASC;SG;3
dansează	جھلانا	dansa	جھلا	V;IND;3;PRS;FIN	PROPN;NOM;MASC;SG;3
dansează	ناچ.	dansa	ناچ.	V;IND;3;PRS;FIN	PROPN;NOM;MASC;SG;3
dansează	جھلانا	dansa	جھلا	V;IND;3;PRS;FIN	PROPN;NOM;MASC;SG;3
dansează	رقص	dansa	رقص	V;IND;3;PRS;FIN	N;NOM;MASC;SG;3
dansează	ناچنا	dansa	ناچنا	V;IND;3;PRS;FIN	
recrutarea	بھرتی	recrutare	بھر	N;DEF;FEM;SG	V;IPFV;FEM;SG;V.PTCP;ACT
strălucitor	چمکیلا	strălucitor	چمکیلا	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
mamifer	ثدوی	mamifer	ثدوی	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
mamifer	تھنیلا	mamifer	تھنیلا	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
mamifer	ممالی	mamifer	ممالی	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
chestii	into	chestie	into	N;INDF;FEM;PL	
chestii	بعدہ	chestie	بعدہ	N;INDF;FEM;PL	
chestii	گھسانا	chestie	گھسانا	N;INDF;FEM;PL	
chestii	(	chestie	(	N;INDF;FEM;PL	
sage	بینا	sagă	بینا	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
sage	ساج	sagă	ساج	N;INDF;MASC;SG	
sage	بینا	sagă	بینا	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
sage	ساج	sagă	ساج	N;INDF;MASC;SG	
sage	دانا	sagă	دانا	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
specificații	تصریح.	specificație	تصریح.	N;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
specificații	تخصیص	specificație	تخصیص	N;INDF;FEM;PL	N;NOM;MASC;SG;3
procentaj	تناسب.	procentaj	تناسب.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
implicită	فرار.	implicit	فرار.	ADJ;INDF;FEM;SG	
implicită	عہد	implicit	عہد	ADJ;INDF;FEM;SG	N;NOM;MASC;SG;3
implicită	اقرار	implicit	اقرار	ADJ;INDF;FEM;SG	N;NOM;MASC;SG;3
implicită	کوتاہی	implicit	کوتاہی	ADJ;INDF;FEM;SG	N;NOM;MASC;SG;3
beneficiul	موافق	beneficiu	موافق	N;DEF;MASC;SG	ADJ
beneficiul	موافق	beneficiu	موافق	N;DEF;MASC;SG	ADJ
beneficiul	فائدہ	beneficiu	فائدہ	N;DEF;MASC;SG	N;NOM;MASC;SG;3
mobilitate	تغیّر	mobilitate	تغیّر	N;INDF;FEM;SG	N;NOM;MASC;SG;3
sionist	صیہونی	sionist	صیہونی	N;INDF;MASC;SG	ADJ
intim	(	intim	(	ADJ;INDF;MASC;SG	
intim	نجی	intim	نجی	ADJ;INDF;MASC;SG	N;NOM;MASC;SG;3
intim	خلقی.	intim	خلقی.	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
intim	یگانگت.	intim	یگانگت.	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
intim	(	intim	(	ADJ;INDF;MASC;SG	
intim	نجی	intim	نجی	ADJ;INDF;MASC;SG	N;NOM;MASC;SG;3
intim	خلقی.	intim	خلقی.	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
intim	یگانگت.	intim	یگانگت.	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
piaţa	طلب.	piagă	طلب.	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
piaţa	بھاؤ.	piagă	بھاؤ.	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
piaţa	میلہ	piagă	میلہ	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
piaţa	نرخ	piagă	نرخ	N;DEF;FEM;SG	N;NOM;MASC;SG;3
piaţa	طلب.	piagă	طلب.	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
piaţa	ہاٹ	piagă	ہاٹ	N;DEF;FEM;SG	N;NOM;MASC;SG;3
piaţa	بھاؤ.	piagă	بھاؤ.	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
piaţa	میلہ	piagă	میلہ	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
piaţa	نرخ	piagă	نرخ	N;DEF;FEM;SG	N;NOM;MASC;SG;3
fabricare	ادب	fabricare	ادب	N;INDF;FEM;SG	N;NOM;MASC;SG;3
mânia	غیظ	mânia	غیظ	N;DEF;FEM;SG	
mânia	غصہ	mânia	غصہ	N;DEF;FEM;SG	N;NOM;MASC;SG;3
mânia	غضب.	mânia	غضب.	N;DEF;FEM;SG	
mânia	غضب.	mânia	غضب.	N;DEF;FEM;SG	
mânia	قہر	mânia	قہر	N;DEF;FEM;SG	N;NOM;MASC;SG;3
mânia	غضب.	mânia	غضب.	N;DEF;FEM;SG	
secară	جودار	seca	جودار	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
caricatură	خاکہ.	caricatură	خاکہ.	N;INDF;FEM;SG	
apucă	جھپٹّا	apuca	جھپٹّا	V;IND;SG;3;PST;FIN	PROPN;NOM;MASC;SG;3
apucă	گرفت.	apuca	گرفت.	V;IND;SG;3;PST;FIN	PROPN;NOM;MASC;SG;3
apucă	جھپٹّا	apuca	جھپٹّا	V;IND;SG;3;PST;FIN	PROPN;NOM;MASC;SG;3
apucă	گرفت.	apuca	گرفت.	V;IND;SG;3;PST;FIN	PROPN;NOM;MASC;SG;3
apucă	ہتھیانا	apuca	ہتھیانا	V;IND;SG;3;PST;FIN	PROPN;NOM;MASC;SG;3
capsulă	مجمل	capsulă	مجمل	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
capsulă	خلاصہ	capsulă	خلاصہ	N;INDF;FEM;SG	N;NOM;MASC;SG;3
paznic	خبرداری.	paznic	خبرداری.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
paznic	گارڈ.	paznic	گارڈ.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
paznic	ہوشیاری	paznic	ہوشیاری	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
paznic	نگہبانی	paznic	نگہبانی	N;INDF;MASC;SG	ADJ
paznic	پتّے	paznic	پتیے	N;INDF;MASC;SG	V;MASC;SG;V.PTCP;ACT
imediate	متقاضی.	imediat	متقاضی.	ADJ;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
imediate	بلاواسطہ	imediat	بلاواسطہ	ADJ;INDF;FEM;PL	CONJ
imediate	وہبی	imediat	وہبی	ADJ;INDF;FEM;PL	
genitiv	مضاف	genitiv	مضاف	ADJ;INDF;MASC;SG	N;NOM;MASC;SG;3
genitiv	اضافی.	genitiv	اضافیؤ	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
bone	ہڈی	bonă	ہڈی		ADJ
bone	فولاد.	bonă	فولاد.		ADJ
iluzia	توہمات.	iluzie	توہمات.	N;DEF;FEM;SG	V;IPFV;MASC;SG;V.PTCP;ACT
iluzia	التباس	iluzie	التباس	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
iluzia	اشتباہ	iluzie	اشتباہ	N;DEF;FEM;SG	
mesagerul	پیامی.	mesager	پیامی.	N;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
mesagerul	پیامی.	mesager	پیامی.	N;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
mesagerul	قاصد	mesager	قاصد	N;DEF;MASC;SG	
tandem	تپّیا.	tandem	تپّیا.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
bray	رَینک	bray	رَینک	PROPN	PROPN;NOM;MASC;SG;3
ieftină	ادنیٰ	ieftină	ادنیٰ	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
ieftină	ادنیٰ	ieftină	ادنیٰ	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
balcon	برآمدہ	balcon	برآمدہ	N;INDF;MASC;SG	ADJ
capodopera	شاہکار.	capodoperă	شاہکار.	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
bătută	(	bătut	(	ADJ;INDF;FEM;SG	
bătută	ہرایا	bătut	ہرایا	ADJ;INDF;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
energic	سرگرم	energic	سرگرم	ADV	ADJ
energic	مستعد	energic	مستعد	ADV	ADJ
predica	تلقین	predica	تلقین	N;DEF;FEM;SG	N;NOM;FEM;SG;3
predica	ہدایت	predica	ہدایت	N;DEF;FEM;SG	N;NOM;FEM;SG;3
predica	وعظ	predica	وعظ	N;DEF;FEM;SG	N;NOM;MASC;SG;3
predica	تلقین	predica	تلقین	N;DEF;FEM;SG	N;NOM;FEM;SG;3
predica	ہدایت	predica	ہدایت	N;DEF;FEM;SG	N;NOM;FEM;SG;3
grăsime	تِلائی	grăsime	تِلائی	N;INDF;FEM;SG	ADJ
grăsime	تیل	grăsime	تیل	N;INDF;FEM;SG	N;NOM;MASC;SG;3
grăsime	روغن	grăsime	روغن	N;INDF;FEM;SG	N;NOM;MASC;SG;3
grăsime	چکنائی	grăsime	چکنائی	N;INDF;FEM;SG	N;NOM;FEM;SG;3
grăsime	دُہنیت.	grăsime	دُہنیت.	N;INDF;FEM;SG	ADJ
grăsime	تیلیا	grăsime	تیلیا	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
grăsime	قلیل	grăsime	قلیل	N;INDF;FEM;SG	
grăsime	روغنی	grăsime	روغنی	N;INDF;FEM;SG	ADJ
grăsime	چرب.	grăsime	چرب.	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
grăsime	چربیلا.	grăsime	چربیلا.	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
grăsime	زرخیز	grăsime	زرخیز	N;INDF;FEM;SG	ADJ
grăsime	چکنا	grăsime	چکنا	N;INDF;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
grăsime	فراواں	grăsime	فراواں	N;INDF;FEM;SG	
grăsime	مقتدر	grăsime	مقتدر	N;INDF;FEM;SG	ADJ
grăsime	موٹا	grăsime	موٹا	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
grăsime	تیلیا	grăsime	تیلیا	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
grăsime	قلیل	grăsime	قلیل	N;INDF;FEM;SG	
grăsime	روغنی	grăsime	روغنی	N;INDF;FEM;SG	ADJ
grăsime	چرب.	grăsime	چرب.	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
grăsime	فربہ	grăsime	فربہ	N;INDF;FEM;SG	
grăsime	چربیلا.	grăsime	چربیلا.	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
grăsime	زرخیز	grăsime	زرخیز	N;INDF;FEM;SG	ADJ
grăsime	چکنا	grăsime	چکنا	N;INDF;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
grăsime	فراواں	grăsime	فراواں	N;INDF;FEM;SG	
grăsime	مقتدر	grăsime	مقتدر	N;INDF;FEM;SG	ADJ
grăsime	چربی	grăsime	چربی	N;INDF;FEM;SG	N;NOM;FEM;SG;3
puritatea	پاک.	puritate	پاک.	N;DEF;FEM;SG	
puritatea	طہارت.	puritate	طہارت.	N;DEF;FEM;SG	V;IPFV;MASC;SG;V.PTCP;ACT
puritatea	صفائی	puritate	صفائی	N;DEF;FEM;SG	N;NOM;MASC;SG;3
puritatea	پاکیزگی	puritate	پاکیزگی	N;DEF;FEM;SG	N;NOM;MASC;SG;3
puritatea	پاک.	puritate	پاک.	N;DEF;FEM;SG	
puritatea	طہارت.	puritate	طہارت.	N;DEF;FEM;SG	V;IPFV;MASC;SG;V.PTCP;ACT
puf	چمکانا.	pufe	چمکانا.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
puf	رُئواں	pufe	رُئواں	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
puf	مُغلم	pufe	مُغلم	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
pustiu	اجاڑنا	pustiu	اجاڑنا		V;MASC;SG;NFIN;ACT
pustiu	ویران	pustiu	ویران		V;ACT
pustiu	درماندہ	pustiu	درماندہ		ADJ
pustiu	اکیلا.	pustiu	اکیلا.		PROPN;NOM;MASC;SG;3
pustiu	بچھڑا	pustiu	بچھڑا		V;PFV;MASC;SG;V.PTCP;ACT
pustiu	خشک	pustiu	خشک		ADJ
pustiu	کھنڈر	pustiu	کھنڈر		N;NOM;MASC;SG;3
unt	خوشامد	unt	خوشامد	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
unt	چاپلوسی.	unt	چاپلوسی.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
rigide	کڑا	rigid	کڑا	ADJ;INDF;FEM;PL	;NOM;MASC;SG;3
rigide	کڑا	rigid	کڑا	ADJ;INDF;FEM;PL	;NOM;MASC;SG;3
rigide	کٹّر	rigid	کٹّر	ADJ;INDF;FEM;PL	
pregătiri	تیاری	pregătire	تیاری	N;INDF;FEM;PL	N;NOM;MASC;SG;3
pregătiri	آمادگی	pregătire	آمادگی	N;INDF;FEM;PL	N;NOM;MASC;SG;3
pregătiri	مستعدی.	pregătire	مستعدی.	N;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
senna	سنا	senna	سنا	PROPN	V;ACT
insuficientă	نارسا	insuficient	نارسا	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
insuficientă	کمتر.	insuficient	کمتر.	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
insuficientă	نارسا	insuficient	نارسا	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
insuficientă	کمتر.	insuficient	کمتر.	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
cardiacă	قلبی.	cardiac	قلبی.	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
trap	کھٹکا	trap	کھٹکا	N;INDF;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
trap	کھٹکا	trap	کھٹکا	N;INDF;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
trap	جال	trap	جال	N;INDF;MASC;SG	V;ACT
bath	دھلانا	bath	دھلانا	N;INDF;MASC;SG	V;MASC;SG;V.PTCP;ACT
lone	خالی	lonă	خالی	PROPN	ADJ
lone	سونی	lonă	سو	PROPN	PROPN;NOM;MASC;SG;3
lone	مہجور	lonă	مہجور	PROPN	N;NOM;MASC;SG;3
netede	(	neted	(	ADJ;INDF;FEM;PL	
netede	over	neted	over	ADJ;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
netede	یکسار	neted	یکسار	ADJ;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
netede	جھرّیوں	neted	جھریی	ADJ;INDF;FEM;PL	N;ACC;MASC;PL;3
netede	down	neted	down	ADJ;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
