और	dan	और	dan		CONJ
स्क्वायर	skype	स्क्वायर	skype	N;NOM;MASC;SG;3	PROPN
मिमी	mimi	मिमी	mimi	N;NOM;MASC;SG;3	PROPN
इराक	irak	इराक	irak	PROPN;NOM;MASC;SG;3	PROPN;SG
प्रशंसक	fans	प्रशंसक	fans	N;NOM;MASC;PL;3	PROPN
प्रशंसक	penggemar	प्रशंसक	pengemar	N;NOM;MASC;PL;3	N;SG
प्रशंसक	fan	प्रशंसक	fan	N;NOM;MASC;PL;3	PROPN
प्रशंसक	penggemar	प्रशंसक	pengemar	N;NOM;MASC;PL;3	N;SG
प्रशंसक	kipas	प्रशंसक	kipas	N;NOM;MASC;PL;3	N;SG
निवेशकों	investor	निवेशक	investor	N;ACC;MASC;PL;3	N;SG
निवेशकों	investor	निवेशक	investor	N;ACC;MASC;PL;3	N;SG
सेठ	seth	सेठ	seth	PROPN;NOM;MASC;SG;3	PROPN
सेठ	sheth	सेठ	sheth	PROPN;NOM;MASC;SG;3	PROPN
आँकड़े	statistika	आँकडा	statistika	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
आँकड़े	statistik	आँकडा	statistik	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
आँकड़े	stat	आँकडा	stat	V;PFV;MASC;SG;V.PTCP;ACT	PROPN
आँकड़े	statistik	आँकडा	statistik	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
प्रसंस्करण	memroses	प्रसंस्करण	menpros	N;NOM;MASC;SG;3	V;SG;ACT
प्रसंस्करण	memproses	प्रसंस्करण	menproses	N;NOM;MASC;SG;3	V;SG;ACT
प्रसंस्करण	diproses	प्रसंस्करण	diproses	N;NOM;MASC;SG;3	V;SG;PASS
उदार	pemurah	उदार	penpurah	PROPN;NOM;MASC;SG;3	N;SG
उदार	dermawan	उदार	dermawan	PROPN;NOM;MASC;SG;3	N;MASC;SG
उदार	liberal	उदार	liberal	PROPN;NOM;MASC;SG;3	N;SG
मूर्तियों	berhala	मूर्ति	berhala	N;ACC;FEM;PL;3	PROPN;SG
स्वाधीनता	liberty	स्वाधीनता	liberty	N;NOM;FEM;SG;3	PROPN
भाषाएं	bahasa	भाषा	bahasa	N;NOM;FEM;PL;3	N;SG
एयरलाइन	airline	एयरलाइन	airline	N;NOM;FEM;SG;3	PROPN
तस्वीरें	pictures	तस्वीर	pictures	N;NOM;FEM;PL;3	PROPN
तस्वीरें	gambar	तस्वीर	gambar	N;NOM;FEM;PL;3	N;SG
तस्वीरें	foto	तस्वीर	foto	N;NOM;FEM;PL;3	PROPN;SG
तस्वीरें	pics	तस्वीर	pics	N;NOM;FEM;PL;3	PROPN
ग्रेड	grade	ग्रेड	grade	N;NOM;MASC;SG;3	PROPN
बोइंग	boeing	बोइंग	boeing	N;NOM;MASC;SG;3	PROPN
सवारी	berkuda	सवारी	berkuda	N;NOM;FEM;SG;3	V;SG;ACT
सवारी	menunggang	सवारी	mentunggang	N;NOM;FEM;SG;3	V;SG;ACT
सवारी	riding	सवारी	riding	N;NOM;FEM;SG;3	PROPN
सवारी	ride	सवारी	ride	N;NOM;FEM;SG;3	PROPN
झा	jha	झा	jha	PROPN;NOM;MASC;SG;3	PROPN
प्लस	ditambah	प्लस	ditambah		V;SG;PASS
प्लस	plus	प्लस	plus		PROPN
विक्रमादित्य	vikramaditya	विक्रमादित्य	vikramaditya	PROPN;NOM;MASC;SG;3	PROPN
गंध	bau	गंध	bau	PROPN;NOM;FEM;SG;3	PROPN;SG
गंध	penciuman	गंध	penciuman	PROPN;NOM;FEM;SG;3	N;SG
गंध	bau	गंध	bau	PROPN;NOM;FEM;SG;3	PROPN;SG
अंटार्कटिका	antarktika	अंटार्कटिका	antarktika	PROPN;NOM;FEM;SG;3	PROPN
अंटार्कटिका	antartika	अंटार्कटिका	antartika	PROPN;NOM;FEM;SG;3	PROPN;SG
गोद	lap	गोद	lap	N;NOM;FEM;SG;3	PROPN;SG
गोद	lap	गोद	lap	N;NOM;FEM;SG;3	PROPN;SG
छुट्टी	holiday	छुट्टी	holiday	N;NOM;FEM;SG;3	PROPN
यंग	muda	यंग	muda		ADJ;SG
यंग	young	यंग	young		PROPN
यंग	mudanya	यंग	muda		N;SG
अल्लाह	god	अल्लाह	god	PROPN;NOM;MASC;SG;3	PROPN
अल्लाह	tuhan	अल्लाह	tuhan	PROPN;NOM;MASC;SG;3	N;SG
अल्लाह	allah	अल्लाह	allah	PROPN;NOM;MASC;SG;3	PROPN;SG
अल्लाह	allah	अल्लाह	allah	PROPN;NOM;MASC;SG;3	PROPN;SG
राइट	wright	राइट	wright		PROPN
सम्पत्ति	property	सम्पत्ति	property	N;NOM;FEM;SG;3	PROPN
नित्य	harian	नित्य	harian		N;SG
नित्य	daily	नित्य	daily		PROPN
पेट्रोलियम	petroleum	पेट्रोलियम	petroleum	N;NOM;MASC;SG;3	PROPN
शरद	sharad	शरद	sharad	PROPN;NOM;MASC;SG;3	PROPN
दक्ष	gesit	दक्ष	gesit		ADJ;SG
आंख	eye	आंख	eye		PROPN
आंख	mata	आंख	mata		N;SG
पालतू	pet	पालतू	pet	N;NOM;MASC;SG;3	PROPN
संचित	akumulasi	संचित	akumulasi	ADP	N;SG
संचित	consolidated	संचित	consolidated	ADP	PROPN
संचित	konsolidasi	संचित	konsolidasi	ADP	N
लाला	lala	लाला	lala	PROPN;NOM;MASC;SG;3	PROPN
उधार	dipinjam	उधार	dipinjam		V;SG;PASS
उधार	meminjam	उधार	menpinjam		V;SG;ACT
अनुभवी	mengalami	अनुभवी	menalami	PROPN;NOM;MASC;SG;3	V;SG;ACT
अनुभवी	berpengalaman	अनुभवी	berpengalaman	PROPN;NOM;MASC;SG;3	V;SG;ACT
टोनी	tony	टोनी	tony	PROPN;NOM;MASC;SG;3	PROPN
सजीव	live	सजीव	live		PROPN
सजीव	jalani	सजीव	jalani		V;SG;ACT
सजीव	langsung	सजीव	langsung		ADV
सजीव	organisme	सजीव	organisme		N;SG
स्टेट्स	negara	स्टेट्स	negara	N;NOM;MASC;PL;3	N;SG
शायर	shire	शायर	shire	N;NOM;MASC;SG;3	PROPN
दीर्घा	gallery	दीर्घा	gallery	N;NOM;FEM;SG;3	PROPN
शॉट	shot	शॉट	shot	N;NOM;MASC;SG;3	PROPN
शॉट	tertembak	शॉट	tertembak	N;NOM;MASC;SG;3	V;SG;PASS
शॉट	ditembak	शॉट	ditembak	N;NOM;MASC;SG;3	V;SG;PASS
शॉट	shots	शॉट	shots	N;NOM;MASC;SG;3	PROPN
मिस्टर	mister	मिस्टर	mister	PROPN;NOM;MASC;SG;3	PROPN
लता	lata	लता	lata	PROPN;NOM;FEM;SG;3	PROPN
थाई	thailand	थाई	thailand		PROPN
थाई	thai	थाई	thai		PROPN
कोर्स	course	कोर्स	course	N;NOM;MASC;SG;3	PROPN
चिकित्सकों	terapi	चिकित्सक	terapi	N;ACC;MASC;PL;3	N;SG
चिकित्सकों	dokter	चिकित्सक	dokter	N;ACC;MASC;PL;3	N;SG
वॉशिंगटन	washington	वॉशिंगटन	washington	PROPN;NOM;MASC;SG;3	PROPN
वस्तुएं	butir	वस्तु	butir	N;NOM;FEM;PL;3	PROPN;SG
वस्तुएं	barang	वस्तु	barang	N;NOM;FEM;PL;3	N;SG
फैसले	keputusan	फैसला	keputusan	N;NOM;MASC;PL;3	N;SG
भोज	banquet	भोज	banquet	N;NOM;MASC;SG;3	PROPN
परिधि	lingkar	परिधि	lingkar		N;SG;ACT
प्रसव	melahirkan	प्रसव	menlahirkan	N;NOM;MASC;SG;3	V;SG;ACT
मानस	manas	मानस	manas		PROPN
कराते	karate	करा	karate	V;IPFV;MASC;PL;V.PTCP;ACT	N
उत्तेजित	hyper	उत्तेजित	hyper	ADJ	PROPN
उत्तेजित	hiper	उत्तेजित	hiper	ADJ	PROPN
उत्तेजित	dipompa	उत्तेजित	dipompa	ADJ	V;SG;PASS
वाई	vai	वाई	vai		PROPN
कश्यप	kashyap	कश्यप	kashyap	PROPN;NOM;MASC;SG;3	PROPN
सेवक	hamba	सेवक	hamba	N;NOM;MASC;SG;3	PROPN;SG
नाव	boat	नाव	boat	N;NOM;FEM;SG;3	PROPN
फिल्मी	film	फिल्मी	film	ADJ;NOM	N;SG
पंच	coblos	पंच	coblos		PROPN;SG
पंच	punch	पंच	punch		PROPN
पंच	pukulan	पंच	pukulan		N;SG
बोला	bola	बोल	bola	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
विघटन	disintegrasi	विघटन	disintegrasi	N;NOM;MASC;SG;3	ADP;SG;PASS
साम्यवादी	komunisme	साम्यवादी	komunisme	PROPN;NOM;SG;3	N;SG
अरुणाचल	arunachal	अरुणाचल	arunachal	PROPN;NOM;MASC;SG;3	N
क्षमताओं	kapabilitas	क्षमता	kapabilitas	N;ACC;FEM;PL;3	N;SG
क्षमताओं	kemampuan	क्षमता	kemampuan	N;ACC;FEM;PL;3	N;SG
प्रासंगिक	relevansi	प्रासंगिक	relevansi	ADJ	N;SG
प्रासंगिक	relevan	प्रासंगिक	relevan	ADJ	N;SG
लहर	wave	लहर	wave	N;NOM;FEM;SG;3	PROPN
लहर	gelombang	लहर	gelombang	N;NOM;FEM;SG;3	PROPN;SG
लहर	ombak	लहर	ombak	N;NOM;FEM;SG;3	PROPN
कूद	jump	कूद	jump	N;NOM;FEM;SG;3	PROPN
कूद	melompat	कूद	menlompat	N;NOM;FEM;SG;3	V;SG;ACT
कूद	melompat	कूद	menlompat	N;NOM;FEM;SG;3	V;SG;ACT
कूद	jumping	कूद	jumping	N;NOM;FEM;SG;3	PROPN
रावत	rawat	रावत	rawat	PROPN;NOM;MASC;SG;3	N;SG
परंपराओं	tradisi	परंपरा	tradisi	N;ACC;FEM;PL;3	N;SG
ऊन	fleece	ऊन	fleece	N;NOM;MASC;SG;3	PROPN
ऊन	wool	ऊन	wool	N;NOM;MASC;SG;3	PROPN
नासा	nasa	नासा	nasa	PROPN;NOM;FEM;SG;3	PROPN
ब्रह्मांड	universe	ब्रह्मांड	universe	N;NOM;MASC;SG;3	PROPN
ब्रह्मांड	cosmos	ब्रह्मांड	cosmos	N;NOM;MASC;SG;3	PROPN
हीरो	hero	हीरो	hero	N;NOM;MASC;SG;3	PROPN
विराम	koma	विराम	koma	N;NOM;MASC;SG;3	PROPN
रियो	rio	रियो	rio	PROPN;NOM;MASC;SG;3	PROPN
पंचम	kelima	पंचम	kelima	PROPN;NOM;MASC;SG;3	NUM
पंचम	fifth	पंचम	fifth	PROPN;NOM;MASC;SG;3	PROPN
पंचम	seperlima	पंचम	seperlima	PROPN;NOM;MASC;SG;3	N
विकृत	distorsi	विकृत	distorsi	ADJ	N;SG
सैम	sam	सैम	sam	N;NOM;MASC;SG;3	PROPN
एयरपोर्ट	airport	एयरपोर्ट	airport	N;NOM;MASC;SG;3	PROPN
सुलभ	handy	सुलभ	handy		PROPN
सुलभ	berguna	सुलभ	berguna		V;SG;ACT
रिक्त	null	रिक्त	null		PROPN
रिक्त	hampa	रिक्त	hampa		PROPN;SG
रिक्त	kosongkan	रिक्त	kosongkan		V;SG;ACT
रिक्त	kosong	रिक्त	kosong		ADJ;SG
रिक्त	kosong	रिक्त	kosong		ADJ;SG
रिक्त	blank	रिक्त	blank		PROPN
बडी	sobat	बडी	sobat	ADJ;NOM;FEM;SG	N;SG
बडी	teman	बडी	teman	ADJ;NOM;FEM;SG	N;SG
बडी	buddy	बडी	buddy	ADJ;NOM;FEM;SG	PROPN
अनुभवों	pengalaman	अनुभव	pengalaman	N;ACC;MASC;PL;3	N;SG
गामा	kilogram	गामा	kilogram	PROPN;NOM;MASC;SG;3	N
गामा	gram	गामा	gram	PROPN;NOM;MASC;SG;3	N;SG
गामा	galungan	गामा	galungan	PROPN;NOM;MASC;SG;3	N;SG
गामा	gama	गामा	gama	PROPN;NOM;MASC;SG;3	PROPN
गामा	gamma	गामा	gamma	PROPN;NOM;MASC;SG;3	PROPN;SG
नियंत्रक	controller	नियंत्रक	controller	N;NOM;MASC;SG;3	PROPN
नियंत्रक	mengontrol	नियंत्रक	menkontrol	N;NOM;MASC;SG;3	V;SG;ACT
अनु	anu	अनु	anu		PROPN
मोर	mor	मोर	mor		PROPN
मोर	merak	मोर	merak		PROPN
मोर	peacock	मोर	peacock		PROPN
बाइबिल	bible	बाइबिल	bible	N;NOM;MASC;SG;3	PROPN
स्थाई	permanent	स्थाई	permanent	ADJ;NOM	PROPN
ढाल	kemiringan	ढाल	kemiringan		N;SG
ढाल	lereng	ढाल	lereng		N;SG
ढाल	gradien	ढाल	gradien		PROPN
ढाल	gradasi	ढाल	gradasi		N;SG
अभिन्न	integral	अभिन्न	integral	PROPN;NOM;MASC;SG;3	N
अभिन्न	terpisahkan	अभिन्न	terpisahkan	PROPN;NOM;MASC;SG;3	V;SG;PASS
फेफड़े	paru	फेफड	paru	N;NOM;MASC;SG;3	PROPN;SG
अभिषेक	abhishek	अभिषेक	abhishek	N;NOM;MASC;SG;3	PROPN
दोस्तों	guys	दोस्त	guys	N;ACC;MASC;PL;3	PROPN
दोस्तों	teman	दोस्त	teman	N;ACC;MASC;PL;3	N;SG
दोस्तों	friends	दोस्त	friends	N;ACC;MASC;PL;3	PROPN
दोस्तों	berteman	दोस्त	berteman	N;ACC;MASC;PL;3	V;SG;ACT
दरअसल	actually	दरअसल	actually	ADV	PROPN
रोज	rose	रोज	rose	N;NOM;MASC;SG;3	PROPN
रोज	everyday	रोज	everyday	N;NOM;MASC;SG;3	PROPN
रोज	daily	रोज	daily	N;NOM;MASC;SG;3	PROPN
खोलने	opening	खोल	opening	V;NFIN;ACT	PROPN
खोलने	pembukaan	खोल	penbukaan	V;NFIN;ACT	N;SG
खुलासा	mengungkapkan	खुलासा	menungkapkan	N;NOM;MASC;SG;3	V;SG;ACT
खुलासा	ungkapkan	खुलासा	ungkapkan	N;NOM;MASC;SG;3	V;SG;ACT
खुलासा	ungkap	खुलासा	ungkap	N;NOM;MASC;SG;3	
तोड़ने	breaking	तोड़	breaking	V;NFIN;ACT	PROPN
मान्यताओं	kepercayaan	मान्यता	kepercayaan	N;ACC;FEM;PL;3	N;SG
मान्यताओं	keyakinan	मान्यता	keyakinan	N;ACC;FEM;PL;3	N;SG
जरूर	mesti	जरूर	mesti	ADV	
जरूर	keharusan	जरूर	keharusan	ADV	N;SG
जरूर	must	जरूर	must	ADV	PROPN
प्रशासक	admin	प्रशासक	admin	N;NOM;MASC;SG;3	PROPN
नकल	imitasi	नकल	imitasi		N
नकल	tiruan	नकल	tiruan		N;SG
नकल	duplikat	नकल	duplikat		N
नकल	duplikasi	नकल	duplikasi		N
नकल	gandakan	नकल	gandakan		V;SG;ACT
सर्प	ular	सर्प	ular	PROPN;NOM;MASC;SG;3	N;SG
टुकड़ों	remah	टुकडा	remah	N;ACC;MASC;PL;3	N;SG
स्ट्रोक	stroke	स्ट्रोक	stroke	N;NOM;MASC;SG;3	PROPN
बैटमैन	batman	बैटमैन	batman	PROPN;NOM;MASC;SG;3	N;SG
गुड	bagus	गुड	bagus		ADJ;SG
धनुष	busur	धनुष	busur	PROPN;NOM;MASC;SG;3	N;SG
धनुष	bow	धनुष	bow	PROPN;NOM;MASC;SG;3	PROPN
एप्पल	apel	एप्पल	apel	PROPN;NOM;MASC;SG;3	N;SG
एप्पल	apple	एप्पल	apple	PROPN;NOM;MASC;SG;3	PROPN
असंख्य	segudang	असंख्य	segudang		N;SG
मधु	honey	मधु	honey	PROPN;NOM;MASC;SG;3	PROPN
मधु	sayang	मधु	sayang	PROPN;NOM;MASC;SG;3	N;SG
मधु	madu	मधु	madu	PROPN;NOM;MASC;SG;3	N;SG
मधु	madhu	मधु	madhu	PROPN;NOM;MASC;SG;3	PROPN
परिदृश्य	tumbang	परिदृश्य	tumbang	N;NOM;MASC;SG;3	V;SG;ACT
परिदृश्य	skenario	परिदृश्य	skenario	N;NOM;MASC;SG;3	PROPN;SG
पालि	lobus	पालि	lobus		N;SG
उपाध्याय	upadhyay	उपाध्याय	upadhyay	PROPN;NOM;MASC;SG;3	PROPN
हार्वर्ड	harvard	हार्वर्ड	harvard	PROPN;NOM;MASC;SG;3	PROPN
मिथिला	mithila	मिथिला	mithila	PROPN;NOM;FEM;SG;3	PROPN
गुवाहाटी	guwahati	गुवाहाटी	guwahati	PROPN;NOM;MASC;SG;3	PROPN
वॉन	von	वॉन	von	PROPN;NOM;MASC;SG;3	PROPN
सराय	sarai	सराय	sarai	N;NOM;MASC;SG;3	PROPN
सराय	inn	सराय	inn	N;NOM;MASC;SG;3	PROPN
कट	cut	कट	cut	V;SG;FIN;ACT	PROPN
कट	potong	कट	potong	V;SG;FIN;ACT	N;SG;ACT
भयानक	mengerikan	भयानक	menngerikan	PROPN;NOM;MASC;SG;3	V;SG;ACT
भयानक	ngeri	भयानक	ngeri	PROPN;NOM;MASC;SG;3	ADJ;SG
भयानक	mengerikan	भयानक	menngerikan	PROPN;NOM;MASC;SG;3	V;SG;ACT
पुरस्कृत	dihargai	पुरस्कृत	dihargai	PROPN;NOM;MASC;SG;3	V;SG;PASS
केविन	kevin	केविन	kevin	PROPN;NOM;MASC;SG;3	PROPN
कर्ता	actor	कर्ता	actor	N;NOM;MASC;SG;3	PROPN
शिक्षित	terdidik	शिक्षित	terdidik	ADJ	N;SG;PASS
शिक्षित	dididik	शिक्षित	dididik	ADJ	V;SG;PASS
शिक्षित	terpelajar	शिक्षित	terpelajar	ADJ	N;SG
शिक्षित	berpendidikan	शिक्षित	berpendidikan	ADJ	V;SG;ACT
साबुन	soap	साबुन	soap	N;NOM;MASC;SG;3	PROPN
मिलन	milan	मिलन	milan		PROPN
हिंसक	kekerasan	हिंसक	kekerasan	ADJ	N;SG
गेंदबाजी	bowling	गेँदबाजी	bowling	N;NOM;FEM;SG;3	PROPN
गेंदबाजी	boling	गेँदबाजी	boling	N;NOM;FEM;SG;3	PROPN
ढाका	dhaka	ढाका	dhaka	PROPN;NOM;MASC;SG;3	PROPN
उत्थान	dajjal	उत्थान	dajjal	N;NOM;MASC;SG;3	PROPN
उत्थान	mengangkat	उत्थान	menangkat	N;NOM;MASC;SG;3	V;SG;ACT
सेवाएँ	servis	सेवा	servis	N;NOM;FEM;PL;3	PROPN;SG
सेवाएँ	pelayanan	सेवा	penlayanan	N;NOM;FEM;PL;3	N;SG
सेवाएँ	layanan	सेवा	layanan	N;NOM;FEM;PL;3	N;SG
सेवाएँ	jasa	सेवा	jasa	N;NOM;FEM;PL;3	N;SG
तलाक	bercerai	तलाक	bercerai	N;NOM;MASC;SG;3	V;SG;ACT
तलाक	bercerai	तलाक	bercerai	N;NOM;MASC;SG;3	V;SG;ACT
तलाक	cerai	तलाक	cerai	N;NOM;MASC;SG;3	
राजनयिक	diplomatis	राजनयिक	diplomatis	N;NOM;MASC;PL;3	ADJ
राजनयिक	diplomatik	राजनयिक	diplomatik	N;NOM;MASC;PL;3	N;SG
एजेंसियों	agen	एजेंसी	agen	N;ACC;FEM;PL;3	PROPN;SG
एजेंसियों	lembaga	एजेंसी	lembaga	N;ACC;FEM;PL;3	N;SG
एजेंसियों	agensi	एजेंसी	agensi	N;ACC;FEM;PL;3	N;SG
ब्रूस	bruce	ब्रूस	bruce	PROPN;NOM;MASC;SG;3	PROPN
बैठने	duduk	बैठ	duduk	V;NFIN;ACT	
बैठने	sit	बैठ	sit	V;NFIN;ACT	PROPN
ड्यूक	duke	ड्यूक	duke	PROPN;NOM;MASC;SG;3	PROPN
ड्यूक	adipati	ड्यूक	adipati	PROPN;NOM;MASC;SG;3	N
तैनात	disebarkan	तैनात	disebarkan	ADJ	V;SG;PASS
तैनात	dikerahkan	तैनात	dikerahkan	ADJ	V;SG;PASS
तैनात	menyebarkan	तैनात	mensebarkan	ADJ	V;SG;ACT
राष्ट्रमंडल	persemakmuran	राष्ट्रमंडल	persemakmuran	PROPN;NOM;MASC;SG;3	N
तार्किक	logis	तार्किक	logis		ADJ;SG
मीर	mir	मीर	mir	PROPN;NOM;MASC;SG;3	PROPN
पिक्चर्स	pictures	पिक्चर	pictures	N;NOM;MASC;PL;3	PROPN
पिक्चर्स	gambar	पिक्चर	gambar	N;NOM;MASC;PL;3	N;SG
पिक्चर्स	pixar	पिक्चर	pixar	N;NOM;MASC;PL;3	N;SG
कामयाब	berhasil	कामयाब	berhasil	ADJ	V;SG
कामयाब	dikelola	कामयाब	dikelola	ADJ	V;SG;PASS
विजयी	menang	विजयी	menang	PROPN;NOM;MASC;SG;3	;SG
क्वांटम	quantum	क्वांटम	quantum	PROPN;NOM;MASC;SG;3	PROPN
क्वांटम	kuantum	क्वांटम	kuantum	PROPN;NOM;MASC;SG;3	N;SG
साहस	keberanian	साहस	keberanian		N;SG
सुसज्जित	dilengkapi	सुसज्जित	dilengkapi	ADJ	V;SG;PASS
ओल्ड	tua	ओल्ड	tua		ADJ;SG
ओल्ड	lama	ओल्ड	lama		ADJ;SG
ओल्ड	old	ओल्ड	old		PROPN
ज़रा	zara	ज़रा	zara		PROPN
निंदा	mengutuk	निंदा	menkutuk	N;NOM;FEM;SG;3	V;SG;ACT
थकान	penat	थकान	penat	N;NOM;FEM;SG;3	PROPN;SG
थकान	lelah	थकान	lelah	N;NOM;FEM;SG;3	
थकान	letih	थकान	letih	N;NOM;FEM;SG;3	ADJ;SG
कोट	kutipan	कोट	kutipan		N;SG
कोट	kutip	कोट	kutip		V;SG;ACT
कोट	quote	कोट	quote		PROPN
कोट	mantel	कोट	mantel		N
कोट	jas	कोट	jas		N;SG
अपमान	nista	अपमान	nista	N;NOM;MASC;SG;3	PROPN
अपमान	menghina	अपमान	menhina	N;NOM;MASC;SG;3	V;SG;ACT
मूवी	movie	मूवी	movie	N;NOM;FEM;SG;3	PROPN
मूवी	movies	मूवी	movies	N;NOM;FEM;SG;3	PROPN
ब्रिज	bridges	ब्रिज	bridges	N;NOM;MASC;SG;3	PROPN
ब्रिज	bridge	ब्रिज	bridge	N;NOM;MASC;SG;3	PROPN
पाणिनि	panini	पाणिनि	panini	PROPN;NOM;MASC;SG;3	PROPN
ताज	mahkota	ताज	mahkota	PROPN;NOM;MASC;SG;3	N
ताज	crown	ताज	crown	PROPN;NOM;MASC;SG;3	PROPN
ताज	taj	ताज	taj	PROPN;NOM;MASC;SG;3	PROPN
चिकित्सीय	kedokteran	चिकित्सीय	kedokteran	PROPN;NOM	N;SG
चिकित्सीय	medis	चिकित्सीय	medis	PROPN;NOM	N;SG
चिकित्सीय	medical	चिकित्सीय	medical	PROPN;NOM	PROPN
रोबोट	robot	रोबोट	robot		N;SG
छोड़ा	dilewati	छोड़	dilewati	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;PASS
छोड़ा	digagalkan	छोड़	digagalkan	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;PASS
छोड़ा	dibatalkan	छोड़	dibatalkan	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;PASS
व्हिस्की	whisky	व्हिस्की	whisky	N;NOM;FEM;SG;3	PROPN
ज़्यादातर	kebanyakan	ज़्यादातर	kebanyakan	CONJ	DET;SG
दम	dum	दम	dum	N;NOM;MASC;SG;3	PROPN
अक्तूबर	oktober	अक्तूबर	oktober	PROPN;NOM;MASC;SG;3	PROPN;SG
अक्तूबर	okt	अक्तूबर	okt	PROPN;NOM;MASC;SG;3	
अक्तूबर	oct	अक्तूबर	oct	PROPN;NOM;MASC;SG;3	
एक्ट	bertindak	एक्ट	bertindak	N;NOM;MASC;SG;3	V;SG;ACT
एक्ट	bertindaklah	एक्ट	bertindak	N;NOM;MASC;SG;3	V;SG;ACT
एक्ट	act	एक्ट	act	N;NOM;MASC;SG;3	PROPN
जोकर	joker	जोकर	joker	PROPN;NOM;MASC;SG;3	N
जोकर	jek	जोकर	jek	PROPN;NOM;MASC;SG;3	PROPN
जोकर	jack	जोकर	jack	PROPN;NOM;MASC;SG;3	PROPN
जोकर	badut	जोकर	badut	PROPN;NOM;MASC;SG;3	N;SG
मित्रों	teman	मित्र	teman	N;ACC;MASC;PL;3	N;SG
मित्रों	friends	मित्र	friends	N;ACC;MASC;PL;3	PROPN
मित्रों	berteman	मित्र	berteman	N;ACC;MASC;PL;3	V;SG;ACT
भगवती	bhagwati	भगवती	bhagwati	PROPN;NOM;MASC;SG;3	PROPN
कूट	kuta	कूट	kuta		PROPN
निमित्त	sebab	निमित्त	sebab	N;NOM;MASC;SG;3	CONJ;SG
निमित्त	sebabkan	निमित्त	sebabkan	N;NOM;MASC;SG;3	V;SG;ACT
निमित्त	cause	निमित्त	cause	N;NOM;MASC;SG;3	PROPN
निमित्त	menyebabkan	निमित्त	mensebabkan	N;NOM;MASC;SG;3	V;SG;ACT
भवनों	bangunan	भवन	bangunan	N;ACC;MASC;PL;3	N;SG
भवनों	gedung	भवन	gedung	N;ACC;MASC;PL;3	N;SG
आज़ाद	azad	आज़ाद	azad		PROPN
छठे	keenam	छठा	keenam	ADJ;ACC;MASC;SG	NUM
छठे	sixth	छठा	sixth	ADJ;ACC;MASC;SG	PROPN
करण	karan	करण	karan	PROPN;NOM;MASC;SG;3	
विचारक	pemikir	विचारक	penpikir	N;NOM;MASC;PL;3	N;SG
वीज़ा	visa	वीज़ा	visa	N;NOM;MASC;SG;3	PROPN
कास्त्रो	castro	कास्त्रो	castro	PROPN;NOM;MASC;SG;3	PROPN
आकाशगंगा	galaxy	आकाशगंगा	galaxy	N;NOM;FEM;SG;3	PROPN
गुणा	perkalian	गुणा	perkalian		N;SG
गुणा	perkalian	गुणा	perkalian		N;SG
गुणा	kalikan	गुणा	kalikan		V;SG;ACT
गुणा	dikalikan	गुणा	dikalikan		V;SG;PASS
समायोजन	menyesuaikan	समायोजन	mensesuaikan	N;NOM;MASC;SG;3	V;SG;ACT
समायोजन	sesuaikan	समायोजन	sesuaikan	N;NOM;MASC;SG;3	V;SG;ACT
प्रायोजित	disponsori	प्रायोजित	disponsori	PROPN;NOM;MASC;SG;3	V;SG;PASS
मनमोहन	manmohan	मनमोहन	manmohan	PROPN;NOM;MASC;SG;3	N
विषम	aneh	विषम	aneh		ADJ;SG
विषम	ganjil	विषम	ganjil		PROPN;SG
बाली	balinese	बाली	balinese	PROPN;NOM;MASC;SG;3	PROPN
बाली	bali	बाली	bali	PROPN;NOM;MASC;SG;3	PROPN;SG
बाली	bali	बाली	bali	PROPN;NOM;MASC;SG;3	PROPN;SG
संदिग्ध	curiga	संदिग्ध	curiga	ADJ;NOM	
संदिग्ध	mencurigakan	संदिग्ध	mencurigakan	ADJ;NOM	V;SG;ACT
संदिग्ध	meragukan	संदिग्ध	menragukan	ADJ;NOM	V;SG;ACT
हां	yep	हाँ	yep		PROPN
हां	yeh	हाँ	yeh		PROPN
हां	yap	हाँ	yap		PROPN
हां	yup	हाँ	yup		PROPN
हां	ya	हाँ	ya		PART
हां	yes	हाँ	yes		PROPN
हां	iya	हाँ	iya		PART
राह	way	राह	way	N;NOM;FEM;SG;3	PROPN
जिंदगी	life	जिंदगी	life	N;NOM;FEM;SG;3	PROPN
शिया	syiah	शिया	syiah	N;NOM;MASC;SG;3	PROPN;SG
शिया	xia	शिया	xia	N;NOM;MASC;SG;3	PROPN
शिया	shia	शिया	shia	N;NOM;MASC;SG;3	PROPN
अकेला	sendirian	अकेला	sendirian	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
अकेला	alone	अकेला	alone	V;PFV;MASC;SG;V.PTCP;ACT	PROPN
अकेला	sendiri	अकेला	sendiri	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;SG
अकेला	soliter	अकेला	soliter	V;PFV;MASC;SG;V.PTCP;ACT	N
अकेला	single	अकेला	single	V;PFV;MASC;SG;V.PTCP;ACT	N
