sejler	voile	sejle	voile	V;IND;PRS;FIN;ACT	N;FEM;SG
knight	knight	knight	knight	N;INDF;MASC+FEM;SG	PROPN
knight	chevaliers	knight	chevalier	N;INDF;MASC+FEM;SG	N;MASC;PL
tilgængeligt	dispo	tilgængeligt	dispo	ADJ;INDF;NEUT;SG	INTJ
tilgængeligt	disponibles	tilgængeligt	disponible	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
tilgængeligt	accessibles	tilgængeligt	accessible	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
tungt	heavy	tungt	heavy	ADJ;INDF;NEUT;SG	N;MASC;SG
tungt	lourds	tungt	lourd	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
viet	dévoués	viet	dévoué	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
smukt	magnifiques	smuk	magnifique	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
hugh	hugues	hugh	hugue		PROPN
hugh	hugh	hugh	hugh		PROPN
thorning	thorning	thorning	thorning	N;INDF;MASC+FEM;SG	PROPN
grundstoffer	élémentaire	grundstof	élémentaire	N;INDF;NEUT;PL	ADJ;MASC;SG
grundstoffer	élémentaires	grundstof	élémentaire	N;INDF;NEUT;PL	ADJ;MASC;PL
ryg	revenir	ryg	revenir	N;INDF;MASC+FEM;SG	V;NFIN
ryg	fumer	ryg	fumer	N;INDF;MASC+FEM;SG	V;NFIN
ryg	fumée	ryg	fumer	N;INDF;MASC+FEM;SG	V;FEM;SG;PST;V.PTCP
ryg	fumées	ryg	fumé	N;INDF;MASC+FEM;SG	V;FEM;PL;PST;V.PTCP
faldende	chute	falde	chute	V;PRS;V.PTCP	N;FEM;SG
faldende	descendante	falde	descendant	V;PRS;V.PTCP	ADJ;FEM;SG
faldende	déclin	falde	déclin	V;PRS;V.PTCP	N;MASC;SG
faldende	décroissante	falde	décroissant	V;PRS;V.PTCP	ADJ;FEM;SG
niende	ninth	nie	ninth	ADJ	PROPN
forstad	faubourgs	forstad	faubourg	N;INDF;MASC+FEM;SG	N;MASC;PL
forstad	banlieues	forstad	banlieue	N;INDF;MASC+FEM;SG	N;FEM;PL
ram	ram	ram	ram		N;MASC;SG
ram	bélier	ram	bélier		N;MASC;SG
uro	troubles	uro	trouble	N;INDF;MASC+FEM;SG	ADJ;MASC;PL
uro	anxieux	uro	anxieux	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
tna	tna	tna	tner	PROPN	N;MASC;SG
due	dove	due	dove	N;INDF;MASC+FEM;SG	PROPN
due	pigeons	due	pigeon	N;INDF;MASC+FEM;SG	N;MASC;PL
justin	justin	justin	justin	N;INDF;MASC+FEM;SG	PROPN
trusler	menace	trusel	menace	N;INDF;MASC+FEM;PL	N;FEM;SG
trusler	menace	trusel	menace	N;INDF;MASC+FEM;PL	N;FEM;SG
lau	lau	lau	lau		PROPN
willy	willy	willy	willy		PROPN
eminem	eminem	eminem	eminem		PROPN
andersson	andersson	andersson	andersson	N;INDF;MASC+FEM;SG	PROPN
coast	côte	coast	côte		N;FEM;SG
fjernsyn	télévisions	fjernsyn	télévision	N;INDF;NEUT;SG	N;FEM;PL
fjernsyn	téléviseurs	fjernsyn	téléviseur	N;INDF;NEUT;SG	N;MASC;PL
ture	tournées	tur	tourner	N;INDF;MASC+FEM;PL	V;FEM;PL;PST;V.PTCP
leon	léon	leon	léon		N;MASC;SG
leon	león	leon	león		PROPN
leon	leon	leon	leon		PROPN
forstået	comprenez	forstå	comprendre	V;INDF;SG;PST;V.PTCP	V;IMP;PL;2;PRS;FIN
forstået	comprends	forstå	comprendre	V;INDF;SG;PST;V.PTCP	V;IMP;SG;1;PRS;FIN
leonardo	léonard	leonardo	léonard	N;INDF;MASC+FEM;SG	PROPN
leonardo	leonardo	leonardo	leonardo	N;INDF;MASC+FEM;SG	PROPN
brygge	brew	brygge	brew		PROPN
tiende	tenth	tiende	tenth	ADJ	PROPN
denis	denis	denis	denis		PROPN
logik	logique	logik	logique	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
logik	logiques	logik	logique	N;INDF;MASC+FEM;SG	ADJ;MASC;PL
latinsk	latin	latinsk	latin	ADJ;INDF;SG	N;MASC;SG
latinsk	latines	latinsk	latin	ADJ;INDF;SG	ADJ;FEM;PL
forbliver	restes	forblive	reste	V;IND;PRS;FIN;ACT	N;MASC;PL
forbliver	demeure	forblive	demeure	V;IND;PRS;FIN;ACT	N;FEM;SG
forbliver	séjours	forblive	séjour	V;IND;PRS;FIN;ACT	N;MASC;PL
kattegat	kattegat	kattegat	kattegat	N;INDF;MASC+FEM;SG	PROPN
ruiner	ruine	ruin	ruine	N;INDF;MASC+FEM;PL	N;FEM;SG
investeringer	investissement	investering	investissement	N;INDF;MASC+FEM;PL	N;MASC;SG
investeringer	investissement	investering	investissement	N;INDF;MASC+FEM;PL	N;MASC;SG
israelsk	israéliens	israelsk	israélien	ADJ;INDF;SG	ADJ;MASC;PL
israelsk	israéliennes	israelsk	israélien	ADJ;INDF;SG	ADJ;FEM;PL
israelsk	israël	israelsk	israël	ADJ;INDF;SG	N;MASC;SG
israelsk	israel	israelsk	israel	ADJ;INDF;SG	PROPN
skåret	tranchées	skære	tranchée	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
skåret	tranchés	skære	tranché	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
skåret	cut	skære	cevoir	V;INDF;SG;PST;V.PTCP	PROPN
skåret	coupez	skære	coupez	V;INDF;SG;PST;V.PTCP	V;IMP;PL;2;PRS;FIN
skåret	coupe	skære	coupe	V;INDF;SG;PST;V.PTCP	N;FEM;SG
skåret	éclat	skære	éclat	V;INDF;SG;PST;V.PTCP	N;MASC;SG
mindesmærke	memorial	mindesmærke	memorial	N;INDF;NEUT;SG	PROPN
lane	lane	lane	lane		PROPN
tusindvis	milliers	tusindvis	millier	ADV	N;MASC;PL
ulykker	accident	ulykke	accident	N;INDF;MASC+FEM;PL	N;MASC;SG
pete	pete	pete	pete	PROPN	PROPN
privilegier	privilège	privilegi	privilège	N;INDF;MASC+FEM;PL	N;MASC;SG
nicholas	nicolas	nicholas	nicola		N;MASC;SG
nicholas	nicholas	nicholas	nicholas		PROPN
mann	mann	mann	mann	N;INDF;MASC+FEM;SG	PROPN
beograd	belgrade	beograd	belgrade		PROPN
omgivende	entourant	omgive	entourer	ADJ	V;PRS;V.PTCP
omgivende	ambiance	omgive	ambiance	ADJ	N;FEM;SG
ost	fromages	ost	fromage	N;INDF;MASC+FEM;SG	N;MASC;PL
ost	fromages	ost	fromage	N;INDF;MASC+FEM;SG	N;MASC;PL
værre	pire	slem	pire	ADJ;CMPR	INTJ
renoveret	rénovées	renovere	rénover	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
renoveret	rénovés	renovere	rénover	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
renoveret	rénovées	renovere	rénover	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
hulk	hulk	hulk	hulk	N;INDF;MASC+FEM;SG	PROPN
legenden	légendes	legende	légende	N;DEF;MASC+FEM;SG	N;FEM;PL
playoff	playoffs	playoff	playoff	N;INDF;NEUT;SG	N;MASC;PL
playoff	éliminatoires	playoff	éliminatoire	N;INDF;NEUT;SG	ADJ;MASC;PL
interviews	entrevues	interviews	entrevue	N;INDF;NEUT;PL	V;FEM;PL;PST;V.PTCP
troen	faith	tro	faire	N;DEF;MASC+FEM;SG	PROPN
troen	croire	tro	croire	N;DEF;MASC+FEM;SG	V;NFIN
add	ajouter	add	ajouter	N;INDF;NEUT;SG	V;NFIN
add	ajoute	add	ajouter	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
add	ajoutez	add	ajouter	N;INDF;NEUT;SG	V;IMP;PL;2;PRS;FIN
lara	lara	lara	lara	N;INDF;MASC+FEM;SG	PROPN
hyldest	hommages	hyldest	hommage	N;INDF;MASC+FEM;SG	N;MASC;PL
lettisk	lettonie	lettisk	lettonie	ADJ;INDF;SG	N;FEM;SG
lettisk	lettons	lettisk	letton	ADJ;INDF;SG	ADJ;MASC;PL
lettisk	letton	lettisk	letton	ADJ;INDF;SG	N;MASC;SG
svækket	affaiblissement	svæk	affaiblissement	V;INDF;SG;PST;V.PTCP	N;MASC;SG
svækket	affaiblissant	svæk	affaiblir	V;INDF;SG;PST;V.PTCP	V;PRS;V.PTCP
svækket	affaiblis	svæk	affaiblir	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
svækket	atténués	svæk	atténuer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
svækket	atténuées	svæk	atténuer	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
udgår	supprimé	udgå	supprimer	V;IND;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
udgår	supprimée	udgå	supprimer	V;IND;PRS;FIN;ACT	V;FEM;SG;PST;V.PTCP
udgår	effacé	udgå	effacer	V;IND;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
udgår	supprimés	udgå	supprimer	V;IND;PRS;FIN;ACT	V;MASC;PL;PST;V.PTCP
udgår	supprimées	udgå	supprimer	V;IND;PRS;FIN;ACT	V;FEM;PL;PST;V.PTCP
kierkegaard	kierkegaard	kierkegaard	kierkegaard	N;INDF;MASC+FEM;SG	PROPN
piper	piper	pipe	piper	N;INDF;MASC+FEM;SG	PROPN
banner	bannières	banne	bannière	N;INDF;MASC+FEM;SG	N;FEM;PL
opdagelse	découverte	opdagelse	découvrir	N;INDF;MASC+FEM;SG	V;FEM;SG;PST;V.PTCP
opdagelse	découvertes	opdagelse	découvrir	N;INDF;MASC+FEM;SG	V;FEM;PL;PST;V.PTCP
opdagelse	discovery	opdagelse	discovery	N;INDF;MASC+FEM;SG	PROPN
botaniske	botanique	botanisk	botanique	ADJ;PL	ADJ;MASC;SG
diskuteres	discutables	diskutere	discutable	V;NFIN;PASS	ADJ;MASC;PL
diskuteres	discutable	diskutere	discutable	V;NFIN;PASS	ADJ;MASC;SG
helen	helen	hel	helen	N;DEF;MASC+FEM;SG	PROPN
holmen	holmen	holmen	holmen	N;DEF;MASC+FEM;SG	PROPN
uffe	uffe	uffe	uffe	PROPN	PROPN
hogwarts	poudlard	hogwarts	poudlard	N;INDF;MASC+FEM;SG	PROPN
españa	españa	españa	españa		PROPN
child	enfant	child	enfant		N;MASC;SG
krim	crimée	krim	crimer	PROPN	V;FEM;SG;PST;V.PTCP
krim	crimée	krim	crimer	PROPN	V;FEM;SG;PST;V.PTCP
misbrug	sévices	misbrug	sévice	N;INDF;NEUT;SG	N;MASC;PL
misbrug	abuser	misbrug	abuser	N;INDF;NEUT;SG	V;NFIN
misbrug	exactions	misbrug	exaction	N;INDF;NEUT;SG	N;FEM;PL
kulturelt	culturels	kulturelt	culturel	ADV	ADJ;MASC;PL
kulturelt	culturelle	kulturelt	culturel	ADV	ADJ;FEM;SG
kulturelt	culturel	kulturelt	culturel	ADV	ADJ;MASC;SG
savage	sauvage	savage	sauvage		ADJ;MASC;SG
savage	savage	savage	savage		N;MASC;SG
sub	sub	sub	sub		
fastsat	fixe	fastsætte	fixe	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG
fastsat	fixes	fastsætte	fixe	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL
foretrukne	préféré	foretrukne	préférer	ADJ;PL	V;MASC;SG;PST;V.PTCP
foretrukne	préférée	foretrukne	préféré	ADJ;PL	V;FEM;SG;PST;V.PTCP
foretrukne	privilégiées	foretrukne	privilégié	ADJ;PL	V;FEM;PL;PST;V.PTCP
foretrukne	préférence	foretrukne	préférence	ADJ;PL	N;FEM;SG
amerikaner	américaine	amerikaner	américain	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
amerikaner	américain	amerikaner	américain	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
amerikaner	américaines	amerikaner	américain	N;INDF;MASC+FEM;SG	ADJ;FEM;PL
amerikaner	américains	amerikaner	américain	N;INDF;MASC+FEM;SG	ADJ;MASC;PL
mandskab	équipages	mandskab	équipage	N;INDF;NEUT;SG	N;MASC;PL
erkendelse	reconnaissant	erkendelse	reconnaître	N;INDF;MASC+FEM;SG	V;PRS;V.PTCP
erkendelse	reconnaître	erkendelse	reconnaître	N;INDF;MASC+FEM;SG	V;NFIN
peer	pairs	peer	pair	N;INDF;MASC+FEM;SG	N;MASC;PL
helsingfors	helsinki	helsingfors	helsinki	N;INDF;NEUT;SG	PROPN
siddet	sat	sidde	sattre	V;INDF;SG;PST;V.PTCP	N;MASC;SG
vindende	gagnante	vinde	gagnant	V;PRS;V.PTCP	ADJ;FEM;SG
six	six	six	six		NUM
adrian	adrien	adrian	adrien		PROPN
adrian	adrian	adrian	adrian		PROPN
svalbard	svalbard	svalbard	svalbard		PROPN
brooklyn	brooklyn	brooklyn	brooklyn	N;INDF;MASC+FEM;SG	PROPN
discovery	découverte	discovery	découvrir		V;FEM;SG;PST;V.PTCP
discovery	découvertes	discovery	découvrir		V;FEM;PL;PST;V.PTCP
discovery	discovery	discovery	discovery		PROPN
lukas	luke	lukas	luke	N;INDF;MASC+FEM;SG	PROPN
lukas	lukas	lukas	lukas	N;INDF;MASC+FEM;SG	PROPN
avenue	avenue	avenue	avenue		N;FEM;SG
spencer	spencer	spence	spencer	N;INDF;MASC+FEM;SG	PROPN
berømmelse	renommée	berømmelse	renommer	N;INDF;MASC+FEM;SG	V;FEM;SG;PST;V.PTCP
born	naître	born	naître		V;NFIN
born	né	born	naître		V;MASC;SG;PST;V.PTCP
born	naissance	born	naissance		N;FEM;SG
born	née	born	naître		V;FEM;SG;PST;V.PTCP
born	born	born	born		PROPN
alter	alter	alter	alter	N;INDF;NEUT;SG	PROPN
alter	altérer	alter	altérer	N;INDF;NEUT;SG	V;NFIN
alberto	alberto	alberto	alberto		PROPN
invaderede	envahit	invadere	envahir	V;PST;V.PTCP	V;IND;SG;3;PRS;FIN
logisk	logiques	logisk	logique	ADJ;INDF;SG	ADJ;MASC;PL
logisk	logiques	logisk	logique	ADJ;INDF;SG	ADJ;MASC;PL
udgifter	dépense	udgift	dépense	N;INDF;MASC+FEM;PL	N;FEM;SG
udgifter	frais	udgift	frais	N;INDF;MASC+FEM;PL	ADJ;MASC;SG
udstedt	émises	udstedt	émettre	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
udstedt	délivrés	udstedt	délivrer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
philipp	philipp	philipp	philipp		PROPN
erhvervet	acquises	erhvervet	acquérir	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
himmel	heaven	himmel	heaven	N;INDF;MASC+FEM;SG	PROPN
himmel	cieux	himmel	ciel	N;INDF;MASC+FEM;SG	N;MASC;PL
himmel	sky	himmel	sky	N;INDF;MASC+FEM;SG	PROPN
himmel	ciels	himmel	ciel	N;INDF;MASC+FEM;SG	N;MASC;PL
himmel	ciels	himmel	ciel	N;INDF;MASC+FEM;SG	N;MASC;PL
himmel	cieux	himmel	ciel	N;INDF;MASC+FEM;SG	N;MASC;PL
wang	wang	wang	wang		PROPN
ansvarlige	responsable	ansvarlig	responsable	ADJ;PL	ADJ;MASC;SG
redskaber	engrenage	redskab	engrenage	N;INDF;NEUT;PL	N;MASC;SG
redskaber	engrenage	redskab	engrenage	N;INDF;NEUT;PL	N;MASC;SG
redskaber	outillage	redskab	outillage	N;INDF;NEUT;PL	N;MASC;SG
biograf	cinémas	biograf	cinémas	N;INDF;MASC+FEM;SG	N;MASC;PL
blik	oculaire	blik	oculaire	N;INDF;NEUT;SG	ADJ;MASC;SG
blik	yeux	blik	oeil	N;INDF;NEUT;SG	N;MASC;PL
christie	christie	christie	christie	N;INDF;MASC+FEM;SG	PROPN
datterselskab	subsidiaires	datterselskab	subsidiaire	N;INDF;NEUT;SG	ADJ;MASC;PL
greg	greg	greg	greg		PROPN
roberts	roberts	rober	robert	N;GEN;INDF;MASC+FEM;SG	PROPN
unger	unger	unge	unger	N;INDF;MASC+FEM;PL	PROPN
krat	broussailles	krat	broussaille	N;INDF;NEUT;SG	N;FEM;PL
krat	frotter	krat	frotter	N;INDF;NEUT;SG	V;NFIN
discogs	discogs	discog	discog	N;INDF;MASC+FEM;SG	PROPN
udøvende	exécutif	udøvende	exécutif	ADJ	N;MASC;SG
serbiske	serbe	serbisk	serbe	ADJ;PL	ADJ;MASC;SG
ferie	vacances	ferie	vacance	N;INDF;MASC+FEM;SG	N;FEM;PL
ferie	vacances	ferie	vacance	N;INDF;MASC+FEM;SG	N;FEM;PL
freedom	liberté	freedom	liberté		N;FEM;SG
rex	rex	rex	rex	N;INDF;MASC+FEM;SG	PROPN
elektronik	electronique	elektronik	electronique	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
elektronik	électronique	elektronik	électronique	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
cykel	bicyclettes	cykel	bicyclette	N;INDF;MASC+FEM;SG	N;FEM;PL
indehaver	porteur	indehave	porteur	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
botanisk	botanique	botanisk	botanique	ADV	ADJ;MASC;SG
passager	passagère	passager	passager	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
passager	passagers	passager	passager	N;INDF;MASC+FEM;SG	N;MASC;PL
passager	passages	passager	passage	N;INDF;MASC+FEM;SG	N;MASC;PL
pol	pol	pol	pol		
burma	birmanie	burma	birmanie		N;FEM;SG
eckersberg	eckersberg	eckersberg	eckersberg	N;INDF;MASC+FEM;SG	PROPN
tchad	tchadien	tchad	tchadien	PROPN	ADJ;MASC;SG
tchad	tchad	tchad	tchad	PROPN	N;MASC;SG
tchad	chad	tchad	chad	PROPN	PROPN
konferencen	conférences	konference	conférence	N;DEF;MASC+FEM;SG	N;FEM;PL
depression	dépressions	depression	dépression	N;INDF;MASC+FEM;SG	N;FEM;PL
steffen	steffen	steffe	steffen		PROPN
tænkte	pensais	tænke	penser	V;IND;PST;FIN;ACT	V;IND;SG;1;IPFV;FIN
tænkte	pensée	tænke	pensée	V;IND;PST;FIN;ACT	N;FEM;SG
tænkte	pensant	tænke	penser	V;IND;PST;FIN;ACT	V;PRS;V.PTCP
tænkte	pensée	tænke	pensée	V;IND;PST;FIN;ACT	N;FEM;SG
gregorianske	grégorien	gregoriansk	grégorien	ADJ;PL	N;MASC;SG
erklærer	déclarons	erklære	déclaron	V;IND;PRS;FIN;ACT	V;IMP;PL;1;PRS;FIN
slås	combats	slås	combat	V;NFIN;PASS	N;MASC;PL
slås	combat	slås	combat	V;NFIN;PASS	N;MASC;SG
slås	bagarre	slås	bagarre	V;NFIN;PASS	N;FEM;SG
kold	rhume	kold	rhume	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
kold	froids	kold	froid	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
tjekkiske	tchèque	tjekkisk	tchèque	ADJ;PL	N;MASC;SG
palæstinensiske	palestinienne	palæstinensisk	palestinien	ADJ;PL	ADJ;FEM;SG
palæstinensiske	palestinien	palæstinensisk	palestinien	ADJ;PL	ADJ;MASC;SG
kronet	couronnés	kron	couronner	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
kronet	couronnées	kron	couronnée	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
wiener	wiener	wiener	wiener	N;INDF;MASC+FEM;SG	PROPN
wiener	vienne	wiener	venir	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
graven	tombe	grav	tomber	N;DEF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
graven	grave	grav	grave	N;DEF;MASC+FEM;SG	ADJ;MASC;SG
spd	spd	spd	spd		PROPN
interwiki	interwiki	interwiki	interwiki		N;MASC;SG
syriske	syrien	syrisk	syrien	ADJ;PL	ADJ;MASC;SG
syriske	syrienne	syrisk	syrien	ADJ;PL	ADJ;FEM;SG
matthias	matthias	matthias	matthias		PROPN
moss	mousses	moss	mousse		N;FEM;PL
moss	moss	moss	moss		PROPN
moss	mousse	moss	mousse		N;FEM;SG
anvendelser	utilise	anvendelse	utiliser	N;INDF;MASC+FEM;PL	V;IND;SG;3;PRS;FIN
renovering	rénovations	renovering	rénovation	N;INDF;MASC+FEM;SG	N;FEM;PL
mineraler	minéral	mineral	minéral	N;INDF;NEUT;PL	N;MASC;SG
kontrolleret	vérifiés	kontrollere	vérifier	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
kontrolleret	vérifiées	kontrollere	vérifier	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
kontrolleret	contrôlées	kontrollere	contrôler	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
kontrolleret	contrôlés	kontrollere	contrôler	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
kontrolleret	vérifiés	kontrollere	vérifier	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
kontrolleret	vérifiées	kontrollere	vérifier	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
break	break	break	break		N;MASC;SG
break	pause	break	pause		N;FEM;SG
break	rupture	break	rupture		N;FEM;SG
break	briser	break	briser		V;NFIN
done	fait	done	faire		V;MASC;SG;PST;V.PTCP
done	faite	done	faire		V;FEM;SG;PST;V.PTCP
radar	radars	radar	radar	N;INDF;MASC+FEM;SG	N;MASC;PL
elias	elias	elias	elias	N;INDF;MASC+FEM;SG	PROPN
nancy	nancy	nancy	nancy		PROPN
gotisk	gothiques	gotisk	gothique	ADJ;INDF;SG	ADJ;MASC;PL
spirit	esprit	spirit	esprit		N;MASC;SG
spirit	spirit	spirit	spirit		PROPN
fed	graisses	fed	grais	ADJ;INDF;MASC+FEM;SG	N;FEM;PL
fed	graisse	fed	graisse	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
iss	iss	iss	iss	N;INDF;NEUT;SG	PROPN
shepherd	berger	shepherd	berger		N;MASC;SG
shepherd	bergers	shepherd	berger		N;MASC;PL
shepherd	shepherd	shepherd	shepherd		PROPN
prøvet	testés	prøve	tester	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
prøvet	testées	prøve	tester	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
thompson	thompson	thompson	thompson		PROPN
daily	quotidien	daily	quotidien		ADJ;MASC;SG
daily	quotidiens	daily	quotidien		ADJ;MASC;PL
daily	journalier	daily	journalier		ADJ;MASC;SG
daily	quotidienne	daily	quotidien		ADJ;FEM;SG
biografier	biographiques	biografi	biographique	N;INDF;MASC+FEM;PL	ADJ;MASC;PL
sagn	légendes	sagn	légende	N;INDF;NEUT;SG	N;FEM;PL
sagn	folklorique	sagn	folklorique	N;INDF;NEUT;SG	ADJ;MASC;SG
sagn	légendes	sagn	légende	N;INDF;NEUT;SG	N;FEM;PL
blank	brillants	blank	brillant	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
blank	blanc	blank	blanc	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
dårligere	pire	dårlig	pire	ADV;CMPR	INTJ
alpes	alpes	alpes	alpe	N;INDF;MASC+FEM;SG	N;FEM;PL
nature	nature	natur	nature		N;FEM;SG
aktuelt	courant	aktuel	courir	ADJ;INDF;NEUT;SG	V;PRS;V.PTCP
aktuelt	actuels	aktuel	actuel	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
aktuelt	actuellement	aktuel	actuellement	ADJ;INDF;NEUT;SG	ADV
aktuelt	présentement	aktuel	présentement	ADJ;INDF;NEUT;SG	ADV
speed	vitesses	speed	vitesse		N;FEM;PL
speed	rapidité	speed	rapidité		N;FEM;SG
speed	vitesse	speed	vitesse		N;FEM;SG
argentinske	argentin	argentinsk	argentin	ADJ;PL	ADJ;MASC;SG
argentinske	argentine	argentinsk	argentin	ADJ;PL	ADJ;FEM;SG
zagreb	zagreb	zagreb	zagreb		PROPN
leningrad	leningrad	leningrad	leningrad	N;INDF;MASC+FEM;SG	PROPN
tilfældigt	random	tilfældigt	random	ADV	PROPN
tilfældigt	hasard	tilfældigt	hasard	ADV	N;MASC;SG
tilfældigt	aléatoire	tilfældigt	aléatoire	ADV	ADJ;MASC;SG
tilfældigt	aléatoires	tilfældigt	aléatoire	ADV	ADJ;MASC;PL
tilfældigt	hasard	tilfældigt	hasard	ADV	N;MASC;SG
tilfældigt	coïncidences	tilfældigt	coïncidence	ADV	N;FEM;PL
tilfældigt	coïncidence	tilfældigt	coïncidence	ADV	N;FEM;SG
tilfældigt	coincidence	tilfældigt	coincidence	ADV	N;FEM;SG
atlantis	atlantis	atlantis	atlantir	N;INDF;MASC+FEM;SG	PROPN
smart	fantaisie	smart	fantaisir	ADJ;INDF;SG	N;FEM;SG
smart	smart	smart	smart	ADJ;INDF;SG	PROPN
smart	futé	smart	futé	ADJ;INDF;SG	N;MASC;SG
fangenskab	captif	fangenskab	captif	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
fangenskab	captive	fangenskab	captif	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
fangenskab	captifs	fangenskab	captif	N;INDF;MASC+FEM;SG	ADJ;MASC;PL
fangenskab	captives	fangenskab	captif	N;INDF;MASC+FEM;SG	ADJ;FEM;PL
fangenskab	captifs	fangenskab	captif	N;INDF;MASC+FEM;SG	ADJ;MASC;PL
oder	oder	oder	oder		PROPN
roland	roland	roland	roland	N;INDF;MASC+FEM;SG	PROPN
turner	turner	turner	turner	N;INDF;MASC+FEM;SG	PROPN
primitive	primitif	primitiv	primitif	ADJ;PL	ADJ;MASC;SG
primitive	primitive	primitiv	primitif	ADJ;PL	ADJ;FEM;SG
wing	escadre	wing	escadre		N;FEM;SG
wing	aile	wing	aile		N;FEM;SG
wing	ailier	wing	ailier		N;MASC;SG
wing	wing	wing	wing		N;MASC;SG
wing	ailes	wing	aile		N;FEM;PL
nytte	utilité	nytte	utilité	V;NFIN;ACT	N;FEM;SG
nytte	utilitaire	nytte	utilitaire	V;NFIN;ACT	N;MASC;SG
nytte	utilité	nytte	utilité	V;NFIN;ACT	N;FEM;SG
joan	joan	joan	joan		PROPN
afhængige	dépendant	afhængig	dépendre	ADJ;PL	V;PRS;V.PTCP
afhængige	dépendante	afhængig	dépendant	ADJ;PL	ADJ;FEM;SG
afhængige	accro	afhængig	accro	ADJ;PL	ADJ;FEM;SG
afhængige	addict	afhængig	addict	ADJ;PL	ADJ;MASC;SG
afhængige	toxicomanes	afhængig	toxicomane	ADJ;PL	N;MASC;PL
dirty	cochonne	dirty	cochonne		N;FEM;SG
dirty	sale	dirty	sale		ADJ;MASC;SG
dirty	sales	dirty	sale		ADJ;FEM;PL
cirkus	cirques	cirkus	cirque	N;INDF;NEUT;SG	N;MASC;PL
cirkus	cirques	cirkus	cirque	N;INDF;NEUT;SG	N;MASC;PL
landing	landing	landing	landing	N;INDF;MASC+FEM;SG	PROPN
landing	atterrir	landing	atterrir	N;INDF;MASC+FEM;SG	V;NFIN
skyder	shoot	skyde	shoot	V;IND;PRS;FIN;ACT	N;MASC;SG
skyder	tirez	skyde	tirer	V;IND;PRS;FIN;ACT	V;IMP;PL;2;PRS;FIN
skyder	pousses	skyde	pousse	V;IND;PRS;FIN;ACT	N;FEM;PL
skyder	fusillade	skyde	fusillade	V;IND;PRS;FIN;ACT	N;FEM;SG
skyder	tirs	skyde	tir	V;IND;PRS;FIN;ACT	N;MASC;PL
skyder	tournage	skyde	tournage	V;IND;PRS;FIN;ACT	N;MASC;SG
