scandal	scandales	scandal	scandale	N;INDF;MASC;SG	N;MASC;PL
rugaciune	prier	rugaciune	prier	N;INDF;FEM;SG	V;NFIN
rugaciune	prières	rugaciune	prière	N;INDF;FEM;SG	N;FEM;PL
rugaciune	prier	rugaciune	prier	N;INDF;FEM;SG	V;NFIN
luther	luther	luther	luther	PROPN	N;MASC;SG
atelierul	ateliers	atelier	atelier	N;DEF;MASC;SG	N;MASC;PL
cook	cuisiner	cook	cuisiner	PROPN	V;NFIN
cook	cuisinier	cook	cuisinier	PROPN	N;MASC;SG
cook	cuire	cook	cuire	PROPN	V;NFIN
cook	cook	cook	cook	PROPN	PROPN
cook	cuisinière	cook	cuisinier	PROPN	N;FEM;SG
tighina	tighina	tighină	tighina	PROPN	PROPN
blois	blois	blois	blois	PROPN	PROPN
abur	vapeurs	abur	vapeur	N;INDF;MASC;SG	N;FEM;PL
oleg	oleg	oleg	oleg	PROPN	PROPN
vama	coutumes	vamă	coutume	N;DEF;FEM;SG	N;FEM;PL
vama	douanes	vamă	douane	N;DEF;FEM;SG	N;FEM;PL
vama	douanières	vamă	douanier	N;DEF;FEM;SG	ADJ;FEM;PL
vama	coutumes	vamă	coutume	N;DEF;FEM;SG	N;FEM;PL
vama	douanes	vamă	douane	N;DEF;FEM;SG	N;FEM;PL
vama	douanières	vamă	douanier	N;DEF;FEM;SG	ADJ;FEM;PL
interimar	provisoire	interimar	provisoire	N;INDF;MASC;SG	ADJ;MASC;SG
interimar	intérimaire	interimar	intérimaire	N;INDF;MASC;SG	ADJ;MASC;SG
interimar	intérimaires	interimar	intérimaire	N;INDF;MASC;SG	ADJ;MASC;PL
adult	adulte	adult	adulte	N;INDF;MASC;SG	ADJ;MASC;SG
adult	adultes	adult	adulte	N;INDF;MASC;SG	N;MASC;PL
imparte	split	imparte	split	V;IND;SG;3;PRS;FIN	N;MASC;SG
imparte	scission	imparte	scission	V;IND;SG;3;PRS;FIN	N;FEM;SG
dir	dir	dir	dir		PROPN
helsinki	helsinki	helsinki	helsinki	PROPN	PROPN
julia	julia	julie	julia	N;DEF;FEM;SG	PROPN
mussolini	mussolini	mussolină	mussolini	N;INDF;MASC;PL	PROPN
scooby	scooby	scooby	scooby	N;INDF;MASC;SG	PROPN
faimos	célèbres	faimos	célèbre	ADJ;INDF;MASC;SG	ADJ;MASC;PL
magdalena	magdalena	magdalenă	magdalena	N;DEF;FEM;SG	ADJ;FEM;SG
anastasia	anastasia	anastasie	anastasia	N;DEF;FEM;SG	PROPN
bat	bat	bate	battre	V;IND;PL;3;PRS;FIN	V;IND;SG;3;PRS;FIN
bat	batte	bate	battre	V;IND;PL;3;PRS;FIN	N;FEM;SG
bat	brochette	bate	brochette	V;IND;PL;3;PRS;FIN	N;FEM;SG
bat	brochettes	bate	brochette	V;IND;PL;3;PRS;FIN	N;FEM;PL
apr	apr	apr	apr		N;MASC;SG
apr	avril	apr	avril		N;MASC;SG
apr	avr	apr	avr		N;MASC;SG
dmitri	dmitry	dmitru	dmitry	PROPN	PROPN
dmitri	dmitri	dmitru	dmitri	PROPN	PROPN
dmitri	dimitri	dmitru	dimitri	PROPN	PROPN
americanii	américains	american	américain	N;DEF;MASC;PL	ADJ;MASC;PL
alexei	alexei	alexe	alexei	PROPN;DEF;FEM;SG	PROPN
alexei	alexeï	alexe	alexeï	PROPN;DEF;FEM;SG	PROPN
sarb	serbe	sarb	serbe	PROPN	ADJ;MASC;SG
sarb	serbes	sarb	serbe	PROPN	ADJ;MASC;PL
sarb	serbe	sarb	serbe	PROPN	ADJ;MASC;SG
sarb	serbes	sarb	serbe	PROPN	ADJ;MASC;PL
baba	baba	babă	baba	N;DEF;FEM;SG	PROPN
baba	baba	babă	baba	N;DEF;FEM;SG	PROPN
medias	medias	medias	medias	PROPN	N;MASC;PL
medias	medias	medias	medias	PROPN	N;MASC;PL
codreanu	codreanu	codreanu	codreanu	N;INDF;MASC;SG	PROPN
preocupat	préoccupé	preocupa	préoccuper	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
preocupat	préoccupée	preocupa	préoccuper	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
preocupat	concerné	preocupa	concerner	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
preocupat	concernés	preocupa	concerner	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
preocupat	préoccupé	preocupa	préoccuper	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
preocupat	préoccupés	preocupa	préoccuper	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
preocupat	préoccupée	preocupa	préoccuper	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
brusc	soudaine	brusc	soudaine	ADV	ADJ;FEM;SG
brusc	subite	brusc	subiter	ADV	N;FEM;SG
debehogne	debehogne	debehogne	debehogne		PROPN
japonezi	japonais	japonez	japonais	N;INDF;MASC;PL	ADJ;MASC;SG
japonezi	japonaise	japonez	japonais	N;INDF;MASC;PL	ADJ;FEM;SG
japonezi	japonaises	japonez	japonais	N;INDF;MASC;PL	ADJ;FEM;PL
inspirata	inspiré	inspirat	inspirer	ADJ;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
inspirata	inspirées	inspirat	inspirer	ADJ;DEF;FEM;SG	V;FEM;PL;PST;V.PTCP
inspirata	inspirés	inspirat	inspirer	ADJ;DEF;FEM;SG	V;MASC;PL;PST;V.PTCP
inspirata	inspirée	inspirat	inspirer	ADJ;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
paraguay	paraguay	paraguay	paraguay	PROPN	PROPN
consacrat	consacrée	consacra	consacrer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
consacrat	consacré	consacra	consacrer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
consacrat	consacrés	consacra	consacrer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
jennifer	jennifer	jennifer	jennifer	PROPN	PROPN
izolat	isolées	izolat	isoler	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
izolat	isolés	izolat	isoler	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
izolat	isolée	izolat	isoler	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
izolat	isolé	izolat	isoler	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
izolat	isolées	izolat	isoler	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
izolat	isolés	izolat	isoler	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
izolat	isolée	izolat	isoler	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
izolat	isolé	izolat	isoler	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
berg	berg	berg	berg	PROPN	PROPN
anulat	annulée	anula	annuler	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
anulat	annulé	anula	annuler	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
anulat	annulés	anula	annuler	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
anulat	annulée	anula	annuler	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
anulat	annulé	anula	annuler	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
anulat	annulés	anula	annuler	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
precizeaza	précisez	precizează	préciser	V;IND;SG;3;IPFV;FIN	V;IMP;PL;2;PRS;FIN
divizat	divisé	diviza	diviser	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
divizat	divisée	diviza	diviser	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
divizat	divisées	diviza	diviser	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
divizat	divisés	diviza	diviser	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
divizat	diviser	diviza	diviser	ADJ;INDF;MASC;SG	V;NFIN
divizat	scinder	diviza	scinder	ADJ;INDF;MASC;SG	V;NFIN
divizat	split	diviza	split	ADJ;INDF;MASC;SG	N;MASC;SG
divizat	scission	diviza	scission	ADJ;INDF;MASC;SG	N;FEM;SG
bergamo	bergame	bergamo	bergame	PROPN	PROPN
taxe	impôt	taxă	impôt	N;INDF;FEM;PL	N;MASC;SG
taxe	fiscalité	taxă	fiscalité	N;INDF;FEM;PL	N;FEM;SG
taxe	frais	taxă	frais	N;INDF;FEM;PL	ADJ;MASC;SG
novo	novo	novo	novo	N;INDF;MASC;SG	PROPN
incurajat	encouragées	incuraja	encourager	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
incurajat	encouragée	incuraja	encourager	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
incurajat	encouragés	incuraja	encourager	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
incurajat	encouragé	incuraja	encourager	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
incurajat	encouragées	incuraja	encourager	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
incurajat	encouragée	incuraja	encourager	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
incurajat	encouragés	incuraja	encourager	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
incurajat	encouragé	incuraja	encourager	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
enterprise	enterprise	enterpri	enterprise		N;FEM;SG
enterprise	entreprise	enterpri	entreprendre		V;FEM;SG;PST;V.PTCP
inamic	ennemies	inamic	ennemi	N;INDF;MASC;SG	ADJ;FEM;PL
inamic	ennemis	inamic	ennemi	N;INDF;MASC;SG	ADJ;MASC;PL
inamic	ennemie	inamic	ennemi	N;INDF;MASC;SG	ADJ;FEM;SG
botanica	botanique	botanică	botanique	N;DEF;FEM;SG	ADJ;MASC;SG
botanica	botanique	botanică	botanique	N;DEF;FEM;SG	ADJ;MASC;SG
botanica	botanique	botanică	botanique	N;DEF;FEM;SG	ADJ;MASC;SG
botanica	botanique	botanică	botanique	N;DEF;FEM;SG	ADJ;MASC;SG
servi	sers	serv	ser	V;IND;SG;3;PST;FIN	V;IND;SG;1;PRS;FIN
servi	servez	serv	servir	V;IND;SG;3;PST;FIN	V;IMP;PL;2;PRS;FIN
presupus	supposé	presupune	supposer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
presupus	présumé	presupune	présumer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
presupus	supposé	presupune	supposer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
presupus	prétendument	presupune	prétendument	ADJ;INDF;MASC;SG	ADV
presupus	présumés	presupune	présumer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
presupus	prétendument	presupune	prétendument	ADJ;INDF;MASC;SG	ADV
presupus	prétendue	presupune	prétendu	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
presupus	présumé	presupune	présumer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
presupus	présumée	presupune	présumer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
presupus	prétendu	presupune	prétendre	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
presupus	présumés	presupune	présumer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
presupus	présumé	presupune	présumer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
presupus	présumée	presupune	présumer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
nagy	nagy	nagy	nagy	PROPN	PROPN
musulmane	musulmans	musulman	musulman	ADJ;INDF;FEM;PL	N;MASC;PL
musulmane	musulmane	musulman	musulman	ADJ;INDF;FEM;PL	ADJ;FEM;SG
musulmane	musulman	musulman	musulman	ADJ;INDF;FEM;PL	ADJ;MASC;SG
modificata	modifié	modificat	modifier	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
modificata	modifiée	modificat	modifier	N;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
modificata	modifiées	modificat	modifier	N;DEF;FEM;SG	V;FEM;PL;PST;V.PTCP
modificata	modifiés	modificat	modifier	N;DEF;FEM;SG	V;MASC;PL;PST;V.PTCP
modificata	modifié	modificat	modifier	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
modificata	modifiée	modificat	modifier	N;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
modificata	amendée	modificat	amender	N;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
modificata	amendé	modificat	amender	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
arakan	arakan	arakan	arakan	PROPN	PROPN
definitiva	définitifs	definitivă	définitif	ADJ;DEF;FEM;SG	ADJ;MASC;PL
definitiva	définitives	definitivă	définitif	ADJ;DEF;FEM;SG	ADJ;FEM;PL
emerit	émérite	emeri	émérite	N;INDF;MASC;SG	ADJ;MASC;SG
permanente	permanente	permanent	permanent	ADJ;INDF;FEM;PL	ADJ;FEM;SG
permanente	permanent	permanent	permanent	ADJ;INDF;FEM;PL	ADJ;MASC;SG
vizibila	visibles	vizibil	visible	ADJ;DEF;FEM;SG	ADJ;MASC;PL
index	index	index	index		N;MASC;SG
index	indice	index	indice		N;MASC;SG
obisnuita	ordinaires	obisnuit	ordinaire	ADJ;DEF;FEM;SG	ADJ;MASC;PL
moral	moralement	moral	moralement	ADJ;INDF;MASC;SG	ADV
moral	moraux	moral	moral	ADJ;INDF;MASC;SG	ADJ;MASC;PL
moral	moralité	moral	moralité	ADJ;INDF;MASC;SG	N;FEM;SG
kenneth	kenneth	kenneth	kenneth	PROPN	PROPN
asigurari	assurance	asigurar	assurance	N;INDF;MASC;PL	N;FEM;SG
asigurari	assurance	asigurar	assurance	N;INDF;MASC;PL	N;FEM;SG
dispute	contentieux	dispută	contentieux	N;INDF;FEM;PL	N;MASC;SG
functionar	commis	functionar	commettre	N;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
functionar	commis	functionar	commettre	N;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
haiti	haiti	haiti	haitir	PROPN	PROPN
haiti	haïti	haiti	haïti	PROPN	PROPN
eugene	eugène	eugen	eugène	PROPN	PROPN
eugene	eugene	eugen	eugene	PROPN	N;MASC;SG
persan	persique	persan	persique	ADJ;INDF;MASC;SG	N;MASC;SG
persan	perse	persan	perse	ADJ;INDF;MASC;SG	PROPN
persan	perses	persan	perse	ADJ;INDF;MASC;SG	N;MASC;PL
persan	persan	persan	persan	ADJ;INDF;MASC;SG	N;MASC;SG
sinaia	sinaia	sinaie	sinaia	N;DEF;FEM;SG	PROPN
imbunatatit	améliorés	imbunatatit	améliorer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
imbunatatit	améliorées	imbunatatit	améliorer	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
imbunatatit	améliorée	imbunatatit	améliorer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
imbunatatit	amélioré	imbunatatit	améliorer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
imbunatatit	améliorés	imbunatatit	améliorer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
imbunatatit	renforcée	imbunatatit	renforcer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
imbunatatit	améliorée	imbunatatit	améliorer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
imbunatatit	amélioré	imbunatatit	améliorer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
arhitecturale	architectural	arhitectural	architectural	ADJ;INDF;FEM;PL	ADJ;MASC;SG
logic	logique	logic	logique	ADV	ADJ;FEM;SG
logic	logiques	logic	logique	ADV	ADJ;MASC;PL
logic	logique	logic	logique	ADV	ADJ;FEM;SG
logic	logiques	logic	logique	ADV	ADJ;MASC;PL
meyer	meyer	meyer	meyer	PROPN	PROPN
masoara	mesurer	masoară	mesurer	N;DEF;FEM;SG	V;NFIN
über	über	über	über	N;INDF;MASC;SG	
fame	renommée	famă	renommer	N;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
lymantria	lymantria	lymantrie	lymantria	N;DEF;FEM;SG	V;PRS;V.PTCP
controlat	contrôlées	controla	contrôler	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
controlat	contrôlés	controla	contrôler	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
controlat	contrôlée	controla	contrôler	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
controlat	contrôlé	controla	contrôler	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
actionat	agi	actiona	agir	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
express	exprès	express	exprès	N;INDF;MASC;SG	INTJ
express	exprimer	express	exprimer	N;INDF;MASC;SG	V;NFIN
express	expresse	express	expresser	N;INDF;MASC;SG	ADJ;FEM;SG
amt	amt	amt	amt		N;MASC;SG
nel	nel	nel	nel	N;INDF;MASC;SG	PROPN
baltice	baltique	baltic	baltique	ADJ;INDF;FEM;PL	ADJ;MASC;SG
mustafa	mustapha	mustafa	mustapha	PROPN	PROPN
mustafa	mustafa	mustafa	mustafa	PROPN	PROPN
ardere	brûlant	ardere	brûler	N;INDF;FEM;SG	V;PRS;V.PTCP
ardere	brûler	ardere	brûler	N;INDF;FEM;SG	V;NFIN
cost	coûts	cost	coût	N;INDF;MASC;SG	N;MASC;PL
modifica	modifiez	modifica	modifier	V;IND;SG;3;IPFV;FIN	V;IMP;PL;2;PRS;FIN
intoarcere	retourner	intoarcere	retourner	N;INDF;FEM;SG	V;NFIN
intoarcere	revenir	intoarcere	revenir	N;INDF;FEM;SG	V;NFIN
gay	gays	gay	gays	N;INDF;MASC;SG	ADJ;MASC;PL
gay	homosexuel	gay	homosexuel	N;INDF;MASC;SG	ADJ;MASC;SG
ming	ming	ming	ming	PROPN	PROPN
montgomery	montgomery	montgomery	montgomery	PROPN	PROPN
egiptean	égyptiens	egiptean	égyptien	ADJ;INDF;MASC;SG	ADJ;MASC;PL
variabile	variable	variabilă	variable	N;INDF;FEM;PL	ADJ;MASC;SG
variabile	variables	variabilă	variable	N;INDF;FEM;PL	ADJ;FEM;PL
variabile	variables	variabilă	variable	N;INDF;FEM;PL	ADJ;FEM;PL
mediterana	méditerranéen	mediteran	méditerranéen	N;DEF;FEM;SG	ADJ;MASC;SG
mediterana	méditerranéenne	mediteran	méditerranéen	N;DEF;FEM;SG	ADJ;FEM;SG
mediterana	méditerranéen	mediteran	méditerranéen	N;DEF;FEM;SG	ADJ;MASC;SG
mediterana	méditerranéenne	mediteran	méditerranéen	N;DEF;FEM;SG	ADJ;FEM;SG
metale	métal	metal	métal	N;INDF;FEM;PL	N;MASC;SG
metale	metal	metal	metal	N;INDF;FEM;PL	N;MASC;SG
metale	métallique	metal	métallique	N;INDF;FEM;PL	ADJ;MASC;SG
metale	métalliques	metal	métallique	N;INDF;FEM;PL	ADJ;MASC;PL
bush	brousse	bush	brousse	PROPN	N;FEM;SG
bush	bush	bush	bush	PROPN	PROPN
bush	buissons	bush	buisson	PROPN	N;MASC;PL
bush	buisson	bush	buisson	PROPN	N;MASC;SG
daneza	danoises	daneza	danois	ADJ;DEF;FEM;SG	ADJ;FEM;PL
verticala	verticales	verticală	vertical	N;DEF;FEM;SG	ADJ;FEM;PL
verticala	verticalement	verticală	verticalement	N;DEF;FEM;SG	ADV
verticala	verticaux	verticală	vertical	N;DEF;FEM;SG	ADJ;MASC;PL
verticala	vertical	verticală	vertical	N;DEF;FEM;SG	ADJ;MASC;SG
verticala	verticale	verticală	vertical	N;DEF;FEM;SG	ADJ;FEM;SG
renunta	annule	renunta	annuler	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
azerbaidjan	azerbaïdjan	azerbaidjan	azerbaïdjan	N;INDF;MASC;SG	PROPN
mitchell	mitchell	mitchell	mitchell	PROPN	PROPN
notat	notée	nota	noter	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
notat	remarqué	nota	remarquer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
notat	noté	nota	noter	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
strategica	stratégiques	strategica	stratégique	ADJ;DEF;FEM;SG	ADJ;MASC;PL
cambodgia	cambodgien	cambodgie	cambodgien	PROPN	ADJ;MASC;SG
cambodgia	cambodgiens	cambodgie	cambodgien	PROPN	ADJ;MASC;PL
cambodgia	cambodgienne	cambodgie	cambodgien	PROPN	ADJ;FEM;SG
cambodgia	cambodgien	cambodgie	cambodgien	PROPN	ADJ;MASC;SG
cambodgia	cambodge	cambodgie	cambodge	PROPN	N;MASC;SG
pablo	pablo	pablo	pablo	PROPN	PROPN
morris	morris	morri	morris	PROPN	PROPN
lent	ralentir	lent	ralentir	ADV	V;NFIN
lent	lenteur	lent	lenteur	ADV	N;FEM;SG
lent	lent	lent	lent	ADV	ADJ;MASC;SG
lent	lente	lent	lent	ADV	ADJ;FEM;SG
cosma	cosma	cosm	cosma	PROPN	PROPN
academice	universitaire	academic	universitaire	ADJ;INDF;FEM;PL	ADJ;MASC;SG
academice	académique	academic	académique	ADJ;INDF;FEM;PL	ADJ;MASC;SG
ice	verglas	ice	verglas		N;MASC;SG
ice	ice	ice	ice		N;MASC;SG
ice	glace	ice	glace		N;FEM;SG
kate	kate	kate	kate		N;FEM;SG
aurora	aurora	aurora	avoir	N;DEF;FEM;SG	PROPN
aurora	aurores	aurora	aurore	N;DEF;FEM;SG	N;FEM;PL
rou	rou	rou	rou	N;INDF;MASC;SG	
maría	maría	marga	maría	PROPN	PROPN
oregon	oregon	oregon	oregon	PROPN	PROPN
afectate	affectée	afectat	affecter	ADJ;INDF;FEM;PL	V;FEM;SG;PST;V.PTCP
afectate	affectés	afectat	affecter	ADJ;INDF;FEM;PL	V;MASC;PL;PST;V.PTCP
afectate	touchés	afectat	toucher	ADJ;INDF;FEM;PL	V;MASC;PL;PST;V.PTCP
afectate	touchée	afectat	toucher	ADJ;INDF;FEM;PL	V;FEM;SG;PST;V.PTCP
afectate	affecté	afectat	affecter	ADJ;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
afectate	touché	afectat	toucher	ADJ;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
pavia	pavie	pavia	pavie	N;DEF;FEM;SG	PROPN
impuse	imposée	impune	imposer	V;IND;PL;3;PST;FIN	V;FEM;SG;PST;V.PTCP
impuse	infligée	impune	infliger	V;IND;PL;3;PST;FIN	V;FEM;SG;PST;V.PTCP
impuse	imposé	impune	imposer	V;IND;PL;3;PST;FIN	V;MASC;SG;PST;V.PTCP
silezia	silésie	silezie	silésie	N;DEF;FEM;SG	PROPN
silezia	silésie	silezie	silésie	N;DEF;FEM;SG	PROPN
urias	géants	urias	géant	ADJ;INDF;MASC;SG	N;MASC;PL
urias	géant	urias	géant	ADJ;INDF;MASC;SG	N;MASC;SG
urias	giant	urias	giant	ADJ;INDF;MASC;SG	PROPN
alma	alma	alm	alma	PROPN	PROPN
kentucky	kentucky	kentucky	kentucky	PROPN	PROPN
indicat	indiquée	indica	indiquer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
indicat	indiqués	indica	indiquer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
indicat	indiqué	indica	indiquer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
marfuri	cargaison	marfă	cargaison	N;INDF;FEM;PL	N;FEM;SG
marfuri	fret	marfă	fret	N;INDF;FEM;PL	N;MASC;SG
marfuri	marchandise	marfă	marchandiser	N;INDF;FEM;PL	N;FEM;SG
marfuri	marchandise	marfă	marchandiser	N;INDF;FEM;PL	N;FEM;SG
belle	belle	belle	beau	N;INDF;MASC;SG	ADJ;FEM;SG
grau	froment	grau	froment		N;MASC;SG
grau	blé	grau	blé		N;MASC;SG
grau	froment	grau	froment		N;MASC;SG
grau	blé	grau	blé		N;MASC;SG
cuantica	quantum	cuantică	quantum	N;DEF;FEM;SG	PROPN
cuantica	quantique	cuantică	quantique	N;DEF;FEM;SG	ADJ;MASC;SG
vazute	vu	vazut	voir	ADJ;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
vazute	vus	vazut	voir	ADJ;INDF;FEM;PL	V;MASC;PL;PST;V.PTCP
vazute	visionné	vazut	visionner	ADJ;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
walt	walt	walt	walt	PROPN	PROPN
dublin	dublin	dublin	dublin	PROPN	PROPN
ball	boule	ball	boule	PROPN	N;FEM;SG
ball	ball	ball	ball	PROPN	PROPN
ball	balle	ball	balle	PROPN	N;FEM;SG
ball	ballon	ball	ballon	PROPN	N;MASC;SG
rusesc	russes	rusesc	russe	ADV	ADJ;MASC;PL
rusesc	russe	rusesc	russe	ADV	ADJ;MASC;SG
padova	padoue	padova	padoue	PROPN	PROPN
echivalentul	équivalentes	echivalent	équivalent	N;DEF;MASC;SG	ADJ;FEM;PL
echivalentul	équivalente	echivalent	équivalent	N;DEF;MASC;SG	ADJ;FEM;SG
echivalentul	équivalents	echivalent	équivalent	N;DEF;MASC;SG	ADJ;MASC;PL
echivalentul	équivalent	echivalent	équivalent	N;DEF;MASC;SG	ADJ;MASC;SG
afirmand	affirmant	afirma	affirmer	N;INDF;MASC;SG	V;PRS;V.PTCP
postum	posthume	postum	posthume	N;INDF;MASC;SG	ADJ;MASC;SG
postum	posthume	postum	posthume	N;INDF;MASC;SG	ADJ;MASC;SG
plovdiv	plovdiv	plovdiv	plovdiv	PROPN	PROPN
morminte	graves	mormânt	grave	N;INDF;FEM;PL	ADJ;MASC;PL
potentialul	potentialités	potential	potentialité	N;DEF;MASC;SG	N;FEM;PL
potentialul	potentiels	potential	potentiel	N;DEF;MASC;SG	ADJ;MASC;PL
potentialul	potentielle	potential	potentiel	N;DEF;MASC;SG	ADJ;FEM;SG
exacta	exactement	exacta	exactement	ADJ;DEF;FEM;SG	ADV
exacta	exactes	exacta	exact	ADJ;DEF;FEM;SG	ADJ;FEM;PL
exacta	exactement	exacta	exactement	ADJ;DEF;FEM;SG	ADV
exacta	exactes	exacta	exact	ADJ;DEF;FEM;SG	ADJ;FEM;PL
vizibile	visible	vizibil	visible	ADJ;INDF;FEM;PL	ADJ;MASC;SG
uss	uss	uss	uss	PROPN	N;MASC;SG
flash	instantané	flash	instantané	N;INDF;MASC;SG	ADJ;MASC;SG
flash	flashs	flash	flash	N;INDF;MASC;SG	N;MASC;PL
srl	llc	srl	llc		PROPN
srl	sarl	srl	sarl		PROPN
srl	srl	srl	srl		PROPN
srl	ltée	srl	ltée		PROPN
srl	ltd	srl	ltd		PROPN
impiedicat	empêchée	impiedica	empêcher	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
impiedicat	empêché	impiedica	empêcher	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
persia	perse	persie	perse	N;DEF;FEM;SG	PROPN
elementare	primaire	elementar	primaire	ADJ;INDF;FEM;PL	ADJ;MASC;SG
elementare	élémentaire	elementar	élémentaire	ADJ;INDF;FEM;PL	ADJ;MASC;SG
christina	christina	christina	christina	N;DEF;FEM;SG	PROPN
succesiunea	successions	succesiune	succession	N;DEF;FEM;SG	N;FEM;PL
update	actualisation	upda	actualisation	N;INDF;FEM;PL	N;FEM;SG
update	actualiser	upda	actualiser	N;INDF;FEM;PL	V;NFIN
