den	το	der	ο	DET;ACC;DEF;MASC;SG	DET;NOM;DEF;NEUT;SG
hauptmann	κυβερνήτη	hauptmann	κυβερνήτης		N;ACC;MASC;SG
hauptmann	καπετάνιος	hauptmann	καπετάνιος		ADJ;NOM;MASC;SG
bundestag	bundestag	bundestag	bundestag		
bündnis	συμμαχία	bündnis	συμμαχία		N;NOM;FEM;SG
bündnis	συνασπισμού	bündnis	συνασπισμός		N;GEN;MASC;SG
bündnis	συνασπισμός	bündnis	συνασπισμός		N;NOM;MASC;SG
bündnis	συνασπισμό	bündnis	συνασπισμός		N;ACC;MASC;SG
dick	παχύ	dick	παχύς	ADJ	N;NOM;NEUT;SG
dick	dick	dick	dick	ADJ	
dick	ντικ	dick	ντικ	ADJ	
ehemann	σύζυγος	ehemann	σύζυγος		N;NOM;MASC;SG
ehemann	σύζυγο	ehemann	σύζυγος		N;ACC;FEM;SG
wachsen	αυξανόμενη	wachsen	αυξανόμενος	V;NFIN	ADJ;NOM;FEM;SG
dienten	υπηρέτησε	dienen	υπηρετώ	V;IND;PL;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
eis	παγωτά	eis	παγωτός	N;NOM;NEUT;SG	N;NOM;NEUT;PL
eis	πάγο	eis	πάγος	N;NOM;NEUT;SG	ADV
eis	ice	eis	ice	N;NOM;NEUT;SG	
griff	λαβή	greifen	λαβή	V;FIN	N;NOM;FEM;SG
griff	λαβές	greifen	λαμβάνω	V;FIN	N;NOM;FEM;PL
griff	λαβή	greifen	λαβή	V;FIN	N;NOM;FEM;SG
griff	χερούλι	greifen	χερούλι	V;FIN	N;NOM;NEUT;SG
griff	λαβή	greifen	λαβή	V;FIN	N;NOM;FEM;SG
niveau	επίπεδα	niveau	επίπεδο	ADV	N;NOM;NEUT;PL
niveau	επίπεδο	niveau	επίπεδο	ADV	N;NOM;NEUT;SG
niveau	στάθμη	niveau	στάθμη	ADV	N;ACC;FEM;SG
niveau	level	niveau	level	ADV	
erfinder	εφευρέτες	erfinder	εφευρίτης	ADJ	N;NOM;MASC;PL
erfinder	εφευρέτης	erfinder	εφευρέτης	ADJ	N;NOM;MASC;SG
samt	βελούδο	samt	βελούδος	ADP	N;NOM;NEUT;SG
verhältnisse	αναλογίες	verhältnis	αναλογία	ADJ;PL	N;NOM;FEM;PL
abbildung	σχήμα	abbildung	σχήμα		N;NOM;NEUT;SG
abbildung	εικόνα	abbildung	εικόνα		N;NOM;FEM;SG
abbildung	εικονα	abbildung	εικονα		N;NOM;FEM;SG
abbildung	γράφημα	abbildung	γράφημα		N;NOM;NEUT;SG
abbildung	διάγραμμα	abbildung	διάγραμμα		N;NOM;NEUT;SG
abbildung	απεικόνιση	abbildung	απεικόνιση		N;NOM;FEM;SG
abbildung	σχεδιάγραμμα	abbildung	σχεδιάγραμμα		N;NOM;NEUT;SG
abbildung	διάγραμμα	abbildung	διάγραμμα		N;NOM;NEUT;SG
lehrstuhl	πολυθρόνα	lehrstuhl	πολυθρόνω	PROPN	N;NOM;FEM;SG
lehrstuhl	καρέκλα	lehrstuhl	καρέκλος	PROPN	N;NOM;FEM;SG
archäologie	αρχαιολογική	archäologie	αρχαιολογικός	PROPN	ADJ;NOM;FEM;SG
archäologie	αρχαιολογία	archäologie	αρχαιολογία	PROPN	N;NOM;FEM;SG
archäologie	αρχαιολογικό	archäologie	αρχαιολογικός	PROPN	ADJ;NOM;NEUT;SG
archäologie	αρχαιολογία	archäologie	αρχαιολογία	PROPN	N;NOM;FEM;SG
freundin	φιλε	Freundin	φίλομαι	N;NOM;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
stamm	φυλή	stamm	φυλή	ADJ	N;NOM;FEM;SG
stamm	κορμός	stamm	κορμός	ADJ	N;NOM;MASC;SG
stamm	μπαούλο	stamm	μπαούλος	ADJ	N;NOM;NEUT;SG
stamm	στέλεχος	stamm	στέλεχος	ADJ	N;NOM;MASC;SG
saß	σαβ	sitzen	σαβ	V;IND;SG;3;PST;FIN	
sowjetische	σοβιετικό	sowjetisch	σοβιετικός	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
sowjetische	σοβιετική	sowjetisch	σοβιετικός	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
willi	willi	willi	willi	PROPN;NOM;MASC;SG	
willi	γουάιτι	willi	γουάιτι	PROPN;NOM;MASC;SG	
berater	σύμβουλος	berater	σύμβουλος	ADJ	N;NOM;MASC;SG
berater	συμβούλους	berater	σύμβουλος	ADJ	N;ACC;MASC;PL
berater	σύμβουλοι	berater	σύμβουλος	ADJ	N;NOM;MASC;PL
berater	σύμβουλος	berater	σύμβουλος	ADJ	N;NOM;MASC;SG
berater	σύμβουλοι	berater	σύμβουλος	ADJ	N;NOM;MASC;PL
berater	σύμβουλοι	berater	σύμβουλος	ADJ	N;NOM;MASC;PL
qualifiziert	προσόντα	qualifizieren	προσόν	ADJ;V.PTCP	N;NOM;NEUT;PL
jury	ένορκοι	jury	ένορκος		ADJ;NOM;MASC;PL
formal	επισήμως	formal	επίσημα	ADJ	ADV
formal	επίσημα	formal	επίσημα	ADJ	ADV
formal	τυπικά	formal	τυπικά	ADJ	ADV
anwalt	δικηγόρο	anwalt	δικηγόρος	N;NOM;SG	N;ACC;MASC;SG
holland	χόλαντ	holland	χόλαντ		
holland	holland	holland	holland		
ergänzen	συμπλήρωση	ergänzen	συμπλήρωση	V;NFIN	N;ACC;FEM;SG
ergänzen	συμπλήρωμα	ergänzen	συμπλήρωμα	V;NFIN	N;NOM;NEUT;SG
ergänzen	συμπλήρωση	ergänzen	συμπλήρωση	V;NFIN	N;ACC;FEM;SG
ergänzen	συμπληρωματικά	ergänzen	συμπληρωματικά	V;NFIN	ADV
ergänzen	συμπληρωματικός	ergänzen	συμπληρωματικός	V;NFIN	ADJ;NOM;MASC;SG
ergänzen	συμπληρωματικό	ergänzen	συμπληρωματικός	V;NFIN	ADJ;NOM;NEUT;SG
ergänzen	συμπληρωματικές	ergänzen	συμπληρωματικός	V;NFIN	ADJ;NOM;FEM;PL
konkurrenz	ανταγωνιστές	konkurrenz	ανταγωνιστής	ADJ	N;NOM;MASC;PL
konkurrenz	ανταγωνιστής	konkurrenz	ανταγωνιστής	ADJ	N;NOM;MASC;SG
konkurrenz	ανταγωνιστή	konkurrenz	ανταγωνιστής	ADJ	N;ACC;MASC;SG
konkurrenz	ανταγωνίζονται	konkurrenz	ανταγωνίζω	ADJ	V;IPFV;IND;PL;3;PRS;FIN;PASS
geteilt	διαχωρισμός	teilen	διαχωρισμός	V;V.PTCP	N;NOM;MASC;SG
geteilt	διάσπαση	teilen	διάσπαση	V;V.PTCP	N;NOM;FEM;SG
geteilt	σπλιτ	teilen	σπλιτ	V;V.PTCP	
geteilt	διαίρεση	teilen	διαίρεση	V;V.PTCP	N;NOM;FEM;SG
geteilt	μοιρασιά	teilen	μοιρασία	V;V.PTCP	N;ACC;FEM;SG
solches	τέτοια	solch	τέτοιος	PRO;NOM;INDF;NEUT;SG	PRO;NOM;NEUT;SG;3
prüfen	επαλήθευση	prüfen	επαλήθευση	V;NFIN	N;NOM;FEM;SG
prüfen	επιταγή	prüfen	επιταγή	V;NFIN	N;ACC;FEM;SG
prüfen	έλεγχος	prüfen	έλεγχος	V;NFIN	N;NOM;MASC;SG
prüfen	check	prüfen	check	V;NFIN	NUM
prüfen	τσεκ	prüfen	τσεκ	V;NFIN	N
gesicht	πρόσωπα	sechen	πρόσωπο	V;V.PTCP	N;NOM;NEUT;PL
gesicht	προσώπου	sechen	πρόσωπο	V;V.PTCP	N;GEN;NEUT;SG
gesicht	πρόσωπο	sechen	πρόσωπο	V;V.PTCP	N;NOM;NEUT;SG
gesicht	προσωπο	sechen	προσωπο	V;V.PTCP	N;NOM;NEUT;SG
gesicht	φάτσα	sechen	φάτσα	V;V.PTCP	N;ACC;FEM;SG
türkische	τουρκικό	türkisch	τουρκικός	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
türkische	τουρκικά	türkisch	τουρκικός	ADJ;NOM;FEM;PL	ADV
türkische	τούρκος	türkisch	τούρκος	ADJ;NOM;FEM;PL	N;NOM;MASC;SG
türkische	τουρκική	türkisch	τουρκικός	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
unfall	τυχαίο	unfall	τυχαίος	N	ADJ;NOM;NEUT;SG
unfall	τυχαία	unfall	τυχαίος	N	ADV
atlas	atlas	atlas	atlas	PROPN	
sterben	die	sterben	die	V;NFIN	
sterben	πεθαίνεις	sterben	πεθαίνη	V;NFIN	N;NOM;FEM;PL
abschnitte	περάσματα	abschneiden	πέρασμα		N;NOM;NEUT;PL
abschnitte	τμήματα	abschneiden	τμήμα		N;NOM;NEUT;PL
abschnitte	ενότητες	abschneiden	ενότητα		N;NOM;FEM;PL
abschnitte	εδάφια	abschneiden	εδάφιος		N;NOM;NEUT;PL
abschnitte	παραγράφους	abschneiden	παράγραφο		N;NOM;FEM;PL
abschnitte	παράγραφοι	abschneiden	παράγραφο		N;NOM;MASC;PL
platte	πιάτο	platen	πιάτο		N;NOM;NEUT;SG
platte	πλέιτ	platen	πλέιτ		
eroberung	κατακτήσεις	Eroberung	κατάκτηση	N;NOM;FEM;SG	N;NOM;FEM;PL
eroberung	κατάκτηση	Eroberung	κατάκτηση	N;NOM;FEM;SG	N;ACC;FEM;SG
eroberung	κατακτήσει	Eroberung	κατακτώ	N;NOM;FEM;SG	V;PFV;NFIN;ACT
eroberung	κατάκτηση	Eroberung	κατάκτηση	N;NOM;FEM;SG	N;ACC;FEM;SG
sand	άμμου	sinden	άμμος		N;GEN;FEM;SG
sand	σαντ	sinden	σαντ		
sand	άμμος	sinden	άμμος		N;NOM;FEM;SG
sand	άμμο	sinden	άμμος		N;NOM;FEM;SG
sand	σαντς	sinden	σαντς		
sand	άμμος	sinden	άμμος		N;NOM;FEM;SG
index	δείκτης	index	δείκτης		N;NOM;MASC;SG
index	δείκτη	index	δείκτης		N;ACC;MASC;SG
ruine	χαλάσματα	ruin	χάλασμα	N;NOM;SG	N;NOM;NEUT;PL
ruine	ερείπια	ruin	ερείπιο	N;NOM;SG	N;NOM;NEUT;PL
heide	heide	heiden	heide	PROPN;NOM;SG	
heide	χέδερ	heiden	χέδερ	PROPN;NOM;SG	
heide	χιθ	heiden	χιθ	PROPN;NOM;SG	
championship	πρωτάθλημα	championship	πρωτάθλημα	PROPN	N;NOM;NEUT;SG
wies	μυτερό	weisen	μυτερό	V;IND;SG;3;PST;FIN	N;NOM;NEUT;SG
district	περιφέρεια	district	περιφέρεια	PROPN	N;NOM;FEM;SG
ereignis	περιστατικό	ereignis	περιστατικό		N;NOM;NEUT;SG
ereignis	συμβάν	ereignis	συμβάν		N;NOM;NEUT;SG
ereignis	εκδήλωση	ereignis	εκδήλωση		N;ACC;FEM;SG
ereignis	αγώνισμα	ereignis	αγώνισμα		N;NOM;NEUT;SG
ereignis	γεγονός	ereignis	γεγονός		N;NOM;NEUT;SG
ereignis	συμβάν	ereignis	συμβάν		N;NOM;NEUT;SG
oberbürgermeister	δήμαρχος	oberbürgermeister	δήμαρχος	ADV	N;NOM;MASC;SG
monte	μόντε	mont	μόντε	PROPN;NOM;SG	
wesen	πλάσματα	wesen	πλάσμα	N;NOM;NEUT;SG	N;NOM;NEUT;PL
wesen	πλάσματα	wesen	πλάσμα	N;NOM;NEUT;SG	N;NOM;NEUT;PL
brauerei	ζυθοποιίας	brauerei	ζυθοποιία	ADJ;NOM;FEM;SG	N;GEN;FEM;SG
brauerei	ζυθοποιείο	brauerei	ζυθοποιείο	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
brauerei	ζυθοποιίες	brauerei	ζυθοποιία	ADJ;NOM;FEM;SG	N;NOM;FEM;PL
zeugen	μάρτυρες	zeugen	μάρτυρας	V;NFIN	N;NOM;MASC;PL
zeugen	μάρτυς	zeugen	μάρτυς	V;NFIN	N;NOM;MASC;SG
zeugen	μάρτυρας	zeugen	μάρτυρας	V;NFIN	N;NOM;MASC;SG
zeugen	μάρτυρα	zeugen	μάρτυρα	V;NFIN	N;ACC;MASC;SG
roth	roth	roth	roth	PROPN;SG	
roth	ροθ	roth	ροθ	PROPN;SG	
gefahren	κίνδυνο	fahren	κίνδυνος	V;V.PTCP	N;ACC;MASC;SG
gefahren	κίνδυνος	fahren	κίνδυνος	V;V.PTCP	N;NOM;MASC;SG
gefahren	κινδύνων	fahren	κίνδυνας	V;V.PTCP	N;GEN;MASC;PL
gefahren	κίνδυνοι	fahren	κίνδυνος	V;V.PTCP	N;NOM;MASC;PL
gefahren	κινδύνου	fahren	κίνδυνος	V;V.PTCP	N;GEN;MASC;SG
gefahren	κίνδυνος	fahren	κίνδυνος	V;V.PTCP	N;NOM;MASC;SG
gefahren	κίνδυνοι	fahren	κίνδυνος	V;V.PTCP	N;NOM;MASC;PL
gefahren	κινδύνους	fahren	κίνδυνος	V;V.PTCP	N;ACC;MASC;PL
philip	philip	philip	philip	PROPN;NOM;MASC;SG	
philip	φίλιππος	philip	φίλιππος	PROPN;NOM;MASC;SG	ADJ;NOM;MASC;SG
philip	φίλιπ	philip	φίλιπ	PROPN;NOM;MASC;SG	
dateien	αρχεία	datei	αρχείο	V;NFIN	N;NOM;NEUT;PL
dateien	φάκελοι	datei	φάκελος	V;NFIN	N;NOM;MASC;PL
dateien	φάκελος	datei	φάκελος	V;NFIN	N;NOM;MASC;SG
dateien	file	datei	file	V;NFIN	
dateien	αρχείο	datei	αρχείο	V;NFIN	N;NOM;NEUT;SG
gebe	δώστε	geben	δώστε	V;SBJV;SG;3;PRS;FIN	N;ACC;FEM;SG
gebe	δώσε	geben	δίνω	V;SBJV;SG;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
slowakei	σλοβακία	slowakei	σλοβακία	PROPN;NOM;SG	PROPN;NOM;FEM;SG
slowakei	σλοβακίας	slowakei	σλοβακία	PROPN;NOM;SG	PROPN;GEN;FEM;SG
luther	λούθερ	luther	λούθερ	PROPN;NOM;MASC;SG	
dfb	dfb	dfb	dfb	PROPN;NOM;MASC;SG	
gefärbt	βαμμένα	färben	βαμμένα	ADJ;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
gefärbt	χρωματισμένα	färben	χρωματισμένος	ADJ;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
nachtrag	συμπλήρωση	nachtrag	συμπλήρωση	PROPN	N;ACC;FEM;SG
nachtrag	συμπλήρωμα	nachtrag	συμπλήρωμα	PROPN	N;NOM;NEUT;SG
nachtrag	συμπληρωματικό	nachtrag	συμπληρωματικός	PROPN	ADJ;NOM;NEUT;SG
formulierung	διατύπωση	formulierung	διατύπωση	N;NOM;FEM;SG	N;ACC;FEM;SG
formulierung	διατύπωση	formulierung	διατύπωση	N;NOM;FEM;SG	N;ACC;FEM;SG
verwandten	συγγενείς	verwandt	συγγένης	V;PL;FIN	N;NOM;MASC;PL
verwandten	σχετική	verwandt	σχετικός	V;PL;FIN	ADJ;NOM;FEM;SG
verwandten	σχετικές	verwandt	σχετικός	V;PL;FIN	ADJ;NOM;FEM;PL
verwandten	σχετικό	verwandt	σχετικός	V;PL;FIN	ADJ;NOM;NEUT;SG
vögel	πουλιά	vögel	πουλί		N;NOM;NEUT;PL
vögel	πτηνά	vögel	πτηνώ		N;NOM;NEUT;PL
vögel	μπερντ	vögel	μπερντ		N
vögel	πουλί	vögel	πουλί		N;NOM;NEUT;SG
vögel	πτηνό	vögel	πτηνός		N;NOM;NEUT;SG
kommunistischen	κομμουνιστικό	kommunistisch	κομμουνιστικός	ADJ;NOM;MASC;PL	ADJ;NOM;NEUT;SG
kommunistischen	κομμουνιστική	kommunistisch	κομμουνιστικός	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
kommunistischen	κομμουνιστής	kommunistisch	κομμουνιστής	ADJ;NOM;MASC;PL	N;NOM;MASC;SG
letztes	τελευταίοι	letzt	τελευταίος	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL
letztes	τελευταια	letzt	τελευταίος	ADJ;NOM;NEUT;SG	V;IPFV;IND;PL;3;PRS;FIN;PASS
letztes	τελευταία	letzt	τελευταία	ADJ;NOM;NEUT;SG	ADV
ursula	ούρσουλα	ursula	ούρσουλα	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG
vorstellungen	παραστάσεις	vorstellingen	παράσταση	V;NFIN	N;NOM;FEM;PL
vorstellungen	αντιλήψεις	vorstellingen	αντίληψη	V;NFIN	N;NOM;FEM;PL
vorstellungen	ιδέες	vorstellingen	ιδέα	V;NFIN	N;NOM;FEM;PL
willy	γουίλι	willy	γουίλι	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
willy	γουίλι	willy	γουίλι	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
willy	willie	willy	willie	PROPN;NOM;MASC;SG	
alice	alice	alice	alice		
alice	αλίκη	alice	αλίκη		N;NOM;FEM;SG
pflanze	φυτά	pflanz	φυτώ		N;NOM;NEUT;PL
pflanze	φυτό	pflanz	φυτό		N;NOM;NEUT;SG
pflanze	εργοστάσιο	pflanz	εργοστάσιο		N;NOM;NEUT;SG
pflanze	σοδειά	pflanz	σοδειά		N;NOM;FEM;SG
altes	altes	alt	altes	ADJ;NOM;NEUT;SG	
geplante	προγραμματισμένες	geplant	προγραμματίζω	ADJ;NOM;FEM;PL	V;PFV;NOM;FEM;PL;V.PTCP;PASS
geplante	προγραμματισμένος	geplant	προγραμματισμένος	ADJ;NOM;FEM;PL	V;PFV;NOM;MASC;SG;V.PTCP;PASS
geplante	προγραμματισμένη	geplant	προγραμματίζω	ADJ;NOM;FEM;PL	V;PFV;NOM;FEM;SG;V.PTCP;PASS
geplante	προγραμματισμένο	geplant	προγραμματίζω	ADJ;NOM;FEM;PL	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
geplante	προγραμματισμένες	geplant	προγραμματίζω	ADJ;NOM;FEM;PL	V;PFV;NOM;FEM;PL;V.PTCP;PASS
geplante	σχεδιασμένο	geplant	σχεδιάζω	ADJ;NOM;FEM;PL	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
geplante	προγραμματισμένο	geplant	προγραμματίζω	ADJ;NOM;FEM;PL	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
geplante	σχεδιάσει	geplant	σχεδιάζω	ADJ;NOM;FEM;PL	V;PFV;NFIN;ACT
geplante	προγραμματισμένη	geplant	προγραμματίζω	ADJ;NOM;FEM;PL	V;PFV;NOM;FEM;SG;V.PTCP;PASS
kritische	κρίσιμη	kritisch	κρίσιμος	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
kritische	κρίσιμο	kritisch	κρίσιμο	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
hund	σκύλοι	hund	σκύλος	N;NOM;MASC;SG	N;NOM;MASC;PL
hund	σκύλους	hund	σκύλος	N;NOM;MASC;SG	N;NOM;MASC;PL
hund	σκυλιά	hund	σκυλιά	N;NOM;MASC;SG	N;NOM;NEUT;PL
hütte	καλύβα	hüten	καλύβας		N;NOM;FEM;SG
hütte	χατ	hüten	χατ		
hütte	αγροικία	hüten	αγροικία		N;NOM;FEM;SG
hütte	εξοχικό	hüten	εξοχικός		ADJ;NOM;NEUT;SG
hütte	παράγκα	hüten	παράγκα		N;NOM;FEM;SG
hütte	καλύβα	hüten	καλύβας		N;NOM;FEM;SG
hütte	σακ	hüten	σακ		N
hütte	καλύβα	hüten	καλύβας		N;NOM;FEM;SG
hütte	καμπίνα	hüten	καμπίνα		N;NOM;FEM;SG
hütte	στοά	hüten	στοά		N;NOM;FEM;SG
nachruf	επιτάφιος	nachruf	επιτάφιος	N;SG	ADJ;NOM;MASC;SG
briten	μπριτ	breten	μπριτ		N
scheinbar	φαινομενικά	scheinbar	φαινομενικά	ADJ	ADV
scheinbar	προφανώς	scheinbar	προφανώς	ADJ	ADV
scheinbar	φαινομενικά	scheinbar	φαινομενικά	ADJ	ADV
jahrgang	vol	jahrgang	vol		
jahrgang	vintage	jahrgang	vintage		
exil	εξορία	exil	εξορία	N;NOM;MASC;SG	N;ACC;FEM;SG
exil	εξόριστος	exil	εξόριστος	N;NOM;MASC;SG	ADJ;NOM;MASC;SG
soldat	στρατιώτης	soldat	στρατιώτης	PROPN	N;NOM;MASC;SG
soldat	στρατιώτη	soldat	στρατιώτης	PROPN	N;ACC;MASC;SG
eigentum	ακίνητο	eigentum	ακίνητος	ADJ	N;NOM;NEUT;SG
eigentum	ιδιοκτησία	eigentum	ιδιοκτησία	ADJ	N;ACC;FEM;SG
eigentum	ιδιότητα	eigentum	ιδιότητα	ADJ	N;ACC;FEM;SG
eigentum	ακίνητα	eigentum	ακίνητος	ADJ	N;NOM;NEUT;PL
eigentum	κυριότητα	eigentum	κυριότητα	ADJ	N;ACC;FEM;SG
eigentum	ιδιοκτησία	eigentum	ιδιοκτησία	ADJ	N;ACC;FEM;SG
eigentum	ιδιοκτησίας	eigentum	ιδιοκτησία	ADJ	N;GEN;FEM;SG
leer	ληρ	leer	ληρ	ADJ	
leer	άδειο	leer	άδειο	ADJ	N;NOM;NEUT;SG
leer	κενό	leer	κενό	ADJ	N;NOM;NEUT;SG
leer	άδεια	leer	άδεια	ADJ	N;NOM;FEM;SG
leer	κενό	leer	κενό	ADJ	N;NOM;NEUT;SG
leichter	φως	leicht	φως	ADJ	N;NOM;NEUT;SG
leichter	light	leicht	light	ADJ	
leichter	ελαφρύ	leicht	ελαφρύ	ADJ	N;NOM;NEUT;SG
leichter	φώς	leicht	φώς	ADJ	N;NOM;NEUT;SG
leichter	αναπτήρα	leicht	αναπτήρα	ADJ	N;ACC;MASC;SG
leichter	ελαφρών	leicht	ελαφρός	ADJ	N;GEN;FEM;PL
leichter	ελαφρύς	leicht	ελαφρύς	ADJ	N;NOM;MASC;SG
leichter	ελαφρύ	leicht	ελαφρύ	ADJ	N;NOM;NEUT;SG
neapel	μπολόνια	neapel	μπολόνια	PROPN;NOM;SG	ADV
neapel	νάπολη	neapel	νάπολη	PROPN;NOM;SG	PROPN;NOM;FEM;SG
neapel	νάπολι	neapel	νάπολι	PROPN;NOM;SG	
fuchs	fuchs	fachsen	fuchs	PROPN;NOM;SG	
fuchs	φοξ	fachsen	φοξ	PROPN;NOM;SG	
fuchs	fox	fachsen	fox	PROPN;NOM;SG	
fuchs	αλεπού	fachsen	αλεπός	PROPN;NOM;SG	N;NOM;FEM;SG
zusammenschluss	συγκέντρωση	zusammenschlussen	συγκέντρωση	ADJ	N;ACC;FEM;SG
beobachten	ρολόι	beobachten	ρολός	V;NFIN	N;NOM;NEUT;SG
block	τετράγωνο	block	τετράγωνος		N;NOM;NEUT;SG
block	μπλοκάρισμα	block	μπλοκάρισμα		N;NOM;NEUT;SG
block	block	block	block		
block	μπλοκ	block	μπλοκ		N;NOM;NEUT;SG
dokumentarfilm	ντοκιμαντέρ	dokumentarfilm	ντοκιμαντέρ	PROPN	N;NOM;NEUT;SG
dokumentarfilm	ντοκυμαντέρ	dokumentarfilm	ντοκυμαντέρ	PROPN	N;NOM;NEUT;SG
dokumentarfilm	ντοκιμαντέρ	dokumentarfilm	ντοκιμαντέρ	PROPN	N;NOM;NEUT;SG
sammeln	σύναξη	sammeln	σύναξη	V;NFIN	N;ACC;FEM;SG
sammeln	συγκέντρωση	sammeln	συγκέντρωση	V;NFIN	N;ACC;FEM;SG
dauerhaft	μόνιμα	dauerhaft	μόνιμα	ADJ	ADV
dauerhaft	μόνιμα	dauerhaft	μόνιμα	ADJ	ADV
durchschnittliche	μέσος	durchschnittlich	μέσος	ADJ;NOM;FEM;PL	N;NOM;MASC;SG
durchschnittliche	μέση	durchschnittlich	μέσο	ADJ;NOM;FEM;PL	N;NOM;FEM;SG
urheber	δημιουργοί	urheber	δημιουργός		N;NOM;MASC;PL
urheber	συντάκτες	urheber	συντάκτης		N;NOM;MASC;PL
urheber	συγγραφείς	urheber	σύγγραφη		N;NOM;MASC;PL
urheber	δημιουργού	urheber	δημιουργός		N;GEN;MASC;SG
urheber	δημιουργός	urheber	δημιουργός		N;NOM;MASC;SG
urheber	δημιουργό	urheber	δημιουργός		N;ACC;MASC;SG
urheber	copy	urheber	copy		
klären	διευκρίνιση	klären	διευκρίνιση	V;NFIN	N;ACC;FEM;SG
klären	αποσαφήνιση	klären	αποσαφήνιση	V;NFIN	N;NOM;FEM;SG
jens	jens	jens	jens	PROPN;NOM;MASC;SG	
gebäuden	κτήρια	gebäuden	κτήριος	V;NFIN	N;NOM;NEUT;PL
gebäuden	κτίρια	gebäuden	κτίριο	V;NFIN	N;NOM;NEUT;PL
hell	κόλαση	hell	κόλαση	ADJ	N;ACC;FEM;SG
hell	φωτεινά	hell	φωτεινά	ADJ	ADV
hell	φωτεινός	hell	φωτεινός	ADJ	N;NOM;MASC;SG
non	non	non	non		
zufällig	τυχαία	zufällig	τυχαίος	ADJ	ADV
zufällig	τυχαία	zufällig	τυχαίος	ADJ	ADV
schnelle	γρήγορα	schnell	γρήγορα	ADJ;NOM;FEM;PL	ADV
schnelle	γρήγορος	schnell	γρήγορος	ADJ;NOM;FEM;PL	N;NOM;MASC;SG
schnelle	γρήγορη	schnell	γρήγορος	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
schnelle	ταχεία	schnell	ταχύς	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
schnelle	γρήγορα	schnell	γρήγορα	ADJ;NOM;FEM;PL	ADV
schnelle	γρήγορος	schnell	γρήγορος	ADJ;NOM;FEM;PL	N;NOM;MASC;SG
schnelle	γρήγορο	schnell	γρήγορος	ADJ;NOM;FEM;PL	N;NOM;NEUT;SG
schnelle	γρήγορη	schnell	γρήγορος	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
wörterbuch	λεξικό	wörterbuch	λεξικός	ADJ	N;NOM;NEUT;SG
wörterbuch	λεξικά	wörterbuch	λεξικά	ADJ	ADV
wörterbuch	λεξιλόγιο	wörterbuch	λεξιλόγιο	ADJ	N;NOM;NEUT;SG
wörterbuch	λεξικό	wörterbuch	λεξικός	ADJ	N;NOM;NEUT;SG
nebenfluss	παραπόταμος	nebenflussen	παραπόταμος	V;V.PTCP	N;NOM;MASC;SG
abgeordnete	βουλευτές	abgeordnet	βουλευτής	ADJ;NOM;FEM;PL	N;NOM;MASC;PL
abgeordnete	αποσπασμένο	abgeordnet	αποσπάζω	ADJ;NOM;FEM;PL	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
aktionen	προαγωγές	aktion	προαγωγή	V;NFIN	N;NOM;FEM;PL
aktionen	προωθήσεις	aktion	πρόωθηση	V;NFIN	N;NOM;FEM;PL
aktionen	προσφορές	aktion	προσφορά	V;NFIN	N;NOM;FEM;PL
aktionen	δραση	aktion	δραση	V;NFIN	N;NOM;FEM;SG
aktionen	δράση	aktion	δράση	V;NFIN	N;NOM;FEM;SG
aktionen	δράσης	aktion	δράση	V;NFIN	N;GEN;FEM;SG
aktionen	action	aktion	action	V;NFIN	
aktionen	εκστρατείες	aktion	εκστρατεία	V;NFIN	N;NOM;FEM;PL
aktionen	πράξεις	aktion	πράξη	V;NFIN	N;NOM;FEM;PL
aktionen	δράσεις	aktion	δράση	V;NFIN	N;NOM;FEM;PL
aktionen	ενέργειες	aktion	ενέργεια	V;NFIN	N;NOM;FEM;PL
gordon	γκόρντον	gordon	γκόρντος	PROPN;NOM;MASC;SG	
gordon	gordon	gordon	gordon	PROPN;NOM;MASC;SG	
niederlagen	ήττες	niederliegen	ήττα	V;NFIN	N;NOM;FEM;PL
papier	χαρτί	papier	χαρτί		N;NOM;NEUT;SG
