ofiarą	áldozat	ofiara	áldozat	N;INS;FEM;SG	N;NOM;SG
pogoń	üldözés	pogonić	üldözés		N;NOM;SG
bycia	lenni	być	lesz		V;NFIN;ACT
postawy	magatartás	postawa	magatartás	N;GEN;FEM;SG	N;NOM;SG
postawy	hozzáállás	postawa	hozzáállás	N;GEN;FEM;SG	N;NOM;SG
postawy	testtartás	postawa	testtartás	N;GEN;FEM;SG	N;NOM;SG
postawy	tartás	postawa	tartás	N;GEN;FEM;SG	N;NOM;SG
kasy	pénz	kasa	pénz	N;ACC;FEM;SG	N;NOM;SG
kasy	kijelentkezés	kasa	kijelentkezés	N;ACC;FEM;SG	N;NOM;SG
kasy	készpénz	kasa	készpénz	N;ACC;FEM;SG	N;NOM;SG
kasy	készpénzben	kasa	készpénz	N;ACC;FEM;SG	N;IN+ESS;SG
klaus	klaus	klaus	klaus	PROPN;NOM;MASC;SG	
studenci	hallgató	student	hallgató	N;NOM;MASC;PL	
studenci	tanítvány	student	tanítvány	N;NOM;MASC;PL	N;NOM;SG
studenci	diák	student	diák	N;NOM;MASC;PL	N;NOM;SG
studenci	tanuló	student	tanuló	N;NOM;MASC;PL	ADJ;NOM;SG
zęby	fogat	ząb	fog	N;NOM;MASC;PL	N;ACC;SG
duszy	lélek	dusza	lélek	N;GEN;FEM;SG	N;NOM;SG
duszy	soul	dusza	soul	N;GEN;FEM;SG	
duszy	lelkem	dusza	lelk	N;GEN;FEM;SG	N;NOM;SG
duszy	lelked	dusza	lelked	N;GEN;FEM;SG	
przeznaczeniem	végzet	przeznaczenie	végzet	N;INS;NEUT;SG	N;NOM;SG
przeznaczeniem	sors	przeznaczenie	sors	N;INS;NEUT;SG	N;NOM;SG
finały	döntő	finały	döntő	N;NOM;MASC;PL	ADJ;NOM;SG
obywatel	polgár	obywatel	polgár	N;NOM;MASC;SG	
obywatel	polgárok	obywatel	polgár	N;NOM;MASC;SG	N;NOM;PL
osobno	külön	osobno	kül	ADV	
zeszyt	notebook	zeszyt	notebo	V;IPFV;IND;SG;PRS;FIN;ACT	N;NOM;SG
zeszyt	füzet	zeszyt	fűz	V;IPFV;IND;SG;PRS;FIN;ACT	N;NOM;SG
ferdinand	ferdinand	ferdinand	ferdinand	N;NOM;MASC;SG	
act	aktus	act	aktus		N;NOM;SG
act	felvonás	act	felvonás		N;NOM;SG
skała	rock	skała	rock	N;NOM;FEM;SG	
łaski	irgalom	łaska	irgalom	N;ACC;FEM;SG	N;NOM;SG
łaski	kegyelem	łaska	kegyél	N;ACC;FEM;SG	N;NOM;SG
łaski	mercy	łaska	mercy	N;ACC;FEM;SG	
łaski	kegyelem	łaska	kegyél	N;ACC;FEM;SG	N;NOM;SG
łaski	grace	łaska	grace	N;ACC;FEM;SG	
wykorzystane	használt	wykorzystać	használt	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
wykorzystane	felhasznált	wykorzystać	felhasznált	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
wykorzystane	kihasznált	wykorzystać	kihasznált	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
nieliczne	gyér	nieliczny	gyér	ADJ;NOM;NEUT;SG	
nina	nina	nina	nina	PROPN;NOM;FEM;SG	
zachowań	magatartások	zachowanie	magatartás	N;GEN;NEUT;PL	N;NOM;PL
wyświęcony	felszentelt	wyświęcić	felszentelt	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
parametr	paraméterek	parametr	paraméter	N;NOM;MASC;SG	N;NOM;PL
narciarstwo	síelni	narciarstwo	síel	N;NOM;NEUT;SG	V;NFIN;ACT
eyes	szemed	eyes	szemed		N;NOM;SG
eyes	szeme	eyes	szem		N;NOM;SG
eyes	szemek	eyes	szem		N;NOM;PL
terytoriów	területek	terytoria	terület	N;GEN;NEUT;PL	N;NOM;PL
ochotników	önkéntesek	ochotnik	önkéntes	N;ACC;MASC;PL	N;NOM;PL
ochotników	önkéntes	ochotnik	önkéntes	N;ACC;MASC;PL	
pojęć	fogalmak	pojęć	fogalom	N;GEN;NEUT;PL	N;NOM;PL
pojęć	elképzelések	pojęć	elképzelés	N;GEN;NEUT;PL	N;NOM;PL
circle	kör	circle	kör		N;NOM;SG
circle	kört	circle	kör		N;ACC;SG
absolwentów	öregdiák	absolwent	öregdia	N;ACC;MASC;PL	N;NOM;PL
absolwentów	diplomások	absolwent	diplomás	N;ACC;MASC;PL	N;NOM;PL
absolwentów	végzősök	absolwent	végzős	N;ACC;MASC;PL	N;NOM;PL
równania	egyenletek	równać	egyenlet	N;NOM;NEUT;SG	N;NOM;PL
uruchomienie	üzembe	uruchomienie	üzem	N;PFV;NOM;NEUT;SG;POS;V.MSDR	
gilles	gilles	gilles	gilles	N;NOM;MASC;SG	
diana	diana	diana	diana	N;NOM;FEM;SG	
senat	szenátus	senat	szenátus		N;NOM;SG
senat	szenátusi	senat	szenátusi		ADJ;NOM;SG
zaproszenie	meghívni	zaprosić	meg+hív	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;NFIN;ACT
zaproszenie	meghívást	zaprosić	meghívás	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;ACC;SG
zaproszenie	meghívást	zaprosić	meghívás	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;ACC;SG
zamiar	szándék	zamiar	szándék	V;PFV;IND;PRS;FIN;ACT	N;NOM;SG
zamiar	szándéka	zamiar	szándék	V;PFV;IND;PRS;FIN;ACT	N;NOM;SG
zamiar	szándék	zamiar	szándék	V;PFV;IND;PRS;FIN;ACT	N;NOM;SG
zamiar	szándéka	zamiar	szándék	V;PFV;IND;PRS;FIN;ACT	N;NOM;SG
iranie	irán	iran	irán		PROPN;NOM;SG
lane	sáv	lany	sáv		N;NOM;SG
minas	minas	minas	minas		PROPN;NOM;SG
reggae	reggae	reggać	reggae		N;NOM;SG
blog	blog	blog	blog	N;NOM;MASC;SG	
zębów	fogat	ząb	fog	N;GEN;MASC;PL	N;ACC;SG
zębów	fogak	ząb	fog	N;GEN;MASC;PL	N;NOM;PL
orbicie	pályára	orbić	pálya	N;DAT;FEM;SG	N;ON+ALL;SG
aten	athéni	aten	athéni	PROPN;NOM;NEUT;SG	ADJ;NOM;SG
lars	lars	lars	lars	PROPN;NOM;MASC;SG	
odra	kanyaró	odra	kanyaró		N;NOM;SG
opublikowano	közzétette	opublikować	közzétet	V;PFV;IND;0;PST;FIN;ACT	V;DEF;IND;SG;3;PST;FIN;ACT
opublikowano	kiküldött	opublikować	kiküldött	V;PFV;IND;0;PST;FIN;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
opublikowano	közzétett	opublikować	közzétett	V;PFV;IND;0;PST;FIN;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
opublikowano	közzétette	opublikować	közzétet	V;PFV;IND;0;PST;FIN;ACT	V;DEF;IND;SG;3;PST;FIN;ACT
opublikowano	publikált	opublikować	publikált	V;PFV;IND;0;PST;FIN;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
opublikowano	közzétett	opublikować	közzétett	V;PFV;IND;0;PST;FIN;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
monet	érméket	monet	érmék	N;GEN;FEM;PL	N;ACC;PL
monet	érme	monet	érer	N;GEN;FEM;PL	N;NOM;SG
monet	érmék	monet	érmék	N;GEN;FEM;PL	N;NOM;PL
monet	monet	monet	monet	N;GEN;FEM;PL	N;NOM;SG
lufy	hordó	lufa	hordó	N;GEN;FEM;PL	N;NOM;SG
lufy	hordó	lufa	hordó	N;GEN;FEM;PL	N;NOM;SG
kosmiczny	kozmikus	kosmiczny	kozmikus	ADJ;NOM;MASC;SG	N;NOM;SG
money	pénz	money	pénz		N;NOM;SG
money	pénzt	money	pénz		N;ACC;SG
krotnie	szeres	krotnić	szeres	ADV	
krotnie	hajtás	krotnić	hajtás	ADV	
szybciej	gyorsabb	szybko	gyors	ADV;CMPR	ADJ;NOM;CMPR;SG
bakterii	bakteriális	bakteria	bakteriális		N;NOM;SG
bakterii	baktérium	bakteria	baktérium		N;NOM;SG
bakterii	baktériumok	bakteria	baktériumok		N;NOM;PL
bakterii	baktérium	bakteria	baktérium		N;NOM;SG
rysunki	rajzokat	rysunek	rajz	N;NOM;MASC;PL	N;ACC;PL
portland	portland	portland	portland	N;NOM;MASC;SG	
portland	portlandben	portland	portland	N;NOM;MASC;SG	N;IN+ESS;SG
terytoria	terület	terytoria	terület	N;NOM;NEUT;PL	N;NOM;SG
terytoria	területe	terytoria	terület	N;NOM;NEUT;PL	N;NOM;SG
algorytm	algoritmus	algoryt	algoritmus	N;ACC;MASC;SG	N;NOM;SG
koronę	crown	korona	crown	N;ACC;FEM;SG	
koronę	korona	korona	korona	N;ACC;FEM;SG	N;NOM;SG
wróć	visszatérés	wróć	visszatérés	V;PFV;IMP;SG;2;FIN;ACT	N;NOM;SG
wróć	vissza	wróć	vissza	V;PFV;IMP;SG;2;FIN;ACT	ADV
wróć	visszatér	wróć	visszatér	V;PFV;IMP;SG;2;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
kamienie	stones	kamień	stones	N;NOM;MASC;PL	N;NOM;SG
kamienie	kő	kamień	kő	N;NOM;MASC;PL	N;NOM;SG
kamienie	stone	kamień	stone	N;NOM;MASC;PL	PROPN;NOM;SG
honor	becsület	honor	becsület		N;NOM;SG
honor	becsület	honor	becsület		N;NOM;SG
konkretnie	konkrétan	konkretnie	konkrétan	ADV	
konkretnie	kifejezetten	konkretnie	kifejezett	ADV	ADJ;FRML;SG
konkretnie	kimondottan	konkretnie	kimond	ADV	ADJ;FRML;SG
umiera	haldokló	umierać	haldokló	V;IPFV;IND;SG;3;PRS;FIN;ACT	
niewątpliwie	kétségkívül	niewątpliwie	kétségkívül	ADV	
niewielu	kevesen	niewiele	kevés		ADV
niewielu	néhány	niewiele	néhány		DET;INDF
iras	iras	iras	iras		N;NOM;SG
sprzedano	eladva	sprzedać	eladva	V;PFV;IND;0;PST;FIN;ACT	ADV;V.CVB
sprzedano	eladott	sprzedać	eladott	V;PFV;IND;0;PST;FIN;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
sprzedano	elkelt	sprzedać	elkelt	V;PFV;IND;0;PST;FIN;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
chen	chen	chen	chen	PROPN;NOM;MASC;SG	
tygodniach	hetekig	tydzień	het	N;GEN;MASC;PL	N;PL
tygodniach	hetek	tydzień	het	N;GEN;MASC;PL	N;NOM;SG
ewakuacji	evakuálás	ewakuacja	evakuálás	N;GEN;FEM;SG	
jürgen	jürgen	jürgen	jürgen	PROPN;NOM;MASC;SG	
bonus	prémium	bonus	prémium	N;NOM;MASC;SG	
bonus	bónusz	bonus	bónusz	N;NOM;MASC;SG	
sncf	sncf	sncf	sncf		N;NOM;SG
web	háló	web	háló		N;NOM;SG
web	webes	web	webes		N;NOM;SG
rolnictwo	mezőgazdasági	rolnictwo	mezőgazdasági	N;NOM;NEUT;SG	
rolnictwo	mezőgazdasági	rolnictwo	mezőgazdasági	N;NOM;NEUT;SG	
zmieniona	módosult	zmienić	módosul	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zmieniona	módosított	zmienić	módosított	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zmieniona	módosítva	zmienić	módosítva	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADV;V.CVB
simone	simone	simon	simone	PROPN;NOM;FEM;SG	
juniors	juniors	juniors	juniors	PROPN;NOM;MASC;SG	N;NOM;SG
poezja	vers	poezja	vers		N;NOM;SG
poezja	költészet	poezja	költészet		N;NOM;SG
litwa	litvániában	litwa	litvánia		N;IN+ESS;SG
litwa	litvánia	litwa	litvánia		N;NOM;SG
pokład	fedélzeten	pokład	fedélzet	N;NOM;MASC;SG	N;ON+ESS;SG
sprzeciw	ellenvetés	sprzeciw	ellenvetés	N;NOM;MASC;SG	
sprzeciw	ellenzéki	sprzeciw	ellenzéki	N;NOM;MASC;SG	ADJ;NOM;SG
atlanta	atlanta	atlant	atlan	N;NOM;MASC;SG	
atlanta	atlantában	atlant	atlanta	N;NOM;MASC;SG	N;IN+ESS;SG
sól	só	sól	só		N;NOM;SG
sól	sót	sól	sót		N;ACC;SG
sól	sós	sól	sós		N;NOM;SG
kolonię	kolónia	kolonia	kolónia	N;ACC;FEM;SG	N;NOM;SG
kolonię	telep	kolonia	telep	N;ACC;FEM;SG	N;NOM;SG
opady	csapadék	opad	csapadék	N;NOM;MASC;PL	N;NOM;SG
opady	csapadék	opad	csapadék	N;NOM;MASC;PL	N;NOM;SG
usuwanie	törlés	usuwać	törlés	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	
poczucie	értelme	poczucie	értelem	N;NOM;NEUT;SG	
odwrót	visszavonulás	odwrót	visszavonulás	V;IPFV;IND;SG;PRS;FIN;ACT	N;NOM;SG
rany	seb	rana	seb	N;ACC;FEM;SG	N;NOM;SG
rany	sebek	rana	seb	N;ACC;FEM;SG	N;NOM;PL
substancje	anyag	substancja	anyag	N;NOM;FEM;PL	N;NOM;SG
substancje	anyagokra	substancja	anyag	N;NOM;FEM;PL	N;ON+ALL;PL
publikowane	közzétette	publikować	közzétet	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;DEF;IND;SG;3;PST;FIN;ACT
publikowane	publikált	publikować	publikált	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
publikowane	közzétett	publikować	közzétett	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
pływak	úszó	pływak	úszó	N;NOM;MASC;SG	
działek	parcellák	działka	parcella	N;GEN;FEM;PL	N;NOM;PL
oczywiste	nyilvánvaló	oczywisty	nyilvánvaló	V;IPFV;IND;SG;PRS;FIN;ACT	
fotografia	fényképek	fotografia	fénykép	N;NOM;FEM;SG	N;NOM;PL
teoretycznie	elméletileg	teoretycznie	elméleti	ADV	ADJ;FRML;SG
gmt	gmt	gętić	gmt	PROPN;NOM;MASC;SG	
belgradzie	belgrád	belgrad	belgrád	PROPN;DAT;MASC;SG	N;NOM;SG
tkanki	szövetek	tkanka	szövet	N;ACC;FEM;PL	N;NOM;PL
tkanki	szövet	tkanka	szövet	N;ACC;FEM;PL	N;NOM;SG
tkanki	szövetek	tkanka	szövet	N;ACC;FEM;PL	N;NOM;PL
podstawowego	alap	podstawowy	alap	ADJ;ACC;MASC;SG	
podstawowego	alapvető	podstawowy	alapvető	ADJ;ACC;MASC;SG	
skuteczność	hatékonyságát	skuteczność	hatékonyság	N;NOM;FEM;SG	N;ACC;SG
przypadkowo	véletlenül	przypadkowo	véletlenül	ADV	
erich	erich	erich	erich	PROPN;NOM;MASC;SG	
władcą	uralkodó	władca	uralkodó	N;INS;MASC;SG	N;NOM;SG
ślad	nyom	ślad	nyom	N;NOM;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
przyjęte	elfogadva	przyjąć	elfogadva	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADV;V.CVB
przyjęte	elfogadott	przyjąć	el+fogadott	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
przyjęte	elfogadta	przyjąć	el+fogad	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;DEF;IND;SG;3;PST;FIN;ACT
przyjęte	elfogadva	przyjąć	elfogadva	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADV;V.CVB
przyjęte	elfogadott	przyjąć	el+fogadott	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
bloki	tömb	blok	tömb	N;NOM;MASC;PL	N;NOM;SG
niska	alacsonyan	niska	alacsony		ADJ;FRML;SG
niska	alacsony	niska	alacsony		ADJ;NOM;SG
twierdzą	követelés	twierdzić	követelés	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;NOM;SG
twierdzą	állítás	twierdzić	állítás	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;NOM;SG
twierdzą	igény	twierdzić	igény	V;IPFV;IND;PL;3;PRS;FIN;ACT	
testament	testamentum	testament	testamentum	N;ACC;MASC;SG	N;NOM;SG
berg	berg	berg	berg	PROPN;NOM;MASC;SG	
anhalt	anhalt	anhalt	anhal	PROPN;NOM;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
podobieństwo	hasonlóságot	podobieństwo	hasonlóság	N;NOM;NEUT;SG	N;ACC;SG
mitsubishi	mitsubishi	mitsubisha	mitsubishi		N;NOM;SG
przedni	elülső	przednia	elülső	N;NOM;MASC;SG	
zatrudnienie	foglalkoztatási	zatrudnienie	foglalkoztatási	N;NOM;NEUT;SG	ADJ;NOM;SG
horror	borzalom	horror	borzalom	N;NOM;MASC;SG	
oklahoma	oklahoma	oklahy	oklahoma	N;NOM;NEUT;SG	
konkretne	konkrét	konkretny	konkrét	ADJ;NOM;NEUT;SG	
konkretne	beton	konkretny	beton	ADJ;NOM;NEUT;SG	N;NOM;SG
konkretne	konkrét	konkretny	konkrét	ADJ;NOM;NEUT;SG	
konflikty	konfliktus	konflikt	konfliktus	N;NOM;MASC;PL	N;NOM;SG
konflikty	ütközés	konflikt	ütközés	N;NOM;MASC;PL	N;NOM;SG
konflikty	konfliktus	konflikt	konfliktus	N;NOM;MASC;PL	N;NOM;SG
sophie	sophie	soph	sophie	N;NOM;FEM;SG	
kings	királyok	kings	király		N;NOM;PL
dokładne	pontos	dokładny	pontos	ADJ;NOM;NEUT;SG	
dokładne	precíz	dokładny	precíz	ADJ;NOM;NEUT;SG	
dokładne	pontos	dokładny	pontos	ADJ;NOM;NEUT;SG	
dokładne	pontos	dokładny	pontos	ADJ;NOM;NEUT;SG	
mianowicie	nevezetesen	mianowicie	nevezetesen	ADV	
podziemia	alvilági	podziemiać	alvilági		N;NOM;SG
podziemia	alvilág	podziemiać	alvilág		N;NOM;SG
zapobiec	megelőzése	zapobiec	megelőzés	V;PFV;NFIN;ACT	N;NOM;SG
poprawę	javítása	poprawa	javítás	N;ACC;FEM;SG	N;NOM;SG
poprawę	javul	poprawa	javul	N;ACC;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
architektów	építészek	architekt	építész	N;ACC;MASC;PL	N;NOM;PL
muza	múzsa	muza	múzsa		N;NOM;SG
organizatorów	szervezők	organizator	szervező	N;ACC;MASC;PL	N;NOM;PL
organizatorów	szervezők	organizator	szervező	N;ACC;MASC;PL	N;NOM;PL
dopuszczalna	elfogadhatónak	dopuścizalny	elfogadható	ADJ;NOM;FEM;SG	N;DAT;SG
dopuszczalna	elfogadható	dopuścizalny	elfogadható	ADJ;NOM;FEM;SG	
dopuszczalna	megengedett	dopuścizalny	megengedett	ADJ;NOM;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
spada	vízesés	spadać	vízesés	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;SG
spada	falls	spadać	falls	V;IPFV;IND;SG;3;PRS;FIN;ACT	
siódmego	hetedik	siódmy	hetedik	N;GEN;MASC;SG	ADJ;NOM;SG
zapasy	ellátmányt	zapas	ellátmány	N;NOM;MASC;PL	N;ACC;SG
zapasy	ellátás	zapas	ellátás	N;NOM;MASC;PL	N;NOM;SG
zapasy	ellátmány	zapas	ellátmány	N;NOM;MASC;PL	N;NOM;SG
zapasy	birkózás	zapas	birkózás	N;NOM;MASC;PL	N;NOM;SG
zapasy	birkózó	zapas	birkózó	N;NOM;MASC;PL	N;NOM;SG
zapasy	részvény	zapas	részvény	N;NOM;MASC;PL	N;NOM;SG
żyły	erek	żyły	er	V;PFV;MASC;IND;PL;PST;FIN;ACT	N;NOM;PL
żyły	véna	żyły	véna	V;PFV;MASC;IND;PL;PST;FIN;ACT	N;NOM;SG
donieck	doneck	donieck	donec	PROPN;NOM;MASC;SG	N;NOM;SG
cesarzem	uralkodó	cesarz	uralkodó	N;INS;MASC;SG	N;NOM;SG
cesarzem	császár	cesarz	császár	N;INS;MASC;SG	
organiczny	organikus	organiczny	organikus	ADJ;NOM;MASC;SG	N;NOM;SG
organiczny	szerves	organiczny	szerves	ADJ;NOM;MASC;SG	
instrukcji	utasítás	instrukcja	utasítás	N;GEN;FEM;SG	N;NOM;SG
instrukcji	utasításokat	instrukcja	utasítás	N;GEN;FEM;SG	N;ACC;PL
instrukcji	utasítások	instrukcja	utasítás	N;GEN;FEM;SG	N;NOM;PL
instrukcji	útmutató	instrukcja	útmutató	N;GEN;FEM;SG	N;NOM;SG
hope	remény	hopy	remény		N;NOM;SG
face	arcát	faka	arca		N;ACC;SG
face	arc	faka	arc		N;NOM;SG
face	arca	faka	az		N;NOM;SG
opada	vízesés	opadać	vízesés	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;SG
opada	falls	opadać	falls	V;IPFV;IND;SG;3;PRS;FIN;ACT	
genewie	genfi	genew	genfi	N;NOM;MASC;SG	
ojców	atyák	ojciec	atya	N;ACC;MASC;PL	N;NOM;PL
ojców	apák	ojciec	apa	N;ACC;MASC;PL	N;NOM;PL
ojców	apák	ojciec	apa	N;ACC;MASC;PL	N;NOM;PL
zapewnienie	biztosítja	zapewnić	biztosít	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;DEF;IND;SG;3;PRS;FIN;ACT
zapewnienie	biztosítékot	zapewnić	biztosíték	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;ACC;SG
chronologicznie	kronológiailag	chronologicznie	kronológiailag	ADV	N;NOM;SG
barwa	színek	barwa	szín	N;NOM;FEM;SG	N;NOM;PL
wspomnień	emlékek	wspomnienie	emlék	N;GEN;NEUT;PL	N;NOM;PL
wspomnień	emlék	wspomnienie	emlék	N;GEN;NEUT;PL	N;NOM;SG
inżynieria	mérnökök	inżynierie	mérnök	N;NOM;FEM;SG	N;NOM;PL
radnego	tanácsnok	radny	tanácsnok	N;ACC;MASC;SG	N;NOM;SG
sale	vásár	sala	vásár	N;NOM;FEM;PL	N;NOM;SG
sale	eladó	sala	eladó	N;NOM;FEM;PL	ADJ;NOM;SG
sale	értékesítés	sala	értékesítés	N;NOM;FEM;PL	N;NOM;SG
sale	eladás	sala	eladás	N;NOM;FEM;PL	
literaturę	irodalom	literatura	irodalom	N;ACC;FEM;SG	N;NOM;SG
roślinności	növényzet	roślinność	növényzet	N;GEN;FEM;SG	N;NOM;SG
design	dizájn	design	dizájn		N;NOM;SG
design	tervezési	design	tervezési		ADJ;NOM;SG
design	tervezés	design	tervezés		N;NOM;SG
sklepy	boltok	sklep	bolt	N;NOM;MASC;PL	
sklepy	boltokban	sklep	bolt	N;NOM;MASC;PL	N;IN+ESS;PL
sklepy	boltok	sklep	bolt	N;NOM;MASC;PL	
sklepy	boltokban	sklep	bolt	N;NOM;MASC;PL	N;IN+ESS;PL
doradcą	tanácsadó	doradca	tanácsadó	N;INS;MASC;SG	ADJ;NOM;SG
buffalo	bivaly	buffalo	bivaly	N;NOM;MASC;SG	
buffalo	buffalo	buffalo	buffalo	N;NOM;MASC;SG	
prawdopodobieństwo	valószínűség	prawdopodobieństwo	valószínűség	N;NOM;NEUT;SG	
zwłoki	holttestek	zwłoki	holttes	N;ACC;NEUT;PL	N;NOM;PL
zwłoki	hullák	zwłoki	hullák	N;ACC;NEUT;PL	N;NOM;PL
zwłoki	tetem	zwłoki	tesz	N;ACC;NEUT;PL	N;NOM;SG
zwłoki	hulla	zwłoki	hulla	N;ACC;NEUT;PL	N;NOM;SG
zwłoki	holttest	zwłoki	holttes	N;ACC;NEUT;PL	N;NOM;SG
zwłoki	tetem	zwłoki	tesz	N;ACC;NEUT;PL	N;NOM;SG
zwłoki	hulla	zwłoki	hulla	N;ACC;NEUT;PL	N;NOM;SG
pokoleń	nemzedékek	pokolenie	nemzedék		N;NOM;PL
pokoleń	generációk	pokolenie	generáció		N;NOM;PL
wieczny	örök	wieczny	örök	ADJ;NOM;MASC;SG	
odkryć	felfedezések	odkryć	felfedezés	V;PFV;NFIN;ACT	N;NOM;PL
odkryć	felfedezés	odkryć	felfedezés	V;PFV;NFIN;ACT	N;NOM;SG
odkryć	felfedezése	odkryć	felfedezés	V;PFV;NFIN;ACT	N;NOM;SG
stężenie	koncentrációt	stężyć	koncentráció	N;NOM;NEUT;SG	N;ACC;SG
zrobione	foglalt	zrobić	foglal	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	
zrobione	készítette	zrobić	készít	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;DEF;IND;SG;3;PST;FIN;ACT
zrobione	készült	zrobić	készül	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zrobione	tett	zrobić	tesz	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zrobione	kész	zrobić	kész	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	
przyjmując	feltételezve	przyjmować	feltételezve	V;IPFV;PRS;V.CVB;ACT	ADV;V.CVB
inżynierów	mérnökök	inżynier	mérnök	N;ACC;MASC;PL	N;NOM;PL
odwołany	törölve	odwołać	törölve	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;NOM;SG
odwołany	törölt	odwołać	töröl	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	
odwołany	lemondás	odwołać	lemondás	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	
odwołany	lemondta	odwołać	lemond	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;DEF;IND;SG;3;PST;FIN;ACT
odwołany	törölve	odwołać	törölve	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;NOM;SG
żyła	véna	żyć	véna	V;IPFV;FEM;IND;SG;PST;FIN;ACT	N;NOM;SG
wnioski	kéri	wniosek	kéri	N;NOM;MASC;PL	V;DEF;IND;SG;3;PRS;FIN;ACT
wnioski	következtetés	wniosek	következtetés	N;NOM;MASC;PL	N;NOM;SG
wnioski	következtetés	wniosek	következtetés	N;NOM;MASC;PL	N;NOM;SG
rak	rákos	rak	rákos	N;NOM;MASC;SG	
luksemburga	luxemburgi	luksemburga	luxemburgi	N;GEN;MASC;SG	ADJ;NOM;SG
luksemburga	luxemburgban	luksemburga	luxemburg	N;GEN;MASC;SG	N;IN+ESS;SG
luksemburga	luxemburg	luksemburga	luxemburg	N;GEN;MASC;SG	
luksemburga	luxembourg	luksemburga	luxembourg	N;GEN;MASC;SG	
radiowy	rádió	radiowy	rádió	ADJ;NOM;MASC;SG	N;NOM;SG
radiowy	rádiós	radiowy	rádiós	ADJ;NOM;MASC;SG	
radiowy	radio	radiowy	radio	ADJ;NOM;MASC;SG	
somerset	somerset	somerset	somers	V;IPFV;IND;SG;PRS;FIN;ACT	
atlantyku	atlanti	atlantyk	atlanti	N;GEN;MASC;SG	
ronald	ronald	ronald	ronald	N;NOM;MASC;SG	
parki	park	park	park	N;NOM;MASC;PL	N;NOM;SG
parki	parks	park	parks	N;NOM;MASC;PL	
hong	hong	hong	hong	V;IPFV;IND;SG;PRS;FIN;ACT	
jam	lekvár	ja	lekvár		N;NOM;SG
