aus	aus	aus	aus		N;MASC;SG
nansen	nansen	nans	nansen	N;DEF;MASC+FEM;SG	PROPN;MASC;SG
logisk	lógica	logisk	lógico	ADJ;INDF;SG	N;FEM;SG
logisk	lógicas	logisk	lógico	ADJ;INDF;SG	N;FEM;PL
logisk	lógica	logisk	lógico	ADJ;INDF;SG	N;FEM;SG
udgifter	despesa	udgift	despesa	N;INDF;MASC+FEM;PL	N;FEM;SG
udstedt	emitidos	udstedt	emitir	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
udstedt	emitidas	udstedt	emitir	V;INDF;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
philipp	philipp	philipp	philipp		N;MASC;SG
erhvervet	adquiridos	erhvervet	adquirir	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
erhvervet	adquiridas	erhvervet	adquirir	V;INDF;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
velegnet	adequados	velegnet	adequado	ADJ;INDF;SG	ADJ;MASC;PL
himmel	céus	himmel	céu	N;INDF;MASC+FEM;SG	N;MASC;PL
wang	wang	wang	wang		PROPN;MASC;SG
ansvarlige	responsável	ansvarlig	responsável	ADJ;PL	ADJ;MASC;SG
redskaber	gear	redskab	gear	N;INDF;NEUT;PL	N;MASC;SG
redskaber	engrenagem	redskab	engrenagem	N;INDF;NEUT;PL	N;FEM;SG
redskaber	engrenagem	redskab	engrenagem	N;INDF;NEUT;PL	N;FEM;SG
blik	olhos	blik	olho	N;INDF;NEUT;SG	N;MASC;PL
datterselskab	subsidiário	datterselskab	subsidiário	N;INDF;NEUT;SG	ADJ;MASC;SG
greg	greg	greg	greg		N;MASC;SG
skilte	sinalização	skille	sinalização	N;INDF;MASC+FEM;PL	N;FEM;SG
unger	kids	unge	kids	N;INDF;MASC+FEM;PL	N;MASC;SG
unger	unger	unge	unger	N;INDF;MASC+FEM;PL	N;MASC;SG
unger	cubs	unge	cub	N;INDF;MASC+FEM;PL	N;MASC;SG
krat	esfrega	krat	esfrega	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
krat	esfregar	krat	esfregar	N;INDF;NEUT;SG	V;NFIN
udøvende	executivo	udøvende	executivo	ADJ	N;MASC;SG
udøvende	executivos	udøvende	executivo	ADJ	N;MASC;PL
udøvende	executiva	udøvende	executivo	ADJ	N;FEM;SG
serbiske	sérvio	serbisk	sérvio	ADJ;PL	N;MASC;SG
serbiske	sérvia	serbisk	sérvio	ADJ;PL	N;FEM;SG
ferie	férias	ferie	férias	N;INDF;MASC+FEM;SG	N;FEM;PL
ferie	férias	ferie	férias	N;INDF;MASC+FEM;SG	N;FEM;PL
ferie	feriados	ferie	feriado	N;INDF;MASC+FEM;SG	N;MASC;PL
ferie	férias	ferie	férias	N;INDF;MASC+FEM;SG	N;FEM;PL
freedom	liberdade	freedom	liberdade		N;FEM;SG
freedom	liberdades	freedom	liberdade		N;FEM;PL
freedom	freedom	freedom	freedom		N;MASC;SG
elektronik	eletrônicos	elektronik	eletrônico	N;INDF;MASC+FEM;SG	N;MASC;PL
indehaver	titular	indehave	titular	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
botanisk	botânica	botanisk	botânica	ADV	N;FEM;SG
botanisk	botânicos	botanisk	botânico	ADV	N;MASC;PL
botanisk	botânico	botanisk	botânico	ADV	N;MASC;SG
passager	passageiros	passager	passageiro	N;INDF;MASC+FEM;SG	N;MASC;PL
passager	passagens	passager	passagem	N;INDF;MASC+FEM;SG	N;FEM;PL
pol	pol	pol	pol		N;MASC;SG
burma	burma	burma	burma		N;MASC;SG
burma	birmânia	burma	birmânia		N;FEM;SG
burma	mianmar	burma	mianmar		N;MASC;SG
eckersberg	eckersberg	eckersberg	eckersberg	N;INDF;MASC+FEM;SG	V;NFIN
tchad	chad	tchad	chad	PROPN	N;MASC;SG
tchad	chade	tchad	chade	PROPN	N;MASC;SG
sammenbrud	colapsar	sammenbrud	colapsar	N;INDF;NEUT;SG	V;NFIN
steffen	steffen	steffe	steffen		N;MASC;SG
tænkte	pensamento	tænke	pensamento	V;IND;PST;FIN;ACT	N;MASC;SG
tænkte	pensamento	tænke	pensamento	V;IND;PST;FIN;ACT	N;MASC;SG
gregorianske	gregoriano	gregoriansk	gregoriano	ADJ;PL	N;MASC;SG
erklærer	declare	erklære	declare	V;IND;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
slås	fighting	slås	fighting	V;NFIN;PASS	N;MASC;SG
kold	frio	kold	frio	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
kold	cold	kold	cold	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
kold	frios	kold	frio	ADJ;INDF;MASC+FEM;SG	N;MASC;PL
kold	fria	kold	fria	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
forlangte	exigi	forlange	exigir	V;IND;PST;FIN;ACT	INTJ
forlangte	exigia	forlange	exigir	V;IND;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
tjekkiske	tcheca	tjekkisk	tcheca	ADJ;PL	N;FEM;SG
tjekkiske	checo	tjekkisk	checo	ADJ;PL	N;MASC;SG
tjekkiske	tcheco	tjekkisk	tcheco	ADJ;PL	N;MASC;SG
tjekkiske	checa	tjekkisk	checa	ADJ;PL	N;FEM;SG
krisen	crises	kris	crise	N;DEF;MASC+FEM;SG	N;FEM;PL
palæstinensiske	palestiniano	palæstinensisk	palestiniano	ADJ;PL	N;MASC;SG
palæstinensiske	palestinos	palæstinensisk	palestino	ADJ;PL	N;MASC;PL
palæstinensiske	palestiniana	palæstinensisk	palestiniano	ADJ;PL	N;FEM;SG
palæstinensiske	palestino	palæstinensisk	palestino	ADJ;PL	N;MASC;SG
palæstinensiske	palestina	palæstinensisk	palestina	ADJ;PL	N;FEM;SG
palæstinensiske	palestinianos	palæstinensisk	palestiniano	ADJ;PL	N;MASC;PL
flyveplads	aeródromos	flyveplads	aeródromo	N;INDF;MASC+FEM;SG	N;MASC;PL
graven	grave	grav	grave	N;DEF;MASC+FEM;SG	ADJ;MASC;SG
spd	spd	spd	spd		N;MASC;SG
syriske	sírio	syrisk	sírio	ADJ;PL	N;MASC;SG
syriske	síria	syrisk	sírio	ADJ;PL	N;FEM;SG
syriske	sírios	syrisk	sírio	ADJ;PL	N;MASC;PL
matthias	matias	matthias	matia		N;MASC;SG
matthias	matthias	matthias	matthia		N;MASC;SG
moss	musgo	moss	musgo		N;MASC;SG
moss	moss	moss	moss		N;MASC;SG
anvendelser	usa	anvendelse	usar	N;INDF;MASC+FEM;PL	V;IND;SG;3;PRS;FIN
face	face	face	face	N;INDF;NEUT;SG	ADV
kontrolleret	verificados	kontrollere	verificar	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
kontrolleret	controlados	kontrollere	controlar	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
kontrolleret	controladas	kontrollere	controlar	V;INDF;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
kontrolleret	verificadas	kontrollere	verificar	V;INDF;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
kontrolleret	verificados	kontrollere	verificar	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
break	break	break	break		N;MASC;SG
break	quebrar	break	quebrar		V;NFIN
break	quebra	break	quebra		N;FEM;SG
break	pausa	break	pausa		N;FEM;SG
done	feito	done	fazer		V;MASC;SG;V.PTCP
radar	radares	radar	radar	N;INDF;MASC+FEM;SG	N;MASC;PL
nancy	nancy	nancy	nancy		N;FEM;SG
gotisk	gótica	gotisk	gótica	ADJ;INDF;SG	N;FEM;SG
spirit	espírito	spirit	espírito		N;MASC;SG
spirit	spirit	spirit	spirit		N;MASC;SG
spirit	espirito	spirit	espirito		N;MASC;SG
fed	arrojado	fed	arrojar	ADJ;INDF;MASC+FEM;SG	V;MASC;SG;V.PTCP
fed	negrito	fed	negrito	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
fed	ousada	fed	ousar	ADJ;INDF;MASC+FEM;SG	V;FEM;SG;V.PTCP
fed	ousado	fed	ousado	ADJ;INDF;MASC+FEM;SG	V;MASC;SG;V.PTCP
fed	gordura	fed	gordura	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
fed	gordo	fed	gordo	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
fed	gorda	fed	gorda	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
fed	gordas	fed	gorda	ADJ;INDF;MASC+FEM;SG	N;FEM;PL
fed	fat	fed	fat	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
shepherd	shepherd	shepherd	shepherd		N;MASC;SG
shepherd	pastor	shepherd	pastor		N;MASC;SG
prøvet	tentaram	prøve	tentar	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;FIN
prøvet	testados	prøve	testar	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
prøvet	testadas	prøve	testar	V;INDF;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
thompson	thompson	thompson	thompson		N;MASC;SG
daily	diariamente	daily	diariamente		ADV
daily	diários	daily	diário		ADJ;MASC;PL
daily	diário	daily	diário		N;MASC;SG
daily	diária	daily	diária		N;FEM;SG
aristoteles	aristóteles	aristotele	aristótele	N;INDF;MASC+FEM;SG	N;MASC;PL
sagn	lendas	sagn	lenda	N;INDF;NEUT;SG	N;FEM;PL
dårligere	piores	dårlig	mau	ADV;CMPR	ADJ;MASC;PL
dårligere	pior	dårlig	mau	ADV;CMPR	ADJ;MASC;SG
alpes	alpes	alpes	alpes	N;INDF;MASC+FEM;SG	N;MASC;PL
nature	natureza	natur	natureza		N;FEM;SG
aktuelt	correntes	aktuel	corrente	ADJ;INDF;NEUT;SG	N;MASC;PL
aktuelt	atuais	aktuel	atual	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
aktuelt	corrente	aktuel	corrente	ADJ;INDF;NEUT;SG	N;FEM;SG
aktuelt	actualidade	aktuel	actualidade	ADJ;INDF;NEUT;SG	N;FEM;SG
aktuelt	actualmente	aktuel	actualmente	ADJ;INDF;NEUT;SG	ADV
aktuelt	atualmente	aktuel	atualmente	ADJ;INDF;NEUT;SG	ADV
speed	rapidez	speed	rapidez		N;FEM;SG
speed	velocidade	speed	velocidade		N;FEM;SG
speed	speed	speed	speed		N;MASC;SG
argentinske	argentina	argentinsk	argentino	ADJ;PL	N;FEM;SG
argentinske	argentino	argentinsk	argentino	ADJ;PL	N;MASC;SG
argentinske	argentinos	argentinsk	argentino	ADJ;PL	N;MASC;PL
zagreb	zagreb	zagreb	zagreb		N;MASC;SG
leningrad	leningrado	leningrad	leningrar	N;INDF;MASC+FEM;SG	V;MASC;SG;V.PTCP
tilfældigt	random	tilfældigt	randar	ADV	N;MASC;SG
tilfældigt	aleatório	tilfældigt	aleatório	ADV	N;MASC;SG
tilfældigt	aleatória	tilfældigt	aleatório	ADV	ADJ;FEM;SG
tilfældigt	aleatórios	tilfældigt	aleatório	ADV	ADJ;MASC;PL
tilfældigt	coincidências	tilfældigt	coincidência	ADV	N;FEM;PL
tilfældigt	coincidência	tilfældigt	coincidência	ADV	N;FEM;SG
smart	smart	smart	smart	ADJ;INDF;SG	N;MASC;SG
fangenskab	cativa	fangenskab	cativa	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
fangenskab	cativas	fangenskab	cativa	N;INDF;MASC+FEM;SG	N;MASC;PL
holding	segurando	holding	segurar	N;INDF;MASC+FEM;SG	V;V.MSDR
oder	oder	oder	oder		N;MASC;SG
roland	rolando	roland	rolando	N;INDF;MASC+FEM;SG	V;V.MSDR
primitive	primitivo	primitiv	primitivo	ADJ;PL	ADJ;MASC;SG
primitive	primitiva	primitiv	primitivo	ADJ;PL	N;FEM;SG
wing	asa	wing	asa		N;FEM;SG
wing	wing	wing	wing		N;MASC;SG
nytte	utilidade	nytte	utilidade	V;NFIN;ACT	N;FEM;SG
nytte	utilidade	nytte	utilidade	V;NFIN;ACT	N;FEM;SG
nytte	utilitário	nytte	utilitário	V;NFIN;ACT	N;MASC;SG
joan	joana	joan	joana		N;FEM;SG
joan	joan	joan	joan		N;FEM;SG
afhængige	dependentes	afhængig	dependente	ADJ;PL	N;MASC;PL
afhængige	dependente	afhængig	dependente	ADJ;PL	ADJ;MASC;SG
afhængige	viciado	afhængig	viciar	ADJ;PL	V;MASC;SG;V.PTCP
afhængige	viciados	afhængig	viciar	ADJ;PL	V;MASC;PL;V.PTCP
afhængige	viciada	afhængig	viciar	ADJ;PL	V;FEM;SG;V.PTCP
afhængige	toxicodependentes	afhængig	toxicodependente	ADJ;PL	N;MASC;PL
afhængige	viciados	afhængig	viciar	ADJ;PL	V;MASC;PL;V.PTCP
dirty	sacanagem	dirty	sacanagem		N;FEM;SG
dirty	suja	dirty	sujo		N;FEM;SG
dirty	dirty	dirty	dirty		N;MASC;SG
dirty	sujo	dirty	sujo		ADJ;MASC;SG
cirkus	circos	cirkus	circo	N;INDF;NEUT;SG	N;MASC;PL
cirkus	circos	cirkus	circo	N;INDF;NEUT;SG	N;MASC;PL
skyder	atire	skyde	atire	V;IND;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
skyder	tiroteio	skyde	tiroteio	V;IND;PRS;FIN;ACT	N;MASC;SG
skyder	tiro	skyde	tiro	V;IND;PRS;FIN;ACT	N;MASC;SG
skyder	disparo	skyde	disparo	V;IND;PRS;FIN;ACT	N;MASC;SG
præsenterede	apresentado	præsentere	apresentar	V;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
dekoreret	decorados	dekorere	decorado	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
bin	bin	bin	bin		N;MASC;SG
floyd	floyd	floyd	floyd		N;MASC;SG
hegn	cercas	hegn	cerca	N;INDF;NEUT;SG	N;FEM;PL
hegn	vedações	hegn	vedação	N;INDF;NEUT;SG	N;FEM;PL
hegn	cerca	hegn	cerca	N;INDF;NEUT;SG	ADV
liège	liège	liège	liège		N;MASC;SG
liège	liège	liège	liège		N;MASC;SG
lilla	roxo	lilla	roxo		N;MASC;SG
lilla	roxa	lilla	roxa		N;FEM;SG
lilla	púrpura	lilla	púrpura		N;FEM;SG
massiv	maciço	massiv	maciço	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
massiv	maciça	massiv	maciço	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
massiv	massive	massiv	massive	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
bros	bros	bros	bro		N;MASC;SG
bros	manos	bros	mano		N;MASC;PL
groft	áspero	groft	áspero	ADV	ADJ;MASC;SG
groft	bruto	groft	bruto	ADV	N;MASC;SG
groft	grosseiros	groft	grosseiro	ADV	ADJ;MASC;PL
groft	grosseiro	groft	grosseiro	ADV	ADJ;MASC;SG
krydset	atravessou	kryds	atravessar	N;DEF;NEUT;SG	V;IND;SG;3;PST;FIN
krydset	cruzou	kryds	cruzar	N;DEF;NEUT;SG	V;IND;SG;3;PST;FIN
overdrev	exagerado	overdrev	exagerar	N;INDF;NEUT;SG	V;MASC;SG;V.PTCP
overdrev	exageradas	overdrev	exagerar	N;INDF;NEUT;SG	V;FEM;PL;V.PTCP
overdrev	exagerados	overdrev	exagerar	N;INDF;NEUT;SG	V;MASC;PL;V.PTCP
overdrev	exagerada	overdrev	exagerar	N;INDF;NEUT;SG	V;FEM;SG;V.PTCP
ledsaget	acompanhadas	ledsag	acompanhar	V;INDF;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
ledsaget	acompanhados	ledsag	acompanhar	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
iowa	iowa	iowa	iowa		N;MASC;SG
gennemgang	rever	gennemgang	rever	N;INDF;MASC+FEM;SG	V;NFIN
drager	papagaios	drage	papagaio	V;IND;PRS;FIN;ACT	N;MASC;PL
drager	pipas	drage	pipa	V;IND;PRS;FIN;ACT	N;FEM;PL
drager	dragões	drage	dragão	V;IND;PRS;FIN;ACT	N;MASC;PL
drager	dragons	drage	dragom	V;IND;PRS;FIN;ACT	N;MASC;SG
pablo	pablo	pablo	pablo		N;MASC;SG
split	dividir	split	dividir		V;NFIN
split	split	split	split		N;MASC;SG
begrænsninger	prescrição	begrænsning	prescrição	N;INDF;MASC+FEM;PL	N;FEM;SG
begrænsninger	limitação	begrænsning	limitação	N;INDF;MASC+FEM;PL	N;FEM;SG
gaver	presentes	gave	presente	N;INDF;MASC+FEM;PL	ADJ;MASC;PL
gaver	presentes	gave	presente	N;INDF;MASC+FEM;PL	ADJ;MASC;PL
gaver	apresenta	gave	apresentar	N;INDF;MASC+FEM;PL	V;IND;SG;3;PRS;FIN
mystiske	misterioso	mystisk	misterioso	ADJ;PL	ADJ;MASC;SG
mystiske	misteriosa	mystisk	misterioso	ADJ;PL	ADJ;FEM;SG
mystiske	místico	mystisk	místico	ADJ;PL	ADJ;MASC;SG
mystiske	místicos	mystisk	místico	ADJ;PL	N;MASC;PL
mystiske	mística	mystisk	mística	ADJ;PL	N;FEM;SG
mystiske	mystic	mystisk	mystic	ADJ;PL	N;MASC;SG
mystiske	mística	mystisk	mística	ADJ;PL	N;FEM;SG
mystiske	místico	mystisk	místico	ADJ;PL	ADJ;MASC;SG
sri	sri	sri	sri	PROPN	N;MASC;SG
filosofisk	filosófica	filosofisk	filosófico	ADV	N;FEM;SG
filosofisk	filosóficos	filosofisk	filosófico	ADV	N;MASC;PL
filosofisk	filosófico	filosofisk	filosófico	ADV	ADJ;MASC;SG
filosofisk	filosóficas	filosofisk	filosófico	ADV	N;FEM;PL
glade	feliz	glad	feliz	ADJ;PL	ADJ;MASC;SG
glade	happy	glad	happy	ADJ;PL	N;MASC;SG
bestilt	ordenados	bestille	ordenado	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
cola	cocaína	cola	cocaína		N;FEM;SG
cola	coque	cola	coque		N;MASC;SG
cola	coca	cola	coca		N;FEM;SG
cola	cola	cola	cola		N;FEM;SG
overlay	sobreposição	overlay	sobreposição		N;FEM;SG
overlay	sobrepor	overlay	sobrepor		V;NFIN
queens	rainhas	que	rainha	N;GEN;DEF;MASC+FEM;SG	N;FEM;PL
moser	moser	mose	moser	N;INDF;MASC+FEM;PL	N;MASC;SG
afsluttende	acabamento	afslutte	acabamento	V;PRS;V.PTCP	N;MASC;SG
afsluttende	acabamentos	afslutte	acabamento	V;PRS;V.PTCP	N;MASC;PL
afsluttende	fechamento	afslutte	fechamento	V;PRS;V.PTCP	N;MASC;SG
afsluttende	fecho	afslutte	fecho	V;PRS;V.PTCP	N;MASC;SG
afsluttende	encerramento	afslutte	encerramento	V;PRS;V.PTCP	N;MASC;SG
afsluttende	finais	afslutte	final	V;PRS;V.PTCP	N;MASC;PL
afsluttende	final	afslutte	final	V;PRS;V.PTCP	N;MASC;SG
emilie	emilie	emilie	emilie		N;FEM;SG
utah	utah	utah	utah		N;MASC;SG
joint	articulação	joint	articulação		N;FEM;SG
joint	joint	joint	joint		N;MASC;SG
ondt	malvado	ondt	malvado	ADV	N;MASC;SG
ondt	evil	ondt	evil	ADV	N;MASC;SG
ondt	maldade	ondt	maldade	ADV	N;FEM;SG
ondt	ferido	ondt	ferir	ADV	V;MASC;SG;V.PTCP
ondt	magoar	ondt	magoar	ADV	V;NFIN
ondt	doeu	ondt	doer	ADV	V;IND;SG;3;PST;FIN
ondt	machucar	ondt	machucar	ADV	V;NFIN
ondt	cruel	ondt	cruel	ADV	ADJ;MASC;SG
ondt	crueldade	ondt	crueldade	ADV	N;FEM;SG
ondt	cruéis	ondt	cruel	ADV	ADJ;MASC;PL
fattig	coitado	fattig	coitado	ADJ;INDF;MASC+FEM;SG	V;MASC;SG;V.PTCP
fattig	pobres	fattig	pobre	ADJ;INDF;MASC+FEM;SG	N;MASC;PL
funktionen	funções	funktion	função	N;DEF;MASC+FEM;SG	N;FEM;PL
mainsnak	mainsnak	mainsnak	mainsnak		N;MASC;SG
avanceret	avançados	avanceret	avançar	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
avanceret	advanced	avanceret	advanced	V;INDF;SG;PST;V.PTCP	N;MASC;SG
avanceret	avançadas	avanceret	avançar	V;INDF;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
udsatte	adiado	udsat	adiar	ADJ;PL	V;MASC;SG;V.PTCP
udsatte	diferido	udsat	diferir	ADJ;PL	V;MASC;SG;V.PTCP
udsatte	adiada	udsat	adiar	ADJ;PL	V;FEM;SG;V.PTCP
udsatte	adiado	udsat	adiar	ADJ;PL	V;MASC;SG;V.PTCP
udsatte	adiadas	udsat	adiar	ADJ;PL	V;FEM;PL;V.PTCP
udsatte	adiada	udsat	adiar	ADJ;PL	V;FEM;SG;V.PTCP
udsatte	vulnerável	udsat	vulnerável	ADJ;PL	ADJ;MASC;SG
craig	craig	craig	craig		N;MASC;SG
varieret	variados	variere	variado	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
varieret	variadas	variere	variar	V;INDF;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
stjernen	estrelas	stjerne	estrela	N;DEF;MASC+FEM;SG	N;FEM;PL
håndværkere	artesão	håndværker	artesão	N;INDF;NEUT;PL	N;MASC;SG
bonn	bona	bonn	bona	PROPN	N;MASC;SG
bonn	bonn	bonn	bonn	PROPN	PROPN;MASC;SG
smal	estreito	smal	estreito	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
smal	estreitas	smal	estreito	ADJ;INDF;MASC+FEM;SG	N;FEM;PL
mekaniske	mecânico	mekanisk	mecânico	ADJ;PL	N;MASC;SG
mekaniske	mecânicos	mekanisk	mecânico	ADJ;PL	N;MASC;PL
mekaniske	mecânica	mekanisk	mecânico	ADJ;PL	N;FEM;SG
litterær	literários	litterær	literário	ADJ;INDF;MASC+FEM;SG	N;MASC;PL
fylde	preenchimento	fylde	preenchimento	V;NFIN;ACT	N;MASC;SG
gener	incómodo	gen	incómodo	N;INDF;NEUT;PL	N;MASC;SG
teatre	cinemas	teater	cinema	N;INDF;NEUT;PL	N;MASC;SG
teatre	cinemas	teater	cinema	N;INDF;NEUT;PL	N;MASC;SG
understøtter	suportes	understøtte	suporte	V;IND;PRS;FIN;ACT	N;MASC;PL
understøtter	apoios	understøtte	apoio	V;IND;PRS;FIN;ACT	N;MASC;PL
flytning	movendo	flytning	mover	N;INDF;MASC+FEM;SG	V;V.MSDR
flytning	movimentos	flytning	movimento	N;INDF;MASC+FEM;SG	N;MASC;PL
mexicansk	mexicanos	mexicansk	mexicano	ADJ;INDF;SG	N;MASC;PL
mexicansk	mexicana	mexicansk	mexicano	ADJ;INDF;SG	N;FEM;SG
mexicansk	mexicanas	mexicansk	mexicano	ADJ;INDF;SG	N;FEM;PL
mexicansk	mexicano	mexicansk	mexicano	ADJ;INDF;SG	N;MASC;SG
jung	jung	jung	jung		N;MASC;SG
sheffield	sheffield	sheffield	sheffield		N;MASC;SG
offensiven	ofensivos	offensiv	ofensivo	N;DEF;MASC+FEM;SG	ADJ;MASC;PL
offensiven	ofensivo	offensiv	ofensivo	N;DEF;MASC+FEM;SG	ADJ;MASC;SG
offensiven	ofensivas	offensiv	ofensiva	N;DEF;MASC+FEM;SG	ADJ;FEM;PL
truman	truman	truman	truman		N;MASC;SG
riges	reich	rig	reich	ADJ;GEN	N;MASC;SG
eftermiddagen	tarde	eftermiddag	tarde	N;DEF;MASC+FEM;SG	ADV
kigger	olhar	kigge	olhar	V;IND;PRS;FIN;ACT	N;MASC;SG
crystal	cristal	crystal	cristal		N;MASC;SG
crystal	cristais	crystal	cristal		N;MASC;PL
crystal	crystal	crystal	crystal		N;MASC;SG
homo	homo	homo	homo		N;MASC;SG
malcolm	malcolm	malcolm	malcolm		N;MASC;SG
malcolm	malcom	malcolm	malcom		N;MASC;SG
perfekt	perfeito	perfekt	perfeito	ADJ;INDF;SG	V;MASC;SG;V.PTCP
perfekt	perfeitas	perfekt	perfeito	ADJ;INDF;SG	V;FEM;PL;V.PTCP
perfekt	perfeitos	perfekt	perfeito	ADJ;INDF;SG	V;MASC;PL;V.PTCP
perfekt	perfeita	perfekt	perfazer	ADJ;INDF;SG	V;FEM;SG;V.PTCP
perfekt	perfect	perfekt	perfect	ADJ;INDF;SG	N;MASC;SG
fugtige	úmida	fugtig	úmida	ADJ;PL	ADJ;FEM;SG
fugtige	húmida	fugtig	húmido	ADJ;PL	ADJ;FEM;SG
fugtige	húmido	fugtig	húmido	ADJ;PL	ADJ;MASC;SG
fugtige	úmido	fugtig	úmido	ADJ;PL	ADJ;MASC;SG
fugtige	húmido	fugtig	húmido	ADJ;PL	ADJ;MASC;SG
fugtige	úmido	fugtig	úmido	ADJ;PL	ADJ;MASC;SG
cat	gato	cat	gato		N;MASC;SG
cat	gata	cat	gata		N;FEM;SG
sild	arenque	sild	arenque	N;INDF;MASC+FEM;PL	N;MASC;SG
udfald	resultados	udfald	resultado	N;INDF;NEUT;SG	N;MASC;PL
persisk	persa	persisk	persa	ADJ;INDF;SG	N;MASC;SG
persisk	persas	persisk	persa	ADJ;INDF;SG	N;MASC;PL
forudsætning	premissas	forudsætning	premisso	N;INDF;MASC+FEM;SG	N;FEM;PL
commonwealth	commonwealth	commonwealth	commonwealth		N;MASC;SG
commonwealth	comunidade	commonwealth	comunidade		N;FEM;SG
kunstig	artificiais	kunstig	artificial	ADJ;INDF;MASC+FEM;SG	N;MASC;PL
dos	dos	dos	dos		N;MASC;SG
oregon	oregon	oregon	oregon		N;MASC;SG
bordeaux	bordeaux	bordeaux	bordeaux		N;FEM;SG
bordeaux	bordéus	bordeaux	bordéu		N;MASC;SG
fænomenet	fenômenos	fænomene	fenômeno	N;DEF;NEUT;SG	N;MASC;PL
earl	earl	earl	earl		N;MASC;SG
earl	conde	earl	conde		N;MASC;SG
mistanke	suspeitas	mistanke	suspeita	N;INDF;MASC+FEM;SG	N;FEM;PL
mistanke	suspeitos	mistanke	suspeito	N;INDF;MASC+FEM;SG	N;MASC;PL
mistanke	suspeitos	mistanke	suspeito	N;INDF;MASC+FEM;SG	N;MASC;PL
mistanke	suspeitas	mistanke	suspeita	N;INDF;MASC+FEM;SG	N;FEM;PL
digitalt	digitalmente	digitalt	digitalmente	ADJ;INDF;NEUT;SG	ADV
digitalt	digitais	digitalt	digital	ADJ;INDF;NEUT;SG	N;MASC;PL
digitalt	digital	digitalt	digital	ADJ;INDF;NEUT;SG	N;MASC;SG
antager	assumam	antage	assumir	V;IND;PRS;FIN;ACT	V;SBJV;PL;3;PRS;FIN
antager	assuma	antage	assumir	V;IND;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
svømmer	natação	svømme	natação	V;IND;PRS;FIN;ACT	N;FEM;SG
svømmer	nadador	svømme	nadador	V;IND;PRS;FIN;ACT	N;MASC;SG
svømmer	nadadora	svømme	nadadora	V;IND;PRS;FIN;ACT	N;FEM;SG
afgrænset	definidos	afgrænse	definir	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
afgrænset	definidas	afgrænse	definido	V;INDF;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
afgrænset	demarcadas	afgrænse	demarcar	V;INDF;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
moderat	moderar	moderat	moderar	ADJ;INDF;MASC+FEM;SG	V;NFIN
moderat	moderado	moderat	moderar	ADJ;INDF;MASC+FEM;SG	V;MASC;SG;V.PTCP
moderat	moderados	moderat	moderar	ADJ;INDF;MASC+FEM;SG	V;MASC;PL;V.PTCP
moderat	moderada	moderat	moderar	ADJ;INDF;MASC+FEM;SG	V;FEM;SG;V.PTCP
moderat	moderadamente	moderat	moderadamente	ADJ;INDF;MASC+FEM;SG	ADV
