политехнический	politehnični	политехнический	politehničen	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
запрещены	prepovedan	запретить	prepovedan	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
запрещены	prepovedana	запретить	prepovedan	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
запрещены	prepovedani	запретить	prepovedan	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
братства	bratovščina	братство	bratovščina	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
братства	bratstvo	братство	bratstvo	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
разрушена	uničena	разрушить	uničen	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
разрушена	uničeni	разрушить	uničen	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
разрушена	uničen	разрушить	uničen	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
разрушена	uničeno	разрушить	uničen	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
кэти	kathy	кэть	kathy	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
кэти	cathy	кэть	cathy	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
кэти	katy	кэть	katy	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
кэти	katja	кэть	katje	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
кэти	katie	кэть	kateti	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
водителя	voznik	водитель	voznik	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
водителя	strojevodja	водитель	strojevodje	N;ANIM;ACC;MASC;SG	N;NOM;NEUT;SG
водителя	šofer	водитель	šofer	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
лиссабон	lizbonska	лиссабон	lizbonski	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
лиссабон	lizboni	лиссабон	lizbon	N;INAN;NOM;MASC;SG	PROPN;NOM;FEM;SG
лиссабон	lizbonske	лиссабон	lizbonski	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;PL
металлургии	metalurgije	металлургия	metalurgija	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
серого	gray	серый	gray	ADJ;GEN;MASC;SG	
серого	siv	серый	siv	ADJ;GEN;MASC;SG	ADJ;NOM;INDF;MASC;SG
серого	siva	серый	siv	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;SG
серого	sivo	серый	siv	ADJ;GEN;MASC;SG	ADJ;NOM;NEUT;SG
серого	sivi	серый	siv	ADJ;GEN;MASC;SG	ADJ;NOM;DEF;MASC;SG
высадки	izkrcanje	высадка	izkrcanje	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
творческих	ustvarjalna	творческий	ustvarjalen	ADJ;GEN;PL	ADJ;NOM;FEM;SG
творческих	ustvarjalno	творческий	ustvarjalno	ADJ;GEN;PL	ADV
творческих	ustvarjalni	творческий	ustvarjalen	ADJ;GEN;PL	ADJ;NOM;MASC;SG
творческих	kreativno	творческий	kreativno	ADJ;GEN;PL	ADJ;NOM;NEUT;SG
джорджия	georgia	джорджия	georgia	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG
джорджия	gruziji	джорджия	gruzija	N;INAN;NOM;FEM;SG	N;DAT;FEM;SG
спектра	spektra	спектр	spekter	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
спектра	spekter	спектр	spekter	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
норт	severna	норт	severen	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
норт	severni	норт	severen	N;INAN;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
норт	severno	норт	severen	N;INAN;NOM;MASC;SG	ADV
домохозяйства	gospodinjstvo	домохозяйство	gospodinjstvo	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
домохозяйства	gospodinjski	домохозяйство	gospodinjski	N;INAN;NOM;NEUT;PL	ADJ;NOM;MASC;SG
визита	obisk	визит	obisk	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
визита	obiščite	визит	obiščiti	N;INAN;GEN;MASC;SG	V;PFV;IMP;PL;2;FIN
ввод	vhodna	ввод	vhoden	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
ввод	vstopi	ввод	vstop	N;INAN;NOM;MASC;SG	V;PFV;IND;SG;3;PRS;FIN
атомов	atomi	атом	atom	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
измерений	meritev	измерение	meritev	N;INAN;GEN;NEUT;PL	N;NOM;FEM;SG
измерений	meritve	измерение	meritev	N;INAN;GEN;NEUT;PL	N;NOM;FEM;PL
документация	dokumentacijo	документация	dokumentacija	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
бордо	bordeaux	бордо	bordeaux	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
спора	spor	спор	spor	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
производительность	uspešnosti	производительность	uspešnost	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
верди	verdija	верди	verdija	N;INAN;NOM;FEM;SG	N;GEN;MASC;SG
заняты	zaseden	занять	zaseden	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
заняты	zaposlen	занять	zaposlen	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
заняты	zasedeno	занять	zaseden	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
заняты	zasedena	занять	zaseden	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
заняты	zaposlena	занять	zaposlen	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
существенные	precejšnja	существенный	precejšnji	ADJ;NOM;PL	ADJ;NOM;FEM;SG
существенные	precejšnje	существенный	precejšnji	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
двигаться	selitev	двигаться	selitev	V;IPFV;NFIN;MID	N;NOM;FEM;SG
двигаться	premikanje	двигаться	premikanje	V;IPFV;NFIN;MID	N;NOM;NEUT;SG
лена	lena	лена	len	N;ANIM;NOM;FEM;SG	ADJ;NOM;FEM;SG
уважение	spoštovanja	уважение	spoštovanje	N;INAN;NOM;NEUT;SG	N;GEN;NEUT;SG
уважение	spoštovati	уважение	spoštovati	N;INAN;NOM;NEUT;SG	V;IPFV;NFIN
уважение	spoštuj	уважение	spoštuj	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN
подтверждаю	potrjen	подтверждать	potrjen	V;IPFV;IND;SG;1;PRS;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
подтверждаю	potrjeno	подтверждать	potrjen	V;IPFV;IND;SG;1;PRS;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
подтверждаю	potrjeni	подтверждать	potrjen	V;IPFV;IND;SG;1;PRS;FIN;ACT	ADJ;NOM;MASC;PL;V.PTCP
подтверждаю	potrjena	подтверждать	potrjen	V;IPFV;IND;SG;1;PRS;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
капитаны	kapitanov	капитан	kapitan	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
воздушная	antena	воздушный	anteno	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
томпсон	thompsona	томпсон	thompson	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
определены	opredeljen	определить	opredeljen	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
определены	opredeljeni	определить	opredeljen	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
определены	opredeljeno	определить	opredeljen	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
определены	opredeljena	определить	opredeljen	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
определены	odločna	определить	odločen	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG
определены	odločena	определить	odločen	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
определены	odločni	определить	odločen	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL
определены	odločen	определить	odločen	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
снаряда	izstrelek	снаряд	izstrelek	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
снаряда	projektil	снаряд	projektiti	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
блокады	blokada	блокада	blokad	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
блокады	blokado	блокада	blokada	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
подземный	podzemlje	подземный	podzemlje	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG
живые	živeti	живой	živeti	ADJ;NOM;PL	V;IPFV;NFIN
живые	živel	живой	živeti	ADJ;NOM;PL	V;IPFV;MASC;SG;V.PTCP
живые	živela	живой	živeti	ADJ;NOM;PL	V;IPFV;FEM;SG;V.PTCP
живые	živahna	живой	živahen	ADJ;NOM;PL	ADJ;NOM;FEM;SG
живые	živahen	живой	živahen	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
живые	živahno	живой	živahen	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
живые	živa	живой	živ	ADJ;NOM;PL	ADJ;NOM;FEM;SG
живые	živega	живой	živ	ADJ;NOM;PL	ADJ;GEN;NEUT;SG
живые	živ	живой	živ	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
фбр	fbi	фбраценица	fbiti	N;INAN;NOM;NEUT;SG	PROPN;NOM;MASC;SG
винсент	vincenta	винсент	vincent	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
обитатели	prebivalce	обитатель	prebivalec	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
обитатели	prebivalcev	обитатель	prebivalec	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
рикардо	ricardo	рикардо	ricarda	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
змей	kačo	змей	kača	N;ANIM;NOM;MASC;SG	N;ACC;FEM;SG
змей	kače	змей	kača	N;ANIM;NOM;MASC;SG	N;NOM;FEM;PL
змей	kač	змей	kač	N;ANIM;NOM;MASC;SG	N;NOM;FEM;PL
змей	kače	змей	kača	N;ANIM;NOM;MASC;SG	N;NOM;FEM;PL
авария	nesreče	авария	nesreča	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
авария	nesreči	авария	nesreča	N;INAN;NOM;FEM;SG	N;NOM;FEM;DU
миграции	selitev	миграция	selitev	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
миграции	migracija	миграция	migracija	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
предприниматели	podjetnike	предприниматель	podjetnik	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
квартале	četrt	квартал	četrt	N;INAN;ESS;MASC;SG	
квартале	četrtina	квартал	četrtina	N;INAN;ESS;MASC;SG	N;NOM;FEM;SG
включено	vključeni	включить	vključen	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
включено	vključena	включить	vključen	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
включено	vključene	включить	vključen	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
включено	vključen	включить	vključen	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
включено	vključeno	включить	vključen	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
включено	omogočen	включить	omogočen	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
включено	omogočeno	включить	omogočen	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
костюмы	kostume	костюм	kostum	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
повстанцы	upornikov	повстанец	upornik	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
редактировать	urejanje	редактировать	urejanje	V;IPFV;NFIN;ACT	N;NOM;NEUT;SG
вину	krivde	вина	krivda	N;INAN;ACC;FEM;SG	N;NOM;FEM;PL
вину	krivda	вина	krivda	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
алжира	alžirski	алжир	alžirski	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
филип	philip	филип	philip	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
николя	nicolas	николь	nicolas	PART	PROPN;NOM;MASC;SG
николя	nicola	николь	nicolo	PART	PROPN;NOM;MASC;SG
квалификация	kvalifikacije	квалификация	kvalifikacija	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
квалификация	kvalificiranih	квалификация	kvalificiran	N;INAN;NOM;FEM;SG	ADJ;GEN;MASC;PL;V.PTCP
квалификация	kvalificiran	квалификация	kvalificiran	N;INAN;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
квалификация	kvalifikacij	квалификация	kvalifikacija	N;INAN;NOM;FEM;SG	N;GEN;FEM;PL
квалификация	kvalifikacije	квалификация	kvalifikacija	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
квалификация	kvalifikacije	квалификация	kvalifikacija	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
организаторы	organizatorjev	организатор	organizator	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
грамотности	pismenosti	грамотность	pismenost	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
коллегами	sodelavci	коллега	sodelavec	N;ANIM;INS;MASC;PL	N;NOM;MASC;PL
коллегами	kolegi	коллега	kolega	N;ANIM;INS;MASC;PL	N;NOM;MASC;PL
коллегами	sodelavci	коллега	sodelavec	N;ANIM;INS;MASC;PL	N;NOM;MASC;PL
свод	redd	свод	redd	N;INAN;NOM;MASC;SG	
походы	sprehode	поход	sprehod	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
походы	taborjenje	поход	taborjenje	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG
походы	kampiranje	поход	kampiranje	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG
походы	pohodništvo	поход	pohodništvo	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG
моряков	mornarji	моряк	mornar	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
моряков	pomorščake	моряк	pomorščak	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
моряков	mornarji	моряк	mornar	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
потеря	izgublja	потеря	izgubljati	N;INAN;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
профессионально	poklicno	профессионально	poklicen	ADV	ADJ;NOM;NEUT;SG
кентукки	kentucky	кентукка	kentucky	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
получен	prejeto	получить	prejet	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
получен	prejeta	получить	prejet	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
французское	francoščina	французский	francoščina	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
имеющихся	razpoložljivi	иметься	razpoložljiv	V;IPFV;GEN;PL;PRS;V.PTCP;PASS	ADJ;NOM;MASC;SG
имеющихся	razpoložljiva	иметься	razpoložljiv	V;IPFV;GEN;PL;PRS;V.PTCP;PASS	ADJ;NOM;FEM;SG
секрет	skrivna	секрет	skriven	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
секрет	skrivno	секрет	skrivno	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
электрические	električno	электрический	električen	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
электрические	električni	электрический	električen	ADJ;NOM;PL	ADJ;NOM;MASC;SG
иерархии	hierarhijo	иерархия	hierarhija	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
камеру	fotoaparat	камера	fotoaparat	N;INAN;ACC;FEM;SG	N;NOM;MASC;SG
камеру	kamera	камера	kamera	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
этнических	etnične	этнический	etničen	ADJ;GEN;PL	ADJ;NOM;FEM;PL
этнических	etnično	этнический	etnično	ADJ;GEN;PL	ADV
зимы	zime	зима	zima	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
зимы	winters	зима	winters	N;INAN;NOM;FEM;PL	
чужой	tujec	чужой	tujec	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
чужой	neznanec	чужой	neznanec	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
излучение	sevanja	излучение	sevanji	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;PL
методика	metodologijo	методика	metodologija	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
методика	metodologije	методика	metodologija	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
семян	semenski	семя	semenski	N;INAN;GEN;NEUT;PL	ADJ;NOM;MASC;SG
семян	seme	семя	seme	N;INAN;GEN;NEUT;PL	N;NOM;NEUT;SG
семян	semena	семя	seme	N;INAN;GEN;NEUT;PL	N;NOM;NEUT;PL
прекращено	prekinjeno	прекратить	prekinjen	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
комплект	nastavi	комплект	nastaviti	N;INAN;NOM;MASC;SG	V;PFV;IND;SG;3;PRS;FIN
комплект	kit	комплект	kit	N;INAN;NOM;MASC;SG	
лоуренс	laurence	лоуренс	laurenec	N;ANIM;NOM;MASC;SG	N;NOM;FEM;PL
полицейские	policija	полицейский	policija	N;ANIM;NOM;MASC;PL	N;NOM;FEM;SG
утвержден	odobrena	утвердить	odobren	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
утвержден	odobrene	утвердить	odobren	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
утвержден	odobreni	утвердить	odobren	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL
утвержден	odobreno	утвердить	odobreno	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG
утвержден	odobren	утвердить	odobren	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
префектуре	prefekture	префектура	prefektura	N;INAN;DAT;FEM;SG	N;NOM;FEM;PL
сухопутные	kopenski	сухопутный	kopenski	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
сухопутные	kopenskih	сухопутный	kopenski	ADJ;NOM;PL	ADJ;GEN;MASC;PL
собственная	lastne	собственный	lasten	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
собственная	lastni	собственный	lasten	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
богиня	boginjo	богиня	boginja	N;ANIM;NOM;FEM;SG	N;ACC;FEM;SG
рид	reid	рид	reid	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
рид	reed	рид	reed	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
отпуск	počitnice	отпуск	počitnice	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
мэттью	mathew	мэтт	mathew	N;ANIM;NOM;FEM;SG	
мэттью	matthew	мэтт	matthew	N;ANIM;NOM;FEM;SG	PROPN;NOM;MASC;SG
замки	gradove	замок	grad	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
уверены	samozavesten	уверенный	samozavesten	ADJ;PL	ADJ;NOM;INDF;MASC;SG
уверены	samozavestna	уверенный	samozavesten	ADJ;PL	ADJ;NOM;FEM;SG
уверены	samozavestno	уверенный	samozavesten	ADJ;PL	ADV
автоматического	samodejno	автоматический	samodejno	ADJ;GEN;MASC;SG	ADV
автоматического	avtomatsko	автоматический	avtomatsko	ADJ;GEN;MASC;SG	ADV
автоматического	samodejni	автоматический	samodejen	ADJ;GEN;MASC;SG	ADJ;NOM;MASC;SG
автоматического	samodejna	автоматический	samodejen	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;SG
мыши	miši	мышь	miša	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
мыши	miške	мышь	miški	N;INAN;NOM;FEM;PL	ADJ;NOM;FEM;PL
мыши	miš	мышь	miš	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
мыши	miška	мышь	miški	N;INAN;NOM;FEM;PL	ADJ;NOM;FEM;SG
мыши	miško	мышь	miški	N;INAN;NOM;FEM;PL	ADV
мыши	mišek	мышь	mišek	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
мыши	miške	мышь	miški	N;INAN;NOM;FEM;PL	ADJ;NOM;FEM;PL
лагерей	taborišča	лагерь	taborišče	N;INAN;GEN;MASC;PL	N;NOM;NEUT;PL
лагерей	taboriščih	лагерь	taborišče	N;INAN;GEN;MASC;PL	N;ESS;NEUT;PL
реабилитации	rehabilitacijo	реабилитация	rehabilitacija	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
реабилитации	rehabilitacije	реабилитация	rehabilitacija	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
реабилитации	rehabilitacijo	реабилитация	rehabilitacija	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
симона	simone	симон	simona	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
рик	ricka	рик	ricko	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
оригинальная	izvirnik	оригинальный	izvirnik	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
оригинальная	original	оригинальный	original	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
богатый	bogato	богатый	bogato	ADJ;NOM;MASC;SG	ADV
богатый	bogati	богатый	bogat	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
богатый	rich	богатый	rich	ADJ;NOM;MASC;SG	
грэм	graham	грэм	grahati	N;ANIM;NOM;MASC;SG	N;DAT;MASC;SG
чехов	čehova	чех	čeh	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
ибрагим	ibrahim	ибрагим	ibrah	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
протокола	protokol	протокол	protokol	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
толедо	toledo	толедо	toleda	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
послов	ambasadorji	посол	ambasador	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
послов	odposlanca	посол	odposlanec	N;ANIM;GEN;MASC;PL	N;ANIM;NOM;MASC;SG
ходит	sprehode	ходить	sprehod	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;ACC;MASC;PL
ходит	sprehodi	ходить	sprehod	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;MASC;PL
дайте	dej	дать	daj	V;PFV;IMP;PL;2;FIN;ACT	V;PFV;IMP;SG;2;FIN
дайте	daj	дать	daj	V;PFV;IMP;PL;2;FIN;ACT	V;PFV;IMP;SG;2;FIN
записано	posnet	записать	posnet	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
записано	posneto	записать	posnet	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
записано	zabeleži	записать	zabelež	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;IND;SG;3;PRS;FIN
записано	zabeleženo	записать	zabeležen	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
теоретические	teoretično	теоретический	teoretično	ADJ;NOM;PL	ADV
теоретические	teoretična	теоретический	teoretičen	ADJ;NOM;PL	ADJ;NOM;FEM;SG
корень	korenine	корень	korenina	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
черный	črne	черный	črn	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
аполлон	apollo	аполлон	apollo	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
кении	keniji	кения	kenija	N;INAN;NOM;FEM;PL	N;DAT;FEM;SG
иностранный	tuje	иностранный	tuj	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
иностранный	tuji	иностранный	tuj	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
шансы	verjetnost	шанс	verjetnost	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
раса	dirko	раса	dirka	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
точные	natančno	точный	natančno	ADJ;NOM;PL	ADV
точные	natančen	точный	natančen	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
точные	natančna	точный	natančen	ADJ;NOM;PL	ADJ;NOM;FEM;SG
точные	točen	точный	točen	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
точные	natančen	точный	natančen	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
точные	natančna	точный	natančen	ADJ;NOM;PL	ADJ;NOM;FEM;SG
обещал	obljubljeno	обещать	obljubljen	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
обещал	obljubil	обещать	obljubiti	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP
ближнем	sredina	ближний	sredina	ADJ;ESS;MASC;SG	N;NOM;FEM;SG
ближнем	srednji	ближний	srednji	ADJ;ESS;MASC;SG	ADJ;NOM;DEF;MASC;SG
ближнем	srednja	ближний	srednji	ADJ;ESS;MASC;SG	ADJ;NOM;FEM;SG
непрерывно	neprekinjen	непрерывно	neprekinjen	ADV	ADJ;NOM;INDF;MASC;SG
прованс	provansi	прованс	provansa	N;INAN;NOM;MASC;SG	N;DAT;FEM;SG
опасных	nevarno	опасный	nevaren	ADJ;GEN;PL	ADJ;NOM;NEUT;SG
опасных	nevaren	опасный	nevaren	ADJ;GEN;PL	ADJ;NOM;INDF;MASC;SG
опасных	nevarne	опасный	nevaren	ADJ;GEN;PL	ADJ;NOM;FEM;PL
опасных	nevarni	опасный	nevaren	ADJ;GEN;PL	ADJ;NOM;MASC;PL
опасных	nevarna	опасный	nevaren	ADJ;GEN;PL	ADJ;NOM;FEM;SG
опасных	nevarni	опасный	nevaren	ADJ;GEN;PL	ADJ;NOM;MASC;PL
опасных	nevarne	опасный	nevaren	ADJ;GEN;PL	ADJ;NOM;FEM;PL
опасных	nevarna	опасный	nevaren	ADJ;GEN;PL	ADJ;NOM;FEM;SG
филиппин	filipini	филиппин	filipina	N;INAN;NOM;FEM;SG	N;NOM;MASC;PL
филиппин	filipinski	филиппин	filipinski	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;SG
предпринимателей	podjetnike	предприниматель	podjetnik	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
предпринимателей	podjetniki	предприниматель	podjetnik	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
пятое	petič	пятый	petič	ADJ;NOM;NEUT;SG	ADV
пятое	peto	пятый	peti	ADJ;NOM;NEUT;SG	ADJ;ACC;NEUT;SG
