der	на	der	на	DET;NOM;DEF;MASC;SG	ADP;ACC
queen	королева	queen	королевий	PROPN;NOM;SG	N;ANIM;NOM;FEM;SG
queen	queen	queen	queen	PROPN;NOM;SG	
queen	краля	queen	краля	PROPN;NOM;SG	N;ANIM;NOM;FEM;SG
queen	цариця	queen	цариця	PROPN;NOM;SG	N;ANIM;NOM;FEM;SG
chemnitz	хемніц	chemnitz	хемніц	PROPN;NOM;SG	PROPN;INAN;NOM;MASC;SG
vordergrund	текст	vordergrund	текст	ADV	N;INAN;NOM;MASC;SG
echte	реал	echt	реал	ADJ;NOM;FEM;PL	
echte	справжня	echt	справжній	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
echte	реальний	echt	реальний	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
echte	справжній	echt	справжній	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
wählen	вибір	wählen	вибір	V;NFIN	N;INAN;NOM;MASC;SG
intensiv	інтенсивно	intensiv	інтенсивно	ADJ	ADV
hinzugefügt	додані	hinzufügen	доданий	V;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
hände	рук	hand	рука	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
hände	руками	hand	рука	N;NOM;FEM;PL	N;INAN;INS;FEM;PL
akademischen	академічна	akademisch	академічний	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
akademischen	навчального	akademisch	навчальний	ADJ;NOM;MASC;PL	ADJ;GEN;MASC;SG
akademischen	академічний	akademisch	академічний	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
beweis	довести	beweis	довести		V;PFV;NFIN
beweis	докази	beweis	доказ		N;INAN;NOM;MASC;PL
beweis	доказ	beweis	доказ		N;INAN;NOM;MASC;SG
säulen	колони	säulen	колон	V;NFIN	N;INAN;NOM;FEM;PL
säulen	стовпи	säulen	стовп	V;NFIN	N;INAN;NOM;MASC;PL
säulen	стовпчиками	säulen	стовпчик	V;NFIN	N;INAN;INS;MASC;PL
säulen	колонки	säulen	колонка	V;NFIN	N;INAN;NOM;FEM;PL
säulen	стовпчиків	säulen	стовпчик	V;NFIN	N;INAN;GEN;MASC;PL
säulen	стовпчики	säulen	стовпчик	V;NFIN	N;INAN;NOM;MASC;PL
duo	duo	duo	duo		
udssr	срср	udssr	срср	PROPN;NOM;MASC;SG	PROPN;INAN;NOM;FEM;SG
einzug	відступ	einzug	відступ	ADV	N;INAN;NOM;MASC;SG
einzug	відступи	einzug	відступ	ADV	N;INAN;NOM;MASC;PL
einzug	відступ	einzug	відступ	ADV	N;INAN;NOM;MASC;SG
graben	dig	graben	dig	V;NFIN	
graben	грабен	graben	грабен	V;NFIN	N;INAN;NOM;MASC;SG
bus	шини	bus	шина		N;INAN;NOM;FEM;PL
bus	бус	bus	бути		
bus	шина	bus	шина		N;INAN;NOM;FEM;SG
bus	автобус	bus	автобус		N;INAN;NOM;MASC;SG
berühmten	відома	berühmt	відомий	ADJ;PL	ADJ;NOM;FEM;SG
berühmten	відомий	berühmt	відомий	ADJ;PL	ADJ;NOM;MASC;SG
berühmten	знаменитий	berühmt	знаменитий	ADJ;PL	ADJ;NOM;MASC;SG
bataillon	батальйон	bataillon	батальйон	PROPN	N;INAN;NOM;MASC;SG
sarah	сара	sarah	сара	PROPN;NOM;SG	PROPN;ANIM;NOM;FEM;SG
winkel	кут	winkel	кут		N;INAN;NOM;MASC;SG
winkel	кути	winkel	кути		N;INAN;NOM;MASC;PL
voraussetzung	передумова	voraussetzung	передумовий		N;INAN;NOM;FEM;SG
voraussetzung	передумови	voraussetzung	передумова		N;INAN;NOM;FEM;PL
voraussetzung	умові	voraussetzung	умова		N;INAN;DAT;FEM;SG
voraussetzung	умовні	voraussetzung	умовні		ADJ;NOM;PL
voraussetzung	передумовою	voraussetzung	передумовий		ADJ;INS;FEM;SG
voraussetzung	трансформацій	voraussetzung	трансформація		N;INAN;GEN;FEM;PL
voraussetzung	умова	voraussetzung	умова		N;INAN;NOM;FEM;SG
erneuert	оновлена	erneuern	оновлений	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
gäbe	would	geben	would	V;IND;SG;3;PRS;FIN	
ausgerichtet	орієнтовані	ausrichten	орієнтований	V;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
bewegt	хід	bewegen	хід	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
bewegt	пересування	bewegen	пересування	V;IND;SG;3;PRS;FIN	N;INAN;NOM;NEUT;SG
bewegt	переміщення	bewegen	переміщення	V;IND;SG;3;PRS;FIN	N;INAN;NOM;NEUT;SG
bewegt	руху	bewegen	рух	V;IND;SG;3;PRS;FIN	N;INAN;GEN;MASC;SG
bewegt	переїзд	bewegen	переїзд	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
bewegt	пересування	bewegen	пересування	V;IND;SG;3;PRS;FIN	N;INAN;NOM;NEUT;SG
bewegt	ходи	bewegen	хода	V;IND;SG;3;PRS;FIN	N;INAN;NOM;FEM;PL
bewegt	ходів	bewegen	хід	V;IND;SG;3;PRS;FIN	N;INAN;GEN;MASC;PL
bewegt	зворушений	bewegen	зворушений	V;IND;SG;3;PRS;FIN	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
bewegt	переїхала	bewegen	переїхати	V;IND;SG;3;PRS;FIN	V;PFV;FEM;IND;SG;PST;FIN
bewegt	переїхали	bewegen	переїхати	V;IND;SG;3;PRS;FIN	V;PFV;IND;PL;PST;FIN
bewegt	переїхав	bewegen	переїхати	V;IND;SG;3;PRS;FIN	V;PFV;MASC;IND;SG;PST;FIN
eure	ер	euer	ер.	PRO;NOM;FEM;SG	
nacional	насьйональ	nacional	насьйональ	PROPN	N;INAN;NOM;MASC;SG
voller	повна	voll	повний		ADJ;NOM;FEM;SG
voller	повний	voll	повний		ADJ;NOM;MASC;SG
voller	повне	voll	повний		ADJ;NOM;NEUT;SG
voller	заповнений	voll	заповнений		ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
voller	переповнений	voll	переповнений		ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
nehme	візьму	nehmen	узяти	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;1;FUT;FIN
nehme	бери	nehmen	бера	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;SG;2;FIN
nehme	візьми	nehmen	узяти	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN
pferde	коней	pferd	коній		N;ANIM;ACC;MASC;PL
pferde	коні	pferd	кінь		N;ANIM;NOM;MASC;PL
pferde	кінь	pferd	кінь		N;ANIM;NOM;MASC;SG
erinnerungen	нагадування	erinnerung	нагадування	N;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
erinnerungen	нагадування	erinnerung	нагадування	N;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
erinnerungen	спогад	erinnerung	спогад	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG
blaue	blue	blau	blue	ADJ;NOM;FEM;PL	
blaue	блакитний	blau	блакитний	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
blaue	блакитна	blau	блакитний	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
blaue	синій	blau	синій	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
steiner	штайнер	stein	штайнер	PROPN	ADJ;NOM;MASC;SG
vorschläge	пропозиції	vorschläg	пропозиція		N;INAN;NOM;FEM;PL
vorschläge	рекомендації	vorschläg	рекомендація		N;INAN;NOM;FEM;PL
vorschläge	пропозиції	vorschläg	пропозиція		N;INAN;NOM;FEM;PL
vorschläge	пропозиція	vorschläg	пропозиція		N;INAN;NOM;FEM;SG
hingewiesen	вказана	hinweisen	вказаний	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
railway	залізнична	railway	залізничний	PROPN;NOM;SG	ADJ;NOM;FEM;SG
railway	залізниця	railway	залізниця	PROPN;NOM;SG	N;INAN;NOM;FEM;SG
künstlerin	художниця	künstlerin	художниця	PROPN;NOM;SG	N;ANIM;NOM;FEM;SG
künstlerin	митець	künstlerin	митець	PROPN;NOM;SG	N;ANIM;NOM;MASC;SG
künstlerin	виконавець	künstlerin	виконавець	PROPN;NOM;SG	N;ANIM;NOM;MASC;SG
künstlerin	художник	künstlerin	художник	PROPN;NOM;SG	N;ANIM;NOM;MASC;SG
höchstens	макс	höchstens	макс	ADV	PROPN;ANIM;NOM;MASC;SG
kriterium	критерій	kriterium	критерій	ADJ	N;INAN;NOM;MASC;SG
lutherischen	лютеранська	lutherisch	лютеранський	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
münzen	монет	münzen	монет	V;NFIN	N;INAN;GEN;FEM;PL
münzen	монети	münzen	монети	V;NFIN	N;INAN;NOM;FEM;PL
münzen	монета	münzen	монета	V;NFIN	N;INAN;NOM;FEM;SG
münzen	фішка	münzen	фішка	V;NFIN	N;INAN;NOM;FEM;SG
münzen	монету	münzen	монет	V;NFIN	N;INAN;ACC;FEM;SG
lüneburg	люнебург	lüneburg	люнебург	PROPN;NOM;SG	PROPN;INAN;NOM;MASC;SG
weiterentwicklung	прогресу	weiterentwicklung	прогрес	ADJ	N;INAN;GEN;MASC;SG
admiral	адмірал	admiral	адмірал	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
edgar	едгар	edgar	едгар	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
portugiesischen	португальська	portugiesisch	португальський	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
helsinki	гельсінкі	helsinki	гельсінка	PROPN;NOM;SG	PROPN;INAN;NOM;FEM;SG
übliche	звичний	üblich	звичний	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
sabine	сабін	sabin	сабін	PROPN;NOM;FEM;SG	PROPN;ANIM;NOM;MASC;SG
einzugsgebiet	catchment	eingsgebieten	catchment	V;NFIN	
einzugsgebiet	басейн	eingsgebieten	басейн	V;NFIN	N;INAN;NOM;MASC;SG
alois	алоїс	alois	алоїс	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
greifswald	грайфсвальд	greifswald	грайфсвальд	PROPN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
hochschulen	коледжі	hochschulen	коледжа	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG
hochschulen	закладів	hochschulen	заклад	N;NOM;FEM;PL	N;INAN;GEN;MASC;PL
hochschulen	установ	hochschulen	установа	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
hochschulen	топові	hochschulen	топовий	N;NOM;FEM;PL	ADJ;NOM;PL
wiesen	пасовищ	weisen	пасовище	V;NFIN	N;INAN;GEN;NEUT;PL
wiesen	луки	weisen	лук	V;NFIN	N;INAN;NOM;MASC;PL
wiesen	лузі	weisen	луг	V;NFIN	N;INAN;DAT;MASC;SG
edmund	едмунд	edmund	едмунд	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
sex	стать	sex	стать		N;INAN;NOM;FEM;SG
sex	секс	sex	секс		N;INAN;NOM;MASC;SG
sex	sex	sex	sex		
boris	борис	boris	борис	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
sag	say	saugen	say		
sag	скажуть	saugen	сказати		V;PFV;IND;PL;3;FUT;FIN
sag	кажу	saugen	казати		V;IPFV;IND;SG;1;PRS;FIN
sag	сказати	saugen	сказати		V;PFV;NFIN
sag	кажеш	saugen	казати		V;IPFV;IND;SG;2;PRS;FIN
sag	sag	saugen	sag		
sag	скажи	saugen	сказати		V;PFV;IMP;SG;2;FIN
sag	розказати	saugen	розказати		V;PFV;NFIN
sag	розкажіть	saugen	розказати		V;PFV;IMP;PL;2;FIN
sag	розкажу	saugen	розказати		V;PFV;IND;SG;1;FUT;FIN
sag	розкажи	saugen	розказати		V;PFV;IMP;SG;2;FIN
höhle	печеру	höhlen	печера		N;INAN;ACC;FEM;SG
höhle	печера	höhlen	печера		N;INAN;NOM;FEM;SG
höhle	осередком	höhlen	осередок		N;INAN;INS;MASC;SG
höhle	печер	höhlen	печер		N;INAN;GEN;FEM;PL
höhle	печери	höhlen	печера		N;INAN;NOM;FEM;PL
nisi	nisi	nisi	nisi		
bruce	брюс	bruce	брюс	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG
behaupten	assert	behaupten	assert	V;NFIN	
behaupten	копальні	behaupten	копальня	V;NFIN	N;INAN;NOM;FEM;PL
behaupten	володарі	behaupten	володар	V;NFIN	N;ANIM;NOM;MASC;PL
palast	палац	palast	палац	PROPN;SG	N;INAN;NOM;MASC;SG
wahrscheinlichkeit	ймовірність	wahrscheinlichkeit	ймовірність	ADJ	N;INAN;NOM;FEM;SG
lyon	ліон	lyon	ліон	PROPN;NOM;SG	PROPN;INAN;NOM;MASC;SG
lyon	лайонс	lyon	лайонс	PROPN;NOM;SG	
ausrichtung	вирівняти	ausrichtung	вирівняти	ADJ	V;PFV;NFIN
ausrichtung	орієнтація	ausrichtung	орієнтація	ADJ	N;INAN;NOM;FEM;SG
ausrichtung	орієнтацію	ausrichtung	орієнтація	ADJ	N;INAN;ACC;FEM;SG
ausrichtung	вирівнювання	ausrichtung	вирівнювання	ADJ	N;INAN;NOM;NEUT;SG
archäologische	археологічний	archäologisch	археологічний	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
magnus	магнус	magnus	магнус	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
werft	верф	werfen	верф	N;NOM;FEM;SG	
werft	дворі	werfen	двір	N;NOM;FEM;SG	N;INAN;DAT;MASC;SG
freiwillige	волонтери	freiwillig	волонтер	ADJ;NOM;FEM;PL	N;ANIM;NOM;MASC;PL
freiwillige	волонтерів	freiwillig	волонтер	ADJ;NOM;FEM;PL	N;ANIM;ACC;MASC;PL
freiwillige	добровольці	freiwillig	доброволець	ADJ;NOM;FEM;PL	N;ANIM;NOM;MASC;PL
freiwillige	волонтерська	freiwillig	волонтерський	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
freiwillige	добровільно	freiwillig	добровільно	ADJ;NOM;FEM;PL	ADV
freiwillige	добровільна	freiwillig	добровільний	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
freiwillige	волонтер	freiwillig	волонтер	ADJ;NOM;FEM;PL	N;ANIM;NOM;MASC;SG
freiwillige	волонтера	freiwillig	волонтер	ADJ;NOM;FEM;PL	N;ANIM;ACC;MASC;SG
böse	неприємних	böse	неприємний		ADJ;GEN;PL
böse	злий	böse	злий		ADJ;NOM;MASC;SG
böse	агресивний	böse	агресивний		ADJ;NOM;MASC;SG
böse	злість	böse	злість		N;INAN;NOM;FEM;SG
böse	bad	böse	bad		
böse	погана	böse	поганий		ADJ;NOM;FEM;SG
böse	погано	böse	погано		ADV
böse	погане	böse	поганий		ADJ;NOM;NEUT;SG
böse	зла	böse	зло		N;INAN;NOM;NEUT;SG
böse	злом	böse	злом		N;INAN;INS;MASC;SG
böse	evil	böse	evil		
böse	зло	böse	зло		N;INAN;NOM;NEUT;SG
manchester	манчестер	manchester	манчестер	PROPN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
gesellschaften	компаній	gesellschaft	компанія	ADJ	N;INAN;GEN;FEM;PL
gesellschaften	компанії	gesellschaft	компанія	ADJ	N;INAN;NOM;FEM;PL
gesellschaften	компаній	gesellschaft	компанія	ADJ	N;INAN;GEN;FEM;PL
gesellschaften	компаніями	gesellschaft	компанія	ADJ	N;INAN;INS;FEM;PL
gesellschaften	товариств	gesellschaft	товариство	ADJ	N;INAN;GEN;NEUT;PL
affäre	справі	affäre	справа	ADJ;SG	N;INAN;DAT;FEM;PL
affäre	скандал	affäre	скандал	ADJ;SG	N;INAN;NOM;MASC;SG
blauen	blue	blau	blue	ADJ	
serbien	чорногорія	Serbien	чорногорія		N;INAN;NOM;FEM;SG
serbien	чорногорії	Serbien	чорногорія		PROPN;INAN;GEN;FEM;SG
serbien	сербія	Serbien	сербія		PROPN;INAN;NOM;FEM;SG
serbien	сербії	Serbien	сербія		PROPN;INAN;GEN;FEM;SG
serbien	косова	Serbien	косовий		PROPN;INAN;NOM;FEM;SG
serbien	косово	Serbien	косово		PROPN;INAN;NOM;NEUT;SG
küche	ресторани	küchen	ресторан	N;NOM;FEM;SG	N;INAN;NOM;MASC;PL
küche	кухні	küchen	кухня	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
küche	кухню	küchen	кухня	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
ontario	онтаріо	ontario	онтаріо	PROPN;NOM;SG	PROPN;INAN;NOM;MASC;SG
messen	вимірювання	messen	вимірювання	V;NFIN	N;INAN;NOM;NEUT;SG
messen	вимірювання	messen	вимірювання	V;NFIN	N;INAN;NOM;NEUT;SG
messen	міру	messen	міра	V;NFIN	N;INAN;ACC;FEM;SG
messen	міра	messen	міра	V;NFIN	PROPN;ANIM;NOM;FEM;SG
messen	ярмарки	messen	ярмарка	V;NFIN	N;INAN;NOM;MASC;PL
messen	вимірювання	messen	вимірювання	V;NFIN	N;INAN;NOM;NEUT;SG
taschenbuch	paperback	taschenbuch	paperback	ADJ	
dirk	дірк	dirk	дірк	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
badminton	бадмінтон	badminton	бадмінтон		N;ANIM;NOM;MASC;SG
geöffnet	відкрита	öffnen	відкритий	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
geöffnet	відкриті	öffnen	відкритий	V;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
geöffnet	відкритий	öffnen	відкритий	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
geöffnet	відкриті	öffnen	відкритий	V;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
veränderung	change	veränderung	change	N;NOM;FEM;SG	
veränderung	змінити	veränderung	змінити	N;NOM;FEM;SG	V;PFV;NFIN
zentral	central	zentral	central	ADJ	
schröder	шредер	schröder	шредер	PROPN	PROPN;ANIM;NOM;MASC;SG
zeichner	ілюстратор	zeichner	ілюстратор	ADJ	N;ANIM;NOM;MASC;SG
definitiv	безперечно	definitiv	безперечно	ADJ	ADV
definitiv	точно	definitiv	точно	ADJ	ADV
definitiv	безумовно	definitiv	безумовно	ADJ	ADV
benz	benz	benz	benz		
stirbt	помре	sterben	помре	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;FUT;FIN
stirbt	помирають	sterben	помирати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN
stirbt	вмирають	sterben	вмирати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN
dasselbe	збігається	dasselbe	збігатися	ADV	V;IPFV;IND;SG;3;PRS;FIN
dasselbe	однаковий	dasselbe	однаковий	ADV	ADJ;NOM;MASC;SG
dasselbe	однакові	dasselbe	однаковий	ADV	ADJ;NOM;PL
dasselbe	same	dasselbe	same	ADV	
dasselbe	самий	dasselbe	самий	ADV	DET;NOM;MASC;SG;REFL
grundstück	креслення	grundstücken	креслення		N;INAN;NOM;NEUT;SG
grundstück	графіка	grundstücken	графіка		N;INAN;NOM;FEM;SG
grundstück	графік	grundstücken	графік		N;INAN;NOM;MASC;SG
grundstück	графіки	grundstücken	графік		N;INAN;NOM;MASC;PL
grundstück	властивості	grundstücken	властивість		N;INAN;NOM;FEM;PL
grundstück	властивість	grundstücken	властивість		N;INAN;NOM;FEM;SG
grundstück	майна	grundstücken	майна		N;INAN;GEN;MASC;SG
grundstück	власність	grundstücken	власність		N;INAN;NOM;FEM;SG
grundstück	майно	grundstücken	майно		N;INAN;NOM;NEUT;SG
grundstück	земля	grundstücken	земля		N;INAN;NOM;FEM;SG
modus	режим	modus	режим		N;INAN;NOM;MASC;SG
modus	лад	modus	лад		N;INAN;NOM;MASC;SG
modus	mode	modus	mode		
modus	modus	modus	modus		
berücksichtigung	вивчивши	berücksichtigung	вивчити	ADJ	V;PFV;PST;V.CVB
berücksichtigung	враховувати	berücksichtigung	враховувати	ADJ	V;IPFV;NFIN
schuld	звинувачувати	schuld	звинувачувати	ADJ	V;IPFV;NFIN
schuld	звинуватити	schuld	звинуватити	ADJ	V;PFV;NFIN
schuld	провина	schuld	провина	ADJ	N;INAN;NOM;FEM;SG
schuld	борг	schuld	борг	ADJ	N;INAN;NOM;MASC;SG
schuld	боргу	schuld	борг	ADJ	N;INAN;GEN;MASC;SG
schuld	вини	schuld	вина	ADJ	N;INAN;NOM;FEM;SG
wozu	нащо	wozu	нащо	ADV	INTJ
wozu	навіщо	wozu	навіщо	ADV	
diego	дієго	diego	діяти	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
panzer	panzer	panzer	panzer	ADJ	
panzer	танк	panzer	танк	ADJ	N;INAN;NOM;MASC;SG
panzer	танки	panzer	танка	ADJ	N;INAN;NOM;MASC;PL
panzer	танків	panzer	танок	ADJ	N;INAN;GEN;MASC;PL
rekord	записати	rekord	записати		V;PFV;NFIN
rekord	записувати	rekord	записувати		V;IPFV;NFIN
rekord	рекорд	rekord	рекорд		N;INAN;NOM;MASC;SG
rekord	запис	rekord	запис		N;INAN;NOM;MASC;SG
total	повністю	total	повністю	ADJ	ADV
fördern	фостер	fördern	фостер	V;NFIN	PROPN;ANIM;NOM;MASC;SG
kevin	кевін	kevin	кевін	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
ausgesetzt	відкритий	aussetzen	відкритий	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
verteilung	дистрибутивів	Verteilung	дистрибутив	N;NOM;SG	N;INAN;GEN;MASC;PL
restaurant	ресторан	restaurant	ресторан	PROPN	N;INAN;NOM;MASC;SG
piloten	pilot	pilot	pilot	N;PL	
piloten	пілот	pilot	пілота	N;PL	N;ANIM;NOM;MASC;SG
fotografie	фотографія	fotografie	фотографія	PROPN	N;INAN;NOM;FEM;SG
luzern	люцерн	luzern	люцерн	PROPN	PROPN;INAN;NOM;MASC;SG
jane	джейн	jane	джейн	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;FEM;SG
ruth	рут	ruth	рута	PROPN;NOM;FEM;SG	PROPN;ANIM;NOM;FEM;SG
hinweisen	питань	hinweisen	питання	V;NFIN	N;INAN;GEN;NEUT;PL
cross	хрест	cross	хрест	PROPN	N;INAN;NOM;MASC;SG
cross	хрестик	cross	хрестик	PROPN	N;INAN;NOM;MASC;SG
cross	крос	cross	крос	PROPN	
prinzipiell	коротше	prinzipiell	коротше	ADJ	ADV;CMPR
täter	зловмисник	tät	зловмисник	ADJ	N;ANIM;NOM;MASC;SG
täter	злочинець	tät	злочинець	ADJ	N;ANIM;NOM;MASC;SG
täter	винуватця	tät	винуватиця	ADJ	N;ANIM;ACC;MASC;SG
klare	чисто	klar	чисто	ADJ;NOM;FEM;PL	ADV
klare	очистити	klar	очистити	ADJ;NOM;FEM;PL	V;PFV;NFIN
grau	сіра	grau	сіра	ADJ	N;INAN;NOM;FEM;SG
grau	грей	grau	грей	ADJ	PROPN;ANIM;NOM;FEM;SG
abgebaut	міни	abbauen	міна	V;V.PTCP	N;INAN;NOM;FEM;PL
moore	мур	moor	мура	PROPN	
motive	мотив	motiv	мотив	ADJ;NOM;PL	N;INAN;NOM;MASC;SG
motive	мотиви	motiv	мотива	ADJ;NOM;PL	N;INAN;NOM;FEM;PL
motive	мотиви	motiv	мотива	ADJ;NOM;PL	N;INAN;NOM;FEM;PL
krise	криз	krise	криз	N;NOM;FEM;SG	N;INAN;GEN;FEM;PL
billy	біллі	billy	білля	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
pause	break	pausen	break		
pause	перерва	pausen	перерва		N;INAN;NOM;FEM;SG
pause	розбити	pausen	розбити		V;PFV;NFIN
pause	розрив	pausen	розрив		N;INAN;NOM;MASC;SG
pause	перерви	pausen	перерва		N;INAN;NOM;FEM;PL
pause	пауза	pausen	пауза		N;INAN;NOM;FEM;SG
pause	призупинити	pausen	призупинити		V;PFV;NFIN
glocke	дзвінка	glock	дзвінка	N;NOM;FEM;SG	N;INAN;GEN;MASC;SG
glocke	bell	glock	bell	N;NOM;FEM;SG	
glocke	белл	glock	белл	N;NOM;FEM;SG	
besonderes	особливі	besonder	особливий	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
besonderes	спеціальні	besonder	спеціальний	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
baumeister	архітектори	baumeister	архітектор	ADJ	N;ANIM;NOM;MASC;PL
baumeister	будівельники	baumeister	будівельник	ADJ	N;ANIM;NOM;MASC;PL
baumeister	будівельник	baumeister	будівельник	ADJ	N;ANIM;NOM;MASC;SG
baumeister	архітектор	baumeister	архітектор	ADJ	N;ANIM;NOM;MASC;SG
schottischen	шотландська	schottisch	шотландський	ADJ;PL	ADJ;NOM;FEM;SG
perspektive	prospect	perspektiv	prospect	ADJ;NOM;FEM;SG	
perspektive	outlook	perspektiv	outlook	ADJ;NOM;FEM;SG	
perspektive	перспективу	perspektiv	перспектива	ADJ;NOM;FEM;SG	N;INAN;ACC;FEM;SG
perspektive	перспектива	perspektiv	перспектива	ADJ;NOM;FEM;SG	N;INAN;NOM;FEM;SG
perspektive	перспективи	perspektiv	перспектива	ADJ;NOM;FEM;SG	N;INAN;NOM;FEM;PL
armen	бідні	arm	бідні	ADJ	N;ANIM;NOM;PL
armen	руки	arm	рука	ADJ	N;INAN;NOM;FEM;PL
lissabon	lisboa	lissabon	lisboa	PROPN;NOM;SG	
lissabon	лісабон	lissabon	лісабон	PROPN;NOM;SG	PROPN;INAN;NOM;MASC;SG
lokal	локально	lokal	локально	ADJ	ADV
forscher	дослідників	forsch	дослідник	ADJ	N;ANIM;ACC;MASC;PL
forscher	дослідники	forsch	дослідник	ADJ	N;ANIM;NOM;MASC;PL
phänomen	явище	phänom	явище	V;NFIN	N;INAN;NOM;NEUT;SG
phänomen	явища	phänom	явище	V;NFIN	N;INAN;NOM;NEUT;PL
phänomen	явище	phänom	явище	V;NFIN	N;INAN;NOM;NEUT;SG
phänomen	феномен	phänom	феномен	V;NFIN	N;INAN;NOM;MASC;SG
einkommen	прибутки	einkommen	прибуток	V;NFIN	N;INAN;NOM;MASC;PL
einkommen	надходжень	einkommen	надходження	V;NFIN	N;INAN;GEN;NEUT;PL
einkommen	вклади	einkommen	вклад	V;NFIN	N;INAN;NOM;MASC;PL
einkommen	прибуток	einkommen	прибуток	V;NFIN	N;INAN;NOM;MASC;SG
einkommen	дохід	einkommen	дохід	V;NFIN	N;INAN;NOM;MASC;SG
einkommen	прибутки	einkommen	прибуток	V;NFIN	N;INAN;NOM;MASC;PL
jährliche	щорічно	jährlich	щорічно	ADJ;NOM;FEM;PL	ADV
jährliche	річну	jährlich	річний	ADJ;NOM;FEM;PL	ADJ;ACC;FEM;SG
jährliche	річна	jährlich	річний	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
jährliche	щороку	jährlich	щороку	ADJ;NOM;FEM;PL	ADV
jährliche	річний	jährlich	річний	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
jährliche	однорічний	jährlich	однорічний	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
produzenten	продюсери	produzent	продюсер	V;IND;PL;3;PST;FIN	N;ANIM;NOM;MASC;PL
produzenten	виробники	produzent	виробник	V;IND;PL;3;PST;FIN	N;ANIM;NOM;MASC;PL
produzenten	виготовлено	produzent	виготовити	V;IND;PL;3;PST;FIN	V;PFV;IND;0;FIN
