של	shel	של	shel	PART;GEN	N
אזרח	civili	אזרח	civile	N;MASC;SG	N;PL
אזרח	civile	אזרח	civile	N;MASC;SG	ADJ;SG
פינה	corner	פינה	corner		N;MASC
פינה	angolo	פינה	angolo		N;MASC;SG
פינה	pina	פינה	pina		N;FEM;SG
נכתבה	scritti	נכתב	scritto	V;FEM;SG;3;PST;MID	ADJ;MASC;PL
נכתבה	scritte	נכתב	scritta	V;FEM;SG;3;PST;MID	N;FEM;PL
מסמך	documentare	מסמך	documentare	N;MASC;SG	V;NFIN
המוצר	prodotti	המוצר	prodotto	N;MASC;SG	N;MASC;PL
ארון	aronne	ארון	aronna	N;MASC;SG	N;MASC;PL
מילואים	riserva	מילואים	riserva	N;MASC;PL	N;FEM;SG
אווה	eva	אווה	evare	PROPN	N;FEM;SG
אווה	ava	אווה	avere	PROPN	N;FEM;SG
נבה	ginevra	נבה	ginevra	PROPN	N;FEM;SG
אובמה	obama	אובמה	obama	PROPN	N;MASC
נפצעו	ferito	נפצע	ferire	V;PL;3;PST;MID	V;MASC;SG;PST;V.PTCP
נפצעו	feriti	נפצע	ferito	V;PL;3;PST;MID	N;MASC;PL
פצועים	ferito	פצוע	ferire	N;MASC;PL	V;MASC;SG;PST;V.PTCP
פצועים	ferito	פצוע	ferire	N;MASC;PL	V;MASC;SG;PST;V.PTCP
הצופה	visore	הצופה	visore		N;MASC;SG
הצופה	spettatore	הצופה	spettatore		N;MASC;SG
הצופה	visualizzatore	הצופה	visualizzatore		N;MASC;SG
הצופה	osservatore	הצופה	osservatore		N;MASC;SG
הצופה	osservatori	הצופה	osservatore		N;MASC;PL
הצופה	osservatore	הצופה	osservatore		N;MASC;SG
התמיכה	supporto	התמיך	supporto	V;FEM;SG;3;PST;ACT	N;MASC;SG
התמיכה	sostegno	התמיך	sostegno	V;FEM;SG;3;PST;ACT	N;MASC;SG
שריר	muscoli	שריר	muscolo	PROPN	N;MASC;PL
שריר	muscolare	שריר	muscolare	PROPN	ADJ;SG
שריר	muscolo	שריר	muscolo	PROPN	N;MASC;SG
כינה	pidocchio	כינה	pidocchio	V;MASC;SG;3;PST;ACT	N;MASC;SG
דוקטורט	dottorato	דוקטורט	dottorare	PROPN	N;MASC;SG
דוקטורט	dottorato	דוקטורט	dottorare	PROPN	N;MASC;SG
אט	lentamente	אט	lentamente		ADV
חתול	gatta	חתול	gatta	PROPN	N;FEM;SG
חתול	gatto	חתול	gatto	PROPN	N;MASC;SG
חתול	cat	חתול	cat	PROPN	N
היעד	destinazione	היעד	destinazione		N;FEM;SG
קלות	facile	קל	facile		ADJ;SG
קלות	facilità	קל	facilità		N;FEM
קלות	easy	קל	easy		N
אוקספורד	oxford	אוקספורד	oxford	PROPN	N;MASC
הפסטיבל	festival	הפסטיבל	festival	PROPN	N;MASC
מישור	aereo	מישור	aereo	N;MASC;SG	ADJ;MASC;SG
לבוש	vestita	לבוש	vestita	N;MASC;SG	V;FEM;SG;PST;V.PTCP
הרחבת	espandere	הרחבה	espandere	N;PSSD;FEM;SG	V;NFIN
הרחבת	espandersi	הרחבה	espanderso	N;PSSD;FEM;SG	V;IND;SG;3;PST;FIN
מרבי	massimo	מרבי	massimo		ADJ;MASC;SG
מרבי	massima	מרבי	massimo		ADJ;FEM;SG
שפורסם	pubblicizzato	שפורסם	pubblicizzato	PROPN	V;MASC;SG;PST;V.PTCP
השמים	cielo	השמים	cielo	ADV	N;MASC;SG
השמים	sky	השמים	sky	ADV	N;MASC
השמים	cieli	השמים	ciele	ADV	N;MASC;PL
רבינוביץ	rabinowitz	רבינוביץ	rabinowitz	PROPN	NUM
ניצחו	vinto	ניצח	vincere	V;PL;3;PST;ACT	V;MASC;SG;PST;V.PTCP
ניצחו	won	ניצח	won	V;PL;3;PST;ACT	N;SG
אנושי	umane	אנושי	umano	ADJ;MASC;SG	ADJ;FEM;PL
אנושי	umani	אנושי	umano	ADJ;MASC;SG	ADJ;MASC;PL
אנושי	human	אנושי	human	ADJ;MASC;SG	N
השולחן	tabella	השולחן	tabella	PROPN	N;FEM;SG
השולחן	tavolo	השולחן	tavolo	PROPN	N;MASC;SG
השולחן	tavola	השולחן	tavola	PROPN	N;FEM;SG
יעילה	efficienti	יעיל	efficiente	ADJ;FEM;SG	ADJ;PL
יעילה	efficaci	יעיל	efficace	ADJ;FEM;SG	ADJ;PL
חומה	parete	חומה	parete	PROPN	N;FEM;SG
חומה	muraglia	חומה	muraglia	PROPN	N;FEM;SG
חומה	muro	חומה	muro	PROPN	N;MASC;SG
חומה	brown	חומה	brown	PROPN	N;MASC
חומה	marrone	חומה	marrone	PROPN	N;MASC;SG
חומה	marroni	חומה	marrone	PROPN	N;MASC;PL
הפרעה	perturbazioni	הפרעה	perturbazione	N;FEM;SG	N;FEM;PL
החדר	camera	החדר	camera		N;FEM;SG
החדר	stanza	החדר	stanza		N;FEM;SG
סף	soglia	סף	soglia		N;FEM;SG
להתפתח	evolversi	התפתח	evolverso	V;NFIN	
סכנה	pericoli	סכנה	pericolo	N;FEM;SG	N;MASC;PL
רים	cerchio	רים	cerchio	PROPN	N;MASC;SG
רים	bordo	רים	bordo	PROPN	N;MASC;SG
לטעון	carica	טען	carica	V;NFIN;ACT	N;FEM;SG
לטעון	carico	טען	carico	V;NFIN;ACT	N;MASC;SG
ראסל	russel	ראסל	russel	PROPN	N;MASC;SG
ראסל	russel	ראסל	russel	PROPN	N;MASC;SG
ראסל	russell	ראסל	russell	PROPN	N;MASC;SG
קלע	fionda	קלע	fionda	V;MASC;SG;3;PST;ACT	N;FEM;SG
קלע	fionda	קלע	fionda	V;MASC;SG;3;PST;ACT	N;FEM;SG
לודוויג	ludovico	לודוויג	ludovico	PROPN	ADJ;MASC;SG
לודוויג	ludwig	לודוויג	ludwig	PROPN	N;MASC;SG
מועמדת	nominato	מועמד	nominare	N;FEM;SG	V;MASC;SG;PST;V.PTCP
מועמדת	nominata	מועמד	nominare	N;FEM;SG	V;FEM;SG;PST;V.PTCP
מועמדת	designati	מועמד	designare	N;FEM;SG	V;MASC;PL;PST;V.PTCP
מועמדת	designato	מועמד	designare	N;FEM;SG	V;MASC;SG;PST;V.PTCP
מועמדת	nomination	מועמד	nomination	N;FEM;SG	N;FEM;PL
מועמדת	candidati	מועמד	candidato	N;FEM;SG	N;MASC;PL
מועמדת	candidata	מועמד	candidato	N;FEM;SG	V;FEM;SG;PST;V.PTCP
מועמדת	candidate	מועמד	candidato	N;FEM;SG	ADJ;FEM;PL
הונג	hong	הונג	hong	PROPN	N;MASC
בהשראת	ispirate	בהשראת	ispirare	ADP	V;FEM;PL;PST;V.PTCP
בהשראת	ispirato	בהשראת	ispirare	ADP	V;MASC;SG;PST;V.PTCP
בהשראת	ispirata	בהשראת	ispirare	ADP	V;FEM;SG;PST;V.PTCP
בהשראת	ispirati	בהשראת	ispirare	ADP	V;MASC;PL;PST;V.PTCP
הראה	spettacolo	הראה	spettacolo	V;MASC;SG;3;PST;ACT	N;MASC;SG
הראה	mostra	הראה	mostrare	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PRS;FIN
הראה	show	הראה	show	V;MASC;SG;3;PST;ACT	N
ציטוט	citazione	ציטוט	citazione	PROPN	N;FEM;SG
ציטוט	preventivo	ציטוט	preventivo	PROPN	ADJ;MASC;SG
ציטוט	citazione	ציטוט	citazione	PROPN	N;FEM;SG
ציטוט	preventivo	ציטוט	preventivo	PROPN	ADJ;MASC;SG
ציטוט	quotazione	ציטוט	quotazione	PROPN	N;FEM;SG
ציטוט	quotazioni	ציטוט	quotazione	PROPN	N;FEM;PL
זהים	identico	זהה	identico	ADJ;MASC;PL	ADJ;MASC;SG
זהים	identica	זהה	identico	ADJ;MASC;PL	ADJ;FEM;SG
אשכנזי	ashkenazi	אשכנזי	ashkenaze	PROPN	N;MASC
המכשיר	dispositivo	המכשיר	dispositivo	PROPN	N;MASC;SG
פורום	foro	פורום	foro	ADV	N;MASC;SG
פורום	forum	פורום	forum	ADV	N;MASC
מכוון	sintonizzati	מכוון	sintonizzare	ADJ;MASC;SG	V;MASC;PL;PST;V.PTCP
מכוון	tuned	מכוון	tuned	ADJ;MASC;SG	INTJ
מכוון	intenzionali	מכוון	intenzionale	ADJ;MASC;SG	ADJ;PL
מכוון	deliberato	מכוון	deliberare	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
ריבוי	multipli	ריבוי	multiplo	N;MASC;SG	ADJ;MASC;PL
ריבוי	multipla	ריבוי	multipla	N;MASC;SG	ADJ;FEM;SG
ריבוי	multiple	ריבוי	multiplo	N;MASC;SG	ADJ;FEM;PL
ירש	ereditato	ירש	ereditare	PROPN	V;MASC;SG;PST;V.PTCP
ירש	ereditata	ירש	ereditare	PROPN	V;FEM;SG;PST;V.PTCP
הגירה	migrazioni	הגירה	migrazione	N;FEM;SG	N;FEM;PL
מיועד	designati	יועד	designare	V;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
אנדרסון	anderson	אנדרסון	anderson	PROPN	N;MASC;SG
לאלו	lalo	לאלו	lalo		N;MASC;SG
תכנן	pianificate	תכנן	pianificare	V;MASC;SG;3;PST;ACT	V;FEM;PL;PST;V.PTCP
יתרה	bilancia	יתרה	bilancia		N;FEM;SG
יתרה	saldo	יתרה	saldo		N;MASC;SG
יתרה	equilibrio	יתרה	equilibrio		N;MASC;SG
יתרה	bilanciamento	יתרה	bilanciamento		N;MASC;SG
בינוני	media	בינוני	media	ADJ;MASC;SG	N;FEM;SG
בינוני	medium	בינוני	medium	ADJ;MASC;SG	N
בוקרשט	bucarest	בוקרשט	bucarest	PROPN	N;MASC;SG
הרס	distrutta	הרס	distruggere	N;MASC;SG	V;FEM;SG;PST;V.PTCP
הרס	distrutti	הרס	distruggere	N;MASC;SG	V;MASC;PL;PST;V.PTCP
הרס	distrutte	הרס	distruggere	N;MASC;SG	V;FEM;PL;PST;V.PTCP
הרס	distrutto	הרס	distruggere	N;MASC;SG	V;MASC;SG;PST;V.PTCP
הרס	demolizioni	הרס	demolizione	N;MASC;SG	N;FEM;PL
דמי	canone	None	canone	N;PSSD;MASC;PL	N;MASC;SG
דמי	tassa	None	tassa	N;PSSD;MASC;PL	N;FEM;SG
מילאנו	milan	מילאנו	milan	PROPN	N;MASC
מילאנו	milano	מילאנו	milano	PROPN	ADJ;MASC;SG
מסתיים	finisce	הסתיים	finire	V;MASC;SG;V.PTCP	V;IND;SG;3;PRS;FIN
מסתיים	termina	הסתיים	terminare	V;MASC;SG;V.PTCP	V;IND;SG;3;PRS;FIN
מסתיים	finale	הסתיים	finale	V;MASC;SG;V.PTCP	ADJ;SG
התפיסה	percezione	התפיס	percezione	V;FEM;SG;3;PST;ACT	N;FEM;SG
התפיסה	percezioni	התפיס	percezione	V;FEM;SG;3;PST;ACT	N;FEM;PL
סטנלי	stanley	סטנלי	stanley	PROPN	N;MASC;SG
שייקספיר	shakespeare	שייקספיר	shakespeare	PROPN	N;MASC;SG
פיגוע	attaccare	פיגוע	attaccare	N;MASC;SG	V;NFIN
פיגוע	bombardamenti	פיגוע	bombardamento	N;MASC;SG	N;MASC;PL
התיקון	emendamento	התיקון	emendamento	PROPN	N;MASC;SG
התפתחו	evoluto	התפתח	evolvere	V;PL;3;PST	ADJ;MASC;SG
התפתחו	evoluti	התפתח	evolvere	V;PL;3;PST	ADJ;MASC;PL
התפתחו	evoluta	התפתח	evoluto	V;PL;3;PST	ADJ;FEM;SG
שחזור	restauri	שחזור	restauro	N;MASC;SG	N;MASC;PL
חודשיים	mensilmente	חודש	mensilmente	N;MASC;DU	ADV
חודשיים	mensile	חודש	mensile	N;MASC;DU	ADJ;SG
חודשיים	mesi	חודש	mese	N;MASC;DU	N;MASC;PL
בשאר	bashar	בשאר	bashare		N;MASC
קרואטיה	croazia	קרואטיה	croazia	PROPN	N;FEM;SG
אמיל	emile	אמיל	emile	PROPN	N;MASC;SG
אמיל	emil	אמיל	emil	PROPN	N;MASC;SG
אדמס	adams	אדמס	adams	PROPN	N;MASC;SG
ההמשך	sequel	ההמשך	sequel	PROPN	N;MASC
הקיסרי	imperiale	הקיסרי	imperiale	PROPN	ADJ;SG
הקיסרי	imperial	הקיסרי	imperial	PROPN	N;MASC;SG
אופק	orizzonte	אופק	orizzonte	PROPN	N;MASC;SG
אופק	horizon	אופק	horizon	PROPN	N;MASC
מיון	ordina	מיון	ordinare		V;IND;SG;3;PRS;FIN
מיון	ordinati	מיון	ordinare		V;MASC;PL;PST;V.PTCP
מיון	cernita	מיון	cernire		N;FEM;SG
מיון	ordinamento	מיון	ordinamento		N;MASC;SG
מיון	smistamento	מיון	smistamento		N;MASC;SG
מיון	classificazione	מיון	classificazione		N;FEM;SG
יקרה	succede	קרה	succedere	V;MASC;SG;3;FUT	V;IND;SG;3;PRS;FIN
יקרה	accade	קרה	accadere	V;MASC;SG;3;FUT	V;IND;SG;3;PRS;FIN
יקרה	costosi	קרה	costoso	V;MASC;SG;3;FUT	ADJ;MASC;PL
יקרה	costose	קרה	costoso	V;MASC;SG;3;FUT	ADJ;FEM;PL
יקרה	costosa	קרה	costoso	V;MASC;SG;3;FUT	ADJ;FEM;SG
יקרה	costoso	קרה	costoso	V;MASC;SG;3;FUT	ADJ;MASC;SG
האגדה	leggende	האגדה	leggenda	PROPN	N;FEM;PL
האגדה	legenda	האגדה	legenda	PROPN	N;FEM;SG
האגדה	legend	האגדה	legend	PROPN	N
האגדה	leggenda	האגדה	leggenda	PROPN	N;FEM;SG
מתייחסת	riferendosi	התייחס	riferendoso	V;FEM;SG;V.PTCP	N;FEM
שימושים	utilizzi	שימושים	utilizzare	N;MASC;PL	V;IND;SG;2;PRS;FIN
בתשלום	pagato	בתשלום	pagare	ADV	V;MASC;SG;PST;V.PTCP
בתשלום	pagati	בתשלום	pagare	ADV	V;MASC;PL;PST;V.PTCP
בתשלום	retribuito	בתשלום	retribuire	ADV	ADJ;MASC;SG
בתשלום	pagata	בתשלום	pagato	ADV	V;FEM;SG;PST;V.PTCP
חנן	hanan	חנן	hanan	PROPN	N;MASC
קמרון	cameron	קמרון	cameron	PROPN	N;MASC;SG
קמרון	camerun	קמרון	camerun	PROPN	N;MASC
שמים	cielo	שמיים	cielo	N;MASC;PL	N;MASC;SG
זיהום	contaminazioni	זיהום	contaminazione	N;FEM;SG	N;FEM;PL
זיהום	infezioni	זיהום	infezione	N;FEM;SG	N;FEM;PL
היל	colle	היל	colla	PROPN	ADJ;SG
היל	collina	היל	collina	PROPN	N;FEM;SG
היל	hill	היל	hill	PROPN	N;MASC
שוורץ	schwarz	שוורץ	schwarz	PROPN	N;MASC
שוורץ	schwartz	שוורץ	schwartz	PROPN	N;MASC
ברמן	barman	ברמן	barman	PROPN	N;MASC
ברמן	barista	ברמן	barista	PROPN	N;SG
ברמן	barman	ברמן	barman	PROPN	N;MASC
ברמן	barista	ברמן	barista	PROPN	N;SG
ברמן	brema	ברמן	brema	PROPN	N;FEM;SG
ברמן	berman	ברמן	berman	PROPN	N;MASC;SG
עוף	polli	עוף	pollo		N;MASC;PL
עוף	chicken	עוף	chicken		N
עוף	gallina	עוף	gallina		N;FEM;SG
עוף	pollo	עוף	pollo		N;MASC;SG
קצה	bordi	קצה	bordo		N;MASC;PL
קצה	edge	קצה	edgere		N
קצה	bordo	קצה	bordo		N;MASC;SG
האס	haas	האס	haas	PROPN	N;MASC
תחתון	abbassa	תחתון	abbassare	ADJ;MASC;SG	V;IND;SG;3;PRS;FIN
תחתון	bottom	תחתון	bottom	ADJ;MASC;SG	N
קרטר	carter	קרטר	carter	PROPN	N;MASC;SG
השבט	tribù	השבט	tribù		N;FEM
השבט	tribali	השבט	tribale		ADJ;PL
השבט	tribale	השבט	tribale		ADJ;SG
כפייה	forzato	כפייה	forzare	N;FEM;SG	ADJ;MASC;SG
כפייה	forzata	כפייה	forzato	N;FEM;SG	ADJ;FEM;SG
כפייה	obbligato	כפייה	obbligare	N;FEM;SG	V;MASC;SG;PST;V.PTCP
כפייה	costringere	כפייה	costringere	N;FEM;SG	V;NFIN
כפייה	forzare	כפייה	forzare	N;FEM;SG	V;NFIN
כפייה	costringendo	כפייה	costringere	N;FEM;SG	V;V.MSDR
כים	cechi	כים	ceco		N;MASC;PL
האקלים	clima	האקלים	clima	N;MASC;PL	N;MASC;SG
ליברפול	liverpool	ליברפול	liverpool	PROPN	N;MASC
קניון	canyon	קניון	canyon	PROPN	N;MASC
קניון	mall	קניון	mall	PROPN	N
קניון	kenyon	קניון	kenyon	PROPN	N;MASC
פגע	colpisci	פגע	colpire	N;MASC;SG	V;IND;SG;2;PRS;FIN
פגע	colpito	פגע	colpire	N;MASC;SG	V;MASC;SG;PST;V.PTCP
ווקר	walker	ווקר	walker	PROPN	N;MASC
ווקר	errante	ווקר	errante	PROPN	N;SG
הסביר	spiegate	הסביר	spiegato	V;MASC;SG;3;PST;ACT	V;FEM;PL;PST;V.PTCP
הסביר	spiegati	הסביר	spiegare	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
עתיק	antico	עתיק	antico		ADJ;MASC;SG
עתיק	antica	עתיק	antico		ADJ;FEM;SG
עתיק	antichi	עתיק	antico		ADJ;MASC;PL
עתיק	antiquariato	עתיק	antiquariato		N;MASC;SG
עתיק	antico	עתיק	antico		ADJ;MASC;SG
עתיק	antiche	עתיק	antico		ADJ;FEM;PL
עתיק	antichi	עתיק	antico		ADJ;MASC;PL
עתיק	antica	עתיק	antico		ADJ;FEM;SG
הוכרזה	dichiarate	הוכרז	dichiarare	V;FEM;SG;3;PST;PASS	V;FEM;PL;PST;V.PTCP
הוכרזה	dichiarati	הוכרז	dichiarare	V;FEM;SG;3;PST;PASS	V;MASC;PL;PST;V.PTCP
הוכרזה	annunciati	הוכרז	annunciare	V;FEM;SG;3;PST;PASS	V;MASC;PL;PST;V.PTCP
חריפה	acute	חריף	acuto	ADV	ADJ;FEM;PL
חריפה	acuto	חריף	acuto	ADV	ADJ;MASC;SG
חריפה	acuta	חריף	acuto	ADV	ADJ;FEM;SG
חריפה	acuti	חריף	acuto	ADV	ADJ;MASC;PL
נפץ	esplosivo	נפץ	esplosivo	N;MASC;SG	ADJ;MASC;SG
נפץ	esplosivi	נפץ	esplosivo	N;MASC;SG	N;MASC;PL
נפץ	esplosiva	נפץ	esplosivo	N;MASC;SG	ADJ;FEM;SG
נפץ	detonatori	נפץ	detonatore	N;MASC;SG	N;MASC;PL
חלוצי	pionieristico	חלוץ	pionieristico	PROPN	ADJ;MASC;SG
חלוצי	pionieri	חלוץ	pioniere	PROPN	N;MASC;PL
העתיד	futuro	העתיד	futuro	ADV	ADJ;MASC;SG
העתיד	futura	העתיד	futuro	ADV	ADJ;FEM;SG
העתיד	future	העתיד	futuro	ADV	ADJ;FEM;PL
העתיד	futuri	העתיד	futuro	ADV	ADJ;MASC;PL
מתו	morì	מת	morire	PROPN	V;IND;SG;3;PST;FIN
ייעוץ	consulenze	ייעוץ	consulenza	N;MASC;SG	N;FEM;PL
ייעוץ	consultazioni	ייעוץ	consultazione	N;MASC;SG	N;FEM;PL
סרן	capitano	סרן	capitano	PROPN	N;MASC;SG
סרן	capitan	סרן	capitano	PROPN	N;SG
תלמוד	talmud	תלמוד	talmud	PROPN	N;MASC
סוגה	generi	סוג	genere	ADV	N;MASC;PL
סוגה	genere	סוג	genere	ADV	N;MASC;SG
גרף	grafico	גרף	grafico	PROPN	ADJ;MASC;SG
גרף	grafo	גרף	grafo	PROPN	N;MASC;SG
לנין	lenin	לנין	lenin	PROPN	N;MASC;SG
שלג	neve	שלג	neve	PROPN	N;FEM;SG
שלג	snow	שלג	snow	PROPN	N
וילנה	vilnius	וילנה	vilnius	PROPN	N;MASC;PL
פרדיננד	ferdinando	פרדיננד	ferdinare	PROPN	V;V.MSDR
יבשת	continenti	יבשת	continente	N;FEM;SG	N;MASC;PL
יבשת	continenti	יבשת	continente	N;FEM;SG	N;MASC;PL
שהפכה	trasformato	שהפכה	trasformare	PROPN	V;MASC;SG;PST;V.PTCP
מנה	piatto	מנה	piatto		N;MASC;SG
מנה	quoziente	מנה	quoziente		N;MASC;SG
מנה	dosaggio	מנה	dosaggio		N;MASC;SG
מנה	dose	מנה	dose		N;FEM;SG
גפן	geffen	גפן	geffeno		N
גפן	vite	גפן	vite		N;FEM;PL
גפן	viti	גפן	vite		N;FEM;PL
גפן	vitigni	גפן	vitigno		N;MASC;PL
גזר	carota	גזר	carota		N;FEM;SG
גזר	carote	גזר	carota		N;FEM;PL
גזר	carote	גזר	carota		N;FEM;PL
הד	eco	הד	eco		N;FEM;SG
הד	echo	הד	echo		N
אובדן	perdite	אובדן	perdita	N;MASC;SG	N;FEM;PL
קיצור	corti	קיצור	corto	N;MASC;SG	N;MASC;PL
קיצור	corto	קיצור	corto	N;MASC;SG	ADJ;MASC;SG
קיצור	breve	קיצור	breve	N;MASC;SG	ADJ;SG
קיצור	scorciatoie	קיצור	scorciatoia	N;MASC;SG	N;FEM;PL
נגן	player	נגן	player		N;MASC
נגן	riproduttore	נגן	riproduttore		N;MASC;SG
נגן	giocatore	נגן	giocatore		N;MASC;SG
נגן	giocare	נגן	giocare		V;NFIN
נגן	giocate	נגן	giocare		V;FEM;PL;PST;V.PTCP
נגן	gioca	נגן	giocare		V;IND;SG;3;PRS;FIN
היבשת	terraferma	היבשת	terraferma	PROPN	N;FEM;SG
היבשת	continente	היבשת	continente	PROPN	N;MASC;SG
היבשת	continenti	היבשת	continente	PROPN	N;MASC;PL
הפילהרמונית	filarmonica	הפילהרמונית	filarmonico	N;FEM;SG	ADJ;FEM;SG
יווני	greco	יווני	greco	PROPN	ADJ;MASC;SG
יווני	greca	יווני	greca	PROPN	ADJ;FEM;SG
יווני	greci	יווני	grecio	PROPN	N;MASC;PL
ישן	addormentati	ישן	addormentare	PROPN	V;MASC;PL;PST;V.PTCP
ישן	addormentato	ישן	addormentare	PROPN	ADJ;MASC;SG
ישן	addormentata	ישן	addormentare	PROPN	V;FEM;SG;PST;V.PTCP
ישן	antico	ישן	antico	PROPN	ADJ;MASC;SG
ישן	old	ישן	old	PROPN	N
ישן	vecchi	ישן	vecchio	PROPN	ADJ;MASC;PL
ישן	vecchio	ישן	vecchio	PROPN	ADJ;MASC;SG
ישן	vecchia	ישן	vecchio	PROPN	ADJ;FEM;SG
ישן	dorme	ישן	dormire	PROPN	V;IND;SG;3;PRS;FIN
ישן	sonno	ישן	sonno	PROPN	N;MASC;SG
ישן	dormire	ישן	dormire	PROPN	V;NFIN
ישן	dormendo	ישן	dormire	PROPN	V;V.MSDR
בק	beck	בק	beck		N;MASC;SG
בק	bec	בק	bece		N;SG
ימית	marine	ימית	marina	PROPN	N;FEM;PL
ימית	marino	ימית	marino	PROPN	N;MASC;SG
ימית	marittimi	ימית	marittimo	PROPN	N;MASC;PL
ימית	marittima	ימית	marittimo	PROPN	ADJ;FEM;SG
ימית	marittimo	ימית	marittimo	PROPN	ADJ;MASC;SG
קאפ	cap	קאפ	cap	PROPN	N
קאפ	berretto	קאפ	berretto	PROPN	N;MASC;SG
מוצר	prodotti	מוצר	prodotto	N;MASC;SG	N;MASC;PL
שרים	canta	שר	cantare	N;MASC;PL	V;IND;SG;3;PRS;FIN
שרים	cantare	שר	cantare	N;MASC;PL	V;NFIN
שרים	cantate	שר	cantare	N;MASC;PL	V;FEM;PL;PST;V.PTCP
שרים	cantano	שר	cantare	N;MASC;PL	V;IND;PL;3;PRS;FIN
שרים	canto	שר	canto	N;MASC;PL	N;MASC;SG
שרים	cantare	שר	cantare	N;MASC;PL	V;NFIN
שרים	cantando	שר	cantare	N;MASC;PL	V;V.MSDR
שרים	cantano	שר	cantare	N;MASC;PL	V;IND;PL;3;PRS;FIN
ההסכמה	consenso	ההסכם	consenso	PROPN	N;MASC;SG
התשיעית	nono	התשיעית	nono	ADV	ADJ;MASC;SG
התשיעית	nona	התשיעית	nono	ADV	ADJ;FEM;SG
ארלי	early	ארלי	early	PROPN	N
ארלי	presto	ארלי	presto	PROPN	ADV
הסוציאליסטית	socialista	הסוציאליסטי	socialista	ADV	ADJ;SG
הסוציאליסטית	socialisti	הסוציאליסטי	socialista	ADV	N;MASC;PL
רג	reg	רג	reg		N
להתאים	regolare	התאים	regolare	V;NFIN;ACT	ADJ;SG
הערב	tonight	הערב	tonight	ADV	N
כרם	vigneti	כרם	vigneto	N;MASC;SG	N;MASC;PL
המצטיין	mvp	המצטיין	mvp	PROPN	N
מפיקים	produttori	הפיק	produttore	V;MASC;PL;V.PTCP;ACT	N;MASC;PL
פרנקלין	franklin	פרנקלין	franklin	PROPN	N;MASC
הוגו	hugo	הוגו	hugo	PROPN	N;MASC;SG
הוגו	ugo	הוגו	ugo	PROPN	N;MASC;SG
יחידים	individui	יחיד	individuo	ADJ;MASC;PL	N;MASC;PL
תערוכה	mostra	תערוכה	mostrare	N;FEM;SG	V;IND;SG;3;PRS;FIN
תערוכה	mostre	תערוכה	mostra	N;FEM;SG	N;FEM;PL
תערוכה	esposizioni	תערוכה	esposizione	N;FEM;SG	N;FEM;PL
מקורה	coperti	קורה	coprire	PROPN	V;MASC;PL;PST;V.PTCP
מקורה	coperto	קורה	coperto	PROPN	ADJ;MASC;SG
מקורה	indoor	קורה	indoor	PROPN	N;MASC
הקרובה	prossime	הקרובה	prossimo	PROPN	ADJ;FEM;PL
הקרובה	prossimi	הקרובה	prossimo	PROPN	ADJ;MASC;PL
הקרובה	imminente	הקרובה	imminente	PROPN	ADJ;SG
הוזמן	invitati	הוזמן	invitare	V;MASC;SG;3;PST;PASS	V;MASC;PL;PST;V.PTCP
נורה	nora	נורה	nora	V;MASC;SG;3;PST;MID	N;FEM;SG
נורה	scatto	נורה	scatto	V;MASC;SG;3;PST;MID	N;MASC;SG
נורה	shot	נורה	shot	V;MASC;SG;3;PST;MID	N
נורה	tiro	נורה	tiro	V;MASC;SG;3;PST;MID	N;MASC;SG
נורה	norah	נורה	norah	V;MASC;SG;3;PST;MID	N;FEM;SG
פופולרית	popolari	פופולרית	popolare	ADJ;FEM;SG	ADJ;PL
היוצר	creatore	היוצר	creatore	PROPN	N;MASC;SG
היוצר	creatrice	היוצר	creatrice	PROPN	ADJ;FEM;SG
ביתר	beitar	ביתר	beitare		N;MASC
טרי	freschi	טרי	fresco		N;MASC;PL
טרי	fresco	טרי	fresco		ADJ;MASC;SG
טרי	fresche	טרי	fresco		ADJ;FEM;PL
טרי	fresh	טרי	fresh		N
טרי	terri	טרי	terre		N;FEM;SG
טרי	teri	טרי	tero		N;SG
טרי	terry	טרי	terry		N
קלי	kelly	קלי	kelly		N
יון	ion	יון	ion	PROPN	N;MASC;SG
יון	ioni	יון	ione	PROPN	N;MASC;PL
יון	ione	יון	iona	PROPN	N;MASC;SG
יון	yoon	יון	yoon	PROPN	
יון	yun	יון	yun	PROPN	N;SG
גרשון	gershon	גרשון	gershon	PROPN	N;MASC;SG
נוכחות	presenze	נוכחות	presenza	N;FEM;SG	N;FEM;PL
חזקים	forte	חזק	forte	ADJ;MASC;PL	ADJ;SG
חזקים	strong	חזק	strong	ADJ;MASC;PL	N
מרקס	marx	מרקס	marx	PROPN	N;MASC;SG
מרקס	marks	מרקס	marks	PROPN	N
מרקס	marchi	מרקס	marchio	PROPN	N;MASC;PL
כבדות	pesanti	כבד	pesante	N;FEM;PL	ADJ;PL
כבדות	pesante	כבד	pesante	N;FEM;PL	ADJ;SG
סופרת	contando	סופר	contare	N;FEM;SG	V;V.MSDR
מורכבות	complessità	הורכב	complessità	V;FEM;PL;V.PTCP;PASS	N;FEM
פליקס	felix	פליקס	felix	PROPN	N;MASC
פליקס	felice	פליקס	felice	PROPN	ADJ;SG
