right	सही	righta	सही		ADJ
kocka	घन	kocka	घन	N;NOM;FEM;SG	
nižja	निम्नतर	nizek	निम्नतर	ADJ;NOM;CMPR;FEM;SG	
nenad	नेनाद	nenad	नेनाद	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
kongo	कांगो	kong	कांगो	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
uniči	नष्ट	uničiti	नष्ट	V;PFV;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
uniči	नष्ट	uničiti	नष्ट	V;PFV;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
umetniška	कलात्मक	umetniški	कलात्मक	ADJ;NOM;FEM;SG	PROPN;NOM;SG;3
umetniška	कलाकारी	umetniški	कलाकारी	ADJ;NOM;FEM;SG	N;NOM;FEM;SG;3
lyon	ल्यों	lyon	ल्यों	PROPN;NOM;MASC;SG	
možen	संभावित	možen	संभावित	ADJ;NOM;INDF;MASC;SG	PROPN;NOM;SG;3
morris	मॉरिस	morris	मॉरिस	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
možje	पतियों	mož	पति	N;NOM;MASC;PL	N;ACC;MASC;PL;3
možje	पुरुष	mož	पुरुष	N;NOM;MASC;PL	N;NOM;MASC;SG;3
možje	पुरुषों	mož	पुरुष	N;NOM;MASC;PL	N;ACC;MASC;PL;3
možje	मर्द	mož	मर्द	N;NOM;MASC;PL	N;NOM;MASC;SG;3
možje	मेन	mož	मेन	N;NOM;MASC;PL	
označevanje	अंकन	označevanje	अंकन	N;NOM;NEUT;SG	
označevanje	टैगिंग	označevanje	टैगिंग	N;NOM;NEUT;SG	
označevanje	लेबलिंग	označevanje	लेबलिंग	N;NOM;NEUT;SG	
jap	हां	jap	हाँ	N;NOM;MASC;SG	
steven	स्टीवन	steven	स्टीवन	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
eugene	यूजीन	eugen	यूजीन	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
firence	फ्लोरेंस	firence	फ्लोरेंस	N;NOM;FEM;PL	N;NOM;MASC;SG;3
avtorske	कॉपीराइट	avtorski	कॉपीराइट	ADJ;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
avtorske	स्वत्वाधिकार	avtorski	स्वत्वाधिकार	ADJ;NOM;FEM;PL	N;NOM;MASC;SG;3
avtorske	कापीराइट	avtorski	कापीराइट	ADJ;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
ron	रॉन	ron	रॉन	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
obstoječe	मौजूदा	obstoječ	मौजूदा	ADJ;NOM;FEM;PL;V.PTCP	PROPN;NOM;MASC;SG;3
ista	समान	isti	समान	DET;NOM;FEM;SG	
ista	वही	isti	वह	DET;NOM;FEM;SG	PRO;NOM;SG;3
usta	मुख	usta	मुख	N;NOM;NEUT;PL	
usta	मुह	usta	मुह	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
usta	मुंह	usta	मुँह	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
usta	मुँह	usta	मुँह	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
uspešnosti	निष्पादन	uspešnost	निष्पादन	N;GEN;FEM;SG	N;NOM;MASC;SG;3
uspešnosti	प्रदर्शन	uspešnost	प्रदर्शन	N;GEN;FEM;SG	N;NOM;MASC;SG;3
rolls	रोल्स	rolls	रोल्स	N;NOM;MASC;SG	
mas	मास	masa	मास		
trideset	thirty	trideset	thirty	NUM;NOM;PL	
membrane	झिल्ली	membran	झिल्ली	N;NOM;FEM;PL	N;NOM;FEM;SG;3
membrane	झिल्लियों	membran	झिल्ली	N;NOM;FEM;PL	N;ACC;FEM;PL;3
središčem	केंद्रित	središče	केंद्रित	N;DAT;NEUT;PL	ADJ
mlado	युवा	mlad	युवा	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
mlado	जवान	mlad	जवान	ADJ;NOM;NEUT;SG	N;NOM;MASC;PL;3
mlado	यंग	mlad	यंग	ADJ;NOM;NEUT;SG	
vsebinsko	conceptual	vsebinsko	conceptual	ADV	N;NOM;MASC;SG;3
vsebinsko	सत्य	vsebinsko	सत्य	ADV	
sous	sous	sous	sous	PROPN;NOM;MASC;SG	
kazalo	निर्देशिका	kazati	निर्देशिका	V;IPFV;NEUT;SG;V.PTCP	N;NOM;FEM;SG;3
kazalo	इंडेक्स	kazati	इंडेक्स	V;IPFV;NEUT;SG;V.PTCP	N;NOM;MASC;SG;3
kazalo	सूचकांक	kazati	सूचकांक	V;IPFV;NEUT;SG;V.PTCP	N;NOM;MASC;SG;3
kazalo	अनुक्रमणिका	kazati	अनुक्रमणिका	V;IPFV;NEUT;SG;V.PTCP	PROPN;NOM;FEM;SG;3
situacijo	परिस्थिति	situacija	परिस्थिति	N;ACC;FEM;SG	N;NOM;FEM;SG;3
situacijo	स्थिति	situacija	स्थिति	N;ACC;FEM;SG	N;NOM;FEM;SG;3
situacijo	हालात	situacija	हालात	N;ACC;FEM;SG	N;NOM;MASC;PL;3
wayne	वेन	wayen	वेन	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
pomorsko	मेरीटाइम	pomorski	मेरीटाइम	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
howe	होवे	how	होवे	PROPN;NOM;MASC;SG	
pat	pat	pat	pat	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
pat	पैट	pat	पैट	PROPN;NOM;MASC;SG	
zaloge	स्टॉक्स	zaloga	स्टॉक्स	N;NOM;FEM;PL	N;NOM;MASC;SG;3
zaloge	आपूर्ति	zaloga	आपूर्ति	N;NOM;FEM;PL	N;NOM;FEM;SG;3
zaloge	स्टाक	zaloga	स्टाक	N;NOM;FEM;PL	N;NOM;MASC;SG;3
zaloge	स्टॉक	zaloga	स्टॉक	N;NOM;FEM;PL	N;NOM;MASC;SG;3
zaloge	भण्डार	zaloga	भण्डार	N;NOM;FEM;PL	N;NOM;MASC;SG;3
topovi	बंदूकों	top	बंदूक	N;NOM;MASC;PL	N;ACC;MASC;PL;3
zasede	घात	zasesti	घात	V;PFV;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
mleka	दूध	mleko	दूध	N;GEN;NEUT;SG	N;NOM;MASC;SG;3
mleka	मिल्क	mleko	मिल्क	N;GEN;NEUT;SG	PROPN;NOM;FEM;SG;3
mag	मैग	maga	मैग	PROPN;NOM;MASC;SG	
mag	mag	maga	mag	PROPN;NOM;MASC;SG	
poletni	summer	poleten	summer	ADJ;NOM;DEF;MASC;SG	
poletni	ग्रीष्म	poleten	ग्रीष्म	ADJ;NOM;DEF;MASC;SG	
poletni	गर्मियों	poleten	गर्मी	ADJ;NOM;DEF;MASC;SG	N;ACC;FEM;PL;3
poletni	गर्मी	poleten	गर्मी	ADJ;NOM;DEF;MASC;SG	N;NOM;FEM;SG;3
poletni	गर्मियाँ	poleten	गर्मी	ADJ;NOM;DEF;MASC;SG	N;NOM;FEM;PL;3
molitev	प्रार्थनाएं	molitev	प्रार्थना	N;NOM;FEM;SG	N;NOM;FEM;PL;3
prst	फिंगर	prst	फिंगर	N;NOM;MASC;SG	
prst	टो	prst	टो	N;NOM;MASC;SG	
blato	mud	blato	mud	N;NOM;NEUT;SG	
blato	पंक	blato	पंक	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
postopno	क्रमिक	postopno	क्रमिक	ADV	
postopno	प्रगतिशील	postopno	प्रगतिशील	ADV	PROPN;NOM;SG;3
navdih	प्रेरित	navdih	प्रेरित	N;NOM;MASC;SG	ADJ
tabele	टेबल	tabela	टेबल	N;NOM;FEM;PL	
abd	अब्द	abd	अब्द	PROPN;NOM;MASC;SG	
študente	विद्यार्थी	študent	विद्यार्थी	N;ACC;MASC;PL	N;NOM;MASC;SG;3
disertacijo	dissertation	disertacija	आुुुुीधीग	N;ACC;FEM;SG	N;NOM;MASC;SG;3
luč	प्रकाश	luč	प्रकाश	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
luč	हल्का	luč	हल्का	N;NOM;FEM;SG	ADJ;NOM;MASC;SG
mehiški	मेक्सिकन	mehiški	मेक्सिकन	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
mehiški	मैक्सिकन	mehiški	मैक्सिकन	ADJ;NOM;MASC;SG	
aluminija	एल्युमिनियम	aluminija	एल्युमिनियम	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
gozdni	जंगल	gozden	जंगल	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
gozdni	वनों	gozden	वन	ADJ;NOM;MASC;SG	N;NOM;MASC;PL;3
gozdni	वन	gozden	वन	ADJ;NOM;MASC;SG	
bogovi	देवताओं	bog	देवता	N;NOM;MASC;PL	N;ACC;MASC;PL;3
kupolo	डोम	kupolo	डोम	N;ACC;FEM;SG	
kupolo	गुम्बद	kupolo	गुम्बद	N;ACC;FEM;SG	N;NOM;MASC;SG;3
stopenj	टियर	stopnja	टियर	N;GEN;FEM;PL	N;NOM;MASC;SG;3
lambert	लैम्बर्ट	lambert	लैम्बर्ट	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
cele	पूरी	cel	पूरा	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
cele	पूरा	cel	पूरा	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
vrhovno	सुप्रीम	vrhoven	सुप्रीम	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
vrhovno	सर्वोच्च	vrhoven	सर्वोच्च	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
vrhovno	परम्	vrhoven	परम्	ADJ;NOM;NEUT;SG	
inšpektor	दरोगा	inšpektor	दरोगा	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
siriji	सीरियन	sirija	सीरियन	N;DAT;FEM;SG	
siriji	सीरिया	sirija	सीरिया	N;DAT;FEM;SG	PROPN;NOM;MASC;SG;3
siriji	सीरियाई	sirija	सीरियाई	N;DAT;FEM;SG	N;NOM;MASC;SG;3
gledalci	श्रोता	gledalec	श्रोता	N;NOM;MASC;PL	N;NOM;MASC;SG;3
gledalci	ऑडियंस	gledalec	ऑडियंस	N;NOM;MASC;PL	N;NOM;MASC;SG;3
gledalci	व्यूअर	gledalec	व्यूअर	N;NOM;MASC;PL	N;NOM;MASC;SG;3
primerjalno	तुलनात्मक	primerjalno	तुलनात्मक	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
andrews	एंड्रयूज	andrews	एंड्रयूज	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
keith	कीथ	keith	कीथ	PROPN;NOM;MASC;SG	
keith	कैथ	keith	कैथ	PROPN;NOM;MASC;SG	
src	दिलों	srce	दिल	N;NOM;MASC;SG	N;ACC;MASC;PL;3
champwd	champwd	champwd	champwd		N;NOM;MASC;SG;3
schneider	श्नाइडर	schneider	श्नाइडर	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
trdo	हार्ड	trdo	हार्ड	ADV	
trdo	कड़ा	trdo	कड़ा	ADV	ADJ;NOM;MASC;SG
trdo	कठिन	trdo	कठिन	ADV	ADP
trdo	कठोर	trdo	कठोर	ADV	ADJ
trdo	मेहनत	trdo	मेहनत	ADV	N;NOM;FEM;SG;3
trdo	मुश्किल	trdo	मुश्किल	ADV	
odpoved	छोड़ें	odpoved	छोड़	N;NOM;MASC;SG	V;SBJV;PL;FIN;ACT
odpoved	बाहर	odpoved	बाहर	N;NOM;MASC;SG	ADV;NOM;MASC;SG;3
odpoved	छोड़ो	odpoved	छोड़	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
vzorce	नमूने	vzorec	नमूना	N;ACC;MASC;PL	N;NOM;MASC;PL;3
divji	जंगली	divji	जंगली	ADJ;NOM;DEF;MASC;SG	N;NOM;MASC;SG;3
beach	बीच	beach	बीच	N;NOM;MASC;SG	ADV;NOM;MASC;SG;3
upokojeni	निवृत्त	upokojen	निवृत्त	ADJ;NOM;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
odgovorna	ज़िम्मेदार	odgovoren	ज़िम्मेदार	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
stanovanje	सपाट	stanovanje	सपाट	N;NOM;NEUT;SG	
posode	बर्तन	posoda	बर्तन	N;NOM;FEM;PL	N;NOM;MASC;SG;3
posode	बरतन	posoda	बरतन	N;NOM;FEM;PL	N;NOM;MASC;SG;3
jeff	जेफ	jeff	जेफ	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
jeff	जेफ़	jeff	जेफ़	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
murphy	मर्फी	murphy	मर्फी	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
vesel	प्रसन्न	vesel	प्रसन्न	ADJ;NOM;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
vesel	मैरी	vesel	मैरी	ADJ;NOM;INDF;MASC;SG	PROPN;NOM;FEM;SG;3
omembe	mentions	omemba	mentions	N;NOM;FEM;PL	N;NOM;MASC;SG;3
omembe	उल्लेख	omemba	उल्लेख	N;NOM;FEM;PL	N;NOM;MASC;SG;3
suhi	सूखा	suh	सूखा	ADJ;NOM;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
suhi	सूख	suh	सूख	ADJ;NOM;DEF;MASC;SG	V;ACT
suhi	सूखी	suh	सूख	ADJ;NOM;DEF;MASC;SG	V;PFV;FEM;SG;V.PTCP;ACT
suhi	शुष्क	suh	शुष्क	ADJ;NOM;DEF;MASC;SG	N;NOM;MASC;SG;3
suhi	पतले	suh	पतला	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;PL
spredaj	अग्र	spredaj	अग्र	N;NOM;MASC;SG	
spredaj	सामने	spredaj	सामने	N;NOM;MASC;SG	ADV;NOM;MASC;SG;3
sašo	ग्रेसन	sašo	ग्रेसन	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
pisem	letters	pisem	letters	N;GEN;FEM;PL	
pisem	अक्षर	pisem	अक्षर	N;GEN;FEM;PL	N;NOM;MASC;SG;3
lepe	सूंदर	lep	सूंदर	ADJ;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
lepe	ब्यूटीफुल	lep	ब्यूटीफुल	ADJ;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
uspehov	सफलताएँ	uspeh	सफलता	N;GEN;MASC;PL	N;NOM;FEM;PL;3
uspehov	सफलताओं	uspeh	सफलता	N;GEN;MASC;PL	N;ACC;FEM;PL;3
uspehov	सफल	uspeh	सफल	N;GEN;MASC;PL	ADJ
uspehov	सफलता	uspeh	सफलता	N;GEN;MASC;PL	N;NOM;FEM;SG;3
uspehov	कामयाबी	uspeh	कामयाबी	N;GEN;MASC;PL	N;NOM;FEM;SG;3
smiles	मुस्कुराती	smiles	मुस्कुराती	N;NOM;MASC;SG	V;PFV;FEM;SG;V.PTCP;ACT
razdeli	विभाजित	razdeti	विभाजित	V;PFV;IND;SG;3;PRS;FIN	ADJ
pozdrav	सलाम	pozdrav	सलाम	N;NOM;MASC;SG	
pozdrav	ग्रीटिंग	pozdrav	ग्रीटिंग	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
suverenosti	संप्रभुता	suverenost	संप्रभुता	N;GEN;FEM;SG	N;NOM;FEM;SG;3
suverenosti	प्रभुता	suverenost	प्रभुता	N;GEN;FEM;SG	N;NOM;FEM;SG;3
isaac	इसहाक़	isaac	इसहाक	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
dem	डेम	dem	डेम		
dem	dem	dem	dem		PROPN;NOM;MASC;SG;3
siva	ग्रे	siv	ग्रे	ADJ;NOM;FEM;SG	
siva	धूसर	siv	धूसर	ADJ;NOM;FEM;SG	
siva	सलेटी	siv	सलेटी	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
siva	ग्रे	siv	ग्रे	ADJ;NOM;FEM;SG	
siva	धूसर	siv	धूसर	ADJ;NOM;FEM;SG	
oltarja	वेदी	oltar	वेदी	N;NOM;MASC;SG	
bank	बैंकर	banka	बैं	N;GEN;FEM;PL	N;NOM;MASC;SG;3
bank	बैंक	banka	बैंक	N;GEN;FEM;PL	N;NOM;MASC;SG;3
bank	बैंको	banka	बैंको	N;GEN;FEM;PL	N;NOM;MASC;SG;3
sinonim	समानार्थी	sinoni	समानार्थी	V;PFV;IND;SG;1;PRS;FIN	N;NOM;MASC;SG;3
sinonim	पर्यायवाची	sinoni	पर्यायवाची	V;PFV;IND;SG;1;PRS;FIN	N;NOM;MASC;SG;3
sinonim	पर्याय	sinoni	पर्याय	V;PFV;IND;SG;1;PRS;FIN	N;NOM;MASC;SG;3
sestri	बहनें	sestra	बहन	N;NOM;FEM;DU	N;NOM;FEM;PL;3
sestri	बहनो	sestra	बहनो	N;NOM;FEM;DU	
sestri	बहनों	sestra	बहन	N;NOM;FEM;DU	N;ACC;FEM;PL;3
prid	उपकार	prid	उपकार	N;INAN;ACC;MASC;SG	N;NOM;MASC;SG;3
prid	एहसान	prid	एहसान	N;INAN;ACC;MASC;SG	N;NOM;MASC;SG;3
prid	पक्ष	prid	पक्ष	N;INAN;ACC;MASC;SG	N;NOM;MASC;SG;3
delce	कणों	delce	कण	N;ACC;MASC;PL	N;NOM;MASC;PL;3
delce	कण	delce	कण	N;ACC;MASC;PL	N;NOM;MASC;SG;3
delce	अणु	delce	अणु	N;ACC;MASC;PL	N;NOM;MASC;SG;3
kupola	डोम	kupola	डोम	N;NOM;FEM;SG	
sekunde	सेकेण्ड	sekunda	सेकेण्ड	N;NOM;FEM;PL	N;NOM;MASC;SG;3
sekunde	सेकंड	sekunda	सेकंड	N;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
sekunde	सेकण्ड	sekunda	सेकण्ड	N;NOM;FEM;PL	
sekunde	सेकेंड	sekunda	सेकेंड	N;NOM;FEM;PL	N;NOM;MASC;SG;3
rona	रॉन	rona	रॉन	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
auflage	auflage	auflaga	auflage		N;NOM;MASC;SG;3
psihologijo	मनोविज्ञान	psihologija	मनोविज्ञान	N;ACC;FEM;SG	N;NOM;MASC;SG;3
charlie	चार्ली	charlet	चार्ली		PROPN;NOM;MASC;SG;3
bron	कांस्य	bron	कांस्य	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
državljani	नागरिकों	državljan	नागरिक	N;NOM;MASC;PL	N;ACC;MASC;PL;3
državljani	नागरिकों	državljan	नागरिक	N;NOM;MASC;PL	N;ACC;MASC;PL;3
poliedrov	बहुफलक	polieder	बहुफलक	N;GEN;MASC;PL	
walther	वाल्थर	walther	वाल्थर	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
weber	वेबर	weber	वेबर	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
leonardo	लियोनार्डो	leonardo	लियोनार्ड	N;NOM;MASC;SG	N;ACC;MASC;PL;3
prepovedano	वर्जित	prepovedan	वर्जित	ADJ;NOM;NEUT;SG;V.PTCP	PROPN;NOM;SG;3
prepovedano	मनाही	prepovedan	मनाही	ADJ;NOM;NEUT;SG;V.PTCP	N;NOM;FEM;SG;3
prepovedano	निषिद्ध	prepovedan	निषिद्ध	ADJ;NOM;NEUT;SG;V.PTCP	
prepovedano	हराम	prepovedan	हराम	ADJ;NOM;NEUT;SG;V.PTCP	N;NOM;MASC;SG;3
prepovedano	निषिद्ध	prepovedan	निषिद्ध	ADJ;NOM;NEUT;SG;V.PTCP	
kritiko	आलोचना	kritika	आलोचना	N;ACC;FEM;SG	N;NOM;FEM;SG;3
razlogi	कारणों	razlog	कारण	N;NOM;MASC;PL	N;ACC;MASC;PL;3
razlogi	कारण	razlog	कारण	N;NOM;MASC;PL	N;NOM;MASC;SG;3
razlogi	कारण	razlog	कारण	N;NOM;MASC;PL	N;NOM;MASC;SG;3
moderno	आधुनिक	moderno	आधुनिक	ADV	ADJ
bolečino	दर्द	bolečina	दर्द	N;ACC;FEM;SG	N;NOM;MASC;SG;3
bolečino	पीड़ा	bolečina	पीड़ा	N;ACC;FEM;SG	N;NOM;FEM;SG;3
voditelji	नेताओं	voditelj	नेता	N;NOM;MASC;PL	N;ACC;MASC;PL;3
voditelji	नेताओ	voditelj	नेताओ	N;NOM;MASC;PL	
jedrski	परमाणु	jedrski	परमाणु	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
jedrski	न्यूक्लियर	jedrski	न्यूक्लियर	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
jedrski	नाभिकीय	jedrski	नाभिकीय	ADJ;NOM;MASC;SG	N;NOM;MASC
hamburg	हैम्बर्ग	hamburg	हैम्बर्ग	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
cruz	क्रूज़	cruz	क्रूज़	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
vožnjo	राइड	vožnja	राइड	N;ACC;FEM;SG	N;NOM;MASC;SG;3
vožnjo	सवारी	vožnja	सवारी	N;ACC;FEM;SG	N;NOM;FEM;SG;3
vožnjo	ड्राइविंग	vožnja	ड्राइविंग	N;ACC;FEM;SG	N;NOM;FEM;SG;3
poln	फुल	poln	फुल	ADJ;NOM;INDF;MASC;SG	
poln	पूर्ण	poln	पूर्ण	ADJ;NOM;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
div	div	div	div	N;NOM;MASC;SG	
iranu	ईरानी	iran	ईरानी	N;DAT;MASC;SG	PROPN;NOM;MASC;SG;3
iranu	ईरान	iran	ईरान	N;DAT;MASC;SG	PROPN;NOM;MASC;SG;3
iranu	इरान	iran	इरान	N;DAT;MASC;SG	PROPN;NOM;MASC;SG;3
drugačna	भिन्न	drugačen	भिन्न	ADJ;NOM;FEM;SG	ADP
teologijo	धर्मशास्त्र	teologija	धर्मशास्त्र	N;ACC;FEM;SG	N;NOM;MASC;SG;3
alma	अल्मा	alma	अल्मा	N;NOM;FEM;SG	
proizvajalci	उत्पादकों	proizvajalec	उत्पादक	N;NOM;MASC;PL	N;ACC;MASC;PL;3
proizvajalci	निर्माता	proizvajalec	निर्माता	N;NOM;MASC;PL	N;NOM;MASC;SG;3
proizvajalci	निर्माताओं	proizvajalec	निर्माता	N;NOM;MASC;PL	N;ACC;MASC;PL;3
sorodni	क़राबतदारों	soroden	क़राबतदार	ADJ;NOM;MASC;PL	N;ACC;MASC;PL;3
dick	डिक	dick	डिक	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
theodore	थियोडोर	theodor	थियोडोर	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
renesančni	पुनर्जागरण	renesančen	पुनर्जागरण	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
royce	रॉयस	royec	रॉयस	N;NOM;MASC;SG	
jupiter	वृहस्पति	jupiter	वृहस्पति	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
jupiter	बृहस्पति	jupiter	बृहस्पति	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
wade	वेड	wada	वेड	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
nemudoma	तुरन्त	nemudoma	तुरन्त	ADV	
krogla	बुलेट	krogel	बुलेट	N;NOM;FEM;SG	
prepričal	कायल	prepričati	कायल	V;PFV;MASC;SG;V.PTCP	PROPN;NOM;MASC;SG;3
aero	एयरो	aera	एयरो	N;NOM;MASC;SG	
klopi	बेंच	klop	बेंच	N;NOM;FEM;SG	
vredno	लायक	vreden	लायक	ADJ;NOM;NEUT;SG	ADP
šef	boss	šef	boss	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
delitve	विभाजन	delitev	विभाजन	N;NOM;FEM;PL	N;NOM;MASC;SG;3
absolutno	निरपेक्ष	absolutno	निरपेक्ष	ADV	ADP
poraba	बिता	poraba	बिता	N;NOM;FEM;SG	V;SG;FIN;ACT
žleze	ग्रंथियों	žleza	ग्रंथी	N;NOM;FEM;PL	N;ACC;MASC;PL;3
žleze	ग्रंथि	žleza	ग्रंथि	N;NOM;FEM;PL	N;NOM;FEM;SG;3
zadetkov	हिट	zadetek	हिट	N;GEN;MASC;PL	
zadetkov	हिट्स	zadetek	हिट्स	N;GEN;MASC;PL	N;NOM;MASC;SG;3
merila	मापदंड	meriti	मापदंड	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
merila	मापदण्ड	meriti	मापदण्ड	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
desetletju	दशक	desetletje	दशक	N;DAT;NEUT;SG	N;NOM;MASC;SG;3
jajca	गेंदों	jajce	गेंद	N;NOM;NEUT;PL	N;ACC;FEM;PL;3
jajca	बॉल	jajce	बॉल	N;NOM;NEUT;PL	PROPN;NOM;MASC;SG;3
zemljišča	भूमि	zemljišče	भूमि	N;NOM;NEUT;PL	N;NOM;FEM;SG;3
zemljišča	land	zemljišče	land	N;NOM;NEUT;PL	
zemljišča	लैंड	zemljišče	लैंड	N;NOM;NEUT;PL	
zemljišča	जमीन	zemljišče	जमीन	N;NOM;NEUT;PL	N;NOM;FEM;SG;3
povezovanje	संयोजन	povezovanje	संयोजन	N;NOM;NEUT;SG	
prizori	दृश्यों	prizor	दृश्य	N;NOM;MASC;PL	N;ACC;MASC;PL;3
globine	गहराइयों	globina	गहराई	N;NOM;FEM;PL	N;ACC;FEM;PL;3
odkrit	खोजा	odkrit	खोजा	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
koles	साइकिल	kolo	साइकिल	N;GEN;NEUT;SG	N;NOM;FEM;SG;3
col	col	col	col	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
flote	बेड़े	flot	बेड़ा	N;NOM;FEM;PL	N;NOM;MASC;SG;3
nationalcaps	nationalcaps	nationalcaps	nationalcaps	N;NOM;MASC;SG	V;IPFV;MASC;PL;V.PTCP;ACT
kandidata	उम्मीदवार	kandidat	उम्मीदवार	N;NOM;MASC;SG	N;NOM;MASC;PL;3
kandidata	उम्मीदवार	kandidat	उम्मीदवार	N;NOM;MASC;SG	N;NOM;MASC;PL;3
dvojna	दोहरा	dvojen	दोहरा	NUM;NOM;FEM;SG	ADJ;NOM;MASC;SG
dvojna	डबल	dvojen	डबल	NUM;NOM;FEM;SG	
križišče	क्रॉसरोड्स	križišče	क्रॉसरोड	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
igralce	खिलाडी	igralec	खिलाडी	N;ACC;MASC;PL	N;NOM;MASC;SG;3
igralce	खिलाड़ी	igralec	खिलाडी	N;ACC;MASC;PL	N;NOM;MASC;SG;3
england	इंग्लैंड	england	इंग्लैंड	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
england	इंग्लैण्ड	england	इंग्लैण्ड	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
palice	बार	palica	बार	N;NOM;FEM;PL	N;NOM;FEM;SG;3
palice	चिड़ी	palica	चिड़ी	N;NOM;FEM;PL	V;PFV;FEM;SG;V.PTCP;ACT
palice	क्लब	palica	क्लब	N;NOM;FEM;PL	N;NOM;MASC;SG;3
palice	छड़	palica	छड़	N;NOM;FEM;PL	N;NOM;FEM;SG;3
moška	पुरुष	moški	पुरुष	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
moška	पुरुषों	moški	पुरुष	ADJ;NOM;FEM;SG	N;ACC;MASC;PL;3
moška	मर्द	moški	मर्द	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
moška	मेन	moški	मेन	ADJ;NOM;FEM;SG	
moška	पुरुष	moški	पुरुष	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
