dynasti	dynastie	dynasti	dynastie	N;INDF;NEUT;SG	N;NOM;FEM;PL
finansieret	financované	finansiere	financovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
finansieret	financovaný	finansiere	financovaný	V;INDF;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
finansieret	financovaná	finansiere	financovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
finansieret	financované	finansiere	financovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
akt	act	akt	act	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
akt	konať	akt	konať	N;INDF;MASC+FEM;SG	V;IPFV;POS;NFIN
personale	zamestnanci	personal	zamestnanec	ADJ;PL	N;ANIM;NOM;MASC;PL
personale	personál	personal	personál	ADJ;PL	N;INAN;NOM;MASC;SG
personale	personálne	personal	personálne	ADJ;PL	ADV
personale	zamestnanci	personal	zamestnanec	ADJ;PL	N;ANIM;NOM;MASC;PL
personale	personál	personal	personál	ADJ;PL	N;INAN;NOM;MASC;SG
halen	chvosty	han	chvost	N;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
happy	šťastný	happy	šťastný		ADJ;ANIM;NOM;MASC;SG
happy	šťastne	happy	šťastne		ADV
happy	šťastné	happy	šťastný		ADJ;NOM;NEUT;SG
ansøgning	aplikácie	ansøgning	aplikácia	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
ansøgning	prihlášky	ansøgning	prihláška	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
ansøgning	aplikácií	ansøgning	aplikácia	N;INDF;MASC+FEM;SG	N;GEN;FEM;PL
ansøgning	aplikácie	ansøgning	aplikácia	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
ansøgning	žiadosti	ansøgning	žiadosť	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
command	veliteľstvo	command	veliteľstvo		N;NOM;NEUT;SG
command	príkaz	command	príkaz		N;INAN;NOM;MASC;SG
command	velenie	command	velenie		N;NOM;NEUT;SG
joakim	joakim	joakim	joaki		N;INAN;NOM;MASC;SG
joakim	scrooge	joakim	scrogga		PROPN;ANIM;NOM;MASC;SG
genopbygget	zrekonštruovaného	genopbygget	zrekonštruovaný	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;GEN;MASC;SG;POS;V.PTCP;PASS
hemmelig	secret	hemmelig	secret	ADJ;INDF;MASC+FEM;SG	N;NOM;FEM;SG
hemmelig	tajomstvo	hemmelig	tajomstvo	ADJ;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
følges	sledovaní	følges	sledovanie	V;NFIN;PASS	N;NOM;NEUT;PL
følges	sledované	følges	sledovaný	V;NFIN;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
bue	arch	bue	arch	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
christoph	christoph	christoph	christu	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
værksted	garáže	værksted	garáž	N;INDF;NEUT;SG	N;NOM;FEM;PL
værksted	workshopy	værksted	workshopy	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
simpsons	simpsonovcov	simpsons	simpsonovec	N;GEN;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;PL
simpsons	simpson	simpsons	simpson	N;GEN;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
weekend	víkendové	weekend	víkendový	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
weekend	vikend	weekend	vikend	N;INDF;MASC+FEM;SG	INTJ
wta	wta	wta	wta	N;INDF;MASC+FEM;SG	
madison	madison	madison	madison		PROPN;ANIM;NOM;MASC;SG
pulje	združovania	pulje	združovanie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
sørger	smútku	sørge	smútok	V;IND;PRS;FIN;ACT	N;INAN;GEN;MASC;SG
sørger	smútok	sørge	smútok	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;SG
sørger	smúti	sørge	smúť	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
blom	blom	blom	blom	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
indtaget	prevzaté	indtage	prevziať	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
indtaget	prijatých	indtage	prijatý	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
indtaget	prijaté	indtage	prijatý	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
indtaget	príjem	indtage	príjem	V;INDF;SG;PST;V.PTCP	N;INAN;NOM;MASC;SG
indtaget	spotrebované	indtage	spotrebovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
devil	diabla	devil	diabol		N;ANIM;NOM;MASC;SG
devil	čert	devil	čert		N;ANIM;NOM;MASC;SG
devil	diabol	devil	diabnuť		N;ANIM;NOM;MASC;SG
ungdoms	mládež	ungdom	mládež	N;GEN;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ungdoms	mladosť	ungdom	mladosť	N;GEN;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ungdoms	mládeže	ungdom	mládež	N;GEN;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ungdoms	mladosti	ungdom	mladosť	N;GEN;INDF;MASC+FEM;SG	N;NOM;FEM;PL
søgning	hľadať	søgning	hľadať	N;INDF;MASC+FEM;SG	V;IPFV;POS;NFIN
søgning	vyhľadať	søgning	vyhľadať	N;INDF;MASC+FEM;SG	V;PFV;POS;NFIN
søgning	hľadám	søgning	hľadať	N;INDF;MASC+FEM;SG	V;IPFV;IND;SG;1;POS;PRS;FIN
evolution	evolúcie	evolution	evolúcia	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
landede	vyložené	lande	vyložený	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
foretrak	prednostne	foretrak	prednostne	V;IND;PST;FIN;ACT	ADV
foretrak	uprednostňujú	foretrak	uprednostňovať	V;IND;PST;FIN;ACT	V;IPFV;IND;PL;3;POS;PRS;FIN
foretrak	radšej	foretrak	rád	V;IND;PST;FIN;ACT	ADJ;ANIM;NOM;CMPR;MASC;SG
foretrak	uprednostňuje	foretrak	uprednostňovať	V;IND;PST;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
beskeden	správu	beskeden	správa	ADJ;INDF;MASC+FEM;SG	N;ACC;FEM;SG
beskeden	odkaz	beskeden	odkaz	ADJ;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
beskeden	posolstvo	beskeden	posolstvo	ADJ;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
beskeden	správa	beskeden	správa	ADJ;INDF;MASC+FEM;SG	N;NOM;FEM;SG
zar	car	zar	car	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
zar	cár	zar	cár	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
lead	vedenia	lead	vedenie		N;NOM;NEUT;PL
lead	vedúci	lead	vedúci		N;ANIM;NOM;MASC;SG
lead	olovo	lead	olovo		N;NOM;NEUT;SG
lead	vedenie	lead	vedenie		N;NOM;NEUT;SG
lead	viesť	lead	viesť		V;IPFV;POS;NFIN
montana	montana	montana	montana		N;NOM;FEM;SG
brock	brock	brock	brock	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
falsk	fake	falsk	fak	ADJ;INDF;SG	INTJ
observeret	pozorovali	observere	pozorovať	V;INDF;SG;PST;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
observeret	pozorovaný	observere	pozorovaný	V;INDF;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
observeret	zistená	observere	zistený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
observeret	pozorovaná	observere	pozorovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
observeret	pozorované	observere	pozorovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
nash	nash	nash	nash	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
pil	šíp	pil	šíp	V;IMP	N;INAN;NOM;MASC;SG
pil	šípka	pil	šípka	V;IMP	N;NOM;FEM;SG
pil	arrow	pil	arrow	V;IMP	PROPN;ANIM;NOM;MASC;SG
mhz	mhz	mhz	mhz	N;INDF;MASC+FEM;SG	
moral	morálny	moral	morálny	N;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG
moral	morálnu	moral	morálny	N;INDF;MASC+FEM;SG	ADJ;ACC;FEM;SG
moral	morálne	moral	morálne	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
moral	morálna	moral	morálny	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
moral	morálky	moral	morálka	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
moral	morálky	moral	morálka	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
gilbert	gilbert	gilbert	gilbert	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
sandsynlighed	pravdepodobnosti	sandsynlighed	pravdepodobnosť	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
håbede	dúfajú	håbe	dúfať	V;IND;PST;FIN;ACT	V;IPFV;IND;PL;3;POS;PRS;FIN
dokumenteret	zdokumentované	dokumenteret	zdokumentovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
dokumenteret	dokázaná	dokumenteret	dokázaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
dokumenteret	preukázané	dokumenteret	preukázaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
dokumenteret	preukázaná	dokumenteret	preukázaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
dokumenteret	dokázané	dokumenteret	dokázaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
kosovo	kosova	kosovo	kosova	PROPN	N;INAN;GEN;MASC;SG
kosovo	kosovo	kosovo	kosovo	PROPN	N;NOM;MASC;SG
nacional	nacional	nacional	nacionať		PROPN;INAN;NOM;MASC;SG
afvikles	usadený	afvikle	usadený	V;IND;PRS;FIN;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
afvikles	vyrovnaná	afvikle	vyrovnaný	V;IND;PRS;FIN;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
strengt	prísna	strengt	prísny	ADV	ADJ;NOM;FEM;SG
strengt	prísny	strengt	prísny	ADV	ADJ;INAN;NOM;MASC;SG
torino	torino	torino	torino	PROPN	N;INAN;NOM;MASC;SG
torino	turíne	torino	turína	PROPN	N;INAN;NOM;MASC;SG
konference	konferencie	konference	konferencia	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
massive	masívny	massive	masívny	ADJ;PL	ADJ;INAN;NOM;MASC;SG
massive	masívne	massive	masívne	ADJ;PL	ADV
massive	massive	massive	massiva	ADJ;PL	N;INAN;NOM;MASC;SG
leveres	doručený	levere	doručený	V;IND;PRS;FIN;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
leveres	dodané	levere	dodaný	V;IND;PRS;FIN;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
leveres	doručené	levere	doručený	V;IND;PRS;FIN;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
leveres	doručila	levere	doručiť	V;IND;PRS;FIN;PASS	V;PFV;FEM;SG;POS;PST;V.PTCP
kyster	pobrežie	kyste	pobrežie	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
frisk	čerstvú	frisk	čerstvý	ADJ;INDF;SG	N;ACC;FEM;SG
frisk	fresh	frisk	fresh	ADJ;INDF;SG	
forbrug	spotreby	forbrug	spotreby	N;INDF;NEUT;SG	N;NOM;FEM;PL
germain	germain	germain	germaina	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
seat	sedadla	seat	sedadlo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
tyndt	riedko	tyndt	riedko	ADJ;INDF;NEUT;SG	ADV
anime	anime	anim	anima		
ask	ask	ask	ask		
ask	opýtať	ask	opýtať		V;PFV;POS;NFIN
ask	popol	ask	popol		N;INAN;NOM;MASC;SG
ask	ash	ask	ash		PROPN;ANIM;NOM;MASC;SG
limited	limited	limited	limited		N;NOM;FEM;SG
limited	obmedzený	limited	obmedzený		ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
limited	limitované	limited	limitovaný		ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
limited	obmedzené	limited	obmedzený		ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
limited	limitovaná	limited	limitovaný		ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
limited	obmedzená	limited	obmedzený		ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
chefen	šéfe	chef	šéf	N;DEF;MASC+FEM;SG	INTJ
chefen	boss	chef	boss	N;DEF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
murphy	murphy	murphy	murpeh		PROPN;NOM;FEM;SG
diesel	dieselové	diesel	dieselový	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
tromsø	tromsø	tromsø	tromsø	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
analyser	analytics	analyse	analytics	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
analyser	rozbor	analyse	rozbor	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG
analyser	analýza	analyse	analýza	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
analyser	analýzu	analyse	analýza	N;INDF;MASC+FEM;PL	N;ACC;FEM;SG
faxe	fax	faxe	fax		N;INAN;NOM;MASC;SG
diamond	diamond	diamond	diamond		PROPN;ANIM;NOM;MASC;SG
diamond	diamant	diamond	diamant		N;ANIM;NOM;MASC;SG
forårsagede	spôsobené	forårsage	spôsobený	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
forårsagede	spôsobená	forårsage	spôsobený	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
detaljeret	podrobne	detaljeret	podrobne	V;INDF;SG;PST;V.PTCP	ADV
detaljeret	detailné	detaljeret	detailný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
detaljeret	podrobné	detaljeret	podrobný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
detaljeret	podrobná	detaljeret	podrobný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
mærker	značenie	mærke	značenie	N;INDF;NEUT;PL	N;NOM;NEUT;SG
mærker	tags	mærke	tags	N;INDF;NEUT;PL	
tråd	drôty	tråd	drôt	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
tråd	nite	tråd	niť	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
edge	hrane	edge	hraň		N;NOM;FEM;SG
edge	okraja	edge	okraj		N;INAN;GEN;MASC;SG
edge	okraj	edge	okraj		N;INAN;NOM;MASC;SG
edge	hrany	edge	hrana		N;NOM;FEM;PL
døren	dvere	dør	dvere	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL
døren	dverí	dør	dvere	N;DEF;MASC+FEM;SG	N;GEN;FEM;PL
viet	venované	viet	venovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
viet	oddaná	viet	oddaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
viet	oddaný	viet	oddaný	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
viet	viet	viet	vedieť	V;INDF;SG;PST;V.PTCP	N;GEN;FEM;PL
bertel	bertel	bertel	bertel	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
smukt	krasne	smuk	krasne	ADJ;INDF;NEUT;SG	
smukt	krásne	smuk	krásne	ADJ;INDF;NEUT;SG	ADV
torpedoer	torpéda	torpedoe	torpéda	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
hugh	hugh	hugh	hugh		PROPN;ANIM;NOM;MASC;SG
grundstoffer	elementárneho	grundstof	elementárny	N;INDF;NEUT;PL	ADJ;GEN;NEUT;SG
ryg	späť	ryg	späť	N;INDF;MASC+FEM;SG	ADV
ryg	back	ryg	back	N;INDF;MASC+FEM;SG	PROPN;ANIM;VOC;MASC;SG
ryg	naspäť	ryg	naspäť	N;INDF;MASC+FEM;SG	ADV
ryg	fajčiť	ryg	fajčiť	N;INDF;MASC+FEM;SG	V;IPFV;POS;NFIN
faldende	zostupne	falde	zostupne	V;PRS;V.PTCP	
faldende	klesajúci	falde	klesajúci	V;PRS;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
faldende	klesajúcej	falde	klesajúci	V;PRS;V.PTCP	ADJ;GEN;FEM;SG;POS;V.PTCP;ACT
faldende	klesajúci	falde	klesajúci	V;PRS;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
mund	papule	mund	papuľa	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
mund	ústa	mund	ústa	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
huskes	spomenul	huske	spomenúť	V;IND;PRS;FIN;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
ram	ram	ram	ram		N;INAN;NOM;MASC;SG
tna	tna	tna	tna	PROPN	N;ANIM;NOM;MASC;SG
justin	justin	justin	justin	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
trusler	ohrozenie	trusel	ohrozenie	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
trusler	ohrozenie	trusel	ohrozenie	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
trusler	hrozba	trusel	hrozba	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
lau	lau	lau	lau		PROPN;NOM;FEM;SG
willy	willy	willy	willy		N;ANIM;NOM;MASC;SG
eminem	eminem	eminem	eminúť		N;VOC;FEM;SG
andersson	andersson	andersson	andersson	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
coast	pobrežie	coast	pobrežie		N;NOM;NEUT;SG
fjernsyn	televízory	fjernsyn	televízor	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
fjernsyn	tv	fjernsyn	tv	N;INDF;NEUT;SG	
fjernsyn	televízie	fjernsyn	televízia	N;INDF;NEUT;SG	N;NOM;FEM;PL
fjernsyn	televízne	fjernsyn	televízny	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
ture	jazdí	tur	jazdiť	N;INDF;MASC+FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
leon	leon	leon	leon		PROPN;ANIM;NOM;MASC;SG
forstået	pochopili	forstå	pochopiť	V;INDF;SG;PST;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
opfandt	vymyslený	opfinde	vymyslený	V;IND;PST;FIN;ACT	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
denis	denis	denis	denis		PROPN;ANIM;NOM;MASC;SG
logik	logiky	logik	logika	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
logik	logické	logik	logický	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
latinsk	latinsky	latinsk	latinsky	ADJ;INDF;SG	ADV
forbliver	pozostatky	forblive	pozostatok	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;PL
forbliver	pobyty	forblive	pobyt	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;PL
event	udalosti	event	udalosť	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
investeringer	investovanie	investering	investovanie	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
investeringer	investícia	investering	investícia	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
investeringer	investovanie	investering	investovanie	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
israelsk	izraelských	israelsk	izraelský	ADJ;INDF;SG	ADJ;GEN;MASC;PL
israelsk	izraela	israelsk	izrael	ADJ;INDF;SG	N;NOM;FEM;SG
israelsk	izrael	israelsk	izrael	ADJ;INDF;SG	N;INAN;NOM;MASC;SG
israelsk	izraelom	israelsk	izrael	ADJ;INDF;SG	N;INAN;INS;MASC;SG
skåret	rez	skære	rez	V;INDF;SG;PST;V.PTCP	N;INAN;NOM;MASC;SG
skåret	strih	skære	strih	V;INDF;SG;PST;V.PTCP	N;INAN;NOM;MASC;SG
skåret	črep	skære	črep	V;INDF;SG;PST;V.PTCP	N;INAN;NOM;MASC;SG
mindesmærke	memorial	mindesmærke	memoriať	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
lane	lane	lane	lana		N;NOM;FEM;SG
lane	pruh	lane	pruh		N;INAN;NOM;MASC;SG
suðuroy	suðuroy	suðuroy	sumuros		N;INAN;NOM;MASC;SG
fødslen	narodenia	fødsel	narodenie	N;DEF;MASC+FEM;SG	N;NOM;NEUT;PL
tusindvis	tisícoch	tusindvis	tisíc	ADV	N;ANIM;ACC;MASC;PL
tusindvis	tisíce	tusindvis	tisíc`1000	ADV	N;NOM;MASC;PL
fjernede	odstránené	fjerne	odstránený	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
fjernede	odstránený	fjerne	odstránený	V;IND;PST;FIN;ACT	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
fjernede	odstránená	fjerne	odstránený	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
ulykker	úraz	ulykke	úraz	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG
ulykker	nehoda	ulykke	nehoda	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
ulykker	havária	ulykke	havária	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
pete	pete	pete	pet	PROPN	PROPN;ANIM;NOM;MASC;SG
pete	peta	pete	peto	PROPN	PROPN;ANIM;NOM;MASC;SG
pete	peťo	pete	peťo	PROPN	PROPN;ANIM;NOM;MASC;SG
privilegier	oprávnení	privilegi	oprávnenie	N;INDF;MASC+FEM;PL	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
nicholas	nicholas	nicholas	nicholas		PROPN;ANIM;NOM;MASC;SG
mann	mann	mann	mann	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
beograd	belehrade	beograd	belehrad		N;INAN;NOM;MASC;SG
omgivende	okolie	omgive	okolie	ADJ	N;NOM;NEUT;SG
omgivende	okolia	omgive	okolie	ADJ	N;NOM;NEUT;PL
ost	syry	ost	syr	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
ost	syrov	ost	syr	N;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;PL
ost	syry	ost	syr	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
vegetation	vegetácie	vegetation	vegetácia	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
værre	horsie	slem	horsieť	ADJ;CMPR	
renoveret	zrekonštruovaný	renovere	zrekonštruovaný	V;INDF;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
hulk	hulk	hulk	hulk	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
legenden	vysvetlivky	legende	vysvetlivka	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL
legenden	legendy	legende	legenda	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL
playoff	playoff	playoff	playoff	N;INDF;NEUT;SG	N;NOM;FEM;PL
troen	viery	tro	viera	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL
troen	viery	tro	viera	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL
add	pridaj	add	pridaj	N;INDF;NEUT;SG	V;PFV;IMP;SG;2;POS;FIN
add	pridať	add	pridať	N;INDF;NEUT;SG	V;PFV;POS;NFIN
lara	lara	lara	lara	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
overveje	zamyslenie	overveje	zamyslenie	V;NFIN;ACT	N;NOM;NEUT;SG
svækket	oslabenie	svæk	oslabenie	V;INDF;SG;PST;V.PTCP	N;NOM;NEUT;SG
svækket	oslabený	svæk	oslabený	V;INDF;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
svækket	oslabené	svæk	oslabený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
svækket	oslabených	svæk	oslabený	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
est	est	est	est		
arkiver	archív	arkive	archív	N;INDF;NEUT;PL	N;INAN;NOM;MASC;SG
udgår	odstránený	udgå	odstránený	V;IND;PRS;FIN;ACT	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
udgår	vymazané	udgå	vymazaný	V;IND;PRS;FIN;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
udgår	odstránená	udgå	odstránený	V;IND;PRS;FIN;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
udgår	odstránené	udgå	odstránený	V;IND;PRS;FIN;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
udgår	vypustené	udgå	vypustený	V;IND;PRS;FIN;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
vægten	závažie	vægt	závažie	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL
vægten	hmotnosti	vægt	hmotnosť	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL
botaniske	botanickej	botanisk	botanický	ADJ;PL	ADJ;GEN;FEM;SG
diskuteres	diskutabilné	diskutere	diskutabilný	V;NFIN;PASS	ADJ;NOM;NEUT;SG
helen	helen	hel	helen	N;DEF;MASC+FEM;SG	PROPN;NOM;FEM;SG
españa	españa	españa	españa		PROPN;INAN;NOM;MASC;SG
child	detský	child	detský		ADJ;ANIM;NOM;MASC;SG
child	dieťaťa	child	dieťa		N;NOM;NEUT;PL
child	dieťa	child	dieťa		N;NOM;NEUT;SG
child	child	child	child		PROPN;ANIM;NOM;MASC;SG
krim	krym	krim	krym	PROPN	N;INAN;NOM;MASC;SG
misbrug	zneužitia	misbrug	zneužitie	N;INDF;NEUT;SG	N;NOM;NEUT;PL
misbrug	zneužitia	misbrug	zneužitie	N;INDF;NEUT;SG	N;NOM;NEUT;PL
kulturelt	kultúrna	kulturelt	kultúrny	ADV	ADJ;NOM;FEM;SG
kulturelt	kultúrny	kulturelt	kultúrny	ADV	ADJ;INAN;NOM;MASC;SG
kulturelt	kultúrne	kulturelt	kultúrny	ADV	ADJ;NOM;NEUT;SG
kulturelt	kultúrne	kulturelt	kultúrny	ADV	ADJ;NOM;NEUT;SG
savage	savage	savage	savaga		PROPN;ANIM;NOM;MASC;SG
savage	divoký	savage	divoký		ADJ;ANIM;NOM;MASC;SG
