ve	وال	ve	وَال	CONJ	N;NOM;DEF;SG
miras	تراث	miras	تُرَاث		N;NOM;INDF;SG
miras	ارث	miras	أَرث		
miras	التراث	miras	تُرَاث		N;NOM;DEF;SG
miras	الارث	miras	أَرث		N;NOM;DEF;SG
miras	تراث	miras	تُرَاث		N;NOM;INDF;SG
miras	التراث	miras	تُرَاث		N;NOM;DEF;SG
tatil	الاجازة	tatil	إِجَازَة		N;NOM;DEF;SG
tatil	اجازة	tatil	إِجَازَة		N;NOM;INDF;SG
tatil	العطلة	tatil	عُطلَة		N;NOM;DEF;SG
tatil	عطلة	tatil	عُطلَة		N;NOM;INDF;SG
tatil	اجازه	tatil	اجازه		PRO;NOM;MASC;SG;3
tatil	العطلة	tatil	عُطلَة		N;NOM;DEF;SG
tatil	الاجازة	tatil	إِجَازَة		N;NOM;DEF;SG
tatil	عطلة	tatil	عُطلَة		N;NOM;INDF;SG
tatil	اجازة	tatil	إِجَازَة		N;NOM;INDF;SG
tatil	العطلات	tatil	عَطَل		N;NOM;DEF;PL
tatil	الاجازات	tatil	إِجَازَة		N;NOM;DEF;PL
tatil	اعياد	tatil	عِيد		N;NOM;INDF;PL
tatil	الاعياد	tatil	إِعيَاد		N;NOM;DEF;SG
tatil	العطل	tatil	عَطل		N;NOM;DEF;SG
intikam	الاسترداد	intikam	اِستِردَاد		N;NOM;DEF;SG
intikam	انتقام	intikam	اِنتِقَام		N;NOM;INDF;SG
intikam	الانتقام	intikam	اِنتِقَام		N;NOM;DEF;SG
tasarlanmış	صمم	tasarla	صَمَّم	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
tasarlanmış	صممت	tasarla	صَمَّم	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
elle	دليل	el	دَلِيل		N;NOM;INDF;SG
elle	الدليل	el	دَلِيل		N;NOM;DEF;SG
elle	يدوي	el	يَدَوِيّ		ADJ;NOM;INDF;MASC;SG
elle	ايل	el	ايل		
danny	داني	danny	داني		
dk	مين	dk	مين		
çaba	السعي	çaba	سَعي		N;NOM;DEF;SG
çaba	المسعى	çaba	مَسعَى		N;NOM;DEF;SG
çaba	مسعى	çaba	مَسعَى		N;NOM;INDF;SG
çaba	مجهود	çaba	مَجهُود		N;NOM;INDF;SG
çaba	الجهد	çaba	جَهد		N;NOM;DEF;SG
çaba	جهد	çaba	جَهد		N;NOM;INDF;SG
çaba	المجهود	çaba	المجهود		N;NOM;DEF;SG
haydar	حيدر	haydar	حيدر		
bruno	برونو	bruno	برُونُو		
pink	الوردي	pink	وَردِيّ		N;NOM;DEF;SG
pink	وردي	pink	وردي		
pink	وردية	pink	وَردِيّ		ADJ;NOM;INDF;FEM;SG
polonyalı	البولندية	polonyalı	بُولَندِيّ		ADJ;NOM;DEF;FEM;SG
polonyalı	البولندي	polonyalı	بُولَندِيّ		ADJ;NOM;DEF;MASC;SG
hücum	هجومية	hücum	هُجُومِيّ		ADJ;NOM;INDF;FEM;SG
hücum	الهجومية	hücum	هُجُومِيّ		
hücum	التهمة	hücum	تُهمَة		N;NOM;DEF;SG
hücum	تهمة	hücum	تُهمَة		N;NOM;INDF;SG
büyüme	المتزايد	büyü	مُتَزَايِد		ADJ;NOM;DEF;MASC;SG
büyüme	ينمو	büyü	نَمَا		V;IPFV;MASC;IND;SG;3;FIN;ACT
büyüme	النمو	büyü	نُمُوّ		N;NOM;DEF;SG
büyüme	نمو	büyü	نُمُوّ		N;NOM;INDF;SG
yaratıcı	الخالق	yaratıcı	خَالِق		
yaratıcı	المنشئ	yaratıcı	مُنشَأَة		N;NOM;DEF;SG
yaratıcı	خالق	yaratıcı	خَالِق		
yaratıcı	منشئ	yaratıcı	مَنشَأ		N;NOM;INDF;SG
yaratıcı	صانع	yaratıcı	صانع		
yaratıcı	الابداعية	yaratıcı	أَبِدعِيّ		
yaratıcı	مبدع	yaratıcı	مبدع		N;NOM;INDF;SG
yaratıcı	مبدعة	yaratıcı	مبدعة		ADJ;NOM;INDF;FEM;SG
yaratıcı	ابداع	yaratıcı	بَدَع		N;NOM;INDF;SG
polat	بولات	polat	بولات		
çavuş	سيرج	çavuş	سَيرَج		
çavuş	عريف	çavuş	عريف		
çavuş	سيرجنت	çavuş	سيرجنت		
çavuş	الرقيب	çavuş	رَقِيب		N;NOM;DEF;SG
çavuş	رقيب	çavuş	رَقِيب		N;NOM;INDF;SG
çanak	صحن	çanak	صَحن		N;NOM;INDF;SG
çanak	الطبق	çanak	طَبِيقَة		N;NOM;DEF;SG
çanak	الصحن	çanak	صَحن		N;NOM;DEF;SG
çanak	طبق	çanak	طَبَّق		N;NOM;INDF;SG
kutup	القطبية	kutup	قَطبِيّ		ADJ;NOM;DEF;FEM;SG
kutup	القطبية	kutup	قَطبِيّ		ADJ;NOM;DEF;FEM;SG
kutup	قطب	kutup	قطب		
kutup	القطب	kutup	قُطب		N;NOM;DEF;SG
farklılık	التنوع	farklılık	تَنَوُّع		N;NOM;DEF;SG
farklılık	تنوع	farklılık	تَنَوُّع		N;NOM;INDF;SG
farklılık	الفرق	farklılık	فِرقَة		N;NOM;DEF;SG
farklılık	اختلاف	farklılık	اِختِلَاف		N;NOM;INDF;SG
farklılık	الاختلاف	farklılık	اِختِلَاف		N;NOM;DEF;SG
farklılık	فرق	farklılık	فِرقَة		N;NOM;INDF;PL
dos	دوس	dos	دُوسَ		
barbara	باربرا	barbara	باربرا	PROPN;NOM;SG;3	
ron	رون	ron	رُون		
kazım	كاظم	kazım	كاظم		
zorla	اجبرت	zor	أَجبَر		V;PFV;FEM;SG;3;ACT
zorla	اجبر	zor	أَجبَر		V;PFV;MASC;SG;3;ACT
zorla	مجبر	zor	مُجَبِّر		ADJ;NOM;INDF;MASC;SG
zorla	القسري	zor	قَسرِيّ		ADJ;NOM;DEF;MASC;SG
zorla	قوة	zor	قُوَّة		N;NOM;INDF;SG
zorla	القوة	zor	قُوَّة		N;NOM;DEF;SG
sıcaklığı	الحرارة	sıcaklık	حَرَارَة	N;ACC;SG;3	N;NOM;DEF;SG
sıcaklığı	الدفء	sıcaklık	دَفء	N;ACC;SG;3	N;NOM;DEF;SG
hacmi	الحجم	hacim	حَجم	N;ACC;SG;3	N;NOM;DEF;SG
hacmi	المجلد	hacim	مَجلَد	N;ACC;SG;3	N;NOM;DEF;SG
hacmi	حجم	hacim	حَجم	N;ACC;SG;3	N;NOM;INDF;SG
tag	تاغ	tag	تاغ		
oluşumu	التشكيل	oluş	تَشكِيل	N;ACC;SG;3	N;NOM;DEF;SG
oluşumu	تشكيل	oluş	تَشكِيل	N;ACC;SG;3	N;NOM;INDF;SG
boyun	الرقبة	boyun	رَقبَة		N;NOM;DEF;SG
boyun	رقبة	boyun	رَقَبَة		N;NOM;INDF;SG
boyun	عنق	boyun	عَنق		
boyun	العنق	boyun	عَنق		N;NOM;DEF;SG
andrea	اندريا	andrea	أَندرِيَا		
yazmak	الكتابه	yaz	الكتابه	V;PFV;NOM;IND;POS;PRS;V.MSDR	
yazmak	كتابة	yaz	كِتَابَة	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;SG
yazmak	اكتب	yaz	كِتَاب	V;PFV;NOM;IND;POS;PRS;V.MSDR	
yazmak	الكتابة	yaz	كِتَابَة	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;DEF;SG
çıkışı	خروج	çıkış	خُرُوج	N;ACC;SG;3	N;NOM;INDF;SG
çıkışı	الخروج	çıkış	خُرُوج	N;ACC;SG;3	N;NOM;DEF;SG
çıkışı	المخرج	çıkış	مُخرِج	N;ACC;SG;3	N;NOM;DEF;SG
çıkışı	مخرج	çıkış	مَخرَج	N;ACC;SG;3	N;NOM;INDF;SG
soy	روب	soy	رُوب		
avustralyalı	الاسترالي	avustralyalı	أُستُرَالِيّ	PROPN;NOM;SG;3	ADJ;NOM;DEF;MASC;SG
avustralyalı	استراليا	avustralyalı	إِستِرَالِيَا	PROPN;NOM;SG;3	
avustralyalı	الاسترالية	avustralyalı	أُستُرَالِيَّة	PROPN;NOM;SG;3	ADJ;NOM;DEF;FEM;SG
avustralyalı	الاسترالي	avustralyalı	أُستُرَالِيّ	PROPN;NOM;SG;3	ADJ;NOM;DEF;MASC;SG
avustralyalı	استرالي	avustralyalı	إِستِرَالِيّ	PROPN;NOM;SG;3	ADJ;NOM;INDF;MASC;SG
artistik	فنية	artistik	فَنِّيّ		ADJ;NOM;INDF;FEM;SG
çıkmaya	تواعد	çık	تَوَاعُد	V;PFV;DAT;IND;POS;PRS;V.MSDR	V;MASC;IMP;SG;FIN
çıkmaya	مواعدة	çık	مُوَاعَدَة	V;PFV;DAT;IND;POS;PRS;V.MSDR	N;NOM;INDF;SG
çıkmaya	المواعدة	çık	مُوَاعَدَة	V;PFV;DAT;IND;POS;PRS;V.MSDR	N;NOM;DEF;SG
point	بوينت	point	بوينت	N;NOM;SG;3	
boru	الانبوب	boru	أُنبُوب		N;NOM;DEF;SG
boru	انبوب	boru	أُنبُوب		N;NOM;INDF;SG
boru	الانابيب	boru	أُنبُوب		N;NOM;DEF;PL
boru	الانبوب	boru	أُنبُوب		N;NOM;DEF;SG
boru	انبوب	boru	أُنبُوب		N;NOM;INDF;SG
form	الاشكال	form	شَكل		N;NOM;DEF;PL
form	اشكال	form	شَكل		N;NOM;INDF;PL
form	شكل	form	شَكل		N;NOM;INDF;SG
form	الشكل	form	شَكل		N;NOM;DEF;SG
form	استمارة	form	اِستِمَارَة		N;NOM;INDF;SG
form	النموذج	form	نَمُوذَج		N;NOM;DEF;SG
başak	العذراء	başak	عَذرَاء		N;NOM;DEF;SG
bitti	منتهي	bit	منتهي	V;PFV;IND;SG;3;POS;PST	ADJ;NOM;INDF;MASC;SG
bitti	معمول	bit	مَعمُول	V;PFV;IND;SG;3;POS;PST	ADJ;NOM;INDF;MASC;SG
yemekler	طعام	yemek	طَعَام	N;NOM;PL;3	N;NOM;INDF;SG
yemekler	غذاء	yemek	غِذَاء	N;NOM;PL;3	N;NOM;INDF;SG
yemekler	الطعام	yemek	طَعَام	N;NOM;PL;3	N;NOM;DEF;SG
yemekler	الغذاء	yemek	غِذَاء	N;NOM;PL;3	N;NOM;DEF;SG
körfez	خليج	körfez	خَلِيج		N;NOM;INDF;SG
körfez	الخليج	körfez	خَلِيج		N;NOM;DEF;SG
körfez	خليج	körfez	خَلِيج		N;NOM;INDF;SG
körfez	الخليج	körfez	خَلِيج		N;NOM;DEF;SG
körfez	باي	körfez	باي		
kazı	التنقيب	kazı	تَنقِيب		N;NOM;DEF;SG
kazı	الحفر	kazı	حَفر		N;NOM;DEF;SG
kazı	حفر	kazı	حَفر		N;NOM;INDF;SG
kazı	كشط	kazı	كَشط		N;NOM;INDF;SG
kazı	الحفر	kazı	حَفر		N;NOM;DEF;SG
kazı	الحفريات	kazı	حَفرِيَّات		
banka	بانكس	banka	بَانكس	N;NOM;SG;3	
banka	البنوك	banka	بَنك	N;NOM;SG;3	N;NOM;DEF;PL
banka	المصارف	banka	مَصرِف	N;NOM;SG;3	N;NOM;DEF;PL
banka	بنوك	banka	بَنك	N;NOM;SG;3	N;NOM;INDF;PL
banka	مصارف	banka	مَصرِف	N;NOM;SG;3	N;NOM;INDF;PL
fazlası	فائض	fazla	فَائِض	ADJ;NOM;SG;3	N;NOM;INDF;SG
fazlası	الفائض	fazla	فَائِض	ADJ;NOM;SG;3	N;NOM;DEF;SG
daima	دايما	daima	دَايمَا		
daima	دائما	daima	دَائِم		ADJ;ACC;INDF;MASC;SG
daima	دوما	daima	دَوم		N;ACC;INDF;SG
studio	الاستديو	stu	اِستَديُو		N;NOM;DEF;SG
studio	استوديو	stu	استوديو		N;NOM;INDF;SG
studio	استديو	stu	اِستَدَاو		N;NOM;INDF;SG
studio	ستوديو	stu	ستوديو		
studio	الاستوديو	stu	اِستَودَيُو		
marşı	النشيد	marş	نَشِيد		N;NOM;DEF;SG
marşı	نشيد	marş	نشيد		N;NOM;INDF;SG
lizbon	لشبونة	lizbon	لشبونة	PROPN;NOM;SG;3	N;NOM;INDF;SG
tamamlandı	اكتمل	tamamla	اِكتَمَل	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;3;ACT
tamamlandı	اكملت	tamamla	أَكمَل	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;3;ACT
tamamlandı	اكتملت	tamamla	اِكتَمَل	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;3;ACT
tamamlandı	منتهي	tamamla	منتهي	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;INDF;MASC;SG
tamamlandı	انتهيت	tamamla	اِنتَهَى	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;3;ACT
tamamlandı	انتهت	tamamla	اِنتَهَى	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;3;ACT
tamamlandı	انتهى	tamamla	اِنتَهَى	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;3;ACT
tamamlandı	كامل	tamamla	كَامِل	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;INDF;MASC;SG
tamamlandı	اكتمل	tamamla	اِكتَمَل	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;3;ACT
tamamlandı	كاملة	tamamla	كَامِل	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;INDF;FEM;SG
çağrı	اتصل	çağrı	اِتَّصَل		
çağrı	مكالمة	çağrı	مُكَالَمَة		N;NOM;INDF;SG
çağrı	نداء	çağrı	نِدَاء		N;NOM;INDF;SG
çağrı	الاتصال	çağrı	اِتِّصَال		N;NOM;DEF;SG
oynuyor	المسرحيات	oyna	مَسرَحِيّ	V;PROG;IND;SG;3;POS;INFM;PRS	N;NOM;DEF;PL
oynuyor	يلعب	oyna	لَعِب	V;PROG;IND;SG;3;POS;INFM;PRS	V;IPFV;MASC;IND;SG;3;FIN;ACT
oynuyor	مسرحيات	oyna	مَسرَحِيّ	V;PROG;IND;SG;3;POS;INFM;PRS	N;NOM;INDF;PL
oynuyor	اللعب	oyna	لَعب	V;PROG;IND;SG;3;POS;INFM;PRS	N;NOM;DEF;SG
oynuyor	يلعب	oyna	لَعِب	V;PROG;IND;SG;3;POS;INFM;PRS	V;IPFV;MASC;IND;SG;3;FIN;ACT
irlandalı	الايرلندية	irlandal	إِيرلَندِيّ	V;PFV;IND;SG;3;POS;PRS;PASS	
bağlar	الوصلات	bağla	وُصلَة		N;NOM;DEF;PL
bağlar	الصلات	bağla	صَلَة		N;NOM;DEF;PL
bağlar	روابط	bağla	روابط		N;NOM;INDF;PL
bağlar	الروابط	bağla	رَابِطَة		N;NOM;DEF;PL
bağlar	وصلات	bağla	وُصلَة		N;NOM;INDF;PL
bağlar	سندات	bağla	سَنَد		N;NOM;INDF;PL
bağlar	السندات	bağla	سَنَد		N;NOM;DEF;PL
bağlar	الصلات	bağla	صَلَة		N;NOM;DEF;PL
bağlar	الارتباطات	bağla	اِرتِبَاط		N;NOM;DEF;PL
dinamik	ديناميات	dinamik	دِينَامِيّ	ADJ	N;NOM;INDF;PL
dinamik	الديناميات	dinamik	دِينَامِيّ	ADJ	N;NOM;DEF;PL
dinamik	ديناميكية	dinamik	دِينَامِيكِيَّة	ADJ	N;NOM;INDF;SG
dinamik	الديناميكية	dinamik	دِينَامِيكِيّ	ADJ	
dinamik	دينامية	dinamik	دِينَامِيّ	ADJ	N;NOM;INDF;SG
şarap	نبيذ	şarap	نبيذ	N;NOM;SG;3	
uygundur	مناسبة	uygun	مُنَاسَبَة		N;NOM;INDF;SG
sevilla	اشبيلية	sevil	إِشبِيلِيّ	PROPN;NOM;SG;3	
hedefi	المرمى	hedef	مَرمَى		N;NOM;DEF;SG
hedefi	هدف	hedef	هَدَف		N;NOM;INDF;SG
hedefi	الهدف	hedef	هَدَف		N;NOM;DEF;SG
vektör	موجه	vektör	مُوَجَّه	N;NOM;SG;3	ADJ;NOM;INDF;MASC;SG
vektör	متجه	vektör	مُتَّجِه	N;NOM;SG;3	ADJ;NOM;INDF;MASC;SG
vektör	الموجه	vektör	مُوَجَّه	N;NOM;SG;3	ADJ;NOM;DEF;MASC;SG
ender	نادرا	ende	نَادِر		ADJ;ACC;INDF;MASC;SG
ender	النادر	ende	نَادِر		ADJ;NOM;DEF;MASC;SG
ender	نادر	ende	نَادِر		ADJ;NOM;INDF;MASC;SG
ender	نادرة	ende	نَادِر		ADJ;NOM;INDF;FEM;SG
ender	اندر	ende	أَندَر		
soylu	نبيل	soylu	نبيل		
soylu	النبيل	soylu	نَبِيل		N;NOM;DEF;SG
soylu	نوبل	soylu	نوبل		
soylu	نبيلة	soylu	نَبِيل		
soylu	النبيلة	soylu	نَبِيل		N;NOM;DEF;SG
bilişim	المعلوماتية	bilişim	مَعلُومَاتِيَّة		
miguel	ميجيل	miguel	ميجيل	PROPN;NOM;SG;3	
miguel	ميغيل	miguel	مِيغِيل	PROPN;NOM;SG;3	
ateşi	حمي	ateşi	حمي	N;NOM;SG;3	
dua	صلي	dua	صَلَّى		V;PFV;MASC;SG;3;ACT
dua	صلوا	dua	صَلّ		V;PFV;MASC;SG;3;ACT
dua	اصلي	dua	أَصلِيّ		
dua	صلى	dua	صَلَّى		V;PFV;MASC;SG;3;ACT
dua	صل	dua	صَلّ		V;PFV;MASC;SG;3;ACT
dua	دوا	dua	دِوَا		
dua	الصلوات	dua	صَلوَة		N;NOM;DEF;PL
dua	الدعاء	dua	دُعَاء		N;NOM;DEF;SG
dua	صلوات	dua	صَلوَة		N;NOM;INDF;PL
dua	صلاة	dua	صَلَاة		N;NOM;INDF;SG
dua	الصلاة	dua	صَلَاة		N;NOM;DEF;SG
dua	يصلي	dua	أَصلَى		V;IPFV;MASC;IND;SG;3;FIN;ACT
dua	اصلي	dua	أَصلِيّ		
dua	بالدعاء	dua	بِ		N;NOM;DEF;SG
dua	الدعاء	dua	دُعَاء		N;NOM;DEF;SG
dua	الصلاة	dua	صَلَاة		N;NOM;DEF;SG
dua	الدعاء	dua	دُعَاء		N;NOM;DEF;SG
dua	دعاء	dua	دِعَاء		N;NOM;INDF;SG
dua	صلاة	dua	صَلَاة		N;NOM;INDF;SG
brüksel	بروكسل	brüksel	برُوكسِل		
bodrum	بودروم	bodrum	بُودرُوم		
bodrum	قبو	bodrum	قبو		N;NOM;INDF;SG
bodrum	سرداب	bodrum	سرداب		N;NOM;INDF;SG
bodrum	قبو	bodrum	قبو		N;NOM;INDF;SG
bodrum	سرداب	bodrum	سرداب		N;NOM;INDF;SG
bodrum	القبو	bodrum	قَبُوّ		N;NOM;DEF;SG
bodrum	السرداب	bodrum	السرداب		N;NOM;DEF;SG
yazıldı	كتب	yaz	كَتَب	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;3;ACT
yazıldı	مكتوب	yaz	مَكتُوب	V;PFV;IND;SG;3;POS;PST;PASS	
yazıldı	خطية	yaz	خَطِّيّ	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;INDF;FEM;SG
yazıldı	مكتوبة	yaz	مَكتُوب	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;INDF;FEM;SG
kazananlar	الفائزين	kazanan	فَائِز	N;NOM;PL;3	ADJ;NOM;DEF;MASC;PL
seksen	ثمانين	seksen	ثَمَانُون		NUM;NOM;INDF
seksen	ثمانون	seksen	ثَمَانُون		NUM;NOM;INDF
kabile	قبيلة	kabile	قَبِيلَة		N;NOM;INDF;SG
kabile	القبيلة	kabile	قَبِيلَة		N;NOM;DEF;SG
kabile	القبلية	kabile	قَبَلِيّ		ADJ;NOM;DEF;FEM;SG
semt	حي	semt	حَيّ	N;NOM;SG;3	
kurumları	مؤسسات	kurum	مُؤَسَّسَة	N;ACC;PL;3	N;NOM;INDF;PL
kurumları	المؤسسات	kurum	مُؤَسَّسَة	N;ACC;PL;3	N;NOM;DEF;PL
bush	بوش	bush	بُوش		
julius	جوليوس	julius	جُولِيُوس		
hamur	عجينة	hamur	عَجِينَة		N;NOM;INDF;SG
gizlice	سرا	gizlice	سِرّ		N;ACC;INDF;SG
taç	تاج	taç	تاج		
taç	كراون	taç	كرَاون		
taç	التاج	taç	تَاج		N;NOM;DEF;SG
taç	تاج	taç	تاج		
taç	تيجان	taç	تَيَّج		
tanım	التعريف	tanım	تَعرِيف		N;NOM;DEF;SG
tanım	تعريف	tanım	تَعرِيف		N;NOM;INDF;SG
tanım	الوصف	tanım	وَصف		N;NOM;DEF;SG
tanım	وصف	tanım	وَصَف		V;PFV;MASC;SG;3;ACT
kurul	لوح	kurul	لَوح		
kurul	اللوح	kurul	لَوح		N;NOM;DEF;SG
kurul	اللجنة	kurul	لَجنَة		N;NOM;DEF;SG
kurul	لجنة	kurul	لَجنَة		N;NOM;INDF;SG
kaba	الخام	kaba	خَام		ADJ;NOM;DEF;MASC;SG
kaba	خشن	kaba	خَشن		N;NOM;INDF;SG
kaba	مبتذلة	kaba	مُبتَذَل		ADJ;NOM;INDF;FEM;SG
kaba	وقح	kaba	وَقح		N;NOM;INDF;SG
kaba	فظ	kaba	فَظّ		N;NOM;INDF;SG
kaba	وقاحة	kaba	وِقَاحَة		N;NOM;INDF;SG
tartışmalı	الخلافية	tartış	خِلَافِيّ	V;PFV;SG;3;POS;PRS	ADJ;NOM;DEF;FEM;SG
bomba	قنبلة	bomba	قُنبُلَة		N;NOM;INDF;SG
bomba	بله	bomba	بَلَه		
bomba	القنبلة	bomba	قُنبُلَة		N;NOM;DEF;SG
bomba	القنابل	bomba	قُنبُلَة		N;NOM;DEF;PL
bomba	قنابل	bomba	قنابل		N;NOM;INDF;PL
endülüs	الاندلسي	endülüs	اِندِلَسِيّ		
endülüs	الاندلس	endülüs	الاندلس		N;NOM;DEF;SG
görünüyor	ابحث	görün	بَحَث	V;PROG;IND;SG;3;POS;INFM;PRS	V;MASC;IMP;SG;FIN
görünüyor	النظر	görün	نَظَر	V;PROG;IND;SG;3;POS;INFM;PRS	N;NOM;DEF;SG
görünüyor	نظرات	görün	نَظرَة	V;PROG;IND;SG;3;POS;INFM;PRS	N;NOM;INDF;PL
görünüyor	النظرات	görün	نَظَرَة	V;PROG;IND;SG;3;POS;INFM;PRS	N;NOM;DEF;PL
görünüyor	يبدو	görün	بَدَا	V;PROG;IND;SG;3;POS;INFM;PRS	V;IPFV;MASC;IND;SG;3;FIN;ACT
görünüyor	يظهر	görün	ظَهَر	V;PROG;IND;SG;3;POS;INFM;PRS	V;IPFV;MASC;IND;SG;3;FIN;ACT
batıya	ويست	bat	ويست	N;DAT;SG;3	
batıya	الغرب	bat	غَرب	N;DAT;SG;3	N;NOM;DEF;SG
batıya	غربا	bat	غَرب	N;DAT;SG;3	N;ACC;INDF;SG
batıya	غرب	bat	غَرب	N;DAT;SG;3	N;NOM;INDF;SG
batıya	غربي	bat	غَربِيّ	N;DAT;SG;3	ADJ;NOM;INDF;MASC;SG
kemik	العظام	kemik	عَظَام		N;NOM;DEF;PL
kemik	عظام	kemik	عَظم		N;NOM;INDF;PL
kemik	بونز	kemik	بُونز		
kemik	العظم	kemik	عَظَم		N;NOM;DEF;SG
kemik	عظمة	kemik	عَظمَة		N;NOM;INDF;SG
kemik	عظم	kemik	عَظَم		
clark	كلارك	clark	كلارك		
görme	المشاهدة	gör	مُشَاهَدَة		N;NOM;DEF;SG
görme	رؤية	gör	رُؤيَة		N;NOM;INDF;SG
görme	الرؤية	gör	رُؤيَة		N;NOM;DEF;SG
görme	رؤيا	gör	رؤيا		
yönü	اتجاه	yön	اِتِّجَاه	N;ACC;SG;3	N;NOM;INDF;SG
yönü	الاتجاه	yön	اِتِّجَاه	N;ACC;SG;3	N;NOM;DEF;SG
yönü	جانب	yön	جَانِب	N;ACC;SG;3	N;NOM;INDF;SG
yönü	الجانب	yön	جَانِب	N;ACC;SG;3	N;NOM;DEF;SG
side	جانب	sid	جَانِب		N;NOM;INDF;SG
side	جنب	sid	جَنب		
side	الجانب	sid	جَانِب		N;NOM;DEF;SG
orlando	اورلاندو	orlando	أُورلَاندُو	PROPN;NOM;SG;3	
diyor	تقول	de	قَال	V;PROG;IND;SG;3;POS;INFM;PRS	V;IPFV;FEM;IND;SG;3;FIN;ACT
diyor	يقول	de	قَال	V;PROG;IND;SG;3;POS;INFM;PRS	V;IPFV;MASC;IND;SG;3;FIN;ACT
göçebe	البدوية	göçebe	بَدَوِيّ		ADJ;NOM;DEF;FEM;SG
göçebe	المتجول	göçebe	مُتَجَوِّل		
göçebe	الرحل	göçebe	رَحل		N;NOM;DEF;SG
üretici	المصنعين	üretici	مُصَنِّع		N;NOM;DEF;PL
üretici	المنتج	üretici	مُنتَج		N;NOM;DEF;SG
üretici	منتجة	üretici	مُنتِج		ADJ;NOM;INDF;FEM;SG
üretici	منتج	üretici	مُنتَج		N;NOM;INDF;SG
üretici	المنتجة	üretici	مُنتِج		ADJ;NOM;DEF;FEM;SG
üretici	الصانع	üretici	صَانِع		N;NOM;DEF;SG
üretici	مصنع	üretici	مَصنَع		N;NOM;INDF;SG
üretici	المصنع	üretici	مَصنَع		N;NOM;DEF;SG
zagreb	زغرب	zagreb	زَغرَب	PROPN;NOM;SG;3	
yüzbaşı	نقيب	yüzbaşı	نَقِيب		N;NOM;INDF;SG
yüzbaşı	الكابتن	yüzbaşı	الكابتن		
yüzbaşı	كابتن	yüzbaşı	كابتن		
yüzbaşı	قبطان	yüzbaşı	قُبطَان		N;NOM;INDF;SG
sex	جنس	sex	جنس		N;NOM;INDF;SG
sex	الجنس	sex	جِنس		N;NOM;DEF;SG
balıklar	مكه	balık	مٰكه	ADJ;NOM;PL;3	N;NOM;INDF;SG
balıklar	سمكة	balık	سُمكَة	ADJ;NOM;PL;3	N;NOM;INDF;SG
balıklar	السمك	balık	سَمَك	ADJ;NOM;PL;3	N;NOM;DEF;SG
balıklar	فيش	balık	فَيشَ	ADJ;NOM;PL;3	
balıklar	سمك	balık	سَمَك	ADJ;NOM;PL;3	
balıklar	الاسماك	balık	سَمَك	ADJ;NOM;PL;3	N;NOM;DEF;SG
fırsat	مناسبة	fırsat	مُنَاسَبَة		N;NOM;INDF;SG
fırsat	المناسبة	fırsat	مُنَاسَبَة		N;NOM;DEF;SG
fırsat	فرصة	fırsat	فُرصَة		N;NOM;INDF;SG
fırsat	الفرص	fırsat	فُرصَة		N;NOM;DEF;PL
fırsat	الفرصة	fırsat	فُرصَة		N;NOM;DEF;SG
sparta	اسبرطة	sparta	اسبرطة	PROPN;NOM;SG;3	
sparta	سبارتان	sparta	سِبَار	PROPN;NOM;SG;3	N;NOM;INDF;DU
sparta	سبارتا	sparta	سَبَار	PROPN;NOM;SG;3	
dortmund	دورتموند	dortmund	دورتموند	PROPN;NOM;SG;3	
direk	مباشرة	direk	مُبَاشَرَة		N;NOM;INDF;SG
direk	مباشر	direk	مُبَاشِر		ADJ;NOM;INDF;MASC;SG
direk	المباشر	direk	مُبَاشِر		ADJ;NOM;DEF;MASC;SG
direk	di	direk	مَثّ		
direk	قطب	direk	قطب		
direk	القطب	direk	قُطب		N;NOM;DEF;SG
direk	السارية	direk	سَارِيّ		N;NOM;DEF;SG
direk	سارية	direk	سَارِي		ADJ;NOM;INDF;FEM;SG
direk	مباشرة	direk	مُبَاشَرَة		N;NOM;INDF;SG
letonya	ولاتفيا	letonya	ولاتفيا	PROPN;NOM;SG;3	
letonya	لاتفيا	letonya	لاتفيا	PROPN;NOM;SG;3	
marco	ماركو	marco	ماركو		
cleveland	كليفلاند	cleveland	كلِيفلَاند	PROPN;NOM;SG;3	
