úseky	раздели	úsek	разделя-(се)	N;INAN;NOM;MASC;PL;POS	V;PFV;IMP;SG;2;FIN
specializované	специализирани	specializovaný	специализирам	ADJ;NOM;NEUT;SG;POS	V;PFV;INDF;PL;V.PTCP;PASS
provence	прованс	provence	прованс	PROPN;NOM;FEM;SG;POS	N;INDF;MASC;SG
parc	parc	parc	parc	N;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
beatles	бийтълс	beatles	бийтълс	N;MASC;SG;POS	N;INDF;MASC;PL
parky	паркс	park	паркс	N;INAN;NOM;MASC;PL;POS	N;INDF;FEM;SG
michigan	мичиган	michigan	мичиган	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
michigan	мичигън	michigan	мичигън	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
kost	кости	kost	кост	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
znalost	знания	znalost	знание	N;NOM;FEM;SG;POS	N;INDF;NEUT;PL
znalost	познания	znalost	познание	N;NOM;FEM;SG;POS	N;INDF;NEUT;PL
protesty	протест	protest	протест	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;SG
skotska	шотландия	skotsko	шотландия	PROPN;NOM;NEUT;SG;POS	N;INDF;FEM;SG
daň	данъци	daň	данък	N;NOM;FEM;SG;POS	N;INDF;MASC;PL
bohemia	бохемия	bohemie	бохемия	PROPN;FEM;POS	PROPN;INDF;FEM;SG
soutěžní	конкуренция	soutěžní	конкуренция	ADJ;NOM;MASC;SG;POS	N;INDF;FEM;SG
soutěžní	конкурс	soutěžní	конкурс	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;SG
soutěžní	състезание	soutěžní	състезание	ADJ;NOM;MASC;SG;POS	N;INDF;NEUT;SG
soutěžní	конкурентно	soutěžní	конкурентно	ADJ;NOM;MASC;SG;POS	ADV
soutěžní	конкурентни	soutěžní	конкурентен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;PL
prvotní	първично	prvotní	първичен	ADJ;NOM;MASC;SG;POS	ADV
čtrnáct	четиринадесет	čtrnáct	четиринадесет	NUM;NOM;SG	NUM;INDF;PL
reagoval	реагира	reagovat	реагирам	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
reagoval	реагирал	reagovat	реагирам	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
cestování	пътувания	cestování	пътуване	N;NOM;NEUT;SG;POS	N;INDF;NEUT;PL
cestování	пътувам	cestování	пътувам	N;NOM;NEUT;SG;POS	V;IPFV;IND;SG;1;PRS;FIN;ACT
cestování	пътуват	cestování	пътувам	N;NOM;NEUT;SG;POS	V;IPFV;IND;PL;3;PRS;FIN;ACT
cestování	пътешествия	cestování	пътешествие	N;NOM;NEUT;SG;POS	N;INDF;NEUT;PL
cestování	пътуващи	cestování	пътувам	N;NOM;NEUT;SG;POS	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
cestování	пътувам	cestování	пътувам	N;NOM;NEUT;SG;POS	V;IPFV;IND;SG;1;PRS;FIN;ACT
cestování	пътува	cestování	пътувам	N;NOM;NEUT;SG;POS	V;IPFV;IND;SG;3;PRS;FIN;ACT
holub	гълъби	holub	гълъб	N;ANIM;NOM;MASC;SG;POS	N;INDF;FEM;PL
logické	логично	logický	логично	ADJ;NOM;NEUT;SG;POS	ADV
logické	логика	logický	логика	ADJ;NOM;NEUT;SG;POS	N;INDF;FEM;SG
pozvání	поканите	pozvání	покана	N;NOM;NEUT;SG;POS	N;DEF;FEM;PL
pozvání	покани	pozvání	покана	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
pozvání	покани	pozvání	покана	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
pozvání	покани	pozvání	покана	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
vyrobeny	произведени	vyrobený	произведа	ADJ;INAN;PL;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
vyrobeny	произведена	vyrobený	произведа	ADJ;INAN;PL;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
vyrobeny	произведен	vyrobený	произведа	ADJ;INAN;PL;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
vyrobeny	произведено	vyrobený	произведа	ADJ;INAN;PL;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
vyrobeny	направена	vyrobený	направя-(се)	ADJ;INAN;PL;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
vyrobeny	направено	vyrobený	направя-(се)	ADJ;INAN;PL;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
vyrobeny	направен	vyrobený	направя-(се)	ADJ;INAN;PL;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
vyrobeny	направени	vyrobený	направя-(се)	ADJ;INAN;PL;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
myšlenek	мисли	myšlenka	мисля	N;GEN;FEM;PL;POS	V;IPFV;IMP;SG;2;FIN
živě	живи	živě	жив	ADV;POS	ADJ;INDF;PL
živě	жива	živě	жив	ADV;POS	ADJ;INDF;FEM;SG
živě	live	živě	live	ADV;POS	ADJ
živě	жив	živě	жив	ADV;POS	ADJ;INDF;MASC;SG
živě	живей	živě	живей	ADV;POS	V;IPFV;IMP;SG;2;FIN
mitchell	мичел	mitchell	мичел	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
mitchell	мичъл	mitchell	мичъл	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
výroční	годишно	výroční	годишно	ADJ;NOM;MASC;SG;POS	ADV
orange	оранжев	orange	оранжев	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
orange	оранжева	orange	оранжева	PROPN;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
orange	оранжево	orange	оранжево	PROPN;INAN;NOM;MASC;SG;POS	ADV
orange	оранжеви	orange	оранжев	PROPN;INAN;NOM;MASC;SG;POS	ADJ;INDF;PL
orange	портокал	orange	портокал	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
hektarů	хектара	ha`hektar	хектар	N;INAN;GEN;MASC;PL;POS	N;DEF;MASC;SG
parků	паркс	park	паркс	N;INAN;GEN;MASC;PL;POS	N;INDF;FEM;SG
psáno	писмено	psaný	писмен	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADV
psáno	написана	psaný	напиша	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
psáno	написано	psaný	напиша	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
kate	кейт	kate	кейт	PROPN;NOM;FEM;SG;POS	N;INDF;FEM;SG
obrátil	обърната	obrátit	обърна-(се)	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
url	адреси	url	адрес	N;NOM;NEUT;SG;POS	N;INDF;MASC;PL
okolnosti	обстоятелство	okolnost	обстоятелство	N;NOM;FEM;PL;POS	N;INDF;NEUT;SG
liška	фокс	liška	фокс	N;NOM;FEM;SG;POS	PROPN;INDF;MASC;SG
liška	fox	liška	fox	N;NOM;FEM;SG;POS	PROPN;INDF;MASC;SG
peří	перата	peří	пера	N;NOM;NEUT;SG;POS	N;DEF;NEUT;PL
peří	пера	peří	пера	N;NOM;NEUT;SG;POS	N;INDF;NEUT;PL
carter	картър	carter	картър	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
silva	силва	silva	силва	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;FEM;SG
pocity	чуства	pocit	чуствам	N;INAN;NOM;MASC;PL;POS	V;IPFV;IND;SG;3;PRS;FIN;ACT
patrik	патрик	patrik	патрик	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
patrik	патрик	patrik	патрик	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
produktu	продукти	produkt	продукт	N;INAN;GEN;MASC;SG;POS	N;INDF;MASC;PL
potraviny	храна	potravina	храна	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
odstraněna	изтрит	odstraněný	изтрия	ADJ;POS;V.PTCP;PASS	N;INDF;MASC;SG
odstraněna	изтрита	odstraněný	изтрия	ADJ;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
odstraněna	изтрито	odstraněný	изтрия	ADJ;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
odstraněna	изтрити	odstraněný	изтрия	ADJ;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
odstraněna	премахната	odstraněný	премахен	ADJ;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
odstraněna	премахнато	odstraněný	премахна	ADJ;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
odstraněna	премахнат	odstraněný	премахна	ADJ;POS;V.PTCP;PASS	V;PFV;IND;PL;3;PRS;FIN;ACT
odstraněna	премахнати	odstraněný	премахна	ADJ;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
odstraněna	отстранени	odstraněný	отстраня-(се)	ADJ;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
kůry	лаят	kůra	лаят	N;NOM;FEM;SG;POS	V;IPFV;IND;PL;3;PRS;FIN;ACT
silver	сребърна	silver	сребърна-(се)	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
silver	сребърни	silver	сребърен	PROPN;INAN;NOM;MASC;SG;POS	ADJ;INDF;PL
silver	силвър	silver	силвър	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
silver	сребро	silver	сребро	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
silver	сребърен	silver	сребърен	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
kovové	метално	kovový	метално	ADJ;NOM;MASC;PL;POS	ADV
kovové	метален	kovový	метален	ADJ;NOM;MASC;PL;POS	ADJ;INDF;MASC;SG
kovové	метална	kovový	метален	ADJ;NOM;MASC;PL;POS	ADJ;INDF;FEM;SG
joan	джоан	joan	джоан	PROPN;NOM;FEM;SG;POS	N;INDF;FEM;SG
joan	джоун	joan	джоун	PROPN;NOM;FEM;SG;POS	PROPN;INDF;MASC;SG
zajímá	заинтересовани	zajímat	заинтересован	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	ADJ;INDF;PL
zajímá	заинтересована	zajímat	заинтересован	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	ADJ;INDF;FEM;SG
zajímá	заинтригуван	zajímat	заинтригувам	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zajímá	заинтересуван	zajímat	заинтересувам-(се)	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zajímá	заинтересован	zajímat	заинтересовам	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	ADJ;INDF;MASC;SG
reklama	рекламен	reklama	рекламен	N;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
reklama	реклами	reklama	реклам	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
návod	ръчна	návod	ръчен	N;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
návod	ръчни	návod	ръчен	N;INAN;NOM;MASC;SG;POS	ADJ;INDF;PL
návod	инструкции	návod	инструкция	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;PL
návod	указания	návod	указание	N;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;PL
naši	нашият	můj	наш	DET;NOM;MASC;PL;1	DET;DEF;MASC;SG;1
naši	наша	můj	наш	DET;NOM;MASC;PL;1	DET;INDF;FEM;SG;1
naši	нашия	můj	наш	DET;NOM;MASC;PL;1	DET;DEF;MASC;SG;1
naši	нашата	můj	наш	DET;NOM;MASC;PL;1	DET;DEF;FEM;SG;1
sierra	сиера	Sierra	сиера	PROPN;NOM;FEM;SG;POS	N;INDF;FEM;SG
pohyby	придвижване	pohyb	придвижване	N;INAN;NOM;MASC;PL;POS	N;INDF;NEUT;SG
pohyby	движение	pohyb	движение	N;INAN;NOM;MASC;PL;POS	N;INDF;NEUT;SG
poškozen	повреден	poškozený	повреден	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
poškozen	повредена	poškozený	повредя-(се)	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
poškozen	повредени	poškozený	повредя-(се)	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
poškozen	увреден	poškozený	увредя-(се)	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
poškozen	повредено	poškozený	повредя	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
poškozen	повреден	poškozený	повреден	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
poškozen	покварен	poškozený	покваря	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
poškozen	повредени	poškozený	повредя-(се)	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
poškozen	повредено	poškozený	повредя	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
výjimku	изключения	výjimka	изключение	N;ACC;FEM;SG;POS	N;INDF;NEUT;PL
umožnila	включено	umožnit	включа-(се)	V;PFV;POS;PST;V.PTCP;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
umožnila	включена	umožnit	включа-(се)	V;PFV;POS;PST;V.PTCP;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
true	верни	true	верен	N;INAN;NOM;MASC;SG;POS	ADJ;INDF;PL
true	вярно	true	верен	N;INAN;NOM;MASC;SG;POS	ADV
podepsána	подписано	podepsaný	подпиша-(се)	ADJ;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
podepsána	подписан	podepsaný	подпиша-(се)	ADJ;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
podepsána	подписани	podepsaný	подпиша-(се)	ADJ;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
podepsána	подпис	podepsaný	подпис	ADJ;POS;V.PTCP;PASS	N;INDF;MASC;SG
řidiče	състезатели	řidič	състезател	N;ANIM;ACC;MASC;SG;POS	N;INDF;MASC;PL
řidiče	шофьори	řidič	шофьор	N;ANIM;ACC;MASC;SG;POS	N;INDF;MASC;PL
řidiče	водачите	řidič	водач	N;ANIM;ACC;MASC;SG;POS	N;DEF;MASC;PL
řidiče	водачи	řidič	водач	N;ANIM;ACC;MASC;SG;POS	N;INDF;MASC;PL
oddělené	разделени	oddělený	разделя-(се)	ADJ;NOM;NEUT;PL;POS	V;PFV;INDF;PL;V.PTCP;PASS
oddělené	отделени	oddělený	отделя-(се)	ADJ;NOM;NEUT;PL;POS	V;PFV;INDF;PL;V.PTCP;PASS
oddělené	разделен	oddělený	разделя-(се)	ADJ;NOM;NEUT;PL;POS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
oddělené	разделени	oddělený	разделя-(се)	ADJ;NOM;NEUT;PL;POS	V;PFV;INDF;PL;V.PTCP;PASS
oddělené	отделно	oddělený	отделно	ADJ;NOM;NEUT;PL;POS	ADV
oddělené	отделна	oddělený	отделен	ADJ;NOM;NEUT;PL;POS	ADJ;INDF;FEM;SG
oddělené	отделен	oddělený	отделен	ADJ;NOM;NEUT;PL;POS	ADJ;INDF;MASC;SG
oddělené	отделени	oddělený	отделя-(се)	ADJ;NOM;NEUT;PL;POS	V;PFV;INDF;PL;V.PTCP;PASS
neštěstí	нещастия	neštěstí	нещаст	N;NOM;NEUT;SG;POS	N;INDF;NEUT;PL
neštěstí	бедствия	neštěstí	бедствие	N;NOM;NEUT;SG;POS	N;INDF;NEUT;PL
wiener	кренвирш	wiener	кренвирш	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
aktivních	активна	aktivní	активна	ADJ;GEN;MASC;PL;POS	ADJ;INDF;FEM;SG
aktivních	активно	aktivní	активно	ADJ;GEN;MASC;PL;POS	ADV
aktivních	активен	aktivní	активен	ADJ;GEN;MASC;PL;POS	ADJ;INDF;MASC;SG
loví	лов	lovit	лов	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	N;INDF;MASC;SG
velvyslanectví	посолства	velvyslanectví	посолство	N;NOM;NEUT;SG;POS	N;INDF;NEUT;PL
ovlivnit	влияние	ovlivnit	влияние	V;PFV;POS;NFIN	N;INDF;NEUT;SG
svobodná	сингъл	svobodný	сингъл	ADJ;NOM;FEM;SG;POS	N;INDF;MASC;SG
kovy	metal	kov	metal	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;SG
kovy	метъл	kov	метъл	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;SG
kovy	метал	kov	метал	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;SG
sinclair	синклеър	sinclair	синклеър	N;INAN;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
sinclair	синклер	sinclair	синклер	N;INAN;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
pilotní	пилот	pilotní	пилот	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;SG
zobrazí	показва	zobrazit	показвам-(се)	V;PFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
hradecká	храдецка	hradecký	храдецка	ADJ;NOM;FEM;SG;POS	N;INDF;FEM;SG
inteligentní	интелигентно	inteligentní	интелигентно	ADJ;ANIM;NOM;MASC;SG;POS	ADV
inteligentní	интелигентни	inteligentní	интелигентен	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;INDF;PL
přímá	преки	přímý	преки	ADJ;NOM;FEM;SG;POS	ADJ;INDF;PL
přímá	директно	přímý	директно	ADJ;NOM;FEM;SG;POS	ADV
přímá	пряко	přímý	пряко	ADJ;NOM;FEM;SG;POS	ADV
italia	italia	italia	italia	PROPN;NOM;FEM;SG;POS	PROPN;INDF;MASC;SG
zimy	уинтърс	zima	уинтърс	N;NOM;FEM;PL;POS	N;INDF;MASC;SG
larry	лари	larry	лара	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
finance	финанси	finance	финанси	N;NOM;FEM;PL;POS	N;INDF
finance	финансиране	finance	финансиране	N;NOM;FEM;PL;POS	N;INDF;NEUT;SG
finance	финанси	finance	финанси	N;NOM;FEM;PL;POS	N;INDF
norma	стандартна	norma	стандартен	N;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
norma	стандартни	norma	стандартен	N;NOM;FEM;SG;POS	ADJ;INDF;PL
norma	стандартно	norma	стандартен	N;NOM;FEM;SG;POS	ADV
norma	стандартен	norma	стандартен	N;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
napsali	написал	napsat	напиша	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
napsali	написа	napsat	напиша	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
blake	блейк	blaka	блейк	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
opakované	повторен	opakovaný	повторен	ADJ;NOM;MASC;PL;POS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zpíval	санг	zpívat	санг	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	N;INDF;NEUT;SG
vzory	дизайни	vzor	дизаен	N;INAN;NOM;MASC;PL;POS	ADJ;INDF;PL
podpořit	подпомагане	podpořit	подпомагане	V;PFV;POS;NFIN	N;INDF;NEUT;SG
podpořit	подкрепа	podpořit	подкрепа	V;PFV;POS;NFIN	N;INDF;FEM;SG
podpořit	поддръжка	podpořit	поддръжка	V;PFV;POS;NFIN	N;INDF;FEM;SG
olympic	олимпийски	olympic	олимпийски	N;INAN;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
zraněn	контузен	zraněný	контузен	ADJ;MASC;SG;POS;V.PTCP;PASS	N;INDF;MASC;SG
zraněn	ранена	zraněný	раня	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zraněn	ранен	zraněný	раня	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zraněn	ранени	zraněný	раня	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
zraněn	ранена	zraněný	раня	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zraněn	ранен	zraněný	раня	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zraněn	ранени	zraněný	раня	ADJ;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
volná	свободно	volný	свободно	ADJ;NOM;FEM;SG;POS	ADV
volná	свободни	volný	свободен	ADJ;NOM;FEM;SG;POS	ADJ;INDF;PL
volná	безплатни	volný	безплатен	ADJ;NOM;FEM;SG;POS	ADJ;INDF;PL
volná	безплатно	volný	безплатно	ADJ;NOM;FEM;SG;POS	ADV
temné	тъмна	temný	тъмен	ADJ;NOM;MASC;PL;POS	ADJ;INDF;FEM;SG
temné	тъмно	temný	тъмно	ADJ;NOM;MASC;PL;POS	ADV
temné	тъмен	temný	тъмен	ADJ;NOM;MASC;PL;POS	ADJ;INDF;MASC;SG
stockholmu	стокхолм	stockholm	стокхолм	N;INAN;DAT;MASC;SG;POS	PROPN;INDF;MASC;SG
jürgen	юрген	jürgen	юрген	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
pokorný	скромно	pokorný	скромен	ADJ;ANIM;NOM;MASC;SG;POS	ADV
pokorný	скромни	pokorný	скромен	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;INDF;PL
studuje	учене	studovat	учене	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	N;INDF;NEUT;SG
studuje	уча	studovat	уча-(се)	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
studuje	изучаване	studovat	изучаване	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	N;INDF;NEUT;SG
studuje	учим	studovat	уча-(се)	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;PL;1;PRS;FIN;ACT
potvrzeno	потвърдено	potvrzený	потвърдя	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
potvrzeno	потвърден	potvrzený	потвърдя	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
potvrzeno	потвърдена	potvrzený	потвърдя	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
potvrzeno	потвърдени	potvrzený	потвърдя	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
slabé	слабо	slabý	слабо	ADJ;NOM;MASC;PL;POS	ADV
slabé	слаб	slabý	слаб	ADJ;NOM;MASC;PL;POS	ADJ;INDF;MASC;SG
slabé	слаба	slabý	слаб	ADJ;NOM;MASC;PL;POS	ADJ;INDF;FEM;SG
tmavé	тъмно	tmavý	тъмно	ADJ;NOM;NEUT;SG;POS	ADV
germain	жермен	germain	жермен	PROPN;INAN;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
texasu	тексас	texas	тексас	PROPN;INAN;GEN;MASC;SG;POS	N;INDF;MASC;SG
bull	бик	být	бика	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
bull	бул	být	бул	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
spektra	спектъра	spektrum	спектър	N;NOM;NEUT;PL;POS	N;DEF;MASC;SG
spektra	спектър	spektrum	спектър	N;NOM;NEUT;PL;POS	N;INDF;MASC;SG
mann	ман	mann	ман	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
obdobné	подобно	obdobný	подобно	ADJ;NOM;MASC;PL;POS	ADV
obdobné	подобен	obdobný	подобен	ADJ;NOM;MASC;PL;POS	ADJ;INDF;MASC;SG
obdobné	сходен	obdobný	сходен	ADJ;NOM;MASC;PL;POS	ADJ;INDF;MASC;SG
obdobné	подобна	obdobný	подобен	ADJ;NOM;MASC;PL;POS	ADJ;INDF;FEM;SG
ana	ана	ana	ана	PROPN;NOM;FEM;SG;POS	PROPN;INDF;FEM;SG
zvýšené	повишена	zvýšený	повиша-(се)	ADJ;NOM;NEUT;SG;POS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zvýšené	увеличена	zvýšený	увелича-(се)	ADJ;NOM;NEUT;SG;POS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zvýšené	увеличен	zvýšený	увеличен	ADJ;NOM;NEUT;SG;POS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zvýšené	повишен	zvýšený	повиша-(се)	ADJ;NOM;NEUT;SG;POS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zvýšené	повишени	zvýšený	повиша-(се)	ADJ;NOM;NEUT;SG;POS	V;PFV;INDF;PL;V.PTCP;PASS
zvýšené	повишена	zvýšený	повиша-(се)	ADJ;NOM;NEUT;SG;POS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zvýšené	повишен	zvýšený	повиша-(се)	ADJ;NOM;NEUT;SG;POS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
paulo	пауло	paulo	пауло	PROPN;NOM;NEUT;SG;POS	PROPN;INDF;MASC;SG
paulo	паула	paulo	паула	PROPN;NOM;NEUT;SG;POS	N;INDF;FEM;SG
paulo	пола	paulo	пола	PROPN;NOM;NEUT;SG;POS	N;INDF;FEM;SG
provedeno	готово	provedený	готов	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADV
provedeno	направено	provedený	направя-(се)	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
provedeno	сторено	provedený	сторя-(се)	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
náhodně	случайна	náhodně	случаен	ADV;POS	ADJ;INDF;FEM;SG
náhodně	случайни	náhodně	случаен	ADV;POS	ADJ;INDF;PL
náhodně	случаен	náhodně	случаен	ADV;POS	ADJ;INDF;MASC;SG
grace	грейс	grace	грейс	PROPN;NOM;FEM;SG;POS	PROPN;INDF;FEM;SG
oslavy	тържество	oslava	тържество	N;NOM;FEM;PL;POS	N;INDF;NEUT;SG
oslavy	празнуване	oslava	празнуване	N;NOM;FEM;PL;POS	N;INDF;NEUT;SG
oslavy	празник	oslava	празник	N;NOM;FEM;PL;POS	N;INDF;MASC;SG
