nie	non	nie	non	PART;NEG	ADV
twarzy	facciale	twarz	facciale	N;GEN;FEM;SG	ADJ;SG
twarzy	facciali	twarz	facciale	N;GEN;FEM;SG	ADJ;PL
sky	cielo	ska	cielo		N;MASC;SG
sky	sky	ska	sky		N;MASC
sky	cieli	ska	ciele		N;MASC;PL
sierra	sierra	sierry	sierra		N;FEM;SG
logo	logo	Lóg	logo		N;MASC;SG
logo	loghi	Lóg	logo		N;MASC;PL
logo	logo	Lóg	logo		N;MASC;SG
logo	loghi	Lóg	logo		N;MASC;PL
dominik	domenico	dominika	domenico	PROPN;NOM;MASC;SG	ADJ;MASC;SG
dominik	dominik	dominika	dominik	PROPN;NOM;MASC;SG	N;SG
juz	già	juz	già		ADV
mury	parete	mur	parete	N;NOM;MASC;PL	N;FEM;SG
mury	muraglia	mur	muraglia	N;NOM;MASC;PL	N;FEM;SG
mury	muro	mur	muro	N;NOM;MASC;PL	N;MASC;SG
benz	benz	benz	benz		N
mówić	talk	mówić	talk	V;IPFV;NFIN;ACT	N;MASC
mówić	chiacchiere	mówić	chiacchiere	V;IPFV;NFIN;ACT	N;FEM;PL
zostaw	lascia	zostawić	lasciare	V;PFV;IMP;SG;2;FIN;ACT	V;IND;SG;2;PRS;FIN
zostaw	lasciate	zostawić	lasciare	V;PFV;IMP;SG;2;FIN;ACT	V;IMP;PL;2;PRS;FIN
andriej	andrej	andriej	andrej	PROPN;NOM;MASC;SG	N;MASC;SG
andriej	andrej	andriej	andrej	PROPN;NOM;MASC;SG	N;MASC;SG
andriej	andrei	andriej	andre	PROPN;NOM;MASC;SG	V;COND;SG;1;PRS;FIN
kolumny	colonna	kolumna	colonna	N;NOM;FEM;PL	N;FEM;SG
szwedzka	swedish	szwedzko	swedish	ADJ;NOM;FEM;SG	N;MASC
szwedzka	svedesi	szwedzko	svedese	ADJ;NOM;FEM;SG	N;PL
charlotte	charlotte	charlotty	charlotta	V;IPFV;IND;SG;PRS;FIN;ACT	N;FEM;SG
charlotte	carlotta	charlotty	carlotta	V;IPFV;IND;SG;PRS;FIN;ACT	N;FEM;SG
najwyższa	supreme	wysoki	supremo	ADJ;NOM;CMPR;FEM;SG	N;FEM;SG
brązowa	brown	brązowy	brown	ADJ;NOM;FEM;SG	N;MASC
brązowa	marrone	brązowy	marrone	ADJ;NOM;FEM;SG	N;MASC;SG
brązowa	marroni	brązowy	marrone	ADJ;NOM;FEM;SG	N;MASC;PL
powietrzne	antenna	powietrzny	antenna	ADJ;NOM;NEUT;SG	N;FEM;SG
spowodował	causati	spowodować	causare	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
nelson	nelson	nelson	nelson	V;IPFV;IND;SG;PRS;FIN;ACT	N;MASC;SG
dylan	dylan	dylan	dylan	PROPN;NOM;MASC;SG	N;MASC
cegły	mattoni	cegły	mattone		N;MASC;PL
cegły	mattone	cegły	mattone		N;MASC;SG
cegły	brick	cegły	brick		N
cegły	mattoni	cegły	mattone		N;MASC;PL
philippe	philippe	philippa	philippo	PROPN;NOM;MASC;SG	N;MASC
podobna	simili	podobny	simile	ADJ;NOM;FEM;SG	ADJ;PL
szybki	quick	szybki	quick	ADJ;NOM;MASC;SG	N
szybki	veloci	szybki	veloce	ADJ;NOM;MASC;SG	ADJ;PL
szybki	veloci	szybki	veloce	ADJ;NOM;MASC;SG	ADJ;PL
szybki	fast	szybki	fast	ADJ;NOM;MASC;SG	N
krytyki	critiche	krytyk	critica	N;GEN;FEM;SG	N;FEM;PL
krytyki	critiche	krytyk	critica	N;GEN;FEM;SG	N;FEM;PL
klasyczny	classici	klasyczny	classico	ADJ;NOM;MASC;SG	ADJ;MASC;PL
klasyczny	classic	klasyczny	classic	ADJ;NOM;MASC;SG	N
klasyczny	classiche	klasyczny	classico	ADJ;NOM;MASC;SG	ADJ;FEM;PL
klasyczny	classici	klasyczny	classico	ADJ;NOM;MASC;SG	ADJ;MASC;PL
upadek	cadere	upadek	cadere	N;NOM;MASC;SG	V;NFIN
upadek	cadi	upadek	cado	N;NOM;MASC;SG	V;IND;SG;2;PRS;FIN
upadek	caduta	upadek	cadere	N;NOM;MASC;SG	V;FEM;SG;PST;V.PTCP
mariana	marianna	mariany	marianna		N;FEM;SG
mariana	mariana	mariany	mariana		ADJ;FEM;SG
jon	jon	jon	jon	PROPN;NOM;MASC;SG	N
mediolan	milano	mediolan	milano	N;NOM;NEUT;SG	ADJ;MASC;SG
wyznaczony	designati	wyznaczyć	designare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
wyznaczony	designata	wyznaczyć	designare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
wyznaczony	designato	wyznaczyć	designare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
wyznaczony	nominato	wyznaczyć	nominare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
wyznaczony	nominati	wyznaczyć	nominare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
wyznaczony	nominate	wyznaczyć	nominare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
halina	halina	halina	halino	PROPN;NOM;FEM;SG	N;FEM;SG
uszkodzenia	danni	uszkodzenie	danno	N;NOM;NEUT;SG	N;MASC;PL
platforma	piattaforme	platforma	piattaforma	N;NOM;FEM;SG	N;FEM;PL
kurt	kurt	kurt	kurt	PROPN;NOM;MASC;SG	N;MASC;SG
meksykański	messicani	meksykański	messicano	ADJ;NOM;MASC;SG	N;MASC;PL
prawdy	truth	prawda	truth		N;MASC;SG
prawdy	verità	prawda	verità		N;FEM
prawdy	verita	prawda	verita		N;FEM;SG
cyfrowa	digitali	cyfrowy	digitale		N;MASC;PL
cyfrowa	digitale	cyfrowy	digitale		ADJ;SG
cyfrowa	digital	cyfrowy	digital		N
gks	gks	gks	gks		N;MASC
przeniesiona	spostato	przenieść	spostare	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
przeniesiona	commosso	przenieść	commuovere	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
przeniesiona	mosso	przenieść	muovere	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
przeniesiona	trasferita	przenieść	trasferire	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
przeniesiona	trasferito	przenieść	trasferire	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
eddie	eddie	edda	eddia	PROPN;NOM;MASC;SG	N
widoczny	visibili	widoczny	visibile	ADJ;NOM;MASC;SG	ADJ;PL
over	over	over	over		N
over	oltre	over	oltre		ADV
indyjski	indiani	indyjski	indiano	ADJ;NOM;MASC;SG	N;MASC;PL
indyjski	indian	indyjski	indian	ADJ;NOM;MASC;SG	N
typowy	tipici	typowy	tipico	ADJ;NOM;MASC;SG	ADJ;MASC;PL
typowy	tipiche	typowy	tipico	ADJ;NOM;MASC;SG	ADJ;FEM;PL
morgan	morgana	morgan	morgana		N;FEM;SG
morgan	morgan	morgan	morgan		N;FEM;SG
przemysłowych	industriali	przemysłowy	industriale	ADJ;GEN;MASC;PL	N;PL
przemysłowych	industrial	przemysłowy	industrial	ADJ;GEN;MASC;PL	N;FEM;SG
przemysłowych	industriale	przemysłowy	industriale	ADJ;GEN;MASC;PL	ADJ;SG
czwarta	quarta	czwarty	quarto		ADJ;FEM;SG
czwarta	quarto	czwarty	quarto		ADJ;MASC;SG
sound	sound	sounda	sound		N;MASC
sound	suoni	sounda	suono		N;MASC;PL
sound	suono	sounda	suono		N;MASC;SG
sound	sonoro	sounda	sonoro		ADJ;MASC;SG
zachowane	mantenuta	zachować	mantenere	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
zachowane	mantenuto	zachować	mantenere	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
zachowane	mantenuti	zachować	mantenere	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
zachowane	conservato	zachować	conservare	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
zachowane	mantenuto	zachować	mantenere	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
zachowane	trattenuta	zachować	trattenere	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
zachowane	conservata	zachować	conservare	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
zachowane	conservati	zachować	conservare	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
zachowane	conservato	zachować	conservare	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
zachowane	conservati	zachować	conservare	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
zachowane	conservate	zachować	conservare	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
zachowane	conservata	zachować	conservare	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
wiatr	eolico	wiatr	eolico	N;NOM;MASC;SG	ADJ;MASC;SG
silny	strong	silny	strong	ADJ;NOM;MASC;SG	N
silny	forti	silny	forte	ADJ;NOM;MASC;SG	ADJ;PL
dyskusje	discussione	dyskusja	discussione	N;NOM;FEM;PL	N;FEM;SG
turystycznych	turistico	turystyczny	turistico	ADJ;GEN;MASC;PL	ADJ;MASC;SG
turystycznych	turista	turystyczny	turista	ADJ;GEN;MASC;PL	N;SG
npa	npa	npa	npa		N;MASC
carter	carter	carter	carter		N;MASC;SG
morski	marine	morski	marina	ADJ;NOM;MASC;SG	N;FEM;PL
morski	marino	morski	marino	ADJ;NOM;MASC;SG	N;MASC;SG
morski	marittimi	morski	marittimo	ADJ;NOM;MASC;SG	N;MASC;PL
morski	nautici	morski	nautice	ADJ;NOM;MASC;SG	N;MASC;PL
morski	nautica	morski	nautica	ADJ;NOM;MASC;SG	N;FEM;SG
universal	universal	universal	universal		N;FEM;SG
universal	universali	universal	universale		ADJ;PL
universal	universale	universal	universale		ADJ;SG
rumuński	rumeni	rumuński	rumeno	ADJ;NOM;MASC;SG	N;MASC;PL
zielonych	verdi	zielony	verde	ADJ;GEN;MASC;PL	N;MASC;PL
samochodowych	automotive	samochodowy	automotivo	ADJ;GEN;MASC;PL	N;FEM;SG
synagogi	sinagoghe	synagog	sinagogo	N;GEN;FEM;SG	N;FEM;PL
twórcą	creatrice	twórca	creatrice	N;INS;MASC;SG	ADJ;FEM;SG
set	imposta	set	imposta		N;FEM;SG
set	set	set	set		N;MASC
set	impostare	set	impostare		V;NFIN
set	seth	set	seth		N;MASC;SG
prawne	legali	prawny	legale	ADJ;NOM;NEUT;SG	ADJ;PL
gwiazdki	stelle	gwiazdka	stella	N;NOM;FEM;SG	N;FEM;PL
pikardia	piccardia	pikardia	piccardia	V;IPFV;IND;SG;2;FIN;ACT	N;FEM;SG
przyznano	concesse	przyznać	concedere	V;PFV;IND;0;PST;FIN;ACT	V;IND;PL;3;PST;FIN
boże	god	boży	god		
boże	dio	boży	dio		N;MASC;SG
ćwiczenia	pratica	ćwiczenie	pratica	N;NOM;NEUT;PL	N;FEM;SG
ćwiczenia	praticare	ćwiczenie	praticare	N;NOM;NEUT;PL	V;NFIN
ćwiczenia	allenamento	ćwiczenie	allenamento	N;NOM;NEUT;PL	N;MASC;SG
ćwiczenia	esercizio	ćwiczenie	esercizio	N;NOM;NEUT;PL	N;MASC;SG
zabytkowy	storiche	zabytkowy	storico	ADJ;NOM;MASC;SG	ADJ;FEM;PL
sojusz	alleanze	sojusz	alleanza	N;NOM;MASC;SG	N;FEM;PL
sojusz	alliance	sojusz	alliance	N;NOM;MASC;SG	ADJ;FEM;PL
express	espressi	express	esprimere		V;MASC;PL;PST;V.PTCP
express	express	express	express		N
express	espresso	express	esprimere		V;MASC;SG;PST;V.PTCP
express	espressa	express	espresso		ADJ;FEM;SG
obowiązek	doveri	obowiązek	dovere	N;NOM;MASC;SG	N;MASC;PL
obowiązek	obblighi	obowiązek	obbligo	N;NOM;MASC;SG	N;MASC;PL
roy	roy	roy	roy	PROPN;NOM;MASC;SG	N
alt	alt	alt	alt		N
soli	sale	sola	sala		N;MASC;SG
statusu	stato	status	essere	N;GEN;MASC;SG	V;MASC;SG;PST;V.PTCP
piwa	birre	piwo	birra	N;ACC;NEUT;SG	N;FEM;PL
piwa	birre	piwo	birra	N;ACC;NEUT;SG	N;FEM;PL
glasgow	glasgow	glasg	glasgow	PROPN;NOM;MASC;SG	N;MASC;SG
steven	stefano	steven	stefare	PROPN;NOM;MASC;SG	ADJ;MASC;SG
steven	steven	steven	steven	PROPN;NOM;MASC;SG	N;MASC;SG
radom	radom	rada	radom		N;MASC
campbell	campbell	campbell	campbell	PROPN;NOM;MASC;SG	N;SG
toyota	toyota	toyota	toyota		N;FEM;SG
przebudowy	rimodellamento	przebudowy	rimodellamento		N;MASC;SG
carla	carla	carlać	carla		N;FEM;SG
carla	carlo	carlać	carlo		N;MASC;SG
carla	carl	carlać	carla		N;MASC;SG
alkoholu	alcoli	alkohol	alcolo	N;GEN;MASC;SG	N;MASC;PL
stopy	piedini	stopa	piedino		N;MASC;PL
stopy	piedi	stopa	piede		N;MASC;PL
stopy	foot	stopa	foot		N;MASC
stopy	piede	stopa	piede		N;MASC;SG
stopy	piedi	stopa	piede		N;MASC;PL
stopy	leghe	stopa	leghe		N;FEM;PL
getta	ghetti	getto	ghetto	N;GEN;NEUT;SG	N;MASC;PL
młoda	giovani	młody	giovane	ADJ;NOM;FEM;SG	N;PL
młoda	giovane	młody	giovane	ADJ;NOM;FEM;SG	N;SG
młoda	young	młody	young	ADJ;NOM;FEM;SG	N
wykonywane	eseguito	wykonywać	eseguire	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
wykonywane	eseguiti	wykonywać	eseguire	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
wykonywane	giustiziato	wykonywać	giustiziare	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
wykonywane	eseguita	wykonywać	eseguire	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
wykonywane	eseguito	wykonywać	eseguire	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
wykonywane	eseguiti	wykonywać	eseguire	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
wykonywane	eseguita	wykonywać	eseguire	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
a	ambassador	a	ambassadore	CONJ	N
a	ambasciatore	a	ambasciatore	CONJ	N;MASC;SG
a	ambasciatrice	a	ambasciatore	CONJ	N;FEM;SG
ceremonii	cerimonie	ceremonia	cerimonia	N;GEN;FEM;SG	N;FEM;PL
dmitrij	dmitrij	dmitrować	dmitrijb	PROPN;NOM;MASC;SG	N;MASC;SG
dmitrij	dmitri	dmitrować	dmitro	PROPN;NOM;MASC;SG	N;MASC;SG
dmitrij	dimitri	dmitrować	dimitro	PROPN;NOM;MASC;SG	N;MASC;SG
dmitrij	dmitrij	dmitrować	dmitrijb	PROPN;NOM;MASC;SG	N;MASC;SG
dmitrij	dmitry	dmitrować	dmitry	PROPN;NOM;MASC;SG	N;MASC;SG
dmitrij	dimitri	dmitrować	dimitro	PROPN;NOM;MASC;SG	N;MASC;SG
audio	audio	audio	audio		N;MASC
bull	toro	bull	toro		N;MASC;SG
bull	bull	bull	bull		N;MASC
île	île	île	il		N;MASC;SG
zgłosił	segnalati	zgłosić	segnalare	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
zgłosił	segnalate	zgłosić	segnalare	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;FEM;PL;PST;V.PTCP
wacława	venceslao	wacława	venceslao		N;FEM;SG
wwe	wwe	wwać	wwe		N;MASC
służący	servitore	służąc	servitore	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;MASC;SG
służący	servo	służąc	servo	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;MASC;SG
służący	servitù	służąc	servitù	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;FEM
służący	servitori	służąc	servitore	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;MASC;PL
służący	servi	służąc	servo	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;MASC;PL
służący	servitù	służąc	servitù	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;FEM
służący	valletto	służąc	valletto	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;MASC;SG
przeprowadzone	condotti	przeprowadzić	condurre	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
przeprowadzone	condotto	przeprowadzić	condurre	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
przeprowadzone	eseguito	przeprowadzić	eseguire	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
przeprowadzone	eseguiti	przeprowadzić	eseguire	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
przeprowadzone	eseguita	przeprowadzić	eseguire	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
białka	proteine	białko	proteina	N;ACC;NEUT;SG	N;FEM;PL
białka	proteine	białko	proteina	N;ACC;NEUT;SG	N;FEM;PL
śmiertelna	letali	śmiertelny	letale	ADJ;NOM;FEM;SG	ADJ;PL
śmiertelna	fatali	śmiertelny	fatale	ADJ;NOM;FEM;SG	ADJ;PL
śmiertelna	mortali	śmiertelny	mortale	ADJ;NOM;FEM;SG	ADJ;PL
śmiertelna	mortal	śmiertelny	mortal	ADJ;NOM;FEM;SG	N;MASC;SG
lorenzo	lorenzo	lorenzo	lorenzo	PROPN;NOM;MASC;SG	N;MASC;SG
doświadczenie	esperienze	doświadczenie	esperienza	N;NOM;NEUT;SG	N;FEM;PL
doświadczenie	experience	doświadczenie	experience	N;NOM;NEUT;SG	N;FEM;PL
opinię	commenti	opinia	commento	N;ACC;FEM;SG	N;MASC;PL
cywilnej	civili	cywilny	civile	ADJ;GEN;FEM;SG	N;PL
grant	sovvenzione	grant	sovvenzione		N;FEM;SG
grant	grant	grant	grant		N;MASC
wystąpienia	discorsi	wystąpienie	discorso	N;GEN;NEUT;SG	N;MASC;PL
dowód	prove	dowód	prova	N;ACC;MASC;SG	N;FEM;PL
dowód	prove	dowód	prova	N;ACC;MASC;SG	N;FEM;PL
norman	normanni	norman	normanno	PROPN;NOM;MASC;SG	N;MASC;PL
norman	normanna	norman	normanna	PROPN;NOM;MASC;SG	ADJ;FEM;SG
norman	norman	norman	norman	PROPN;NOM;MASC;SG	N;MASC;SG
zatoce	golfo	zatoc	golfo		N;MASC;SG
people	gente	peopło	gente		N;FEM;SG
people	persone	peopło	persona		N;FEM;PL
zamknięte	bloccato	zamknąć	bloccare	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
zamknięte	chiusi	zamknąć	chiuso	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;MASC;PL
zamknięte	chiusa	zamknąć	chiudere	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
zamknięte	chiuse	zamknąć	chiuso	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;FEM;PL
bolszewickiej	bolscevichi	bolszewicki	bolscevico	ADJ;GEN;FEM;SG	N;MASC;PL
marino	marino	marino	marino		N;MASC;SG
islandii	islanda	islandia	islanda		N;FEM;SG
elektrycznej	elettricità	elektryczny	elettricità	ADJ;GEN;FEM;SG	N;FEM
fizyczne	fisiche	fizyczny	fisico	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
fizyczne	fisica	fizyczny	fisica	ADJ;NOM;NEUT;SG	N;FEM;SG
fizyczne	fisici	fizyczny	fisico	ADJ;NOM;NEUT;SG	N;MASC;PL
kara	punizioni	kara	punizione	N;NOM;FEM;SG	N;FEM;PL
montevideo	montevideo	montevideo	montevideo	PROPN;NOM;MASC;SG	N;FEM;SG
bomby	bombe	bomba	bomba	N;ACC;FEM;SG	N;FEM;PL
bomby	bombe	bomba	bomba	N;ACC;FEM;SG	N;FEM;PL
konwencji	convenzioni	konwencja	convenzione	N;GEN;FEM;SG	N;FEM;PL
ontario	ontario	ontario	ontario	PROPN;NOM;MASC;SG	N;MASC;SG
golden	golden	golden	golden		N;MASC;SG
golden	dorata	golden	dorata		V;FEM;SG;PST;V.PTCP
golden	dorato	golden	dorare		ADJ;MASC;SG
wydawane	rilasciati	wydawać	rilasciare	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
wydawane	rilasciato	wydawać	rilasciare	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
wydawane	emessi	wydawać	emettere	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
wydawane	rilasciata	wydawać	rilasciare	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
wydawane	emesso	wydawać	emettere	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
wykorzystywana	maltrattato	wykorzystywać	maltrattare	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
wykorzystywana	abusato	wykorzystywać	abusare	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
bobby	bobby	bobby	bobby		N;MASC
normy	norme	norma	norma		N;FEM;PL
normy	norma	norma	norma		N;FEM;SG
normy	norm	norma	norm		N
normy	standard	norma	standard		N;MASC
channel	canali	channel	canale		N;MASC;PL
channel	canale	channel	canale		N;MASC;SG
channel	channel	channel	channel		N;MASC
lek	stupefacenti	lek	stupefacente	N;NOM;MASC;SG	N;MASC;PL
ogólna	generico	ogólny	generico	ADJ;NOM;FEM;SG	N;MASC;SG
ogólna	generiche	ogólny	generico	ADJ;NOM;FEM;SG	ADJ;FEM;PL
ogólna	generici	ogólny	generico	ADJ;NOM;FEM;SG	ADJ;MASC;PL
ogólna	generali	ogólny	generale	ADJ;NOM;FEM;SG	N;MASC;PL
ogólna	general	ogólny	general	ADJ;NOM;FEM;SG	N;FEM;SG
ogólna	generalità	ogólny	generalità	ADJ;NOM;FEM;SG	N;FEM
romeo	romeo	romeo	romeo		N;MASC;SG
interpretacji	interpretazioni	interpretacja	interpretazione	N;GEN;FEM;SG	N;FEM;PL
gitary	chitarre	gitar	chitarra		N;FEM;PL
gitary	guitar	gitar	guitare		N;MASC
gitary	chitarra	gitar	chitarra		N;FEM;SG
gitary	chitarre	gitar	chitarra		N;FEM;PL
dziennie	quotidiano	dziennie	quotidiano	ADV	ADJ;MASC;SG
dziennie	giornaliero	dziennie	giornaliero	ADV	ADJ;MASC;SG
dziennie	daily	dziennie	daily	ADV	N;MASC
dziewczyny	ragazza	dziewczyna	ragazza	N;NOM;FEM;PL	N;FEM;SG
wewnętrznego	interni	wewnętrzny	interno	ADJ;ACC;MASC;SG	ADJ;MASC;PL
zapłonu	accensione	zapłon	accensione		N;FEM;SG
wrzenia	ebollizione	wrzenie	ebollizione		N;FEM;SG
wrzenia	bollente	wrzenie	bollente		ADJ;SG
saksofon	sassofono	saksofon	sassofono	V;IPFV;IND;SG;PRS;FIN;ACT	N;MASC;SG
brukseli	bruxelles	bruksel	bruxelles		N;FEM;SG
brukseli	brussels	bruksel	brussels		N;MASC
przyjaźni	amicizia	przyjaźń	amicizia	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
działo	cannon	dziać	cannon	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	N;MASC;SG
działo	cannoni	dziać	cannone	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	N;MASC;PL
działo	cannone	dziać	cannone	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	N;MASC;SG
jaskinia	grotta	jaskiniać	grotta		N;FEM;SG
jaskinia	cave	jaskiniać	cava		N;FEM;PL
jaskinia	caverna	jaskiniać	caverna		N;FEM;SG
katastrofa	disastri	katastrofa	disastro	N;NOM;FEM;SG	N;MASC;PL
suma	totale	suma	totale	N;NOM;FEM;SG	ADJ;SG
ann	ann	ann	ann	PROPN;NOM;FEM;SG	N;FEM;SG
miał	aveva	mieć	avere	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
miał	avevano	mieć	avere	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PL;3;IPFV;FIN
zły	cattiva	zły	cattivo		ADJ;FEM;SG
zły	bad	zły	bad		N;SG
zły	pessimo	zły	pessimo		ADJ;MASC;SG
zły	cattivi	zły	cattivo		ADJ;MASC;PL
zły	male	zły	male		ADV
zły	cattivo	zły	cattivo		ADJ;MASC;SG
zły	arrabbiati	zły	arrabbiare		V;MASC;PL;PST;V.PTCP
zły	arrabbiato	zły	arrabbiare		ADJ;MASC;SG
zły	infuriato	zły	infuriare		V;MASC;SG;PST;V.PTCP
zły	arrabbiata	zły	arrabbiare		V;FEM;SG;PST;V.PTCP
zły	male	zły	male		ADV
zły	malvagio	zły	malvagio		ADJ;MASC;SG
zły	evil	zły	evile		N
wyjścia	esci	wyjście	esco	N;NOM;NEUT;SG	V;IMP;SG;2;PRS;FIN
wyjścia	uscite	wyjście	uscire	N;NOM;NEUT;SG	N;FEM;PL
wyjścia	uscite	wyjście	uscire	N;NOM;NEUT;SG	N;FEM;PL
sierpień	august	sierpienie	august		N;MASC
sierpień	agosto	sierpienie	agosto		N;MASC;SG
sierpień	agosto	sierpienie	agosto		N;MASC;SG
przekazany	inoltrati	przekazać	inoltrare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
przekazany	inoltrato	przekazać	inoltrare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
przekazany	inoltrate	przekazać	inoltrare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
przekazany	trasmessa	przekazać	trasmettere	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
