din	f	din	!	ADP;ACC	
roberto	روبرتو	roberto	رُوبِرتُو	PROPN	
roberto	روبيرتو	roberto	رُوبِيرتُو	PROPN	
extern	الخارجية	extern	خَارِجِيَّة	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
extern	خارجية	extern	خَارِجِيَّة	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
arii	المجالات	arie	مَجَال	N;INDF;FEM;PL	N;NOM;DEF;PL
arii	المناطق	arie	مِنطَقَة	N;INDF;FEM;PL	N;NOM;DEF;PL
lumi	العالمين	lume	عَالَم	N;INDF;FEM;PL	ADJ;ACC;DEF;MASC;PL
lumi	العوالم	lume	عَالَم	N;INDF;FEM;PL	N;NOM;DEF;PL
curge	التدفقات	curge	تَدَفُّق	V;IND;SG;3;PRS;FIN	N;NOM;DEF;PL
curge	تدفقات	curge	تَدَفُّق	V;IND;SG;3;PRS;FIN	N;NOM;INDF;PL
tha	ثا	tha	ثَا	N;INDF;MASC;SG	
localnici	المحليون	localnic	مَحَلِّيّ	ADJ;INDF;MASC;PL	N;NOM;DEF;PL
virtual	الافتراضي	virtual	اِفتِرَاضِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
plural	جمع	plural	جَمَع	N;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
plural	الجمع	plural	جَمع	N;INDF;MASC;SG	N;NOM;DEF;SG
gazduit	استضاف	gazduit	استضاف	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
gazduit	استضافة	gazduit	اِستِضَافَة	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
gazduit	استضافت	gazduit	اِستَضَاف	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;3;ACT
intelegerea	التفاهم	intelegere	تَفَاهُم	N;DEF;FEM;SG	N;NOM;DEF;SG
intelegerea	التفهم	intelegere	تَفَهُّم	N;DEF;FEM;SG	N;NOM;DEF;SG
intelegerea	فهم	intelegere	فَهِم	N;DEF;FEM;SG	V;PFV;MASC;SG;3;ACT
intelegerea	الفهم	intelegere	فَهم	N;DEF;FEM;SG	N;NOM;DEF;SG
intelegerea	تفاهم	intelegere	تَفَاهُم	N;DEF;FEM;SG	N;NOM;INDF;SG
echipajul	الطاقم	echipaj	طَاقِم	N;DEF;MASC;SG	N;NOM;DEF;SG
echipajul	طاقم	echipaj	طَاقِم	N;DEF;MASC;SG	N;NOM;INDF;SG
dispozitive	الاجهزة	dispozitiv	جِهَاز	N;INDF;FEM;PL	N;NOM;DEF;PL
riscul	المخاطرة	risc	مُخَاطَرَة	N;DEF;MASC;SG	N;NOM;DEF;SG
riscul	المخاطر	risc	مَخَاطِر	N;DEF;MASC;SG	N;NOM;DEF;PL
riscul	مخاطرة	risc	مُخَاطَرَة	N;DEF;MASC;SG	N;NOM;INDF;SG
asociata	المرتبط	asociat	مُرتَبِط	ADJ;DEF;FEM;SG	ADJ;NOM;DEF;MASC;SG
asociata	معاون	asociat	مُعَاوِن	ADJ;DEF;FEM;SG	N;NOM;INDF;SG
ofensiva	هجومية	ofensiva	هُجُومِيّ	N;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
ofensiva	الهجومية	ofensiva	هُجُومِيّ	N;DEF;FEM;SG	
ofensiva	هجومية	ofensiva	هُجُومِيّ	N;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
ofensiva	الهجومية	ofensiva	هُجُومِيّ	N;DEF;FEM;SG	
nunta	العرس	nunta	عَرس	N;DEF;FEM;SG	N;NOM;DEF;SG
nunta	زفاف	nunta	زِفَاف	N;DEF;FEM;SG	N;NOM;INDF;SG
nunta	عرس	nunta	عَرس	N;DEF;FEM;SG	N;NOM;INDF;SG
nunta	زواج	nunta	زَوَاج	N;DEF;FEM;SG	N;NOM;INDF;SG
nunta	العرس	nunta	عَرس	N;DEF;FEM;SG	N;NOM;DEF;SG
nunta	زفاف	nunta	زِفَاف	N;DEF;FEM;SG	N;NOM;INDF;SG
nunta	عرس	nunta	عَرس	N;DEF;FEM;SG	N;NOM;INDF;SG
nunta	زواج	nunta	زَوَاج	N;DEF;FEM;SG	N;NOM;INDF;SG
jefferson	جيفرسون	jefferson	جيفرسون	PROPN	
jefferson	جيفيرسون	jefferson	جيفيرسون	PROPN	
protest	الاحتجاج	protest	اِحتِجَاج	N;INDF;MASC;SG	N;NOM;DEF;SG
protest	الاحتجاجات	protest	اِحتِجَاج	N;INDF;MASC;SG	N;NOM;DEF;PL
protest	احتج	protest	اِحتَجّ	N;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
minte	البال	minte	بَال	N;INDF;FEM;SG	N;NOM;DEF;SG
minte	مانع	minte	مَانِع	N;INDF;FEM;SG	N;NOM;INDF;SG
minte	العقل	minte	عَقل	N;INDF;FEM;SG	N;NOM;DEF;SG
minte	عقل	minte	عَقَل	N;INDF;FEM;SG	
contractul	تعاقد	contract	تَعَاقُد	N;DEF;MASC;SG	N;NOM;INDF;SG
contractul	التعاقد	contract	تَعَاقُد	N;DEF;MASC;SG	N;NOM;DEF;SG
contractul	العقد	contract	عَقد	N;DEF;MASC;SG	N;NOM;DEF;SG
contractul	عقد	contract	عَقَد	N;DEF;MASC;SG	V;PFV;MASC;SG;3;ACT
parlamentar	برلمانية	parlamentar	بَرلَمَانِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
parlamentar	برلماني	parlamentar	بَرلَمَانِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
parlamentar	البرلماني	parlamentar	بَرلَمَانِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
carter	كارتر	carter	كارتر	PROPN	
agentii	عملاء	agent	عَمِيل	N;DEF;MASC;PL	N;NOM;INDF;PL
agentii	وكلاء	agent	وَكِيل	N;DEF;MASC;PL	N;NOM;INDF;PL
agentii	الوكلاء	agent	وَكِيل	N;DEF;MASC;PL	N;NOM;DEF;PL
agentii	العملاء	agent	عَمِيل	N;DEF;MASC;PL	N;NOM;DEF;PL
agentii	وكالات	agent	وِكَالَة	N;DEF;MASC;PL	N;NOM;INDF;PL
agentii	الوكالات	agent	وِكَالَة	N;DEF;MASC;PL	N;NOM;DEF;PL
agentii	عملاء	agent	عَمِيل	N;DEF;MASC;PL	N;NOM;INDF;PL
agentii	وكلاء	agent	وَكِيل	N;DEF;MASC;PL	N;NOM;INDF;PL
agentii	الوكلاء	agent	وَكِيل	N;DEF;MASC;PL	N;NOM;DEF;PL
agentii	العملاء	agent	عَمِيل	N;DEF;MASC;PL	N;NOM;DEF;PL
agentii	وكالات	agent	وِكَالَة	N;DEF;MASC;PL	N;NOM;INDF;PL
agentii	الوكالات	agent	وِكَالَة	N;DEF;MASC;PL	N;NOM;DEF;PL
recunoscute	المعترف	recunoscut	مُعتَرَف	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;MASC;SG
recunoscute	معترف	recunoscut	مُعتَرَف	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
frecventa	التردد	frecventa	تَرَدُّد	N;DEF;FEM;SG	N;NOM;DEF;SG
frecventa	تكرار	frecventa	تَكرَار	N;DEF;FEM;SG	N;NOM;INDF;SG
frecventa	التكرار	frecventa	تَكرَر	N;DEF;FEM;SG	N;NOM;DEF;SG
frecventa	تواتر	frecventa	تَوَاتُر	N;DEF;FEM;SG	N;NOM;INDF;SG
frecventa	تردد	frecventa	تَرَدُّد	N;DEF;FEM;SG	N;NOM;INDF;SG
frecventa	التردد	frecventa	تَرَدُّد	N;DEF;FEM;SG	N;NOM;DEF;SG
frecventa	تكرار	frecventa	تَكرَار	N;DEF;FEM;SG	N;NOM;INDF;SG
frecventa	التكرار	frecventa	تَكرَر	N;DEF;FEM;SG	N;NOM;DEF;SG
frecventa	تواتر	frecventa	تَوَاتُر	N;DEF;FEM;SG	N;NOM;INDF;SG
frecventa	تردد	frecventa	تَرَدُّد	N;DEF;FEM;SG	N;NOM;INDF;SG
mont	مونت	mont	مونت	N;INDF;MASC;SG	
traversat	عبرت	traversa	عَبَر	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;3;ACT
penal	جنائية	penal	جِنَائِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
penal	المجرم	penal	مَجرِم	N;INDF;MASC;SG	N;NOM;DEF;SG
ochiul	عين	ochi	عين	N;DEF;MASC;SG	
ochiul	العين	ochi	عَين	N;DEF;MASC;SG	N;NOM;DEF;SG
colonia	المستعمرة	colonie	مُستَعمِر	N;DEF;FEM;SG	N;NOM;DEF;SG
colonia	مستعمرة	colonie	مُستَعمِر	N;DEF;FEM;SG	N;NOM;INDF;SG
recomanda	توصية	recomanda	تَوصِيَة	V;IND;SG;3;IPFV;FIN	N;NOM;INDF;SG
recomanda	توصية	recomanda	تَوصِيَة	V;IND;SG;3;IPFV;FIN	N;NOM;INDF;SG
invata	تتعلم	invata	تَعَلَّم	V;IND;SG;3;IPFV;FIN	V;IPFV;MASC;IND;SG;2;FIN;ACT
invata	التعلم	invata	تَعَلُّم	V;IND;SG;3;IPFV;FIN	N;NOM;DEF;SG
invata	تعلموا	invata	تَعَلَّم	V;IND;SG;3;IPFV;FIN	V;PFV;MASC;PL;3;ACT
invata	تتعلم	invata	تَعَلَّم	V;IND;SG;3;IPFV;FIN	V;IPFV;MASC;IND;SG;2;FIN;ACT
invata	التعلم	invata	تَعَلُّم	V;IND;SG;3;IPFV;FIN	N;NOM;DEF;SG
invata	تعلموا	invata	تَعَلَّم	V;IND;SG;3;IPFV;FIN	V;PFV;MASC;PL;3;ACT
agenti	الوكلاء	agent	وَكِيل	N;INDF;MASC;PL	N;NOM;DEF;PL
agenti	العملاء	agent	عَمِيل	N;INDF;MASC;PL	N;NOM;DEF;PL
agenti	الوكلاء	agent	وَكِيل	N;INDF;MASC;PL	N;NOM;DEF;PL
agenti	العملاء	agent	عَمِيل	N;INDF;MASC;PL	N;NOM;DEF;PL
verzi	اخضر	verde	أَخضَر	ADJ;INDF;PL	
verzi	خضراء	verde	خَضِير	ADJ;INDF;PL	
verzi	خضر	verde	خضر	ADJ;INDF;PL	
verzi	الاخضر	verde	الاخضر	ADJ;INDF;PL	N;NOM;DEF;SG
adoptarea	التبني	adoptare	تَبَنِّي	N;DEF;FEM;SG	N;NOM;DEF;SG
adoptarea	تبني	adoptare	تَبَنِّي	N;DEF;FEM;SG	N;NOM;INDF;SG
harrison	هاريسون	harrison	هاريسون	PROPN	
dell	ديل	dell	دَيلَ	N;INDF;MASC;SG	
suprema	العليا	suprem	العليا	ADJ;DEF;FEM;SG	
suprema	العليا	suprem	العليا	ADJ;DEF;FEM;SG	
campbell	كامبيل	campbell	كامبيل	PROPN	
campbell	كامبل	campbell	كَامبِل	PROPN	
exprimare	تعبير	exprimare	تَعبِير	N;INDF;FEM;SG	N;NOM;INDF;SG
exprimare	التعبير	exprimare	تَعبِير	N;INDF;FEM;SG	N;NOM;DEF;SG
concentrare	التركيز	concentrare	تَركِيز	N;INDF;FEM;SG	N;NOM;DEF;SG
concentrare	تركيز	concentrare	تَركِيز	N;INDF;FEM;SG	N;NOM;INDF;SG
guvernatorul	حاكم	guvernator	حَاكِم	N;DEF;MASC;SG	
guvernatorul	محافظ	guvernator	مُحَافِظ	N;DEF;MASC;SG	N;NOM;INDF;SG
guvernatorul	الحاكم	guvernator	حَاكِم	N;DEF;MASC;SG	N;NOM;DEF;SG
harti	الخرائط	harti	خَرِيطَة	N;INDF;FEM;PL	N;NOM;DEF;PL
harti	الخرائط	harti	خَرِيطَة	N;INDF;FEM;PL	N;NOM;DEF;PL
minerva	منيرفا	minerva	مَنِيرِفَا	N;DEF;FEM;SG	
minerva	مينيرفا	minerva	مِينيرفَا	N;DEF;FEM;SG	
fabricarea	الصنع	fabricare	صَنع	N;DEF;FEM;SG	N;NOM;DEF;SG
fabricarea	تصنيع	fabricare	تَصنِيع	N;DEF;FEM;SG	N;NOM;INDF;SG
fabricarea	التصنيع	fabricare	تَصنِيع	N;DEF;FEM;SG	N;NOM;DEF;SG
fabricarea	تصنيع	fabricare	تَصنِيع	N;DEF;FEM;SG	N;NOM;INDF;SG
fabricarea	التصنيع	fabricare	تَصنِيع	N;DEF;FEM;SG	N;NOM;DEF;SG
estimata	المقدرة	estimată	مُقَدِّر	ADJ;DEF;FEM;SG	N;NOM;DEF;SG
four	اربع	four	أَربَعَة	N;INDF;MASC;SG	NUM;NOM;INDF;FEM
four	اربعة	four	أَربَعَة	N;INDF;MASC;SG	NUM;NOM;INDF;MASC
four	اربعه	four	اربعه	N;INDF;MASC;SG	PRO;NOM;MASC;SG;3
grupurile	الجماعات	grup	جَمَاعَة	N;DEF;FEM;PL	N;NOM;DEF;PL
grupurile	المجموعات	grup	مَجمُوعَة	N;DEF;FEM;PL	N;NOM;DEF;PL
grupurile	مجموعات	grup	مَجمُوعَة	N;DEF;FEM;PL	N;NOM;INDF;PL
absenta	الغياب	absenta	غِيَاب	N;DEF;FEM;SG	N;NOM;DEF;SG
absenta	غياب	absenta	غِيَاب	N;DEF;FEM;SG	N;NOM;INDF;SG
absenta	غائبة	absenta	غَائِبَة	N;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
absenta	غائب	absenta	غَائِب	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
absenta	غياب	absenta	غِيَاب	N;DEF;FEM;SG	N;NOM;INDF;SG
absenta	غائبا	absenta	غَائِب	N;DEF;FEM;SG	ADJ;ACC;INDF;MASC;SG
absenta	الغياب	absenta	غِيَاب	N;DEF;FEM;SG	N;NOM;DEF;SG
absenta	غياب	absenta	غِيَاب	N;DEF;FEM;SG	N;NOM;INDF;SG
sarbatori	الاجازة	sarbator	إِجَازَة	N;INDF;FEM;PL	N;NOM;DEF;SG
sarbatori	اجازة	sarbator	إِجَازَة	N;INDF;FEM;PL	N;NOM;INDF;SG
sarbatori	العطلة	sarbator	عُطلَة	N;INDF;FEM;PL	N;NOM;DEF;SG
sarbatori	عطلة	sarbator	عُطلَة	N;INDF;FEM;PL	N;NOM;INDF;SG
sarbatori	العطلات	sarbator	عَطَل	N;INDF;FEM;PL	N;NOM;DEF;PL
sarbatori	الاجازات	sarbator	إِجَازَة	N;INDF;FEM;PL	N;NOM;DEF;PL
sarbatori	الاعياد	sarbator	إِعيَاد	N;INDF;FEM;PL	N;NOM;DEF;SG
sarbatori	العطل	sarbator	عَطل	N;INDF;FEM;PL	N;NOM;DEF;SG
sarbatori	العطلات	sarbator	عَطَل	N;INDF;FEM;PL	N;NOM;DEF;PL
sarbatori	الاجازات	sarbator	إِجَازَة	N;INDF;FEM;PL	N;NOM;DEF;PL
sarbatori	الاعياد	sarbator	إِعيَاد	N;INDF;FEM;PL	N;NOM;DEF;SG
sarbatori	العطل	sarbator	عَطل	N;INDF;FEM;PL	N;NOM;DEF;SG
baile	الحمامات	bail	حَمَامَة	N;DEF;FEM;PL	N;NOM;DEF;PL
baile	حمامات	bail	حمامات	N;DEF;FEM;PL	N;NOM;INDF;PL
bord	لوح	bord	لَوح	N;INDF;MASC;SG	
bord	اللوح	bord	لَوح	N;INDF;MASC;SG	N;NOM;DEF;SG
armele	اسلحة	armă	سِلَاح	N;DEF;FEM;PL	N;NOM;INDF;PL
armele	الاسلحة	armă	سِلَاح	N;DEF;FEM;PL	N;NOM;DEF;PL
armele	اسلحة	armă	سِلَاح	N;DEF;FEM;PL	N;NOM;INDF;PL
armele	الاسلحة	armă	سِلَاح	N;DEF;FEM;PL	N;NOM;DEF;PL
armele	البنادق	armă	بُندُقِيَّة	N;DEF;FEM;PL	N;NOM;DEF;PL
prizonier	السجين	prizonier	سَجِين	N;INDF;MASC;SG	N;NOM;DEF;SG
parinte	الاب	parinte	الاب		
parinte	ابت	parinte	أَبتَ		
parinte	اب	parinte	آب		
tribunalul	المحكمة	tribunal	مَحكَمَة	N;DEF;MASC;SG	N;NOM;DEF;SG
leu	اسد	leu	اسد	N;INDF;MASC;SG	
leu	الاسد	leu	الاسد	N;INDF;MASC;SG	
subtire	سليم	subtire	سليم		
subtire	نحيف	subtire	نحيف		ADJ;NOM;INDF;MASC;SG
subtire	رفيع	subtire	رَفِيع		ADJ;NOM;INDF;MASC;SG
subtire	رقيق	subtire	رَقِيق		ADJ;NOM;INDF;MASC;SG
subtire	رقيقة	subtire	رَقِيقَة		ADJ;NOM;INDF;FEM;SG
subtire	نحيف	subtire	نحيف		ADJ;NOM;INDF;MASC;SG
subtire	رفيع	subtire	رَفِيع		ADJ;NOM;INDF;MASC;SG
subtire	رقيق	subtire	رَقِيق		ADJ;NOM;INDF;MASC;SG
subtire	رقيقة	subtire	رَقِيقَة		ADJ;NOM;INDF;FEM;SG
producatorul	الصانع	producator	صَانِع	N;DEF;MASC;SG	N;NOM;DEF;SG
producatorul	مصنع	producator	مَصنَع	N;DEF;MASC;SG	N;NOM;INDF;SG
producatorul	المصنع	producator	مَصنَع	N;DEF;MASC;SG	N;NOM;DEF;SG
germain	جيرمان	germain	جِيرَمَان	PROPN	
invers	الوراء	invers	وَرَاء	ADV	N;NOM;DEF;SG
invers	عكس	invers	عَكس	ADV	N;NOM;INDF;SG
invers	العكس	invers	عَكس	ADV	N;NOM;DEF;SG
desfasurare	الانتشار	desfasurare	اِنتِشَار	N;INDF;FEM;SG	N;NOM;DEF;SG
capitol	الفصل	capitol	فَصل	N;INDF;MASC;SG	N;NOM;DEF;SG
orele	الساعات	oră	سَاعَة	N;DEF;FEM;PL	N;NOM;DEF;PL
orele	ساعات	oră	سَاعَة	N;DEF;FEM;PL	N;NOM;INDF;PL
tabla	السبورة	tabla	سَبَورَة	N;DEF;FEM;SG	N;NOM;DEF;SG
tabla	تين	tabla	تين	N;DEF;FEM;SG	
tabla	تن	tabla	تن	N;DEF;FEM;SG	
tabla	القصدير	tabla	قَصدِير	N;DEF;FEM;SG	
tabla	لوح	tabla	لَوح	N;DEF;FEM;SG	
tabla	اللوح	tabla	لَوح	N;DEF;FEM;SG	N;NOM;DEF;SG
tabla	السبورة	tabla	سَبَورَة	N;DEF;FEM;SG	N;NOM;DEF;SG
metodele	اساليب	metodă	أُسلُوب	N;DEF;FEM;PL	N;NOM;INDF;PL
metodele	الاساليب	metodă	أُسلُوب	N;DEF;FEM;PL	N;NOM;DEF;PL
metodele	الطرائق	metodă	طَرِيقَة	N;DEF;FEM;PL	N;NOM;DEF;PL
harold	هارولد	harold	هارولد	PROPN	
compozitorul	الملحن	compozitor	مَلحَن	N;DEF;MASC;SG	N;NOM;DEF;SG
compozitorul	المؤلف	compozitor	مُؤَلِّف	N;DEF;MASC;SG	
blindate	مدرعة	blinda	مُدَرَّع	ADJ;INDF;FEM;PL	N;NOM;INDF;SG
blindate	مصفحة	blinda	مَصفَحَة	ADJ;INDF;FEM;PL	N;NOM;INDF;SG
blindate	المدرعة	blinda	مَدرَعَة	ADJ;INDF;FEM;PL	N;NOM;DEF;SG
blindate	مدرعة	blinda	مُدَرَّع	ADJ;INDF;FEM;PL	N;NOM;INDF;SG
blindate	مصفحة	blinda	مَصفَحَة	ADJ;INDF;FEM;PL	N;NOM;INDF;SG
blindate	المدرعة	blinda	مَدرَعَة	ADJ;INDF;FEM;PL	N;NOM;DEF;SG
roy	روي	roy	رَوِّيّ	PROPN	V;PFV;MASC;SG;3;ACT
roy	روى	roy	روى	PROPN	V;PFV;MASC;SG;3;ACT
brate	الاسلحة	brate	سِلَاح		N;NOM;DEF;PL
brate	الاسلحة	brate	سِلَاح		N;NOM;DEF;PL
proceselor	عمليات	proces	عَمَلِيَّة	N;DEF;FEM;PL	N;NOM;INDF;PL
parul	الشعر	par	شَعر	N;DEF;MASC;SG	N;NOM;DEF;SG
parul	شعر	par	شعر	N;DEF;MASC;SG	
parul	الشعر	par	شَعر	N;DEF;MASC;SG	N;NOM;DEF;SG
parul	شعر	par	شعر	N;DEF;MASC;SG	
universale	عالمية	universal	عَالَمِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
universale	العالمية	universal	عَالَمِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;FEM;SG
poduri	الجسور	pod	جِسر	N;INDF;FEM;PL	N;NOM;DEF;PL
negri	السود	negru	أَسوَد	ADJ;INDF;MASC;PL	N;NOM;DEF;PL
provizoriu	مؤقتا	provizoriu	مُؤَقَّت	ADV	ADJ;ACC;INDF;MASC;SG
normale	طبيعي	normal	طَبِيعِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
normale	عادي	normal	عَادِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
templu	المعبد	templu	مَعبَد	N;INDF;MASC;SG	N;NOM;DEF;SG
templu	تمبل	templu	مَبَّل	N;INDF;MASC;SG	
beneficiat	استفادت	beneficiat	اِستَفَاد	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;3;ACT
consumul	استهلاك	consum	اِستِهلَاك	N;DEF;MASC;SG	N;NOM;INDF;SG
consumul	الاستهلاك	consum	اِستِهلَاك	N;DEF;MASC;SG	N;NOM;DEF;SG
religii	الاديان	religie	دِين	N;INDF;FEM;PL	N;NOM;DEF;PL
religii	الديانات	religie	دِيَانَة	N;INDF;FEM;PL	N;NOM;DEF;PL
arsenal	ارسنال	arsenal	ارسنال	N;INDF;MASC;SG	
blocuri	الكتل	bloc	كَتل	N;INDF;FEM;PL	N;NOM;DEF;PL
achizitionat	المكتسبة	achizitiona	مُكتَسَبَة	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
achizitionat	اكتسبت	achizitiona	اِكتَسَب	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;3;ACT
achizitionat	اكتسب	achizitiona	اِكتَسَب	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
achizitionat	اشتريت	achizitiona	اِشتَرَى	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;3;PASS
executate	اعدم	executa	أَعدَم	ADJ;INDF;FEM;PL	V;PFV;MASC;SG;3;ACT
suburbie	ضاحية	suburbie	ضَاحِيَة	N;INDF;FEM;SG	N;NOM;INDF;SG
proprietarul	صاحب	proprietar	صَاحِب	N;DEF;MASC;SG	N;NOM;INDF;SG
proprietarul	مالك	proprietar	مَالِك	N;DEF;MASC;SG	
proprietarul	المالك	proprietar	مَالِك	N;DEF;MASC;SG	N;NOM;DEF;SG
nobili	النبلاء	nobil	نَبِيل	N;INDF;MASC;PL	N;NOM;DEF;PL
nobili	نبيل	nobil	نبيل	N;INDF;MASC;PL	
nobili	النبيل	nobil	نَبِيل	N;INDF;MASC;PL	N;NOM;DEF;SG
nobili	نوبل	nobil	نوبل	N;INDF;MASC;PL	
nobili	نبيلة	nobil	نَبِيل	N;INDF;MASC;PL	
nobili	النبيلة	nobil	نَبِيل	N;INDF;MASC;PL	N;NOM;DEF;SG
fortata	اجبرت	fortat	أَجبَر	ADJ;DEF;FEM;SG	V;PFV;FEM;SG;3;ACT
fortata	اجبر	fortat	أَجبَر	ADJ;DEF;FEM;SG	V;PFV;MASC;SG;3;ACT
fortata	مجبر	fortat	مُجَبِّر	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
fortata	القسري	fortat	قَسرِيّ	ADJ;DEF;FEM;SG	ADJ;NOM;DEF;MASC;SG
ducat	دوقية	ducat	دَوقِيّ	N;INDF;MASC;SG	
scuze	اسف	scuză	أَسف	N;INDF;FEM;PL	
scuze	الاسف	scuză	أَسف	N;INDF;FEM;PL	N;NOM;DEF;SG
scuze	عذرا	scuză	عَذَر	N;INDF;FEM;PL	N;ACC;INDF;SG
iubirea	العشق	iubire	عِشق	N;DEF;FEM;SG	N;NOM;DEF;SG
iubirea	احب	iubire	احب	N;DEF;FEM;SG	
iubirea	حب	iubire	حُبّ	N;DEF;FEM;SG	N;NOM;INDF;SG
iubirea	الحب	iubire	حُبّ	N;DEF;FEM;SG	N;NOM;DEF;SG
ann	ان	ann	أَنَّ	PROPN	CONJ
talent	الموهبة	talent	مَوهِبَة	N;INDF;MASC;SG	N;NOM;DEF;SG
talent	المواهب	talent	مَوهِب	N;INDF;MASC;SG	N;NOM;DEF;PL
salvador	سالفادور	salvador	سالفادور	PROPN	
salvador	سلفادور	salvador	سلفادور	PROPN	
cultul	الطائفة	cult	طَائِفَة	N;DEF;MASC;SG	N;NOM;DEF;SG
cultul	عبادة	cult	عبادة	N;DEF;MASC;SG	N;NOM;INDF;SG
cultul	طائفة	cult	طَائِفَة	N;DEF;MASC;SG	N;NOM;INDF;SG
low	منخفض	low	مُنخَفِض		ADJ;NOM;INDF;MASC;SG
low	منخفضة	low	مُنخَفِض		ADJ;NOM;INDF;FEM;SG
low	تدني	low	تَدَنِّي		N;NOM;INDF;SG
low	انخفاض	low	اِنخِفَاض		N;NOM;INDF;SG
santo	سانتو	santo	سانتو	N;INDF;MASC;SG	
grammy	غرامي	grammy	غرامي	N;INDF;MASC;SG	
nucleul	النواة	nucleu	نَوَاة	N;DEF;MASC;SG	N;NOM;DEF;SG
nucleul	اساسي	nucleu	أَسَاسِيّ	N;DEF;MASC;SG	ADJ;NOM;INDF;MASC;SG
nucleul	الصميم	nucleu	صَمِيم	N;DEF;MASC;SG	N;NOM;DEF;SG
astronomie	فلك	astronomie	فٰلِكَ	N;INDF;FEM;SG	
metalice	معدنية	metalic	مَعدِنِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
metalice	معدني	metalic	معدني	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
philadelphia	فيلادلفيا	philadelphie	فِيلَادِلفِيَا	PROPN	
philadelphia	فيلاديلفيا	philadelphie	فيلاديلفيا	PROPN	
molotov	مولوتوف	molotov	مولوتوف	N;INDF;MASC;SG	
sony	سوني	sony	سُونِي	N;INDF;MASC;SG	
placi	البلاط	plac	بَلَاط	N;INDF;FEM;PL	N;NOM;DEF;SG
placi	بلاط	plac	بَلَاط	N;INDF;FEM;PL	N;NOM;INDF;SG
placi	الواح	plac	وَاح	N;INDF;FEM;PL	
placi	المجالس	plac	مَجلِس	N;INDF;FEM;PL	N;NOM;DEF;PL
placi	الالواح	plac	لَوح	N;INDF;FEM;PL	N;NOM;DEF;PL
creator	الخالق	creator	خَالِق	N;INDF;MASC;SG	
creator	المنشئ	creator	مُنشَأَة	N;INDF;MASC;SG	N;NOM;DEF;SG
creator	خالق	creator	خَالِق	N;INDF;MASC;SG	
circuit	الدائرة	circuit	دَائِرَة	N;INDF;MASC;SG	N;NOM;DEF;SG
neutru	محايد	neutru	محايد	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
neutru	محايدا	neutru	مُحَايِد	ADJ;INDF;MASC;SG	N;ACC;INDF;SG
bahia	باهيا	bahia	باهيا	PROPN	
topografice	الطوبوغرافية	topografic	طُوبُوغرَافِيَّة	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;FEM;SG
telefon	هاتف	telefon	هَاتِف	N;INDF;MASC;SG	
telefon	تلفون	telefon	تَلَفَّن	N;INDF;MASC;SG	
telefon	الهاتف	telefon	هَاتِف	N;INDF;MASC;SG	N;NOM;DEF;SG
telefon	هاتف	telefon	هَاتِف	N;INDF;MASC;SG	
telefon	تلفون	telefon	تَلَفَّن	N;INDF;MASC;SG	
telefon	تليفون	telefon	تليفون	N;INDF;MASC;SG	
telefon	الهاتف	telefon	هَاتِف	N;INDF;MASC;SG	N;NOM;DEF;SG
benedict	بنديكت	benedict	بَندِيكت	N;INDF;MASC;SG	
benedict	بينديكت	benedict	بِيندِيكت	N;INDF;MASC;SG	
larry	لارى	larry	لارى	PROPN	
larry	لاري	larry	لاري	PROPN	
