חנקן	nitróxeno	חנקן	nitróxeno	PROPN	N
אהבו	me	אהב	me	V;PL;3;PST;ACT	PRO
אהבו	gustáballe	אהב	gustáballe	V;PL;3;PST;ACT	N
קשוח	aproximada	קשוח	aproximar	ADJ;MASC;SG	V
קשוח	vaga	קשוח	vagar	ADJ;MASC;SG	N
קשוח	mal	קשוח	mal	ADJ;MASC;SG	ADV
קשוח	moi	קשוח	moi	ADJ;MASC;SG	ADV
קשוח	dura	קשוח	durar	ADJ;MASC;SG	V
קשוח	por	קשוח	por	ADJ;MASC;SG	ADP
מכור	vender	מכור	vender		V
מכור	vende	מכור	vende		V
אויבי	inimigos	אויבי	inimigo	PROPN	ADJ
נסתר	oculto	נסתר	oculto		N
נסתר	oculta	נסתר	oculto		V
נסתר	ocultas	נסתר	oculto		N
נסתר	escondidos	נסתר	esconder		V
נסתר	escondidas	נסתר	esconder		V
צדו	perseguidos	צד	perseguir		V
כונן	conducir	כונן	conducir	PROPN	V
כונן	coche	כונן	coche	PROPN	N
כונן	conduzo	כונן	conduzo	PROPN	PROPN
גרזן	machada	גרזן	machada	PROPN	V
דיברה	con	דיבר	con	V;FEM;SG;3;PST;ACT	ADP
מתגלים	emerxentes	התגלה	emerxente	V;MASC;PL;V.PTCP	ADJ
בכי	chorar	בכי	chorar		V
בכי	chores	בכי	chores		V
בכי	choro	בכי	choro		N
בכי	berra	בכי	berra		N
בכי	chorando	בכי	chorar		V
בכי	choraba	בכי	chorar		V
בכי	chorar	בכי	chorar		V
בכי	vergoña	בכי	vergoña		N
בכי	choras	בכי	chora		N
בכי	choran	בכי	chorar		V
משמורת	custodia	משמורת	custodia		N
משמורת	baixo	משמורת	baixo		ADP
הורס	devastadora	הורס	devastador	V;MASC;SG;V.PTCP;ACT	ADJ
וודס	bosque	ודס	bosque	PROPN	N
וודס	bosques	ודס	bosque	PROPN	N
וודס	árbores	ודס	árbor	PROPN	N
וודס	monte	ודס	monte	PROPN	N
אגוזים	tola	אגוז	tola	N;MASC;PL	PROPN
כשרון	psicotécnico	כישרון	psicotécnico	N;MASC;SG	ADJ
אבוד	perdeu	אבוד	perder		V
אבוד	perderon	אבוד	perder		V
אבוד	perdín	אבוד	perder		V
אבוד	perdemos	אבוד	perder		V
אבוד	perdido	אבוד	perdido		V
טריוויאלי	trivial	טריוויאלי	trivial	N	ADJ
עסוקים	moi	עסק	moi	ADJ;MASC;PL	ADV
עסוקים	negocios	עסק	negocio	ADJ;MASC;PL	N
עסוקים	ocupada	עסק	ocupado	ADJ;MASC;PL	V
החושך	escuridade	החושך	escuridade	ADV	N
אושפז	mañá	אושפז	mañá	V;MASC;SG;3;PST;PASS	ADV
נינטנדו	nintendo	נינטנדו	ninter	PROPN	V
עוצרת	parada	עוצר	parado	V;FEM;SG;V.PTCP;ACT	N
מלודי	melodía	מלודי	melodía	PROPN	N
וואו	vaites	וואה	vaite		N
וואו	uau	וואה	uau		PROPN
וואו	guau	וואה	guau		PROPN
וואו	vaia	וואה	ir		V
צחק	rir	צחק	rir	PROPN	V
צחק	risa	צחק	risa	PROPN	N
צחק	rían	צחק	rían	PROPN	V
בוס	xefe	בוס	xefar		N
בוס	patrón	בוס	patrón		N
לפינה	esquina	לפינה	esquina		N
לפינה	recuncho	לפינה	recuncho		N
במחירים	prezos	במחיר	prezo	ADV	N
במחירים	os	במחיר	o	ADV	DET
פרנקי	frankie	פרנקי	frankie	PROPN	N
מתוחכם	sofisticado	מתוחכם	sofisticar	ADJ;MASC;SG	V
מגפה	peste	גיפה	peste	N;FEM;SG	PROPN
מנדלה	mandela	מנדלה	mandela	PROPN	PROPN
נותרת	a	נותרת	o	V;FEM;SG;V.PTCP;MID	DET
נותרת	restos	נותרת	resto	V;FEM;SG;V.PTCP;MID	N
תבונה	a	תבונה	o	N;FEM;SG	DET
מאושרת	feliz	מאושר	feliz	V;FEM;SG;V.PTCP;PASS	N
מאושרת	contento	מאושר	contento	V;FEM;SG;V.PTCP;PASS	ADV
מאושרת	felices	מאושר	felice	V;FEM;SG;V.PTCP;PASS	N
סטיין	stein	סטיין	star	PROPN	PROPN
אודיסאוס	ulises	אודיסאוס	ulir	PROPN	N
הזמנות	as	הזמנה	o	N;FEM;PL	DET
עיוורת	cegas	עיוור	cega	ADJ;FEM;SG	N
עיוורת	cega	עיוור	cega	ADJ;FEM;SG	N
עיוורת	cego	עיוור	cego	ADJ;FEM;SG	N
עיוורת	cegos	עיוור	cego	ADJ;FEM;SG	N
התחתונים	interior	התחתון	interior	N;MASC;PL	ADJ
מוקש	miña	מוקש	meu	V;MASC;SG;V.PTCP;PASS	DET
מוקש	meus	מוקש	meu	V;MASC;SG;V.PTCP;PASS	DET
מוקש	meu	מוקש	meu	V;MASC;SG;V.PTCP;PASS	DET
אקדחים	as	אקדח	o	N;MASC;PL	DET
גארט	garrett	גארט	garrett	PROPN	PROPN
רואנדה	ruanda	רואנדה	ruanda	PROPN	PROPN
קנייה	kenia	קנייה	kenia	N;FEM;SG	PROPN
קנייה	mercar	קנייה	mercar	N;FEM;SG	V
קנייה	comprar	קנייה	comprar	N;FEM;SG	V
קנייה	mercando	קנייה	mercar	N;FEM;SG	V
זז	aquí	זז	aquí	V;MASC;SG;3;PST;ACT	ADV
זז	de	זז	de	V;MASC;SG;3;PST;ACT	ADP
כסוף	silver	כסוף	silver		PROPN
צנועה	humilde	צנוע	humilde	ADJ;FEM;SG	N
צנועה	humildes	צנוע	humilde	ADJ;FEM;SG	N
פסגה	pico	פסגה	pico	PROPN	N
שואלת	lle	שאל	lle	V;FEM;SG;V.PTCP;ACT	PRO
שואלת	pregunta	שאל	pregunta	V;FEM;SG;V.PTCP;ACT	N
שואלת	a	שאל	o	V;FEM;SG;V.PTCP;ACT	DET
שואלת	pregunta	שאל	pregunta	V;FEM;SG;V.PTCP;ACT	N
סאני	filliño	סאני	filliño	PROPN	PROPN
רישומי	discos	רישום	disco	ADJ;MASC;PL	N
פלורנס	florence	פלורנס	florence	PROPN	N
לובשת	con	לבש	con	V;FEM;SG;V.PTCP;ACT	ADP
לובשת	pantalóns	לבש	pantalón	V;FEM;SG;V.PTCP;ACT	N
לובשת	levas	לבש	leva	V;FEM;SG;V.PTCP;ACT	N
גירושים	o	גירוש	o	N;MASC;PL	DET
גירושים	divorciar	גירוש	divorciar	N;MASC;PL	V
קליפורד	clifford	קליפורד	clifford	PROPN	PROPN
קליפורד	ei	קליפורד	ei	PROPN	PROPN
פלאנט	planeta	פלאנט	planeta	PROPN	N
הטליבאן	talibáns	הטליבאן	talibán	PROPN	N
האנושיות	a	האנושיות	o	N;FEM;SG	DET
בינג	bing	בינג	bing	PROPN	PROPN
הליכות	camiña	הליכות	camiñar	N;FEM;SG	V
כאוס	un	כאוס	un	PROPN	DET
כאוס	caos	כאוס	caos	PROPN	PROPN
קומוניזם	o	קומוניזם	o	N;MASC;SG	DET
ארקטוס	erectus	ארקטוס	erectus	PROPN	PROPN
זכאית	dereito	זכאי	dereito	ADJ;FEM;SG	N
לחוד	separado	חד	separado	ADV	N
זוכרים	lembras	זכר	lembra	V;MASC;PL;V.PTCP;ACT	N
גמלים	camel	גמל	camel	N;MASC;PL	PROPN
רט	rhett	רט	rhett		PROPN
ארקנסו	arkansas	ארקנסו	arkanso	PROPN	PROPN
עצור	deter	עצור	deter		V
עצור	de	עצור	de		ADP
עצור	parar	עצור	parar		V
עצור	para	עצור	para		ADP
עצור	deixa	עצור	deixar		V
הוכן	listo	הוכן	listo	V;MASC;SG;3;PST;PASS	N
הוכן	preparado	הוכן	preparado	V;MASC;SG;3;PST;PASS	N
מושבעים	xurado	מושבע	xurado	V;MASC;PL;V.PTCP;PASS	N
זין	carallo	זין	carallo		ADV
זין	vai	זין	ir		V
זין	merda	זין	merda		N
זין	ao	זין	ao		PROPN
זין	queres	זין	quere		V
זין	fodan	זין	fodar		V
זין	malfodida	זין	malfodir		V
תמימות	inocente	תמימות	inocente	N;FEM;SG	ADJ
תמימות	inocentes	תמימות	inocente	N;FEM;SG	ADJ
הגרלה	lotería	הגרלה	lotería	N;FEM;SG	V
הגרלה	de	הגרלה	de	N;FEM;SG	ADP
הגרלה	lotaría	הגרלה	lotaría	N;FEM;SG	V
שליו	pacífica	של	pacífico		ADJ
מריל	merrill	מריל	merrill	PROPN	PROPN
יצירתית	creativo	יצירתי	creativo	ADV	ADJ
יצירתית	creativos	יצירתי	creativo	ADV	ADJ
יצירתית	creativa	יצירתי	creativo	ADV	ADJ
יצירתית	creativas	יצירתי	creativo	ADV	ADJ
תובע	fiscal	תבע	fiscal	V;MASC;SG;V.PTCP;ACT	ADJ
אכזרית	cruel	אכזרי	cruel	ADJ;FEM;SG	N
רופאה	médico	רופא	médico	PROPN	N
מכנס	pantalóns	מכנס	pantalón	PROPN	N
מכנס	pantalón	מכנס	pantalón	PROPN	N
מכנס	pantalóns	מכנס	pantalón	PROPN	N
מכנס	ruta	מכנס	ruta	PROPN	N
מכנס	no	מכנס	no	PROPN	V
מכנס	os	מכנס	o	PROPN	DET
מכנס	pantalón	מכנס	pantalón	PROPN	N
מכנס	brancos	מכנס	branco	PROPN	N
איזידור	isidore	איזידור	isidorar	PROPN	N
מילוט	escapar	מילוט	escapar	N;MASC;SG	V
מילוט	da	מילוט	da	N;MASC;SG	V
מילוט	fuxir	מילוט	fuxir	N;MASC;SG	V
בוכה	prantos	בוכה	pranto		N
בוכה	chora	בוכה	chora		V
בוכה	os	בוכה	o		DET
בוכה	chorar	בוכה	chorar		V
בוכה	chores	בוכה	chores		V
בוכה	choro	בוכה	choro		N
בוכה	berra	בוכה	berra		N
בוכה	chorando	בוכה	chorar		V
בוכה	choraba	בוכה	chorar		V
בוכה	chorar	בוכה	chorar		V
בוכה	vergoña	בוכה	vergoña		N
בוכה	choras	בוכה	chora		N
בוכה	choran	בוכה	chorar		V
אפו	nariz	אפו	nariz		N
אפו	o	אפו	o		DET
אפו	no	אפו	no		V
סב	avó	סב	avó	PROPN	N
מופרדים	separadas	הופרד	separar	V;MASC;PL;V.PTCP;PASS	ADJ
מפסיד	a	הפסיד	o	V;MASC;SG;V.PTCP;ACT	DET
לצחוק	risa	צחק	risa	V;NFIN;ACT	N
נוכחית	actual	נוכחי	actual	ADV	ADJ
נוכחית	actuais	נוכחי	actual	ADV	ADJ
נוכחית	que	נוכחי	que	ADV	PRO
נוכחית	súa	נוכחי	seu	ADV	DET
נוכחית	corrente	נוכחי	corrente	ADV	ADJ
פראי	salvaxe	פראי	salvaxe	ADJ;MASC;SG	N
פראי	salvaxes	פראי	salvaxe	ADJ;MASC;SG	N
מתחייב	garantía	התחייב	garantía	V;MASC;SG;V.PTCP	N
הבקבוק	botella	הבקבוק	botella	PROPN	N
ממתין	a	המתין	o	V;MASC;SG;V.PTCP;ACT	DET
ליברטי	liberdade	ליברטי	liberdade	PROPN	N
ליברטי	a	ליברטי	o	PROPN	DET
ליברטי	libertade	ליברטי	libertade	PROPN	N
המארח	anfitrión	המארח	anfitrión	PROPN	N
סיימתי	xa	סיימתי	xa	V;SG;1;PST;ACT	ADV
סיימתי	remate	סיימתי	remate	V;SG;1;PST;ACT	PROPN
סיימתי	remataches	סיימתי	remataches	V;SG;1;PST;ACT	N
סיימתי	feito	סיימתי	feito	V;SG;1;PST;ACT	N
העד	testemuña	העד	testemuña		N
סורק	escáner	סורק	escáner	PROPN	N
קנאה	celosa	קנאה	celosar	N;FEM;SG	ADJ
מוצקה	sólida	הוצק	sólida	V;FEM;SG;V.PTCP;PASS	ADJ
ובינתיים	tanto	ובינתיים	tanto	N;MASC;DU	ADV
ובינתיים	mentres	ובינתיים	mentres	N;MASC;DU	ADV
סקרנות	curioso	סקרנות	curioso	N;FEM;SG	ADJ
דומניקו	domenico	דומניקו	domenico	PROPN	N
ויזואלי	visual	ויזואלי	visual	N;MASC;SG	ADJ
ויזואלי	visuais	ויזואלי	visual	N;MASC;SG	ADJ
פגי	peggy	פגי	peggy	PROPN	PROPN
זהיר	coidado	זהיר	coidado	ADJ;MASC;SG	N
זהיר	ten	זהיר	ter	ADJ;MASC;SG	V
זהיר	con	זהיר	con	ADJ;MASC;SG	ADP
זהיר	tede	זהיר	teder	ADJ;MASC;SG	ADV
זהיר	conta	זהיר	conta	ADJ;MASC;SG	N
זהיר	atento	זהיר	atento	ADJ;MASC;SG	N
טיגריס	tigre	טיגריס	tigre	PROPN	N
טיגריס	tiger	טיגריס	tiger	PROPN	PROPN
טיגריס	do	טיגריס	do	PROPN	PROPN
חלפה	aprobouse	חלף	aprobouse	V;FEM;SG;3;PST;ACT	N
טיפש	parva	טיפש	parva	PROPN	N
טיפש	parvo	טיפש	parvo	PROPN	N
טיפש	idiota	טיפש	idiota	PROPN	N
טיפש	toleaches	טיפש	toleache	PROPN	N
טיפש	paspán	טיפש	paspán	PROPN	PROPN
טיפש	tomo	טיפש	tomo	PROPN	N
טיפש	ridículo	טיפש	ridículo	PROPN	N
טיפש	estúpido	טיפש	estúpido	PROPN	ADJ
טיפש	estúpida	טיפש	estúpido	PROPN	ADJ
טיפש	estúpidos	טיפש	estúpido	PROPN	ADJ
טיפש	parvo	טיפש	parvo	PROPN	N
טיפש	estúpidas	טיפש	estúpido	PROPN	ADJ
טיפש	parvadas	טיפש	parvar	PROPN	ADJ
עיוורון	invidentes	עיוורון	invidente	N;MASC;SG	ADJ
משונה	estraño	שונה	estraño	V;MASC;SG;V.PTCP;PASS	ADJ
משונה	estraña	שונה	estraña	V;MASC;SG;V.PTCP;PASS	ADJ
משונה	extraño	שונה	extraño	V;MASC;SG;V.PTCP;PASS	ADJ
משונה	moi	שונה	moi	V;MASC;SG;V.PTCP;PASS	ADV
משונה	rara	שונה	raro	V;MASC;SG;V.PTCP;PASS	ADJ
משונה	raro	שונה	raro	V;MASC;SG;V.PTCP;PASS	ADJ
גלובלי	mundial	גלובלי	mundial	PROPN	ADJ
גלובלי	de	גלובלי	de	PROPN	ADP
גלובלי	global	גלובלי	global	PROPN	ADJ
גלובלי	globais	גלובלי	global	PROPN	ADJ
שקופים	transparentes	שקוף	transparente	ADJ;MASC;PL	N
חמושה	armados	חמושה	armar		N
חמושה	armado	חמושה	armar		N
חמושה	armada	חמושה	armada		N
חמושה	armadas	חמושה	armado		N
צפרדעים	ras	צפרדעי	ras	N;MASC;PL	PROPN
טסו	sobre	טסו	sobre	V;PL;3;PST;ACT	ADP
מאזינים	quen	מאזין	quen	N;MASC;PL	PRO
מאזינים	escoita	מאזין	escoita	N;MASC;PL	V
מאזינים	ouvintes	מאזין	ouvinte	N;MASC;PL	ADJ
ערה	esperta	ערה	esperta		V
קסום	máxicos	קסום	máxico		ADJ
קסום	máxico	קסום	máxico		ADJ
בעט	un	בעט	un	V;MASC;SG;3;PST;ACT	DET
בעט	couce	בעט	couce	V;MASC;SG;3;PST;ACT	N
רגוע	calma	רגוע	calma	ADJ;MASC;SG	N
רגוע	acouga	רגוע	acougar	ADJ;MASC;SG	V
רגוע	mar	רגוע	mar	ADJ;MASC;SG	N
רגוע	calmo	רגוע	calmo	ADJ;MASC;SG	N
רגוע	calme	רגוע	calme	ADJ;MASC;SG	PROPN
תובנות	sobre	תבן	sobre	N;FEM;PL	ADP
שפתיים	os	שפה	o	N;FEM;DU	DET
אכזריות	brutal	אכזרי	brutal	N;FEM;SG	ADJ
מוכיחה	proba	הוכיח	proba	V;FEM;SG;V.PTCP;ACT	N
המסור	vin	המסור	ver	PROPN	V
המסור	viu	המסור	ver	PROPN	V
המסור	vimos	המסור	ver	PROPN	V
המסור	vino	המסור	ver	PROPN	N
דוריס	doris	דוריס	doris	PROPN	PROPN
כואב	doloroso	כאב	doloroso	PROPN	ADJ
כואב	doe	כאב	doar	PROPN	PROPN
כופה	a	כופה	o	V;MASC;SG;V.PTCP;ACT	DET
זריקות	de	זריקה	de	N;FEM;PL	ADP
גמישה	flexibilidade	גמישה	flexibilidade	ADJ;FEM;SG	N
דיבורים	falando	דיבור	falar	N;MASC;PL	V
דיבורים	de	דיבור	de	N;MASC;PL	ADP
דיבורים	falar	דיבור	falar	N;MASC;PL	V
דיבורים	a	דיבור	o	N;MASC;PL	DET
דיבורים	con	דיבור	con	N;MASC;PL	ADP
מנוח	falecido	מנוח	falecer		V
היעלמות	desaparecendo	היעלמות	desaparecer	N;FEM;SG	V
חלזונות	caracois	חלזון	caracois		N
אנטיביוטיקה	coa	אנטיביוטיקה	coar	N;FEM;SG	V
אנטיביוטיקה	dos	אנטיביוטיקה	dos	N;FEM;SG	PROPN
אנטיביוטיקה	os	אנטיביוטיקה	o	N;FEM;SG	DET
אנטיביוטיקה	dos	אנטיביוטיקה	dos	N;FEM;SG	PROPN
זארה	zara	זארה	zara	PROPN	PROPN
דוסון	dawson	דוסון	dawson	PROPN	PROPN
מדהימה	incrible	הדהים	incrible	V;FEM;SG;V.PTCP;ACT	ADJ
מדהימה	incribles	הדהים	incrible	V;FEM;SG;V.PTCP;ACT	ADJ
מדהימה	sorprendente	הדהים	sorprendente	V;FEM;SG;V.PTCP;ACT	ADJ
מדהימה	abraiante	הדהים	abraiante	V;FEM;SG;V.PTCP;ACT	ADV
מדהימה	o	הדהים	o	V;FEM;SG;V.PTCP;ACT	DET
מדהימה	marabilloso	הדהים	marabilloso	V;FEM;SG;V.PTCP;ACT	ADJ
מדהימה	asombroso	הדהים	asombroso	V;FEM;SG;V.PTCP;ACT	N
ליים	cal	ליים	cal	PROPN	PRO
ליים	lima	ליים	lima	PROPN	PROPN
חשק	desexo	חשק	desexo		N
חוכמה	a	חוכמה	o	N;FEM;SG	DET
האמצע	media	האמצע	media		N
האמצע	medio	האמצע	medio		N
האמצע	oriente	האמצע	oriente		N
חיפוי	a	חיפוי	o	N;MASC;SG	DET
חיפוי	cubrir	חיפוי	cubrir	N;MASC;SG	V
חיפוי	cuberto	חיפוי	cuberto	N;MASC;SG	V
חיפוי	cuberta	חיפוי	cubrir	N;MASC;SG	V
מורל	moral	מורל	moral	PROPN	N
הבורות	a	הבורה	o	N;FEM;PL	DET
מיילים	km	יילה	km	V;MASC;PL;V.PTCP;ACT	PROPN
מיילים	quilómetros	יילה	quilómetros	V;MASC;PL;V.PTCP;ACT	N
מיילים	millas	יילה	milla	V;MASC;PL;V.PTCP;ACT	N
מיילים	kilómetros	יילה	kilómetro	V;MASC;PL;V.PTCP;ACT	N
מיילים	a	יילה	o	V;MASC;PL;V.PTCP;ACT	DET
מיילים	correos	יילה	correo	V;MASC;PL;V.PTCP;ACT	N
הסעה	ir	הסעה	ir	N;FEM;SG	V
הסעה	liscar	הסעה	liscar	N;FEM;SG	V
פתאומית	súpeto	פתאומי	súpeto	ADV	N
פתאומית	de	פתאומי	de	ADV	ADP
פתאומית	repentino	פתאומי	repentino	ADV	ADJ
ממתקים	candy	ממתק	candy	N;MASC;PL	PROPN
זירו	cero	זירו	cero	PROPN	N
לק	polaca	לק	polacar		ADJ
התנהגותי	comportamento	התנהגותי	comportamento	PROPN	N
התנהגותי	comportamental	התנהגותי	comportamental	PROPN	N
הלו	ola	הלו	ola		N
משוגע	tola	משוגע	tola	PROPN	PROPN
משוגע	tolos	משוגע	tolo	PROPN	N
משוגע	tolas	משוגע	tola	PROPN	N
משוגע	tolo	משוגע	tolo	PROPN	N
מתפשט	a	התפשט	o	V;MASC;SG;V.PTCP	DET
האלטרנטיבי	alternativa	האלטרנטיבי	alternativa	PROPN	N
הרם	erguen	הרם	erguir		V
הרם	subir	הרם	subir		V
הרם	os	הרם	o		DET
השפתיים	os	השפתיים	o	N	DET
גיוון	de	גיוון	de	N;MASC;SG	ADP
ספיריט	espírito	ספיריט	espírito	PROPN	N
ספיריט	o	ספיריט	o	PROPN	DET
ספיריט	déixate	ספיריט	déixate	PROPN	V
חיוניות	vital	חיוניות	vital	N;FEM;SG	ADJ
חיוניות	esenciais	חיוניות	esencial	N;FEM;SG	ADJ
חיוניות	esencial	חיוניות	esencial	N;FEM;SG	ADJ
אומנותי	artístico	אומנותי	artístico	N;MASC;SG	ADJ
מרושע	fúnebre	מרושע	fúnebrir	V;MASC;SG;V.PTCP;PASS	N
מרושע	malo	מרושע	malo	V;MASC;SG;V.PTCP;PASS	PROPN
מרושע	malvada	מרושע	malvada	V;MASC;SG;V.PTCP;PASS	ADJ
בדיכאון	depresión	בדיכאון	depresión	PROPN	N
בדיכאון	deprimido	בדיכאון	deprimir	PROPN	N
אוק	oak	אוק	oak		N
אוק	carballo	אוק	carballo		N
קסיוס	cassius	קסיוס	cassius	PROPN	PROPN
ממליצה	que	המליץ	que	V;FEM;SG;V.PTCP;ACT	PRO
הסר	se	הסר	se		CONJ
הסר	e	הסר	e		CONJ
הסר	quitar	הסר	quitar		V
הסר	quitamos	הסר	quitar		V
מופתע	sorprendeuse	מופתע	sorprendeuse	V;MASC;SG;V.PTCP;PASS	N
אירן	irán	אירן	ir	PROPN	PROPN
האמר	martelo	האמר	martelo	PROPN	N
בהיריון	embarazada	בהיריון	embarazar	PROPN	V
בהיריון	preñado	בהיריון	preñar	PROPN	N
אלצהיימר	alzheimer	אלצהיימר	alzheimer	PROPN	N
אלצהיימר	alzhéimer	אלצהיימר	alzhéimer	PROPN	N
פונדק	inn	פונדק	inn		PROPN
פונדק	hotel	פונדק	hotel		PROPN
להניף	abaneo	הניף	abaneo	V;NFIN;ACT	N
להניף	xuntas	הניף	xunta	V;NFIN;ACT	N
סטו	stu	סטו	stu	PROPN	PROPN
להתראות	deica	התראה	deica	V;NFIN	ADV
להתראות	bico	התראה	bico	V;NFIN	N
להתראות	adeus	התראה	adeus	V;NFIN	PROPN
בודדה	soa	בודד	só	ADJ;FEM;SG	DET
בודדה	só	בודד	só	ADJ;FEM;SG	ADV
פרימיטיבי	primitivos	פרימיטיבי	primitivo	N;MASC;SG	ADJ
פרימיטיבי	primitiva	פרימיטיבי	primitivo	N;MASC;SG	ADJ
פרימיטיבי	primitivo	פרימיטיבי	primitivo	N;MASC;SG	ADJ
נצחי	eterna	נצחי	eterno	PROPN	N
מוזרות	moi	מוזר	moi	ADJ;FEM;PL	ADV
כועס	moi	כעס	moi	V;MASC;SG;V.PTCP;ACT	ADV
כועס	está	כעס	estar	V;MASC;SG;V.PTCP;ACT	V
כועס	enfade	כעס	enfade	V;MASC;SG;V.PTCP;ACT	PROPN
כועס	enfades	כעס	enfade	V;MASC;SG;V.PTCP;ACT	N
כועס	tola	כעס	tola	V;MASC;SG;V.PTCP;ACT	PROPN
כועס	tolo	כעס	tolo	V;MASC;SG;V.PTCP;ACT	N
קלינט	clint	קלינט	clint	PROPN	PROPN
לבבות	corazóns	לב	corazón		N
לבבות	corazón	לב	corazón		N
כוון	obxectivo	כוון	obxectivo		N
מכוער	fea	מכוער	fear	ADJ;MASC;SG	N
מכוער	feo	מכוער	feo	ADJ;MASC;SG	N
דאי	dai	דאי	dai		PROPN
אלפביתי	alfabética	אלפביתי	alfabético	PROPN	ADJ
מעוצבת	para	מעוצב	para	V;FEM;SG;V.PTCP;PASS	ADP
מכבד	respeto	כיבד	respeto	V;MASC;SG;V.PTCP;ACT	N
מכבד	respecto	כיבד	respecto	V;MASC;SG;V.PTCP;ACT	N
מכבד	respéctanme	כיבד	respéctanme	V;MASC;SG;V.PTCP;ACT	ADV
מכבד	respectos	כיבד	respecto	V;MASC;SG;V.PTCP;ACT	N
סקוור	cadrado	סקוור	cadrado	PROPN	ADJ
סקוור	square	סקוור	square	PROPN	V
סקוור	cadradas	סקוור	cadrada	PROPN	ADJ
סקוור	praza	סקוור	praza	PROPN	N
סקוור	limpo	סקוור	limpo	PROPN	ADJ
שמלה	traxes	שמלה	traxe	PROPN	N
שמלה	vestido	שמלה	vestido	PROPN	V
שמלה	roupa	שמלה	roupa	PROPN	N
הרשה	permitídeme	הרשה	permitídeme	V;MASC;SG;3;PST;ACT	N
מסתורין	misterioso	מסתורין	misterioso	N;MASC;SG	ADJ
לדוג	pescar	דג	pescar		V
לדוג	pesca	דג	pesca		N
קפיטליזם	o	קפיטליזם	o	N;MASC;SG	DET
נסתרת	oculto	נסתר	oculto	V;FEM;SG;V.PTCP;MID	N
נסתרת	ocultas	נסתר	oculto	V;FEM;SG;V.PTCP;MID	N
וונדי	wendy	וונדי	wendy	PROPN	PROPN
שחררו	liberación	שחרר	liberación	V;PL;3;PST;ACT	N
שחררו	lanzamento	שחרר	lanzamento	V;PL;3;PST;ACT	N
שחררו	en	שחרר	en	V;PL;3;PST;ACT	ADP
שחררו	liberdade	שחרר	liberdade	V;PL;3;PST;ACT	N
שחררו	a	שחרר	o	V;PL;3;PST;ACT	DET
מיחזור	reciclaxe	מיחזור	reciclaxe	PROPN	N
הענן	nube	הענן	nubir		N
רווק	cada	רווק	cada	PROPN	DET
רווק	simple	רווק	simple	PROPN	ADJ
רווק	soa	רווק	só	PROPN	DET
רווק	só	רווק	só	PROPN	ADV
רווק	única	רווק	único	PROPN	ADJ
רווק	único	רווק	único	PROPN	ADJ
מקודש	sagrado	קודש	sagrar	V;MASC;SG;V.PTCP;PASS	ADJ
ורדים	rosas	ורדי	rosa	PROPN	N
ליונס	lyon	ליונס	lyon	PROPN	PROPN
פאק	carallo	פאק	carallo	PROPN	ADV
פאק	vai	פאק	ir	PROPN	V
פאק	merda	פאק	merda	PROPN	N
פאק	ao	פאק	ao	PROPN	PROPN
פאק	queres	פאק	quere	PROPN	V
פאק	fodan	פאק	fodar	PROPN	V
פאק	malfodida	פאק	malfodir	PROPN	V
סטורם	treboada	סטורם	treboar	PROPN	N
נשיקה	bícame	נשיקה	bícame	N;FEM;SG	PROPN
נשיקה	bicar	נשיקה	bicar	N;FEM;SG	V
נשיקה	un	נשיקה	un	N;FEM;SG	DET
נשיקה	biquiño	נשיקה	biquiño	N;FEM;SG	PROPN
שחוק	risos	שחוק	riso	ADJ;MASC;SG	N
שחוק	risas	שחוק	risa	ADJ;MASC;SG	N
קרש	xunta	קרש	xunta		N
קרש	de	קרש	de		ADP
קרש	reunión	קרש	reunión		N
קרש	bordo	קרש	bordo		N
קרש	comida	קרש	comida		N
שטן	demo	שטן	demo		N
שטן	diaño	שטן	diar		N
שטן	satanás	שטן	sataná		V
חזור	repite	חזור	repetar		V
חזור	anda	חזור	anda		V
חזור	di	חזור	dicir		V
חזור	repita	חזור	repitir		V
חזור	repito	חזור	repito		V
חזור	dígoche	חזור	dígoche		V
כוסות	as	כוס	o	N;MASC;PL	DET
נקם	vinganza	נקם	vinganza		N
נקם	vingar	נקם	vingar		V
חליפה	para	חליפה	para	N;FEM;SG	ADP
חליפה	satisfacer	חליפה	satisfacer	N;FEM;SG	V
ספקי	a	ספק	o	N;MASC;PL	DET
דייג	pescador	דייג	pescador	PROPN	N
דייג	pescar	דייג	pescar	PROPN	V
דייג	pesca	דייג	pesca	PROPN	N
שכירות	aluguer	שכירות	aluguer	N;FEM;SG	PROPN
שכירות	alugar	שכירות	alugar	N;FEM;SG	V
ביפ	beep	ביפ	beep	PROPN	PROPN
כבוש	ocupada	כבוש	ocupado		V
מקש	clave	מקש	clave	PROPN	N
מקש	chave	מקש	chave	PROPN	N
קיס	bico	קיס	bico	PROPN	N
קיס	bícame	קיס	bícame	PROPN	PROPN
קיס	bicar	קיס	bicar	PROPN	V
קיס	un	קיס	un	PROPN	DET
קיס	biquiño	קיס	biquiño	PROPN	PROPN
מחסומים	as	מחסום	o	N;MASC;PL	DET
פרקליט	fiscal	פרקליט	fiscal	N;MASC;SG	ADJ
ממ	mm	ממ	mm		PROPN
ההזמנה	convídovos	ההזמן	convídovo	PROPN	V
ההזמנה	a	ההזמן	o	PROPN	DET
חמוד	moi	חמוד	moi	ADJ;MASC;SG	ADV
בחוזקה	fortemente	בחוזקה	forte	PROPN	ADV
