xenio	genial	xenio	genial	N	ADJ;MASC;SG
dígolles	conte	dígolle	conte	N	V;SBJV;SG;3;PRS;FIN
dígolles	diz	dígolle	dizer	N	V;IND;SG;3;PRS;FIN
dígolles	diga	dígolle	dizer	N	V;SBJV;SG;3;PRS;FIN
dígolles	tu	dígolle	tu	N	INTJ
dígolles	você	dígolle	você	N	PRO;NOM;SG;3
dígolles	vc	dígolle	vc	N	PRO;NOM;MASC;SG;3
clínicas	clínicas	clínico	clínica	ADJ	N;FEM;PL
clínicas	clínico	clínico	clínico	ADJ	N;MASC;SG
clínicas	clínicas	clínico	clínica	ADJ	N;FEM;PL
clínicas	clínica	clínico	clínica	ADJ	N;FEM;SG
lombo	voltar	lombo	voltar	N	V;NFIN
crecen	eles	crecer	eles	V	PRO;NOM;MASC;PL;3
crecen	elas	crecer	ele	V	PRO;NOM;FEM;PL;3
cáncer	câncer	cáncer	câncer	PROPN	N;MASC;SG
cáncer	cancro	cáncer	cancro	PROPN	N;MASC;SG
cáncer	cancer	cáncer	cancer	PROPN	N;MASC;SG
empezan	eles	empezar	eles	V	PRO;NOM;MASC;PL;3
empezan	elas	empezar	ele	V	PRO;NOM;FEM;PL;3
empezan	início	empezar	início	V	N;MASC;SG
cuxo	cujo	cuxo	cujo	N	DET;MASC;SG
pintar	tinta	pintar	tinta	V	N;FEM;SG
pintar	pintura	pintar	pintura	V	N;FEM;SG
pintar	pinta	pintar	pinta	V	N;FEM;SG
colectivo	colectiva	colectivo	colectivo	N	ADJ;FEM;SG
básicos	básicas	básico	básico	ADJ	N;FEM;PL
básicos	básica	básico	básico	ADJ	N;FEM;SG
básicos	basic	básico	basic	ADJ	N;MASC;SG
básicos	básicos	básico	básico	ADJ	N;MASC;PL
doulle	dê	doulle	dar	PROPN	V;SBJV;SG;3;PRS;FIN
doulle	dar	doulle	dar	PROPN	V;NFIN
doulle	dá	doulle	dar	PROPN	V;IND;SG;3;PRS;FIN
loitas	lute	loita	lute	N	V;SBJV;SG;3;PRS;FIN
favorito	preferida	favorito	preferir	N	V;FEM;SG;V.PTCP
favorito	preferido	favorito	preferir	N	V;MASC;SG;V.PTCP
básico	básicas	básico	básico	ADJ	N;FEM;PL
básico	básica	básico	básico	ADJ	N;FEM;SG
básico	basic	básico	basic	ADJ	N;MASC;SG
básico	básicos	básico	básico	ADJ	N;MASC;PL
camboxa	camboja	camboxa	camboja	PROPN	N;MASC;SG
botarlle	pega	botarlle	pegar	N	V;IND;SG;3;PRS;FIN
botarlle	levar	botarlle	levar	N	V;NFIN
botarlle	pegue	botarlle	pegar	N	V;SBJV;SG;3;PRS;FIN
botarlle	toma	botarlle	tomar	N	V;IND;SG;3;PRS;FIN
botarlle	leve	botarlle	levar	N	V;SBJV;SG;3;PRS;FIN
xenéticas	gene	xenético	gene	ADJ	N;MASC;SG
xenéticas	genes	xenético	gene	ADJ	N;MASC;PL
xenéticas	genética	xenético	genético	ADJ	N;FEM;SG
xenéticas	genético	xenético	genético	ADJ	N;MASC;SG
xenéticas	genéticos	xenético	genético	ADJ	N;MASC;PL
asociados	com	asociar	com	V	ADP
confuso	confusa	confuso	confusa	N	ADJ;FEM;SG
confuso	confusos	confuso	confuso	N	ADJ;MASC;PL
confuso	confundido	confuso	confundir	N	V;MASC;SG;V.PTCP
confuso	confuso	confuso	confuso	N	ADJ;MASC;SG
confuso	perdido	confuso	perder	N	V;MASC;SG;V.PTCP
confuso	perdi	confuso	perder	N	V;IND;SG;1;PST;FIN
confuso	perdida	confuso	perder	N	V;FEM;SG;V.PTCP
confuso	perdidos	confuso	perder	N	V;MASC;PL;V.PTCP
confuso	perdeu	confuso	perder	N	V;IND;SG;3;PST;FIN
empregar	uso	empregar	uso	V	N;MASC;SG
empregar	utilização	empregar	utilização	V	N;FEM;SG
pesados	heavy	pesar	heavy	V	N;MASC;SG
chamámoslle	chamada	chamámoslle	chamar	ADV	V;FEM;SG;V.PTCP
chamámoslle	ligar	chamámoslle	ligar	ADV	V;NFIN
chamámoslle	ligue	chamámoslle	ligar	ADV	V;SBJV;SG;3;PRS;FIN
chamámoslle	chama	chamámoslle	chamar	ADV	V;IND;SG;3;PRS;FIN
elevado	alto	elevado	alto	ADJ	ADV
elevado	high	elevado	high	ADJ	N;MASC;SG
elevado	altos	elevado	alto	ADJ	N;MASC;PL
elevado	alta	elevado	alta	ADJ	N;FEM;SG
odia	ódio	odia	ódio	V	N;MASC;SG
susan	susana	susar	susano	PROPN	N;FEM;SG
susan	susan	susar	susan	PROPN	N;FEM;SG
facerte	make	facerte	make	V	N;FEM;SG
facerte	tu	facerte	tu	V	INTJ
facerte	você	facerte	você	V	PRO;NOM;SG;3
facerte	vc	facerte	vc	V	PRO;NOM;MASC;SG;3
mundiais	world	mundial	world	ADJ	N;MASC;SG
mundiais	mundo	mundial	mundo	ADJ	N;MASC;SG
descuberto	descoberta	descuberto	descoberta	V	N;FEM;SG
pensabamos	pensamento	pensabar	pensamento	V	N;MASC;SG
mentras	enquanto	mentras	enquanto	N	ADV
lograr	make	lograr	make	V	N;FEM;SG
lévanos	into	lévano	into	V	N;MASC;SG
recentes	recentes	recente	recente	ADJ	N;MASC;PL
funcione	trabalhos	funcionar	trabalho	V	N;MASC;PL
funcione	trabalho	funcionar	trabalho	V	N;MASC;SG
certificado	certificado	certificado	certificar	N	V;MASC;SG;V.PTCP
radical	radicais	radical	radical	ADJ	N;MASC;PL
cuando	quando	cuando	quando	V	ADV
cuando	when	cuando	when	V	N;MASC;SG
cadrado	quadrada	cadrado	quadrada	ADJ	N;FEM;SG
cadrado	praça	cadrado	praça	ADJ	N;FEM;SG
cadrado	square	cadrado	square	ADJ	N;MASC;SG
cadrado	quadrado	cadrado	quadrado	ADJ	N;MASC;SG
cadrado	quadrados	cadrado	quadrados	ADJ	N;MASC;PL
gráficos	gráficos	gráfico	gráfico	ADJ	N;MASC;PL
decatarse	aviso	decatarse	aviso	V	N;MASC;SG
comunicarse	comuniquem	comunicarse	comunicar	PROPN	V;SBJV;PL;3;PRS;FIN
comunicarse	comunique	comunicarse	comunicar	PROPN	V;SBJV;SG;3;PRS;FIN
comunicarse	comunicar	comunicarse	comunicar	PROPN	V;NFIN
comunicarse	comunica	comunicarse	comunica	PROPN	V;IND;SG;3;PRS;FIN
apple	maçã	apple	maçã	PROPN	N;FEM;SG
apple	maçãs	apple	maçã	PROPN	N;FEM;PL
apple	maça	apple	maça	PROPN	N;FEM;SG
apple	apple	apple	applar	PROPN	N;FEM;SG
apple	tem	apple	ter	PROPN	V;IND;SG;3;PRS;FIN
modernos	moderna	moderno	moderno	ADJ	N;FEM;SG
modernos	modernas	moderno	moderno	ADJ	N;FEM;PL
modernos	modern	moderno	modern	ADJ	N;MASC;SG
colonial	coloniais	colonial	colonial	ADJ	N;MASC;PL
exceso	de	exceso	de	N	ADP
exceso	da	exceso	da	N	INTJ
ocupados	ocupados	ocupado	ocupar	ADJ	V;MASC;PL;V.PTCP
ocupados	ocupado	ocupado	ocupar	ADJ	V;MASC;SG;V.PTCP
ocupados	ocupada	ocupado	ocupar	ADJ	V;FEM;SG;V.PTCP
avanzada	advanced	avanzar	advanced	V	N;MASC;SG
darvos	tu	darvo	tu	V	INTJ
darvos	você	darvo	você	V	PRO;NOM;SG;3
darvos	vc	darvo	vc	V	PRO;NOM;MASC;SG;3
darvos	like	darvo	like	V	N;MASC;SG
darvos	curta	darvo	curto	V	ADJ;FEM;SG
darvos	como	darvo	como	V	ADV
interésame	interessada	interésame	interessado	V	ADJ;FEM;SG
interésame	interessado	interésame	interessado	V	ADJ;MASC;SG
interésame	interessados	interésame	interessado	V	N;MASC;PL
interésame	interessadas	interésame	interessado	V	N;FEM;PL
nalgo	algo	nalgo	algo	N	PRO;MASC;SG
austria	áustria	austria	áustria	PROPN	N;FEM;SG
austria	austria	austria	austria	PROPN	N;FEM;SG
unidas	unidas	unir	unida	V	N;FEM;PL
unidas	united	unir	united	V	N;MASC;SG
unidas	unidos	unir	unido	V	N;MASC;PL
unidas	juntos	unir	junto	V	N;MASC;PL
unidas	juntas	unir	juntas	V	N;FEM;PL
dispoñible	disponíveis	dispoñible	disponível	ADJ	N;MASC;PL
provén	do	prover	do	V	N;MASC;SG
provén	de	prover	de	V	ADP
provén	da	prover	da	V	INTJ
provén	caules	prover	caule	V	N;MASC;PL
namorada	amor	namorar	amor	V	N;MASC;SG
namorada	love	namorar	love	V	N;MASC;SG
namorada	com	namorar	com	V	ADP
enfadado	raiva	enfadar	raiva	V	N;FEM;SG
enfadado	irritado	enfadar	irritar	V	ADJ;MASC;SG
enfadado	mad	enfadar	mad	V	N;MASC;SG
enfadado	louco	enfadar	louco	V	ADJ;MASC;SG
demasiadas	também	demasiadas	também	ADJ	ADV
demasiadas	demais	demasiadas	demais	ADJ	ADV
demasiadas	muitos	demasiadas	muito	ADJ	PRO;MASC;PL
demasiadas	muitas	demasiadas	muito	ADJ	PRO;FEM;PL
impórtalle	cuidados	impórtalle	cuidado	ADJ	N;MASC;PL
impórtalle	cuidado	impórtalle	cuidado	ADJ	N;MASC;SG
impórtalle	care	impórtalle	care	ADJ	N;MASC;SG
impórtalle	tu	impórtalle	tu	ADJ	INTJ
impórtalle	você	impórtalle	você	ADJ	PRO;NOM;SG;3
impórtalle	vc	impórtalle	vc	ADJ	PRO;NOM;MASC;SG;3
impórtalle	mind	impórtalle	mind	ADJ	N;MASC;SG
impórtalle	mente	impórtalle	mente	ADJ	N;FEM;SG
preocupados	preocupada	preocupar	preocupado	V	ADJ;FEM;SG
preocupados	preocupados	preocupar	preocupado	V	ADJ;MASC;PL
preocupados	preocupado	preocupar	preocupado	V	ADJ;MASC;SG
preocupados	sobre	preocupar	sobre	V	ADP
secundaria	alto	secundario	alto	ADJ	ADV
secundaria	high	secundario	high	ADJ	N;MASC;SG
secundaria	altos	secundario	alto	ADJ	N;MASC;PL
secundaria	alta	secundario	alta	ADJ	N;FEM;SG
secundaria	escola	secundario	escola	ADJ	N;FEM;SG
secundaria	secundária	secundario	secundário	ADJ	N;FEM;SG
secundaria	secundário	secundario	secundário	ADJ	N;MASC;SG
irlanda	irlanda	irlanda	irlanda	PROPN	N;FEM;SG
seguín	seguida	seguir	seguida	V	N;FEM;SG
ridícula	ridícula	ridícula	ridícula	N	ADJ;FEM;SG
ridícula	ridículo	ridícula	ridículo	N	ADJ;MASC;SG
ridícula	ridículos	ridícula	ridículo	N	ADJ;MASC;PL
podre	rotten	podre	rotten	V	N;MASC;SG
podre	podre	podre	podre	V	ADJ;MASC;SG
podre	podres	podre	podre	V	N;MASC;PL
calcetíns	seu	calcetíns	seu	N	DET;MASC;SG
calcetíns	sua	calcetíns	seu	N	DET;FEM;SG
buscamos	por	buscar	por	V	ADP
buscamos	para	buscar	para	V	ADP
buscamos	olhar	buscar	olhar	V	N;MASC;SG
anual	anuais	anual	anual	ADJ	N;MASC;PL
avances	avança	avance	avançar	N	V;IND;SG;3;PRS;FIN
necesarias	necessario	necesario	necessario	ADJ	N;MASC;SG
delicado	delicadas	delicar	delicar	ADJ	V;FEM;PL;V.PTCP
delicado	delicada	delicar	delicado	ADJ	V;FEM;SG;V.PTCP
delicado	delicados	delicar	delicar	ADJ	V;MASC;PL;V.PTCP
delicado	delicado	delicar	delicar	ADJ	V;MASC;SG;V.PTCP
ofrecerlle	ofereça	ofrecerlle	oferecer	ADJ	V;SBJV;SG;3;PRS;FIN
ofrecerlle	oferta	ofrecerlle	oferta	ADJ	N;FEM;SG
ofrecerlle	oferecer	ofrecerlle	oferecer	ADJ	V;NFIN
durmas	dormir	durma	dormir	N	V;NFIN
durmas	dorme	durma	dorme	N	V;IND;SG;3;PRS;FIN
durmas	durma	durma	dormir	N	V;SBJV;SG;3;PRS;FIN
durmas	desperta	durma	desperto	N	V;IND;SG;3;PRS;FIN
durmas	acordado	durma	acordar	N	V;MASC;SG;V.PTCP
durmas	acordada	durma	acordar	N	V;FEM;SG;V.PTCP
repito	repetição	repito	repetição	V	N;FEM;SG
repito	over	repito	over	V	N;MASC;SG
crían	eles	crían	eles	V	PRO;NOM;MASC;PL;3
crían	elas	crían	ele	V	PRO;NOM;FEM;PL;3
crían	believe	crían	believe	V	N;MASC;SG
atoparse	conheçam	atoparse	conhecer	PROPN	V;SBJV;PL;3;PRS;FIN
atoparse	conheça	atoparse	conhecer	PROPN	V;SBJV;SG;3;PRS;FIN
atoparse	conhecer	atoparse	conhecer	PROPN	V;NFIN
respiro	quebrar	respiro	quebrar	N	V;NFIN
respiro	descansa	respiro	descansar	N	V;IND;SG;3;PRS;FIN
respiro	descansar	respiro	descansar	N	V;NFIN
respiro	descanse	respiro	descanse	N	V;SBJV;SG;3;PRS;FIN
controla	comandos	controlar	comando	V	N;MASC;PL
controla	controlos	controlar	controlo	V	N;MASC;PL
controla	controles	controlar	controle	V	N;MASC;PL
crendo	believe	crendo	believe	V	N;MASC;SG
crendo	pensamento	crendo	pensamento	V	N;MASC;SG
adoitaban	eles	adoitar	eles	V	PRO;NOM;MASC;PL;3
adoitaban	elas	adoitar	ele	V	PRO;NOM;FEM;PL;3
alexander	alexandre	alexander	alexandre	ADJ	N;MASC;SG
seco	secar	seco	secar	N	V;NFIN
seco	seco	seco	seco	N	ADJ;MASC;SG
vivas	vivos	vivo	vivo	ADJ	N;MASC;PL
vivas	living	vivo	living	ADJ	N;MASC;SG
vivas	vivendo	vivo	viver	ADJ	V;V.MSDR
vivas	viver	vivo	viver	ADJ	V;NFIN
artística	artístico	artístico	artístico	N	ADJ;MASC;SG
cegos	cega	cego	cego	N	ADJ;FEM;SG
cegos	cego	cego	cego	N	ADJ;MASC;SG
choraba	choro	chorar	choro	V	N;MASC;SG
continuou	continuação	continuar	continuação	V	N;FEM;SG
sétimo	seventh	sétimo	seventh	ADJ	N;MASC;SG
creceu	ai	crecer	ai	V	INTJ
creceu	ali	crecer	ali	V	ADV
creceu	aí	crecer	aí	V	ADV
creceu	lá	crecer	lá	V	ADV
venden	eles	vender	eles	V	PRO;NOM;MASC;PL;3
venden	elas	vender	ele	V	PRO;NOM;FEM;PL;3
venden	venda	vender	venda	V	N;FEM;SG
atopara	met	atopar	met	V	N;MASC;SG
dixestes	tu	dicir	tu	N	INTJ
dixestes	você	dicir	você	N	PRO;NOM;SG;3
dixestes	vc	dicir	vc	N	PRO;NOM;MASC;SG;3
dixestes	disse	dicir	dizer	N	V;IND;SG;3;PST;FIN
chamaron	eles	chamar	eles	V	PRO;NOM;MASC;PL;3
chamaron	elas	chamar	ele	V	PRO;NOM;FEM;PL;3
afeita	tu	afeitar	tu	V	INTJ
afeita	você	afeitar	você	V	PRO;NOM;SG;3
afeita	vc	afeitar	vc	V	PRO;NOM;MASC;SG;3
tiran	eles	ter	eles	V	PRO;NOM;MASC;PL;3
tiran	elas	ter	ele	V	PRO;NOM;FEM;PL;3
arriscar	risco	arriscar	risco	V	N;MASC;SG
arriscar	riscos	arriscar	risco	V	N;MASC;PL
proveito	alguns	proveito	algum	N	PRO;MASC;PL
proveito	algum	proveito	algum	N	DET;MASC;SG
proveito	algumas	proveito	algum	N	PRO;FEM;PL
insultar	insulto	insultar	insulto	V	N;MASC;SG
insultar	insultuoso	insultar	insultuoso	V	ADJ;MASC;SG
insultar	insulto	insultar	insulto	V	N;MASC;SG
liberal	liberais	liberal	liberal	ADJ	N;MASC;PL
descoñecidos	desconhecidos	descoñecido	desconhecer	N	V;MASC;PL;V.PTCP
descoñecidos	estranhos	descoñecido	estranho	N	ADJ;MASC;PL
stewart	stewart	stewart	stewart	V	N;MASC;SG
perdera	lost	perderar	lost	V	N;MASC;SG
escuros	deep	escuro	deep	ADJ	N;MASC;SG
escuros	dark	escuro	dark	ADJ	N;MASC;SG
internacionais	international	internacional	international	ADJ	N;MASC;SG
socio	associada	socio	associar	N	V;FEM;SG;V.PTCP
socio	associado	socio	associar	N	V;MASC;SG;V.PTCP
socio	associados	socio	associado	N	V;MASC;PL;V.PTCP
socio	associar	socio	associar	N	V;NFIN
extrema	extrema	extremo	extremo	N	ADJ;FEM;SG
rabia	fora	rabia	fora	N	ADV
caros	cara	caro	cara	ADJ	N;FEM;SG
católica	católico	católico	católico	ADJ	N;MASC;SG
católica	católicas	católico	católico	ADJ	N;FEM;PL
católica	católicos	católico	católico	ADJ	N;MASC;PL
católica	catolicismo	católico	catolicismo	ADJ	N;MASC;SG
católica	católica	católico	católico	ADJ	N;FEM;SG
sacrificar	sacrificio	sacrificar	sacrificio	V	N;MASC;SG
sacrificar	sacrifícios	sacrificar	sacrifício	V	N;MASC;PL
sacrificar	sacrifício	sacrificar	sacrifício	V	N;MASC;SG
apropiado	adequado	apropiar	adequado	V	ADJ;MASC;SG
apropiado	adequados	apropiar	adequado	V	ADJ;MASC;PL
deberá	mosto	deber	mosto	V	N;MASC;SG
deberá	must	deber	must	V	N;MASC;SG
buscaba	estava	buscar	estar	V	V;IND;SG;3;IPFV;FIN
buscaba	tava	buscar	tavo	V	V;IND;SG;1;IPFV;FIN
buscaba	foi	buscar	foi	V	ADV
buscaba	olhar	buscar	olhar	V	N;MASC;SG
buscaba	por	buscar	por	V	ADP
buscaba	para	buscar	para	V	ADP
dubido	dúvidas	dober	dúvida	V	N;FEM;PL
dubido	duvidas	dober	duvida	V	N;FEM;PL
dubido	dúvida	dober	dúvida	V	N;FEM;SG
dubido	duvida	dober	duvidar	V	N;FEM;SG
suor	suar	suor	suar	N	V;NFIN
merca	compre	merca	compre	N	V;SBJV;SG;3;PRS;FIN
merca	compro	merca	compro	N	V;IND;SG;1;PRS;FIN
merca	comprar	merca	comprar	N	V;NFIN
atraso	tarde	atraso	tarde	N	ADV
atraso	atrasada	atraso	atrasar	N	V;FEM;SG;V.PTCP
atraso	atrasados	atraso	atrasar	N	V;MASC;PL;V.PTCP
atraso	atrasado	atraso	atrasar	N	V;MASC;SG;V.PTCP
recto	hétero	recto	hétero	N	ADJ;MASC;SG
saúda	dizer	saúda	dizer	N	V;NFIN
saúda	digam	saúda	dizer	N	V;SBJV;PL;3;PRS;FIN
saúda	diga	saúda	dizer	N	V;SBJV;SG;3;PRS;FIN
saúda	diz	saúda	dizer	N	V;IND;SG;3;PRS;FIN
saúda	olá	saúda	olá	N	ADV
prusianos	prussianos	prusiano	prussiano	ADJ	N;MASC;PL
caramba	vem	caramba	vir	PROPN	V;IND;SG;3;PRS;FIN
caramba	venham	caramba	vir	PROPN	V;SBJV;PL;3;PRS;FIN
caramba	venha	caramba	vir	PROPN	V;SBJV;SG;3;PRS;FIN
falabamos	sobre	falabar	sobre	V	ADP
abrazo	abrace	abrazo	abrace	N	V;SBJV;SG;3;PRS;FIN
abrazo	abraçar	abrazo	abraçar	N	V;NFIN
abrazo	abraça	abrazo	abraçar	N	V;IND;SG;3;PRS;FIN
contarllo	conte	contarllo	conte	N	V;SBJV;SG;3;PRS;FIN
contarllo	diz	contarllo	dizer	N	V;IND;SG;3;PRS;FIN
contarllo	diga	contarllo	dizer	N	V;SBJV;SG;3;PRS;FIN
contarllo	ele	contarllo	ele	N	PRO;NOM;MASC;SG;3
escríbeme	escreve	escríbeme	escrever	PROPN	V;IND;SG;3;PRS;FIN
escríbeme	escreva	escríbeme	escrever	PROPN	V;SBJV;SG;3;PRS;FIN
escríbeme	escrever	escríbeme	escrever	PROPN	V;NFIN
escríbeme	escreve	escríbeme	escrever	PROPN	V;IND;SG;3;PRS;FIN
dáma	dê	dáma	dar	PROPN	V;SBJV;SG;3;PRS;FIN
dáma	dar	dáma	dar	PROPN	V;NFIN
dáma	dá	dáma	dar	PROPN	V;IND;SG;3;PRS;FIN
dicircho	tu	dicircho	tu	V	INTJ
dicircho	você	dicircho	você	V	PRO;NOM;SG;3
dicircho	vc	dicircho	vc	V	PRO;NOM;MASC;SG;3
veo	veil	veo	veil	V	N;MASC;SG
veo	véu	veo	véu	V	N;MASC;SG
chámao	chamada	chámao	chamar	PROPN	V;FEM;SG;V.PTCP
chámao	ligar	chámao	ligar	PROPN	V;NFIN
chámao	ligue	chámao	ligar	PROPN	V;SBJV;SG;3;PRS;FIN
chámao	chama	chámao	chamar	PROPN	V;IND;SG;3;PRS;FIN
chámao	ele	chámao	ele	PROPN	PRO;NOM;MASC;SG;3
parécelle	tu	parécelle	tu	PROPN	INTJ
parécelle	você	parécelle	você	PROPN	PRO;NOM;SG;3
parécelle	vc	parécelle	vc	PROPN	PRO;NOM;MASC;SG;3
parécelle	ela	parécelle	ela	PROPN	PRO;NOM;FEM;SG;3
parécelle	she	parécelle	she	PROPN	N;MASC;SG
prefires	tu	prefer	tu	V	INTJ
prefires	você	prefer	você	V	PRO;NOM;SG;3
prefires	vc	prefer	vc	V	PRO;NOM;MASC;SG;3
bicar	beijo	bicar	beijo	V	N;MASC;SG
bicar	beijinho	bicar	beijinho	V	N;MASC;SG
bicar	kiss	bicar	kiss	V	N;MASC;SG
sirvo	sirva	sirvo	servir	ADV	V;SBJV;SG;3;PRS;FIN
sirvo	servir	sirvo	servir	ADV	V;NFIN
sirvo	serve	sirvo	servir	ADV	V;IND;SG;3;PRS;FIN
sirvo	servi	sirvo	servir	ADV	V;FIN
lotaría	loteria	lotaría	loteria	V	N;FEM;SG
lotaría	lotaria	lotaría	lotaria	V	N;FEM;SG
lotaría	sorteio	lotaría	sorteio	V	N;MASC;SG
máximo	máximo	máximo	máximo	ADJ	N;MASC;SG
máximo	máxima	máximo	grande	ADJ	N;FEM;SG
cambiaches	tu	cambiaches	tu	V	INTJ
cambiaches	você	cambiaches	você	V	PRO;NOM;SG;3
cambiaches	vc	cambiaches	vc	V	PRO;NOM;MASC;SG;3
cambiaches	haven	cambiaches	haven	V	N;MASC;SG
cambiaches	mudança	cambiaches	mudança	V	N;FEM;SG
cambiaches	mudanças	cambiaches	mudança	V	N;FEM;PL
cambiaches	troco	cambiaches	troco	V	N;MASC;SG
almorzar	almoço	almorzar	almoço	V	N;MASC;SG
liscou	ela	liscar	ela	V	PRO;NOM;FEM;SG;3
liscou	she	liscar	she	V	N;MASC;SG
liscou	esquerdo	liscar	esquerdo	V	N;MASC;SG
liscou	left	liscar	left	V	N;MASC;SG
liscou	esquerda	liscar	esquerda	V	N;FEM;SG
interesan	juros	interesar	juro	V	N;MASC;PL
interesan	interesse	interesar	interesse	V	N;MASC;SG
interesan	interessada	interesar	interessado	V	ADJ;FEM;SG
interesan	interessado	interesar	interessado	V	ADJ;MASC;SG
interesan	interessados	interesar	interessado	V	N;MASC;PL
interesan	interessadas	interesar	interessado	V	N;FEM;PL
peitos	ela	peito	ela	N	PRO;NOM;FEM;SG;3
despedido	despedida	despedir	despedida	V	N;FEM;SG
baleiras	esvaziar	baleira	esvaziar	ADJ	V;NFIN
baleiras	vazias	baleira	vazio	ADJ	N;FEM;PL
furioso	furiosos	furioso	furioso	ADJ	N;MASC;PL
sacalo	apanha	sacalo	apanhar	N	V;IND;SG;3;PRS;FIN
sacalo	obtenha	sacalo	obter	N	V;SBJV;SG;3;PRS;FIN
sacalo	receba	sacalo	receber	N	V;SBJV;SG;3;PRS;FIN
sacalo	obter	sacalo	obter	N	V;NFIN
sacalo	fora	sacalo	fora	N	ADV
sacalo	pega	sacalo	pegar	N	V;IND;SG;3;PRS;FIN
sacalo	levar	sacalo	levar	N	V;NFIN
sacalo	pegue	sacalo	pegar	N	V;SBJV;SG;3;PRS;FIN
sacalo	toma	sacalo	tomar	N	V;IND;SG;3;PRS;FIN
sacalo	leve	sacalo	levar	N	V;SBJV;SG;3;PRS;FIN
vina	dela	vina	dela	V	N;MASC;SG
vina	ela	vina	ela	V	PRO;NOM;FEM;SG;3
vina	her	vina	her	V	N;MASC;SG
unida	juntos	unir	junto	V	N;MASC;PL
unida	juntas	unir	juntas	V	N;FEM;PL
retiro	pega	retiro	pegar	N	V;IND;SG;3;PRS;FIN
retiro	levar	retiro	levar	N	V;NFIN
retiro	pegue	retiro	pegar	N	V;SBJV;SG;3;PRS;FIN
retiro	toma	retiro	tomar	N	V;IND;SG;3;PRS;FIN
retiro	leve	retiro	levar	N	V;SBJV;SG;3;PRS;FIN
fique	stand	fique	stand	V	N;MASC;SG
destruíron	eles	destruír	eles	V	PRO;NOM;MASC;PL;3
destruíron	elas	destruír	ele	V	PRO;NOM;FEM;PL;3
fitzgerald	fitzgerald	fitzgerald	fitzgerald	ADJ	N;MASC;SG
defende	por	defender	por	V	ADP
defende	para	defender	para	V	ADP
faiche	tu	fache	tu	PROPN	INTJ
faiche	você	fache	você	PROPN	PRO;NOM;SG;3
faiche	vc	fache	vc	PROPN	PRO;NOM;MASC;SG;3
faiche	faz	fache	fazer	PROPN	V;IND;SG;3;PRS;FIN
métete	mind	métete	mind	PROPN	N;MASC;SG
métete	mente	métete	mente	PROPN	N;FEM;SG
véxote	veja	véxote	ver	PROPN	V;SBJV;SG;3;PRS;FIN
véxote	vê	véxote	ver	PROPN	V;IND;SG;3;PRS;FIN
véxote	ver	véxote	ver	PROPN	V;NFIN
véxote	tu	véxote	tu	PROPN	INTJ
véxote	você	véxote	você	PROPN	PRO;NOM;SG;3
véxote	vc	véxote	vc	PROPN	PRO;NOM;MASC;SG;3
roubando	roubo	roubar	roubo	V	N;MASC;SG
delicioso	delicia	delicioso	delicia	ADJ	N;FEM;SG
coñeciches	fiz	coñeciche	fazer	N	V;IND;SG;1;PST;FIN
coñeciches	did	coñeciche	dider	N	PROPN;MASC;SG
coñeciches	fê	coñeciche	fazer	N	V;IND;SG;3;PST;FIN
coñeciches	fez	coñeciche	fazer	N	V;IND;SG;3;PST;FIN
coñeciches	tu	coñeciche	tu	N	INTJ
coñeciches	você	coñeciche	você	N	PRO;NOM;SG;3
coñeciches	vc	coñeciche	vc	N	PRO;NOM;MASC;SG;3
coñeciches	conheçam	coñeciche	conhecer	N	V;SBJV;PL;3;PRS;FIN
coñeciches	conheça	coñeciche	conhecer	N	V;SBJV;SG;3;PRS;FIN
coñeciches	conhecer	coñeciche	conhecer	N	V;NFIN
coñeciches	ele	coñeciche	ele	N	PRO;NOM;MASC;SG;3
marion	marion	marion	marion	PROPN	N;MASC;SG
pénsao	sobre	pénsao	sobre	PROPN	ADP
pénsao	pense	pénsao	pensar	PROPN	V;SBJV;SG;3;PRS;FIN
pénsao	pensem	pénsao	pensar	PROPN	V;SBJV;PL;3;PRS;FIN
pénsao	pensa	pénsao	pensar	PROPN	V;IND;SG;3;PRS;FIN
pénsao	pensar	pénsao	pensar	PROPN	V;NFIN
blue	blue	blue	blue	PROPN	N;MASC;SG
blue	azul	blue	azul	PROPN	N;MASC;SG
blue	azuis	blue	azul	PROPN	N;MASC;PL
andrews	andrews	andrews	andrem	PROPN	N;MASC;SG
andrews	do	andrews	do	PROPN	N;MASC;SG
andrews	de	andrews	de	PROPN	ADP
andrews	da	andrews	da	PROPN	INTJ
perdóeme	perdoe	perdóeme	perdor	N	V;IND;SG;1;PRS;FIN
perdóeme	perdoem	perdóeme	perdoem	N	V;IND;PL;1;PRS;FIN
perdóeme	perdoar	perdóeme	perdoar	N	V;NFIN
perdóeme	perdoa	perdóeme	perdoa	N	V;IND;SG;3;PRS;FIN
chalana	barco	chalanar	barco	ADJ	N;MASC;SG
chalana	bote	chalanar	bote	ADJ	N;MASC;SG
chalana	embarcação	chalanar	embarcação	ADJ	N;FEM;SG
filliña	querido	filliña	querer	N	V;MASC;SG;V.PTCP
filliña	queridos	filliña	querer	N	V;MASC;PL;V.PTCP
filliña	querida	filliña	querer	N	V;FEM;SG;V.PTCP
sagrada	sagrado	sagrar	sagrado	V	N;MASC;SG
sagrada	sagrados	sagrar	sagrado	V	N;MASC;PL
sagrada	sagrada	sagrar	sagrada	V	N;FEM;SG
sagrada	santo	sagrar	santo	V	N;MASC;SG
