категория	kategorien	категория	kategori	N;INDF;FEM;SG	N;DEF;MASC;SG
организиран	organisert	организирам	organisere	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
аризона	arizona	аризон	arizona	N;DEF;FEM;SG	PROPN
особен	eiendommelig	особен	eiendommelig	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
кода	koda	кода	kode		ADJ;INDF;NEUT;SG;V.PTCP
дармщат	darmstadt	дармщат	darmstadt	N;DEF;FEM;SG	N;INDF;MASC;SG
горен	øvre	горен	øvre	ADJ;INDF;MASC;SG	ADJ;CMPR
охлюв	sneglen	охлюв	snegl	N;INDF;MASC;SG	N;DEF;MASC;SG
бърз	rapid	бърз	rapid	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
бърз	snar	бърз	snar	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
бърз	swift	бърз	swift	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
бърз	kjapp	бърз	kjapp	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
бърз	raske	бърз	rask	ADJ;INDF;MASC;SG	ADJ;PL
цветя	blomster	цвете	blomster	N;INDF;NEUT;PL	N;INDF;NEUT;SG
цветя	flowers	цвете	flowers	N;INDF;NEUT;PL	N;INDF;SG
цветя	blomstene	цвете	blomst	N;INDF;NEUT;PL	N;DEF;FEM;PL
бремен	bremen	бремен	brem	PROPN;INDF;MASC;SG	N;DEF;MASC;SG
грами	grammy	грам	grammy	N;INDF;FEM;PL	N;INDF;MASC;SG
ограничен	limited	огранича-(се)	limited	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;INDF;MASC;SG
ограничен	begrenset	огранича-(се)	begrens	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;DEF;NEUT;SG
ограничен	begrenset	огранича-(се)	begrens	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;DEF;NEUT;SG
крит	crete	крит	crete	PROPN;INDF;MASC;SG	N;INDF;SG
крит	kreta	крит	krete	PROPN;INDF;MASC;SG	N;DEF;FEM;SG
того	togo	този	togo	PROPN	N;INDF;NEUT;SG
протести	protester	протест	protester	N;INDF;MASC;PL	N;INDF;NEUT;SG
събитието	hendelse	събитие	hendelse	N;DEF;NEUT;SG	N;INDF;MASC;SG
събитието	hending	събитие	hending	N;DEF;NEUT;SG	N;INDF;FEM;SG
събитието	arrangement	събитие	arrangement	N;DEF;NEUT;SG	N;INDF;NEUT;SG
ева	eva	ева	eva	PROPN;INDF;FEM;SG	N;INDF;FEM;SG
ева	eva	ева	eva	PROPN;INDF;FEM;SG	N;INDF;FEM;SG
ева	eve	ева	eve	PROPN;INDF;FEM;SG	N;INDF;NEUT;SG
анимационен	tegneserie	анимационен	tegneserie	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
анимационен	tegnefilm	анимационен	tegnefilm	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
анимационен	tegneseriefigur	анимационен	tegneseriefigur	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
романите	romaner	роман	roman	N;DEF;MASC;PL	N;INDF;MASC;PL
концепция	konseptet	концепция	konsept	N;INDF;FEM;SG	N;DEF;NEUT;SG
факултета	fakultet	факултет	fakultet	N;DEF;MASC;SG	N;INDF;NEUT;SG
маси	massey	маса	massey	N;INDF;FEM;PL	N;INDF;MASC;SG
маси	bord	маса	bord	N;INDF;FEM;PL	N;INDF;NEUT;SG
маси	massene	маса	masse	N;INDF;FEM;PL	N;DEF;FEM;PL
признат	gjenkjent	призная-(се)	gjenkjent	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
признат	anerkjent	призная-(се)	anerkjent	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
признат	anerkjent	призная-(се)	anerkjent	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
признат	gjenkjent	призная-(се)	gjenkjent	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
признат	anerkjente	призная-(се)	anerkjenne	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PL;V.PTCP
признат	anerkjent	призная-(се)	anerkjent	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
облекло	antrekket	облекло	antrekk	N;INDF;NEUT;SG	N;DEF;NEUT;SG
техниката	teknikk	техника	teknikk	N;DEF;FEM;SG	N;INDF;MASC;SG
платформа	plattformen	платформа	plattform	N;INDF;FEM;SG	N;DEF;MASC;SG
твърдения	påstår	твърдение	påstå	N;INDF;NEUT;PL	V;IND;PRS;FIN
твърдения	hevder	твърдение	hevde	N;INDF;NEUT;PL	V;IND;PRS;FIN
твърдения	påstander	твърдение	påstand	N;INDF;NEUT;PL	N;INDF;FEM;SG
твърдения	påstander	твърдение	påstand	N;INDF;NEUT;PL	N;INDF;FEM;SG
класове	klassene	клас	klasse	N;INDF;MASC;PL	N;DEF;FEM;PL
пехота	infanteriet	пех	infanterium	N;INDF;FEM;SG	N;DEF;NEUT;SG
предпочита	foretrekker	предпоча	foretrekke	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;PL
лек	bøte	лек	bøte	ADJ;INDF;MASC;SG	N;INDF;FEM;SG
лек	botemiddel	лек	botemiddel	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
лек	kur	лек	kur	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
лек	helbred	лек	helbred	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
сърбите	serbere	сърбин	serbere	N;DEF;MASC;PL	N;INDF;NEUT;SG
сърбите	serberne	сърбин	serberne	N;DEF;MASC;PL	N;INDF;NEUT;SG
селско	landlige	селски	landlig	ADV	ADJ;PL
селско	bygd	селски	byggje	ADV	ADJ;INDF;SG;V.PTCP
екваториална	ekvatorial	екваториален	ekvatorial	ADJ;INDF;FEM;SG	N;INDF;MASC;SG
матилда	mathilda	матилда	mathilde	N;INDF;FEM;SG	N;DEF;FEM;SG
потенциал	potensielt	потенциал	potensiell	N;INDF;MASC;SG	ADJ;INDF;NEUT;SG
потенциал	potensielle	потенциал	potensiell	N;INDF;MASC;SG	ADJ;PL
четирима	four	четирима	four	NUM;INDF;PL	N
защитен	beskyttet	защитен	beskytt	ADJ;INDF;MASC;SG	N;DEF;NEUT;SG
защитен	beskyttes	защитен	beskyttes	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
атмосфера	atmosfæren	атмосфера	atmosfære	N;INDF;FEM;SG	N;DEF;MASC;SG
федерацията	federation	федерация	federation	N;DEF;FEM;SG	N;INDF;MASC;SG
федерацията	føderasjon	федерация	føderasjon	N;DEF;FEM;SG	N;INDF;MASC;SG
рисунки	tegningene	рисунка	tegning	N;INDF;FEM;PL	N;DEF;FEM;PL
физиката	fysikk	физика	fysikk	N;DEF;FEM;SG	N;INDF;MASC;SG
поезията	poesi	поезия	poesi	N;DEF;FEM;SG	N;INDF;MASC;SG
сумата	sum	сума	sum	N;DEF;FEM;SG	N;INDF;MASC;SG
красива	nydelige	красив	nydelig	ADJ;INDF;FEM;SG	ADJ;PL
планиране	planlegger	планиране	planleggje	N;INDF;NEUT;SG	V;IND;PRS;FIN
поща	posten	поща	post	N;INDF;FEM;SG	N;DEF;MASC;SG
банки	banks	банка	banks	N;INDF;FEM;PL	N;INDF;MASC;SG
холандски	nederlandsk	холандски	nederlandsk	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
холандски	nederlendere	холандски	nederlendere	ADJ;INDF;MASC;SG	V;NFIN
сън	drømmen	сън	drømme	N;INDF;MASC;SG	N;DEF;MASC;SG
сън	drømme	сън	drømme	N;INDF;MASC;SG	V;IMP;NFIN
лидери	ledere	лидер	ledere	N;INDF;MASC;PL	N;INDF;MASC;SG
изтрит	slettet	изтрия	slett	N;INDF;MASC;SG	N;DEF;NEUT;SG
изтрит	slettet	изтрия	slett	N;INDF;MASC;SG	N;DEF;NEUT;SG
жорж	georges	жорж	georges	PROPN;INDF;MASC;SG	N;INDF;NEUT;SG
вярно	ekte	верен	ekte	ADV	ADJ;INDF;NEUT;SG
вярно	sant	верен	sann	ADV	ADJ;INDF;NEUT;SG
вярно	true	верен	tru	ADV	N;INDF;NEUT;SG
вярно	sanne	верен	sann	ADV	ADJ;PL
андерсън	anderson	андерсън	anderson	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
грозде	druer	грозда	dru	N;INDF;MASC;SG	N;INDF;FEM;PL
вера	vera	вера	vere	N;INDF;FEM;SG	V;NFIN
узбекистан	usbekistan	узбекистан	usbekistan	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
написал	skrev	напиша	skrev	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	N;INDF;MASC;SG
герхард	gerhardt	герхард	gerhard	N;INDF;MASC;SG	ADJ;INDF;NEUT;SG
индивидуални	individuell	индивидуален	individuell	ADJ;INDF;PL	ADJ;INDF;SG
индивидуални	individ	индивидуален	individ	ADJ;INDF;PL	N;INDF;NEUT;SG
индивидуални	individet	индивидуален	individ	ADJ;INDF;PL	N;DEF;NEUT;SG
културна	kulturelle	културен	kulturell	ADJ;INDF;FEM;SG	ADJ;PL
туристи	turgåere	турист	turgåere	N;INDF;MASC;PL	N;INDF;FEM;SG
туристи	turist	турист	turist	N;INDF;MASC;PL	N;INDF;MASC;SG
мая	maia	мая	maie	N;INDF;FEM;SG	N;DEF;FEM;SG
мая	maya	мая	maye	N;INDF;FEM;SG	N;DEF;NEUT;SG
пара	para	парам-се	para	N;INDF;FEM;SG	N;INDF;MASC;PL
ливади	meadows	ливад	meadows	N;INDF;FEM;PL	N;INDF;MASC;SG
завинаги	forever	завинаги	foreve	ADV	N;INDF;SG
завинаги	evig	завинаги	evig	ADV	ADJ;INDF;NEUT;SG
завинаги	evighet	завинаги	evighet	ADV	N;INDF;MASC;SG
последни	siste	последен	sist	ADJ;INDF;PL	ADJ;DEF;SG
последни	sist	последен	sist	ADJ;INDF;PL	ADV
обичаи	skikker	обичай	skikker	N;INDF;MASC;PL	N;INDF;MASC;SG
обичаи	tollen	обичай	toll	N;INDF;MASC;PL	N;DEF;MASC;SG
обичаи	toll	обичай	toll	N;INDF;MASC;PL	N;INDF;MASC;SG
графика	timeplan	график	timeplan	N;DEF;MASC;SG	N;INDF;MASC;SG
графика	tidsplan	график	tidsplan	N;DEF;MASC;SG	N;INDF;MASC;SG
графика	graf	график	graf	N;DEF;MASC;SG	N;INDF;NEUT;SG
графика	grafikk	график	grafikk	N;DEF;MASC;SG	N;INDF;MASC;SG
щутгарт	stuttgart	щутгарт	stuttgart	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
еднакви	identisk	еднакъв	identisk	ADJ;INDF;PL	ADJ;INDF;NEUT;SG
дамян	damian	дамян	damian	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
изпълнени	oppfylt	изпълня-(се)	oppfylle	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
изпълнени	fullført	изпълня-(се)	fullføre	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
трон	tronen	трон	tron	N;INDF;MASC;SG	N;DEF;MASC;SG
портрети	portretter	портрет	portrette	N;INDF;MASC;PL	N;INDF;NEUT;SG
заловен	fanget	заловя-(се)	fang	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;DEF;NEUT;SG
камен	kamen	камен	kame	N;INDF;MASC;SG	N;DEF;MASC;SG
лъчи	strålene	лъча	stråle	N;INDF;FEM;PL	N;DEF;FEM;PL
моята	mitt	мой	min	DET;DEF;FEM;SG;1	PRO;NEUT;SG
моята	gruve	мой	gruve	DET;DEF;FEM;SG;1	N;INDF;FEM;SG
моята	mine	мой	min	DET;DEF;FEM;SG;1	PRO;PL
моята	min	мой	min	DET;DEF;FEM;SG;1	PRO;MASC;SG
летището	lufthavn	летище	lufthavn	N;DEF;NEUT;SG	N;INDF;MASC;SG
летището	flyplass	летище	flyplass	N;DEF;NEUT;SG	N;INDF;MASC;SG
иванович	ivanovitsj	иванович	ivanovitsj	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
иванович	ivanović	иванович	ivanović	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
майнц	mainz	майнц	mainz	PROPN;INDF;MASC;SG	N;INDF;NEUT;SG
търговско	reklamefilm	търговски	reklamefilm	ADV	N;INDF;MASC;SG
търговско	kommersielt	търговски	kommersiel	ADV	ADJ;INDF;NEUT;SG
търговско	kommersiell	търговски	kommersiell	ADV	ADJ;INDF;SG
търговско	byttehandel	търговски	byttehandel	ADV	N;INDF;MASC;SG
търговско	bytte	търговски	byte	ADV	ADJ;PL;V.PTCP
търговско	handel	търговски	handel	ADV	N;INDF;MASC;SG
шаранови	karpefamilien	шаранов	karpefamilie	ADJ;INDF;PL	N;DEF;MASC;SG
короната	krone	корона	krone	N;DEF;FEM;SG	N;INDF;FEM;SG
борусия	borussia	борусия	borussig	N;DEF;FEM;SG	N;INDF;MASC;SG
администратори	administratorer	администратор	administrator	N;INDF;MASC;PL	N;INDF;NEUT;SG
администратори	admins	администратор	admins	N;INDF;MASC;PL	N;INDF;MASC;SG
администратори	administratorer	администратор	administrator	N;INDF;MASC;PL	N;INDF;NEUT;SG
фамилии	familiene	фамилия	familie	N;INDF;FEM;PL	N;DEF;FEM;PL
сериозна	alvorlige	сериозен	alvorlig	ADJ;INDF;FEM;SG	ADJ;PL
сериозна	alvor	сериозен	alvor	ADJ;INDF;FEM;SG	N;INDF;NEUT;SG
триене	gnir	триене	gni	N;INDF;NEUT;SG	V;IND;PRS;FIN
вериги	kjetting	верига	kjetting	N;INDF;FEM;PL	N;INDF;FEM;SG
вериги	kjede	верига	kjede	N;INDF;FEM;PL	N;INDF;MASC;SG
вериги	kjetting	верига	kjetting	N;INDF;FEM;PL	N;INDF;FEM;SG
пита	pita	питам-(се)	pite	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;SG
завръщане	returnere	завръщане	returnere	N;INDF;NEUT;SG	V;NFIN
нигер	niger	нигер	niger	PROPN;INDF;MASC;SG	N;INDF;NEUT;SG
устата	munn	уста	munn	N;DEF;FEM;SG	N;INDF;MASC;SG
есета	essay	есети	essay	N;INDF;NEUT;PL	N;INDF;NEUT;SG
есета	stilene	есети	stile	N;INDF;NEUT;PL	N;DEF;FEM;PL
кръста	kryss	кръст	kryss	N;DEF;MASC;SG	N;INDF;NEUT;SG
кръста	cross	кръст	cross	N;DEF;MASC;SG	N;INDF;SG
кръста	krysse	кръст	krysse	N;DEF;MASC;SG	V;NFIN
кръста	kors	кръст	kors	N;DEF;MASC;SG	N;INDF;NEUT;SG
кръста	midje	кръст	midje	N;DEF;MASC;SG	N;INDF;MASC;SG
кръста	midjen	кръст	midje	N;DEF;MASC;SG	N;INDF;MASC;SG
хауърд	howard	хауърд	howard	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
спортист	friidrettsutøver	спортист	friidrettsutøv	N;INDF;MASC;SG	N;INDF;FEM;PL
обвинения	tiltale	обвинение	tiltale	N;INDF;NEUT;PL	N;INDF;NEUT;SG
проведен	gjennomført	проведа	gjennomføre	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
въведен	oppgitt	въведа	oppgi	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
въведен	angitt	въведа	angitt	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;INDF;MASC;SG
въведен	introdusert	въведа	introdusere	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
въведен	introduserte	въведа	introdusere	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PL;V.PTCP
въведен	innført	въведа	innføre	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
въведен	presentert	въведа	presentere	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
фиджи	fiji	фиджа	fiji	N;INDF;PL	N;INDF;NEUT;SG
комедии	komedier	комедия	komedium	N;INDF;FEM;PL	N;INDF;MASC;SG
четвърто	fjerde	четвърти	fjerde	ADJ;INDF;NEUT;SG	ADJ;DEF;SG
авторите	forfattere	автор	forfattere	N;DEF;MASC;PL	V;NFIN
вечерта	kveld	вечер	kveld	N;DEF;FEM;SG	N;INDF;MASC;SG
добив	viker	добив	vike	N;INDF;MASC;SG	N;INDF;FEM;PL
либерия	liberia	либерия	liberium	PROPN;INDF;FEM;SG	N;INDF;NEUT;SG
либерия	liberias	либерия	liberias	PROPN;INDF;FEM;SG	N;INDF;MASC;SG
тридесет	tredve	тридесет	tredve	NUM;INDF;PL	N;INDF;MASC;SG
тридесет	thirty	тридесет	thirty	NUM;INDF;PL	N
родове	genera	род	genere	N;INDF;MASC;PL	N;INDF;NEUT;SG
сребърни	silver	сребърен	silver	ADJ;INDF;PL	N;INDF;SG
сребърни	sølv	сребърен	sølv	ADJ;INDF;PL	N;INDF;NEUT;SG
максимално	maksimum	максимално	maksimum	ADV	N;INDF;NEUT;SG
максимално	maksimalt	максимално	maksimal	ADV	ADJ;INDF;NEUT;SG
максимално	maks	максимално	maks	ADV	N;INDF;NEUT;SG
максимално	maksimal	максимално	maksimal	ADV	ADJ;INDF;SG
мичиган	michigan	мичиган	michigan	N;INDF;MASC;SG	PROPN
руснаците	russere	руснак	russere	N;DEF;MASC;PL	N;INDF;FEM;SG
федерален	føderale	федерален	føderal	ADJ;INDF;MASC;SG	ADJ;PL
федерален	federal	федерален	federal	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
федерален	matet	федерален	mat	ADJ;INDF;MASC;SG	N;DEF;NEUT;SG
федерален	fôret	федерален	få	ADJ;INDF;MASC;SG	N;INDF;NEUT;SG
федерален	foret	федерален	foret	ADJ;INDF;MASC;SG	N;INDF;NEUT;SG
сериозен	alvorlige	сериозен	alvorlig	ADJ;INDF;MASC;SG	ADJ;PL
сериозен	alvor	сериозен	alvor	ADJ;INDF;MASC;SG	N;INDF;NEUT;SG
насочени	regissert	насоча-(се)	regissere	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
минерални	mineral	минерален	mineral	ADJ;INDF;PL	N;INDF;NEUT;SG
площадка	lekeplassen	площадка	lekeplasse	N;INDF;FEM;SG	N;DEF;MASC;SG
типични	typisk	типичен	typisk	ADJ;INDF;PL	ADJ;INDF;NEUT;SG
тата	tata	тата	tat	PROPN;INDF;FEM;SG	N;INDF;FEM;SG
пустинята	ørken	пустиня	ørk	N;DEF;FEM;SG	N;INDF;MASC;SG
свален	nedlastede	сваля	nedlasted	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;INDF;MASC;SG
индиана	indiana	индиана	indiane	N;DEF;MASC;SG	PROPN
привлечен	tiltrukket	привлека	tiltrukk	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;DEF;NEUT;SG
лион	lyon	лион	lyon	PROPN;INDF;MASC;SG	N;INDF;NEUT;SG
лион	leon	лион	leon	PROPN;INDF;MASC;SG	N;INDF;NEUT;SG
шон	shawn	шон	shawn	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
шон	sean	шон	sean	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
преход	overgangen	преход	overgang	N;INDF;MASC;SG	N;DEF;MASC;SG
преход	overganger	преход	overgange	N;INDF;MASC;SG	N;INDF;MASC;PL
установено	etablert	установя-(се)	etablere	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
установено	fastslått	установя-(се)	fastslå	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
съществено	essensielt	съществено	essensiell	ADV	ADJ;INDF;NEUT;SG
съществено	vesentlig	съществено	vesentlig	ADV	ADJ;INDF;NEUT;SG
съществено	essensielle	съществено	essensiell	ADV	ADJ;PL
тяхна	deres	наш	deres	DET;INDF;FEM;SG;3	N;INDF;MASC;SG
тяхна	dems	наш	dems	DET;INDF;FEM;SG;3	N;INDF;MASC;SG
подпис	signert	подпис	signere	N;INDF;MASC;SG	ADJ;INDF;SG;V.PTCP
подпис	underskrevet	подпис	underskrev	N;INDF;MASC;SG	N;DEF;NEUT;SG
подпис	undertegnet	подпис	undertegn	N;INDF;MASC;SG	N;DEF;NEUT;SG
гарнизон	garnisonen	гарнизон	garnison	N;INDF;MASC;SG	N;DEF;MASC;SG
преместен	beveget	преместя-(се)	beveg	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;DEF;NEUT;SG
преместен	flytta	преместя-(се)	flytte	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
преместен	flyttet	преместя-(се)	flytt	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
преместен	overført	преместя-(се)	overføre	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
потомци	avkom	потомец	avkom	N;INDF;MASC;PL	N;INDF;NEUT;SG
потомци	etterkommere	потомец	etterkommere	N;INDF;MASC;PL	N;INDF;NEUT;SG
брус	bruce	брус	bruce	PROPN;INDF;MASC;SG	N;INDF
архитектурни	arkitektonisk	архитектурен	arkitektonisk	ADJ;INDF;PL	ADJ;INDF;NEUT;SG
змии	slanger	змия-се	slange	N;INDF;FEM;PL	N;INDF;MASC;SG
иво	ivo	иво	ivo	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
влашко	valakia	влашки	valakia	ADV	N;DEF;FEM;SG
искане	forespørselen	искане	forespørsel	N;INDF;NEUT;SG	N;DEF;MASC;SG
съвпада	fyrstikkene	съвпадам	fyrstikke	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;DEF;FEM;PL
съвпада	fyrstikker	съвпадам	fyrstikker	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;SG
съвпада	kamper	съвпадам	kamp	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
съвпада	treff	съвпадам	treff	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;SG
дейв	dave	дейв	dave	PROPN;INDF;MASC;SG	N;INDF;FEM;SG
парма	parma	парма	parma	PROPN;INDF;FEM;SG	N;INDF;MASC;SG
творци	artister	творец	artister	N;INDF;MASC;PL	N;INDF;MASC;SG
творци	kunstnere	творец	kunstnere	N;INDF;MASC;PL	N;INDF;FEM;SG
рос	ross	рос	ross	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
съседни	tilstøtende	съседен	tilstøtende	ADJ;INDF;PL	N;INDF;MASC;SG
зелен	grønn	зелен	grønn	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
зелен	green	зелен	grenne	ADJ;INDF;MASC;SG	N;DEF;MASC;SG
зелен	grønne	зелен	grønne	ADJ;INDF;MASC;SG	ADJ;PL
стратегически	strategiske	стратегически	strategisk	ADJ;INDF;MASC;SG	ADJ;PL
руанда	rwanda	руанда	rwand	N;INDF;FEM;SG	N;DEF;NEUT;PL
понятия	konsepter	понят	konsepter	N;INDF;NEUT;PL	N;INDF;NEUT;SG
понятия	begreper	понят	begrepe	N;INDF;NEUT;PL	N;INDF;NEUT;SG
фенове	fans	фен	fan	N;INDF;MASC;PL	N;INDF;NEUT;SG
фенове	tilhengere	фен	tilhengere	N;INDF;MASC;PL	N;INDF;NEUT;SG
колата	bil	кола	bil	N;DEF;FEM;SG	N;INDF;MASC;SG
приятелски	vennlige	приятелски	vennlig	ADJ;INDF;MASC;SG	ADJ;PL
приятелски	vennlig	приятелски	vennlig	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
кевин	kevin	кевин	kevin	PROPN;INDF;MASC;SG	N;INDF;SG
присъда	kjennelsen	присъда	kjennelse	N;INDF;FEM;SG	N;DEF;MASC;SG
потребителски	forbruker	потребителски	forbruke	ADJ;INDF;MASC;SG	N;INDF;FEM;PL
потребителски	brukeren	потребителски	bruker	ADJ;INDF;MASC;SG	N;DEF;MASC;SG
потребителски	bruker	потребителски	bruke	ADJ;INDF;MASC;SG	V;IND;PRS;FIN
потребителски	brukar	потребителски	bruke	ADJ;INDF;MASC;SG	V;IND;PRS;FIN
регионални	regional	регионален	regional	ADJ;INDF;PL	N;INDF;MASC;SG
регионални	regionalt	регионален	regional	ADJ;INDF;PL	ADJ;INDF;NEUT;SG
заглавия	titler	заглавие	titler	N;INDF;NEUT;PL	N;INDF;MASC;SG
заглавия	overskriftene	заглавие	overskrift	N;INDF;NEUT;PL	N;DEF;FEM;PL
студена	kulde	студен	kulde	ADJ;INDF;FEM;SG	N;INDF;NEUT;SG
студена	forkjølelse	студен	forkjølelse	ADJ;INDF;FEM;SG	N;INDF;MASC;SG
габриел	gabrielle	габриел	gabriell	N;INDF;MASC;SG	ADJ;PL
успоредно	parallell	успореден	parallell	ADV	ADJ;INDF;SG
полка	regiment	полка	regiment	N;DEF;MASC;SG	N;INDF;NEUT;SG
полка	polka	полка	polk	N;DEF;MASC;SG	N;INDF;NEUT;SG
грей	gray	грей	gray	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
грей	grå	грей	grå	PROPN;INDF;MASC;SG	ADJ;PL
грей	grått	грей	grå	PROPN;INDF;MASC;SG	ADJ;INDF;NEUT;SG
грей	grå	грей	grå	PROPN;INDF;MASC;SG	ADJ;PL
грей	grey	грей	grey	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
дървен	trevirke	дървен	trevirke	ADJ;INDF;MASC;SG	N;INDF;NEUT;SG
дървен	wood	дървен	wood	ADJ;INDF;MASC;SG	PROPN
дървен	treverk	дървен	treverk	ADJ;INDF;MASC;SG	N;INDF;NEUT;SG
пръстен	ring	пръстен	ring	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
републики	republikkene	република	republikke	N;INDF;FEM;PL	N;DEF;FEM;PL
ефективно	effektive	ефективно	effektiv	ADV	ADJ;PL
ефективно	effektiv	ефективно	effektiv	ADV	ADJ;INDF;SG
ефективно	effektivt	ефективно	effektiv	ADV	ADJ;INDF;NEUT;SG
ефективно	effektivt	ефективно	effektiv	ADV	ADJ;INDF;NEUT;SG
ефективно	effektive	ефективно	effektiv	ADV	ADJ;PL
ефективно	effektiv	ефективно	effektiv	ADV	ADJ;INDF;SG
ефективно	effektivt	ефективно	effektiv	ADV	ADJ;INDF;NEUT;SG
кора	cora	кора	cora	N;INDF;FEM;SG	PROPN
киров	kirov	киров	kirov	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
пълни	full	пълен	full	ADJ;INDF;PL	ADJ;INDF;SG
пълни	fullt	пълен	full	ADJ;INDF;PL	ADJ;INDF;NEUT;SG
пълни	fult	пълен	føle	ADJ;INDF;PL	N;INDF;MASC;SG
пълни	mett	пълен	mett	ADJ;INDF;PL	N;INDF;MASC;SG
титуляр	holder	титуляр	holder	N;INDF;MASC;SG	
върховен	supreme	върховен	supreme	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
еми	emmy	еми	emmy	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
еми	emi	еми	emi	PROPN;INDF;MASC;SG	N;INDF;NEUT;SG
тайната	hemmelige	тайна	hemmelig	N;DEF;FEM;SG	ADJ;PL
тайната	hemmelighet	тайна	hemmelighet	N;DEF;FEM;SG	N;INDF;MASC;SG
тайната	hemmelig	тайна	hemmelig	N;DEF;FEM;SG	N;INDF;MASC;SG
