die	на	die	на	DET;DEF	ADP
sentimeter	сантиметри	sentimeter	сантиметър		N;INDF;MASC;PL
sentimeter	сантиметра	sentimeter	сантиметър		N;DEF;MASC;SG
sentimeter	сантиметри	sentimeter	сантиметър		N;INDF;MASC;PL
sentimeter	сантиметър	sentimeter	сантиметър		N;INDF;MASC;SG
rico	рико	rico	рико	PROPN;SG	PROPN;INDF;MASC;SG
erkende	признати	erken	призная-(се)	ADJ;NOM	V;PFV;INDF;PL;V.PTCP;PASS
erkende	призната	erken	призная-(се)	ADJ;NOM	V;PFV;INDF;FEM;SG;V.PTCP;PASS
erkende	разпознат	erken	разпозна-(се)	ADJ;NOM	V;PFV;INDF;MASC;SG;V.PTCP;PASS
erkende	признато	erken	призная-(се)	ADJ;NOM	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
erkende	признат	erken	призная-(се)	ADJ;NOM	V;PFV;INDF;MASC;SG;V.PTCP;PASS
erkende	призната	erken	призная-(се)	ADJ;NOM	V;PFV;INDF;FEM;SG;V.PTCP;PASS
erkende	признати	erken	призная-(се)	ADJ;NOM	V;PFV;INDF;PL;V.PTCP;PASS
erkende	разпознат	erken	разпозна-(се)	ADJ;NOM	V;PFV;INDF;MASC;SG;V.PTCP;PASS
erkende	признат	erken	призная-(се)	ADJ;NOM	V;PFV;INDF;MASC;SG;V.PTCP;PASS
praag	прага	praag	праг		N;DEF;MASC;SG
whois	whois	whois	whois		ADJ
vigs	спин	vigs	спин		N;INDF;MASC;SG
uitbrei	разрастване	uitbrei	разрастване	V;PRS	N;INDF;NEUT;SG
uitbrei	разширяване	uitbrei	разширяване	V;PRS	N;INDF;NEUT;SG
isaac	исаак	isaac	исаак		N;INDF;MASC;SG
isaac	айзък	isaac	айзък		PROPN;INDF;MASC;SG
isaac	исак	isaac	исак		N;INDF;MASC;SG
kambodja	камбоджа	kambodja	камбоджа	PROPN;SG	N;INDF;FEM;SG
springs	спрингс	spring	спрингс	N;PL	N;INDF;MASC;SG
nicolas	никола	nicolas	никол		PROPN;INDF;MASC;SG
slawerny	робство	slawerny	робство		N;INDF;NEUT;SG
nelspruit	нелспруит	nelspruit	нелспруит	PROPN;SG	N;INDF;MASC;SG
teruggetrek	отнето	teruggetrek	отнема	V;PST;V.PTCP	ADV
taalkunde	лингвистика	taalkund	лингвистика		N;INDF;FEM;SG
onwettig	нелегално	onwettig	нелегално	V;PRS	ADV
onwettig	нелегален	onwettig	нелегален	V;PRS	ADJ;INDF;MASC;SG
onwettig	незаконен	onwettig	незаконен	V;PRS	ADJ;INDF;MASC;SG
onwettig	незаконна	onwettig	незаконен	V;PRS	ADJ;INDF;FEM;SG
onwettig	незаконно	onwettig	незаконно	V;PRS	ADV
onwettig	незаконни	onwettig	незаконен	V;PRS	ADJ;INDF;PL
cameron	камерън	cameron	камерън		N;INDF;MASC;SG
sielkundige	психолог	sielkundig	психолог	ADJ;NOM	N;INDF;MASC;SG
sleg	лоша	sleg	лош	ADV	ADJ;INDF;FEM;SG
sleg	лош	sleg	лош	ADV	ADJ;INDF;MASC;SG
notas	забележки	notas	забележка	N;SG	N;INDF;FEM;PL
notas	записки	notas	записка	N;SG	N;INDF;FEM;PL
notas	бележки	notas	бележка	N;SG	N;INDF;FEM;PL
notas	ноти	notas	нот	N;SG	N;INDF;FEM;PL
mbeki	мбеки	mbeki	мбяка	PROPN;SG	N;INDF;MASC;PL
pre	пре	pre	пре		ADV
pre	предварително	pre	предварително		ADV
outomatiese	автоматично	outomaties	автоматично	ADJ;NOM	ADV
pop	поп	pop	поп		N;INDF;MASC;SG
pop	pop	pop	pop		NUM;INDF;PL
skandinawië	скандинавия	skandinawië	скандинав	N;SG	PROPN;INDF;FEM;SG
tsjeggië	чешки	tsjeggië	чешка		ADJ;INDF;MASC;SG
tsjeggië	чешката	tsjeggië	чешки		ADJ;DEF;FEM;SG
tsjeggië	чешка	tsjeggië	чешка		ADJ;INDF;FEM;SG
tsjeggië	чеченски	tsjeggië	чеченски		PROPN;INDF;MASC;SG
tsjeggië	провери	tsjeggië	проверя		V;PFV;IMP;SG;2;FIN
tsjeggië	проверка	tsjeggië	проверка		N;INDF;FEM;SG
mielies	царевица	mielies	царевица	N;PL	N;INDF;FEM;SG
soektog	валидна	soektog	валиден	N;SG	ADJ;INDF;FEM;SG
soektog	валидни	soektog	валиден	N;SG	ADJ;INDF;PL
soektog	валиден	soektog	валиден	N;SG	ADJ;INDF;MASC;SG
soektog	валидно	soektog	валиден	N;SG	ADV
binneste	интериор	binneste	интериор	N;PL	N;INDF;MASC;SG
binneste	вътрешна	binneste	вътрешен	N;PL	ADJ;INDF;FEM;SG
binneste	вътрешно	binneste	вътрешен	N;PL	ADV
binneste	вътрешен	binneste	вътрешен	N;PL	ADJ;INDF;MASC;SG
voortdurende	текущо	voortdurend	текущо	ADJ;NOM	ADV
voortdurende	продължение	voortdurend	продължение	ADJ;NOM	N;INDF;NEUT;SG
voortdurende	продължаване	voortdurend	продължаване	ADJ;NOM	N;INDF;NEUT;SG
voortdurende	продължи	voortdurend	продължа	ADJ;NOM	V;PFV;IND;SG;3;PST;FIN;ACT
voortdurende	продължил	voortdurend	продължа	ADJ;NOM	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
hipotese	хипотези	hipotees	хипотеза	N;SG	N;INDF;FEM;PL
neiging	тенденции	neiging	тенденция	N;SG	N;INDF;FEM;PL
fundamentele	фундаментално	fundamenteel	фундаментално	ADJ;NOM	ADV
jacobs	джейкъбс	jacobs	джейкъбс		N;INDF;MASC;SG
turner	търнър	turner	търнър		PROPN;INDF;MASC;SG
ontbreek	липсващ	ontbreek	липсвам	V;PRS	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
ontbreek	изчезнал	ontbreek	изчезна	V;PRS	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
ontbreek	липсваща	ontbreek	липсвам	V;PRS	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
ontbreek	липсващи	ontbreek	липсвам	V;PRS	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
ontbreek	изчезнала	ontbreek	изчезна	V;PRS	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
regterkant	правилно	regterkant	правилно	N;SG	ADV
wisselwerking	взаимодействия	wisselwerking	взаимодействие	N;SG	N;INDF;NEUT;PL
kenneth	кенет	kenneth	кенет	PROPN;SG	PROPN;INDF;MASC;SG
hughes	хюс	hughes	хюс	PROPN;SG	PROPN;INDF;MASC;SG
hughes	хюз	hughes	хюз	PROPN;SG	PROPN;INDF;MASC;SG
elementêre	елементарно	elementêre	елементарно	ADJ;NOM	ADV
elementêre	начално	elementêre	начално	ADJ;NOM	ADV
nama	nama	nama	nama		N
sophia	софия	sophia	софия		PROPN;INDF;FEM;SG
vreedsame	мирно	vreedsaam	мирно	ADJ;NOM	ADV
vreedsame	мирен	vreedsaam	мирен	ADJ;NOM	N;INDF;MASC;SG
lindley	линдли	lindley	линдъи		N;INDF;MASC;SG
kok	кок	kok	кок		N;INDF;MASC;SG
ryan	райън	ryan	райън		PROPN;INDF;MASC;SG
ryan	раян	ryan	раян		PROPN;INDF;MASC;SG
pouse	пауза	pous	пауза	N;PL	N;INDF;FEM;SG
vereiste	изисквана	vereiste	изисквам		V;IPFV;INDF;FEM;SG;V.PTCP;PASS
goedkoop	евтин	goedkoop	евтин	ADV	ADJ;INDF;MASC;SG
goedkoop	евтини	goedkoop	евтин	ADV	ADJ;INDF;PL
goedkoop	евтина	goedkoop	евтин	ADV	ADJ;INDF;FEM;SG
rica	рика	rica	рика	N;SG	PROPN;INDF;FEM;SG
jim	джим	jim	джим		PROPN;INDF;MASC;SG
ganesja	ганеша	ganesja	ганя	N;PL	V;IPFV;IND;SG;3;IPFV;FIN;ACT
staande	стои	staand	стоя		V;IPFV;IND;SG;3;PRS;FIN;ACT
staande	стояща	staand	стоящ		ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
golwe	вълните	golwe	вълна		N;DEF;FEM;PL
golwe	вълни	golwe	вълна		N;INDF;FEM;PL
gery	караше	gery	карам	V;PST;V.PTCP	V;IPFV;IND;SG;3;IPFV;FIN;ACT
mali	мали	mali	маля	PROPN;SG	N;INDF;FEM;SG
neus	нос	neus	нос		N;INDF;MASC;SG
neus	носа	neus	нос		N;DEF;MASC;SG
neus	носът	neus	нос		N;DEF;MASC;SG
santiago	сантяго	santiago	сантяго		N;INDF;MASC;SG
ernest	ърнест	ernest	ърнест	PROPN;SG	PROPN;INDF;MASC;SG
trust	доверие	trust	доверие		N;INDF;NEUT;SG
trust	вярвай	trust	вярвам		V;IPFV;IMP;SG;2;FIN
huishoudelike	домакинство	huishoudelik	домакинство	ADJ;NOM	N;INDF;NEUT;SG
huishoudelike	домакинството	huishoudelik	домакинство	ADJ;NOM	N;DEF;NEUT;SG
kersfees	рождество	kersfees	рождество	V;PRS	N;INDF;NEUT;SG
kersfees	коледа	kersfees	коледа	V;PRS	N;INDF;FEM;SG
sciences	науките	sciences	наука		N;DEF;FEM;PL
sciences	науки	sciences	наука		N;INDF;FEM;PL
eamon	еймън	eamon	еймън		PROPN;INDF;MASC;SG
kommunikeer	общуване	kommunikeer	общуване	V;PRS	N;INDF;NEUT;SG
noodsaaklike	съществено	noodsaaklik	съществено	ADJ;NOM	ADV
ville	виле	ville	виле	N;SG	PROPN;SG
nuttige	полезно	nuttig	полезен	ADJ;NOM	ADV
salig	блажен	salig	блажен		ADJ;INDF;MASC;SG
oregon	орегон	oregon	орегон		N;INDF;MASC;SG
straal	лъч	straal	лъч	V;PRS	N;INDF;MASC;SG
straal	греда	straal	гред	V;PRS	N;INDF;FEM;SG
julian	джулиън	julian	джулиън		N;INDF;MASC;SG
julian	хулиан	julian	хулиан		PROPN;INDF;MASC;SG
julian	джулиан	julian	джулиан		N;INDF;MASC;SG
doeltreffend	ефективна	doeltreffend	ефективен	ADV	ADJ;INDF;FEM;SG
doeltreffend	ефикасен	doeltreffend	ефикасен	ADV	ADJ;INDF;MASC;SG
doeltreffend	ефективен	doeltreffend	ефективен	ADV	ADJ;INDF;MASC;SG
saad	семена	saad	семе	N;SG	N;INDF;NEUT;PL
lucas	лукас	lucas	лукас		N;INDF;MASC;SG
verbond	алианса	verbond	алианс		N;DEF;MASC;SG
verbond	алианс	verbond	алианс		N;INDF;MASC;SG
verbond	съюз	verbond	съюз		N;INDF;MASC;SG
spesiaal	специалитети	spesiaal	специалитет		N;INDF;MASC;PL
spesiaal	специална	spesiaal	специален		ADJ;INDF;FEM;SG
spesiaal	специално	spesiaal	специално		ADV
spesiaal	специални	spesiaal	специален		ADJ;INDF;PL
spesiaal	специален	spesiaal	специален		ADJ;INDF;MASC;SG
sixtus	сикст	sixtus	сикст		N;INDF;MASC;SG
andreas	андреас	andreas	андреас	N;SG	PROPN;INDF;MASC;SG
broadway	бродуей	broadway	бродуей		N;INDF;MASC;SG
masjien	двигатели	masjien	двигател	N;SG	N;INDF;MASC;PL
papacy	папството	papacy	папство		N;DEF;NEUT;SG
salisbury	солсбъри	salisbury	солсбър	PROPN;SG	N;INDF;MASC;SG
sierra	сиера	sierra	сиера	PROPN;SG	N;INDF;FEM;SG
vertraag	закъснение	vertraag	закъснение	V;PRS	N;INDF;NEUT;SG
riga	рига	riga	рига		PROPN;INDF;MASC;SG
manuel	мануел	manuel	мануел		PROPN;INDF;MASC;SG
haag	haag	haag	haag		PROPN;INDF;MASC;SG
eier	яйца	eier	яйце	N;SG	N;INDF;NEUT;PL
honorius	хонорий	honorius	хонорий		N;INDF;MASC;SG
kelvin	келвин	kelvin	келвин	N;SG	PROPN;INDF;FEM;SG
kleurlinge	оцветен	kleurling	оцветя	N;PL	V;PFV;INDF;MASC;SG;V.PTCP;PASS
kleurlinge	оцветени	kleurling	оцветя	N;PL	V;PFV;INDF;PL;V.PTCP;PASS
werner	вернер	werner	вернер		PROPN;INDF;MASC;SG
tevrede	съдържание	tevrede	съдържание		N;INDF;NEUT;SG
tevrede	доволен	tevrede	доволен		ADJ;INDF;MASC;SG
tevrede	удовлетворен	tevrede	удовлетворя-(се)		V;PFV;INDF;MASC;SG;V.PTCP;PASS
tevrede	удовлетворена	tevrede	удовлетворя-(се)		V;PFV;INDF;FEM;SG;V.PTCP;PASS
tevrede	доволни	tevrede	доволен		ADJ;INDF;PL
winston	уинстън	winston	уинстън	PROPN;SG	N;INDF;MASC;SG
lineêre	линейни	lineêr	линеен		ADJ;INDF;PL
lineêre	линеен	lineêr	линеен		ADJ;INDF;MASC;SG
lineêre	линейна	lineêr	линеен		ADJ;INDF;FEM;SG
nassau	насау	nassau	насау		N;INDF;MASC;SG
saksiese	саксън	saksies	саксън	ADJ;NOM	N;INDF;MASC;SG
ellis	елис	ellis	елис	PROPN;SG	PROPN;INDF;MASC;SG
churchill	чърчил	churchill	чърчя	PROPN;SG	N;INDF;MASC;SG
newcastle	нюкасъл	newcastle	нюкасъл	PROPN;SG	N;INDF;MASC;SG
talent	таланти	talent	талант	N;SG	N;INDF;MASC;PL
tunisië	тунис	tunisië	тунис	PROPN;SG	N;INDF;MASC;SG
vlieënde	летене	vlie	летене	ADJ;NOM	N;INDF;NEUT;SG
vlieënde	лети	vlie	летя	ADJ;NOM	V;IPFV;IND;SG;3;PRS;FIN;ACT
neerslag	валежи	neerslag	валеж	N;SG	N;INDF;MASC;PL
trots	гордост	trots	гордост	ADJ;NOM	N;INDF;FEM;SG
trots	прайд	trots	прайд	ADJ;NOM	N;INDF;MASC;SG
basel	базел	basel	базел		PROPN;INDF;MASC;SG
boeddhistiese	будист	boeddhisties	будист	ADJ;NOM	N;INDF;MASC;SG
sinners	грешните	sinners	грешен	N;PL	ADJ;DEF;PL
arnold	арнолд	arnold	арнолд		N;INDF;MASC;SG
steel	открадне	steel	открадна	V;PRS	V;PFV;IND;SG;3;PST;FIN;ACT
steel	крадене	steel	крадене	V;PRS	N;INDF;NEUT;SG
steel	кражба	steel	кражба	V;PRS	N;INDF;FEM;SG
steel	крадене	steel	крадене	V;PRS	N;INDF;NEUT;SG
beweerde	предполагаеми	beweerd	предполагаем	N;SG	ADJ;INDF;PL
beweerde	предполагаема	beweerd	предполагаем	N;SG	ADJ;INDF;FEM;SG
beweerde	предполагаемо	beweerd	предполагаем	N;SG	ADV
beweerde	предполагаем	beweerd	предполагаем	N;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
baron	баронът	baron	барон		N;DEF;MASC;SG
baron	барон	baron	барон		N;INDF;MASC;SG
brooklyn	бруклин	brooklyn	бруклин		N;INDF;MASC;SG
libanon	ливан	libanon	ливан	PROPN;SG	N;INDF;MASC;SG
katharina	катарина	katharina	катарина		N;INDF;FEM;SG
katharina	катрин	katharina	катрин		PROPN;INDF;FEM;SG
katharina	катерина	katharina	катерина		N;INDF;FEM;SG
charlotte	шарлот	charlotte	шарлот	N;PL	N;INDF;FEM;SG
charlotte	шарлота	charlotte	шарлота	N;PL	N;INDF;FEM;SG
charlotte	шарлът	charlotte	шарл	N;PL	N;DEF;MASC;SG
thompson	томсън	thompson	томсън		PROPN;INDF;MASC;SG
thompson	томпсън	thompson	томпсън		PROPN;INDF;MASC;SG
geplant	засадени	geplant	засадя-(се)		V;PFV;INDF;PL;V.PTCP;PASS
ohio	охайо	ohio	оха		PROPN;INDF;MASC;SG
buys	купува	buys	купувам		V;IPFV;IND;SG;3;PRS;FIN;ACT
minor	базиликата	minor	базилика		N;DEF;FEM;SG
georganiseerde	организиран	organiseer	организирам	ADJ;NOM	V;PFV;INDF;MASC;SG;V.PTCP;PASS
georganiseerde	организирана	organiseer	организирам	ADJ;NOM	V;PFV;INDF;FEM;SG;V.PTCP;PASS
georganiseerde	организирано	organiseer	организирам	ADJ;NOM	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
georganiseerde	организирани	organiseer	организирам	ADJ;NOM	V;PFV;INDF;PL;V.PTCP;PASS
haaie	акула	haaie	акул	N;PL	N;INDF;FEM;SG
khoikhoi	койкой	khoikhoi	койкой	N;SG	N;INDF;MASC;PL
gekleurde	оцветен	kleurde	оцветя	ADJ;NOM	V;PFV;INDF;MASC;SG;V.PTCP;PASS
gekleurde	оцветени	kleurde	оцветя	ADJ;NOM	V;PFV;INDF;PL;V.PTCP;PASS
gekyk	гледах	gekyk	гледам	V;PST;V.PTCP	V;IPFV;IND;SG;1;IPFV;FIN;ACT
lorenzo	лоренцо	lorenzo	лоренцо		N;INDF;MASC;SG
lens	лещи	lens	лещя	N;SG	ADJ;INDF;PL
verwagting	очакване	verwagting	очакване		N;INDF;NEUT;SG
verwagting	очаквания	verwagting	очакване		N;INDF;NEUT;PL
collins	колинс	collins	колинс		PROPN;INDF;MASC;SG
ghetto	гето	ghetto	гето		N;INDF;NEUT;SG
ghetto	гетото	ghetto	гето		N;DEF;NEUT;SG
platinum	платина	platinum	платина		N;INDF;FEM;SG
tornado	торнадо	tornado	торнадо	N;SG	ADV
klim	катерене	klim	катерене	V;PRS	N;INDF;NEUT;SG
woonagtig	специализант	woonagtig	специализант		N;INDF;MASC;SG
woonagtig	жител	woonagtig	жител		N;INDF;MASC;SG
woonagtig	обитател	woonagtig	обитател		N;INDF;MASC;SG
woonagtig	пребивава	woonagtig	пребивавам		V;IPFV;IND;SG;3;PRS;FIN;ACT
nord	nord	nord	nor	N;SG	PROPN;INDF;MASC;SG
luke	люк	luak	люк		N;INDF;MASC;SG
moed	смелост	moed	смелост	V;PRS	N;INDF;FEM;SG
moed	кураж	moed	кураж	V;PRS	N;INDF;MASC;SG
eva	ева	eva	ева	V;PRS	PROPN;INDF;FEM;SG
eva	ива	eva	ива	V;PRS	PROPN;INDF;FEM;SG
eva	ив	eva	ив	V;PRS	PROPN;INDF;FEM;SG
eva	ева	eva	ева	V;PRS	PROPN;INDF;FEM;SG
geheg	монтирана	heg	монтирам		V;PFV;INDF;FEM;SG;V.PTCP;PASS
geheg	монтирани	heg	монтирам		V;PFV;INDF;PL;V.PTCP;PASS
geheg	монтирано	heg	монтирам		V;PFV;INDF;NEUT;SG;V.PTCP;PASS
geheg	монтиран	heg	монтирам		V;PFV;INDF;MASC;SG;V.PTCP;PASS
guatemala	гватемала	guatemala	гватемал	PROPN;SG	N;DEF;MASC;SG
corals	корали	corals	корал		N;INDF;MASC;PL
krieket	крикет	krieket	крикет		N;INDF;MASC;SG
princeton	принстън	princeton	принстън		PROPN;INDF;MASC;SG
nepal	непал	nepal	непал	PROPN;SG	PROPN;INDF;MASC;SG
masedonië	македония	masedonië	македония		PROPN;INDF;FEM;SG
carstens	карстенс	carstens	карстенс		N;INDF;MASC;SG
benz	бенц	benz	бенц		N;INDF;MASC;SG
mickiewicz	мицкевич	mickiewicz	мицкевич	PRO;SG;3	N;INDF;MASC;SG
mos	мос	mos	мос		PROPN;INDF;FEM;SG
mos	мъх	mos	мъх		N;INDF;MASC;SG
kasakstan	казахстан	kasakstan	казахстан		PROPN;INDF;MASC;SG
profeet	пророк	profeet	пророк		N;INDF;MASC;SG
profeet	пророка	profeet	пророка		N;DEF;MASC;SG
profeet	пророкът	profeet	пророк		N;DEF;MASC;SG
barrett	барет	barrett	барет		N;INDF;MASC;SG
virginia	вирджиния	virginia	вирджиния		PROPN;INDF;FEM;SG
suriname	суринам	suriname	суринам		N;INDF;FEM;SG
percy	пърси	percy	пърся		PROPN;INDF;MASC;SG
uganda	уганда	uganda	уганда	PROPN;SG	N;INDF;FEM;SG
ondersoeke	изпит	ondersoek	изпит	N;PL	N;INDF;MASC;SG
domain	владение	domain	владение		N;INDF;NEUT;SG
domain	домейн	domain	домейн		N;INDF;MASC;SG
intensiewe	интензивна	intensief	интензивен		ADJ;INDF;FEM;SG
intensiewe	интензивни	intensief	интензивен		ADJ;INDF;PL
intensiewe	интензивен	intensief	интензивен		ADJ;INDF;MASC;SG
intensiewe	интензивно	intensief	интензивно		ADV
tender	нежна	tender	нежен	N;SG	ADJ;INDF;FEM;SG
tender	нежно	tender	нежен	N;SG	ADV
tender	нежен	tender	нежен	N;SG	ADJ;INDF;MASC;SG
lood	води	lood	водя	N;SG	V;IPFV;IMP;SG;2;FIN
lincoln	линкълн	lincoln	линкълн		N;INDF;MASC;SG
alternatief	алтернатива	alternatief	алтернатива		N;INDF;FEM;SG
alternatief	алтернативно	alternatief	алтернативно		ADV
alternatief	алтернативен	alternatief	алтернативен		ADJ;INDF;MASC;SG
alternatief	алтернативни	alternatief	алтернативен		ADJ;INDF;PL
alternatief	алтернативна	alternatief	алтернативен		ADJ;INDF;FEM;SG
regie	насочено	regie	насоча-(се)	N;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
regie	насочени	regie	насоча-(се)	N;SG	V;PFV;INDF;PL;V.PTCP;PASS
oorskry	превишаване	oorskry	превишаване	V;PRS	N;INDF;NEUT;SG
africana	africana	africana	africana	PROPN;SG	N;INDF;MASC;SG
slot	слот	slot	слот		N;INDF;MASC;SG
slot	катинар	slot	катинар		N;INDF;MASC;SG
slot	заключване	slot	заключване		N;INDF;NEUT;SG
slot	заключи	slot	заключа		V;PFV;IND;SG;3;PST;FIN;ACT
slot	ключалка	slot	ключалка		N;INDF;FEM;SG
dom	глупава	dom	глупав	N;SG	ADJ;INDF;FEM;SG
dom	тъпо	dom	тъпо	N;SG	ADV
dom	глупав	dom	глупав	N;SG	ADJ;INDF;MASC;SG
dom	глупаво	dom	глупаво	N;SG	ADV
bus	автобусът	bus	автобус	V;PRS	N;DEF;MASC;SG
bus	автобус	bus	автобус	V;PRS	N;INDF;MASC;SG
bus	бус	bus	бус	V;PRS	N;INDF;MASC;SG
gunsteling	любимо	gunsteling	любимо	N;SG	ADV
gunsteling	любим	gunsteling	любим	N;SG	ADJ;INDF;MASC;SG
gunsteling	любимо	gunsteling	любимо	N;SG	ADV
gunsteling	любими	gunsteling	любим	N;SG	ADJ;INDF;PL
gunsteling	любим	gunsteling	любим	N;SG	ADJ;INDF;MASC;SG
onwettige	нелегално	onwettig	нелегално	ADJ;NOM	ADV
onwettige	незаконно	onwettig	незаконно	ADJ;NOM	ADV
interessant	интересна	interessant	интересен		ADJ;INDF;FEM;SG
interessant	интересно	interessant	интересно		ADV
interessant	интересни	interessant	интересен		ADJ;INDF;PL
interessant	интересен	interessant	интересен		ADJ;INDF;MASC;SG
sterrewag	обсерватория	sterrewag	обсерватор	N;PL	N;INDF;FEM;SG
sterrewag	обсерваторията	sterrewag	обсерватория	N;PL	N;DEF;FEM;SG
vasgevang	сграбчи	vasvang	сграбча	V;PRS	V;PFV;IND;SG;3;PST;FIN;ACT
nice	хубав	nice	хубав		ADJ;INDF;MASC;SG
nice	хубава	nice	хубав		ADJ;INDF;FEM;SG
nice	хубаво	nice	хубаво		ADV
nice	мило	nice	мило		ADV
express	експресна	express	експресен		ADJ;INDF;FEM;SG
express	експрес	express	експрес		N;INDF;MASC;SG
boland	боланд	boland	боланд		N;INDF;MASC;SG
kameroen	камерун	kameroen	камерун		PROPN;INDF;MASC;SG
walker	уокър	walker	уокър		N;INDF;MASC;SG
walker	уолкър	walker	уолкър		PROPN;INDF;MASC;SG
teheran	техеран	teheran	техеран		PROPN;INDF;MASC;SG
bots	ботове	bots	бот	V;PRS	N;INDF;MASC;SG
ghana	гана	ghana	гана	PROPN;SG	N;INDF;FEM;SG
meeding	конкурентно	meeding	конкурентно	V;PRS	ADV
meeding	конкурентни	meeding	конкурентен	V;PRS	ADJ;INDF;PL
jagter	орион	jagter	орион		N;INDF;MASC;SG
jagter	ловец	jagter	ловец		N;INDF;MASC;SG
jagter	хънтър	jagter	хънтър		PROPN;INDF;MASC;SG
miv	хив	miv	хив		N;INDF;MASC;SG
miv	hiv	miv	hiv		N;INDF;MASC;SG
gevaarlik	опасен	gevaarlik	опася-(се)	ADV	ADJ;INDF;MASC;SG
gevaarlik	опасна	gevaarlik	опасен	ADV	ADJ;INDF;FEM;SG
gevaarlik	опасни	gevaarlik	опасен	ADV	ADJ;INDF;PL
kaïro	кайро	kaïro	кайро	PROPN;SG	PROPN;INDF;MASC;SG
michigan	мичиган	michigan	мичиган	PROPN;SG	N;INDF;MASC;SG
michigan	мичигън	michigan	мичигън	PROPN;SG	N;INDF;MASC;SG
randse	ранд	rands	ранд	ADJ;NOM	N;INDF;FEM;SG
sep	сен	sep	сен	PROPN;SG	PROPN
gemerk	подчертано	merk	подчертано	V;PST;V.PTCP	ADV
gemerk	знамена	merk	знамена	V;PST;V.PTCP	N;INDF;NEUT;PL
gemerk	флагове	merk	флаг	V;PST;V.PTCP	N;INDF;MASC;PL
gemerk	знамената	merk	знаме	V;PST;V.PTCP	N;DEF;FEM;PL
franklin	франклин	franklin	франклин		N;INDF;MASC;SG
windsor	уиндзор	windsor	уиндзор		N;INDF;MASC;SG
liber	liber	liber	liber		PROPN;INDF;MASC;SG
kroasië	хърватска	kroasië	хърватска	PROPN;SG	ADJ;INDF;FEM;SG
kroasië	хърватия	kroasië	хърват	PROPN;SG	PROPN;INDF;FEM;SG
bose	зла	bose	зъл	N;SG	ADJ;INDF;FEM;SG
bose	зъл	bose	зъл	N;SG	ADJ;INDF;MASC;SG
bose	зли	bose	зли	N;SG	N;INDF;MASC;PL
verhandeling	стоки	verhandeling	стока	N;SG	N;INDF;FEM;PL
mecklenburg	мекленбург	mecklenburg	мекленбург	PROPN;SG	N;INDF;MASC;SG
atletiek	атлетика	atletiek	атлетика	N;PL	N;INDF;FEM;SG
gesofistikeerde	изтънчен	sofistikeer	изтънча	ADJ;NOM	V;PFV;INDF;MASC;SG;V.PTCP;PASS
natuurskoon	пейзажи	natuurskoon	пейзаж	N;SG	N;INDF;MASC;PL
natuurskoon	живописен	natuurskoon	живописен	N;SG	ADJ;INDF;MASC;SG
spies	шпиони	spies	шпион		N;INDF;MASC;PL
spies	шпионите	spies	шпион		N;DEF;MASC;PL
kerkrade	керкраде	kerkrade	керкраде	N;PL	N;INDF;MASC;SG
fritz	фриц	fritz	фриц	N;SG	PROPN;INDF;MASC;SG
tour	турне	tour	турне		N;INDF;NEUT;SG
tour	обиколка	tour	обиколка		N;INDF;FEM;SG
tour	тур	tour	тур		N;INDF;MASC;SG
columbus	колумб	columbus	колумб		N;INDF;MASC;SG
common	обща	common	общ		ADJ;INDF;FEM;SG
common	общ	common	общ		ADJ;INDF;MASC;SG
common	общи	common	общ		ADJ;INDF;PL
common	чести	common	честя-(се)		N;INDF;FEM;PL
jakob	джейкъб	jakob	джейкъб		PROPN;INDF;MASC;SG
jakob	якоб	jakob	якоб		PROPN;INDF;MASC;SG
jakob	яков	jakob	яков		PROPN;INDF;MASC;SG
uitstaande	изключителен	uitstaan	изключителен		ADJ;INDF;MASC;SG
uitstaande	изключителна	uitstaan	изключителен		ADJ;INDF;FEM;SG
tweeling	близнаци	tweeling	близнак	N;SG	N;INDF;MASC;PL
tweeling	близнаци	tweeling	близнак	N;SG	N;INDF;MASC;PL
england	англия	england	англия		PROPN;INDF;FEM;SG
metro	метро	metro	метро		N;INDF;NEUT;SG
metro	метрото	metro	метро		N;DEF;NEUT;SG
northern	северни	northern	северен		ADJ;INDF;PL
northern	северен	northern	северен		N;INDF;MASC;SG
northern	северна	northern	северен		ADJ;INDF;FEM;SG
veelvuldige	множество	veelvuldig	множество	ADJ;NOM	N;INDF;NEUT;SG
renault	рено	renault	рено		N;INDF;NEUT;SG
mitchell	мичел	mitchell	мичел	PROPN;SG	N;INDF;MASC;SG
mitchell	мичъл	mitchell	мичъл	PROPN;SG	PROPN;INDF;MASC;SG
isotoop	изотопи	isotoop	изотопя-(се)	N;SG	N;INDF;MASC;PL
rou	сурово	rou	суров		ADV
rou	сурови	rou	суров		ADJ;INDF;PL
