категория	kategorin	категория	kategori	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
бита	vispad	бия-(се)	vispad	N;INDF;NEUT;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
опозиция	oppositionen	опозиция	opposition	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
резерва	reserven	резерва	reserv	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
резерва	reservera	резерва	reservera	N;INDF;FEM;SG	V;IMP;FIN;ACT
конкретни	specifik	конкретен	specifik	ADJ;INDF;PL	ADJ;NOM;INDF;MASC+FEM;SG
конкретни	specifikt	конкретен	specifikt	ADJ;INDF;PL	ADV
конкретни	konkret	конкретен	konkret	ADJ;INDF;PL	ADJ;NOM;INDF;NEUT;SG
конкретни	betong	конкретен	betong	ADJ;INDF;PL	N;NOM;INDF;MASC+FEM;SG
лагери	lägren	лагер	lägr	N;INDF;MASC;PL	N;NOM;DEF;NEUT;PL
напитки	dryck	напитка	dryck	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
напитки	dryck	напитка	dryck	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
лаборатория	laboratoriet	лаборатория	laboratorium	N;INDF;FEM;SG	N;NOM;DEF;NEUT;SG
лаборатория	labbet	лаборатория	labb	N;INDF;FEM;SG	N;NOM;DEF;NEUT;SG
дийн	dekanus	дийн	dekanus	PROPN;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
дийн	dean	дийн	de	PROPN;INDF;MASC;SG	PROPN;NOM
таджикистан	tadzjikistan	таджикистан	tadzjikistan	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
отговорен	ansvariga	отговорен	ansvarig	ADJ;INDF;MASC;SG	ADJ;NOM;PL
декларация	deklarationen	декларация	deklaration	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
редактира	redigerat	редактирам	redigera	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
редактира	redigerade	редактирам	redigera	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
конвенция	konventet	конвенция	konvente	N;INDF;FEM;SG	N;NOM;DEF;NEUT;SG
конвенция	konventionen	конвенция	konvention	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
океани	haven	океаня	hav	N;INDF;MASC;PL	N;NOM;DEF;NEUT;PL
океани	hav	океаня	hav	N;INDF;MASC;PL	N;NOM;INDF;NEUT;SG
бостън	boston	бостън	boston	N;INDF;MASC;SG	PROPN;NOM
египетски	egyptiska	египетски	egyptisk	ADJ;INDF;MASC;SG	ADJ;NOM;PL
египетски	egyptier	египетски	egypti	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
коледа	julen	коледа	jul	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
аляска	alaska	аляска	alaska	N;INDF;FEM;SG	PROPN;NOM
хубаво	snyggt	хубаво	snygga	ADV	ADJ;NOM;INDF;NEUT;SG
хубаво	trevligt	хубаво	trevlig	ADV	ADJ;NOM;INDF;NEUT;SG
хубаво	fint	хубаво	fin	ADV	ADJ;NOM;INDF;NEUT;SG
хубаво	fina	хубаво	fin	ADV	ADJ;NOM;PL
хубаво	snygg	хубаво	snygg	ADV	ADJ;NOM;INDF;MASC+FEM;SG
хубаво	snygga	хубаво	snygg	ADV	ADJ;NOM;PL
ограничена	limited	огранича-(се)	limited	V;PFV;INDF;FEM;SG;V.PTCP;PASS	N;NOM;INDF;MASC+FEM;SG
ограничена	begränsat	огранича-(се)	begränsad	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ограничена	begränsade	огранича-(се)	begränsad	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
ограничена	begränsad	огранича-(се)	begränsad	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ограничена	begränsad	огранича-(се)	begränsad	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ограничена	begränsade	огранича-(се)	begränsad	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
ограничена	begränsat	огранича-(се)	begränsad	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
антарктида	antarktis	антарктида	antarktis	N;INDF;FEM;SG	PROPN;NOM
антарктида	antarktis	антарктида	antarktis	N;INDF;FEM;SG	PROPN;NOM
каменна	sten	каменен	sten	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
офис	kontoret	офис	kontor	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
газове	gasa	газ	gasa	N;INDF;MASC;PL	V;IMP;FIN;ACT
газове	gas	газ	ga	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;SG
участвали	deltagit	участвам	delta	V;IPFV;INDF;PL;PST;V.PTCP;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
участвали	medverkade	участвам	medverkad	V;IPFV;INDF;PL;PST;V.PTCP;ACT	ADJ;NOM;PL;PST;V.PTCP
координати	koordinaterna	координат	koorddinat	N;INDF;MASC;PL	N;NOM;DEF;MASC+FEM;PL
резултата	resultat	резултат	resultat	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
достъпни	tillgängligt	достъпен	tillgänglig	ADJ;INDF;PL	ADJ;NOM;INDF;NEUT;SG
финансиране	finansieringen	финансиране	finansiering	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
финансиране	finansieringen	финансиране	finansiering	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
финансиране	finanser	финансиране	finans	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
финансиране	finansiera	финансиране	finansiera	N;INDF;NEUT;SG	V;IMP;FIN;ACT
финансиране	finansierar	финансиране	finansiera	N;INDF;NEUT;SG	V;IND;PRS;FIN;ACT
покрита	täckt	покрия-(се)	täcka	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
покрита	täckta	покрия-(се)	täckt	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
покрита	täckte	покрия-(се)	täcka	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;IND;PST;FIN;ACT
открие	upptäcker	открия-(се)	upptäcka	V;PFV;IMP;SG;2;PST;FIN	V;IND;PRS;FIN;ACT
установяване	inrättandet	установяване	inrättande	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
установяване	inrättande	установяване	inrätta	N;INDF;NEUT;SG	ADJ;NOM;PRS;V.PTCP
плаване	segla	плаване	segla	N;INDF;NEUT;SG	V;IMP;FIN;ACT
раздели	avsnitt	разделя-(се)	avsnitt	V;PFV;IMP;SG;2;FIN	N;NOM;INDF;NEUT;SG
раздели	sektioner	разделя-(се)	sektion	V;PFV;IMP;SG;2;FIN	N;NOM;INDF;MASC+FEM;PL
паул	paulus	паул	paulus	PROPN;INDF;MASC;SG	PROPN;NOM
паул	paul	паул	paul	PROPN;INDF;MASC;SG	PROPN;NOM
китайска	kineser	китайски	kines	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
китайска	kinesiskt	китайски	kinesisk	ADJ;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
китайска	kines	китайски	kines	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
китайска	kinesiska	китайски	kinesisk	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
белиз	belize	белиз	belize	PROPN;INDF;FEM;SG	PROPN;NOM
ваймар	weimar	ваймар	weimar	N;INDF;MASC;SG	PROPN;NOM
седми	seventh	седми	seventh	ADJ;INDF;MASC;SG	PROPN;NOM
буркина	burkina	буркина	burkin	N;INDF;FEM;SG	PROPN;NOM
фасо	faso	фасо	faso	PROPN;INDF;MASC;SG	PROPN;NOM
хърватска	kroatien	хърватска	kroatien	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
хърватска	kroatiska	хърватска	kroatisk	ADJ;INDF;FEM;SG	ADJ;NOM;PL
причинява	orsaker	причинявам	orsak	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;PL
обслужване	tjänsten	обслужване	tjänst	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
продажби	försäljning	продажба	försäljning	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
оценки	betyg	оценка	betyg	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
съзнанието	medvetande	съзнание	medvetande	N;DEF;NEUT;SG	ADJ;NOM;PRS;V.PTCP
паралелно	parallell	паралелно	parallell	ADV	N;NOM;INDF;MASC+FEM;SG
паралелно	parallella	паралелно	parallell	ADV	ADJ;NOM;PL
възстановен	ombyggda	възстановя-(се)	ombyggd	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
възстановен	återvunna	възстановя-(се)	återvunna	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL
възстановен	återställd	възстановя-(се)	återställd	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
възстановен	återställt	възстановя-(се)	återställa	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
изкачване	klättrar	изкачване	klättra	N;INDF;NEUT;SG	V;IND;PRS;FIN;ACT
изкачване	klättra	изкачване	klättra	N;INDF;NEUT;SG	V;IMP;FIN;ACT
участъци	avsnitt	участък	avsnitt	N;INDF;MASC;PL	N;NOM;INDF;NEUT;SG
тъмно	mörkt	тъмно	mörk	ADV	ADJ;NOM;INDF;NEUT;SG
тъмно	mörk	тъмно	mörk	ADV	ADJ;NOM;INDF;MASC+FEM;SG
тъмно	mörka	тъмно	mörka	ADV	ADJ;NOM;PL
прокурор	åklagaren	прокурор	åklagare	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
прокурор	åklagare	прокурор	åklagare	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
ограничени	limited	огранича-(се)	limited	V;PFV;INDF;PL;V.PTCP;PASS	N;NOM;INDF;MASC+FEM;SG
ограничени	begränsat	огранича-(се)	begränsad	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ограничени	begränsade	огранича-(се)	begränsad	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
ограничени	begränsad	огранича-(се)	begränsad	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ограничени	begränsad	огранича-(се)	begränsad	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ограничени	begränsade	огранича-(се)	begränsad	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
ограничени	begränsat	огранича-(се)	begränsad	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
финансов	finansiell	финансов	finansiell	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
финансов	finansiella	финансов	finansiell	ADJ;INDF;MASC;SG	ADJ;NOM;PL
шипка	briar	шипка	bria	N;INDF;FEM;SG	PROPN;NOM
дойде	kom	дойда	komma	V;PFV;IND;SG;3;PST;FIN;ACT	V;IMP;FIN;ACT
стаи	rummen	стая	rumme	N;INDF;FEM;PL	N;NOM;DEF;NEUT;PL
стаи	rum	стая	rum	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
настояще	nuvarande	настояще	nuvarande	N;INDF;NEUT;SG	ADJ;NOM;PRS;V.PTCP
континент	kontinenten	континент	kontinent	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
мантуа	mantua	мантуа	mantua	N;INDF;MASC;SG	PROPN;NOM
хаус	huset	хаус	hus	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
уважение	respekten	уважение	respekt	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
уважение	respekterar	уважение	respektera	N;INDF;NEUT;SG	V;IND;PRS;FIN;ACT
уважение	respektera	уважение	respektera	N;INDF;NEUT;SG	V;IMP;FIN;ACT
хоенцолерн	hohenzollern	хоенцолерн	hohenzoller	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
иън	lan	иън	lan	PROPN;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
иън	lan	иън	lan	PROPN;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
иън	ian	иън	ian	PROPN;INDF;MASC;SG	PROPN;NOM
претенции	anspråk	претенция	anspråk	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
изход	avsluta	изход	avsluta	N;INDF;MASC;SG	V;IMP;FIN;ACT
поръчка	beställa	поръчка	beställa	N;INDF;FEM;SG	V;NFIN;ACT
ема	emma	еми	emma	PROPN;INDF;FEM;SG	PROPN;NOM
греъм	graeme	греъм	gra	PROPN;INDF;MASC;SG	PROPN;NOM
греъм	graham	греъм	graham	PROPN;INDF;MASC;SG	PROPN;NOM
далечни	avlägset	далечен	avlägs	ADJ;INDF;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
далечни	avlägsen	далечен	avlägs	ADJ;INDF;PL	N;NOM;DEF;MASC+FEM;SG
далечни	fjärran	далечен	fjärra	ADJ;INDF;PL	N;NOM;INDF;MASC+FEM;SG
традиционни	traditionellt	традиционен	traditionell	ADJ;INDF;PL	ADJ;NOM;INDF;NEUT;SG
традиционни	traditionell	традиционен	traditionell	ADJ;INDF;PL	ADJ;NOM;INDF;MASC+FEM;SG
традиционни	traditionsenligt	традиционен	traditionsenlig	ADJ;INDF;PL	ADJ;NOM;INDF;NEUT;SG
спектър	spector	спектър	spector	N;INDF;MASC;SG	PROPN;NOM
спектър	spectre	спектър	spectre	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
дефиниция	definitionen	дефиниция	definition	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
наклон	luta	наклон	luta	N;INDF;MASC;SG	V;IMP;FIN;ACT
янко	janko	янко	janko	PROPN;INDF;MASC;SG	PROPN;NOM
шлем	hjälmen	шлем	hjälm	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
пещери	grottorna	пещеря	grotta	N;INDF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
франсиско	francisco	франсиско	francisco	PROPN;INDF;MASC;SG	PROPN;NOM
състезатели	tävlande	състезател	tävlande	N;INDF;MASC;PL	ADJ;NOM;PRS;V.PTCP
йоанис	ioannis	йоанис	ioannis	PROPN;INDF;MASC;SG	PROPN;NOM
оман	oman	оман	oman	N;INDF;MASC;SG	PROPN;NOM
звучи	ljud	звуча	ljud	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;NEUT;SG
ниш	nis	ниш	nis	PROPN;INDF;MASC;SG	PROPN;NOM
ниш	nos	ниш	nos	PROPN;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
зелено	gröna	зелено	grön	ADV	ADJ;NOM;PL
зелено	grön	зелено	grön	ADV	ADJ;NOM;INDF;MASC+FEM;SG
зелено	grönt	зелено	grön	ADV	ADJ;NOM;INDF;NEUT;SG
зелено	green	зелено	gre	ADV	N;NOM;INDF;NEUT;SG
осло	oslo	осло	oslo	PROPN;INDF;MASC;SG	PROPN;NOM
рико	rico	рико	rico	PROPN;INDF;MASC;SG	PROPN;NOM
екран	skärmen	екран	skärm	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
зеленчуци	vegetabiliskt	зеленчук	vegetabilisk	N;INDF;MASC;PL	ADJ;NOM;INDF;NEUT;SG
зеленчуци	grönsak	зеленчук	grönsak	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;SG
зеленчуци	vegetabiliska	зеленчук	vegetabilisk	N;INDF;MASC;PL	ADJ;NOM;PL
истина	sann	истина	sann	N;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
истина	sanningen	истина	sanning	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
истина	sanningens	истина	sanning	N;INDF;FEM;SG	N;GEN;DEF;MASC+FEM;SG
обектите	objekt	обект	objekt	N;DEF;MASC;PL	N;NOM;INDF;NEUT;SG
обектите	föremål	обект	föremål	N;DEF;MASC;PL	N;NOM;INDF;NEUT;SG
димо	dimo	димо	dimo	PROPN;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
забранено	förbjudna	забраня	förbjuden	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
забранено	förbjuden	забраня	förbjuden	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
забранено	förbjudet	забраня	förbjuden	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
забранено	förbjudna	забраня	förbjuden	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
забранено	förbjuden	забраня	förbjuden	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
забранено	förbjudet	забраня	förbjuden	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
забранено	förbjudna	забраня	förbjuden	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
забранено	förbjuden	забраня	förbjuden	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
забранено	förbjudet	забраня	förbjuden	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
забранено	spärrad	забраня	spärra	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
крас	crassus	крас	crassus	PROPN;INDF;MASC;SG	PROPN;NOM
попово	popovo	попово	popovo	PROPN;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
архипелаг	skärgård	архипелаг	skärgård	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
хасан	hassan	хасан	hassa	N;INDF;MASC;SG	PROPN;NOM
хасан	hasan	хасан	hasa	N;INDF;MASC;SG	PROPN;NOM
посочени	specificerat	посоча	specificerad	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
посочени	specificerade	посоча	specificerad	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
посочени	angiven	посоча	ange	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
посочени	specificerad	посоча	specificerad	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
посочени	angivet	посоча	ange	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
жилищни	bostadsområde	жилищен	bostadsområde	ADJ;INDF;PL	N;NOM;INDF;NEUT;SG
мур	moore	мур	moore	PROPN;INDF;MASC;SG	PROPN;NOM
тенеси	tennessee	тенес	tennesse	PROPN;INDF;MASC;SG	PROPN;NOM
хитове	träffar	хит	träffa	N;INDF;MASC;PL	V;IND;PRS;FIN;ACT
привърженик	anhängare	привърженик	anhängare	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
едгар	edgar	едгар	edge	N;INDF;MASC;SG	PROPN;NOM
дпс	up	дпс	up	PROPN;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
монте	monte	монте	monte	PROPN;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
разговор	konversationer	разговор	konversation	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
разговор	konversationen	разговор	konversation	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
жанейро	janeiro	жанейро	janeiro	PROPN;INDF;MASC;SG	PROPN;NOM
маргарет	margaret	маргарет	margar	N;INDF;FEM;SG	N;NOM;DEF;NEUT;SG
маргарет	margareta	маргарет	margaret	N;INDF;FEM;SG	N;NOM;DEF;NEUT;SG
роберто	roberto	роберто	roberto	PROPN;INDF;MASC;SG	PROPN;NOM
лас	las	лас	las	PROPN;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
джери	gerry	джеря	gerry	N;INDF;FEM;SG	PROPN;NOM
периодични	periodiskt	периодичен	periodisk	ADJ;INDF;PL	ADJ;NOM;INDF;NEUT;SG
периодични	periodisk	периодичен	periodisk	ADJ;INDF;PL	ADJ;NOM;INDF;MASC+FEM;SG
преместване	överföra	преместване	överföra	N;INDF;NEUT;SG	V;IMP;FIN;ACT
преместване	flytta	преместване	flytta	N;INDF;NEUT;SG	V;IMP;FIN;ACT
преместване	rörliga	преместване	rörlig	N;INDF;NEUT;SG	ADJ;NOM;PL
преместване	flytta	преместване	flytta	N;INDF;NEUT;SG	V;IMP;FIN;ACT
преместване	flyttar	преместване	flytta	N;INDF;NEUT;SG	V;IND;PRS;FIN;ACT
мостове	bridges	мост	bridg	N;INDF;MASC;PL	PROPN;NOM
мостове	broarna	мост	bro	N;INDF;MASC;PL	N;NOM;DEF;MASC+FEM;PL
тесалия	thessalien	тесалия	thessalien	PROPN;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
диска	skiva	дискам	skiva	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
диска	disk	дискам	disk	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
диска	skiva	дискам	skiva	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
якоб	jakob	якоб	jakob	PROPN;INDF;MASC;SG	PROPN;NOM
якоб	jacob	якоб	jacob	PROPN;INDF;MASC;SG	PROPN;NOM
якоб	jakob	якоб	jakob	PROPN;INDF;MASC;SG	PROPN;NOM
къса	kort	къс	kort	ADJ;INDF;FEM;SG	ADV
къса	korta	къс	kort	ADJ;INDF;FEM;SG	ADJ;NOM;PL
къса	short	къс	short	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
гробище	kyrkogården	гробище	kyrkogård	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
предаде	förrådd	предам-(се)	förrådd	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
обвинен	åtalade	обвиня	åtala	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
обвинен	åtalad	обвиня	åtala	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
обвинен	anklagad	обвиня	läkla_av	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
обвинен	anklagade	обвиня	anklaga	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
обвинен	åtalad	обвиня	åtala	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
обвинен	laddad	обвиня	laddad	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
обвинен	åtalad	обвиня	åtala	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
получени	uppnådda	получа	uppnådd	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
получени	framställda	получа	framställd	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
получени	erhållen	получа	erhåll	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
получени	erhållna	получа	erhålla	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
получени	fått	получа	få	V;PFV;INDF;PL;V.PTCP;PASS	V;V.CVB;ACT
получени	mottaget	получа	mottagen	V;PFV;INDF;PL;V.PTCP;PASS	N;NOM;DEF;NEUT;SG
получени	fick	получа	få	V;PFV;INDF;PL;V.PTCP;PASS	V;IND;PST;FIN;ACT
получени	mottagen	получа	mottag	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
получени	mottagna	получа	motta	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
изменения	ändringsförslag	изменение	ändringsförslag	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;SG
хановер	hannover	хановер	hannover	N;INDF;MASC;PL	PROPN;NOM
луна	månen	луна	måne	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
мадона	madonna	мадона	madon	N;INDF;FEM;SG	PROPN;NOM
законодателство	lagstiftningen	законодателство	lagstiftning	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
дер	der	дер	de	PROPN	N;NOM;INDF;NEUT;SG
християните	kristna	християнин	kristen	N;DEF;MASC;PL	ADJ;NOM;PL
естествена	naturliga	естествен	naturlig	ADJ;INDF;FEM;SG	ADJ;NOM;PL
естествена	natural	естествен	natural	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
бурунди	burundi	бурунд	burundi	PROPN;INDF;FEM;PL	PROPN;NOM
премахване	avlägsna	премахване	avlägsen	N;INDF;NEUT;SG	ADJ;NOM;PL
премахване	avlägsnande	премахване	avlägsnande	N;INDF;NEUT;SG	ADJ;NOM;PRS;V.PTCP
туркменистан	turkmenistan	туркменистан	turkmenistan	N;INDF;MASC;SG	PROPN;NOM
разширяване	utvidgningen	разширяване	utvidgning	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
разширяване	utvidga	разширяване	utvidga	N;INDF;NEUT;SG	V;IMP;FIN;ACT
разширяване	utöka	разширяване	utöka	N;INDF;NEUT;SG	V;IMP;FIN;ACT
разширяване	expandera	разширяване	expandera	N;INDF;NEUT;SG	V;IMP;FIN;ACT
растителни	grönsaker	растителен	grönsak	ADJ;INDF;PL	N;NOM;INDF;MASC+FEM;PL
растителни	vegetabiliskt	растителен	vegetabilisk	ADJ;INDF;PL	ADJ;NOM;INDF;NEUT;SG
растителни	grönsak	растителен	grönsak	ADJ;INDF;PL	N;NOM;INDF;MASC+FEM;SG
миньор	gruvarbetare	миньор	gruvarbetare	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
миньор	miner	миньор	mina	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
трудности	svårighet	трудност	svårighet	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
трудности	svårighetsgrad	трудност	svårighetsgrad	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
