loại	digita	loại	digitare	N	V;IMP;SG;2;PRS;FIN
hút	fumi	hút	fumo	V	N;MASC;PL
william	guglielmo	william	guglielmo		N;MASC;SG
william	william	william	william		N;MASC;SG
george	giorgio	george	giorgio		N;MASC;SG
air	aria	air	aria		N;FEM;SG
air	air	air	air		N;MASC
họp	riunione	họp	riunione	V	N;FEM;SG
họp	meeting	họp	meeting	V	N;MASC
usd	cinquanta	usd	cinquanta	N	NUM
may	may	may	may	ADJ	N
may	maggio	may	maggio	ADJ	N;MASC;SG
may	può	may	potere	ADJ	V;IND;SG;3;PRS;FIN
may	cucito	may	cucito	ADJ	N;MASC;SG
may	cucitura	may	cucitura	ADJ	N;FEM;SG
may	cucire	may	cucire	ADJ	V;NFIN
may	fortunata	may	fortunare	ADJ	V;FEM;SG;PST;V.PTCP
may	lucky	may	lucky	ADJ	N
chép	copia	chép	copia	V	N;FEM;SG
kia	kia	kia	kia	PROPN	N;SG
kia	lì	kia	lì	PROPN	ADV
kia	là	kia	là	PROPN	ADV
robert	roberto	robert	roberto		N;MASC;SG
robert	robert	robert	robert		N;MASC;SG
david	davide	david	davide		N;SG
hoang	wild	hoang	wild	ADJ	N
hoang	hoang	hoang	hoang	ADJ	N
đâu	where	đâu	where	PROPN	
đâu	dove	đâu	dove	PROPN	ADV
sắp	quasi	sắp	quasi		ADV
sắp	presto	sắp	presto		ADV
sắp	prossime	sắp	prossimo		ADJ;FEM;PL
sắp	prossimi	sắp	prossimo		ADJ;MASC;PL
sắp	imminente	sắp	imminente		ADJ;SG
cân	peso	cân	peso	V	N;MASC;SG
hiếu	ospitalità	hiếu	ospitalità		N;FEM
trăm	hundred	trăm	hundred	NUM	N;MASC
tận	terminal	tận	terminal	ADP	N;MASC
tận	terminali	tận	terminale	ADP	N;MASC;PL
tận	terminale	tận	terminale	ADP	N;MASC;SG
mong	mong	mong	mong	V	N;MASC
mong	speranze	mong	speranza	V	N;FEM;PL
mong	hope	mong	hope	V	N
mong	speranza	mong	speranza	V	N;FEM;SG
rối	piantagrane	rối	piantagrane	V	N
rối	guai	rối	guaio	V	N;MASC;PL
rối	pupazzo	rối	pupazzo	V	N;MASC;SG
rối	burattino	rối	burattino	V	N;MASC;SG
rối	marionetta	rối	marionetta	V	N;FEM;SG
rối	fantoccio	rối	fantoccio	V	N;MASC
nghỉ	riposo	nghỉ	riposo	V	N;MASC;SG
nghỉ	resto	nghỉ	resto	V	N;MASC;SG
paul	paolo	paul	paolo		N;MASC;SG
thua	perdente	thua	perdente	V	ADJ;SG
thua	sfigato	thua	sfigato	V	ADJ;MASC;SG
thua	perdenti	thua	perdente	V	N;PL
thua	lost	thua	lost	V	N
thua	perduti	thua	perduto	V	ADJ;MASC;PL
thua	persi	thua	perso	V	ADJ;MASC;PL
uống	bevanda	uống	bevanda	V	N;FEM;SG
uống	drink	uống	drink	V	N;MASC
uống	bevande	uống	bevanda	V	N;FEM;PL
uống	bibite	uống	bibita	V	N;FEM;PL
uống	bevande	uống	bevanda	V	N;FEM;PL
nhu	nhu	nhu	nhu	N	ADJ;SG
phạt	multato	phạt	multare	N	V;MASC;SG;PST;V.PTCP
phạt	puniti	phạt	punire	N	V;MASC;PL;PST;V.PTCP
phạt	punita	phạt	punire	N	V;FEM;SG;PST;V.PTCP
phạt	punito	phạt	punire	N	V;MASC;SG;PST;V.PTCP
đoán	indovinate	đoán	indovinare	V	ADJ;FEM;PL
phe	laterale	phe	laterale	N	ADJ;SG
huế	huế	huế	huế	N	ADJ;SG
lam	lam	lam	lam	N	V;IND;SG;2;PRS;FIN
lam	fatto	lam	fare	N	V;MASC;SG;PST;V.PTCP
hoài	raggiunta	hoài	raggiungere	N	V;FEM;SG;PST;V.PTCP
ukraina	ucraina	ukraina	ucraino	N	ADJ;FEM;SG
nhắc	prompt	nhắc	prompt	V	N;MASC
del	del	del	di		ADJ;SG
internet	internet	internet	internet		N
haute	haute	haute	hauto		N;FEM;SG
kiên	pazienza	kiên	pazienza	ADJ	N;FEM;SG
malaysia	malese	malaysia	malese	N	ADJ;SG
nóng	hot	nóng	hot	ADJ	N
phức	microscopio	phức	microscopio	V	N;MASC;SG
tròn	cerchio	tròn	cerchio	ADJ	N;MASC;SG
tròn	circle	tròn	circle	ADJ	N
tròn	circolo	tròn	circolo	ADJ	N;MASC;SG
nhảy	salto	nhảy	salto	V	N;MASC;SG
nhảy	salti	nhảy	salto	V	N;MASC;PL
nhảy	jump	nhảy	jump	V	N
nhảy	jumping	nhảy	jumping	V	N;MASC
lạnh	cold	lạnh	cold	ADJ	N
lạnh	raffreddore	lạnh	raffreddore	ADJ	N;MASC;SG
washington	washington	washington	washington		N;MASC;SG
tiêm	iniezione	tiêm	iniezione	V	N;FEM;SG
tiêm	iniezioni	tiêm	iniezione	V	N;FEM;PL
tiêm	iniettabile	tiêm	iniettabile	V	ADJ;SG
tiêm	condizione	tiêm	condizione	V	N;FEM;SG
tiêm	condizioni	tiêm	condizione	V	N;FEM;PL
bottom	bottom	bottom	bottom		N
đau	ferisce	đau	ferire	ADJ	V;IND;SG;3;PRS;FIN
đau	dolori	đau	dolore	ADJ	N;MASC;PL
đau	dolore	đau	dolore	ADJ	N;MASC;SG
đau	ferito	đau	ferire	ADJ	V;MASC;SG;PST;V.PTCP
lọc	filtro	lọc	filtro	V	N;MASC;SG
lọc	filtri	lọc	filtro	V	N;MASC;PL
lọc	filtraggio	lọc	filtraggio	V	N;MASC;SG
lọc	filtrazione	lọc	filtrazione	V	N;FEM;SG
lọc	filtri	lọc	filtro	V	N;MASC;PL
vui	divertenti	vui	divertente		ADJ;PL
vui	buffo	vui	buffo		ADJ;MASC;SG
vui	divertente	vui	divertente		ADJ;SG
vui	divertimento	vui	divertimento		N;MASC;SG
vui	fun	vui	funo		N
vui	divertenti	vui	divertente		ADJ;PL
vui	divertente	vui	divertente		ADJ;SG
vui	divertirsi	vui	divertire		V;IND;SG;3;PRS;FIN
vui	contento	vui	contento		ADJ;MASC;SG
vui	felici	vui	felice		ADJ;PL
vui	felice	vui	felice		ADJ;SG
vui	happy	vui	happy		N
israel	israele	israel	israele		N;MASC;SG
khổ	sofferenze	khổ	sofferenza	ADJ	N;FEM;PL
khổ	sofferenza	khổ	sofferenza	ADJ	N;FEM;SG
khổ	hard	khổ	hard	ADJ	N
khổ	dura	khổ	durare	ADJ	V;IND;SG;3;PRS;FIN
khổ	miseria	khổ	miseria	ADJ	N;FEM;SG
khổ	infelicità	khổ	infelicità	ADJ	N;FEM
site	site	site	sito		N
site	sito	site	sito		N;MASC;SG
canh	geng	canh	geng	N	ADJ;SG
love	love	love	love		N
love	amore	love	amore		N;MASC;SG
des	des	des	des	N	
dinh	dinh	dinh	dinh		N;MASC;SG
anime	anime	anime	anima		ADJ;FEM;PL
khổng	gonfio	khổng	gonfio	N	ADJ;MASC;SG
khổng	gonfi	khổng	gonfio	N	ADJ;MASC;PL
khổng	gonfie	khổng	gonfia	N	ADJ;FEM;PL
khổng	gonfia	khổng	gonfio	N	ADJ;FEM;SG
erebidae	erebidae	erebidae	erebida		V;IND;SG;3;PRS;FIN
michael	michele	michael	michele		N;MASC;SG
michael	michael	michael	michael		N;MASC;SG
michael	michela	michael	michela		N;FEM;SG
tám	eight	tám	eight	NUM	N;SG
campuchia	cambogiano	campuchia	cambogiare	N	ADJ;MASC;SG
bùi	bui	bùi	bui	N	ADJ;MASC;PL
colombia	colombiano	colombia	colombiano	N	ADJ;MASC;SG
colombia	colombiana	colombia	colombiano	N	ADJ;FEM;SG
charles	carlo	charles	carlo		N;MASC;SG
than	carboni	than	carbone		N;MASC;PL
than	carbone	than	carbone		N;MASC;SG
than	lamentati	than	lamentare		V;MASC;PL;PST;V.PTCP
than	lamentarsi	than	lamentare		V;IND;SG;3;PRS;FIN
than	carbone	than	carbone		N;MASC;SG
