الليثيوم	litiu	الليثيوم	litiu		N;INDF;MASC;SG
الحمى	febra	حَمَى	febră	N;NOM;DEF;SG	N;DEF;FEM;SG
فاعل	actor	فَاعِل	actor	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
فاعل	actorul	فَاعِل	actor	ADJ;NOM;INDF;MASC;SG	N;DEF;MASC;SG
هيثم	haytham	هيثم	haytham		
نفق	tunelul	نَفَق	tunel	N;NOM;INDF;SG	N;DEF;MASC;SG
كارولين	caroline	كارولين	carolină		N;INDF;FEM;PL
لوكهيد	lockheed	لوكهيد	lockheed		PROPN
الديون	datoriile	دَين	datorie	N;NOM;DEF;PL	N;DEF;FEM;PL
الديون	datorii	دَين	dator	N;NOM;DEF;PL	N;INDF;FEM;PL
الديون	datorie	دَين	datorie	N;NOM;DEF;PL	N;INDF;FEM;SG
الديون	datorii	دَين	dator	N;NOM;DEF;PL	N;INDF;FEM;PL
مظاهرة	demonstratie	مُظَاهَرَة	demonstratie	N;NOM;INDF;SG	N;INDF;FEM;SG
طالبان	talibani	طَالِبَان	taliban	N;NOM;INDF;SG	N;INDF;MASC;PL
طالبان	talibanii	طَالِبَان	taliban	N;NOM;INDF;SG	N;DEF;MASC;PL
طالبان	taliban	طَالِبَان	taliban	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
طالبان	talibanilor	طَالِبَان	taliban	N;NOM;INDF;SG	N;DEF;MASC;PL
مانهاتن	manhattan	مانهاتن	manhattan		N;INDF;MASC;SG
حار	cald	حَارّ	cald	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
حار	fierbinte	حَارّ	fierbinte	N;NOM;INDF;SG	
رين	rin	رين	rin		N;INDF;MASC;SG
الولد	baiat	وَلَد	baiat	N;NOM;DEF;SG	N;INDF;MASC;SG
الولد	baiat	وَلَد	baiat	N;NOM;DEF;SG	N;INDF;MASC;SG
التين	smochine	اَلَّذِي	smochin	N;NOM;DEF;SG	N;INDF;FEM;PL
الراية	banner	رَايَة	banner	N;NOM;DEF;SG	N;INDF;MASC;SG
وولف	lup	وولف	lup		N;INDF;MASC;SG
وولف	wolf	وولف	wolf		PROPN
وولف	lupul	وولف	lup		N;DEF;MASC;SG
تحفة	antica	حَفَص	antic	N;NOM;INDF;SG	N;DEF;FEM;SG
تحفة	antichitate	حَفَص	antichitate	N;NOM;INDF;SG	N;INDF;FEM;SG
تحفة	antic	حَفَص	antic	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
تحفة	capodopera	حَفَص	capodoperă	N;NOM;INDF;SG	N;DEF;FEM;SG
تحفة	capodopera	حَفَص	capodoperă	N;NOM;INDF;SG	N;DEF;FEM;SG
عقاقير	drogurile	عَقَّاقِير	drog	N;NOM;INDF;PL	N;DEF;FEM;PL
الصعوبات	dificultate	صُعُوبَة	dificultate	N;NOM;DEF;PL	N;INDF;FEM;SG
الصعوبات	dificultati	صُعُوبَة	dificultati	N;NOM;DEF;PL	
الصعوبات	dificultatea	صُعُوبَة	dificultate	N;NOM;DEF;PL	N;DEF;FEM;SG
الصعوبات	dificultatile	صُعُوبَة	dificultate	N;NOM;DEF;PL	N;DEF;FEM;PL
الصعوبات	dificultati	صُعُوبَة	dificultati	N;NOM;DEF;PL	
توافر	disponibilitate	تَوَافُر	disponibilitate	N;NOM;INDF;SG	N;INDF;FEM;SG
توافر	disponibilitatea	تَوَافُر	disponibilitate	N;NOM;INDF;SG	N;DEF;FEM;SG
خضر	verzi	خضر	verde		ADJ;INDF;PL
خضر	verde	خضر	verde		
خضر	green	خضر	green		N;INDF;MASC;SG
عقاب	pedeapsa	عَقَاب	pedeapsă	N;NOM;INDF;SG	N;DEF;FEM;SG
عقاب	pedeapsa	عَقَاب	pedeapsă	N;NOM;INDF;SG	N;DEF;FEM;SG
الراعي	shepherd	رَاعِي	shepherd	N;NOM;DEF;SG	PROPN
الراعي	ciobanesc	رَاعِي	ciobanesc	N;NOM;DEF;SG	ADV
الراعي	cioban	رَاعِي	cioban	N;NOM;DEF;SG	N;INDF;MASC;SG
الراعي	pastor	رَاعِي	pastor	N;NOM;DEF;SG	N;INDF;MASC;SG
الراعي	sponsorul	رَاعِي	sponsor	N;NOM;DEF;SG	N;DEF;MASC;SG
الراعي	sponsor	رَاعِي	sponsor	N;NOM;DEF;SG	N;INDF;MASC;SG
قياسات	masuratorile	قِيَاسَة	masurator	N;NOM;INDF;PL	N;DEF;FEM;PL
نزيف	sangerare	نَزِيف	sangerare	N;NOM;INDF;SG	N;INDF;FEM;SG
نزيف	sangerari	نَزِيف	sangerar	N;NOM;INDF;SG	N;INDF;FEM;PL
نزيف	hemoragie	نَزِيف	hemoragie	N;NOM;INDF;SG	N;INDF;FEM;SG
نمساوي	austrieci	نِمسَاوِيّ	austriac	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;PL
نمساوي	austriece	نِمسَاوِيّ	austriac	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;PL
نمساوي	austriaca	نِمسَاوِيّ	austriacă	ADJ;NOM;INDF;MASC;SG	ADJ;DEF;FEM;SG
مسطح	plate	مَسطَح	plat	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;PL
مسطح	plat	مَسطَح	plat	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
معقد	complicata	مُعَقَّد	complicat	ADJ;NOM;INDF;MASC;SG	ADJ;DEF;FEM;SG
معقد	complicate	مُعَقَّد	complicat	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;PL
معقد	complicata	مُعَقَّد	complicat	ADJ;NOM;INDF;MASC;SG	ADJ;DEF;FEM;SG
تحية	urare	تَحِيَّة	urare	N;NOM;INDF;SG	N;INDF;FEM;SG
تحية	saluta	تَحِيَّة	saluta	N;NOM;INDF;SG	V;IND;SG;3;IPFV;FIN
تحية	salutari	تَحِيَّة	salutar	N;NOM;INDF;SG	N;INDF;MASC;PL
تحية	salutari	تَحِيَّة	salutar	N;NOM;INDF;SG	N;INDF;MASC;PL
اطار	cadrul	إِطَار	cadru	N;NOM;INDF;SG	N;DEF;MASC;SG
اطار	rama	إِطَار	ramă	N;NOM;INDF;SG	N;DEF;FEM;SG
اطار	rama	إِطَار	ramă	N;NOM;INDF;SG	N;DEF;FEM;SG
المشاهدين	telespectatori	مُشَاهِد	telespectator	N;NOM;DEF;PL	N;INDF;MASC;PL
المشاهدين	telespectatorii	مُشَاهِد	telespectator	N;NOM;DEF;PL	N;DEF;MASC;PL
المشاهدين	spectatori	مُشَاهِد	spectator	N;NOM;DEF;PL	N;INDF;MASC;PL
الوجوه	chipuri	وَجه	chip	N;NOM;DEF;PL	N;INDF;FEM;PL
الوجوه	fete	وَجه	fată	N;NOM;DEF;PL	N;INDF;FEM;PL
تبريد	racirea	تَبرِيد	racire	N;NOM;INDF;SG	N;DEF;FEM;SG
تبريد	racire	تَبرِيد	racire	N;NOM;INDF;SG	N;INDF;FEM;SG
تبريد	refrigerare	تَبرِيد	refrigerare	N;NOM;INDF;SG	N;INDF;FEM;SG
مليارات	miliarde	مِليَار	miliard	NUM;NOM;INDF;PL	NUM;INDF;FEM;PL
عدو	inamic	عَدُوّ	inamic		N;INDF;MASC;SG
عدو	dusman	عَدُوّ	dusman		N;INDF;MASC;SG
عدو	inamicul	عَدُوّ	inamic		N;DEF;MASC;SG
عدو	dusman	عَدُوّ	dusman		N;INDF;MASC;SG
باير	bayer	بَايِر	bayer		PROPN
باير	baer	بَايِر	baer		PROPN
الجوع	foame	جُوع	foame	N;NOM;DEF;SG	
الجوع	foamete	جُوع	foamete	N;NOM;DEF;SG	N;INDF;FEM;SG
الجوع	foamea	جُوع	foame	N;NOM;DEF;SG	N;DEF;FEM;SG
موثوق	fiabile	مَوثُوق	fiabil	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;PL
موثوق	fiabila	مَوثُوق	fiabil	ADJ;NOM;INDF;MASC;SG	ADJ;DEF;FEM;SG
القياسات	masuratori	قِيَاسَة	masurator	N;NOM;DEF;PL	N;INDF;MASC;PL
القياسات	masuratorile	قِيَاسَة	masurator	N;NOM;DEF;PL	N;DEF;FEM;PL
القياسات	marimi	قِيَاسَة	marim	N;NOM;DEF;PL	N;INDF;FEM;PL
القياسات	marimi	قِيَاسَة	marim	N;NOM;DEF;PL	N;INDF;FEM;PL
القياسات	dimensiuni	قِيَاسَة	dimensiune	N;NOM;DEF;PL	N;INDF;FEM;PL
امتياز	privilegiul	امتياز	privilegiu	N;NOM;INDF;SG	N;DEF;MASC;SG
امتياز	franciza	امتياز	franciza	N;NOM;INDF;SG	N;DEF;FEM;SG
امتياز	franciza	امتياز	franciza	N;NOM;INDF;SG	N;DEF;FEM;SG
امتياز	concesiune	امتياز	concesiune	N;NOM;INDF;SG	N;INDF;FEM;SG
امتياز	concesie	امتياز	concesie	N;NOM;INDF;SG	N;INDF;FEM;SG
رشاد	rashad	رشاد	rashad		
تحد	provocare	أَحَدّ	provocare	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;INDF;FEM;SG
تحد	provocarea	أَحَدّ	provocare	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;DEF;FEM;SG
الملونة	colorat	مُلَوَّن	colorat	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;SG
الملونة	colorata	مُلَوَّن	colorat	ADJ;NOM;DEF;FEM;SG	ADJ;DEF;FEM;SG
الانتماء	afiliere	اِنتِمَاء	afiliere	N;NOM;DEF;SG	N;INDF;FEM;SG
الانتماء	apartinand	اِنتِمَاء	apartina	N;NOM;DEF;SG	
مكي	mckay	مكي	mckay		PROPN
المحاولة	incerc	مُحَاوَلَة	incerc	N;NOM;DEF;SG	V;IND;SG;1;PRS;FIN
المحاولة	incercand	مُحَاوَلَة	incercand	N;NOM;DEF;SG	
قادمة	venind	قَادِم	veni	ADJ;NOM;INDF;FEM;SG	V;V.MSDR
قادمة	vin	قَادِم	veni	ADJ;NOM;INDF;FEM;SG	V;IND;PL;3;PRS;FIN
البلاستيك	plastice	بلَاستِيك	plastic	N;NOM;DEF;SG	ADJ;INDF;FEM;PL
البلاستيك	plastic	بلَاستِيك	plastic	N;NOM;DEF;SG	N;INDF;MASC;SG
البلاستيك	plasticul	بلَاستِيك	plastic	N;NOM;DEF;SG	N;DEF;MASC;SG
البلاستيك	plastic	بلَاستِيك	plastic	N;NOM;DEF;SG	N;INDF;MASC;SG
سيباستيان	sebastian	سِيبَاستِيَان	sebastian		N;INDF;MASC;SG
قمم	peaks	قِمَّة	peaks	N;NOM;INDF;PL	PROPN
المحبة	iubitoare	مَحَبَّة	iubitor	N;NOM;DEF;SG	ADJ;INDF;FEM
المحبة	iubitor	مَحَبَّة	iubitor	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
بازل	vasile	بَازِل	vas		PROPN
بازل	busuioc	بَازِل	busuioc		N;INDF;MASC;SG
بازل	basil	بَازِل	basil		N;INDF;MASC;SG
بازل	basel	بَازِل	basel		PROPN
مصارعة	wrestling	مُصَارَعَة	wrestling	N;NOM;INDF;SG	PROPN
مصارعة	lupte	مُصَارَعَة	lupta	N;NOM;INDF;SG	
متميز	distincta	مُتَمَيِّز	distincta	ADJ;NOM;INDF;MASC;SG	ADJ;DEF;FEM;SG
متميز	distincte	مُتَمَيِّز	distinct	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;PL
متميز	distinsa	مُتَمَيِّز	distinsa	ADJ;NOM;INDF;MASC;SG	ADJ;DEF;FEM;SG
المزارعين	fermieri	مُزَارِع	fermier	N;NOM;DEF;PL	N;INDF;MASC;PL
المزارعين	agricultori	مُزَارِع	agricultor	N;NOM;DEF;PL	N;INDF;MASC;PL
المزارعين	fermierii	مُزَارِع	fermier	N;NOM;DEF;PL	N;DEF;MASC;PL
المزارعين	agricultorii	مُزَارِع	agricultor	N;NOM;DEF;PL	N;DEF;MASC;PL
المزارعين	fermierilor	مُزَارِع	fermier	N;NOM;DEF;PL	N;DEF;FEM;PL
تماثيل	statuile	تِمثَال	stat	N;NOM;INDF;PL	N;DEF;FEM;PL
الرصد	monitorizarea	رَصد	monitorizare	N;NOM;DEF;SG	N;DEF;FEM;SG
الرصد	monitorizare	رَصد	monitorizare	N;NOM;DEF;SG	N;INDF;FEM;SG
بطلة	eroina	بَطَلَة	eroina	N;NOM;INDF;SG	N;DEF;FEM;SG
بطلة	eroina	بَطَلَة	eroina	N;NOM;INDF;SG	N;DEF;FEM;SG
لوي	louie	لوي	louie		
لوسي	lucy	لوسي	lucy		PROPN
المشاركات	distribuiri	المشاركات	distribuire	N;NOM;DEF;PL	N;INDF;FEM;PL
المشاركات	actiuni	المشاركات	actiune	N;NOM;DEF;PL	N;INDF;FEM;PL
عملاقة	gigant	عِملَاق	gigant	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
كامب	tabara	كَامب	tabară		N;DEF;FEM;SG
كامب	camp	كَامب	camp		N;INDF;MASC;SG
كامب	tabara	كَامب	tabară		N;DEF;FEM;SG
كامب	lagar	كَامب	lagar		N;INDF;MASC;SG
كامب	tabara	كَامب	tabară		N;DEF;FEM;SG
البطلة	eroina	بَطلَة	eroina	N;NOM;DEF;SG	N;DEF;FEM;SG
البطلة	eroina	بَطلَة	eroina	N;NOM;DEF;SG	N;DEF;FEM;SG
الصحراوي	sahrawi	صَحرَاوِيّ	sahraw		
سنتيمتر	centimetri	سنتيمتر	centimetru		N;INDF;MASC;PL
سنتيمتر	centimetru	سنتيمتر	centimetru		N;INDF;MASC;SG
سنتيمتر	centimetru	سنتيمتر	centimetru		N;INDF;MASC;SG
الهندوسية	hinduismul	هَندُوسِيّ	hinduism		N;DEF;MASC;SG
الغد	maine	غَد	maină	N;NOM;DEF;SG	
الغد	maine	غَد	maină	N;NOM;DEF;SG	
القاري	continental	قَارِي	continental		ADV
القاري	continentale	قَارِي	continental		ADJ;INDF;FEM;PL
القاري	continentala	قَارِي	continental		ADJ;DEF;FEM;SG
ريم	rim	ريم	rim		N;INDF;MASC;SG
ختم	timbru	خَتَم	timbru	V;PFV;MASC;SG;3;ACT	N;INDF;MASC;SG
ختم	stampila	خَتَم	stampilă	V;PFV;MASC;SG;3;ACT	N;DEF;FEM;SG
ختم	sigiliu	خَتَم	sigiliu	V;PFV;MASC;SG;3;ACT	N;INDF;MASC;SG
ختم	foca	خَتَم	foca	V;PFV;MASC;SG;3;ACT	N;DEF;FEM;SG
ختم	sigiliul	خَتَم	sigiliu	V;PFV;MASC;SG;3;ACT	N;DEF;MASC;SG
ختم	seal	خَتَم	seal	V;PFV;MASC;SG;3;ACT	N;INDF;MASC;SG
المراهقة	adolescenti	مُرَاهَقَة	adolescenti	N;NOM;DEF;SG	N;INDF;MASC;PL
المراهقة	adolescenta	مُرَاهَقَة	adolescentă	N;NOM;DEF;SG	N;DEF;FEM;SG
للسياحة	turism	للسياحة	turism	N;GEN;DEF;SG	N;INDF;MASC;SG
للسياحة	turismul	للسياحة	turism	N;GEN;DEF;SG	N;DEF;MASC;SG
اتصل	suna	اِتَّصَل	suna		V;IND;SG;3;IPFV;FIN
اتصل	suna	اِتَّصَل	suna		V;IND;SG;3;IPFV;FIN
اتصل	apel	اِتَّصَل	apel		N;INDF;MASC;SG
اتصل	call	اِتَّصَل	call		N;INDF;MASC;SG
ذكي	inteligent	ذَكَى	inteligent	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
ذكي	inteligent	ذَكَى	inteligent	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
ذكي	inteligenta	ذَكَى	inteligent	N;NOM;INDF;SG	N;DEF;FEM;SG
ذكي	inteligent	ذَكَى	inteligent	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
ذكي	destept	ذَكَى	destept	N;NOM;INDF;SG	
ذكي	inteligenta	ذَكَى	inteligent	N;NOM;INDF;SG	N;DEF;FEM;SG
قشرة	crusta	قَشَرَة	crust	N;NOM;INDF;SG	N;DEF;FEM;SG
قشرة	crusta	قَشَرَة	crust	N;NOM;INDF;SG	N;DEF;FEM;SG
شهري	lunare	شَهرِيّ	lunar	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;PL
شهري	lunara	شَهرِيّ	lunar	ADJ;NOM;INDF;MASC;SG	N;DEF;FEM;SG
زحل	saturn	زَحل	saturn		N;INDF;MASC;SG
موحد	standardizate	مُوَحَّد	standardiza	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;PL
موحد	uniforma	مُوَحَّد	uniformă	ADJ;NOM;INDF;MASC;SG	N;DEF;FEM;SG
موحد	uniforma	مُوَحَّد	uniformă	ADJ;NOM;INDF;MASC;SG	N;DEF;FEM;SG
موحد	uniforme	مُوَحَّد	uniformă	ADJ;NOM;INDF;MASC;SG	N;INDF;FEM;PL
موحد	uniform	مُوَحَّد	uniform	ADJ;NOM;INDF;MASC;SG	ADV
بانكوك	bangkok	بَانكُوك	bangkok		N;INDF;MASC;SG
شهرية	lunare	شَهرِيّ	lunar	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;PL
شهرية	lunara	شَهرِيّ	lunar	ADJ;NOM;INDF;FEM;SG	N;DEF;FEM;SG
مولر	müller	مولر	müller		PROPN
مولر	mueller	مولر	mueller		PROPN
مولر	muller	مولر	muller		PROPN
مرشد	ghidul	مُرشِد	ghid	N;NOM;INDF;SG	N;DEF;MASC;SG
الوثائقية	documentare	وَثَائِقِيّ	documentare	N;NOM;DEF;SG	N;INDF;FEM;PL
الوحش	fiara	وَحش	fiară	N;NOM;DEF;SG	N;DEF;FEM;SG
الوحش	fiara	وَحش	fiară	N;NOM;DEF;SG	N;DEF;FEM;SG
الوحش	bestie	وَحش	bestie	N;NOM;DEF;SG	N;INDF;FEM;SG
الوحش	monstrul	وَحش	monstru	N;NOM;DEF;SG	N;DEF;MASC;SG
الوحش	monster	وَحش	monster	N;NOM;DEF;SG	N;INDF;MASC;SG
الوحش	monstru	وَحش	monstru	N;NOM;DEF;SG	N;INDF;MASC;SG
كورت	kurt	كُورت	kurt		PROPN
جوز	nuci	جوز	nuci		N;INDF;FEM;PL
المهبل	vagin	مُهبِل	vagin	N;NOM;DEF;SG	N;INDF;MASC;SG
المهبل	vaginul	مُهبِل	vagin	N;NOM;DEF;SG	N;DEF;MASC;SG
المهبل	vaginului	مُهبِل	vagin	N;NOM;DEF;SG	N;DEF;MASC;SG
عمالة	angajare	عَمَالَة	angajare	N;NOM;INDF;SG	N;INDF;FEM;SG
جونيور	junior	جونيور	junior		
جونيور	juniori	جونيور	junior		N;INDF;MASC;PL
تلال	dealurile	تَلَال	deal	N;NOM;INDF;PL	N;DEF;FEM;PL
تلال	hills	تَلَال	hills	N;NOM;INDF;PL	PROPN
الجن	djinn	جُنّ	djinn	N;NOM;DEF;SG	
الافتتاح	deschiderea	اِفتِتَاح	deschidere	N;NOM;DEF;SG	N;DEF;FEM;SG
الافتتاح	deschidere	اِفتِتَاح	deschidere	N;NOM;DEF;SG	N;INDF;FEM;SG
الافتتاح	deschid	اِفتِتَاح	deschide	N;NOM;DEF;SG	V;IND;PL;3;PRS;FIN
ضحية	victima	ضَحِيَّة	victimă	N;NOM;INDF;SG	N;DEF;FEM;SG
ضحية	victima	ضَحِيَّة	victimă	N;NOM;INDF;SG	N;DEF;FEM;SG
سلبي	negativa	سَلبِيّ	negativa	ADJ;NOM;INDF;MASC;SG	ADJ;DEF;FEM;SG
سلبي	negative	سَلبِيّ	negativ	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;PL
سلبي	negativ	سَلبِيّ	negativ	ADJ;NOM;INDF;MASC;SG	ADV
الشرط	cerinta	شَرط	cerintă	N;NOM;DEF;SG	N;DEF;FEM;SG
الشرط	cerinta	شَرط	cerintă	N;NOM;DEF;SG	N;DEF;FEM;SG
الشرط	stare	شَرط	stare	N;NOM;DEF;SG	N;INDF;FEM;SG
الشرط	conditia	شَرط	conditie	N;NOM;DEF;SG	N;DEF;FEM;SG
الشرط	conditie	شَرط	conditie	N;NOM;DEF;SG	N;INDF;FEM;SG
بنوك	banks	بَنك	banks	N;NOM;INDF;PL	PROPN
بنوك	bancile	بَنك	bancă	N;NOM;INDF;PL	N;DEF;FEM;PL
بنوك	bancile	بَنك	bancă	N;NOM;INDF;PL	N;DEF;FEM;PL
مرئية	vizibila	مَرئِيّ	vizibil	ADJ;NOM;INDF;FEM;SG	ADJ;DEF;FEM;SG
مرئية	vizibile	مَرئِيّ	vizibil	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;PL
مرئية	vizibil	مَرئِيّ	vizibil	ADJ;NOM;INDF;FEM;SG	ADV
راتب	salariul	رَاتِب	salariu	N;NOM;INDF;SG	N;DEF;MASC;SG
اختلافات	dif	اِختِلَاف	dif	N;NOM;INDF;PL	
اختلافات	diferentele	اِختِلَاف	diferent	N;NOM;INDF;PL	N;DEF;FEM;PL
باليرمو	palermo	بِ	palermo		N;INDF;MASC;SG
هانوفر	hanovra	هَانُوفِر	hanovră		PROPN
الصخرة	piatra	صُخرَة	piatră	N;NOM;DEF;SG	N;DEF;FEM;SG
الصخرة	piatra	صُخرَة	piatră	N;NOM;DEF;SG	N;DEF;FEM;SG
الصخرة	stanca	صُخرَة	stancă	N;NOM;DEF;SG	N;DEF;FEM;SG
الصخرة	stanca	صُخرَة	stancă	N;NOM;DEF;SG	N;DEF;FEM;SG
الصخرة	rock	صُخرَة	rock	N;NOM;DEF;SG	N;INDF;MASC;SG
اولاد	baieti	اولاد	baiet		
اولاد	baieti	اولاد	baiet		
الغزل	flirt	غَزل	flirt	N;NOM;DEF;SG	N;INDF;MASC;SG
الغزل	fire	غَزل	fire	N;NOM;DEF;SG	N;INDF;FEM;SG
برنارد	bernard	برنارد	bernard		PROPN
كاري	curry	كاري	curry		N;INDF;MASC;SG
جينات	genele	جَينَة	genă	N;NOM;INDF;PL	N;DEF;FEM;PL
الماركسية	marxist	مَاركِسِيّ	marxist	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
اعتقاد	credinta	اِعتِقَاد	credintă	N;NOM;INDF;SG	N;DEF;FEM;SG
لفت	nap	لَفَت	nap	V;PFV;MASC;SG;3;ACT	
جوناثان	jonathan	جُونَاثَان	jonathan		PROPN
عربات	vehiculele	عَرَبَة	vehicul	N;NOM;INDF;PL	N;DEF;FEM;PL
اعلن	declar	أَعلَن	declar	V;PFV;MASC;SG;3;ACT	V;IND;SG;1;PRS;FIN
اعلن	anuntat	أَعلَن	anunta	V;PFV;MASC;SG;3;ACT	ADJ;INDF;MASC;SG
اعلن	anuntat	أَعلَن	anunta	V;PFV;MASC;SG;3;ACT	ADJ;INDF;MASC;SG
المتوفي	decedat	مُتَوَفِّي	decedat		ADJ;INDF;MASC;SG
المتوفي	decedata	مُتَوَفِّي	decedată		N;DEF;FEM;SG
ملونة	colorate	مُلَوَّن	colorat	ADJ;NOM;INDF;FEM;SG	N;INDF;FEM;PL
ملونة	colorat	مُلَوَّن	colorat	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
ملونة	colorata	مُلَوَّن	colorat	ADJ;NOM;INDF;FEM;SG	ADJ;DEF;FEM;SG
صخرة	piatra	صُخرَة	piatră	N;NOM;INDF;SG	N;DEF;FEM;SG
صخرة	piatra	صُخرَة	piatră	N;NOM;INDF;SG	N;DEF;FEM;SG
صخرة	stanca	صُخرَة	stancă	N;NOM;INDF;SG	N;DEF;FEM;SG
صخرة	stanca	صُخرَة	stancă	N;NOM;INDF;SG	N;DEF;FEM;SG
ابناء	sons	اِبن	sons	N;NOM;INDF;PL	N;INDF;MASC;SG
ابناء	fiii	اِبن	fiu	N;NOM;INDF;PL	N;DEF;MASC;PL
المرصد	observator	مَرصَد	observator	N;NOM;DEF;SG	N;INDF;MASC;SG
المرصد	observatorul	مَرصَد	observator	N;NOM;DEF;SG	N;DEF;MASC;SG
تين	tinichea	تين	tinichea		
تين	tin	تين	tin		V;IND;SG;3;PRS;FIN
تين	staniu	تين	staniu		N;INDF;MASC;SG
تين	tabla	تين	tabla		N;DEF;FEM;SG
الكامنة	latenta	كَامِن	latent	N;NOM;DEF;SG	N;DEF;FEM;SG
محاصيل	culturile	مَحصُول	cultură	N;NOM;INDF;PL	N;DEF;FEM;PL
صبغة	tenta	صُبغَة	tenta	N;NOM;INDF;SG	N;DEF;FEM;SG
صبغة	tenta	صُبغَة	tenta	N;NOM;INDF;SG	N;DEF;FEM;SG
دلهي	delhi	دِلهِي	delhi		N;INDF;MASC;SG
شارون	sharon	شَارُون	sharon		PROPN
جنسي	sexy	جِنسِيّ	sexy	ADJ;NOM;INDF;MASC;SG	
جنسي	sexi	جِنسِيّ	sexi	ADJ;NOM;INDF;MASC;SG	
جنسي	sexuala	جِنسِيّ	sexual	ADJ;NOM;INDF;MASC;SG	N;DEF;FEM;SG
جنسي	sexuale	جِنسِيّ	sexual	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;PL
جنسي	sexuala	جِنسِيّ	sexual	ADJ;NOM;INDF;MASC;SG	N;DEF;FEM;SG
التوفيق	conciliere	تَوفِيق	conciliere	N;NOM;DEF;SG	N;INDF;FEM;SG
التوفيق	succes	تَوفِيق	succes	N;NOM;DEF;SG	N;INDF;MASC;SG
التوفيق	succese	تَوفِيق	succes	N;NOM;DEF;SG	N;INDF;FEM;PL
التوفيق	succesul	تَوفِيق	succes	N;NOM;DEF;SG	N;DEF;MASC;SG
التجزئة	retail	تَجزِئَة	retail	N;NOM;DEF;SG	N;INDF;MASC;SG
مرج	meadow	مرج	meadow		PROPN
الحزن	tristete	حُزن	tristet	N;NOM;DEF;SG	N;INDF;FEM;SG
تلاميذ	pupilele	تِلمِيذ	pupil	N;NOM;INDF;PL	N;DEF;FEM;PL
تلاميذ	elevii	تِلمِيذ	elev	N;NOM;INDF;PL	N;DEF;MASC;PL
تلاميذ	discipolii	تِلمِيذ	discipol	N;NOM;INDF;PL	N;DEF;MASC;PL
الرسل	apostoli	رَسُول	apostoli	N;NOM;DEF;PL	N;INDF;MASC;PL
الرسل	mesageri	رَسُول	mesager	N;NOM;DEF;PL	N;INDF;MASC;PL
مختبرات	labs	مُختَبَر	labs	ADJ;NOM;INDF;FEM;PL	N;INDF;MASC;SG
مختبرات	laboratoarele	مُختَبَر	laborator	ADJ;NOM;INDF;FEM;PL	N;DEF;FEM;PL
كمبوديا	cambodgia	كَمبُودِيَا	cambodgie		PROPN
بورتلاند	portland	بُورتلَاند	portland		PROPN
الوجبات	mese	وَجبَة	masă	N;NOM;DEF;PL	N;INDF;FEM;PL
ممارسات	practicile	مُمَارَسَة	practică	N;NOM;INDF;PL	N;DEF;FEM;PL
ممارسات	practicilor	مُمَارَسَة	practică	N;NOM;INDF;PL	N;DEF;FEM;PL
راو	rao	راو	rao		N;INDF;MASC;SG
مراسم	ceremonia	مَرسَم	ceremonie	N;NOM;INDF;PL	N;DEF;FEM;SG
مراسم	ceremonie	مَرسَم	ceremonie	N;NOM;INDF;PL	N;INDF;FEM;SG
شيدت	construite	شَيَّد	construit	V;PFV;FEM;SG;3;PASS	ADJ;INDF;FEM;PL
شيدت	construita	شَيَّد	construita	V;PFV;FEM;SG;3;PASS	N;DEF;FEM;SG
ناميبيا	namibia	نَامِيبِيَا	namibia		PROPN
القاموس	dictionar	قَامُوس	dictionar	N;NOM;DEF;SG	N;INDF;MASC;SG
مرضية	satisfacerea	مَرضِيّ	satisfacere	ADJ;NOM;INDF;FEM;SG	N;DEF;FEM;SG
كيبيك	quebec	كيبيك	quebec		N;INDF;MASC;SG
منتديات	forumuri	مُنتَدِي	forum	ADJ;NOM;INDF;FEM;PL	N;INDF;FEM;PL
