especializada	špecializovaných	especializado	špecializovaný	ADJ;FEM;SG;V.PTCP	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
encontrados	našlo	encontrado	nájsť	ADJ;MASC;PL;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP
encontrados	nájdené	encontrado	nájdený	ADJ;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
formatos	formátovanie	formato	formátovanie	N;MASC;PL	N;NOM;NEUT;SG
cooper	cooper	cooper	cooper	PROPN	PROPN;ANIM;NOM;MASC;SG
duero	douro	duero	douro	N;MASC;SG	PROPN;INAN;NOM;MASC;SG
august	auguste	augusto	augusta	PROPN	N;INAN;NOM;MASC;SG
august	august	augusto	august	PROPN	N;INAN;NOM;MASC;SG
august	augusta	augusto	augusta	PROPN	N;INAN;GEN;MASC;SG
típicos	typický	típico	typický	ADJ;MASC;PL	ADJ;ANIM;NOM;MASC;SG
típicos	typická	típico	typický	ADJ;MASC;PL	ADJ;NOM;FEM;SG
típicos	typické	típico	typický	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
típicos	typicky	típico	typicky	ADJ;MASC;PL	ADV
summer	summer	summer	summer	N	INTJ
summer	letná	summer	letný	N	ADJ;NOM;FEM;SG
summer	letné	summer	letný	N	ADJ;NOM;NEUT;SG
apoyado	podporovaných	apoyar	podporovaný	ADJ;MASC;SG;V.PTCP	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
apoyado	podporil	apoyar	podporiť	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
col	kapusta	col	kapusta		N;NOM;FEM;SG
col	col	col	col		PROPN;ANIM;NOM;MASC;SG
ludwig	ludwig	ludwig	ludwig	PROPN	PROPN;ANIM;NOM;MASC;SG
líbano	libanonské	líbano	libanonský	N;MASC;SG	ADJ;NOM;NEUT;SG
líbano	libanon	líbano	libanon	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
túnez	tuniský	túnez	tuniský	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
incluidas	zahrnúť	incluir	zahrnúť	ADJ;FEM;PL;V.PTCP	V;PFV;POS;NFIN
incluidas	zaradené	incluir	zaradený	ADJ;FEM;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
incluidas	zahrnuté	incluir	zahrnutý	ADJ;FEM;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
incluidas	zahrnutý	incluir	zahrnutý	ADJ;FEM;PL;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
four	štyroch	four	štyri	N	NUM;ANIM;ACC;MASC;PL
four	štyria	four	štyri	N	NUM;ANIM;NOM;MASC;PL
four	štyri	four	štyri	N	NUM;INAN;NOM;MASC;PL
pescado	ryby	pescado	ryba	N;MASC;SG	N;NOM;FEM;PL
pescado	fish	pescado	fish	N;MASC;SG	PROPN;ANIM;VOC;MASC;SG
pescado	rybky	pescado	rybka	N;MASC;SG	N;NOM;FEM;PL
republicanos	republikán	republicano	republikan	N;MASC;PL	N;ANIM;NOM;MASC;SG
magic	magické	magic	magický	N	ADJ;NOM;NEUT;SG
magic	magic	magic	magic	N	PROPN;NOM;MASC;SG
artísticas	umeleckej	artístico	umelecký	ADJ;FEM;PL	ADJ;GEN;FEM;SG
artísticas	umelecký	artístico	umelecký	ADJ;FEM;PL	ADJ;INAN;NOM;MASC;SG
artísticas	umelecké	artístico	umelecký	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
artísticas	umelecká	artístico	umelecký	ADJ;FEM;PL	ADJ;NOM;FEM;SG
lujo	deluxe	lujo	deluxa	N;MASC;SG	INTJ
lujo	luxusný	lujo	luxusný	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
lujo	luxusné	lujo	luxusný	N;MASC;SG	ADJ;NOM;NEUT;SG
electrones	elektrónovým	electrón	elektrónový	N;MASC;PL	ADJ;INS;NEUT;SG
wood	wood	wood	wood	N	PROPN;ANIM;NOM;MASC;SG
avances	pokrok	avance	pokrok	N;MASC;PL	N;INAN;NOM;MASC;SG
avances	progress	avance	progress	N;MASC;PL	INTJ
avances	napredovanie	avance	napredovanie	N;MASC;PL	N;NOM;NEUT;SG
avances	priebeh	avance	priebeh	N;MASC;PL	N;INAN;NOM;MASC;SG
vacaciones	dovolenka	vacaciones	dovolenka	N;FEM;PL	N;NOM;FEM;SG
vacaciones	dovolenku	vacaciones	dovolenka	N;FEM;PL	N;ACC;FEM;SG
vacaciones	sviatok	vacaciones	sviatok	N;FEM;PL	N;INAN;NOM;MASC;SG
vacaciones	dovolenka	vacaciones	dovolenka	N;FEM;PL	N;NOM;FEM;SG
vacaciones	dovolenku	vacaciones	dovolenka	N;FEM;PL	N;ACC;FEM;SG
vacaciones	dovolenka	vacaciones	dovolenka	N;FEM;PL	N;NOM;FEM;SG
murallas	múr	muralla	múr	N;FEM;PL	N;INAN;NOM;MASC;SG
murallas	wall	muralla	wall	N;FEM;PL	
murallas	stenu	muralla	stena	N;FEM;PL	N;ACC;FEM;SG
murallas	stene	muralla	stena	N;FEM;PL	N;DAT;FEM;SG
murallas	stena	muralla	stena	N;FEM;PL	N;NOM;FEM;SG
eta	eta	eta	eta	PROPN	N;NOM;FEM;SG
cóndor	condor	cóndor	condor	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
coronado	coronado	coronado	coronado	ADJ;MASC;SG;V.PTCP	N;INAN;NOM;MASC;SG
esperando	čakanie	esperar	čakanie	V;V.MSDR	N;NOM;NEUT;SG
específicas	špecifické	especifico	špecifický	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
específicas	konkrétne	especifico	konkrétny	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
específicas	špecifická	especifico	špecifický	ADJ;FEM;PL	ADJ;NOM;FEM;SG
específicas	osobitné	especifico	osobitný	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
específicas	špecifický	especifico	špecifický	ADJ;FEM;PL	ADJ;INAN;NOM;MASC;SG
robles	oaks	roble	oaks	N;MASC;PL	PROPN;ANIM;NOM;MASC;SG
robles	robles	roble	robles	N;MASC;PL	N;ANIM;NOM;MASC;SG
trajo	priniesli	traer	priniesť	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
trajo	doniesli	traer	doniesť	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
bienestar	wellness	bienestar	wellness	N;MASC;SG	N;NOM;FEM;PL
mansión	manor	mansión	manor	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
suplente	náhradné	suplente	náhradný	N;SG	ADJ;NOM;NEUT;SG
suplente	alternatívne	suplente	alternatívne	N;SG	ADJ;NOM;NEUT;SG
suplente	alternatívna	suplente	alternatívny	N;SG	ADJ;NOM;FEM;SG
suplente	alternatívny	suplente	alternatívny	N;SG	ADJ;INAN;NOM;MASC;SG
sueca	švédske	sueca	švédsky	N;FEM;SG	ADJ;NOM;NEUT;SG
sueca	švédska	sueca	švédsky	N;FEM;SG	PROPN;NOM;FEM;SG
sueca	švédsky	sueca	švédsky	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
convencional	konvenčných	convencional	konvenčný	ADJ;SG	ADJ;GEN;MASC;PL
philippe	philippe	philippe	philippa	PROPN	PROPN;ANIM;NOM;MASC;SG
asesinatos	atentát	asesinato	atentát	N;MASC;PL	N;INAN;NOM;MASC;SG
asesinatos	vražda	asesinato	vražda	N;MASC;PL	N;NOM;FEM;SG
asesinatos	vraždiť	asesinato	vraždiť	N;MASC;PL	V;IPFV;POS;NFIN
asesinatos	vraždenie	asesinato	vraždenie	N;MASC;PL	N;NOM;NEUT;SG
asesinatos	zavraždiť	asesinato	zavraždiť	N;MASC;PL	V;PFV;POS;NFIN
asesinatos	vražda	asesinato	vražda	N;MASC;PL	N;NOM;FEM;SG
asesinatos	vraždu	asesinato	vražda	N;MASC;PL	N;ACC;FEM;SG
fieles	lojálny	fiel	lojálny	N;PL	ADJ;ANIM;NOM;MASC;SG
fieles	verný	fiel	verný	N;PL	ADJ;ANIM;NOM;MASC;SG
fieles	verná	fiel	verný	N;PL	ADJ;NOM;FEM;SG
fieles	verní	fiel	verný	N;PL	ADJ;ANIM;NOM;MASC;PL
fieles	verný	fiel	verný	N;PL	ADJ;ANIM;NOM;MASC;SG
fieles	verná	fiel	verný	N;PL	ADJ;NOM;FEM;SG
fieles	verní	fiel	verný	N;PL	ADJ;ANIM;NOM;MASC;PL
southern	južný	southern	južný	N	ADJ;ANIM;NOM;MASC;SG
southern	južná	southern	južný	N	ADJ;NOM;FEM;SG
southern	južné	southern	južný	N	ADJ;NOM;NEUT;SG
southern	južnej	southern	južný	N	ADJ;GEN;FEM;SG
implementación	vykonávacie	implementación	vykonávací	N;FEM;SG	ADJ;NOM;NEUT;PL
perdida	stratu	perdido	strata	ADJ;FEM;SG;V.PTCP	N;ACC;FEM;SG
perdida	prehra	perdido	prehra	ADJ;FEM;SG;V.PTCP	N;NOM;FEM;SG
perdida	strata	perdido	strata	ADJ;FEM;SG;V.PTCP	N;NOM;FEM;SG
perdida	straty	perdido	strata	ADJ;FEM;SG;V.PTCP	N;NOM;FEM;PL
perdida	stratil	perdido	stratiť	ADJ;FEM;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
perdida	stratení	perdido	stratený	ADJ;FEM;SG;V.PTCP	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
ciudadanía	občianstva	ciudadanía	občianstvo	N;FEM;SG	N;NOM;NEUT;PL
warren	warren	warren	warren	PROPN	PROPN;ANIM;NOM;MASC;SG
elías	elías	elía	elías	N;FEM;PL	PROPN;ANIM;NOM;MASC;SG
elías	elijah	elía	elijah	N;FEM;PL	PROPN;ANIM;NOM;MASC;SG
elías	elias	elía	elias	N;FEM;PL	PROPN;ANIM;NOM;MASC;SG
ltd	ltd	ltd	ltd	N	PROPN;NOM;FEM;SG
identificado	identifikovaných	identificado	identifikovaný	ADJ;MASC;SG;V.PTCP	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
studio	štúdia	studio	štúdium	N;MASC;SG	N;NOM;NEUT;PL
studio	studio	studio	studio	N;MASC;SG	INTJ
calificación	kvalifikácie	calificación	kvalifikácia	N;FEM;SG	N;NOM;FEM;PL
dramática	dráma	dramático	dráma	ADJ;FEM;SG	N;NOM;FEM;SG
dramática	drámy	dramático	dráma	ADJ;FEM;SG	N;NOM;FEM;PL
dramática	drámu	dramático	dráma	ADJ;FEM;SG	N;ACC;FEM;SG
antoine	antoine	antoinar	antoine	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
plástico	plastov	plástico	plast	N;MASC;SG	N;INAN;GEN;MASC;PL
plástico	plasty	plástico	plast	N;MASC;SG	N;INAN;NOM;MASC;PL
plástico	plastové	plástico	plastový	N;MASC;SG	ADJ;NOM;NEUT;SG
plástico	plasty	plástico	plast	N;MASC;SG	N;INAN;NOM;MASC;PL
espaciales	priestorový	espacial	priestorový	ADJ;PL	ADJ;INAN;NOM;MASC;SG
espaciales	priestorové	espacial	priestorový	ADJ;PL	ADJ;NOM;NEUT;SG
espaciales	priestor	espacial	priestor	ADJ;PL	N;INAN;NOM;MASC;SG
espaciales	priestoru	espacial	priestor	ADJ;PL	N;INAN;GEN;MASC;SG
espaciales	priestory	espacial	priestor	ADJ;PL	N;INAN;NOM;MASC;PL
espaciales	space	espacial	space	ADJ;PL	PROPN;ANIM;NOM;MASC;SG
dedicados	venovaná	dedicado	venovaný	ADJ;MASC;PL;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
bebé	baby	bebé	baby	N;MASC;SG	N;NOM;FEM;PL
hits	zasiahne	hit	zasiahnuť	N;MASC;PL	V;PFV;IND;SG;3;POS;PRS;FIN
tenor	tenor	tenor	tenor		N;ANIM;NOM;MASC;SG
mortal	smrteľne	mortal	smrteľne	ADJ;SG	ADV
mortal	fatálne	mortal	fatálny	ADJ;SG	ADV
reconocimientos	prieskum	reconocimiento	prieskum	N;MASC;PL	N;INAN;NOM;MASC;SG
reconocimientos	prieskumné	reconocimiento	prieskumný	N;MASC;PL	ADJ;NOM;NEUT;SG
reconocimientos	uznanie	reconocimiento	uznanie	N;MASC;PL	N;NOM;NEUT;SG
reconocimientos	rozpoznávanie	reconocimiento	rozpoznávanie	N;MASC;PL	N;NOM;NEUT;SG
reconocimientos	uznávanie	reconocimiento	uznávanie	N;MASC;PL	N;NOM;NEUT;SG
tallos	vyplýva	tallo	vyplývať	N;MASC;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
casino	kasína	casino	kasín	N;MASC;SG	N;INAN;NOM;MASC;PL
vencedor	victor	vencedor	victor	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
leipzig	lipsko	leipzig	lipsko	PROPN	PROPN;NOM;NEUT;SG
delegado	delegovať	delegado	delegovať	N;MASC;SG	V;IPFV;POS;NFIN
colinas	hills	colina	hills	N;FEM;PL	PROPN;ANIM;NOM;MASC;SG
extranjeras	cudzie	extranjero	cudzí	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
extranjeras	zahraničný	extranjero	zahraničný	ADJ;FEM;PL	ADJ;ANIM;NOM;MASC;SG
extranjeras	zahraničné	extranjero	zahraničný	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
extranjeras	cudzí	extranjero	cudzí	ADJ;FEM;PL	ADJ;ANIM;NOM;MASC;SG
extranjeras	zahraničnej	extranjero	zahraničný	ADJ;FEM;PL	ADJ;GEN;FEM;SG
membrana	membrány	membrana	membrán	N;FEM;SG	N;NOM;FEM;PL
membrana	membrány	membrana	membrán	N;FEM;SG	N;NOM;FEM;PL
etnia	etnický	etnia	etnický	N;FEM;SG	ADJ;INAN;NOM;MASC;SG
etnia	etnických	etnia	etnický	N;FEM;SG	ADJ;GEN;MASC;PL
etnia	etnické	etnia	etnický	N;FEM;SG	ADJ;NOM;NEUT;SG
etnia	etnického	etnia	etnický	N;FEM;SG	ADJ;GEN;NEUT;SG
etnia	etnickej	etnia	etnický	N;FEM;SG	ADJ;GEN;FEM;SG
ricos	bohaté	rico	bohatý	N;MASC;PL	ADJ;NOM;NEUT;SG
ricos	bohatá	rico	bohatý	N;MASC;PL	ADJ;NOM;FEM;SG
ricos	rich	rico	rich	N;MASC;PL	PROPN;ANIM;NOM;MASC;SG
ricos	bohatý	rico	bohatý	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
radar	radarové	radar	radarový	N;MASC;SG	ADJ;NOM;NEUT;SG
wagner	wagner	wagner	wagner	PROPN	PROPN;ANIM;NOM;MASC;SG
quieren	chceš	querer	chcieť	V;IND;PL;3;PRS;FIN	V;IPFV;IND;SG;2;POS;PRS;FIN
quieren	chcu	querer	chcieť	V;IND;PL;3;PRS;FIN	N;INAN;NOM;MASC;SG
quieren	chces	querer	chces	V;IND;PL;3;PRS;FIN	INTJ
quieren	chcem	querer	chcieť	V;IND;PL;3;PRS;FIN	V;IPFV;IND;SG;1;POS;PRS;FIN
television	tv	television	tv	N;FEM;SG	
television	televízie	television	televízia	N;FEM;SG	N;NOM;FEM;PL
television	televízne	television	televízny	N;FEM;SG	ADJ;NOM;NEUT;SG
teatros	divadlo	teatro	divadlo	N;MASC;PL	N;NOM;NEUT;SG
añadido	pridal	añadido	pridať	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
fabricantes	výrobca	fabricante	výrobca	N;PL	N;INAN;NOM;MASC;SG
fabricantes	výrobcu	fabricante	výrobec	N;PL	N;INAN;GEN;MASC;SG
guarnición	garrison	guarnición	garrison	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
edwards	edwards	edwards	edwards	PROPN	PROPN;ANIM;NOM;MASC;SG
fábricas	továrne	fábrica	továrne	N;FEM;PL	ADV
fábricas	mills	fábrica	mills	N;FEM;PL	PROPN;ANIM;NOM;MASC;SG
fábricas	továreň	fábrica	továreň	N;FEM;PL	N;NOM;FEM;SG
roman	rímske	romar	rímsky	N	ADJ;NOM;NEUT;SG
roman	roman	romar	roman	N	PROPN;ANIM;NOM;MASC;SG
roman	rímsky	romar	rímsky	N	ADJ;ANIM;NOM;MASC;SG
roman	rímska	romar	rímsky	N	ADJ;NOM;FEM;SG
oliva	olive	oliva	oliva	N;FEM;SG	INTJ
oliva	olivový	oliva	olivový	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
conservadores	konzervatívne	conservador	konzervatívne	N;MASC;PL	ADJ;NOM;NEUT;SG
conservadores	konzervatívny	conservador	konzervatívny	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
secos	suchá	seco	sucho	ADJ;MASC;PL	N;NOM;FEM;SG
secos	suché	seco	suchý	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
secos	suchý	seco	suchý	ADJ;MASC;PL	ADJ;ANIM;NOM;MASC;SG
secos	sušená	seco	sušený	ADJ;MASC;PL	N;NOM;FEM;SG
secos	sušený	seco	sušený	ADJ;MASC;PL	ADJ;INAN;NOM;MASC;SG
escape	výfukové	escape	výfukový	N;MASC;SG	ADJ;NOM;NEUT;SG
escape	výfukového	escape	výfukový	N;MASC;SG	ADJ;GEN;NEUT;SG
escape	výfukový	escape	výfukový	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
escape	uniknúť	escape	uniknúť	N;MASC;SG	V;PFV;POS;NFIN
escape	ujsť	escape	ujsť	N;MASC;SG	V;PFV;POS;NFIN
escape	utiecť	escape	utiecť	N;MASC;SG	V;PFV;POS;NFIN
marín	marin	marín	marin	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
für	für	für	für	PROPN	
under	pod	under	pod	PROPN	ADP;INS
under	podľa	under	podľa	PROPN	ADP;GEN
cap	spp	cap	spp		
cap	cap	cap	cap		PROPN;ANIM;NOM;MASC;SG
cap	čiapka	cap	čiapka		N;NOM;FEM;SG
desarrollados	vyvinutá	desarrollado	vyvinutý	ADJ;MASC;PL;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
desarrollados	vyvinutý	desarrollado	vyvinutý	ADJ;MASC;PL;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
desarrollados	rozvinuté	desarrollado	rozvinutý	ADJ;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
desarrollados	vyvinuté	desarrollado	vyvinutý	ADJ;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
baños	kúpeľ	baño	kúpeľ	N;MASC;PL	N;INAN;NOM;MASC;SG
baños	vaňa	baño	vaňa	N;MASC;PL	N;NOM;FEM;SG
fresco	čerstvú	fresco	čerstvý	ADJ;MASC;SG	N;ACC;FEM;SG
fresco	fresh	fresco	fresh	ADJ;MASC;SG	
fresco	fresco	fresco	fresco	ADJ;MASC;SG	PROPN;ANIM;NOM;MASC;SG
cruzar	prekračovaní	cruzar	prekračovanie	V;NFIN	N;NOM;NEUT;PL
cruzar	križovatka	cruzar	križovatko	V;NFIN	N;NOM;FEM;SG
adulto	dospelých	adulto	dospelý	ADJ;MASC;SG	N;ANIM;GEN;MASC;PL
adulto	dospelí	adulto	dospeliť	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;PL
geográficas	geografický	geográfico	geografický	ADJ;FEM;PL	ADJ;INAN;NOM;MASC;SG
geográficas	geografická	geográfico	geografický	ADJ;FEM;PL	ADJ;NOM;FEM;SG
geográficas	zemepisné	geográfico	zemepisný	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
geográficas	geografické	geográfico	geografický	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
geográficas	geografický	geográfico	geografický	ADJ;FEM;PL	ADJ;INAN;NOM;MASC;SG
geográficas	geografická	geográfico	geografický	ADJ;FEM;PL	ADJ;NOM;FEM;SG
geográficas	zemepisné	geográfico	zemepisný	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
geográficas	geografické	geográfico	geografický	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
responder	odpoved	responder	odpoved	V;NFIN	N;NOM;FEM;SG
responder	odpoveď	responder	odpoveď	V;NFIN	N;NOM;FEM;SG
responder	odpovedz	responder	odpovedz	V;NFIN	N;NOM;FEM;SG
responder	odpoveď	responder	odpoveď	V;NFIN	N;NOM;FEM;SG
hermosa	krasne	hermoso	krasne	ADJ;FEM;SG	
hermosa	krásne	hermoso	krásne	ADJ;FEM;SG	ADV
hermosa	krásavica	hermoso	krásavica	ADJ;FEM;SG	N;NOM;FEM;SG
hermosa	kráska	hermoso	kráska	ADJ;FEM;SG	N;NOM;FEM;SG
propiamente	riadna	propiamente	riaden	ADV	ADJ;NOM;FEM;SG
propiamente	riadny	propiamente	riadny	ADV	ADJ;ANIM;NOM;MASC;SG
electrónicos	elektronika	electrónico	elektronika	ADJ;MASC;PL	N;NOM;FEM;SG
electrónicos	elektroniky	electrónico	elektronika	ADJ;MASC;PL	N;NOM;FEM;PL
electrónicos	elektronický	electrónico	elektronický	ADJ;MASC;PL	ADJ;INAN;NOM;MASC;SG
electrónicos	elektronická	electrónico	elektronický	ADJ;MASC;PL	ADJ;NOM;FEM;SG
electrónicos	elektronické	electrónico	elektronický	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
electrónicos	elektronickej	electrónico	elektronický	ADJ;MASC;PL	ADJ;GEN;FEM;SG
galaxia	galaxie	galaxia	galaxí	N;FEM;SG	N;NOM;FEM;PL
age	age	age	age	N	PROPN;NOM;MASC;SG
cubiertas	zakryté	cubierto	zakrytý	ADJ;FEM;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
cubiertas	kryté	cubierto	krytý	ADJ;FEM;PL;V.PTCP	N;NOM;NEUT;SG
cubiertas	pokryté	cubierto	pokrytý	ADJ;FEM;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
cubiertas	pokrytý	cubierto	pokrytý	ADJ;FEM;PL;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
cubiertas	kryty	cubierto	kryt	ADJ;FEM;PL;V.PTCP	N;INAN;NOM;MASC;PL
cubiertas	kryje	cubierto	kryť	ADJ;FEM;PL;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN
cubiertas	paluby	cubierto	paluba	ADJ;FEM;PL;V.PTCP	N;NOM;FEM;PL
cubiertas	palubách	cubierto	paluba	ADJ;FEM;PL;V.PTCP	N;GEN;FEM;PL
existió	existovali	existir	existovať	V;IND;SG;3;PST;FIN	V;IPFV;MASC;PL;POS;PST;V.PTCP
dependencias	závislé	dependencia	závislý	N;FEM;PL	ADJ;NOM;NEUT;SG
produciendo	produkujúce	producir	produkujúci	V;V.MSDR	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
abu	abu	abu	aba	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
bola	ball	bola	ball	N;FEM;SG	
bola	lopty	bola	lopta	N;FEM;SG	N;NOM;FEM;PL
wolf	wolf	wolf	wolf	N	PROPN;ANIM;NOM;MASC;SG
certificado	osvedčenie	certificado	osvedčenie	ADJ;MASC;SG;V.PTCP	N;NOM;NEUT;SG
certificado	potvrdenie	certificado	potvrdenie	ADJ;MASC;SG;V.PTCP	N;NOM;NEUT;SG
certificado	certifikát	certificado	certifikát	ADJ;MASC;SG;V.PTCP	N;INAN;NOM;MASC;SG
certificado	osvedčenia	certificado	osvedčenie	ADJ;MASC;SG;V.PTCP	N;NOM;NEUT;PL
rita	rita	rita	rita	N;FEM;SG	PROPN;NOM;FEM;SG
uss	uss	us	us	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
escándalo	škandály	escándalo	škandál	N;MASC;SG	N;INAN;NOM;MASC;PL
sólido	tuhé	sólido	tuhý	ADJ;MASC;SG	N;INAN;NOM;MASC;PL
sólido	tuhá	sólido	tuhý	ADJ;MASC;SG	N;NOM;FEM;SG
kiev	kyjeve	kiev	kyjev	PROPN	N;INAN;ESS;MASC;SG
testigos	svedka	testigo	svedka	N;MASC;PL	N;ANIM;ACC;MASC;SG
testigos	svedok	testigo	svedok	N;MASC;PL	N;ANIM;NOM;MASC;SG
submarino	sub	submarino	sub	N;MASC;SG	
submarino	podvodné	submarino	podvodný	N;MASC;SG	ADJ;NOM;NEUT;SG
códigos	kód	código	kód	N;MASC;PL	N;INAN;NOM;MASC;SG
códigos	kod	código	kod	N;MASC;PL	N;INAN;NOM;MASC;SG
prevención	preventívneho	prevención	preventívny	N;FEM;SG	ADJ;GEN;NEUT;SG
prevención	preventívne	prevención	preventívne	N;FEM;SG	ADV
prevención	preventívny	prevención	preventívny	N;FEM;SG	ADJ;INAN;NOM;MASC;SG
descubierta	objavila	descubrir	objaviť	ADJ;FEM;SG;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
descubierta	objavili	descubrir	objaviť	ADJ;FEM;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
descubierta	objavil	descubrir	objaviť	ADJ;FEM;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
descubierta	videli	descubrir	vidieť	ADJ;FEM;SG;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
solares	slnečné	solar	slnečný	N;MASC;PL	ADJ;NOM;NEUT;PL
solares	solárne	solar	solárny	N;MASC;PL	ADJ;NOM;NEUT;PL
solares	solárny	solar	solárny	N;MASC;PL	ADJ;INAN;NOM;MASC;SG
solares	slnečná	solar	slnečný	N;MASC;PL	ADJ;NOM;FEM;SG
progresivo	progresívne	progresivo	progresívne	ADJ;MASC;SG	ADV
estudia	štúdia	estudiar	štúdium	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;PL
estudia	štúdium	estudiar	štúdium	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
estudia	študijné	estudiar	študijný	V;IND;SG;3;PRS;FIN	ADJ;NOM;NEUT;SG
estudia	štúdie	estudiar	štúdia	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;PL
folk	ľudové	folk	ľudový	N;SG	ADJ;NOM;NEUT;SG
ira	ira	ira	ira	N;FEM;SG	
atractivo	príťažlivosť	atractivo	príťažlivosť	ADJ;MASC;SG	N;NOM;FEM;SG
atractivo	príťažlivosť	atractivo	príťažlivosť	ADJ;MASC;SG	N;NOM;FEM;SG
atractivo	atraktívne	atractivo	atraktívne	ADJ;MASC;SG	ADV
atractivo	odvolanie	atractivo	odvolanie	ADJ;MASC;SG	N;NOM;NEUT;SG
atractivo	odvolania	atractivo	odvolanie	ADJ;MASC;SG	N;NOM;NEUT;PL
volar	fly	volar	fly	V;NFIN	
volar	mucha	volar	mucha	V;NFIN	N;NOM;FEM;SG
volar	lietania	volar	lietanie	V;NFIN	N;NOM;NEUT;PL
volar	lietanie	volar	lietanie	V;NFIN	N;NOM;NEUT;SG
volar	lietajúce	volar	lietajúci	V;NFIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
recta	rovno	recta	rovno	N;FEM;SG	ADV
recta	priamo	recta	priamo	N;FEM;SG	ADV
recta	priamy	recta	priamy	N;FEM;SG	ADJ;INAN;NOM;MASC;SG
recta	rovné	recta	rovný	N;FEM;SG	ADJ;NOM;NEUT;SG
ecuatoriano	ekvádorský	ecuatoriano	ekvádorský	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
entregado	doručiť	entregado	doručiť	ADJ;MASC;SG;V.PTCP	V;PFV;POS;NFIN
