den	на	den	на	PRO;DEF;MASC+FEM;SG	ADP;ACC
färdig	завершені	färdig	завершений	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PFV;NOM;PL;V.PTCP;PASS
färdig	закінчено	färdig	закінчити	ADJ;NOM;INDF;MASC+FEM;SG	V;PFV;IND;0;FIN
färdig	закінчиться	färdig	закінчитися	ADJ;NOM;INDF;MASC+FEM;SG	V;PFV;IND;SG;3;FUT;FIN
färdig	закінчив	färdig	закінчити	ADJ;NOM;INDF;MASC+FEM;SG	V;PFV;MASC;IND;SG;PST;FIN
färdig	зроблено	färdig	зробити	ADJ;NOM;INDF;MASC+FEM;SG	V;PFV;IND;0;FIN
färdig	закінчили	färdig	закінчити	ADJ;NOM;INDF;MASC+FEM;SG	V;PFV;IND;PL;PST;FIN
färdig	виконано	färdig	виконати	ADJ;NOM;INDF;MASC+FEM;SG	V;PFV;IND;0;FIN
färdig	готово	färdig	готово	ADJ;NOM;INDF;MASC+FEM;SG	ADV
färdig	done	färdig	done	ADJ;NOM;INDF;MASC+FEM;SG	
kings	королі	kinga	король	PROPN;NOM	N;ANIM;NOM;MASC;PL
eddie	едді	eddie	едді	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
nätverk	мережу	nätverk	мережа	N;NOM;INDF;NEUT;SG	N;INAN;ACC;FEM;SG
nätverk	мережі	nätverk	мережа	N;NOM;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
nätverk	network	nätverk	network	N;NOM;INDF;NEUT;SG	
nätverk	мережі	nätverk	мережа	N;NOM;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
nätverk	мережеві	nätverk	мережевий	N;NOM;INDF;NEUT;SG	ADJ;NOM;PL
nätverk	мережах	nätverk	мережа	N;NOM;INDF;NEUT;SG	N;INAN;ESS;FEM;PL
nätverk	спільноти	nätverk	спільнота	N;NOM;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
nätverk	мережі	nätverk	мережа	N;NOM;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
nätverk	мереж	nätverk	мереж	N;NOM;INDF;NEUT;SG	N;INAN;GEN;FEM;PL
landskrona	ландскруна	landskrona	ландскруний	PROPN;NOM	PROPN;INAN;NOM;MASC;SG
förlorat	програв	förlora	програти	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
förlorat	lost	förlora	lost	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	
copa	кубок	copa	кубок	PROPN;NOM	N;INAN;NOM;MASC;SG
regionala	районної	regional	районний	ADJ;NOM;PL	ADJ;GEN;FEM;SG
regionala	обласний	regional	обласний	ADJ;NOM;PL	ADJ;NOM;MASC;SG
regionala	регіональний	regional	регіональний	ADJ;NOM;PL	ADJ;NOM;MASC;SG
planen	плануємо	plan	планувати	N;NOM;DEF;MASC+FEM;SG	V;IPFV;IND;PL;1;PRS;FIN
planen	спланувати	plan	спланувати	N;NOM;DEF;MASC+FEM;SG	V;IPFV;NFIN
planen	планувати	plan	планувати	N;NOM;DEF;MASC+FEM;SG	V;IPFV;NFIN
flyttar	ходи	flytta	хода	V;IND;PRS;FIN;ACT	N;INAN;NOM;FEM;PL
flyttar	ходів	flytta	хід	V;IND;PRS;FIN;ACT	N;INAN;GEN;MASC;PL
flyttar	переміщення	flytta	переміщення	V;IND;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
flyttar	руху	flytta	рух	V;IND;PRS;FIN;ACT	N;INAN;GEN;MASC;SG
flyttar	переїзд	flytta	переїзд	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;SG
flyttar	пересування	flytta	пересування	V;IND;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
afrikanska	африканська	afrikansk	африканський	ADJ;NOM;PL	ADJ;NOM;FEM;SG
afrikanska	африканський	afrikansk	африканський	ADJ;NOM;PL	ADJ;NOM;MASC;SG
afrikanska	африканських	afrikansk	африканський	ADJ;NOM;PL	ADJ;ANIM;ACC;PL
milano	мілан	milano	мілан	PROPN;NOM	PROPN;INAN;NOM;FEM;SG
milano	milano	milano	milano	PROPN;NOM	
milano	мілан	milano	мілан	PROPN;NOM	PROPN;INAN;NOM;FEM;SG
uppföljare	відповісти	uppföljare	відповісти	N;NOM;INDF;MASC+FEM;SG	V;PFV;NFIN
uppföljare	нетерпінням	uppföljare	нетерпіння	N;NOM;INDF;MASC+FEM;SG	N;INAN;INS;NEUT;SG
självständig	незалежні	självständig	незалежний	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;PL
rico	ріко	rico	ріко	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
ekonomiskt	фінанси	ekonomisk	фінанса	ADJ;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
ekonomiskt	фінансові	ekonomisk	фінансовий	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;PL
ekonomiskt	фінансово	ekonomisk	фінансово	ADJ;NOM;INDF;NEUT;SG	ADV
ekonomiskt	матеріально	ekonomisk	матеріально	ADJ;NOM;INDF;NEUT;SG	ADV
ekonomiskt	економічні	ekonomisk	економічний	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;PL
ekonomiskt	корупцію	ekonomisk	корупція	ADJ;NOM;INDF;NEUT;SG	N;INAN;ACC;FEM;SG
svarade	відповідає	svara	відповідати	V;IND;PST;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
tankar	танків	tanka	танок	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
vårt	наше	vi	наш	PRO;DEF;NEUT;SG	DET;NOM;NEUT;SG;1
vårt	наша	vi	наш	PRO;DEF;NEUT;SG	DET;NOM;FEM;SG;1
vårt	наші	vi	наш	PRO;DEF;NEUT;SG	DET;NOM;PL;1
vårt	наш	vi	наш	PRO;DEF;NEUT;SG	DET;NOM;MASC;SG;1
vårt	наші	vi	наш	PRO;DEF;NEUT;SG	DET;NOM;PL;1
portugisiska	португальська	portugisisk	португальський	ADJ;NOM;PL	ADJ;NOM;FEM;SG
infoga	вставлення	infoga	вставлення	V;IMP;FIN;ACT	N;INAN;NOM;NEUT;SG
infoga	вставка	infoga	вставка	V;IMP;FIN;ACT	N;INAN;NOM;FEM;SG
infoga	вставка	infoga	вставка	V;IMP;FIN;ACT	N;INAN;NOM;FEM;SG
yorkshire	йоркшир	yorkshire	йоркшир	PROPN;NOM	PROPN;INAN;NOM;MASC;SG
games	ігор	games	гра	N;NOM;INDF;NEUT;SG	PROPN;ANIM;NOM;FEM;SG
games	games	games	games	N;NOM;INDF;NEUT;SG	
games	ігри	games	ігра	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
pic	pic	pic	pic	N;NOM;INDF;NEUT;SG	
generation	generation	generation	generation	N;NOM;INDF;MASC+FEM;SG	
besökare	відвідувачів	besökare	відвідувач	N;NOM;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL
besökare	гостю	besökare	гість	N;NOM;INDF;MASC+FEM;PL	N;ANIM;DAT;MASC;SG
besökare	гість	besökare	гість	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;SG
besökare	відвідувач	besökare	відвідувач	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;SG
mtv	mtv	mtv	mtv	N;NOM;INDF;MASC+FEM;SG	
hits	hits	hits	hits	N;NOM;INDF;MASC+FEM;PL	
aleksandr	aleksandr	aleksandr	aleksandr	PROPN;NOM	
aleksandr	олександр	aleksandr	олександр	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
aleksandr	александер	aleksandr	александер	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
noveller	романів	novell	роман	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
föreningar	нараховують	förening	нараховувати	N;NOM;INDF;MASC+FEM;PL	V;IPFV;IND;PL;3;PRS;FIN
tryck	надрукувати	tryck	надрукувати	N;NOM;INDF;NEUT;SG	V;PFV;NFIN
tryck	друкувати	tryck	друкувати	N;NOM;INDF;NEUT;SG	V;IPFV;NFIN
tryck	push	tryck	push	N;NOM;INDF;NEUT;SG	
tryck	передачі	tryck	передача	N;NOM;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
tryck	натиснути	tryck	натиснути	N;NOM;INDF;NEUT;SG	V;PFV;NFIN
tryck	прес	tryck	пресовий	N;NOM;INDF;NEUT;SG	
tryck	press	tryck	press	N;NOM;INDF;NEUT;SG	
fet	афанасійович	fet	афанасійович	ADJ;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
fet	жиру	fet	жир	ADJ;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
fet	жири	fet	жир	ADJ;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
marianne	маріанна	marian	маріанний	PROPN;NOM	N;ANIM;NOM;FEM;SG
nicolas	ніколя	nicola	ніколя	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
rubrik	шапки	rubrik	шапка	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
moselle	мозель	mosell	мозель	N;NOM;INDF;MASC+FEM;SG	
field	поля	field	поле	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
raka	стріт	rak	стріт	ADJ;NOM;PL	
raka	прямо	rak	прямо	ADJ;NOM;PL	ADV
raka	відверта	rak	відвертий	ADJ;NOM;PL	N;INAN;NOM;FEM;SG
journal	journal	journal	journal	N;NOM;INDF;MASC+FEM;SG	
misslyckades	невдало	misslyckad	невдало	V;IND;PST;FIN;PASS	ADV
misslyckades	невдача	misslyckad	невдача	V;IND;PST;FIN;PASS	N;INAN;NOM;FEM;SG
misslyckades	збій	misslyckad	збій	V;IND;PST;FIN;PASS	N;INAN;NOM;MASC;SG
misslyckades	помилка	misslyckad	помилка	V;IND;PST;FIN;PASS	N;INAN;NOM;FEM;SG
fra	фра	fra	фра	PROPN;NOM	
plata	плата	plata	плата	PROPN;NOM	N;INAN;NOM;FEM;SG
plata	плати	plata	плата	PROPN;NOM	N;INAN;NOM;FEM;PL
struktur	структури	struktur	структура	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
adrian	адріан	adrian	адріан	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
finner	виявить	finna	виявити	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;FUT;FIN
finner	знайде	finna	знайти	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;FUT;FIN
undersökning	розслідувати	undersökning	розслідувати	N;NOM;INDF;MASC+FEM;SG	V;PFV;NFIN
undersökning	іспитів	undersökning	іспит	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;PL
undersökning	експертизи	undersökning	експертиза	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
reklam	рекламні	reklam	рекламний	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;PL
reklam	піару	reklam	піар	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
bära	возять	bära	возити	V;IMP;FIN;ACT	V;PFV;IND;PL;3;FUT;FIN
bära	носи	bära	носа	V;IMP;FIN;ACT	N;INAN;NOM;MASC;PL
bära	ношу	bära	ніш	V;IMP;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN
master	вчителю	mast	вчитель	N;NOM;INDF;MASC+FEM;SG	N;ANIM;DAT;FEM;SG
master	master	mast	master	N;NOM;INDF;MASC+FEM;SG	
hunter	мисливець	hunta	мисливаць	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;SG
avdelning	секції	avdelning	секція	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
väger	ваги	väga	вага	V;IND;PRS;FIN;ACT	N;INAN;NOM;FEM;PL
perioder	строк	period	строк	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG
perioder	строків	period	строк	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
miljon	мільйон	miljon	мільйон	N;NOM;INDF;MASC+FEM;SG	
vermont	вермонт	vermont	вермонт	PROPN;NOM	PROPN;INAN;NOM;MASC;SG
impatiens	impatiens	impatien	impatiens	N;NOM;INDF;MASC+FEM;SG	
mac	mac	mac	mac	N;NOM;INDF;MASC+FEM;SG	
mac	мак	mac	мак	N;NOM;INDF;MASC+FEM;SG	
venedig	венеція	venedig	венеція	PROPN;NOM	PROPN;INAN;NOM;FEM;SG
venedig	венеції	venedig	венеція	PROPN;NOM	PROPN;INAN;GEN;FEM;SG
net	нетто	net	нетто	N;NOM;INDF;MASC+FEM;SG	
net	net	net	net	N;NOM;INDF;MASC+FEM;SG	
våningar	поверхів	våning	поверх	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
speciell	особливі	speciell	особливий	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;PL
speciell	спеціальні	speciell	спеціальний	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;PL
gyllene	золотий	gylle	золотий	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
gyllene	голден	gylle	голден	N;NOM;INDF;MASC+FEM;SG	
gyllene	золоті	gylle	золотий	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;PL
gyllene	золоте	gylle	золотий	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
bujumbura	бужумбура	bujumbur	бужумбура	PROPN;NOM	N;INAN;NOM;MASC;SG
blod	blood	blod	blood	N;NOM;INDF;NEUT;SG	
inomhus	inside	inomhus	inside	ADV	
inomhus	всередині	inomhus	всередині	ADV	
jerry	джері	jerry	джері	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
jerry	джеррі	jerry	джерра	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
fisher	фішер	fisher	фішер	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
tower	tower	tow	tower	N;NOM;INDF;MASC+FEM;SG	
carpenter	карпентер	carpent	карпентер	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
jenny	дженні	jenny	дження	PROPN;NOM	N;INAN;NOM;NEUT;SG
atlanta	атланти	atlanta	атлант	PROPN;NOM	PROPN;INAN;NOM
konservativa	консерваторів	konservativ	консерватор	ADJ;NOM;PL	N;ANIM;ACC;MASC;PL
konservativa	консервативна	konservativ	консервативний	ADJ;NOM;PL	ADJ;NOM;FEM;SG
ange	комплект	ange	комплект	V;IMP;FIN;ACT	N;INAN;NOM;MASC;SG
ange	набір	ange	набір	V;IMP;FIN;ACT	N;INAN;NOM;MASC;SG
ange	встановлено	ange	встановити	V;IMP;FIN;ACT	V;PFV;IND;0;FIN
ange	множина	ange	множина	V;IMP;FIN;ACT	N;INAN;NOM;FEM;SG
ange	enter	ange	enter	V;IMP;FIN;ACT	
dao	dao	dao	dao	N;NOM;INDF;MASC+FEM;SG	
microsoft	microsoft	microsoft	microsoft	N;NOM;INDF;MASC+FEM;SG	
kenneth	кеннет	kenneth	кеннет	N;NOM;DEF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
powell	павелл	powell	павелл	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
situationen	ситуацію	situation	ситуація	N;NOM;DEF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
situationen	ситуації	situation	ситуація	N;NOM;DEF;MASC+FEM;SG	N;INAN;ACC;FEM;PL
samlingar	збірок	samling	збірка	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;FEM;PL
samlingar	collection	samling	collection	N;NOM;INDF;MASC+FEM;PL	
oval	овал	oval	овал	N;NOM;INDF;MASC+FEM;SG	
tjeckoslovakien	чехословаччини	tjeckoslovakien	чехословаччина	N;NOM;DEF;MASC+FEM;SG	PROPN;INAN;NOM;FEM;SG
ändrade	змінили	ändra	змінити	ADJ;NOM;PL;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
segern	перемоги	seger	перемога	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
astrid	астрід	astrid	астрід	PROPN;NOM	PROPN;ANIM;NOM;FEM;SG
valen	кит	val	кит	N;NOM;DEF;NEUT;PL	
egendom	властивості	egendom	властивість	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
egendom	майна	egendom	майна	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
anfall	напади	anfall	напади	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
anfall	приступи	anfall	приступ	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
anfall	атаки	anfall	атаки	N;NOM;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
självständigt	незалежні	självständig	незалежний	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;PL
självständigt	окремо	självständig	окремо	ADJ;NOM;INDF;NEUT;SG	ADV
självständigt	незалежність	självständig	незалежність	ADJ;NOM;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
självständigt	незалежності	självständig	незалежності	ADJ;NOM;INDF;NEUT;SG	N;INAN;GEN;FEM;SG
denis	деніс	denia	деніс	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
denis	денис	denia	денис	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
come	come	come	come	N;NOM;INDF;MASC+FEM;SG	
come	приходь	come	приходити	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IMP;SG;2;FIN
come	приходьте	come	приходити	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IMP;PL;2;FIN
original	оригінальна	original	оригінальний	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
original	оригінальне	original	оригінальний	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
original	початкове	original	початковий	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
original	оригінальний	original	оригінальний	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
original	оригінали	original	оригінал	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
original	originals	original	originals	N;NOM;INDF;MASC+FEM;SG	
barry	баррі	barry	барр	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
styrelse	дошки	styrelse	дошка	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
styrelse	настільні	styrelse	настільний	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;PL
hugh	гуго	hugh	гуго	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
hänsyn	вивчивши	hänsyn	вивчити	N;NOM;INDF;MASC+FEM;SG	V;PFV;PST;V.CVB
hänsyn	враховувати	hänsyn	враховувати	N;NOM;INDF;MASC+FEM;SG	V;IPFV;NFIN
curtis	кертіс	curtis	кертіс	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
minskar	зменшення	minska	зменшення	V;IND;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
geografiska	географічне	geografisk	географічний	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
geografiska	географічний	geografisk	географічний	ADJ;NOM;PL	ADJ;NOM;MASC;SG
geografiska	географічне	geografisk	географічний	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
dator	computer	dator	computer	N;NOM;INDF;MASC+FEM;SG	
vetenskap	науки	vetenskap	наука	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
ortodoxa	православний	ortodox	православний	ADJ;NOM;PL	ADJ;NOM;MASC;SG
ortodoxa	православної	ortodox	православний	ADJ;NOM;PL	ADJ;GEN;FEM;SG
ortodoxa	orthodox	ortodox	orthodox	ADJ;NOM;PL	
ortodoxa	православна	ortodox	православний	ADJ;NOM;PL	ADJ;NOM;FEM;SG
parallellt	паралельний	parallell	паралельний	ADV	ADJ;NOM;MASC;SG
parallellt	паралельні	parallell	паралельний	ADV	ADJ;NOM;PL
iris	півники	iris	півник	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
alta	альта	alt	альта	PROPN;NOM	PROPN;ANIM;NOM;FEM;SG
figurer	символів	figur	символ	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
nina	ніна	nin	ніна	PROPN;NOM	PROPN;ANIM;NOM;FEM;SG
anse	розглянемо	anse	розглянити	V;IMP;FIN;ACT	V;PFV;IND;PL;1;FUT;FIN
isaac	ісаак	isaac	ісаак	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
öland	еланд	öland	еланд	PROPN;NOM	N;INAN;NOM;MASC;SG
tillhörighet	належності	tillhörighet	належність	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;FEM;SG
tillhörighet	належить	tillhörighet	належати	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
trupp	війська	trupp	військо	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
ralph	ральф	ralph	ральф	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
olja	олива	olja	олива	N;NOM;INDF;MASC+FEM;SG	
peters	петерс	petera	петерс	PROPN;GEN	
jamaica	ямайки	jamaic	ямайка	PROPN;NOM	N;INAN;NOM;FEM;PL
hund	псів	hund	пес	N;NOM;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;PL
hund	собак	hund	собака	N;NOM;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;PL
hund	собаки	hund	собака	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;PL
hund	пси	hund	пес	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;PL
halv	пів	halv	пів	ADJ;NOM;INDF;MASC+FEM;SG	
halv	півтори	halv	півтори	ADJ;NOM;INDF;MASC+FEM;SG	NUM;NOM
halv	половина	halv	половина	ADJ;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
halv	половину	halv	половина	ADJ;NOM;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
halv	наполовину	halv	наполовину	ADJ;NOM;INDF;MASC+FEM;SG	ADV
resan	подорожі	resa	подорож	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
zimbabwe	зімбабве	zimbabwe	зімбабве	PROPN;NOM	PROPN;INAN;NOM;MASC;SG
people	людей	people	людина	N;NOM;INDF;MASC+FEM;SG	N;ANIM;ACC;FEM;PL
people	люди	people	людина	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;FEM;PL
passagerare	пасажир	passagerare	пасажир	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;SG
passagerare	пасажирів	passagerare	пасажир	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
ain	ен	ain	ен	N;NOM;INDF;MASC+FEM;SG	
ain	айн	ain	айн	N;NOM;INDF;MASC+FEM;SG	
fynd	цінами	fynd	ціна	N;NOM;INDF;NEUT;SG	N;INAN;INS;FEM;PL
fynd	угоди	fynd	угода	N;NOM;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
soul	душу	soul	душа	N;NOM;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
soul	soul	soul	soul	N;NOM;INDF;MASC+FEM;SG	
soul	душею	soul	душа	N;NOM;INDF;MASC+FEM;SG	N;INAN;INS;FEM;SG
otter	видра	otter	видро	PROPN;NOM	N;ANIM;NOM;FEM;SG
studios	studios	studio	studios	N;NOM;INDF;NEUT;SG	
gårdar	господарствах	gård	господарство	N;NOM;INDF;MASC+FEM;PL	N;INAN;ESS;NEUT;PL
borgen	заставу	borgen	застава	N;NOM;DEF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
miss	міс	miss	мости	N;NOM;INDF;MASC+FEM;SG	
brist	дефіциту	brist	дефіцит	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
brist	бракує	brist	бракувати	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
bush	буш	bush	бути	PROPN;NOM	
detroit	detroit	detroit	detroit	PROPN;NOM	
byar	селах	byar	село	N;NOM;INDF;MASC+FEM;PL	N;INAN;ESS;NEUT;PL
byar	села	byar	село	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;NEUT;SG
byar	сіл	byar	сіль	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;FEM;PL
månen	місяця	måne	місяць	N;NOM;DEF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
månen	мун	måne	мун	N;NOM;DEF;MASC+FEM;SG	
månen	місячні	måne	місячний	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;PL
academy	академії	academy	академія	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
fullständigt	завершене	fullständig	завершений	ADV	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
fullständigt	завершити	fullständig	завершити	ADV	V;PFV;NFIN
fullständigt	повний	fullständig	повний	ADV	ADJ;NOM;MASC;SG
fullständigt	завершення	fullständig	завершення	ADV	N;INAN;NOM;NEUT;SG
fullständigt	завершений	fullständig	завершений	ADV	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
deltar	стенд	delta	стенд	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;SG
deltar	участь	delta	участь	V;IND;PRS;FIN;ACT	N;INAN;ACC;FEM;SG
jämför	порівняння	jämföra	порівняння	V;IMP;FIN;ACT	N;INAN;NOM;NEUT;SG
jämför	порівнює	jämföra	порівнювати	V;IMP;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
kong	конг	kong	конг	PROPN;NOM	
farah	фарах	farah	фара	PROPN;NOM	N;INAN;NOM;MASC;PL
leopold	леопольд	leopold	леопольд	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
beck	бек	beck	бек	PROPN;NOM	
beck	pitch	beck	pitch	PROPN;NOM	
beck	тону	beck	тон	PROPN;NOM	N;INAN;GEN;MASC;SG
beslutet	рішенням	beslut	рішення	N;NOM;DEF;NEUT;SG	N;INAN;INS;NEUT;SG
dick	дік	då	дік	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
höra	чуємо	höra	чути	V;IMP;FIN;ACT	V;IPFV;IND;PL;1;PRS;FIN
höra	чую	höra	чути	V;IMP;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN
harvey	гарві	harvey	гарвий	PROPN;NOM	
harvey	харві	harvey	харва	PROPN;NOM	
mån	мон	mån	мон	N;MASC+FEM;SG	
mån	mon	mån	mon	N;MASC+FEM;SG	
domstolen	судові	domstol	судовий	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;PL
snabb	швидкого	snabb	швидкий	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;GEN;NEUT;SG
snabb	швидко	snabb	швидко	ADJ;NOM;INDF;MASC+FEM;SG	ADV
snabb	швидкі	snabb	швидкий	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;PL
snabb	фаст	snabb	фаст	ADJ;NOM;INDF;MASC+FEM;SG	
snabb	швидкі	snabb	швидкий	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;PL
snabb	швидко	snabb	швидко	ADJ;NOM;INDF;MASC+FEM;SG	ADV
föreslog	рекомендації	föreslå	рекомендація	V;IND;PST;FIN;ACT	N;INAN;NOM;FEM;PL
föreslog	запропоновані	föreslå	запропонований	V;IND;PST;FIN;ACT	ADJ;PFV;NOM;PL;V.PTCP;PASS
föreslog	рекомендовані	föreslå	рекомендований	V;IND;PST;FIN;ACT	ADJ;PFV;NOM;PL;V.PTCP;PASS
