diana	diana	dian	dian		N;INDF;FEM;SG
holmes	holmes	holmes	holmes		N;INDF;MASC;SG
yapıcı	skaper	yapıcı	skape		V;IND;PRS;FIN
yapıcı	maker	yapıcı	maker		N;INDF;FEM;SG
yapıcı	konstruktiv	yapıcı	konstruktiv		ADJ;INDF;SG
yapıcı	konstruktivt	yapıcı	konstruktiv		ADJ;INDF;NEUT;SG
iowa	iowa	iowa	iowe	PROPN;NOM;SG;3	PROPN
çember	sirkel	çember	sirkel		N;INDF;MASC;SG
isfahan	isfahan	isfahan	isfahan		N;INDF
karaciğer	lever	karaciğer	leve		V;IND;PRS;FIN
karaciğer	leveren	karaciğer	lever		N;DEF;MASC;SG
hatalar	insekter	hata	insekt	N;NOM;PL;3	N;INDF;NEUT;SG
atanmış	tilordnes	atan	tilordnes	V;PFV;NFH;IND;SG;3;POS;PST;PASS	N;INDF;MASC;SG
atanmış	tildelte	atan	tildele	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;PL;V.PTCP
atanmış	tilordnet	atan	tilordne	V;PFV;NFH;IND;SG;3;POS;PST;PASS	N;DEF;NEUT;SG
atanmış	tildelt	atan	tildele	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;INDF;SG;V.PTCP
atanmış	utnevnte	atan	utnevnte	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;PL
atanmış	oppnevnt	atan	oppnevne	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;INDF;NEUT;SG;V.PTCP
atanmış	utnevnt	atan	utnevne	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;INDF;SG;V.PTCP
málaga	málaga	málaga	melage	PROPN;NOM;SG;3	N;DEF;NEUT;SG
itici	frastøtende	itici	frastøtende		N;INDF;MASC;SG
dame	dame	dame	dame		N;INDF;FEM;SG
tanımlanmış	definerte	tanımla	definere	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;PL;V.PTCP
tanımlanmış	definert	tanımla	definere	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;INDF;SG;V.PTCP
tanımlanmış	identifisert	tanımla	identifisere	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;INDF;SG;V.PTCP
litre	liters	litre	liters		N;INDF;MASC;SG
litre	liter	litre	liter		N;INDF;MASC;SG
çalışkan	hardtarbeidende	çalışkan	hardtarbeidende		N;INDF;FEM;SG
çalışkan	flittig	çalışkan	flittig		ADJ;INDF;NEUT;SG
meşru	legitim	meşru	legitim		ADJ;INDF;SG
meşru	legitimt	meşru	legitim		ADJ;INDF;NEUT;SG
meşru	legitimt	meşru	legitim		ADJ;INDF;NEUT;SG
kaçmak	flykte	kaç	flykte	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;NEUT;SG
kaçmak	flykt	kaç	flykt	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC;SG
kaçmak	rømme	kaç	rømme	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;FEM;SG
kaçmak	flukt	kaç	flukt	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;FEM;SG
kaçmak	flukten	kaç	flukt	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;DEF;MASC;SG
kaçmak	escape	kaç	escape	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
asal	prime	asal	prime		N;INDF;MASC;SG
asal	primtall	asal	primtall		N;INDF;NEUT;SG
radyoaktif	radioaktive	radyoaktif	radioaktiv		ADJ;PL
radyoaktif	radioaktiv	radyoaktif	radioaktiv		ADJ;INDF;SG
radyoaktif	radioaktivt	radyoaktif	radioaktiv		ADJ;INDF;NEUT;SG
öyküler	tales	öykü	tales	N;NOM;PL;3	N;INDF;NEUT;SG
öyküler	hendelser	öykü	hendelse	N;NOM;PL;3	N;INDF;NEUT;SG
yale	yale	yale	yale		N;INDF;NEUT;SG
iskandinav	nordiske	iskandinav	nordisk	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	ADJ;PL
iskandinav	nordic	iskandinav	nordic	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	N;INDF;MASC;SG
iskandinav	nordisk	iskandinav	nordisk	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	ADJ;INDF;SG
iskandinav	skandinavisk	iskandinav	skandinavisk	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	ADJ;INDF;NEUT;SG
iskandinav	skandinaviske	iskandinav	skandinavisk	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	ADJ;PL
iskandinav	scandinavian	iskandinav	scandinavian	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	N;INDF;MASC;SG
kronik	kronisk	kronik	kronisk		ADJ;INDF;SG
yarışmaları	konkurranser	yarış	konkurranse	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;NEUT;SG
facto	facto	facto	facto		N;INDF;MASC;SG
osetya	ossetia	osetya	ossetie	PROPN;NOM;SG;3	N;DEF;NEUT;SG
çim	plen	çim	plen		N;INDF;MASC;SG
çim	plenen	çim	plen		N;DEF;MASC;SG
çim	grass	çim	grass		N;INDF;MASC;SG
çim	gress	çim	gress		N;INDF;MASC;SG
maría	maría	maría	maria	PROPN;NOM;SG;3	N;DEF;FEM;SG
taşınabilir	bærbar	taşı	bærb	V;IPFV;IND;SG;3;POS;PASS	N;INDF;MASC;SG
sn	sek	sn	sek		N;INDF;NEUT;SG
sn	sec	sn	sec		N
balıkçı	fiskerne	balıkçı	fiskerne		N;INDF;MASC;SG
balıkçı	fiskere	balıkçı	fiskere		N;INDF;MASC;SG
balıkçı	fisher	balıkçı	fisher		PROPN
balıkçı	fisker	balıkçı	fiske		N;INDF;MASC;SG
niyet	hensikt	niyet	hensikt		ADJ;INDF;NEUT;SG
niyet	intensjon	niyet	intensjon		N;INDF;MASC;SG
niyet	hensikt	niyet	hensikt		ADJ;INDF;NEUT;SG
niyet	forsett	niyet	forsett		ADJ;INDF;NEUT;SG;V.PTCP
niyet	tiltenkt	niyet	tiltenkt		ADJ;INDF;NEUT;SG
niyet	ment	niyet	ment		N;INDF;MASC;SG
niyet	tiltenkte	niyet	tiltenkt		ADJ;PL
niyet	hensikter	niyet	hensikt		N;INDF;FEM;PL
niyet	intensjoner	niyet	intensjon		N;INDF;MASC;SG
mansur	mansur	mansur	mansur		N;INDF;MASC;SG
kaçış	flykter	kaçış	flykt		N;INDF;FEM;PL
kaçış	rømmer	kaçış	rømme		V;IND;PRS;FIN
kaçış	getaway	kaçış	getaway		N;INDF
kaçış	rømme	kaçış	rømme		N;INDF;FEM;SG
kaçış	flukt	kaçış	flukt		N;INDF;FEM;SG
kaçış	flukten	kaçış	flukt		N;DEF;MASC;SG
kaçış	escape	kaçış	escape		N
solomon	salomon	solomon	salomon	PROPN;NOM;SG;3	N;INDF;MASC;SG
solomon	solomon	solomon	solomon	PROPN;NOM;SG;3	N;INDF;MASC;SG
solomon	salomo	solomon	salomo	PROPN;NOM;SG;3	N;INDF;MASC;SG
heyet	delegasjon	heyet	delegasjon		N;INDF;MASC;SG
heyet	delegasjonen	heyet	delegasjon		N;DEF;MASC;SG
heyet	komiteen	heyet	komité		N;DEF;MASC;SG
heyet	komité	heyet	komité		N;INDF;MASC;SG
dresden	dresden	dre	dresd	PROPN;AT+ABL;SG;3	N;DEF;MASC;SG
vancouver	vancouver	vancouver	vancouve	PROPN;NOM;SG;3	N;INDF;MASC;SG
davud	david	davud	david		N;INDF;MASC;SG
hughes	hughes	hughes	hughes		N;INDF;MASC;SG
kawasaki	kawasaki	kawasaki	kawasaki		N;INDF;FEM;SG
rotterdam	rotterdam	rotter	rotterdam	PROPN;NOM;SG;3	N;INDF;MASC;SG
pat	pat	pat	pat		N;INDF;MASC;SG
uganda	uganda	uga	uganda	PROPN;NOM;SG;3	N;DEF;NEUT;SG
lópez	lópez	lipez	lópez	PROPN;NOM;SG;3	N;INDF;MASC;SG
württemberg	württemberg	württemberg	württemberg	PROPN;NOM;SG;3	N;INDF;NEUT;SG
karikatür	tegneserier	karikat	tegneserie		N;INDF;NEUT;SG
karikatür	tegneserie	karikat	tegneserie		N;INDF;MASC;SG
karikatür	comic	karikat	comic		N
karikatür	karikatur	karikat	karikatur		N;INDF;MASC;SG
karikatür	tegneserie	karikat	tegneserie		N;INDF;MASC;SG
karikatür	tegnefilm	karikat	tegnefilm		N;INDF;MASC;SG
karikatür	tegneseriefigur	karikat	tegneseriefigur		N;INDF;MASC;SG
karikatür	tegnefilmer	karikat	tegnefilm		N;INDF;MASC;PL
karikatür	tegnefilm	karikat	tegnefilm		N;INDF;MASC;SG
lucky	flaks	lucky	flaks		N;INDF;MASC;SG
lucky	heldig	lucky	heldig		ADJ;INDF;NEUT;SG
lucky	heldige	lucky	heldig		ADJ;PL
lucky	lucky	lucky	lucky		N
masaüstü	skrivebordsmiljøene	masaüst	skrivebordsmiljø		N;DEF;MASC;PL
masaüstü	stasjonær	masaüst	stasjonær		N;INDF;MASC;SG
alpha	alpha	alpha	alpha		N
alpha	alfa	alpha	alfe		N;INDF;MASC;SG
zirve	summit	zirve	summit		N;INDF;NEUT;SG
zirve	toppmøte	zirve	toppmøte		N;INDF;NEUT;SG
zirve	peak	zirve	peak		N;INDF;NEUT;SG
armağan	gaven	armağan	gave		N;DEF;MASC;SG
armağan	gave	armağan	gave		N;INDF;MASC;SG
avn	avn	avn	avn		N;INDF;MASC;SG
yansıtan	reflekterende	yansı	reflekterende	V;PFV;IND;POS;PRS;V.PTCP;CAUS	ADJ;PL
yansıtan	speiler	yansı	speile	V;PFV;IND;POS;PRS;V.PTCP;CAUS	N;INDF;MASC;PL
azaltmak	reduser	azal	redus	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;INDF;FEM;SG
werder	werder	werder	werder	PROPN;NOM;SG;3	N;INDF;SG
atlantis	atlantis	atlantis	atlantis		N;INDF;MASC;SG
satıldı	selges	sat	selges	V;PFV;IND;SG;3;POS;PST;PASS	N;INDF;MASC;SG
satıldı	solgt	sat	solgje	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;NEUT;SG;V.PTCP
beslenir	oppdateringer	besle	oppdateringer	V;IPFV;IND;SG;3;POS;PASS	N;INDF;FEM;PL
üstte	øverst	üst	øver	ADJ;ESS;SG;3	N;INDF;MASC;SG
üstte	top	üst	top	ADJ;ESS;SG;3	N
üstte	toppen	üst	topp	ADJ;ESS;SG;3	N;DEF;MASC;SG
üstte	overdel	üst	overdel	ADJ;ESS;SG;3	N;INDF;NEUT;SG
üstte	topp	üst	topp	ADJ;ESS;SG;3	N;INDF;MASC;SG
angela	angela	angela	angel		N;INDF;FEM;SG
ihmal	forsømt	ihmal	forsømme		ADJ;INDF;SG;V.PTCP
ihmal	forsømte	ihmal	forsømme		ADJ;PL;V.PTCP
ihmal	forsømmelse	ihmal	forsømmelse		N;INDF;MASC;SG
ihmal	forsømmelse	ihmal	forsømmelse		N;INDF;MASC;SG
geometri	geometri	geometri	geometri		N;INDF;NEUT;SG
oynamak	spiler	oyna	spile	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;FEM;PL
chiba	chiba	chiba	chibe	PROPN;NOM;SG;3	N;INDF;MASC;SG
görkemli	majestic	görkemli	majestic		N
görkemli	majestetisk	görkemli	majestetisk		ADJ;INDF;NEUT;SG
görkemli	strålende	görkemli	strålende		N;INDF;FEM;SG
ers	ers	ers	er		N;INDF;SG
seyir	navigering	seyir	navigering		N;INDF;FEM;SG
seyir	navigasjon	seyir	navigasjon		N;INDF;MASC;SG
kaydedildi	innspilt	kaydet	innspilt	V;PFV;IND;SG;3;POS;PST;PASS	N;INDF;MASC;SG
kaydedildi	registrert	kaydet	registrere	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;SG;V.PTCP
kaydedildi	lagret	kaydet	lagr	V;PFV;IND;SG;3;POS;PST;PASS	N;DEF;NEUT;SG
kaydedildi	spart	kaydet	spare	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;NEUT;SG;V.PTCP
kaydedildi	lagrede	kaydet	lagrede	V;PFV;IND;SG;3;POS;PST;PASS	N;INDF;MASC;SG
kaydedildi	lagra	kaydet	lagre	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;NEUT;SG;V.PTCP
kaydedildi	frelst	kaydet	frelse	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;SG;V.PTCP
kaydedildi	redda	kaydet	redde	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;SG;V.PTCP
ritim	rytme	ritim	rytme		N;INDF;MASC;SG
ritim	rhythm	ritim	rhythm		N;INDF;MASC;SG
cnn	cnn	cin	cnn		N;INDF;SG
mount	mount	mount	mount	PROPN;NOM;SG;3	N;INDF;NEUT;SG
danışman	rådgiver	danış	rådgive		N;INDF;MASC;SG
danışman	konsulent	danış	konsulent		N;INDF;MASC;SG
danışman	rådgiver	danış	rådgive		N;INDF;MASC;SG
danışman	rådgiver	danış	rådgive		N;INDF;MASC;SG
kırgız	kirgisisk	kırgız	kirgisisk		ADJ;INDF;NEUT;SG
dinar	dinarer	dinar	dinar		N;INDF;MASC;PL
dinar	dinar	dinar	din		N;INDF;MASC;SG
dinar	dinarer	dinar	dinar		N;INDF;MASC;PL
kirli	møkkete	kirli	møkkete		ADJ;INDF;SG
kirli	skitten	kirli	skitt		N;DEF;MASC;SG
kirli	skitne	kirli	skitten		ADJ;PL
kirli	dirty	kirli	dirty		N
kirli	skittent	kirli	skittent		ADJ;INDF;NEUT;SG
kirli	urene	kirli	uren		N;INDF;MASC;SG
kirli	urent	kirli	urent		N;INDF;MASC;SG
kirli	uren	kirli	uren		N;INDF;MASC;SG
mir	mir	mir	min		N
deutsche	deutsche	deutsche	deutsche	PROPN;NOM;SG;3	N
foton	fotoner	foton	foton		N;INDF;MASC;SG
foton	foton	foton	foton		N;INDF;NEUT;SG
objektif	linse	objektif	linse		N;INDF;FEM;SG
objektif	målsetting	objektif	målsetting		N;INDF;FEM;SG
objektif	målsettingen	objektif	målsetting		N;DEF;MASC;SG
tanzanya	tanzania	tanzan	tanzani	PROPN;NOM;SG;3	N;DEF;NEUT;PL
zaragoza	zaragoza	zaragoz	zaragoza	PROPN;NOM;SG;3	N;INDF;MASC;SG
korur	beskytter	koru	beskytte	V;IPFV;IND;SG;3;POS	N;INDF;FEM;PL
troll	troll	troll	troll		N;INDF;NEUT;SG
troll	troll	troll	troll		N;INDF;NEUT;SG
troll	trolla	troll	trolle		N;DEF;NEUT;SG
illeri	provinser	il	provinser	N;ACC;PL;3	N;INDF;MASC;SG
aç	åpne	aç	åpne		ADJ;PL
aç	åpen	aç	åpen		N;INDF;MASC;SG
aç	åpent	aç	åpent		ADJ;INDF;NEUT;SG
aç	open	aç	open		ADJ;INDF;MASC;SG
aç	sulten	aç	sult		N;INDF;MASC;SG
aç	sultne	aç	sulten		ADJ;PL
tiberius	tiberius	tiberius	tiberius		N;INDF;MASC;SG
meriç	evros	meriç	evros		N;INDF;SG
incir	fiken	incir	fik		N;DEF;MASC;SG
incir	fig	incir	fig		N;INDF;NEUT;SG
kayıplar	tap	kayıp	tap	N;NOM;PL;3	N;INDF;NEUT;SG
kayıplar	tap	kayıp	tap	N;NOM;PL;3	N;INDF;NEUT;SG
delhi	delhi	delhi	delhi	PROPN;NOM;SG;3	N
dana	dana	dan	dana		N;INDF;MASC;SG
hiçbiri	ingen	hiçbiri	ingen	PRO;NOM;SG;3	PRO;PL;3;NEG
bağırsak	tarmen	bağır	tarm	V;PFV;PL;1;POS;PRS	N;DEF;MASC;SG
bağırsak	tarm	bağır	tarm	V;PFV;PL;1;POS;PRS	N;INDF;MASC;SG
bağırsak	tykktarm	bağır	tykktarm	V;PFV;PL;1;POS;PRS	N;INDF;MASC;SG
bağırsak	innvoller	bağır	innvolle	V;PFV;PL;1;POS;PRS	N;INDF;FEM;PL
bağırsak	tarmene	bağır	tarme	V;PFV;PL;1;POS;PRS	N;DEF;MASC;PL
bağırsak	tarmer	bağır	tarme	V;PFV;PL;1;POS;PRS	N;INDF;MASC;PL
kalacak	forblir	kal	forblir	V;PFV;IND;SG;3;POS;FUT	V;IND;PRS;FIN
jeoloji	geologisk	jeoloji	geologisk		ADJ;INDF;NEUT;SG
jeoloji	geologi	jeoloji	geologi		N;INDF;MASC;SG
bilhassa	især	bilhassa	især		N;INDF;NEUT;SG
bilhassa	spesielt	bilhassa	spesiell		ADJ;INDF;NEUT;SG
bilhassa	spesiellt	bilhassa	spesiell		ADJ;INDF;NEUT;SG
bilhassa	særlig	bilhassa	særlig		ADJ;INDF;NEUT;SG
bilhassa	især	bilhassa	især		N;INDF;NEUT;SG
bilhassa	spesielt	bilhassa	spesiell		ADJ;INDF;NEUT;SG
bilhassa	spesiellt	bilhassa	spesiell		ADJ;INDF;NEUT;SG
bilhassa	særlig	bilhassa	særlig		ADJ;INDF;NEUT;SG
gençleri	tenårene	genç	tenår	ADJ;ACC;PL;3	N;DEF;FEM;PL
gençleri	tenåringer	genç	tenåring	ADJ;ACC;PL;3	N;INDF;MASC;PL
rom	rom	rom	rom		N;INDF;NEUT;SG
rom	rom	rom	rom		N;INDF;NEUT;SG
sofia	sofia	sofia	sofia		N;INDF;FEM;SG
grey	grå	grey	grå		ADJ;PL
grey	grey	grey	grey		N;INDF;MASC;SG
köşk	mansion	köşk	mansion		N;INDF;MASC;SG
köşk	herskapshus	köşk	herskapshus		N;INDF;NEUT;SG
devasa	enorm	devasa	enorm		ADJ;INDF;SG
devasa	stor	devasa	stor		ADJ;INDF;SG
devasa	digert	devasa	diger		ADJ;INDF;NEUT;SG
devasa	svær	devasa	svær		N;INDF;MASC;SG
devasa	kjempestort	devasa	kjempestort		ADJ;INDF;NEUT;SG
devasa	enormt	devasa	enorm		ADJ;INDF;NEUT;SG
devasa	gigantisk	devasa	gigantisk		ADJ;INDF;NEUT;SG
devasa	massiv	devasa	massiv		ADJ;INDF;SG
devasa	massivt	devasa	massiv		ADJ;INDF;NEUT;SG
devasa	massive	devasa	massiv		ADJ;PL
devasa	enorm	devasa	enorm		ADJ;INDF;SG
devasa	enorme	devasa	enorm		ADJ;PL
ghost	ghost	ghost	ghost		N;INDF;MASC;SG
ghost	spøkelse	ghost	spøkelse		N;INDF;NEUT;SG
dre	dre	dre	dre		N
düşüş	nedtur	düşüş	nedtur		N;INDF;MASC;SG
düşüş	reduser	düşüş	redus		N;INDF;FEM;SG
düşüş	minsk	düşüş	minsk		N;INDF;MASC;SG
düşüş	nedgang	düşüş	nedgang		N;INDF;MASC;SG
düşüş	redusere	düşüş	redusere		V;NFIN
düşüş	avslå	düşüş	avslå		N;INDF;MASC;SG
düşüş	nedgang	düşüş	nedgang		N;INDF;MASC;SG
düşüş	fallet	düşüş	fall		N;DEF;NEUT;SG
düşüş	høst	düşüş	høst		N;INDF;MASC;SG
düşüş	fall	düşüş	falle		V;IND;PST;FIN
düşüş	høsten	düşüş	høst		N;DEF;MASC;SG
düşüş	falle	düşüş	falle		ADJ;INDF;NEUT;SG;V.PTCP
vekil	regent	vekil	regent		N;INDF;MASC;SG
vekil	proxy	vekil	proxy		N;INDF;MASC;SG
vekil	stedfortreder	vekil	stedfortred		N;INDF;FEM;PL
vekil	fullmektig	vekil	fullmektig		ADJ;INDF;NEUT;SG
kalsiyum	kalsium	kalsiyum	kalsium		N;INDF;NEUT;SG
rocky	rocky	rocky	rocky		N;INDF;MASC;SG
ideoloji	ideologi	ideoloji	ideologi		N;INDF;MASC;SG
ideoloji	ideologien	ideoloji	ideologi		N;DEF;MASC;SG
koy	legger	koy	legg	V;PFV;IMP;SG;2;POS;PRS	V;IND;PRS;FIN
koy	put	koy	put	V;PFV;IMP;SG;2;POS;PRS	
koy	putt	koy	putt	V;PFV;IMP;SG;2;POS;PRS	N;INDF;NEUT;SG
plaka	tallerkener	plaka	tallerken		N;INDF;MASC;PL
plaka	skilter	plaka	skilter		N;INDF;MASC;SG
plaka	tallerken	plaka	tallerk		N;DEF;MASC;SG
vista	vista	vista	viste		N;INDF;NEUT;SG
levi	levi	levi	levi		PROPN
metropolitan	metropolitan	metropolitan	metropolitan		N;INDF;MASC;SG
kapıları	gates	kapı	gate	N;ACC;PL;3	N;INDF;MASC;SG
kapıları	porter	kapı	porter	N;ACC;PL;3	N;INDF;MASC;SG
slogan	slagord	slogan	slagord		N;INDF;NEUT;SG
slogan	motto	slogan	motto		N;INDF;NEUT;SG
slogan	slagord	slogan	slagord		N;INDF;NEUT;SG
slogan	parolen	slogan	parol		N;DEF;MASC;SG
slogan	slagord	slogan	slagord		N;INDF;NEUT;SG
hero	helt	hero	helt		N;INDF;MASC;SG
hero	hero	hero	hero		N;INDF;MASC;SG
hero	helten	hero	helt		N;DEF;MASC;SG
rex	rex	rex	rex		N;INDF;MASC;SG
mrs	fru	mrs	fru		N;INDF;FEM;SG
mrs	mrs	mrs	mrs		N;INDF;MASC;SG
şahit	vitne	şahit	vitne		N;INDF;NEUT;SG
şahit	vitner	şahit	vitne		N;INDF;MASC;PL
şahit	bevitnet	şahit	bevitn		N;DEF;NEUT;SG
şahit	vitne	şahit	vitne		N;INDF;NEUT;SG
vfl	vfl	vfl	vfl		N;INDF;MASC;SG
tez	avhandling	tez	avhandling		N;INDF;FEM;SG
tez	avhandlingen	tez	avhandling		N;DEF;MASC;SG
tez	masteroppgave	tez	masteroppgave		N;INDF;NEUT;SG
tez	avhandling	tez	avhandling		N;INDF;FEM;SG
mevki	stilling	mevki	stilling		N;INDF;FEM;SG
mevki	posisjon	mevki	posisjon		N;INDF;MASC;SG
lil	lil	lil	lilje		N;INDF;MASC;SG
lil	lill	lil	lill		N;INDF;MASC;SG
lionel	lionel	lionel	lionel		N;INDF;MASC;SG
mısırlı	egyptisk	mısırlı	egyptisk		ADJ;INDF;NEUT;SG
homo	homo	homo	homo		N
kullanışlı	beleilig	kullanışlı	beleilig		ADJ;INDF;SG
kullanışlı	praktisk	kullanışlı	praktisk		ADJ;INDF;NEUT;SG
kullanışlı	nyttige	kullanışlı	nyttig		ADJ;PL
kullanışlı	nyttig	kullanışlı	nyttig		ADJ;INDF;NEUT;SG
kullanışlı	brukbart	kullanışlı	brukbar		ADJ;INDF;NEUT;SG
kullanışlı	praktisk	kullanışlı	praktisk		ADJ;INDF;NEUT;SG
kullanışlı	handy	kullanışlı	handy		N;INDF;MASC;SG
kullanışlı	hendig	kullanışlı	hendig		ADJ;INDF;NEUT;SG
drake	drake	drake	drake		N;INDF;MASC;SG
keşfedildi	oppdaget	keşfet	oppdag	V;PFV;IND;SG;3;POS;PST;PASS	N;DEF;NEUT;SG
pul	stamp	pul	stamp		N;INDF;MASC;SG
pul	stempel	pul	stempel		N;INDF;NEUT;SG
pul	frimerke	pul	frimerk		N;INDF;NEUT;SG
pul	frimerker	pul	frimerke		N;INDF;FEM;PL
gözlemevi	observatory	gözlemevi	observatory		N;INDF;MASC;SG
gözlemevi	observatorium	gözlemevi	observatorium		N;INDF;NEUT;SG
panathinaikos	panathinaikos	panathinaikos	panathinaikos	PROPN;NOM;SG;3	N;INDF;MASC;SG
earl	earl	earl	earl		N;INDF;MASC;SG
earl	jarl	earl	jarl		N;INDF;MASC;SG
pazartesi	mandager	pazartesi	mandag		N;INDF;MASC;SG
pazartesi	mandag	pazartesi	mandag		N;INDF;MASC;SG
hamlet	hamlet	hamlet	haml		N;DEF;NEUT;SG
reed	reed	reed	reed		N;INDF;MASC;SG
trick	triks	trick	triks		N;INDF;NEUT;SG
trick	knep	trick	knep		N;INDF;NEUT;SG
eintracht	eintracht	eintracht	eintracht	PROPN;NOM;SG;3	N
dante	dante	dant	dante		N;INDF;FEM;SG
türkmenler	turkmenere	türkmen	turkmenere	ADJ;NOM;PL;3	N;INDF;MASC;SG
spesifik	spesifikk	spesifik	spesifikk		N;INDF;MASC;SG
spesifik	spesifikt	spesifik	spesifikk		ADJ;INDF;NEUT;SG
spesifik	spesifikke	spesifik	spesifikk		ADJ;PL
bilinç	bevissthet	bilinç	bevissthet		ADJ;INDF;NEUT;SG
ideolojik	ideologisk	ideolojik	ideologisk		ADJ;INDF;NEUT;SG
etli	kjøttfull	etli	kjøttfull		ADJ;INDF;NEUT;SG
sms	sms	sms	sms		N;INDF
hendek	grøft	hendek	grøft		N;INDF;FEM;SG
hendek	grøfta	hendek	grøft		N;DEF;FEM;SG
hendek	trench	hendek	trench		N
hendek	vollgrav	hendek	vollgrav		N;INDF;MASC;SG
eğri	eger	eğri	eger		N;INDF;MASC;SG
eğri	skjev	eğri	skjev		N;INDF;MASC;SG
eğri	skeive	eğri	skeiv		ADJ;PL
eğri	skjevt	eğri	skjevje		ADJ;INDF;NEUT;SG;V.PTCP
eğri	krokete	eğri	krok		ADJ;INDF;NEUT;SG
eğri	kurve	eğri	kurve		N;INDF;FEM;SG
odun	brensel	odun	brensel		N;INDF;MASC;SG
odun	ved	odun	ved		ADP
odun	trevirke	odun	trevirke		N;INDF;NEUT;SG
odun	wood	odun	wood		PROPN
odun	treverk	odun	treverk		N;INDF;NEUT;SG
odun	tømmer	odun	tømme		N;INDF;FEM;PL
içten	oppriktig	içten	oppriktig		ADJ;INDF;NEUT;SG
içten	oppriktige	içten	oppriktig		ADJ;PL
linda	linda	linda	linde		N;INDF;FEM;SG
adlar	navn	ad	navn	N;NOM;PL;3	N;INDF;NEUT;SG
bira	ølen	bira	ølen		N;INDF;MASC;SG
bira	pils	bira	pils		N;INDF;MASC;SG
bira	beer	bira	beur		PROPN
bira	øl	bira	øl		N;INDF;NEUT;SG
bira	ale	bira	ale		N;INDF;MASC;SG
bira	øl	bira	øl		N;INDF;NEUT;SG
yang	yang	yang	yang		N;INDF;MASC;SG
yurtdışı	international	yurtdışı	international		N;INDF;NEUT;SG
yurtdışı	internasjonalt	yurtdışı	internasjonal		ADJ;INDF;NEUT;SG
yurtdışı	internasjonale	yurtdışı	internasjonal		ADJ;PL
yurtdışı	internasjonal	yurtdışı	internasjonal		ADJ;INDF;SG
yurtdışı	utlandet	yurtdışı	utland		N;DEF;NEUT;SG
yurtdışı	utenlands	yurtdışı	utenlands		N;INDF;MASC;SG
yurtdışı	utlandet	yurtdışı	utland		N;DEF;NEUT;SG
yurtdışı	utenlands	yurtdışı	utenlands		N;INDF;MASC;SG
yurtdışı	utland	yurtdışı	utland		N;INDF;NEUT;SG
denetleme	revisjon	denetle	revisjon	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC;SG
denetleme	inspeksjon	denetle	inspeksjon	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC;SG
timberlake	timberlake	timberlake	timberlake		N;INDF;FEM;SG
basında	media	bas	medium	N;ESS;SG;3	N;DEF;NEUT;PL
basında	mediefiler	bas	mediefile	N;ESS;SG;3	N;INDF;MASC;PL
shaw	shaw	shaw	shaw		N;INDF;MASC;SG
işlev	funksjon	işlev	funksjon		N;INDF;MASC;SG
çevrede	rundt	çevre	rundt	N;ESS;SG;3	ADP
çevrede	omkring	çevre	omkring	N;ESS;SG;3	ADP
mikro	micro	mikro	micro		N
mikro	mikro	mikro	mikro		N;INDF;MASC;SG
armut	pære	armut	pære		N;INDF;FEM;SG
armut	pærer	armut	pære		N;INDF;FEM;PL
hopkins	hopkins	hopkins	hopkins		N;INDF;MASC;SG
sonlu	begrensede	sonlu	begrensede		N;INDF;MASC;SG
atlantic	atlantic	atlantic	atlantic	PROPN;NOM;SG;3	N;INDF;MASC;SG
atlantic	atlanteren	atlantic	atlanter	PROPN;NOM;SG;3	N;DEF;MASC;SG
evlat	gutt	evlat	gu		N;INDF;MASC;SG
