של	shel	של	shel	PART;GEN	N;INDF;SG
נורה	norah	נורה	norah	V;MASC;SG;3;PST;MID	N
צעדים	skritt	צעד	skritt	N;MASC;PL	N;INDF;NEUT;SG
צעדים	steg	צעד	steg	N;MASC;PL	N;INDF;NEUT;SG
צעדים	trinn	צעד	trinn	N;MASC;PL	N;INDF;NEUT;SG
צעדים	fotspor	צעד	fotspor	N;MASC;PL	N;INDF;MASC;SG
עבדים	slaver	עבד	slave	N;MASC;PL	N;INDF;FEM;SG
כנסיות	kirker	כנסיה	kirker	N;FEM;PL	N;INDF;NEUT;SG
פופולרית	populære	פופולרית	populær	ADJ;FEM;SG	ADJ;PL
פופולרית	folkelig	פופולרית	folkelig	ADJ;FEM;SG	N;INDF;MASC;SG
היוצר	skaper	היוצר	skape	PROPN	V;IND;PRS;FIN
היוצר	skaperen	היוצר	skaper	PROPN	N;DEF;MASC;SG
ביתר	beitar	ביתר	beite		V;IND;PRS;FIN
טרי	ferske	טרי	fersk		ADJ;PL
טרי	fresh	טרי	fresh		N
טרי	friskt	טרי	frisk		ADJ;INDF;NEUT;SG
טרי	fersk	טרי	fersk		N;INDF;MASC;SG
טרי	ferskt	טרי	fersk		ADJ;INDF;NEUT;SG
טרי	terri	טרי	terri		N;INDF;MASC;SG
טרי	teri	טרי	teri		PROPN
טרי	terry	טרי	terry		N;INDF;MASC;SG
קלי	kelly	קלי	kelly		N;INDF;FEM;SG
יון	ion	יון	ion	PROPN	N;INDF;NEUT;SG
יון	jone	יון	jone	PROPN	N;INDF;MASC;SG
יון	yoon	יון	yoon	PROPN	N;INDF;MASC;SG
גרשון	gershon	גרשון	gershon	PROPN	N;INDF;NEUT;SG
נוכחות	tilstedeværelse	נוכחות	tilstedeværelse	N;FEM;SG	ADJ;PL
אספקת	forsyning	אספקה	forsyning	N;PSSD;FEM;SG	N;INDF;FEM;SG
חזקים	sterk	חזק	sterk	ADJ;MASC;PL	ADJ;INDF;SG
חזקים	strong	חזק	strong	ADJ;MASC;PL	N;INDF;MASC;SG
חזקים	sterkt	חזק	sterk	ADJ;MASC;PL	ADJ;INDF;NEUT;SG
מרקס	marx	מרקס	marx	PROPN	N;INDF;MASC;SG
מרקס	markerer	מרקס	markere	PROPN	V;IND;PRS;FIN
מרקס	marks	מרקס	marks	PROPN	N;INDF;MASC;SG
כבדות	heavy	כבד	heavy	N;FEM;PL	N;INDF;MASC;SG
כבדות	tungt	כבד	tung	N;FEM;PL	ADJ;INDF;NEUT;SG
כבדות	kraftig	כבד	kraftig	N;FEM;PL	ADJ;INDF;NEUT;SG
כבדות	tung	כבד	tung	N;FEM;PL	ADJ;INDF;SG
כדורים	balla	כדור	balle	N;MASC;PL	ADJ;INDF;SG;V.PTCP
המודעות	bevissthet	המודעות	bevissthet	N;FEM;SG	ADJ;INDF;NEUT;SG
מורכבות	kompleksitet	הורכב	kompleksitet	V;FEM;PL;V.PTCP;PASS	N;INDF;MASC;SG
שיעורים	leksjoner	שיעור	leksjon	N;MASC;PL	N;INDF;MASC;SG
נרשם	notert	נרשם	notere	V;MASC;SG;3;PST;MID	ADJ;INDF;NEUT;SG;V.PTCP
פליקס	felix	פליקס	felix	PROPN	N;INDF;MASC;SG
קפלן	kaplan	קפלן	kaplan	PROPN	N;INDF;MASC;SG
נהרס	ødelagt	נהרס	ødeleggje	V;MASC;SG;3;PST;MID	ADJ;INDF;NEUT;SG;V.PTCP
נהרס	ødelegges	נהרס	ødelegges	V;MASC;SG;3;PST;MID	N;INDF;MASC;SG
נהרס	tilintetgjort	נהרס	tilintetgjere	V;MASC;SG;3;PST;MID	ADJ;INDF;NEUT;SG
נהרס	ødelagt	נהרס	ødeleggje	V;MASC;SG;3;PST;MID	ADJ;INDF;NEUT;SG;V.PTCP
נהרס	ruinert	נהרס	ruinere	V;MASC;SG;3;PST;MID	ADJ;INDF;SG;V.PTCP
מעורבת	involverte	מעורב	involvere	ADJ;FEM;SG	ADJ;PL;V.PTCP
מעורבת	innblandet	מעורב	innbland	ADJ;FEM;SG	N;DEF;NEUT;SG
מרגרט	margaret	מרגרט	margar	PROPN	N;DEF;NEUT;SG
מרגרט	margareth	מרגרט	margareth	PROPN	N;INDF;NEUT;SG
מרגרט	margrete	מרגרט	margrete	PROPN	N;INDF;MASC;SG
נזכר	minnes	נזכר	minnas	V;MASC;SG;3;PST;MID	N;INDF;SG
נזכר	tilbakekalt	נזכר	tilbakekalt	V;MASC;SG;3;PST;MID	N;INDF;MASC;SG
עצמות	bones	עצם	bones	N;FEM;PL	N;INDF;NEUT;SG
יעילות	effektive	יעילות	effektiv	N;FEM;SG	ADJ;PL
יעילות	effektiv	יעילות	effektiv	N;FEM;SG	ADJ;INDF;SG
יעילות	effektivt	יעילות	effektiv	N;FEM;SG	ADJ;INDF;NEUT;SG
יעילות	effektive	יעילות	effektiv	N;FEM;SG	ADJ;PL
יעילות	effektiv	יעילות	effektiv	N;FEM;SG	ADJ;INDF;SG
יעילות	effektivt	יעילות	effektiv	N;FEM;SG	ADJ;INDF;NEUT;SG
המנהיג	leder	המנהיג	leder	PROPN	
הסרת	fjerne	הסרה	fjern	N;PSSD;FEM;SG	ADJ;PL
הסרת	fjerner	הסרה	fjerne	N;PSSD;FEM;SG	N;INDF;FEM;PL
הסרת	fjerne	הסרה	fjern	N;PSSD;FEM;SG	ADJ;PL
הסרת	fjern	הסרה	fjern	N;PSSD;FEM;SG	ADJ;INDF;SG
הסרת	fjerningen	הסרה	fjerning	N;PSSD;FEM;SG	N;DEF;MASC;SG
הסרת	fjerning	הסרה	fjerning	N;PSSD;FEM;SG	N;INDF;FEM;SG
המנצח	vinner	המנצח	vinne	PROPN	N;INDF;MASC;SG
פוטנציאל	potensielt	פוטנציאל	potensiell	N;MASC;SG	ADJ;INDF;NEUT;SG
פוטנציאל	potensielle	פוטנציאל	potensiell	N;MASC;SG	ADJ;PL
מתים	dødt	מת	død	N;MASC;PL	ADJ;INDF;NEUT;SG
מתים	døde	מת	død	N;MASC;PL	ADJ;PL
מתים	død	מת	død	N;MASC;PL	N;INDF;MASC;SG
מתים	dead	מת	dead	N;MASC;PL	N;INDF;MASC;SG
נלקח	tatt	נלקח	ta	V;MASC;SG;3;PST;MID	ADJ;INDF;NEUT;SG;V.PTCP
שומרי	guardians	שומר	guardians	PROPN	N;INDF;MASC;SG
שומרי	vokterne	שומר	voktern	PROPN	ADJ;PL
שומרי	verger	שומר	verge	PROPN	N;INDF;MASC;PL
שומרי	foresatte	שומר	foresatt	PROPN	N;INDF;FEM;SG
שומרי	voktere	שומר	voktere	PROPN	N;INDF;FEM;SG
שייכת	tilhørte	שייך	tilhøre	ADJ;FEM;SG	ADJ;PL;V.PTCP
לחסום	blokkering	חסם	blokkering	V;NFIN;ACT	N;INDF;FEM;SG
לחסום	blokker	חסם	blokke	V;NFIN;ACT	N;INDF;FEM;PL
לחסום	blokk	חסם	blokk	V;NFIN;ACT	N;INDF;FEM;SG
חודשי	månedlige	חודש	månedlig	PROPN	N;INDF;MASC;SG
חודשי	månedlig	חודש	månedlig	PROPN	N;INDF;MASC;SG
חודשי	måneder	חודש	måned	PROPN	N;INDF;MASC;PL
חודשי	månedsvis	חודש	månedsvis	PROPN	N;INDF;MASC;SG
פראג	praha	פראג	prahe	PROPN	N;INDF;MASC;SG
מוצלחת	vellykket	הוצלח	vellykk	ADJ;FEM;SG	N;DEF;NEUT;SG
מוצלחת	vellykkede	הוצלח	vellykkede	ADJ;FEM;SG	N;INDF;MASC;SG
עיירה	town	עיירה	town	N;FEM;SG	PROPN
שטראוס	strauss	שטראוס	strauss	PROPN	N;INDF;MASC;SG
אנתוני	anthony	אנתוני	anthony	PROPN	N;INDF;MASC;SG
אביר	knight	אביר	knigh	PROPN	N;INDF;MASC;SG
אביר	ridder	אביר	ridder	PROPN	N;INDF;MASC;SG
אלפא	alpha	אלפא	alpha	PROPN	N
אלפא	alfa	אלפא	alfe	PROPN	N;INDF;MASC;SG
הטקס	seremoni	הטקס	seremoni		N;INDF;MASC;SG
דבורה	deborah	דבורה	deborah	PROPN	N;INDF
דבורה	bie	דבורה	bie	PROPN	N;INDF;MASC;SG
דבורה	bee	דבורה	be	PROPN	N;INDF;MASC;SG
מקורי	originalen	מקורי	originale	ADJ;MASC;SG	N;DEF;MASC;SG
מקורי	originale	מקורי	original	ADJ;MASC;SG	ADJ;PL
מקורי	opprinnelige	מקורי	opprinnelig	ADJ;MASC;SG	ADJ;PL
קש	sugerør	קש	sugerør		N;INDF;MASC;SG
קש	halm	קש	halm		N;INDF;MASC;SG
ציירים	malere	צייר	malere	N;MASC;PL	N;INDF;FEM;SG
הלייבור	labour	הלייבור	labour	PROPN	N;INDF;MASC;SG
יורד	synkende	ירד	synkende	V;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
תצוגה	vise	תצוגה	vise	N;FEM;SG	V;NFIN
סרגיי	sergei	סרגיי	sergei	PROPN	N;INDF;MASC;SG
סרגיי	sergej	סרגיי	sergej	PROPN	N;INDF;MASC;SG
שחייה	svømmer	שחייה	svømme	N;FEM;SG	V;IND;PRS;FIN
באיכות	kvalitet	באיכות	kvalitet		N;INDF;MASC;SG
באיכות	kvaliteten	באיכות	kvalitet		N;DEF;MASC;SG
פלורידה	florida	פלורידה	florid	PROPN	N;DEF;FEM;SG
מעקב	sporer	מעקב	spore	N;MASC;SG	N;INDF;FEM;PL
תחושה	føler	תחושה	føle	N;FEM;SG	V;IND;PRS;FIN
אספקה	forsyninger	אספקה	forsyninger	N;FEM;SG	N;INDF;FEM;PL
חיידקים	bakteriell	חיידק	bakteriell	N;MASC;PL	ADJ;INDF;NEUT;SG
חיידקים	bakterie	חיידק	bakterie	N;MASC;PL	N;INDF;MASC;SG
קבלה	kabbala	קבלה	kabbal	N;FEM;SG	N;DEF;NEUT;PL
צילומי	fotografisk	צילום	fotografisk	PROPN	ADJ;INDF;NEUT;SG
מניות	aksje	מנייה	aksje	N;FEM;PL	N;INDF;MASC;SG
מניות	aksjer	מנייה	aksjer	N;FEM;PL	N;INDF;NEUT;SG
זקן	gammelt	זקן	gammel		ADJ;INDF;NEUT;SG
זקן	old	זקן	old		
זקן	gammel	זקן	gammel		N;INDF;MASC;SG
זקן	gammal	זקן	gammal		ADJ;INDF;SG
זקן	gamle	זקן	gammal		ADJ;PL
זקן	skjegget	זקן	skjegg		N;DEF;NEUT;SG
זקן	skjegg	זקן	skjegg		N;INDF;NEUT;SG
מיל	mølla	מיל	mølle	PROPN	N;DEF;FEM;SG
מיל	mill	מיל	mill.	PROPN	N
מיל	mølle	מיל	møle	PROPN	N;INDF;FEM;SG
מיל	mil	מיל	mil	PROPN	N;INDF;FEM;SG
יתכן	muligens	יתכן	mulig	V;SG;3;FUT	N;GEN;DEF;MASC;SG
הושפע	berørt	הושפע	berøre	V;MASC;SG;3;PST;PASS	ADJ;INDF;NEUT;SG;V.PTCP
הושפע	rammet	הושפע	ram	V;MASC;SG;3;PST;PASS	N;DEF;NEUT;SG
הושפע	påvirket	הושפע	påvirke	V;MASC;SG;3;PST;PASS	N;DEF;NEUT;SG
הושפע	berørte	הושפע	berøre	V;MASC;SG;3;PST;PASS	ADJ;PL
איברים	organer	איבר	organer	N;MASC;PL	N;INDF;NEUT;SG
המאפשרת	aktiverer	המאפשר	aktivere	PROPN	V;IND;PRS;FIN
המאפשרת	tillate	המאפשר	tillate	PROPN	ADJ;INDF;NEUT;SG;V.PTCP
המאפשרת	tillater	המאפשר	tillate	PROPN	V;IND;PRS;FIN
הפקות	productions	הפקה	productions	N;FEM;PL	N;INDF;NEUT;SG
הפקות	produksjoner	הפקה	produksjon	N;FEM;PL	N;INDF;MASC;SG
אופנה	mote	אופנה	mote	PROPN	N;INDF;MASC;SG
הורדוס	herodes	הורדוס	herodes	PROPN	N
מצבה	gravstein	ציבה	gravstein		N;INDF;MASC;SG
מצבה	tombstone	ציבה	tombston		N;INDF;MASC;SG
התפרצות	utbrudd	התפרצות	utbru	N;FEM;SG	ADJ;INDF;NEUT;SG;V.PTCP
התפרצות	utbrudd	התפרצות	utbru	N;FEM;SG	ADJ;INDF;NEUT;SG;V.PTCP
ראויה	fortjener	ראוי	fortjene	ADJ;FEM;SG	V;IND;PRS;FIN
ראויה	verdige	ראוי	verdig	ADJ;FEM;SG	ADJ;PL
טוקיו	tokyo	טוקיו	tokyo	PROPN	N;INDF;NEUT;SG
ילדות	barndom	ילד	barndom	N;FEM;PL	N;INDF;MASC;SG
ילדות	barndoms	ילד	barndoms	N;FEM;PL	N;INDF;MASC;SG
ילדות	barndommen	ילד	barndom	N;FEM;PL	N;DEF;MASC;SG
חזון	visjonær	חזון	visjonær		N;INDF;MASC;SG
חזון	visjon	חזון	visjon		N;INDF;MASC;SG
חזון	syn	חזון	syn		N;INDF;NEUT;SG
רום	rom	רום	rom	PROPN	N;INDF;NEUT;SG
רום	rom	רום	rom	PROPN	N;INDF;NEUT;SG
מפיץ	distributør	מפיץ	distributør	V;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
הושלמה	utført	הושלם	utføre	V;FEM;SG;3;PST;PASS	ADJ;INDF;NEUT;SG;V.PTCP
הושלמה	fullført	הושלם	fullføre	V;FEM;SG;3;PST;PASS	ADJ;INDF;NEUT;SG;V.PTCP
הושלמה	gjennomført	הושלם	gjennomføre	V;FEM;SG;3;PST;PASS	ADJ;INDF;NEUT;SG;V.PTCP
סודאן	sudan	סודאן	sudan	PROPN	N;INDF;MASC;SG
האופוזיציה	opposisjon	האופוזיציה	opposisjon	PROPN	N;INDF;MASC;SG
לאחור	baklengs	לאחור	baklengs	ADV	N;INDF;MASC;SG
לאחור	bakover	לאחור	bakover	ADV	ADP
לאחור	attende	לאחור	attende	ADV	ADP
לאחור	back	לאחור	back	ADV	N
לאחור	tilbake	לאחור	tilbake	ADV	ADP
לאחור	rygg	לאחור	rygg	ADV	ADJ;INDF;SG
מלכות	dronninger	מלכה	dronninger		N;INDF;FEM;PL
מלכות	queens	מלכה	que		N;GEN;DEF;MASC;SG
מובילה	ledende	הוביל	ledende	V;FEM;SG;V.PTCP;ACT	N;INDF;MASC;SG
בלט	ballett	בלט	ballett		N;INDF;MASC;SG
שרדו	overlevd	שרד	overleve	V;PL;3;PST;ACT	ADJ;INDF;NEUT;SG;V.PTCP
אנדרה	andre	אנדרה	annan	PROPN	DET;PL
אנדרה	andré	אנדרה	annan	PROPN	N;INDF;MASC;SG
אנדרה	andré	אנדרה	annan	PROPN	N;INDF;MASC;SG
חור	hull	חור	hull		N;INDF;NEUT;SG
חור	hole	חור	hole		N;INDF;MASC;SG
מדרגות	skritt	מדרגה	skritt	N;FEM;PL	N;INDF;NEUT;SG
מדרגות	steg	מדרגה	steg	N;FEM;PL	N;INDF;NEUT;SG
מדרגות	trinn	מדרגה	trinn	N;FEM;PL	N;INDF;NEUT;SG
מדרגות	trappa	מדרגה	trapp	N;FEM;PL	N;DEF;FEM;SG
מדרגות	trapp	מדרגה	trapp	N;FEM;PL	N;INDF;FEM;SG
מדרגות	trapp	מדרגה	trapp	N;FEM;PL	N;INDF;FEM;SG
מסמל	symboliserer	מסמל	symbolisere		V;IND;PRS;FIN
מחולקת	delt	חולק	dele	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
מחולקת	splittet	חולק	splitt	V;FEM;SG;V.PTCP;PASS	N;DEF;NEUT;SG
קופר	cooper	קופר	coope	PROPN	N;INDF;NEUT;SG
מושגים	konsepter	מושג	konsepter	N;MASC;PL	N;INDF;NEUT;SG
מושגים	begreper	מושג	begrepe	N;MASC;PL	N;INDF;NEUT;SG
תפס	tatt	תפס	ta	PROPN	ADJ;INDF;NEUT;SG;V.PTCP
תפס	fanget	תפס	fang	PROPN	N;DEF;NEUT;SG
תפס	beslaglagt	תפס	beslagleggje	PROPN	ADJ;INDF;NEUT;SG;V.PTCP
דרישות	krav	דרישה	krav	N;FEM;PL	N;INDF;NEUT;SG
דרישות	krav	דרישה	krav	N;FEM;PL	N;INDF;NEUT;SG
נסיכות	fyrstedømme	נסיכה	fyrstedømme	PROPN	N;INDF;NEUT;SG
נסיכות	prinsessene	נסיכה	prinsesse	PROPN	N;DEF;FEM;PL
נסיכות	prinsesser	נסיכה	prinsesse	PROPN	N;INDF;FEM;PL
שלבי	shelby	שלב	shelby	N;MASC;PL	PROPN
נדירים	skjelden	נדיר	skjeld	ADJ;MASC;PL	N;DEF;MASC;SG
נדירים	sjelden	נדיר	sjelden	ADJ;MASC;PL	ADJ;INDF;SG
נדירים	sjeldent	נדיר	sjeldent	ADJ;MASC;PL	N;INDF;MASC;SG
בוטל	kansellert	בוטל	kansellere	V;MASC;SG;3;PST;PASS	ADJ;INDF;SG;V.PTCP
בוטל	avlyst	בוטל	avlyse	V;MASC;SG;3;PST;PASS	ADJ;INDF;NEUT;SG;V.PTCP
בוטל	avbrutt	בוטל	avbru	V;MASC;SG;3;PST;PASS	N;INDF;MASC;SG
בוטל	annullert	בוטל	annullere	V;MASC;SG;3;PST;PASS	ADJ;INDF;SG;V.PTCP
בוטל	kansellert	בוטל	kansellere	V;MASC;SG;3;PST;PASS	ADJ;INDF;SG;V.PTCP
בוטל	avbrutt	בוטל	avbru	V;MASC;SG;3;PST;PASS	N;INDF;MASC;SG
בוטל	avlyst	בוטל	avlyse	V;MASC;SG;3;PST;PASS	ADJ;INDF;NEUT;SG;V.PTCP
בוטל	avbrutt	בוטל	avbru	V;MASC;SG;3;PST;PASS	N;INDF;MASC;SG
נשארה	ble	נשאר	ble	V;FEM;SG;3;PST;MID	
נשארה	forblitt	נשאר	forbli	V;FEM;SG;3;PST;MID	N;INDF;MASC;SG
נשארה	forble	נשאר	forble	V;FEM;SG;3;PST;MID	N;INDF;MASC;SG
מחלקות	divisjoner	מחלקה	divisjon	N;FEM;PL	N;INDF;MASC;SG
מחלקות	seksjon	מחלקה	seksjon	N;FEM;PL	N;INDF;MASC;SG
מחלקות	seksjoner	מחלקה	seksjon	N;FEM;PL	N;INDF;MASC;SG
הוט	varm	הוט	varm		ADJ;INDF;SG
הוט	hot	הוט	hot		N;INDF;NEUT;SG
הוט	varmt	הוט	varm		ADJ;INDF;NEUT;SG
יציב	jevn	יציב	jevn	ADJ;MASC;SG	N;INDF;MASC;SG
יציב	stø	יציב	stø	ADJ;MASC;SG	N;INDF;NEUT;SG
יציב	stall	יציב	stall	ADJ;MASC;SG	N;INDF;MASC;SG
יציב	stabile	יציב	stabil	ADJ;MASC;SG	ADJ;PL
ההולנדי	nederlandsk	ההולנד	nederlandsk	PROPN	N;INDF;MASC;SG
ההולנדי	nederlendere	ההולנד	nederlendere	PROPN	V;NFIN
ההולנדי	hollandsk	ההולנד	hollandsk	PROPN	ADJ;INDF;SG
מיידית	omgående	מיידי	omgående	ADV	N;INDF;NEUT;SG
מיידית	øyeblikkelig	מיידי	øyeblikkelig	ADV	N;INDF;MASC;SG
מיידית	umiddelbart	מיידי	umiddelbar	ADV	ADJ;INDF;NEUT;SG
מיידית	umiddelbar	מיידי	umiddelbar	ADV	ADJ;INDF;SG
מיידית	øyeblikkelig	מיידי	øyeblikkelig	ADV	N;INDF;MASC;SG
דיוויד	david	דיוויד	david	PROPN	N;INDF;MASC;SG
וסט	west	וסט	west	PROPN	N;INDF;MASC;SG
וסט	vest	וסט	vest	PROPN	ADP
וסט	vesten	וסט	vest	PROPN	N;DEF;MASC;SG
וסט	vest	וסט	vest	PROPN	ADP
מכירה	vet	מכירה	vet	N;FEM;SG	V;IND;PRS;FIN
מכירה	kjenner	מכירה	kjenne	N;FEM;SG	V;IND;PRS;FIN
מכירה	know	מכירה	know	N;FEM;SG	
מרכיבים	ingrediensene	הרכיב	ingrediens	V;MASC;PL;V.PTCP;ACT	N;DEF;MASC;PL
מרכיבים	ingredienser	הרכיב	ingrediense	V;MASC;PL;V.PTCP;ACT	N;INDF;MASC;SG
חיוביות	positivt	חיובי	positiv	ADJ;FEM;PL	ADJ;INDF;NEUT;SG
חיוביות	positiv	חיובי	positiv	ADJ;FEM;PL	ADJ;INDF;SG
פשוטים	enkelt	פשוט	enkel	ADJ;MASC;PL	ADJ;INDF;NEUT;SG
פשוטים	enkel	פשוט	enkel	ADJ;MASC;PL	ADJ;INDF;SG
קליפ	klipp	קליפ	klipp	PROPN	N;INDF;MASC;SG
קן	ken	קן	ken	PROPN	N;INDF;MASC;SG
קן	reir	קן	reir	PROPN	N;INDF;NEUT;SG
קן	rede	קן	rede	PROPN	N;INDF;MASC;SG
חסות	sponsorer	חסות	sponsor	N;FEM;SG	N;INDF;FEM;PL
נעלם	gone	נעלם	gone	V;MASC;SG;MID	N;INDF;SG
נעלם	borte	נעלם	borte	V;MASC;SG;MID	ADP
נעלם	forsvunnet	נעלם	forsvinne	V;MASC;SG;MID	N;DEF;NEUT;SG
נעלם	forsvant	נעלם	forsvinte	V;MASC;SG;MID	ADJ;INDF;NEUT;SG
אוליבר	oliver	אוליבר	oliver	PROPN	N;INDF;MASC;SG
ירח	måne	ירח	måne	PROPN	N;INDF;MASC;SG
ירח	månen	ירח	måne	PROPN	N;DEF;MASC;SG
ירח	moon	ירח	moon	PROPN	N;INDF;SG
גרעינית	kjernefysisk	גרעיני	kjernefysisk	ADV	ADJ;INDF;NEUT;SG
המרכיבים	ingredienser	המרכיב	ingrediense	N;MASC;PL	N;INDF;MASC;SG
הבת	dotter	הבת	dotter		N;INDF;FEM;SG
הבת	datter	הבת	datter		N;INDF;FEM;SG
הבת	daughter	הבת	daughter		N;INDF;MASC;SG
הבת	dattera	הבת	datter		N;DEF;FEM;SG
הבת	datteren	הבת	datter		N;DEF;MASC;SG
זקוק	trenge	None	trenge	ADJ;MASC;SG	V;IMP;NFIN
זקוק	treng	None	trenge	ADJ;MASC;SG	V;IND;PRS;FIN
זקוק	need	None	need	ADJ;MASC;SG	N
זקוק	behov	None	behov	ADJ;MASC;SG	N;INDF;NEUT;SG
זקוק	trenger	None	trenger	ADJ;MASC;SG	V;IND;PRS;FIN
נמכרו	selges	נמכר	selges	V;PL;3;PST;MID	N;INDF;MASC;SG
נמכרו	solgt	נמכר	solgje	V;PL;3;PST;MID	ADJ;INDF;NEUT;SG;V.PTCP
אירו	euro	אירו	euro	PROPN	N;INDF;MASC;SG
עתיקות	eldgammelt	עתיקות	eldgammelt		ADJ;INDF;NEUT;SG
עתיקות	antikkens	עתיקות	antikk		N;GEN;DEF;MASC;SG
עתיקות	eldgammel	עתיקות	eldgammel		N;INDF;MASC;SG
עתיקות	oldtidens	עתיקות	oldtid		N;GEN;DEF;MASC;SG
עתיקות	antikviteter	עתיקות	antikvitet		N;INDF;FEM;PL
עתיקות	antikviteter	עתיקות	antikvitet		N;INDF;FEM;PL
בחסות	sponsede	בחסות	sponsede		N;INDF;MASC;SG
בחסות	sponset	בחסות	spons		N;DEF;NEUT;SG
הטבלה	dåp	הטבלה	dåp	PROPN	N;INDF;MASC;SG
לאומיות	nasjonalisme	לאומיות	nasjonalisme	N;FEM;PL	N;INDF;MASC;SG
לאומיות	nasjonalisme	לאומיות	nasjonalisme	N;FEM;PL	N;INDF;MASC;SG
נפלה	fell	נפל	falle	N;FEM;SG	V;IND;PRS;FIN
נפלה	falt	נפל	fal	N;FEM;SG	ADJ;INDF;NEUT;SG
הצאר	tsar	הצאר	tsar	PROPN	N;INDF;MASC;SG
הועלו	opplastet	הועלה	opplast	V;PL;3;PST;PASS	N;DEF;NEUT;SG
הועלו	opplastede	הועלה	opplasted	V;PL;3;PST;PASS	N;INDF;MASC;SG
צוללות	ubåter	צלל	ubåte	N;FEM;PL	N;INDF;MASC;SG
צוללות	ubåter	צלל	ubåte	N;FEM;PL	N;INDF;MASC;SG
הזוכה	vinner	הזוך	vinne	ADV	N;INDF;MASC;SG
קפריסין	kypros	קפריסין	kypros	PROPN	N;INDF;MASC;SG
מלכה	dronningen	מלכה	dronning	PROPN	N;DEF;MASC;SG
מלכה	queen	מלכה	que	PROPN	N;DEF;MASC;SG
מלכה	dronning	מלכה	dronning	PROPN	N;INDF;FEM;SG
מלכה	malka	מלכה	malke	PROPN	N;INDF;FEM;SG
מחודש	fornyet	מחודש	fornye	V;MASC;SG;V.PTCP;PASS	N;DEF;NEUT;SG
צבר	oppnådd	צבר	oppnå	N;MASC;SG	ADJ;INDF;NEUT;SG;V.PTCP
חרף	trass	None	trass		ADP
חרף	tross	None	tross		N;INDF;NEUT;SG
לעודד	muntre	עודד	muntre	V;NFIN;ACT	N;INDF;NEUT;SG
לעודד	oppmuntrer	עודד	oppmuntre	V;NFIN;ACT	N;INDF;FEM;PL
לעודד	oppmuntre	עודד	oppmuntre	V;NFIN;ACT	N;INDF;NEUT;SG
אפי	effie	אפי	effie		N;INDF;MASC;SG
אפי	episk	אפי	episk		ADJ;INDF;NEUT;SG
אפי	epic	אפי	epic		N
רובינשטיין	rubinstein	רובינשטיין	rubinstein	PROPN	N;INDF;MASC;SG
שלילית	negativt	שלילי	negativ	ADV	ADJ;INDF;NEUT;SG
שלילית	negative	שלילי	negativ	ADV	ADJ;PL
שלילית	negativ	שלילי	negativ	ADV	ADJ;INDF;SG
להאמין	tro	האמין	tro	V;NFIN;ACT	N;INDF;MASC;SG
להאמין	believe	האמין	believe	V;NFIN;ACT	N;INDF;MASC;SG
נר	stearinlys	נר	stearinlys		N;INDF;NEUT;SG
נר	lys	נר	lys		N;INDF;NEUT;SG
ניק	nick	ניק	nick		N;INDF;MASC;SG
צלזיוס	celsius	צלזיוס	celsius	PROPN	N;INDF;MASC;SG
נושאת	operatør	נשא	operatør	V;FEM;SG;V.PTCP;ACT	N;INDF;MASC;SG
כנף	fløyen	כנף	fløy		N;DEF;MASC;SG
כנף	ving	כנף	ving		N;INDF;MASC;SG
כנף	vinge	כנף	vinge		N;INDF;MASC;SG
חלום	drømme	חלום	drømme	N;MASC;SG	V;IMP;NFIN
רובי	ruby	רובה	ruby	PROPN	N;INDF;NEUT;SG
רובי	robbie	רובה	robbie	PROPN	N;INDF;MASC;SG
חרקים	insekter	חרק	insekt	N;MASC;PL	N;INDF;NEUT;SG
חרקים	insekter	חרק	insekt	N;MASC;PL	N;INDF;NEUT;SG
מעולה	flott	מעולה	flott		ADJ;INDF;NEUT;SG
מעולה	supert	מעולה	super		ADJ;INDF;NEUT;SG
מעולה	flotte	מעולה	flott		ADJ;PL
מעולה	kjempefint	מעולה	kjempefint		ADJ;INDF;NEUT;SG
מעולה	ypperlig	מעולה	ypperlig		N;INDF;MASC;SG
מעולה	glimrende	מעולה	glimrende		N;INDF;MASC;SG
מעולה	utmerket	מעולה	utmerk		N;DEF;NEUT;SG
מעולה	excellent	מעולה	excellent		N;INDF
מרקו	marko	מרק	marko	PROPN	N;INDF;MASC;SG
מרקו	marco	מרק	marco	PROPN	N;INDF;MASC;SG
ברברה	barbara	ברבר	barbar	PROPN	N;INDF;FEM;SG
פרה	ku	פרה	ku		N;INDF;MASC;SG
מיקרוסופט	microsoft	מיקרוסופט	microsoft	PROPN	N;INDF;NEUT;SG
האמין	trodd	האמין	tro	V;MASC;SG;3;PST;ACT	N;INDF;MASC;SG
תשובות	svar	תשובה	svar	N;FEM;PL	N;INDF;NEUT;SG
אוגוסטוס	augustus	אוגוסטוס	augustus	PROPN	N;INDF;MASC;SG
יורה	skyter	יורה	skyte	PROPN	N;INDF;MASC;SG
יורה	shooter	יורה	shooter	PROPN	N;INDF;MASC;SG
יורה	skytter	יורה	skytte	PROPN	N;INDF;FEM;SG
הקדיש	dedikert	הקדיש	dedikere	V;MASC;SG;3;PST;ACT	ADJ;INDF;SG;V.PTCP
אקראי	tilfeldige	אקראי	tilfeldig	ADJ;MASC;SG	ADJ;PL
