strasbourg	strasbourg	strasbourg	strasbourg	N;INDF;MASC;SG	PROPN;NOM
patricia	patricia	patricie	patricia	N;DEF;FEM;SG	PROPN;NOM
liberty	liberty	liberty	liberty	N;INDF;MASC;SG	PROPN;NOM
esenta	väsen	esent	väs	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
esenta	väsen	esent	väs	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
cetatenia	nationalitet	cetatenie	nationalitet	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
cetatenia	medborgarskap	cetatenie	medborgarskap	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
cetatenia	medborgarskap	cetatenie	medborgarskap	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
nice	snyggt	nice	snygga		ADJ;NOM;INDF;NEUT;SG
nice	trevligt	nice	trevlig		ADJ;NOM;INDF;NEUT;SG
nice	fint	nice	fin		ADJ;NOM;INDF;NEUT;SG
nice	fina	nice	fin		ADJ;NOM;PL
nice	snygg	nice	snygg		ADJ;NOM;INDF;MASC+FEM;SG
nice	snygga	nice	snygg		ADJ;NOM;PL
beatrice	beatrice	beatric	beatrice	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
atasat	bifogas	atasa	bifoga	ADJ;INDF;MASC;SG	V;IND;PRS;FIN;PASS
atasat	bifogade	atasa	bifoga	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
atasat	bifogas	atasa	bifoga	ADJ;INDF;MASC;SG	V;IND;PRS;FIN;PASS
atasat	bifogade	atasa	bifoga	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
spada	svärd	spadă	svärd	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
bolivia	bolivia	bolivie	bolivi	PROPN	PROPN;NOM
ciuperci	svamp	ciupercă	svamp	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
ciuperci	svamp	ciupercă	svamp	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
ciuperci	svamp	ciupercă	svamp	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
maryland	maryland	maryland	maryland	N;INDF;MASC;SG	PROPN;NOM
criteriul	kriteriet	criteriu	kriteri	N;DEF;MASC;SG	N;NOM;DEF;NEUT;SG
criteriul	kriterium	criteriu	kriterium	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
colaboreaza	samarbeta	colaborează	samarbeta	V;IND;SG;3;IPFV;FIN	V;IMP;FIN;ACT
goga	goga	gogă	gog	PROPN	N;NOM;INDF;MASC+FEM;SG
performante	föreställning	performant	föreställning	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
performante	performance	performant	performance	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
performante	resultat	performant	resultat	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
performante	prestanda	performant	prestanda	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
pakistan	pakistan	pakistan	pakistan	PROPN	PROPN;NOM
pakistan	pakistanska	pakistan	pakistansk	PROPN	ADJ;NOM;PL
optica	optiska	optic	optisk	N;DEF;FEM;SG	ADJ;NOM;PL
optica	optisk	optic	optisk	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
optica	optiskt	optic	optisk	N;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
optica	optik	optic	optik	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
optica	optik	optic	optik	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
profesoara	lärare	profesoară	lärare	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
nad	nad	nade	nad	PROPN	N;NOM;INDF;MASC+FEM;SG
éditions	éditions	éditions	rdition	PROPN	N;NOM;INDF;MASC+FEM;SG
anolis	anolis	anolis	anolis	PROPN	N;NOM;INDF;MASC+FEM;SG
solide	solid	solid	solid	ADJ;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
solide	solitt	solid	solitt	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG
artificiala	konstgjord	artificială	konstgjord	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
artificiala	konstgjorda	artificială	konstgjord	ADJ;DEF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
artificiala	artificiellt	artificială	artificiell	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
artificiala	konstgjort	artificială	konstgjor	ADJ;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
artificiala	artificiell	artificială	artificiell	ADJ;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
artificiala	konstgjord	artificială	konstgjord	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
artificiala	konstgjorda	artificială	konstgjord	ADJ;DEF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
artificiala	artificiellt	artificială	artificiell	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
artificiala	konstgjort	artificială	konstgjor	ADJ;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
artificiala	artificiell	artificială	artificiell	ADJ;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
banks	banks	banks	banks	PROPN	N;NOM;INDF;MASC+FEM;SG
banks	bankerna	banks	bank	PROPN	N;NOM;DEF;MASC+FEM;PL
banks	banker	banks	bank	PROPN	N;NOM;INDF;MASC+FEM;PL
banks	bankers	banks	bank	PROPN	N;GEN;INDF;MASC+FEM;PL
adige	adige	adige	adig	N;INDF;FEM;SG	PROPN;NOM
ziarist	journalisten	ziarist	journalist	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
generic	generiska	generic	generisk	ADV	ADJ;NOM;PL
generic	generiskt	generic	generisk	ADV	ADJ;NOM;INDF;NEUT;SG
generic	generisk	generic	generisk	ADV	N;NOM;INDF;MASC+FEM;SG
amonte	uppströms	amonte	uppströma		N;NOM;INDF;NEUT;SG
turismul	turism	turism	turism	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ajax	ajax	ajax	ajax	N;INDF;MASC;SG	PROPN;NOM
flacara	låga	flacară	låg	N;DEF;FEM;SG	ADJ;NOM;PL
flacara	flamma	flacară	flamma	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
flacara	flamman	flacară	flamma	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
flacara	låga	flacară	låg	N;DEF;FEM;SG	ADJ;NOM;PL
flacara	flamma	flacară	flamma	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
flacara	flamman	flacară	flamma	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
flacara	låga	flacară	låg	N;DEF;FEM;SG	ADJ;NOM;PL
flacara	flamma	flacară	flamma	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
flacara	flamman	flacară	flamma	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
grupari	grupperna	grupar	grupp	N;INDF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
marion	marion	marion	marion	PROPN	PROPN;NOM
efectua	prestera	efectua	prestera	V;IND;SG;3;IPFV;FIN	V;IMP;FIN;ACT
efectua	utföra	efectua	utföra	V;IND;SG;3;IPFV;FIN	V;IMP;FIN;ACT
efectua	utför	efectua	utföra	V;IND;SG;3;IPFV;FIN	V;IMP;FIN;ACT
liège	liège	liège	liège	PROPN	PROPN;NOM
evidenta	uppenbart	evident	uppenbar	N;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
evidenta	självklar	evident	självklar	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
evidenta	uppenbara	evident	uppenbar	N;DEF;FEM;SG	ADJ;NOM;PL
evidenta	uppenbar	evident	uppenbar	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
evidenta	uppenbart	evident	uppenbar	N;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
evidenta	självklar	evident	självklar	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
evidenta	uppenbara	evident	uppenbar	N;DEF;FEM;SG	ADJ;NOM;PL
evidenta	uppenbar	evident	uppenbar	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
distinctia	åtskillnad	distinctie	åtskillnad	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
distinctia	distinktion	distinctie	distinktion	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
nod	knut	nod	knut	N;INDF;MASC;SG	PROPN;NOM
nod	knuten	nod	knyta	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
selo	selo	selo	selo	N;INDF;MASC;SG	PROPN;NOM
glasgow	glasgow	glasgow	glasgow	PROPN	PROPN;NOM
broadway	broadway	broadway	broadway	PROPN	N;NOM;INDF;MASC+FEM;SG
intreprinderea	företagsamhet	intreprindere	företagsamhet	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
intreprinderea	företagande	intreprindere	företagande	N;DEF;FEM;SG	ADJ;NOM;PRS;V.PTCP
intreprinderea	näringsliv	intreprindere	näringsliv	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
intreprinderea	företag	intreprindere	företag	N;DEF;FEM;SG	N;NOM;INDF;NEUT;PL
intreprinderea	enterprise	intreprindere	enterprise	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
toledo	toledo	toledo	toledo	PROPN	PROPN;NOM
autorilor	författarna	autor	författare	N;DEF;MASC;PL	N;NOM;DEF;MASC+FEM;PL
autorilor	upphovsmän	autor	upphovsmän	N;DEF;MASC;PL	N;NOM;INDF;NEUT;SG
autorilor	författare	autor	författare	N;DEF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
abdul	abdul	abdu	abdul	PROPN	PROPN;NOM
cavaleria	kavalleri	cavalerie	kavalleri	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
cavaleria	kavalleriet	cavalerie	kavallerium	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
brand	varumärket	brand	varumärket	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
burgas	burgas	burgas	burgas	PROPN	PROPN;NOM
coltul	corner	colt	corner	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
coltul	hörn	colt	hörn	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
coltul	hörna	colt	höre	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
coltul	hörnet	colt	hörn	N;DEF;MASC;SG	N;NOM;DEF;NEUT;SG
cuplu	paret	cuplu	par	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
evanghelia	evangelium	evanghelie	evangelium	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
informativ	informativa	informativ	informativ	ADJ;INDF;MASC;SG	ADJ;NOM;PL
marturie	vittnesbörd	marturie	vittnesbörd	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
marturie	vittnesmål	marturie	vittnesmål	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
marturie	vittnesbörd	marturie	vittnesbörd	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
marturie	vittnesmål	marturie	vittnesmål	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
emmanuel	emmanuel	emmanuel	emmanuel	PROPN	PROPN;NOM
alpii	alperna	alpiu	alp	N;DEF;MASC;PL	N;NOM;DEF;MASC+FEM;PL
caracteristic	karakteristiska	caracteristic	karakteristisk	ADV	ADJ;NOM;PL
caracteristic	karakteristisk	caracteristic	karakteristisk	ADV	ADJ;NOM;INDF;MASC+FEM;SG
conditie	skick	conditie	skick	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
conditie	villkor	conditie	villkor	N;INDF;FEM;SG	N;NOM;INDF;NEUT;PL
dobandit	förvärvade	dobandi	förvärva	ADJ;INDF;MASC;SG	V;NOM;PL;PST;V.PTCP;ACT
dobandit	förvärvats	dobandi	förvärva	ADJ;INDF;MASC;SG	V;V.CVB;PASS
onorific	heders	onorific	hed	N;INDF;MASC;SG	V;NFIN;PASS
combinat	kombinerade	combina	kombinera	ADJ;INDF;MASC;SG	V;NOM;PL;PST;V.PTCP
combinat	kombinerat	combina	kombinera	ADJ;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
grey	grå	grey	grå	PROPN	N;NOM;INDF;MASC+FEM;SG
grey	grått	grey	gråda	PROPN	ADJ;NOM;INDF;NEUT;SG
grey	gråa	grey	gråa	PROPN	ADJ;NOM;PL
cartiere	distrikten	cartier	distrikt	N;INDF;FEM;PL	N;NOM;DEF;NEUT;PL
cartiere	distrikt	cartier	distrikt	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
stand	stå	sta	stå		V;IMP;FIN;ACT
stand	stand	sta	stand		N;NOM;INDF;MASC+FEM;SG
stand	sitter	sta	sitta		V;IND;PRS;FIN;ACT
stand	sittande	sta	sitta		ADJ;NOM;PRS;V.PTCP
sanse	chanser	sansă	chans		N;NOM;INDF;MASC+FEM;PL
sanse	chance	sansă	chance		N;NOM;INDF;MASC+FEM;SG
sanse	slumpen	sansă	slump		N;NOM;DEF;MASC+FEM;SG
sanse	chans	sansă	chans		N;NOM;INDF;MASC+FEM;SG
sanse	chanser	sansă	chans		N;NOM;INDF;MASC+FEM;PL
sanse	chance	sansă	chance		N;NOM;INDF;MASC+FEM;SG
sanse	slumpen	sansă	slump		N;NOM;DEF;MASC+FEM;SG
sanse	chans	sansă	chans		N;NOM;INDF;MASC+FEM;SG
sanse	odds	sansă	odd		N;NOM;INDF;NEUT;PL
guvernele	regeringarna	guvern	regering	N;DEF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
guvernele	regeringar	guvern	regering	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
confederatia	konfederationen	confederatie	konfederation	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
confederatia	edsförbundet	confederatie	edsförbund	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
ward	ward	ward	ward	PROPN	PROPN;NOM
localnicilor	lokalbefolkningen	localnic	lokalbefolkning	N;DEF;MASC;PL	N;NOM;DEF;MASC+FEM;SG
organisme	organ	organism	organ	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
consul	konsuln	cons	konsuln	N;INDF;MASC;SG	PROPN;NOM
deciziile	avgöranden	decizie	avgörande	N;DEF;FEM;PL	N;NOM;INDF;NEUT;PL
deciziile	beslut	decizie	beslut	N;DEF;FEM;PL	N;NOM;INDF;NEUT;SG
nevada	nevada	nevada	nevad	PROPN	N;NOM;INDF;MASC+FEM;SG
iarba	gräs	iarbă	gräs	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
iarba	gräs	iarbă	gräs	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
iarba	ogräs	iarbă	ogräs	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
iarba	gräs	iarbă	gräs	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
iarba	gräs	iarbă	gräs	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
iarba	ogräs	iarbă	ogräs	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
completat	avslutade	completa	avsluta	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
comitet	kommittén	comitet	kommitté	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
comitet	utskottet	comitet	utskott	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
capabila	kapabel	capabilă	kapabel	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
capabila	duglig	capabilă	duglig	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
capabila	kapabla	capabilă	kapabel	ADJ;DEF;FEM;SG	ADJ;NOM;PL
capabila	kapabel	capabilă	kapabel	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
capabila	duglig	capabilă	duglig	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
capabila	kapabla	capabilă	kapabel	ADJ;DEF;FEM;SG	ADJ;NOM;PL
masiva	massiva	masivă	massiv	ADJ;DEF;FEM;SG	ADJ;NOM;PL
masiva	massiv	masivă	massiv	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
masiva	massivt	masivă	massiv	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
masiva	massive	masivă	massive	ADJ;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
saga	saga	sagă	saga	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
natalia	natalja	natalie	natalja	N;DEF;FEM;SG	PROPN;NOM
natalia	natalia	natalie	natali	N;DEF;FEM;SG	PROPN;NOM
celtic	keltiska	celtic	keltisk	ADJ;INDF;MASC;SG	ADJ;NOM;PL
arestarea	arresterar	arestare	arrestera	N;DEF;FEM;SG	V;IND;PRS;FIN;ACT
arestarea	gripande	arestare	gripande	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
arestarea	arrest	arestare	arrest	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
arestarea	grip	arestare	grip	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
arestarea	arrestering	arestare	arrestering	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
arestarea	arrestera	arestare	arrestera	N;DEF;FEM;SG	V;IMP;FIN;ACT
hart	hart	hart	hart	PROPN	N;NOM;INDF;MASC+FEM;SG
vanzarea	försäljning	vanzare	försäljning	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vanzarea	rea	vanzare	rea	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vanzarea	salu	vanzare	salu	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
bella	bella	bella	bella	N;DEF;FEM;SG	PROPN;NOM
daily	dagligen	daily	dagligen	N;INDF;MASC;SG	ADV
daily	daglig	daily	daglig	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
daily	dagliga	daily	daglig	N;INDF;MASC;SG	ADJ;NOM;PL
sociologie	sociologi	sociologie	sociologi	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
variabila	rörlig	variabilă	rörlig	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
variabila	variabeln	variabilă	variabel	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
variabila	variabel	variabilă	variabel	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
variabila	varierande	variabilă	variera	N;DEF;FEM;SG	ADJ;NOM;PRS;V.PTCP
variabila	rörlig	variabilă	rörlig	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
variabila	variabeln	variabilă	variabel	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
variabila	variabel	variabilă	variabel	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
variabila	varierande	variabilă	variera	N;DEF;FEM;SG	ADJ;NOM;PRS;V.PTCP
antrenat	utbildade	antrenat	utbilda	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
antrenat	tränade	antrenat	träna	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
divine	gudomligt	diven	gudomlig	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG
divine	gudomlig	diven	gudomlig	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
grecesc	grek	grecesc	grek	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
grecesc	grekiska	grecesc	grekisk	ADJ;INDF;MASC;SG	ADJ;NOM;PL
sabia	svärd	sabia	svärd	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
proiectarea	designa	proiectare	desigen	N;DEF;FEM;SG	V;IMP;FIN;ACT
proiectarea	utformning	proiectare	utformning	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
proiectarea	konstruktion	proiectare	konstruktion	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
proiectarea	design	proiectare	desig	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
proiectarea	utforma	proiectare	utforma	N;DEF;FEM;SG	V;IMP;FIN;ACT
existent	befintliga	existent	befintlig	ADJ;INDF;MASC;SG	ADJ;NOM;PL
instalarea	montering	instalare	montering	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
instalarea	installation	instalare	installation	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
instalarea	anläggning	instalare	anläggning	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
instalarea	installerar	instalare	installera	N;DEF;FEM;SG	V;IND;PRS;FIN;ACT
instalarea	installera	instalare	installera	N;DEF;FEM;SG	V;IMP;FIN;ACT
afectata	påverkad	afectată	påverka	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
afectata	påverkade	afectată	påverka	N;DEF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
afectata	berörd	afectată	berörd	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
afectata	drabbad	afectată	drabba	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
afectata	påverkat	afectată	påverka	N;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
afectata	påverkas	afectată	påverka	N;DEF;FEM;SG	V;IND;PRS;FIN;PASS
afectata	påverkad	afectată	påverka	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
afectata	påverkade	afectată	påverka	N;DEF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
afectata	berörd	afectată	berörd	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
afectata	drabbad	afectată	drabba	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
afectata	påverkat	afectată	påverka	N;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
afectata	påverkas	afectată	påverka	N;DEF;FEM;SG	V;IND;PRS;FIN;PASS
franci	franc	franc	franc	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;SG
franci	francs	franc	franc	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;SG
franci	franks	franc	frank	N;INDF;MASC;PL	PROPN;NOM
tropicale	tropisk	tropical	tropisk	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
tropicale	tropiskt	tropical	tropisk	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG
kane	kane	kane	kane	PROPN	PROPN;NOM
cheltuielile	utgifter	cheltuială	utgift	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
cheltuielile	utgifterna	cheltuială	utgift	N;DEF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
cheltuielile	kostnader	cheltuială	kostnad	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
cheltuielile	utgifter	cheltuială	utgift	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
cheltuielile	utlägg	cheltuială	utlägg	N;DEF;FEM;PL	N;NOM;INDF;NEUT;PL
costurile	kostnader	cost	kostnad	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
costurile	rättegångskostnader	cost	rättegångskostnad	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
tehnologic	teknologisk	tehnologic	teknologisk	ADV	ADJ;NOM;INDF;MASC+FEM;SG
tehnologic	teknologiska	tehnologic	teknologisk	ADV	ADJ;NOM;PL
tehnologic	tekniska	tehnologic	teknisk	ADV	ADJ;NOM;PL
semnate	undertecknad	semnat	undertecknad	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
semnate	undertecknade	semnat	undertecknad	ADJ;INDF;FEM;PL	V;NOM;PL;PST;V.PTCP
semnate	signerad	semnat	signerad	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
semnate	undertecknat	semnat	undertecknat	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
semnate	signerat	semnat	signera	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
vai	dalarna	vai	dal		N;NOM;DEF;MASC+FEM;PL
vai	dalar	vai	dal		N;NOM;INDF;MASC+FEM;PL
opereaza	operera	operează	operera	V;IND;SG;3;IPFV;FIN	V;IMP;FIN;ACT
opereaza	opererar	operează	operera	V;IND;SG;3;IPFV;FIN	V;IND;PRS;FIN;ACT
dallas	dallas	dallas	dalla	PROPN	PROPN;NOM
retezat	avhuggna	reteza	avhuggen	ADJ;INDF;MASC;SG	ADJ;NOM;PL
geometrie	geometri	geometrie	geometri	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
notele	betyg	notă	betyg	N;DEF;FEM;PL	N;NOM;INDF;NEUT;SG
calde	varm	cald	varm	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
calde	värma	cald	värma	ADJ;INDF;FEM;PL	V;IMP;FIN;ACT
calde	varmt	cald	varm	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG
clienti	kunderna	client	kund	N;INDF;MASC;PL	N;NOM;DEF;MASC+FEM;PL
clienti	kunderna	client	kund	N;INDF;MASC;PL	N;NOM;DEF;MASC+FEM;PL
clienti	klienterna	client	klient	N;INDF;MASC;PL	N;NOM;DEF;MASC+FEM;PL
calul	hästen	cal	häst	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
calul	häst	cal	häst	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
abuz	missbruka	abuz	missbruka	N;INDF;MASC;SG	V;IMP;FIN;ACT
abuz	övergrepp	abuz	övergrepp	N;INDF;MASC;SG	N;NOM;INDF;NEUT;PL
unghi	vinkeln	unghi	vinkel	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
piacenza	piacenza	piacenză	piacenz	PROPN	PROPN;NOM
madagascar	madagaskar	madagascar	madagaskar	N;INDF;MASC;SG	PROPN;NOM
relativa	relativ	relativa	relativ	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
relativa	relativt	relativa	relativt	ADJ;DEF;FEM;SG	ADV
relativa	relativa	relativa	relativa	ADJ;DEF;FEM;SG	ADJ;NOM;PL
relativa	släkting	relativa	släkting	ADJ;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
examenul	examen	examen	exam	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
permitand	tillåta	permita	tillåta	N;INDF;MASC;SG	V;IMP;FIN;ACT
permitand	tillåter	permita	tillåta	N;INDF;MASC;SG	V;IND;PRS;FIN;ACT
operatie	insats	operatie	insats	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
operatie	operation	operatie	operation	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
operatie	drift	operatie	drift	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
operatie	operation	operatie	operation	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
operatie	kirurgi	operatie	kirurgi	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
