분류	מיון	분류	מיון	N	
수수께끼	חידה	수수께끼	חידה		N;FEM;SG
수수께끼	חידות	수수께끼	חידה		N;FEM;PL
수수께끼	אניגמה	수수께끼	אניגמה		PROPN
평의회	המועצה	평의회	המועצה	N	PROPN
백업	גיבויים	백업	גיבוי		N;MASC;PL
백업	תגבורת	백업	תגבורת		N;FEM;SG
백업	גיבוי	백업	גיבוי		N;MASC;SG
보수주의	שמרני	보수주의	שמרני	N	ADJ;MASC;SG
보수주의	שמרנית	보수주의	שמרני	N	ADV
보수주의	שמרן	보수주의	שמרן	N	ADJ;MASC;SG
브루노	ברונו	브루노	רן		PROPN
의심	חשד	의심	חשד		N;MASC;SG
의심	חשודה	의심	חשוד		N;FEM;SG
의심	חשוד	의심	חשוד		N;MASC;SG
의심	חשדן	의심	חשדן		ADJ;MASC;SG
의심	בספק	의심	בספק		ADV
의심	ספק	의심	ספק		N;MASC;SG
의심	בספק	의심	בספק		ADV
의심	חשד	의심	חשד		N;MASC;SG
의심	חשד	의심	חשד		N;MASC;SG
그런지	גראנג	그렇+ㄴ지	גראנג		PROPN
입출력	קלט	입출력	קלט	N	
입출력	הקלט	입출력	הקלט	N	
오염	מזוהם	오염	זוהם	N	V;MASC;SG;V.PTCP;PASS
오염	מזוהמת	오염	זוהמה	N	V;FEM;SG;V.PTCP;PASS
오염	מזוהם	오염	זוהם	N	V;MASC;SG;V.PTCP;PASS
균형	מאוזנת	균형	מאוזן		V;FEM;SG;V.PTCP;PASS
균형	מאוזן	균형	מאוזן		V;MASC;SG;V.PTCP;PASS
균형	איזון	균형	איזון		N;MASC;SG
균형	איזון	균형	איזון		N;MASC;SG
게시판	הלוח	게시판	הלוח	N	
게시판	קרש	게시판	קרש	N	
게시판	לוח	게시판	לוח	N	
타일러	טיילר	타이러	טיילר		PROPN
내기	הימורים	내+기	הימור		N;MASC;PL
내기	הימור	내+기	הימור		N;MASC;SG
내기	הימור	내+기	הימור		N;MASC;SG
내기	הימור	내+기	הימור		N;MASC;SG
웰링턴	וולינגטון	웰링턴	וולינגטון	PROPN	PROPN
토끼	ארנבת	토끼	ארנבת	N	PROPN
토끼	הייר	토끼	הייר	N	PROPN
토끼	ארנב	토끼	ארנב	N	
토끼	באני	토끼	באן	N	PROPN
토끼	שפן	토끼	שפן	N	PROPN
토끼	ראביט	토끼	ראביט	N	PROPN
토끼	ארנבת	토끼	ארנבת	N	PROPN
토끼	ארנב	토끼	ארנב	N	
어울리는	מתאים	어울리+는	התאים		V;MASC;SG;V.PTCP;ACT
어울리는	מתאימה	어울리+는	התאים		V;FEM;SG;V.PTCP;ACT
허리	המותניים	허리	המותני		N;MASC;DU
허리	מותניים	허리	הותני		N
니코니코	ניקו	니코니코	ניקו		PROPN
파커	פארקר	파커	פארקר		PROPN
파커	פרקר	파커	פרקר		PROPN
데이즈	ימים	데이즈	יום		N;MASC;PL
데이즈	ימי	데이즈	יום		PROPN
데이즈	הימים	데이즈	הימה		N;MASC;PL
수신	נכנסים	수신	נכנס	N	V;MASC;PL;V.PTCP;MID
수신	נכנסת	수신	נכנס	N	V;FEM;SG;V.PTCP;MID
수신	מקבל	수신	קיבל	N	V;MASC;SG;V.PTCP;ACT
수신	מקבלת	수신	קיבל	N	V;FEM;SG;V.PTCP;ACT
해바라기	חמניות	해바+이+라기	חמני		N;FEM;PL
해바라기	חמניות	해바+이+라기	חמני		N;FEM;PL
호르헤	חורחה	호르헤	חורחה	PROPN	PROPN
성분	מרכיבים	성분	הרכיב	N	V;MASC;PL;V.PTCP;ACT
성분	מצרכים	성분	מצרכים	N	
시트	גיליון	시트	גיליון	N	PROPN
시트	סדין	시트	סדין	N	PROPN
시트	סדין	시트	סדין	N	PROPN
웸블리	וומבלי	웸블리	וומבלי	PROPN	PROPN
사와	סאווה	사+와	סאווה		PROPN
고용	לשכור	고용	שכר	N	V;NFIN;ACT
고용	לשכור	고용	שכר	N	V;NFIN;ACT
고용	מועסק	고용	מועסק	N	V;MASC;SG;V.PTCP;PASS
섬세한	עדינה	섬세+하+ㄴ	עדינה	V	ADV
섬세한	עדין	섬세+하+ㄴ	עדין	V	ADJ;MASC;SG
펀치	אגרופים	펀치	אגרוף		N;MASC;PL
펀치	אגרוף	펀치	אגרוף		N;MASC;SG
용의자	החשוד	용의자	החשוד	N	PROPN
체력	כח	체력	כוח	N	
정자	גזיבו	정자	גזיבו		PROPN
기름	שמן	기름	שמן		N;MASC;SG
기름	נפט	기름	נפט		N;MASC;SG
노리코	נוריקו	노리코	נוריקו		PROPN
비난	להאשים	비난	האשים	N	V;NFIN;ACT
착륙	נוחת	착륙	נוחת	N	V;MASC;SG;V.PTCP;ACT
비치	חוף	비치	חוף		PROPN
비치	החוף	비치	החוף		PROPN
원숭이	קוף	원숭이	קוף		PROPN
원숭이	קופיף	원숭이	קופיף		PROPN
원숭이	קופים	원숭이	קוף		N;MASC;PL
레미	רמי	레미	רמי	N	PROPN
레미	רמי	레미	רמי	N	PROPN
프렌치	צרפתי	프렌치	צרפתי		PROPN
프렌치	צרפתית	프렌치	צרפתית		PROPN
프렌치	צרפתים	프렌치	צרפתי		N;MASC;PL
관객	הקהל	관객	הקהל	N	PROPN
쿠르트	קורט	쿠르트	קורט	PROPN	PROPN
주사	זריקות	주사	זריקה		N;FEM;PL
주사	הזרקת	주사	הזרקה		N;PSSD;FEM;SG
주사	הזרקה	주사	הזרקה		N;FEM;SG
주사	זריקה	주사	זריקה		N;FEM;SG
주사	המחט	주사	המחט		PROPN
익스트림	קיצוניות	익스트림	קיצוני		ADJ;FEM;PL
익스트림	קיצוני	익스트림	קיצוני		N;MASC;SG
익스트림	אקסטרים	익스트림	אקסטרי		N;MASC;PL
익스트림	קיצונית	익스트림	קיצוני		ADV
가라오케	קריוקי	가라오케	קריוקי		PROPN
적당히	מתון	적당+히	מתון	ADV	ADJ;MASC;SG
병렬	מקביל	병렬	הקביל	N	V;MASC;SG;V.PTCP;ACT
병렬	מקבילים	병렬	הקביל	N	V;MASC;PL;V.PTCP;ACT
병렬	במקביל	병렬	במקביל	N	ADV
병렬	מקבילה	병렬	מקביל	N	V;FEM;SG;V.PTCP;ACT
상처	פצע	상처	פצע		N;MASC;SG
상처	פצעי	상처	פצע		PROPN
상처	פצעים	상처	פצע		N;MASC;PL
암호화	מקודד	암호화	מקודד	N	V;MASC;SG;V.PTCP;PASS
암호화	מוצפן	암호화	הוצפן	N	V;MASC;SG;V.PTCP;PASS
암호화	מוצפנת	암호화	הוצפן	N	V;FEM;SG;V.PTCP;PASS
암호화	להצפין	암호화	הצפין	N	V;NFIN;ACT
날아라	זבוב	날+아라	None		N;MASC;SG
날아라	פליי	날+아라	הפליי		PROPN
날아라	עפה	날+아라	עפה		PROPN
날아라	טיסה	날+아라	טיסה		N;FEM;SG
반군	מורד	반군	מורד	N	
반군	המורד	반군	המורד	N	
절대적	מוחלט	절대+적	מוחלט	N	ADJ;MASC;SG
절대적	המוחלט	절대+적	המוחלט	N	
절대적	מוחלטת	절대+적	מוחלט	N	ADJ;FEM;SG
메신저	שליחה	메신저	שליחה		N;FEM;SG
메신저	שליח	메신저	שליח		N;MASC;SG
에릭슨	אריקסון	에릭슨	אריקסון	PROPN	PROPN
에릭슨	אריקסון	에릭슨	אריקסון	PROPN	PROPN
에릭슨	אריקסון	에릭슨	אריקסון	PROPN	PROPN
크리켓	קריקט	크리켓	קריקט	N	PROPN
크리켓	צרצר	크리켓	צרצר	N	
프로그레시브	מתקדמת	프로그레시브	התקדם	N	V;FEM;SG;V.PTCP
프로그레시브	מתקדם	프로그레시브	התקדם	N	V;MASC;SG;V.PTCP
영원	הנצח	영원	הנצח		PROPN
영원	נצח	영원	נצח		PROPN
영원	לנצח	영원	ניצח		V;NFIN;ACT
영원	נצח	영원	נצח		PROPN
영원	הנצחית	영원	הנצחי		PROPN
영원	נצח	영원	נצח		PROPN
영원	נצחיים	영원	נצחי		ADJ;MASC;PL
영원	נצחית	영원	נצחי		ADV
영원	נצחי	영원	נצחי		PROPN
영원	הנצחי	영원	הנצחי		PROPN
버마	בורמה	버마	בורמה		PROPN
버마	בורמזי	버마	בורמזי		PROPN
도자기	פורצלן	도자기	פורצלן	N	PROPN
신선한	רענן	신선+하+ㄴ	רענן	V	PROPN
신선한	טרי	신선+하+ㄴ	טרי	V	
신선한	טריות	신선+하+ㄴ	טרייה	V	N;FEM;PL
신선한	טריים	신선+하+ㄴ	טרי	V	ADJ;MASC;PL
신선한	רעננה	신선+하+ㄴ	רעננה	V	PROPN
에반게리온	אוונגליון	에반게리온	אוונגליון		PROPN
검정	שחורה	검정	שחורה		ADJ;FEM;SG
검정	שחור	검정	שחור		ADJ;MASC;SG
목재	ווד	목재	ווד	N	PROPN
피로	עייפות	피+로	עייפות		N;FEM;SG
피로	תשישות	피+로	תשישות		N;FEM;SG
밸리	ואלי	밸리	ואלי		PROPN
해럴드	הארולד	해럴드	הארולד	PROPN	PROPN
해럴드	הרולד	해럴드	הרולד	PROPN	PROPN
콘스탄틴	קונסטנטין	콘스탄틴	קונסטנטין		PROPN
소멸	היעלמות	소멸	היעלמות		N;FEM;SG
셰필드	שפילד	셰필드	שפילד	PROPN	PROPN
포커스	להתרכז	포커스	התרכז	N	V;NFIN
포커스	מיקוד	포커스	מיקוד	N	
포커스	פוקוס	포커스	פוקוס	N	PROPN
스트레스	דחק	스트레스	דחק	N	
스트레스	מתוחה	스트레스	מתוח	N	ADJ;FEM;SG
스트레스	מתוח	스트레스	מתוח	N	ADJ;MASC;SG
스트레스	לחוץ	스트레스	חץ	N	
스트레스	לחוצה	스트레스	לחוץ	N	ADV
분배	להפיץ	분배	הפיץ	N	V;NFIN;ACT
분배	לחלק	분배	חילק	N	V;NFIN;ACT
분배	חלוקתי	분배	חלוקתי	N	PROPN
오자와	אוזאווה	오자+와	אוזאווה	PROPN	PROPN
마루	מארו	마루	מארו		PROPN
클럭	שעון	클럭	שעון	N	PROPN
캠벨	קמבל	캠벨	קמבל		PROPN
캠벨	קמפבל	캠벨	קמפבל		PROPN
타이페이	טייפה	타이+페이	טייפה		PROPN
테이프	קלטת	테이프	קלטה		N;FEM;SG
테이프	קלטות	테이프	קלטת		N;FEM;PL
테이프	הקלטות	테이프	הקלטה		N;FEM;PL
체크	טיק	체크	טיק		PROPN
체크	המחאות	체크	המחאה		N;FEM;PL
어떻게든	איכשהוא	어떻+게+든	איכשהוא	ADV	PROPN
프로페셔널	מקצועיות	프로+시럽+네	מקצועיות		N;FEM;PL
프로페셔널	מקצוען	프로+시럽+네	מקצוען		PROPN
프로페셔널	מקצועית	프로+시럽+네	מקצועי		ADV
프로페셔널	מקצועי	프로+시럽+네	מקצועי		ADJ;MASC;SG
세련된	מעודנת	세련+되+ㄴ	מעודן	V	ADJ;FEM;SG
세련된	מעודן	세련+되+ㄴ	עודן	V	
린다	לינדה	리+ㄴ다	לינדה		PROPN
린다	לינדה	리+ㄴ다	לינדה		PROPN
양성자	פרוטון	양성자	פרוטון	N	PROPN
주차	חונה	주차	חונה		N;MASC;SG
주차	חנייה	주차	חנייה		N;FEM;SG
주차	חניה	주차	חנייה		N;FEM;SG
드러머	מתופף	드러데	מתופף	N	V;MASC;SG;V.PTCP;PASS
헤센	האסה	헤센	האסה	PROPN	PROPN
슈퍼맨	סופרמן	슈퍼맨	סופרמן		PROPN
베테랑	ותיק	베테랑	ותיק		ADJ;MASC;SG
말레이	המאלאי	말레+이	המאלאי	PROPN	PROPN
라임	ליים	라임	ליים		PROPN
희귀한	נדירים	희귀+하+ㄴ	נדיר	V	ADJ;MASC;PL
희귀한	נדירה	희귀+하+ㄴ	נדיר	V	ADJ;FEM;SG
희귀한	נא	희귀+하+ㄴ	None	V	
희귀한	נדיר	희귀+하+ㄴ	נדיר	V	
리스	רייס	리스	רייס		PROPN
시마	שימה	시마	שימה		PROPN
호출	להתקשר	호출	התקשר	N	V;NFIN
호출	תתקשר	호출	התקשר	N	V;FEM;SG;3;FUT
호출	התקשר	호출	התקשר	N	V;MASC;SG;3;PST
부처	בודהה	부처	בודהה	N	PROPN
허버트	הרברט	허버트	הרברט		PROPN
세네갈	סנגל	세네가+ㄹ	סנגל		PROPN
앤드류	אנדרו	앤드류	אנדרו	PROPN	PROPN
모차르트	מוצרט	모차르트	מוצרט	PROPN	PROPN
모차르트	מוצארט	모차르트	מוצארט	PROPN	PROPN
출산	לידת	출산	לידה	N	PROPN
버그	באג	버그	באג		PROPN
버그	באגים	버그	באגים		N;MASC;PL
버그	חרקים	버그	חרק		N;MASC;PL
버그	באגס	버그	באגס		PROPN
볼트	כספת	볼트	כסף	N	PROPN
볼트	בולט	볼트	בולט	N	ADJ;MASC;SG
수용소	גולאג	수용소	גולאג	N	PROPN
패스	מסירה	패스	מסירה		N;FEM;SG
켈빈	קלווין	켈빈	קלווין	N	PROPN
켈빈	קלווין	켈빈	קלווין	N	PROPN
페어리	פייה	페어리	פייה		PROPN
니콜	ניקול	니콜	ניקול		PROPN
올림피아코스	אולימפיאקוס	올림피아코스	אולימפיאקוס	PROPN	PROPN
멤피스	ממפיס	멤피스	המפיס	PROPN	PROPN
팔아	למכור	팔+아	מכר		V;NFIN;ACT
카렌	קרן	카렌	קרן		N;FEM;SG
카렌	קארן	카렌	קארן		PROPN
서사시	אפיק	서사시	אפיק	N	
서사시	אפי	서사시	אפי	N	
넥스트	הבא	넥스트	הבא		PROPN
새겨	חרוט	새기+어	חרוט		PROPN
새겨	חקוק	새기+어	חקוק		PROPN
알렉세이	אלכסיי	알렉세+이	אלכסיי	PROPN	PROPN
알렉세이	אלכסיי	알렉세+이	אלכסיי	PROPN	PROPN
알렉세이	אלכסיס	알렉세+이	אלכסיס	PROPN	PROPN
알렉세이	אלקסיס	알렉세+이	אלקסיס	PROPN	PROPN
폭스바겐	פולקסווגן	폭스+바럽+ㄴ	פולקסווגן		PROPN
펌프	משאבות	펌프	משאב	N	
데모	דמו	데모	דמו	N	ADV
아틀라스	אטלס	아틀라스	אטלס		PROPN
고모	דודה	고모	דוד	N	
우드	עץ	우드	עץ		N;MASC;SG
우드	ווד	우드	ווד		PROPN
십대	מתבגר	십대	התבגר	N	V;MASC;SG;V.PTCP
십대	מתבגרת	십대	התבגר	N	V;FEM;SG;V.PTCP
십대	מתבגרים	십대	התבגר	N	V;MASC;PL;V.PTCP
교외	פרבר	교외	פרבר	N	PROPN
교외	מהפרברים	교외	מהפרבר	N	PROPN
교외	הפרברים	교외	הפרבר	N	PROPN
도둑	גנבים	도둑	גניב		N;MASC;PL
도둑	שודד	도둑	שודד		N;MASC;SG
도둑	גנבת	도둑	גניבה		N;FEM;SG
도둑	גניבה	도둑	גניבה		N;FEM;SG
설명해	הסבר	설명+하+어	הסבר	V	N;MASC;SG
탄자니아	טנזניה	탄자니아	טנזניה	PROPN	PROPN
굿바이	להתראות	굿바+이	התראה		V;NFIN
파이프	מקטרת	파이프	קיטר		N;FEM;SG
파이프	צינור	파이프	צינור		N;MASC;SG
파이프	צנרת	파이프	צנרת		N;FEM;SG
파이프	צינורות	파이프	צינור		N;MASC;PL
파이프	צנרת	파이프	צנרת		N;FEM;SG
레오폴트	לאופולד	레오폴트	לאופולד	PROPN	PROPN
레오폴트	ליאופולד	레오폴트	ליאופולד	PROPN	PROPN
야망	שאיפה	야망	שאיפה		N;FEM;SG
야망	שאיפות	야망	שאיפות		N;FEM;SG
운임	פארס	운임	פארס	N	PROPN
신뢰성	אמינה	신뢰성	אמין	N	ADV
신뢰성	אמינים	신뢰성	אמין	N	ADJ;MASC;PL
프렌즈	ידידים	프렌즈	ידיד		N;MASC;PL
프렌즈	חברים	프렌즈	חבר		N;MASC;PL
드릴	מקדחה	드리+ㄹ	מקדחה		N;FEM;SG
드릴	תרגיל	드리+ㄹ	תרגיל		N;MASC;SG
사악한	רשע	사악+하+ㄴ	רשע	V	PROPN
사악한	רשעים	사악+하+ㄴ	רשעים	V	N;MASC;PL
탐색	עייני	탐색	עיין	N	PROPN
탐색	עיין	탐색	עיין	N	
탐색	נווט	탐색	נווט	N	PROPN
탐색	לנווט	탐색	ניווט	N	V;NFIN;ACT
탐색	לחקור	탐색	חקר	N	V;NFIN;ACT
탐색	גלה	탐색	גל	N	PROPN
탐색	גלי	탐색	גל	N	
탐색	ניווט	탐색	ניווט	N	PROPN
후추	פפר	후추	פפר		PROPN
후세인	חוסיין	후세+이+ㄴ	חוסיין	N	PROPN
피고	הואשם	피+고	הואשם		V;MASC;SG;3;PST;PASS
피고	מואשמת	피+고	הואשם		V;FEM;SG;V.PTCP;PASS
피고	מואשם	피+고	הואשם		V;MASC;SG;V.PTCP;PASS
피고	האשים	피+고	האשים		V;MASC;SG;3;PST;ACT
피고	נאשם	피+고	נאשם		N;MASC;SG
피고	נאשם	피+고	נאשם		N;MASC;SG
피고	הנאשם	피+고	הנאשם		PROPN
요인	פקטור	요인	פקטור	N	PROPN
보르도	בורדו	보르+도	בורדו	PROPN	PROPN
몽고메리	מונטגומרי	몽고메리	מונטגומרי	PROPN	PROPN
브리튼	בריטניה	브리튼	בריטניה	PROPN	PROPN
기부	לתרומה	기부	לתרומה	N	
기부	לתרום	기부	תרם	N	V;NFIN;ACT
기부	תרמי	기부	תרם	N	PROPN
조상	אבותינו	조상	אבותינו		PROPN
터너	טרנר	터너	טרנר		PROPN
긍정적	חיובית	긍정+적	חיובי	N	ADV
긍정적	חיובי	긍정+적	חיובי	N	ADJ;MASC;SG
긍정적	חיוביות	긍정+적	חיובי	N	ADJ;FEM;PL
모노	מונו	모노	מונה		V;PL;3;PST;PASS
하비	הארווי	하비	הארווי		PROPN
강풍	גייל	강풍	גייל	N	PROPN
인상	חיקוי	인상	חיקוי		N;MASC;SG
인상	רושם	인상	רושם		N;MASC;SG
작아	קטן	작+아	קטן		ADJ;MASC;SG
작아	קטנים	작+아	קטן		ADJ;MASC;PL
작아	קטנה	작+아	קטן		ADJ;FEM;SG
작아	קטנות	작+아	קטן		ADJ;FEM;PL
교도소	כלא	교도소	כלא	N	
교도소	כלא	교도소	כלא	N	
치킨	תרנגול	치키+ㄴ	תרנגול		N;MASC;SG
치킨	תרנגולת	치키+ㄴ	תרנגולת		N;FEM;SG
치킨	עופות	치키+ㄴ	עופה		N;MASC;PL
샬럿	שרלוט	샬럿	שרלוט	PROPN	PROPN
샬럿	שארלוט	샬럿	שארלוט	PROPN	PROPN
제출	הוגשה	제출	הוגש	N	V;FEM;SG;3;PST;PASS
제출	הגיש	제출	הגיש	N	V;MASC;SG;3;PST;ACT
제출	נשלחו	제출	נשלח	N	V;PL;3;PST;MID
제출	נשלח	제출	נשלח	N	V;MASC;SG;3;PST;MID
제출	נשלחה	제출	נשלח	N	V;FEM;SG;3;PST;MID
제출	שלח	제출	שלח	N	V;MASC;SG;3;PST
제출	שלחי	제출	שלח	N	
모리타	מוריטה	모리타	מוריטה		PROPN
전이	המעבר	전+이	המעבר		PROPN
극한	גבול	극한	גבול		N;MASC;SG
극한	מגבלה	극한	מגבלה		N;FEM;SG
극한	הגבלה	극한	הגבלה		N;FEM;SG
극한	קיצוניות	극한	קיצוני		ADJ;FEM;PL
극한	קיצוני	극한	קיצוני		N;MASC;SG
극한	אקסטרים	극한	אקסטרי		N;MASC;PL
극한	קיצונית	극한	קיצוני		ADV
양파	בצלים	양파	בצלים		N;MASC;PL
어니스트	ארנסט	어니스트	ארנסט	PROPN	PROPN
신뢰	אמין	신뢰	אמין		N;MASC;SG
신뢰	אמינות	신뢰	אמינות		N;FEM;SG
신뢰	אמינה	신뢰	אמין		ADV
신뢰	אמון	신뢰	אמון		N;MASC;SG
신뢰	ביטחון	신뢰	ביטחון		N;MASC;SG
신뢰	לבטוח	신뢰	בטח		V;NFIN;ACT
신뢰	אמון	신뢰	אמון		N;MASC;SG
신뢰	מהימן	신뢰	מהימן		N;MASC;SG
신뢰	בטחה	신뢰	בטח		PROPN
솔루션	פיתרון	솔루션	פיתרון	N	PROPN
솔루션	הפתרון	솔루션	הפתרון	N	PROPN
상영	הקרין	상영	הקרין	N	V;MASC;SG;3;PST;ACT
파업	סטרייק	파업	סטרייק	N	PROPN
바나나	בננה	바나나	בננה		PROPN
확인하기	אשר	확인+하+기	אשר	V	CONJ
확인하기	אישור	확인+하+기	אישור	V	N;MASC;SG
확인하기	אשרי	확인+하+기	אשר	V	
흥미로운	מענין	흥미+롭+ㄴ	None		V;MASC;SG;V.PTCP;ACT
흥미로운	מעניינת	흥미+롭+ㄴ	עניין		V;FEM;SG;V.PTCP;ACT
흥미로운	מעניינים	흥미+롭+ㄴ	מעניין		N;MASC;PL
흥미로운	מעניין	흥미+롭+ㄴ	מעניין		ADJ;MASC;SG
자라고	גדלים	자라+고	גודל		N;MASC;PL
자라고	הגדלה	자라+고	הגדלה		N;FEM;SG
벚꽃	דובדבנים	벚꽃	דובדבן		N;MASC;PL
벚꽃	הדובדבן	벚꽃	הדובדבן		PROPN
벚꽃	דובדבן	벚꽃	דובדבן		PROPN
마스코트	קמע	마스코트	קמע		N;MASC;SG
마스코트	קמיע	마스코트	קמיע		PROPN
앙카라	אנקרה	앙카라	אנקרה	PROPN	PROPN
컨벤션	כנסים	컨벤션	כנס		N;MASC;PL
두번	פעמיים	두+번	פעמיים		ADV
학기	סמסטר	학기	סמסטר	N	PROPN
쇼핑몰	הקניון	쇼핑몰	הקניון	N	PROPN
쇼핑몰	קניון	쇼핑몰	קניון	N	PROPN
폭격기	מחבל	폭격기	חיבל	N	PROPN
폭격기	המחבל	폭격기	המחבל	N	PROPN
액세스	הגישה	액세스	הגיש	N	V;FEM;SG;3;PST;ACT
엘리엇	אליוט	엘리엇	אליוט		PROPN
엘리엇	אליוט	엘리엇	אליוט		PROPN
케이스	קייס	케이스	קייס	N	PROPN
추방	לגרש	추방	גירש	N	V;NFIN;ACT
추방	שהוגלה	추방	שהוגלה	N	PROPN
추방	מגורש	추방	מגורש	N	V;MASC;SG;V.PTCP;PASS
추방	גורש	추방	גורש	N	PROPN
발리	מטח	발리	מטח		N;MASC;SG
트럼펫	חצוצרה	트럼펫	חצוצרה		PROPN
마거릿	מרגרט	마거릿	מרגרט	PROPN	PROPN
캔터베리	קנטרברי	캔터베리	קנטרברי		PROPN
전류	נוכחית	전류	נוכחי	N	ADV
전류	נוכחי	전류	נוכחי	N	
브로드웨이	ברודוויי	브로드웨+이	ברודוויי	PROPN	PROPN
해리슨	הריסון	해리슨	הריסון		PROPN
해리슨	האריסון	해리슨	האריסון		PROPN
마켓	שוק	마켓	שוק		N;MASC;SG
마켓	מרקט	마켓	מרקט		PROPN
베이루트	ביירות	베이루트	בירות	PROPN	PROPN
윈저	וינדזור	윈저	וינדזור		PROPN
매달	חודשי	매달	חודש		PROPN
매달	חודשיים	매달	חודש		N;MASC;DU
매달	חודשית	매달	חודשי		ADV
트레인	הרכבת	트레인	הרכבה		N;FEM;SG
트레인	טריין	트레인	טריין		PROPN
트레인	רכבת	트레인	רכבת		N;FEM;SG
브리티시	בריטים	브리티시	בריטי	PROPN	N;MASC;PL
브리티시	בריטי	브리티시	בריטי	PROPN	N;MASC;SG
브리티시	בריטית	브리티시	בריטי	PROPN	PROPN
푸드	מזון	푸드	מזון		N;MASC;SG
푸드	אוכל	푸드	אוכל		N;MASC;SG
푸드	מאכל	푸드	מאכל		N;MASC;SG
베른	ברן	베르+ㄴ	ברן		PROPN
색소폰	סקסופון	색소폰	סקסופון	N	PROPN
색소폰	הסקסופון	색소폰	הסקסופון	N	PROPN
산란	פיזור	산랗+ㄴ	פיזור		N;MASC;SG
조각가	פסל	조각+가	פסל	N	PROPN
루카스	לוקאס	루카스	לוקאס	PROPN	PROPN
루카스	לוקס	루카스	לוקס	PROPN	PROPN
경향	נוטות	경향	נטה	N	V;FEM;PL;V.PTCP;ACT
길드	גילדה	길드	גילדה	N	PROPN
라이센스	רישיונות	라이센스	רישיון		N;MASC;PL
라이센스	רישיון	라이센스	רישיון		N;MASC;SG
라이센스	רישיון	라이센스	רישיון		N;MASC;SG
라이센스	הרישיון	라이센스	הרישיון		N;MASC;SG
르노	רינו	르노	רינו	PROPN	PROPN
르노	רנו	르노	רן	PROPN	PROPN
르노	רנו	르노	רן	PROPN	PROPN
교통량	התנועה	교통량	התנועה	N	V;MASC;SG;3;PST
파스칼	פסקל	파스칼	פסקל		PROPN
웨스트민스터	ווסטמינסטר	웨스트+형태터	ווסטמינסטר		PROPN
창의	יצירתיות	창의	יצירתי		N;FEM;SG
스킴	מזימות	스킴	הזים		N;FEM;PL
하나님	אלהים	하나님	אלהים	PROPN	PROPN
하나님	אלוקים	하나님	אלוק	PROPN	N;MASC;PL
하나님	אלוהים	하나님	אלוהים	PROPN	N;MASC;SG
기념비	האנדרטה	기념비	האנדרטה	N	PROPN
튜링	טיורינג	튜링	טיורינג	N	PROPN
마사	האדון	마사	האדון		PROPN
마사	מרתה	마사	מרתה		PROPN
저주	קילל	저주	קילל	N	V;MASC;SG;3;PST;ACT
저주	מקוללת	저주	קולל	N	
저주	מקולל	저주	קולל	N	
생물학자	ביולוג	생물+학자	ביולוג	N	PROPN
밀레니엄	מילניום	밀레니엄	מילניום		PROPN
밀레니엄	המילניום	밀레니엄	המילניום		PROPN
판타스틱	פנטסטית	판타스틱	פנטזטי		ADV
판타스틱	פנטסטי	판타스틱	פנטסטי		PROPN
카나리아	הקנריים	카나리아	הקנריים	PROPN	N;MASC;PL
노아	נוח	노아	נוח		ADJ;MASC;SG
노아	נואה	노아	נואה		PROPN
무죄	תמים	무죄	תמים	N	
히로인	הירו	히로+이+ㄴ	היר	V	PROPN
노출	שדון	노출	שדון	N	
어른	בוגרת	어른	בוגר		N;FEM;SG
어른	מבוגר	어른	מבוגר		ADJ;MASC;SG
어른	בוגרים	어른	בוגר		N;MASC;PL
어른	מבוגרים	어른	מבוגר		N;MASC;PL
기네스	גינס	기네스	גינס		PROPN
퓨처	עתיד	퓨처	עתיד		N;MASC;SG
퓨처	עתידי	퓨처	עתידי		ADJ;MASC;SG
퓨처	העתיד	퓨처	העתיד		ADV
총통	הפיהרר	총통	הפיהר	N	PROPN
총통	פיהרר	총통	פהרר	N	PROPN
윈스턴	וינסטון	윈스턴	וינסטון		PROPN
윈스턴	ווינסטון	윈스턴	ווינסטון		PROPN
포니	פוני	포니	פוני		PROPN
클라우스	קלאוס	클라우스	קלאוס	PROPN	PROPN
봄이	אביב	봄+이	אביב		N;MASC;SG
봄이	מעיין	봄+이	מעיין		PROPN
봄이	האביב	봄+이	האביב		V;MASC;SG;3;PST;ACT
봄이	קפיץ	봄+이	קפיץ		N;MASC;SG
호르몬	הורמון	호르몬	הורמון	N	PROPN
자라	זארה	자+이+라	זארה		PROPN
자라	גדלים	자+이+라	גודל		N;MASC;PL
자라	לגדול	자+이+라	גדל		V;NFIN;ACT
자라	תגדל	자+이+라	גדל		V;FEM;SG;3;FUT
리노	לינוס	리노	לינוס		PROPN
리노	ליינוס	리노	ליינוס		PROPN
리노	רינו	리노	רינו		PROPN
리노	רנו	리노	רן		PROPN
퀘스트	המסע	퀘스트	המסע	N	
코르도바	קורדובה	코르도바	קורדובה	PROPN	PROPN
코르도바	קורדובה	코르도바	קורדובה	PROPN	PROPN
와이오밍	ויומינג	와이오밍	ויומינג	PROPN	PROPN
페이	פיי	페이	פיי		PROPN
노트북	מחברות	노트북	מחברה	N	
노트북	מחברת	노트북	חיבר	N	V;FEM;SG;V.PTCP;ACT
설사	שלשול	설사	שלשול	ADV	N;MASC;SG
로그인	התחברות	로그인	התחברות	N	ADJ;FEM;SG
로그인	התחבר	로그인	התחבר	N	V;MASC;SG;3;PST
기욤	גיום	기욤	גיום	N	PROPN
살인자	רוצח	살인자	רצח		PROPN
