של	شيل	של	شيل	PART;GEN	
חסימה	بلوك	חסימה	بَلوَك	N;FEM;SG	
חסימה	محظور	חסימה	مَحظُور	N;FEM;SG	ADJ;NOM;INDF;MASC;SG
שתיהן	كلاهما	שתיים	كلاهما	PRO;FEM;PL;3	
דיור	مساكن	דיור	مَسكَن	N;MASC;SG	N;NOM;INDF;PL
דיור	المساكن	דיור	مَسكَن	N;MASC;SG	N;NOM;DEF;PL
דיור	ديور	דיור	دَير	N;MASC;SG	
רו	r	None	لَ		
רו	روو	None	روو		
טבריה	طبريا	טבריה	طِبرِيّ	PROPN	
זכרונות	الذكريات	זכרון	ذُكرِيّ	N;MASC;PL	
זכרונות	ذكري	זכרון	ذُكرِيّ	N;MASC;PL	
זכרונות	ذكريات	זכרון	ذكريات	N;MASC;PL	ADJ;NOM;INDF;FEM;PL
מוסלמי	المسلم	מוסלמי	مُسلِم	PROPN	N;NOM;DEF;SG
מוסלמי	مسلم	מוסלמי	مُسلِم	PROPN	N;NOM;INDF;SG
מוסלמי	اسلامي	מוסלמי	إِسلَامِيّ	PROPN	ADJ;NOM;INDF;MASC;SG
מוסלמי	مسلمة	מוסלמי	مُسلِم	PROPN	ADJ;NOM;INDF;FEM;SG
מעיין	ربيع	מעיין	ربيع	PROPN	
מעיין	الربيع	מעיין	رَبِيع	PROPN	N;NOM;DEF;SG
מעיין	النافورة	מעיין	النافورة	PROPN	N;NOM;DEF;SG
מעיין	نافورة	מעיין	نافورة	PROPN	N;NOM;INDF;SG
הנציב	مفوضة	הנציב	مفوضة	PROPN	N;NOM;INDF;SG
הנציב	المفوض	הנציב	مُفَوَّض	PROPN	N;NOM;DEF;SG
הנציב	مفوض	הנציב	مفوض	PROPN	N;NOM;INDF;SG
הנציב	المفوضة	הנציב	مُفَوَّض	PROPN	N;NOM;DEF;SG
נלקחו	اخذ	נלקח	أَخذ	V;PL;3;PST;MID	V;PFV;MASC;SG;3;ACT
נלקחו	ماخوذ	נלקח	ماخوذ	V;PL;3;PST;MID	
נלקחו	تؤخذ	נלקח	أَخَذ	V;PL;3;PST;MID	V;IPFV;FEM;IND;SG;3;FIN;ACT
נלקחו	المتخذة	נלקח	مُتَّخَذ	V;PL;3;PST;MID	ADJ;NOM;DEF;FEM;SG
הונגרי	هنغاريا	הונגרי	هِنغَارِيّ	PROPN	
הונגרי	الهنغارية	הונגרי	هَنغَارِيّ	PROPN	ADJ;NOM;DEF;FEM;SG
הובא	جلبت	הובא	جَلَب	V;MASC;SG;3;PST;PASS	V;PFV;FEM;SG;3;ACT
הובא	احضرت	הובא	أَحضَر	V;MASC;SG;3;PST;PASS	V;PFV;FEM;SG;3;ACT
לאשר	تاكيد	אישר	تَأكِيد	V;NFIN;ACT	N;NOM;INDF;SG
לאשר	التاكيد	אישר	التاكيد	V;NFIN;ACT	N;NOM;DEF;SG
אווירי	جوية	אווירי	جَوِّيّ	N;MASC;SG	ADJ;NOM;INDF;FEM;SG
ותיק	المخضرم	ותיק	مُخَضرِر	ADJ;MASC;SG	N;NOM;DEF;SG
סגירת	الاغلاق	סגירה	إِغلَاق	N;PSSD;FEM;SG	N;NOM;DEF;SG
סגירת	اغلاق	סגירה	إِغلَاق	N;PSSD;FEM;SG	N;NOM;INDF;SG
אדמונד	ادموند	אדמונד	ادموند	PROPN	
חמישים	fifty	חמישים	fifty	NUM;SG	
כיפת	قبة	כיפה	قبة	PROPN	N;NOM;INDF;SG
כיפת	القبة	כיפה	قِبَّة	PROPN	N;NOM;DEF;SG
ישי	جيسي	ישי	جيسي	PROPN	
שגריר	السفيرة	שגריר	سَفِيرَة	PROPN	N;NOM;DEF;SG
שגריר	سفير	שגריר	سَفِير	PROPN	N;NOM;INDF;SG
שגריר	السفير	שגריר	سَفِير	PROPN	N;NOM;DEF;SG
דפנה	دافني	דפנה	دافني	PROPN	
דפנה	الغار	דפנה	غَار	PROPN	N;NOM;DEF;SG
דפנה	لوريل	דפנה	لُورِيل	PROPN	
דפנה	الدفنة	דפנה	دَفنَة	PROPN	N;NOM;DEF;SG
עמוקה	عميقا	עמוק	عَمِيق	ADV	ADJ;ACC;INDF;MASC;SG
עמוקה	عميق	עמוק	عَمِيق	ADV	ADJ;NOM;INDF;MASC;SG
עמוקה	عميقة	עמוק	عَمِيق	ADV	ADJ;NOM;INDF;FEM;SG
עמוקה	عمق	עמוק	عُمق	ADV	N;NOM;INDF;SG
בור	جاهل	בור	جَاهِل		ADJ;NOM;INDF;MASC;SG
ריח	شم	ריח	شم	N;MASC;SG	
חשב	اعتقدت	חשב	اِعتَقَد	N;MASC;SG	V;PFV;FEM;SG;3;ACT
חשב	ظننت	חשב	ظَنَّن	N;MASC;SG	V;PFV;MASC;SG;1;ACT
חשב	ظن	חשב	ظِن	N;MASC;SG	
חשב	فكرت	חשב	فكرت	N;MASC;SG	V;PFV;FEM;SG;3;ACT
מאט	مات	האט	مَات		V;PFV;MASC;SG;3;ACT
לח	رطبة	לח	رُطبَة		ADJ;NOM;INDF;FEM;SG
לח	رطب	לח	رَطَب		N;NOM;INDF;SG
סוזן	سوزان	סוזן	سُوزَان	PROPN	
אקו	صدى	אקו	صَدَى		N;NOM;INDF;SG
אקו	الصدى	אקו	صَدَى		N;NOM;DEF;SG
אקו	ايكو	אקו	ايكو		
ברוק	بروك	ברוק	بروك	PROPN	
בטהובן	بيتهوفن	בטהובן	بيتهوفن	PROPN	
גינאה	لغينيا	גינאה	لغينيا	PROPN	N;NOM;DEF;SG
גינאה	غينيا	גינאה	غِينِيّ	PROPN	
תאילנד	تايلند	תאילנד	تايلند	PROPN	
תאילנד	تايلاند	תאילנד	تَايلَاند	PROPN	
מכוונת	المتعمد	מכוון	مُتَعَمِّد	ADJ;FEM;SG	
מכוונת	متعمد	מכוון	متعمد	ADJ;FEM;SG	
מסגד	جامع	מסגד	جَامِع	PROPN	ADJ;NOM;INDF;MASC;SG
מסגד	مسجد	מסגד	مَسجِد	PROPN	N;NOM;INDF;SG
מסגד	المسجد	מסגד	مَسجِد	PROPN	N;NOM;DEF;SG
מסגד	الجامع	מסגד	جَامِع	PROPN	N;NOM;DEF;SG
כבשה	الخراف	כבש	خِرَاف	N;FEM;SG	N;NOM;DEF;PL
כבשה	الاغنام	כבש	إِغنَام	N;FEM;SG	N;NOM;DEF;PL
כבשה	خروف	כבש	خَرف	N;FEM;SG	
ראויים	تستاهل	ראוי	تَسَتَّل	ADJ;MASC;PL	
דיי	داي	די	داي		
ממשק	واجهة	ממשק	وَاجِهَة		N;NOM;INDF;SG
ממשק	الواجهة	ממשק	وَاجِهَة		N;NOM;DEF;SG
פז	فيز	פז	فَيِّز	PROPN	
פז	فاس	פז	فَاس	PROPN	
עבדאללה	عبدالله	עבדאללה	عَبداَللّٰه	PROPN	PROPN
יוונים	اليونانيون	יוון	يُونَانِيّ	N;MASC;PL	ADJ;NOM;DEF;MASC;PL
יוונים	يوناني	יוון	يُونَانِيّ	N;MASC;PL	ADJ;NOM;INDF;MASC;SG
יוונים	يونانية	יוון	يُونَانِيّ	N;MASC;PL	ADJ;NOM;INDF;FEM;SG
יוונים	اليوناني	יוון	يُونَانِيّ	N;MASC;PL	ADJ;NOM;DEF;MASC;SG
יוונים	اليونانية	יוון	يُونَانِيّ	N;MASC;PL	ADJ;NOM;DEF;FEM;SG
קרוליינה	كارولاينا	קרוליינה	كارولاينا	PROPN	
קרוליינה	كارولينا	קרוליינה	كارولينا	PROPN	
פרסומים	ينشر	פרסום	نَشَر	N;MASC;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
שד	عفريت	שד	عفريت		
שד	شيطان	שד	شِيطَان		N;NOM;INDF;SG
שד	الصدر	שד	الصدر		
שד	الثدي	שד	ثَدِيّ		N;NOM;DEF;SG
שורשים	الجذور	שורש	الجذور	N;MASC;PL	N;NOM;DEF;SG
מתקדמת	التدريجي	התקדם	تَدرِيجِيّ	V;FEM;SG;V.PTCP	ADJ;NOM;DEF;MASC;SG
מתקדמת	تدريجي	התקדם	تَدرِيجِيّ	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
מתקדמת	متقدم	התקדם	مُتَقَدِّم	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
מתקדמת	متقدمة	התקדם	مُتَقَدِّم	V;FEM;SG;V.PTCP	ADJ;NOM;INDF;FEM;SG
מתקדמת	المتقدمة	התקדם	مُتَقَدِّم	V;FEM;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG
מתקדמת	المتقدم	התקדם	مُتَقَدِّم	V;FEM;SG;V.PTCP	ADJ;NOM;DEF;MASC;SG
איאן	ايان	איאן	إِيَان	PROPN	
חוב	الديون	חוב	دَين	N;MASC;SG	N;NOM;DEF;PL
לוקאס	لوكاس	לוקאס	لوكاس	PROPN	
יוצרו	المصنعة	הוצר	مُصَنَّع	V;PL;3;PST;PASS	N;NOM;DEF;SG
תומכת	داعم	תמך	دَاعِم	V;FEM;SG;V.PTCP;ACT	ADJ;NOM;INDF;MASC;SG
תומכת	داعمة	תמך	دَاعِم	V;FEM;SG;V.PTCP;ACT	ADJ;NOM;INDF;FEM;SG
תומכת	يدعم	תמך	دَعَم	V;FEM;SG;V.PTCP;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
תומכת	تؤيد	תמך	أَيَّد	V;FEM;SG;V.PTCP;ACT	V;IPFV;FEM;IND;SG;3;FIN;ACT
מחר	الغد	מחר	غَد	ADV	N;NOM;DEF;SG
מחר	بكره	מחר	بكره	ADV	PRO;ACC;MASC;SG;3
מחר	بكرا	מחר	بكرا	ADV	N;ACC;INDF;SG
מחר	بكرة	מחר	بَكرَة	ADV	N;NOM;INDF;SG
מחר	غدا	מחר	غَد	ADV	N;ACC;INDF;SG
עצמאיים	المستقل	עצמאי	مُستَقِلّ	ADJ;MASC;PL	ADJ;NOM;DEF;MASC;SG
עצמאיים	مستقل	עצמאי	مُستَقِلّ	ADJ;MASC;PL	ADJ;NOM;INDF;MASC;SG
עצמאיים	مستقلة	עצמאי	مُستَقِلّ	ADJ;MASC;PL	ADJ;NOM;INDF;FEM;SG
עצמאיים	المستقلة	עצמאי	مُستَقِلّ	ADJ;MASC;PL	ADJ;NOM;DEF;FEM;SG
בפורמט	نسق	בפורמט	نَسَق		N;NOM;INDF;SG
בפורמט	الشكل	בפורמט	شَكل		N;NOM;DEF;SG
בפורמט	تنسيق	בפורמט	تَنسِيق		N;NOM;INDF;SG
אוונס	اوينز	אוונס	أُوينز	PROPN	
אוונס	ايفانز	אוונס	ايفانز	PROPN	
פילדלפיה	فيلادلفيا	פילדלפיה	فِيلَادِلفِيَا	PROPN	
פילדלפיה	فيلاديلفيا	פילדלפיה	فيلاديلفيا	PROPN	
דליה	داليا	דליה	دَالِي	PROPN	
אטלנטה	اتلانتا	אטאלנטה	اِتِّلَان	PROPN	
לצייר	ارسم	צייר	ارسم	V;NFIN;ACT	
לצייר	رسم	צייר	رَسم	V;NFIN;ACT	N;NOM;INDF;SG
האיטלקים	الايطاليين	האיטלקי	إِيطَالِيّ	PROPN	ADJ;NOM;DEF;MASC;PL
שיווק	تسويق	שיווק	تَسوِيق	PROPN	N;NOM;INDF;SG
שיווק	التسويق	שיווק	تَسوِيق	PROPN	N;NOM;DEF;SG
תג	تاغ	תג	تاغ		
תג	الشارة	תג	شَارَّة		N;NOM;DEF;SG
תג	شارة	תג	شَارَّة		N;NOM;INDF;SG
בספק	الشك	בספק	شَكّ	ADV	N;NOM;DEF;SG
בספק	اشك	בספק	شَكّ	ADV	
בספק	شك	בספק	شَكّ	ADV	N;NOM;INDF;SG
בספק	اشك	בספק	شَكّ	ADV	
בוא	تعالي	בוא	تَعَالَى		
בוא	تعالى	בוא	تَعَالَى		
בוא	تعالوا	בוא	تَعَالَى		V;PFV;MASC;PL;3;ACT
בוא	تعال	בוא	عَال		
גופי	جوفي	גוף	جوفي	N;MASC;PL	
עדה	شهد	עדה	شَهِد		V;PFV;MASC;SG;3;ACT
עדה	شاهد	עדה	شَاهَد		
עדה	شاهدة	עדה	شَاهِدَة		ADJ;NOM;INDF;FEM;SG
עדה	الشاهد	עדה	شَاهِد		N;NOM;DEF;SG
עדה	ادا	עדה	أَدَّا		CONJ
נאמנות	وفاء	נאמנות	وفاء	N;FEM;SG	
נאמנות	وفاء	נאמנות	وفاء	N;FEM;SG	
סטטוס	الوضع	סטטוס	وَضع		N;NOM;DEF;SG
סטטוס	الحالة	סטטוס	حَالَة		N;NOM;DEF;SG
סטטוס	حالة	סטטוס	حَالَة		N;NOM;INDF;SG
סינית	الصينيون	סיני	صِينِيّ	PROPN	ADJ;NOM;DEF;MASC;PL
סינית	صيني	סיני	صِينِيّ	PROPN	ADJ;NOM;INDF;MASC;SG
סינית	الصينية	סיני	صِينِيّ	PROPN	ADJ;NOM;DEF;FEM;SG
סינית	صينية	סיני	صِينِيّ	PROPN	ADJ;NOM;INDF;FEM;SG
לשונית	تاب	לשונית	تَاب	ADV	
לשונית	لسان	לשונית	لِسَان	ADV	N;NOM;INDF;SG
הדרקון	تنين	הדרקון	تَنَيَّن	PROPN	
הדרקון	التنين	הדרקון	تَنَيَّن	PROPN	N;NOM;DEF;SG
תיקו	ارسم	תיקו	ارسم	N;MASC;SG	
טס	تيس	טס	تيس	N;MASC;SG	
טס	تس	טס	تس	N;MASC;SG	V;IPFV;FEM;IND;SG;3;FIN;PASS
אדון	مستر	אדון	مَستَر		
אדון	معلمي	אדון	مُعَلِّم		N;NOM;INDF;PL
אדון	ماجستير	אדון	ماجستير		
אדון	معلم	אדון	مُعَلِّم		N;NOM;INDF;SG
אדון	ماستر	אדון	ماستر		
אדון	المعلم	אדון	مُعلِم		N;NOM;DEF;SG
גרים	غريم	גר	غريم	N;MASC;PL	
גרים	قاتمة	גר	قَاتِم	N;MASC;PL	ADJ;NOM;INDF;FEM;SG
ואדי	وادي	ואדי	وادي	PROPN	
ארבעים	الاربعين	ארבעים	أَربَعُون	NUM;SG	N;NOM;DEF;DU
מציינים	لوحظ	ציין	لَاحَظ	V;MASC;PL;V.PTCP;ACT	V;PFV;MASC;SG;3;PASS
פועלות	العمال	פעל	عَامِل	V;FEM;PL;V.PTCP;ACT	N;NOM;DEF;PL
פועלות	العاملون	פעל	عَامِل	V;FEM;PL;V.PTCP;ACT	N;NOM;DEF;PL
פועלות	عمال	פעל	عَامِل	V;FEM;PL;V.PTCP;ACT	N;NOM;INDF;PL
כס	عرش	כס	عَرش		
כס	العرش	כס	عَرش		N;NOM;DEF;SG
שליח	رسول	שליח	رَسُول	N;MASC;SG	
שליח	m	שליח	فَ	N;MASC;SG	
הלוגו	شعار	הלוגו	شِعَار	PROPN	N;NOM;INDF;SG
הלוגו	الشعار	הלוגו	شِعَار	PROPN	N;NOM;DEF;SG
לרנר	ليرنر	לרנר	ليرنر	PROPN	
עירונית	الحضر	עירוני	حَضَر	ADV	N;NOM;DEF;SG
עירונית	حضرية	עירוני	حَضَرِيّ	ADV	ADJ;NOM;INDF;FEM;SG
עירונית	الحضري	עירוני	حَضَرِيّ	ADV	
עירונית	الحضرية	עירוני	حَضَرِيّ	ADV	N;NOM;DEF;SG
עירונית	حضري	עירוני	حضري	ADV	
היגר	هاجر	היגר	هاجر	PROPN	
דגן	الحبوب	דגן	حَبّ	PROPN	N;NOM;DEF;PL
מידות	ابعاد	מידה	ابعاد	N;FEM;PL	N;NOM;INDF;SG
הקצה	الحافة	הקצה	حَافّ		N;NOM;DEF;SG
הקצה	حافة	הקצה	حَافّ		N;NOM;INDF;SG
חיצונית	الخارجية	חיצוני	خَارِجِيَّة	ADV	N;NOM;DEF;SG
חיצונית	خارجي	חיצוני	خَارِجِيّ	ADV	ADJ;NOM;INDF;MASC;SG
חיצונית	خارجية	חיצוני	خَارِجِيَّة	ADV	N;NOM;INDF;SG
הוקרה	تكريم	הוקר	تَكرِيم	V;FEM;SG;3;PST;PASS	N;NOM;INDF;SG
הוקרה	اشادة	הוקר	إِشَادَة	V;FEM;SG;3;PST;PASS	N;NOM;INDF;SG
נהנה	الاستمتاع	נהנה	اِستِمتَاع	V;MASC;SG;V.PTCP;MID	N;NOM;DEF;SG
נחושת	النحاس	נחושה	نُحَاس		N;NOM;DEF;SG
שוטר	ضابطة	שוטר	ضَابِط	N;MASC;SG	ADJ;NOM;INDF;FEM;SG
נתנה	وهب	נתן	وَهَب	V;FEM;SG;3;PST	
קתולית	كاثوليكية	קתולי	كَاثُولِيكِيّ	ADV	
קתולית	كاثوليكي	קתולי	كاثوليكي	ADV	
קתולית	الكاثوليكية	קתולי	كَاثُولِيكِيّ	ADV	N;NOM;DEF;SG
הרולד	هارولد	הרולד	هارولد	PROPN	
ההעפלה	nf	ההעפלה	مَثّ	PROPN	
המבורג	هامبورج	להמבורג	هَامبُورج	PROPN	
המבורג	هامبورغ	להמבורג	هامبورغ	PROPN	
לטינית	اللاتينية	לטיני	اللاتينية	ADV	
לטינית	لاتينية	לטיני	لاتينية	ADV	ADJ;NOM;INDF;FEM;SG
לטינית	لاتينية	לטיני	لاتينية	ADV	ADJ;NOM;INDF;FEM;SG
חינוכית	التعليمية	חינוכי	تَعلِيمِيّ	ADV	ADJ;NOM;DEF;FEM;SG
חינוכית	تعليمية	חינוכי	تَعلِيمِيّ	ADV	ADJ;NOM;INDF;FEM;SG
חינוכית	تربوية	חינוכי	تَربَوِيّ	ADV	ADJ;NOM;INDF;FEM;SG
הבעל	الزوج	הבעל	زَوج		N;NOM;DEF;SG
הבעל	زوجي	הבעל	زَوجِيّ		
הבעל	زوج	הבעל	زَوج		N;NOM;INDF;SG
נסים	معجزات	נסים	مُعَجِّز	PROPN	N;NOM;INDF;PL
נסים	المعجزات	נסים	مُعَجِّز	PROPN	N;NOM;DEF;PL
הבונים	القنادس	הבון	قُندُس	N;MASC;PL	N;NOM;DEF;SG
סקסוניה	ساكسونيا	סקסוניה	ساكسونيا	PROPN	
נוהל	الاجراء	נוהל	إِجرَاء	PROPN	N;NOM;DEF;SG
נוהל	الاجراءات	נוהל	إِجرَاء	PROPN	N;NOM;DEF;PL
נוהל	اجراء	נוהל	إِجرَاء	PROPN	N;NOM;INDF;SG
לבה	لافا	לב	لافا		
לבה	الحمم	לב	حَمم		N;NOM;DEF;SG
פרויד	فرويد	פרויד	فرويد	PROPN	N;NOM;INDF;PL
כתובים	كتب	כתוב	كَتَب	N;MASC;PL	V;PFV;MASC;SG;3;ACT
כתובים	مكتوب	כתוב	مَكتُوب	N;MASC;PL	
כתובים	خطية	כתוב	خَطِّيّ	N;MASC;PL	ADJ;NOM;INDF;FEM;SG
כתובים	مكتوبة	כתוב	مَكتُوب	N;MASC;PL	ADJ;NOM;INDF;FEM;SG
פסגת	قمة	פסגה	قِمَّة	PROPN	N;NOM;INDF;SG
פסגת	ذروة	פסגה	ذُروَة	PROPN	N;NOM;INDF;SG
פסגת	القمة	פסגה	قِمَّة	PROPN	N;NOM;DEF;SG
פסגת	الذروة	פסגה	ذَروَة	PROPN	N;NOM;DEF;SG
קלן	كولونيا	בקלן	كُولُونِيَا	PROPN	
מקבילים	مواز	הקביל	مَازّ	V;MASC;PL;V.PTCP;ACT	N;NOM;INDF;SG
מקבילים	بالتوازي	הקביל	بالتوازي	V;MASC;PL;V.PTCP;ACT	N;NOM;DEF;SG
מקבילים	متوازية	הקביל	مُتَوَازِي	V;MASC;PL;V.PTCP;ACT	ADJ;NOM;INDF;FEM;SG
מקבילים	موازية	הקביל	مُوَازِي	V;MASC;PL;V.PTCP;ACT	ADJ;NOM;INDF;FEM;SG
מקבילים	الموازي	הקביל	مَوزِي	V;MASC;PL;V.PTCP;ACT	N;NOM;DEF;SG
גארי	غاري	גארי	غاري	PROPN	
גארי	قاري	גארי	قاري	PROPN	ADJ;NOM;INDF;MASC;SG
גארי	جاري	גארי	جاري	PROPN	
הבטיח	الموعود	הבטיח	مَوعُود	V;MASC;SG;3;PST;ACT	ADJ;NOM;DEF;MASC;SG
טאון	تاون	טאון	تَاون	PROPN	
טאון	بلدة	טאון	بَلدَة	PROPN	N;NOM;INDF;SG
טאון	المدينة	טאון	مَدِينَة	PROPN	N;NOM;DEF;SG
טאון	البلدة	טאון	بَلدَة	PROPN	N;NOM;DEF;SG
זרע	المني	זרע	مَنِيّ		N;NOM;DEF;SG
זרע	المني	זרע	مَنِيّ		N;NOM;DEF;SG
זרע	البذور	זרע	بَذر		N;NOM;DEF;PL
זרע	بذرة	זרע	بِذرَة		N;NOM;INDF;SG
בנט	بينيت	בנט	بَينِيّ		
בנט	عازمة	בנט	عَازِم		ADJ;NOM;INDF;FEM;SG
נהרסו	دمر	נהרס	دَمَّر	V;PL;3;PST;MID	V;PFV;MASC;SG;3;ACT
נהרסו	دمرت	נהרס	دَمَّر	V;PL;3;PST;MID	V;PFV;FEM;SG;3;ACT
פקודה	الطلبات	פקודה	طَلَب	N;FEM;SG	N;NOM;DEF;PL
פקודה	الاوامر	פקודה	الاوامر	N;FEM;SG	N;NOM;DEF;PL
פקודה	اوامر	פקודה	أَمر	N;FEM;SG	N;NOM;INDF;PL
פקודה	طلبات	פקודה	طَلَب	N;FEM;SG	N;NOM;INDF;PL
שבתאי	ساترن	שבתאי	ساترن		
שבתאי	زحل	שבתאי	زَحل		
מוערך	المقدرة	הוערך	مُقَدِّر	V;MASC;SG;V.PTCP;PASS	N;NOM;DEF;SG
מוערך	قدرت	הוערך	قَدَّر	V;MASC;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;PASS
מוערך	يقدر	הוערך	قَدَّر	V;MASC;SG;V.PTCP;PASS	V;IPFV;MASC;IND;SG;3;FIN;PASS
מוערך	اقدر	הוערך	أَقدَر	V;MASC;SG;V.PTCP;PASS	
מוערך	تقدر	הוערך	قَدَّر	V;MASC;SG;V.PTCP;PASS	V;IPFV;FEM;IND;SG;3;FIN;PASS
מוערך	نقدر	הוערך	نقدر	V;MASC;SG;V.PTCP;PASS	
מעוניינים	المهتمة	מעוניין	مُهتَمّ	ADJ;MASC;PL	N;NOM;DEF;SG
מעוניינים	مهتمة	מעוניין	مُهتَمّ	ADJ;MASC;PL	ADJ;NOM;INDF;FEM;SG
מעוניינים	مهتم	מעוניין	مهتم	ADJ;MASC;PL	ADJ;NOM;INDF;MASC;SG
מעוניינים	مهتما	מעוניין	مُهتَمّ	ADJ;MASC;PL	ADJ;ACC;INDF;MASC;SG
קטר	القاطرة	קטר	قَاطِرَة	PROPN	N;NOM;DEF;SG
ניב	اللهجة	ניב	لَهجَة	PROPN	N;NOM;DEF;SG
ניב	لهجة	ניב	لَهجَة	PROPN	N;NOM;INDF;SG
אמנותית	فنية	אמנותי	فَنِّيّ	ADV	ADJ;NOM;INDF;FEM;SG
חשד	يشتبه	חשד	اِشتَبَه	N;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;PASS
חשד	مشبوهة	חשד	مَشبُوه	N;MASC;SG	ADJ;NOM;INDF;FEM;SG
חשד	المشبوهة	חשד	مَشبُوه	N;MASC;SG	ADJ;NOM;DEF;FEM;SG
השוער	بواب	השוער	بَاب	PROPN	
השוער	البواب	השוער	بَابّ	PROPN	N;NOM;DEF;SG
משיכה	الجذب	משיכה	جَذب	N;FEM;SG	N;NOM;DEF;PL
לז	لس	לז	لَس		
באף	باف	באף	باف		
קדושים	المقدس	קדוש	مُقَدَّس	N;MASC;PL	N;NOM;DEF;SG
קדושים	المقدسة	קדוש	مُقَدَّس	N;MASC;PL	ADJ;NOM;DEF;FEM;SG
קדושים	مقدس	קדוש	مَقدَس	N;MASC;PL	ADJ;NOM;INDF;MASC;SG
צמוד	ضيقة	צמוד	ضيقة		ADJ;NOM;INDF;FEM;SG
צמוד	ضيق	צמוד	ضيق		N;NOM;INDF;SG
מעניק	المعطي	העניק	المعطي	V;MASC;SG;V.PTCP;ACT	
מעניק	يعطي	העניק	أَعطَى	V;MASC;SG;V.PTCP;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
מעניק	تعطي	העניק	أَعطَى	V;MASC;SG;V.PTCP;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
קם	كام	קם	كَام		
המחאה	احتجاج	המחאה	اِحتِجَاج	PROPN	N;NOM;INDF;SG
המחאה	الاحتجاج	המחאה	اِحتِجَاج	PROPN	N;NOM;DEF;SG
המחאה	الاحتجاجات	המחאה	اِحتِجَاج	PROPN	N;NOM;DEF;PL
המחאה	احتج	המחאה	اِحتَجّ	PROPN	V;PFV;MASC;SG;3;ACT
המחאה	صك	המחאה	صَكّ	PROPN	N;NOM;INDF;SG
פקיסטן	باكستان	פקיסטן	بَاكِستَان	PROPN	N;NOM;INDF;SG
אבק	غبار	אבק	غِبَار		
אבק	تراب	אבק	رَاب		
אבק	الغبار	אבק	غُبَار		N;NOM;DEF;SG
השווה	مقارنة	השווה	مُقَارَنَة	PROPN	N;ACC;INDF;SG
השווה	تقارن	השווה	تَقَارُن	PROPN	V;IPFV;MASC;IND;SG;2;FIN;ACT
השווה	قارن	השווה	قَارِن	PROPN	
היריב	خصم	היריב	خصم	PROPN	
היריב	الخصم	היריב	خَصم	PROPN	N;NOM;DEF;SG
פיין	باين	פיין	بَايِن	PROPN	
פיין	الغرامة	פיין	غَرَامَة	PROPN	N;NOM;DEF;SG
פיין	بخير	פיין	بخير	PROPN	
פיין	غرامة	פיין	غَرَامَة	PROPN	N;NOM;INDF;SG
פיין	الصنوبر	פיין	صُنُوبِر	PROPN	N;NOM;DEF;SG
פיין	باين	פיין	بَايِن	PROPN	
גבעה	تل	גבעה	تَلّ	N;FEM;SG	
גבעה	هيل	גבעה	هيل	N;FEM;SG	
גבעה	تلة	גבעה	تِلَّة	N;FEM;SG	
להכריז	نعلن	הכריז	نعلن	V;NFIN;ACT	
ארנולד	ارنولد	ארנולד	أَرنُولد	PROPN	
קהיר	القاهره	קהיר	القاهره	PROPN	
קהיר	القاهرة	קהיר	قَاهِرَة	PROPN	N;NOM;DEF;SG
מרגיש	تحس	הרגיש	تَحِسس	V;MASC;SG;V.PTCP;ACT	
מרגיש	تشعر	הרגיש	شَعَر	V;MASC;SG;V.PTCP;ACT	V;IPFV;MASC;IND;SG;2;FIN;ACT
מרגיש	اشعر	הרגיש	أَشعَر	V;MASC;SG;V.PTCP;ACT	
מרגיש	يشعر	הרגיש	شَعَر	V;MASC;SG;V.PTCP;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
מרגיש	يشعر	הרגיש	شَعَر	V;MASC;SG;V.PTCP;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
מרגיש	شعور	הרגיש	شُعُور	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;SG
מרגיש	الاحساس	הרגיש	إِحسَاس	V;MASC;SG;V.PTCP;ACT	N;NOM;DEF;SG
מרגיש	اشعر	הרגיש	أَشعَر	V;MASC;SG;V.PTCP;ACT	
מרגיש	الشعور	הרגיש	شُعُور	V;MASC;SG;V.PTCP;ACT	N;NOM;DEF;SG
מרגיש	احساس	הרגיש	إِحسَاس	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;SG
סוד	اسرار	סוד	سُرر		N;NOM;INDF;PL
סוד	الاسرار	סוד	سُرر		
סוד	سر	סוד	سر		
סוד	سري	סוד	سري		
סוד	السر	סוד	سُرّ		N;NOM;DEF;SG
סוד	سرية	סוד	سِرِّيّ		ADJ;NOM;INDF;FEM;SG
לורן	لورين	לורן	لُورِين	PROPN	
לורן	لورن	לורן	لُورن	PROPN	
לורן	لوران	לורן	لُورَان	PROPN	
לורן	لورينت	לורן	لُورِينت	PROPN	
הוק	الخطاف	הוק	خِطَاف		
הוק	خطاف	הוק	خطاف		
הוק	هوك	הוק	هُوك		
