periferia	predmestja	periferia	predmestje	N;FEM;SG	N;NOM;NEUT;PL
combinata	kombinirana	combinata	kombiniran	N;FEM;SG	ADJ;NOM;FEM;SG;V.PTCP
alpini	alpski	alpino	alpski	N;MASC;PL	ADJ;NOM;DEF;MASC;SG
incisione	vgravirano	incisione	vgravirano	N;FEM;SG	ADJ;NOM;NEUT;SG;V.PTCP
wendy	wendy	wendy	wendy	N;FEM;SG	PROPN;NOM;FEM;SG
stand	stoji	stand	stati	N;MASC	V;IPFV;IND;SG;3;PRS;FIN
stand	stojala	stand	stojati	N;MASC	V;IPFV;FEM;SG;V.PTCP
stand	stati	stand	stati	N;MASC	V;IPFV;NFIN
stand	booth	stand	booth	N;MASC	PROPN;NOM;MASC;SG
assassinato	umorili	assassinare	umoriti	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP
assassinato	umorjen	assassinare	umorjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
assassinato	umorjena	assassinare	umorjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
assassinato	umorjeni	assassinare	umorjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
assassinato	umorjen	assassinare	umorjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
quattrocento	quattrocento	quattrocento	quatrocent	NUM	N;NOM;FEM;SG
complete	popolna	completo	popoln	ADJ;FEM;PL	ADJ;NOM;FEM;SG
complete	popolno	completo	popoln	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
protetto	zaščiteno	protetto	zaščiten	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
protetto	zaščitena	protetto	zaščiten	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
protetto	zaščiteni	protetto	zaščiten	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
protetto	zaščiten	protetto	zaščiten	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
rabbia	stekline	rabbia	steklina	N;FEM;SG	N;NOM;FEM;PL
erroneamente	zmotno	erroneamente	zmoten	ADV	ADJ;NOM;NEUT;SG
julien	julien	julien	julien	N;MASC;SG	PROPN;NOM;MASC;SG
edwin	edwin	edwin	edwin	N;MASC	PROPN;NOM;MASC;SG
kenny	kenny	kenny	kenny	N;MASC	PROPN;NOM;MASC;SG
uscite	izhod	uscire	izhod	N;FEM;PL	N;NOM;MASC;SG
uscite	izstop	uscire	izstop	N;FEM;PL	
seven	seven	seven	seven	N	
seven	sedem	seven	sedem	N	NUM;NOM;PL
protette	zaščiteno	protetto	zaščiten	N;FEM;PL	ADJ;NOM;NEUT;SG;V.PTCP
protette	zaščitena	protetto	zaščiten	N;FEM;PL	ADJ;NOM;FEM;SG;V.PTCP
protette	zaščiteni	protetto	zaščiten	N;FEM;PL	ADJ;NOM;MASC;PL;V.PTCP
protette	zaščiten	protetto	zaščiten	N;FEM;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
colpita	navdušen	colpire	navdušen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
colpita	navdušena	colpire	navdušen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
imparare	učenje	imparare	učenje	V;NFIN	N;NOM;NEUT;SG
ridotte	zmanjšan	ridurre	zmanjšan	V;FEM;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
ridotte	zmanjšana	ridurre	zmanjšan	V;FEM;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
ridotte	znižana	ridurre	znižan	V;FEM;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
ridotte	zmanjšano	ridurre	zmanjšan	V;FEM;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
ridotte	zmanjšani	ridurre	zmanjšan	V;FEM;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
rari	redko	raro	redko	ADJ;MASC;PL	ADV
romanico	romanske	romanico	romanski	ADJ;MASC;SG	ADJ;NOM;FEM;PL
violenta	nasilne	violento	nasilen	ADJ;FEM;SG	ADJ;NOM;FEM;PL
violenta	nasilni	violento	nasilen	ADJ;FEM;SG	ADJ;NOM;MASC;PL
violenta	nasilno	violento	nasilen	ADJ;FEM;SG	ADV
debito	dolga	debito	dolg	N;MASC;SG	ADJ;NOM;FEM;SG
debito	dolg	debito	dolg	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
decimale	decimalno	decimale	decimalno	N;MASC;SG	ADV
torinese	torinese	torinese	torines	ADJ;SG	N;NOM;MASC;PL
continue	neprekinjen	continuo	neprekinjen	ADJ;FEM;PL	ADJ;NOM;INDF;MASC;SG
continue	neprekinjeno	continuo	neprekinjen	ADJ;FEM;PL	ADV
lirica	lirično	lirica	liričen	N;FEM;SG	ADJ;NOM;NEUT;SG
iscrizioni	napis	iscrizione	napis	N;FEM;PL	N;NOM;MASC;SG
iscrizioni	vpis	iscrizione	vpis	N;FEM;PL	N;NOM;MASC;SG
iscrizioni	vpisu	iscrizione	vpis	N;FEM;PL	N;DAT;MASC;SG
iscrizioni	registracija	iscrizione	registracija	N;FEM;PL	N;NOM;FEM;SG
iscrizioni	evidentiranje	iscrizione	evidentiranje	N;FEM;PL	N;NOM;NEUT;SG
daniela	daniela	daniela	daniel	N;FEM;SG	PROPN;NOM;MASC;SG
storm	storm	storm	storm	N	
polemica	prepirljiva	polemica	prepirljiv	N;FEM;SG	ADJ;NOM;FEM;SG
polemica	polemik	polemica	polemik	N;FEM;SG	N;GEN;MASC;PL
laurent	laurent	laurent	laurent	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
interazione	interakcij	interazione	interakcija	N;FEM;SG	N;GEN;FEM;PL
interazione	interakcije	interazione	interakcija	N;FEM;SG	N;NOM;FEM;PL
islamica	islamske	islamico	islamski	ADJ;FEM;SG	ADJ;NOM;FEM;PL
africana	afriške	africano	afriški	ADJ;FEM;SG	ADJ;NOM;FEM;PL
adulto	odraslih	adulto	odrasel	ADJ;MASC;SG	ADJ;GEN;MASC;PL;V.PTCP
adulto	odrasli	adulto	odrasel	ADJ;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
carla	carla	carla	carel	N;FEM;SG	PROPN;NOM;MASC;SG
digitali	digitalnega	digitale	digitalen	N;MASC;PL	ADJ;GEN;NEUT;SG
digitali	digitalna	digitale	digitalen	N;MASC;PL	ADJ;NOM;FEM;SG
digitali	digitalno	digitale	digitalen	N;MASC;PL	ADJ;NOM;NEUT;SG
digitali	digitalni	digitale	digitalen	N;MASC;PL	ADJ;NOM;MASC;SG
digitali	digitalne	digitale	digitalen	N;MASC;PL	ADJ;NOM;FEM;PL
ferita	rane	ferito	ran	N;FEM;SG	N;NOM;FEM;PL
conservate	ohranjena	conservare	ohranjen	V;FEM;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
conservate	ohranjen	conservare	ohranjen	V;FEM;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
conservate	ohranjeno	conservare	ohranjen	V;FEM;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
glasgow	glasgow	glasgow	glasgow	N;MASC;SG	PROPN;NOM;MASC;SG
controlla	preverjanje	controllare	preverjanje	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
controlla	preverite	controllare	prevrit	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;FIN
installato	vgrajena	installare	vgrajen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
installato	nameščeni	installare	nameščen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
installato	vgrajeni	installare	vgrajen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
installato	nameščena	installare	nameščen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
installato	nameščen	installare	nameščen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
installato	vgrajen	installare	vgrajen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
reliquie	relikvija	reliquia	relikvija	N;FEM;PL	N;NOM;FEM;SG
dolci	sladkih	dolce	sladek	N;PL	ADJ;GEN;MASC;PL
dolci	sladko	dolce	sladko	N;PL	ADV
dolci	sladki	dolce	sladek	N;PL	ADJ;NOM;DEF;MASC;SG
dolci	sladka	dolce	sladka	N;PL	ADJ;NOM;FEM;SG
espressa	izraziti	espresso	izraziti	ADJ;FEM;SG	V;PFV;NFIN
espressa	express	espresso	express	ADJ;FEM;SG	N;NOM;MASC;SG
espressa	izraženi	espresso	izražen	ADJ;FEM;SG	ADJ;NOM;MASC;PL;V.PTCP
poggio	poggio	poggio	poggia	N;MASC;SG	PROPN;NOM;MASC;SG
false	lažno	falso	lažen	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
evil	zlobna	evile	zloben	N	ADJ;NOM;FEM;SG
evil	zlo	evile	zlo	N	
evil	hudoben	evile	hudoben	N	ADJ;NOM;INDF;MASC;SG
evil	zloben	evile	zloben	N	ADJ;NOM;INDF;MASC;SG
evil	zlobno	evile	zlobno	N	ADJ;NOM;NEUT;SG
operativi	operativno	operativo	operativen	N;MASC;PL	ADV
operativi	operativnih	operativo	operativen	N;MASC;PL	ADJ;GEN;MASC;PL
operativi	operativna	operativo	operativen	N;MASC;PL	ADJ;NOM;FEM;SG
improvviso	nenadno	improvviso	nenadno	ADJ;MASC;SG	ADV
ombre	senc	ombra	senca	N;FEM;PL	N;NOM;FEM;SG
ombre	senca	ombra	senca	N;FEM;PL	N;NOM;FEM;SG
ombre	senco	ombra	senca	N;FEM;PL	N;ACC;FEM;SG
ombre	senci	ombra	senca	N;FEM;PL	N;DAT;FEM;SG
nasa	nasa	nasa	nas	N;FEM;SG	PROPN;NOM;FEM;SG
nasa	nasi	nasa	jaz	N;FEM;SG	
sconosciuta	neznan	sconosciuto	neznan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
sconosciuta	neznani	sconosciuto	neznan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;SG
sconosciuta	neznano	sconosciuto	neznan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
sconosciuta	neznana	sconosciuto	neznan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
catturati	ujeta	catturare	ujeti	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
catturati	ujet	catturare	ujet	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
eastern	vzhodni	eastern	vzhoden	N;SG	ADJ;NOM;DEF;MASC;SG
eastern	vzhodna	eastern	vzhoden	N;SG	ADJ;NOM;FEM;SG
eastern	vzhodno	eastern	vzhoden	N;SG	ADV
stevens	stevens	stevens	stevens	N;FEM;SG	PROPN;NOM;MASC;SG
doug	doug	doug	doug	N	PROPN;NOM;MASC;SG
imo	imo	imo	imeti	N;MASC;SG	
invisibile	nevidni	invisibile	neviden	ADJ;SG	ADJ;NOM;MASC;PL
invisibile	nevidni	invisibile	neviden	ADJ;SG	ADJ;NOM;MASC;PL
invisibile	nevidne	invisibile	neviden	ADJ;SG	ADJ;NOM;FEM;PL
ltd	ltd	ltd	ltd	N;MASC;SG	PROPN;NOM;MASC;SG
mammiferi	sesalec	mammifero	sesalec	N;MASC;PL	N;NOM;MASC;SG
superstiti	preživelih	superstite	preživel	N;MASC;PL	ADJ;GEN;MASC;PL;V.PTCP
superstiti	preživele	superstite	preživeti	N;MASC;PL	V;PFV;FEM;PL;V.PTCP
superstiti	preživeli	superstite	preživeti	N;MASC;PL	V;PFV;MASC;PL;V.PTCP
crema	smetane	crema	smetana	N;FEM;SG	N;NOM;FEM;PL
assia	hessen	assia	hessen	N;FEM;SG	PROPN;NOM;MASC;SG
assia	hess	assia	hess	N;FEM;SG	PROPN;NOM;MASC;SG
esclusiva	izključno	esclusivo	izključno	ADJ;FEM;SG	ADV
esclusiva	ekskluzivno	esclusivo	ekskluzivno	ADJ;FEM;SG	ADV
brigate	brigad	brigato	brigad	N;FEM;PL	N;GEN;FEM;SG
incredibile	neverjetno	incredibile	neverjetno	ADJ;SG	ADV
incredibile	neverjetno	incredibile	neverjetno	ADJ;SG	ADV
incredibile	neverjetno	incredibile	neverjetno	ADJ;SG	ADV
comunicare	sporazumevanje	comunicare	sporazumevanje	V;NFIN	N;NOM;NEUT;SG
comunicare	komuniciranje	comunicare	komuniciranje	V;NFIN	N;NOM;NEUT;SG
comunicare	sporočanje	comunicare	sporočanje	V;NFIN	N;NOM;NEUT;SG
discreto	diskretnih	discreto	diskreten	ADJ;MASC;SG	ADJ;GEN;MASC;PL
discreto	diskretno	discreto	diskretno	ADJ;MASC;SG	ADV
assegnazione	dodelitve	assegnazione	dodelitev	N;FEM;SG	N;NOM;FEM;PL
bond	bond	bond	bond	N	
basilea	basel	basilea	basti	N;FEM;SG	
sviluppati	razvita	sviluppato	razvit	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG
sviluppati	razvite	sviluppato	razvit	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;PL
sviluppati	razvit	sviluppato	razvit	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
sviluppati	razvito	sviluppato	razvit	V;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG
ana	ane	ana	an	N;FEM;SG	
ana	ana	ana	an	N;FEM;SG	PROPN;NOM;FEM;SG
cerchi	krogi	cercare	krog	V;IND;SG;2;PRS;FIN	N;NOM;MASC;PL
cerchi	kroge	cercare	krog	V;IND;SG;2;PRS;FIN	N;ACC;MASC;PL
cerchi	krogov	cercare	krog	V;IND;SG;2;PRS;FIN	N;GEN;MASC;PL
cerchi	platišča	cercare	platišče	V;IND;SG;2;PRS;FIN	N;NOM;NEUT;PL
six	šest	six	šest	N	NUM;NOM;PL
six	six	six	six	N	
visite	obiske	visita	obisk	V;IND;PL;3;PRS;FIN	N;ACC;MASC;PL
visite	obiski	visita	obisk	V;IND;PL;3;PRS;FIN	N;NOM;MASC;PL
visite	obiskov	visita	obisk	V;IND;PL;3;PRS;FIN	N;GEN;MASC;PL
veronica	veronika	veronico	veronika	ADJ;FEM;SG	N;NOM;FEM;SG
veronica	veronica	veronico	veronica	ADJ;FEM;SG	N;NOM;FEM;SG
valvole	ventil	valvola	ventilo	N;FEM;PL	N;NOM;MASC;SG
valvole	ventile	valvola	ventiti	N;FEM;PL	V;IPFV;FEM;PL;V.PTCP
valvole	ventili	valvola	ventilo	N;FEM;PL	V;IPFV;MASC;PL;V.PTCP
tolosa	toulouse	toloso	toulous	N;FEM;SG	PROPN;NOM;MASC;SG
maya	maji	maya	maj	N;MASC;SG	N;NOM;MASC;PL
pink	rožnata	pink	rožnat	N	ADJ;NOM;FEM;SG
pink	rožnate	pink	rožnat	N	ADJ;NOM;FEM;PL
pink	rožnati	pink	rožnat	N	ADJ;NOM;MASC;PL
pink	rožnato	pink	rožnato	N	ADJ;NOM;NEUT;SG
acquistare	nakup	acquistare	nakup	V;NFIN	N;NOM;MASC;SG
acquistare	nakup	acquistare	nakup	V;NFIN	N;NOM;MASC;SG
trascorso	porabljen	trascorrere	porabljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
wells	wells	wells	wells	N;MASC;SG	PROPN;NOM;MASC;SG
pasqua	velikonočni	pasqua	velikonočen	N;FEM;SG	ADJ;NOM;DEF;MASC;SG
ordina	red	ordinare	red	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG
ordina	naročilo	ordinare	naročiti	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
made	narejena	made	narejen	N	ADJ;NOM;FEM;SG;V.PTCP
made	narejeni	made	narejen	N	ADJ;NOM;MASC;PL;V.PTCP
made	narejen	made	narejen	N	ADJ;NOM;INDF;MASC;SG;V.PTCP
made	narejeno	made	narejen	N	ADJ;NOM;NEUT;SG;V.PTCP
too	preveč	too	preveč		DET
etica	etične	etica	etičen	N;FEM;SG	ADJ;NOM;FEM;PL
etica	etična	etica	etičen	N;FEM;SG	ADJ;NOM;FEM;SG
etica	etično	etica	etično	N;FEM;SG	ADJ;NOM;NEUT;SG
etica	etični	etica	etičen	N;FEM;SG	ADJ;NOM;MASC;SG
etica	etičnih	etica	etičen	N;FEM;SG	ADJ;GEN;MASC;PL
etica	etična	etica	etičen	N;FEM;SG	ADJ;NOM;FEM;SG
cole	cole	cole	cola	N;MASC;SG	PROPN;NOM;MASC;SG
collaborazioni	sodelovanje	collaborazione	sodelovanje	N;FEM;PL	N;NOM;NEUT;SG
ribelle	upornik	ribelle	upornik	ADJ;SG	N;NOM;MASC;SG
ribelle	upornikov	ribelle	upornik	ADJ;SG	N;GEN;MASC;PL
ribelle	uporniško	ribelle	uporniški	ADJ;SG	ADV
ribelle	odpadnik	ribelle	odpadnik	ADJ;SG	N;NOM;MASC;SG
dinamica	dinamika	dinamica	dinamik	ADJ;FEM;SG	N;NOM;FEM;SG
dinamica	dinamike	dinamica	dinamik	ADJ;FEM;SG	N;NOM;FEM;PL
dinamica	dinamiko	dinamica	dinamika	ADJ;FEM;SG	N;ACC;FEM;SG
dinamica	dinamika	dinamica	dinamik	ADJ;FEM;SG	N;NOM;FEM;SG
dinamica	dinamično	dinamica	dinamično	ADJ;FEM;SG	ADV
trampolino	odskočna	trampolino	odskočen	N;MASC;SG	ADJ;NOM;FEM;SG
emi	emi	eme	emi	N;FEM;SG	PROPN;NOM;MASC;SG
plastica	plastike	plastica	plastika	N;FEM;SG	N;NOM;FEM;PL
plastica	plastično	plastica	plastično	N;FEM;SG	ADV
plastica	plastičnih	plastica	plastičen	N;FEM;SG	ADJ;GEN;MASC;PL
plastica	plastična	plastica	plastičen	N;FEM;SG	ADJ;NOM;FEM;SG
vantaggi	koristi	vantaggio	korist	N;MASC;PL	N;NOM;FEM;SG
vantaggi	prednost	vantaggio	prednost	N;MASC;PL	N;NOM;FEM;SG
vantaggi	ugodnost	vantaggio	ugodnost	N;MASC;PL	N;NOM;FEM;SG
risolto	rešen	risolvere	rešen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
risolto	rešeno	risolvere	rešen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
risolto	rešena	risolvere	rešen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
risolto	rešen	risolvere	rešen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
risolto	rešeno	risolvere	rešen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
risolto	rešena	risolvere	rešen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
risolto	popravljeno	risolvere	popravljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
risolto	fiksno	risolvere	fiksen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
risolto	fiksna	risolvere	fiksen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
clarke	clark	clarko	clark	N;MASC;SG	PROPN;NOM;MASC;SG
navrátilová	navratilova	navrátilová	navratilov	N;FEM	ADJ;NOM;FEM;SG
distribuiti	razdeljen	distribuire	razdeljen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
distribuiti	porazdeli	distribuire	porazdel	V;MASC;PL;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
distribuiti	razdeljeni	distribuire	razdeljen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
fair	pošteno	fair	pošteno	N;MASC	ADV
fair	pravično	fair	pravičen	N;MASC	ADJ;NOM;NEUT;SG
original	prvotna	original	prvoten	N;SG	ADJ;NOM;FEM;SG
original	izvirno	original	izviren	N;SG	ADJ;NOM;NEUT;SG
original	prvotni	original	prvoten	N;SG	ADJ;NOM;DEF;MASC;SG
diamante	diamond	diamante	diamond	N;MASC;SG	
divino	božanske	divino	božanski	ADJ;MASC;SG	ADJ;NOM;FEM;PL
ripeto	ponovi	ripetere	ponoviti	V;IND;SG;1;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
divorzio	ločitve	divorzio	ločitev	N;MASC;SG	N;NOM;FEM;PL
shaw	shaw	shaw	shaw	N;MASC;SG	
imperatori	car	imperatore	car	N;MASC;PL	N;NOM;MASC;SG
imperatori	imperator	imperatore	imperator	N;MASC;PL	N;NOM;MASC;SG
imperatori	cesar	imperatore	cesar	N;MASC;PL	N;NOM;MASC;SG
volontario	prostovoljni	volontario	prostovoljen	N;MASC;SG	ADJ;NOM;MASC;SG
volontario	prostovoljna	volontario	prostovoljen	N;MASC;SG	ADJ;NOM;FEM;SG
volontario	prostovoljno	volontario	prostovoljen	N;MASC;SG	ADJ;NOM;NEUT;SG
ivo	ivo	ivo	ivo	N;MASC;SG	PROPN;NOM;MASC;SG
riservata	rezervirano	riservare	rezervirano	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
riservata	rezervirane	riservare	rezerviran	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
riservata	rezervirana	riservare	rezerviran	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
riservata	rezerviran	riservare	rezerviran	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
funzionale	funkcionalne	funzionale	funkcionalen	ADJ;SG	ADJ;NOM;FEM;PL
funzionale	funkcionalno	funzionale	funkcionalen	ADJ;SG	ADV
misteriosa	skrivnostno	misterioso	skrivnosten	ADJ;FEM;SG	ADV
tradurre	prevajanje	tradurre	prevajanje	V;NFIN	N;NOM;NEUT;SG
attendere	čakanje	attendere	čakanje	V;NFIN	N;NOM;NEUT;SG
impiegata	zaposleni	impiegare	zaposlen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
impiegata	uslužbenec	impiegare	uslužbenec	V;FEM;SG;PST;V.PTCP	N;NOM;MASC;SG
impiegata	delavec	impiegare	delavec	V;FEM;SG;PST;V.PTCP	N;NOM;MASC;SG
curata	ozdravljen	curare	ozdravljen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
adesione	adhezije	adesione	adhezija	N;FEM;SG	N;NOM;FEM;PL
adesione	pristopna	adesione	pristopen	N;FEM;SG	ADJ;NOM;FEM;SG
reich	rajh	reich	rajh	N;MASC	PROPN;NOM;MASC;SG
indonesia	indonezije	indonesia	indonezija	N;FEM;SG	N;NOM;FEM;PL
appennino	apenine	appennere	apenina	N;MASC;SG	N;NOM;FEM;PL
cara	spoštovani	caro	spoštovan	ADJ;FEM;SG	ADJ;NOM;MASC;PL;V.PTCP
cara	ljub	caro	ljub	ADJ;FEM;SG	N;NOM;MASC;SG
cara	dragi	caro	drag	ADJ;FEM;SG	ADJ;NOM;MASC;PL
cara	cara	caro	car	ADJ;FEM;SG	PROPN;NOM;FEM;SG
cara	care	caro	cara	ADJ;FEM;SG	N;NOM;MASC;SG
causata	povzročena	causare	povzročen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
causata	povzročeno	causare	povzročen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
palatinato	pfalz	palatinare	pfalz	ADJ;MASC;SG	PROPN;NOM;MASC;SG
mann	mann	mann	mann	N;MASC	PROPN;NOM;MASC;SG
proteste	protest	protesta	protest	N;FEM;PL	N;NOM;MASC;SG
membrana	membrane	membrana	membran	N;FEM;SG	N;NOM;FEM;PL
banche	banks	banca	banks	N;FEM;PL	
banche	bančni	banca	bančen	N;FEM;PL	ADJ;NOM;MASC;SG
banche	bančništvo	banca	bančništvo	N;FEM;PL	N;NOM;NEUT;SG
validi	veljavna	valido	veljaven	ADJ;MASC;PL	ADJ;NOM;FEM;SG
validi	veljaven	valido	veljaven	ADJ;MASC;PL	ADJ;NOM;INDF;MASC;SG
validi	veljavno	valido	veljaven	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
nazisti	nacist	nazista	nacist	N;MASC;PL	N;NOM;MASC;SG
nazisti	nacistični	nazista	nacističen	N;MASC;PL	ADJ;NOM;MASC;SG
effettivi	dejanski	effettivo	dejanski	ADJ;MASC;PL	ADJ;NOM;MASC;SG
effettivi	dejanska	effettivo	dejanski	ADJ;MASC;PL	ADJ;NOM;FEM;SG
edimburgo	edinburghu	edimburgo	edinburgh	N;MASC;SG	PROPN;DAT;MASC;SG
entrate	prihodek	entrata	prihodek	N;FEM;PL	N;NOM;MASC;SG
sonda	sonde	sonda	sonda	N;FEM;SG	N;NOM;FEM;PL
finanze	financiranje	finanza	financiranje	N;FEM;PL	N;NOM;NEUT;SG
grasso	mastno	grasso	masten	N;MASC;SG	ADV
grasso	maščobnih	grasso	maščoben	N;MASC;SG	ADJ;GEN;MASC;PL
grasso	mastna	grasso	masten	N;MASC;SG	ADJ;NOM;FEM;SG
grasso	debel	grasso	debel	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
grasso	maščob	grasso	maščoba	N;MASC;SG	N;GEN;FEM;PL
grasso	maščobe	grasso	maščoba	N;MASC;SG	N;NOM;FEM;PL
grasso	debela	grasso	debela	N;MASC;SG	ADJ;NOM;FEM;SG
grasso	debeli	grasso	debela	N;MASC;SG	ADJ;NOM;MASC;PL
innumerevoli	nešteto	innumerevole	nešteto	ADJ;PL	DET
innumerevoli	nešteto	innumerevole	nešteto	ADJ;PL	DET
consacrato	posvečena	consacrare	posvečen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
consacrato	posvečeni	consacrare	posvečen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
collettivo	kolektiv	collettivo	kolektiv	ADJ;MASC;SG	N;NOM;MASC;SG
sella	sella	sella	sella	N;FEM;SG	PROPN;NOM;MASC;SG
mattoni	opeka	mattone	opeka	N;MASC;PL	N;NOM;FEM;SG
mattoni	brick	mattone	brick	N;MASC;PL	
mattoni	opeka	mattone	opeka	N;MASC;PL	N;NOM;FEM;SG
mattoni	opeko	mattone	opeka	N;MASC;PL	N;ACC;FEM;SG
seta	svile	seta	svila	N;FEM;SG	N;NOM;FEM;PL
ideali	ideale	ideale	ideati	ADJ;PL	N;ACC;MASC;PL
ideali	idealni	ideale	idealen	ADJ;PL	ADJ;NOM;DEF;MASC;SG
ideali	idealno	ideale	idealen	ADJ;PL	ADJ;NOM;NEUT;SG
ideali	ideal	ideale	ideati	ADJ;PL	N;NOM;MASC;SG
ideali	idealna	ideale	idealen	ADJ;PL	ADJ;NOM;FEM;SG
ideali	idealen	ideale	idealen	ADJ;PL	ADJ;NOM;INDF;MASC;SG
liberali	liberalni	liberale	liberalen	N;PL	ADJ;NOM;MASC;SG
elettronico	elektronsko	elettronico	elektronsko	ADJ;MASC;SG	ADV
animati	animirani	animato	animiran	N;MASC;PL	ADJ;NOM;MASC;PL;V.PTCP
estetica	estetika	estetico	estetika	ADJ;FEM;SG	N;NOM;FEM;SG
estetica	estetiko	estetico	estetika	ADJ;FEM;SG	N;ACC;FEM;SG
