शोधकर्ता	výskumník	शोधकर्ता	výskumník	N;NOM;MASC;PL;3	N;ANIM;NOM;MASC;SG
विषयवस्तु	obsahu	विषयवस्तु	obsah	N;NOM;FEM;SG;3	N;INAN;GEN;MASC;SG
विषयवस्तु	spokojná	विषयवस्तु	spokojný	N;NOM;FEM;SG;3	ADJ;NOM;FEM;SG
विषयवस्तु	motívy	विषयवस्तु	motíva	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;PL
विषयवस्तु	témy	विषयवस्तु	téma	N;NOM;FEM;SG;3	N;NOM;FEM;PL
विषयवस्तु	obsahu	विषयवस्तु	obsah	N;NOM;FEM;SG;3	N;INAN;GEN;MASC;SG
विषयवस्तु	obsahom	विषयवस्तु	obsah	N;NOM;FEM;SG;3	N;INAN;INS;MASC;SG
सूरीनाम	surinamu	सूरीनाम	surina	PROPN;NOM;MASC;SG;3	N;INAN;DAT;MASC;SG
फोर्ब्स	forbes	फोर्ब्स	forbes	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
एजेंटों	činidlá	एजेंट	činidlo	N;ACC;MASC;PL;3	N;NOM;NEUT;PL
एजेंटों	zástupcovia	एजेंट	zástupca	N;ACC;MASC;PL;3	N;ANIM;NOM;MASC;PL
एजेंटों	agenti	एजेंट	agent	N;ACC;MASC;PL;3	N;ANIM;NOM;MASC;PL
प्रेमियों	milenci	प्रेमी	milenec	N;ACC;MASC;PL;3	N;ANIM;NOM;MASC;PL
आनुवंशिकी	genetika	आनुवंशिकी	genetika	ADJ	N;NOM;FEM;SG
विलीन	rozpustenie	विलीन	rozpustenie	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
विलीन	rozpustiť	विलीन	rozpustiť	PROPN;NOM;MASC;SG;3	V;PFV;POS;NFIN
विलीन	rozpustí	विलीन	rozpustiť	PROPN;NOM;MASC;SG;3	V;PFV;IND;SG;3;POS;PRS;FIN
हथेली	palm	हथेला	palm	N;NOM;FEM;SG;3	PROPN;ANIM;NOM;MASC;SG
दाग	škvrny	दाग	škvrna	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
दाग	škvrna	दाग	škvrna	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
अज़ाब	záhuby	अज़ाब	záhuba	N;NOM;MASC;SG;3	N;NOM;FEM;PL
मंचन	zinscenovaný	मंचन	zinscenovaný	N;NOM;MASC;SG;3	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
रिक	rick	रिक	rick	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
रिक	ricka	रिक	rick	PROPN;NOM;MASC;SG;3	N;ANIM;ACC;MASC;SG
बर्मिंघम	birmingham	बर्मिंघम	birmingha	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
गुस्से	zlosť	गुस्सा	zlosť	V;SG;FIN;ACT	N;NOM;FEM;SG
गुस्से	hnev	गुस्सा	hnev	V;SG;FIN;ACT	N;INAN;NOM;MASC;SG
ढलान	sklonu	ढलान	sklon	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
लगन	venovanie	लगन	venovanie		N;NOM;NEUT;SG
लगन	oddanosť	लगन	oddanosť		N;NOM;FEM;SG
चाकू	nožík	चाकू	nožík	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
चाकू	nôž	चाकू	nôž	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
परिवर्तनीय	premenná	परिवर्तनीय	premenný	N;NOM	ADJ;NOM;FEM;SG
परिवर्तनीय	variabilné	परिवर्तनीय	variabilný	N;NOM	ADJ;NOM;NEUT;SG
परिवर्तनीय	premenné	परिवर्तनीय	premenný	N;NOM	ADJ;NOM;NEUT;SG
परिवर्तनीय	premenných	परिवर्तनीय	premenný	N;NOM	ADJ;GEN;MASC;PL
परिवर्तनीय	premenné	परिवर्तनीय	premenný	N;NOM	ADJ;NOM;NEUT;SG
मज्जा	drene	मज्जा	dreň	N;NOM;FEM;SG;3	N;NOM;FEM;PL
निर्दोष	nevinné	निर्दोष	nevinný	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
निर्दोष	nevinne	निर्दोष	nevinne	PROPN;NOM;MASC;SG;3	ADV
निर्दोष	nevinná	निर्दोष	nevinný	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
निर्दोष	nevinný	निर्दोष	nevinný	PROPN;NOM;MASC;SG;3	ADJ;ANIM;NOM;MASC;SG
निर्दोष	nevinní	निर्दोष	vinniť	PROPN;NOM;MASC;SG;3	ADJ;ANIM;NOM;MASC;PL
महायान	mahájána	महायान	maháján	N;NOM;MASC;SG;3	N;ANIM;GEN;MASC;SG
लीबिया	líbya	लीबिया	líby	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
उज़बेक	uzbecké	उज़बेक	uzbecký	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
पिछला	posledným	पिछला	posledný	ADJ;NOM;MASC;SG	ADJ;INS;NEUT;SG
पिछला	naposledy	पिछला	naposledy	ADJ;NOM;MASC;SG	ADV
पिछला	posledná	पिछला	posledný	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
झुंड	stádo	झुंड	stádo	N;NOM;MASC;PL;3	N;NOM;NEUT;SG
घुड़सवार	jazdecké	घुड़सवार	jazdecký	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
प्रसाधन	wc	प्रसाधन	wc	N;NOM;MASC;SG;3	
प्रसाधन	zdrojoch	प्रसाधन	zdroj	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;PL
प्रसाधन	zdroje	प्रसाधन	zdroj	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
प्रसाधन	prostriedky	प्रसाधन	prostriedok	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
जोस	jose	जोस	jos	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
जोस	josé	जोस	jos	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
जोस	josé	जोस	jos	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
चंदन	sandále	चंदन	sandál	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
अंकीय	číselný	अंकीय	číselný	N;NOM	ADJ;INAN;NOM;MASC;SG
अंकीय	číselné	अंकीय	číselný	N;NOM	ADJ;NOM;NEUT;SG
असेम्बली	zhromaždenia	असेम्बली	zhromaždenie	N;NOM;FEM;SG;3	N;NOM;NEUT;PL
भिक्षुओं	mnísi	भिक्षु	mnísi	N;ACC;MASC;PL;3	N;ANIM;NOM;MASC;PL
लड़ी	vlákno	लड़ी	vlákno	V;PFV;FEM;SG;V.PTCP;ACT	N;NOM;NEUT;SG
लड़ी	niť	लड़ी	niť	V;PFV;FEM;SG;V.PTCP;ACT	N;NOM;FEM;SG
लड़ी	nite	लड़ी	niť	V;PFV;FEM;SG;V.PTCP;ACT	N;NOM;FEM;PL
कानों	ušami	कान	ucho	N;NOM;MASC;PL;3	N;INS;NEUT;PL
कानों	uší	कान	ucho	N;NOM;MASC;PL;3	N;GEN;NEUT;PL
चक्रीय	cyklické	चक्रीय	cyklický	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
किपलिंग	kiplinga	किपलिंग	kiplinga	PROPN;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
अस्थाई	dočasné	अस्थायी	dočasný		ADJ;NOM;NEUT;SG
अस्थाई	dočasný	अस्थायी	dočasný		ADJ;INAN;NOM;MASC;SG
अस्थाई	dočasne	अस्थायी	dočasne		ADV
अस्थाई	dočasná	अस्थायी	dočasný		ADJ;NOM;FEM;SG
तैमूर	timur	तैमूर	timur	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
तबाह	zničení	तबाह	zničenie	ADJ	N;NOM;NEUT;PL
तबाह	ruiny	तबाह	ruiny	ADJ	N;NOM;FEM;PL
योद्धाओं	bojovníci	योद्धा	bojovník	N;ACC;MASC;PL;3	N;ANIM;NOM;MASC;PL
कलाकृति	predlohu	कलाकृति	predloha	N;NOM;FEM;SG;3	N;ACC;FEM;SG
नाइजीरिया	nigérii	नाइजीरिया	nigéria	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;PL
मिसिसिपी	mississippi	मिसिसिपी	mississippi	PROPN;NOM;FEM;SG;3	PROPN;ANIM;NOM;MASC;SG
बेलनाकार	valcovité	बेलनाकार	valcovitý	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
अंतरजाल	internetová	अंतरजाल	internetový	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
अंतरजाल	internetom	अंतरजाल	internet	N;NOM;MASC;SG;3	N;INAN;INS;MASC;SG
रहो	zostaň	रह	zostať	PRO;NOM;SG;3	N;ANIM;VOC;MASC;SG
रहो	zostať	रह	zostať	PRO;NOM;SG;3	V;PFV;POS;NFIN
रहो	ostať	रह	ostať	PRO;NOM;SG;3	V;PFV;POS;NFIN
अब्बास	abbas	अब्बास	abbas	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
गिद्ध	sup	गिद्ध	sup	N;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
पोस्टर	plagáty	पोस्टर	plagát	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
वंशजों	potomkovia	वंशज	potomok	N;ACC;MASC;PL;3	N;ANIM;NOM;MASC;PL
उंगलियों	prstami	उंगली	prst	N;ACC;FEM;PL;3	N;INAN;INS;MASC;PL
उंगलियों	prstov	उंगली	prst	N;ACC;FEM;PL;3	N;INAN;GEN;MASC;PL
उंगलियों	prsty	उंगली	prst	N;ACC;FEM;PL;3	N;INAN;NOM;MASC;PL
सभाओं	zostavy	सभा	zostava	N;ACC;FEM;PL;3	N;NOM;FEM;PL
चॉकलेट	čokolády	चॉकलेट	čokoláda	N;NOM;MASC;SG;3	N;NOM;FEM;PL
चॉकलेट	čokoládová	चॉकलेट	čokoládový	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
चॉकलेट	čokoládu	चॉकलेट	čokoláda	N;NOM;MASC;SG;3	N;ACC;FEM;SG
चॉकलेट	čokolády	चॉकलेट	čokoláda	N;NOM;MASC;SG;3	N;NOM;FEM;PL
चॉकलेट	čokoládový	चॉकलेट	čokoládový	N;NOM;MASC;SG;3	ADJ;ANIM;NOM;MASC;SG
राइफल	pušku	राइफल	puška	N;NOM;FEM;SG;3	N;ACC;FEM;SG
मेक	vyrobiť	मेक	vyrobiť	N;NOM;MASC;SG;3	V;PFV;POS;NFIN
मेक	make	मेक	maka	N;NOM;MASC;SG;3	N;VOC;FEM;SG
मेक	urobiť	मेक	urobiť	N;NOM;MASC;SG;3	V;PFV;POS;NFIN
मेक	aby	मेक	aby	N;NOM;MASC;SG;3	CONJ;COND
बल्ले	bat	बल्ले	bat	N;NOM;MASC;SG;3	INTJ
उछाल	odrážať	उछाल	odrážať	N;NOM;MASC;SG;3	V;IPFV;POS;NFIN
उछाल	odraziť	उछाल	odraziť	N;NOM;MASC;SG;3	V;PFV;POS;NFIN
शेल	shell	शेल	shell		N;INAN;NOM;MASC;SG
शेल	škrupín	शेल	škrupina		N;NOM;FEM;PL
शेल	mušle	शेल	mušle		N;NOM;FEM;PL
सू	sue	सू	sua	PROPN;NOM;MASC;SG;3	PROPN;NOM;FEM;SG
सू	sioux	सू	sioux	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
सू	soo	सू	s	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
रसोई	kuchyni	रसोई	kuchyňa	N;NOM;FEM;SG;3	N;DAT;FEM;SG
रसोई	kuchynský	रसोई	kuchynský	N;NOM;FEM;SG;3	ADJ;ANIM;NOM;MASC;SG
रसोई	kuchynské	रसोई	kuchynský	N;NOM;FEM;SG;3	ADJ;NOM;NEUT;PL
रसोई	kuchyne	रसोई	kuchyňa	N;NOM;FEM;SG;3	N;GEN;FEM;SG
वाक	prejav	वाक	prejav		N;INAN;NOM;MASC;SG
वाक	príhovor	वाक	príhovor		N;INAN;NOM;MASC;SG
वाक	reči	वाक	reč		N;NOM;FEM;PL
वाक	vystúpenie	वाक	vystúpenie		N;NOM;NEUT;SG
वाक	reč	वाक	reč		N;NOM;FEM;SG
चिकित्सालय	nemocnice	चिकित्सालय	nemocnica	N;NOM;MASC;SG;3	N;NOM;FEM;PL
चिकित्सालय	nemocnici	चिकित्सालय	nemocnica	N;NOM;MASC;SG;3	N;DAT;FEM;SG
फंस	uväznený	फँस	uväznený	V;ACT	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
फंस	uväznení	फँस	uväznenie	V;ACT	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
फंस	uväznená	फँस	uväznený	V;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
चतुर	šikovné	चतुर	šikovný		ADJ;NOM;NEUT;SG
चतुर	múdry	चतुर	múdry		ADJ;ANIM;NOM;MASC;SG
चतुर	šikovný	चतुर	šikovný		ADJ;ANIM;NOM;MASC;SG
चतुर	múdra	चतुर	múdry		ADJ;NOM;FEM;SG
खानपान	stravovanie	खानपान	stravovanie	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
अस्वीकृत	zamietnutý	अस्वीकृत	zamietnutý	PROPN;NOM;MASC;SG;3	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
अस्वीकृत	odmietnutý	अस्वीकृत	odmietnutý	PROPN;NOM;MASC;SG;3	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
अस्वीकृत	zamietnuté	अस्वीकृत	zamietnutý	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
अस्वीकृत	odmietnuté	अस्वीकृत	odmietnutý	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
अस्वीकृत	odmietla	अस्वीकृत	odmietnuť	PROPN;NOM;MASC;SG;3	V;PFV;FEM;SG;POS;PST;V.PTCP
अस्वीकृत	odmietnutá	अस्वीकृत	odmietnutý	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
अस्वीकृत	odmietli	अस्वीकृत	odmietnuť	PROPN;NOM;MASC;SG;3	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
अस्वीकृत	odmietol	अस्वीकृत	odmietnuť	PROPN;NOM;MASC;SG;3	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
अस्वीकृत	klesol	अस्वीकृत	klesnúť	PROPN;NOM;MASC;SG;3	V;INAN;PFV;MASC;SG;POS;PST;V.PTCP
अस्वीकृत	odmietnuté	अस्वीकृत	odmietnutý	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
अस्वीकृत	odmietnutá	अस्वीकृत	odmietnutý	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
अस्वीकृत	zamietnutý	अस्वीकृत	zamietnutý	PROPN;NOM;MASC;SG;3	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
अस्वीकृत	odmietnutý	अस्वीकृत	odmietnutý	PROPN;NOM;MASC;SG;3	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
अस्वीकृत	zamietnutá	अस्वीकृत	zamietnutý	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
अस्वीकृत	zamietnuté	अस्वीकृत	zamietnutý	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
अस्वीकृत	odmietnuť	अस्वीकृत	odmietnuť	PROPN;NOM;MASC;SG;3	V;PFV;POS;NFIN
अस्वीकृत	zamietnuť	अस्वीकृत	zamietnuť	PROPN;NOM;MASC;SG;3	V;PFV;POS;NFIN
कसम	prisahám	कसम	prisahať	N;NOM;FEM;SG;3	V;IPFV;IND;SG;1;POS;PRS;FIN
किराया	cestovné	किराया	cestovný	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
किराया	cestovného	किराया	cestovný	N;NOM;MASC;SG;3	ADJ;GEN;NEUT;SG
किराया	prenajať	किराया	prenajať	N;NOM;MASC;SG;3	V;IPFV;POS;NFIN
किराया	nájomné	किराया	nájomný	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
खिलौने	hračiek	खिलौना	hračka	N;NOM;MASC;SG;3	N;GEN;FEM;PL
खिलौने	hračky	खिलौना	hračka	N;NOM;MASC;SG;3	N;NOM;FEM;PL
महीना	mesiaca	महीना	mesiac	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
रिपोर्टिंग	vykazovania	रिपोर्टिंग	vykazovanie	N;NOM;FEM;SG;3	N;NOM;NEUT;PL
रिपोर्टिंग	hlásenia	रिपोर्टिंग	hlásenie	N;NOM;FEM;SG;3	N;NOM;NEUT;PL
नैनो	nano	नैनो	nano		N;NOM;FEM;SG
नमकीन	slané	नमकीन	slaný		ADJ;NOM;NEUT;PL
पंद्रहवीं	pätnásty	पंद्रहवाँ	pätnásty	PROPN;NOM;FEM;SG;3	ADJ;INAN;NOM;MASC;SG
चुनावी	volebného	चुनावी	volebný	ADJ;NOM	ADJ;GEN;NEUT;SG
निजीकरण	privatizáciu	निजीकरण	privatizácia	N;NOM;MASC;SG;3	N;ACC;FEM;SG
निजीकरण	privatizácie	निजीकरण	privatizácia	N;NOM;MASC;SG;3	N;NOM;FEM;PL
अज्ञान	nevedomosti	अज्ञान	nevedomosť	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
अज्ञान	nevedomosť	अज्ञान	nevedomosť	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
आर्द्र	vlhké	आर्द्र	vlhký	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
नबी	prorok	नबी	prorok	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
नबी	proroka	नबी	proroka	PROPN;NOM;MASC;SG;3	N;ANIM;ACC;MASC;SG
हेल	hel	हेल	hel		PROPN;ANIM;NOM;MASC;SG
परी	víly	परी	víla	PROPN;NOM;FEM;SG;3	N;NOM;FEM;PL
परी	víla	परी	víla	PROPN;NOM;FEM;SG;3	N;NOM;FEM;SG
परी	pari	परी	pari	PROPN;NOM;FEM;SG;3	PROPN;ANIM;NOM;MASC;SG
परी	anjelik	परी	anjelik	PROPN;NOM;FEM;SG;3	N;ANIM;NOM;MASC;SG
परी	anjela	परी	anjelať	PROPN;NOM;FEM;SG;3	N;ANIM;ACC;MASC;SG
परी	angel	परी	angel	PROPN;NOM;FEM;SG;3	PROPN;ANIM;NOM;MASC;SG
परी	anjel	परी	anjel	PROPN;NOM;FEM;SG;3	N;ANIM;NOM;MASC;SG
कीचड़	bahna	कीचड	bahno	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
कीचड़	blata	कीचड	blat	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
न्यूर्क	newarku	न्यूर्क	newark	PROPN;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
स्नायु	väzivo	स्नायु	väzivo		N;NOM;MASC;SG
छुपा	ukryté	छुपा	ukrytý		ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
छुपा	skrytý	छुपा	skrytý		ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
छुपा	skrytá	छुपा	skrytý		ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
छुपा	skryté	छुपा	skrytý		ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
छुपा	schovať	छुपा	schovať		V;PFV;POS;NFIN
छुपा	skryť	छुपा	skryť		V;PFV;POS;NFIN
डिफ़ॉल्ट	štandardný	डिफ़ॉल्ट	štandardný	N;NOM;MASC;SG;3	ADJ;INAN;NOM;MASC;SG
डिफ़ॉल्ट	štandardné	डिफ़ॉल्ट	štandardný	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
डिफ़ॉल्ट	zlyhania	डिफ़ॉल्ट	zlyhanie	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
डिफ़ॉल्ट	predvolené	डिफ़ॉल्ट	predvolený	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
डिफ़ॉल्ट	štandardná	डिफ़ॉल्ट	štandardný	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
राइस	ryžu	राइस	ryža	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
राइस	ryže	राइस	ryže	PROPN;NOM;MASC;SG;3	N;GEN;FEM;PL
राइस	ryžové	राइस	ryžový	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
राइस	ryža	राइस	ryža	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
रेफरी	rozhodcu	रेफरी	rozhodca	N;NOM;FEM;SG;3	N;ANIM;ACC;MASC;SG
साहसी	dobrodružné	साहसी	dobrodružný	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
साहसी	odvážny	साहसी	odvážny	N;NOM;MASC;SG;3	ADJ;ANIM;NOM;MASC;SG
साहसी	odvážne	साहसी	odvážne	N;NOM;MASC;SG;3	ADV
ताज़ा	čerstvé	ताज़ा	čerstvý		ADJ;NOM;NEUT;SG
ताज़ा	čerstvú	ताज़ा	čerstvý		N;ACC;FEM;SG
ताज़ा	čerstvá	ताज़ा	čerstvý		ADJ;NOM;FEM;SG
ताज़ा	čerstvý	ताज़ा	čerstvý		ADJ;ANIM;NOM;MASC;SG
ताज़ा	fresh	ताज़ा	fresh		
उपेक्षित	ignorovali	उपेक्षित	ignorovať	ADJ	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
उपेक्षित	ignorovať	उपेक्षित	ignorovať	ADJ	V;IPFV;POS;NFIN
उपेक्षित	ignorovala	उपेक्षित	ignorovať	ADJ	V;IPFV;FEM;SG;POS;PST;V.PTCP
उपेक्षित	ignoroval	उपेक्षित	ignorovať	ADJ	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
ज़िंदगी	života	ज़िंदगी	život	N;NOM;FEM;SG;3	N;INAN;GEN;MASC;SG
ज़िंदगी	life	ज़िंदगी	lifa	N;NOM;FEM;SG;3	
ज़िंदगी	zivot	ज़िंदगी	zivot	N;NOM;FEM;SG;3	INTJ
अवशिष्ट	zvyškové	अवशिष्ट	zvyškový		ADJ;NOM;NEUT;SG
अवशिष्ट	reziduálne	अवशिष्ट	reziduálny		ADV
पेशेवरों	odborníci	पेशेवर	odborník	N;ACC;MASC;PL;3	N;ANIM;NOM;MASC;PL
पेशेवरों	profesionáli	पेशेवर	profesionáliť	N;ACC;MASC;PL;3	N;ANIM;NOM;MASC;PL
पेशेवरों	špecialisti	पेशेवर	špecialista	N;ACC;MASC;PL;3	N;ANIM;NOM;MASC;PL
श्वार्ज़नेगर	schwarzenegger	श्वार्ज़नेगर	schwarzenegger	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
धूमकेतु	kométa	धूमकेतु	komét	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
आइटम	položky	आइटम	položka	N;NOM;MASC;SG;3	N;NOM;FEM;PL
आइटम	položiek	आइटम	položka	N;NOM;MASC;SG;3	N;GEN;FEM;PL
आइटम	položku	आइटम	položka	N;NOM;MASC;SG;3	N;ACC;FEM;SG
क्षणिक	prechodné	क्षणिक	prechodný		ADJ;NOM;NEUT;SG
वेदना	melanchólia	वेदना	melanchólium	PROPN;NOM;FEM;SG;3	N;NOM;FEM;SG
दुर्गम	vredy	दुर्गम	vredy	N;NOM;MASC;SG;3	N;NOM;FEM;PL
जीमेल	gmail	जीमेल	gmaiť	PROPN;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
फॉर्मेट	formáte	फॉर्मेट	format	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
फॉर्मेट	formátu	फॉर्मेट	formát	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
फेस	tvárou	फेस	tvár		N;INS;FEM;SG
फेस	tvár	फेस	tvár		N;NOM;FEM;SG
फेस	face	फेस	faca		
कस्तूरी	musk	कस्तूरी	muska	PROPN;NOM;FEM;SG;3	PROPN;ANIM;NOM;MASC;SG
पांव	nohy	पाँव	noha	N;NOM;MASC;SG;3	N;NOM;FEM;PL
पांव	chodidlá	पाँव	chodidlo	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
पांव	stôp	पाँव	stôp	N;NOM;MASC;SG;3	N;GEN;FEM;PL
पांव	chodidiel	पाँव	chodidlo	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
छड़	prúty	छड़	prút	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;PL
छड़	tyče	छड़	tyče	N;NOM;FEM;SG;3	N;NOM;FEM;PL
मीट्रिक	metriky	मीट्रिक	metrika	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
मीट्रिक	metrických	मीट्रिक	metrický	N;NOM;MASC;SG;3	ADJ;GEN;MASC;PL
बांग्लादेशी	bangladéši	बांग्लादेशी	bangladéš	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
डिज़ाइनर	dizajnér	डिज़ाइनर	dizajnér	N;NOM;MASC;SG;3	ADJ;ANIM;NOM;MASC;SG
क्रीड़ा	športová	क्रीड़ा	športový	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
क्रीड़ा	športy	क्रीड़ा	šport	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
क्रीड़ा	športové	क्रीड़ा	športový	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
एकाग्रता	koncentrácie	एकाग्रता	koncentrácia	N;NOM;FEM;SG;3	N;NOM;FEM;PL
एकाग्रता	koncentrácií	एकाग्रता	koncentrácia	N;NOM;FEM;SG;3	N;DAT;FEM;PL
एकाग्रता	koncentrácie	एकाग्रता	koncentrácia	N;NOM;FEM;SG;3	N;NOM;FEM;PL
एकाग्रता	koncentráciu	एकाग्रता	koncentrácia	N;NOM;FEM;SG;3	N;ACC;FEM;SG
ईकाई	unit	ईकाई	unit	N;NOM;FEM;SG;3	PROPN;ANIM;NOM;MASC;SG
भतीजे	synovca	भतीजा	synovca	N;NOM;MASC;SG;3	N;ANIM;ACC;MASC;SG
भतीजे	synovci	भतीजा	synovec	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
विधिवत	náležite	विधिवत	náležit	N;NOM;MASC;SG;3	ADV
विधिवत	riadne	विधिवत	riadne	N;NOM;MASC;SG;3	ADV
संभाव्यता	pravdepodobnosti	संभाव्यता	pravdepodobnosť	N;NOM;FEM;SG;3	N;NOM;FEM;PL
दंगे	nepokoje	दंगा	nepokoj	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
अपर	upper	अपर	upper		PROPN;ANIM;NOM;MASC;SG
अपर	horný	अपर	horný		ADJ;ANIM;NOM;MASC;SG
अपर	horná	अपर	horný		ADJ;NOM;FEM;SG
अपर	horné	अपर	horný		ADJ;NOM;NEUT;SG
मेरिल	merrill	मेरिल	merrill	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
स्तनधारियों	cicavce	स्तनधारी	cicavec	N;ACC;MASC;PL;3	N;INAN;NOM;MASC;PL
बेंज	benz	बेंज	bena	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
तंजानिया	tanzánia	तंजानिया	tanzániť	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
